Fp1   -2,6317 -2,8314 -2,9302 -2,9265 -2,8376 -2,6838 -2,4796 -2,2328 -1,9519 -1,6565 -1,3802 -1,1654 -1,0503 -1,0471 -1,1254 -1,2137 -1,2132 -1,0410 -0,6800 -0,1824 0,3624 0,8574 1,2281 1,4570 1,5947 1,7314 1,9407 2,2373 2,5850 2,9364 3,2397 3,4222 3,3998 3,1197 2,6024 1,9445 1,2616 0,6217 0,0400 -0,4682 -0,8518 -1,0464 -1,0149 -0,7637 -0,3454 0,1397 0,5659 0,8296 0,8844 0,7491 0,4929 0,1979 -0,0785 -0,3057 -0,4607 -0,5261 -0,5017 -0,4029 -0,2527 -0,0808 0,0810 0,2151 0,3326 0,4717 0,6709 0,9324 1,2060 1,4112 1,4834 1,4052 1,2034 0,9259 0,6233 0,3404 0,1120 -0,0388 -0,0934 -0,0357 0,1351 0,3927 0,6883 0,9695 1,2069 1,4123 1,6266 1,8794 2,1494 2,3622 2,4379 2,3510 2,1489 1,9135 1,7081 1,5596 1,4743 1,4334 1,3726 1,2152 0,9489 0,6392 0,3617 0,1472 -0,0163 -0,1602 -0,3161 -0,5004 -0,7062 -0,9098 -1,0882 -1,2375 -1,3742 -1,5157 -1,6748 -1,8746 -2,1448 -2,4980 -2,9280 -3,4175 -3,9195 -4,3397 -4,5718 -4,5566 -4,3058 -3,8856 -3,3866 -2,8932 -2,4636 -2,1202 -1,8402 -1,5615 -1,2193 -0,7843 -0,2657 0,3141 0,9336 1,5633 2,1661 2,7306 3,2981 3,9335 4,6625 5,4354 6,1515 6,7222 7,1159 7,3481 7,4464 7,4338 7,3345 7,1837 7,0294 6,9322 6,9659 7,1955 7,6325 8,2158 8,8467 9,4471 9,9844 10,4464 10,8017 10,9945 10,9767 10,7380 10,3234 9,8299 9,3694 9,0190 8,8065 8,7203 8,7162 8,7283 8,6944 8,5796 8,3851 8,1443 7,9094 7,7284 7,6153 7,5362 7,4270 7,2269 6,8990 6,4429 5,9006 5,3322 4,7680 4,1890 3,5490 2,8117 1,9795 1,1096 0,3046 -0,3305 -0,7349 -0,9043 -0,8732 -0,6990 -0,4588 -0,2447 -0,1444 -0,2166 -0,4744 -0,8772 -1,3296 -1,7073 -1,9123 -1,9238 -1,7944 -1,5986 -1,3940 -1,2259 -1,1350 -1,1365 -1,1997 -1,2683 -1,3024 -1,3028 -1,3045 -1,3486 -1,4564 -1,6227 -1,8288 -2,0586 -2,2938 -2,5026 -2,6509 -2,7263 -2,7432 -2,7290 -2,7094 -2,6988 -2,6912 -2,6567 -2,5572 -2,3840 -2,1846 -2,0384 -1,9967 -2,0429 -2,1047 -2,1081 -2,0227 -1,8688 -1,6993 -1,5616 -1,4609 -1,3622 -1,2370 -1,0968 -0,9780 -0,9115 -0,9072 -0,9521 -1,0259 -1,1209 -1,2355 -1,3440 -1,3880 -1,3123 -1,1088 -0,8238 -0,5238 -0,2546 -0,0275 0,1608 0,3028 0,3788 0,3790 0,3272 0,2898 0,3555 0,5915 1,0046 1,5289 2,0549 2,4898 2,7962 2,9737 3,0177 2,9164 2,6857 2,3864 2,0945 1,8632 1,7094 1,6232 1,5965 1,6422 1,7798 1,9973 2,2321 2,4030 2,4659 2,4382 2,3717 2,3116 2,2731 2,2377 2,1653 2,0183 1,7851 1,4891 1,1808 0,9147 0,7216 0,5891 0,4700 0,3210 0,1422 -0,0211 -0,1078 -0,0753 0,0769 0,3006 0,5281 0,7194 0,8755 1,0046 1,0949 1,1251 1,0909 1,0130 0,9243 0,8603 0,8579 0,9504 1,1626 1,5035 1,9487 2,4257 2,8243 3,0468 3,0736 2,9777 2,8676 2,8127 2,8094 2,8011 2,7310 2,5852 2,4033 2,2574 2,2064 2,2588 2,3789 2,5211 2,6536 2,7589 2,8320 2,8876 2,9499 3,0178 3,0551 3,0244 2,9295 2,8215 2,7615 2,7677 2,8100 2,8578 2,9211 3,0475 3,2903 3,6722 4,1601 4,6641 5,0600 5,2322 5,1222 4,7552 4,2248 3,6490 3,1224 2,6889 2,3520 2,1054 1,9564 1,9216 2,0004 2,1588 2,3453 2,5129 2,6220 2,6384 2,5421 2,3353 2,0305 1,6333 1,1503 0,6151 0,0953 -0,3332 -0,6127 -0,7127 -0,6389 -0,4400 -0,1769 0,1168 0,4350 0,7764 1,1332 1,4927 1,8387 2,1520 2,4171 2,6266 2,7776 2,8698 2,9105 2,9207 2,9314 2,9706 3,0440 3,1119 3,0923 2,9164 2,5867 2,1704 1,7571 1,4434 1,3205 1,4279 1,7239 2,1211 2,5519 2,9898 3,4188 3,8046 4,1056 4,3006 4,3962 4,4118 4,3663 4,2783 4,1660 4,0430 3,9160 3,7926 3,6884 3,6192 3,5791 3,5338 3,4543 3,3563 3,3023 3,3727 3,6238 4,0583 4,6229 5,2229 5,7470 6,0934 6,1922 6,0315 5,6720 5,2220 4,7881 4,4417 4,2089 4,0774 4,0113 3,9654 3,8944 3,7620 3,5549 3,2899 3,0058 2,7537 2,5900 2,5544 2,6457 2,8298 3,0710 3,3495 3,6578 3,9805 4,2621 4,3965 4,2725 3,8486 3,1899 2,4348 1,7297 1,1827 0,8439 0,7026 0,7062 0,7908 0,8951 0,9502 0,8792 0,6283 0,2024 -0,3343 -0,8854 -1,3545 -1,6686 -1,7858 -1,6997 -1,4465 -1,0991 -0,7334 -0,3883 -0,0595 0,2752 0,6277 0,9960 1,3835 1,8125 2,3053 2,8573 3,4481 4,0683 4,7110 5,3479 5,9447 6,4947 7,0271 7,5823 8,1798 8,7996 9,3910 9,9115 10,3661 10,8008 11,2587 11,7557 12,2915 12,8690 13,4820 14,0804 14,5685 14,8471 14,8514 14,5604 13,9937 13,1961 12,2156 11,0933 9,8737 8,6135 7,3673 6,1671 5,0191 3,9219 2,8790 1,8991 0,9883 0,1408 -0,6579 -1,4079 -2,0748 -2,5975 -2,9101 -2,9626 -2,7498 -2,3395 -1,8594 -1,4389 -1,1715 -1,1140 -1,2812 -1,6312 -2,0766 -2,5305 -2,9448 -3,2996 -3,5727 -3,7359 -3,7737 -3,6989 -3,5532 -3,3891 -3,2458 -3,1387 -3,0662 -3,0235 -3,0123 -3,0438 -3,1284 -3,2584 -3,4034 -3,5261 -3,6025 -3,6284 -3,6096 -3,5496 -3,4444 -3,2846 -3,0594 -2,7599 -2,3972 -2,0177 -1,6888 -1,4691 -1,3792 -1,3870 -1,4298 -1,4562
Fz    -2,1161 -2,1853 -2,1726 -2,0970 -1,9912 -1,8776 -1,7618 -1,6349 -1,4808 -1,2873 -1,0639 -0,8524 -0,7173 -0,7091 -0,8285 -1,0151 -1,1672 -1,1904 -1,0412 -0,7211 -0,2558 0,3014 0,8652 1,3511 1,7247 2,0186 2,2974 2,6066 2,9528 3,3110 3,6254 3,8108 3,7770 3,4669 2,8926 2,1410 1,3241 0,5180 -0,2435 -0,9265 -1,4695 -1,8047 -1,8918 -1,7311 -1,3678 -0,8970 -0,4449 -0,1176 0,0384 0,0378 -0,0678 -0,2199 -0,3737 -0,4954 -0,5524 -0,5202 -0,3994 -0,2125 0,0139 0,2598 0,5136 0,7703 1,0384 1,3464 1,7259 2,1742 2,6294 2,9930 3,1885 3,2073 3,1000 2,9313 2,7416 2,5409 2,3311 2,1317 1,9911 1,9734 2,1232 2,4337 2,8428 3,2645 3,6347 3,9387 4,1975 4,4271 4,6101 4,7037 4,6803 4,5604 4,4080 4,2908 4,2368 4,2269 4,2161 4,1436 3,9383 3,5547 3,0184 2,4164 1,8399 1,3448 0,9530 0,6590 0,4302 0,2204 -0,0019 -0,2361 -0,4590 -0,6522 -0,8167 -0,9638 -1,1059 -1,2619 -1,4557 -1,7066 -2,0327 -2,4515 -2,9496 -3,4569 -3,8746 -4,1352 -4,2306 -4,1958 -4,0816 -3,9322 -3,7752 -3,6143 -3,4236 -3,1533 -2,7573 -2,2256 -1,5831 -0,8577 -0,0614 0,7900 1,6609 2,5199 3,3702 4,2420 5,1550 6,0847 6,9642 7,7234 8,3283 8,7817 9,0969 9,2835 9,3535 9,3357 9,2825 9,2689 9,3800 9,6806 10,1775 10,8101 11,4863 12,1309 12,7069 13,2009 13,5976 13,8655 13,9601 13,8440 13,5248 13,0802 12,6332 12,2951 12,1271 12,1346 12,2754 12,4757 12,6554 12,7511 12,7257 12,5708 12,3055 11,9633 11,5681 11,1225 10,6180 10,0483 9,4167 8,7427 8,0625 7,4069 6,7680 6,0941 5,3268 4,4463 3,4896 2,5417 1,7145 1,1089 0,7788 0,7222 0,8992 1,2487 1,6891 2,1153 2,4109 2,4820 2,2902 1,8707 1,3298 0,8115 0,4370 0,2549 0,2481 0,3810 0,6236 0,9362 1,2621 1,5531 1,7965 2,0087 2,2070 2,3874 2,5246 2,5921 2,5826 2,5093 2,3892 2,2267 2,0244 1,8061 1,6158 1,4906 1,4449 1,4707 1,5450 1,6418 1,7478 1,8684 2,0146 2,1823 2,3446 2,4703 2,5556 2,6390 2,7744 2,9790 3,2101 3,3900 3,4449 3,3433 3,1224 2,8716 2,6738 2,5601 2,5175 2,5178 2,5377 2,5643 2,5880 2,5883 2,5429 2,4604 2,3940 2,4098 2,5380 2,7564 3,0155 3,2731 3,5051 3,6957 3,8315 3,9038 3,9100 3,8630 3,8071 3,8130 3,9422 4,2099 4,5747 4,9578 5,2813 5,4983 5,5899 5,5393 5,3275 4,9648 4,5085 4,0404 3,6336 3,3366 3,1723 3,1447 3,2481 3,4617 3,7318 3,9700 4,0902 4,0587 3,9040 3,6817 3,4363 3,1813 2,8989 2,5542 2,1253 1,6259 1,1001 0,5985 0,1583 -0,2112 -0,5312 -0,8344 -1,1327 -1,4032 -1,6016 -1,6874 -1,6465 -1,5078 -1,3409 -1,2179 -1,1615 -1,1369 -1,0952 -1,0142 -0,9011 -0,7774 -0,6670 -0,5895 -0,5490 -0,5286 -0,4950 -0,4040 -0,2119 0,0953 0,4732 0,8269 1,0647 1,1645 1,1887 1,2321 1,3541 1,5490 1,7628 1,9361 2,0404 2,0910 2,1371 2,2251 2,3616 2,5107 2,6235 2,6638 2,6167 2,4901 2,3169 2,1434 2,0024 1,8964 1,8117 1,7490 1,7382 1,8148 1,9833 2,2178 2,4993 2,8340 3,2430 3,7433 4,3323 4,9709 5,5791 6,0560 6,3164 6,3237 6,0972 5,6947 5,1888 4,6469 4,1189 3,6367 3,2265 2,9183 2,7358 2,6647 2,6368 2,5640 2,3888 2,0996 1,7166 1,2761 0,8140 0,3425 -0,1611 -0,7316 -1,3740 -2,0428 -2,6593 -3,1413 -3,4255 -3,4952 -3,3917 -3,1770 -2,8879 -2,5358 -2,1343 -1,7131 -1,3128 -0,9738 -0,7250 -0,5705 -0,4880 -0,4403 -0,3917 -0,3169 -0,2037 -0,0531 0,1206 0,2902 0,4103 0,4236 0,2976 0,0619 -0,2039 -0,4080 -0,4608 -0,2979 0,0721 0,5582 1,0462 1,4697 1,8283 2,1434 2,4146 2,6202 2,7451 2,7934 2,7803 2,7170 2,6112 2,4784 2,3453 2,2381 2,1768 2,1715 2,2151 2,2747 2,3035 2,2730 2,1951 2,1109 2,0724 2,1293 2,3114 2,6100 2,9755 3,3339 3,6037 3,7140 3,6355 3,4063 3,1128 2,8427 2,6547 2,5671 2,5601 2,5836 2,5727 2,4700 2,2470 1,9124 1,5051 1,0830 0,7173 0,4812 0,4209 0,5303 0,7679 1,0941 1,4784 1,8782 2,2213 2,4078 2,3346 1,9398 1,2418 0,3473 -0,5819 -1,3839 -1,9460 -2,2315 -2,2764 -2,1551 -1,9448 -1,7141 -1,5350 -1,4879 -1,6333 -1,9736 -2,4536 -2,9859 -3,4737 -3,8285 -3,9861 -3,9240 -3,6765 -3,3279 -2,9675 -2,6425 -2,3505 -2,0627 -1,7462 -1,3752 -0,9296 -0,3915 0,2423 0,9472 1,6883 2,4441 3,1940 3,9029 4,5430 5,1214 5,6810 6,2776 6,9452 7,6644 8,3652 8,9823 9,5119 10,0038 10,5148 11,0803 11,7148 12,4169 13,1580 13,8672 14,4480 14,8239 14,9593 14,8439 14,4771 13,8673 13,0329 12,0055 10,8331 9,5780 8,2972 7,0213 5,7538 4,4910 3,2391 2,0145 0,8306 -0,3069 -1,3827 -2,3545 -3,1588 -3,7333 -4,0309 -4,0252 -3,7177 -3,1545 -2,4308 -1,6700 -1,0012 -0,5471 -0,3969 -0,5626 -0,9636 -1,4663 -1,9480 -2,3303 -2,5775 -2,6931 -2,7150 -2,6984 -2,6931 -2,7257 -2,7920 -2,8595 -2,8885 -2,8612 -2,7939 -2,7256 -2,6918 -2,7009 -2,7313 -2,7475 -2,7221 -2,6480 -2,5309 -2,3758 -2,1855 -1,9622 -1,7027 -1,4030 -1,0845 -0,8112 -0,6657 -0,7060 -0,9262 -1,2504 -1,5820 -1,8604
F3    -1,6786 -1,5991 -1,5124 -1,4408 -1,4055 -1,3978 -1,3833 -1,3327 -1,2461 -1,1546 -1,1029 -1,1260 -1,2411 -1,4495 -1,7365 -2,0505 -2,2886 -2,3308 -2,1024 -1,5997 -0,8845 -0,0737 0,6865 1,2757 1,6572 1,8890 2,0710 2,2766 2,5273 2,8055 3,0731 3,2803 3,3759 3,3195 3,0912 2,6944 2,1504 1,4977 0,7950 0,1177 -0,4540 -0,8534 -1,0513 -1,0655 -0,9466 -0,7553 -0,5441 -0,3563 -0,2312 -0,1895 -0,2085 -0,2299 -0,1941 -0,0579 0,2026 0,5797 1,0263 1,4718 1,8501 2,1259 2,3065 2,4234 2,5059 2,5768 2,6607 2,7843 2,9578 3,1604 3,3521 3,5051 3,6242 3,7402 3,8764 4,0155 4,1038 4,0959 3,9962 3,8601 3,7582 3,7370 3,8004 3,9192 4,0642 4,2364 4,4455 4,6626 4,8168 4,8434 4,7305 4,5245 4,3001 4,1173 3,9894 3,8818 3,7365 3,4963 3,1286 2,6599 2,1825 1,8031 1,5801 1,5084 1,5430 1,6221 1,6810 1,6638 1,5303 1,2589 0,8511 0,3358 -0,2285 -0,7617 -1,1961 -1,5124 -1,7382 -1,9198 -2,1066 -2,3438 -2,6475 -2,9843 -3,2888 -3,5063 -3,6160 -3,6364 -3,6137 -3,5891 -3,5679 -3,5192 -3,3918 -3,1326 -2,7084 -2,1285 -1,4378 -0,6782 0,1315 0,9872 1,8943 2,8675 3,9095 4,9847 6,0179 6,9189 7,6196 8,1018 8,3957 8,5575 8,6539 8,7474 8,8720 9,0282 9,2062 9,4048 9,6396 9,9462 10,3624 10,8968 11,5186 12,1759 12,8189 13,4126 13,9304 14,3406 14,6077 14,7079 14,6482 14,4764 14,2596 14,0411 13,8146 13,5439 13,2090 12,8278 12,4320 12,0435 11,6849 11,3894 11,1808 11,0419 10,9068 10,6906 10,3319 9,8155 9,1653 8,4289 7,6631 6,9111 6,1782 5,4355 4,6590 3,8613 3,0854 2,3838 1,8029 1,3692 1,0882 0,9577 0,9729 1,1185 1,3641 1,6606 1,9396 2,1265 2,1695 2,0652 1,8551 1,5975 1,3391 1,1049 0,9077 0,7673 0,7109 0,7516 0,8774 1,0670 1,3101 1,5992 1,9076 2,1947 2,4381 2,6585 2,9037 3,2035 3,5360 3,8332 4,0104 3,9966 3,7604 3,3339 2,8179 2,3482 2,0405 1,9554 2,1071 2,4826 3,0418 3,7090 4,3822 4,9683 5,4143 5,7190 5,9190 6,0492 6,1101 6,0739 5,9137 5,6232 5,2236 4,7661 4,3231 3,9606 3,7061 3,5412 3,4266 3,3375 3,2786 3,2695 3,3228 3,4410 3,6169 3,8196 3,9807 4,0163 3,8803 3,5947 3,2327 2,8829 2,6266 2,5273 2,6167 2,8847 3,2859 3,7577 4,2281 4,6270 4,9116 5,0761 5,1337 5,1076 5,0313 4,9266 4,7807 4,5586 4,2378 3,8356 3,4118 3,0519 2,8405 2,8339 3,0402 3,4109 3,8451 4,2167 4,4267 4,4538 4,3517 4,1907 4,0078 3,8053 3,5728 3,3056 3,0123 2,7117 2,4232 2,1590 1,9196 1,6901 1,4492 1,1867 0,9205 0,7009 0,5911 0,6361 0,8417 1,1663 1,5310 1,8602 2,1217 2,3243 2,4881 2,6258 2,7318 2,7818 2,7553 2,6689 2,5909 2,6156 2,8046 3,1419 3,5482 3,9324 4,2346 4,4358 4,5508 4,6146 4,6561 4,6741 4,6446 4,5585 4,4493 4,3829 4,4204 4,5826 4,8275 5,0569 5,1621 5,0788 4,8125 4,4257 3,9977 3,5838 3,2090 2,8943 2,6715 2,5647 2,5619 2,6155 2,6785 2,7377 2,8119 2,9274 3,0985 3,3255 3,6013 3,9098 4,2249 4,5133 4,7374 4,8634 4,8772 4,7882 4,6116 4,3517 4,0032 3,5648 3,0565 2,5314 2,0654 1,7213 1,5046 1,3570 1,2038 1,0105 0,7882 0,5586 0,3267 0,0798 -0,1999 -0,5170 -0,8524 -1,1784 -1,4778 -1,7454 -1,9856 -2,2089 -2,4174 -2,5962 -2,7164 -2,7416 -2,6459 -2,4408 -2,1849 -1,9599 -1,8261 -1,7950 -1,8386 -1,9059 -1,9288 -1,8363 -1,5819 -1,1689 -0,6559 -0,1392 0,2797 0,5232 0,5540 0,3775 0,0396 -0,3759 -0,7544 -0,9697 -0,9246 -0,5980 -0,0604 0,5635 1,1596 1,6695 2,0910 2,4411 2,7205 2,9096 2,9882 2,9562 2,8371 2,6595 2,4404 2,1886 1,9186 1,6553 1,4309 1,2756 1,2042 1,2117 1,2811 1,3948 1,5324 1,6702 1,7985 1,9346 2,1058 2,3102 2,4911 2,5638 2,4796 2,2551 1,9448 1,6043 1,2797 1,0107 0,8258 0,7377 0,7477 0,8435 0,9797 1,0730 1,0401 0,8518 0,5479 0,2046 -0,1002 -0,2937 -0,3120 -0,1196 0,2701 0,7919 1,3416 1,7957 2,0346 1,9637 1,5393 0,7965 -0,1538 -1,1656 -2,1054 -2,8820 -3,4558 -3,8232 -3,9901 -3,9716 -3,8169 -3,6126 -3,4539 -3,4134 -3,5212 -3,7640 -4,1012 -4,4784 -4,8312 -5,0987 -5,2448 -5,2623 -5,1647 -4,9767 -4,7140 -4,3607 -3,8806 -3,2551 -2,5002 -1,6543 -0,7661 0,0989 0,8576 1,4399 1,8267 2,0550 2,1868 2,2862 2,4252 2,6818 3,1083 3,7043 4,4220 5,1812 5,8904 6,4961 7,0210 7,5415 8,1326 8,8350 9,6418 10,4961 11,3026 11,9469 12,3239 12,3650 12,0503 11,4073 10,5077 9,4539 8,3446 7,2433 6,1802 5,1771 4,2520 3,3976 2,5736 1,7352 0,8655 -0,0236 -0,9111 -1,7790 -2,6139 -3,4098 -4,1686 -4,8915 -5,5657 -6,1558 -6,6067 -6,8618 -6,8919 -6,7094 -6,3692 -5,9550 -5,5513 -5,2206 -4,9985 -4,8907 -4,8649 -4,8637 -4,8430 -4,8036 -4,7859 -4,8422 -5,0170 -5,3313 -5,7579 -6,2163 -6,6118 -6,8844 -7,0245 -7,0540 -6,9970 -6,8588 -6,6316 -6,3149 -5,9249 -5,4781 -4,9759 -4,4252 -3,8708 -3,3891 -3,0445 -2,8591 -2,8185 -2,8914 -3,0440 -3,2454 -3,4613 -3,6564 -3,8163 -3,9508
F7    -2,5916 -2,6692 -2,6205 -2,4536 -2,1996 -1,9105 -1,6426 -1,4345 -1,2958 -1,2171 -1,1892 -1,2152 -1,3025 -1,4378 -1,5789 -1,6818 -1,7220 -1,6828 -1,5395 -1,2722 -0,8910 -0,4335 0,0670 0,6050 1,1869 1,8033 2,4235 3,0027 3,4852 3,8129 3,9387 3,8365 3,5125 3,0130 2,4171 1,8123 1,2636 0,7953 0,4043 0,0896 -0,1368 -0,2696 -0,3194 -0,3023 -0,2370 -0,1508 -0,0759 -0,0297 -0,0005 0,0343 0,0810 0,1357 0,2068 0,3117 0,4630 0,6678 0,9280 1,2310 1,5531 1,8727 2,1756 2,4493 2,6778 2,8421 2,9251 2,9170 2,8182 2,6349 2,3687 2,0265 1,6486 1,3137 1,1102 1,1024 1,3042 1,6648 2,0869 2,4773 2,7871 3,0122 3,1630 3,2408 3,2461 3,1997 3,1434 3,1131 3,1104 3,1010 3,0401 2,9032 2,6971 2,4477 2,1819 1,9213 1,6922 1,5243 1,4260 1,3700 1,3167 1,2501 1,1847 1,1399 1,1167 1,0912 1,0222 0,8695 0,6203 0,3053 -0,0183 -0,3095 -0,5737 -0,8524 -1,1864 -1,5887 -2,0393 -2,5033 -2,9531 -3,3671 -3,7146 -3,9532 -4,0450 -3,9739 -3,7453 -3,3792 -2,9117 -2,3933 -1,8791 -1,4187 -1,0427 -0,7488 -0,5011 -0,2425 0,0837 0,5070 1,0240 1,6165 2,2613 2,9349 3,6243 4,3260 5,0295 5,7052 6,3085 6,7961 7,1468 7,3698 7,4991 7,5824 7,6680 7,7910 7,9725 8,2316 8,5835 9,0247 9,5281 10,0521 10,5545 11,0067 11,3985 11,7210 11,9403 12,0069 11,8967 11,6310 11,2599 10,8481 10,4662 10,1681 9,9687 9,8399 9,7221 9,5508 9,2866 8,9250 8,4851 7,9952 7,4920 7,0306 6,6785 6,4755 6,3981 6,3688 6,3001 6,1413 5,8899 5,5565 5,1299 4,5919 3,9520 3,2513 2,5383 1,8537 1,2320 0,7053 0,2947 -0,0043 -0,2152 -0,3567 -0,4402 -0,4862 -0,5260 -0,5870 -0,6834 -0,8116 -0,9499 -1,0700 -1,1597 -1,2376 -1,3368 -1,4680 -1,5981 -1,6643 -1,6065 -1,3901 -1,0175 -0,5366 -0,0336 0,3996 0,6966 0,8295 0,8055 0,6567 0,4252 0,1502 -0,1369 -0,4111 -0,6528 -0,8451 -0,9668 -0,9951 -0,9238 -0,7759 -0,5923 -0,3981 -0,1826 0,0703 0,3382 0,5612 0,6823 0,6860 0,6068 0,5071 0,4450 0,4488 0,5085 0,5930 0,6833 0,7857 0,9082 1,0422 1,1676 1,2621 1,3080 1,2961 1,2230 1,0892 0,9147 0,7522 0,6675 0,6971 0,8204 0,9692 1,0688 1,0828 1,0244 0,9294 0,8276 0,7396 0,6823 0,6692 0,7153 0,8402 1,0575 1,3581 1,7021 2,0319 2,2995 2,4804 2,5652 2,5567 2,4772 2,3693 2,2779 2,2238 2,1971 2,1770 2,1559 2,1476 2,1785 2,2676 2,4061 2,5551 2,6660 2,7076 2,6753 2,5846 2,4652 2,3526 2,2729 2,2264 2,1883 2,1263 2,0192 1,8643 1,6719 1,4578 1,2343 1,0043 0,7741 0,5718 0,4366 0,3839 0,3997 0,4636 0,5612 0,6849 0,8339 1,0101 1,2133 1,4355 1,6577 1,8532 2,0016 2,0983 2,1599 2,2177 2,2969 2,4038 2,5323 2,6704 2,7944 2,8691 2,8695 2,8078 2,7322 2,6951 2,7227 2,8077 2,9169 3,0064 3,0426 3,0257 2,9895 2,9702 2,9745 2,9786 2,9483 2,8593 2,7102 2,5270 2,3531 2,2248 2,1417 2,0701 1,9770 1,8652 1,7787 1,7681 1,8445 1,9746 2,1161 2,2424 2,3498 2,4635 2,6257 2,8559 3,1214 3,3450 3,4420 3,3641 3,1202 2,7596 2,3418 1,9231 1,5536 1,2644 1,0571 0,9157 0,8230 0,7618 0,7148 0,6704 0,6201 0,5472 0,4267 0,2427 -0,0021 -0,2952 -0,6274 -0,9906 -1,3638 -1,7154 -2,0201 -2,2655 -2,4409 -2,5340 -2,5477 -2,5043 -2,4219 -2,2958 -2,1053 -1,8274 -1,4544 -1,0182 -0,5906 -0,2468 -0,0270 0,0716 0,0843 0,0673 0,0825 0,1719 0,3338 0,5202 0,6529 0,6522 0,4797 0,1622 -0,2291 -0,6080 -0,8816 -0,9710 -0,8505 -0,5642 -0,1958 0,1787 0,5149 0,7995 1,0428 1,2618 1,4577 1,6062 1,6699 1,6238 1,4680 1,2161 0,8837 0,4957 0,0946 -0,2641 -0,5213 -0,6290 -0,5673 -0,3434 0,0198 0,4923 1,0412 1,6214 2,1683 2,6128 2,9023 3,0152 2,9662 2,7946 2,5433 2,2511 1,9548 1,6837 1,4499 1,2463 1,0527 0,8464 0,6155 0,3661 0,1162 -0,1133 -0,2992 -0,4194 -0,4578 -0,4051 -0,2652 -0,0649 0,1529 0,3496 0,5052 0,6172 0,6901 0,7134 0,6476 0,4420 0,0763 -0,4149 -0,9545 -1,4514 -1,8223 -2,0113 -2,0116 -1,8696 -1,6595 -1,4529 -1,3047 -1,2490 -1,2951 -1,4289 -1,6211 -1,8409 -2,0662 -2,2799 -2,4576 -2,5701 -2,6012 -2,5512 -2,4203 -2,1962 -1,8699 -1,4551 -0,9879 -0,5108 -0,0546 0,3715 0,7743 1,1641 1,5556 1,9771 2,4575 3,0041 3,6003 4,2239 4,8572 5,4844 6,0818 6,6105 7,0289 7,3267 7,5459 7,7628 8,0413 8,4025 8,8358 9,3273 9,8602 10,3888 10,8282 11,0775 11,0522 10,7054 10,0380 9,0976 7,9595 6,6985 5,3745 4,0404 2,7493 1,5452 0,4518 -0,5325 -1,4247 -2,2345 -2,9520 -3,5613 -4,0625 -4,4710 -4,7939 -5,0093 -5,0726 -4,9461 -4,6377 -4,2247 -3,8297 -3,5611 -3,4759 -3,5814 -3,8491 -4,2206 -4,6222 -4,9946 -5,3105 -5,5615 -5,7335 -5,8040 -5,7567 -5,5984 -5,3677 -5,1242 -4,9256 -4,8074 -4,7701 -4,7831 -4,8083 -4,8297 -4,8690 -4,9683 -5,1534 -5,4098 -5,6891 -5,9305 -6,0816 -6,1105 -6,0095 -5,7946 -5,4960 -5,1432 -4,7644 -4,3959 -4,0736 -3,8221 -3,6579 -3,5898 -3,6055 -3,6614
