Fp1   -3,0036 -3,0137 -3,0957 -3,1745 -3,1795 -3,0632 -2,8087 -2,4145 -1,8824 -1,2274 -0,4924 0,2493 0,9112 1,4256 1,7603 1,9116 1,8918 1,7245 1,4540 1,1576 0,9256 0,8186 0,8404 0,9404 1,0432 1,0905 1,0728 1,0333 1,0418 1,1510 1,3590 1,6007 1,7774 1,8079 1,6701 1,4099 1,1162 0,8690 0,6832 0,5072 0,2846 0,0086 -0,2893 -0,5780 -0,8344 -1,0374 -1,1820 -1,2941 -1,4115 -1,5551 -1,7263 -1,9209 -2,1298 -2,3330 -2,4963 -2,5769 -2,5425 -2,3966 -2,1919 -2,0167 -1,9557 -2,0473 -2,2744 -2,5890 -2,9389 -3,2748 -3,5431 -3,6960 -3,7205 -3,6534 -3,5585 -3,4831 -3,4359 -3,3967 -3,3384 -3,2352 -3,0603 -2,7989 -2,4672 -2,1072 -1,7558 -1,4265 -1,1132 -0,8009 -0,4819 -0,1623 0,1596 0,5122 0,9364 1,4461 2,0019 2,5353 2,9977 3,3847 3,7274 4,0603 4,3821 4,6463 4,7939 4,7886 4,6211 4,3082 3,9043 3,4968 3,1630 2,9308 2,7882 2,7153 2,6873 2,6502 2,5301 2,2858 1,9361 1,5275 1,0948 0,6456 0,1610 -0,3898 -1,0237 -1,7262 -2,4556 -3,1698 -3,8528 -4,5102 -5,1388 -5,6992 -6,1178 -6,3289 -6,3165 -6,1074 -5,7405 -5,2588 -4,7149 -4,1655 -3,6582 -3,2134 -2,8217 -2,4642 -2,1295 -1,8179 -1,5395 -1,3073 -1,1237 -0,9773 -0,8520 -0,7278 -0,5816 -0,4073 -0,2256 -0,0586 0,0990 0,2809 0,5253 0,8448 1,2139 1,5845 1,9065 2,1390 2,2578 2,2586 2,1590 1,9933 1,7975 1,6096 1,4919 1,5247 1,7616 2,2021 2,8034 3,4998 4,2081 4,8334 5,2931 5,5562 5,6603 5,6791 5,6691 5,6489 5,6122 5,5469 5,4392 5,2829 5,1045 4,9608 4,8814 4,8238 4,7147 4,5308 4,3199 4,1452 4,0177 3,8851 3,6801 3,3775 3,0192 2,7037 2,5432 2,6028 2,8648 3,2404 3,6100 3,8701 3,9638 3,8869 3,6745 3,3767 3,0355 2,6804 2,3332 1,9978 1,6328 1,1617 0,5360 -0,2118 -0,9774 -1,6414 -2,1301 -2,4420 -2,6304 -2,7629 -2,8822 -2,9947 -3,0828 -3,1176 -3,0690 -2,9268 -2,7196 -2,5071 -2,3500 -2,2843 -2,3181 -2,4400 -2,6181 -2,7920 -2,8838 -2,8263 -2,5867 -2,1655 -1,5820 -0,8731 -0,0968 0,6779 1,3840 1,9634 2,3819 2,6459 2,8064 2,9344 3,0886 3,2958 3,5461 3,7987 4,0087 4,1543 4,2395 4,2902 4,3551 4,4888 4,7260 5,0784 5,5440 6,0950 6,6619 7,1568 7,5167 7,7132 7,7252 7,5253 7,1091 6,5369 5,9244 5,3719 4,8993 4,4550 3,9784 3,4384 2,8291 2,1626 1,4741 0,8097 0,1968 -0,3587 -0,8409 -1,2033 -1,3863 -1,3553 -1,1319 -0,7952 -0,4463 -0,1737 -0,0489 -0,1197 -0,3843 -0,7835 -1,2325 -1,6556 -1,9976 -2,2186 -2,2846 -2,1642 -1,8391 -1,3273 -0,6905 -0,0113 0,6425 1,2315 1,7305 2,1048 2,3049 2,3005 2,1218 1,8631 1,6414 1,5423 1,5899 1,7653 2,0417 2,3918 2,7736 3,1344 3,4391 3,6941 3,9336 4,1816 4,4300 4,6580 4,8638 5,0676 5,2749 5,4459 5,5195 5,4621 5,2790 4,9961 4,6474 4,2726 3,9029 3,5481 3,2101 2,9036 2,6507 2,4638 2,3448 2,2986 2,3381 2,4746 2,6985 2,9742 3,2547 3,5066 3,7220 3,8954 3,9987 3,9953 3,8642 3,6023 3,2256 2,7733 2,2975 1,8547 1,5152 1,3580 1,4350 1,7438 2,2351 2,8286 3,4292 3,9565 4,3709 4,6702 4,8676 4,9753 4,9925 4,9078 4,7161 4,4294 4,0790 3,7221 3,4349 3,2803 3,2653 3,3344 3,4122 3,4558 3,4656 3,4598 3,4535 3,4545 3,4663 3,4954 3,5531 3,6401 3,7314 3,7900 3,7949 3,7532 3,6946 3,6597 3,6834 3,7785 3,9291 4,0938 4,2215 4,2799 4,2744 4,2375 4,2056 4,1990 4,2085 4,1978 4,1319 4,0095 3,8606 3,7117 3,5523 3,3393 3,0391 2,6684 2,2991 2,0232 1,9057 1,9654 2,1860 2,5293 2,9390 3,3529 3,7204 4,0118 4,2107 4,2987 4,2577 4,0962 3,8658 3,6429 3,4829 3,3805 3,2738 3,0901 2,7890 2,3758 1,8939 1,4223 1,0670 0,9193 1,0061 1,2795 1,6409 1,9798 2,2135 2,3116 2,2908 2,1942 2,0707 1,9476 1,8115 1,6496 1,5015 1,4351 1,4851 1,6321 1,8126 1,9426 1,9609 1,8661 1,7186 1,6105 1,6155 1,7457 1,9461 2,1322 2,2503 2,3095 2,3514 2,4023 2,4625 2,5273 2,6117 2,7464 2,9386 3,1441 3,2891 3,3245 3,2646 3,1788 3,1440 3,2008 3,3385 3,5047 3,6276 3,6450 3,5241 3,2634 2,8811 2,4093 1,8939 1,3894 0,9481 0,6117 0,4010 0,3054 0,2841 0,2818 0,2472 0,1547 0,0163 -0,1193 -0,1772 -0,0828 0,1927 0,6065 1,0602 1,4429 1,6738 1,7213 1,5915 1,3081 0,9087 0,4589 0,0538 -0,2123 -0,2846 -0,1598 0,1252 0,5045 0,8922 1,1961 1,3413 1,2915 1,0565 0,6867 0,2567 -0,1605 -0,5177 -0,8029 -1,0184 -1,1489 -1,1665 -1,0678 -0,8824 -0,6385 -0,3359 0,0367 0,4656 0,9041 1,3005 1,6309 1,9146 2,2028 2,5410 2,9346 3,3477 3,7221 3,9977 4,1365 4,1516 4,1134 4,1208 4,2600 4,5694 5,0207 5,5377 6,0396 6,4612 6,7455 6,8426 6,7254 6,3963 5,8796 5,2120 4,4404 3,6186 2,7930 1,9957 1,2749 0,7269 0,4601 0,5047 0,7750 1,1345 1,4765 1,7476 1,9383 2,0724 2,1864 2,3022 2,4126 2,4841 2,4708 2,3399 2,0954 1,7807 1,4624 1,2087 1,0603 1,0069 0,9966 0,9717 0,8967 0,7652 0,5937
Fz    -6,1640 -5,7231 -5,2627 -4,7829 -4,2567 -3,6626 -3,0166 -2,3713 -1,7903 -1,3233 -0,9863 -0,7525 -0,5647 -0,3651 -0,1172 0,1943 0,5675 0,9760 1,3679 1,6879 1,9052 2,0272 2,0899 2,1264 2,1412 2,1210 2,0593 1,9576 1,8091 1,5969 1,3149 0,9792 0,6291 0,3298 0,1660 0,2052 0,4609 0,8847 1,3809 1,8308 2,1238 2,1924 2,0317 1,6872 1,2232 0,7011 0,1798 -0,2816 -0,6405 -0,8868 -1,0399 -1,1349 -1,2096 -1,2946 -1,4126 -1,5790 -1,7991 -2,0684 -2,3817 -2,7403 -3,1414 -3,5624 -3,9606 -4,2789 -4,4511 -4,4174 -4,1518 -3,6901 -3,1460 -2,6837 -2,4367 -2,4413 -2,6466 -2,9682 -3,3190 -3,6130 -3,7746 -3,7563 -3,5478 -3,1759 -2,6945 -2,1654 -1,6421 -1,1647 -0,7501 -0,3793 -0,0008 0,4363 0,9473 1,5114 2,0979 2,6870 3,2720 3,8531 4,4264 4,9680 5,4283 5,7478 5,8843 5,8325 5,6242 5,3196 5,0001 4,7553 4,6499 4,6859 4,7946 4,8680 4,7979 4,4962 3,9133 3,0641 2,0419 0,9928 0,0642 -0,6434 -1,1014 -1,3498 -1,4722 -1,5645 -1,7129 -1,9745 -2,3659 -2,8604 -3,3980 -3,9049 -4,3174 -4,6063 -4,7900 -4,9192 -5,0328 -5,1263 -5,1609 -5,0976 -4,9229 -4,6525 -4,3167 -3,9444 -3,5458 -3,1012 -2,5728 -1,9396 -1,2277 -0,5202 0,0613 0,4139 0,5180 0,4503 0,3376 0,2894 0,3517 0,5023 0,6866 0,8567 0,9832 1,0564 1,0896 1,1105 1,1419 1,1942 1,2787 1,4270 1,6914 2,1158 2,7056 3,4187 4,1771 4,8855 5,4474 5,7872 5,8763 5,7410 5,4464 5,0700 4,6821 4,3441 4,1185 4,0714 4,2554 4,6792 5,2892 5,9823 6,6457 7,1943 7,5831 7,8039 7,8857 7,8911 7,8896 7,9152 7,9437 7,9146 7,7723 7,4893 7,0671 6,5334 5,9382 5,3436 4,8067 4,3629 4,0188 3,7616 3,5757 3,4465 3,3521 3,2590 3,1266 2,9198 2,6231 2,2433 1,7960 1,2880 0,7207 0,0970 -0,5829 -1,3235 -2,1297 -2,9971 -3,9097 -4,8398 -5,7499 -6,5974 -7,3423 -7,9403 -8,3378 -8,4929 -8,4037 -8,1095 -7,6683 -7,1298 -6,5288 -5,9022 -5,3035 -4,7873 -4,3778 -4,0548 -3,7694 -3,4739 -3,1413 -2,7678 -2,3617 -1,9287 -1,4669 -0,9797 -0,4962 -0,0666 0,2771 0,5560 0,8354 1,1896 1,6668 2,2656 2,9448 3,6652 4,4117 5,1730 5,9113 6,5641 7,0772 7,4392 7,6803 7,8275 7,8600 7,7177 7,3573 6,8033 6,1405 5,4617 4,8282 4,2669 3,7763 3,3220 2,8535 2,3539 1,8719 1,4898 1,2580 1,1681 1,1814 1,2643 1,3854 1,4889 1,4921 1,3231 0,9595 0,4373 -0,1681 -0,7743 -1,3205 -1,7761 -2,1307 -2,3819 -2,5301 -2,5809 -2,5467 -2,4403 -2,2647 -2,0106 -1,6615 -1,2122 -0,6946 -0,1721 0,3039 0,7255 1,1105 1,4618 1,7520 1,9425 2,0203 2,0157 1,9821 1,9711 2,0246 2,1696 2,4048 2,7002 3,0110 3,2911 3,5027 3,6310 3,7013 3,7764 3,9286 4,2023 4,5889 5,0237 5,4124 5,6865 5,8440 5,9354 6,0186 6,1253 6,2486 6,3448 6,3545 6,2460 6,0462 5,8274 5,6599 5,5707 5,5332 5,4858 5,3671 5,1492 4,8524 4,5375 4,2877 4,1846 4,2727 4,5337 4,8917 5,2438 5,4999 5,6245 5,6489 5,6379 5,6460 5,7012 5,7948 5,8774 5,8916 5,8209 5,6991 5,5784 5,4937 5,4398 5,3763 5,2558 5,0547 4,7882 4,5098 4,2895 4,1814 4,2104 4,3799 4,6766 5,0691 5,5134 5,9645 6,3740 6,6803 6,8147 6,7251 6,3979 5,8725 5,2438 4,6370 4,1605 3,8647 3,7307 3,6971 3,7033 3,7230 3,7803 3,9359 4,2397 4,6858 5,2096 5,7207 6,1362 6,3985 6,4813 6,3941 6,1763 5,8759 5,5295 5,1596 4,7835 4,4209 4,0964 3,8451 3,7150 3,7489 3,9532 4,2874 4,6901 5,1098 5,5130 5,8735 6,1614 6,3419 6,3842 6,2809 6,0683 5,8219 5,6168 5,4856 5,4060 5,3223 5,1844 4,9841 4,7655 4,6011 4,5551 4,6592 4,9000 5,2167 5,5144 5,6957 5,6929 5,4772 5,0522 4,4510 3,7370 2,9969 2,3273 1,8199 1,5450 1,5285 1,7340 2,0780 2,4766 2,8758 3,2309 3,4773 3,5604 3,4892 3,3332 3,1714 3,0404 2,9193 2,7648 2,5696 2,3834 2,2854 2,3357 2,5417 2,8562 3,2033 3,5088 3,7228 3,8292 3,8390 3,7755 3,6602 3,5081 3,3418 3,2057 3,1505 3,2001 3,3396 3,5305 3,7343 3,9234 4,0788 4,1849 4,2274 4,1944 4,0859 3,9261 3,7575 3,6156 3,5086 3,4164 3,2987 3,1110 2,8339 2,4906 2,1334 1,8191 1,5941 1,4823 1,4748 1,5286 1,5782 1,5562 1,4230 1,1936 0,9379 0,7499 0,7082 0,8480 1,1523 1,5584 1,9697 2,2813 2,4202 2,3762 2,1996 1,9682 1,7501 1,5859 1,4907 1,4561 1,4545 1,4532 1,4312 1,3769 1,2723 1,0872 0,7952 0,3954 -0,0869 -0,6132 -1,1319 -1,5721 -1,8617 -1,9575 -1,8495 -1,5417 -1,0534 -0,4455 0,1778 0,7152 1,1213 1,4274 1,7217 2,0952 2,5810 3,1296 3,6371 3,9958 4,1362 4,0496 3,7941 3,4788 3,2270 3,1316 3,2165 3,4297 3,6811 3,8911 4,0163 4,0542 4,0317 3,9821 3,9290 3,8790 3,8190 3,7214 3,5563 3,3030 2,9671 2,5930 2,2506 1,9903 1,8028 1,6335 1,4367 1,2053 0,9560 0,7081 0,4788 0,2873 0,1534 0,0898 0,0912 0,1350 0,1952 0,2503 0,2805 0,2593 0,1587 -0,0238 -0,2426 -0,4158 -0,4623 -0,3330 -0,0281 0,3978
F3    -6,4162 -6,0931 -5,6703 -5,1566 -4,5413 -3,8206 -3,0269 -2,2336 -1,5348 -1,0114 -0,6952 -0,5469 -0,4722 -0,3717 -0,1833 0,1149 0,5173 0,9841 1,4377 1,7920 1,9966 2,0539 2,0073 1,9161 1,8315 1,7864 1,7886 1,8060 1,7640 1,5854 1,2450 0,7878 0,3090 -0,0699 -0,2308 -0,1018 0,3133 0,9385 1,6510 2,3094 2,7774 2,9526 2,7984 2,3521 1,6991 0,9423 0,1931 -0,4407 -0,8891 -1,1447 -1,2472 -1,2552 -1,2286 -1,2208 -1,2738 -1,4141 -1,6512 -1,9755 -2,3618 -2,7809 -3,2065 -3,6119 -3,9680 -4,2416 -4,3896 -4,3673 -4,1535 -3,7758 -3,3222 -2,9220 -2,6907 -2,6742 -2,8357 -3,0880 -3,3320 -3,4816 -3,4824 -3,3163 -2,9903 -2,5337 -2,0044 -1,4794 -1,0308 -0,7052 -0,5021 -0,3688 -0,2278 -0,0250 0,2448 0,5570 0,8974 1,2792 1,7246 2,2422 2,8154 3,4013 3,9435 4,3931 4,7205 4,9184 4,9982 4,9829 4,9049 4,8096 4,7445 4,7316 4,7454 4,7226 4,5919 4,2960 3,8017 3,1134 2,2877 1,4278 0,6473 0,0292 -0,3958 -0,6494 -0,7930 -0,9082 -1,0781 -1,3678 -1,8048 -2,3654 -2,9830 -3,5810 -4,1074 -4,5525 -4,9475 -5,3439 -5,7700 -6,1988 -6,5626 -6,7974 -6,8730 -6,7911 -6,5682 -6,2246 -5,7732 -5,2060 -4,4973 -3,6366 -2,6666 -1,6978 -0,8834 -0,3541 -0,1446 -0,1764 -0,3119 -0,4314 -0,4806 -0,4704 -0,4405 -0,4255 -0,4452 -0,5018 -0,5727 -0,6177 -0,5988 -0,4881 -0,2629 0,1005 0,6217 1,2887 2,0338 2,7470 3,3262 3,7145 3,9001 3,9066 3,7896 3,6201 3,4552 3,3172 3,1973 3,0843 2,9955 2,9836 3,1114 3,4093 3,8500 4,3598 4,8524 5,2590 5,5434 5,7061 5,7775 5,8041 5,8297 5,8768 5,9356 5,9720 5,9440 5,8170 5,5725 5,2167 4,7890 4,3568 3,9890 3,7301 3,5919 3,5636 3,6201 3,7171 3,7886 3,7681 3,6144 3,3180 2,8934 2,3713 1,7925 1,1959 0,6055 0,0215 -0,5786 -1,2194 -1,9055 -2,6152 -3,3116 -3,9590 -4,5326 -5,0242 -5,4434 -5,8036 -6,1029 -6,3186 -6,4196 -6,3897 -6,2406 -6,0009 -5,6991 -5,3614 -5,0223 -4,7206 -4,4794 -4,2969 -4,1549 -4,0345 -3,9223 -3,8051 -3,6598 -3,4518 -3,1494 -2,7448 -2,2723 -1,7991 -1,3830 -1,0341 -0,7153 -0,3668 0,0640 0,5953 1,2093 1,8839 2,6108 3,3747 4,1265 4,7876 5,2805 5,5645 5,6474 5,5598 5,3204 4,9304 4,4016 3,7851 3,1612 2,5975 2,1220 1,7282 1,3875 1,0567 0,7014 0,3298 0,0007 -0,2139 -0,2803 -0,2148 -0,0544 0,1707 0,4325 0,6776 0,8184 0,7690 0,4891 -0,0017 -0,6391 -1,3409 -2,0303 -2,6454 -3,1357 -3,4576 -3,5801 -3,4953 -3,2246 -2,8108 -2,3058 -1,7643 -1,2399 -0,7863 -0,4634 -0,3185 -0,3371 -0,4238 -0,4585 -0,3755 -0,1871 0,0529 0,3002 0,5389 0,7633 0,9653 1,1477 1,3321 1,5429 1,7922 2,0754 2,3692 2,6368 2,8480 3,0016 3,1282 3,2706 3,4578 3,6876 3,9213 4,0991 4,1852 4,2053 4,2321 4,3308 4,5181 4,7563 4,9653 5,0519 4,9607 4,7180 4,4200 4,1709 4,0219 3,9504 3,8828 3,7416 3,4891 3,1439 2,7739 2,4770 2,3530 2,4637 2,8011 3,2827 3,7799 4,1695 4,3965 4,4998 4,5701 4,6875 4,8898 5,1599 5,4250 5,5970 5,6334 5,5547 5,4114 5,2385 5,0349 4,7777 4,4544 4,0827 3,7098 3,4017 3,2278 3,2354 3,4296 3,7752 4,2187 4,7075 5,1936 5,6312 5,9764 6,1911 6,2539 6,1627 5,9295 5,5806 5,1602 4,7244 4,3262 4,0020 3,7634 3,6029 3,5120 3,4948 3,5706 3,7616 4,0667 4,4452 4,8287 5,1439 5,3323 5,3654 5,2555 5,0505 4,8113 4,5847 4,3911 4,2297 4,0884 3,9575 3,8428 3,7720 3,7873 3,9204 4,1664 4,4859 4,8320 5,1712 5,4784 5,7240 5,8742 5,9014 5,7905 5,5490 5,2223 4,8900 4,6314 4,4841 4,4328 4,4310 4,4348 4,4290 4,4338 4,4867 4,6109 4,7977 5,0160 5,2251 5,3769 5,4220 5,3264 5,0797 4,6867 4,1583 3,5177 2,8180 2,1463 1,6083 1,2956 1,2502 1,4444 1,7933 2,1988 2,5903 2,9240 3,1558 3,2399 3,1594 2,9471 2,6748 2,4144 2,2012 2,0353 1,9137 1,8509 1,8698 1,9797 2,1650 2,3954 2,6401 2,8699 3,0527 3,1584 3,1728 3,1070 2,9909 2,8571 2,7289 2,6238 2,5598 2,5544 2,6171 2,7439 2,9194 3,1191 3,3092 3,4491 3,5029 3,4543 3,3172 3,1365 2,9747 2,8801 2,8582 2,8677 2,8406 2,7145 2,4652 2,1153 1,7132 1,3105 0,9527 0,6704 0,4713 0,3386 0,2314 0,0885 -0,1465 -0,4828 -0,8550 -1,1431 -1,2269 -1,0414 -0,6057 -0,0176 0,5755 1,0290 1,2572 1,2518 1,0620 0,7634 0,4329 0,1316 -0,1031 -0,2647 -0,3738 -0,4576 -0,5328 -0,6098 -0,7066 -0,8528 -1,0749 -1,3750 -1,7250 -2,0799 -2,3898 -2,6066 -2,6941 -2,6392 -2,4464 -2,1242 -1,6882 -1,1807 -0,6698 -0,2173 0,1512 0,4545 0,7430 1,0650 1,4273 1,7821 2,0522 2,1748 2,1347 1,9662 1,7349 1,5144 1,3675 1,3275 1,3819 1,4804 1,5649 1,5928 1,5433 1,4286 1,2964 1,2081 1,2110 1,3253 1,5399 1,8134 2,0823 2,2792 2,3589 2,3149 2,1698 1,9458 1,6463 1,2691 0,8322 0,3784 -0,0435 -0,3999 -0,6812 -0,8918 -1,0352 -1,1116 -1,1282 -1,1023 -1,0525 -0,9887 -0,9131 -0,8348 -0,7838 -0,7933 -0,8597 -0,9275 -0,9138 -0,7498 -0,4205 0,0158
F7    -4,3805 -3,9653 -3,5544 -3,1538 -2,7511 -2,3387 -1,9256 -1,5301 -1,1738 -0,8862 -0,6944 -0,5968 -0,5490 -0,4861 -0,3568 -0,1310 0,2067 0,6430 1,1175 1,5321 1,7932 1,8647 1,7859 1,6301 1,4495 1,2622 1,0721 0,8858 0,7198 0,6051 0,5847 0,6862 0,8883 1,1200 1,2965 1,3551 1,2772 1,0878 0,8294 0,5378 0,2461 0,0002 -0,1466 -0,1568 -0,0338 0,1749 0,3995 0,5723 0,6359 0,5513 0,3145 -0,0362 -0,4352 -0,8220 -1,1728 -1,5014 -1,8260 -2,1462 -2,4524 -2,7335 -2,9670 -3,1254 -3,1947 -3,1767 -3,0811 -2,9235 -2,7203 -2,4874 -2,2579 -2,0861 -2,0101 -2,0140 -2,0405 -2,0350 -1,9766 -1,8828 -1,7980 -1,7656 -1,7987 -1,8710 -1,9294 -1,9193 -1,8120 -1,6156 -1,3559 -1,0485 -0,6909 -0,2802 0,1703 0,6416 1,1237 1,6128 2,1017 2,5806 3,0303 3,4102 3,6721 3,7863 3,7471 3,5676 3,2827 2,9524 2,6560 2,4747 2,4696 2,6536 2,9749 3,3368 3,6441 3,8384 3,8968 3,8051 3,5419 3,0949 2,4819 1,7430 0,9159 0,0298 -0,8790 -1,7618 -2,5757 -3,3016 -3,9418 -4,5054 -4,9984 -5,4165 -5,7395 -5,9455 -6,0418 -6,0769 -6,1116 -6,1804 -6,2790 -6,3680 -6,3886 -6,2967 -6,0868 -5,7803 -5,4066 -4,9966 -4,5708 -4,1237 -3,6398 -3,1406 -2,6986 -2,3863 -2,2144 -2,1260 -2,0431 -1,9184 -1,7564 -1,5976 -1,4869 -1,4596 -1,5305 -1,6638 -1,7520 -1,6573 -1,2958 -0,6918 0,0366 0,7444 1,3216 1,7199 1,9474 2,0526 2,1089 2,1877 2,3278 2,5296 2,7679 2,9989 3,1673 3,2271 3,1632 2,9977 2,7826 2,5886 2,4868 2,5201 2,6864 2,9464 3,2473 3,5387 3,7768 3,9313 3,9963 3,9965 3,9726 3,9434 3,8854 3,7678 3,6016 3,4376 3,3214 3,2579 3,2123 3,1334 2,9782 2,7241 2,3702 1,9349 1,4630 1,0254 0,6967 0,5243 0,5214 0,6736 0,9343 1,2222 1,4431 1,5276 1,4638 1,2897 1,0424 0,7160 0,2680 -0,3413 -1,1118 -1,9976 -2,9289 -3,8355 -4,6411 -5,2508 -5,5851 -5,6367 -5,4767 -5,2084 -4,9129 -4,6163 -4,2960 -3,9252 -3,5137 -3,1101 -2,7734 -2,5405 -2,4095 -2,3546 -2,3472 -2,3581 -2,3531 -2,2978 -2,1638 -1,9310 -1,6004 -1,2110 -0,8226 -0,4712 -0,1500 0,1728 0,5281 0,9232 1,3337 1,7326 2,1236 2,5299 2,9539 3,3544 3,6651 3,8427 3,8959 3,8667 3,8033 3,7496 3,7376 3,7694 3,8018 3,7642 3,6097 3,3476 3,0159 2,6330 2,1896 1,6829 1,1460 0,6387 0,2105 -0,1225 -0,3677 -0,5377 -0,6440 -0,6994 -0,7270 -0,7720 -0,9006 -1,1732 -1,6048 -2,1448 -2,6957 -3,1525 -3,4379 -3,5245 -3,4431 -3,2705 -3,0924 -2,9674 -2,9185 -2,9283 -2,9294 -2,8211 -2,5303 -2,0652 -1,5122 -0,9859 -0,5782 -0,3311 -0,2366 -0,2514 -0,3053 -0,3136 -0,2186 -0,0196 0,2521 0,5713 0,9239 1,2958 1,6670 2,0089 2,2856 2,4741 2,5939 2,7080 2,8870 3,1661 3,5266 3,9114 4,2557 4,5082 4,6417 4,6598 4,5938 4,4880 4,3765 4,2643 4,1318 3,9652 3,7835 3,6258 3,5160 3,4455 3,3880 3,3282 3,2775 3,2612 3,2880 3,3325 3,3537 3,3287 3,2647 3,1828 3,1013 3,0362 3,0087 3,0401 3,1309 3,2433 3,3205 3,3372 3,3205 3,3171 3,3508 3,4093 3,4565 3,4637 3,4292 3,3604 3,2588 3,1370 3,0236 2,9425 2,9000 2,8940 2,9276 3,0215 3,2184 3,5609 4,0543 4,6496 5,2592 5,7789 6,1076 6,1721 5,9460 5,4426 4,7065 3,8334 2,9821 2,3174 1,9183 1,7539 1,7472 1,8419 2,0152 2,2628 2,5900 2,9942 3,4446 3,8919 4,3003 4,6541 4,9297 5,0778 5,0525 4,8578 4,5485 4,1910 3,8316 3,4899 3,1666 2,8611 2,5866 2,3712 2,2472 2,2427 2,3746 2,6405 3,0161 3,4494 3,8550 4,1355 4,2319 4,1529 3,9569 3,7237 3,5342 3,4430 3,4526 3,5183 3,5808 3,5935 3,5340 3,4044 3,2275 3,0405 2,8854 2,7951 2,7854 2,8556 2,9868 3,1347 3,2262 3,1736 2,9242 2,5047 2,0017 1,5040 1,0790 0,7826 0,6542 0,6984 0,8913 1,2033 1,5945 1,9844 2,2618 2,3512 2,2632 2,0754 1,8792 1,7375 1,6720 1,6782 1,7457 1,8634 2,0106 2,1526 2,2533 2,2913 2,2621 2,1765 2,0651 1,9720 1,9269 1,9225 1,9284 1,9234 1,9129 1,9210 1,9743 2,0954 2,2997 2,5889 2,9486 3,3395 3,6902 3,9182 3,9587 3,7770 3,3825 2,8404 2,2500 1,7037 1,2669 0,9765 0,8378 0,8193 0,8584 0,8842 0,8447 0,7225 0,5346 0,3159 0,0966 -0,1039 -0,2680 -0,3822 -0,4437 -0,4527 -0,4034 -0,2941 -0,1485 -0,0164 0,0548 0,0527 -0,0036 -0,0875 -0,1786 -0,2611 -0,3239 -0,3637 -0,3880 -0,4183 -0,4918 -0,6449 -0,8876 -1,1923 -1,5012 -1,7522 -1,9147 -2,0053 -2,0671 -2,1357 -2,2231 -2,3169 -2,3859 -2,3876 -2,2825 -2,0609 -1,7556 -1,4176 -1,0856 -0,7787 -0,4999 -0,2403 0,0127 0,2755 0,5682 0,8942 1,2199 1,4885 1,6576 1,7233 1,7090 1,6485 1,5861 1,5749 1,6569 1,8422 2,1008 2,3707 2,5817 2,6854 2,6768 2,6055 2,5578 2,5951 2,6983 2,7838 2,7708 2,6303 2,3811 2,0584 1,6972 1,3438 1,0555 0,8669 0,7659 0,7153 0,6828 0,6404 0,5534 0,3838 0,1153 -0,2233 -0,5595 -0,8069 -0,9028 -0,8300 -0,6226 -0,3604 -0,1372 -0,0193 -0,0281 -0,1432 -0,3170 -0,5001 -0,6553 -0,7539 -0,7800 -0,7462
