Fp1   1,2208 1,4043 1,5364 1,6057 1,5996 1,5021 1,3088 1,0422 0,7495 0,4734 0,2261 -0,0028 -0,2217 -0,4251 -0,5918 -0,6903 -0,7003 -0,6344 -0,5372 -0,4605 -0,4343 -0,4547 -0,4961 -0,5393 -0,5895 -0,6686 -0,7884 -0,9330 -1,0634 -1,1346 -1,1105 -0,9738 -0,7317 -0,4172 -0,0865 0,1922 0,3574 0,3752 0,2561 0,0611 -0,1203 -0,2172 -0,2095 -0,1205 0,0121 0,1539 0,2737 0,3442 0,3525 0,3062 0,2198 0,1028 -0,0342 -0,1764 -0,3149 -0,4494 -0,5765 -0,6806 -0,7414 -0,7504 -0,7183 -0,6666 -0,6160 -0,5806 -0,5634 -0,5574 -0,5519 -0,5443 -0,5481 -0,5892 -0,6923 -0,8570 -1,0436 -1,1921 -1,2627 -1,2569 -1,2010 -1,1153 -1,0048 -0,8755 -0,7459 -0,6417 -0,5894 -0,6145 -0,7335 -0,9404 -1,1996 -1,4499 -1,6209 -1,6633 -1,5774 -1,4140 -1,2531 -1,1720 -1,2144 -1,3756 -1,6057 -1,8260 -1,9619 -1,9773 -1,8872 -1,7470 -1,6291 -1,5990 -1,6943 -1,9210 -2,2648 -2,6996 -3,1902 -3,6986 -4,1880 -4,6157 -4,9347 -5,1175 -5,1793 -5,1692 -5,1348 -5,0959 -5,0442 -4,9618 -4,8449 -4,7142 -4,6012 -4,5245 -4,4776 -4,4308 -4,3442 -4,1858 -3,9428 -3,6186 -3,2243 -2,7833 -2,3415 -1,9612 -1,6914 -1,5418 -1,4847 -1,4688 -1,4309 -1,3131 -1,0852 -0,7554 -0,3594 0,0567 0,4444 0,7598 0,9805 1,1193 1,2218 1,3364 1,4838 1,6546 1,8286 1,9930 2,1533 2,3285 2,5299 2,7496 2,9624 3,1233 3,1779 3,0984 2,9117 2,6905 2,5190 2,4530 2,4962 2,6141 2,7717 2,9528 3,1457 3,3306 3,4920 3,6340 3,7707 3,9000 3,9997 4,0611 4,1177 4,2276 4,4278 4,7084 5,0200 5,2985 5,4888 5,5565 5,4968 5,3394 5,1366 4,9399 4,7748 4,6264 4,4614 4,2665 4,0543 3,8413 3,6448 3,5006 3,4607 3,5580 3,7701 4,0239 4,2374 4,3519 4,3355 4,1850 3,9318 3,6320 3,3429 3,1076 2,9425 2,8300 2,7340 2,6303 2,5210 2,4279 2,3746 2,3704 2,4048 2,4514 2,4790 2,4682 2,4204 2,3533 2,2888 2,2373 2,1826 2,0897 1,9372 1,7359 1,5196 1,3253 1,1784 1,0853 1,0356 1,0163 1,0265 1,0776 1,1742 1,2993 1,4291 1,5538 1,6765 1,7969 1,9098 2,0144 2,1223 2,2620 2,4740 2,7886 3,1949 3,6295 3,9992 4,2234 4,2683 4,1546 3,9499 3,7514 3,6474 3,6803 3,8400 4,0849 4,3589 4,5968 4,7395 4,7629 4,6963 4,5979 4,5121 4,4483 4,3876 4,3057 4,1937 4,0644 3,9457 3,8675 3,8466 3,8761 3,9274 3,9636 3,9591 3,9119 3,8404 3,7708 3,7298 3,7401 3,8022 3,8844 3,9418 3,9499 3,9183 3,8702 3,8142 3,7408 3,6440 3,5367 3,4441 3,3948 3,4167 3,5198 3,6742 3,8152 3,8763 3,8213 3,6560 3,4197 3,1681 2,9541 2,8078 2,7289 2,6992 2,7041 2,7413 2,8127 2,9125 3,0290 3,1515 3,2623 3,3289 3,3179 3,2219 3,0724 2,9222 2,8099 2,7444 2,7225 2,7434 2,8069 2,9170 3,0864 3,3240 3,6096 3,8834 4,0649 4,0940 3,9678 3,7394 3,4850 3,2679 3,1141 3,0108 2,9276 2,8472 2,7859 2,7933 2,9269 3,2172 3,6419 4,1224 4,5497 4,8228 4,8772 4,7004 4,3319 3,8482 3,3384 2,8818 2,5300 2,3025 2,1935 2,1817 2,2327 2,3060 2,3757 2,4514 2,5668 2,7403 2,9557 3,1798 3,3844 3,5506 3,6684 3,7412 3,7837 3,8063 3,7975 3,7253 3,5622 3,3132 3,0154 2,7092 2,4169 2,1453 1,9011 1,7014 1,5773 1,5657 1,6903 1,9397 2,2647 2,6021 2,9062 3,1577 3,3568 3,5150 3,6402 3,7221 3,7451 3,7153 3,6635 3,6231 3,6104 3,6197 3,6271 3,6028 3,5263 3,3965 3,2404 3,1146 3,0808 3,1664 3,3434 3,5382 3,6573 3,6257 3,4327 3,1413 2,8357 2,5627 2,3340 2,1684 2,1015 2,1526 2,3067 2,5285 2,7767 2,9987 3,1330 3,1322 2,9934 2,7682 2,5439 2,3967 2,3474 2,3587 2,3704 2,3410 2,2664 2,1625 2,0394 1,9037 1,7737 1,6770 1,6367 1,6646 1,7574 1,8939 2,0411 2,1666 2,2525 2,2966 2,3001 2,2532 2,1292 1,8976 1,5575 1,1567 0,7751 0,4863 0,3251 0,2807 0,3214 0,4264 0,5978 0,8500 1,1921 1,6100 2,0537 2,4417 2,6878 2,7398 2,5970 2,2938 1,8812 1,4187 0,9638 0,5583 0,2221 -0,0393 -0,2202 -0,3092 -0,3029 -0,2167 -0,0794 0,0765 0,2109 0,2788 0,2547 0,1522 0,0101 -0,1372 -0,2758 -0,4102 -0,5538 -0,7164 -0,9016 -1,1100 -1,3305 -1,5379 -1,7073 -1,8190 -1,8507 -1,7918 -1,6707 -1,5544 -1,5123 -1,5772 -1,7280 -1,9038 -2,0366 -2,0812 -2,0251 -1,8863 -1,7015 -1,5017 -1,2924 -1,0659 -0,8322 -0,6333 -0,5231 -0,5344 -0,6606 -0,8621 -1,0863 -1,2894 -1,4490 -1,5641 -1,6424 -1,6882 -1,7019 -1,6868 -1,6474 -1,5854 -1,5055 -1,4270 -1,3789 -1,3836 -1,4436 -1,5399 -1,6364 -1,6910 -1,6731 -1,5718 -1,3939 -1,1590 -0,8967 -0,6350 -0,3882 -0,1605 0,0374 0,1870 0,2709 0,2754 0,1882 0,0108 -0,2252 -0,4604 -0,6347 -0,7153 -0,7070 -0,6453 -0,5752 -0,5287 -0,5181 -0,5483 -0,6237 -0,7393 -0,8717 -0,9890 -1,0758 -1,1441 -1,2140 -1,2862 -1,3394 -1,3489 -1,3002 -1,1933 -1,0418 -0,8698 -0,7071 -0,5870 -0,5449 -0,6161 -0,8290 -1,1886 -1,6593 -2,1700 -2,6387 -2,9971 -3,2071 -3,2749 -3,2527 -3,2159 -3,2291 -3,3195 -3,4723 -3,6461 -3,7963 -3,8942 -3,9355
Fz    2,5849 2,6169 2,5750 2,4616 2,2759 2,0039 1,6330 1,1749 0,6718 0,1760 -0,2702 -0,6396 -0,9146 -1,0820 -1,1284 -1,0451 -0,8458 -0,5829 -0,3375 -0,1866 -0,1690 -0,2696 -0,4396 -0,6350 -0,8415 -1,0680 -1,3173 -1,5628 -1,7545 -1,8483 -1,8218 -1,6741 -1,4232 -1,1045 -0,7641 -0,4491 -0,1989 -0,0361 0,0447 0,0818 0,1287 0,2203 0,3551 0,5057 0,6446 0,7582 0,8422 0,8914 0,8997 0,8640 0,7816 0,6530 0,4902 0,3152 0,1454 -0,0131 -0,1557 -0,2662 -0,3206 -0,3032 -0,2197 -0,0933 0,0486 0,1815 0,2834 0,3428 0,3671 0,3730 0,3623 0,3116 0,1881 -0,0191 -0,2759 -0,5178 -0,6894 -0,7750 -0,7926 -0,7665 -0,7118 -0,6412 -0,5714 -0,5249 -0,5312 -0,6195 -0,7975 -1,0361 -1,2785 -1,4624 -1,5388 -1,4869 -1,3258 -1,1144 -0,9373 -0,8729 -0,9595 -1,1810 -1,4764 -1,7682 -1,9943 -2,1264 -2,1732 -2,1787 -2,2084 -2,3169 -2,5177 -2,7863 -3,0871 -3,3924 -3,6883 -3,9754 -4,2623 -4,5496 -4,8235 -5,0682 -5,2789 -5,4626 -5,6299 -5,7860 -5,9250 -6,0322 -6,0965 -6,1213 -6,1178 -6,0907 -6,0390 -5,9633 -5,8639 -5,7321 -5,5531 -5,3154 -5,0175 -4,6689 -4,2913 -3,9160 -3,5714 -3,2720 -3,0180 -2,7968 -2,5811 -2,3372 -2,0436 -1,7048 -1,3451 -0,9908 -0,6588 -0,3545 -0,0702 0,2173 0,5374 0,9037 1,3013 1,6944 2,0436 2,3268 2,5544 2,7607 2,9757 3,2073 3,4393 3,6342 3,7458 3,7476 3,6577 3,5336 3,4464 3,4487 3,5505 3,7211 3,9215 4,1308 4,3399 4,5407 4,7323 4,9262 5,1298 5,3260 5,4784 5,5641 5,6001 5,6330 5,7065 5,8407 6,0340 6,2668 6,4992 6,6795 6,7688 6,7658 6,7034 6,6207 6,5326 6,4198 6,2512 6,0176 5,7389 5,4474 5,1797 4,9815 4,9024 4,9716 5,1732 5,4471 5,7148 5,9036 5,9621 5,8717 5,6533 5,3584 5,0465 4,7654 4,5361 4,3490 4,1794 4,0161 3,8737 3,7822 3,7643 3,8191 3,9215 4,0340 4,1193 4,1514 4,1216 4,0377 3,9209 3,7979 3,6841 3,5769 3,4673 3,3549 3,2510 3,1716 3,1268 3,1089 3,0927 3,0528 2,9847 2,9105 2,8605 2,8530 2,8916 2,9705 3,0754 3,1856 3,2851 3,3716 3,4578 3,5693 3,7411 4,0003 4,3391 4,7031 5,0105 5,1932 5,2300 5,1516 5,0249 4,9295 4,9290 5,0451 5,2570 5,5229 5,7965 6,0282 6,1763 6,2327 6,2302 6,2143 6,2108 6,2173 6,2148 6,1854 6,1253 6,0448 5,9558 5,8628 5,7628 5,6521 5,5348 5,4284 5,3610 5,3579 5,4265 5,5519 5,7066 5,8649 6,0065 6,1161 6,1878 6,2318 6,2689 6,3157 6,3726 6,4283 6,4711 6,4940 6,4917 6,4628 6,4172 6,3715 6,3330 6,2945 6,2442 6,1751 6,0907 6,0050 5,9352 5,8942 5,8836 5,8900 5,8921 5,8795 5,8632 5,8659 5,9006 5,9688 6,0723 6,2120 6,3741 6,5239 6,6216 6,6464 6,6051 6,5157 6,3939 6,2612 6,1499 6,0912 6,1063 6,2107 6,4100 6,6824 6,9688 7,1904 7,2860 7,2404 7,0835 6,8675 6,6399 6,4245 6,2215 6,0264 5,8470 5,7093 5,6516 5,7107 5,9047 6,2146 6,5770 6,8990 7,0895 7,0916 6,9031 6,5763 6,1927 5,8284 5,5305 5,3161 5,1882 5,1485 5,1912 5,2898 5,4019 5,4986 5,5907 5,7129 5,8830 6,0896 6,3180 6,5633 6,8175 7,0625 7,2815 7,4675 7,6159 7,7129 7,7359 7,6713 7,5307 7,3379 7,1059 6,8376 6,5409 6,2369 5,9588 5,7472 5,6418 5,6658 5,8081 6,0230 6,2584 6,4852 6,7015 6,9146 7,1256 7,3228 7,4802 7,5691 7,5776 7,5206 7,4303 7,3411 7,2783 7,2529 7,2607 7,2879 7,3188 7,3501 7,4067 7,5295 7,7365 7,9998 8,2566 8,4353 8,4821 8,3860 8,1829 7,9249 7,6471 7,3690 7,1175 6,9276 6,8199 6,7908 6,8250 6,8969 6,9581 6,9422 6,7996 6,5294 6,1844 5,8530 5,6157 5,5018 5,4836 5,5085 5,5348 5,5472 5,5468 5,5336 5,5050 5,4632 5,4160 5,3704 5,3313 5,3011 5,2730 5,2251 5,1273 4,9639 4,7432 4,4827 4,1852 3,8311 3,3986 2,8986 2,3904 1,9579 1,6675 1,5409 1,5557 1,6701 1,8533 2,1026 2,4359 2,8673 3,3807 3,9157 4,3760 4,6636 4,7239 4,5669 4,2493 3,8412 3,3984 2,9504 2,5079 2,0786 1,6759 1,3245 1,0617 0,9217 0,9121 1,0111 1,1774 1,3596 1,5073 1,5894 1,6032 1,5612 1,4707 1,3250 1,1101 0,8163 0,4483 0,0265 -0,4142 -0,8265 -1,1656 -1,4118 -1,5671 -1,6321 -1,6038 -1,5013 -1,3799 -1,3116 -1,3478 -1,4885 -1,6804 -1,8475 -1,9335 -1,9277 -1,8598 -1,7713 -1,6875 -1,6076 -1,5183 -1,4188 -1,3311 -1,2881 -1,3151 -1,4224 -1,5993 -1,8092 -2,0023 -2,1473 -2,2469 -2,3226 -2,3881 -2,4380 -2,4532 -2,4108 -2,2937 -2,1047 -1,8807 -1,6813 -1,5521 -1,4978 -1,4853 -1,4669 -1,4038 -1,2806 -1,1057 -0,9009 -0,6872 -0,4777 -0,2750 -0,0728 0,1366 0,3484 0,5416 0,6827 0,7336 0,6612 0,4597 0,1705 -0,1264 -0,3485 -0,4452 -0,4117 -0,2817 -0,1078 0,0595 0,1844 0,2472 0,2434 0,1867 0,1113 0,0554 0,0276 -0,0025 -0,0672 -0,1600 -0,2356 -0,2433 -0,1565 0,0198 0,2608 0,5366 0,8127 1,0414 1,1632 1,1235 0,8958 0,4951 -0,0235 -0,5836 -1,1117 -1,5501 -1,8629 -2,0493 -2,1501 -2,2318 -2,3541 -2,5426 -2,7838 -3,0377 -3,2592 -3,4142 -3,4858
F3    2,8112 2,8686 2,8288 2,6990 2,4910 2,2079 1,8543 1,4521 1,0383 0,6455 0,2883 -0,0301 -0,3077 -0,5374 -0,7019 -0,7774 -0,7567 -0,6710 -0,5851 -0,5659 -0,6461 -0,8090 -1,0071 -1,1977 -1,3668 -1,5262 -1,6858 -1,8304 -1,9238 -1,9308 -1,8317 -1,6236 -1,3217 -0,9600 -0,5873 -0,2575 -0,0186 0,1001 0,1076 0,0574 0,0203 0,0450 0,1369 0,2667 0,3990 0,5134 0,6023 0,6609 0,6855 0,6773 0,6396 0,5757 0,4953 0,4131 0,3347 0,2517 0,1583 0,0697 0,0147 0,0106 0,0539 0,1327 0,2370 0,3566 0,4766 0,5835 0,6745 0,7518 0,8021 0,7903 0,6777 0,4564 0,1723 -0,0938 -0,2732 -0,3438 -0,3250 -0,2500 -0,1469 -0,0358 0,0661 0,1387 0,1524 0,0724 -0,1216 -0,4150 -0,7585 -1,0826 -1,3162 -1,4136 -1,3772 -1,2597 -1,1404 -1,0891 -1,1343 -1,2554 -1,4006 -1,5143 -1,5574 -1,5180 -1,4154 -1,2989 -1,2339 -1,2726 -1,4315 -1,6953 -2,0361 -2,4233 -2,8293 -3,2369 -3,6418 -4,0377 -4,4028 -4,7088 -4,9413 -5,1075 -5,2256 -5,3118 -5,3734 -5,4104 -5,4226 -5,4143 -5,3902 -5,3482 -5,2826 -5,1892 -5,0645 -4,9027 -4,6962 -4,4404 -4,1359 -3,7931 -3,4380 -3,1117 -2,8501 -2,6650 -2,5408 -2,4423 -2,3211 -2,1315 -1,8536 -1,5008 -1,1065 -0,7039 -0,3165 0,0434 0,3785 0,7097 1,0663 1,4606 1,8705 2,2501 2,5550 2,7673 2,9093 3,0317 3,1801 3,3709 3,5860 3,7750 3,8739 3,8447 3,7034 3,5111 3,3440 3,2616 3,2783 3,3641 3,4794 3,6044 3,7331 3,8581 3,9737 4,0840 4,1957 4,3016 4,3817 4,4278 4,4628 4,5272 4,6495 4,8342 5,0703 5,3403 5,6161 5,8556 6,0206 6,1007 6,1149 6,0905 6,0352 5,9259 5,7330 5,4589 5,1406 4,8201 4,5290 4,2992 4,1692 4,1672 4,2864 4,4816 4,6887 4,8456 4,9021 4,8320 4,6450 4,3809 4,0895 3,8145 3,5828 3,3976 3,2447 3,1166 3,0269 3,0027 3,0609 3,1925 3,3653 3,5361 3,6644 3,7230 3,7037 3,6193 3,5003 3,3831 3,2863 3,2028 3,1185 3,0316 2,9489 2,8747 2,8077 2,7408 2,6629 2,5675 2,4623 2,3682 2,3070 2,2864 2,2982 2,3292 2,3680 2,4050 2,4365 2,4683 2,5166 2,6092 2,7817 3,0566 3,4153 3,7892 4,0861 4,2335 4,2107 4,0516 3,8322 3,6500 3,5893 3,6870 3,9275 4,2625 4,6293 4,9587 5,1923 5,3116 5,3464 5,3446 5,3375 5,3289 5,3058 5,2570 5,1858 5,1069 5,0382 4,9921 4,9714 4,9696 4,9780 4,9949 5,0311 5,1019 5,2130 5,3559 5,5188 5,6944 5,8719 6,0277 6,1350 6,1847 6,1920 6,1780 6,1511 6,1096 6,0548 5,9940 5,9321 5,8719 5,8202 5,7822 5,7500 5,7071 5,6415 5,5491 5,4315 5,2988 5,1702 5,0693 5,0110 4,9929 5,0011 5,0265 5,0751 5,1588 5,2807 5,4349 5,6178 5,8237 6,0282 6,1863 6,2538 6,2149 6,0877 5,9042 5,6941 5,4930 5,3447 5,2843 5,3271 5,4739 5,7116 6,0047 6,2908 6,4966 6,5686 6,5000 6,3296 6,1178 5,9167 5,7515 5,6197 5,5055 5,4017 5,3268 5,3228 5,4349 5,6832 6,0412 6,4341 6,7634 6,9431 6,9274 6,7236 6,3855 5,9882 5,6010 5,2736 5,0362 4,9049 4,8823 4,9509 5,0699 5,1913 5,2899 5,3823 5,5066 5,6817 5,8956 6,1319 6,3858 6,6542 6,9277 7,1974 7,4592 7,7075 7,9239 8,0757 8,1327 8,0883 7,9548 7,7449 7,4664 7,1301 6,7576 6,3836 6,0564 5,8312 5,7516 5,8257 6,0181 6,2715 6,5405 6,8066 7,0680 7,3211 7,5476 7,7142 7,7898 7,7707 7,6880 7,5886 7,5095 7,4670 7,4573 7,4612 7,4520 7,4077 7,3297 7,2519 7,2232 7,2737 7,3926 7,5281 7,6077 7,5740 7,4189 7,1870 6,9354 6,6930 6,4693 6,2855 6,1780 6,1676 6,2420 6,3667 6,4989 6,5891 6,5851 6,4507 6,1881 5,8459 5,5066 5,2461 5,0925 5,0226 4,9909 4,9612 4,9204 4,8680 4,8004 4,7145 4,6217 4,5433 4,4960 4,4899 4,5312 4,6120 4,6978 4,7399 4,7056 4,5914 4,4079 4,1613 3,8490 3,4675 3,0320 2,5887 2,2029 1,9302 1,7939 1,7779 1,8446 1,9699 2,1646 2,4626 2,8848 3,4089 3,9647 4,4507 4,7672 4,8562 4,7215 4,4154 4,0095 3,5664 3,1216 2,6894 2,2791 1,9026 1,5775 1,3290 1,1768 1,1203 1,1437 1,2260 1,3329 1,4134 1,4250 1,3608 1,2434 1,0954 0,9200 0,7049 0,4371 0,1147 -0,2521 -0,6431 -1,0274 -1,3721 -1,6596 -1,8841 -2,0335 -2,0950 -2,0830 -2,0451 -2,0368 -2,0909 -2,1985 -2,3121 -2,3702 -2,3320 -2,1998 -2,0141 -1,8268 -1,6722 -1,5529 -1,4492 -1,3486 -1,2656 -1,2335 -1,2805 -1,4146 -1,6171 -1,8455 -2,0523 -2,2099 -2,3167 -2,3836 -2,4168 -2,4142 -2,3678 -2,2679 -2,1079 -1,8952 -1,6633 -1,4641 -1,3379 -1,2882 -1,2838 -1,2807 -1,2469 -1,1724 -1,0636 -0,9354 -0,8070 -0,6969 -0,6121 -0,5391 -0,4538 -0,3457 -0,2281 -0,1304 -0,0871 -0,1283 -0,2610 -0,4495 -0,6216 -0,7044 -0,6633 -0,5178 -0,3262 -0,1499 -0,0273 0,0252 0,0002 -0,1032 -0,2707 -0,4653 -0,6434 -0,7849 -0,9043 -1,0218 -1,1265 -1,1739 -1,1170 -0,9353 -0,6417 -0,2697 0,1422 0,5512 0,9034 1,1374 1,2003 1,0661 0,7474 0,2941 -0,2236 -0,7379 -1,1923 -1,5475 -1,7958 -1,9693 -2,1213 -2,2969 -2,5133 -2,7542 -2,9780 -3,1373 -3,2005 -3,1609
F7    1,6057 1,7948 1,9029 1,9257 1,8640 1,7108 1,4639 1,1456 0,8023 0,4782 0,1933 -0,0561 -0,2822 -0,4880 -0,6554 -0,7507 -0,7533 -0,6802 -0,5857 -0,5339 -0,5631 -0,6645 -0,7953 -0,9135 -1,0042 -1,0779 -1,1428 -1,1846 -1,1763 -1,1002 -0,9557 -0,7535 -0,5112 -0,2517 -0,0033 0,2006 0,3236 0,3401 0,2577 0,1245 0,0031 -0,0649 -0,0729 -0,0374 0,0237 0,0980 0,1705 0,2184 0,2243 0,1869 0,1131 0,0089 -0,1140 -0,2362 -0,3445 -0,4439 -0,5414 -0,6265 -0,6777 -0,6843 -0,6539 -0,6002 -0,5302 -0,4470 -0,3561 -0,2638 -0,1696 -0,0741 0,0032 0,0206 -0,0659 -0,2645 -0,5219 -0,7457 -0,8639 -0,8640 -0,7789 -0,6475 -0,4950 -0,3374 -0,1918 -0,0822 -0,0421 -0,1062 -0,2874 -0,5597 -0,8668 -1,1430 -1,3302 -1,3928 -1,3314 -1,1854 -1,0186 -0,8921 -0,8395 -0,8574 -0,9128 -0,9602 -0,9623 -0,9055 -0,8033 -0,6955 -0,6408 -0,6932 -0,8717 -1,1577 -1,5154 -1,9097 -2,3114 -2,7022 -3,0766 -3,4320 -3,7585 -4,0435 -4,2820 -4,4737 -4,6145 -4,6941 -4,7004 -4,6268 -4,4799 -4,2823 -4,0640 -3,8498 -3,6555 -3,4879 -3,3440 -3,2084 -3,0566 -2,8639 -2,6150 -2,3111 -1,9750 -1,6473 -1,3700 -1,1666 -1,0361 -0,9529 -0,8730 -0,7535 -0,5752 -0,3489 -0,0998 0,1507 0,3901 0,6121 0,8216 1,0369 1,2796 1,5545 1,8383 2,0918 2,2806 2,3940 2,4559 2,5130 2,6025 2,7308 2,8769 2,9994 3,0499 3,0010 2,8678 2,7044 2,5820 2,5557 2,6304 2,7602 2,8888 2,9837 3,0346 3,0445 3,0316 3,0259 3,0495 3,1002 3,1604 3,2254 3,3183 3,4735 3,7094 4,0143 4,3534 4,6867 4,9757 5,1813 5,2767 5,2679 5,1909 5,0850 4,9625 4,8017 4,5790 4,3081 4,0340 3,7952 3,6104 3,4953 3,4730 3,5568 3,7295 3,9431 4,1401 4,2677 4,2809 4,1532 3,8973 3,5656 3,2246 2,9263 2,6918 2,5079 2,3439 2,1837 2,0419 1,9483 1,9213 1,9552 2,0253 2,0980 2,1419 2,1394 2,0938 2,0267 1,9708 1,9562 1,9893 2,0459 2,0888 2,0911 2,0436 1,9502 1,8212 1,6661 1,4901 1,2995 1,1120 0,9580 0,8665 0,8479 0,8939 0,9890 1,1147 1,2496 1,3780 1,4960 1,6114 1,7451 1,9290 2,1866 2,5045 2,8228 3,0595 3,1554 3,1023 2,9365 2,7224 2,5373 2,4451 2,4726 2,6092 2,8232 3,0689 3,2890 3,4356 3,5013 3,5231 3,5467 3,5934 3,6557 3,7103 3,7350 3,7230 3,6849 3,6437 3,6226 3,6304 3,6550 3,6731 3,6701 3,6531 3,6421 3,6515 3,6832 3,7386 3,8245 3,9382 4,0545 4,1386 4,1749 4,1739 4,1508 4,1054 4,0287 3,9242 3,8134 3,7192 3,6512 3,6047 3,5666 3,5196 3,4499 3,3523 3,2285 3,0881 2,9496 2,8362 2,7681 2,7571 2,8004 2,8811 2,9803 3,0881 3,1985 3,3004 3,3824 3,4442 3,4921 3,5226 3,5125 3,4311 3,2678 3,0477 2,8150 2,6108 2,4732 2,4394 2,5292 2,7363 3,0405 3,4141 3,8112 4,1616 4,3890 4,4447 4,3296 4,0898 3,7959 3,5142 3,2849 3,1188 3,0110 2,9574 2,9697 3,0799 3,3231 3,7066 4,1875 4,6778 5,0753 5,2966 5,3020 5,1070 4,7745 4,3860 4,0144 3,7098 3,4983 3,3869 3,3700 3,4281 3,5241 3,6140 3,6737 3,7183 3,7869 3,9036 4,0628 4,2486 4,4498 4,6555 4,8517 5,0292 5,1888 5,3347 5,4627 5,5533 5,5819 5,5356 5,4163 5,2299 4,9816 4,6799 4,3438 4,0059 3,7120 3,5122 3,4416 3,5006 3,6550 3,8579 4,0731 4,2862 4,5005 4,7225 4,9436 5,1308 5,2422 5,2577 5,1921 5,0809 4,9585 4,8476 4,7568 4,6833 4,6152 4,5346 4,4337 4,3332 4,2743 4,2826 4,3407 4,3901 4,3591 4,2022 3,9352 3,6308 3,3633 3,1614 3,0221 2,9500 2,9664 3,0852 3,2940 3,5561 3,8198 4,0256 4,1177 4,0607 3,8576 3,5584 3,2458 2,9924 2,8200 2,7018 2,5988 2,4936 2,3948 2,3135 2,2431 2,1714 2,1034 2,0585 2,0517 2,0902 2,1796 2,3174 2,4781 2,6187 2,7085 2,7443 2,7324 2,6681 2,5349 2,3200 2,0336 1,7191 1,4383 1,2441 1,1580 1,1614 1,2115 1,2792 1,3759 1,5413 1,8060 2,1635 2,5651 2,9283 3,1617 3,2082 3,0685 2,7877 2,4273 2,0422 1,6647 1,3075 0,9787 0,6884 0,4475 0,2688 0,1605 0,1194 0,1342 0,1839 0,2291 0,2180 0,1171 -0,0629 -0,2774 -0,4818 -0,6566 -0,8060 -0,9433 -1,0804 -1,2263 -1,3860 -1,5525 -1,7134 -1,8630 -1,9959 -2,0915 -2,1270 -2,1074 -2,0700 -2,0618 -2,1138 -2,2231 -2,3475 -2,4214 -2,3923 -2,2524 -2,0413 -1,8188 -1,6275 -1,4706 -1,3224 -1,1665 -1,0226 -0,9331 -0,9323 -1,0288 -1,2023 -1,4087 -1,5993 -1,7461 -1,8501 -1,9264 -1,9836 -2,0181 -2,0184 -1,9708 -1,8651 -1,7094 -1,5433 -1,4279 -1,4094 -1,4885 -1,6238 -1,7582 -1,8469 -1,8690 -1,8241 -1,7248 -1,5915 -1,4462 -1,2997 -1,1438 -0,9644 -0,7647 -0,5708 -0,4193 -0,3480 -0,3877 -0,5398 -0,7591 -0,9717 -1,1141 -1,1625 -1,1362 -1,0799 -1,0362 -1,0255 -1,0494 -1,1059 -1,1943 -1,3078 -1,4252 -1,5196 -1,5864 -1,6533 -1,7502 -1,8703 -1,9688 -1,9934 -1,9142 -1,7341 -1,4764 -1,1696 -0,8486 -0,5653 -0,3848 -0,3638 -0,5276 -0,8569 -1,2910 -1,7522 -2,1752 -2,5143 -2,7418 -2,8599 -2,9093 -2,9518 -3,0391 -3,1900 -3,3827 -3,5656 -3,6844 -3,7090 -3,6424
