Fp1   5,2320 3,9019 2,4677 1,1044 -0,0505 -0,9848 -1,7983 -2,5904 -3,3864 -4,1411 -4,7770 -5,2261 -5,4466 -5,4008 -5,0321 -4,2782 -3,1241 -1,6704 -0,1412 1,2144 2,2194 2,7623 2,7682 2,2494 1,3827 0,4867 -0,1323 -0,3255 -0,0948 0,4931 1,3463 2,3543 3,4009 4,3720 5,1609 5,6790 5,8606 5,6717 5,1358 4,3438 3,3874 2,2789 0,9831 -0,4808 -1,9976 -3,3925 -4,5139 -5,3113 -5,8265 -6,1339 -6,3232 -6,5015 -6,7408 -7,0191 -7,2421 -7,3187 -7,2027 -6,8870 -6,3853 -5,7349 -5,0163 -4,3481 -3,8562 -3,6214 -3,5984 -3,5935 -3,3911 -2,9220 -2,3120 -1,7766 -1,4428 -1,2749 -1,1792 -1,1180 -1,0787 -0,9817 -0,6684 0,0067 1,0500 2,2870 3,4799 4,4738 5,1836 5,4886 5,2508 4,4587 3,2976 2,0798 1,1387 0,7133 0,8292 1,3049 1,9212 2,5640 3,2092 3,8472 4,4581 5,0285 5,5538 6,0264 6,4448 6,8366 7,2421 7,6431 7,9217 7,9349 7,6447 7,1633 6,6626 6,2156 5,7018 4,8775 3,5689 1,8048 -0,2168 -2,2397 -4,0241 -5,3754 -6,1775 -6,4312 -6,2606 -5,8804 -5,5245 -5,3551 -5,4132 -5,6596 -6,0542 -6,5692 -7,1472 -7,7069 -8,2152 -8,7327 -9,3457 -10,0409 -10,6638 -11,0062 -10,9330 -10,4211 -9,4850 -8,1296 -6,4148 -4,5204 -2,7069 -1,2153 -0,1764 0,4304 0,7555 1,0388 1,5731 2,5948 4,1361 5,9797 7,7723 9,2273 10,2493 10,8976 11,3065 11,6520 12,0977 12,7035 13,3926 14,0483 14,6539 15,3092 16,1127 17,0661 18,0710 18,9654 19,5799 19,7989 19,5740 18,8898 17,7627 16,2816 14,6190 12,9779 11,5354 10,4252 9,7050 9,3091 9,0722 8,8232 8,4744 8,0580 7,6835 7,4351 7,2900 7,1229 6,7845 6,1978 5,4146 4,5946 3,9007 3,3809 2,9779 2,6666 2,5330 2,7143 3,2922 4,1992 5,1751 5,8706 6,0703 5,8137 5,3103 4,7825 4,3819 4,1817 4,1756 4,2738 4,3388 4,2511 3,9675 3,5777 3,3026 3,3835 3,9386 4,8893 5,9794 6,8663 7,2330 6,8819 5,7850 4,0890 2,0886 0,1746 -1,2657 -1,9870 -1,9632 -1,3471 -0,3892 0,6447 1,5669 2,3112 2,8779 3,2581 3,4360 3,4606 3,4860 3,7090 4,2308 4,9622 5,7025 6,3367 6,9100 7,5257 8,2255 8,9470 9,5787 10,0532 10,3508 10,4372 10,2609 9,8041 9,1138 8,3115 7,5867 7,1265 7,0082 7,1691 7,4775 7,7988 7,9959 7,9385 7,6012 7,1325 6,7837 6,7732 7,1700 7,8223 8,4273 8,7313 8,6550 8,2611 7,6831 7,0828 6,6015 6,3114 6,2179 6,3089 6,5837 7,0112 7,4726 7,7901 7,8466 7,6565 7,2953 6,8012 6,1790 5,4580 4,7044 3,9805 3,3249 2,7898 2,4672 2,4187 2,5650 2,6920 2,5667 2,0202 0,9779 -0,4995 -2,2103 -3,8968 -5,3304 -6,3367 -6,8250 -6,8399 -6,5684 -6,2632 -6,1369 -6,3010 -6,7352 -7,2627 -7,5826 -7,3813 -6,4807 -4,9301 -2,9849 -1,0036 0,6882 1,9224 2,7365 3,3057 3,7981 4,2815 4,7601 5,2587 5,8346 6,5154 7,2562 7,9849 8,6926 9,4583 10,3855 11,5329 12,8811 14,3082 15,6018 16,5545 17,0798 17,2840 17,4534 17,9091 18,8199 20,1483 21,7172 23,2917 24,6543 25,6470 26,1530 26,1075 25,5832 24,8265 24,1512 23,7883 23,8093 24,1016 24,3834 24,3185 23,7011 22,5788 21,2327 20,0398 19,2873 19,0492 19,2045 19,5377 19,8268 19,9006 19,6641 19,0994 18,2377 17,0947 15,6453 13,9137 12,0941 10,5206 9,4677 8,9718 8,8172 8,6735 8,2849 7,5914 6,7247 5,9325 5,4756 5,5242 6,1036 7,0985 8,2895 9,4177 10,2486 10,6204 10,4793 9,8568 8,8103 7,4287 5,8852 4,4329 3,3314 2,7480 2,6983 3,0897 3,8208 4,8205 6,0220 7,3423 8,7010 10,0385 11,3097 12,4776 13,4998 14,3109 14,8420 15,0603 14,9667 14,5689 13,8933 13,0200 12,0834 11,2573 10,7376 10,6627 11,0184 11,6665 12,4611 13,3032 14,1130 14,7975 15,2522 15,3926 15,1861 14,6712 13,9684 13,2749 12,8025 12,6568 12,7615 12,9135 12,8896 12,5075 11,6454 10,2755 8,5338 6,7436 5,3002 4,4810 4,3359 4,7100 5,3461 5,9916 6,4798 6,7749 6,9591 7,1769 7,5732 8,2552 9,2949 10,7379 12,5523 14,5633 16,4966 18,1167 19,3269 20,1560 20,6739 20,9181 20,8807 20,5531 19,9827 19,2852 18,6067 18,0855 17,8396 17,9403 18,3597 18,9460 19,4525 19,6036 19,1819 18,1027 16,4203 14,2559 11,7398 9,0139 6,2386 3,5751 1,1709 -0,8686 -2,5326 -3,9364 -5,2894 -6,8008 -8,5613 -10,4715 -12,2854 -13,7584 -14,7667 -15,3027 -15,4160 -15,1892 -14,7257 -14,1086 -13,3802 -12,5812 -11,7756 -11,0079 -10,2621 -9,4765 -8,5780 -7,4972 -6,1667 -4,5224 -2,5188 -0,1615 2,4558 5,1506 7,7064 9,9443 11,7732 13,2353 14,5306 15,9423 17,6755 19,7532 22,0702 24,5119 26,9868 29,3752 31,4827 33,0678 33,9356 34,0062 33,3122 31,9833 30,2460 28,3804 26,6229 25,0852 23,7430 22,4988 21,2665 19,9996 18,6753 17,3165 16,0145 14,8552 13,8221 12,7980 11,6499 10,2973 8,6976 6,7891 4,4938 1,7925 -1,2017 -4,2277 -6,9578 -9,1452 -10,7231 -11,7829 -12,4835 -12,9710 -13,3221 -13,5160 -13,4653 -13,0755 -12,2848 -11,1062 -9,6736 -8,2220 -6,9733 -6,0272 -5,3485 -4,8188 -4,3022 -3,7034 -2,9843 -2,1661 -1,3529 -0,6946 -0,2701 -0,0231 0,1660 0,3753 0,6124 0,8472 1,0656 1,3015 1,6105 2,0153 2,4779 2,9019 3,1749 3,2606 3,2701 3,4119 3,8619 4,6852
Fz    3,3550 3,0418 2,6683 2,2846 1,9358 1,6201 1,2925 0,9112 0,4675 -0,0134 -0,4766 -0,8554 -1,0991 -1,1804 -1,0785 -0,7738 -0,2722 0,3633 1,0150 1,5564 1,8950 1,9734 1,7677 1,3117 0,7186 0,1559 -0,2262 -0,3604 -0,2634 0,0036 0,3655 0,7502 1,0954 1,3428 1,4377 1,3496 1,0888 0,7006 0,2489 -0,1969 -0,5949 -0,9677 -1,3888 -1,9250 -2,5859 -3,3084 -3,9971 -4,5897 -5,0785 -5,4848 -5,8399 -6,1769 -6,5064 -6,7977 -6,9959 -7,0535 -6,9444 -6,6701 -6,2626 -5,7874 -5,3431 -5,0370 -4,9442 -5,0731 -5,3426 -5,6010 -5,7101 -5,6292 -5,4252 -5,2090 -5,0510 -4,9471 -4,8638 -4,7866 -4,7059 -4,5789 -4,3349 -3,9198 -3,3411 -2,6759 -2,0209 -1,4386 -0,9697 -0,6783 -0,6379 -0,8659 -1,2876 -1,7545 -2,0856 -2,1341 -1,8632 -1,3555 -0,7379 -0,1100 0,4695 0,9690 1,3775 1,7047 1,9713 2,1911 2,3637 2,4881 2,5659 2,5789 2,4769 2,2187 1,8290 1,4027 1,0479 0,8108 0,6401 0,4277 0,0996 -0,3347 -0,8191 -1,3037 -1,7445 -2,0793 -2,2321 -2,1478 -1,8290 -1,3541 -0,8614 -0,4956 -0,3533 -0,4614 -0,7870 -1,2544 -1,7707 -2,2641 -2,7126 -3,1430 -3,5908 -4,0471 -4,4406 -4,6742 -4,6806 -4,4431 -3,9703 -3,2795 -2,4253 -1,5229 -0,7181 -0,1313 0,1839 0,2573 0,1901 0,1314 0,2432 0,6340 1,2927 2,0861 2,8263 3,3693 3,6782 3,8094 3,8673 3,9775 4,2538 4,7444 5,4067 6,1583 6,9542 7,8068 8,7442 9,7678 10,8327 11,8556 12,7515 13,4673 13,9785 14,2676 14,3246 14,1682 13,8519 13,4508 13,0546 12,7603 12,6288 12,6409 12,7206 12,7890 12,8003 12,7534 12,6821 12,6194 12,5639 12,4777 12,3176 12,0769 11,8031 11,5687 11,4071 11,2666 11,0522 10,7288 10,3699 10,1080 10,0422 10,1617 10,3205 10,3089 9,9860 9,3502 8,4997 7,5611 6,6456 5,8341 5,1598 4,5923 4,0622 3,5150 2,9497 2,4352 2,0966 2,0558 2,3617 2,9504 3,6533 4,2528 4,5556 4,4465 3,9175 3,0715 2,0956 1,2067 0,5808 0,2875 0,2733 0,4171 0,6035 0,7624 0,8753 0,9573 1,0209 1,0493 1,0099 0,8975 0,7711 0,7378 0,8782 1,1746 1,5354 1,8933 2,2525 2,6492 3,0983 3,5653 3,9762 4,2546 4,3443 4,2121 3,8579 3,3247 2,6890 2,0479 1,5078 1,1583 1,0363 1,1199 1,3524 1,6571 1,9382 2,0972 2,0823 1,9289 1,7480 1,6760 1,8041 2,1159 2,4944 2,8039 2,9566 2,9262 2,7481 2,5045 2,2793 2,1123 1,9931 1,8926 1,7962 1,7021 1,5884 1,3989 1,0848 0,6519 0,1449 -0,3997 -0,9645 -1,5294 -2,0605 -2,5242 -2,9068 -3,2105 -3,4365 -3,5908 -3,7171 -3,8927 -4,1794 -4,5987 -5,1487 -5,8036 -6,5035 -7,1760 -7,7623 -8,2091 -8,4642 -8,5115 -8,4118 -8,2864 -8,2439 -8,3257 -8,5009 -8,6817 -8,7409 -8,5432 -8,0049 -7,1560 -6,1439 -5,1674 -4,3848 -3,8566 -3,5493 -3,3826 -3,2824 -3,1987 -3,0906 -2,9148 -2,6361 -2,2465 -1,7776 -1,2860 -0,8073 -0,3308 0,1785 0,7535 1,4130 2,1325 2,8259 3,3822 3,7295 3,8884 3,9875 4,2034 4,6487 5,3114 6,0866 6,8461 7,4878 7,9447 8,1719 8,1554 7,9466 7,6608 7,4271 7,3420 7,4451 7,6972 7,9750 8,1225 8,0403 7,7424 7,3486 7,0237 6,8880 6,9556 7,1487 7,3553 7,4764 7,4489 7,2415 6,8383 6,2348 5,4322 4,4318 3,2652 2,0329 0,8842 -0,0569 -0,7519 -1,2552 -1,6671 -2,0633 -2,4530 -2,7863 -2,9895 -3,0064 -2,8319 -2,5108 -2,1136 -1,7184 -1,3986 -1,2181 -1,2237 -1,4189 -1,7600 -2,1931 -2,6804 -3,1803 -3,6264 -3,9425 -4,0867 -4,0792 -3,9752 -3,8115 -3,5869 -3,2796 -2,8700 -2,3513 -1,7340 -1,0513 -0,3553 0,2872 0,7995 1,1158 1,2048 1,0728 0,7510 0,2929 -0,2276 -0,7341 -1,1509 -1,3870 -1,3630 -1,0673 -0,5570 0,0851 0,7627 1,3556 1,7417 1,8490 1,6815 1,3058 0,8262 0,3643 0,0396 -0,0593 0,0864 0,4066 0,7739 1,0572 1,1539 1,0006 0,5897 -0,0095 -0,6566 -1,1984 -1,5455 -1,7033 -1,7432 -1,7480 -1,7786 -1,8706 -2,0390 -2,2784 -2,5571 -2,8110 -2,9431 -2,8395 -2,4058 -1,6201 -0,5656 0,5979 1,7028 2,6333 3,3436 3,8344 4,1139 4,1803 4,0370 3,7180 3,2900 2,8308 2,4143 2,1091 1,9606 1,9597 2,0345 2,0776 1,9856 1,6935 1,1944 0,5289 -0,2525 -1,1093 -2,0006 -2,8859 -3,7341 -4,5117 -5,1695 -5,6608 -5,9777 -6,1655 -6,2989 -6,4359 -6,5815 -6,6907 -6,7151 -6,6476 -6,5179 -6,3589 -6,1904 -6,0211 -5,8544 -5,6992 -5,5775 -5,5110 -5,4977 -5,5104 -5,5132 -5,4668 -5,3263 -5,0431 -4,5689 -3,8619 -2,9116 -1,7692 -0,5464 0,6279 1,6559 2,4919 3,1512 3,7178 4,3232 5,0836 6,0420 7,1684 8,4044 9,6985 11,0001 12,2302 13,2814 14,0618 14,5327 14,7021 14,6104 14,3262 13,9277 13,4747 13,0003 12,5158 12,0181 11,5067 10,9886 10,4683 9,9519 9,4509 8,9641 8,4652 7,9220 7,3265 6,7001 6,0625 5,3954 4,6464 3,7691 2,7667 1,7118 0,7161 -0,1403 -0,8520 -1,4660 -2,0336 -2,5745 -3,0636 -3,4433 -3,6546 -3,6620 -3,4574 -3,0632 -2,5461 -2,0098 -1,5491 -1,2033 -0,9577 -0,7785 -0,6395 -0,5209 -0,3934 -0,2283 -0,0385 0,1155 0,1754 0,1312 0,0165 -0,1189 -0,2333 -0,3150 -0,3816 -0,4504 -0,5200 -0,5793 -0,6265 -0,6800 -0,7688 -0,8949 -1,0015 -0,9957 -0,8045 -0,4079
F3    3,4068 2,8448 2,2506 1,6962 1,2357 0,8707 0,5480 0,2017 -0,2002 -0,6334 -1,0281 -1,3061 -1,4169 -1,3404 -1,0682 -0,5990 0,0404 0,7697 1,4616 1,9876 2,2593 2,2324 1,9022 1,3197 0,6088 -0,0566 -0,5204 -0,7084 -0,6297 -0,3380 0,0949 0,5915 1,0750 1,4662 1,6902 1,7017 1,5043 1,1455 0,6976 0,2355 -0,1974 -0,6195 -1,0897 -1,6532 -2,3020 -2,9716 -3,5816 -4,0959 -4,5364 -4,9460 -5,3564 -5,7781 -6,1914 -6,5467 -6,7860 -6,8692 -6,7802 -6,5223 -6,1167 -5,6118 -5,0944 -4,6709 -4,4245 -4,3770 -4,4622 -4,5453 -4,5048 -4,3093 -4,0278 -3,7750 -3,6290 -3,5899 -3,6203 -3,6924 -3,7773 -3,8188 -3,7455 -3,5049 -3,0973 -2,5854 -2,0528 -1,5542 -1,1270 -0,8330 -0,7423 -0,8646 -1,1221 -1,3862 -1,5224 -1,4368 -1,1303 -0,6990 -0,2544 0,1481 0,5056 0,8309 1,1332 1,4185 1,6953 1,9706 2,2387 2,4846 2,6935 2,8415 2,8865 2,7958 2,5875 2,3314 2,0984 1,8943 1,6363 1,2112 0,5673 -0,2519 -1,1455 -2,0066 -2,7451 -3,2836 -3,5519 -3,5057 -3,1555 -2,5847 -1,9367 -1,3664 -0,9881 -0,8575 -0,9823 -1,3286 -1,8285 -2,4069 -3,0183 -3,6539 -4,3046 -4,9180 -5,4007 -5,6649 -5,6770 -5,4653 -5,0804 -4,5618 -3,9480 -3,3033 -2,7182 -2,2805 -2,0363 -1,9633 -1,9718 -1,9241 -1,6699 -1,1140 -0,2807 0,6863 1,5941 2,3002 2,7688 3,0446 3,2065 3,3555 3,5991 4,0050 4,5694 5,2457 6,0094 6,8755 7,8529 8,9007 9,9342 10,8580 11,5969 12,1115 12,3942 12,4532 12,3034 11,9744 11,5199 11,0080 10,5105 10,1048 9,8560 9,7758 9,8129 9,8929 9,9657 10,0261 10,0997 10,2091 10,3458 10,4662 10,5115 10,4430 10,2673 10,0328 9,7910 9,5458 9,2560 8,9073 8,5595 8,3091 8,2198 8,2640 8,3041 8,1547 7,7037 6,9754 6,0905 5,1906 4,3896 3,7557 3,3027 2,9925 2,7629 2,5601 2,3559 2,1662 2,0562 2,1008 2,3280 2,6932 3,0869 3,3629 3,3761 3,0287 2,3093 1,3098 0,2101 -0,7675 -1,4314 -1,6977 -1,6146 -1,3120 -0,9307 -0,5774 -0,3010 -0,0963 0,0601 0,1729 0,2312 0,2433 0,2567 0,3404 0,5345 0,8128 1,1087 1,3875 1,6720 1,9993 2,3773 2,7687 3,1045 3,3219 3,3835 3,2677 2,9666 2,4975 1,9081 1,2764 0,7096 0,3163 0,1558 0,2162 0,4354 0,7290 1,0020 1,1679 1,1930 1,1286 1,0906 1,2010 1,5175 1,9822 2,4491 2,7816 2,9140 2,8426 2,6084 2,2931 1,9946 1,7825 1,6773 1,6685 1,7370 1,8528 1,9575 1,9758 1,8616 1,6248 1,3052 0,9338 0,5283 0,1082 -0,3008 -0,6783 -1,0113 -1,2779 -1,4426 -1,4926 -1,4797 -1,4974 -1,6211 -1,8876 -2,3076 -2,8569 -3,4650 -4,0420 -4,5092 -4,8021 -4,8751 -4,7324 -4,4543 -4,1710 -3,9903 -3,9523 -4,0320 -4,1515 -4,1882 -4,0051 -3,5141 -2,7339 -1,7847 -0,8335 -0,0281 0,5557 0,9331 1,1785 1,3689 1,5559 1,7739 2,0510 2,4049 2,8309 3,2922 3,7330 4,1188 4,4640 4,8193 5,2451 5,7831 6,4200 7,0725 7,6235 7,9813 8,1362 8,1905 8,3115 8,6258 9,1511 9,8075 10,4732 11,0374 11,4224 11,5785 11,4939 11,2174 10,8543 10,5294 10,3528 10,3897 10,6214 10,9300 11,1498 11,1594 10,9456 10,6006 10,2704 10,0810 10,0769 10,2107 10,3824 10,4883 10,4525 10,2290 9,7986 9,1670 8,3515 7,3657 6,2465 5,0993 4,0855 3,3430 2,9098 2,7090 2,6055 2,4945 2,3537 2,2306 2,2020 2,3331 2,6443 3,1051 3,6507 4,1953 4,6467 4,9202 4,9527 4,7266 4,2756 3,6604 2,9520 2,2374 1,6192 1,1907 0,9967 1,0132 1,1800 1,4543 1,8267 2,3003 2,8724 3,5331 4,2627 5,0220 5,7526 6,3873 6,8631 7,1397 7,2139 7,1071 6,8384 6,4167 5,8626 5,2304 4,6199 4,1690 4,0017 4,1561 4,5715 5,1342 5,7198 6,2113 6,5153 6,5793 6,3991 6,0153 5,5062 4,9806 4,5613 4,3504 4,3789 4,5834 4,8422 5,0293 5,0432 4,8205 4,3589 3,7401 3,1198 2,6637 2,4670 2,5190 2,7296 2,9842 3,1899 3,2956 3,2925 3,2041 3,0770 2,9770 2,9845 3,1850 3,6516 4,4041 5,3710 6,4046 7,3481 8,0997 8,6334 8,9725 9,1444 9,1576 9,0139 8,7353 8,3714 7,9825 7,6295 7,3767 7,2702 7,3041 7,4159 7,5119 7,4891 7,2606 6,7891 6,0993 5,2499 4,3034 3,3177 2,3438 1,4211 0,5859 -0,1211 -0,6688 -1,0667 -1,3793 -1,7003 -2,0949 -2,5542 -3,0026 -3,3601 -3,5993 -3,7438 -3,8313 -3,8902 -3,9314 -3,9446 -3,9133 -3,8417 -3,7566 -3,6789 -3,6056 -3,5199 -3,3985 -3,2091 -2,9109 -2,4564 -1,8005 -0,9242 0,1380 1,2965 2,4414 3,4816 4,3630 5,0812 5,7017 6,3430 7,1093 8,0312 9,0718 10,1763 11,3005 12,3958 13,3806 14,1493 14,6243 14,7915 14,6870 14,3695 13,9087 13,3721 12,8080 12,2431 11,6906 11,1627 10,6789 10,2533 9,8740 9,5164 9,1665 8,8107 8,4180 7,9480 7,3785 6,7235 6,0110 5,2409 4,3765 3,3842 2,2839 1,1708 0,1760 -0,6110 -1,1885 -1,6214 -1,9874 -2,3311 -2,6433 -2,8705 -2,9478 -2,8284 -2,4941 -1,9693 -1,3391 -0,7361 -0,2787 -0,0138 0,0877 0,0959 0,0836 0,1047 0,1975 0,3783 0,6140 0,8286 0,9604 1,0065 1,0098 1,0186 1,0629 1,1450 1,2494 1,3625 1,4763 1,5766 1,6360 1,6176 1,4944 1,2838 1,0657 0,9510 1,0226 1,3033
F7    2,8630 2,2910 1,6084 0,9266 0,3441 -0,1031 -0,4420 -0,7169 -0,9578 -1,1744 -1,3549 -1,4728 -1,5006 -1,4182 -1,2071 -0,8490 -0,3423 0,2696 0,8885 1,3918 1,6790 1,6971 1,4432 0,9680 0,3834 -0,1567 -0,5163 -0,6313 -0,5101 -0,2015 0,2289 0,7099 1,1693 1,5330 1,7379 1,7597 1,6248 1,3846 1,0857 0,7641 0,4379 0,0940 -0,2998 -0,7650 -1,2916 -1,8320 -2,3253 -2,7406 -3,0873 -3,3866 -3,6541 -3,9015 -4,1342 -4,3418 -4,5009 -4,5875 -4,5821 -4,4719 -4,2539 -3,9447 -3,5919 -3,2654 -3,0305 -2,9174 -2,8910 -2,8553 -2,7190 -2,4637 -2,1568 -1,9038 -1,7742 -1,7667 -1,8409 -1,9556 -2,0640 -2,1027 -2,0060 -1,7356 -1,3096 -0,8060 -0,3178 0,0997 0,4186 0,5923 0,5638 0,3286 -0,0407 -0,4317 -0,7297 -0,8480 -0,7751 -0,5842 -0,3667 -0,1625 0,0399 0,2648 0,5237 0,8135 1,1234 1,4373 1,7331 1,9921 2,2112 2,3922 2,5261 2,6030 2,6335 2,6452 2,6553 2,6387 2,5146 2,1831 1,5936 0,7826 -0,1404 -1,0375 -1,7920 -2,3297 -2,6128 -2,6312 -2,4078 -2,0088 -1,5356 -1,0918 -0,7533 -0,5663 -0,5573 -0,7296 -1,0578 -1,5024 -2,0324 -2,6292 -3,2638 -3,8731 -4,3670 -4,6665 -4,7454 -4,6382 -4,3988 -4,0583 -3,6345 -3,1664 -2,7218 -2,3722 -2,1569 -2,0572 -2,0016 -1,8864 -1,5990 -1,0647 -0,2984 0,5831 1,4137 2,0669 2,5093 2,7805 2,9515 3,1062 3,3216 3,6379 4,0478 4,5251 5,0682 5,7021 6,4365 7,2374 8,0379 8,7644 9,3567 9,7756 9,9960 9,9968 9,7676 9,3284 8,7410 8,0943 7,4787 6,9711 6,6174 6,4114 6,3043 6,2431 6,2027 6,1886 6,2169 6,2892 6,3763 6,4196 6,3547 6,1485 5,8255 5,4622 5,1395 4,8819 4,6514 4,4139 4,1899 4,0326 3,9774 4,0034 4,0182 3,8981 3,5723 3,0663 2,4707 1,8834 1,3758 0,9850 0,7157 0,5419 0,4188 0,3027 0,1666 0,0202 -0,0857 -0,0845 0,0656 0,3507 0,6938 0,9742 1,0637 0,8672 0,3527 -0,4322 -1,3572 -2,2299 -2,8577 -3,1302 -3,0590 -2,7465 -2,3266 -1,9165 -1,5818 -1,3270 -1,1246 -0,9567 -0,8236 -0,7161 -0,5946 -0,4106 -0,1519 0,1319 0,3640 0,5162 0,6392 0,8165 1,1002 1,4748 1,8712 2,2109 2,4301 2,4813 2,3492 2,0610 1,6662 1,2230 0,8100 0,5199 0,4143 0,4913 0,6968 0,9527 1,1760 1,2996 1,3065 1,2488 1,2225 1,3179 1,5695 1,9197 2,2452 2,4403 2,4669 2,3402 2,1090 1,8514 1,6543 1,5743 1,6167 1,7470 1,9175 2,0833 2,1962 2,2039 2,0736 1,8141 1,4596 1,0434 0,5955 0,1498 -0,2634 -0,6319 -0,9531 -1,2054 -1,3447 -1,3462 -1,2468 -1,1331 -1,0913 -1,1833 -1,4434 -1,8581 -2,3547 -2,8354 -3,2149 -3,4259 -3,4223 -3,2037 -2,8389 -2,4472 -2,1385 -1,9688 -1,9308 -1,9584 -1,9405 -1,7532 -1,3166 -0,6414 0,1726 0,9796 1,6454 2,0986 2,3572 2,5047 2,6310 2,7927 3,0164 3,3115 3,6704 4,0622 4,4327 4,7249 4,9218 5,0610 5,2115 5,4478 5,8264 6,3449 6,9240 7,4482 7,8236 8,0245 8,1188 8,2351 8,4815 8,8926 9,4303 10,0084 10,5271 10,9017 11,0701 11,0033 10,7292 10,3382 9,9493 9,6733 9,5837 9,6828 9,8835 10,0423 10,0368 9,8332 9,5021 9,1741 8,9632 8,9073 8,9686 9,0749 9,1590 9,1724 9,0739 8,8267 8,4130 7,8395 7,1272 6,3242 5,5324 4,8890 4,4969 4,3636 4,3946 4,4452 4,4056 4,2557 4,0522 3,8890 3,8576 4,0075 4,3279 4,7624 5,2329 5,6593 5,9696 6,1085 6,0516 5,8060 5,3935 4,8488 4,2414 3,6804 3,2799 3,1053 3,1478 3,3535 3,6734 4,0808 4,5576 5,0802 5,6283 6,1920 6,7580 7,2937 7,7484 8,0719 8,2370 8,2488 8,1265 7,8765 7,4922 6,9791 6,3780 5,7759 5,2994 5,0666 5,1190 5,4077 5,8394 6,3195 6,7646 7,1008 7,2696 7,2402 7,0142 6,6248 6,1428 5,6789 5,3488 5,2106 5,2327 5,3206 5,3666 5,2787 4,9971 4,5198 3,9258 3,3648 2,9941 2,9043 3,0869 3,4538 3,8837 4,2640 4,5177 4,6206 4,6026 4,5334 4,4972 4,5678 4,7971 5,2167 5,8269 6,5734 7,3515 8,0489 8,5964 8,9837 9,2358 9,3730 9,3935 9,2872 9,0626 8,7580 8,4321 8,1545 7,9976 8,0090 8,1799 8,4448 8,7037 8,8444 8,7697 8,4311 7,8434 7,0643 6,1684 5,2325 4,3226 3,4846 2,7502 2,1449 1,6780 1,3197 0,9930 0,6072 0,1187 -0,4323 -0,9466 -1,3365 -1,5770 -1,6958 -1,7392 -1,7535 -1,7759 -1,8172 -1,8618 -1,8925 -1,9074 -1,9110 -1,9014 -1,8726 -1,8171 -1,7222 -1,5635 -1,2986 -0,8721 -0,2418 0,5865 1,5506 2,5615 3,5385 4,4224 5,1874 5,8620 6,5184 7,2199 7,9772 8,7619 9,5511 10,3436 11,1320 11,8642 12,4409 12,7615 12,7769 12,5079 12,0336 11,4637 10,8968 10,3851 9,9359 9,5365 9,1810 8,8811 8,6462 8,4594 8,2920 8,1300 7,9640 7,7633 7,4753 7,0565 6,5012 5,8295 5,0476 4,1377 3,0879 1,9341 0,7789 -0,2389 -1,0153 -1,5322 -1,8468 -2,0399 -2,1655 -2,2283 -2,1960 -2,0347 -1,7347 -1,3125 -0,8039 -0,2677 0,2193 0,5934 0,8366 0,9769 1,0641 1,1411 1,2302 1,3436 1,4881 1,6475 1,7797 1,8516 1,8727 1,8865 1,9369 2,0439 2,2027 2,4011 2,6363 2,9074 3,1954 3,4568 3,6341 3,6829 3,6058 3,4659 3,3524 3,3361 3,4515
