Fp1   -1,3645 -1,3654 -1,3926 -1,4538 -1,5491 -1,6680 -1,7865 -1,8679 -1,8705 -1,7656 -1,5558 -1,2774 -0,9836 -0,7221 -0,5191 -0,3733 -0,2629 -0,1589 -0,0310 0,1513 0,4117 0,7585 1,1817 1,6524 2,1270 2,5610 2,9248 3,2063 3,4020 3,5082 3,5191 3,4308 3,2490 2,9901 2,6728 2,3105 1,9079 1,4627 0,9715 0,4371 -0,1289 -0,7070 -1,2724 -1,8007 -2,2769 -2,6983 -3,0696 -3,3931 -3,6617 -3,8597 -3,9748 -4,0073 -3,9639 -3,8464 -3,6478 -3,3603 -2,9853 -2,5332 -2,0183 -1,4598 -0,8852 -0,3326 0,1555 0,5495 0,8483 1,0759 1,2625 1,4304 1,5921 1,7473 1,8804 1,9668 1,9854 1,9299 1,8093 1,6435 1,4581 1,2800 1,1273 1,0031 0,8953 0,7837 0,6538 0,5062 0,3530 0,2099 0,0919 0,0050 -0,0590 -0,1143 -0,1683 -0,2193 -0,2642 -0,3018 -0,3320 -0,3555 -0,3719 -0,3766 -0,3638 -0,3368 -0,3131 -0,3144 -0,3537 -0,4300 -0,5250 -0,6080 -0,6559 -0,6763 -0,7077 -0,7992 -0,9865 -1,2796 -1,6652 -2,1183 -2,6130 -3,1255 -3,6333 -4,1126 -4,5351 -4,8688 -5,0872 -5,1787 -5,1498 -5,0186 -4,7988 -4,4917 -4,0891 -3,5822 -2,9675 -2,2488 -1,4317 -0,5209 0,4731 1,5260 2,6050 3,6793 4,7239 5,7189 6,6483 7,4980 8,2568 8,9184 9,4808 9,9430 10,3068 10,5827 10,7889 10,9430 11,0495 11,0951 11,0515 10,8889 10,5925 10,1725 9,6624 9,1090 8,5582 8,0383 7,5548 7,0986 6,6602 6,2381 5,8356 5,4495 5,0673 4,6762 4,2733 3,8668 3,4716 3,1047 2,7773 2,4889 2,2333 2,0126 1,8419 1,7381 1,7063 1,7364 1,8097 1,9097 2,0299 2,1746 2,3525 2,5680 2,8152 3,0769 3,3316 3,5644 3,7706 3,9520 4,1093 4,2379 4,3253 4,3543 4,3082 4,1772 3,9623 3,6725 3,3187 2,9107 2,4599 1,9826 1,4966 1,0161 0,5544 0,1271 -0,2493 -0,5601 -0,7945 -0,9471 -1,0212 -1,0289 -0,9862 -0,9047 -0,7928 -0,6652 -0,5491 -0,4724 -0,4498 -0,4843 -0,5732 -0,7059 -0,8615 -1,0129 -1,1297 -1,1809 -1,1408 -0,9958 -0,7477 -0,4141 -0,0297 0,3550 0,6851 0,9191 1,0414 1,0599 0,9973 0,8825 0,7439 0,6059 0,4866 0,3977 0,3463 0,3334 0,3525 0,3885 0,4204 0,4281 0,4000 0,3352 0,2407 0,1273 0,0080 -0,1038 -0,1971 -0,2675 -0,3174 -0,3528 -0,3859 -0,4375 -0,5296 -0,6733 -0,8661 -1,0962 -1,3465 -1,5984 -1,8348 -2,0430 -2,2148 -2,3395 -2,4007 -2,3844 -2,2902 -2,1285 -1,9122 -1,6532 -1,3613 -1,0471 -0,7279 -0,4252 -0,1566 0,0672 0,2393 0,3558 0,4185 0,4351 0,4202 0,3905 0,3549 0,3117 0,2555 0,1849 0,1058 0,0300 -0,0317 -0,0733 -0,0897 -0,0785 -0,0439 0,0038 0,0547 0,1003 0,1337 0,1513 0,1536 0,1440 0,1258 0,1046 0,0920 0,1014 0,1374 0,1908 0,2479 0,3008 0,3452 0,3807 0,4186 0,4818 0,5920 0,7546 0,9537 1,1604 1,3476 1,4998 1,6126 1,6876 1,7308 1,7521 1,7571 1,7449 1,7088 1,6391 1,5247 1,3585 1,1457 0,9113 0,6941 0,5275 0,4254 0,3809 0,3717 0,3623 0,3107 0,1847 -0,0214 -0,2828 -0,5515 -0,7731 -0,9096 -0,9525 -0,9161 -0,8248 -0,7042 -0,5764 -0,4598 -0,3663 -0,2930 -0,2248 -0,1457 -0,0422 0,0996 0,2893 0,5249 0,7915 1,0657 1,3229 1,5448 1,7221 1,8517 1,9291 1,9468 1,8969 1,7791 1,6063 1,4006 1,1829 0,9656 0,7542 0,5525 0,3616 0,1790 0,0051 -0,1544 -0,2923 -0,3982 -0,4592 -0,4679 -0,4299 -0,3615 -0,2818 -0,2076 -0,1551 -0,1424 -0,1855 -0,2896 -0,4407 -0,6022 -0,7247 -0,7692 -0,7238 -0,6027 -0,4311 -0,2318 -0,0222 0,1781 0,3446 0,4515 0,4795 0,4225 0,2892 0,0988 -0,1269 -0,3698 -0,6182 -0,8654 -1,1040 -1,3203 -1,4931 -1,5974 -1,6132 -1,5372 -1,3906 -1,2199 -1,0816 -1,0176 -1,0404 -1,1352 -1,2661 -1,3845 -1,4412 -1,3992 -1,2407 -0,9645 -0,5823 -0,1201 0,3834 0,8895 1,3695 1,8054 2,1877 2,5156 2,7926 3,0117 3,1506 3,1840 3,0986 2,8967 2,5964 2,2272 1,8183 1,3901 0,9581 0,5421 0,1681 -0,1395 -0,3666 -0,5068 -0,5532 -0,4942 -0,3184 -0,0272 0,3566 0,7936 1,2370 1,6411 1,9707 2,2107 2,3667 2,4587 2,5129 2,5485 2,5709 2,5723 2,5392 2,4579 2,3171 2,1055 1,8165 1,4545 1,0314 0,5561 0,0296 -0,5509 -1,1822 -1,8468 -2,5143 -3,1514 -3,7350 -4,2568 -4,7156 -5,1082 -5,4306 -5,6830 -5,8666 -5,9790 -6,0148 -5,9658 -5,8174 -5,5565 -5,1856 -4,7254 -4,2027 -3,6374 -3,0345 -2,3855 -1,6751 -0,8874 -0,0104 0,9594 2,0120 3,1191 4,2367 5,3142 6,3077 7,1898 7,9507 8,5885 9,0959 9,4611 9,6816 9,7719 9,7564 9,6604 9,5019 9,2849 9,0031 8,6525 8,2405 7,7846 7,3098 6,8460 6,4171 6,0280 5,6679 5,3243 4,9891 4,6568 4,3237 3,9886 3,6473 3,2914 2,9136 2,5156 2,1072 1,7000 1,3050 0,9396 0,6305 0,4064 0,2882 0,2832 0,3776 0,5338 0,6996 0,8284 0,8951 0,8992 0,8560 0,7869 0,7142 0,6599 0,6432 0,6762 0,7609 0,8859 1,0263 1,1494 1,2280 1,2461 1,1928 1,0542 0,8167 0,4744 0,0300 -0,5069 -1,1186 -1,7748 -2,4349 -3,0603 -3,6271 -4,1329 -4,5939 -5,0334 -5,4666 -5,8907 -6,2821 -6,6053 -6,8289 -6,9376 -6,9377 -6,8574 -6,7363 -6,6091 -6,4970 -6,4082 -6,3446 -6,3060 -6,2887 -6,2803 -6,2610
Fz    -1,6889 -1,5447 -1,4367 -1,3967 -1,4332 -1,5275 -1,6359 -1,7006 -1,6688 -1,5152 -1,2608 -0,9660 -0,7020 -0,5198 -0,4327 -0,4129 -0,4033 -0,3361 -0,1510 0,1899 0,6902 1,3187 2,0231 2,7416 3,4137 3,9957 4,4761 4,8706 5,1974 5,4552 5,6208 5,6642 5,5628 5,3039 4,8816 4,2969 3,5598 2,6870 1,6989 0,6200 -0,5221 -1,6981 -2,8784 -4,0355 -5,1472 -6,1944 -7,1548 -7,9987 -8,6936 -9,2124 -9,5464 -9,7095 -9,7231 -9,5942 -9,3119 -8,8633 -8,2521 -7,5057 -6,6687 -5,7928 -4,9315 -4,1388 -3,4681 -2,9566 -2,6003 -2,3466 -2,1193 -1,8575 -1,5389 -1,1831 -0,8386 -0,5628 -0,4034 -0,3818 -0,4880 -0,6897 -0,9467 -1,2220 -1,4909 -1,7474 -2,0046 -2,2835 -2,5949 -2,9307 -3,2687 -3,5794 -3,8299 -3,9930 -4,0600 -4,0423 -3,9634 -3,8522 -3,7373 -3,6407 -3,5771 -3,5551 -3,5743 -3,6225 -3,6812 -3,7389 -3,7987 -3,8729 -3,9712 -4,0921 -4,2166 -4,3099 -4,3426 -4,3168 -4,2729 -4,2694 -4,3565 -4,5598 -4,8798 -5,3006 -5,7968 -6,3347 -6,8743 -7,3749 -7,7996 -8,1178 -8,3085 -8,3623 -8,2800 -8,0698 -7,7387 -7,2818 -6,6797 -5,9070 -4,9494 -3,8135 -2,5231 -1,1107 0,3868 1,9324 3,4981 5,0679 6,6284 8,1545 9,6035 10,9179 12,0396 12,9280 13,5672 13,9608 14,1308 14,1213 13,9966 13,8246 13,6510 13,4813 13,2868 13,0259 12,6648 12,1876 11,6016 10,9418 10,2662 9,6360 9,0888 8,6276 8,2333 7,8837 7,5622 7,2546 6,9522 6,6615 6,4086 6,2280 6,1469 6,1746 6,2990 6,4884 6,7035 6,9193 7,1369 7,3733 7,6454 7,9615 8,3188 8,7031 9,0918 9,4637 9,8082 10,1256 10,4183 10,6836 10,9179 11,1218 11,2968 11,4381 11,5330 11,5602 11,4860 11,2669 10,8683 10,2885 9,5633 8,7470 7,8880 7,0180 6,1582 5,3265 4,5290 3,7539 2,9869 2,2343 1,5288 0,9155 0,4369 0,1224 -0,0230 -0,0266 0,0623 0,1975 0,3533 0,5214 0,6965 0,8697 1,0299 1,1651 1,2657 1,3312 1,3683 1,3852 1,3923 1,4091 1,4626 1,5769 1,7667 2,0370 2,3795 2,7658 3,1533 3,5040 3,7970 4,0276 4,1977 4,3106 4,3718 4,3915 4,3833 4,3589 4,3226 4,2691 4,1905 4,0881 3,9759 3,8699 3,7760 3,6886 3,5989 3,5030 3,4042 3,3127 3,2454 3,2190 3,2447 3,3289 3,4679 3,6403 3,8087 3,9318 3,9773 3,9332 3,8137 3,6543 3,4977 3,3776 3,3121 3,3111 3,3866 3,5477 3,7890 4,0957 4,4576 4,8706 5,3301 5,8272 6,3494 6,8766 7,3779 7,8137 8,1430 8,3350 8,3818 8,3053 8,1526 7,9791 7,8291 7,7284 7,6897 7,7160 7,8024 7,9444 8,1421 8,3975 8,7080 9,0631 9,4440 9,8236 10,1664 10,4325 10,5892 10,6211 10,5313 10,3402 10,0845 9,8139 9,5827 9,4337 9,3831 9,4175 9,5033 9,5986 9,6642 9,6825 9,6721 9,6780 9,7441 9,8891 10,0998 10,3432 10,5847 10,8011 10,9842 11,1406 11,2880 11,4422 11,6014 11,7435 11,8343 11,8364 11,7181 11,4643 11,0887 10,6369 10,1745 9,7640 9,4484 9,2455 9,1450 9,1045 9,0578 8,9412 8,7213 8,4095 8,0552 7,7198 7,4487 7,2594 7,1468 7,0879 7,0492 6,9995 6,9211 6,8171 6,7187 6,6729 6,7175 6,8680 7,1213 7,4599 7,8561 8,2794 8,7002 9,0919 9,4378 9,7374 9,9974 10,2156 10,3738 10,4434 10,3987 10,2299 9,9460 9,5705 9,1353 8,6738 8,2192 7,8024 7,4457 7,1535 6,9085 6,6801 6,4459 6,2085 5,9924 5,8252 5,7197 5,6691 5,6496 5,6218 5,5359 5,3472 5,0399 4,6465 4,2457 3,9330 3,7784 3,8006 3,9702 4,2342 4,5393 4,8417 5,1087 5,3216 5,4755 5,5715 5,6120 5,6032 5,5554 5,4778 5,3721 5,2329 5,0585 4,8648 4,6898 4,5825 4,5869 4,7299 5,0099 5,3880 5,7953 6,1603 6,4395 6,6280 6,7496 6,8396 6,9351 7,0682 7,2538 7,4828 7,7304 7,9722 8,1908 8,3764 8,5276 8,6519 8,7600 8,8591 8,9502 9,0259 9,0652 9,0375 8,9144 8,6793 8,3324 7,8928 7,3932 6,8691 6,3515 5,8669 5,4394 5,0937 4,8502 4,7176 4,6970 4,7901 5,0023 5,3356 5,7778 6,2935 6,8298 7,3345 7,7723 8,1288 8,4060 8,6128 8,7623 8,8731 8,9609 9,0245 9,0385 8,9649 8,7722 8,4465 7,9890 7,4126 6,7422 6,0103 5,2411 4,4381 3,5908 2,6945 1,7662 0,8466 -0,0133 -0,7740 -1,4179 -1,9444 -2,3620 -2,6884 -2,9484 -3,1616 -3,3262 -3,4159 -3,3895 -3,2064 -2,8448 -2,3130 -1,6464 -0,8951 -0,1071 0,6926 1,5121 2,3830 3,3414 4,4140 5,6114 6,9236 8,3132 9,7152 11,0489 12,2411 13,2449 14,0434 14,6384 15,0350 15,2371 15,2557 15,1126 14,8354 14,4499 13,9731 13,4120 12,7726 12,0739 11,3511 10,6415 9,9709 9,3502 8,7782 8,2417 7,7236 7,2157 6,7235 6,2598 5,8372 5,4622 5,1280 4,8134 4,4947 4,1597 3,8117 3,4627 3,1325 2,8543 2,6703 2,6138 2,6955 2,8994 3,1824 3,4802 3,7272 3,8833 3,9495 3,9599 3,9596 3,9845 4,0531 4,1663 4,3081 4,4487 4,5551 4,6024 4,5773 4,4768 4,3126 4,1076 3,8783 3,6167 3,2904 2,8556 2,2709 1,5152 0,6008 -0,4230 -1,4824 -2,5027 -3,4256 -4,2171 -4,8764 -5,4333 -5,9268 -6,3806 -6,7901 -7,1290 -7,3676 -7,4910 -7,5079 -7,4477 -7,3542 -7,2734 -7,2362 -7,2485 -7,2956 -7,3519 -7,3873 -7,3728 -7,2905
F3    -0,7772 -0,7086 -0,6576 -0,6393 -0,6606 -0,7142 -0,7757 -0,8091 -0,7795 -0,6676 -0,4818 -0,2573 -0,0401 0,1298 0,2309 0,2665 0,2617 0,2535 0,2822 0,3860 0,5925 0,9086 1,3185 1,7886 2,2785 2,7526 3,1864 3,5634 3,8708 4,0958 4,2225 4,2327 4,1123 3,8579 3,4753 2,9769 2,3786 1,6948 0,9345 0,1040 -0,7861 -1,7177 -2,6646 -3,5962 -4,4853 -5,3110 -6,0564 -6,7050 -7,2365 -7,6282 -7,8631 -7,9382 -7,8621 -7,6462 -7,2942 -6,8036 -6,1771 -5,4310 -4,5962 -3,7179 -2,8556 -2,0747 -1,4320 -0,9571 -0,6392 -0,4312 -0,2742 -0,1221 0,0453 0,2226 0,3853 0,5001 0,5361 0,4768 0,3255 0,1031 -0,1559 -0,4116 -0,6316 -0,8021 -0,9295 -1,0341 -1,1376 -1,2509 -1,3700 -1,4788 -1,5560 -1,5868 -1,5736 -1,5362 -1,5017 -1,4941 -1,5267 -1,5990 -1,6983 -1,8054 -1,8997 -1,9611 -1,9740 -1,9358 -1,8641 -1,7909 -1,7473 -1,7495 -1,7936 -1,8611 -1,9345 -2,0136 -2,1151 -2,2630 -2,4780 -2,7694 -3,1317 -3,5475 -3,9939 -4,4474 -4,8836 -5,2759 -5,5963 -5,8170 -5,9150 -5,8771 -5,7041 -5,4066 -4,9921 -4,4588 -3,7987 -3,0021 -2,0615 -0,9782 0,2338 1,5477 2,9251 4,3196 5,6878 6,9986 8,2310 9,3682 10,3914 11,2780 12,0063 12,5658 12,9616 13,2106 13,3411 13,3931 13,4121 13,4356 13,4781 13,5258 13,5414 13,4808 13,3127 13,0300 12,6471 12,1895 11,6840 11,1523 10,6130 10,0849 9,5851 9,1250 8,7075 8,3253 7,9640 7,6115 7,2657 6,9326 6,6197 6,3305 6,0640 5,8153 5,5821 5,3723 5,2065 5,1113 5,1067 5,1961 5,3656 5,5937 5,8618 6,1559 6,4600 6,7533 7,0162 7,2365 7,4128 7,5543 7,6719 7,7665 7,8263 7,8304 7,7554 7,5808 7,2951 6,9014 6,4163 5,8597 5,2455 4,5804 3,8728 3,1418 2,4140 1,7157 1,0726 0,5116 0,0569 -0,2720 -0,4617 -0,5111 -0,4383 -0,2791 -0,0738 0,1471 0,3677 0,5793 0,7714 0,9300 1,0414 1,0936 1,0793 1,0009 0,8717 0,7147 0,5629 0,4576 0,4398 0,5420 0,7812 1,1526 1,6253 2,1455 2,6496 3,0800 3,3954 3,5759 3,6268 3,5777 3,4745 3,3668 3,2953 3,2830 3,3363 3,4480 3,5988 3,7618 3,9078 4,0110 4,0534 4,0285 3,9406 3,8009 3,6261 3,4382 3,2624 3,1227 3,0380 3,0194 3,0626 3,1435 3,2286 3,2909 3,3158 3,2988 3,2426 3,1534 3,0377 2,9038 2,7648 2,6437 2,5762 2,6006 2,7399 2,9967 3,3584 3,8042 4,3067 4,8303 5,3337 5,7826 6,1588 6,4540 6,6613 6,7758 6,8015 6,7546 6,6585 6,5385 6,4149 6,3005 6,1980 6,1008 6,0040 5,9143 5,8478 5,8202 5,8420 5,9158 6,0331 6,1781 6,3360 6,4933 6,6381 6,7611 6,8556 6,9150 6,9353 6,9199 6,8828 6,8443 6,8187 6,8044 6,7899 6,7655 6,7293 6,6923 6,6803 6,7256 6,8499 7,0513 7,3027 7,5628 7,7910 7,9593 8,0554 8,0818 8,0533 7,9913 7,9098 7,8086 7,6758 7,4952 7,2520 6,9377 6,5600 6,1516 5,7647 5,4506 5,2384 5,1263 5,0837 5,0576 4,9871 4,8255 4,5568 4,1991 3,7983 3,4119 3,0855 2,8371 2,6635 2,5536 2,4980 2,4890 2,5163 2,5683 2,6424 2,7468 2,8919 3,0875 3,3445 3,6704 4,0596 4,4908 4,9328 5,3519 5,7199 6,0160 6,2240 6,3314 6,3353 6,2451 6,0785 5,8560 5,5963 5,3146 5,0219 4,7290 4,4506 4,2042 4,0039 3,8576 3,7648 3,7168 3,7023 3,7143 3,7512 3,8105 3,8819 3,9450 3,9751 3,9478 3,8405 3,6409 3,3577 3,0264 2,7051 2,4576 2,3249 2,3047 2,3566 2,4307 2,4955 2,5447 2,5851 2,6219 2,6530 2,6692 2,6565 2,6044 2,5107 2,3805 2,2242 2,0569 1,9001 1,7799 1,7231 1,7494 1,8652 2,0628 2,3223 2,6100 2,8769 3,0679 3,1434 3,0950 2,9469 2,7476 2,5561 2,4268 2,3947 2,4676 2,6314 2,8618 3,1317 3,4132 3,6834 3,9281 4,1403 4,3183 4,4669 4,5949 4,7032 4,7772 4,7915 4,7232 4,5604 4,3031 3,9620 3,5555 3,1092 2,6580 2,2435 1,9057 1,6725 1,5539 1,5490 1,6561 1,8776 2,2142 2,6542 3,1688 3,7171 4,2544 4,7394 5,1425 5,4539 5,6834 5,8513 5,9776 6,0720 6,1286 6,1295 6,0547 5,8895 5,6236 5,2488 4,7630 4,1744 3,4981 2,7505 1,9479 1,1088 0,2548 -0,5902 -1,3995 -2,1473 -2,8184 -3,4116 -3,9333 -4,3905 -4,7890 -5,1320 -5,4137 -5,6167 -5,7157 -5,6823 -5,4910 -5,1294 -4,6079 -3,9587 -3,2256 -2,4492 -1,6539 -0,8432 -0,0030 0,8924 1,8690 2,9396 4,0938 5,2973 6,4960 7,6228 8,6123 9,4188 10,0263 10,4450 10,6970 10,8043 10,7870 10,6674 10,4689 10,2093 9,8960 9,5267 9,0978 8,6144 8,0916 7,5469 6,9960 6,4529 5,9274 5,4226 4,9391 4,4845 4,0733 3,7183 3,4229 3,1782 2,9627 2,7476 2,5080 2,2340 1,9321 1,6200 1,3239 1,0760 0,9064 0,8301 0,8415 0,9184 1,0301 1,1424 1,2215 1,2440 1,2056 1,1212 1,0142 0,9069 0,8201 0,7752 0,7900 0,8707 1,0085 1,1843 1,3748 1,5544 1,6938 1,7591 1,7148 1,5306 1,1897 0,6899 0,0390 -0,7451 -1,6328 -2,5811 -3,5408 -4,4671 -5,3298 -6,1148 -6,8194 -7,4439 -7,9877 -8,4482 -8,8158 -9,0735 -9,2053 -9,2075 -9,0951 -8,9012 -8,6676 -8,4339 -8,2278 -8,0609 -7,9339 -7,8435 -7,7824 -7,7345 -7,6737
F7    -0,9862 -1,0575 -1,1232 -1,1880 -1,2572 -1,3300 -1,3883 -1,3969 -1,3185 -1,1337 -0,8543 -0,5212 -0,1845 0,1151 0,3512 0,5118 0,6003 0,6323 0,6329 0,6355 0,6763 0,7839 0,9709 1,2299 1,5352 1,8518 2,1487 2,4048 2,6071 2,7439 2,8007 2,7669 2,6462 2,4571 2,2190 1,9414 1,6228 1,2544 0,8247 0,3274 -0,2288 -0,8169 -1,3995 -1,9462 -2,4471 -2,9116 -3,3536 -3,7774 -4,1697 -4,5021 -4,7420 -4,8654 -4,8632 -4,7409 -4,5141 -4,2053 -3,8362 -3,4172 -2,9491 -2,4386 -1,9093 -1,3974 -0,9356 -0,5383 -0,1958 0,1112 0,3919 0,6392 0,8394 0,9841 1,0720 1,1068 1,0903 1,0183 0,8828 0,6806 0,4223 0,1346 -0,1474 -0,3925 -0,5834 -0,7202 -0,8143 -0,8745 -0,9016 -0,8956 -0,8616 -0,8072 -0,7427 -0,6836 -0,6496 -0,6569 -0,7091 -0,7932 -0,8868 -0,9710 -1,0369 -1,0823 -1,1050 -1,1036 -1,0817 -1,0489 -1,0164 -0,9914 -0,9718 -0,9486 -0,9214 -0,9114 -0,9527 -1,0747 -1,2894 -1,5830 -1,9164 -2,2416 -2,5240 -2,7560 -2,9518 -3,1286 -3,2904 -3,4245 -3,5067 -3,5117 -3,4229 -3,2352 -2,9514 -2,5769 -2,1174 -1,5757 -0,9509 -0,2424 0,5465 1,4104 2,3404 3,3184 4,3152 5,2961 6,2255 7,0729 7,8162 8,4429 8,9510 9,3517 9,6650 9,9130 10,1159 10,2897 10,4421 10,5720 10,6710 10,7245 10,7126 10,6154 10,4282 10,1690 9,8682 9,5493 9,2174 8,8635 8,4822 8,0839 7,6886 7,3148 6,9726 6,6608 6,3646 6,0612 5,7326 5,3726 4,9847 4,5786 4,1694 3,7728 3,4014 3,0625 2,7602 2,4984 2,2823 2,1206 2,0255 2,0097 2,0834 2,2486 2,4886 2,7674 3,0407 3,2701 3,4346 3,5365 3,5951 3,6334 3,6675 3,7013 3,7240 3,7160 3,6606 3,5543 3,4039 3,2153 2,9867 2,7105 2,3848 2,0248 1,6575 1,3107 1,0055 0,7527 0,5532 0,4047 0,3087 0,2673 0,2763 0,3248 0,4001 0,4914 0,5890 0,6812 0,7541 0,7951 0,7975 0,7600 0,6860 0,5851 0,4757 0,3830 0,3330 0,3466 0,4361 0,6036 0,8440 1,1499 1,5066 1,8834 2,2347 2,5135 2,6826 2,7221 2,6402 2,4759 2,2877 2,1349 2,0622 2,0894 2,2103 2,4030 2,6394 2,8856 3,1001 3,2397 3,2703 3,1791 2,9789 2,7044 2,4000 2,1089 1,8644 1,6848 1,5749 1,5328 1,5524 1,6195 1,7110 1,8057 1,8909 1,9605 2,0086 2,0245 1,9942 1,9092 1,7743 1,6119 1,4598 1,3556 1,3206 1,3593 1,4678 1,6360 1,8478 2,0804 2,3072 2,5093 2,6832 2,8321 2,9528 3,0352 3,0721 3,0655 3,0278 2,9732 2,9081 2,8318 2,7434 2,6467 2,5563 2,4938 2,4704 2,4744 2,4802 2,4664 2,4271 2,3745 2,3310 2,3144 2,3328 2,3865 2,4665 2,5531 2,6222 2,6555 2,6488 2,6131 2,5636 2,5062 2,4412 2,3720 2,3032 2,2356 2,1757 2,1441 2,1659 2,2525 2,3951 2,5748 2,7703 2,9586 3,1127 3,2075 3,2267 3,1626 3,0142 2,7895 2,5064 2,1873 1,8515 1,5119 1,1790 0,8697 0,6070 0,4105 0,2845 0,2155 0,1759 0,1308 0,0483 -0,0900 -0,2860 -0,5299 -0,8004 -1,0651 -1,2943 -1,4760 -1,6118 -1,7018 -1,7377 -1,7073 -1,6086 -1,4594 -1,2880 -1,1165 -0,9509 -0,7783 -0,5740 -0,3185 -0,0122 0,3255 0,6627 0,9643 1,1997 1,3491 1,4055 1,3739 1,2704 1,1215 0,9598 0,8116 0,6857 0,5720 0,4528 0,3166 0,1658 0,0131 -0,1260 -0,2361 -0,3064 -0,3322 -0,3123 -0,2486 -0,1490 -0,0299 0,0855 0,1746 0,2242 0,2326 0,2065 0,1529 0,0725 -0,0381 -0,1719 -0,3037 -0,4039 -0,4618 -0,4924 -0,5209 -0,5602 -0,6044 -0,6404 -0,6615 -0,6710 -0,6788 -0,7000 -0,7508 -0,8408 -0,9690 -1,1253 -1,2962 -1,4696 -1,6384 -1,8011 -1,9568 -2,0984 -2,2101 -2,2739 -2,2827 -2,2519 -2,2185 -2,2248 -2,3001 -2,4482 -2,6430 -2,8359 -2,9749 -3,0242 -2,9672 -2,7978 -2,5189 -2,1501 -1,7292 -1,2997 -0,9016 -0,5662 -0,3101 -0,1316 -0,0163 0,0521 0,0833 0,0796 0,0360 -0,0587 -0,2119 -0,4184 -0,6638 -0,9331 -1,2123 -1,4864 -1,7391 -1,9556 -2,1249 -2,2363 -2,2770 -2,2350 -2,1012 -1,8739 -1,5651 -1,2021 -0,8183 -0,4471 -0,1162 0,1629 0,3990 0,6120 0,8140 1,0007 1,1540 1,2496 1,2648 1,1867 1,0143 0,7512 0,3999 -0,0340 -0,5347 -1,0751 -1,6220 -2,1465 -2,6348 -3,0885 -3,5137 -3,9140 -4,2915 -4,6482 -4,9854 -5,3030 -5,5980 -5,8618 -6,0785 -6,2275 -6,2920 -6,2617 -6,1315 -5,9045 -5,5944 -5,2167 -4,7801 -4,2863 -3,7350 -3,1291 -2,4757 -1,7804 -1,0433 -0,2626 0,5605 1,4201 2,2999 3,1676 3,9802 4,7000 5,3049 5,7837 6,1305 6,3448 6,4378 6,4358 6,3744 6,2865 6,1900 6,0822 5,9488 5,7769 5,5575 5,2862 4,9701 4,6302 4,2913 3,9684 3,6665 3,3891 3,1398 2,9177 2,7160 2,5238 2,3225 2,0888 1,8066 1,4785 1,1210 0,7512 0,3819 0,0256 -0,3017 -0,5812 -0,7923 -0,9191 -0,9583 -0,9270 -0,8610 -0,7977 -0,7612 -0,7607 -0,7955 -0,8560 -0,9222 -0,9656 -0,9537 -0,8599 -0,6745 -0,4132 -0,1170 0,1558 0,3461 0,4100 0,3294 0,1117 -0,2218 -0,6528 -1,1705 -1,7632 -2,4125 -3,0929 -3,7764 -4,4352 -5,0434 -5,5816 -6,0389 -6,4105 -6,6954 -6,8988 -7,0308 -7,1016 -7,1186 -7,0862 -7,0104 -6,9071 -6,8009 -6,7125 -6,6494 -6,6076 -6,5799 -6,5628 -6,5515 -6,5317 -6,4796
