Fp1   -1,9885 -1,8546 -1,7428 -1,6478 -1,5588 -1,4766 -1,4081 -1,3461 -1,2610 -1,1240 -0,9409 -0,7533 -0,6050 -0,5075 -0,4403 -0,3789 -0,3104 -0,2218 -0,0938 0,0855 0,3005 0,5058 0,6488 0,7023 0,6784 0,6192 0,5723 0,5663 0,6122 0,7205 0,9001 1,1325 1,3561 1,4829 1,4427 1,2208 0,8581 0,4292 0,0293 -0,2404 -0,3119 -0,1848 0,0779 0,3833 0,6483 0,8260 0,9093 0,9188 0,8940 0,8763 0,8847 0,9204 0,9873 1,0929 1,2328 1,3841 1,5114 1,5816 1,5832 1,5423 1,5108 1,5329 1,6246 1,7738 1,9445 2,0814 2,1279 2,0602 1,9107 1,7423 1,6009 1,4976 1,4129 1,3077 1,1483 0,9307 0,6810 0,4386 0,2350 0,0875 0,0046 -0,0152 0,0051 0,0193 -0,0186 -0,1326 -0,3141 -0,5129 -0,6393 -0,6008 -0,3539 0,0748 0,6054 1,1337 1,5599 1,8160 1,8834 1,7904 1,5916 1,3329 1,0227 0,6417 0,1825 -0,3253 -0,8212 -1,2313 -1,4869 -1,5508 -1,4394 -1,2164 -0,9625 -0,7492 -0,6254 -0,6052 -0,6641 -0,7592 -0,8656 -0,9882 -1,1363 -1,2970 -1,4402 -1,5468 -1,6260 -1,6981 -1,7699 -1,8347 -1,8784 -1,8658 -1,7360 -1,4358 -0,9728 -0,4375 0,0354 0,3419 0,4669 0,4788 0,4737 0,5226 0,6626 0,9126 1,2763 1,7215 2,1775 2,5767 2,9009 3,1865 3,4940 3,8668 4,3038 4,7631 5,1858 5,5131 5,7000 5,7395 5,6736 5,5623 5,4476 5,3534 5,3056 5,3383 5,4754 5,7002 5,9461 6,1286 6,1930 6,1290 5,9638 5,7577 5,5913 5,5327 5,6026 5,7615 5,9363 6,0662 6,1254 6,1167 6,0633 6,0027 5,9752 6,0105 6,1177 6,2844 6,4830 6,6774 6,8301 6,9131 6,9101 6,8201 6,6700 6,5225 6,4551 6,5186 6,7064 6,9595 7,1970 7,3528 7,4055 7,3869 7,3579 7,3695 7,4415 7,5640 7,6931 7,7522 7,6750 7,4621 7,1918 6,9779 6,9118 7,0180 7,2440 7,4880 7,6455 7,6512 7,4943 7,1979 6,7963 6,3402 5,9035 5,5614 5,3507 5,2440 5,1638 5,0335 4,8299 4,5928 4,3937 4,2918 4,3039 4,3999 4,5285 4,6546 4,7774 4,9206 5,1055 5,3311 5,5826 5,8450 6,0977 6,3076 6,4396 6,4724 6,4033 6,2487 6,0462 5,8533 5,7271 5,6943 5,7393 5,8276 5,9409 6,0791 6,2344 6,3762 6,4601 6,4428 6,2947 6,0160 5,6489 5,2705 4,9634 4,7765 4,6983 4,6719 4,6447 4,6042 4,5696 4,5604 4,5761 4,5978 4,5916 4,5146 4,3354 4,0624 3,7484 3,4635 3,2647 3,1857 3,2384 3,4045 3,6268 3,8263 3,9412 3,9520 3,8791 3,7619 3,6375 3,5291 3,4477 3,3992 3,3851 3,4001 3,4322 3,4676 3,4966 3,5235 3,5719 3,6704 3,8329 4,0565 4,3314 4,6377 4,9278 5,1270 5,1695 5,0426 4,7929 4,4885 4,1848 3,9276 3,7626 3,7203 3,8030 3,9913 4,2574 4,5695 4,8821 5,1321 5,2594 5,2386 5,0883 4,8486 4,5589 4,2588 3,9953 3,8117 3,7256 3,7225 3,7753 3,8619 3,9639 4,0584 4,1135 4,0949 3,9797 3,7685 3,4969 3,2375 3,0688 3,0244 3,0757 3,1608 3,2252 3,2387 3,1852 3,0549 2,8542 2,6205 2,4209 2,3228 2,3492 2,4560 2,5563 2,5688 2,4541 2,2225 1,9280 1,6507 1,4648 1,3977 1,4068 1,4039 1,3254 1,1915 1,0894 1,0967 1,2302 1,4577 1,7258 1,9707 2,1306 2,1678 2,0876 1,9324 1,7531 1,5828 1,4307 1,2994 1,2009 1,1488 1,1403 1,1590 1,1956 1,2653 1,3984 1,6103 1,8872 2,2006 2,5258 2,8446 3,1338 3,3531 3,4548 3,4107 3,2290 2,9561 2,6703 2,4564 2,3670 2,3992 2,5058 2,6248 2,7076 2,7433 2,7665 2,8361 2,9993 3,2655 3,5995 3,9319 4,1737 4,2367 4,0654 3,6660 3,1146 2,5398 2,0806 1,8333 1,8165 1,9715 2,1996 2,4102 2,5447 2,5693 2,4629 2,2178 1,8541 1,4319 1,0336 0,7256 0,5380 0,4719 0,5157 0,6557 0,8735 1,1391 1,4140 1,6592 1,8441 1,9507 1,9684 1,8839 1,6818 1,3646 0,9675 0,5523 0,1897 -0,0544 -0,1257 0,0086 0,3402 0,8142 1,3583 1,9160 2,4467 2,9008 3,2167 3,3547 3,3251 3,1833 3,0008 2,8305 2,6852 2,5497 2,4022 2,2220 2,0002 1,7609 1,5615 1,4595 1,4824 1,6210 1,8348 2,0665 2,2685 2,4176 2,5024 2,4986 2,3688 2,0896 1,6770 1,1834 0,6717 0,1984 -0,1874 -0,4462 -0,5522 -0,4917 -0,2658 0,0909 0,5007 0,8622 1,0887 1,1384 1,0255 0,8096 0,5666 0,3632 0,2440 0,2232 0,2752 0,3423 0,3662 0,3171 0,2038 0,0653 -0,0511 -0,1079 -0,0837 0,0179 0,1667 0,3266 0,4770 0,6105 0,7258 0,8303 0,9426 1,0849 1,2667 1,4750 1,6862 1,8865 2,0725 2,2303 2,3337 2,3679 2,3391 2,2640 2,1663 2,0763 2,0233 2,0231 2,0654 2,1161 2,1434 2,1364 2,1032 2,0644 2,0464 2,0706 2,1485 2,2851 2,4740 2,6851 2,8705 2,9946 3,0582 3,0920 3,1335 3,2060 3,3072 3,4133 3,4904 3,5005 3,4060 3,1837 2,8464 2,4525 2,0748 1,7510 1,4742 1,2302 1,0284 0,8893 0,8125 0,7713 0,7378 0,7023 0,6683 0,6368 0,5936 0,5125 0,3641 0,1179 -0,2464 -0,7068 -1,1788 -1,5413 -1,6983 -1,6276 -1,3781 -1,0324 -0,6765 -0,3920 -0,2524 -0,3047 -0,5425 -0,8971 -1,2642 -1,5581 -1,7570 -1,9026 -2,0571 -2,2526 -2,4720 -2,6719 -2,8197 -2,9035 -2,9182 -2,8559
Fz    -3,5714 -3,3624 -3,1545 -2,9562 -2,7541 -2,5343 -2,2944 -2,0359 -1,7542 -1,4465 -1,1290 -0,8370 -0,6028 -0,4362 -0,3274 -0,2642 -0,2334 -0,2081 -0,1480 -0,0227 0,1637 0,3701 0,5430 0,6489 0,6917 0,7048 0,7258 0,7761 0,8599 0,9773 1,1262 1,2912 1,4348 1,5109 1,4893 1,3704 1,1778 0,9445 0,7129 0,5415 0,4883 0,5755 0,7716 1,0117 1,2335 1,4025 1,5144 1,5901 1,6643 1,7601 1,8707 1,9697 2,0351 2,0601 2,0545 2,0373 2,0258 2,0303 2,0628 2,1467 2,3077 2,5510 2,8521 3,1686 3,4542 3,6641 3,7611 3,7296 3,5879 3,3775 3,1357 2,8804 2,6142 2,3365 2,0548 1,7903 1,5677 1,3954 1,2547 1,1142 0,9586 0,7985 0,6478 0,5065 0,3683 0,2318 0,1003 -0,0084 -0,0517 0,0233 0,2463 0,6067 1,0585 1,5333 1,9550 2,2607 2,4217 2,4501 2,3805 2,2390 2,0220 1,7041 1,2675 0,7289 0,1441 -0,4027 -0,8205 -1,0412 -1,0468 -0,8749 -0,5961 -0,2833 0,0061 0,2330 0,3742 0,4171 0,3550 0,1890 -0,0610 -0,3504 -0,6264 -0,8545 -1,0317 -1,1718 -1,2836 -1,3652 -1,4064 -1,3845 -1,2646 -1,0177 -0,6505 -0,2244 0,1656 0,4486 0,6244 0,7498 0,8850 1,0622 1,2960 1,6006 1,9802 2,4049 2,8143 3,1608 3,4492 3,7333 4,0827 4,5443 5,1144 5,7365 6,3271 6,8060 7,1198 7,2627 7,2794 7,2380 7,1948 7,1832 7,2283 7,3606 7,6011 7,9269 8,2623 8,5194 8,6505 8,6595 8,5797 8,4579 8,3491 8,2970 8,3125 8,3737 8,4486 8,5209 8,5903 8,6510 8,6924 8,7238 8,7797 8,8884 9,0434 9,2086 9,3434 9,4201 9,4293 9,3838 9,3121 9,2440 9,2057 9,2227 9,3165 9,4866 9,7017 9,9142 10,0819 10,1836 10,2253 10,2428 10,2881 10,4021 10,5992 10,8705 11,1812 11,4638 11,6448 11,6955 11,6560 11,6109 11,6438 11,7906 12,0169 12,2336 12,3435 12,2864 12,0542 11,6699 11,1680 10,6060 10,0741 9,6624 9,4063 9,2677 9,1664 9,0335 8,8498 8,6525 8,5120 8,4917 8,6102 8,8321 9,1001 9,3788 9,6681 9,9813 10,3149 10,6387 10,9166 11,1294 11,2729 11,3449 11,3428 11,2756 11,1649 11,0332 10,8984 10,7829 10,7175 10,7250 10,8003 10,9152 11,0459 11,1874 11,3374 11,4727 11,5470 11,5105 11,3395 11,0509 10,6921 10,3211 9,9858 9,7033 9,4537 9,2020 8,9322 8,6579 8,4043 8,1881 8,0157 7,8897 7,8051 7,7412 7,6648 7,5508 7,4067 7,2773 7,2225 7,2877 7,4779 7,7469 8,0152 8,2077 8,2867 8,2588 8,1535 8,0000 7,8255 7,6634 7,5499 7,5132 7,5636 7,6861 7,8428 7,9889 8,0888 8,1230 8,0925 8,0204 7,9433 7,9031 7,9384 8,0615 8,2361 8,3925 8,4729 8,4680 8,4157 8,3660 8,3473 8,3663 8,4297 8,5515 8,7438 9,0081 9,3347 9,7039 10,0818 10,4146 10,6388 10,7077 10,6100 10,3651 10,0063 9,5747 9,1224 8,7052 8,3653 8,1235 7,9863 7,9496 7,9974 8,1072 8,2531 8,4000 8,5005 8,5050 8,3917 8,1937 7,9855 7,8305 7,7434 7,7003 7,6725 7,6435 7,5994 7,5245 7,4194 7,3165 7,2648 7,2925 7,3756 7,4375 7,3843 7,1544 6,7490 6,2250 5,6655 5,1533 4,7528 4,4967 4,3745 4,3421 4,3573 4,4111 4,5247 4,7167 4,9753 5,2561 5,4991 5,6468 5,6618 5,5408 5,3191 5,0574 4,8164 4,6345 4,5216 4,4755 4,4980 4,5897 4,7357 4,9078 5,0845 5,2696 5,4891 5,7696 6,1173 6,5132 6,9223 7,3114 7,6532 7,9147 8,0596 8,0732 7,9747 7,8060 7,6188 7,4638 7,3763 7,3612 7,3916 7,4239 7,4236 7,3938 7,3842 7,4567 7,6401 7,9162 8,2323 8,5154 8,6881 8,6957 8,5316 8,2435 7,9163 7,6461 7,5139 7,5591 7,7570 8,0191 8,2322 8,3111 8,2235 7,9723 7,5732 7,0522 6,4610 5,8786 5,3847 5,0274 4,8150 4,7308 4,7510 4,8511 5,0049 5,1897 5,3905 5,5909 5,7624 5,8673 5,8670 5,7347 5,4703 5,1091 4,7110 4,3407 4,0601 3,9276 3,9875 4,2531 4,6944 5,2414 5,8084 6,3218 6,7295 6,9946 7,1005 7,0660 6,9527 6,8447 6,8081 6,8562 6,9462 7,0099 6,9919 6,8691 6,6590 6,4179 6,2196 6,1214 6,1394 6,2496 6,4074 6,5712 6,7209 6,8541 6,9549 6,9718 6,8409 6,5297 6,0595 5,4921 4,8995 4,3464 3,8908 3,5845 3,4638 3,5354 3,7661 4,0820 4,3903 4,6103 4,6936 4,6293 4,4461 4,2041 3,9729 3,8058 3,7259 3,7254 3,7699 3,8061 3,7785 3,6508 3,4217 3,1243 2,8103 2,5366 2,3547 2,2888 2,3216 2,4084 2,5053 2,5867 2,6531 2,7320 2,8636 3,0761 3,3695 3,7156 4,0770 4,4291 4,7605 5,0530 5,2793 5,4223 5,4835 5,4771 5,4282 5,3707 5,3353 5,3388 5,3799 5,4474 5,5369 5,6546 5,8083 6,0030 6,2405 6,5179 6,8316 7,1838 7,5769 7,9956 8,4001 8,7463 9,0128 9,2049 9,3401 9,4333 9,4878 9,4954 9,4419 9,3056 9,0516 8,6475 8,0955 7,4466 6,7734 6,1311 5,5492 5,0515 4,6673 4,4157 4,2834 4,2269 4,1934 4,1396 4,0414 3,8910 3,6846 3,4155 3,0804 2,6857 2,2508 1,8183 1,4557 1,2327 1,1819 1,2805 1,4656 1,6702 1,8460 1,9586 1,9694 1,8357 1,5454 1,1466 0,7299 0,3740 0,1005 -0,1249 -0,3478 -0,5754 -0,7703 -0,8866 -0,9036 -0,8270 -0,6686 -0,4320
F3    -2,9605 -2,7464 -2,5339 -2,3369 -2,1528 -1,9766 -1,8038 -1,6216 -1,4070 -1,1461 -0,8545 -0,5736 -0,3441 -0,1827 -0,0814 -0,0225 0,0120 0,0440 0,0984 0,1918 0,3164 0,4376 0,5144 0,5268 0,4882 0,4351 0,4031 0,4094 0,4588 0,5569 0,7079 0,8979 1,0868 1,2210 1,2583 1,1870 1,0231 0,7981 0,5576 0,3640 0,2775 0,3229 0,4764 0,6820 0,8816 1,0392 1,1480 1,2249 1,3006 1,3970 1,5086 1,6123 1,6888 1,7286 1,7289 1,6932 1,6315 1,5590 1,5005 1,4954 1,5850 1,7877 2,0859 2,4357 2,7821 3,0665 3,2374 3,2704 3,1831 3,0191 2,8198 2,6097 2,3966 2,1753 1,9404 1,7051 1,4995 1,3454 1,2324 1,1285 1,0164 0,9094 0,8258 0,7621 0,6973 0,6069 0,4755 0,3201 0,2041 0,2122 0,4009 0,7712 1,2740 1,8241 2,3168 2,6608 2,8151 2,7998 2,6697 2,4712 2,2164 1,8928 1,4935 1,0365 0,5661 0,1471 -0,1473 -0,2633 -0,1948 0,0154 0,3007 0,5970 0,8552 1,0460 1,1573 1,1820 1,1082 0,9265 0,6531 0,3386 0,0468 -0,1818 -0,3503 -0,4894 -0,6245 -0,7598 -0,8816 -0,9594 -0,9489 -0,8104 -0,5403 -0,1907 0,1491 0,4105 0,5943 0,7591 0,9682 1,2482 1,5905 1,9765 2,3879 2,7949 3,1499 3,4153 3,5987 3,7552 3,9597 4,2699 4,6946 5,1873 5,6666 6,0458 6,2635 6,3151 6,2568 6,1664 6,0991 6,0769 6,1091 6,2115 6,3999 6,6581 6,9232 7,1167 7,1897 7,1394 6,9997 6,8299 6,7003 6,6624 6,7232 6,8458 6,9753 7,0703 7,1109 7,0889 7,0107 6,9109 6,8437 6,8508 6,9382 7,0791 7,2339 7,3630 7,4376 7,4523 7,4282 7,3999 7,4037 7,4741 7,6371 7,8943 8,2128 8,5382 8,8180 9,0161 9,1230 9,1624 9,1828 9,2316 9,3368 9,5035 9,7039 9,8732 9,9437 9,8994 9,7942 9,7212 9,7630 9,9525 10,2545 10,5791 10,8213 10,9060 10,8071 10,5329 10,1086 9,5859 9,0508 8,5935 8,2609 8,0388 7,8736 7,7119 7,5341 7,3639 7,2514 7,2425 7,3496 7,5425 7,7741 8,0157 8,2685 8,5518 8,8779 9,2325 9,5817 9,8919 10,1393 10,3078 10,3904 10,3899 10,3170 10,1868 10,0227 9,8595 9,7341 9,6657 9,6424 9,6350 9,6274 9,6262 9,6395 9,6550 9,6431 9,5756 9,4421 9,2567 9,0531 8,8744 8,7545 8,6973 8,6690 8,6206 8,5254 8,3937 8,2536 8,1255 8,0123 7,9054 7,7907 7,6517 7,4767 7,2698 7,0592 6,8930 6,8240 6,8895 7,0897 7,3767 7,6705 7,8974 8,0219 8,0484 7,9977 7,8905 7,7479 7,5977 7,4719 7,3998 7,3996 7,4715 7,5966 7,7465 7,8918 8,0070 8,0780 8,1065 8,1083 8,1099 8,1436 8,2284 8,3448 8,4388 8,4589 8,3960 8,2882 8,1830 8,1019 8,0496 8,0366 8,0796 8,1878 8,3557 8,5650 8,7940 9,0196 9,2092 9,3198 9,3161 9,1876 8,9469 8,6174 8,2315 7,8375 7,4916 7,2348 7,0775 7,0091 7,0130 7,0762 7,1899 7,3390 7,4911 7,5971 7,6070 7,5016 7,3167 7,1236 6,9761 6,8785 6,8007 6,7146 6,6121 6,4937 6,3562 6,2045 6,0659 5,9807 5,9729 6,0249 6,0749 6,0416 5,8645 5,5348 5,0962 4,6241 4,1998 3,8885 3,7187 3,6693 3,6832 3,7136 3,7660 3,8884 4,1175 4,4389 4,7924 5,0997 5,2874 5,3025 5,1283 4,7964 4,3787 3,9581 3,5982 3,3341 3,1841 3,1616 3,2663 3,4736 3,7422 4,0376 4,3516 4,7011 5,1038 5,5557 6,0297 6,4900 6,9078 7,2610 7,5193 7,6464 7,6294 7,4943 7,2917 7,0814 6,9228 6,8551 6,8765 6,9454 7,0040 7,0112 6,9703 6,9316 6,9582 7,0868 7,3141 7,6029 7,8907 8,1010 8,1656 8,0524 7,7800 7,4147 7,0562 6,8067 6,7284 6,8116 6,9777 7,1179 7,1441 7,0163 6,7340 6,3158 5,7917 5,2098 4,6384 4,1478 3,7885 3,5832 3,5318 3,6199 3,8222 4,1009 4,4145 4,7318 5,0286 5,2750 5,4341 5,4728 5,3687 5,1191 4,7522 4,3251 3,9084 3,5730 3,3801 3,3716 3,5631 3,9354 4,4345 4,9933 5,5530 6,0615 6,4660 6,7240 6,8285 6,8203 6,7718 6,7473 6,7669 6,8033 6,8081 6,7413 6,5877 6,3663 6,1308 5,9488 5,8707 5,9093 6,0396 6,2097 6,3624 6,4648 6,5173 6,5199 6,4378 6,2182 5,8357 5,3176 4,7289 4,1410 3,6121 3,1910 2,9216 2,8309 2,9154 3,1361 3,4235 3,6930 3,8702 3,9117 3,8121 3,6005 3,3328 3,0764 2,8866 2,7904 2,7850 2,8380 2,8901 2,8744 2,7477 2,5108 2,2060 1,8975 1,6528 1,5241 1,5243 1,6204 1,7614 1,9135 2,0658 2,2200 2,3860 2,5822 2,8255 3,1154 3,4276 3,7326 4,0175 4,2807 4,5055 4,6594 4,7226 4,7004 4,6109 4,4812 4,3507 4,2628 4,2481 4,3118 4,4383 4,6079 4,8047 5,0110 5,2083 5,3868 5,5501 5,7172 5,9200 6,1878 6,5208 6,8793 7,2098 7,4801 7,6894 7,8537 7,9862 8,0826 8,1229 8,0861 7,9546 7,7078 7,3269 6,8204 6,2375 5,6442 5,0864 4,5840 4,1556 3,8338 3,6457 3,5852 3,6105 3,6635 3,6922 3,6648 3,5693 3,4017 3,1617 2,8555 2,4887 2,0688 1,6288 1,2426 0,9973 0,9415 1,0565 1,2738 1,5178 1,7338 1,8829 1,9232 1,8137 1,5459 1,1712 0,7825 0,4589 0,2184 0,0231 -0,1727 -0,3781 -0,5614 -0,6812 -0,7136 -0,6547 -0,5067 -0,2705
F7    -2,3696 -2,1681 -1,9960 -1,8537 -1,7279 -1,6158 -1,5235 -1,4401 -1,3308 -1,1665 -0,9567 -0,7452 -0,5734 -0,4546 -0,3764 -0,3173 -0,2554 -0,1716 -0,0526 0,1034 0,2797 0,4413 0,5538 0,6072 0,6199 0,6232 0,6432 0,6934 0,7782 0,9032 1,0735 1,2782 1,4748 1,5958 1,5835 1,4221 1,1368 0,7734 0,3911 0,0634 -0,1388 -0,1806 -0,0780 0,1164 0,3378 0,5340 0,6834 0,8006 0,9198 1,0616 1,2136 1,3479 1,4470 1,5068 1,5264 1,5039 1,4391 1,3357 1,2100 1,0985 1,0474 1,0849 1,2032 1,3659 1,5255 1,6387 1,6793 1,6477 1,5728 1,4948 1,4436 1,4297 1,4418 1,4479 1,4130 1,3273 1,2150 1,1081 1,0144 0,9175 0,8087 0,7055 0,6281 0,5743 0,5230 0,4441 0,3114 0,1311 -0,0376 -0,1092 -0,0215 0,2393 0,6432 1,1212 1,5762 1,9183 2,1066 2,1579 2,1166 2,0139 1,8485 1,6006 1,2630 0,8593 0,4395 0,0682 -0,1927 -0,3037 -0,2636 -0,1079 0,1062 0,3189 0,4846 0,5830 0,6169 0,5920 0,4991 0,3234 0,0715 -0,2159 -0,4812 -0,6817 -0,8093 -0,8834 -0,9308 -0,9692 -0,9977 -0,9937 -0,9219 -0,7518 -0,4793 -0,1423 0,1905 0,4627 0,6706 0,8561 1,0645 1,3113 1,5890 1,8897 2,2088 2,5267 2,8029 3,0073 3,1527 3,2928 3,4939 3,8018 4,2114 4,6634 5,0737 5,3692 5,5108 5,5072 5,4103 5,2811 5,1549 5,0394 4,9388 4,8790 4,8973 4,9963 5,1187 5,1812 5,1299 4,9610 4,7114 4,4440 4,2312 4,1285 4,1534 4,2834 4,4764 4,6945 4,9086 5,0876 5,2047 5,2587 5,2757 5,2873 5,3071 5,3275 5,3318 5,3075 5,2490 5,1627 5,0702 5,0035 4,9929 5,0581 5,2053 5,4213 5,6708 5,9089 6,0983 6,2190 6,2710 6,2738 6,2575 6,2472 6,2599 6,3098 6,3937 6,4699 6,4802 6,4021 6,2738 6,1736 6,1754 6,3078 6,5374 6,7888 6,9837 7,0683 7,0160 6,8158 6,4735 6,0339 5,5859 5,2209 4,9808 4,8425 4,7440 4,6271 4,4708 4,2970 4,1493 4,0665 4,0604 4,1074 4,1704 4,2349 4,3225 4,4729 4,7086 5,0090 5,3224 5,5990 5,8101 5,9452 6,0029 5,9872 5,9045 5,7655 5,5935 5,4301 5,3224 5,2972 5,3394 5,4065 5,4705 5,5397 5,6332 5,7484 5,8578 5,9283 5,9407 5,8993 5,8301 5,7670 5,7371 5,7460 5,7699 5,7710 5,7276 5,6486 5,5567 5,4655 5,3728 5,2712 5,1579 5,0305 4,8836 4,7195 4,5611 4,4445 4,4019 4,4519 4,5907 4,7845 4,9753 5,1099 5,1725 5,1858 5,1791 5,1614 5,1211 5,0449 4,9382 4,8288 4,7478 4,7093 4,7104 4,7463 4,8152 4,9112 5,0210 5,1336 5,2497 5,3835 5,5567 5,7721 5,9868 6,1232 6,1184 5,9713 5,7415 5,4974 5,2723 5,0732 4,9127 4,8158 4,8021 4,8689 4,9923 5,1377 5,2681 5,3461 5,3372 5,2228 5,0106 4,7295 4,4141 4,0993 3,8266 3,6367 3,5461 3,5369 3,5721 3,6223 3,6789 3,7480 3,8303 3,9074 3,9426 3,8963 3,7533 3,5493 3,3585 3,2424 3,2075 3,2121 3,2085 3,1732 3,0980 2,9779 2,8206 2,6592 2,5413 2,4984 2,5228 2,5666 2,5632 2,4573 2,2314 1,9146 1,5708 1,2739 1,0819 1,0182 1,0617 1,1563 1,2491 1,3376 1,4668 1,6771 1,9609 2,2662 2,5262 2,6813 2,6897 2,5358 2,2411 1,8663 1,4917 1,1855 0,9858 0,9059 0,9473 1,0976 1,3227 1,5740 1,8101 2,0192 2,2238 2,4570 2,7349 3,0487 3,3770 3,6994 3,9952 4,2277 4,3480 4,3335 4,2099 4,0315 3,8566 3,7356 3,6940 3,7180 3,7599 3,7640 3,7006 3,5935 3,5115 3,5227 3,6546 3,8871 4,1681 4,4300 4,5994 4,6135 4,4460 4,1222 3,7140 3,3193 3,0338 2,9189 2,9737 3,1321 3,2984 3,3967 3,3905 3,2706 3,0379 2,6995 2,2750 1,8026 1,3323 0,9162 0,6028 0,4276 0,4058 0,5309 0,7776 1,1130 1,5054 1,9187 2,3035 2,6086 2,7963 2,8439 2,7436 2,5118 2,1907 1,8374 1,5154 1,2875 1,2066 1,3047 1,5826 2,0070 2,5278 3,0899 3,6269 4,0597 4,3196 4,3847 4,2964 4,1369 3,9843 3,8782 3,8182 3,7799 3,7275 3,6284 3,4755 3,3006 3,1587 3,0969 3,1308 3,2392 3,3742 3,4847 3,5454 3,5661 3,5574 3,4943 3,3268 3,0239 2,6031 2,1210 1,6392 1,2024 0,8438 0,5959 0,4849 0,5196 0,6819 0,9182 1,1474 1,2895 1,2956 1,1606 0,9177 0,6272 0,3614 0,1824 0,1238 0,1847 0,3292 0,4939 0,6121 0,6419 0,5792 0,4518 0,3026 0,1776 0,1157 0,1298 0,1998 0,2971 0,4104 0,5395 0,6791 0,8212 0,9666 1,1204 1,2773 1,4188 1,5310 1,6188 1,6935 1,7466 1,7511 1,6897 1,5686 1,4056 1,2279 1,0749 0,9863 0,9811 1,0486 1,1612 1,2958 1,4405 1,5814 1,6998 1,7822 1,8284 1,8563 1,9013 1,9991 2,1579 2,3457 2,5169 2,6498 2,7557 2,8612 2,9856 3,1269 3,2620 3,3569 3,3745 3,2752 3,0278 2,6371 2,1577 1,6670 1,2221 0,8505 0,5722 0,4109 0,3789 0,4570 0,5957 0,7365 0,8335 0,8661 0,8335 0,7376 0,5789 0,3614 0,0878 -0,2422 -0,6073 -0,9442 -1,1699 -1,2331 -1,1448 -0,9594 -0,7338 -0,5058 -0,3053 -0,1767 -0,1784 -0,3451 -0,6445 -0,9857 -1,2785 -1,4887 -1,6413 -1,7794 -1,9202 -2,0429 -2,1119 -2,1103 -2,0508 -1,9577 -1,8420
