Fp1   -0,3097 -0,4547 -0,4725 -0,3670 -0,1709 0,0685 0,2980 0,4654 0,5316 0,4849 0,3350 0,0937 -0,2284 -0,6038 -0,9785 -1,2868 -1,4761 -1,5288 -1,4622 -1,3096 -1,0981 -0,8446 -0,5636 -0,2722 0,0090 0,2597 0,4733 0,6700 0,8866 1,1426 1,4144 1,6448 1,7779 1,7889 1,6867 1,4941 1,2349 0,9391 0,6487 0,4016 0,2049 0,0341 -0,1344 -0,2985 -0,4462 -0,5855 -0,7412 -0,9251 -1,1226 -1,3075 -1,4589 -1,5623 -1,6082 -1,5996 -1,5619 -1,5397 -1,5842 -1,7309 -1,9712 -2,2433 -2,4634 -2,5727 -2,5579 -2,4402 -2,2519 -2,0187 -1,7489 -1,4396 -1,0939 -0,7260 -0,3499 0,0264 0,3879 0,6976 0,9072 0,9850 0,9291 0,7597 0,5077 0,2088 -0,0984 -0,3757 -0,5869 -0,7032 -0,7155 -0,6420 -0,5204 -0,4010 -0,3397 -0,3781 -0,5258 -0,7662 -1,0744 -1,4275 -1,8018 -2,1633 -2,4721 -2,7030 -2,8571 -2,9586 -3,0432 -3,1391 -3,2494 -3,3576 -3,4530 -3,5444 -3,6537 -3,8017 -3,9950 -4,2199 -4,4448 -4,6368 -4,7810 -4,8812 -4,9480 -4,9949 -5,0404 -5,0982 -5,1544 -5,1627 -5,0720 -4,8513 -4,4850 -3,9641 -3,2981 -2,5229 -1,6873 -0,8408 -0,0379 0,6620 1,2200 1,6512 2,0237 2,4087 2,8331 3,2825 3,7392 4,2081 4,7098 5,2614 5,8595 6,4744 7,0577 7,5606 7,9434 8,1803 8,2666 8,2196 8,0646 7,8266 7,5427 7,2724 7,0755 6,9715 6,9244 6,8698 6,7542 6,5546 6,2776 5,9444 5,5768 5,2020 4,8612 4,5946 4,4132 4,2861 4,1623 4,0017 3,7895 3,5283 3,2315 2,9194 2,6067 2,2941 1,9793 1,6682 1,3763 1,1240 0,9303 0,8005 0,7107 0,5965 0,3672 -0,0424 -0,6217 -1,2850 -1,9258 -2,4720 -2,9013 -3,2284 -3,4783 -3,6551 -3,7386 -3,7202 -3,6276 -3,5092 -3,4109 -3,3674 -3,3980 -3,5029 -3,6630 -3,8429 -3,9936 -4,0649 -4,0274 -3,8868 -3,6814 -3,4652 -3,2844 -3,1537 -3,0500 -2,9324 -2,7703 -2,5520 -2,2786 -1,9640 -1,6368 -1,3349 -1,0938 -0,9299 -0,8259 -0,7321 -0,5932 -0,3811 -0,1099 0,1733 0,4152 0,5766 0,6373 0,6051 0,5245 0,4659 0,4969 0,6557 0,9461 1,3526 1,8479 2,3791 2,8620 3,2113 3,3794 3,3682 3,2213 3,0128 2,8213 2,6913 2,6179 2,5679 2,5107 2,4337 2,3371 2,2234 2,0889 1,9260 1,7357 1,5384 1,3657 1,2352 1,1327 1,0279 0,9075 0,7848 0,6825 0,6223 0,6256 0,6973 0,8062 0,8960 0,9249 0,8898 0,8131 0,7156 0,6017 0,4664 0,3071 0,1240 -0,0790 -0,2838 -0,4564 -0,5621 -0,5799 -0,5039 -0,3487 -0,1658 -0,0405 -0,0559 -0,2577 -0,6401 -1,1496 -1,7094 -2,2576 -2,7705 -3,2597 -3,7553 -4,2784 -4,8150 -5,3164 -5,7253 -5,9996 -6,1165 -6,0628 -5,8294 -5,4207 -4,8722 -4,2551 -3,6592 -3,1606 -2,7982 -2,5736 -2,4598 -2,4045 -2,3472 -2,2534 -2,1254 -1,9834 -1,8402 -1,6833 -1,4805 -1,2127 -0,8908 -0,5383 -0,1629 0,2503 0,7149 1,2096 1,6711 2,0288 2,2526 2,3658 2,4156 2,4403 2,4626 2,4978 2,5588 2,6567 2,7943 2,9498 3,0754 3,1245 3,0817 2,9701 2,8402 2,7450 2,7141 2,7493 2,8410 2,9747 3,1304 3,2870 3,4263 3,5337 3,6018 3,6293 3,6130 3,5538 3,4700 3,3931 3,3429 3,3124 3,2794 3,2343 3,1885 3,1417 3,0532 2,8652 2,5514 2,1362 1,6737 1,2139 0,7820 0,3844 0,0273 -0,2811 -0,5474 -0,8037 -1,0944 -1,4500 -1,8735 -2,3356 -2,7810 -3,1528 -3,4173 -3,5595 -3,5578 -3,3836 -3,0309 -2,5432 -2,0087 -1,5220 -1,1416 -0,8746 -0,6936 -0,5651 -0,4684 -0,3946 -0,3341 -0,2771 -0,2325 -0,2311 -0,2954 -0,4076 -0,5111 -0,5387 -0,4499 -0,2514 0,0155 0,2999 0,5544 0,7472 0,8833 1,0072 1,1718 1,4037 1,6863 1,9658 2,1736 2,2586 2,2076 2,0476 1,8427 1,6754 1,6137 1,6871 1,8863 2,1701 2,4729 2,7212 2,8632 2,8936 2,8487 2,7736 2,6962 2,6263 2,5654 2,5123 2,4612 2,4000 2,3144 2,1981 2,0598 1,9178 1,7876 1,6836 1,6309 1,6596 1,7749 1,9302 2,0329 1,9887 1,7603 1,3928 0,9794 0,5998 0,2846 0,0266 -0,1912 -0,3825 -0,5519 -0,6798 -0,7175 -0,6109 -0,3327 0,0955 0,5999 1,0818 1,4663 1,7336 1,9040 2,0029 2,0426 2,0264 1,9604 1,8576 1,7306 1,5843 1,4194 1,2322 1,0066 0,7237 0,3799 -0,0138 -0,4419 -0,8760 -1,2630 -1,5426 -1,6775 -1,6640 -1,5279 -1,3196 -1,0971 -0,8936 -0,6994 -0,4804 -0,2141 0,0985 0,4499 0,8375 1,2640 1,7437 2,3030 2,9510 3,6553 4,3612 5,0255 5,6225 6,1391 6,5783 6,9550 7,2746 7,5123 7,6150 7,5392 7,2967 6,9643 6,6471 6,4241 6,3164 6,2874 6,2642 6,1714 5,9655 5,6453 5,2324 4,7446 4,1857 3,5518 2,8465 2,0907 1,3181 0,5598 -0,1701 -0,8760 -1,5634 -2,2233 -2,8378 -3,3928 -3,8724 -4,2549 -4,5303 -4,7193 -4,8657 -5,0061 -5,1486 -5,2818 -5,3993 -5,5093 -5,6274 -5,7634 -5,9170 -6,0847 -6,2613 -6,4304 -6,5631 -6,6432 -6,6960 -6,7875 -6,9854 -7,3144 -7,7436 -8,2055 -8,6308 -8,9828 -9,2734 -9,5505 -9,8676 -10,2554 -10,7079 -11,1901 -11,6552 -12,0591 -12,3666 -12,5505 -12,5941 -12,5028 -12,3086 -12,0586 -11,7993 -11,5750 -11,4279 -11,3868 -11,4497 -11,5818 -11,7263 -11,8182 -11,8019 -11,6556 -11,4023 -11,0922 -10,7738 -10,4752 -10,2009 -9,9401 -9,6838 -9,4361 -9,2103 -9,0127 -8,8274 -8,6147 -8,3323 -7,9633
Fz    -0,7616 -0,8769 -0,8935 -0,8183 -0,6820 -0,5263 -0,3930 -0,3122 -0,2926 -0,3242 -0,3966 -0,5117 -0,6725 -0,8648 -1,0610 -1,2337 -1,3648 -1,4513 -1,5050 -1,5363 -1,5349 -1,4704 -1,3091 -1,0319 -0,6443 -0,1766 0,3297 0,8403 1,3387 1,8123 2,2294 2,5427 2,7160 2,7429 2,6401 2,4297 2,1328 1,7779 1,4065 1,0591 0,7535 0,4816 0,2272 -0,0163 -0,2486 -0,4734 -0,6964 -0,9176 -1,1307 -1,3315 -1,5160 -1,6713 -1,7752 -1,8119 -1,7890 -1,7412 -1,7174 -1,7601 -1,8866 -2,0830 -2,3182 -2,5625 -2,7904 -2,9731 -3,0752 -3,0620 -2,9134 -2,6383 -2,2771 -1,8854 -1,5085 -1,1680 -0,8692 -0,6215 -0,4460 -0,3651 -0,3874 -0,5027 -0,6833 -0,8896 -1,0807 -1,2274 -1,3164 -1,3506 -1,3490 -1,3391 -1,3442 -1,3786 -1,4534 -1,5782 -1,7530 -1,9662 -2,2031 -2,4515 -2,6917 -2,8878 -3,0018 -3,0230 -2,9804 -2,9229 -2,8931 -2,9134 -2,9841 -3,0924 -3,2230 -3,3660 -3,5223 -3,7063 -3,9375 -4,2218 -4,5388 -4,8492 -5,1133 -5,3064 -5,4224 -5,4703 -5,4701 -5,4416 -5,3891 -5,2982 -5,1535 -4,9493 -4,6764 -4,3134 -3,8394 -3,2500 -2,5591 -1,7969 -1,0071 -0,2326 0,5037 1,2099 1,9141 2,6354 3,3633 4,0690 4,7341 5,3581 5,9457 6,4973 7,0112 7,4833 7,9031 8,2580 8,5361 8,7241 8,8072 8,7797 8,6567 8,4777 8,3000 8,1795 8,1507 8,2129 8,3284 8,4414 8,5055 8,5011 8,4328 8,3168 8,1720 8,0236 7,9045 7,8452 7,8555 7,9102 7,9581 7,9510 7,8650 7,6998 7,4648 7,1636 6,7921 6,3526 5,8664 5,3661 4,8840 4,4455 4,0652 3,7404 3,4430 3,1098 2,6555 2,0194 1,2082 0,2916 -0,6415 -1,5186 -2,2901 -2,9239 -3,4044 -3,7281 -3,9041 -3,9633 -3,9532 -3,9155 -3,8739 -3,8420 -3,8283 -3,8337 -3,8485 -3,8522 -3,8165 -3,7165 -3,5496 -3,3381 -3,1174 -2,9224 -2,7776 -2,6879 -2,6361 -2,5913 -2,5248 -2,4223 -2,2828 -2,1107 -1,9146 -1,7128 -1,5353 -1,4130 -1,3593 -1,3589 -1,3720 -1,3542 -1,2825 -1,1665 -1,0316 -0,8956 -0,7615 -0,6205 -0,4548 -0,2457 0,0169 0,3248 0,6516 0,9676 1,2518 1,4863 1,6471 1,7059 1,6424 1,4563 1,1721 0,8342 0,4926 0,1862 -0,0645 -0,2581 -0,4064 -0,5280 -0,6424 -0,7660 -0,9108 -1,0841 -1,2836 -1,4912 -1,6772 -1,8168 -1,9059 -1,9566 -1,9769 -1,9602 -1,8963 -1,7785 -1,6001 -1,3610 -1,0789 -0,7823 -0,4878 -0,1889 0,1264 0,4494 0,7450 0,9722 1,1077 1,1528 1,1278 1,0623 0,9855 0,9191 0,8757 0,8609 0,8681 0,8672 0,8070 0,6345 0,3159 -0,1504 -0,7308 -1,3709 -2,0227 -2,6572 -3,2622 -3,8361 -4,3765 -4,8697 -5,2901 -5,6142 -5,8325 -5,9435 -5,9430 -5,8243 -5,5874 -5,2531 -4,8708 -4,5066 -4,2180 -4,0353 -3,9545 -3,9416 -3,9432 -3,9069 -3,8021 -3,6245 -3,3869 -3,1043 -2,7811 -2,4112 -1,9949 -1,5505 -1,1072 -0,6850 -0,2815 0,1153 0,4993 0,8337 1,0716 1,1872 1,1924 1,1253 1,0296 0,9434 0,8980 0,9135 0,9923 1,1155 1,2480 1,3542 1,4200 1,4578 1,4966 1,5682 1,6924 1,8678 2,0776 2,3016 2,5229 2,7322 2,9313 3,1282 3,3216 3,4970 3,6322 3,7001 3,6797 3,5758 3,4186 3,2399 3,0544 2,8572 2,6348 2,3786 2,0884 1,7668 1,4160 1,0377 0,6355 0,2147 -0,2217 -0,6761 -1,1495 -1,6300 -2,0964 -2,5348 -2,9500 -3,3599 -3,7806 -4,2150 -4,6468 -5,0458 -5,3850 -5,6544 -5,8521 -5,9667 -5,9787 -5,8776 -5,6794 -5,4288 -5,1789 -4,9638 -4,7872 -4,6297 -4,4643 -4,2737 -4,0605 -3,8441 -3,6478 -3,4873 -3,3656 -3,2688 -3,1656 -3,0188 -2,8008 -2,5067 -2,1600 -1,8056 -1,4914 -1,2551 -1,1164 -1,0662 -1,0625 -1,0441 -0,9530 -0,7557 -0,4618 -0,1225 0,1994 0,4623 0,6533 0,7797 0,8576 0,9067 0,9492 1,0039 1,0720 1,1312 1,1541 1,1354 1,1014 1,0932 1,1402 1,2459 1,3912 1,5432 1,6688 1,7448 1,7562 1,6937 1,5583 1,3679 1,1502 0,9296 0,7229 0,5428 0,3979 0,2830 0,1712 0,0205 -0,2010 -0,4876 -0,7915 -1,0522 -1,2385 -1,3653 -1,4749 -1,6024 -1,7569 -1,9216 -2,0563 -2,1075 -2,0320 -1,8245 -1,5253 -1,2019 -0,9151 -0,6924 -0,5310 -0,4259 -0,3907 -0,4465 -0,5981 -0,8239 -1,0868 -1,3522 -1,5966 -1,8075 -1,9879 -2,1624 -2,3637 -2,6100 -2,8981 -3,2128 -3,5279 -3,8036 -4,0021 -4,1113 -4,1471 -4,1361 -4,1011 -4,0501 -3,9689 -3,8274 -3,5976 -3,2727 -2,8665 -2,3962 -1,8710 -1,2914 -0,6450 0,0883 0,9094 1,7804 2,6436 3,4549 4,1922 4,8454 5,4141 5,9071 6,3315 6,6754 6,9059 6,9969 6,9647 6,8744 6,8099 6,8315 6,9494 7,1243 7,2867 7,3651 7,3099 7,0989 6,7300 6,2145 5,5789 4,8643 4,1174 3,3787 2,6725 1,9988 1,3356 0,6559 -0,0485 -0,7619 -1,4563 -2,0979 -2,6471 -3,0747 -3,3898 -3,6444 -3,8989 -4,1824 -4,4800 -4,7598 -5,0080 -5,2378 -5,4736 -5,7377 -6,0451 -6,3999 -6,7931 -7,2087 -7,6315 -8,0555 -8,4934 -8,9754 -9,5243 -10,1294 -10,7479 -11,3323 -11,8575 -12,3299 -12,7789 -13,2413 -13,7442 -14,2923 -14,8646 -15,4235 -15,9277 -16,3435 -16,6521 -16,8481 -16,9371 -16,9364 -16,8724 -16,7701 -16,6497 -16,5338 -16,4478 -16,4054 -16,3989 -16,4012 -16,3718 -16,2659 -16,0529 -15,7339 -15,3413 -14,9200 -14,5087 -14,1268 -13,7680 -13,4109 -13,0428 -12,6685 -12,2986 -11,9322 -11,5523 -11,1302 -10,6417 -10,0905
F3    -0,3716 -0,5468 -0,5683 -0,4595 -0,2779 -0,0854 0,0681 0,1459 0,1265 0,0083 -0,1944 -0,4629 -0,7745 -1,0947 -1,3826 -1,6036 -1,7351 -1,7713 -1,7274 -1,6279 -1,4855 -1,2993 -1,0707 -0,8091 -0,5303 -0,2507 0,0263 0,3249 0,6824 1,1103 1,5666 1,9695 2,2426 2,3540 2,3170 2,1607 1,9135 1,6112 1,3032 1,0357 0,8251 0,6515 0,4846 0,3091 0,1185 -0,0991 -0,3557 -0,6445 -0,9354 -1,1912 -1,3838 -1,4959 -1,5178 -1,4539 -1,3322 -1,2004 -1,1124 -1,1108 -1,2089 -1,3854 -1,5983 -1,8044 -1,9676 -2,0624 -2,0749 -2,0003 -1,8370 -1,5902 -1,2816 -0,9453 -0,6071 -0,2729 0,0549 0,3492 0,5579 0,6312 0,5483 0,3259 0,0116 -0,3311 -0,6421 -0,8773 -1,0074 -1,0163 -0,9132 -0,7402 -0,5619 -0,4494 -0,4652 -0,6426 -0,9700 -1,3991 -1,8710 -2,3337 -2,7385 -3,0345 -3,1845 -3,1894 -3,0904 -2,9505 -2,8338 -2,7856 -2,8173 -2,9116 -3,0435 -3,1965 -3,3690 -3,5723 -3,8141 -4,0817 -4,3418 -4,5635 -4,7366 -4,8655 -4,9532 -5,0009 -5,0152 -5,0010 -4,9424 -4,8039 -4,5593 -4,2108 -3,7726 -3,2474 -2,6262 -1,9039 -1,0912 -0,2238 0,6352 1,4153 2,0731 2,6177 3,1036 3,5893 4,0971 4,6136 5,1220 5,6222 6,1235 6,6313 7,1385 7,6232 8,0565 8,4144 8,6809 8,8455 8,9047 8,8677 8,7554 8,5977 8,4366 8,3248 8,3031 8,3713 8,4813 8,5600 8,5438 8,4073 8,1701 7,8780 7,5772 7,3125 7,1330 7,0751 7,1352 7,2655 7,3963 7,4672 7,4429 7,3120 7,0834 6,7805 6,4290 6,0478 5,6537 5,2647 4,8961 4,5578 4,2523 3,9713 3,6905 3,3615 2,9181 2,3118 1,5502 0,6968 -0,1687 -0,9831 -1,7083 -2,3282 -2,8367 -3,2189 -3,4531 -3,5373 -3,4965 -3,3671 -3,1923 -3,0274 -2,9257 -2,9141 -2,9848 -3,1041 -3,2240 -3,2960 -3,2892 -3,2024 -3,0621 -2,9089 -2,7772 -2,6766 -2,5855 -2,4635 -2,2719 -1,9896 -1,6224 -1,2066 -0,7987 -0,4518 -0,1960 -0,0314 0,0694 0,1522 0,2642 0,4327 0,6518 0,8861 1,0952 1,2554 1,3622 1,4277 1,4791 1,5533 1,6848 1,8902 2,1649 2,4932 2,8532 3,2037 3,4795 3,6126 3,5652 3,3464 3,0088 2,6335 2,3003 2,0555 1,9001 1,8023 1,7225 1,6298 1,5062 1,3402 1,1196 0,8371 0,5084 0,1777 -0,1020 -0,2990 -0,4165 -0,4786 -0,5043 -0,5001 -0,4691 -0,4114 -0,3165 -0,1752 -0,0003 0,1764 0,3319 0,4705 0,6116 0,7655 0,9235 1,0672 1,1800 1,2505 1,2770 1,2747 1,2720 1,2922 1,3415 1,4152 1,5020 1,5769 1,5985 1,5219 1,3143 0,9689 0,5153 0,0068 -0,5099 -1,0131 -1,5050 -2,0018 -2,5139 -3,0309 -3,5239 -3,9600 -4,3102 -4,5456 -4,6336 -4,5449 -4,2736 -3,8565 -3,3673 -2,8920 -2,5038 -2,2489 -2,1434 -2,1731 -2,2884 -2,4151 -2,4901 -2,4899 -2,4280 -2,3297 -2,1998 -2,0179 -1,7660 -1,4518 -1,1006 -0,7332 -0,3522 0,0467 0,4484 0,8061 1,0632 1,1949 1,2268 1,2123 1,2006 1,2283 1,3221 1,4920 1,7211 1,9633 2,1546 2,2391 2,1994 2,0668 1,9071 1,7995 1,8124 1,9777 2,2837 2,6890 3,1399 3,5825 3,9743 4,2885 4,5148 4,6578 4,7254 4,7177 4,6420 4,5350 4,4511 4,4213 4,4325 4,4431 4,4166 4,3378 4,1954 3,9649 3,6237 3,1742 2,6457 2,0781 1,5066 0,9545 0,4358 -0,0364 -0,4529 -0,8264 -1,1983 -1,6205 -2,1273 -2,7198 -3,3620 -3,9928 -4,5541 -5,0131 -5,3550 -5,5581 -5,5894 -5,4303 -5,1066 -4,6934 -4,2868 -3,9617 -3,7471 -3,6265 -3,5548 -3,4832 -3,3804 -3,2387 -3,0699 -2,9050 -2,7854 -2,7338 -2,7320 -2,7302 -2,6717 -2,5174 -2,2631 -1,9390 -1,5924 -1,2716 -1,0105 -0,8075 -0,6211 -0,3931 -0,0833 0,3079 0,7380 1,1402 1,4557 1,6584 1,7593 1,7985 1,8300 1,8998 2,0334 2,2325 2,4686 2,6855 2,8236 2,8547 2,7973 2,7016 2,6151 2,5592 2,5299 2,5105 2,4829 2,4326 2,3474 2,2204 2,0573 1,8776 1,7006 1,5318 1,3684 1,2171 1,0948 1,0068 0,9272 0,8031 0,5846 0,2600 -0,1319 -0,5300 -0,8927 -1,2153 -1,5151 -1,8051 -2,0842 -2,3377 -2,5326 -2,6218 -2,5670 -2,3635 -2,0480 -1,6864 -1,3469 -1,0670 -0,8443 -0,6601 -0,5067 -0,3880 -0,3083 -0,2693 -0,2743 -0,3315 -0,4476 -0,6185 -0,8363 -1,1063 -1,4432 -1,8530 -2,3250 -2,8317 -3,3236 -3,7313 -3,9919 -4,0769 -3,9930 -3,7729 -3,4715 -3,1514 -2,8530 -2,5775 -2,2995 -1,9915 -1,6345 -1,2169 -0,7355 -0,1950 0,4076 1,0886 1,8528 2,6697 3,4891 4,2703 4,9870 5,6235 6,1829 6,6801 7,1149 7,4512 7,6292 7,6065 7,3976 7,0807 6,7630 6,5310 6,4146 6,3837 6,3665 6,2823 6,0788 5,7468 5,3067 4,7871 4,2133 3,6058 2,9817 2,3554 1,7374 1,1303 0,5233 -0,1053 -0,7661 -1,4405 -2,0883 -2,6674 -3,1407 -3,4827 -3,6972 -3,8276 -3,9372 -4,0682 -4,2209 -4,3743 -4,5205 -4,6738 -4,8505 -5,0485 -5,2492 -5,4372 -5,6147 -5,7909 -5,9675 -6,1454 -6,3452 -6,6126 -6,9942 -7,5021 -8,1048 -8,7468 -9,3740 -9,9569 -10,5043 -11,0542 -11,6462 -12,2976 -12,9925 -13,6913 -14,3464 -14,9131 -15,3517 -15,6291 -15,7301 -15,6718 -15,5017 -15,2764 -15,0458 -14,8545 -14,7393 -14,7148 -14,7668 -14,8608 -14,9513 -14,9865 -14,9172 -14,7149 -14,3866 -13,9710 -13,5221 -13,0862 -12,6798 -12,2900 -11,9011 -11,5171 -11,1586 -10,8424 -10,5621 -10,2841 -9,9646 -9,5749
F7    0,7767 0,6157 0,4837 0,3858 0,3253 0,3086 0,3284 0,3531 0,3421 0,2721 0,1413 -0,0492 -0,2988 -0,5894 -0,8737 -1,0882 -1,1874 -1,1724 -1,0854 -0,9775 -0,8762 -0,7778 -0,6597 -0,5002 -0,2953 -0,0626 0,1751 0,4119 0,6604 0,9270 1,1864 1,3860 1,4764 1,4376 1,2806 1,0306 0,7169 0,3781 0,0648 -0,1779 -0,3356 -0,4258 -0,4686 -0,4697 -0,4366 -0,3985 -0,3999 -0,4720 -0,6098 -0,7764 -0,9282 -1,0353 -1,0857 -1,0841 -1,0533 -1,0317 -1,0637 -1,1794 -1,3689 -1,5786 -1,7414 -1,8133 -1,7875 -1,6867 -1,5494 -1,4071 -1,2578 -1,0672 -0,8034 -0,4675 -0,0920 0,2811 0,6118 0,8619 1,0029 1,0289 0,9552 0,8057 0,6033 0,3735 0,1491 -0,0378 -0,1643 -0,2166 -0,1906 -0,0982 0,0289 0,1407 0,1795 0,1050 -0,0890 -0,3842 -0,7578 -1,1851 -1,6291 -2,0384 -2,3622 -2,5748 -2,6855 -2,7345 -2,7779 -2,8596 -2,9885 -3,1455 -3,3078 -3,4623 -3,6063 -3,7491 -3,9050 -4,0732 -4,2286 -4,3367 -4,3777 -4,3515 -4,2706 -4,1573 -4,0467 -3,9766 -3,9617 -3,9792 -3,9852 -3,9343 -3,7820 -3,4889 -3,0381 -2,4453 -1,7430 -0,9660 -0,1560 0,6325 1,3527 2,0004 2,6153 3,2316 3,8328 4,3638 4,7881 5,1286 5,4593 5,8621 6,3786 6,9847 7,6089 8,1734 8,6171 8,8974 8,9939 8,9126 8,6764 8,3178 7,8879 7,4626 7,1192 6,8910 6,7507 6,6382 6,5001 6,3125 6,0834 5,8379 5,5983 5,3804 5,2002 5,0683 4,9761 4,8910 4,7720 4,5968 4,3762 4,1396 3,9117 3,7011 3,4974 3,2753 3,0102 2,6963 2,3525 2,0160 1,7290 1,5162 1,3641 1,2121 0,9718 0,5754 0,0202 -0,6274 -1,2689 -1,8219 -2,2454 -2,5403 -2,7297 -2,8288 -2,8402 -2,7812 -2,6982 -2,6463 -2,6650 -2,7721 -2,9654 -3,2289 -3,5367 -3,8490 -4,1082 -4,2535 -4,2490 -4,1046 -3,8746 -3,6334 -3,4419 -3,3193 -3,2376 -3,1446 -2,9983 -2,7805 -2,4918 -2,1463 -1,7651 -1,3703 -0,9844 -0,6283 -0,3110 -0,0210 0,2646 0,5609 0,8600 1,1309 1,3379 1,4577 1,4837 1,4316 1,3474 1,2962 1,3342 1,4829 1,7359 2,0834 2,5142 2,9881 3,4222 3,7245 3,8455 3,7957 3,6325 3,4335 3,2634 3,1479 3,0742 3,0161 2,9576 2,8965 2,8331 2,7560 2,6382 2,4537 2,2079 1,9460 1,7243 1,5714 1,4725 1,3883 1,2888 1,1687 1,0391 0,9217 0,8436 0,8137 0,8014 0,7568 0,6569 0,5249 0,4025 0,3093 0,2305 0,1393 0,0207 -0,1284 -0,3063 -0,4994 -0,6734 -0,7812 -0,7821 -0,6579 -0,4256 -0,1498 0,0699 0,1434 0,0296 -0,2560 -0,6576 -1,1074 -1,5580 -1,9960 -2,4340 -2,8937 -3,3838 -3,8797 -4,3261 -4,6646 -4,8597 -4,9038 -4,8035 -4,5680 -4,2096 -3,7563 -3,2604 -2,7893 -2,3978 -2,1068 -1,9097 -1,7935 -1,7410 -1,7229 -1,7030 -1,6484 -1,5447 -1,4027 -1,2387 -1,0551 -0,8502 -0,6299 -0,3966 -0,1323 0,1969 0,6090 1,0743 1,5172 1,8574 2,0595 2,1477 2,1714 2,1649 2,1412 2,1091 2,0853 2,0956 2,1620 2,2797 2,4100 2,5050 2,5352 2,5007 2,4314 2,3704 2,3508 2,3888 2,4923 2,6576 2,8611 3,0702 3,2640 3,4365 3,5889 3,7222 3,8299 3,9033 3,9417 3,9500 3,9234 3,8489 3,7245 3,5794 3,4651 3,4091 3,3789 3,3056 3,1399 2,8801 2,5572 2,2018 1,8259 1,4347 1,0443 0,6788 0,3484 0,0369 -0,2884 -0,6543 -1,0653 -1,4972 -1,9048 -2,2437 -2,4909 -2,6387 -2,6722 -2,5713 -2,3393 -2,0229 -1,6980 -1,4313 -1,2510 -1,1476 -1,0939 -1,0650 -1,0436 -1,0142 -0,9590 -0,8682 -0,7552 -0,6537 -0,5887 -0,5520 -0,5037 -0,3947 -0,1965 0,0790 0,3877 0,6774 0,8998 1,0257 1,0681 1,0850 1,1470 1,2982 1,5325 1,7944 2,0060 2,1079 2,0862 1,9754 1,8458 1,7732 1,8061 1,9558 2,2045 2,5087 2,7997 3,0062 3,0889 3,0579 2,9550 2,8214 2,6823 2,5501 2,4302 2,3220 2,2213 2,1221 2,0132 1,8808 1,7204 1,5431 1,3681 1,2136 1,0982 1,0408 1,0463 1,0865 1,1012 1,0282 0,8460 0,5890 0,3215 0,0933 -0,0842 -0,2280 -0,3584 -0,4859 -0,6066 -0,6926 -0,6915 -0,5486 -0,2410 0,1994 0,6892 1,1304 1,4587 1,6637 1,7657 1,7815 1,7165 1,5787 1,3922 1,1935 1,0147 0,8709 0,7615 0,6730 0,5784 0,4482 0,2644 0,0174 -0,3034 -0,6968 -1,1276 -1,5320 -1,8485 -2,0408 -2,1010 -2,0473 -1,9140 -1,7297 -1,4998 -1,2130 -0,8633 -0,4582 -0,0093 0,4715 0,9762 1,5140 2,1104 2,7727 3,4696 4,1567 4,8063 5,4017 5,9261 6,3724 6,7468 7,0530 7,2731 7,3630 7,2832 7,0438 6,7161 6,3939 6,1423 5,9758 5,8664 5,7645 5,6229 5,4180 5,1521 4,8349 4,4633 4,0189 3,4832 2,8557 2,1607 1,4418 0,7456 0,1004 -0,4933 -1,0493 -1,5750 -2,0712 -2,5380 -2,9661 -3,3295 -3,6040 -3,7896 -3,9106 -3,9899 -4,0292 -4,0225 -3,9847 -3,9573 -3,9854 -4,0931 -4,2757 -4,5083 -4,7575 -4,9895 -5,1783 -5,3196 -5,4417 -5,5998 -5,8479 -6,2072 -6,6559 -7,1438 -7,6173 -8,0467 -8,4420 -8,8408 -9,2766 -9,7553 -10,2522 -10,7287 -11,1552 -11,5217 -11,8306 -12,0799 -12,2556 -12,3404 -12,3313 -12,2462 -12,1174 -11,9852 -11,8942 -11,8790 -11,9435 -12,0553 -12,1644 -12,2270 -12,2174 -12,1328 -11,9870 -11,7946 -11,5598 -11,2823 -10,9656 -10,6186 -10,2552 -9,8955 -9,5628 -9,2724 -9,0167 -8,7599 -8,4576 -8,0894
