Fp1   6,9168 6,7539 6,3993 5,8925 5,2844 4,6264 3,9594 3,3075 2,6802 2,0760 1,4862 0,9050 0,3389 -0,1911 -0,6594 -1,0442 -1,3295 -1,5065 -1,5767 -1,5581 -1,4859 -1,4054 -1,3566 -1,3594 -1,4059 -1,4657 -1,4999 -1,4778 -1,3925 -1,2652 -1,1343 -1,0379 -1,0060 -1,0531 -1,1683 -1,3155 -1,4495 -1,5372 -1,5667 -1,5463 -1,4992 -1,4546 -1,4357 -1,4505 -1,4957 -1,5625 -1,6385 -1,7100 -1,7683 -1,8172 -1,8746 -1,9664 -2,1110 -2,3031 -2,5146 -2,7094 -2,8530 -2,9168 -2,8886 -2,7829 -2,6369 -2,4940 -2,3867 -2,3228 -2,2814 -2,2230 -2,1069 -1,9065 -1,6169 -1,2549 -0,8500 -0,4375 -0,0521 0,2768 0,5289 0,6932 0,7714 0,7805 0,7445 0,6804 0,5904 0,4657 0,2961 0,0794 -0,1759 -0,4554 -0,7459 -1,0377 -1,3247 -1,6038 -1,8753 -2,1424 -2,4076 -2,6675 -2,9078 -3,1072 -3,2482 -3,3268 -3,3515 -3,3365 -3,3001 -3,2650 -3,2545 -3,2849 -3,3580 -3,4610 -3,5744 -3,6891 -3,8155 -3,9811 -4,2200 -4,5632 -5,0276 -5,6071 -6,2669 -6,9466 -7,5740 -8,0811 -8,4159 -8,5497 -8,4793 -8,2206 -7,7990 -7,2376 -6,5494 -5,7370 -4,8006 -3,7438 -2,5760 -1,3122 0,0315 1,4419 2,9030 4,3882 5,8606 7,2847 8,6355 9,8960 11,0510 12,0846 12,9820 13,7287 14,3081 14,7060 14,9192 14,9594 14,8490 14,6130 14,2727 13,8447 13,3412 12,7716 12,1465 11,4833 10,8094 10,1597 9,5664 9,0481 8,6044 8,2209 7,8775 7,5568 7,2476 6,9454 6,6500 6,3642 6,0947 5,8492 5,6241 5,3947 5,1256 4,7912 4,3837 3,9108 3,3949 2,8698 2,3743 1,9377 1,5657 1,2417 0,9442 0,6615 0,3887 0,1175 -0,1638 -0,4610 -0,7657 -1,0577 -1,3168 -1,5358 -1,7252 -1,9134 -2,1400 -2,4384 -2,8176 -3,2562 -3,7108 -4,1356 -4,4985 -4,7864 -5,0045 -5,1750 -5,3246 -5,4680 -5,6058 -5,7308 -5,8324 -5,9000 -5,9316 -5,9384 -5,9407 -5,9579 -6,0009 -6,0673 -6,1423 -6,2040 -6,2303 -6,2052 -6,1246 -5,9972 -5,8380 -5,6584 -5,4594 -5,2315 -4,9583 -4,6269 -4,2421 -3,8276 -3,4098 -3,0024 -2,6085 -2,2305 -1,8750 -1,5491 -1,2530 -0,9748 -0,6904 -0,3731 -0,0062 0,4094 0,8595 1,3254 1,7864 2,2209 2,6092 2,9346 3,1836 3,3482 3,4300 3,4387 3,3875 3,2936 3,1830 3,0858 3,0211 2,9851 2,9534 2,8928 2,7768 2,5975 2,3653 2,1015 1,8326 1,5850 1,3806 1,2319 1,1422 1,1082 1,1205 1,1618 1,2079 1,2328 1,2122 1,1306 0,9912 0,8150 0,6309 0,4663 0,3439 0,2824 0,2931 0,3758 0,5256 0,7439 1,0360 1,3979 1,8095 2,2362 2,6343 2,9604 3,1825 3,2891 3,2919 3,2216 3,1195 3,0311 2,9992 3,0528 3,1953 3,4001 3,6212 3,8132 3,9479 4,0216 4,0550 4,0854 4,1530 4,2876 4,5045 4,7999 5,1466 5,4953 5,7877 5,9781 6,0476 6,0052 5,8843 5,7344 5,6009 5,5073 5,4544 5,4307 5,4232 5,4242 5,4357 5,4699 5,5446 5,6725 5,8506 6,0593 6,2711 6,4576 6,5914 6,6488 6,6164 6,4986 6,3154 6,0943 5,8624 5,6390 5,4284 5,2174 4,9818 4,6957 4,3456 3,9421 3,5190 3,1178 2,7725 2,5017 2,3060 2,1704 2,0723 1,9895 1,9059 1,8149 1,7189 1,6259 1,5430 1,4734 1,4160 1,3625 1,2966 1,2061 1,1011 1,0120 0,9719 1,0062 1,1312 1,3494 1,6443 1,9837 2,3343 2,6749 2,9993 3,3094 3,6101 3,9071 4,1993 4,4720 4,6990 4,8520 4,9082 4,8591 4,7188 4,5235 4,3197 4,1525 4,0594 4,0628 4,1664 4,3627 4,6413 4,9864 5,3761 5,7857 6,1940 6,5862 6,9508 7,2749 7,5463 7,7579 7,9102 8,0110 8,0750 8,1189 8,1565 8,1945 8,2293 8,2505 8,2455 8,2016 8,1084 7,9632 7,7738 7,5559 7,3261 7,0939 6,8588 6,6124 6,3437 6,0409 5,6967 5,3144 4,9126 4,5238 4,1882 3,9411 3,7985 3,7511 3,7726 3,8340 3,9110 3,9840 4,0431 4,0935 4,1474 4,2055 4,2489 4,2495 4,1927 4,0888 3,9639 3,8415 3,7376 3,6662 3,6413 3,6700 3,7473 3,8578 3,9791 4,0872 4,1646 4,2052 4,2151 4,2075 4,1944 4,1814 4,1670 4,1398 4,0799 3,9697 3,8037 3,5926 3,3601 3,1419 2,9841 2,9343 3,0224 3,2491 3,5907 4,0135 4,4875 4,9923 5,5176 6,0569 6,5998 7,1245 7,5940 7,9598 8,1721 8,1924 8,0053 7,6256 7,0970 6,4792 5,8304 5,1948 4,6001 4,0576 3,5662 3,1212 2,7214 2,3737 2,0958 1,9139 1,8564 1,9451 2,1865 2,5634 3,0361 3,5540 4,0773 4,5961 5,1300 5,7139 6,3825 7,1557 8,0296 8,9770 9,9544 10,9135 11,8153 12,6381 13,3749 14,0241 14,5862 15,0640 15,4574 15,7559 15,9413 15,9986 15,9246 15,7309 15,4401 15,0799 14,6766 14,2513 13,8153 13,3667 12,8938 12,3886 11,8577 11,3226 10,8103 10,3419 9,9333 9,5973 9,3366 9,1319 8,9459 8,7414 8,4984 8,2151 7,9029 7,5810 7,2700 6,9861 6,7411 6,5438 6,4022 6,3216 6,2993 6,3236 6,3821 6,4667 6,5682 6,6663 6,7309 6,7361 6,6734 6,5524 6,3965 6,2350 6,0926 5,9801 5,8898 5,7986 5,6764 5,4939 5,2275 4,8668 4,4222 3,9241 3,4154 2,9413 2,5402 2,2307 2,0012 1,8179 1,6459 1,4642 1,2686 1,0684 0,8811 0,7266 0,6235 0,5886 0,6345 0,7613 0,9504 1,1687 1,3823 1,5680 1,7180 1,8426 1,9645 2,1041 2,2693 2,4564
Fz    6,8558 6,8892 6,7598 6,4826 6,0981 5,6693 5,2566 4,8909 4,5701 4,2703 3,9582 3,6000 3,1741 2,6808 2,1463 1,6172 1,1481 0,7859 0,5550 0,4414 0,3881 0,3154 0,1551 -0,1240 -0,5087 -0,9486 -1,3718 -1,7123 -1,9374 -2,0620 -2,1387 -2,2347 -2,4096 -2,6957 -3,0812 -3,5087 -3,8993 -4,1885 -4,3455 -4,3711 -4,2902 -4,1444 -3,9812 -3,8391 -3,7373 -3,6672 -3,5970 -3,4897 -3,3234 -3,1009 -2,8480 -2,6079 -2,4247 -2,3210 -2,2856 -2,2791 -2,2435 -2,1183 -1,8623 -1,4691 -0,9681 -0,4172 0,1181 0,5966 1,0230 1,4398 1,8981 2,4316 3,0444 3,7115 4,3903 5,0332 5,5918 6,0212 6,2902 6,3922 6,3507 6,2148 6,0392 5,8589 5,6741 5,4571 5,1721 4,7976 4,3376 3,8199 3,2840 2,7640 2,2732 1,8027 1,3343 0,8536 0,3552 -0,1540 -0,6478 -1,0821 -1,4106 -1,6053 -1,6683 -1,6284 -1,5319 -1,4346 -1,3908 -1,4369 -1,5766 -1,7789 -1,9982 -2,2060 -2,4076 -2,6381 -2,9466 -3,3801 -3,9677 -4,7087 -5,5671 -6,4770 -7,3602 -8,1469 -8,7872 -9,2506 -9,5257 -9,6227 -9,5706 -9,3967 -9,0986 -8,6346 -7,9414 -6,9650 -5,6842 -4,1193 -2,3244 -0,3704 1,6702 3,7269 5,7342 7,6447 9,4383 11,1141 12,6715 14,0966 15,3610 16,4302 17,2699 17,8515 18,1657 18,2354 18,1147 17,8748 17,5847 17,2888 16,9954 16,6874 16,3432 15,9529 15,5250 15,0857 14,6745 14,3314 14,0807 13,9215 13,8291 13,7700 13,7220 13,6857 13,6787 13,7214 13,8255 13,9875 14,1741 14,3180 14,3368 14,1629 13,7591 13,1258 12,3057 11,3840 10,4717 9,6683 9,0247 8,5310 8,1383 7,7896 7,4401 7,0629 6,6487 6,2060 5,7562 5,3219 4,9144 4,5233 4,1136 3,6326 3,0236 2,2509 1,3200 0,2804 -0,7890 -1,8061 -2,7095 -3,4726 -4,1071 -4,6532 -5,1543 -5,6360 -6,1001 -6,5296 -6,8933 -7,1580 -7,3072 -7,3552 -7,3475 -7,3472 -7,4120 -7,5723 -7,8167 -8,0949 -8,3376 -8,4781 -8,4681 -8,2909 -7,9611 -7,5090 -6,9634 -6,3430 -5,6528 -4,8857 -4,0348 -3,1050 -2,1138 -1,0905 -0,0773 0,8735 1,7155 2,4235 3,0003 3,4794 3,9221 4,3973 4,9492 5,5806 6,2604 6,9390 7,5586 8,0637 8,4139 8,5907 8,5947 8,4412 8,1553 7,7696 7,3210 6,8491 6,3934 5,9885 5,6548 5,3923 5,1834 5,0012 4,8204 4,6266 4,4134 4,1762 3,9125 3,6274 3,3388 3,0792 2,8896 2,8077 2,8524 3,0133 3,2507 3,5048 3,7109 3,8172 3,8021 3,6799 3,4891 3,2735 3,0678 2,8943 2,7639 2,6768 2,6282 2,6182 2,6596 2,7730 2,9705 3,2381 3,5320 3,7902 3,9501 3,9673 3,8338 3,5841 3,2843 3,0132 2,8408 2,8080 2,9148 3,1196 3,3533 3,5513 3,6834 3,7588 3,8135 3,8976 4,0639 4,3567 4,7999 5,3822 6,0530 6,7352 7,3469 7,8230 8,1362 8,3071 8,3967 8,4831 8,6295 8,8591 9,1524 9,4672 9,7650 10,0272 10,2620 10,5020 10,7882 11,1469 11,5722 12,0242 12,4414 12,7551 12,9016 12,8381 12,5581 12,0988 11,5318 10,9379 10,3771 9,8730 9,4179 8,9868 8,5458 8,0611 7,5141 6,9115 6,2804 5,6562 5,0753 4,5657 4,1360 3,7714 3,4436 3,1295 2,8269 2,5553 2,3453 2,2265 2,2158 2,3093 2,4810 2,6855 2,8691 2,9967 3,0780 3,1632 3,3125 3,5695 3,9501 4,4358 4,9764 5,5037 5,9541 6,2926 6,5270 6,7006 6,8694 7,0787 7,3428 7,6343 7,8908 8,0367 8,0081 7,7780 7,3699 6,8499 6,3055 5,8261 5,4845 5,3191 5,3282 5,4838 5,7492 6,0919 6,4939 6,9585 7,5058 8,1594 8,9248 9,7706 10,6312 11,4300 12,1079 12,6436 13,0583 13,4032 13,7319 14,0762 14,4396 14,8041 15,1348 15,3837 15,4993 15,4430 15,2032 14,8000 14,2753 13,6721 13,0173 12,3195 11,5801 10,8041 10,0021 9,1923 8,4035 7,6774 7,0618 6,5950 6,2912 6,1408 6,1175 6,1844 6,2946 6,3975 6,4540 6,4553 6,4223 6,3809 6,3360 6,2698 6,1647 6,0233 5,8655 5,7133 5,5849 5,4973 5,4636 5,4875 5,5605 5,6593 5,7453 5,7722 5,7029 5,5235 5,2504 4,9263 4,6076 4,3444 4,1600 4,0418 3,9530 3,8585 3,7391 3,5907 3,4238 3,2709 3,1871 3,2319 3,4436 3,8249 4,3458 4,9581 5,6142 6,2835 6,9573 7,6424 8,3451 9,0585 9,7546 10,3816 10,8682 11,1426 11,1592 10,9177 10,4630 9,8658 9,1991 8,5253 7,8926 7,3294 6,8393 6,4052 6,0031 5,6168 5,2549 4,9575 4,7843 4,7922 5,0144 5,4469 6,0470 6,7457 7,4745 8,1928 8,8983 9,6157 10,3784 11,2100 12,1077 13,0378 13,9477 14,7842 15,5093 16,1091 16,5927 16,9857 17,3223 17,6347 17,9396 18,2293 18,4771 18,6500 18,7191 18,6672 18,4960 18,2279 17,8968 17,5380 17,1732 16,7933 16,3600 15,8317 15,1878 14,4377 13,6157 12,7734 11,9717 11,2652 10,6791 10,2014 9,7962 9,4220 9,0415 8,6280 8,1759 7,7056 7,2537 6,8542 6,5232 6,2565 6,0373 5,8439 5,6552 5,4615 5,2757 5,1307 5,0596 5,0754 5,1671 5,3137 5,4957 5,6907 5,8686 5,9990 6,0653 6,0706 6,0286 5,9532 5,8522 5,7247 5,5598 5,3427 5,0660 4,7380 4,3864 4,0568 3,7997 3,6459 3,5878 3,5826 3,5747 3,5182 3,3910 3,2005 2,9812 2,7858 2,6675 2,6613 2,7726 2,9770 3,2263 3,4622 3,6351 3,7209 3,7288 3,6949 3,6643 3,6728 3,7344 3,8412
F3    7,8243 7,6753 7,3462 6,8644 6,2755 5,6314 4,9730 4,3229 3,6889 3,0691 2,4577 1,8529 1,2607 0,6963 0,1839 -0,2469 -0,5670 -0,7613 -0,8395 -0,8351 -0,7931 -0,7579 -0,7631 -0,8200 -0,9132 -1,0082 -1,0705 -1,0844 -1,0607 -1,0334 -1,0469 -1,1415 -1,3419 -1,6491 -2,0330 -2,4367 -2,7950 -3,0569 -3,2009 -3,2350 -3,1892 -3,1043 -3,0184 -2,9563 -2,9256 -2,9191 -2,9188 -2,9055 -2,8704 -2,8237 -2,7934 -2,8124 -2,9011 -3,0510 -3,2249 -3,3707 -3,4362 -3,3804 -3,1872 -2,8737 -2,4837 -2,0708 -1,6803 -1,3368 -1,0383 -0,7601 -0,4660 -0,1234 0,2852 0,7561 1,2659 1,7787 2,2550 2,6601 2,9703 3,1772 3,2889 3,3271 3,3134 3,2526 3,1314 2,9290 2,6305 2,2352 1,7578 1,2239 0,6622 0,0975 -0,4534 -0,9832 -1,4948 -1,9990 -2,5053 -3,0096 -3,4869 -3,8985 -4,2068 -4,3880 -4,4382 -4,3764 -4,2437 -4,0958 -3,9885 -3,9595 -4,0169 -4,1421 -4,3054 -4,4862 -4,6836 -4,9144 -5,2049 -5,5830 -6,0695 -6,6666 -7,3492 -8,0666 -8,7536 -9,3456 -9,7900 -10,0553 -10,1357 -10,0467 -9,8142 -9,4595 -8,9841 -8,3682 -7,5852 -6,6199 -5,4748 -4,1646 -2,7095 -1,1344 0,5277 2,2334 3,9353 5,5940 7,1850 8,6908 10,0886 11,3486 12,4415 13,3454 14,0446 14,5295 14,8004 14,8689 14,7558 14,4867 14,0867 13,5780 12,9796 12,3103 11,5948 10,8677 10,1694 9,5379 9,0025 8,5770 8,2555 8,0157 7,8302 7,6785 7,5539 7,4615 7,4094 7,3990 7,4235 7,4706 7,5183 7,5270 7,4489 7,2476 6,9115 6,4557 5,9181 5,3516 4,8127 4,3462 3,9683 3,6639 3,4032 3,1624 2,9270 2,6848 2,4246 2,1431 1,8494 1,5593 1,2827 1,0150 0,7350 0,4087 -0,0011 -0,5191 -1,1416 -1,8332 -2,5403 -3,2141 -3,8275 -4,3753 -4,8676 -5,3226 -5,7553 -6,1654 -6,5388 -6,8572 -7,1050 -7,2749 -7,3746 -7,4267 -7,4619 -7,5084 -7,5823 -7,6848 -7,8028 -7,9100 -7,9729 -7,9641 -7,8725 -7,7020 -7,4634 -7,1679 -6,8222 -6,4219 -5,9532 -5,4048 -4,7816 -4,1037 -3,3961 -2,6829 -1,9920 -1,3548 -0,7975 -0,3271 0,0717 0,4308 0,7885 1,1798 1,6246 2,1223 2,6538 3,1902 3,6972 4,1393 4,4868 4,7189 4,8244 4,8024 4,6661 4,4425 4,1681 3,8820 3,6187 3,4035 3,2481 3,1484 3,0856 3,0347 2,9768 2,9039 2,8162 2,7188 2,6214 2,5370 2,4816 2,4711 2,5142 2,6078 2,7390 2,8897 3,0402 3,1714 3,2679 3,3216 3,3344 3,3147 3,2741 3,2259 3,1852 3,1660 3,1795 3,2323 3,3297 3,4782 3,6831 3,9438 4,2518 4,5860 4,9077 5,1654 5,3100 5,3132 5,1810 4,9536 4,6903 4,4526 4,2910 4,2348 4,2835 4,4038 4,5414 4,6454 4,6868 4,6654 4,6089 4,5680 4,5995 4,7475 5,0317 5,4419 5,9351 6,4429 6,8910 7,2234 7,4171 7,4836 7,4641 7,4160 7,3906 7,4149 7,4873 7,5874 7,6932 7,7941 7,8974 8,0226 8,1906 8,4110 8,6732 8,9440 9,1811 9,3499 9,4306 9,4141 9,3005 9,1037 8,8492 8,5616 8,2547 7,9308 7,5839 7,2016 6,7696 6,2782 5,7306 5,1498 4,5757 4,0513 3,6047 3,2419 2,9499 2,7072 2,4935 2,2941 2,1024 1,9198 1,7557 1,6249 1,5394 1,5009 1,4997 1,5171 1,5326 1,5358 1,5374 1,5663 1,6566 1,8370 2,1229 2,5086 2,9623 3,4352 3,8854 4,2989 4,6900 5,0822 5,4883 5,9016 6,2951 6,6254 6,8438 6,9071 6,7889 6,4901 6,0434 5,5096 4,9653 4,4870 4,1344 3,9366 3,8916 3,9813 4,1853 4,4843 4,8597 5,2962 5,7832 6,3139 6,8778 7,4518 8,0045 8,5079 8,9473 9,3243 9,6533 9,9534 10,2418 10,5298 10,8187 11,0987 11,3469 11,5290 11,6092 11,5652 11,3970 11,1234 10,7696 10,3550 9,8876 9,3698 8,8059 8,2041 7,5746 6,9316 6,2965 5,6996 5,1750 4,7527 4,4504 4,2711 4,2058 4,2365 4,3385 4,4818 4,6352 4,7773 4,8991 4,9961 5,0573 5,0643 5,0020 4,8717 4,6912 4,4858 4,2852 4,1235 4,0308 4,0187 4,0765 4,1822 4,3129 4,4480 4,5691 4,6631 4,7266 4,7634 4,7770 4,7665 4,7254 4,6415 4,4999 4,2927 4,0286 3,7329 3,4403 3,1895 3,0250 2,9919 3,1196 3,4044 3,8121 4,2976 4,8231 5,3635 5,9040 6,4348 6,9475 7,4313 7,8643 8,2096 8,4222 8,4658 8,3250 8,0075 7,5429 6,9775 6,3654 5,7558 5,1846 4,6719 4,2228 3,8307 3,4818 3,1647 2,8817 2,6537 2,5155 2,5032 2,6391 2,9210 3,3229 3,8061 4,3387 4,9118 5,5396 6,2476 7,0586 7,9779 8,9835 10,0272 11,0463 11,9791 12,7816 13,4397 13,9676 14,3958 14,7580 15,0846 15,3918 15,6748 15,9132 16,0857 16,1773 16,1797 16,0875 15,8980 15,6137 15,2452 14,8082 14,3130 13,7597 13,1462 12,4787 11,7766 11,0692 10,3883 9,7634 9,2162 8,7496 8,3399 7,9464 7,5309 7,0738 6,5791 6,0726 5,5904 5,1620 4,7996 4,5022 4,2664 4,0913 3,9761 3,9155 3,9009 3,9268 3,9940 4,1036 4,2474 4,4032 4,5423 4,6422 4,6933 4,7027 4,6921 4,6855 4,6939 4,7089 4,7084 4,6663 4,5590 4,3681 4,0876 3,7323 3,3410 2,9691 2,6711 2,4814 2,3993 2,3871 2,3869 2,3466 2,2353 2,0483 1,8050 1,5450 1,3185 1,1729 1,1371 1,2161 1,3937 1,6375 1,9061 2,1635 2,3939 2,6058 2,8243 3,0737 3,3619 3,6779 3,9986
F7    6,6957 6,4924 6,1566 5,7042 5,1643 4,5644 3,9191 3,2373 2,5355 1,8375 1,1698 0,5584 0,0285 -0,3976 -0,7065 -0,9013 -1,0008 -1,0317 -1,0242 -1,0090 -1,0095 -1,0346 -1,0775 -1,1229 -1,1547 -1,1601 -1,1345 -1,0848 -1,0293 -0,9917 -0,9927 -1,0413 -1,1344 -1,2596 -1,3969 -1,5207 -1,6098 -1,6564 -1,6665 -1,6512 -1,6215 -1,5878 -1,5602 -1,5485 -1,5617 -1,6093 -1,6997 -1,8362 -2,0143 -2,2245 -2,4544 -2,6895 -2,9143 -3,1135 -3,2750 -3,3925 -3,4611 -3,4726 -3,4237 -3,3278 -3,2117 -3,0992 -2,9975 -2,8996 -2,7955 -2,6779 -2,5393 -2,3695 -2,1601 -1,9087 -1,6196 -1,3025 -0,9717 -0,6452 -0,3433 -0,0865 0,1086 0,2342 0,2898 0,2768 0,1966 0,0522 -0,1516 -0,4131 -0,7348 -1,1177 -1,5550 -2,0303 -2,5202 -2,9973 -3,4363 -3,8214 -4,1464 -4,4065 -4,5947 -4,7070 -4,7487 -4,7324 -4,6724 -4,5813 -4,4692 -4,3450 -4,2203 -4,1108 -4,0317 -3,9944 -4,0102 -4,0943 -4,2604 -4,5095 -4,8283 -5,2019 -5,6229 -6,0872 -6,5831 -7,0834 -7,5447 -7,9155 -8,1494 -8,2191 -8,1206 -7,8617 -7,4494 -6,8880 -6,1844 -5,3509 -4,4035 -3,3603 -2,2421 -1,0698 0,1394 1,3771 2,6397 3,9160 5,1813 6,4054 7,5630 8,6358 9,6096 10,4739 11,2207 11,8398 12,3161 12,6344 12,7843 12,7600 12,5636 12,2059 11,7061 11,0917 10,3989 9,6706 8,9560 8,3058 7,7597 7,3310 7,0020 6,7343 6,4858 6,2240 5,9350 5,6278 5,3272 5,0589 4,8381 4,6661 4,5337 4,4282 4,3308 4,2109 4,0365 3,7947 3,4939 3,1507 2,7802 2,3970 2,0168 1,6532 1,3105 0,9849 0,6777 0,3994 0,1589 -0,0485 -0,2442 -0,4574 -0,7079 -0,9956 -1,3043 -1,6097 -1,8904 -2,1403 -2,3755 -2,6256 -2,9167 -3,2604 -3,6504 -4,0684 -4,4917 -4,8977 -5,2694 -5,5981 -5,8773 -6,0976 -6,2508 -6,3350 -6,3543 -6,3199 -6,2513 -6,1709 -6,0953 -6,0317 -5,9774 -5,9236 -5,8617 -5,7826 -5,6772 -5,5397 -5,3734 -5,1867 -4,9862 -4,7727 -4,5402 -4,2750 -3,9603 -3,5915 -3,1883 -2,7855 -2,4083 -2,0595 -1,7284 -1,4070 -1,0933 -0,7865 -0,4821 -0,1716 0,1563 0,5144 0,9100 1,3403 1,7934 2,2550 2,7102 3,1439 3,5394 3,8749 4,1244 4,2727 4,3276 4,3173 4,2786 4,2479 4,2547 4,3141 4,4191 4,5402 4,6339 4,6597 4,5987 4,4605 4,2756 4,0819 3,9167 3,8081 3,7669 3,7815 3,8212 3,8488 3,8361 3,7721 3,6625 3,5246 3,3752 3,2231 3,0725 2,9295 2,8032 2,7051 2,6466 2,6333 2,6624 2,7303 2,8440 3,0189 3,2615 3,5543 3,8603 4,1360 4,3398 4,4423 4,4397 4,3600 4,2577 4,1915 4,1994 4,2867 4,4342 4,6146 4,8052 4,9865 5,1383 5,2422 5,2929 5,3053 5,3090 5,3323 5,3881 5,4748 5,5882 5,7283 5,8903 6,0524 6,1767 6,2234 6,1663 5,9993 5,7400 5,4269 5,1093 4,8369 4,6492 4,5637 4,5752 4,6646 4,8080 4,9784 5,1491 5,2996 5,4178 5,4985 5,5435 5,5630 5,5690 5,5639 5,5396 5,4877 5,4053 5,2883 5,1309 4,9321 4,6982 4,4369 4,1517 3,8398 3,4954 3,1213 2,7349 2,3619 2,0228 1,7259 1,4694 1,2499 1,0670 0,9199 0,8029 0,7064 0,6241 0,5543 0,4972 0,4502 0,4061 0,3551 0,2902 0,2111 0,1279 0,0574 0,0171 0,0236 0,0908 0,2253 0,4211 0,6604 0,9257 1,2110 1,5159 1,8279 2,1222 2,3790 2,5905 2,7528 2,8578 2,8964 2,8645 2,7647 2,6106 2,4277 2,2492 2,1080 2,0298 2,0246 2,0875 2,2135 2,4053 2,6649 2,9860 3,3508 3,7322 4,1000 4,4264 4,6914 4,8884 5,0285 5,1346 5,2311 5,3318 5,4345 5,5292 5,6091 5,6712 5,7133 5,7320 5,7234 5,6875 5,6293 5,5549 5,4674 5,3608 5,2194 5,0229 4,7564 4,4185 4,0230 3,5973 3,1762 2,7906 2,4570 2,1789 1,9547 1,7831 1,6647 1,6031 1,6045 1,6715 1,7936 1,9464 2,1037 2,2464 2,3588 2,4243 2,4303 2,3798 2,2967 2,2146 2,1588 2,1418 2,1694 2,2416 2,3468 2,4668 2,5913 2,7233 2,8716 3,0411 3,2280 3,4199 3,5969 3,7324 3,8023 3,7971 3,7255 3,6042 3,4464 3,2628 3,0676 2,8788 2,7152 2,6018 2,5691 2,6377 2,8045 3,0466 3,3411 3,6772 4,0510 4,4528 4,8610 5,2474 5,5846 5,8479 6,0138 6,0644 5,9947 5,8107 5,5223 5,1431 4,6942 4,1991 3,6772 3,1446 2,6175 2,1097 1,6305 1,1862 0,7862 0,4466 0,1869 0,0233 -0,0320 0,0305 0,2182 0,5304 0,9537 1,4669 2,0531 2,7044 3,4201 4,2031 5,0512 5,9501 6,8713 7,7776 8,6304 9,3990 10,0694 10,6451 11,1412 11,5742 11,9535 12,2733 12,5134 12,6499 12,6713 12,5869 12,4212 12,1968 11,9240 11,6029 11,2292 10,8005 10,3209 9,7996 9,2500 8,6928 8,1567 7,6700 7,2478 6,8938 6,6070 6,3810 6,1996 6,0397 5,8816 5,7171 5,5472 5,3756 5,2040 5,0252 4,8253 4,5981 4,3600 4,1480 3,9987 3,9278 3,9294 3,9889 4,0882 4,2019 4,2915 4,3123 4,2366 4,0696 3,8461 3,6184 3,4408 3,3470 3,3345 3,3648 3,3789 3,3229 3,1670 2,9069 2,5566 2,1486 1,7344 1,3708 1,0965 0,9192 0,8176 0,7544 0,6944 0,6160 0,5119 0,3849 0,2453 0,1085 -0,0083 -0,0871 -0,1135 -0,0821 0,0032 0,1331 0,2950 0,4759 0,6652 0,8562 1,0509 1,2587 1,4830 1,7121 1,9290
