Fp1   0,0075 -0,0869 -0,0360 0,1129 0,2635 0,3183 0,2189 -0,0354 -0,3875 -0,7391 -0,9809 -1,0350 -0,8940 -0,6266 -0,3419 -0,1335 -0,0409 -0,0536 -0,1347 -0,2432 -0,3592 -0,4882 -0,6371 -0,7994 -0,9556 -1,0704 -1,0934 -0,9814 -0,7237 -0,3523 0,0706 0,4828 0,8454 1,1443 1,3647 1,4749 1,4497 1,3065 1,1035 0,9050 0,7559 0,6733 0,6401 0,6039 0,5019 0,3062 0,0417 -0,2365 -0,4759 -0,6493 -0,7609 -0,8378 -0,9110 -0,9845 -1,0222 -0,9761 -0,8161 -0,5363 -0,1662 0,2249 0,5654 0,8284 1,0353 1,2234 1,4172 1,6222 1,8370 2,0577 2,2647 2,4179 2,4782 2,4292 2,2800 2,0572 1,7909 1,5051 1,2350 1,0431 0,9888 1,0776 1,2481 1,4087 1,4921 1,4879 1,4346 1,3730 1,3085 1,2279 1,1417 1,0841 1,0794 1,1328 1,2460 1,4111 1,5814 1,6759 1,6241 1,4122 1,0955 0,7762 0,5627 0,5292 0,6904 1,0041 1,3862 1,7301 1,9344 1,9361 1,7398 1,4260 1,1084 0,8587 0,6697 0,4787 0,2230 -0,1082 -0,4683 -0,7970 -1,0604 -1,2527 -1,3806 -1,4620 -1,5181 -1,5490 -1,5405 -1,4994 -1,4516 -1,4088 -1,3618 -1,3005 -1,2326 -1,1881 -1,2001 -1,2713 -1,3699 -1,4667 -1,5698 -1,7140 -1,9121 -2,1139 -2,2169 -2,1349 -1,8542 -1,4232 -0,9182 -0,4234 -0,0101 0,2759 0,4067 0,3727 0,1909 -0,1051 -0,4784 -0,8852 -1,2633 -1,5270 -1,5911 -1,4159 -1,0311 -0,5149 0,0480 0,5883 1,0496 1,3957 1,6340 1,8051 1,9457 2,0707 2,1683 2,2027 2,1443 2,0014 1,8093 1,5943 1,3603 1,1138 0,8962 0,7646 0,7343 0,7767 0,8808 1,0730 1,3644 1,7132 2,0354 2,2343 2,2393 2,0472 1,7263 1,3688 1,0358 0,7567 0,5604 0,4785 0,5271 0,6962 0,9451 1,2040 1,4020 1,5035 1,5114 1,4446 1,3290 1,1960 1,0690 0,9511 0,8356 0,7350 0,6873 0,7162 0,7948 0,8645 0,8822 0,8498 0,8137 0,8302 0,9144 1,0204 1,0786 1,0420 0,8921 0,6191 0,2198 -0,2831 -0,8333 -1,3579 -1,7865 -2,0587 -2,1311 -1,9935 -1,6817 -1,2766 -0,8940 -0,6551 -0,6376 -0,8337 -1,1480 -1,4475 -1,6447 -1,7444 -1,8050 -1,8813 -2,0186 -2,2519 -2,5705 -2,8993 -3,1407 -3,2412 -3,2107 -3,0886 -2,9021 -2,6463 -2,3026 -1,8825 -1,4417 -1,0607 -0,8329 -0,8369 -1,0759 -1,4562 -1,8456 -2,1381 -2,2866 -2,3174 -2,2980 -2,2651 -2,1941 -2,0352 -1,7645 -1,4055 -1,0176 -0,6794 -0,4676 -0,4132 -0,4723 -0,5741 -0,6938 -0,8635 -1,1173 -1,4278 -1,7008 -1,8409 -1,8088 -1,6249 -1,3481 -1,0525 -0,7985 -0,6108 -0,4858 -0,4190 -0,4248 -0,5183 -0,6803 -0,8591 -1,0001 -1,0697 -1,0718 -1,0442 -1,0202 -0,9928 -0,9253 -0,7890 -0,5884 -0,3557 -0,1279 0,0721 0,2349 0,3524 0,4274 0,4954 0,6056 0,7723 0,9569 1,0947 1,1331 1,0601 0,9016 0,6946 0,4821 0,3237 0,2838 0,4096 0,7134 1,1565 1,6473 2,0759 2,3671 2,5079 2,5414 2,5445 2,5922 2,7163 2,8859 3,0279 3,0750 3,0015 2,8136 2,5189 2,1163 1,6132 1,0434 0,4718 -0,0193 -0,3560 -0,5049 -0,4899 -0,3829 -0,2670 -0,1876 -0,1262 -0,0294 0,1322 0,3377 0,5411 0,7078 0,8173 0,8435 0,7662 0,6077 0,4267 0,2704 0,1432 0,0186 -0,1267 -0,2884 -0,4359 -0,5292 -0,5370 -0,4595 -0,3382 -0,2287 -0,1637 -0,1427 -0,1504 -0,1729 -0,1911 -0,1714 -0,0781 0,0993 0,3246 0,5259 0,6489 0,6954 0,7084 0,7285 0,7622 0,7855 0,7730 0,7251 0,6708 0,6424 0,6397 0,6193 0,5250 0,3407 0,1122 -0,0880 -0,2102 -0,2405 -0,1884 -0,0782 0,0590 0,1961 0,3165 0,4177 0,5055 0,5731 0,5960 0,5544 0,4577 0,3363 0,2037 0,0398 -0,1781 -0,4422 -0,7195 -0,9710 -1,1553 -1,2311 -1,1808 -1,0265 -0,8168 -0,6015 -0,4143 -0,2604 -0,1198 0,0351 0,2171 0,4033 0,5343 0,5472 0,4099 0,1230 -0,2926 -0,7988 -1,3376 -1,8462 -2,2840 -2,6361 -2,8834 -2,9805 -2,8777 -2,5635 -2,0865 -1,5457 -1,0505 -0,6729 -0,4294 -0,3102 -0,3292 -0,5299 -0,9289 -1,4587 -1,9753 -2,3247 -2,4214 -2,2852 -2,0147 -1,7195 -1,4645 -1,2578 -1,0702 -0,8727 -0,6682 -0,4869 -0,3633 -0,3155 -0,3220 -0,3240 -0,2734 -0,1742 -0,0629 0,0366 0,1219 0,1923 0,2374 0,2389 0,1736 0,0155 -0,2567 -0,6497 -1,1419 -1,6764 -2,1746 -2,5756 -2,8650 -3,0612 -3,1795 -3,2211 -3,1861 -3,0871 -2,9496 -2,8045 -2,6743 -2,5625 -2,4554 -2,3463 -2,2646 -2,2703 -2,4093 -2,6768 -3,0158 -3,3397 -3,5765 -3,7013 -3,7177 -3,6274 -3,4384 -3,1782 -2,8774 -2,5567 -2,2383 -1,9572 -1,7532 -1,6536 -1,6607 -1,7467 -1,8555 -1,9254 -1,9283 -1,8848 -1,8302 -1,7716 -1,7029 -1,6484 -1,6601 -1,7793 -2,0052 -2,2825 -2,5197 -2,6318 -2,5792 -2,3803 -2,0963 -1,7990 -1,5375 -1,3297 -1,1795 -1,0947 -1,0878 -1,1592 -1,2866 -1,4331 -1,5624 -1,6479 -1,6802 -1,6739 -1,6579 -1,6522 -1,6574 -1,6687 -1,6940 -1,7470 -1,8203 -1,8923 -1,9730 -2,1059 -2,3038 -2,5162 -2,6770 -2,7599 -2,7814 -2,7757 -2,7770 -2,8106 -2,8884 -3,0114 -3,1774 -3,3926 -3,6630 -3,9611 -4,2080 -4,3129 -4,2317 -3,9792 -3,6000 -3,1556 -2,7297 -2,4070 -2,2273 -2,1713 -2,1913 -2,2507 -2,3376 -2,4429 -2,5390 -2,5931 -2,5940 -2,5521 -2,4823 -2,3925 -2,2882 -2,1892 -2,1358 -2,1551 -2,2241 -2,2786 -2,2590 -2,1405 -1,9327
Fz    0,8547 0,9162 1,0710 1,2563 1,3802 1,3548 1,1310 0,7208 0,1974 -0,3251 -0,7292 -0,9362 -0,9348 -0,7849 -0,5912 -0,4495 -0,4028 -0,4393 -0,5168 -0,5906 -0,6416 -0,6800 -0,7211 -0,7691 -0,8175 -0,8429 -0,8031 -0,6568 -0,3907 -0,0296 0,3754 0,7676 1,0982 1,3312 1,4384 1,3987 1,2140 0,9220 0,5872 0,2719 0,0116 -0,1867 -0,3338 -0,4511 -0,5611 -0,6666 -0,7471 -0,7826 -0,7737 -0,7430 -0,7262 -0,7552 -0,8368 -0,9343 -0,9820 -0,9303 -0,7647 -0,4900 -0,1316 0,2508 0,5895 0,8541 1,0622 1,2577 1,4807 1,7487 2,0591 2,3977 2,7359 3,0283 3,2270 3,2992 3,2379 3,0654 2,8175 2,5260 2,2314 1,9975 1,8873 1,9190 2,0549 2,2297 2,3888 2,5068 2,5827 2,6202 2,6134 2,5621 2,4955 2,4556 2,4584 2,4894 2,5289 2,5572 2,5424 2,4408 2,2202 1,8881 1,5004 1,1404 0,8885 0,7962 0,8713 1,0810 1,3616 1,6293 1,7986 1,8110 1,6644 1,4197 1,1621 0,9414 0,7526 0,5552 0,3089 0,0133 -0,2883 -0,5494 -0,7520 -0,8980 -0,9903 -1,0359 -1,0472 -1,0239 -0,9587 -0,8666 -0,7847 -0,7396 -0,7328 -0,7503 -0,7794 -0,8194 -0,8722 -0,9229 -0,9429 -0,9233 -0,9005 -0,9375 -1,0668 -1,2463 -1,3767 -1,3754 -1,2296 -0,9818 -0,6920 -0,4139 -0,1788 0,0033 0,1233 0,1698 0,1381 0,0277 -0,1565 -0,3888 -0,6136 -0,7514 -0,7244 -0,4992 -0,1087 0,3714 0,8652 1,3135 1,6686 1,9056 2,0468 2,1449 2,2395 2,3415 2,4390 2,4981 2,4828 2,3837 2,2168 1,9993 1,7409 1,4630 1,2199 1,0776 1,0621 1,1586 1,3601 1,6810 2,1158 2,6118 3,0812 3,4300 3,5940 3,5687 3,4094 3,1979 3,0010 2,8568 2,7885 2,8088 2,9126 3,0786 3,2727 3,4510 3,5714 3,6103 3,5651 3,4487 3,2891 3,1173 2,9491 2,7858 2,6357 2,5333 2,5267 2,6323 2,8001 2,9356 2,9579 2,8444 2,6403 2,4256 2,2549 2,1244 1,9976 1,8421 1,6339 1,3487 0,9735 0,5251 0,0510 -0,3828 -0,7079 -0,8738 -0,8622 -0,6870 -0,3856 -0,0182 0,3268 0,5492 0,5766 0,4058 0,1107 -0,1939 -0,4215 -0,5613 -0,6556 -0,7543 -0,9047 -1,1437 -1,4633 -1,7937 -2,0487 -2,1925 -2,2495 -2,2556 -2,2180 -2,1139 -1,9162 -1,6286 -1,3004 -1,0134 -0,8629 -0,9222 -1,1862 -1,5583 -1,9156 -2,1751 -2,3150 -2,3694 -2,3928 -2,4070 -2,3833 -2,2705 -2,0371 -1,6976 -1,3145 -0,9784 -0,7696 -0,7077 -0,7323 -0,7577 -0,7485 -0,7364 -0,7724 -0,8582 -0,9294 -0,9080 -0,7564 -0,4799 -0,1076 0,3185 0,7546 1,1656 1,5198 1,7760 1,8909 1,8529 1,7035 1,5133 1,3439 1,2343 1,1898 1,1762 1,1509 1,1097 1,0916 1,1355 1,2428 1,3813 1,5115 1,6069 1,6561 1,6590 1,6345 1,6271 1,6846 1,8150 1,9726 2,0903 2,1228 2,0685 1,9520 1,7936 1,6126 1,4488 1,3604 1,4074 1,6297 2,0155 2,4877 2,9386 3,2885 3,5136 3,6367 3,7091 3,7893 3,9072 4,0433 4,1441 4,1624 4,0829 3,9115 3,6529 3,3100 2,8982 2,4539 2,0315 1,6897 1,4754 1,4073 1,4686 1,6142 1,7902 1,9588 2,1126 2,2633 2,4157 2,5537 2,6459 2,6671 2,6086 2,4694 2,2621 2,0344 1,8511 1,7408 1,6681 1,5657 1,3921 1,1584 0,9121 0,7108 0,5996 0,5846 0,6226 0,6527 0,6378 0,5800 0,5044 0,4389 0,4142 0,4657 0,6139 0,8438 1,0986 1,2986 1,3920 1,3860 1,3284 1,2665 1,2251 1,2046 1,1906 1,1696 1,1446 1,1321 1,1338 1,1194 1,0465 0,9023 0,7226 0,5618 0,4543 0,4101 0,4276 0,4952 0,5888 0,6810 0,7536 0,8020 0,8241 0,8062 0,7281 0,5851 0,3978 0,1932 -0,0264 -0,2865 -0,6039 -0,9581 -1,2999 -1,5772 -1,7451 -1,7681 -1,6351 -1,3718 -1,0282 -0,6602 -0,3162 -0,0184 0,2394 0,4701 0,6698 0,8069 0,8342 0,7172 0,4527 0,0605 -0,4307 -0,9823 -1,5370 -2,0271 -2,3982 -2,6215 -2,6826 -2,5720 -2,2942 -1,8846 -1,4137 -0,9720 -0,6315 -0,4133 -0,2986 -0,2734 -0,3613 -0,6053 -1,0113 -1,5071 -1,9632 -2,2564 -2,3300 -2,2133 -1,9964 -1,7761 -1,6101 -1,5036 -1,4248 -1,3384 -1,2340 -1,1263 -1,0346 -0,9649 -0,8963 -0,7838 -0,5951 -0,3443 -0,0766 0,1734 0,3960 0,5901 0,7489 0,8560 0,8853 0,8076 0,6068 0,2913 -0,1029 -0,5216 -0,9123 -1,2492 -1,5400 -1,8034 -2,0412 -2,2342 -2,3620 -2,4242 -2,4420 -2,4439 -2,4473 -2,4469 -2,4212 -2,3626 -2,3055 -2,3153 -2,4438 -2,6932 -3,0085 -3,3006 -3,4937 -3,5605 -3,5088 -3,3549 -3,1235 -2,8543 -2,5853 -2,3432 -2,1528 -2,0444 -2,0448 -2,1626 -2,3792 -2,6474 -2,8990 -3,0723 -3,1493 -3,1644 -3,1623 -3,1502 -3,1087 -3,0430 -2,9908 -2,9859 -3,0256 -3,0652 -3,0399 -2,9000 -2,6428 -2,3196 -2,0133 -1,7925 -1,6774 -1,6473 -1,6761 -1,7527 -1,8758 -2,0367 -2,2108 -2,3647 -2,4690 -2,5035 -2,4605 -2,3552 -2,2287 -2,1269 -2,0789 -2,0986 -2,1974 -2,3795 -2,6220 -2,8850 -3,1523 -3,4348 -3,7209 -3,9577 -4,1021 -4,1633 -4,1882 -4,2219 -4,2850 -4,3728 -4,4699 -4,5660 -4,6619 -4,7711 -4,9103 -5,0742 -5,2197 -5,2907 -5,2589 -5,1281 -4,9115 -4,6304 -4,3316 -4,0768 -3,9007 -3,7942 -3,7274 -3,6787 -3,6435 -3,6174 -3,5787 -3,5043 -3,3964 -3,2798 -3,1823 -3,1251 -3,1183 -3,1617 -3,2457 -3,3452 -3,4175 -3,4152 -3,3091 -3,1011 -2,8225
F3    0,4782 0,4247 0,4568 0,5475 0,6335 0,6507 0,5646 0,3815 0,1420 -0,0900 -0,2452 -0,2763 -0,1816 -0,0084 0,1651 0,2657 0,2578 0,1513 -0,0141 -0,1939 -0,3616 -0,5101 -0,6349 -0,7263 -0,7715 -0,7524 -0,6472 -0,4474 -0,1758 0,1157 0,3700 0,5479 0,6341 0,6296 0,5398 0,3704 0,1441 -0,0863 -0,2572 -0,3285 -0,2973 -0,1894 -0,0517 0,0553 0,0808 0,0132 -0,1182 -0,2718 -0,4215 -0,5617 -0,7008 -0,8588 -1,0610 -1,3050 -1,5355 -1,6762 -1,6804 -1,5439 -1,2961 -0,9902 -0,6787 -0,3834 -0,0931 0,2142 0,5532 0,9271 1,3293 1,7395 2,1146 2,3962 2,5388 2,5311 2,3944 2,1683 1,8915 1,5896 1,2899 1,0432 0,9088 0,9120 1,0255 1,1954 1,3811 1,5706 1,7637 1,9393 2,0442 2,0324 1,9184 1,7771 1,6832 1,6679 1,7255 1,8236 1,8925 1,8402 1,6037 1,1914 0,6870 0,2198 -0,0823 -0,1425 0,0350 0,3758 0,7746 1,1371 1,4029 1,5432 1,5549 1,4611 1,3044 1,1214 0,9165 0,6596 0,3193 -0,0886 -0,4965 -0,8351 -1,0770 -1,2287 -1,3035 -1,3170 -1,2886 -1,2295 -1,1456 -1,0537 -0,9785 -0,9331 -0,9171 -0,9261 -0,9557 -1,0045 -1,0708 -1,1405 -1,1907 -1,2165 -1,2473 -1,3267 -1,4704 -1,6372 -1,7399 -1,7051 -1,5263 -1,2543 -0,9487 -0,6537 -0,3986 -0,2066 -0,1034 -0,1092 -0,2209 -0,4145 -0,6584 -0,9165 -1,1438 -1,2833 -1,2831 -1,1267 -0,8400 -0,4704 -0,0671 0,3230 0,6542 0,8944 1,0447 1,1390 1,2232 1,3308 1,4607 1,5709 1,6120 1,5725 1,4742 1,3301 1,1353 0,9044 0,6965 0,5799 0,5772 0,6691 0,8507 1,1489 1,5764 2,0904 2,5972 2,9894 3,1951 3,2038 3,0562 2,8116 2,5222 2,2354 2,0158 1,9352 2,0329 2,2909 2,6432 3,0011 3,2805 3,4217 3,3945 3,2060 2,9137 2,6047 2,3408 2,1294 1,9487 1,7928 1,6878 1,6611 1,7043 1,7754 1,8254 1,8169 1,7353 1,5952 1,4305 1,2758 1,1599 1,1012 1,0855 1,0520 0,9245 0,6692 0,3165 -0,0716 -0,4360 -0,7239 -0,8894 -0,9081 -0,7922 -0,5992 -0,4267 -0,3803 -0,5231 -0,8325 -1,1957 -1,4672 -1,5597 -1,4868 -1,3272 -1,1721 -1,1087 -1,1978 -1,4297 -1,7206 -1,9718 -2,1337 -2,2106 -2,2253 -2,1860 -2,0704 -1,8425 -1,4971 -1,0835 -0,7000 -0,4851 -0,5723 -0,9814 -1,5630 -2,1001 -2,4558 -2,6174 -2,6528 -2,6374 -2,5949 -2,4934 -2,2940 -1,9965 -1,6454 -1,3035 -1,0292 -0,8649 -0,8137 -0,8248 -0,8360 -0,8370 -0,8757 -1,0022 -1,2040 -1,3948 -1,4755 -1,3983 -1,1737 -0,8438 -0,4599 -0,0718 0,2784 0,5604 0,7528 0,8440 0,8454 0,7958 0,7371 0,6904 0,6560 0,6178 0,5503 0,4453 0,3369 0,2942 0,3793 0,6054 0,9257 1,2581 1,5252 1,6767 1,6936 1,5996 1,4722 1,4041 1,4334 1,5213 1,5919 1,5849 1,4878 1,3312 1,1561 0,9976 0,8918 0,8777 0,9873 1,2280 1,5645 1,9165 2,1899 2,3287 2,3469 2,3141 2,3123 2,3952 2,5678 2,7862 2,9755 3,0649 3,0192 2,8398 2,5458 2,1641 1,7279 1,2802 0,8754 0,5758 0,4335 0,4626 0,6265 0,8544 1,0728 1,2346 1,3393 1,4277 1,5490 1,7203 1,9109 2,0616 2,1153 2,0347 1,8223 1,5359 1,2625 1,0611 0,9301 0,8218 0,6862 0,5053 0,3012 0,1240 0,0248 0,0195 0,0801 0,1681 0,2681 0,3846 0,5159 0,6431 0,7473 0,8260 0,8862 0,9323 0,9607 0,9629 0,9424 0,9295 0,9699 1,0868 1,2491 1,3835 1,4265 1,3684 1,2516 1,1328 1,0444 0,9803 0,9121 0,8267 0,7489 0,7212 0,7664 0,8735 1,0051 1,1140 1,1651 1,1482 1,0775 0,9820 0,8869 0,7942 0,6872 0,5576 0,4210 0,3018 0,2082 0,1275 0,0458 -0,0423 -0,1444 -0,2714 -0,4177 -0,5499 -0,6254 -0,6164 -0,5164 -0,3413 -0,1252 0,0984 0,3140 0,5189 0,7060 0,8478 0,8977 0,8150 0,5911 0,2506 -0,1683 -0,6313 -1,1073 -1,5642 -1,9744 -2,3196 -2,5789 -2,7122 -2,6760 -2,4592 -2,1021 -1,6779 -1,2559 -0,8749 -0,5470 -0,2877 -0,1398 -0,1569 -0,3533 -0,6689 -0,9888 -1,2037 -1,2650 -1,1994 -1,0827 -0,9913 -0,9622 -0,9777 -0,9822 -0,9224 -0,7872 -0,6081 -0,4324 -0,2956 -0,2019 -0,1281 -0,0567 0,0019 0,0271 0,0191 0,0034 0,0088 0,0453 0,0988 0,1366 0,1198 0,0153 -0,1963 -0,5064 -0,8668 -1,2018 -1,4513 -1,6064 -1,7006 -1,7708 -1,8332 -1,8879 -1,9343 -1,9810 -2,0355 -2,0867 -2,1042 -2,0592 -1,9496 -1,8153 -1,7304 -1,7685 -1,9636 -2,2859 -2,6523 -2,9726 -3,1862 -3,2603 -3,1797 -2,9565 -2,6346 -2,2704 -1,9187 -1,6357 -1,4740 -1,4578 -1,5649 -1,7368 -1,9025 -1,9983 -1,9874 -1,8824 -1,7409 -1,6207 -1,5343 -1,4597 -1,3901 -1,3508 -1,3701 -1,4457 -1,5353 -1,5779 -1,5315 -1,3979 -1,2179 -1,0505 -0,9452 -0,9212 -0,9661 -1,0555 -1,1729 -1,3129 -1,4685 -1,6204 -1,7422 -1,8131 -1,8240 -1,7814 -1,7136 -1,6673 -1,6848 -1,7764 -1,9220 -2,0978 -2,2921 -2,4924 -2,6846 -2,8765 -3,0947 -3,3409 -3,5698 -3,7253 -3,7831 -3,7584 -3,6918 -3,6318 -3,6157 -3,6552 -3,7386 -3,8479 -3,9758 -4,1237 -4,2797 -4,4055 -4,4502 -4,3788 -4,1873 -3,8987 -3,5576 -3,2287 -2,9818 -2,8631 -2,8740 -2,9702 -3,0844 -3,1634 -3,1850 -3,1470 -3,0600 -2,9527 -2,8643 -2,8244 -2,8390 -2,8917 -2,9608 -3,0301 -3,0815 -3,0837 -3,0019 -2,8182 -2,5413 -2,2047
F7    -0,1880 -0,2166 -0,1952 -0,1399 -0,0797 -0,0483 -0,0739 -0,1596 -0,2683 -0,3385 -0,3237 -0,2301 -0,1191 -0,0644 -0,0984 -0,1959 -0,3024 -0,3717 -0,3755 -0,3014 -0,1702 -0,0417 0,0170 -0,0343 -0,1989 -0,4387 -0,6743 -0,8059 -0,7592 -0,5256 -0,1602 0,2630 0,6904 1,0905 1,4288 1,6542 1,7197 1,6125 1,3618 1,0271 0,6794 0,3799 0,1537 -0,0224 -0,1971 -0,4001 -0,6211 -0,8270 -0,9929 -1,1177 -1,2080 -1,2546 -1,2265 -1,0861 -0,8158 -0,4339 0,0099 0,4411 0,7750 0,9593 1,0143 1,0202 1,0534 1,1338 1,2286 1,2916 1,2962 1,2480 1,1739 1,0954 1,0190 0,9502 0,9035 0,8975 0,9404 1,0199 1,1156 1,2158 1,3184 1,4171 1,4917 1,5112 1,4466 1,2948 1,0953 0,9163 0,8227 0,8517 0,9905 1,1685 1,2972 1,3248 1,2595 1,1542 1,0684 1,0338 1,0466 1,0818 1,1113 1,1138 1,0823 1,0282 0,9785 0,9588 0,9660 0,9553 0,8727 0,7008 0,4767 0,2782 0,1821 0,2146 0,3473 0,5377 0,7539 0,9589 1,0959 1,1174 1,0156 0,8124 0,5363 0,2115 -0,1331 -0,4442 -0,6644 -0,7775 -0,8083 -0,7871 -0,7343 -0,6680 -0,6127 -0,5996 -0,6513 -0,7653 -0,9164 -1,0767 -1,2362 -1,4030 -1,5734 -1,7003 -1,7036 -1,5241 -1,1640 -0,6882 -0,2125 0,1348 0,2808 0,2383 0,0697 -0,1549 -0,3802 -0,5695 -0,6930 -0,7265 -0,6653 -0,5190 -0,2892 0,0338 0,4435 0,9021 1,3570 1,7577 2,0551 2,2168 2,2548 2,2188 2,1587 2,1056 2,0797 2,0992 2,1731 2,2849 2,3932 2,4517 2,4156 2,2550 1,9877 1,6719 1,3539 1,0489 0,7712 0,5510 0,4237 0,4239 0,5727 0,8445 1,1611 1,4444 1,6653 1,8271 1,9269 1,9562 1,9193 1,8282 1,6970 1,5507 1,4263 1,3591 1,3778 1,5141 1,7948 2,1910 2,5903 2,8615 2,9435 2,8542 2,6462 2,3827 2,1238 1,8992 1,6987 1,4964 1,2761 1,0449 0,8376 0,6984 0,6389 0,6231 0,5972 0,5289 0,4150 0,2617 0,0668 -0,1782 -0,4647 -0,7428 -0,9318 -0,9640 -0,8210 -0,5425 -0,2089 0,0993 0,3275 0,4383 0,4035 0,2187 -0,0816 -0,4327 -0,7700 -1,0450 -1,2175 -1,2566 -1,1651 -0,9866 -0,7840 -0,6131 -0,5097 -0,4852 -0,5272 -0,6045 -0,6813 -0,7351 -0,7685 -0,8068 -0,8741 -0,9560 -0,9857 -0,8802 -0,6212 -0,3118 -0,1056 -0,0720 -0,1710 -0,3355 -0,5311 -0,7437 -0,9451 -1,0891 -1,1440 -1,1138 -1,0271 -0,9133 -0,7867 -0,6407 -0,4592 -0,2426 -0,0192 0,1755 0,3299 0,4532 0,5372 0,5492 0,4759 0,3533 0,2352 0,1434 0,0591 -0,0362 -0,1182 -0,1303 -0,0468 0,0856 0,1879 0,2171 0,1882 0,1456 0,1253 0,1409 0,1975 0,2945 0,3981 0,4323 0,3289 0,0832 -0,2401 -0,5354 -0,6952 -0,6529 -0,4059 -0,0068 0,4633 0,9197 1,2904 1,5256 1,6042 1,5418 1,3872 1,2028 1,0428 0,9398 0,8969 0,8980 0,9310 0,9923 1,0722 1,1552 1,2326 1,2957 1,3308 1,3416 1,3596 1,4210 1,5300 1,6506 1,7448 1,8062 1,8394 1,8228 1,7103 1,4703 1,1216 0,7321 0,3880 0,1568 0,0610 0,0757 0,1526 0,2511 0,3553 0,4660 0,5678 0,6089 0,5440 0,3979 0,2563 0,1867 0,1861 0,2094 0,2308 0,2543 0,2828 0,3022 0,2927 0,2409 0,1513 0,0513 -0,0219 -0,0432 -0,0125 0,0453 0,0987 0,1285 0,1302 0,1081 0,0783 0,0758 0,1439 0,3107 0,5662 0,8456 1,0431 1,0764 0,9420 0,7130 0,4949 0,3810 0,4277 0,6333 0,9356 1,2530 1,5238 1,7015 1,7363 1,5829 1,2343 0,7486 0,2326 -0,1999 -0,4622 -0,5133 -0,3625 -0,0548 0,3450 0,7578 1,1031 1,3234 1,3953 1,3240 1,1368 0,8835 0,6210 0,3727 0,1069 -0,2212 -0,6040 -0,9641 -1,2030 -1,2614 -1,1368 -0,8727 -0,5390 -0,2066 0,0710 0,2661 0,3810 0,4450 0,4996 0,5771 0,6746 0,7479 0,7404 0,6141 0,3513 -0,0486 -0,5505 -1,0668 -1,4834 -1,7162 -1,7433 -1,5885 -1,2921 -0,9088 -0,5101 -0,1679 0,0631 0,1524 0,0999 -0,0616 -0,2825 -0,5235 -0,7630 -0,9778 -1,1278 -1,1624 -1,0478 -0,7985 -0,4837 -0,1926 0,0116 0,1095 0,1134 0,0570 -0,0184 -0,0886 -0,1576 -0,2402 -0,3362 -0,4166 -0,4338 -0,3467 -0,1408 0,1683 0,5340 0,8833 1,1387 1,2482 1,2016 1,0240 0,7585 0,4534 0,1546 -0,1050 -0,3180 -0,4966 -0,6585 -0,8161 -0,9680 -1,0973 -1,1850 -1,2260 -1,2327 -1,2297 -1,2401 -1,2731 -1,3214 -1,3680 -1,3972 -1,4047 -1,3941 -1,3637 -1,3184 -1,2801 -1,2647 -1,2658 -1,2709 -1,2680 -1,2399 -1,1770 -1,0872 -0,9759 -0,8330 -0,6501 -0,4494 -0,2919 -0,2506 -0,3640 -0,6110 -0,9255 -1,2307 -1,4694 -1,6152 -1,6597 -1,6038 -1,4744 -1,3249 -1,1996 -1,1092 -1,0364 -0,9523 -0,8331 -0,6676 -0,4546 -0,2062 0,0484 0,2731 0,4442 0,5557 0,6045 0,5768 0,4477 0,1994 -0,1557 -0,5631 -0,9457 -1,2385 -1,4086 -1,4457 -1,3408 -1,0915 -0,7412 -0,3948 -0,1711 -0,1335 -0,2663 -0,5105 -0,8159 -1,1477 -1,4553 -1,6758 -1,7858 -1,8256 -1,8586 -1,9187 -1,9961 -2,0600 -2,0891 -2,0872 -2,0744 -2,0657 -2,0515 -1,9938 -1,8541 -1,6381 -1,4025 -1,2038 -1,0496 -0,9160 -0,8004 -0,7326 -0,7359 -0,7937 -0,8601 -0,8979 -0,9090 -0,9216 -0,9490 -0,9789 -1,0021 -1,0315 -1,0843 -1,1533 -1,2054 -1,2184 -1,2048 -1,1824 -1,1366 -1,0356 -0,8709 -0,6700 -0,4762
