Fp1   -0,7728 -0,9896 -1,2488 -1,5541 -1,8565 -2,0709 -2,1289 -2,0181 -1,7754 -1,4504 -1,0628 -0,5792 0,0514 0,8224 1,6362 2,3584 2,9050 3,2692 3,4791 3,5597 3,5288 3,4080 3,2363 3,0653 2,9280 2,8124 2,6629 2,4168 2,0525 1,5979 1,1007 0,6076 0,1639 -0,1972 -0,4763 -0,7168 -0,9835 -1,3159 -1,6991 -2,0789 -2,3969 -2,6192 -2,7443 -2,7788 -2,7072 -2,5006 -2,1721 -1,8115 -1,5387 -1,4179 -1,4281 -1,4965 -1,5421 -1,5004 -1,3341 -1,0373 -0,6190 -0,0796 0,5796 1,3220 2,0602 2,6946 3,1770 3,5274 3,7894 3,9830 4,0972 4,1133 4,0266 3,8489 3,5992 3,3068 3,0265 2,8272 2,7401 2,7245 2,6908 2,5651 2,3322 2,0262 1,6913 1,3595 1,0508 0,7801 0,5671 0,4420 0,4248 0,4937 0,5930 0,6686 0,6871 0,6544 0,6345 0,7116 0,9167 1,2003 1,4750 1,6868 1,8469 1,9937 2,1375 2,2519 2,2983 2,2515 2,1226 1,9663 1,8620 1,8918 2,1292 2,6330 3,4303 4,4843 5,6804 6,8802 7,9981 9,0171 9,9364 10,7292 11,3573 11,8021 12,0638 12,1441 12,0397 11,7421 11,2422 10,5472 9,6974 8,7760 7,9050 7,2112 6,7658 6,5452 6,4500 6,3553 6,1469 5,7551 5,1893 4,5327 3,8815 3,2868 2,7587 2,3111 1,9825 1,8050 1,7627 1,7927 1,8267 1,8145 1,7220 1,5424 1,3252 1,1729 1,1913 1,4312 1,8713 2,4433 3,0590 3,6133 3,9838 4,0604 3,8019 3,2649 2,5727 1,8529 1,1906 0,6139 0,1155 -0,3110 -0,6601 -0,9342 -1,1553 -1,3453 -1,4980 -1,5810 -1,5583 -1,4184 -1,2008 -0,9930 -0,8731 -0,8505 -0,8706 -0,8777 -0,8611 -0,8427 -0,8339 -0,8125 -0,7233 -0,5009 -0,1059 0,4565 1,1448 1,8953 2,6377 3,3095 3,8607 4,2534 4,4664 4,5004 4,3775 4,1307 3,7877 3,3675 2,8970 2,4291 2,0400 1,7946 1,7096 1,7581 1,8980 2,0870 2,2882 2,4727 2,6045 2,6269 2,4902 2,1994 1,8176 1,4152 1,0296 0,6771 0,3770 0,1547 0,0314 0,0068 0,0481 0,1112 0,1752 0,2449 0,3247 0,4101 0,5130 0,6818 0,9772 1,4168 1,9481 2,4815 2,9515 3,3423 3,6604 3,8942 4,0017 3,9297 3,6517 3,1969 2,6490 2,1085 1,6512 1,3154 1,1080 1,0091 0,9789 0,9703 0,9382 0,8440 0,6685 0,4278 0,1724 -0,0293 -0,1193 -0,0878 0,0101 0,0764 0,0160 -0,2168 -0,5923 -1,0193 -1,3986 -1,6794 -1,8719 -2,0173 -2,1521 -2,2944 -2,4538 -2,6368 -2,8288 -2,9790 -3,0215 -2,9179 -2,6875 -2,4095 -2,1852 -2,0721 -2,0388 -1,9947 -1,8712 -1,6748 -1,4626 -1,2792 -1,1172 -0,9345 -0,7090 -0,4850 -0,3630 -0,4362 -0,7218 -1,1507 -1,6294 -2,1140 -2,6187 -3,1548 -3,6755 -4,0939 -4,3484 -4,4416 -4,4321 -4,4055 -4,4464 -4,6163 -4,9186 -5,2705 -5,5355 -5,5994 -5,4197 -5,0150 -4,4353 -3,7616 -3,1193 -2,6501 -2,4612 -2,6044 -3,0720 -3,7842 -4,5934 -5,3288 -5,8464 -6,0591 -5,9624 -5,6397 -5,2249 -4,8475 -4,5952 -4,5037 -4,5651 -4,7413 -4,9804 -5,2345 -5,4632 -5,6288 -5,7081 -5,7149 -5,6928 -5,6818 -5,6984 -5,7497 -5,8409 -5,9441 -5,9795 -5,8659 -5,5814 -5,1719 -4,7259 -4,3421 -4,0896 -3,9830 -3,9793 -4,0012 -3,9826 -3,9053 -3,8006 -3,7312 -3,7636 -3,9270 -4,1979 -4,5345 -4,9191 -5,3565 -5,8315 -6,2885 -6,6623 -6,9143 -7,0278 -6,9989 -6,8501 -6,6412 -6,4538 -6,3660 -6,4253 -6,6235 -6,8945 -7,1520 -7,3534 -7,5386 -7,7939 -8,1821 -8,7150 -9,3670 -10,0849 -10,7834 -11,3452 -11,6437 -11,5881 -11,1600 -10,4242 -9,5157 -8,6020 -7,8339 -7,3094 -7,0600 -7,0514 -7,2003 -7,4120 -7,6084 -7,7202 -7,6768 -7,4326 -6,9974 -6,4238 -5,7686 -5,0872 -4,4593 -3,9901 -3,7690 -3,8348 -4,1683 -4,6936 -5,2913 -5,8354 -6,2349 -6,4506 -6,4844 -6,3626 -6,1247 -5,8161 -5,4919 -5,2307 -5,1188 -5,1967 -5,4333 -5,7488 -6,0350 -6,1681 -6,0515 -5,6653 -5,0731 -4,3925 -3,7499 -3,2347 -2,8781 -2,6678 -2,5668 -2,5195 -2,4616 -2,3424 -2,1294 -1,7980 -1,3366 -0,7613 -0,1218 0,4981 0,9932 1,2808 1,3489 1,2521 1,0488 0,7555 0,3618 -0,1320 -0,7004 -1,3002 -1,8879 -2,4279 -2,8857 -3,2289 -3,4498 -3,5850 -3,7045 -3,8853 -4,1917 -4,6663 -5,3154 -6,0891 -6,8775 -7,5346 -7,9233 -7,9700 -7,6984 -7,2168 -6,6656 -6,1538 -5,7239 -5,3625 -5,0398 -4,7397 -4,4563 -4,1735 -3,8665 -3,5296 -3,1848 -2,8571 -2,5578 -2,2930 -2,0622 -1,8518 -1,6508 -1,4714 -1,3469 -1,3132 -1,3820 -1,5219 -1,6650 -1,7421 -1,7212 -1,6287 -1,5419 -1,5503 -1,7156 -2,0631 -2,5917 -3,2710 -4,0414 -4,8318 -5,5720 -6,1927 -6,6405 -6,8998 -6,9943 -6,9767 -6,9119 -6,8458 -6,7772 -6,6697 -6,4970 -6,2694 -6,0215 -5,7934 -5,6177 -5,5205 -5,5365 -5,7098 -6,0691 -6,5945 -7,2006 -7,7518 -8,1179 -8,2401 -8,1432 -7,8817 -7,4880 -6,9788 -6,3943 -5,8082 -5,2951 -4,9020 -4,6402 -4,4844 -4,3780 -4,2591 -4,0903 -3,8763 -3,6680 -3,5387 -3,5274 -3,6001 -3,6825 -3,7263 -3,7364 -3,7483 -3,7949 -3,9002 -4,0841 -4,3365 -4,5860 -4,7295 -4,7141 -4,5939 -4,5101 -4,6134 -4,9857 -5,6178 -6,4461 -7,3958 -8,4009 -9,4127 -10,3944 -11,2983 -12,0607 -12,6316 -13,0056 -13,2138 -13,2903 -13,2546 -13,1279 -12,9500 -12,7685 -12,6049 -12,4299 -12,1774 -11,7847 -11,2170 -10,4695 -9,5714 -8,5998 -7,6846 -6,9611 -6,4999 -6,2892 -6,2684 -6,3633 -6,5088 -6,6564
Fz    -1,1973 -1,2721 -1,2812 -1,2588 -1,2025 -1,0810 -0,8774 -0,6191 -0,3616 -0,1468 0,0334 0,2454 0,5770 1,0744 1,7040 2,3745 2,9889 3,4750 3,7827 3,8830 3,7820 3,5276 3,2000 2,8876 2,6498 2,4856 2,3352 2,1225 1,8086 1,4044 0,9459 0,4774 0,0474 -0,3055 -0,5727 -0,7793 -0,9708 -1,1925 -1,4724 -1,8111 -2,1819 -2,5476 -2,8833 -3,1744 -3,3957 -3,5129 -3,5181 -3,4550 -3,3888 -3,3526 -3,3331 -3,2929 -3,1933 -3,0056 -2,7165 -2,3295 -1,8540 -1,2899 -0,6324 0,1064 0,8863 1,6561 2,3782 3,0290 3,5785 3,9828 4,1959 4,1849 3,9446 3,5112 2,9587 2,3780 1,8583 1,4704 1,2430 1,1512 1,1337 1,1249 1,0825 0,9924 0,8567 0,6831 0,4835 0,2741 0,0771 -0,0818 -0,1904 -0,2669 -0,3505 -0,4724 -0,6396 -0,8271 -0,9766 -1,0248 -0,9417 -0,7400 -0,4544 -0,1126 0,2720 0,6808 1,0778 1,4216 1,6796 1,8283 1,8624 1,8128 1,7494 1,7612 1,9325 2,3303 2,9901 3,8878 4,9276 5,9842 6,9647 7,8283 8,5620 9,1526 9,5841 9,8472 9,9418 9,8791 9,6853 9,3902 9,0147 8,5708 8,0698 7,5308 6,9919 6,5046 6,1055 5,7895 5,5073 5,1876 4,7628 4,1972 3,5127 2,7863 2,1117 1,5576 1,1583 0,9303 0,8766 0,9699 1,1416 1,3026 1,3857 1,3677 1,2614 1,1058 0,9647 0,9170 1,0388 1,3818 1,9540 2,7065 3,5355 4,3022 4,8646 5,1204 5,0509 4,7263 4,2635 3,7718 3,3151 2,9030 2,5142 2,1320 1,7567 1,3958 1,0580 0,7614 0,5381 0,4231 0,4417 0,6003 0,8746 1,2048 1,5181 1,7665 1,9417 2,0554 2,1129 2,1129 2,0685 2,0210 2,0349 2,1706 2,4521 2,8597 3,3529 3,8879 4,4215 4,9141 5,3348 5,6616 5,8836 6,0057 6,0435 6,0087 5,9006 5,7149 5,4629 5,1826 4,9311 4,7543 4,6599 4,6258 4,6279 4,6520 4,6901 4,7321 4,7532 4,7156 4,5925 4,3957 4,1723 3,9703 3,8088 3,6832 3,5830 3,5011 3,4324 3,3614 3,2470 3,0381 2,7153 2,3068 1,8645 1,4353 1,0606 0,7867 0,6572 0,6864 0,8432 1,0686 1,3092 1,5282 1,6932 1,7711 1,7385 1,5889 1,3324 0,9899 0,5910 0,1728 -0,2254 -0,5671 -0,8240 -0,9796 -1,0315 -0,9960 -0,9115 -0,8226 -0,7504 -0,6858 -0,6117 -0,5217 -0,4243 -0,3460 -0,3260 -0,3948 -0,5561 -0,7866 -1,0484 -1,3022 -1,5204 -1,6970 -1,8451 -1,9805 -2,1067 -2,2127 -2,2858 -2,3192 -2,3004 -2,2031 -1,9991 -1,6751 -1,2439 -0,7554 -0,2890 0,0878 0,3655 0,5887 0,8050 1,0229 1,2159 1,3531 1,4255 1,4466 1,4281 1,3536 1,1814 0,8777 0,4577 -0,0064 -0,4251 -0,7460 -0,9729 -1,1356 -1,2490 -1,3093 -1,3209 -1,3085 -1,3067 -1,3536 -1,4904 -1,7485 -2,1161 -2,5168 -2,8383 -2,9931 -2,9519 -2,7326 -2,3818 -1,9781 -1,6338 -1,4575 -1,5105 -1,8008 -2,2954 -2,9198 -3,5609 -4,0966 -4,4289 -4,5035 -4,3282 -3,9769 -3,5583 -3,1672 -2,8525 -2,6219 -2,4697 -2,3937 -2,3947 -2,4698 -2,6038 -2,7655 -2,9229 -3,0630 -3,1915 -3,3139 -3,4253 -3,5192 -3,5909 -3,6175 -3,5545 -3,3694 -3,0614 -2,6513 -2,1787 -1,6991 -1,2617 -0,8917 -0,5913 -0,3547 -0,1834 -0,0905 -0,0922 -0,2065 -0,4507 -0,8218 -1,2832 -1,7903 -2,3206 -2,8669 -3,4091 -3,9058 -4,3172 -4,6226 -4,8139 -4,8891 -4,8637 -4,7821 -4,7122 -4,7252 -4,8693 -5,1484 -5,5195 -5,9157 -6,2839 -6,6097 -6,9086 -7,1974 -7,4834 -7,7695 -8,0517 -8,3047 -8,4756 -8,5007 -8,3379 -7,9852 -7,4793 -6,8850 -6,2835 -5,7589 -5,3779 -5,1621 -5,0751 -5,0417 -4,9879 -4,8594 -4,6117 -4,2067 -3,6399 -2,9593 -2,2471 -1,5814 -1,0209 -0,6179 -0,4243 -0,4741 -0,7655 -1,2581 -1,8765 -2,5227 -3,1038 -3,5574 -3,8547 -3,9890 -3,9692 -3,8211 -3,5873 -3,3299 -3,1330 -3,0807 -3,2142 -3,5104 -3,8953 -4,2647 -4,5086 -4,5488 -4,3689 -4,0127 -3,5636 -3,1146 -2,7309 -2,4327 -2,2111 -2,0497 -1,9237 -1,7954 -1,6254 -1,3847 -1,0531 -0,6183 -0,0824 0,5311 1,1753 1,7861 2,3015 2,6840 2,9219 3,0041 2,9019 2,5809 2,0314 1,2876 0,4206 -0,4895 -1,3696 -2,1459 -2,7480 -3,1393 -3,3408 -3,4236 -3,4780 -3,5838 -3,7882 -4,0906 -4,4377 -4,7442 -4,9297 -4,9460 -4,7880 -4,4965 -4,1502 -3,8371 -3,6168 -3,4999 -3,4540 -3,4282 -3,3777 -3,2736 -3,0986 -2,8477 -2,5410 -2,2197 -1,9155 -1,6326 -1,3557 -1,0590 -0,7145 -0,3130 0,1245 0,5545 0,9231 1,1795 1,3013 1,3123 1,2697 1,2315 1,2305 1,2679 1,3263 1,3847 1,4164 1,3812 1,2315 0,9281 0,4555 -0,1622 -0,8514 -1,5128 -2,0661 -2,4787 -2,7677 -2,9798 -3,1499 -3,2674 -3,2881 -3,1824 -2,9656 -2,6946 -2,4485 -2,3021 -2,3081 -2,4985 -2,8820 -3,4273 -4,0551 -4,6513 -5,0945 -5,2958 -5,2343 -4,9594 -4,5506 -4,0722 -3,5639 -3,0643 -2,6229 -2,2803 -2,0428 -1,8800 -1,7377 -1,5548 -1,2836 -0,9084 -0,4580 -0,0039 0,3698 0,6153 0,7445 0,7970 0,7933 0,7242 0,5711 0,3248 -0,0148 -0,4436 -0,9394 -1,4441 -1,8847 -2,2236 -2,4854 -2,7378 -3,0492 -3,4533 -3,9386 -4,4646 -4,9909 -5,4974 -5,9880 -6,4731 -6,9470 -7,3833 -7,7574 -8,0664 -8,3223 -8,5247 -8,6488 -8,6680 -8,5842 -8,4254 -8,2142 -7,9435 -7,5879 -7,1278 -6,5569 -5,8846 -5,1460 -4,4058 -3,7478 -3,2400 -2,8999 -2,7026 -2,6184 -2,6340 -2,7480 -2,9555
F3    -0,1784 -0,4849 -0,7426 -0,9267 -0,9709 -0,8054 -0,4272 0,0622 0,5039 0,7632 0,7847 0,6177 0,4065 0,3236 0,4788 0,8690 1,3963 1,9184 2,2991 2,4553 2,3860 2,1617 1,8892 1,6771 1,5949 1,6272 1,6723 1,6139 1,4104 1,1152 0,8237 0,6095 0,4924 0,4349 0,3642 0,2152 -0,0359 -0,3701 -0,7491 -1,1327 -1,4876 -1,8013 -2,0918 -2,3856 -2,6823 -2,9491 -3,1457 -3,2453 -3,2359 -3,1179 -2,9088 -2,6479 -2,3858 -2,1553 -1,9482 -1,7203 -1,4055 -0,9294 -0,2376 0,6647 1,6890 2,6855 3,4968 4,0031 4,1460 3,9389 3,4532 2,7875 2,0440 1,3180 0,6874 0,1991 -0,1240 -0,2636 -0,2017 0,0624 0,4933 1,0196 1,5539 2,0147 2,3322 2,4447 2,3058 1,9085 1,3119 0,6396 0,0342 -0,4000 -0,6172 -0,6194 -0,4508 -0,1895 0,0840 0,3205 0,5092 0,6564 0,7621 0,8209 0,8317 0,7968 0,7259 0,6460 0,5951 0,5902 0,6099 0,6178 0,5995 0,5798 0,6252 0,8440 1,3504 2,1842 3,2636 4,4399 5,5939 6,6731 7,6573 8,5172 9,2078 9,6824 9,9084 9,8877 9,6692 9,3219 8,8957 8,4161 7,9038 7,3897 6,9180 6,5298 6,2250 5,9382 5,5723 5,0610 4,3987 3,6348 2,8583 2,1682 1,6300 1,2497 0,9959 0,8406 0,7707 0,7699 0,8090 0,8522 0,8694 0,8398 0,7598 0,6558 0,5845 0,6089 0,7807 1,1385 1,6895 2,3709 3,0501 3,5848 3,8919 3,9725 3,8896 3,7184 3,5109 3,2904 3,0479 2,7374 2,3046 1,7471 1,1435 0,6205 0,2945 0,2295 0,4175 0,7767 1,1759 1,4903 1,6482 1,6301 1,4450 1,1337 0,7929 0,5639 0,5602 0,7979 1,2048 1,6874 2,1857 2,6799 3,1702 3,6634 4,1733 4,7133 5,2769 5,8285 6,3067 6,6349 6,7503 6,6422 6,3673 6,0172 5,6608 5,3178 4,9790 4,6402 4,3095 3,9880 3,6654 3,3453 3,0621 2,8655 2,8011 2,9055 3,1964 3,6515 4,1971 4,7261 5,1418 5,3956 5,4928 5,4761 5,4057 5,3402 5,3123 5,3016 5,2298 5,0096 4,6144 4,0935 3,5175 2,9213 2,3032 1,6658 1,0500 0,5310 0,1780 0,0161 0,0250 0,1623 0,3801 0,6319 0,8740 1,0713 1,2087 1,2955 1,3588 1,4260 1,5097 1,6103 1,7315 1,8876 2,0842 2,2851 2,4090 2,3759 2,1678 1,8385 1,4602 1,0619 0,6136 0,0565 -0,6445 -1,4610 -2,2949 -3,0056 -3,4589 -3,5865 -3,4220 -3,0766 -2,6693 -2,2712 -1,8986 -1,5440 -1,2067 -0,8962 -0,6177 -0,3706 -0,1604 0,0011 0,1031 0,1346 0,0816 -0,0520 -0,2162 -0,3260 -0,3189 -0,1948 0,0022 0,2344 0,4994 0,8087 1,1397 1,4208 1,5676 1,5327 1,3311 1,0228 0,6665 0,2889 -0,0978 -0,4575 -0,7166 -0,8001 -0,6884 -0,4350 -0,1341 0,1171 0,2319 0,1387 -0,1948 -0,7363 -1,3963 -2,0572 -2,6007 -2,9343 -3,0259 -2,9315 -2,7771 -2,6917 -2,7498 -2,9615 -3,2878 -3,6600 -4,0038 -4,2555 -4,3598 -4,2710 -3,9775 -3,5283 -3,0290 -2,5984 -2,3056 -2,1407 -2,0415 -1,9377 -1,7836 -1,5813 -1,3811 -1,2518 -1,2508 -1,4078 -1,7160 -2,1266 -2,5669 -2,9858 -3,3817 -3,7677 -4,1264 -4,4141 -4,5832 -4,5897 -4,4079 -4,0449 -3,5416 -2,9684 -2,4137 -1,9588 -1,6419 -1,4295 -1,2309 -0,9696 -0,6490 -0,3369 -0,1066 -0,0153 -0,1189 -0,4725 -1,0891 -1,9003 -2,7733 -3,5735 -4,2130 -4,6603 -4,9209 -5,0131 -4,9675 -4,8426 -4,7236 -4,6999 -4,8337 -5,1330 -5,5391 -5,9428 -6,2261 -6,3048 -6,1560 -5,8197 -5,3747 -4,9085 -4,4943 -4,1786 -3,9776 -3,8828 -3,8733 -3,9314 -4,0460 -4,2003 -4,3567 -4,4583 -4,4447 -4,2762 -3,9600 -3,5588 -3,1546 -2,7925 -2,4610 -2,1261 -1,7740 -1,4199 -1,1013 -0,8789 -0,8139 -0,9171 -1,1311 -1,3719 -1,5829 -1,7595 -1,9373 -2,1520 -2,3945 -2,6001 -2,6871 -2,6131 -2,4034 -2,1364 -1,9066 -1,7869 -1,8069 -1,9578 -2,2104 -2,5120 -2,7824 -2,9478 -2,9807 -2,8962 -2,7229 -2,4801 -2,1636 -1,7620 -1,3083 -0,9020 -0,6582 -0,6335 -0,7926 -1,0217 -1,1739 -1,1267 -0,8261 -0,2960 0,3773 1,0743 1,6875 2,1676 2,5276 2,7893 2,9291 2,8823 2,5953 2,0670 1,3491 0,5161 -0,3556 -1,1884 -1,9123 -2,4910 -2,9352 -3,2887 -3,6022 -3,9070 -4,1965 -4,4273 -4,5424 -4,5046 -4,3125 -3,9904 -3,5790 -3,1374 -2,7325 -2,4155 -2,2116 -2,1246 -2,1352 -2,1934 -2,2260 -2,1635 -1,9726 -1,6751 -1,3410 -1,0484 -0,8376 -0,6961 -0,5739 -0,4066 -0,1452 0,2191 0,6619 1,1427 1,5968 1,9279 2,0429 1,9153 1,6115 1,2483 0,9228 0,6792 0,5262 0,4669 0,5051 0,6302 0,8006 0,9369 0,9369 0,7251 0,3076 -0,2346 -0,8049 -1,3405 -1,8199 -2,2487 -2,6379 -2,9842 -3,2659 -3,4469 -3,4824 -3,3394 -3,0303 -2,6214 -2,2103 -1,8996 -1,7678 -1,8382 -2,0665 -2,3619 -2,6305 -2,8194 -2,9360 -3,0248 -3,1222 -3,2283 -3,3122 -3,3379 -3,2782 -3,1063 -2,7930 -2,3254 -1,7195 -1,0151 -0,2747 0,4147 0,9571 1,2833 1,3824 1,3058 1,1345 0,9330 0,7361 0,5589 0,3972 0,2220 -0,0124 -0,3464 -0,7809 -1,2514 -1,6530 -1,9129 -2,0436 -2,1279 -2,2627 -2,5199 -2,9349 -3,5037 -4,1785 -4,8811 -5,5342 -6,0823 -6,4899 -6,7361 -6,8269 -6,8109 -6,7671 -6,7507 -6,7461 -6,6882 -6,5313 -6,2822 -5,9749 -5,6408 -5,3055 -4,9841 -4,6614 -4,2952 -3,8559 -3,3582 -2,8585 -2,4219 -2,0871 -1,8641 -1,7578 -1,7843 -1,9654 -2,3098
F7    -0,0916 -0,3216 -0,6043 -0,9285 -1,2297 -1,4139 -1,4216 -1,2658 -1,0048 -0,6942 -0,3599 0,0084 0,4401 0,9445 1,4806 1,9659 2,3169 2,4760 2,4183 2,1624 1,7774 1,3617 1,0054 0,7668 0,6645 0,6718 0,7209 0,7342 0,6641 0,5023 0,2695 0,0139 -0,1996 -0,3246 -0,3614 -0,3477 -0,3324 -0,3566 -0,4441 -0,5937 -0,7773 -0,9546 -1,0987 -1,2051 -1,2746 -1,2973 -1,2628 -1,1795 -1,0699 -0,9500 -0,8282 -0,7222 -0,6579 -0,6422 -0,6426 -0,5971 -0,4378 -0,1124 0,3973 1,0588 1,7863 2,4679 3,0133 3,3808 3,5734 3,6244 3,5796 3,4782 3,3465 3,2029 3,0547 2,8913 2,7005 2,4900 2,2816 2,0915 1,9242 1,7831 1,6778 1,6132 1,5702 1,5026 1,3630 1,1353 0,8527 0,5860 0,4008 0,3133 0,2906 0,2914 0,2977 0,3160 0,3603 0,4341 0,5221 0,5952 0,6254 0,6142 0,5966 0,6070 0,6470 0,6935 0,7230 0,7196 0,6839 0,6445 0,6549 0,7741 1,0501 1,5088 2,1450 2,9103 3,7139 4,4619 5,1079 5,6678 6,1886 6,7089 7,2340 7,7270 8,1140 8,3151 8,2836 8,0182 7,5512 6,9368 6,2447 5,5538 4,9449 4,4825 4,1887 4,0261 3,9131 3,7618 3,5070 3,1205 2,6205 2,0643 1,5191 1,0347 0,6442 0,3754 0,2405 0,2168 0,2462 0,2625 0,2284 0,1463 0,0364 -0,0785 -0,1651 -0,1770 -0,0718 0,1671 0,5197 0,9330 1,3323 1,6328 1,7606 1,6824 1,4250 1,0635 0,6819 0,3410 0,0671 -0,1496 -0,3376 -0,5114 -0,6530 -0,7274 -0,7061 -0,5742 -0,3326 -0,0111 0,3218 0,5803 0,7029 0,6796 0,5540 0,4040 0,3138 0,3448 0,5096 0,7677 1,0574 1,3422 1,6281 1,9393 2,2857 2,6558 3,0314 3,3964 3,7340 4,0326 4,2939 4,5234 4,7139 4,8501 4,9222 4,9233 4,8381 4,6472 4,3507 3,9928 3,6557 3,4176 3,3119 3,3213 3,3962 3,4813 3,5448 3,5882 3,6246 3,6506 3,6450 3,5940 3,5103 3,4231 3,3537 3,3055 3,2694 3,2374 3,2075 3,1708 3,1037 2,9869 2,8329 2,6793 2,5587 2,4818 2,4449 2,4437 2,4785 2,5504 2,6565 2,7934 2,9685 3,1979 3,4825 3,7889 4,0561 4,2229 4,2577 4,1733 4,0166 3,8459 3,7065 3,6166 3,5715 3,5587 3,5617 3,5453 3,4519 3,2309 2,8817 2,4665 2,0754 1,7770 1,5963 1,5150 1,4802 1,4220 1,2886 1,0840 0,8702 0,7287 0,7051 0,7769 0,8669 0,8889 0,7882 0,5584 0,2306 -0,1497 -0,5327 -0,8603 -1,0702 -1,1193 -1,0097 -0,7928 -0,5519 -0,3626 -0,2429 -0,1424 0,0044 0,2185 0,4679 0,7052 0,9034 1,0603 1,1760 1,2341 1,2080 1,0841 0,8820 0,6459 0,4090 0,1683 -0,0949 -0,3692 -0,5903 -0,6807 -0,6191 -0,4592 -0,2875 -0,1826 -0,2049 -0,3888 -0,7147 -1,0988 -1,4263 -1,6070 -1,6062 -1,4360 -1,1398 -0,7900 -0,4780 -0,2773 -0,2201 -0,3107 -0,5425 -0,8925 -1,3114 -1,7269 -2,0564 -2,2343 -2,2426 -2,1144 -1,9087 -1,6861 -1,4946 -1,3638 -1,3077 -1,3286 -1,4229 -1,5797 -1,7700 -1,9520 -2,0995 -2,2221 -2,3502 -2,5015 -2,6650 -2,8161 -2,9338 -2,9989 -2,9947 -2,9236 -2,8039 -2,6523 -2,4856 -2,3319 -2,2233 -2,1736 -2,1584 -2,1269 -2,0388 -1,8859 -1,6897 -1,4969 -1,3673 -1,3373 -1,3957 -1,5089 -1,6589 -1,8502 -2,0820 -2,3274 -2,5472 -2,7138 -2,8117 -2,8311 -2,7739 -2,6593 -2,5150 -2,3711 -2,2617 -2,2220 -2,2707 -2,3976 -2,5719 -2,7623 -2,9484 -3,1175 -3,2626 -3,3838 -3,4883 -3,5809 -3,6487 -3,6620 -3,5957 -3,4439 -3,2180 -2,9483 -2,6892 -2,5096 -2,4630 -2,5603 -2,7637 -3,0007 -3,1930 -3,2840 -3,2451 -3,0649 -2,7467 -2,3189 -1,8388 -1,3703 -0,9582 -0,6322 -0,4189 -0,3333 -0,3655 -0,4877 -0,6647 -0,8632 -1,0634 -1,2614 -1,4497 -1,6027 -1,6872 -1,6835 -1,5922 -1,4362 -1,2663 -1,1534 -1,1573 -1,3012 -1,5668 -1,8915 -2,1708 -2,2915 -2,1849 -1,8523 -1,3560 -0,7917 -0,2562 0,1754 0,4545 0,5624 0,5179 0,3732 0,1952 0,0507 -0,0016 0,0793 0,3022 0,6376 1,0209 1,3682 1,6071 1,7096 1,6932 1,5892 1,4168 1,1826 0,8924 0,5552 0,1788 -0,2329 -0,6674 -1,0866 -1,4275 -1,6338 -1,6972 -1,6725 -1,6535 -1,7317 -1,9567 -2,3170 -2,7481 -3,1612 -3,4726 -3,6197 -3,5736 -3,3573 -3,0430 -2,7124 -2,4104 -2,1333 -1,8579 -1,5806 -1,3237 -1,1026 -0,8997 -0,6808 -0,4368 -0,1973 -0,0052 0,1139 0,1636 0,1779 0,2063 0,2800 0,3943 0,5174 0,6017 0,5963 0,4688 0,2282 -0,0735 -0,3687 -0,6129 -0,7988 -0,9371 -1,0347 -1,0980 -1,1453 -1,2092 -1,3305 -1,5494 -1,8815 -2,2919 -2,7073 -3,0569 -3,3065 -3,4706 -3,5970 -3,7271 -3,8606 -3,9618 -3,9941 -3,9403 -3,8021 -3,5962 -3,3530 -3,1173 -2,9463 -2,8986 -3,0104 -3,2726 -3,6243 -3,9729 -4,2347 -4,3709 -4,3921 -4,3260 -4,1834 -3,9601 -3,6730 -3,3749 -3,1252 -2,9539 -2,8516 -2,7802 -2,6910 -2,5440 -2,3210 -2,0345 -1,7286 -1,4585 -1,2550 -1,1117 -1,0099 -0,9490 -0,9508 -1,0337 -1,1861 -1,3742 -1,5725 -1,7616 -1,8994 -1,9266 -1,8179 -1,6240 -1,4537 -1,4154 -1,5693 -1,9151 -2,4082 -2,9806 -3,5624 -4,1064 -4,6011 -5,0522 -5,4500 -5,7706 -6,0062 -6,1778 -6,3116 -6,4160 -6,4889 -6,5398 -6,5956 -6,6821 -6,7992 -6,9128 -6,9635 -6,8802 -6,6063 -6,1281 -5,4859 -4,7652 -4,0679 -3,4750 -3,0324 -2,7545 -2,6291 -2,6283 -2,7200
