Fp1   0,3042 0,5925 0,8860 1,1275 1,2648 1,2670 1,1438 0,9457 0,7356 0,5591 0,4337 0,3480 0,2692 0,1612 0,0056 -0,1891 -0,3919 -0,5624 -0,6669 -0,6899 -0,6330 -0,5085 -0,3405 -0,1696 -0,0463 -0,0093 -0,0681 -0,2040 -0,3855 -0,5807 -0,7651 -0,9275 -1,0668 -1,1746 -1,2300 -1,2218 -1,1602 -1,0620 -0,9309 -0,7581 -0,5375 -0,2768 0,0068 0,2950 0,5667 0,7988 0,9814 1,1301 1,2792 1,4549 1,6545 1,8497 2,0068 2,1008 2,1214 2,0752 1,9832 1,8746 1,7833 1,7445 1,7818 1,8919 2,0432 2,1986 2,3423 2,4864 2,6499 2,8367 3,0317 3,2144 3,3713 3,4991 3,5956 3,6435 3,6108 3,4743 3,2471 2,9828 2,7588 2,6484 2,6943 2,8931 3,1941 3,5191 3,7986 4,0028 4,1451 4,2573 4,3618 4,4623 4,5557 4,6432 4,7268 4,8003 4,8536 4,8808 4,8820 4,8622 4,8268 4,7768 4,7091 4,6150 4,4751 4,2627 3,9581 3,5615 3,0967 2,6023 2,1154 1,6624 1,2603 0,9172 0,6244 0,3555 0,0788 -0,2279 -0,5641 -0,9004 -1,1915 -1,3969 -1,4931 -1,4763 -1,3588 -1,1627 -0,9199 -0,6707 -0,4499 -0,2728 -0,1355 -0,0182 0,1098 0,2748 0,4825 0,7210 0,9730 1,2171 1,4265 1,5796 1,6734 1,7194 1,7239 1,6783 1,5709 1,4016 1,1861 0,9498 0,7141 0,4905 0,2880 0,1128 -0,0325 -0,1405 -0,1944 -0,1820 -0,1126 -0,0213 0,0410 0,0318 -0,0648 -0,2403 -0,4750 -0,7432 -1,0122 -1,2486 -1,4301 -1,5518 -1,6173 -1,6232 -1,5530 -1,3842 -1,1047 -0,7282 -0,2966 0,1315 0,4996 0,7698 0,9226 0,9505 0,8663 0,7132 0,5546 0,4414 0,3849 0,3571 0,3101 0,2032 0,0210 -0,2275 -0,5213 -0,8304 -1,1169 -1,3512 -1,5337 -1,6922 -1,8550 -2,0311 -2,2120 -2,3851 -2,5420 -2,6767 -2,7810 -2,8492 -2,8856 -2,9017 -2,9093 -2,9182 -2,9404 -2,9860 -3,0529 -3,1196 -3,1477 -3,1008 -2,9697 -2,7841 -2,5988 -2,4656 -2,4100 -2,4253 -2,4767 -2,5158 -2,5079 -2,4556 -2,3926 -2,3532 -2,3489 -2,3720 -2,4047 -2,4220 -2,3941 -2,2959 -2,1188 -1,8770 -1,6054 -1,3489 -1,1424 -0,9963 -0,9035 -0,8573 -0,8558 -0,8877 -0,9274 -0,9509 -0,9574 -0,9705 -1,0216 -1,1291 -1,2856 -1,4616 -1,6183 -1,7211 -1,7508 -1,7086 -1,6120 -1,4936 -1,3965 -1,3549 -1,3725 -1,4174 -1,4402 -1,4019 -1,2992 -1,1679 -1,0640 -1,0359 -1,1091 -1,2825 -1,5320 -1,8149 -2,0763 -2,2610 -2,3284 -2,2688 -2,1108 -1,9130 -1,7428 -1,6556 -1,6781 -1,8001 -1,9796 -2,1594 -2,2894 -2,3489 -2,3556 -2,3524 -2,3843 -2,4747 -2,6115 -2,7499 -2,8360 -2,8306 -2,7260 -2,5535 -2,3735 -2,2455 -2,2025 -2,2462 -2,3525 -2,4783 -2,5702 -2,5766 -2,4686 -2,2615 -2,0104 -1,7796 -1,6192 -1,5577 -1,5953 -1,6998 -1,8197 -1,9079 -1,9375 -1,9014 -1,8021 -1,6476 -1,4571 -1,2654 -1,1064 -0,9925 -0,9128 -0,8521 -0,8006 -0,7474 -0,6747 -0,5656 -0,4135 -0,2266 -0,0204 0,1904 0,3959 0,5861 0,7447 0,8539 0,9093 0,9234 0,9154 0,9004 0,8902 0,8985 0,9329 0,9834 1,0219 1,0163 0,9448 0,8091 0,6381 0,4710 0,3338 0,2337 0,1716 0,1532 0,1871 0,2701 0,3764 0,4696 0,5270 0,5532 0,5802 0,6571 0,8255 1,0913 1,4192 1,7527 2,0375 2,2281 2,2915 2,2177 2,0327 1,7951 1,5748 1,4259 1,3685 1,3866 1,4422 1,4935 1,5107 1,4906 1,4592 1,4529 1,4957 1,5929 1,7344 1,8968 2,0491 2,1639 2,2249 2,2243 2,1544 2,0101 1,8019 1,5643 1,3458 1,1865 1,0994 1,0682 1,0610 1,0498 1,0224 0,9835 0,9500 0,9423 0,9743 1,0434 1,1240 1,1755 1,1638 1,0787 0,9364 0,7704 0,6152 0,4914 0,4064 0,3648 0,3720 0,4320 0,5482 0,7217 0,9471 1,2166 1,5286 1,8835 2,2699 2,6545 2,9859 3,2185 3,3405 3,3770 3,3639 3,3314 3,3032 3,2953 3,3084 3,3266 3,3264 3,2954 3,2447 3,2022 3,1914 3,2200 3,2868 3,3960 3,5585 3,7763 4,0231 4,2463 4,3909 4,4298 4,3758 4,2694 4,1539 4,0574 3,9888 3,9450 3,9182 3,8986 3,8790 3,8597 3,8481 3,8523 3,8748 3,9039 3,9133 3,8767 3,7832 3,6368 3,4443 3,2108 2,9495 2,6876 2,4593 2,2967 2,2245 2,2533 2,3690 2,5322 2,6923 2,8064 2,8529 2,8383 2,7902 2,7405 2,7136 2,7206 2,7564 2,7995 2,8210 2,8003 2,7362 2,6448 2,5436 2,4360 2,3126 2,1651 1,9903 1,7818 1,5229 1,1958 0,7959 0,3391 -0,1406 -0,6020 -1,0105 -1,3540 -1,6442 -1,8956 -2,1011 -2,2350 -2,2748 -2,2129 -2,0517 -1,7916 -1,4313 -0,9855 -0,4967 -0,0227 0,3802 0,6682 0,8181 0,8318 0,7335 0,5629 0,3648 0,1774 0,0186 -0,1206 -0,2656 -0,4410 -0,6600 -0,9234 -1,2218 -1,5362 -1,8397 -2,1073 -2,3289 -2,5077 -2,6430 -2,7139 -2,6800 -2,5006 -2,1603 -1,6789 -1,1024 -0,4846 0,1207 0,6594 1,0879 1,3881 1,5662 1,6345 1,6004 1,4747 1,2821 1,0508 0,7962 0,5168 0,2060 -0,1369 -0,5038 -0,8809 -1,2527 -1,6095 -1,9506 -2,2779 -2,5868 -2,8709 -3,1317 -3,3778 -3,6110 -3,8138 -3,9527 -3,9968 -3,9421 -3,8180 -3,6727 -3,5524 -3,4894 -3,5038 -3,6045 -3,7814 -4,0042 -4,2454 -4,4983 -4,7644 -5,0305 -5,2669 -5,4416 -5,5333 -5,5347 -5,4520 -5,2986 -5,0881 -4,8337 -4,5572 -4,2942 -4,0844 -3,9473 -3,8653 -3,7950 -3,6997 -3,5723 -3,4195
Fz    0,7082 0,9037 1,1371 1,3514 1,4852 1,4920 1,3646 1,1436 0,8962 0,6837 0,5403 0,4635 0,4178 0,3557 0,2429 0,0706 -0,1446 -0,3650 -0,5415 -0,6335 -0,6243 -0,5224 -0,3585 -0,1850 -0,0667 -0,0535 -0,1588 -0,3618 -0,6267 -0,9154 -1,1931 -1,4384 -1,6469 -1,8125 -1,9140 -1,9326 -1,8698 -1,7362 -1,5333 -1,2553 -0,9070 -0,5102 -0,0885 0,3437 0,7720 1,1741 1,5298 1,8366 2,1108 2,3720 2,6226 2,8404 2,9912 3,0467 2,9973 2,8592 2,6707 2,4787 2,3261 2,2469 2,2590 2,3527 2,4933 2,6443 2,7927 2,9524 3,1438 3,3741 3,6322 3,8950 4,1365 4,3382 4,4878 4,5653 4,5398 4,3931 4,1465 3,8638 3,6282 3,5143 3,5673 3,7881 4,1269 4,4988 4,8235 5,0599 5,2111 5,3070 5,3782 5,4402 5,4990 5,5648 5,6527 5,7689 5,9066 6,0528 6,1947 6,3238 6,4350 6,5228 6,5815 6,6039 6,5693 6,4416 6,1890 5,8061 5,3181 4,7666 4,1935 3,6352 3,1232 2,6784 2,2982 1,9538 1,6068 1,2282 0,8155 0,3996 0,0326 -0,2361 -0,3775 -0,3902 -0,2978 -0,1392 0,0392 0,1914 0,2893 0,3347 0,3502 0,3638 0,4046 0,4929 0,6309 0,8083 1,0152 1,2412 1,4664 1,6642 1,8158 1,9166 1,9661 1,9588 1,8873 1,7549 1,5817 1,3974 1,2254 1,0778 0,9617 0,8804 0,8308 0,8140 0,8416 0,9231 1,0490 1,1888 1,3013 1,3541 1,3351 1,2454 1,0892 0,8774 0,6348 0,3974 0,1985 0,0572 -0,0170 -0,0112 0,0962 0,3262 0,6849 1,1537 1,6866 2,2169 2,6748 3,0068 3,1823 3,1949 3,0721 2,8801 2,7039 2,6048 2,5913 2,6235 2,6408 2,5897 2,4412 2,1948 1,8723 1,5157 1,1803 0,9100 0,7105 0,5498 0,3877 0,2007 -0,0112 -0,2292 -0,4235 -0,5629 -0,6272 -0,6178 -0,5598 -0,4896 -0,4352 -0,4082 -0,4103 -0,4359 -0,4706 -0,4898 -0,4615 -0,3612 -0,1946 -0,0053 0,1431 0,1973 0,1372 -0,0185 -0,2207 -0,4051 -0,5204 -0,5552 -0,5411 -0,5251 -0,5366 -0,5770 -0,6274 -0,6580 -0,6319 -0,5143 -0,2909 0,0200 0,3735 0,7177 1,0149 1,2501 1,4224 1,5331 1,5862 1,5970 1,5923 1,5912 1,5889 1,5603 1,4802 1,3408 1,1593 0,9731 0,8298 0,7742 0,8314 0,9963 1,2345 1,4854 1,6759 1,7509 1,7018 1,5721 1,4344 1,3544 1,3614 1,4394 1,5390 1,5997 1,5722 1,4351 1,1989 0,9025 0,6068 0,3798 0,2764 0,3164 0,4738 0,6854 0,8764 0,9845 0,9753 0,8496 0,6411 0,4063 0,2063 0,0803 0,0282 0,0153 -0,0063 -0,0709 -0,1786 -0,2928 -0,3638 -0,3586 -0,2748 -0,1445 -0,0268 0,0168 -0,0517 -0,2362 -0,5066 -0,8064 -1,0659 -1,2193 -1,2252 -1,0883 -0,8578 -0,6029 -0,3895 -0,2691 -0,2636 -0,3540 -0,4899 -0,6147 -0,6853 -0,6766 -0,5778 -0,3933 -0,1513 0,0952 0,2889 0,3941 0,4076 0,3521 0,2653 0,1899 0,1599 0,1893 0,2723 0,3944 0,5424 0,7050 0,8685 1,0188 1,1451 1,2402 1,3003 1,3255 1,3237 1,3133 1,3232 1,3854 1,5194 1,7159 1,9356 2,1249 2,2357 2,2404 2,1413 1,9665 1,7527 1,5310 1,3260 1,1614 1,0601 1,0331 1,0667 1,1295 1,1934 1,2484 1,3130 1,4371 1,6784 2,0602 2,5496 3,0732 3,5471 3,8975 4,0742 4,0626 3,8922 3,6307 3,3615 3,1553 3,0455 3,0178 3,0224 3,0006 2,9145 2,7690 2,6133 2,5127 2,5118 2,6183 2,8104 3,0499 3,2934 3,5011 3,6421 3,6961 3,6526 3,5136 3,2984 3,0467 2,8089 2,6285 2,5252 2,4846 2,4680 2,4328 2,3550 2,2395 2,1151 2,0176 1,9742 1,9921 2,0506 2,1084 2,1258 2,0844 1,9945 1,8896 1,8077 1,7706 1,7797 1,8256 1,8947 1,9735 2,0578 2,1575 2,2909 2,4805 2,7499 3,1112 3,5472 4,0037 4,4031 4,6769 4,7998 4,7969 4,7193 4,6171 4,5281 4,4728 4,4509 4,4452 4,4334 4,4056 4,3718 4,3523 4,3595 4,3925 4,4497 4,5434 4,6952 4,9119 5,1672 5,4075 5,5779 5,6471 5,6166 5,5142 5,3760 5,2321 5,1011 4,9927 4,9097 4,8453 4,7857 4,7200 4,6479 4,5812 4,5373 4,5227 4,5270 4,5330 4,5256 4,4924 4,4224 4,3096 4,1616 4,0022 3,8615 3,7680 3,7467 3,8139 3,9626 4,1542 4,3332 4,4553 4,5071 4,5066 4,4868 4,4767 4,4943 4,5429 4,6073 4,6538 4,6423 4,5456 4,3615 4,1150 3,8443 3,5783 3,3229 3,0687 2,8031 2,5141 2,1875 1,8089 1,3699 0,8745 0,3421 -0,1925 -0,6878 -1,1152 -1,4726 -1,7685 -1,9975 -2,1392 -2,1766 -2,1048 -1,9254 -1,6351 -1,2274 -0,7129 -0,1338 0,4450 0,9578 1,3550 1,6127 1,7339 1,7429 1,6791 1,5901 1,5178 1,4791 1,4590 1,4248 1,3496 1,2221 1,0423 0,8152 0,5533 0,2847 0,0461 -0,1349 -0,2495 -0,2968 -0,2663 -0,1314 0,1391 0,5604 1,1203 1,7855 2,5131 3,2497 3,9276 4,4762 4,8480 5,0345 5,0574 4,9499 4,7487 4,4922 4,2100 3,9115 3,5867 3,2250 2,8313 2,4251 2,0285 1,6571 1,3112 0,9737 0,6227 0,2496 -0,1381 -0,5321 -0,9317 -1,3282 -1,6848 -1,9417 -2,0439 -1,9750 -1,7721 -1,5139 -1,2899 -1,1698 -1,1903 -1,3551 -1,6393 -1,9958 -2,3738 -2,7421 -3,0915 -3,4182 -3,7106 -3,9532 -4,1325 -4,2362 -4,2529 -4,1750 -3,9996 -3,7297 -3,3832 -3,0036 -2,6563 -2,4014 -2,2570 -2,1931 -2,1599 -2,1177 -2,0371
F3    0,5444 0,8440 1,1396 1,3801 1,5120 1,4977 1,3413 1,0965 0,8375 0,6243 0,4825 0,4000 0,3383 0,2614 0,1544 0,0204 -0,1286 -0,2725 -0,3845 -0,4430 -0,4393 -0,3777 -0,2786 -0,1821 -0,1391 -0,1886 -0,3384 -0,5659 -0,8341 -1,1027 -1,3357 -1,5148 -1,6433 -1,7243 -1,7421 -1,6793 -1,5407 -1,3463 -1,1106 -0,8372 -0,5299 -0,2012 0,1329 0,4587 0,7592 1,0159 1,2250 1,4070 1,5953 1,8120 2,0530 2,2931 2,5025 2,6591 2,7542 2,7933 2,7919 2,7696 2,7504 2,7627 2,8284 2,9465 3,0925 3,2403 3,3856 3,5445 3,7320 3,9450 4,1651 4,3718 4,5528 4,7039 4,8163 4,8646 4,8133 4,6434 4,3759 4,0721 3,8115 3,6671 3,6888 3,8897 4,2303 4,6247 4,9801 5,2413 5,4053 5,5025 5,5674 5,6226 5,6829 5,7623 5,8684 5,9954 6,1289 6,2549 6,3635 6,4492 6,5087 6,5358 6,5222 6,4592 6,3318 6,1208 5,8158 5,4241 4,9661 4,4684 3,9587 3,4654 3,0154 2,6270 2,2976 2,0044 1,7166 1,4087 1,0772 0,7509 0,4767 0,2927 0,2121 0,2229 0,3007 0,4210 0,5592 0,6837 0,7652 0,7921 0,7746 0,7404 0,7298 0,7772 0,8943 1,0753 1,3103 1,5826 1,8583 2,0952 2,2643 2,3561 2,3703 2,3079 2,1774 2,0015 1,8160 1,6567 1,5410 1,4648 1,4150 1,3774 1,3373 1,2934 1,2669 1,2873 1,3666 1,4849 1,5992 1,6683 1,6708 1,5990 1,4490 1,2279 0,9656 0,7094 0,5029 0,3657 0,2966 0,2923 0,3623 0,5266 0,7978 1,1637 1,5818 1,9890 2,3250 2,5512 2,6477 2,6085 2,4542 2,2456 2,0654 1,9752 1,9858 2,0604 2,1386 2,1631 2,1019 1,9531 1,7360 1,4845 1,2383 1,0255 0,8424 0,6588 0,4456 0,1961 -0,0751 -0,3432 -0,5824 -0,7725 -0,9042 -0,9838 -1,0339 -1,0811 -1,1376 -1,2000 -1,2638 -1,3307 -1,3996 -1,4537 -1,4586 -1,3815 -1,2209 -1,0157 -0,8237 -0,6890 -0,6257 -0,6237 -0,6578 -0,6905 -0,6869 -0,6423 -0,5909 -0,5794 -0,6335 -0,7481 -0,8966 -1,0389 -1,1286 -1,1254 -1,0100 -0,7949 -0,5228 -0,2483 -0,0114 0,1773 0,3235 0,4275 0,4832 0,4976 0,4990 0,5167 0,5551 0,5886 0,5796 0,5068 0,3819 0,2429 0,1370 0,1046 0,1638 0,3069 0,5083 0,7281 0,9167 1,0342 1,0742 1,0658 1,0553 1,0789 1,1448 1,2286 1,2837 1,2629 1,1350 0,8930 0,5570 0,1742 -0,1884 -0,4614 -0,5923 -0,5629 -0,3997 -0,1680 0,0537 0,1993 0,2323 0,1520 -0,0089 -0,1957 -0,3533 -0,4520 -0,4981 -0,5228 -0,5630 -0,6427 -0,7571 -0,8697 -0,9354 -0,9279 -0,8548 -0,7576 -0,6972 -0,7226 -0,8517 -1,0726 -1,3507 -1,6344 -1,8635 -1,9844 -1,9684 -1,8267 -1,6063 -1,3686 -1,1711 -1,0578 -1,0467 -1,1205 -1,2326 -1,3299 -1,3775 -1,3678 -1,3056 -1,1950 -1,0462 -0,8876 -0,7538 -0,6631 -0,6112 -0,5841 -0,5694 -0,5544 -0,5256 -0,4727 -0,3910 -0,2785 -0,1345 0,0344 0,2099 0,3674 0,4850 0,5536 0,5839 0,6010 0,6309 0,6912 0,7917 0,9373 1,1229 1,3227 1,4939 1,5941 1,5988 1,5099 1,3555 1,1741 0,9932 0,8244 0,6762 0,5647 0,5104 0,5211 0,5795 0,6533 0,7190 0,7780 0,8635 1,0327 1,3342 1,7687 2,2802 2,7855 3,2072 3,4881 3,5934 3,5196 3,3024 3,0111 2,7250 2,5060 2,3794 2,3304 2,3181 2,2983 2,2439 2,1610 2,0907 2,0840 2,1704 2,3427 2,5650 2,7905 2,9788 3,1070 3,1690 3,1637 3,0846 2,9242 2,6907 2,4201 2,1665 1,9777 1,8761 1,8522 1,8727 1,8983 1,9029 1,8830 1,8530 1,8315 1,8296 1,8430 1,8499 1,8188 1,7270 1,5736 1,3797 1,1801 1,0064 0,8730 0,7819 0,7362 0,7433 0,8091 0,9375 1,1270 1,3637 1,6278 1,9124 2,2265 2,5764 2,9441 3,2830 3,5375 3,6813 3,7319 3,7266 3,6968 3,6636 3,6381 3,6206 3,6016 3,5693 3,5244 3,4884 3,4925 3,5546 3,6665 3,8056 3,9579 4,1257 4,3150 4,5145 4,6889 4,7954 4,8098 4,7429 4,6322 4,5174 4,4198 4,3412 4,2782 4,2287 4,1856 4,1358 4,0715 3,9978 3,9290 3,8778 3,8439 3,8113 3,7565 3,6621 3,5262 3,3594 3,1745 2,9840 2,8031 2,6490 2,5405 2,4986 2,5392 2,6582 2,8268 3,0028 3,1472 3,2374 3,2766 3,2880 3,2985 3,3274 3,3832 3,4594 3,5328 3,5729 3,5599 3,4965 3,4042 3,3038 3,1950 3,0562 2,8643 2,6097 2,2926 1,9085 1,4458 0,8998 0,2859 -0,3553 -0,9655 -1,4865 -1,8864 -2,1716 -2,3661 -2,4795 -2,5024 -2,4256 -2,2526 -1,9947 -1,6572 -1,2383 -0,7490 -0,2274 0,2722 0,7004 1,0273 1,2460 1,3679 1,4143 1,4093 1,3756 1,3295 1,2750 1,2023 1,0969 0,9519 0,7688 0,5491 0,2909 -0,0017 -0,3067 -0,5887 -0,8181 -0,9789 -1,0581 -1,0321 -0,8670 -0,5353 -0,0388 0,5801 1,2527 1,9160 2,5247 3,0394 3,4225 3,6544 3,7404 3,6973 3,5399 3,2882 2,9785 2,6514 2,3282 2,0040 1,6671 1,3193 0,9757 0,6538 0,3607 0,0846 -0,2011 -0,5145 -0,8487 -1,1822 -1,5062 -1,8349 -2,1802 -2,5181 -2,7874 -2,9205 -2,8860 -2,7141 -2,4873 -2,3029 -2,2345 -2,3169 -2,5500 -2,9051 -3,3264 -3,7464 -4,1145 -4,4085 -4,6238 -4,7622 -4,8315 -4,8410 -4,7929 -4,6839 -4,5141 -4,2880 -4,0135 -3,7068 -3,4021 -3,1525 -3,0033 -2,9554 -2,9623 -2,9672 -2,9367 -2,8567
F7    -0,1285 0,2102 0,5408 0,8081 0,9655 0,9878 0,8842 0,7004 0,4937 0,3102 0,1802 0,1136 0,0931 0,0824 0,0479 -0,0177 -0,0918 -0,1433 -0,1547 -0,1286 -0,0761 -0,0038 0,0844 0,1693 0,2136 0,1847 0,0779 -0,0879 -0,2890 -0,5076 -0,7320 -0,9538 -1,1618 -1,3273 -1,4098 -1,3898 -1,2827 -1,1171 -0,9086 -0,6634 -0,3969 -0,1364 0,0990 0,3081 0,4964 0,6673 0,8273 0,9913 1,1783 1,3928 1,6083 1,7810 1,8779 1,8890 1,8235 1,7062 1,5649 1,4206 1,2940 1,2131 1,2005 1,2487 1,3155 1,3567 1,3630 1,3634 1,3909 1,4527 1,5357 1,6291 1,7338 1,8567 1,9939 2,1134 2,1609 2,0925 1,9079 1,6598 1,4347 1,3139 1,3397 1,5053 1,7599 2,0274 2,2408 2,3767 2,4590 2,5271 2,6022 2,6812 2,7576 2,8376 2,9319 3,0383 3,1421 3,2291 3,2937 3,3380 3,3612 3,3512 3,2964 3,1930 3,0326 2,7972 2,4752 2,0761 1,6297 1,1740 0,7405 0,3518 0,0313 -0,1979 -0,3320 -0,3960 -0,4357 -0,5030 -0,6339 -0,8280 -1,0553 -1,2755 -1,4470 -1,5323 -1,5035 -1,3497 -1,0867 -0,7607 -0,4348 -0,1673 0,0058 0,0862 0,1153 0,1475 0,2171 0,3354 0,5048 0,7188 0,9518 1,1640 1,3233 1,4160 1,4371 1,3803 1,2477 1,0593 0,8508 0,6550 0,4813 0,3164 0,1456 -0,0418 -0,2547 -0,4835 -0,6844 -0,7982 -0,7878 -0,6646 -0,4828 -0,3054 -0,1733 -0,1038 -0,1010 -0,1582 -0,2537 -0,3613 -0,4697 -0,5829 -0,6962 -0,7818 -0,8027 -0,7293 -0,5481 -0,2676 0,0790 0,4400 0,7670 1,0326 1,2198 1,3050 1,2732 1,1534 1,0183 0,9384 0,9365 0,9874 1,0442 1,0645 1,0235 0,9126 0,7331 0,5014 0,2531 0,0238 -0,1780 -0,3706 -0,5710 -0,7758 -0,9672 -1,1322 -1,2728 -1,3985 -1,5121 -1,6108 -1,6975 -1,7800 -1,8596 -1,9284 -1,9795 -2,0157 -2,0454 -2,0673 -2,0583 -1,9853 -1,8352 -1,6344 -1,4382 -1,3004 -1,2478 -1,2713 -1,3325 -1,3853 -1,4045 -1,4011 -1,4081 -1,4492 -1,5213 -1,6024 -1,6694 -1,7016 -1,6819 -1,6022 -1,4677 -1,2972 -1,1234 -0,9883 -0,9206 -0,9168 -0,9533 -1,0113 -1,0801 -1,1371 -1,1444 -1,0748 -0,9369 -0,7769 -0,6577 -0,6315 -0,7195 -0,9119 -1,1727 -1,4427 -1,6545 -1,7583 -1,7418 -1,6366 -1,5020 -1,3907 -1,3216 -1,2769 -1,2198 -1,1223 -0,9870 -0,8489 -0,7567 -0,7498 -0,8470 -1,0417 -1,3017 -1,5783 -1,8214 -1,9889 -2,0495 -1,9899 -1,8288 -1,6186 -1,4286 -1,3222 -1,3370 -1,4754 -1,7043 -1,9646 -2,1947 -2,3602 -2,4652 -2,5427 -2,6356 -2,7744 -2,9567 -3,1421 -3,2686 -3,2789 -3,1487 -2,9061 -2,6264 -2,3908 -2,2456 -2,1941 -2,2127 -2,2678 -2,3195 -2,3207 -2,2374 -2,0807 -1,9046 -1,7690 -1,7108 -1,7389 -1,8333 -1,9498 -2,0395 -2,0702 -2,0315 -1,9271 -1,7649 -1,5542 -1,3132 -1,0745 -0,8705 -0,7139 -0,5986 -0,5170 -0,4632 -0,4223 -0,3664 -0,2663 -0,1048 0,1167 0,3803 0,6593 0,9219 1,1307 1,2455 1,2377 1,1087 0,8942 0,6540 0,4560 0,3557 0,3789 0,5093 0,6900 0,8444 0,9057 0,8426 0,6746 0,4664 0,2904 0,1866 0,1555 0,1776 0,2355 0,3224 0,4303 0,5317 0,5839 0,5535 0,4439 0,3072 0,2284 0,2775 0,4623 0,7280 1,0003 1,2222 1,3615 1,4065 1,3668 1,2739 1,1747 1,1161 1,1249 1,1945 1,2904 1,3740 1,4201 1,4197 1,3846 1,3486 1,3468 1,3924 1,4743 1,5716 1,6679 1,7571 1,8405 1,9179 1,9784 1,9965 1,9411 1,7948 1,5749 1,3344 1,1347 1,0094 0,9538 0,9419 0,9472 0,9514 0,9504 0,9560 0,9874 1,0572 1,1597 1,2666 1,3379 1,3437 1,2770 1,1502 0,9822 0,7839 0,5516 0,2827 -0,0024 -0,2604 -0,4397 -0,4916 -0,3836 -0,1167 0,2754 0,7453 1,2468 1,7372 2,1728 2,5091 2,7167 2,8052 2,8207 2,8103 2,7979 2,7869 2,7697 2,7310 2,6555 2,5367 2,3878 2,2480 2,1718 2,1995 2,3318 2,5328 2,7594 2,9875 3,2109 3,4205 3,5920 3,6951 3,7118 3,6465 3,5208 3,3591 3,1815 3,0059 2,8525 2,7425 2,6894 2,6946 2,7517 2,8514 2,9820 3,1244 3,2453 3,2997 3,2511 3,0917 2,8399 2,5216 2,1608 1,7890 1,4501 1,1871 1,0291 0,9890 1,0639 1,2296 1,4435 1,6573 1,8286 1,9282 1,9504 1,9155 1,8567 1,8048 1,7839 1,8067 1,8633 1,9236 1,9587 1,9616 1,9472 1,9301 1,9019 1,8354 1,7104 1,5266 1,2930 1,0139 0,6832 0,2904 -0,1653 -0,6630 -1,1660 -1,6386 -2,0621 -2,4362 -2,7590 -3,0041 -3,1288 -3,1039 -2,9323 -2,6376 -2,2398 -1,7525 -1,2057 -0,6559 -0,1648 0,2186 0,4593 0,5391 0,4625 0,2564 -0,0351 -0,3533 -0,6344 -0,8342 -0,9485 -1,0040 -1,0335 -1,0614 -1,0988 -1,1461 -1,2017 -1,2676 -1,3496 -1,4548 -1,5844 -1,7229 -1,8287 -1,8391 -1,6968 -1,3867 -0,9466 -0,4419 0,0759 0,5834 1,0633 1,4884 1,8303 2,0717 2,2008 2,2021 2,0692 1,8221 1,5006 1,1467 0,7988 0,4945 0,2618 0,1011 -0,0206 -0,1551 -0,3527 -0,6390 -0,9939 -1,3541 -1,6488 -1,8319 -1,8943 -1,8712 -1,8301 -1,8252 -1,8660 -1,9332 -2,0042 -2,0548 -2,0597 -2,0105 -1,9298 -1,8539 -1,7933 -1,7317 -1,6800 -1,7025 -1,8626 -2,1558 -2,5089 -2,8286 -3,0526 -3,1729 -3,2228 -3,2447 -3,2662 -3,2993 -3,3516 -3,4301 -3,5272 -3,6070 -3,6136 -3,5071 -3,3089 -3,1059 -2,9784
