Fp1   -1,6543 -1,6680 -1,7055 -1,7772 -1,8841 -2,0165 -2,1520 -2,2538 -2,2805 -2,2047 -2,0314 -1,7977 -1,5512 -1,3250 -1,1257 -0,9351 -0,7243 -0,4693 -0,1557 0,2219 0,6573 1,1323 1,6225 2,0980 2,5218 2,8603 3,1021 3,2608 3,3563 3,3965 3,3739 3,2802 3,1200 2,9087 2,6581 2,3692 2,0342 1,6429 1,1924 0,6930 0,1665 -0,3600 -0,8608 -1,3187 -1,7302 -2,1033 -2,4488 -2,7709 -3,0611 -3,3034 -3,4868 -3,6123 -3,6831 -3,6935 -3,6312 -3,4884 -3,2686 -2,9815 -2,6370 -2,2434 -1,8128 -1,3672 -0,9382 -0,5528 -0,2205 0,0646 0,3121 0,5293 0,7194 0,8776 0,9878 1,0294 0,9913 0,8809 0,7209 0,5363 0,3477 0,1700 0,0132 -0,1207 -0,2425 -0,3717 -0,5207 -0,6828 -0,8387 -0,9684 -1,0570 -1,1000 -1,1056 -1,0852 -1,0436 -0,9828 -0,9074 -0,8244 -0,7417 -0,6686 -0,6108 -0,5660 -0,5305 -0,5139 -0,5405 -0,6321 -0,7931 -1,0090 -1,2458 -1,4535 -1,5899 -1,6511 -1,6785 -1,7348 -1,8728 -2,1169 -2,4631 -2,8891 -3,3642 -3,8569 -4,3400 -4,7916 -5,1906 -5,5160 -5,7537 -5,8994 -5,9558 -5,9261 -5,8092 -5,5953 -5,2689 -4,8164 -4,2367 -3,5442 -2,7593 -1,8978 -0,9713 0,0064 1,0208 2,0629 3,1266 4,2004 5,2634 6,2885 7,2490 8,1229 8,8934 9,5480 10,0818 10,4999 10,8152 11,0417 11,1852 11,2320 11,1523 10,9162 10,5120 9,9538 9,2812 8,5530 7,8341 7,1740 6,5886 6,0609 5,5634 5,0819 4,6154 4,1609 3,7069 3,2423 2,7669 2,2941 1,8443 1,4364 1,0791 0,7687 0,4977 0,2707 0,1069 0,0228 0,0166 0,0694 0,1584 0,2673 0,3888 0,5259 0,6912 0,9004 1,1586 1,4509 1,7494 2,0300 2,2818 2,5054 2,7067 2,8867 3,0341 3,1270 3,1446 3,0783 2,9358 2,7353 2,4962 2,2317 1,9505 1,6588 1,3566 1,0377 0,6969 0,3384 -0,0238 -0,3734 -0,6983 -0,9879 -1,2297 -1,4133 -1,5364 -1,6049 -1,6312 -1,6356 -1,6449 -1,6791 -1,7418 -1,8259 -1,9229 -2,0211 -2,1045 -2,1563 -2,1610 -2,1053 -1,9831 -1,8007 -1,5732 -1,3171 -1,0516 -0,8070 -0,6196 -0,5119 -0,4789 -0,4960 -0,5370 -0,5860 -0,6370 -0,6908 -0,7492 -0,8124 -0,8801 -0,9533 -1,0335 -1,1208 -1,2148 -1,3136 -1,4127 -1,5078 -1,5968 -1,6790 -1,7531 -1,8164 -1,8644 -1,8939 -1,9043 -1,8969 -1,8796 -1,8720 -1,8999 -1,9860 -2,1415 -2,3602 -2,6181 -2,8778 -3,1002 -3,2579 -3,3429 -3,3612 -3,3231 -3,2434 -3,1409 -3,0297 -2,9136 -2,7906 -2,6557 -2,5004 -2,3204 -2,1245 -1,9320 -1,7628 -1,6323 -1,5479 -1,5074 -1,4966 -1,4906 -1,4614 -1,3945 -1,2944 -1,1754 -1,0481 -0,9147 -0,7720 -0,6173 -0,4510 -0,2764 -0,1015 0,0600 0,1932 0,2840 0,3208 0,2975 0,2176 0,0945 -0,0534 -0,2081 -0,3522 -0,4650 -0,5277 -0,5353 -0,5007 -0,4427 -0,3753 -0,3136 -0,2757 -0,2680 -0,2748 -0,2662 -0,2178 -0,1239 0,0044 0,1487 0,2927 0,4243 0,5356 0,6258 0,7000 0,7636 0,8165 0,8521 0,8583 0,8250 0,7509 0,6483 0,5425 0,4655 0,4388 0,4601 0,5070 0,5479 0,5479 0,4751 0,3125 0,0681 -0,2218 -0,4984 -0,7005 -0,7892 -0,7588 -0,6296 -0,4365 -0,2197 -0,0149 0,1513 0,2645 0,3293 0,3653 0,3933 0,4290 0,4825 0,5556 0,6442 0,7408 0,8354 0,9172 0,9829 1,0423 1,1105 1,1897 1,2605 1,2902 1,2513 1,1400 0,9759 0,7861 0,5912 0,4015 0,2216 0,0538 -0,1015 -0,2417 -0,3626 -0,4620 -0,5351 -0,5710 -0,5603 -0,5045 -0,4141 -0,3016 -0,1800 -0,0681 0,0079 0,0210 -0,0459 -0,1882 -0,3718 -0,5429 -0,6497 -0,6599 -0,5631 -0,3667 -0,0933 0,2214 0,5310 0,7866 0,9473 0,9879 0,9054 0,7181 0,4572 0,1547 -0,1674 -0,5024 -0,8554 -1,2286 -1,6094 -1,9705 -2,2756 -2,4908 -2,5989 -2,6108 -2,5642 -2,5063 -2,4713 -2,4722 -2,5061 -2,5585 -2,6034 -2,6054 -2,5314 -2,3607 -2,0847 -1,7048 -1,2361 -0,7091 -0,1622 0,3687 0,8549 1,2775 1,6293 1,9094 2,1112 2,2210 2,2294 2,1351 1,9427 1,6676 1,3377 0,9798 0,6043 0,2069 -0,2164 -0,6532 -1,0741 -1,4439 -1,7308 -1,9107 -1,9686 -1,8970 -1,6999 -1,3997 -1,0360 -0,6549 -0,2989 0,0008 0,2296 0,3894 0,4952 0,5694 0,6291 0,6769 0,7020 0,6878 0,6235 0,5110 0,3576 0,1694 -0,0452 -0,2733 -0,5105 -0,7732 -1,0902 -1,4812 -1,9412 -2,4423 -2,9468 -3,4222 -3,8484 -4,2170 -4,5244 -4,7723 -4,9715 -5,1360 -5,2696 -5,3633 -5,3978 -5,3460 -5,1862 -4,9195 -4,5679 -4,1567 -3,6983 -3,1849 -2,5955 -1,9122 -1,1310 -0,2589 0,6932 1,7093 2,7639 3,8230 4,8517 5,8262 6,7386 7,5892 8,3698 9,0522 9,5984 9,9845 10,2112 10,2960 10,2620 10,1302 9,9105 9,6027 9,2093 8,7464 8,2445 7,7423 7,2775 6,8705 6,5122 6,1739 5,8312 5,4700 5,0796 4,6557 4,2042 3,7346 3,2532 2,7645 2,2793 1,8147 1,3834 0,9881 0,6313 0,3276 0,1032 -0,0139 -0,0071 0,1127 0,3014 0,4997 0,6599 0,7621 0,8144 0,8417 0,8684 0,9073 0,9594 1,0185 1,0755 1,1227 1,1546 1,1603 1,1219 1,0296 0,8943 0,7367 0,5667 0,3778 0,1531 -0,1273 -0,4793 -0,9076 -1,4010 -1,9338 -2,4724 -2,9842 -3,4498 -3,8757 -4,2901 -4,7175 -5,1563 -5,5762 -5,9365 -6,2051 -6,3693 -6,4367 -6,4324 -6,3894 -6,3357 -6,2856 -6,2403 -6,1948 -6,1423 -6,0740 -5,9807 -5,8610
Fz    -2,6288 -2,6347 -2,6575 -2,7270 -2,8492 -3,0021 -3,1395 -3,1993 -3,1280 -2,9129 -2,6002 -2,2734 -2,0032 -1,8151 -1,6890 -1,5738 -1,4065 -1,1287 -0,6976 -0,0993 0,6405 1,4645 2,3054 3,0962 3,7711 4,2832 4,6317 4,8627 5,0303 5,1558 5,2234 5,2099 5,1124 4,9412 4,6943 4,3508 3,8850 3,2799 2,5351 1,6708 0,7264 -0,2478 -1,2028 -2,1078 -2,9586 -3,7707 -4,5570 -5,3071 -5,9880 -6,5649 -7,0222 -7,3634 -7,5867 -7,6687 -7,5793 -7,3108 -6,8881 -6,3572 -5,7644 -5,1426 -4,5097 -3,8814 -3,2861 -2,7558 -2,3001 -1,9007 -1,5305 -1,1739 -0,8384 -0,5579 -0,3838 -0,3592 -0,4947 -0,7629 -1,1118 -1,4881 -1,8559 -2,1997 -2,5155 -2,8082 -3,0951 -3,3987 -3,7257 -4,0576 -4,3646 -4,6220 -4,8100 -4,9091 -4,9052 -4,7955 -4,5926 -4,3293 -4,0502 -3,7910 -3,5720 -3,4060 -3,2966 -3,2327 -3,2002 -3,1981 -3,2370 -3,3256 -3,4690 -3,6695 -3,9099 -4,1378 -4,2927 -4,3561 -4,3742 -4,4332 -4,6087 -4,9314 -5,3839 -5,9168 -6,4710 -6,9939 -7,4532 -7,8403 -8,1586 -8,4116 -8,6041 -8,7392 -8,8076 -8,7865 -8,6459 -8,3516 -7,8655 -7,1595 -6,2370 -5,1379 -3,9211 -2,6409 -1,3369 -0,0352 1,2551 2,5506 3,8796 5,2468 6,6162 7,9255 9,1100 10,1205 10,9290 11,5295 11,9379 12,1870 12,3193 12,3816 12,4039 12,3741 12,2411 11,9469 11,4538 10,7545 9,8737 8,8709 7,8380 6,8748 6,0483 5,3703 4,8185 4,3697 4,0065 3,7062 3,4410 3,1929 2,9662 2,7829 2,6657 2,6243 2,6512 2,7262 2,8277 2,9493 3,1039 3,3081 3,5713 3,8991 4,2943 4,7467 5,2289 5,7099 6,1732 6,6210 7,0565 7,4686 7,8406 8,1692 8,4641 8,7354 8,9834 9,1898 9,3114 9,2901 9,0829 8,6932 8,1711 7,5839 6,9870 6,4127 5,8790 5,3961 4,9552 4,5223 4,0571 3,5409 2,9888 2,4358 1,9189 1,4756 1,1415 0,9333 0,8375 0,8217 0,8509 0,8939 0,9234 0,9220 0,8882 0,8291 0,7530 0,6746 0,6145 0,5864 0,5929 0,6357 0,7216 0,8533 1,0259 1,2372 1,4848 1,7461 1,9786 2,1525 2,2740 2,3732 2,4752 2,5859 2,6949 2,7833 2,8328 2,8292 2,7580 2,6014 2,3515 2,0277 1,6769 1,3534 1,0944 0,9096 0,7868 0,7054 0,6466 0,6040 0,5871 0,6110 0,6875 0,8279 1,0346 1,2853 1,5291 1,7034 1,7584 1,6805 1,4987 1,2754 1,0865 0,9918 1,0122 1,1348 1,3342 1,5787 1,8300 2,0582 2,2580 2,4439 2,6366 2,8623 3,1480 3,5033 3,9066 4,3122 4,6694 4,9390 5,1048 5,1790 5,2018 5,2219 5,2700 5,3521 5,4682 5,6251 5,8315 6,0923 6,4121 6,7954 7,2363 7,7104 8,1803 8,6064 8,9471 9,1581 9,2051 9,0800 8,8083 8,4434 8,0510 7,6978 7,4441 7,3304 7,3633 7,5155 7,7413 7,9884 8,2005 8,3289 8,3580 8,3195 8,2767 8,2877 8,3770 8,5336 8,7294 8,9372 9,1375 9,3205 9,4847 9,6326 9,7613 9,8593 9,9050 9,8694 9,7315 9,4972 9,2034 8,9067 8,6670 8,5266 8,4938 8,5458 8,6395 8,7187 8,7235 8,6098 8,3642 8,0112 7,6080 7,2265 6,9279 6,7489 6,6969 6,7475 6,8539 6,9692 7,0572 7,0951 7,0860 7,0616 7,0610 7,1109 7,2173 7,3676 7,5444 7,7369 7,9359 8,1269 8,3009 8,4704 8,6604 8,8768 9,0880 9,2371 9,2769 9,1975 9,0229 8,7896 8,5272 8,2519 7,9750 7,7146 7,4900 7,3089 7,1575 7,0052 6,8268 6,6225 6,4186 6,2522 6,1521 6,1284 6,1683 6,2348 6,2745 6,2320 6,0688 5,7870 5,4418 5,1202 4,8971 4,8083 4,8561 5,0253 5,2899 5,6152 5,9589 6,2795 6,5404 6,7104 6,7694 6,7181 6,5758 6,3669 6,1037 5,7776 5,3730 4,8957 4,3857 3,9060 3,5306 3,3315 3,3485 3,5569 3,8689 4,1777 4,4079 4,5377 4,5841 4,5785 4,5600 4,5737 4,6513 4,7942 4,9853 5,2085 5,4537 5,7145 5,9812 6,2348 6,4515 6,6136 6,7142 6,7500 6,7180 6,6259 6,4974 6,3500 6,1794 5,9773 5,7488 5,5044 5,2446 4,9575 4,6369 4,3029 4,0002 3,7761 3,6634 3,6738 3,8019 4,0356 4,3592 4,7438 5,1430 5,5074 5,7996 6,0005 6,1075 6,1292 6,0861 6,0116 5,9376 5,8701 5,7802 5,6181 5,3471 4,9680 4,5083 3,9983 3,4722 2,9763 2,5459 2,1721 1,8047 1,3868 0,8893 0,3262 -0,2575 -0,8124 -1,3038 -1,7164 -2,0499 -2,3222 -2,5713 -2,8350 -3,1172 -3,3743 -3,5334 -3,5268 -3,3256 -2,9520 -2,4609 -1,9092 -1,3285 -0,7093 -0,0122 0,7974 1,7262 2,7577 3,8675 5,0274 6,2013 7,3417 8,3973 9,3363 10,1619 10,9002 11,5684 12,1475 12,5887 12,8514 12,9264 12,8285 12,5800 12,2012 11,7044 11,1012 10,4210 9,7196 9,0646 8,5119 8,0900 7,7887 7,5572 7,3327 7,0807 6,8028 6,5100 6,2077 5,8980 5,5769 5,2295 4,8415 4,4188 3,9912 3,5910 3,2350 2,9311 2,6942 2,5492 2,5228 2,6240 2,8192 3,0278 3,1595 3,1651 3,0606 2,9118 2,7953 2,7613 2,8188 2,9405 3,0760 3,1697 3,1819 3,1009 2,9324 2,6883 2,4005 2,1279 1,9251 1,8023 1,7171 1,5983 1,3764 1,0085 0,4857 -0,1703 -0,9143 -1,6874 -2,4250 -3,0720 -3,6139 -4,0851 -4,5315 -4,9666 -5,3659 -5,6886 -5,9031 -6,0031 -6,0110 -5,9733 -5,9512 -5,9962 -6,1253 -6,3193 -6,5392 -6,7363 -6,8572 -6,8612 -6,7449
F3    -1,5755 -1,5857 -1,5941 -1,6200 -1,6741 -1,7530 -1,8357 -1,8854 -1,8658 -1,7625 -1,5955 -1,4097 -1,2443 -1,1113 -0,9954 -0,8646 -0,6833 -0,4237 -0,0712 0,3719 0,8841 1,4295 1,9695 2,4680 2,8906 3,2135 3,4394 3,5969 3,7178 3,8128 3,8670 3,8585 3,7785 3,6303 3,4126 3,1131 2,7173 2,2160 1,6100 0,9134 0,1530 -0,6363 -1,4207 -2,1786 -2,9054 -3,6070 -4,2868 -4,9341 -5,5226 -6,0212 -6,4085 -6,6778 -6,8283 -6,8557 -6,7554 -6,5312 -6,1987 -5,7798 -5,2957 -4,7651 -4,2090 -3,6559 -3,1395 -2,6848 -2,2958 -1,9596 -1,6599 -1,3863 -1,1403 -0,9389 -0,8096 -0,7791 -0,8580 -1,0329 -1,2735 -1,5476 -1,8309 -2,1055 -2,3543 -2,5643 -2,7374 -2,8903 -3,0386 -3,1814 -3,3037 -3,3868 -3,4148 -3,3766 -3,2708 -3,1061 -2,9018 -2,6881 -2,4966 -2,3473 -2,2457 -2,1902 -2,1728 -2,1788 -2,1944 -2,2213 -2,2769 -2,3803 -2,5426 -2,7639 -3,0238 -3,2768 -3,4747 -3,5997 -3,6779 -3,7627 -3,9061 -4,1374 -4,4565 -4,8385 -5,2469 -5,6473 -6,0157 -6,3382 -6,6047 -6,8065 -6,9399 -7,0038 -6,9909 -6,8862 -6,6712 -6,3269 -5,8339 -5,1765 -4,3518 -3,3778 -2,2889 -1,1230 0,0857 1,3079 2,5238 3,7313 4,9387 6,1444 7,3240 8,4381 9,4455 10,3137 11,0225 11,5668 11,9597 12,2296 12,4105 12,5341 12,6185 12,6533 12,5996 12,4121 12,0638 11,5557 10,9139 10,1823 9,4153 8,6664 7,9724 7,3445 6,7779 6,2680 5,8112 5,3960 5,0025 4,6132 4,2253 3,8513 3,5075 3,2026 2,9343 2,6957 2,4843 2,3107 2,1969 2,1622 2,2114 2,3362 2,5248 2,7649 3,0448 3,3542 3,6851 4,0315 4,3828 4,7198 5,0233 5,2865 5,5132 5,7086 5,8731 5,9970 6,0577 6,0255 5,8811 5,6289 5,2954 4,9141 4,5105 4,0972 3,6807 3,2686 2,8637 2,4611 2,0546 1,6455 1,2451 0,8686 0,5285 0,2363 0,0064 -0,1500 -0,2344 -0,2620 -0,2568 -0,2457 -0,2497 -0,2777 -0,3259 -0,3855 -0,4473 -0,5003 -0,5316 -0,5304 -0,4889 -0,4010 -0,2648 -0,0865 0,1237 0,3602 0,6177 0,8784 1,1111 1,2917 1,4178 1,5035 1,5657 1,6179 1,6696 1,7266 1,7890 1,8504 1,8965 1,9087 1,8730 1,7890 1,6688 1,5300 1,3877 1,2493 1,1155 0,9856 0,8611 0,7495 0,6639 0,6193 0,6290 0,7037 0,8440 1,0314 1,2301 1,3985 1,5021 1,5258 1,4790 1,3919 1,3039 1,2488 1,2423 1,2841 1,3688 1,4883 1,6301 1,7841 1,9484 2,1242 2,3112 2,5109 2,7263 2,9558 3,1887 3,4059 3,5834 3,7015 3,7560 3,7627 3,7549 3,7704 3,8337 3,9493 4,1087 4,3014 4,5221 4,7712 5,0519 5,3647 5,7022 6,0448 6,3661 6,6428 6,8564 6,9904 7,0339 6,9889 6,8711 6,7035 6,5094 6,3114 6,1341 6,0013 5,9246 5,8968 5,8993 5,9131 5,9174 5,8897 5,8214 5,7329 5,6650 5,6556 5,7203 5,8500 6,0203 6,2021 6,3675 6,4961 6,5803 6,6252 6,6400 6,6282 6,5826 6,4891 6,3391 6,1401 5,9170 5,7075 5,5538 5,4850 5,4999 5,5679 5,6410 5,6660 5,5977 5,4124 5,1149 4,7388 4,3412 3,9874 3,7284 3,5864 3,5566 3,6148 3,7274 3,8629 3,9945 4,1012 4,1775 4,2363 4,2988 4,3829 4,4969 4,6368 4,7930 4,9572 5,1195 5,2669 5,3909 5,4980 5,6013 5,7016 5,7795 5,8042 5,7523 5,6213 5,4283 5,1972 4,9488 4,6986 4,4626 4,2615 4,1152 4,0352 4,0168 4,0397 4,0801 4,1251 4,1752 4,2365 4,3113 4,3943 4,4727 4,5251 4,5245 4,4451 4,2709 4,0089 3,6989 3,4047 3,1858 3,0750 3,0764 3,1755 3,3491 3,5704 3,8086 4,0311 4,2062 4,3061 4,3125 4,2228 4,0496 3,8142 3,5355 3,2219 2,8750 2,5039 2,1325 1,7934 1,5213 1,3467 1,2844 1,3191 1,4052 1,4857 1,5182 1,4867 1,3970 1,2696 1,1375 1,0439 1,0250 1,0959 1,2535 1,4870 1,7813 2,1172 2,4702 2,8124 3,1166 3,3646 3,5513 3,6788 3,7494 3,7663 3,7364 3,6597 3,5251 3,3247 3,0656 2,7609 2,4175 2,0352 1,6175 1,1868 0,7852 0,4609 0,2521 0,1771 0,2354 0,4175 0,7099 1,0900 1,5210 1,9598 2,3658 2,7084 2,9738 3,1646 3,2959 3,3865 3,4476 3,4736 3,4441 3,3346 3,1328 2,8495 2,5075 2,1258 1,7222 1,3202 0,9372 0,5674 0,1864 -0,2304 -0,6922 -1,1873 -1,6880 -2,1634 -2,5905 -2,9596 -3,2727 -3,5419 -3,7899 -4,0366 -4,2793 -4,4862 -4,6062 -4,5885 -4,4063 -4,0708 -3,6212 -3,1005 -2,5337 -1,9184 -1,2334 -0,4614 0,3978 1,3320 2,3244 3,3528 4,3901 5,4046 6,3637 7,2449 8,0451 8,7738 9,4341 10,0070 10,4582 10,7610 10,9102 10,9167 10,7963 10,5628 10,2238 9,7857 9,2648 8,6921 8,1077 7,5510 7,0526 6,6214 6,2372 5,8669 5,4916 5,1108 4,7255 4,3335 3,9348 3,5284 3,1067 2,6638 2,2099 1,7730 1,3821 1,0513 0,7827 0,5796 0,4529 0,4182 0,4816 0,6229 0,7923 0,9325 1,0089 1,0234 1,0084 1,0061 1,0453 1,1305 1,2473 1,3721 1,4788 1,5468 1,5684 1,5416 1,4608 1,3257 1,1514 0,9586 0,7565 0,5357 0,2728 -0,0607 -0,4849 -1,0054 -1,6149 -2,2945 -3,0117 -3,7205 -4,3741 -4,9483 -5,4502 -5,8963 -6,2894 -6,6147 -6,8524 -6,9918 -7,0384 -7,0138 -6,9508 -6,8863 -6,8487 -6,8467 -6,8694 -6,8958 -6,9010 -6,8600 -6,7554 -6,5900
F7    -1,0088 -1,0383 -1,0713 -1,1172 -1,1809 -1,2611 -1,3413 -1,3877 -1,3640 -1,2495 -1,0508 -0,8007 -0,5410 -0,3002 -0,0877 0,1018 0,2808 0,4604 0,6477 0,8478 1,0633 1,2930 1,5324 1,7745 2,0056 2,2090 2,3763 2,5125 2,6257 2,7115 2,7508 2,7239 2,6260 2,4655 2,2504 1,9804 1,6493 1,2503 0,7808 0,2479 -0,3283 -0,9168 -1,4857 -2,0160 -2,5074 -2,9713 -3,4187 -3,8513 -4,2574 -4,6140 -4,8957 -5,0839 -5,1708 -5,1580 -5,0570 -4,8856 -4,6583 -4,3787 -4,0427 -3,6525 -3,2254 -2,7900 -2,3721 -1,9835 -1,6226 -1,2855 -0,9761 -0,7073 -0,4956 -0,3512 -0,2737 -0,2560 -0,2919 -0,3786 -0,5165 -0,7060 -0,9420 -1,2074 -1,4737 -1,7104 -1,8995 -2,0419 -2,1485 -2,2231 -2,2581 -2,2446 -2,1823 -2,0792 -1,9488 -1,8089 -1,6808 -1,5837 -1,5251 -1,4961 -1,4798 -1,4646 -1,4475 -1,4278 -1,4061 -1,3916 -1,4040 -1,4620 -1,5703 -1,7156 -1,8693 -1,9972 -2,0790 -2,1234 -2,1637 -2,2385 -2,3749 -2,5793 -2,8336 -3,1043 -3,3593 -3,5829 -3,7768 -3,9497 -4,1061 -4,2416 -4,3444 -4,3979 -4,3822 -4,2792 -4,0780 -3,7744 -3,3660 -2,8493 -2,2231 -1,4971 -0,6909 0,1742 1,0843 2,0326 3,0151 4,0243 5,0445 6,0509 7,0125 7,8984 8,6845 9,3606 9,9303 10,4055 10,8012 11,1302 11,3980 11,6023 11,7357 11,7839 11,7266 11,5469 11,2445 10,8403 10,3690 9,8667 9,3603 8,8644 8,3824 7,9098 7,4401 6,9720 6,5105 6,0585 5,6102 5,1528 4,6783 4,1901 3,6985 3,2144 2,7473 2,3055 1,8962 1,5287 1,2144 0,9614 0,7699 0,6360 0,5603 0,5487 0,6060 0,7295 0,9067 1,1182 1,3396 1,5433 1,7072 1,8237 1,9004 1,9535 2,0008 2,0521 2,0995 2,1207 2,0955 2,0218 1,9137 1,7881 1,6538 1,5078 1,3437 1,1609 0,9633 0,7536 0,5350 0,3119 0,0899 -0,1249 -0,3267 -0,5096 -0,6663 -0,7918 -0,8872 -0,9615 -1,0270 -1,0938 -1,1649 -1,2367 -1,3026 -1,3569 -1,3958 -1,4150 -1,4089 -1,3694 -1,2870 -1,1564 -0,9825 -0,7810 -0,5672 -0,3444 -0,1096 0,1292 0,3485 0,5218 0,6307 0,6673 0,6367 0,5590 0,4655 0,3903 0,3626 0,3971 0,4888 0,6198 0,7706 0,9218 1,0507 1,1313 1,1410 1,0679 0,9163 0,7072 0,4703 0,2355 0,0299 -0,1245 -0,2119 -0,2234 -0,1596 -0,0352 0,1206 0,2721 0,3906 0,4631 0,4942 0,4978 0,4856 0,4630 0,4315 0,3940 0,3568 0,3270 0,3088 0,3082 0,3349 0,3946 0,4845 0,5970 0,7212 0,8426 0,9470 1,0240 1,0635 1,0577 1,0081 0,9323 0,8619 0,8297 0,8545 0,9369 1,0642 1,2205 1,3998 1,6071 1,8425 2,0885 2,3136 2,4877 2,5977 2,6510 2,6641 2,6494 2,6165 2,5743 2,5255 2,4622 2,3722 2,2500 2,1053 1,9597 1,8317 1,7248 1,6331 1,5534 1,4796 1,3980 1,3006 1,2009 1,1277 1,1052 1,1423 1,2365 1,3760 1,5367 1,6853 1,7927 1,8433 1,8319 1,7593 1,6327 1,4645 1,2699 1,0640 0,8608 0,6721 0,5112 0,3929 0,3258 0,3010 0,2932 0,2689 0,1962 0,0559 -0,1530 -0,4169 -0,7104 -0,9958 -1,2312 -1,3901 -1,4729 -1,4954 -1,4734 -1,4150 -1,3218 -1,1978 -1,0568 -0,9178 -0,7938 -0,6867 -0,5856 -0,4741 -0,3435 -0,1983 -0,0510 0,0807 0,1786 0,2330 0,2491 0,2410 0,2184 0,1832 0,1338 0,0697 -0,0066 -0,0933 -0,1929 -0,3104 -0,4474 -0,5973 -0,7455 -0,8732 -0,9626 -1,0040 -0,9970 -0,9440 -0,8475 -0,7128 -0,5529 -0,3883 -0,2385 -0,1173 -0,0345 0,0004 -0,0208 -0,1058 -0,2566 -0,4576 -0,6711 -0,8512 -0,9648 -1,0033 -0,9786 -0,9126 -0,8289 -0,7518 -0,7028 -0,6971 -0,7416 -0,8385 -0,9860 -1,1768 -1,3987 -1,6391 -1,8915 -2,1565 -2,4367 -2,7315 -3,0360 -3,3399 -3,6258 -3,8721 -4,0612 -4,1883 -4,2623 -4,3017 -4,3295 -4,3644 -4,4114 -4,4572 -4,4769 -4,4463 -4,3483 -4,1682 -3,8945 -3,5301 -3,1000 -2,6448 -2,2089 -1,8308 -1,5349 -1,3274 -1,1993 -1,1371 -1,1276 -1,1596 -1,2291 -1,3424 -1,5043 -1,7071 -1,9361 -2,1830 -2,4521 -2,7543 -3,0933 -3,4553 -3,8098 -4,1168 -4,3383 -4,4506 -4,4451 -4,3241 -4,1046 -3,8174 -3,4960 -3,1663 -2,8456 -2,5405 -2,2459 -1,9515 -1,6548 -1,3684 -1,1179 -0,9328 -0,8380 -0,8412 -0,9282 -1,0757 -1,2685 -1,4984 -1,7548 -2,0239 -2,2967 -2,5713 -2,8502 -3,1360 -3,4270 -3,7176 -3,9987 -4,2621 -4,5047 -4,7303 -4,9445 -5,1493 -5,3385 -5,4961 -5,6031 -5,6423 -5,5994 -5,4689 -5,2581 -4,9786 -4,6353 -4,2249 -3,7393 -3,1729 -2,5291 -1,8207 -1,0608 -0,2577 0,5841 1,4601 2,3599 3,2614 4,1345 4,9524 5,6935 6,3353 6,8535 7,2305 7,4655 7,5751 7,5880 7,5345 7,4345 7,2915 7,0987 6,8493 6,5414 6,1821 5,7909 5,3937 5,0091 4,6388 4,2751 3,9142 3,5561 3,1967 2,8318 2,4616 2,0863 1,7015 1,3048 0,9047 0,5163 0,1498 -0,1934 -0,5121 -0,7974 -1,0322 -1,1960 -1,2729 -1,2616 -1,1817 -1,0667 -0,9476 -0,8427 -0,7563 -0,6822 -0,6096 -0,5288 -0,4329 -0,3164 -0,1780 -0,0219 0,1408 0,2855 0,3727 0,3624 0,2363 0,0077 -0,2890 -0,6198 -0,9741 -1,3662 -1,8165 -2,3321 -2,9054 -3,5189 -4,1462 -4,7526 -5,3039 -5,7819 -6,1888 -6,5332 -6,8198 -7,0495 -7,2237 -7,3448 -7,4158 -7,4400 -7,4237 -7,3774 -7,3126 -7,2355 -7,1438 -7,0324 -6,8993 -6,7430 -6,5591 -6,3456
