Fp1   -0,6156 -0,8309 -1,0295 -1,1617 -1,1841 -1,0632 -0,7906 -0,3993 0,0458 0,4756 0,8300 1,0499 1,0935 0,9749 0,7685 0,5582 0,3783 0,2013 -0,0133 -0,2690 -0,5285 -0,7404 -0,8673 -0,9018 -0,8613 -0,7688 -0,6426 -0,5012 -0,3704 -0,2838 -0,2765 -0,3591 -0,4960 -0,6190 -0,6595 -0,5710 -0,3439 -0,0140 0,3494 0,6727 0,9071 1,0346 1,0617 1,0171 0,9472 0,9045 0,9221 0,9817 1,0184 0,9699 0,8148 0,5626 0,2297 -0,1623 -0,5729 -0,9379 -1,1934 -1,3176 -1,3368 -1,2913 -1,2167 -1,1526 -1,1320 -1,1552 -1,1919 -1,2055 -1,1664 -1,0566 -0,8788 -0,6587 -0,4282 -0,2033 0,0162 0,2354 0,4624 0,7016 0,9376 1,1487 1,3409 1,5404 1,7497 1,9339 2,0549 2,1063 2,1137 2,1130 2,1360 2,2054 2,3229 2,4684 2,6194 2,7683 2,9225 3,0960 3,2972 3,5183 3,7226 3,8493 3,8507 3,7393 3,5988 3,5320 3,5926 3,7582 3,9498 4,0750 4,0784 3,9597 3,7499 3,4800 3,1709 2,8436 2,5269 2,2474 2,0091 1,7937 1,5890 1,4077 1,2684 1,1689 1,0878 0,9983 0,8705 0,6821 0,4453 0,2132 0,0442 -0,0436 -0,0775 -0,0903 -0,0860 -0,0503 0,0210 0,1202 0,2508 0,4327 0,6752 0,9487 1,1980 1,3807 1,4825 1,5051 1,4595 1,3723 1,2848 1,2420 1,2887 1,4582 1,7536 2,1442 2,5865 3,0464 3,5080 3,9759 4,4713 5,0011 5,5303 5,9960 6,3428 6,5452 6,6025 6,5251 6,3395 6,0956 5,8544 5,6606 5,5207 5,4016 5,2577 5,0721 4,8655 4,6605 4,4585 4,2546 4,0569 3,8884 3,7761 3,7356 3,7502 3,7660 3,7263 3,6213 3,4885 3,3657 3,2602 3,1554 3,0288 2,8647 2,6701 2,4764 2,3111 2,1700 2,0318 1,8943 1,7771 1,6981 1,6699 1,7080 1,8211 1,9924 2,1803 2,3376 2,4339 2,4709 2,4776 2,4854 2,5083 2,5378 2,5465 2,5010 2,3835 2,1984 1,9611 1,6952 1,4357 1,2189 1,0714 1,0087 1,0294 1,1070 1,2001 1,2690 1,2780 1,1940 1,0017 0,7263 0,4207 0,1262 -0,1438 -0,3922 -0,6303 -0,8744 -1,1417 -1,4371 -1,7408 -2,0226 -2,2703 -2,4891 -2,6731 -2,8067 -2,8934 -2,9544 -3,0072 -3,0626 -3,1194 -3,1569 -3,1503 -3,0828 -2,9374 -2,7035 -2,4087 -2,1222 -1,9081 -1,7774 -1,6864 -1,5777 -1,4142 -1,1820 -0,8840 -0,5368 -0,1694 0,1822 0,4854 0,7151 0,8518 0,8875 0,8366 0,7259 0,5746 0,3968 0,2150 0,0439 -0,1249 -0,3069 -0,5071 -0,7222 -0,9396 -1,1237 -1,2195 -1,1842 -1,0158 -0,7568 -0,4735 -0,2311 -0,0879 -0,0906 -0,2526 -0,5443 -0,9065 -1,2676 -1,5671 -1,7824 -1,9344 -2,0670 -2,2162 -2,3865 -2,5535 -2,6940 -2,8028 -2,8744 -2,8845 -2,8081 -2,6539 -2,4724 -2,3251 -2,2464 -2,2377 -2,2867 -2,3731 -2,4654 -2,5350 -2,5744 -2,5859 -2,5585 -2,4703 -2,3123 -2,1080 -1,9200 -1,8257 -1,8651 -2,0102 -2,1826 -2,2952 -2,2833 -2,1282 -1,8610 -1,5320 -1,1816 -0,8394 -0,5346 -0,2925 -0,1245 -0,0219 0,0451 0,1209 0,2431 0,4196 0,6251 0,8137 0,9365 0,9559 0,8670 0,7097 0,5420 0,3946 0,2595 0,1132 -0,0585 -0,2460 -0,4217 -0,5611 -0,6432 -0,6372 -0,5201 -0,3126 -0,0834 0,0844 0,1478 0,1322 0,1010 0,1002 0,1374 0,1986 0,2661 0,3203 0,3466 0,3597 0,4032 0,4951 0,5834 0,5769 0,4189 0,1253 -0,2388 -0,6004 -0,8931 -1,0643 -1,1012 -1,0461 -0,9776 -0,9648 -1,0245 -1,1112 -1,1557 -1,1214 -1,0242 -0,8983 -0,7588 -0,6047 -0,4423 -0,2899 -0,1708 -0,1140 -0,1466 -0,2710 -0,4614 -0,6861 -0,9238 -1,1511 -1,3325 -1,4400 -1,4648 -1,3954 -1,2010 -0,8439 -0,3089 0,3711 1,1191 1,8511 2,5144 3,0903 3,5659 3,9211 4,1579 4,3229 4,4760 4,6488 4,8396 5,0197 5,1346 5,1241 4,9530 4,6260 4,1816 3,6704 3,1365 2,6170 2,1531 1,7820 1,5174 1,3529 1,2729 1,2494 1,2445 1,2356 1,2343 1,2736 1,3786 1,5432 1,7336 1,9204 2,0977 2,2745 2,4710 2,7152 3,0198 3,3604 3,6865 3,9649 4,2014 4,4118 4,5919 4,7327 4,8476 4,9641 5,0991 5,2495 5,3944 5,5024 5,5523 5,5505 5,5244 5,4982 5,4690 5,4083 5,2884 5,1127 4,9320 4,8173 4,8051 4,8735 4,9622 5,0143 5,0111 4,9681 4,9035 4,8327 4,7849 4,7868 4,8244 4,8420 4,7891 4,6505 4,4267 4,1102 3,6988 3,2153 2,7057 2,2298 1,8374 1,5437 1,3349 1,1898 1,0917 1,0415 1,0595 1,1634 1,3442 1,5634 1,7727 1,9328 2,0183 2,0190 1,9514 1,8637 1,8126 1,8242 1,8830 1,9626 2,0565 2,1697 2,2950 2,4121 2,5100 2,6037 2,7251 2,8942 3,0962 3,2966 3,4824 3,6725 3,8813 4,0903 4,2613 4,3667 4,4066 4,4086 4,4106 4,4261 4,4263 4,3637 4,2114 3,9714 3,6564 3,2865 2,9007 2,5517 2,2842 2,1166 2,0363 2,0169 2,0354 2,0709 2,1037 2,1309 2,1696 2,2367 2,3333 2,4461 2,5559 2,6486 2,7213 2,7804 2,8303 2,8630 2,8598 2,8092 2,7225 2,6331 2,5771 2,5742 2,6258 2,7234 2,8514 2,9815 3,0763 3,1039 3,0490 2,9084 2,6857 2,4018 2,1035 1,8494 1,6820 1,6089 1,6081 1,6498 1,7223 1,8357 1,9973 2,1905 2,3808 2,5365 2,6394 2,6801 2,6572 2,5747 2,4299 2,2226 1,9751 1,7174 1,4653 1,2257 1,0062 0,8178 0,6861 0,6583 0,7821 1,0560 1,4100
Fz    -0,7526 -0,7535 -0,7182 -0,6332 -0,5101 -0,3785 -0,2550 -0,1219 0,0552 0,2892 0,5501 0,7762 0,9170 0,9729 0,9892 1,0121 1,0511 1,0768 1,0446 0,9244 0,7152 0,4425 0,1438 -0,1482 -0,4175 -0,6591 -0,8624 -1,0095 -1,0914 -1,1238 -1,1410 -1,1712 -1,2174 -1,2592 -1,2626 -1,1925 -1,0246 -0,7562 -0,4188 -0,0778 0,2024 0,3983 0,5300 0,6309 0,7293 0,8472 0,9928 1,1451 1,2542 1,2658 1,1492 0,9043 0,5577 0,1548 -0,2578 -0,6434 -0,9768 -1,2469 -1,4558 -1,6082 -1,7143 -1,7981 -1,8870 -1,9883 -2,0788 -2,1160 -2,0610 -1,9040 -1,6779 -1,4416 -1,2436 -1,0928 -0,9651 -0,8330 -0,6811 -0,5019 -0,2937 -0,0605 0,1948 0,4731 0,7699 1,0733 1,3723 1,6562 1,9134 2,1396 2,3389 2,5081 2,6315 2,6972 2,7126 2,7081 2,7259 2,7950 2,9134 3,0567 3,1992 3,3250 3,4269 3,5068 3,5757 3,6364 3,6648 3,6240 3,4898 3,2613 2,9584 2,6095 2,2365 1,8534 1,4752 1,1178 0,7918 0,5021 0,2528 0,0506 -0,0918 -0,1593 -0,1517 -0,0983 -0,0477 -0,0486 -0,1397 -0,3366 -0,6146 -0,9189 -1,1951 -1,4186 -1,6012 -1,7625 -1,8920 -1,9570 -1,9436 -1,8651 -1,7347 -1,5517 -1,3204 -1,0621 -0,8008 -0,5550 -0,3477 -0,2136 -0,1863 -0,2711 -0,4292 -0,5883 -0,6748 -0,6399 -0,4661 -0,1613 0,2511 0,7443 1,2932 1,8807 2,4982 3,1250 3,7149 4,2124 4,5796 4,8100 4,9203 4,9296 4,8529 4,7132 4,5487 4,3958 4,2675 4,1509 4,0220 3,8673 3,6884 3,4892 3,2746 3,0659 2,8958 2,7863 2,7344 2,7146 2,6886 2,6193 2,4931 2,3351 2,1935 2,1053 2,0801 2,1080 2,1693 2,2405 2,3041 2,3546 2,3914 2,4018 2,3661 2,2794 2,1554 2,0179 1,8982 1,8305 1,8412 1,9355 2,0922 2,2739 2,4472 2,5940 2,7052 2,7700 2,7785 2,7279 2,6198 2,4593 2,2632 2,0557 1,8502 1,6481 1,4534 1,2717 1,1011 0,9324 0,7538 0,5492 0,3007 0,0027 -0,3321 -0,6829 -1,0281 -1,3391 -1,5913 -1,7850 -1,9434 -2,1012 -2,2997 -2,5660 -2,8901 -3,2271 -3,5175 -3,7196 -3,8360 -3,9064 -3,9865 -4,1347 -4,3903 -4,7481 -5,1583 -5,5486 -5,8435 -5,9877 -5,9689 -5,8147 -5,5644 -5,2500 -4,9033 -4,5607 -4,2564 -4,0088 -3,8119 -3,6447 -3,4825 -3,2950 -3,0568 -2,7744 -2,4803 -2,1999 -1,9404 -1,7016 -1,4866 -1,3010 -1,1437 -1,0072 -0,8947 -0,8277 -0,8339 -0,9262 -1,0877 -1,2814 -1,4802 -1,6776 -1,8661 -2,0136 -2,0704 -2,0045 -1,8272 -1,5895 -1,3509 -1,1497 -1,0101 -0,9624 -1,0311 -1,2064 -1,4449 -1,6906 -1,9019 -2,0762 -2,2457 -2,4444 -2,6869 -2,9617 -3,2298 -3,4402 -3,5611 -3,6014 -3,6045 -3,6293 -3,7304 -3,9286 -4,1872 -4,4268 -4,5784 -4,6205 -4,5680 -4,4427 -4,2691 -4,0816 -3,9161 -3,7862 -3,6700 -3,5171 -3,2861 -2,9949 -2,7239 -2,5622 -2,5497 -2,6645 -2,8519 -3,0492 -3,1885 -3,2050 -3,0618 -2,7682 -2,3764 -1,9565 -1,5704 -1,2593 -1,0385 -0,8917 -0,7763 -0,6485 -0,4928 -0,3303 -0,2038 -0,1560 -0,2079 -0,3498 -0,5495 -0,7663 -0,9550 -1,0740 -1,1121 -1,1013 -1,0884 -1,1046 -1,1611 -1,2453 -1,3143 -1,3140 -1,2162 -1,0402 -0,8442 -0,6887 -0,6007 -0,5747 -0,5961 -0,6576 -0,7533 -0,8655 -0,9604 -1,0019 -0,9611 -0,8199 -0,5905 -0,3402 -0,1685 -0,1396 -0,2400 -0,4035 -0,5655 -0,7017 -0,8338 -1,0012 -1,2279 -1,5150 -1,8470 -2,1909 -2,4985 -2,7242 -2,8466 -2,8738 -2,8198 -2,6830 -2,4593 -2,1741 -1,8816 -1,6402 -1,4948 -1,4736 -1,5810 -1,7856 -2,0267 -2,2440 -2,4013 -2,4878 -2,5067 -2,4581 -2,3223 -2,0626 -1,6451 -1,0546 -0,3032 0,5640 1,4729 2,3427 3,1052 3,7113 4,1489 4,4521 4,6764 4,8658 5,0470 5,2285 5,3878 5,4740 5,4413 5,2797 5,0110 4,6697 4,2888 3,8997 3,5315 3,2062 2,9325 2,7049 2,5134 2,3512 2,2113 2,0824 1,9562 1,8411 1,7589 1,7303 1,7656 1,8626 2,0084 2,1825 2,3682 2,5620 2,7688 2,9923 3,2329 3,4941 3,7891 4,1334 4,5200 4,9152 5,2897 5,6440 5,9972 6,3615 6,7287 7,0671 7,3334 7,4975 7,5501 7,4901 7,3258 7,0854 6,8077 6,5250 6,2644 6,0582 5,9371 5,9042 5,9218 5,9370 5,9166 5,8590 5,7822 5,7115 5,6781 5,7112 5,8090 5,9127 5,9282 5,7813 5,4594 5,0119 4,5117 4,0144 3,5458 3,1178 2,7433 2,4291 2,1700 1,9654 1,8220 1,7356 1,6938 1,6885 1,7166 1,7744 1,8553 1,9471 2,0334 2,0945 2,1080 2,0594 1,9578 1,8355 1,7315 1,6684 1,6454 1,6509 1,6781 1,7293 1,8111 1,9330 2,1086 2,3498 2,6513 2,9868 3,3234 3,6395 3,9234 4,1580 4,3242 4,4193 4,4583 4,4602 4,4485 4,4487 4,4625 4,4540 4,3751 4,1991 3,9243 3,5629 3,1411 2,7023 2,2965 1,9625 1,7147 1,5425 1,4312 1,3798 1,3882 1,4406 1,5157 1,6033 1,6994 1,8009 1,9067 2,0164 2,1271 2,2312 2,3147 2,3633 2,3743 2,3587 2,3277 2,2871 2,2466 2,2217 2,2201 2,2311 2,2315 2,1981 2,1173 1,9930 1,8490 1,7193 1,6285 1,5746 1,5379 1,5071 1,4865 1,4877 1,5263 1,6203 1,7835 2,0204 2,3203 2,6534 2,9737 3,2284 3,3747 3,3961 3,3092 3,1571 2,9833 2,8006 2,5935 2,3484 2,0659 1,7567 1,4423 1,1538 0,9260 0,7890 0,7588 0,8325 0,9892 1,1909
F3    -1,0201 -0,9655 -0,8122 -0,5501 -0,2342 0,0544 0,2798 0,4810 0,7203 1,0108 1,2920 1,4666 1,4781 1,3618 1,2089 1,0842 0,9840 0,8564 0,6529 0,3718 0,0559 -0,2433 -0,4888 -0,6628 -0,7712 -0,8344 -0,8578 -0,8271 -0,7390 -0,6216 -0,5241 -0,4934 -0,5530 -0,6931 -0,8749 -1,0415 -1,1284 -1,0842 -0,9060 -0,6500 -0,3921 -0,1721 0,0181 0,2011 0,3871 0,5771 0,7659 0,9263 0,9957 0,9103 0,6642 0,3142 -0,0626 -0,4017 -0,6689 -0,8609 -0,9892 -1,0712 -1,1258 -1,1637 -1,1950 -1,2453 -1,3421 -1,4752 -1,5919 -1,6453 -1,6248 -1,5415 -1,4174 -1,2826 -1,1550 -1,0264 -0,8815 -0,7202 -0,5546 -0,3899 -0,2189 -0,0247 0,2203 0,5401 0,9250 1,3283 1,6984 2,0069 2,2493 2,4281 2,5281 2,5081 2,3288 2,0019 1,6159 1,2992 1,1499 1,1994 1,4233 1,7653 2,1548 2,5217 2,8093 2,9944 3,1020 3,1777 3,2392 3,2668 3,2199 3,0584 2,7777 2,4289 2,0852 1,7886 1,5338 1,2885 1,0155 0,6971 0,3558 0,0445 -0,1838 -0,2932 -0,2801 -0,1874 -0,0805 -0,0067 0,0097 -0,0438 -0,1664 -0,3449 -0,5608 -0,8067 -1,1031 -1,4711 -1,8735 -2,2073 -2,3771 -2,3554 -2,1694 -1,8664 -1,5063 -1,1550 -0,8571 -0,6241 -0,4559 -0,3626 -0,3570 -0,4370 -0,5665 -0,6689 -0,6676 -0,5386 -0,3065 -0,0060 0,3381 0,7092 1,1032 1,5377 2,0376 2,6037 3,2006 3,7679 4,2468 4,6128 4,8728 5,0347 5,0959 5,0640 4,9686 4,8392 4,6854 4,5075 4,3144 4,1173 3,9101 3,6638 3,3517 2,9906 2,6520 2,4213 2,3377 2,3713 2,4494 2,4975 2,4715 2,3765 2,2658 2,2087 2,2448 2,3644 2,5195 2,6414 2,6680 2,5847 2,4183 2,1919 1,9235 1,6560 1,4442 1,3273 1,3194 1,4083 1,5687 1,7780 2,0163 2,2628 2,5047 2,7343 2,9274 3,0386 3,0306 2,9033 2,6910 2,4440 2,2191 2,0636 1,9934 1,9911 2,0151 2,0063 1,9106 1,7085 1,4174 1,0618 0,6585 0,2293 -0,1927 -0,5716 -0,8760 -1,0890 -1,2259 -1,3263 -1,4235 -1,5451 -1,7323 -2,0118 -2,3626 -2,7273 -3,0444 -3,2877 -3,4817 -3,6650 -3,8616 -4,0994 -4,4060 -4,7699 -5,1409 -5,4601 -5,6649 -5,6966 -5,5377 -5,2207 -4,7962 -4,3194 -3,8565 -3,4737 -3,2119 -3,0720 -3,0161 -2,9913 -2,9539 -2,8672 -2,7124 -2,5199 -2,3481 -2,2183 -2,0997 -1,9505 -1,7575 -1,5394 -1,3159 -1,0936 -0,8883 -0,7256 -0,6130 -0,5332 -0,4643 -0,4062 -0,3953 -0,4784 -0,6591 -0,8694 -0,9984 -0,9640 -0,7585 -0,4429 -0,1081 0,1672 0,3152 0,2587 -0,0404 -0,5153 -1,0256 -1,4469 -1,7246 -1,8783 -1,9713 -2,0746 -2,2424 -2,4845 -2,7508 -2,9607 -3,0501 -3,0021 -2,8570 -2,7023 -2,6439 -2,7587 -3,0420 -3,4013 -3,7223 -3,9431 -4,0595 -4,0810 -4,0157 -3,8966 -3,7736 -3,6628 -3,5152 -3,2442 -2,8055 -2,2639 -1,7735 -1,4866 -1,4710 -1,6964 -2,0767 -2,5061 -2,8768 -3,0989 -3,1184 -2,9267 -2,5598 -2,0867 -1,5956 -1,1735 -0,8744 -0,6932 -0,5761 -0,4576 -0,2928 -0,0785 0,1318 0,2457 0,2003 0,0149 -0,2409 -0,5071 -0,7371 -0,8789 -0,9034 -0,8369 -0,7362 -0,6540 -0,6386 -0,7056 -0,8001 -0,8371 -0,7804 -0,6639 -0,5623 -0,5473 -0,6386 -0,7898 -0,9376 -1,0564 -1,1515 -1,2177 -1,2221 -1,1256 -0,9047 -0,5559 -0,1177 0,3005 0,5480 0,5344 0,3051 -0,0040 -0,2760 -0,4759 -0,6397 -0,8283 -1,0870 -1,4368 -1,8751 -2,3507 -2,7512 -2,9619 -2,9538 -2,7966 -2,5811 -2,3420 -2,0684 -1,7668 -1,4747 -1,2306 -1,0707 -1,0330 -1,1327 -1,3383 -1,5889 -1,8343 -2,0471 -2,2057 -2,2939 -2,3085 -2,2409 -2,0576 -1,7084 -1,1493 -0,3718 0,5707 1,5701 2,5103 3,3032 3,8881 4,2346 4,3603 4,3338 4,2565 4,2330 4,3351 4,5676 4,8620 5,1165 5,2466 5,2085 4,9949 4,6193 4,1099 3,5146 2,9010 2,3457 1,9113 1,6255 1,4768 1,4266 1,4247 1,4305 1,4299 1,4287 1,4348 1,4522 1,4890 1,5631 1,6907 1,8763 2,1220 2,4185 2,7242 2,9793 3,1517 3,2704 3,4025 3,5892 3,8251 4,1008 4,4276 4,8150 5,2573 5,7334 6,1891 6,5439 6,7494 6,8115 6,7457 6,5569 6,2607 5,8880 5,4780 5,0865 4,7894 4,6570 4,7088 4,8954 5,1307 5,3389 5,4752 5,5224 5,4842 5,3877 5,2836 5,2126 5,1628 5,0737 4,8839 4,5817 4,2094 3,8154 3,4131 2,9909 2,5436 2,0835 1,6257 1,1825 0,7859 0,4833 0,3020 0,2482 0,3221 0,5000 0,7232 0,9284 1,0839 1,1964 1,2874 1,3640 1,4125 1,4136 1,3590 1,2585 1,1300 0,9914 0,8687 0,8020 0,8283 0,9546 1,1551 1,4077 1,7182 2,0875 2,4678 2,7899 3,0308 3,2205 3,3852 3,5226 3,6274 3,7073 3,7721 3,8320 3,9020 3,9841 4,0527 4,0782 4,0453 3,9367 3,7203 3,3745 2,9248 2,4429 2,0041 1,6436 1,3586 1,1596 1,0821 1,1287 1,2432 1,3617 1,4541 1,5136 1,5435 1,5635 1,6068 1,6989 1,8458 2,0325 2,2229 2,3778 2,4798 2,5275 2,5169 2,4560 2,3791 2,3250 2,3154 2,3622 2,4630 2,5784 2,6387 2,5895 2,4261 2,1878 1,9310 1,7127 1,5891 1,5974 1,7313 1,9506 2,2087 2,4578 2,6528 2,7741 2,8389 2,8769 2,9012 2,9050 2,8725 2,7912 2,6621 2,4906 2,2672 1,9827 1,6614 1,3531 1,0920 0,8864 0,7437 0,6827 0,7195 0,8510 1,0573 1,3052 1,5441
F7    -0,3821 -0,4878 -0,5699 -0,6993 -0,8556 -0,9355 -0,8352 -0,5345 -0,1086 0,3385 0,7229 0,9765 1,0659 1,0252 0,9308 0,8452 0,7993 0,7916 0,7748 0,6570 0,3655 -0,0640 -0,4950 -0,8086 -0,9814 -1,0643 -1,1306 -1,2308 -1,3682 -1,5159 -1,6372 -1,6843 -1,6123 -1,3987 -1,0310 -0,5203 0,0505 0,5434 0,8457 0,9263 0,8409 0,6984 0,6045 0,6121 0,7141 0,8881 1,1234 1,3964 1,6432 1,7709 1,7073 1,4383 0,9896 0,4004 -0,2774 -0,9743 -1,6051 -2,0883 -2,3876 -2,5352 -2,6052 -2,6544 -2,6875 -2,6764 -2,5932 -2,4102 -2,1019 -1,6840 -1,2407 -0,8780 -0,6370 -0,4716 -0,3121 -0,1306 0,0537 0,2019 0,2794 0,2688 0,1784 0,0563 -0,0239 -0,0147 0,0870 0,2675 0,4985 0,7090 0,8128 0,7925 0,7120 0,6239 0,5238 0,4101 0,3238 0,3112 0,3820 0,5086 0,6544 0,7930 0,9149 1,0421 1,2217 1,4821 1,8024 2,1251 2,3827 2,5097 2,4567 2,2016 1,7442 1,1114 0,3950 -0,2438 -0,6465 -0,7494 -0,6177 -0,3895 -0,1846 -0,0696 -0,0812 -0,2367 -0,5207 -0,8879 -1,2993 -1,7440 -2,2170 -2,6968 -3,1554 -3,5680 -3,8899 -4,0329 -3,9265 -3,6034 -3,1840 -2,8038 -2,5713 -2,5351 -2,6598 -2,8528 -3,0243 -3,1233 -3,1305 -3,0342 -2,8149 -2,4600 -1,9929 -1,4634 -0,9180 -0,4048 0,0185 0,3132 0,4952 0,6150 0,7076 0,7980 0,9284 1,1260 1,3611 1,5661 1,6956 1,7704 1,8486 1,9611 2,0943 2,2112 2,2739 2,2757 2,2524 2,2408 2,2261 2,1526 1,9840 1,7387 1,4791 1,2697 1,1322 1,0444 0,9665 0,8486 0,6521 0,3801 0,0724 -0,2152 -0,4389 -0,5968 -0,7226 -0,8406 -0,9284 -0,9285 -0,8039 -0,5834 -0,3431 -0,1512 -0,0346 0,0114 -0,0139 -0,1356 -0,3727 -0,6994 -1,0455 -1,3377 -1,5438 -1,6745 -1,7506 -1,7798 -1,7576 -1,6840 -1,5717 -1,4300 -1,2540 -1,0547 -0,8872 -0,8164 -0,8601 -0,9714 -1,0626 -1,0621 -0,9634 -0,8211 -0,7176 -0,7162 -0,8290 -1,0291 -1,2657 -1,4873 -1,6994 -1,9711 -2,3725 -2,9330 -3,6344 -4,4088 -5,1646 -5,8353 -6,3956 -6,8271 -7,0961 -7,1761 -7,0736 -6,8354 -6,5274 -6,2105 -5,9480 -5,7990 -5,7828 -5,8792 -6,0558 -6,2736 -6,4805 -6,6092 -6,5733 -6,3056 -5,8352 -5,2977 -4,8503 -4,5743 -4,4417 -4,3657 -4,2955 -4,2631 -4,3237 -4,4692 -4,6236 -4,7009 -4,6450 -4,4415 -4,1200 -3,7419 -3,3737 -3,0658 -2,8514 -2,7666 -2,8525 -3,1063 -3,4424 -3,7220 -3,8310 -3,7383 -3,4939 -3,2042 -3,0041 -2,9750 -3,0725 -3,1758 -3,1995 -3,1530 -3,1134 -3,1497 -3,2887 -3,5249 -3,8189 -4,1194 -4,4195 -4,7587 -5,1636 -5,6095 -6,0364 -6,3850 -6,6164 -6,7217 -6,7307 -6,6741 -6,5378 -6,2987 -5,9845 -5,6688 -5,4369 -5,3426 -5,3652 -5,4384 -5,5209 -5,5970 -5,6452 -5,6407 -5,5715 -5,4489 -5,3248 -5,2923 -5,4394 -5,7639 -6,1465 -6,4522 -6,6241 -6,6544 -6,5388 -6,2750 -5,8660 -5,3380 -4,7646 -4,2449 -3,8510 -3,5939 -3,4278 -3,2786 -3,0922 -2,8704 -2,6416 -2,4097 -2,1814 -2,0113 -1,9551 -1,9981 -2,0728 -2,1260 -2,1444 -2,1491 -2,1805 -2,2829 -2,5007 -2,8628 -3,3432 -3,8433 -4,2328 -4,4302 -4,4557 -4,3938 -4,3034 -4,1775 -3,9731 -3,6570 -3,2218 -2,6876 -2,1110 -1,5860 -1,2152 -1,0588 -1,1041 -1,2944 -1,5814 -1,9424 -2,3586 -2,7692 -3,0446 -3,0604 -2,8315 -2,5328 -2,3715 -2,4465 -2,6907 -2,9262 -3,0171 -2,9727 -2,8843 -2,8112 -2,7595 -2,7123 -2,6608 -2,6389 -2,6895 -2,7825 -2,8335 -2,8115 -2,7577 -2,7082 -2,6574 -2,5999 -2,5541 -2,5291 -2,5150 -2,4996 -2,4597 -2,3822 -2,3024 -2,2628 -2,2467 -2,1870 -2,0193 -1,7283 -1,3723 -1,0462 -0,8079 -0,6330 -0,4262 -0,0993 0,3594 0,8888 1,3812 1,7081 1,7781 1,5745 1,1409 0,5622 -0,0321 -0,4789 -0,6415 -0,4925 -0,1435 0,2257 0,4852 0,5948 0,5410 0,2878 -0,1938 -0,8703 -1,6326 -2,3438 -2,9011 -3,2471 -3,3382 -3,1437 -2,6782 -2,0067 -1,2198 -0,4224 0,2668 0,7372 0,9480 0,9664 0,9238 0,9418 1,0913 1,3769 1,7308 2,0439 2,2333 2,2832 2,2306 2,1213 1,9852 1,8436 1,7102 1,5874 1,4918 1,4763 1,6021 1,8724 2,2037 2,4767 2,6167 2,6196 2,5338 2,4271 2,3374 2,2511 2,1348 1,9827 1,8367 1,7621 1,7892 1,8713 1,9087 1,8055 1,5118 1,0492 0,5040 -0,0376 -0,5489 -1,0486 -1,5498 -2,0260 -2,4009 -2,5809 -2,5185 -2,2595 -1,9363 -1,6941 -1,5947 -1,5757 -1,5089 -1,3216 -1,0656 -0,8711 -0,8459 -1,0344 -1,4529 -2,0861 -2,8292 -3,4988 -3,9215 -4,0096 -3,8024 -3,4570 -3,1491 -2,9457 -2,7815 -2,5387 -2,1474 -1,6373 -1,0863 -0,5404 -0,0257 0,4125 0,7328 0,9334 1,0487 1,1099 1,0941 0,9376 0,6192 0,2147 -0,1504 -0,4076 -0,5898 -0,7455 -0,8389 -0,7922 -0,6228 -0,4721 -0,4686 -0,5971 -0,7308 -0,7658 -0,6987 -0,5909 -0,4963 -0,4385 -0,4242 -0,4466 -0,4763 -0,4754 -0,4353 -0,3764 -0,3070 -0,2196 -0,1280 -0,0591 -0,0041 0,0627 0,1340 0,1970 0,2646 0,3443 0,4136 0,4381 0,3980 0,3073 0,2138 0,1612 0,1373 0,0819 -0,0511 -0,2615 -0,5142 -0,7579 -0,9322 -0,9879 -0,9173 -0,7600 -0,5780 -0,4207 -0,3059 -0,2495 -0,2994 -0,4911 -0,7798 -1,0735 -1,3201 -1,5194 -1,6772 -1,8030 -1,9363 -2,1175 -2,3220 -2,4578 -2,4473 -2,2985 -2,0852 -1,8882 -1,7672 -1,7434 -1,7956 -1,8909
