Fp1   -1,1563 -1,1452 -1,3694 -1,8138 -2,4054 -3,0310 -3,5592 -3,8778 -3,9305 -3,7295 -3,3336 -2,8113 -2,2286 -1,6537 -1,1439 -0,7191 -0,3563 -0,0142 0,3288 0,6581 0,9436 1,1793 1,4019 1,6686 2,0164 2,4376 2,8842 3,2776 3,5020 3,4193 2,9350 2,0688 0,9652 -0,1547 -1,0628 -1,5939 -1,6972 -1,4391 -0,9508 -0,3637 0,2250 0,7577 1,2130 1,5973 1,9234 2,1774 2,3051 2,2393 1,9488 1,4674 0,8759 0,2445 -0,4021 -1,0568 -1,6742 -2,1498 -2,3588 -2,2258 -1,7655 -1,0729 -0,2844 0,4571 1,0307 1,3736 1,5079 1,5205 1,5026 1,5098 1,5739 1,7196 1,9398 2,1642 2,2770 2,1859 1,8757 1,3908 0,7845 0,1071 -0,5683 -1,1364 -1,4983 -1,6180 -1,5539 -1,4297 -1,3527 -1,3364 -1,2987 -1,1354 -0,7968 -0,3107 0,2516 0,8201 1,3362 1,7359 1,9564 1,9652 1,7871 1,5090 1,2333 0,9975 0,7407 0,3532 -0,2352 -0,9963 -1,8127 -2,5399 -3,0639 -3,3204 -3,2907 -3,0005 -2,5195 -1,9470 -1,3863 -0,9149 -0,5632 -0,3243 -0,2002 -0,2400 -0,5352 -1,1658 -2,1249 -3,2851 -4,4447 -5,4119 -6,0656 -6,3687 -6,3501 -6,0791 -5,6449 -5,1364 -4,6129 -4,0856 -3,5313 -2,9273 -2,2735 -1,5962 -0,9457 -0,3942 -0,0140 0,1620 0,1673 0,0943 0,0667 0,2095 0,6218 1,3511 2,3746 3,5998 4,8811 6,0432 6,9212 7,4081 7,4813 7,1935 6,6407 5,9247 5,1298 4,3157 3,5164 2,7463 2,0172 1,3552 0,8032 0,4026 0,1688 0,0793 0,0827 0,1252 0,1667 0,1769 0,1316 0,0301 -0,0895 -0,1680 -0,1575 -0,0447 0,1288 0,2663 0,2638 0,0722 -0,2785 -0,6986 -1,0755 -1,3087 -1,3351 -1,1475 -0,7981 -0,3759 0,0308 0,3652 0,6134 0,8094 1,0257 1,3266 1,7132 2,1066 2,3924 2,4980 2,4427 2,3168 2,2103 2,1526 2,1080 2,0096 1,7919 1,4087 0,8445 0,1148 -0,7442 -1,6784 -2,6066 -3,4241 -4,0253 -4,3313 -4,3109 -3,9953 -3,4793 -2,8941 -2,3640 -1,9832 -1,8146 -1,8799 -2,1421 -2,5194 -2,9283 -3,3126 -3,6462 -3,9236 -4,1479 -4,3221 -4,4583 -4,5840 -4,7297 -4,9033 -5,0696 -5,1443 -5,0111 -4,5625 -3,7548 -2,6439 -1,3787 -0,1623 0,7985 1,3545 1,4630 1,1911 0,6706 0,0368 -0,6142 -1,2237 -1,7440 -2,1322 -2,3690 -2,4673 -2,4543 -2,3507 -2,1784 -1,9757 -1,7820 -1,6022 -1,3976 -1,1150 -0,7237 -0,2415 0,2579 0,6594 0,8511 0,7756 0,4452 -0,0880 -0,7473 -1,4177 -1,9555 -2,2470 -2,2642 -2,0621 -1,7393 -1,4080 -1,1758 -1,1057 -1,1803 -1,3372 -1,5491 -1,8503 -2,2842 -2,8403 -3,4425 -3,9832 -4,3698 -4,5537 -4,5234 -4,2815 -3,8538 -3,3182 -2,7888 -2,3534 -2,0292 -1,7666 -1,4841 -1,1208 -0,6842 -0,2594 0,0413 0,1500 0,0680 -0,1656 -0,5165 -0,9756 -1,5480 -2,2137 -2,9029 -3,5213 -3,9838 -4,2236 -4,2078 -3,9716 -3,6111 -3,2127 -2,7916 -2,2840 -1,5948 -0,6829 0,3740 1,3957 2,1833 2,6042 2,6211 2,2663 1,6095 0,7484 -0,1998 -1,1244 -1,9487 -2,6435 -3,2193 -3,7073 -4,1404 -4,5356 -4,8765 -5,1188 -5,2182 -5,1549 -4,9385 -4,5886 -4,1153 -3,5326 -2,8905 -2,2788 -1,7947 -1,4989 -1,3809 -1,3539 -1,2943 -1,0954 -0,7043 -0,1392 0,5124 1,1238 1,5766 1,7984 1,7728 1,5254 1,1085 0,5938 0,0617 -0,4177 -0,7979 -1,0593 -1,2137 -1,2988 -1,3488 -1,3662 -1,3301 -1,2221 -1,0386 -0,8003 -0,5591 -0,3847 -0,3286 -0,3980 -0,5711 -0,8310 -1,1758 -1,5866 -1,9938 -2,2857 -2,3620 -2,1833 -1,7921 -1,3000 -0,8414 -0,5172 -0,3712 -0,3984 -0,5599 -0,8048 -1,0958 -1,4106 -1,7192 -1,9776 -2,1462 -2,2009 -2,1277 -1,9357 -1,6843 -1,4719 -1,3877 -1,4764 -1,7259 -2,0664 -2,3929 -2,6067 -2,6502 -2,5123 -2,2192 -1,8316 -1,4392 -1,1446 -1,0502 -1,2419 -1,7578 -2,5523 -3,4906 -4,3948 -5,1138 -5,5584 -5,6860 -5,4815 -4,9733 -4,2472 -3,4155 -2,5618 -1,7188 -0,8952 -0,1143 0,5763 1,1262 1,5068 1,7203 1,8034 1,8248 1,8573 1,9318 2,0164 2,0412 1,9451 1,7098 1,3546 0,9000 0,3431 -0,3237 -1,0735 -1,8364 -2,5218 -3,0356 -3,2958 -3,2700 -2,9991 -2,5728 -2,0858 -1,6189 -1,2388 -0,9888 -0,8720 -0,8475 -0,8425 -0,7783 -0,5992 -0,2896 0,1213 0,5656 0,9623 1,2531 1,4205 1,4799 1,4620 1,4024 1,3346 1,2887 1,3019 1,4223 1,6858 2,0698 2,4632 2,7059 2,6814 2,3742 1,8599 1,2650 0,7174 0,2988 0,0322 -0,0962 -0,1093 -0,0277 0,1195 0,2723 0,3444 0,2647 0,0154 -0,3841 -0,9220 -1,5975 -2,3751 -3,1614 -3,8320 -4,2790 -4,4469 -4,3366 -3,9766 -3,4021 -2,6644 -1,8540 -1,0969 -0,5140 -0,1652 -0,0231 0,0017 0,0079 0,0674 0,2200 0,4728 0,7953 1,1233 1,3755 1,4733 1,3595 1,0213 0,5030 -0,1038 -0,6794 -1,0940 -1,2458 -1,1008 -0,7016 -0,1408 0,4690 1,0175 1,4157 1,6077 1,5729 1,3274 0,9222 0,4250 -0,1151 -0,6823 -1,2698 -1,8471 -2,3408 -2,6457 -2,6716 -2,3915 -1,8592 -1,1867 -0,4827 0,1997 0,8497 1,4459 1,9314 2,2397 2,3392 2,2516 2,0337 1,7535 1,4658 1,1875 0,8934 0,5516 0,1652 -0,2265 -0,5941 -0,9583 -1,3695 -1,8481 -2,3521 -2,8072 -3,1651 -3,4256 -3,6079 -3,7187 -3,7555 -3,7211 -3,6218 -3,4636 -3,2649 -3,0684 -2,9279 -2,8877 -2,9694 -3,1536 -3,3626 -3,4814 -3,4221 -3,1807 -2,8320 -2,4804 -2,2144 -2,0765 -2,0542 -2,1010
Fz    -1,8105 -2,1053 -2,3883 -2,6509 -2,8966 -3,1244 -3,3193 -3,4589 -3,5154 -3,4486 -3,2168 -2,8029 -2,2325 -1,5715 -0,9114 -0,3462 0,0555 0,2784 0,3691 0,4150 0,5026 0,6814 0,9518 1,2743 1,5981 1,8860 2,1170 2,2815 2,3843 2,4491 2,5110 2,5968 2,7046 2,7992 2,8373 2,7983 2,6808 2,4795 2,1789 1,7703 1,2652 0,6994 0,1310 -0,3671 -0,7281 -0,9173 -0,9436 -0,8452 -0,6640 -0,4317 -0,1701 0,0942 0,3214 0,4701 0,5180 0,4721 0,3618 0,2245 0,0992 0,0223 0,0175 0,0871 0,2201 0,4114 0,6628 0,9633 1,2773 1,5518 1,7346 1,7931 1,7274 1,5612 1,3219 1,0372 0,7380 0,4501 0,1868 -0,0429 -0,2221 -0,3278 -0,3415 -0,2548 -0,0748 0,1731 0,4555 0,7507 1,0524 1,3551 1,6468 1,9058 2,0943 2,1565 2,0379 1,7168 1,2267 0,6532 0,1054 -0,3231 -0,5878 -0,7095 -0,7568 -0,7998 -0,8739 -0,9807 -1,1190 -1,3064 -1,5609 -1,8713 -2,1954 -2,4850 -2,7053 -2,8385 -2,8826 -2,8496 -2,7635 -2,6556 -2,5561 -2,4888 -2,4736 -2,5295 -2,6713 -2,9052 -3,2308 -3,6462 -4,1456 -4,7085 -5,2893 -5,8210 -6,2303 -6,4599 -6,4838 -6,3016 -5,9283 -5,4018 -4,7843 -4,1403 -3,5011 -2,8526 -2,1526 -1,3588 -0,4505 0,5580 1,6177 2,6610 3,6238 4,4613 5,1511 5,6924 6,1007 6,3947 6,5907 6,7036 6,7438 6,7175 6,6319 6,4947 6,3111 6,0788 5,7894 5,4353 5,0116 4,5071 3,9074 3,2139 2,4604 1,7117 1,0456 0,5254 0,1795 0,0063 -0,0064 0,1290 0,3901 0,7340 1,0993 1,4220 1,6542 1,7731 1,7806 1,6949 1,5369 1,3205 1,0577 0,7715 0,4982 0,2759 0,1385 0,1175 0,2382 0,5082 0,9083 1,3933 1,9006 2,3607 2,7115 2,9173 2,9834 2,9491 2,8563 2,7224 2,5436 2,3162 2,0531 1,7817 1,5286 1,3048 1,1042 0,9119 0,7123 0,4920 0,2366 -0,0748 -0,4575 -0,8979 -1,3562 -1,7990 -2,2151 -2,6036 -2,9635 -3,2924 -3,5762 -3,7856 -3,8947 -3,9053 -3,8480 -3,7603 -3,6656 -3,5724 -3,4840 -3,4073 -3,3507 -3,3194 -3,3108 -3,3099 -3,2888 -3,2192 -3,0892 -2,9099 -2,7032 -2,4876 -2,2724 -2,0592 -1,8440 -1,6153 -1,3545 -1,0454 -0,6899 -0,3177 0,0186 0,2632 0,3841 0,3914 0,3382 0,2907 0,2864 0,3169 0,3462 0,3391 0,2778 0,1669 0,0309 -0,0973 -0,1842 -0,1981 -0,1123 0,0839 0,3724 0,7070 1,0310 1,2980 1,4832 1,5823 1,6014 1,5412 1,3876 1,1132 0,6878 0,0972 -0,6380 -1,4557 -2,2630 -2,9605 -3,4701 -3,7552 -3,8241 -3,7109 -3,4512 -3,0712 -2,5967 -2,0660 -1,5293 -1,0361 -0,6285 -0,3386 -0,1888 -0,1943 -0,3593 -0,6640 -1,0568 -1,4603 -1,7942 -2,0079 -2,1017 -2,1191 -2,1131 -2,1086 -2,0924 -2,0382 -1,9433 -1,8341 -1,7418 -1,6756 -1,6147 -1,5213 -1,3686 -1,1622 -0,9359 -0,7313 -0,5769 -0,4755 -0,4028 -0,3221 -0,1994 -0,0112 0,2515 0,5822 0,9528 1,3043 1,5563 1,6365 1,5086 1,1762 0,6703 0,0331 -0,6911 -1,4575 -2,2240 -2,9569 -3,6375 -4,2607 -4,8207 -5,2982 -5,6650 -5,8965 -5,9780 -5,9018 -5,6644 -5,2659 -4,7116 -4,0139 -3,1983 -2,3065 -1,3907 -0,5038 0,3054 0,9862 1,4906 1,7929 1,9050 1,8666 1,7202 1,4920 1,1918 0,8213 0,3890 -0,0727 -0,5026 -0,8359 -1,0415 -1,1329 -1,1421 -1,0894 -0,9755 -0,7942 -0,5530 -0,2833 -0,0325 0,1523 0,2357 0,2001 0,0519 -0,1767 -0,4370 -0,6842 -0,8940 -1,0663 -1,2147 -1,3459 -1,4454 -1,4804 -1,4135 -1,2167 -0,8837 -0,4381 0,0670 0,5626 0,9813 1,2730 1,4118 1,3972 1,2518 1,0196 0,7585 0,5171 0,3073 0,1055 -0,1179 -0,3794 -0,6851 -1,0365 -1,4267 -1,8397 -2,2592 -2,6768 -3,0849 -3,4628 -3,7707 -3,9590 -3,9897 -3,8566 -3,5936 -3,2625 -2,9195 -2,5863 -2,2518 -1,8964 -1,5077 -1,0849 -0,6439 -0,2188 0,1504 0,4309 0,6057 0,6824 0,6925 0,6765 0,6680 0,6921 0,7693 0,9146 1,1323 1,4063 1,6914 1,9214 2,0397 2,0290 1,9130 1,7354 1,5363 1,3420 1,1566 0,9562 0,6972 0,3437 -0,1074 -0,6257 -1,1605 -1,6491 -2,0310 -2,2781 -2,4074 -2,4562 -2,4421 -2,3472 -2,1335 -1,7686 -1,2488 -0,6096 0,0854 0,7687 1,3811 1,8757 2,2336 2,4796 2,6727 2,8747 3,1292 3,4619 3,8747 4,3307 4,7533 5,0503 5,1512 5,0309 4,7112 4,2479 3,7137 3,1783 2,6941 2,2925 1,9855 1,7704 1,6338 1,5508 1,4776 1,3541 1,1305 0,8032 0,4305 0,1089 -0,0700 -0,0541 0,1547 0,5058 0,9161 1,2912 1,5477 1,6264 1,5017 1,1901 0,7491 0,2588 -0,2055 -0,5897 -0,8670 -1,0349 -1,1120 -1,1312 -1,1226 -1,0952 -1,0314 -0,9008 -0,6766 -0,3435 0,0976 0,6197 1,1616 1,6406 1,9833 2,1500 2,1382 1,9712 1,6778 1,2827 0,8197 0,3444 -0,0791 -0,4032 -0,6097 -0,7095 -0,7363 -0,7347 -0,7382 -0,7536 -0,7614 -0,7290 -0,6300 -0,4592 -0,2255 0,0613 0,3872 0,7259 1,0441 1,3170 1,5368 1,7109 1,8485 1,9429 1,9713 1,9152 1,7778 1,5776 1,3252 1,0119 0,6229 0,1584 -0,3599 -0,9006 -1,4376 -1,9435 -2,3740 -2,6751 -2,8161 -2,8131 -2,7254 -2,6316 -2,6014 -2,6746 -2,8503 -3,0876 -3,3265 -3,5189 -3,6470 -3,7153 -3,7314 -3,6995 -3,6334 -3,5645 -3,5252 -3,5215 -3,5184 -3,4520 -3,2657 -2,9506 -2,5544 -2,1576 -1,8359 -1,6330 -1,5515 -1,5628
F3    -1,5510 -1,6761 -1,7847 -1,8782 -1,9697 -2,0742 -2,2010 -2,3526 -2,5125 -2,6303 -2,6386 -2,4955 -2,2081 -1,8231 -1,4058 -1,0185 -0,7003 -0,4505 -0,2298 0,0150 0,3188 0,6792 1,0598 1,4108 1,6954 1,9025 2,0379 2,1146 2,1629 2,2358 2,3871 2,6344 2,9357 3,2019 3,3428 3,3124 3,1157 2,7793 2,3265 1,7728 1,1341 0,4373 -0,2699 -0,9206 -1,4459 -1,7983 -1,9600 -1,9325 -1,7256 -1,3591 -0,8704 -0,3186 0,2211 0,6744 0,9849 1,1259 1,1024 0,9426 0,6904 0,4036 0,1438 -0,0426 -0,1315 -0,1102 0,0240 0,2489 0,5111 0,7404 0,8754 0,8932 0,8233 0,7218 0,6306 0,5641 0,5154 0,4596 0,3622 0,2039 -0,0034 -0,2222 -0,4054 -0,5084 -0,5025 -0,3896 -0,1961 0,0525 0,3409 0,6508 0,9552 1,2240 1,4193 1,4906 1,3893 1,0975 0,6487 0,1276 -0,3554 -0,7039 -0,8714 -0,8764 -0,7844 -0,6667 -0,5657 -0,4958 -0,4722 -0,5276 -0,6953 -0,9800 -1,3507 -1,7537 -2,1305 -2,4331 -2,6402 -2,7623 -2,8293 -2,8711 -2,9026 -2,9192 -2,9068 -2,8591 -2,7893 -2,7326 -2,7409 -2,8690 -3,1496 -3,5729 -4,0874 -4,6207 -5,0989 -5,4609 -5,6720 -5,7218 -5,6135 -5,3665 -5,0228 -4,6294 -4,2013 -3,7025 -3,0637 -2,2256 -1,1813 0,0076 1,2305 2,3653 3,3158 4,0328 4,5117 4,7803 4,8865 4,8881 4,8485 4,8257 4,8535 4,9352 5,0520 5,1704 5,2453 5,2257 5,0707 4,7674 4,3260 3,7563 3,0618 2,2625 1,4148 0,6043 -0,0793 -0,5728 -0,8544 -0,9348 -0,8374 -0,5894 -0,2250 0,2072 0,6433 1,0185 1,2921 1,4579 1,5317 1,5305 1,4608 1,3203 1,1085 0,8368 0,5317 0,2301 -0,0217 -0,1706 -0,1678 0,0175 0,3842 0,8890 1,4488 1,9619 2,3426 2,5504 2,5953 2,5174 2,3532 2,1167 1,8085 1,4384 1,0403 0,6688 0,3809 0,2134 0,1670 0,2043 0,2621 0,2738 0,1864 -0,0358 -0,4063 -0,9045 -1,4852 -2,1078 -2,7457 -3,3732 -3,9579 -4,4663 -4,8655 -5,1277 -5,2416 -5,2210 -5,0996 -4,9151 -4,6963 -4,4609 -4,2181 -3,9743 -3,7362 -3,5125 -3,3141 -3,1467 -3,0026 -2,8694 -2,7544 -2,6943 -2,7296 -2,8653 -3,0574 -3,2298 -3,3062 -3,2318 -2,9826 -2,5679 -2,0314 -1,4459 -0,8990 -0,4709 -0,2098 -0,1097 -0,1107 -0,1386 -0,1539 -0,1632 -0,1929 -0,2678 -0,4065 -0,6140 -0,8782 -1,1751 -1,4717 -1,7180 -1,8475 -1,7984 -1,5471 -1,1248 -0,6031 -0,0679 0,4033 0,7557 0,9613 1,0085 0,8919 0,6075 0,1546 -0,4550 -1,1831 -1,9629 -2,7090 -3,3328 -3,7563 -3,9328 -3,8636 -3,5899 -3,1678 -2,6510 -2,0893 -1,5299 -1,0123 -0,5670 -0,2223 -0,0031 0,0775 0,0171 -0,1847 -0,5285 -1,0024 -1,5599 -2,1177 -2,5872 -2,9160 -3,1041 -3,1800 -3,1617 -3,0408 -2,8055 -2,4693 -2,0729 -1,6670 -1,2955 -0,9866 -0,7502 -0,5799 -0,4570 -0,3587 -0,2711 -0,1976 -0,1557 -0,1612 -0,2075 -0,2568 -0,2544 -0,1562 0,0589 0,3827 0,7686 1,1324 1,3816 1,4489 1,3028 0,9398 0,3770 -0,3485 -1,1800 -2,0504 -2,8995 -3,6928 -4,4253 -5,1004 -5,7041 -6,2015 -6,5536 -6,7345 -6,7344 -6,5520 -6,1847 -5,6246 -4,8688 -3,9420 -2,9069 -1,8494 -0,8492 0,0370 0,7683 1,3108 1,6444 1,7767 1,7406 1,5779 1,3231 0,9939 0,5909 0,1154 -0,4033 -0,9010 -1,3040 -1,5674 -1,6897 -1,6962 -1,6111 -1,4466 -1,2115 -0,9281 -0,6331 -0,3635 -0,1447 0,0046 0,0669 0,0328 -0,0851 -0,2534 -0,4407 -0,6392 -0,8617 -1,1243 -1,4274 -1,7425 -2,0139 -2,1783 -2,1908 -2,0418 -1,7599 -1,4023 -1,0319 -0,6943 -0,4135 -0,2059 -0,0878 -0,0688 -0,1413 -0,2769 -0,4405 -0,6095 -0,7760 -0,9368 -1,0906 -1,2466 -1,4301 -1,6760 -2,0146 -2,4615 -3,0158 -3,6531 -4,3086 -4,8723 -5,2184 -5,2574 -4,9748 -4,4337 -3,7449 -3,0232 -2,3504 -1,7625 -1,2639 -0,8506 -0,5240 -0,2916 -0,1544 -0,0993 -0,1087 -0,1732 -0,2824 -0,4112 -0,5242 -0,5905 -0,5896 -0,5061 -0,3248 -0,0383 0,3387 0,7622 1,1681 1,4957 1,7072 1,7918 1,7583 1,6324 1,4533 1,2519 1,0216 0,7185 0,3002 -0,2364 -0,8538 -1,4936 -2,0872 -2,5724 -2,9263 -3,1745 -3,3545 -3,4678 -3,4688 -3,2946 -2,9063 -2,3128 -1,5752 -0,7876 -0,0444 0,5806 1,0413 1,3297 1,4856 1,5824 1,6939 1,8746 2,1601 2,5567 3,0197 3,4561 3,7609 3,8623 3,7459 3,4501 3,0413 2,5897 2,1520 1,7622 1,4325 1,1633 0,9515 0,7897 0,6548 0,4985 0,2593 -0,0992 -0,5501 -1,0014 -1,3404 -1,4818 -1,3839 -1,0490 -0,5272 0,0862 0,6667 1,0912 1,2668 1,1490 0,7516 0,1434 -0,5721 -1,2822 -1,8843 -2,3012 -2,4997 -2,5028 -2,3790 -2,2044 -2,0229 -1,8320 -1,5985 -1,2822 -0,8506 -0,2951 0,3535 1,0263 1,6390 2,1193 2,4191 2,5096 2,3762 2,0204 1,4662 0,7704 0,0218 -0,6829 -1,2721 -1,7089 -1,9846 -2,1151 -2,1377 -2,0908 -1,9921 -1,8331 -1,5918 -1,2525 -0,8217 -0,3263 0,1988 0,7149 1,1756 1,5318 1,7467 1,8097 1,7407 1,5815 1,3760 1,1518 0,9225 0,7016 0,5017 0,3149 0,1044 -0,1750 -0,5491 -1,0142 -1,5469 -2,1167 -2,6857 -3,1968 -3,5772 -3,7660 -3,7459 -3,5580 -3,2896 -3,0398 -2,8819 -2,8413 -2,8977 -3,0093 -3,1401 -3,2710 -3,3901 -3,4798 -3,5226 -3,5209 -3,4991 -3,4782 -3,4546 -3,4046 -3,3008 -3,1294 -2,9006 -2,6441 -2,3998 -2,2085 -2,0991 -2,0756 -2,1177
F7    -1,4371 -1,4784 -1,5229 -1,5705 -1,6361 -1,7205 -1,7978 -1,8431 -1,8577 -1,8622 -1,8767 -1,9068 -1,9395 -1,9431 -1,8707 -1,6747 -1,3381 -0,8949 -0,4083 0,0815 0,5780 1,1022 1,6644 2,2540 2,8395 3,3790 3,8291 4,1335 4,2144 4,0028 3,4878 2,7411 1,8939 1,0857 0,4195 -0,0584 -0,3633 -0,5516 -0,6827 -0,7940 -0,9046 -1,0194 -1,1151 -1,1362 -1,0243 -0,7623 -0,3821 0,0700 0,5584 1,0382 1,4297 1,6369 1,5999 1,3333 0,9206 0,4814 0,1358 -0,0329 0,0001 0,2069 0,5246 0,8700 1,1621 1,3671 1,5281 1,7282 2,0093 2,3301 2,5890 2,6772 2,5229 2,1138 1,4946 0,7529 -0,0048 -0,6913 -1,2729 -1,7546 -2,1348 -2,3808 -2,4439 -2,3008 -1,9868 -1,5860 -1,1699 -0,7351 -0,2200 0,4103 1,1073 1,7513 2,2011 2,3531 2,1928 1,8072 1,3497 0,9756 0,7879 0,8187 1,0274 1,2998 1,4831 1,4583 1,1994 0,7741 0,2885 -0,1642 -0,5109 -0,6965 -0,7117 -0,6014 -0,4223 -0,2057 0,0354 0,2839 0,5146 0,6984 0,8017 0,7867 0,6208 0,2951 -0,1559 -0,6496 -1,0823 -1,3726 -1,4914 -1,4611 -1,3460 -1,2379 -1,2103 -1,2673 -1,3431 -1,3430 -1,1949 -0,8879 -0,4817 -0,0759 0,2461 0,4596 0,5953 0,7074 0,8479 1,0567 1,3640 1,7935 2,3616 3,0686 3,8820 4,7216 5,4746 6,0354 6,3429 6,3854 6,1833 5,7764 5,2265 4,6256 4,0821 3,6815 3,4536 3,3726 3,3687 3,3495 3,2386 3,0120 2,6996 2,3533 2,0137 1,7032 1,4360 1,2175 1,0372 0,8812 0,7627 0,7280 0,8217 1,0396 1,3113 1,5312 1,6179 1,5560 1,3913 1,1960 1,0375 0,9684 1,0245 1,2252 1,5777 2,0742 2,6727 3,2829 3,7940 4,1401 4,3368 4,4459 4,5129 4,5432 4,5320 4,5126 4,5564 4,7051 4,9088 5,0376 4,9506 4,5649 3,8908 3,0193 2,0731 1,1524 0,3151 -0,4055 -0,9929 -1,4644 -1,8634 -2,2099 -2,4692 -2,5785 -2,5044 -2,2794 -1,9960 -1,7664 -1,6730 -1,7307 -1,8809 -2,0339 -2,1370 -2,2037 -2,2794 -2,3931 -2,5395 -2,6910 -2,8254 -2,9463 -3,0692 -3,1780 -3,2000 -3,0388 -2,6442 -2,0549 -1,3747 -0,7068 -0,1132 0,3805 0,7686 1,0676 1,3164 1,5538 1,7869 1,9709 2,0201 1,8518 1,4388 0,8379 0,1743 -0,4154 -0,8437 -1,0971 -1,2206 -1,2844 -1,3420 -1,4068 -1,4666 -1,5112 -1,5383 -1,5396 -1,4947 -1,3878 -1,2271 -1,0531 -0,9355 -0,9458 -1,1052 -1,3487 -1,5446 -1,5662 -1,3600 -0,9713 -0,5317 -0,2088 -0,1266 -0,3005 -0,6365 -1,0051 -1,3345 -1,6429 -1,9769 -2,3190 -2,5616 -2,5740 -2,2912 -1,7465 -1,0456 -0,3293 0,2490 0,5529 0,5103 0,1472 -0,4135 -0,9853 -1,3847 -1,5036 -1,3373 -0,9614 -0,4860 -0,0133 0,3851 0,6637 0,7820 0,6971 0,3916 -0,0833 -0,6007 -1,0095 -1,1961 -1,1168 -0,8178 -0,4334 -0,1339 -0,0424 -0,1741 -0,4217 -0,5935 -0,4948 -0,0142 0,8339 1,9258 3,0732 4,0688 4,7204 4,8891 4,5285 3,6912 2,4943 1,0855 -0,3834 -1,7891 -3,0518 -4,1185 -4,9380 -5,4589 -5,6530 -5,5320 -5,1451 -4,5643 -3,8625 -3,0967 -2,3117 -1,5570 -0,8916 -0,3676 -0,0080 0,2050 0,3281 0,4457 0,6382 0,9426 1,3368 1,7624 2,1590 2,4845 2,7157 2,8373 2,8354 2,7044 2,4563 2,1203 1,7387 1,3587 1,0123 0,6940 0,3712 0,0271 -0,3147 -0,6028 -0,7706 -0,7387 -0,4495 0,0648 0,6544 1,1089 1,2571 1,0331 0,4889 -0,2300 -0,9413 -1,4863 -1,7678 -1,7672 -1,5411 -1,1863 -0,8024 -0,4768 -0,2814 -0,2707 -0,4735 -0,8691 -1,3724 -1,8542 -2,1907 -2,3205 -2,2804 -2,1820 -2,1325 -2,1610 -2,2254 -2,2777 -2,3070 -2,3342 -2,3837 -2,4532 -2,5081 -2,5089 -2,4442 -2,3408 -2,2505 -2,2180 -2,2433 -2,2740 -2,2557 -2,1990 -2,1824 -2,2898 -2,5480 -2,9164 -3,3179 -3,6708 -3,9083 -3,9806 -3,8506 -3,5109 -2,9968 -2,3710 -1,7017 -1,0545 -0,4870 -0,0356 0,2978 0,5556 0,8145 1,1439 1,5595 2,0166 2,4386 2,7375 2,8294 2,6691 2,2860 1,7782 1,2586 0,7977 0,4031 0,0377 -0,3574 -0,8522 -1,4990 -2,2683 -3,0152 -3,5357 -3,6700 -3,3717 -2,7100 -1,8257 -0,8844 -0,0416 0,5817 0,9207 0,9827 0,8300 0,5292 0,1247 -0,3393 -0,7983 -1,1772 -1,4112 -1,4573 -1,2920 -0,9029 -0,2835 0,5547 1,5536 2,5964 3,5353 4,2409 4,6345 4,6929 4,4374 3,9190 3,2067 2,3838 1,5590 0,8570 0,3795 0,1766 0,2461 0,5383 0,9624 1,4098 1,7933 2,0659 2,2079 2,2092 2,0590 1,7383 1,2301 0,5477 -0,2526 -1,0849 -1,8570 -2,4901 -2,9177 -3,0707 -2,8923 -2,3853 -1,6297 -0,7470 0,1385 0,9087 1,4617 1,7465 1,7843 1,6424 1,3957 1,1167 0,8850 0,7836 0,8662 1,1088 1,3934 1,5619 1,5007 1,1911 0,7144 0,2224 -0,1319 -0,2731 -0,2306 -0,0957 0,0401 0,1207 0,1326 0,0860 -0,0156 -0,1788 -0,3901 -0,6041 -0,7762 -0,8912 -0,9550 -0,9766 -0,9512 -0,8550 -0,6579 -0,3467 0,0536 0,4785 0,8642 1,1956 1,4990 1,7794 1,9834 2,0347 1,8923 1,5743 1,1461 0,7011 0,3356 0,1096 0,0225 0,0342 0,1038 0,2037 0,3068 0,3738 0,3645 0,2593 0,0632 -0,2081 -0,5446 -0,9509 -1,4326 -1,9754 -2,5441 -3,0915 -3,5585 -3,8806 -4,0054 -3,9104 -3,6178 -3,1987 -2,7543 -2,3728 -2,0836 -1,8490 -1,6040 -1,3004 -0,9274 -0,5222 -0,1664 0,0485 0,0730 -0,0785
