Fp1   -0,1870 0,1004 0,3482 0,5341 0,6384 0,6475 0,5646 0,4117 0,2157 0,0013 -0,2029 -0,3614 -0,4503 -0,4783 -0,4776 -0,4729 -0,4678 -0,4528 -0,4165 -0,3538 -0,2690 -0,1713 -0,0667 0,0521 0,2069 0,4174 0,6800 0,9651 1,2365 1,4699 1,6564 1,7962 1,8960 1,9646 1,9979 1,9693 1,8398 1,5787 1,1852 0,6988 0,1778 -0,3400 -0,8546 -1,3784 -1,9051 -2,4102 -2,8709 -3,2701 -3,5884 -3,8046 -3,9021 -3,8757 -3,7350 -3,5093 -3,2464 -2,9976 -2,7995 -2,6582 -2,5466 -2,4251 -2,2696 -2,0851 -1,8956 -1,7250 -1,5873 -1,4942 -1,4582 -1,4762 -1,5106 -1,4963 -1,3742 -1,1189 -0,7443 -0,2987 0,1435 0,5062 0,7457 0,8641 0,8940 0,8784 0,8542 0,8375 0,8252 0,8077 0,7835 0,7675 0,7855 0,8473 0,9302 0,9949 1,0165 0,9915 0,9167 0,7715 0,5349 0,2199 -0,1174 -0,4055 -0,5905 -0,6493 -0,5885 -0,4360 -0,2251 0,0177 0,2739 0,5343 0,8013 1,0823 1,3785 1,6850 1,9989 2,3226 2,6561 2,9865 3,2902 3,5457 3,7408 3,8683 3,9305 3,9529 3,9825 4,0662 4,2281 4,4609 4,7302 4,9978 5,2533 5,5166 5,8080 6,1240 6,4512 6,7907 7,1574 7,5592 7,9862 8,4075 8,7776 9,0610 9,2515 9,3581 9,3718 9,2578 8,9859 8,5624 8,0296 7,4398 6,8372 6,2609 5,7450 5,3025 4,9203 4,5789 4,2685 3,9808 3,7056 3,4394 3,1832 2,9379 2,7060 2,4914 2,2995 2,1464 2,0522 2,0158 2,0098 2,0092 2,0177 2,0659 2,1904 2,4100 2,7096 3,0424 3,3467 3,5749 3,7128 3,7758 3,7924 3,7883 3,7781 3,7650 3,7428 3,6994 3,6265 3,5272 3,4116 3,2889 3,1673 3,0540 2,9510 2,8540 2,7534 2,6313 2,4612 2,2193 1,9044 1,5424 1,1608 0,7661 0,3560 -0,0495 -0,4058 -0,6755 -0,8574 -0,9863 -1,1178 -1,3092 -1,5991 -1,9993 -2,4959 -3,0507 -3,6025 -4,0815 -4,4287 -4,6067 -4,6112 -4,4839 -4,3006 -4,1372 -4,0408 -4,0172 -4,0398 -4,0688 -4,0673 -4,0132 -3,9061 -3,7632 -3,6069 -3,4578 -3,3301 -3,2257 -3,1374 -3,0602 -2,9922 -2,9290 -2,8602 -2,7683 -2,6320 -2,4396 -2,1952 -1,9086 -1,5932 -1,2812 -1,0239 -0,8615 -0,8011 -0,8242 -0,9045 -1,0183 -1,1501 -1,2903 -1,4227 -1,5161 -1,5315 -1,4426 -1,2558 -1,0211 -0,8273 -0,7768 -0,9425 -1,3325 -1,8864 -2,4984 -3,0609 -3,5120 -3,8549 -4,1329 -4,3848 -4,6172 -4,8092 -4,9396 -5,0040 -5,0107 -4,9741 -4,9198 -4,8854 -4,9069 -5,0030 -5,1727 -5,4049 -5,6870 -6,0010 -6,3124 -6,5715 -6,7372 -6,7987 -6,7696 -6,6746 -6,5439 -6,4028 -6,2615 -6,1191 -5,9752 -5,8322 -5,6885 -5,5344 -5,3588 -5,1557 -4,9257 -4,6857 -4,4701 -4,3030 -4,1691 -4,0209 -3,8080 -3,5030 -3,1146 -2,6774 -2,2308 -1,8135 -1,4602 -1,1850 -0,9816 -0,8404 -0,7537 -0,7082 -0,6888 -0,6865 -0,6938 -0,6945 -0,6645 -0,5780 -0,4238 -0,2223 -0,0238 0,1137 0,1471 0,0533 -0,1741 -0,5212 -0,9492 -1,4098 -1,8686 -2,3098 -2,7266 -3,1189 -3,4922 -3,8491 -4,1789 -4,4568 -4,6538 -4,7482 -4,7307 -4,6120 -4,4318 -4,2526 -4,1312 -4,0924 -4,1247 -4,1965 -4,2816 -4,3710 -4,4652 -4,5670 -4,6813 -4,8162 -4,9773 -5,1569 -5,3362 -5,4996 -5,6431 -5,7691 -5,8789 -5,9682 -6,0272 -6,0486 -6,0349 -6,0006 -5,9703 -5,9760 -6,0420 -6,1642 -6,3093 -6,4402 -6,5461 -6,6450 -6,7564 -6,8736 -6,9647 -6,9967 -6,9547 -6,8422 -6,6798 -6,5010 -6,3346 -6,1903 -6,0658 -5,9583 -5,8642 -5,7737 -5,6707 -5,5374 -5,3563 -5,1187 -4,8354 -4,5425 -4,2963 -4,1506 -4,1210 -4,1647 -4,2008 -4,1610 -4,0245 -3,8146 -3,5703 -3,3243 -3,0967 -2,9002 -2,7434 -2,6276 -2,5425 -2,4733 -2,4139 -2,3730 -2,3661 -2,4055 -2,4969 -2,6409 -2,8321 -3,0523 -3,2696 -3,4543 -3,5976 -3,7125 -3,8182 -3,9327 -4,0783 -4,2754 -4,5232 -4,7986 -5,0753 -5,3401 -5,5951 -5,8544 -6,1426 -6,4928 -6,9268 -7,4325 -7,9651 -8,4659 -8,8792 -9,1649 -9,3068 -9,3084 -9,1805 -8,9402 -8,6237 -8,2852 -7,9751 -7,7169 -7,4998 -7,2857 -7,0335 -6,7248 -6,3693 -5,9965 -5,6474 -5,3603 -5,1540 -5,0285 -4,9753 -4,9806 -5,0241 -5,0838 -5,1416 -5,1825 -5,1868 -5,1293 -4,9919 -4,7759 -4,5033 -4,2146 -3,9699 -3,8334 -3,8377 -3,9651 -4,1672 -4,3983 -4,6302 -4,8456 -5,0205 -5,1190 -5,1117 -5,0050 -4,8457 -4,6939 -4,5888 -4,5369 -4,5306 -4,5746 -4,6829 -4,8459 -5,0209 -5,1662 -5,2786 -5,3935 -5,5527 -5,7690 -6,0105 -6,2232 -6,3742 -6,4629 -6,4910 -6,4410 -6,2919 -6,0448 -5,7264 -5,3733 -5,0100 -4,6378 -4,2466 -3,8394 -3,4424 -3,0935 -2,8185 -2,6143 -2,4538 -2,3083 -2,1598 -2,0054 -1,8598 -1,7494 -1,6965 -1,7053 -1,7549 -1,8093 -1,8427 -1,8668 -1,9277 -2,0636 -2,2656 -2,4941 -2,7303 -3,0030 -3,3651 -3,8516 -4,4528 -5,1145 -5,7562 -6,3006 -6,7017 -6,9571 -7,1086 -7,2243 -7,3664 -7,5778 -7,8935 -8,3358 -8,8850 -9,4667 -9,9775 -10,3233 -10,4475 -10,3533 -10,1120 -9,8350 -9,6195 -9,5110 -9,5102 -9,5960 -9,7376 -9,8973 -10,0350 -10,1171 -10,1235 -10,0479 -9,8993 -9,7072 -9,5191 -9,3815 -9,3208 -9,3404 -9,4261 -9,5459 -9,6464 -9,6639 -9,5624 -9,3641 -9,1345 -8,9404 -8,8174 -8,7660 -8,7667 -8,7973 -8,8422 -8,8904 -8,9299 -8,9440 -8,9122 -8,8199 -8,6629 -8,4393 -8,1512 -7,8156 -7,4666 -7,1448 -6,8846 -6,7058 -6,6049 -6,5487 -6,4778
Fz    -1,1624 -0,9344 -0,7473 -0,6061 -0,5220 -0,5102 -0,5805 -0,7273 -0,9284 -1,1540 -1,3771 -1,5750 -1,7310 -1,8456 -1,9336 -2,0025 -2,0397 -2,0247 -1,9453 -1,8015 -1,5995 -1,3465 -1,0456 -0,6935 -0,2843 0,1828 0,6966 1,2283 1,7384 2,1931 2,5732 2,8710 3,0871 3,2269 3,2915 3,2706 3,1514 2,9300 2,6110 2,2059 1,7365 1,2319 0,7182 0,2143 -0,2671 -0,7220 -1,1560 -1,5762 -1,9785 -2,3403 -2,6240 -2,7976 -2,8602 -2,8493 -2,8215 -2,8266 -2,8899 -3,0013 -3,1225 -3,2105 -3,2425 -3,2243 -3,1834 -3,1539 -3,1626 -3,2267 -3,3529 -3,5245 -3,6962 -3,8154 -3,8521 -3,8055 -3,6956 -3,5579 -3,4383 -3,3767 -3,3897 -3,4731 -3,6142 -3,7964 -3,9977 -4,1917 -4,3526 -4,4597 -4,5035 -4,4836 -4,4023 -4,2666 -4,0977 -3,9258 -3,7694 -3,6253 -3,4817 -3,3351 -3,1948 -3,0702 -2,9533 -2,8162 -2,6297 -2,3825 -2,0814 -1,7414 -1,3793 -1,0081 -0,6297 -0,2347 0,1937 0,6726 1,2054 1,7746 2,3489 2,8928 3,3668 3,7314 3,9579 4,0406 4,0000 3,8767 3,7224 3,5894 3,5139 3,5027 3,5405 3,6041 3,6721 3,7320 3,7898 3,8659 3,9792 4,1378 4,3456 4,6078 4,9277 5,2996 5,7023 6,0963 6,4312 6,6657 6,7768 6,7502 6,5706 6,2275 5,7270 5,0990 4,3909 3,6576 2,9514 2,3097 1,7434 1,2334 0,7479 0,2706 -0,1874 -0,6038 -0,9606 -1,2439 -1,4381 -1,5247 -1,4898 -1,3345 -1,0702 -0,7047 -0,2435 0,2959 0,8857 1,5088 2,1713 2,8926 3,6828 4,5249 5,3722 6,1606 6,8301 7,3462 7,7094 7,9402 8,0514 8,0417 7,9106 7,6710 7,3434 6,9473 6,5044 6,0446 5,5998 5,1887 4,8068 4,4317 4,0412 3,6281 3,1995 2,7620 2,3072 1,8091 1,2403 0,5920 -0,1213 -0,8723 -1,6284 -2,3537 -3,0146 -3,5941 -4,1024 -4,5707 -5,0371 -5,5362 -6,0892 -6,6959 -7,3316 -7,9473 -8,4778 -8,8578 -9,0397 -9,0043 -8,7669 -8,3752 -7,8978 -7,4063 -6,9562 -6,5697 -6,2354 -5,9220 -5,5949 -5,2296 -4,8219 -4,3884 -3,9572 -3,5563 -3,2025 -2,8973 -2,6312 -2,3919 -2,1667 -1,9445 -1,7200 -1,4935 -1,2642 -1,0272 -0,7766 -0,5056 -0,2091 0,1051 0,4091 0,6674 0,8551 0,9606 0,9831 0,9365 0,8517 0,7661 0,7058 0,6766 0,6696 0,6745 0,6856 0,6943 0,6755 0,5901 0,4040 0,1103 -0,2610 -0,6529 -1,0110 -1,3119 -1,5646 -1,7899 -2,0040 -2,2165 -2,4333 -2,6528 -2,8613 -3,0354 -3,1565 -3,2258 -3,2672 -3,3155 -3,3970 -3,5189 -3,6782 -3,8708 -4,0861 -4,3010 -4,4923 -4,6510 -4,7770 -4,8636 -4,8976 -4,8742 -4,8048 -4,7131 -4,6251 -4,5615 -4,5310 -4,5302 -4,5531 -4,5983 -4,6644 -4,7433 -4,8284 -4,9237 -5,0277 -5,1134 -5,1371 -5,0621 -4,8696 -4,5637 -4,1685 -3,7171 -3,2443 -2,7797 -2,3353 -1,9074 -1,4931 -1,0939 -0,7093 -0,3386 0,0137 0,3393 0,6330 0,8975 1,1441 1,3830 1,6102 1,8025 1,9239 1,9395 1,8280 1,5848 1,2225 0,7726 0,2837 -0,1906 -0,6067 -0,9396 -1,1875 -1,3674 -1,5037 -1,6123 -1,6915 -1,7254 -1,6947 -1,5901 -1,4258 -1,2410 -1,0836 -0,9897 -0,9740 -1,0329 -1,1534 -1,3236 -1,5325 -1,7602 -1,9751 -2,1460 -2,2574 -2,3153 -2,3398 -2,3541 -2,3786 -2,4329 -2,5359 -2,6948 -2,8917 -3,0873 -3,2395 -3,3179 -3,3094 -3,2255 -3,1058 -2,9974 -2,9270 -2,8936 -2,8866 -2,9048 -2,9553 -3,0391 -3,1391 -3,2189 -3,2367 -3,1668 -3,0115 -2,7969 -2,5557 -2,3082 -2,0641 -1,8379 -1,6542 -1,5365 -1,4937 -1,5143 -1,5692 -1,6233 -1,6522 -1,6546 -1,6533 -1,6821 -1,7675 -1,9075 -2,0636 -2,1779 -2,2088 -2,1519 -2,0294 -1,8696 -1,6972 -1,5309 -1,3860 -1,2768 -1,2150 -1,2038 -1,2368 -1,3065 -1,4132 -1,5629 -1,7588 -1,9982 -2,2760 -2,5861 -2,9115 -3,2187 -3,4685 -3,6356 -3,7179 -3,7340 -3,7202 -3,7289 -3,8114 -3,9931 -4,2654 -4,5959 -4,9434 -5,2718 -5,5639 -5,8296 -6,1034 -6,4224 -6,7977 -7,2038 -7,5895 -7,8971 -8,0788 -8,1101 -7,9929 -7,7503 -7,4193 -7,0419 -6,6480 -6,2467 -5,8308 -5,3858 -4,8995 -4,3741 -3,8293 -3,2902 -2,7789 -2,3207 -1,9464 -1,6820 -1,5387 -1,5115 -1,5799 -1,7142 -1,8858 -2,0728 -2,2564 -2,4164 -2,5325 -2,5888 -2,5835 -2,5388 -2,4965 -2,4989 -2,5715 -2,7179 -2,9244 -3,1711 -3,4427 -3,7337 -4,0432 -4,3624 -4,6692 -4,9416 -5,1703 -5,3553 -5,4944 -5,5793 -5,5998 -5,5526 -5,4511 -5,3225 -5,1939 -5,0823 -5,0061 -4,9978 -5,0953 -5,3141 -5,6279 -5,9806 -6,3209 -6,6236 -6,8754 -7,0512 -7,1158 -7,0459 -6,8439 -6,5366 -6,1634 -5,7594 -5,3417 -4,9127 -4,4753 -4,0439 -3,6426 -3,2912 -2,9892 -2,7106 -2,4182 -2,0864 -1,7168 -1,3336 -0,9662 -0,6348 -0,3496 -0,1115 0,0875 0,2572 0,3931 0,4712 0,4686 0,3873 0,2450 0,0426 -0,2477 -0,6642 -1,2311 -1,9409 -2,7486 -3,5805 -4,3591 -5,0320 -5,5829 -6,0275 -6,4008 -6,7451 -7,1003 -7,4985 -7,9520 -8,4375 -8,8981 -9,2700 -9,5078 -9,5929 -9,5373 -9,3876 -9,2144 -9,0830 -9,0307 -9,0721 -9,2083 -9,4245 -9,6888 -9,9604 -10,1998 -10,3738 -10,4612 -10,4590 -10,3841 -10,2692 -10,1529 -10,0689 -10,0411 -10,0807 -10,1813 -10,3133 -10,4317 -10,5053 -10,5379 -10,5604 -10,6085 -10,7043 -10,8447 -11,0056 -11,1591 -11,2886 -11,3843 -11,4339 -11,4230 -11,3430 -11,1942 -10,9794 -10,6957 -10,3388 -9,9120 -9,4303 -8,9176 -8,4033 -7,9170 -7,4809 -7,1050 -6,7824
F3    -0,5588 -0,3253 -0,1050 0,0843 0,2097 0,2388 0,1660 0,0163 -0,1750 -0,3807 -0,5798 -0,7490 -0,8683 -0,9369 -0,9728 -0,9929 -1,0039 -1,0056 -0,9916 -0,9511 -0,8754 -0,7613 -0,6037 -0,3870 -0,0900 0,2934 0,7397 1,2028 1,6371 2,0143 2,3209 2,5483 2,6930 2,7588 2,7432 2,6327 2,4169 2,0963 1,6797 1,1898 0,6614 0,1233 -0,4157 -0,9575 -1,4960 -2,0150 -2,4971 -2,9270 -3,2877 -3,5563 -3,7071 -3,7239 -3,6152 -3,4221 -3,2104 -3,0473 -2,9737 -2,9854 -3,0385 -3,0814 -3,0849 -3,0461 -2,9722 -2,8714 -2,7606 -2,6731 -2,6459 -2,6885 -2,7638 -2,8073 -2,7664 -2,6177 -2,3650 -2,0375 -1,6892 -1,3815 -1,1591 -1,0373 -1,0072 -1,0444 -1,1153 -1,1905 -1,2524 -1,2943 -1,3141 -1,3058 -1,2550 -1,1501 -1,0002 -0,8373 -0,6991 -0,6153 -0,6107 -0,7101 -0,9257 -1,2379 -1,5929 -1,9218 -2,1655 -2,2913 -2,3003 -2,2234 -2,1062 -1,9867 -1,8787 -1,7684 -1,6246 -1,4179 -1,1326 -0,7683 -0,3405 0,1197 0,5675 0,9533 1,2389 1,4104 1,4776 1,4653 1,4069 1,3432 1,3156 1,3548 1,4746 1,6723 1,9303 2,2222 2,5295 2,8516 3,1952 3,5652 3,9718 4,4367 4,9756 5,5778 6,2079 6,8210 7,3730 7,8312 8,1775 8,3986 8,4730 8,3773 8,1077 7,6914 7,1720 6,5889 5,9742 5,3608 4,7783 4,2385 3,7352 3,2682 2,8562 2,5185 2,2555 2,0515 1,8872 1,7500 1,6380 1,5558 1,5104 1,5123 1,5657 1,6557 1,7616 1,8855 2,0592 2,3231 2,7013 3,1872 3,7399 4,2898 4,7616 5,1084 5,3283 5,4486 5,4997 5,5026 5,4694 5,4060 5,3093 5,1690 4,9833 4,7704 4,5562 4,3532 4,1546 3,9399 3,6872 3,3874 3,0511 2,6988 2,3440 1,9837 1,6042 1,1952 0,7494 0,2576 -0,2792 -0,8334 -1,3580 -1,8160 -2,2020 -2,5415 -2,8756 -3,2406 -3,6544 -4,1141 -4,5976 -5,0661 -5,4739 -5,7870 -5,9904 -6,0818 -6,0694 -5,9805 -5,8607 -5,7585 -5,7053 -5,6996 -5,7093 -5,6897 -5,5975 -5,4029 -5,1039 -4,7311 -4,3342 -3,9645 -3,6608 -3,4377 -3,2860 -3,1845 -3,1064 -3,0235 -2,9144 -2,7653 -2,5634 -2,2976 -1,9670 -1,5803 -1,1549 -0,7291 -0,3639 -0,1126 0,0098 0,0251 -0,0266 -0,0973 -0,1414 -0,1261 -0,0344 0,1377 0,3829 0,6857 1,0187 1,3322 1,5502 1,5897 1,4009 0,9980 0,4581 -0,1082 -0,6059 -1,0008 -1,3201 -1,6102 -1,8976 -2,1817 -2,4477 -2,6816 -2,8717 -3,0070 -3,0838 -3,1160 -3,1312 -3,1564 -3,2086 -3,2965 -3,4238 -3,5868 -3,7676 -3,9357 -4,0644 -4,1462 -4,1869 -4,1865 -4,1354 -4,0262 -3,8634 -3,6670 -3,4713 -3,3141 -3,2179 -3,1758 -3,1570 -3,1253 -3,0533 -2,9290 -2,7659 -2,6039 -2,4802 -2,3927 -2,3014 -2,1583 -1,9333 -1,6238 -1,2491 -0,8406 -0,4360 -0,0685 0,2487 0,5185 0,7461 0,9365 1,0953 1,2210 1,3083 1,3646 1,4146 1,4886 1,6087 1,7808 1,9891 2,1960 2,3508 2,4036 2,3199 2,0892 1,7300 1,2888 0,8265 0,3942 0,0188 -0,2959 -0,5612 -0,7945 -1,0091 -1,2038 -1,3589 -1,4441 -1,4306 -1,3039 -1,0743 -0,7828 -0,4898 -0,2482 -0,0856 -0,0043 0,0080 -0,0329 -0,1097 -0,2028 -0,2968 -0,3901 -0,4940 -0,6210 -0,7748 -0,9494 -1,1355 -1,3280 -1,5286 -1,7372 -1,9377 -2,0959 -2,1781 -2,1679 -2,0716 -1,9183 -1,7572 -1,6420 -1,6064 -1,6511 -1,7578 -1,9136 -2,1155 -2,3516 -2,5884 -2,7765 -2,8654 -2,8217 -2,6434 -2,3669 -2,0541 -1,7594 -1,5104 -1,3206 -1,2042 -1,1712 -1,2125 -1,2971 -1,3821 -1,4234 -1,3906 -1,2893 -1,1678 -1,1003 -1,1513 -1,3328 -1,5860 -1,8095 -1,9190 -1,8881 -1,7413 -1,5255 -1,2890 -1,0724 -0,9071 -0,8128 -0,7880 -0,8050 -0,8216 -0,8059 -0,7556 -0,6956 -0,6585 -0,6664 -0,7278 -0,8440 -1,0084 -1,2002 -1,3885 -1,5463 -1,6610 -1,7320 -1,7672 -1,7881 -1,8240 -1,8953 -2,0034 -2,1356 -2,2781 -2,4252 -2,5826 -2,7698 -3,0184 -3,3521 -3,7602 -4,1932 -4,5865 -4,8839 -5,0503 -5,0738 -4,9654 -4,7529 -4,4732 -4,1706 -3,8927 -3,6763 -3,5305 -3,4312 -3,3294 -3,1768 -2,9495 -2,6533 -2,3181 -1,9925 -1,7259 -1,5464 -1,4582 -1,4524 -1,5126 -1,6197 -1,7549 -1,8979 -2,0254 -2,1141 -2,1446 -2,1046 -1,9948 -1,8358 -1,6703 -1,5598 -1,5633 -1,7059 -1,9682 -2,3087 -2,6896 -3,0865 -3,4802 -3,8434 -4,1353 -4,3175 -4,3757 -4,3254 -4,2007 -4,0351 -3,8467 -3,6471 -3,4623 -3,3322 -3,2781 -3,2849 -3,3269 -3,4028 -3,5388 -3,7657 -4,0905 -4,4822 -4,8857 -5,2536 -5,5598 -5,7821 -5,8912 -5,8641 -5,7021 -5,4332 -5,1000 -4,7393 -4,3681 -3,9891 -3,6083 -3,2433 -2,9215 -2,6655 -2,4767 -2,3306 -2,1927 -2,0368 -1,8579 -1,6757 -1,5248 -1,4341 -1,4109 -1,4373 -1,4820 -1,5231 -1,5707 -1,6627 -1,8244 -2,0347 -2,2439 -2,4284 -2,6171 -2,8705 -3,2439 -3,7590 -4,3897 -5,0656 -5,6969 -6,2083 -6,5658 -6,7862 -6,9227 -7,0382 -7,1918 -7,4364 -7,8048 -8,2791 -8,7796 -9,1983 -9,4504 -9,5038 -9,3865 -9,1779 -8,9785 -8,8627 -8,8504 -8,9229 -9,0544 -9,2222 -9,4013 -9,5658 -9,6962 -9,7793 -9,8068 -9,7779 -9,7047 -9,6149 -9,5419 -9,5120 -9,5394 -9,6253 -9,7543 -9,8862 -9,9647 -9,9550 -9,8772 -9,7946 -9,7714 -9,8396 -9,9901 -10,1857 -10,3817 -10,5430 -10,6483 -10,6891 -10,6639 -10,5697 -10,4023 -10,1599 -9,8436 -9,4632 -9,0445 -8,6273 -8,2514 -7,9446 -7,7217 -7,5811 -7,4979 -7,4238
F7    0,1913 0,4432 0,6386 0,7592 0,7942 0,7393 0,6082 0,4316 0,2401 0,0573 -0,0924 -0,1855 -0,2178 -0,2162 -0,2162 -0,2305 -0,2476 -0,2531 -0,2421 -0,2172 -0,1809 -0,1318 -0,0678 0,0151 0,1268 0,2772 0,4648 0,6753 0,8932 1,1120 1,3315 1,5477 1,7472 1,9043 1,9793 1,9326 1,7410 1,4006 0,9300 0,3816 -0,1718 -0,6790 -1,1361 -1,5667 -1,9867 -2,3950 -2,7820 -3,1311 -3,4143 -3,6013 -3,6731 -3,6245 -3,4643 -3,2206 -2,9437 -2,6927 -2,5141 -2,4228 -2,3997 -2,4066 -2,4070 -2,3814 -2,3287 -2,2566 -2,1721 -2,0801 -1,9819 -1,8682 -1,7091 -1,4598 -1,0889 -0,6020 -0,0416 0,5271 1,0294 1,4042 1,6309 1,7339 1,7611 1,7630 1,7769 1,8131 1,8581 1,8948 1,9197 1,9460 1,9916 2,0593 2,1284 2,1683 2,1598 2,1005 1,9898 1,8133 1,5535 1,2194 0,8598 0,5413 0,3126 0,1852 0,1341 0,1152 0,0952 0,0655 0,0321 0,0038 -0,0064 0,0145 0,0691 0,1507 0,2542 0,3796 0,5257 0,6807 0,8237 0,9376 1,0206 1,0849 1,1522 1,2525 1,4207 1,6833 2,0436 2,4755 2,9338 3,3819 3,8164 4,2616 4,7414 5,2608 5,8166 6,4136 7,0608 7,7557 8,4757 9,1752 9,7909 10,2668 10,5810 10,7461 10,7814 10,6901 10,4669 10,1254 9,7052 9,2476 8,7760 8,3078 7,8686 7,4776 7,1313 6,8184 6,5371 6,2856 6,0536 5,8329 5,6222 5,4196 5,2207 5,0222 4,8263 4,6457 4,4971 4,3814 4,2784 4,1695 4,0594 3,9731 3,9357 3,9566 4,0312 4,1419 4,2564 4,3371 4,3629 4,3402 4,2916 4,2360 4,1782 4,1127 4,0330 3,9342 3,8146 3,6789 3,5376 3,4032 3,2856 3,1882 3,1105 3,0538 3,0161 2,9798 2,9095 2,7685 2,5435 2,2511 1,9168 1,5587 1,1963 0,8655 0,6086 0,4470 0,3648 0,3140 0,2316 0,0636 -0,2157 -0,6046 -1,0818 -1,6054 -2,1167 -2,5593 -2,8946 -3,1014 -3,1778 -3,1482 -3,0588 -2,9599 -2,8900 -2,8672 -2,8872 -2,9294 -2,9664 -2,9770 -2,9554 -2,9092 -2,8527 -2,8006 -2,7626 -2,7347 -2,7023 -2,6502 -2,5671 -2,4512 -2,3163 -2,1828 -2,0634 -1,9586 -1,8540 -1,7190 -1,5221 -1,2603 -0,9672 -0,6897 -0,4629 -0,3053 -0,2208 -0,2001 -0,2291 -0,2948 -0,3770 -0,4378 -0,4310 -0,3302 -0,1481 0,0634 0,2257 0,2580 0,1153 -0,1892 -0,5963 -1,0290 -1,4227 -1,7506 -2,0271 -2,2815 -2,5298 -2,7646 -2,9624 -3,0994 -3,1591 -3,1290 -3,0080 -2,8217 -2,6217 -2,4641 -2,3871 -2,4085 -2,5336 -2,7585 -3,0640 -3,4077 -3,7308 -3,9844 -4,1497 -4,2305 -4,2361 -4,1777 -4,0654 -3,9038 -3,6908 -3,4261 -3,1150 -2,7621 -2,3659 -1,9274 -1,4590 -0,9891 -0,5673 -0,2544 -0,0805 -0,0099 0,0405 0,1502 0,3562 0,6468 0,9856 1,3370 1,6643 1,9269 2,1021 2,1949 2,2240 2,2108 2,1782 2,1412 2,0993 2,0475 1,9930 1,9575 1,9642 2,0209 2,1091 2,1887 2,2162 2,1601 2,0049 1,7459 1,3913 0,9682 0,5149 0,0616 -0,3735 -0,7775 -1,1441 -1,4762 -1,7780 -2,0428 -2,2537 -2,3947 -2,4537 -2,4183 -2,2859 -2,0841 -1,8697 -1,7002 -1,6034 -1,5708 -1,5754 -1,5962 -1,6256 -1,6601 -1,6953 -1,7297 -1,7655 -1,8054 -1,8474 -1,8831 -1,9058 -1,9203 -1,9401 -1,9740 -2,0150 -2,0424 -2,0362 -1,9905 -1,9151 -1,8352 -1,7859 -1,7961 -1,8680 -1,9721 -2,0696 -2,1429 -2,2015 -2,2619 -2,3276 -2,3884 -2,4329 -2,4581 -2,4660 -2,4571 -2,4300 -2,3794 -2,2989 -2,1924 -2,0763 -1,9692 -1,8803 -1,8050 -1,7235 -1,6047 -1,4232 -1,1768 -0,8919 -0,6165 -0,3995 -0,2625 -0,1857 -0,1239 -0,0391 0,0777 0,2091 0,3305 0,4329 0,5298 0,6419 0,7756 0,9189 1,0513 1,1540 1,2160 1,2379 1,2312 1,2082 1,1709 1,1116 1,0195 0,8918 0,7383 0,5702 0,3857 0,1743 -0,0662 -0,3250 -0,5886 -0,8408 -1,0554 -1,2071 -1,2941 -1,3457 -1,4091 -1,5322 -1,7547 -2,1026 -2,5743 -3,1292 -3,6993 -4,2167 -4,6305 -4,9144 -5,0672 -5,1010 -5,0238 -4,8393 -4,5647 -4,2409 -3,9218 -3,6514 -3,4441 -3,2795 -3,1204 -2,9410 -2,7391 -2,5301 -2,3338 -2,1606 -2,0074 -1,8683 -1,7434 -1,6352 -1,5452 -1,4761 -1,4356 -1,4275 -1,4331 -1,4131 -1,3366 -1,2019 -1,0304 -0,8561 -0,7271 -0,6938 -0,7752 -0,9426 -1,1482 -1,3636 -1,5870 -1,8167 -2,0215 -2,1426 -2,1345 -2,0053 -1,8150 -1,6382 -1,5257 -1,4919 -1,5321 -1,6487 -1,8501 -2,1204 -2,4064 -2,6493 -2,8255 -2,9561 -3,0800 -3,2148 -3,3352 -3,3933 -3,3641 -3,2590 -3,0955 -2,8766 -2,6031 -2,2895 -1,9654 -1,6651 -1,4071 -1,1784 -0,9449 -0,6819 -0,3916 -0,0991 0,1640 0,3735 0,5169 0,5917 0,6087 0,5867 0,5365 0,4571 0,3447 0,2026 0,0466 -0,0959 -0,2013 -0,2753 -0,3629 -0,5177 -0,7568 -1,0526 -1,3716 -1,7104 -2,0934 -2,5418 -3,0492 -3,5778 -4,0681 -4,4622 -4,7298 -4,8802 -4,9573 -5,0137 -5,0819 -5,1786 -5,3322 -5,5764 -5,9106 -6,2816 -6,6086 -6,8187 -6,8688 -6,7617 -6,5514 -6,3216 -6,1454 -6,0629 -6,0875 -6,2099 -6,3958 -6,5948 -6,7664 -6,8986 -7,0007 -7,0809 -7,1379 -7,1723 -7,1977 -7,2327 -7,2870 -7,3588 -7,4410 -7,5246 -7,5894 -7,6007 -7,5326 -7,3992 -7,2497 -7,1350 -7,0833 -7,0967 -7,1602 -7,2512 -7,3477 -7,4291 -7,4768 -7,4822 -7,4547 -7,4123 -7,3610 -7,2835 -7,1542 -6,9615 -6,7206 -6,4662 -6,2348 -6,0495 -5,9134 -5,8068 -5,6845
