Fp1   -1,1944 -2,6439 -3,7659 -4,3365 -4,3689 -4,0240 -3,4045 -2,5096 -1,3651 -0,0949 1,1396 2,2122 3,0707 3,7341 4,1956 4,2905 3,6944 2,1451 -0,2600 -2,9781 -5,2611 -6,5010 -6,4197 -5,1149 -3,0542 -0,9330 0,5995 1,1628 0,7345 -0,3680 -1,6160 -2,4513 -2,4477 -1,4462 0,3963 2,7000 5,0008 6,8132 7,6906 7,4237 6,2260 4,6226 3,1033 1,8802 0,9116 0,0569 -0,7808 -1,5845 -2,2460 -2,6338 -2,6686 -2,3690 -1,8063 -1,0371 -0,1094 0,9271 2,0482 3,2202 4,3083 5,0436 5,1080 4,3021 2,6673 0,4894 -1,7867 -3,7067 -4,9876 -5,6108 -5,7434 -5,5719 -5,2008 -4,6490 -3,9033 -3,0190 -2,1922 -1,6790 -1,5900 -1,7934 -2,0381 -2,1401 -2,0534 -1,8019 -1,3823 -0,7680 -0,0062 0,7090 1,0935 0,9138 0,0652 -1,4311 -3,4357 -5,6934 -7,8543 -9,5093 -10,2761 -9,9148 -8,3707 -5,7456 -2,3009 1,5022 4,9947 7,4096 8,1540 7,0981 4,6266 1,4115 -1,8599 -4,6277 -6,5076 -7,3253 -7,1394 -6,1850 -4,7374 -3,0215 -1,2366 0,4237 1,8490 3,0718 4,2064 5,3502 6,5305 7,6923 8,7087 9,4090 9,6278 9,2832 8,4128 7,1256 5,5816 4,0260 2,7356 1,9164 1,7016 2,1528 3,1454 4,2947 5,0913 5,1704 4,5083 3,4255 2,4135 1,8762 1,9269 2,4000 3,0668 3,8350 4,7667 5,9320 7,2494 8,4665 9,2847 9,4852 8,9616 7,7266 5,9604 4,0015 2,2337 0,9726 0,3844 0,4405 0,9812 1,8671 3,0710 4,6215 6,4473 8,2756 9,6905 10,3034 9,9275 8,6539 6,7871 4,6989 2,6825 0,8723 -0,7265 -2,1301 -3,2872 -4,0636 -4,3328 -4,1017 -3,4910 -2,5979 -1,4825 -0,2742 0,8505 1,8088 2,6484 3,4510 4,2271 4,8598 5,1472 4,9488 4,2862 3,2912 2,1162 0,9143 -0,1915 -1,1628 -1,9946 -2,6073 -2,8555 -2,6367 -1,9829 -1,0790 -0,2044 0,3574 0,4201 0,0229 -0,5379 -0,9242 -1,0435 -1,0893 -1,3074 -1,7665 -2,3229 -2,7479 -2,8855 -2,7152 -2,3277 -1,8698 -1,4345 -0,9589 -0,2604 0,7964 2,1618 3,6240 4,9365 5,9034 6,3862 6,2710 5,4512 3,8906 1,7514 -0,5520 -2,4591 -3,5090 -3,6005 -3,0430 -2,3253 -1,8309 -1,6834 -1,6982 -1,4326 -0,4083 1,5708 4,2287 6,8791 8,7011 9,0871 7,8862 5,4203 2,3125 -0,7391 -3,1817 -4,7491 -5,4495 -5,4695 -5,0885 -4,5961 -4,1553 -3,6500 -2,7155 -1,0623 1,1643 3,3849 4,9777 5,6803 5,6527 5,2501 4,8082 4,5746 4,7023 5,2466 6,1834 7,4184 8,7317 9,7618 10,1370 9,6303 8,2002 5,9867 3,3435 0,8042 -1,0754 -1,9038 -1,5909 -0,3872 1,2216 2,7322 3,8270 4,4501 4,7274 4,8403 4,9792 5,3389 6,0474 7,0524 8,0742 8,7235 8,7541 8,2188 7,3807 6,5314 5,8849 5,5157 5,3504 5,3060 5,4428 5,9081 6,7614 7,9454 9,4018 11,1108 12,9909 14,7823 16,0434 16,3294 15,4355 13,4960 10,9110 8,1527 5,5435 3,2102 1,2357 -0,2378 -1,0814 -1,3276 -1,1638 -0,7343 -0,0500 0,8736 1,8965 2,7833 3,3216 3,4334 3,1761 2,6679 2,0522 1,5033 1,2081 1,2822 1,6505 2,0326 2,1202 1,8252 1,3585 1,0810 1,2920 2,0587 3,1649 4,2587 5,0522 5,3871 5,2271 4,6576 3,8721 3,1051 2,5067 2,0752 1,7708 1,6842 2,0103 2,8470 4,0909 5,5392 7,0189 8,4015 9,5373 10,2521 10,4407 10,1148 9,3743 8,4248 7,5936 7,1973 7,2896 7,5651 7,5834 7,1036 6,2204 5,2075 4,2803 3,5174 2,8948 2,3024 1,5684 0,5612 -0,6664 -1,8334 -2,5514 -2,5125 -1,6149 0,0136 2,0686 4,1662 5,9476 7,1907 7,8911 8,2148 8,3675 8,5087 8,7246 9,0335 9,3916 9,6679 9,6563 9,1932 8,2689 6,9971 5,5082 3,9095 2,3367 0,9964 0,0691 -0,4699 -0,8534 -1,2823 -1,7338 -1,9972 -1,8302 -1,1113 0,1025 1,6358 3,2701 4,7896 6,0044 6,7314 6,8186 6,2694 5,3027 4,2629 3,4750 3,0950 3,0191 2,9680 2,7040 2,1900 1,5691 1,0293 0,7072 0,6504 0,7875 0,9803 1,1508 1,3241 1,5636 1,9262 2,4852 3,3398 4,5691 6,1606 7,9220 9,4809 10,4928 10,9010 10,9179 10,7530 10,4389 9,8571 8,8032 7,0744 4,6477 1,8398 -0,7688 -2,6268 -3,4402 -3,2096 -2,1552 -0,5839 1,2530 3,1892 5,0554 6,6507 7,8176 8,4840 8,6371 8,3056 7,5784 6,6100 5,5800 4,6190 3,7735 3,0852 2,6853 2,7222 3,1819 3,8480 4,4860 5,0520 5,6810 6,4810 7,3857 8,1887 8,6479 8,5860 7,9696 6,9084 5,5754 4,1164 2,5933 1,0004 -0,6301 -2,1414 -3,3241 -4,0681 -4,4172 -4,5160 -4,5189 -4,5000 -4,4403 -4,3258 -4,2305 -4,2649 -4,4688 -4,7668 -4,9846 -4,9080 -4,3902 -3,4574 -2,3433 -1,4143 -0,9862 -1,1401 -1,6470 -2,0595 -1,9684 -1,2501 -0,1059 1,0672 1,8722 2,1349 2,0002 1,7653 1,6145 1,5372 1,4543 1,3695 1,3949 1,6238 1,9979 2,3422 2,5164 2,4951 2,3312 2,1220 2,0076 2,0998 2,3584 2,5656 2,4609 1,9265 1,0511 0,0700 -0,7213 -1,0645 -0,8474 -0,1758 0,6492 1,2643 1,3989 0,9644 0,0902 -0,9549 -1,9865 -3,0087 -4,0227 -4,8488 -5,2580 -5,1871 -4,7128 -3,8836 -2,6959 -1,2321 0,2514 1,4079 1,9754 1,8982 1,3156 0,4604 -0,4480 -1,2692 -1,9687 -2,5989 -3,2244 -3,8515 -4,4315 -4,9001 -5,1789 -5,1549 -4,7213 -3,8858 -2,8341 -1,8859 -1,3784 -1,4945 -2,1495 -3,0623 -3,9500 -4,6799 -5,2510
Fz    1,8250 1,2777 0,5589 -0,1591 -0,7244 -1,0504 -1,0985 -0,8623 -0,3884 0,2069 0,7654 1,1497 1,3141 1,3281 1,3008 1,2549 1,0724 0,5916 -0,2080 -1,1281 -1,8812 -2,2742 -2,2559 -1,8788 -1,2953 -0,7349 -0,4086 -0,4299 -0,7963 -1,3856 -1,9732 -2,3051 -2,2055 -1,6586 -0,7929 0,2249 1,2677 2,2127 2,8920 3,1629 3,0272 2,6255 2,1050 1,5238 0,8756 0,1687 -0,5318 -1,1214 -1,5119 -1,6710 -1,6244 -1,4264 -1,1114 -0,6777 -0,1313 0,4841 1,1130 1,6953 2,1439 2,3357 2,1421 1,4985 0,4581 -0,8227 -2,1338 -3,2596 -4,0425 -4,4381 -4,4994 -4,3139 -3,9606 -3,4911 -2,9148 -2,2277 -1,4808 -0,7919 -0,2616 0,0963 0,3332 0,5068 0,6587 0,8333 1,0982 1,5154 2,0670 2,5976 2,8574 2,6310 1,8415 0,5661 -1,0044 -2,6197 -4,0157 -4,9564 -5,2929 -5,0046 -4,1608 -2,8551 -1,2159 0,5285 2,0290 2,9062 2,9289 2,1468 0,8484 -0,6116 -1,9454 -2,9455 -3,4657 -3,4360 -2,8853 -1,9328 -0,7523 0,4687 1,5636 2,4266 3,0539 3,5342 3,9801 4,4697 5,0277 5,6164 6,1357 6,4543 6,4768 6,2059 5,7331 5,1692 4,6175 4,2007 4,0305 4,1400 4,4953 5,0275 5,5846 5,9137 5,7776 5,1034 4,0188 2,7900 1,7402 1,1581 1,1920 1,8051 2,8370 4,0979 5,4274 6,7045 7,8261 8,6887 9,1904 9,2316 8,7112 7,5620 5,8552 3,8655 1,9945 0,6206 -0,0153 0,1485 1,0379 2,5351 4,5154 6,7957 9,0717 10,9445 12,0477 12,1966 11,4609 10,1094 8,4665 6,7888 5,2117 3,7594 2,3985 1,0976 -0,1433 -1,2739 -2,1979 -2,8210 -3,0836 -2,9541 -2,4487 -1,6595 -0,6970 0,4087 1,7055 3,2109 4,8036 6,1960 7,0359 7,0878 6,3424 4,9873 3,3182 1,6559 0,2466 -0,8180 -1,5682 -2,0584 -2,3193 -2,3568 -2,1619 -1,7434 -1,1514 -0,4676 0,2120 0,8022 1,2512 1,5164 1,5191 1,1751 0,5020 -0,3158 -0,9887 -1,2684 -1,0720 -0,5006 0,2306 0,8991 1,3958 1,7902 2,2576 2,9354 3,8443 4,9073 5,9928 6,9313 7,5326 7,6136 7,0421 5,8218 4,1663 2,4522 1,0668 0,2545 0,0302 0,2029 0,5001 0,7014 0,7094 0,5840 0,5414 0,8523 1,6588 2,8536 4,0971 4,9482 5,0606 4,3560 3,0521 1,5380 0,2183 -0,6177 -0,8766 -0,6386 -0,0738 0,6133 1,2168 1,5966 1,7629 1,8653 2,0432 2,2785 2,4018 2,2325 1,7260 1,0160 0,3379 -0,0792 -0,0742 0,4321 1,4425 2,8904 4,6230 6,3739 7,8068 8,6535 8,8280 8,4152 7,5809 6,4996 5,3297 4,2216 3,3143 2,6856 2,3165 2,1371 2,1044 2,2195 2,4855 2,8588 3,2441 3,5520 3,7548 3,8676 3,8736 3,6765 3,1501 2,2729 1,2073 0,2275 -0,4211 -0,6134 -0,3699 0,1739 0,8709 1,6614 2,5538 3,5351 4,5471 5,5267 6,4202 7,1683 7,6990 7,9274 7,7810 7,2516 6,4125 5,3846 4,2865 3,1970 2,1610 1,2188 0,4077 -0,2591 -0,7989 -1,2261 -1,4995 -1,5336 -1,2791 -0,7768 -0,1503 0,4484 0,9026 1,1552 1,2153 1,1650 1,1216 1,1660 1,3089 1,5067 1,6909 1,8019 1,8254 1,7979 1,7821 1,8408 1,9911 2,1588 2,2192 2,0886 1,7525 1,2435 0,6357 0,0480 -0,3848 -0,5722 -0,5066 -0,2370 0,1958 0,7834 1,5060 2,2872 3,0109 3,5729 3,9171 4,0359 3,9593 3,7555 3,5305 3,4160 3,5473 4,0287 4,8776 5,9484 6,9257 7,4727 7,4250 6,8572 5,9883 5,0387 4,1613 3,4447 2,9126 2,5122 2,1486 1,7691 1,4272 1,2727 1,4758 2,1379 3,2366 4,6223 6,0531 7,2556 8,0172 8,2870 8,1868 7,9197 7,6601 7,4906 7,3940 7,2809 7,0297 6,5383 5,7835 4,8360 3,8048 2,7775 1,8188 1,0075 0,4619 0,2814 0,4249 0,6945 0,8922 0,9748 1,0526 1,2729 1,7053 2,3098 2,9869 3,6265 4,1181 4,3399 4,1486 3,4257 2,1758 0,5695 -1,1087 -2,5633 -3,6068 -4,2337 -4,5820 -4,8092 -4,9805 -5,0485 -4,9161 -4,4951 -3,7319 -2,6278 -1,2434 0,3205 1,9321 3,4323 4,6645 5,5310 6,0261 6,2215 6,2251 6,1196 5,9165 5,5895 5,1649 4,7501 4,4529 4,2879 4,1495 3,8523 3,2260 2,2249 0,9778 -0,2714 -1,2826 -1,9014 -2,0801 -1,8596 -1,3080 -0,4571 0,6711 1,9652 3,1995 4,1341 4,6220 4,6462 4,3029 3,7507 3,1496 2,6199 2,2127 1,9015 1,6404 1,4451 1,3865 1,4959 1,7076 1,9175 2,0833 2,2431 2,4430 2,6737 2,8595 2,8854 2,6666 2,2305 1,7264 1,3412 1,1871 1,2367 1,3441 1,3398 1,1260 0,6937 0,0859 -0,6348 -1,4004 -2,1283 -2,7082 -3,0352 -3,0787 -2,9048 -2,6232 -2,3256 -2,0633 -1,8387 -1,6146 -1,3645 -1,1225 -0,9973 -1,1404 -1,6542 -2,4963 -3,4611 -4,2476 -4,5875 -4,3763 -3,7347 -2,9663 -2,4037 -2,1862 -2,1570 -2,0216 -1,6118 -0,9880 -0,3348 0,1935 0,5424 0,7167 0,7101 0,5003 0,0998 -0,4310 -1,0133 -1,5408 -1,8586 -1,8263 -1,4247 -0,7879 -0,1347 0,3398 0,5278 0,4183 0,1027 -0,2367 -0,4047 -0,3012 0,0251 0,4082 0,6419 0,5645 0,1381 -0,5446 -1,3660 -2,2676 -3,1927 -3,9993 -4,5148 -4,6650 -4,4902 -4,0535 -3,4099 -2,6676 -2,0102 -1,6102 -1,5244 -1,6779 -1,9453 -2,2370 -2,5189 -2,7785 -3,0095 -3,2275 -3,4679 -3,7527 -4,0665 -4,3573 -4,5468 -4,5417 -4,2757 -3,7786 -3,1999 -2,7670 -2,7206 -3,2187 -4,2483 -5,6377 -7,1671 -8,6715 -10,0492
F3    1,2596 1,0996 0,8347 0,5121 0,1902 -0,0954 -0,3204 -0,4442 -0,4147 -0,2065 0,1448 0,5516 0,9339 1,2578 1,4913 1,5340 1,2251 0,4678 -0,6246 -1,7368 -2,5481 -2,9037 -2,7930 -2,2725 -1,4925 -0,7099 -0,1877 -0,0930 -0,4500 -1,1164 -1,8281 -2,3048 -2,3391 -1,8604 -0,9585 0,1899 1,4206 2,5690 3,4195 3,7962 3,6984 3,2698 2,6461 1,8762 0,9699 -0,0208 -0,9794 -1,7716 -2,3106 -2,5753 -2,5817 -2,3592 -1,9408 -1,3708 -0,7124 -0,0148 0,7158 1,4569 2,0979 2,4622 2,3954 1,8506 0,9146 -0,2343 -1,3821 -2,3288 -2,9594 -3,2920 -3,4246 -3,4331 -3,3325 -3,1013 -2,7083 -2,1490 -1,4971 -0,9011 -0,4917 -0,2953 -0,2421 -0,2252 -0,1523 0,0330 0,3552 0,8033 1,3043 1,7101 1,8344 1,5351 0,7864 -0,3145 -1,5962 -2,8558 -3,8755 -4,4500 -4,4586 -3,9164 -2,9236 -1,5784 0,0245 1,7142 3,1863 4,0587 4,0458 3,1274 1,5590 -0,2732 -2,0039 -3,3497 -4,1171 -4,2206 -3,7071 -2,7327 -1,4953 -0,1862 1,0243 2,0153 2,7587 3,3169 3,7801 4,2147 4,6595 5,1273 5,5814 5,9218 6,0319 5,8626 5,4632 4,9342 4,3938 3,9811 3,8118 3,9183 4,2679 4,7794 5,2834 5,5399 5,3541 4,6791 3,6285 2,4277 1,3556 0,6796 0,5645 1,0160 1,9132 3,0871 4,3750 5,6321 6,7308 7,5734 8,0986 8,2469 7,9065 6,9435 5,3555 3,3890 1,4683 0,0133 -0,7157 -0,6682 0,0707 1,3987 3,2217 5,3779 7,5814 9,4688 10,7128 11,1297 10,7285 9,6751 8,1996 6,5176 4,7835 3,0765 1,4395 -0,0690 -1,3726 -2,3992 -3,0966 -3,4519 -3,4750 -3,1620 -2,5264 -1,6527 -0,6426 0,4801 1,7491 3,1503 4,5571 5,7331 6,4082 6,4040 5,7149 4,4960 3,0109 1,5707 0,4250 -0,3409 -0,7826 -0,9849 -1,0064 -0,8879 -0,6564 -0,3239 0,0941 0,5565 0,9932 1,3382 1,5601 1,6227 1,4269 0,8702 -0,0097 -0,9913 -1,7758 -2,1309 -1,9864 -1,4504 -0,7475 -0,1047 0,3773 0,7838 1,3028 2,0780 3,1328 4,3846 5,6742 6,7818 7,4677 7,5338 6,8719 5,5152 3,6901 1,7867 0,2179 -0,7453 -1,0630 -0,8989 -0,5017 -0,0843 0,2438 0,5111 0,8830 1,5715 2,6757 4,0698 5,4065 6,2350 6,2053 5,2650 3,6972 1,9669 0,5172 -0,3693 -0,6167 -0,3219 0,3066 1,0040 1,5190 1,7060 1,5992 1,3859 1,2531 1,2420 1,2372 1,0797 0,7040 0,1923 -0,2824 -0,5398 -0,4423 0,0845 1,0539 2,4315 4,1177 5,9001 7,4691 8,5445 8,9916 8,8140 8,0876 6,9326 5,5203 4,0848 2,8907 2,1242 1,8065 1,8384 2,1013 2,5020 2,9704 3,4387 3,8271 4,0782 4,1988 4,2332 4,1870 3,9779 3,4885 2,7062 1,7970 1,0234 0,6071 0,6423 1,0679 1,7080 2,3983 3,0946 3,8428 4,6621 5,5043 6,3080 7,0289 7,6200 8,0169 8,1442 7,9505 7,4521 6,7264 5,8739 4,9866 4,1147 3,2649 2,4395 1,6584 0,9482 0,3188 -0,2285 -0,6487 -0,8449 -0,7363 -0,3231 0,2959 0,9611 1,5270 1,9026 2,0580 2,0336 1,9232 1,8230 1,7978 1,8741 2,0333 2,2131 2,3497 2,4240 2,4828 2,6269 2,9220 3,3020 3,6101 3,7173 3,5695 3,1699 2,5723 1,8909 1,2824 0,8745 0,7057 0,7528 1,0022 1,4663 2,1320 2,9236 3,7295 4,4478 5,0075 5,3705 5,5373 5,5485 5,4716 5,4030 5,4785 5,8308 6,4997 7,3452 8,0546 8,3003 7,9390 7,0806 5,9821 4,8940 3,9900 3,3584 2,9887 2,7711 2,5457 2,2022 1,7789 1,4748 1,5468 2,1568 3,2712 4,6783 6,0879 7,2203 7,8818 8,0444 7,8447 7,4778 7,0978 6,7941 6,5991 6,4886 6,3905 6,2172 5,9090 5,4524 4,8663 4,1856 3,4619 2,7776 2,2565 2,0068 2,0077 2,0932 2,1039 2,0355 2,0226 2,2051 2,6235 3,2173 3,8832 4,5011 4,9304 5,0262 4,6738 3,8306 2,5618 1,0427 -0,4725 -1,7258 -2,5766 -3,0717 -3,3832 -3,6676 -3,9515 -4,1299 -4,0707 -3,6970 -2,9836 -1,9420 -0,6336 0,8302 2,3061 3,6410 4,6996 5,4077 5,7820 5,9306 6,0185 6,1698 6,3732 6,5200 6,5413 6,4641 6,3328 6,1284 5,7696 5,1541 4,2063 2,9312 1,4618 0,0366 -1,1052 -1,8186 -2,0766 -1,9417 -1,4925 -0,7516 0,2789 1,5035 2,7112 3,6752 4,2461 4,3795 4,1337 3,6468 3,0896 2,6077 2,2567 1,9734 1,6602 1,3236 1,0929 1,0857 1,2986 1,6466 2,0627 2,5139 2,9384 3,2154 3,2068 2,8146 2,0331 0,9904 -0,0733 -0,9124 -1,3951 -1,5453 -1,4959 -1,3909 -1,3150 -1,3094 -1,4090 -1,6256 -1,9198 -2,2082 -2,3913 -2,3893 -2,1928 -1,8874 -1,6018 -1,4293 -1,3915 -1,4319 -1,4430 -1,3431 -1,1525 -1,0031 -1,0675 -1,4384 -2,0557 -2,7384 -3,2632 -3,4399 -3,1861 -2,5817 -1,8736 -1,3682 -1,2095 -1,2484 -1,1929 -0,8849 -0,3982 0,0826 0,4190 0,5870 0,6481 0,6671 0,6662 0,6413 0,5789 0,4606 0,3109 0,2352 0,3597 0,7184 1,2011 1,6089 1,7712 1,6130 1,1533 0,5214 -0,0353 -0,2607 -0,0544 0,4731 1,0757 1,4866 1,5206 1,1452 0,4628 -0,4031 -1,3868 -2,4216 -3,3603 -4,0264 -4,3288 -4,2698 -3,8678 -3,1603 -2,2860 -1,4780 -0,9315 -0,6988 -0,7153 -0,8930 -1,1712 -1,5041 -1,8387 -2,1398 -2,4336 -2,7943 -3,2643 -3,7985 -4,2851 -4,5897 -4,5769 -4,1661 -3,4228 -2,5704 -1,9029 -1,6912 -2,0933 -3,0752 -4,4314 -5,9215 -7,3966 -8,7950
F7    2,0312 1,7115 1,1560 0,4768 -0,1958 -0,7533 -1,1064 -1,1914 -1,0062 -0,6268 -0,1789 0,2155 0,4989 0,7028 0,8898 1,0503 1,0619 0,7748 0,1705 -0,5751 -1,2118 -1,5798 -1,6452 -1,4526 -1,1188 -0,8254 -0,7458 -0,9698 -1,4712 -2,1029 -2,6354 -2,8390 -2,5760 -1,8651 -0,8622 0,2467 1,3324 2,2951 3,0074 3,3574 3,3374 3,0378 2,5595 1,9573 1,2580 0,5003 -0,2476 -0,8968 -1,3618 -1,5883 -1,5721 -1,3571 -0,9970 -0,5239 0,0353 0,6421 1,2608 1,8497 2,3293 2,5828 2,4952 2,0129 1,1807 0,1218 -1,0063 -2,0427 -2,8569 -3,3815 -3,6031 -3,5345 -3,2127 -2,6981 -2,0465 -1,3095 -0,5802 0,0040 0,3427 0,4353 0,3523 0,1751 -0,0252 -0,1764 -0,2018 -0,0469 0,2724 0,6318 0,8304 0,6921 0,1584 -0,6985 -1,7234 -2,7303 -3,5334 -3,9791 -3,9863 -3,5640 -2,7723 -1,6757 -0,3535 1,0416 2,2488 2,9600 2,9688 2,2893 1,1346 -0,2080 -1,4775 -2,4636 -3,0082 -3,0265 -2,5298 -1,6220 -0,4729 0,7204 1,7762 2,5754 3,0996 3,4200 3,6404 3,8495 4,0971 4,3726 4,6019 4,6792 4,5282 4,1590 3,6610 3,1355 2,6660 2,3471 2,2691 2,4657 2,9183 3,5725 4,2941 4,8524 5,0146 4,6724 3,8901 2,8662 1,8701 1,1671 0,9250 1,1631 1,7884 2,6603 3,6358 4,5933 5,4374 6,0914 6,4831 6,5234 6,1011 5,1360 3,6824 1,9782 0,3685 -0,8270 -1,4114 -1,3417 -0,6801 0,4936 2,1105 4,0497 6,0623 7,7835 8,8491 9,0485 8,4164 7,1959 5,7047 4,2049 2,8393 1,6337 0,5513 -0,4506 -1,3948 -2,2621 -2,9782 -3,4540 -3,6263 -3,4557 -2,9413 -2,1532 -1,1903 -0,0971 1,1383 2,5029 3,8847 5,0583 5,7573 5,8100 5,2277 4,1773 2,8989 1,6367 0,5708 -0,2356 -0,8033 -1,1585 -1,3016 -1,2116 -0,8657 -0,2840 0,4430 1,1790 1,7898 2,1907 2,3674 2,3290 2,0405 1,4441 0,5649 -0,4271 -1,2682 -1,7274 -1,7204 -1,3364 -0,7775 -0,2576 0,1177 0,4186 0,8197 1,4502 2,3148 3,3233 4,3419 5,2124 5,7632 5,8311 5,2998 4,1779 2,6619 1,0923 -0,1755 -0,8999 -1,0326 -0,7150 -0,1872 0,3239 0,6800 0,8807 1,0764 1,4845 2,2292 3,2263 4,1919 4,7646 4,6765 3,8840 2,5805 1,1018 -0,1969 -1,0569 -1,3884 -1,2507 -0,7913 -0,2069 0,2906 0,5508 0,5761 0,5185 0,5412 0,6742 0,8017 0,7678 0,5028 0,0760 -0,3497 -0,6018 -0,5557 -0,1508 0,6185 1,7162 3,0558 4,4667 5,6996 6,5120 6,7633 6,4464 5,6651 4,5850 3,3795 2,2131 1,2423 0,5749 0,2262 0,1501 0,3122 0,7072 1,3149 2,0583 2,8089 3,4436 3,9004 4,1719 4,2445 4,0528 3,5170 2,6501 1,6173 0,6714 0,0349 -0,1774 0,0141 0,4786 1,0670 1,7020 2,3689 3,0378 3,6456 4,1504 4,5577 4,8910 5,1530 5,3026 5,2791 5,0600 4,6819 4,2081 3,6855 3,1224 2,5139 1,8828 1,2755 0,7278 0,2463 -0,1684 -0,4752 -0,5994 -0,4961 -0,1937 0,2033 0,5520 0,7331 0,6891 0,4372 0,0738 -0,2597 -0,4415 -0,4057 -0,1453 0,2926 0,8246 1,3727 1,8901 2,3604 2,7925 3,1882 3,4952 3,6300 3,5426 3,2300 2,7107 2,0302 1,2829 0,5975 0,0792 -0,2332 -0,3479 -0,2703 0,0076 0,4634 1,0161 1,5600 2,0196 2,3657 2,5981 2,7328 2,8084 2,8924 3,0807 3,4798 4,1531 5,0637 6,0443 6,8250 7,1459 6,8964 6,1647 5,1518 4,0434 2,9607 1,9806 1,1435 0,4381 -0,1824 -0,7389 -1,1740 -1,3615 -1,1659 -0,5108 0,5729 1,9337 3,3305 4,4998 5,2522 5,5586 5,5467 5,4049 5,2806 5,2368 5,2562 5,2630 5,1562 4,8614 4,3692 3,7259 2,9947 2,2301 1,4786 0,7977 0,2833 0,0422 0,0934 0,3253 0,5927 0,8381 1,1109 1,4904 1,9987 2,5791 3,1409 3,5980 3,8782 3,9141 3,6269 2,9510 1,9056 0,6227 -0,6942 -1,8355 -2,6638 -3,1780 -3,4947 -3,7479 -3,9883 -4,1609 -4,1596 -3,8934 -3,3201 -2,4524 -1,3413 -0,0607 1,2862 2,5619 3,6221 4,3688 4,7849 4,9333 4,9216 4,8340 4,6775 4,4130 4,0463 3,6623 3,3587 3,1643 3,0168 2,7903 2,3567 1,6626 0,7814 -0,1111 -0,8192 -1,1979 -1,1928 -0,8465 -0,2468 0,5452 1,4885 2,4889 3,3802 3,9919 4,2195 4,0579 3,6039 3,0179 2,4550 2,0125 1,7116 1,5091 1,3564 1,2634 1,2849 1,4336 1,6363 1,8000 1,9021 1,9908 2,1103 2,2499 2,3489 2,3220 2,1054 1,7088 1,2277 0,7935 0,5012 0,3618 0,2990 0,1918 -0,0649 -0,5264 -1,1827 -1,9540 -2,7154 -3,3375 -3,7139 -3,7918 -3,6039 -3,2617 -2,8934 -2,5781 -2,3212 -2,0651 -1,7302 -1,2758 -0,7404 -0,2489 0,0278 -0,0293 -0,3994 -0,9219 -1,3686 -1,5511 -1,4174 -1,0831 -0,7826 -0,7432 -1,0141 -1,4068 -1,6466 -1,5921 -1,2971 -0,9115 -0,5641 -0,3179 -0,1908 -0,1937 -0,3312 -0,5804 -0,9012 -1,2595 -1,5983 -1,8011 -1,7449 -1,3976 -0,8511 -0,2740 0,1736 0,4005 0,3949 0,2240 0,0268 -0,0454 0,0763 0,3338 0,5812 0,6605 0,4666 -0,0054 -0,6705 -1,4378 -2,2715 -3,1393 -3,9352 -4,5125 -4,7842 -4,7446 -4,4096 -3,8053 -3,0268 -2,2523 -1,6564 -1,3146 -1,1936 -1,2135 -1,3097 -1,4532 -1,6407 -1,8847 -2,2080 -2,6221 -3,0962 -3,5512 -3,8836 -3,9927 -3,8011 -3,2907 -2,5463 -1,7501 -1,1301 -0,9006 -1,1850 -1,9474 -3,0153 -4,1853 -5,3183 -6,3489
