Fp1   -2,2999 -2,3291 -2,2345 -1,9916 -1,6199 -1,1717 -0,7077 -0,2750 0,1111 0,4696 0,8257 1,1817 1,5174 1,8078 2,0414 2,2285 2,3935 2,5552 2,7112 2,8377 2,9103 2,9238 2,8764 2,7484 2,5197 2,2037 1,8558 1,5484 1,3282 1,1840 1,0491 0,8449 0,5365 0,1595 -0,2108 -0,5196 -0,7617 -0,9752 -1,2277 -1,5746 -2,0043 -2,4405 -2,8005 -3,0328 -3,1186 -3,0670 -2,9195 -2,7500 -2,6488 -2,6886 -2,8895 -3,2097 -3,5681 -3,8733 -4,0463 -4,0425 -3,8610 -3,5258 -3,0742 -2,5633 -2,0540 -1,5716 -1,1058 -0,6500 -0,2199 0,1575 0,4539 0,6444 0,7165 0,6824 0,5869 0,4934 0,4468 0,4547 0,5110 0,6221 0,8032 1,0592 1,3646 1,6658 1,9159 2,0999 2,2254 2,3022 2,3377 2,3370 2,2909 2,1695 1,9484 1,6322 1,2440 0,8171 0,3997 0,0441 -0,2201 -0,4027 -0,5450 -0,6968 -0,8926 -1,1418 -1,4351 -1,7451 -2,0153 -2,1698 -2,1557 -1,9757 -1,6808 -1,3354 -0,9889 -0,6688 -0,3837 -0,1298 0,1036 0,3311 0,5654 0,8196 1,1115 1,4453 1,7958 2,1195 2,3692 2,5143 2,5644 2,5679 2,5828 2,6504 2,7838 2,9710 3,1839 3,3775 3,4927 3,4770 3,3122 3,0224 2,6619 2,3032 2,0253 1,8791 1,8542 1,8930 1,9400 1,9792 2,0372 2,1562 2,3573 2,6262 2,9288 3,2328 3,5144 3,7611 3,9736 4,1530 4,2818 4,3293 4,2813 4,1566 3,9896 3,8006 3,5909 3,3605 3,1103 2,8306 2,5164 2,1998 1,9459 1,8062 1,7821 1,8369 1,9343 2,0579 2,2027 2,3733 2,5830 2,8392 3,1373 3,4731 3,8431 4,2287 4,5875 4,8606 5,0015 5,0142 4,9534 4,8773 4,8062 4,7230 4,6029 4,4536 4,3277 4,2815 4,3330 4,4681 4,6641 4,8900 5,0979 5,2320 5,2509 5,1414 4,9217 4,6376 4,3465 4,0920 3,8837 3,7008 3,5148 3,3073 3,0707 2,8091 2,5398 2,2804 2,0278 1,7612 1,4713 1,1749 0,8951 0,6417 0,4137 0,2050 0,0035 -0,1990 -0,3905 -0,5433 -0,6412 -0,6926 -0,7143 -0,7153 -0,7017 -0,6820 -0,6592 -0,6244 -0,5586 -0,4419 -0,2701 -0,0648 0,1387 0,3177 0,4731 0,6141 0,7424 0,8539 0,9435 1,0079 1,0526 1,0977 1,1724 1,3027 1,5089 1,8024 2,1679 2,5563 2,9082 3,1819 3,3616 3,4525 3,4689 3,4217 3,3206 3,1820 3,0145 2,8043 2,5297 2,1836 1,7818 1,3592 0,9591 0,6182 0,3478 0,1248 -0,0942 -0,3449 -0,6355 -0,9448 -1,2367 -1,4805 -1,6606 -1,7722 -1,8238 -1,8386 -1,8449 -1,8664 -1,9211 -2,0211 -2,1737 -2,3804 -2,6268 -2,8770 -3,0857 -3,2191 -3,2649 -3,2350 -3,1628 -3,0872 -3,0273 -2,9705 -2,8755 -2,6833 -2,3451 -1,8619 -1,2928 -0,7167 -0,1883 0,2750 0,6886 1,0735 1,4176 1,6742 1,8016 1,7919 1,6714 1,4779 1,2357 0,9531 0,6429 0,3378 0,0869 -0,0624 -0,0953 -0,0541 -0,0247 -0,0933 -0,3099 -0,6796 -1,1721 -1,7383 -2,3170 -2,8366 -3,2341 -3,4863 -3,6176 -3,6759 -3,7056 -3,7370 -3,7852 -3,8522 -3,9360 -4,0411 -4,1816 -4,3657 -4,5686 -4,7320 -4,8006 -4,7569 -4,6145 -4,3917 -4,1032 -3,7585 -3,3554 -2,8841 -2,3513 -1,8019 -1,3062 -0,9159 -0,6314 -0,4087 -0,1918 0,0571 0,3496 0,6816 1,0465 1,4350 1,8256 2,1890 2,5063 2,7666 2,9539 3,0512 3,0582 2,9921 2,8692 2,6918 2,4542 2,1588 1,8208 1,4608 1,0940 0,7280 0,3709 0,0368 -0,2571 -0,4970 -0,6758 -0,7908 -0,8415 -0,8352 -0,7901 -0,7277 -0,6608 -0,5934 -0,5357 -0,5102 -0,5311 -0,5827 -0,6249 -0,6210 -0,5619 -0,4645 -0,3577 -0,2779 -0,2616 -0,3226 -0,4394 -0,5647 -0,6425 -0,6343 -0,5417 -0,3970 -0,2333 -0,0726 0,0730 0,1934 0,2728 0,3002 0,2906 0,2828 0,3171 0,4173 0,5874 0,8230 1,1220 1,4726 1,8305 2,1283 2,3253 2,4415 2,5341 2,6527 2,8176 3,0207 3,2307 3,3968 3,4582 3,3639 3,0982 2,6910 2,2095 1,7404 1,3637 1,1285 1,0445 1,0841 1,1870 1,2785 1,2932 1,1957 0,9952 0,7413 0,4968 0,3090 0,1970 0,1548 0,1615 0,1879 0,2010 0,1766 0,1140 0,0257 -0,0868 -0,2406 -0,4588 -0,7446 -1,0618 -1,3547 -1,5877 -1,7490 -1,8298 -1,8188 -1,7168 -1,5444 -1,3387 -1,1444 -0,9922 -0,8732 -0,7457 -0,5667 -0,3079 0,0453 0,4909 1,0088 1,5636 2,1097 2,5984 2,9874 3,2580 3,4259 3,5283 3,6016 3,6741 3,7607 3,8595 3,9547 4,0312 4,0950 4,1699 4,2698 4,3863 4,4973 4,5736 4,5887 4,5266 4,3765 4,1294 3,7917 3,3933 2,9800 2,5974 2,2675 1,9659 1,6322 1,2159 0,7156 0,1721 -0,3654 -0,8556 -1,2664 -1,5773 -1,7849 -1,8992 -1,9335 -1,9044 -1,8385 -1,7697 -1,7236 -1,7036 -1,6930 -1,6716 -1,6305 -1,5714 -1,4999 -1,4264 -1,3700 -1,3491 -1,3726 -1,4426 -1,5537 -1,6800 -1,7709 -1,7689 -1,6324 -1,3520 -0,9639 -0,5379 -0,1367 0,2043 0,4656 0,6388 0,7406 0,8158 0,9138 1,0637 1,2684 1,5112 1,7675 2,0174 2,2561 2,4941 2,7446 3,0088 3,2710 3,4971 3,6295 3,6005 3,3820 3,0257 2,6330 2,2821 1,9971 1,7748 1,6129 1,5081 1,4361 1,3483 1,1939 0,9444 0,6037 0,2153 -0,1500 -0,4397 -0,6514 -0,8084 -0,9187 -0,9747 -0,9764 -0,9359 -0,8694 -0,7937 -0,7218 -0,6581 -0,6060 -0,5733 -0,5683 -0,5900 -0,6209 -0,6323 -0,5949 -0,4824 -0,2786 0,0016 0,3000 0,5344 0,6391
Fz    -1,6094 -1,4276 -1,2298 -1,0229 -0,8178 -0,6217 -0,4349 -0,2519 -0,0606 0,1561 0,4024 0,6586 0,8938 1,0849 1,2268 1,3368 1,4428 1,5622 1,6900 1,8050 1,8927 1,9566 2,0033 2,0214 1,9845 1,8766 1,7086 1,5131 1,3266 1,1641 1,0046 0,8128 0,5734 0,3075 0,0550 -0,1682 -0,3879 -0,6443 -0,9591 -1,3221 -1,6901 -2,0030 -2,2134 -2,3051 -2,2945 -2,2215 -2,1398 -2,1069 -2,1703 -2,3577 -2,6717 -3,0819 -3,5243 -3,9146 -4,1710 -4,2367 -4,0931 -3,7616 -3,3014 -2,7946 -2,3068 -1,8601 -1,4505 -1,0787 -0,7576 -0,5091 -0,3589 -0,3244 -0,4038 -0,5772 -0,8107 -1,0595 -1,2753 -1,4153 -1,4405 -1,3174 -1,0359 -0,6278 -0,1575 0,3110 0,7360 1,0958 1,3800 1,5831 1,7056 1,7516 1,7167 1,5826 1,3324 0,9691 0,5179 0,0237 -0,4525 -0,8569 -1,1692 -1,4016 -1,5759 -1,7073 -1,8056 -1,8869 -1,9749 -2,0819 -2,1889 -2,2547 -2,2483 -2,1655 -2,0192 -1,8300 -1,6255 -1,4307 -1,2540 -1,0842 -0,8982 -0,6689 -0,3761 -0,0162 0,3980 0,8381 1,2632 1,6378 1,9405 2,1501 2,2495 2,2500 2,1970 2,1391 2,0957 2,0590 2,0161 1,9553 1,8572 1,7025 1,4876 1,2210 0,9121 0,5750 0,2431 -0,0343 -0,2151 -0,2835 -0,2514 -0,1420 0,0317 0,2689 0,5623 0,8887 1,2218 1,5441 1,8444 2,1093 2,3241 2,4779 2,5631 2,5822 2,5602 2,5314 2,5078 2,4731 2,4041 2,2972 2,1738 2,0587 1,9662 1,9171 1,9438 2,0642 2,2636 2,5048 2,7510 2,9802 3,1858 3,3744 3,5693 3,8013 4,0813 4,3902 4,6958 4,9736 5,2069 5,3788 5,4741 5,4928 5,4473 5,3447 5,1864 4,9852 4,7723 4,5930 4,4899 4,4799 4,5479 4,6657 4,8063 4,9416 5,0403 5,0756 5,0370 4,9341 4,7896 4,6334 4,4978 4,4105 4,3755 4,3605 4,3129 4,1899 3,9780 3,6938 3,3679 3,0223 2,6603 2,2825 1,9058 1,5556 1,2477 0,9869 0,7765 0,6154 0,4908 0,3813 0,2694 0,1484 0,0153 -0,1366 -0,3103 -0,4938 -0,6625 -0,7905 -0,8611 -0,8720 -0,8327 -0,7643 -0,6959 -0,6519 -0,6370 -0,6320 -0,6085 -0,5524 -0,4722 -0,3884 -0,3229 -0,2906 -0,2856 -0,2758 -0,2174 -0,0674 0,2082 0,6136 1,1001 1,5765 1,9546 2,1958 2,3156 2,3479 2,3151 2,2322 2,1247 2,0291 1,9668 1,9252 1,8725 1,7884 1,6765 1,5495 1,4123 1,2609 1,0866 0,8756 0,6166 0,3087 -0,0412 -0,4190 -0,7979 -1,1451 -1,4400 -1,6824 -1,8853 -2,0610 -2,2178 -2,3693 -2,5372 -2,7453 -3,0092 -3,3298 -3,6951 -4,0890 -4,4958 -4,8979 -5,2715 -5,5842 -5,8020 -5,8984 -5,8575 -5,6684 -5,3218 -4,8170 -4,1782 -3,4614 -2,7401 -2,0805 -1,5197 -1,0593 -0,6757 -0,3454 -0,0719 0,1141 0,1883 0,1614 0,0732 -0,0366 -0,1504 -0,2707 -0,4014 -0,5340 -0,6490 -0,7240 -0,7519 -0,7578 -0,7918 -0,9052 -1,1359 -1,5040 -2,0115 -2,6339 -3,3118 -3,9634 -4,5173 -4,9407 -5,2386 -5,4337 -5,5501 -5,6107 -5,6364 -5,6437 -5,6403 -5,6276 -5,6070 -5,5799 -5,5416 -5,4810 -5,3908 -5,2720 -5,1265 -4,9507 -4,7386 -4,4852 -4,1800 -3,8069 -3,3576 -2,8432 -2,2911 -1,7349 -1,2038 -0,7182 -0,2889 0,0910 0,4493 0,8228 1,2356 1,6801 2,1181 2,5086 2,8331 3,0907 3,2799 3,3961 3,4445 3,4420 3,4027 3,3282 3,2139 3,0597 2,8714 2,6538 2,4058 2,1277 1,8316 1,5375 1,2649 1,0303 0,8412 0,6909 0,5675 0,4707 0,4121 0,4016 0,4346 0,4895 0,5370 0,5501 0,5044 0,3787 0,1657 -0,1121 -0,4014 -0,6455 -0,8183 -0,9333 -1,0218 -1,1037 -1,1826 -1,2549 -1,3091 -1,3310 -1,3171 -1,2685 -1,1761 -1,0286 -0,8264 -0,5770 -0,2895 0,0163 0,3098 0,5635 0,7649 0,9178 1,0337 1,1280 1,2217 1,3382 1,4908 1,6728 1,8665 2,0626 2,2629 2,4682 2,6700 2,8527 2,9997 3,0973 3,1345 3,1034 3,0050 2,8518 2,6700 2,4960 2,3619 2,2780 2,2326 2,2051 2,1729 2,1064 1,9682 1,7360 1,4251 1,0746 0,7136 0,3512 -0,0110 -0,3684 -0,7105 -1,0221 -1,2886 -1,4973 -1,6414 -1,7300 -1,7942 -1,8783 -2,0239 -2,2481 -2,5293 -2,8211 -3,0831 -3,2943 -3,4461 -3,5332 -3,5527 -3,5085 -3,4184 -3,3073 -3,1880 -3,0502 -2,8670 -2,6090 -2,2564 -1,8013 -1,2429 -0,5884 0,1368 0,8828 1,5825 2,1694 2,6051 2,8940 3,0712 3,1765 3,2358 3,2562 3,2363 3,1885 3,1506 3,1687 3,2623 3,4107 3,5730 3,7121 3,7979 3,8103 3,7477 3,6204 3,4378 3,2058 2,9250 2,5938 2,2194 1,8203 1,4069 0,9641 0,4595 -0,1270 -0,7887 -1,5047 -2,2461 -2,9674 -3,6097 -4,1182 -4,4594 -4,6347 -4,6774 -4,6376 -4,5665 -4,5038 -4,4682 -4,4573 -4,4549 -4,4444 -4,4190 -4,3811 -4,3361 -4,2930 -4,2666 -4,2747 -4,3319 -4,4425 -4,5885 -4,7265 -4,8070 -4,7956 -4,6771 -4,4556 -4,1521 -3,7943 -3,4056 -3,0037 -2,5996 -2,1903 -1,7572 -1,2852 -0,7830 -0,2825 0,1775 0,5705 0,8950 1,1728 1,4374 1,7192 2,0348 2,3771 2,7097 2,9705 3,0907 3,0321 2,8151 2,5028 2,1549 1,8084 1,4853 1,1965 0,9351 0,6754 0,3827 0,0320 -0,3775 -0,8250 -1,2744 -1,6799 -2,0018 -2,2283 -2,3764 -2,4689 -2,5190 -2,5338 -2,5186 -2,4791 -2,4255 -2,3675 -2,3099 -2,2588 -2,2283 -2,2336 -2,2803 -2,3629 -2,4710 -2,5833 -2,6568 -2,6403 -2,5105 -2,2938 -2,0525 -1,8483
F3    -1,9994 -1,6117 -1,2343 -0,8982 -0,6182 -0,3852 -0,1744 0,0340 0,2471 0,4689 0,6958 0,9067 1,0746 1,1895 1,2699 1,3601 1,5023 1,6989 1,9039 2,0541 2,1161 2,1058 2,0588 1,9874 1,8781 1,7263 1,5499 1,3728 1,2121 1,0690 0,9204 0,7425 0,5447 0,3709 0,2605 0,1998 0,1115 -0,1020 -0,5011 -1,0701 -1,7073 -2,2728 -2,6685 -2,8704 -2,9082 -2,8387 -2,7308 -2,6495 -2,6449 -2,7467 -2,9621 -3,2728 -3,6363 -3,9908 -4,2672 -4,4054 -4,3602 -4,1020 -3,6398 -3,0426 -2,4089 -1,8051 -1,2497 -0,7505 -0,3315 -0,0286 0,1214 0,0952 -0,1031 -0,4373 -0,8448 -1,2502 -1,5864 -1,8034 -1,8607 -1,7314 -1,4335 -1,0420 -0,6505 -0,3154 -0,0339 0,2278 0,4871 0,7276 0,9266 1,0767 1,1667 1,1631 1,0319 0,7717 0,4115 -0,0086 -0,4431 -0,8542 -1,2268 -1,5557 -1,8318 -2,0523 -2,2291 -2,3917 -2,5827 -2,8233 -3,0722 -3,2416 -3,2580 -3,0948 -2,7643 -2,3060 -1,7890 -1,3033 -0,9213 -0,6585 -0,4718 -0,2922 -0,0640 0,2367 0,6018 0,9900 1,3429 1,6248 1,8273 1,9330 1,9079 1,7440 1,4993 1,2719 1,1265 1,0644 1,0581 1,0728 1,0558 0,9512 0,7369 0,4311 0,0699 -0,2983 -0,6043 -0,7761 -0,7804 -0,6357 -0,3912 -0,1038 0,1848 0,4611 0,7230 0,9621 1,1686 1,3436 1,4955 1,6279 1,7438 1,8501 1,9430 2,0059 2,0329 2,0300 1,9930 1,9060 1,7635 1,5905 1,4302 1,3069 1,2233 1,2003 1,2850 1,5018 1,8157 2,1544 2,4589 2,7159 2,9415 3,1480 3,3492 3,5795 3,8750 4,2418 4,6475 5,0297 5,3176 5,4590 5,4351 5,2672 5,0091 4,7128 4,4067 4,1093 3,8456 3,6515 3,5653 3,6009 3,7356 3,9345 4,1744 4,4268 4,6349 4,7293 4,6692 4,4605 4,1492 3,8132 3,5456 3,4178 3,4351 3,5247 3,5798 3,5248 3,3468 3,0842 2,7921 2,5105 2,2489 1,9927 1,7279 1,4610 1,2142 1,0100 0,8556 0,7303 0,5889 0,3882 0,1155 -0,2056 -0,5331 -0,8293 -1,0679 -1,2298 -1,3055 -1,2987 -1,2245 -1,1050 -0,9558 -0,7843 -0,6060 -0,4491 -0,3426 -0,3014 -0,3197 -0,3764 -0,4453 -0,5025 -0,5348 -0,5454 -0,5362 -0,4909 -0,3828 -0,1863 0,1207 0,5456 1,0639 1,6192 2,1446 2,5922 2,9413 3,1690 3,2387 3,1345 2,8977 2,6142 2,3615 2,1665 2,0202 1,9157 1,8495 1,8063 1,7682 1,7315 1,6901 1,6127 1,4566 1,1992 0,8477 0,4296 -0,0166 -0,4542 -0,8589 -1,2179 -1,5270 -1,7826 -1,9770 -2,1171 -2,2393 -2,3893 -2,5958 -2,8646 -3,1823 -3,5258 -3,8754 -4,2212 -4,5531 -4,8514 -5,0886 -5,2396 -5,2832 -5,1922 -4,9326 -4,4830 -3,8606 -3,1328 -2,4003 -1,7469 -1,1954 -0,7207 -0,2993 0,0636 0,3364 0,4862 0,5143 0,4699 0,4170 0,3901 0,3784 0,3494 0,2841 0,1853 0,0699 -0,0330 -0,0945 -0,1127 -0,1238 -0,1872 -0,3616 -0,6853 -1,1606 -1,7552 -2,4103 -3,0547 -3,6288 -4,1046 -4,4864 -4,7956 -5,0509 -5,2549 -5,3940 -5,4552 -5,4451 -5,3931 -5,3309 -5,2704 -5,2049 -5,1337 -5,0705 -5,0206 -4,9639 -4,8721 -4,7337 -4,5507 -4,3132 -3,9946 -3,5718 -3,0502 -2,4758 -1,9173 -1,4277 -1,0291 -0,7242 -0,5002 -0,3194 -0,1181 0,1649 0,5486 1,0031 1,4831 1,9521 2,3769 2,7214 2,9571 3,0780 3,0989 3,0419 2,9241 2,7552 2,5502 2,3415 2,1609 2,0113 1,8705 1,7156 1,5303 1,3059 1,0497 0,7836 0,5351 0,3390 0,2359 0,2479 0,3539 0,4955 0,6087 0,6529 0,6123 0,4832 0,2726 0,0009 -0,2959 -0,5644 -0,7450 -0,8064 -0,7716 -0,7014 -0,6498 -0,6381 -0,6603 -0,6942 -0,7211 -0,7428 -0,7676 -0,7890 -0,7923 -0,7666 -0,6987 -0,5697 -0,3777 -0,1525 0,0646 0,2590 0,4479 0,6513 0,8700 1,0952 1,3258 1,5640 1,8029 2,0340 2,2631 2,5038 2,7579 3,0111 3,2393 3,4126 3,4995 3,4761 3,3373 3,0983 2,7865 2,4399 2,1069 1,8343 1,6505 1,5624 1,5611 1,6205 1,6928 1,7159 1,6452 1,4821 1,2589 0,9976 0,6971 0,3503 -0,0354 -0,4295 -0,7902 -1,0881 -1,3110 -1,4541 -1,5238 -1,5548 -1,6040 -1,7239 -1,9307 -2,1896 -2,4361 -2,6191 -2,7226 -2,7563 -2,7355 -2,6722 -2,5808 -2,4831 -2,3992 -2,3239 -2,2171 -2,0265 -1,7209 -1,2995 -0,7792 -0,1845 0,4487 1,0728 1,6406 2,1098 2,4448 2,6382 2,7265 2,7672 2,8002 2,8358 2,8714 2,9134 2,9809 3,0917 3,2528 3,4544 3,6682 3,8621 4,0181 4,1308 4,1978 4,2152 4,1672 4,0241 3,7606 3,3741 2,8903 2,3645 1,8595 1,4056 0,9801 0,5319 0,0275 -0,5346 -1,1431 -1,7784 -2,4005 -2,9637 -3,4404 -3,8182 -4,0888 -4,2467 -4,3017 -4,2907 -4,2664 -4,2649 -4,2893 -4,3212 -4,3430 -4,3441 -4,3120 -4,2328 -4,1008 -3,9265 -3,7444 -3,6116 -3,5814 -3,6627 -3,8061 -3,9355 -3,9832 -3,9076 -3,6955 -3,3580 -2,9255 -2,4460 -1,9730 -1,5470 -1,1705 -0,8039 -0,3992 0,0573 0,5349 0,9759 1,3278 1,5734 1,7359 1,8673 2,0259 2,2476 2,5236 2,8052 3,0197 3,0913 2,9778 2,7070 2,3587 2,0004 1,6560 1,3317 1,0430 0,8053 0,6045 0,3881 0,1015 -0,2751 -0,7226 -1,1931 -1,6195 -1,9430 -2,1485 -2,2636 -2,3201 -2,3351 -2,3185 -2,2777 -2,2143 -2,1286 -2,0226 -1,8997 -1,7687 -1,6476 -1,5586 -1,5136 -1,5093 -1,5366 -1,5788 -1,5993 -1,5539 -1,4256 -1,2421 -1,0605 -0,9327
F7    -1,0222 -0,9857 -0,9121 -0,7563 -0,5126 -0,1918 0,1912 0,6077 1,0276 1,4142 1,6990 1,8085 1,7329 1,5570 1,4145 1,4026 1,5306 1,7485 2,0115 2,2900 2,5391 2,6973 2,7172 2,5790 2,2845 1,8575 1,3536 0,8604 0,4740 0,2572 0,1990 0,2074 0,1536 -0,0534 -0,4280 -0,9260 -1,4714 -1,9713 -2,3440 -2,5523 -2,6140 -2,5728 -2,4615 -2,3136 -2,1903 -2,1527 -2,2220 -2,3875 -2,6325 -2,9415 -3,2991 -3,6712 -3,9917 -4,1952 -4,2556 -4,1782 -3,9696 -3,6224 -3,1312 -2,5379 -1,9471 -1,4584 -1,1004 -0,8582 -0,7237 -0,6912 -0,7357 -0,8107 -0,8555 -0,8166 -0,6770 -0,4675 -0,2605 -0,1364 -0,1184 -0,1527 -0,1672 -0,1232 -0,0105 0,1743 0,4162 0,6651 0,8549 0,9341 0,8859 0,7405 0,5556 0,3737 0,2097 0,0642 -0,0765 -0,2499 -0,5036 -0,8623 -1,3084 -1,7797 -2,1895 -2,4655 -2,5739 -2,5258 -2,3781 -2,2265 -2,1691 -2,2381 -2,3757 -2,4889 -2,5003 -2,3621 -2,0706 -1,6773 -1,2688 -0,9345 -0,7363 -0,6795 -0,7077 -0,7241 -0,6347 -0,3982 -0,0372 0,3985 0,8624 1,3114 1,7088 2,0304 2,2414 2,2860 2,1354 1,8249 1,4451 1,1031 0,8626 0,7171 0,6201 0,5180 0,3674 0,1487 -0,1239 -0,3900 -0,5572 -0,5583 -0,4002 -0,1589 0,0895 0,3370 0,6281 0,9803 1,3481 1,6679 1,8977 2,0072 1,9777 1,8296 1,6257 1,4500 1,3697 1,3821 1,4155 1,4054 1,3341 1,2045 1,0220 0,7991 0,5520 0,3027 0,1033 0,0432 0,1955 0,5509 1,0162 1,4795 1,8747 2,1965 2,4756 2,7408 2,9887 3,2003 3,3873 3,5918 3,8398 4,1037 4,3091 4,3807 4,2843 4,0456 3,7419 3,4481 3,1793 2,9127 2,6493 2,4302 2,3137 2,3365 2,4798 2,6855 2,8897 3,0221 3,0173 2,8705 2,6504 2,4257 2,2126 2,0111 1,8403 1,7084 1,5802 1,3922 1,1036 0,7414 0,3886 0,1171 -0,0635 -0,1822 -0,2591 -0,3189 -0,4240 -0,6399 -0,9697 -1,3317 -1,6100 -1,7334 -1,7019 -1,5642 -1,3945 -1,2630 -1,2023 -1,2076 -1,2668 -1,3608 -1,4464 -1,4707 -1,4010 -1,2448 -1,0530 -0,8801 -0,7271 -0,5446 -0,2998 -0,0177 0,2386 0,4117 0,4756 0,4369 0,3195 0,1416 -0,0798 -0,2735 -0,3052 -0,0956 0,2683 0,5979 0,7594 0,7368 0,5915 0,4223 0,3351 0,3839 0,5287 0,6794 0,7803 0,8286 0,8316 0,7895 0,7035 0,5639 0,3416 0,0143 -0,3936 -0,8127 -1,1782 -1,4781 -1,7570 -2,0649 -2,4059 -2,7506 -3,0719 -3,3408 -3,5157 -3,5586 -3,4626 -3,2655 -3,0340 -2,8361 -2,7334 -2,7802 -3,0063 -3,3996 -3,9024 -4,4181 -4,8471 -5,1208 -5,1946 -5,0376 -4,6552 -4,1047 -3,4692 -2,8244 -2,2232 -1,6827 -1,1897 -0,7389 -0,3520 -0,0501 0,1711 0,3272 0,4090 0,3732 0,1850 -0,1296 -0,4841 -0,7726 -0,9156 -0,8973 -0,7662 -0,5963 -0,4463 -0,3366 -0,2741 -0,2914 -0,4208 -0,6436 -0,9005 -1,1544 -1,4291 -1,7673 -2,1685 -2,5847 -2,9445 -3,1819 -3,2813 -3,2898 -3,2795 -3,3043 -3,3748 -3,4504 -3,4775 -3,4539 -3,4342 -3,4628 -3,5360 -3,6183 -3,6619 -3,6403 -3,5721 -3,4853 -3,3862 -3,2699 -3,1280 -2,9596 -2,7894 -2,6490 -2,5441 -2,4518 -2,3276 -2,1244 -1,8400 -1,5355 -1,2788 -1,0808 -0,9056 -0,7262 -0,5369 -0,3207 -0,0498 0,2718 0,6015 0,8915 1,1064 1,2180 1,2119 1,1054 0,9559 0,8334 0,7684 0,7354 0,6881 0,5932 0,4269 0,1616 -0,2084 -0,6296 -1,0139 -1,3087 -1,5249 -1,6967 -1,8309 -1,9045 -1,9030 -1,8465 -1,7681 -1,6853 -1,6087 -1,5490 -1,4982 -1,4293 -1,3271 -1,2099 -1,1183 -1,0865 -1,1240 -1,2214 -1,3657 -1,5281 -1,6514 -1,6867 -1,6337 -1,5304 -1,4272 -1,3689 -1,3691 -1,4018 -1,4277 -1,4137 -1,3290 -1,1502 -0,8789 -0,5508 -0,2343 0,0000 0,1269 0,1880 0,2642 0,4198 0,6596 0,9289 1,1539 1,2908 1,3372 1,3132 1,2603 1,2361 1,2576 1,2770 1,2390 1,1282 0,9522 0,7181 0,4388 0,1571 -0,0516 -0,1202 -0,0442 0,1139 0,2681 0,3537 0,3456 0,2415 0,0391 -0,2599 -0,6412 -1,0848 -1,5570 -2,0024 -2,3737 -2,6683 -2,9308 -3,2170 -3,5439 -3,8737 -4,1510 -4,3365 -4,4083 -4,3645 -4,2360 -4,0755 -3,9239 -3,7917 -3,6695 -3,5453 -3,4179 -3,2980 -3,1892 -3,0731 -2,9237 -2,7380 -2,5446 -2,3750 -2,2264 -2,0602 -1,8338 -1,5272 -1,1360 -0,6650 -0,1598 0,2780 0,5602 0,6840 0,7146 0,7322 0,8016 0,9447 1,1382 1,3515 1,5656 1,7482 1,8339 1,7418 1,4285 0,9371 0,3832 -0,1157 -0,4850 -0,6946 -0,7672 -0,7800 -0,8223 -0,9469 -1,1542 -1,4093 -1,6933 -2,0220 -2,3998 -2,8067 -3,2485 -3,7589 -4,3345 -4,9092 -5,4005 -5,7685 -6,0190 -6,1574 -6,1797 -6,1065 -5,9866 -5,8708 -5,7914 -5,7576 -5,7745 -5,8550 -5,9953 -6,1578 -6,2957 -6,3777 -6,3942 -6,3620 -6,3014 -6,2002 -6,0292 -5,7798 -5,4687 -5,1259 -4,7657 -4,3669 -3,9039 -3,3778 -2,8137 -2,2583 -1,7704 -1,3992 -1,1764 -1,1032 -1,1308 -1,1717 -1,1458 -1,0265 -0,8387 -0,6054 -0,3243 -0,0020 0,3223 0,5931 0,7623 0,8131 0,7655 0,6402 0,4300 0,1288 -0,2352 -0,6234 -1,0229 -1,4376 -1,8697 -2,3158 -2,7559 -3,1557 -3,4915 -3,7465 -3,9036 -3,9773 -4,0342 -4,1478 -4,3301 -4,5076 -4,5648 -4,4248 -4,0989 -3,6807 -3,3006 -3,0618 -2,9999 -3,0863 -3,2483 -3,4044 -3,5128 -3,5662 -3,5497 -3,4478 -3,2759 -3,0690 -2,8609 -2,6805
