Fp1   -0,9037 -0,4278 -0,0630 0,2013 0,4226 0,6572 0,9171 1,1573 1,3113 1,3377 1,2365 1,0433 0,8213 0,6444 0,5755 0,6499 0,8560 1,1202 1,3292 1,3827 1,2387 0,9400 0,6129 0,4109 0,4240 0,6232 0,8880 1,0955 1,1819 1,1382 0,9817 0,7362 0,4234 0,0570 -0,3515 -0,7869 -1,2411 -1,7038 -2,1265 -2,4301 -2,5602 -2,5116 -2,3170 -2,0378 -1,7404 -1,4671 -1,2245 -0,9981 -0,8035 -0,7202 -0,8341 -1,1547 -1,6177 -2,1441 -2,6646 -3,1075 -3,4078 -3,5387 -3,5254 -3,4283 -3,3198 -3,2624 -3,2883 -3,3964 -3,5638 -3,7457 -3,8802 -3,9256 -3,8892 -3,8053 -3,7011 -3,6010 -3,5367 -3,5267 -3,5630 -3,6314 -3,7207 -3,8137 -3,8927 -3,9489 -3,9680 -3,9199 -3,7794 -3,5454 -3,2404 -2,9181 -2,6663 -2,5637 -2,6215 -2,7801 -2,9685 -3,1629 -3,3811 -3,6389 -3,9282 -4,2225 -4,4841 -4,6748 -4,7872 -4,8723 -5,0150 -5,2756 -5,6586 -6,1373 -6,6999 -7,3575 -8,1107 -8,9152 -9,6930 -10,3914 -11,0175 -11,6108 -12,2087 -12,8211 -13,4059 -13,8925 -14,2494 -14,5098 -14,7377 -14,9871 -15,2623 -15,5010 -15,6017 -15,4682 -15,0385 -14,3010 -13,2965 -12,1075 -10,8376 -9,5867 -8,4197 -7,3448 -6,3246 -5,3094 -4,2608 -3,1578 -1,9919 -0,7740 0,4503 1,6070 2,6141 3,3897 3,8725 4,0620 4,0168 3,8088 3,4997 3,1420 2,7756 2,4343 2,1567 1,9739 1,8752 1,7972 1,6529 1,3790 0,9654 0,4620 -0,0278 -0,3712 -0,4672 -0,3051 0,0430 0,4884 0,9832 1,5207 2,0972 2,6926 3,2799 3,8303 4,3111 4,6931 4,9509 5,0519 4,9656 4,6976 4,3075 3,8869 3,5217 3,2674 3,1394 3,1132 3,1444 3,1959 3,2446 3,2756 3,2790 3,2410 3,1365 2,9381 2,6337 2,2367 1,7851 1,3354 0,9412 0,6199 0,3544 0,1364 -0,0225 -0,1325 -0,2368 -0,3707 -0,5313 -0,6758 -0,7421 -0,6999 -0,5828 -0,4490 -0,3268 -0,2218 -0,1560 -0,1746 -0,3096 -0,5383 -0,7928 -1,0158 -1,1923 -1,3365 -1,4654 -1,5860 -1,7066 -1,8514 -2,0375 -2,2471 -2,4386 -2,5808 -2,6763 -2,7505 -2,8203 -2,8775 -2,8951 -2,8551 -2,7754 -2,7132 -2,7295 -2,8222 -2,9073 -2,9025 -2,8160 -2,7300 -2,7174 -2,7983 -2,9625 -3,1901 -3,4375 -3,6347 -3,7171 -3,6668 -3,5132 -3,2945 -3,0439 -2,8171 -2,6916 -2,7206 -2,9052 -3,1953 -3,4950 -3,6873 -3,6962 -3,5317 -3,2692 -2,9872 -2,7253 -2,4947 -2,3097 -2,1863 -2,1093 -2,0092 -1,7866 -1,3723 -0,7863 -0,1378 0,4553 0,9449 1,3445 1,6858 2,0080 2,3450 2,7006 3,0507 3,3592 3,5831 3,6779 3,6092 3,3676 2,9866 2,5399 2,0911 1,6393 1,1243 0,4977 -0,2164 -0,9382 -1,6062 -2,2077 -2,7391 -3,1731 -3,4786 -3,6461 -3,6875 -3,6235 -3,4833 -3,3097 -3,1528 -3,0491 -3,0027 -2,9777 -2,9080 -2,7341 -2,4449 -2,0843 -1,7192 -1,4081 -1,1832 -1,0476 -0,9929 -1,0092 -1,0864 -1,2070 -1,3255 -1,3714 -1,3007 -1,1347 -0,9377 -0,7640 -0,6393 -0,5777 -0,5863 -0,6533 -0,7418 -0,8079 -0,8368 -0,8551 -0,8954 -0,9596 -1,0195 -1,0448 -1,0365 -1,0423 -1,1354 -1,3671 -1,7360 -2,1883 -2,6351 -2,9877 -3,1947 -3,2472 -3,1662 -3,0031 -2,8294 -2,7014 -2,6435 -2,6686 -2,7865 -2,9768 -3,1859 -3,3706 -3,5221 -3,6465 -3,7574 -3,8869 -4,0770 -4,3492 -4,6809 -5,0102 -5,2758 -5,4571 -5,5729 -5,6391 -5,6466 -5,5910 -5,5074 -5,4596 -5,4996 -5,6315 -5,8059 -5,9572 -6,0525 -6,1047 -6,1416 -6,1612 -6,1297 -6,0236 -5,8482 -5,6159 -5,3370 -5,0328 -4,7448 -4,5347 -4,4660 -4,5713 -4,8309 -5,1844 -5,5577 -5,8833 -6,1120 -6,2295 -6,2626 -6,2486 -6,1994 -6,1152 -6,0150 -5,9318 -5,8807 -5,8425 -5,7795 -5,6684 -5,5092 -5,3033 -5,0437 -4,7414 -4,4503 -4,2476 -4,1892 -4,2639 -4,3797 -4,4205 -4,3329 -4,1475 -3,9449 -3,8182 -3,8313 -3,9757 -4,1750 -4,3478 -4,4649 -4,5487 -4,6411 -4,7840 -5,0059 -5,3049 -5,6464 -5,9800 -6,2639 -6,4941 -6,7046 -6,9179 -7,1112 -7,2527 -7,3531 -7,4654 -7,6453 -7,9143 -8,2382 -8,5423 -8,7523 -8,8217 -8,7275 -8,4659 -8,0638 -7,5797 -7,0880 -6,6669 -6,3882 -6,2951 -6,3747 -6,5525 -6,7368 -6,8782 -6,9777 -7,0512 -7,1034 -7,1217 -7,0847 -6,9917 -6,8788 -6,7996 -6,8030 -6,9258 -7,1743 -7,5064 -7,8594 -8,2035 -8,5485 -8,9027 -9,2627 -9,6363 -10,0425 -10,4970 -11,0150 -11,6107 -12,2746 -12,9603 -13,6056 -14,1666 -14,6319 -15,0010 -15,2596 -15,3980 -15,4432 -15,4494 -15,4657 -15,5191 -15,6002 -15,6539 -15,5925 -15,3349 -14,8484 -14,1584 -13,3138 -12,3536 -11,3110 -10,2205 -9,0973 -7,9313 -6,7221 -5,5122 -4,3765 -3,3841 -2,5699 -1,9345 -1,4584 -1,1134 -0,8729 -0,7227 -0,6606 -0,6975 -0,8606 -1,1698 -1,5980 -2,0818 -2,5802 -3,0985 -3,6509 -4,2192 -4,7574 -5,2236 -5,5981 -5,8859 -6,1166 -6,3290 -6,5420 -6,7313 -6,8325 -6,7871 -6,6002 -6,3462 -6,1117 -5,9391 -5,8245 -5,7620 -5,7755 -5,8984 -6,1361 -6,4683 -6,8776 -7,3562 -7,8827 -8,4086 -8,8741 -9,2306 -9,4571 -9,5693 -9,6081 -9,6165 -9,6434 -9,7485 -9,9596 -10,2201 -10,4096 -10,4284 -10,2649 -9,9825 -9,6566 -9,3372 -9,0600 -8,8651 -8,7824 -8,8029 -8,8931 -9,0387 -9,2411 -9,4794 -9,7186 -9,9499 -10,1857 -10,4185 -10,6144 -10,7397 -10,7783 -10,7284 -10,5911 -10,3755 -10,1203 -9,8831 -9,6960 -9,5399 -9,3546 -9,0657 -8,6244 -8,0457 -7,4007 -6,7754 -6,2541 -5,9037 -5,7406 -5,7262 -5,8099 -5,9687 -6,1989
Fz    0,6681 1,0165 1,3417 1,6522 1,9619 2,2669 2,5330 2,7015 2,7240 2,5920 2,3370 2,0105 1,6714 1,3750 1,1587 1,0321 0,9744 0,9405 0,8772 0,7396 0,5082 0,2111 -0,0726 -0,2482 -0,2570 -0,1124 0,1042 0,2935 0,3908 0,3753 0,2547 0,0514 -0,2087 -0,5088 -0,8433 -1,2140 -1,6274 -2,0766 -2,5143 -2,8681 -3,0854 -3,1503 -3,0686 -2,8604 -2,5573 -2,1975 -1,8190 -1,4511 -1,1256 -0,8970 -0,8254 -0,9376 -1,2160 -1,6202 -2,0994 -2,5893 -3,0186 -3,3329 -3,5112 -3,5628 -3,5204 -3,4319 -3,3439 -3,2898 -3,2907 -3,3445 -3,4180 -3,4710 -3,4867 -3,4693 -3,4262 -3,3658 -3,2978 -3,2292 -3,1658 -3,1221 -3,1175 -3,1626 -3,2548 -3,3779 -3,4947 -3,5503 -3,4984 -3,3200 -3,0260 -2,6603 -2,2965 -2,0038 -1,8096 -1,7037 -1,6771 -1,7475 -1,9412 -2,2577 -2,6614 -3,1007 -3,5218 -3,8772 -4,1498 -4,3723 -4,6045 -4,8868 -5,2208 -5,5866 -5,9735 -6,3883 -6,8360 -7,2961 -7,7257 -8,0951 -8,4093 -8,6981 -8,9982 -9,3294 -9,6717 -9,9835 -10,2489 -10,4901 -10,7445 -11,0430 -11,3864 -11,7332 -12,0112 -12,1444 -12,0765 -11,7854 -11,2812 -10,5928 -9,7576 -8,8213 -7,8366 -6,8483 -5,8767 -4,9158 -3,9464 -2,9518 -1,9258 -0,8764 0,1694 1,1705 2,0784 2,8352 3,3820 3,6888 3,7716 3,6715 3,4298 3,0813 2,6588 2,2029 1,7662 1,4015 1,1408 0,9855 0,9129 0,8961 0,9236 1,0036 1,1566 1,4057 1,7570 2,1836 2,6342 3,0625 3,4479 3,7884 4,0818 4,3246 4,5192 4,6721 4,7903 4,8836 4,9587 5,0072 5,0092 4,9539 4,8548 4,7438 4,6535 4,6050 4,6039 4,6335 4,6583 4,6440 4,5794 4,4786 4,3657 4,2587 4,1655 4,0839 4,0061 3,9289 3,8563 3,7922 3,7279 3,6316 3,4648 3,2204 2,9297 2,6271 2,3270 2,0381 1,7816 1,5914 1,5004 1,5138 1,5956 1,6954 1,7820 1,8389 1,8437 1,7692 1,6075 1,3846 1,1442 0,9173 0,7129 0,5300 0,3643 0,2059 0,0348 -0,1740 -0,4333 -0,7341 -1,0587 -1,3963 -1,7476 -2,1142 -2,4866 -2,8417 -3,1469 -3,3688 -3,4910 -3,5261 -3,5069 -3,4587 -3,3838 -3,2827 -3,1774 -3,1052 -3,0934 -3,1495 -3,2712 -3,4489 -3,6547 -3,8473 -3,9923 -4,0790 -4,1187 -4,1291 -4,1296 -4,1536 -4,2414 -4,4145 -4,6638 -4,9532 -5,2194 -5,3891 -5,4216 -5,3328 -5,1742 -4,9916 -4,8025 -4,6080 -4,4181 -4,2503 -4,1049 -3,9507 -3,7410 -3,4411 -3,0506 -2,6050 -2,1458 -1,6926 -1,2523 -0,8315 -0,4267 -0,0268 0,3658 0,7320 1,0476 1,2904 1,4445 1,5015 1,4580 1,3273 1,1474 0,9528 0,7385 0,4607 0,0800 -0,3957 -0,9152 -1,4255 -1,8945 -2,2988 -2,6120 -2,8112 -2,8858 -2,8369 -2,6768 -2,4353 -2,1617 -1,9074 -1,7033 -1,5530 -1,4343 -1,3014 -1,1011 -0,8101 -0,4570 -0,1038 0,1865 0,3750 0,4531 0,4330 0,3341 0,1747 -0,0278 -0,2415 -0,4218 -0,5425 -0,6168 -0,6772 -0,7411 -0,8025 -0,8511 -0,8861 -0,9089 -0,9058 -0,8507 -0,7360 -0,5912 -0,4574 -0,3491 -0,2484 -0,1283 0,0171 0,1544 0,2237 0,1744 -0,0067 -0,2902 -0,6130 -0,9025 -1,1062 -1,2013 -1,1883 -1,0892 -0,9440 -0,7963 -0,6810 -0,6243 -0,6387 -0,7091 -0,7992 -0,8823 -0,9566 -1,0323 -1,1253 -1,2598 -1,4615 -1,7434 -2,0931 -2,4684 -2,8140 -3,0972 -3,3217 -3,5002 -3,6288 -3,7035 -3,7455 -3,7981 -3,9003 -4,0619 -4,2584 -4,4506 -4,6096 -4,7292 -4,8196 -4,8809 -4,8953 -4,8454 -4,7248 -4,5335 -4,2832 -4,0029 -3,7317 -3,5117 -3,3764 -3,3336 -3,3615 -3,4195 -3,4635 -3,4589 -3,3905 -3,2715 -3,1399 -3,0296 -2,9467 -2,8843 -2,8513 -2,8715 -2,9594 -3,1025 -3,2696 -3,4317 -3,5670 -3,6481 -3,6425 -3,5374 -3,3574 -3,1581 -2,9995 -2,9129 -2,8764 -2,8319 -2,7355 -2,5899 -2,4407 -2,3521 -2,3682 -2,4789 -2,6235 -2,7355 -2,7812 -2,7628 -2,7010 -2,6255 -2,5693 -2,5550 -2,5862 -2,6496 -2,7249 -2,8062 -2,9096 -3,0462 -3,2024 -3,3604 -3,5236 -3,7153 -3,9621 -4,2753 -4,6356 -4,9992 -5,3211 -5,5684 -5,7180 -5,7581 -5,6942 -5,5488 -5,3538 -5,1465 -4,9656 -4,8420 -4,7798 -4,7435 -4,6796 -4,5570 -4,3823 -4,1804 -3,9738 -3,7746 -3,5833 -3,4028 -3,2510 -3,1561 -3,1492 -3,2588 -3,4943 -3,8280 -4,2039 -4,5749 -4,9192 -5,2260 -5,4865 -5,7004 -5,8771 -6,0345 -6,2033 -6,4225 -6,7166 -7,0781 -7,4741 -7,8717 -8,2558 -8,6240 -8,9719 -9,2949 -9,6044 -9,9232 -10,2639 -10,6167 -10,9498 -11,2137 -11,3489 -11,3039 -11,0586 -10,6315 -10,0606 -9,3786 -8,6076 -7,7620 -6,8473 -5,8677 -4,8465 -3,8346 -2,8935 -2,0732 -1,4011 -0,8890 -0,5445 -0,3745 -0,3777 -0,5392 -0,8332 -1,2318 -1,7149 -2,2617 -2,8281 -3,3493 -3,7796 -4,1203 -4,3962 -4,6192 -4,7835 -4,8872 -4,9470 -4,9931 -5,0537 -5,1389 -5,2325 -5,2923 -5,2650 -5,1187 -4,8678 -4,5621 -4,2510 -3,9616 -3,7070 -3,5066 -3,3911 -3,3807 -3,4686 -3,6326 -3,8559 -4,1262 -4,4198 -4,6959 -4,9078 -5,0208 -5,0268 -4,9494 -4,8321 -4,7227 -4,6704 -4,7252 -4,9082 -5,1728 -5,4142 -5,5341 -5,5001 -5,3494 -5,1522 -4,9719 -4,8516 -4,8226 -4,8990 -5,0644 -5,2887 -5,5612 -5,8902 -6,2777 -6,7151 -7,1893 -7,6764 -8,1319 -8,5052 -8,7645 -8,9039 -8,9311 -8,8518 -8,6720 -8,4135 -8,1073 -7,7674 -7,3816 -6,9275 -6,3926 -5,7907 -5,1701 -4,5974 -4,1307 -3,8094 -3,6557 -3,6700 -3,8318 -4,1206 -4,5321 -5,0622
F3    -0,4111 -0,0658 0,2587 0,5642 0,8667 1,1750 1,4713 1,7076 1,8311 1,8175 1,6799 1,4579 1,2080 0,9888 0,8428 0,7878 0,8109 0,8671 0,8930 0,8265 0,6312 0,3302 0,0152 -0,1976 -0,2351 -0,1069 0,1049 0,3008 0,4141 0,4219 0,3301 0,1600 -0,0615 -0,3160 -0,5981 -0,9111 -1,2628 -1,6482 -2,0236 -2,3152 -2,4639 -2,4470 -2,2711 -1,9670 -1,5805 -1,1580 -0,7339 -0,3263 0,0389 0,2982 0,3727 0,2257 -0,1195 -0,6073 -1,1724 -1,7415 -2,2396 -2,6131 -2,8465 -2,9605 -3,0013 -3,0221 -3,0587 -3,1216 -3,2080 -3,3007 -3,3638 -3,3648 -3,3032 -3,2027 -3,0883 -2,9760 -2,8755 -2,7929 -2,7365 -2,7224 -2,7668 -2,8694 -3,0127 -3,1700 -3,3049 -3,3719 -3,3293 -3,1536 -2,8491 -2,4617 -2,0747 -1,7708 -1,5877 -1,5157 -1,5351 -1,6485 -1,8682 -2,1860 -2,5693 -2,9759 -3,3600 -3,6768 -3,9089 -4,0894 -4,2837 -4,5428 -4,8761 -5,2637 -5,6890 -6,1515 -6,6492 -7,1562 -7,6283 -8,0382 -8,3966 -8,7373 -9,0990 -9,5043 -9,9331 -10,3331 -10,6707 -10,9506 -11,1956 -11,4247 -11,6373 -11,8073 -11,8958 -11,8694 -11,7055 -11,3932 -10,9336 -10,3403 -9,6415 -8,8781 -8,0910 -7,3022 -6,5067 -5,6826 -4,8064 -3,8658 -2,8647 -1,8252 -0,7884 0,1952 1,0763 1,8040 2,3287 2,6311 2,7338 2,6790 2,5050 2,2395 1,9052 1,5336 1,1725 0,8706 0,6540 0,5159 0,4268 0,3541 0,2828 0,2248 0,2184 0,3124 0,5341 0,8679 1,2663 1,6820 2,0945 2,5069 2,9221 3,3312 3,7214 4,0811 4,3997 4,6700 4,8841 5,0220 5,0569 4,9795 4,8140 4,6150 4,4444 4,3471 4,3348 4,3791 4,4255 4,4263 4,3647 4,2510 4,1041 3,9394 3,7657 3,5823 3,3788 3,1489 2,8992 2,6428 2,3831 2,1008 1,7706 1,4012 1,0403 0,7306 0,4803 0,2802 0,1296 0,0405 0,0290 0,0927 0,1997 0,3108 0,4033 0,4629 0,4647 0,3771 0,1901 -0,0604 -0,3104 -0,5124 -0,6527 -0,7360 -0,7755 -0,7957 -0,8331 -0,9264 -1,0935 -1,3224 -1,5878 -1,8708 -2,1674 -2,4805 -2,8055 -3,1224 -3,3979 -3,5959 -3,6959 -3,7057 -3,6542 -3,5589 -3,4099 -3,1990 -2,9540 -2,7320 -2,5858 -2,5440 -2,6160 -2,7931 -3,0382 -3,2903 -3,4915 -3,6143 -3,6638 -3,6583 -3,6213 -3,5908 -3,6147 -3,7262 -3,9312 -4,2021 -4,4731 -4,6604 -4,7114 -4,6339 -4,4768 -4,2910 -4,1022 -3,9187 -3,7553 -3,6329 -3,5518 -3,4748 -3,3461 -3,1291 -2,8340 -2,5119 -2,2090 -1,9302 -1,6599 -1,3883 -1,1037 -0,7915 -0,4519 -0,1007 0,2381 0,5336 0,7570 0,8923 0,9349 0,8963 0,8058 0,6866 0,5259 0,2792 -0,0860 -0,5500 -1,0505 -1,5293 -1,9581 -2,3237 -2,6138 -2,8210 -2,9434 -2,9806 -2,9370 -2,8341 -2,7128 -2,6151 -2,5591 -2,5302 -2,4904 -2,3923 -2,1966 -1,8974 -1,5362 -1,1846 -0,9099 -0,7498 -0,7101 -0,7817 -0,9530 -1,2102 -1,5289 -1,8597 -2,1359 -2,3168 -2,4157 -2,4775 -2,5363 -2,6002 -2,6678 -2,7418 -2,8243 -2,9031 -2,9493 -2,9380 -2,8665 -2,7463 -2,5824 -2,3672 -2,0905 -1,7622 -1,4311 -1,1767 -1,0692 -1,1310 -1,3246 -1,5699 -1,7843 -1,9162 -1,9521 -1,9101 -1,8321 -1,7689 -1,7562 -1,8063 -1,9152 -2,0650 -2,2201 -2,3398 -2,4067 -2,4325 -2,4376 -2,4430 -2,4764 -2,5672 -2,7324 -2,9659 -3,2361 -3,5018 -3,7424 -3,9667 -4,1823 -4,3742 -4,5280 -4,6576 -4,7941 -4,9578 -5,1418 -5,3162 -5,4491 -5,5224 -5,5391 -5,5178 -5,4701 -5,3863 -5,2485 -5,0451 -4,7728 -4,4423 -4,0856 -3,7512 -3,4945 -3,3613 -3,3634 -3,4740 -3,6446 -3,8239 -3,9674 -4,0459 -4,0591 -4,0395 -4,0251 -4,0275 -4,0362 -4,0455 -4,0621 -4,0943 -4,1411 -4,1958 -4,2576 -4,3301 -4,4021 -4,4407 -4,4154 -4,3253 -4,2050 -4,1049 -4,0537 -4,0275 -3,9702 -3,8512 -3,6956 -3,5694 -3,5447 -3,6592 -3,8854 -4,1411 -4,3393 -4,4317 -4,4134 -4,3049 -4,1410 -3,9652 -3,8191 -3,7320 -3,7147 -3,7601 -3,8619 -4,0255 -4,2480 -4,5009 -4,7524 -4,9982 -5,2601 -5,5635 -5,9152 -6,2914 -6,6455 -6,9287 -7,1045 -7,1525 -7,0721 -6,8831 -6,6180 -6,3132 -6,0064 -5,7370 -5,5377 -5,4141 -5,3328 -5,2440 -5,1207 -4,9712 -4,8184 -4,6793 -4,5571 -4,4465 -4,3511 -4,2950 -4,3120 -4,4320 -4,6744 -5,0356 -5,4716 -5,9122 -6,3047 -6,6324 -6,8956 -7,0985 -7,2506 -7,3654 -7,4595 -7,5624 -7,7154 -7,9473 -8,2519 -8,5959 -8,9505 -9,3102 -9,6784 -10,0477 -10,4078 -10,7684 -11,1541 -11,5745 -12,0065 -12,4019 -12,7026 -12,8505 -12,8004 -12,5389 -12,0917 -11,5011 -10,7994 -10,0073 -9,1466 -8,2395 -7,3035 -6,3617 -5,4538 -4,6279 -3,9207 -3,3448 -2,8933 -2,5545 -2,3218 -2,1960 -2,1795 -2,2679 -2,4485 -2,7097 -3,0393 -3,4076 -3,7700 -4,0989 -4,4006 -4,6898 -4,9581 -5,1765 -5,3242 -5,4083 -5,4596 -5,5135 -5,5877 -5,6703 -5,7195 -5,6776 -5,5051 -5,2110 -4,8455 -4,4638 -4,1012 -3,7786 -3,5211 -3,3607 -3,3169 -3,3855 -3,5530 -3,8120 -4,1555 -4,5587 -4,9732 -5,3418 -5,6203 -5,7911 -5,8676 -5,8838 -5,8813 -5,9085 -6,0191 -6,2406 -6,5336 -6,8015 -6,9508 -6,9436 -6,8085 -6,6145 -6,4352 -6,3293 -6,3392 -6,4797 -6,7224 -7,0190 -7,3419 -7,6829 -8,0283 -8,3624 -8,6823 -8,9878 -9,2611 -9,4714 -9,5943 -9,6214 -9,5545 -9,3981 -9,1664 -8,8950 -8,6266 -8,3810 -8,1480 -7,8998 -7,6075 -7,2633 -6,8981 -6,5674 -6,3200 -6,1887 -6,1912 -6,3198 -6,5421 -6,8277 -7,1694 -7,5645
F7    -1,0251 -0,7506 -0,5407 -0,3990 -0,3055 -0,2341 -0,1697 -0,1160 -0,0884 -0,0980 -0,1433 -0,2090 -0,2708 -0,3058 -0,3036 -0,2649 -0,1982 -0,1181 -0,0429 0,0085 0,0224 0,0062 -0,0015 0,0560 0,2206 0,4888 0,8108 1,1197 1,3567 1,4780 1,4615 1,3183 1,0899 0,8224 0,5469 0,2778 0,0184 -0,2305 -0,4575 -0,6425 -0,7718 -0,8380 -0,8350 -0,7658 -0,6422 -0,4770 -0,2812 -0,0636 0,1559 0,3313 0,4111 0,3797 0,2625 0,0996 -0,0763 -0,2416 -0,3796 -0,4804 -0,5429 -0,5762 -0,6007 -0,6431 -0,7234 -0,8459 -1,0019 -1,1731 -1,3339 -1,4641 -1,5591 -1,6212 -1,6511 -1,6532 -1,6402 -1,6244 -1,6116 -1,6073 -1,6222 -1,6661 -1,7373 -1,8174 -1,8787 -1,9006 -1,8781 -1,8120 -1,7027 -1,5591 -1,4079 -1,2876 -1,2296 -1,2441 -1,3244 -1,4616 -1,6492 -1,8768 -2,1290 -2,3867 -2,6236 -2,8102 -2,9325 -3,0084 -3,0792 -3,1843 -3,3432 -3,5574 -3,8243 -4,1450 -4,5188 -4,9341 -5,3704 -5,8137 -6,2661 -6,7385 -7,2404 -7,7660 -8,2805 -8,7333 -9,0940 -9,3632 -9,5547 -9,6800 -9,7397 -9,7225 -9,6153 -9,4094 -9,0978 -8,6754 -8,1448 -7,5172 -6,8118 -6,0540 -5,2681 -4,4706 -3,6723 -2,8823 -2,1097 -1,3614 -0,6370 0,0668 0,7414 1,3668 1,9236 2,3925 2,7493 2,9728 3,0531 2,9959 2,8258 2,5782 2,2841 1,9679 1,6598 1,3978 1,2087 1,0903 1,0209 0,9830 0,9733 0,9988 1,0726 1,2098 1,4181 1,6902 2,0069 2,3468 2,6950 3,0445 3,3897 3,7241 4,0433 4,3481 4,6432 4,9302 5,1917 5,3874 5,4757 5,4434 5,3149 5,1387 4,9635 4,8164 4,7011 4,6075 4,5239 4,4435 4,3631 4,2784 4,1833 4,0689 3,9204 3,7172 3,4453 3,1113 2,7415 2,3647 1,9982 1,6448 1,3041 0,9862 0,7115 0,4945 0,3349 0,2252 0,1560 0,1197 0,1124 0,1269 0,1474 0,1599 0,1617 0,1511 0,1152 0,0384 -0,0765 -0,1965 -0,2742 -0,2805 -0,2195 -0,1226 -0,0349 0,0012 -0,0419 -0,1717 -0,3747 -0,6215 -0,8833 -1,1433 -1,3964 -1,6393 -1,8645 -2,0590 -2,2059 -2,2899 -2,3039 -2,2529 -2,1509 -2,0108 -1,8407 -1,6577 -1,4966 -1,3966 -1,3790 -1,4391 -1,5558 -1,7025 -1,8476 -1,9533 -1,9837 -1,9247 -1,7929 -1,6205 -1,4415 -1,2936 -1,2123 -1,2156 -1,2971 -1,4282 -1,5607 -1,6402 -1,6341 -1,5489 -1,4166 -1,2660 -1,1034 -0,9236 -0,7324 -0,5492 -0,3870 -0,2389 -0,0846 0,0914 0,2843 0,4715 0,6395 0,7990 0,9652 1,1413 1,3317 1,5479 1,7920 2,0486 2,2935 2,5018 2,6531 2,7349 2,7411 2,6742 2,5501 2,3877 2,1884 1,9371 1,6258 1,2735 0,9137 0,5655 0,2274 -0,1012 -0,4070 -0,6739 -0,8950 -1,0717 -1,2079 -1,3122 -1,4006 -1,4894 -1,5843 -1,6749 -1,7365 -1,7396 -1,6623 -1,5047 -1,2947 -1,0806 -0,9152 -0,8360 -0,8506 -0,9378 -1,0615 -1,1883 -1,2984 -1,3781 -1,4122 -1,3920 -1,3274 -1,2434 -1,1633 -1,1007 -1,0668 -1,0739 -1,1292 -1,2291 -1,3564 -1,4863 -1,5937 -1,6572 -1,6639 -1,6169 -1,5332 -1,4367 -1,3557 -1,3184 -1,3416 -1,4226 -1,5405 -1,6647 -1,7628 -1,8045 -1,7670 -1,6462 -1,4676 -1,2830 -1,1468 -1,0914 -1,1223 -1,2255 -1,3738 -1,5338 -1,6789 -1,7971 -1,8872 -1,9566 -2,0215 -2,1034 -2,2205 -2,3775 -2,5569 -2,7269 -2,8644 -2,9648 -3,0287 -3,0513 -3,0324 -2,9842 -2,9234 -2,8590 -2,7872 -2,6979 -2,5845 -2,4483 -2,2958 -2,1359 -1,9729 -1,8053 -1,6338 -1,4639 -1,3007 -1,1488 -1,0149 -0,9083 -0,8434 -0,8373 -0,8990 -1,0208 -1,1812 -1,3516 -1,5051 -1,6249 -1,7113 -1,7755 -1,8254 -1,8611 -1,8830 -1,8975 -1,9107 -1,9226 -1,9295 -1,9328 -1,9470 -1,9934 -2,0775 -2,1774 -2,2620 -2,3191 -2,3594 -2,3987 -2,4369 -2,4515 -2,4165 -2,3286 -2,2118 -2,1042 -2,0431 -2,0464 -2,0933 -2,1283 -2,0966 -1,9799 -1,7978 -1,5875 -1,3889 -1,2363 -1,1512 -1,1401 -1,1985 -1,3159 -1,4848 -1,7045 -1,9687 -2,2591 -2,5575 -2,8572 -3,1592 -3,4631 -3,7598 -4,0267 -4,2360 -4,3661 -4,4032 -4,3380 -4,1732 -3,9317 -3,6478 -3,3510 -3,0659 -2,8171 -2,6196 -2,4672 -2,3352 -2,1993 -2,0555 -1,9244 -1,8341 -1,8023 -1,8308 -1,9074 -2,0151 -2,1448 -2,2995 -2,4899 -2,7261 -3,0052 -3,3016 -3,5804 -3,8225 -4,0280 -4,2020 -4,3474 -4,4677 -4,5716 -4,6782 -4,8162 -5,0146 -5,2860 -5,6127 -5,9565 -6,2903 -6,6192 -6,9633 -7,3253 -7,6839 -8,0164 -8,3131 -8,5682 -8,7688 -8,9002 -8,9523 -8,9138 -8,7676 -8,4995 -8,1089 -7,6071 -7,0062 -6,3211 -5,5768 -4,8049 -4,0307 -3,2716 -2,5477 -1,8879 -1,3224 -0,8683 -0,5214 -0,2612 -0,0602 0,1050 0,2443 0,3559 0,4344 0,4716 0,4595 0,4001 0,3035 0,1721 -0,0048 -0,2346 -0,5017 -0,7670 -0,9900 -1,1517 -1,2630 -1,3542 -1,4522 -1,5631 -1,6651 -1,7191 -1,6933 -1,5875 -1,4342 -1,2751 -1,1385 -1,0399 -0,9944 -1,0156 -1,1042 -1,2486 -1,4394 -1,6759 -1,9609 -2,2905 -2,6459 -2,9971 -3,3164 -3,5871 -3,8030 -3,9614 -4,0649 -4,1342 -4,2067 -4,3097 -4,4350 -4,5450 -4,5988 -4,5797 -4,5065 -4,4154 -4,3336 -4,2762 -4,2587 -4,2938 -4,3783 -4,4980 -4,6422 -4,8034 -4,9725 -5,1448 -5,3240 -5,5123 -5,6984 -5,8614 -5,9807 -6,0445 -6,0510 -6,0067 -5,9258 -5,8319 -5,7527 -5,7060 -5,6921 -5,6936 -5,6858 -5,6548 -5,6108 -5,5735 -5,5537 -5,5576 -5,5942 -5,6653 -5,7578 -5,8557 -5,9533 -6,0487
