Fp1   -1,5148 -1,4113 -1,2572 -1,0913 -0,9603 -0,9078 -0,9512 -1,0720 -1,2226 -1,3411 -1,3696 -1,2803 -1,0897 -0,8491 -0,6168 -0,4330 -0,3075 -0,2227 -0,1456 -0,0421 0,1067 0,2916 0,4753 0,6068 0,6440 0,5698 0,3985 0,1738 -0,0475 -0,2233 -0,3393 -0,3977 -0,4026 -0,3562 -0,2625 -0,1330 0,0130 0,1590 0,3070 0,4777 0,6923 0,9542 1,2479 1,5436 1,7989 1,9684 2,0281 1,9949 1,9217 1,8748 1,9111 2,0607 2,3132 2,6211 2,9206 3,1564 3,2991 3,3474 3,3211 3,2512 3,1642 3,0674 2,9483 2,7811 2,5364 2,1984 1,7818 1,3299 0,8985 0,5385 0,2859 0,1573 0,1453 0,2194 0,3343 0,4426 0,5151 0,5626 0,6321 0,7749 1,0073 1,2962 1,5780 1,7925 1,9074 1,9235 1,8707 1,7995 1,7678 1,8185 1,9617 2,1775 2,4324 2,6841 2,8822 2,9798 2,9571 2,8372 2,6802 2,5557 2,5069 2,5323 2,5933 2,6440 2,6557 2,6222 2,5524 2,4655 2,3851 2,3267 2,2905 2,2683 2,2531 2,2385 2,2218 2,2138 2,2441 2,3558 2,5911 2,9791 3,5294 4,2247 5,0206 5,8580 6,6764 7,4194 8,0472 8,5520 8,9624 9,3290 9,6997 10,0933 10,4916 10,8507 11,1240 11,2881 11,3548 11,3600 11,3389 11,3120 11,2807 11,2250 11,1076 10,8901 10,5530 10,1017 9,5674 9,0089 8,5007 8,1061 7,8550 7,7385 7,7209 7,7544 7,7884 7,7825 7,7213 7,6181 7,5029 7,4016 7,3227 7,2561 7,1783 7,0580 6,8644 6,5727 6,1729 5,6831 5,1579 4,6680 4,2618 3,9442 3,6886 3,4567 3,2052 2,8928 2,4972 2,0252 1,5096 0,9949 0,5222 0,1176 -0,2169 -0,5045 -0,7762 -1,0425 -1,2861 -1,4825 -1,6239 -1,7198 -1,7796 -1,8022 -1,7878 -1,7457 -1,6884 -1,6271 -1,5732 -1,5346 -1,5095 -1,4874 -1,4564 -1,4122 -1,3656 -1,3427 -1,3768 -1,4938 -1,6969 -1,9621 -2,2452 -2,4929 -2,6515 -2,6811 -2,5753 -2,3728 -2,1404 -1,9405 -1,8063 -1,7373 -1,7132 -1,7140 -1,7276 -1,7482 -1,7783 -1,8316 -1,9259 -2,0694 -2,2524 -2,4495 -2,6265 -2,7529 -2,8177 -2,8406 -2,8605 -2,9115 -3,0059 -3,1324 -3,2611 -3,3513 -3,3605 -3,2556 -3,0303 -2,7177 -2,3772 -2,0624 -1,8043 -1,6192 -1,5126 -1,4687 -1,4483 -1,4055 -1,3122 -1,1751 -1,0299 -0,9196 -0,8796 -0,9296 -1,0552 -1,1962 -1,2711 -1,2218 -1,0402 -0,7686 -0,4845 -0,2730 -0,1954 -0,2667 -0,4550 -0,6992 -0,9379 -1,1311 -1,2642 -1,3396 -1,3680 -1,3559 -1,2970 -1,1836 -1,0229 -0,8333 -0,6272 -0,4045 -0,1606 0,1021 0,3687 0,6093 0,7865 0,8746 0,8807 0,8489 0,8427 0,9100 1,0605 1,2669 1,4810 1,6546 1,7558 1,7750 1,7266 1,6467 1,5779 1,5511 1,5769 1,6462 1,7356 1,8154 1,8550 1,8290 1,7274 1,5614 1,3550 1,1393 0,9512 0,8227 0,7652 0,7646 0,7889 0,8009 0,7750 0,7064 0,6057 0,4900 0,3785 0,2887 0,2293 0,1937 0,1650 0,1285 0,0873 0,0668 0,1045 0,2322 0,4637 0,7849 1,1517 1,5024 1,7829 1,9662 2,0592 2,0953 2,1155 2,1480 2,2035 2,2848 2,3964 2,5428 2,7170 2,8927 3,0373 3,1313 3,1742 3,1797 3,1707 3,1721 3,1971 3,2411 3,2895 3,3294 3,3573 3,3884 3,4576 3,6027 3,8407 4,1614 4,5337 4,9113 5,2457 5,5023 5,6736 5,7849 5,8806 5,9958 6,1356 6,2744 6,3666 6,3646 6,2383 5,9900 5,6593 5,3152 5,0347 4,8779 4,8713 5,0048 5,2368 5,5075 5,7584 5,9543 6,0951 6,2067 6,3162 6,4344 6,5621 6,7019 6,8608 7,0409 7,2322 7,4162 7,5795 7,7193 7,8394 7,9482 8,0566 8,1719 8,2914 8,4040 8,4979 8,5670 8,6161 8,6635 8,7352 8,8507 9,0122 9,2024 9,3907 9,5468 9,6513 9,6966 9,6857 9,6368 9,5792 9,5386 9,5269 9,5452 9,5889 9,6458 9,6897 9,6844 9,6100 9,4802 9,3259 9,1719 9,0294 8,8941 8,7473 8,5735 8,3791 8,1948 8,0628 8,0266 8,1185 8,3452 8,6799 9,0654 9,4263 9,6837 9,7699 9,6446 9,3143 8,8370 8,3027 7,8052 7,4191 7,1846 7,1043 7,1516 7,2792 7,4302 7,5599 7,6564 7,7359 7,8204 7,9168 8,0104 8,0716 8,0709 7,9875 7,8069 7,5187 7,1268 6,6575 6,1545 5,6663 5,2338 4,8798 4,6082 4,4086 4,2662 4,1838 4,1957 4,3464 4,6553 5,1052 5,6566 6,2646 6,8849 7,4758 8,0030 8,4480 8,8137 9,1188 9,3861 9,6342 9,8762 10,1182 10,3598 10,5937 10,8046 10,9718 11,0761 11,1101 11,0856 11,0314 10,9699 10,8903 10,7534 10,5180 10,1622 9,6903 9,1316 8,5279 7,9209 7,3470 6,8327 6,3848 5,9872 5,6130 5,2376 4,8453 4,4305 3,9963 3,5559 3,1345 2,7589 2,4403 2,1723 1,9396 1,7182 1,4812 1,2160 0,9343 0,6654 0,4440 0,2999 0,2411 0,2436 0,2625 0,2552 0,2006 0,1099 0,0171 -0,0429 -0,0563 -0,0352 -0,0052 0,0125 0,0079 -0,0198 -0,0638 -0,1086 -0,1412 -0,1691 -0,2194 -0,3202 -0,4895 -0,7372 -1,0677 -1,4796 -1,9630 -2,4919 -3,0268 -3,5263 -3,9542 -4,2884 -4,5295 -4,6965 -4,8144 -4,9083 -4,9974 -5,0824 -5,1406 -5,1359 -5,0333 -4,8137 -4,4888 -4,1052 -3,7254 -3,4048 -3,1831 -3,0841 -3,1147 -3,2630 -3,4973 -3,7699 -4,0365 -4,2735 -4,4806 -4,6757 -4,8835 -5,1081 -5,3096 -5,4194 -5,3829 -5,1920 -4,8830 -4,5105 -4,1249 -3,7705 -3,4856 -3,2869 -3,1605 -3,0714
Fz    -0,7721 -0,7160 -0,6410 -0,5703 -0,5277 -0,5325 -0,5871 -0,6761 -0,7742 -0,8490 -0,8629 -0,7868 -0,6185 -0,3855 -0,1267 0,1266 0,3545 0,5468 0,7048 0,8385 0,9555 1,0503 1,1029 1,0878 0,9894 0,8101 0,5695 0,2986 0,0287 -0,2215 -0,4476 -0,6446 -0,7978 -0,8887 -0,9056 -0,8504 -0,7402 -0,6005 -0,4479 -0,2808 -0,0902 0,1236 0,3486 0,5673 0,7582 0,8993 0,9820 1,0221 1,0551 1,1220 1,2591 1,4875 1,8025 2,1728 2,5506 2,8855 3,1383 3,2893 3,3392 3,3063 3,2161 3,0882 2,9282 2,7281 2,4715 2,1476 1,7665 1,3607 0,9727 0,6420 0,3958 0,2475 0,1954 0,2246 0,3080 0,4094 0,4956 0,5561 0,6092 0,6838 0,7930 0,9241 1,0519 1,1577 1,2380 1,3010 1,3616 1,4390 1,5521 1,7112 1,9126 2,1467 2,4052 2,6732 2,9224 3,1212 3,2544 3,3354 3,4023 3,4992 3,6521 3,8549 4,0757 4,2759 4,4260 4,5063 4,5042 4,4195 4,2707 4,0882 3,9006 3,7294 3,5837 3,4566 3,3332 3,2104 3,1080 3,0614 3,1055 3,2670 3,5650 4,0066 4,5800 5,2563 5,9943 6,7484 7,4803 8,1705 8,8203 9,4467 10,0696 10,6898 11,2799 11,7977 12,2076 12,4946 12,6704 12,7678 12,8249 12,8674 12,9039 12,9259 12,9094 12,8277 12,6692 12,4410 12,1642 11,8722 11,6066 11,4036 11,2801 11,2305 11,2337 11,2599 11,2734 11,2441 11,1614 11,0367 10,8889 10,7299 10,5618 10,3816 10,1824 9,9525 9,6773 9,3418 8,9341 8,4569 7,9396 7,4273 6,9524 6,5193 6,1178 5,7381 5,3676 4,9835 4,5602 4,0791 3,5335 2,9330 2,3062 1,6972 1,1487 0,6842 0,3050 0,0048 -0,2190 -0,3700 -0,4617 -0,5140 -0,5391 -0,5356 -0,4990 -0,4287 -0,3249 -0,1915 -0,0446 0,0909 0,1932 0,2518 0,2667 0,2425 0,1835 0,0934 -0,0213 -0,1508 -0,2822 -0,4021 -0,5010 -0,5708 -0,5957 -0,5498 -0,4170 -0,2119 0,0241 0,2479 0,4347 0,5798 0,6881 0,7623 0,8014 0,8050 0,7695 0,6830 0,5294 0,3006 0,0048 -0,3342 -0,6816 -0,9992 -1,2588 -1,4544 -1,5968 -1,6966 -1,7561 -1,7715 -1,7371 -1,6478 -1,4999 -1,2936 -1,0394 -0,7654 -0,5078 -0,2923 -0,1268 -0,0130 0,0486 0,0677 0,0691 0,0838 0,1318 0,2109 0,3001 0,3743 0,4094 0,3857 0,3033 0,1973 0,1229 0,1225 0,2060 0,3492 0,5006 0,5978 0,5933 0,4766 0,2762 0,0412 -0,1838 -0,3738 -0,5224 -0,6318 -0,7089 -0,7545 -0,7548 -0,6916 -0,5627 -0,3817 -0,1650 0,0770 0,3372 0,6081 0,8790 1,1314 1,3379 1,4772 1,5556 1,6110 1,6916 1,8289 2,0237 2,2513 2,4756 2,6646 2,7985 2,8694 2,8804 2,8456 2,7868 2,7266 2,6814 2,6568 2,6477 2,6439 2,6326 2,5981 2,5280 2,4175 2,2671 2,0850 1,8957 1,7334 1,6233 1,5702 1,5602 1,5684 1,5719 1,5554 1,5106 1,4338 1,3288 1,2088 1,0914 0,9883 0,8992 0,8154 0,7330 0,6622 0,6256 0,6496 0,7539 0,9393 1,1827 1,4473 1,6992 1,9176 2,0957 2,2387 2,3596 2,4707 2,5784 2,6878 2,8092 2,9569 3,1334 3,3188 3,4812 3,5955 3,6502 3,6487 3,6118 3,5709 3,5523 3,5676 3,6162 3,6912 3,7846 3,8978 4,0491 4,2643 4,5579 4,9234 5,3350 5,7540 6,1405 6,4614 6,6949 6,8379 6,9093 6,9383 6,9434 6,9215 6,8507 6,7057 6,4737 6,1659 5,8195 5,4925 5,2496 5,1422 5,1908 5,3801 5,6659 5,9890 6,2920 6,5388 6,7283 6,8865 7,0432 7,2168 7,4146 7,6384 7,8864 8,1509 8,4124 8,6429 8,8198 8,9357 8,9955 9,0145 9,0180 9,0337 9,0791 9,1554 9,2533 9,3610 9,4714 9,5867 9,7151 9,8590 10,0099 10,1519 10,2707 10,3610 10,4275 10,4773 10,5161 10,5500 10,5862 10,6289 10,6767 10,7270 10,7757 10,8115 10,8093 10,7381 10,5862 10,3751 10,1394 9,9052 9,6861 9,4863 9,3036 9,1405 9,0138 8,9499 8,9733 9,0985 9,3253 9,6396 10,0123 10,3985 10,7434 10,9933 11,1014 11,0353 10,7927 10,4105 9,9556 9,5063 9,1318 8,8765 8,7534 8,7479 8,8228 8,9287 9,0259 9,1036 9,1748 9,2553 9,3479 9,4404 9,5126 9,5471 9,5317 9,4528 9,2920 9,0391 8,7050 8,3199 7,9236 7,5546 7,2411 6,9989 6,8285 6,7177 6,6610 6,6770 6,7956 7,0313 7,3718 7,7872 8,2438 8,7102 9,1574 9,5587 9,8941 10,1582 10,3616 10,5240 10,6675 10,8143 10,9821 11,1797 11,4043 11,6401 11,8607 12,0383 12,1565 12,2204 12,2516 12,2649 12,2488 12,1700 11,9962 11,7125 11,3251 10,8555 10,3326 9,7866 9,2476 8,7453 8,3018 7,9237 7,6022 7,3174 7,0442 6,7581 6,4404 6,0843 5,7025 5,3202 4,9584 4,6287 4,3346 4,0679 3,8099 3,5453 3,2725 3,0051 2,7700 2,6006 2,5160 2,5059 2,5367 2,5682 2,5715 2,5390 2,4803 2,4083 2,3277 2,2346 2,1245 1,9996 1,8699 1,7489 1,6506 1,5891 1,5662 1,5560 1,5125 1,3968 1,1919 0,8995 0,5311 0,0988 -0,3852 -0,8998 -1,4125 -1,8878 -2,2980 -2,6297 -2,8897 -3,0994 -3,2839 -3,4634 -3,6467 -3,8254 -3,9737 -4,0571 -4,0445 -3,9210 -3,6993 -3,4162 -3,1159 -2,8391 -2,6205 -2,4854 -2,4470 -2,5071 -2,6517 -2,8490 -3,0628 -3,2711 -3,4701 -3,6714 -3,8922 -4,1314 -4,3508 -4,4884 -4,4960 -4,3660 -4,1281 -3,8270 -3,5073 -3,2142 -2,9899 -2,8543 -2,7926 -2,7656
F3    -0,3953 -0,4253 -0,4361 -0,4415 -0,4584 -0,5038 -0,5821 -0,6784 -0,7635 -0,8033 -0,7714 -0,6643 -0,5084 -0,3478 -0,2188 -0,1329 -0,0788 -0,0350 0,0210 0,1096 0,2399 0,3982 0,5455 0,6340 0,6297 0,5252 0,3408 0,1168 -0,1009 -0,2824 -0,4239 -0,5353 -0,6238 -0,6862 -0,7106 -0,6875 -0,6178 -0,5087 -0,3616 -0,1713 0,0605 0,3198 0,5882 0,8480 1,0797 1,2664 1,4038 1,5066 1,6020 1,7197 1,8871 2,1215 2,4203 2,7586 3,0976 3,4012 3,6474 3,8287 3,9439 3,9912 3,9636 3,8492 3,6412 3,3427 2,9643 2,5243 2,0539 1,5936 1,1834 0,8548 0,6285 0,5107 0,4900 0,5405 0,6282 0,7159 0,7757 0,8060 0,8336 0,8921 0,9941 1,1213 1,2397 1,3246 1,3725 1,3953 1,4108 1,4412 1,5133 1,6472 1,8441 2,0863 2,3501 2,6127 2,8539 3,0582 3,2203 3,3507 3,4763 3,6286 3,8238 4,0493 4,2702 4,4473 4,5554 4,5873 4,5478 4,4484 4,3065 4,1420 3,9698 3,7993 3,6384 3,4941 3,3724 3,2797 3,2284 3,2403 3,3428 3,5626 3,9185 4,4112 5,0179 5,6999 6,4127 7,1130 7,7683 8,3655 8,9121 9,4311 9,9458 10,4607 10,9569 11,4025 11,7674 12,0357 12,2131 12,3221 12,3865 12,4215 12,4323 12,4155 12,3607 12,2559 12,0938 11,8745 11,6072 11,3143 11,0288 10,7829 10,5973 10,4789 10,4227 10,4102 10,4072 10,3778 10,3061 10,2024 10,0913 9,9950 9,9188 9,8462 9,7452 9,5820 9,3356 9,0022 8,5905 8,1227 7,6342 7,1605 6,7181 6,3009 5,8953 5,4890 5,0656 4,6014 4,0750 3,4778 2,8172 2,1196 1,4285 0,7963 0,2647 -0,1523 -0,4684 -0,7072 -0,8847 -1,0124 -1,1066 -1,1823 -1,2379 -1,2570 -1,2276 -1,1513 -1,0388 -0,9038 -0,7615 -0,6251 -0,5009 -0,3887 -0,2886 -0,2088 -0,1663 -0,1813 -0,2696 -0,4365 -0,6702 -0,9392 -1,2001 -1,4068 -1,5160 -1,4966 -1,3489 -1,1112 -0,8408 -0,5861 -0,3716 -0,2008 -0,0685 0,0314 0,1081 0,1751 0,2398 0,2920 0,3086 0,2684 0,1618 -0,0074 -0,2227 -0,4584 -0,6920 -0,9141 -1,1238 -1,3172 -1,4831 -1,6071 -1,6750 -1,6716 -1,5818 -1,3991 -1,1368 -0,8319 -0,5286 -0,2562 -0,0249 0,1604 0,2967 0,3930 0,4712 0,5517 0,6377 0,7114 0,7437 0,7107 0,6013 0,4183 0,1888 -0,0285 -0,1642 -0,1706 -0,0392 0,1974 0,4738 0,7129 0,8562 0,8841 0,8149 0,6883 0,5445 0,4136 0,3153 0,2591 0,2406 0,2510 0,2914 0,3687 0,4783 0,6062 0,7449 0,9013 1,0858 1,2992 1,5262 1,7360 1,8917 1,9720 1,9909 1,9963 2,0464 2,1774 2,3897 2,6559 2,9366 3,1921 3,3884 3,5016 3,5235 3,4657 3,3542 3,2194 3,0898 2,9863 2,9164 2,8719 2,8337 2,7761 2,6783 2,5319 2,3432 2,1343 1,9431 1,8075 1,7463 1,7527 1,8017 1,8650 1,9210 1,9562 1,9645 1,9486 1,9186 1,8840 1,8448 1,7892 1,7018 1,5734 1,4142 1,2606 1,1637 1,1674 1,2920 1,5245 1,8191 2,1146 2,3625 2,5440 2,6672 2,7538 2,8261 2,8995 2,9823 3,0802 3,2016 3,3570 3,5460 3,7425 3,9036 3,9945 4,0018 3,9347 3,8208 3,6993 3,6071 3,5699 3,5989 3,6908 3,8309 4,0044 4,2093 4,4541 4,7454 5,0810 5,4495 5,8280 6,1830 6,4768 6,6805 6,7908 6,8319 6,8371 6,8265 6,7959 6,7206 6,5709 6,3334 6,0235 5,6868 5,3861 5,1813 5,1134 5,1945 5,4046 5,7011 6,0334 6,3548 6,6346 6,8676 7,0701 7,2615 7,4509 7,6414 7,8399 8,0570 8,2955 8,5422 8,7711 8,9578 9,0899 9,1688 9,2075 9,2255 9,2392 9,2535 9,2622 9,2576 9,2396 9,2204 9,2243 9,2766 9,3869 9,5453 9,7290 9,9115 10,0705 10,1940 10,2799 10,3330 10,3630 10,3809 10,3917 10,3953 10,3949 10,3950 10,3897 10,3570 10,2716 10,1286 9,9535 9,7819 9,6364 9,5213 9,4257 9,3324 9,2358 9,1520 9,1094 9,1316 9,2295 9,4030 9,6422 9,9252 10,2153 10,4659 10,6273 10,6512 10,5016 10,1758 9,7175 9,2059 8,7299 8,3600 8,1341 8,0590 8,1182 8,2750 8,4790 8,6836 8,8639 9,0167 9,1490 9,2685 9,3749 9,4536 9,4823 9,4401 9,3087 9,0723 8,7287 8,3005 7,8323 7,3793 6,9916 6,6985 6,5046 6,3961 6,3548 6,3799 6,4966 6,7333 7,0921 7,5429 8,0383 8,5321 8,9876 9,3803 9,6972 9,9373 10,1144 10,2528 10,3756 10,4970 10,6221 10,7514 10,8844 11,0193 11,1486 11,2591 11,3382 11,3812 11,3950 11,3944 11,3864 11,3587 11,2889 11,1600 10,9645 10,7027 10,3817 10,0126 9,6064 9,1756 8,7364 8,3066 7,8993 7,5203 7,1688 6,8373 6,5128 6,1784 5,8210 5,4428 5,0622 4,7022 4,3825 4,1129 3,8843 3,6739 3,4663 3,2660 3,0920 2,9699 2,9227 2,9539 3,0359 3,1199 3,1566 3,1158 3,0023 2,8534 2,7162 2,6191 2,5603 2,5192 2,4764 2,4254 2,3667 2,2991 2,2229 2,1429 2,0580 1,9535 1,8100 1,6132 1,3565 1,0417 0,6732 0,2572 -0,1918 -0,6496 -1,0896 -1,4911 -1,8424 -2,1418 -2,3971 -2,6230 -2,8371 -3,0507 -3,2593 -3,4414 -3,5651 -3,5967 -3,5124 -3,3098 -3,0115 -2,6566 -2,2930 -1,9736 -1,7474 -1,6470 -1,6838 -1,8459 -2,0978 -2,3947 -2,7022 -3,0013 -3,2874 -3,5668 -3,8365 -4,0610 -4,1818 -4,1544 -3,9747 -3,6771 -3,3158 -2,9460 -2,6168 -2,3672 -2,2144 -2,1426 -2,1099
F7    -0,4971 -0,4101 -0,3393 -0,2919 -0,2748 -0,2983 -0,3634 -0,4526 -0,5342 -0,5710 -0,5305 -0,4035 -0,2193 -0,0380 0,0833 0,1234 0,1044 0,0719 0,0696 0,1248 0,2424 0,3998 0,5499 0,6369 0,6196 0,4846 0,2484 -0,0478 -0,3523 -0,6242 -0,8421 -0,9936 -1,0685 -1,0627 -0,9804 -0,8355 -0,6494 -0,4447 -0,2333 -0,0166 0,2029 0,4177 0,6214 0,8097 0,9762 1,1140 1,2237 1,3169 1,4109 1,5226 1,6660 1,8503 2,0758 2,3276 2,5755 2,7859 2,9396 3,0357 3,0802 3,0751 3,0149 2,8943 2,7163 2,4885 2,2100 1,8768 1,5007 1,1147 0,7585 0,4659 0,2605 0,1527 0,1350 0,1857 0,2743 0,3630 0,4182 0,4339 0,4398 0,4796 0,5786 0,7284 0,8936 1,0330 1,1192 1,1469 1,1302 1,0982 1,0892 1,1352 1,2447 1,4024 1,5825 1,7573 1,8984 1,9841 2,0096 1,9891 1,9537 1,9418 1,9788 2,0591 2,1513 2,2215 2,2516 2,2401 2,1940 2,1243 2,0459 1,9710 1,9001 1,8232 1,7316 1,6286 1,5299 1,4567 1,4333 1,4874 1,6445 1,9235 2,3368 2,8877 3,5610 4,3196 5,1109 5,8792 6,5808 7,1987 7,7456 8,2513 8,7402 9,2131 9,6484 10,0166 10,2938 10,4714 10,5607 10,5860 10,5676 10,5133 10,4238 10,2960 10,1227 9,8986 9,6292 9,3273 9,0087 8,6948 8,4108 8,1767 8,0011 7,8834 7,8204 7,8032 7,8071 7,7956 7,7400 7,6356 7,5037 7,3779 7,2807 7,2084 7,1321 7,0148 6,8315 6,5739 6,2415 5,8406 5,3902 4,9151 4,4302 3,9421 3,4634 3,0133 2,5986 2,2033 1,8027 1,3794 0,9302 0,4627 -0,0048 -0,4431 -0,8232 -1,1327 -1,3768 -1,5640 -1,6958 -1,7766 -1,8227 -1,8551 -1,8838 -1,9055 -1,9169 -1,9232 -1,9308 -1,9408 -1,9502 -1,9536 -1,9457 -1,9245 -1,8944 -1,8666 -1,8583 -1,8899 -1,9790 -2,1333 -2,3425 -2,5769 -2,7979 -2,9708 -3,0678 -3,0700 -2,9763 -2,8156 -2,6398 -2,4977 -2,4131 -2,3817 -2,3868 -2,4138 -2,4496 -2,4766 -2,4783 -2,4508 -2,4041 -2,3549 -2,3206 -2,3138 -2,3346 -2,3704 -2,4100 -2,4594 -2,5374 -2,6556 -2,8025 -2,9447 -3,0392 -3,0491 -2,9553 -2,7618 -2,4966 -2,2064 -1,9377 -1,7143 -1,5378 -1,4040 -1,3090 -1,2392 -1,1699 -1,0804 -0,9705 -0,8629 -0,7894 -0,7718 -0,8185 -0,9283 -1,0786 -1,2170 -1,2823 -1,2356 -1,0733 -0,8268 -0,5585 -0,3439 -0,2412 -0,2648 -0,3839 -0,5440 -0,6918 -0,7934 -0,8390 -0,8381 -0,8091 -0,7638 -0,6991 -0,6098 -0,5049 -0,4005 -0,3017 -0,1997 -0,0848 0,0412 0,1654 0,2670 0,3240 0,3244 0,2774 0,2175 0,1919 0,2366 0,3614 0,5512 0,7719 0,9810 1,1392 1,2231 1,2360 1,2047 1,1629 1,1331 1,1233 1,1310 1,1474 1,1604 1,1554 1,1183 1,0443 0,9411 0,8230 0,7077 0,6163 0,5651 0,5550 0,5718 0,5931 0,5937 0,5502 0,4474 0,2865 0,0892 -0,1117 -0,2916 -0,4448 -0,5773 -0,6953 -0,8000 -0,8800 -0,9066 -0,8452 -0,6723 -0,3887 -0,0251 0,3640 0,7198 1,0006 1,1946 1,3168 1,3951 1,4535 1,5053 1,5554 1,6035 1,6496 1,6991 1,7577 1,8206 1,8738 1,9054 1,9116 1,8940 1,8585 1,8176 1,7890 1,7894 1,8250 1,8855 1,9515 2,0121 2,0774 2,1702 2,3086 2,5002 2,7434 3,0261 3,3258 3,6147 3,8692 4,0815 4,2627 4,4274 4,5743 4,6805 4,7103 4,6341 4,4452 4,1679 3,8506 3,5480 3,3083 3,1700 3,1532 3,2527 3,4412 3,6802 3,9273 4,1472 4,3252 4,4692 4,5947 4,7141 4,8396 4,9857 5,1633 5,3677 5,5751 5,7522 5,8730 5,9265 5,9163 5,8565 5,7711 5,6903 5,6444 5,6566 5,7351 5,8702 6,0425 6,2358 6,4390 6,6403 6,8254 6,9805 7,0966 7,1738 7,2192 7,2403 7,2406 7,2211 7,1814 7,1219 7,0500 6,9841 6,9415 6,9194 6,8888 6,8139 6,6866 6,5401 6,4235 6,3699 6,3834 6,4362 6,4790 6,4707 6,4033 6,3003 6,1974 6,1286 6,1199 6,1847 6,3179 6,4922 6,6620 6,7747 6,7799 6,6422 6,3610 5,9780 5,5640 5,1941 4,9236 4,7761 4,7488 4,8250 4,9794 5,1801 5,3968 5,6099 5,8082 5,9807 6,1136 6,1908 6,1984 6,1313 5,9909 5,7740 5,4718 5,0846 4,6334 4,1563 3,7001 3,3093 3,0096 2,7992 2,6567 2,5612 2,5152 2,5486 2,6923 2,9462 3,2763 3,6362 3,9867 4,3019 4,5655 4,7673 4,9054 4,9927 5,0556 5,1246 5,2265 5,3820 5,5995 5,8707 6,1737 6,4793 6,7549 6,9673 7,0937 7,1329 7,1080 7,0484 6,9687 6,8669 6,7353 6,5665 6,3536 6,0928 5,7869 5,4461 5,0863 4,7247 4,3727 4,0344 3,7099 3,4018 3,1172 2,8596 2,6204 2,3822 2,1346 1,8846 1,6543 1,4690 1,3411 1,2593 1,1982 1,1362 1,0634 0,9777 0,8829 0,7883 0,6970 0,5940 0,4525 0,2525 -0,0024 -0,2771 -0,5175 -0,6777 -0,7424 -0,7302 -0,6789 -0,6267 -0,5994 -0,6086 -0,6546 -0,7305 -0,8334 -0,9763 -1,1825 -1,4675 -1,8274 -2,2401 -2,6705 -3,0828 -3,4505 -3,7575 -4,0004 -4,1914 -4,3524 -4,5042 -4,6574 -4,8079 -4,9430 -5,0536 -5,1420 -5,2173 -5,2820 -5,3239 -5,3193 -5,2484 -5,1133 -4,9405 -4,7615 -4,5974 -4,4604 -4,3582 -4,2948 -4,2732 -4,2953 -4,3546 -4,4388 -4,5389 -4,6483 -4,7658 -4,8996 -5,0529 -5,2008 -5,2944 -5,2940 -5,1938 -5,0162 -4,7923 -4,5529 -4,3338 -4,1710 -4,0787 -4,0369 -4,0052
