Fp1   -5,8723 -5,4610 -4,9456 -4,4052 -3,9193 -3,5598 -3,4047 -3,5214 -3,9049 -4,4334 -4,8989 -5,1194 -5,0482 -4,7800 -4,4632 -4,2139 -4,0573 -3,8957 -3,5547 -2,9064 -1,9667 -0,8776 0,2040 1,2085 2,1640 3,1192 4,0567 4,8713 5,4274 5,6667 5,6812 5,6657 5,7868 6,0851 6,4540 6,6941 6,6321 6,2205 5,5277 4,6482 3,6527 2,6136 1,6218 0,7501 0,0234 -0,5626 -1,0058 -1,2897 -1,3958 -1,3109 -1,0459 -0,6502 -0,1646 0,4294 1,1559 1,9411 2,6161 3,0500 3,2597 3,3667 3,4616 3,5340 3,5219 3,4046 3,2357 3,0925 3,0264 3,0661 3,2242 3,4680 3,7022 3,7950 3,6306 3,1837 2,5850 2,0849 1,9134 2,1508 2,6924 3,3211 3,8552 4,2484 4,5544 4,8287 5,1002 5,4142 5,8601 6,5480 7,5564 8,8801 10,4127 11,9956 13,5002 14,8599 16,0185 16,8738 17,3074 17,2732 16,8513 16,1976 15,4229 14,5299 13,4664 12,2164 10,8205 9,3304 7,7784 6,2003 4,6747 3,3141 2,1841 1,2298 0,2962 -0,7865 -2,1073 -3,6116 -5,1287 -6,4784 -7,5659 -8,4059 -9,0650 -9,5868 -9,9924 -10,3216 -10,6206 -10,9005 -11,1579 -11,4398 -11,8401 -12,3937 -12,9826 -13,3582 -13,2797 -12,6432 -11,4828 -9,8885 -7,9590 -5,8052 -3,5525 -1,3195 0,8085 2,7887 4,6111 6,2809 7,8015 9,1762 10,4336 11,6458 12,9020 14,2692 15,7802 17,4335 19,1804 20,9025 22,3947 23,4089 23,7595 23,4292 22,6087 21,6314 20,8275 20,3960 20,3687 20,6318 20,9570 21,0736 20,8058 20,1700 19,3275 18,4584 17,6912 17,0960 16,6801 16,3794 16,0761 15,6412 14,9527 13,9066 12,4685 10,7275 8,8880 7,1957 5,8406 4,9061 4,4054 4,3277 4,6299 5,2305 6,0370 6,9484 7,8374 8,5881 9,1626 9,5883 9,8690 9,9331 9,6813 9,0799 8,1986 7,1551 6,0467 4,9706 4,0608 3,4238 3,0666 2,9285 2,9434 3,0502 3,1959 3,3575 3,5305 3,6740 3,7019 3,5574 3,2786 2,9706 2,7163 2,5322 2,4179 2,4058 2,5178 2,6909 2,7892 2,7006 2,4148 2,0004 1,5291 1,0486 0,6373 0,4298 0,5285 0,9079 1,4357 1,9676 2,4225 2,7917 3,0982 3,3677 3,6402 3,9867 4,4979 5,2403 6,2123 7,3533 8,5989 9,9098 11,2565 12,6080 13,9297 15,1813 16,3181 17,3129 18,2028 19,0967 20,0857 21,1227 22,0079 22,5247 22,5835 22,2369 21,6067 20,8148 19,9624 19,1572 18,5005 18,0020 17,5490 17,0230 16,4290 15,8853 15,5229 15,4166 15,5699 15,9233 16,3963 16,9569 17,6598 18,5825 19,6876 20,7639 21,5487 21,9059 21,8763 21,5926 21,1747 20,6980 20,2176 19,7636 19,2959 18,6958 17,8459 16,7429 15,5227 14,3556 13,3199 12,3569 11,3100 10,0232 8,4556 6,7151 4,9801 3,4063 2,1099 1,1993 0,7782 0,9013 1,5095 2,3997 3,2823 3,9068 4,1662 4,1112 3,8780 3,6098 3,4203 3,3665 3,3982 3,3596 3,0929 2,5585 1,8668 1,2104 0,7628 0,6374 0,9342 1,7802 3,2765 5,3985 7,9664 10,7172 13,3978 15,8021 17,7733 19,1989 20,0104 20,2217 19,9910 19,6025 19,3308 19,3170 19,5458 19,8986 20,2370 20,4738 20,6000 20,6652 20,7396 20,8845 21,1361 21,4949 21,9495 22,5261 23,2737 24,1583 25,0185 25,6792 26,0719 26,2299 26,2220 26,1104 25,9340 25,7080 25,4357 25,1095 24,6971 24,1343 23,3621 22,3987 21,3749 20,4736 19,8366 19,5355 19,6018 20,0452 20,8067 21,7109 22,5206 23,0700 23,3560 23,4948 23,5906 23,6655 23,6819 23,5704 23,2428 22,6169 21,6775 20,5314 19,3711 18,3639 17,5905 17,0716 16,8076 16,7749 16,9045 17,0785 17,1670 17,1088 16,9560 16,8155 16,7725 16,8754 17,1371 17,5294 18,0113 18,5586 19,1477 19,7241 20,1783 20,3438 20,0628 19,2949 18,1662 16,9235 15,8471 15,1567 14,9360 15,1188 15,5488 16,0662 16,5625 16,9837 17,3148 17,5537 17,6697 17,6047 17,3434 16,9624 16,5921 16,3451 16,2767 16,3902 16,6771 17,1585 17,8716 18,8033 19,8671 20,9702 22,0853 23,2506 24,5294 25,9490 27,4284 28,7495 29,6368 29,9157 29,6184 28,9602 28,2273 27,6519 27,3447 27,3047 27,4628 27,7284 28,0402 28,3948 28,8158 29,2931 29,7776 30,2350 30,6778 31,1391 31,6190 32,0680 32,4287 32,6560 32,6908 32,4681 31,9848 31,3389 30,6774 30,0856 29,5297 28,9012 28,1045 27,1164 25,9972 24,8538 23,7728 22,7749 21,8405 20,9729 20,2052 19,5317 18,8510 17,9959 16,8305 15,3366 13,6376 11,9517 10,4795 9,3020 8,3783 7,6049 6,8674 6,0767 5,1948 4,2390 3,2656 2,3468 1,5684 1,0380 0,8636 1,0878 1,6117 2,1870 2,5220 2,4236 1,8801 1,0688 0,2942 -0,1427 -0,0749 0,5037 1,5322 2,9748 4,7953 6,8843 9,0649 11,1445 12,9545 14,3954 15,4668 16,2430 16,8376 17,3917 18,0321 18,7790 19,5122 20,0809 20,4490 20,6980 20,9121 21,1339 21,4236 21,8845 22,5878 23,4781 24,3720 25,0549 25,3863 25,3234 24,8714 24,0511 22,9117 21,5298 19,9864 18,3618 16,7290 15,1112 13,4494 11,6435 9,6277 7,4124 5,0958 2,8502 0,8762 -0,6682 -1,7231 -2,3356 -2,6420 -2,8418 -3,1498 -3,7344 -4,6593 -5,8554 -7,1579 -8,3815 -9,3680 -10,0271 -10,3801 -10,5133 -10,4630 -10,1930 -9,6767 -8,9614 -8,1661 -7,4422 -6,9107 -6,6072 -6,4964 -6,5397 -6,7212 -7,0212 -7,3978 -7,7992 -8,1910 -8,5605 -8,8910 -9,1465 -9,2635 -9,1451 -8,7069 -7,9455 -6,9457 -5,8382 -4,7626 -3,8270 -3,0701 -2,4771
Fz    -2,3404 -1,9827 -1,6244 -1,2988 -1,0422 -0,8886 -0,8692 -1,0030 -1,2710 -1,5998 -1,8804 -2,0202 -1,9936 -1,8450 -1,6513 -1,4784 -1,3461 -1,2125 -1,0007 -0,6613 -0,2187 0,2503 0,6823 1,0673 1,4339 1,8115 2,2018 2,5694 2,8548 3,0126 3,0495 3,0167 2,9688 2,9331 2,8995 2,8270 2,6742 2,4292 2,1035 1,7026 1,2171 0,6423 -0,0051 -0,6899 -1,3661 -1,9784 -2,4667 -2,7855 -2,9239 -2,9035 -2,7695 -2,5873 -2,4158 -2,2679 -2,1151 -1,9390 -1,7636 -1,6244 -1,5209 -1,4206 -1,3034 -1,1868 -1,1051 -1,0725 -1,0760 -1,1011 -1,1460 -1,2064 -1,2632 -1,3018 -1,3367 -1,4082 -1,5513 -1,7602 -1,9733 -2,0977 -2,0614 -1,8559 -1,5407 -1,2095 -0,9374 -0,7487 -0,6255 -0,5334 -0,4292 -0,2576 0,0373 0,4831 1,0640 1,7335 2,4353 3,1209 3,7573 4,3211 4,7796 5,0804 5,1710 5,0366 4,7210 4,3108 3,8881 3,4913 3,1189 2,7635 2,4311 2,1264 1,8353 1,5302 1,1951 0,8418 0,4915 0,1512 -0,1859 -0,5304 -0,8874 -1,2389 -1,5428 -1,7622 -1,8948 -1,9761 -2,0563 -2,1715 -2,3321 -2,5226 -2,7080 -2,8511 -2,9385 -2,9957 -3,0701 -3,1777 -3,2591 -3,1999 -2,9133 -2,4021 -1,7390 -1,0046 -0,2563 0,4682 1,1487 1,7860 2,3940 2,9840 3,5642 4,1443 4,7285 5,3085 5,8747 6,4315 6,9923 7,5718 8,1927 8,8828 9,6537 10,4771 11,2742 11,9296 12,3364 12,4475 12,2974 11,9816 11,6165 11,3095 11,1400 11,1372 11,2609 11,4207 11,5369 11,5879 11,5994 11,6125 11,6680 11,7978 12,0103 12,2802 12,5545 12,7711 12,8635 12,7656 12,4403 11,9126 11,2713 10,6381 10,1205 9,7810 9,6404 9,6910 9,8967 10,2026 10,5577 10,9117 11,1996 11,3636 11,3925 11,3141 11,1496 10,8876 10,5010 9,9780 9,3313 8,5865 7,7761 6,9577 6,2215 5,6529 5,2875 5,1060 5,0526 5,0516 5,0268 4,9331 4,7756 4,5839 4,3721 4,1397 3,9023 3,6952 3,5415 3,4346 3,3584 3,3041 3,2582 3,1874 3,0397 2,7670 2,3557 1,8357 1,2556 0,6576 0,0842 -0,4069 -0,7588 -0,9485 -0,9951 -0,9414 -0,8287 -0,6846 -0,5301 -0,3866 -0,2655 -0,1586 -0,0421 0,1151 0,3432 0,6672 1,1075 1,6677 2,3165 2,9896 3,6165 4,1514 4,5832 4,9300 5,2375 5,5693 5,9756 6,4554 6,9485 7,3744 7,6759 7,8271 7,8281 7,7081 7,5254 7,3531 7,2427 7,1851 7,1169 6,9789 6,7725 6,5638 6,4428 6,4718 6,6551 6,9417 7,2572 7,5522 7,8302 8,1216 8,4241 8,6781 8,8129 8,7995 8,6530 8,4000 8,0524 7,6152 7,1095 6,5724 6,0274 5,4622 4,8499 4,1939 3,5447 2,9665 2,4854 2,0643 1,6242 1,0987 0,4797 -0,1838 -0,8246 -1,3920 -1,8493 -2,1489 -2,2288 -2,0432 -1,6057 -1,0105 -0,4064 0,0701 0,3570 0,4859 0,5461 0,6315 0,8111 1,1134 1,4976 1,8482 2,0251 1,9420 1,6102 1,1191 0,5785 0,0831 -0,2846 -0,4500 -0,3615 -0,0085 0,5710 1,3067 2,1278 2,9800 3,8168 4,5822 5,2126 5,6635 5,9509 6,1587 6,3916 6,7170 7,1453 7,6390 8,1304 8,5473 8,8492 9,0514 9,2126 9,3922 9,6122 9,8526 10,0827 10,2995 10,5251 10,7608 10,9659 11,0983 11,1565 11,1749 11,2004 11,2745 11,4146 11,6003 11,7859 11,9256 11,9798 11,9063 11,6707 11,2823 10,8106 10,3542 9,9914 9,7540 9,6369 9,6191 9,6624 9,7011 9,6670 9,5355 9,3450 9,1657 9,0428 8,9685 8,8981 8,7802 8,5818 8,2900 7,9017 7,4234 6,8808 6,3180 5,7916 5,3612 5,0725 4,9331 4,9033 4,9125 4,8890 4,7986 4,6627 4,5359 4,4723 4,5062 4,6387 4,8342 5,0425 5,2247 5,3594 5,4353 5,4351 5,3230 5,0582 4,6316 4,0875 3,5182 3,0399 2,7553 2,7117 2,8790 3,1671 3,4716 3,7177 3,8755 3,9525 3,9764 3,9699 3,9395 3,8938 3,8623 3,8885 4,0068 4,2267 4,5337 4,9098 5,3512 5,8593 6,4183 6,9965 7,5776 8,1764 8,8252 9,5546 10,3704 11,2217 11,9893 12,5302 12,7558 12,6819 12,4161 12,1042 11,8691 11,7703 11,8026 11,9205 12,0725 12,2328 12,4130 12,6434 12,9458 13,3183 13,7257 14,1109 14,4323 14,6810 14,8543 14,9321 14,8784 14,6556 14,2504 13,7022 13,1074 12,5764 12,1658 11,8493 11,5537 11,2108 10,7854 10,2809 9,7298 9,1686 8,6190 8,0947 7,6231 7,2378 6,9375 6,6594 6,3054 5,8046 5,1546 4,4193 3,6996 3,0887 2,6302 2,3135 2,0930 1,9058 1,6893 1,4025 1,0370 0,6104 0,1492 -0,3134 -0,7238 -1,0100 -1,1166 -1,0473 -0,8765 -0,7175 -0,6696 -0,7700 -0,9719 -1,1644 -1,2282 -1,0936 -0,7570 -0,2478 0,4081 1,1778 2,0017 2,8143 3,5732 4,2591 4,8658 5,4005 5,8808 6,3300 6,7755 7,2348 7,6920 8,1021 8,4348 8,7085 8,9687 9,2443 9,5424 9,8779 10,2793 10,7534 11,2530 11,6939 12,0089 12,1874 12,2614 12,2570 12,1732 11,9980 11,7255 11,3640 10,9415 10,4966 10,0520 9,5947 9,0872 8,4980 7,8231 7,0875 6,3291 5,5843 4,8827 4,2522 3,7206 3,2947 2,9342 2,5581 2,0845 1,4714 0,7378 -0,0455 -0,7841 -1,3908 -1,8170 -2,0783 -2,2330 -2,3254 -2,3648 -2,3524 -2,3082 -2,2732 -2,2962 -2,4133 -2,6269 -2,9039 -3,2045 -3,5125 -3,8435 -4,2243 -4,6648 -5,1432 -5,6097 -6,0052 -6,2857 -6,4245 -6,3947 -6,1771 -5,7923 -5,3029 -4,7797 -4,2719 -3,8009 -3,3703 -2,9827
F3    -2,0071 -1,7037 -1,3756 -1,0423 -0,7316 -0,4842 -0,3536 -0,3842 -0,5773 -0,8729 -1,1681 -1,3696 -1,4464 -1,4338 -1,3930 -1,3707 -1,3693 -1,3317 -1,1689 -0,8241 -0,3182 0,2682 0,8552 1,4065 1,9233 2,4081 2,8405 3,1754 3,3588 3,3612 3,2078 2,9687 2,7184 2,5011 2,3137 2,1136 1,8571 1,5349 1,1657 0,7643 0,3268 -0,1548 -0,6746 -1,2133 -1,7479 -2,2522 -2,6938 -3,0373 -3,2522 -3,3170 -3,2329 -3,0383 -2,7857 -2,5013 -2,1883 -1,8688 -1,5956 -1,4068 -1,2856 -1,1831 -1,0745 -0,9800 -0,9357 -0,9536 -1,0164 -1,1070 -1,2229 -1,3576 -1,4873 -1,5887 -1,6660 -1,7517 -1,8828 -2,0656 -2,2491 -2,3353 -2,2355 -1,9283 -1,4764 -0,9881 -0,5538 -0,2068 0,0646 0,2827 0,4717 0,6714 0,9346 1,3024 1,7846 2,3610 2,9955 3,6471 4,2802 4,8656 5,3684 5,7375 5,9248 5,9200 5,7688 5,5507 5,3269 5,1061 4,8613 4,5749 4,2575 3,9263 3,5799 3,2043 2,7995 2,3915 2,0073 1,6452 1,2743 0,8553 0,3677 -0,1689 -0,7012 -1,1750 -1,5600 -1,8568 -2,0861 -2,2698 -2,4245 -2,5643 -2,6990 -2,8322 -2,9726 -3,1464 -3,3864 -3,6879 -3,9716 -4,1036 -3,9773 -3,5834 -2,9971 -2,3124 -1,6028 -0,9208 -0,2982 0,2668 0,8080 1,3670 1,9674 2,6079 3,2634 3,8950 4,4755 5,0141 5,5487 6,1192 6,7513 7,4532 8,2133 8,9961 9,7335 10,3287 10,6895 10,7769 10,6341 10,3694 10,1054 9,9354 9,9051 10,0061 10,1726 10,3030 10,3208 10,2265 10,0849 9,9742 9,9529 10,0476 10,2485 10,5095 10,7625 10,9356 10,9617 10,7854 10,3887 9,8174 9,1720 8,5698 8,1026 7,8165 7,7231 7,8130 8,0528 8,3879 8,7590 9,1056 9,3620 9,4818 9,4709 9,3748 9,2269 9,0192 8,7165 8,2901 7,7357 7,0677 6,3102 5,5118 4,7564 4,1312 3,6840 3,4147 3,2889 3,2513 3,2421 3,2271 3,2095 3,1973 3,1708 3,1009 2,9904 2,8755 2,7870 2,7255 2,6780 2,6402 2,6078 2,5541 2,4285 2,1827 1,8016 1,3113 0,7589 0,1920 -0,3364 -0,7620 -1,0312 -1,1271 -1,0680 -0,8919 -0,6418 -0,3586 -0,0813 0,1573 0,3449 0,4990 0,6580 0,8603 1,1280 1,4709 1,8989 2,4150 2,9952 3,5863 4,1302 4,5968 4,9930 5,3484 5,7049 6,1086 6,5895 7,1312 7,6640 8,1039 8,3956 8,5202 8,4883 8,3374 8,1287 7,9356 7,8117 7,7489 7,6778 7,5295 7,2996 7,0556 6,8901 6,8683 6,9980 7,2329 7,5088 7,7901 8,0917 8,4484 8,8526 9,2320 9,4965 9,5962 9,5352 9,3442 9,0511 8,6796 8,2629 7,8334 7,3921 6,8999 6,3123 5,6321 4,9271 4,2882 3,7624 3,3183 2,8680 2,3305 1,6878 0,9882 0,3050 -0,3019 -0,7883 -1,1023 -1,1787 -0,9681 -0,4819 0,1835 0,8702 1,4260 1,7703 1,9135 1,9269 1,8993 1,9121 2,0133 2,1813 2,3232 2,3325 2,1564 1,8216 1,4135 1,0318 0,7596 0,6659 0,8128 1,2382 1,9292 2,8168 3,8054 4,8098 5,7685 6,6342 7,3610 7,9037 8,2367 8,3845 8,4295 8,4728 8,5817 8,7633 8,9741 9,1515 9,2540 9,2910 9,3241 9,4317 9,6605 9,9978 10,3833 10,7592 11,1167 11,4892 11,8907 12,2811 12,6032 12,8319 12,9785 13,0720 13,1429 13,2093 13,2642 13,2805 13,2311 13,0959 12,8567 12,5082 12,0876 11,6811 11,3857 11,2579 11,2968 11,4661 11,7245 12,0235 12,2877 12,4304 12,4033 12,2275 11,9701 11,6880 11,3999 11,0976 10,7656 10,3898 9,9555 9,4500 8,8802 8,2796 7,6974 7,1882 6,8071 6,5953 6,5569 6,6508 6,8058 6,9446 7,0213 7,0438 7,0488 7,0669 7,1107 7,1715 7,2172 7,2104 7,1331 6,9901 6,7969 6,5630 6,2789 5,9238 5,4956 5,0349 4,6206 4,3476 4,2921 4,4767 4,8568 5,3423 5,8385 6,2777 6,6280 6,8870 7,0677 7,1744 7,1952 7,1262 6,9999 6,8767 6,8120 6,8335 6,9454 7,1491 7,4577 7,8800 8,3914 8,9372 9,4746 10,0027 10,5550 11,1735 11,8751 12,6150 13,2819 13,7455 13,9307 13,8603 13,6395 13,4029 13,2572 13,2457 13,3501 13,5158 13,6836 13,8195 13,9257 14,0275 14,1541 14,3260 14,5431 14,7823 15,0157 15,2214 15,3762 15,4530 15,4255 15,2684 14,9705 14,5552 14,0875 13,6481 13,2826 12,9777 12,6877 12,3726 12,0172 11,6296 11,2299 10,8317 10,4292 10,0103 9,5862 9,1937 8,8565 8,5483 8,1971 7,7307 7,1243 6,4196 5,7070 5,0779 4,5767 4,1901 3,8646 3,5343 3,1520 2,7071 2,2179 1,7096 1,1991 0,7037 0,2655 -0,0502 -0,1910 -0,1656 -0,0558 0,0201 -0,0327 -0,2381 -0,5318 -0,7825 -0,8518 -0,6612 -0,2136 0,4469 1,2798 2,2372 3,2429 4,2126 5,0851 5,8248 6,4161 6,8648 7,1950 7,4463 7,6757 7,9382 8,2458 8,5592 8,8354 9,0815 9,3433 9,6524 10,0089 10,4121 10,8753 11,3935 11,9130 12,3509 12,6477 12,7987 12,8345 12,7757 12,6151 12,3392 11,9492 11,4627 10,9103 10,3251 9,7217 9,0818 8,3695 7,5623 6,6710 5,7414 4,8404 4,0356 3,3793 2,9020 2,6074 2,4575 2,3645 2,2120 1,9021 1,3958 0,7274 -0,0160 -0,7321 -1,3346 -1,7801 -2,0880 -2,3173 -2,5130 -2,6823 -2,8120 -2,8937 -2,9386 -2,9804 -3,0568 -3,1847 -3,3544 -3,5495 -3,7660 -4,0140 -4,3057 -4,6418 -5,0051 -5,3585 -5,6505 -5,8343 -5,8749 -5,7426 -5,4242 -4,9466 -4,3699 -3,7596 -3,1707 -2,6428 -2,1982 -1,8493
F7    -1,7779 -1,5160 -1,2132 -0,8941 -0,5921 -0,3490 -0,2126 -0,2195 -0,3677 -0,6064 -0,8539 -1,0371 -1,1316 -1,1638 -1,1772 -1,2016 -1,2345 -1,2305 -1,1167 -0,8432 -0,4244 0,0701 0,5671 1,0314 1,4629 1,8631 2,2098 2,4609 2,5748 2,5378 2,3852 2,1919 2,0324 1,9393 1,8830 1,7914 1,6049 1,3160 0,9583 0,5683 0,1679 -0,2265 -0,5969 -0,9313 -1,2301 -1,4987 -1,7383 -1,9433 -2,1007 -2,1876 -2,1829 -2,0905 -1,9304 -1,7126 -1,4435 -1,1580 -0,9140 -0,7450 -0,6330 -0,5380 -0,4450 -0,3754 -0,3621 -0,4177 -0,5277 -0,6686 -0,8195 -0,9524 -1,0344 -1,0503 -1,0189 -0,9820 -0,9816 -1,0332 -1,1042 -1,1181 -0,9970 -0,7120 -0,3062 0,1280 0,5037 0,7830 0,9728 1,0948 1,1762 1,2583 1,3924 1,6184 1,9522 2,3862 2,8930 3,4328 3,9677 4,4679 4,9002 5,2176 5,3773 5,3720 5,2440 5,0648 4,8918 4,7372 4,5776 4,3893 4,1653 3,9009 3,5823 3,2018 2,7790 2,3569 1,9716 1,6266 1,2953 0,9378 0,5280 0,0761 -0,3765 -0,7826 -1,1111 -1,3579 -1,5390 -1,6710 -1,7687 -1,8568 -1,9666 -2,1233 -2,3472 -2,6666 -3,1111 -3,6704 -4,2548 -4,7094 -4,8946 -4,7674 -4,3816 -3,8243 -3,1732 -2,4928 -1,8316 -1,2106 -0,6208 -0,0393 0,5528 1,1629 1,7822 2,3855 2,9483 3,4729 3,9895 4,5350 5,1323 5,7850 6,4791 7,1845 7,8452 8,3778 8,6992 8,7782 8,6684 8,4856 8,3444 8,3113 8,4016 8,5879 8,8025 8,9539 8,9770 8,8774 8,7198 8,5780 8,5012 8,5068 8,5806 8,6777 8,7353 8,6943 8,5131 8,1719 7,6853 7,1121 6,5407 6,0550 5,7002 5,4774 5,3680 5,3538 5,4155 5,5323 5,6872 5,8606 6,0250 6,1594 6,2663 6,3572 6,4175 6,3964 6,2293 5,8720 5,3215 4,6141 3,8126 3,0034 2,2872 1,7417 1,3908 1,2131 1,1627 1,1807 1,2097 1,2179 1,2066 1,1853 1,1468 1,0802 0,9962 0,9237 0,8778 0,8441 0,8045 0,7658 0,7498 0,7605 0,7675 0,7218 0,5873 0,3572 0,0495 -0,3043 -0,6571 -0,9453 -1,1139 -1,1448 -1,0537 -0,8724 -0,6311 -0,3531 -0,0600 0,2253 0,4898 0,7418 1,0075 1,3137 1,6714 2,0761 2,5207 2,9989 3,4968 3,9908 4,4569 4,8833 5,2714 5,6328 5,9947 6,3964 6,8618 7,3661 7,8358 8,1926 8,3967 8,4510 8,3851 8,2399 8,0601 7,8947 7,7840 7,7276 7,6741 7,5651 7,3922 7,2060 7,0770 7,0504 7,1247 7,2588 7,4031 7,5386 7,6950 7,9220 8,2261 8,5422 8,7751 8,8649 8,8111 8,6502 8,4217 8,1572 7,8850 7,6194 7,3400 6,9964 6,5461 5,9955 5,4096 4,8766 4,4523 4,1218 3,8081 3,4265 2,9394 2,3683 1,7649 1,1793 0,6538 0,2393 0,0033 0,0071 0,2647 0,7181 1,2506 1,7323 2,0734 2,2529 2,3073 2,3012 2,3055 2,3703 2,4905 2,6017 2,6282 2,5354 2,3441 2,1137 1,9125 1,7976 1,8156 2,0102 2,4122 3,0200 3,7882 4,6417 5,5022 6,3099 7,0290 7,6378 8,1146 8,4402 8,6226 8,7091 8,7612 8,8160 8,8680 8,8822 8,8269 8,7014 8,5423 8,4107 8,3670 8,4481 8,6549 8,9575 9,3243 9,7474 10,2287 10,7331 11,1787 11,4888 11,6446 11,6833 11,6637 11,6367 11,6288 11,6349 11,6251 11,5609 11,4095 11,1517 10,7903 10,3665 9,9604 9,6509 9,4715 9,4065 9,4289 9,5316 9,7139 9,9445 10,1594 10,3031 10,3648 10,3703 10,3425 10,2828 10,1800 10,0193 9,7841 9,4569 9,0279 8,5120 7,9527 7,4020 6,9052 6,5033 6,2345 6,1164 6,1290 6,2169 6,3100 6,3629 6,3798 6,3922 6,4240 6,4829 6,5613 6,6344 6,6752 6,6765 6,6483 6,5996 6,5238 6,3944 6,1802 5,8743 5,5112 5,1629 4,9200 4,8591 5,0066 5,3260 5,7423 6,1782 6,5742 6,8889 7,1035 7,2218 7,2510 7,1865 7,0280 6,8049 6,5710 6,3791 6,2660 6,2565 6,3753 6,6451 7,0632 7,5781 8,1047 8,5727 8,9627 9,3054 9,6588 10,0685 10,5279 10,9679 11,2930 11,4397 11,4097 11,2615 11,0823 10,9542 10,9313 11,0302 11,2324 11,4953 11,7720 12,0279 12,2428 12,4093 12,5321 12,6249 12,7020 12,7736 12,8394 12,8845 12,8924 12,8533 12,7552 12,5812 12,3292 12,0281 11,7245 11,4469 11,1868 10,9176 10,6226 10,3061 9,9913 9,7037 9,4485 9,2032 8,9411 8,6662 8,4154 8,2186 8,0579 7,8649 7,5616 7,1109 6,5398 5,9243 5,3444 4,8429 4,4171 4,0354 3,6570 3,2533 2,8189 2,3662 1,9135 1,4770 1,0750 0,7402 0,5173 0,4350 0,4728 0,5559 0,5874 0,4892 0,2321 -0,1434 -0,5326 -0,8074 -0,8726 -0,6921 -0,2668 0,3928 1,2491 2,2156 3,1844 4,0689 4,8188 5,4181 5,8774 6,2186 6,4742 6,6995 6,9603 7,2851 7,6367 7,9533 8,2129 8,4391 8,6564 8,8710 9,0949 9,3554 9,6618 9,9748 10,2217 10,3462 10,3420 10,2399 10,0678 9,8324 9,5347 9,1815 8,7811 8,3396 7,8608 7,3413 6,7648 6,1101 5,3688 4,5588 3,7263 2,9375 2,2621 1,7553 1,4402 1,2987 1,2704 1,2617 1,1711 0,9240 0,5030 -0,0460 -0,6393 -1,1937 -1,6479 -1,9743 -2,1887 -2,3310 -2,4261 -2,4715 -2,4552 -2,3726 -2,2386 -2,0906 -1,9751 -1,9278 -1,9672 -2,0989 -2,3134 -2,5817 -2,8641 -3,1258 -3,3456 -3,5108 -3,6085 -3,6302 -3,5698 -3,4118 -3,1395 -2,7650 -2,3341 -1,9044 -1,5250 -1,2255 -1,0092 -0,8621
