Fp1   -0,5355 -0,7917 -0,9740 -1,0328 -0,9449 -0,7308 -0,4482 -0,1693 0,0415 0,1406 0,1143 -0,0063 -0,1515 -0,2515 -0,2733 -0,2193 -0,1093 0,0297 0,1630 0,2544 0,2776 0,2300 0,1357 0,0317 -0,0538 -0,1157 -0,1670 -0,2229 -0,2850 -0,3366 -0,3516 -0,3099 -0,2132 -0,0900 0,0240 0,1219 0,2313 0,3774 0,5520 0,7182 0,8345 0,8752 0,8392 0,7428 0,6085 0,4587 0,3187 0,2218 0,1970 0,2447 0,3380 0,4492 0,5635 0,6684 0,7383 0,7421 0,6665 0,5265 0,3490 0,1572 -0,0288 -0,1859 -0,2899 -0,3250 -0,2925 -0,2047 -0,0760 0,0736 0,2090 0,2893 0,2926 0,2268 0,1122 -0,0357 -0,2004 -0,3510 -0,4447 -0,4502 -0,3733 -0,2547 -0,1359 -0,0258 0,0962 0,2516 0,4377 0,6254 0,7809 0,8921 0,9776 1,0677 1,1785 1,2997 1,4011 1,4503 1,4320 1,3521 1,2286 1,0833 0,9403 0,8219 0,7341 0,6563 0,5509 0,3852 0,1522 -0,1214 -0,3929 -0,6366 -0,8581 -1,0799 -1,3202 -1,5812 -1,8530 -2,1232 -2,3855 -2,6353 -2,8563 -3,0188 -3,1032 -3,1209 -3,1095 -3,1109 -3,1463 -3,2009 -3,2280 -3,1691 -2,9791 -2,6488 -2,2109 -1,7208 -1,2310 -0,7796 -0,3936 -0,0912 0,1229 0,2568 0,3239 0,3393 0,3203 0,2865 0,2543 0,2347 0,2371 0,2746 0,3638 0,5214 0,7569 1,0686 1,4439 1,8608 2,2910 2,7047 3,0756 3,3785 3,5896 3,6979 3,7169 3,6764 3,6070 3,5338 3,4771 3,4500 3,4590 3,5077 3,5915 3,6904 3,7779 3,8431 3,8959 3,9504 4,0058 4,0486 4,0692 4,0737 4,0812 4,1109 4,1670 4,2343 4,2866 4,3019 4,2714 4,2017 4,1127 4,0318 3,9876 4,0027 4,0862 4,2284 4,4000 4,5645 4,6999 4,8106 4,9127 5,0104 5,0883 5,1199 5,0844 4,9846 4,8526 4,7364 4,6761 4,6883 4,7655 4,8829 5,0088 5,1147 5,1815 5,2071 5,2131 5,2314 5,2803 5,3527 5,4232 5,4617 5,4470 5,3737 5,2507 5,0972 4,9354 4,7783 4,6240 4,4651 4,2998 4,1347 3,9823 3,8578 3,7764 3,7525 3,7940 3,8954 4,0416 4,2184 4,4102 4,5917 4,7324 4,8138 4,8392 4,8270 4,7965 4,7610 4,7322 4,7215 4,7310 4,7488 4,7605 4,7659 4,7822 4,8316 4,9243 5,0495 5,1819 5,2966 5,3787 5,4232 5,4315 5,4096 5,3658 5,3106 5,2582 5,2241 5,2185 5,2391 5,2712 5,2945 5,2948 5,2688 5,2168 5,1353 5,0251 4,9068 4,8189 4,7960 4,8478 4,9595 5,1089 5,2784 5,4512 5,6034 5,7071 5,7468 5,7308 5,6831 5,6264 5,5764 5,5508 5,5676 5,6258 5,6935 5,7264 5,6987 5,6169 5,5076 5,3896 5,2561 5,0878 4,8828 4,6669 4,4747 4,3240 4,2160 4,1513 4,1365 4,1747 4,2548 4,3520 4,4362 4,4824 4,4800 4,4353 4,3635 4,2798 4,1950 4,1156 4,0403 3,9591 3,8652 3,7700 3,6971 3,6634 3,6668 3,6905 3,7162 3,7292 3,7156 3,6654 3,5821 3,4822 3,3905 3,3351 3,3333 3,3775 3,4426 3,5085 3,5695 3,6265 3,6782 3,7170 3,7296 3,7049 3,6436 3,5621 3,4852 3,4309 3,3961 3,3566 3,2797 3,1442 2,9581 2,7617 2,6046 2,5148 2,4869 2,4933 2,5039 2,5071 2,5145 2,5455 2,6098 2,6994 2,7892 2,8479 2,8561 2,8150 2,7405 2,6518 2,5643 2,4829 2,3993 2,2986 2,1721 2,0240 1,8711 1,7436 1,6792 1,7028 1,8078 1,9584 2,1120 2,2409 2,3343 2,3829 2,3712 2,2917 2,1601 2,0098 1,8723 1,7689 1,7178 1,7403 1,8523 2,0549 2,3321 2,6528 2,9778 3,2697 3,5002 3,6536 3,7286 3,7361 3,6945 3,6254 3,5432 3,4476 3,3277 3,1752 2,9893 2,7792 2,5674 2,3854 2,2556 2,1776 2,1350 2,1106 2,0937 2,0811 2,0768 2,0863 2,1108 2,1485 2,1948 2,2380 2,2592 2,2404 2,1742 2,0699 1,9502 1,8383 1,7440 1,6593 1,5714 1,4769 1,3795 1,2785 1,1712 1,0662 0,9905 0,9776 1,0475 1,1966 1,4014 1,6319 1,8611 2,0665 2,2315 2,3526 2,4375 2,4931 2,5193 2,5103 2,4568 2,3494 2,1855 1,9739 1,7349 1,4941 1,2719 1,0771 0,9148 0,7981 0,7473 0,7740 0,8691 1,0053 1,1492 1,2752 1,3703 1,4281 1,4441 1,4199 1,3670 1,3024 1,2393 1,1806 1,1161 1,0295 0,9165 0,7936 0,6836 0,5963 0,5210 0,4330 0,3069 0,1316 -0,0822 -0,3091 -0,5257 -0,7201 -0,8862 -1,0098 -1,0678 -1,0406 -0,9268 -0,7475 -0,5354 -0,3235 -0,1373 0,0089 0,1136 0,1830 0,2216 0,2255 0,1889 0,1180 0,0354 -0,0324 -0,0698 -0,0773 -0,0653 -0,0496 -0,0505 -0,0861 -0,1565 -0,2345 -0,2765 -0,2517 -0,1652 -0,0508 0,0563 0,1406 0,2072 0,2707 0,3405 0,4069 0,4393 0,4060 0,3010 0,1516 0,0024 -0,1070 -0,1576 -0,1540 -0,1198 -0,0865 -0,0803 -0,1147 -0,1912 -0,2996 -0,4181 -0,5235 -0,6010 -0,6478 -0,6721 -0,6883 -0,7079 -0,7340 -0,7639 -0,7929 -0,8165 -0,8271 -0,8129 -0,7678 -0,7022 -0,6373 -0,5903 -0,5715 -0,5888 -0,6457 -0,7331 -0,8285 -0,9055 -0,9436 -0,9370 -0,9008 -0,8676 -0,8651 -0,8911 -0,9162 -0,9133 -0,8848 -0,8574 -0,8551 -0,8818 -0,9283 -0,9919 -1,0837 -1,2156 -1,3778 -1,5318 -1,6307 -1,6494 -1,5981 -1,5083 -1,4082 -1,3102 -1,2200 -1,1553 -1,1436 -1,1969 -1,2991 -1,4180 -1,5235 -1,5985 -1,6418 -1,6559 -1,6359 -1,5801 -1,5075 -1,4540 -1,4474 -1,4858
Fz    0,5751 0,3247 0,1536 0,1126 0,2180 0,4348 0,6901 0,9034 1,0088 0,9630 0,7563 0,4327 0,0823 -0,2111 -0,4081 -0,5055 -0,5124 -0,4456 -0,3333 -0,2103 -0,1065 -0,0395 -0,0109 -0,0113 -0,0303 -0,0642 -0,1177 -0,1960 -0,2923 -0,3853 -0,4515 -0,4767 -0,4659 -0,4462 -0,4460 -0,4554 -0,4245 -0,3140 -0,1332 0,0692 0,2351 0,3220 0,3161 0,2310 0,1018 -0,0281 -0,1221 -0,1549 -0,1155 -0,0166 0,1121 0,2468 0,3747 0,4793 0,5302 0,4948 0,3575 0,1277 -0,1695 -0,4990 -0,8141 -1,0609 -1,1940 -1,1972 -1,0924 -0,9238 -0,7311 -0,5438 -0,3909 -0,2980 -0,2650 -0,2602 -0,2550 -0,2581 -0,3010 -0,3936 -0,5019 -0,5736 -0,5823 -0,5403 -0,4731 -0,3905 -0,2836 -0,1412 0,0328 0,2155 0,3806 0,5219 0,6593 0,8178 1,0036 1,1993 1,3748 1,4994 1,5509 1,5175 1,3958 1,1946 0,9413 0,6724 0,4101 0,1509 -0,1214 -0,4216 -0,7546 -1,1094 -1,4657 -1,8105 -2,1455 -2,4767 -2,8046 -3,1249 -3,4332 -3,7300 -4,0237 -4,3235 -4,6207 -4,8813 -5,0709 -5,1846 -5,2525 -5,3178 -5,4026 -5,4826 -5,4949 -5,3687 -5,0579 -4,5640 -3,9371 -3,2550 -2,5943 -2,0120 -1,5428 -1,1997 -0,9743 -0,8391 -0,7555 -0,6868 -0,6096 -0,5200 -0,4261 -0,3331 -0,2331 -0,1068 0,0702 0,3184 0,6467 1,0497 1,5124 2,0135 2,5296 3,0397 3,5247 3,9576 4,3034 4,5345 4,6471 4,6627 4,6201 4,5672 4,5513 4,6019 4,7193 4,8810 5,0572 5,2199 5,3481 5,4358 5,4954 5,5439 5,5853 5,6077 5,5981 5,5599 5,5162 5,4937 5,4991 5,5120 5,5005 5,4432 5,3363 5,1910 5,0305 4,8892 4,8056 4,8096 4,9096 5,0872 5,3033 5,5133 5,6872 5,8202 5,9253 6,0115 6,0710 6,0828 6,0303 5,9189 5,7808 5,6596 5,5883 5,5789 5,6260 5,7091 5,7923 5,8351 5,8101 5,7190 5,5919 5,4652 5,3589 5,2735 5,1973 5,1122 5,0017 4,8613 4,7051 4,5628 4,4632 4,4127 4,3921 4,3755 4,3447 4,2905 4,2147 4,1320 4,0650 4,0358 4,0615 4,1522 4,3101 4,5270 4,7784 5,0237 5,2220 5,3523 5,4210 5,4526 5,4749 5,5094 5,5696 5,6592 5,7670 5,8671 5,9338 5,9596 5,9606 5,9652 5,9939 6,0485 6,1177 6,1889 6,2540 6,3105 6,3592 6,3995 6,4272 6,4393 6,4380 6,4255 6,3981 6,3481 6,2710 6,1681 6,0480 5,9237 5,8020 5,6784 5,5510 5,4354 5,3595 5,3483 5,4132 5,5504 5,7484 5,9965 6,2854 6,5974 6,9023 7,1707 7,3908 7,5674 7,7082 7,8154 7,8943 7,9574 8,0079 8,0276 7,9899 7,8850 7,7329 7,5688 7,4145 7,2615 7,0881 6,8900 6,6892 6,5134 6,3748 6,2710 6,1994 6,1648 6,1722 6,2193 6,2976 6,3971 6,5079 6,6222 6,7299 6,8114 6,8399 6,7978 6,6900 6,5384 6,3670 6,1977 6,0518 5,9451 5,8834 5,8683 5,9029 5,9866 6,1034 6,2210 6,3071 6,3459 6,3420 6,3150 6,2892 6,2794 6,2843 6,2985 6,3260 6,3753 6,4494 6,5410 6,6308 6,6865 6,6756 6,5846 6,4302 6,2508 6,0794 5,9187 5,7419 5,5165 5,2276 4,8909 4,5512 4,2642 4,0708 3,9846 3,9933 4,0710 4,1945 4,3463 4,5071 4,6533 4,7624 4,8118 4,7838 4,6796 4,5242 4,3523 4,1942 4,0654 3,9609 3,8596 3,7411 3,6011 3,4541 3,3278 3,2559 3,2667 3,3670 3,5340 3,7257 3,9056 4,0579 4,1808 4,2725 4,3268 4,3411 4,3210 4,2743 4,2039 4,1120 4,0154 3,9538 3,9788 4,1313 4,4232 4,8316 5,3066 5,7854 6,2026 6,5029 6,6583 6,6764 6,5902 6,4394 6,2547 6,0504 5,8270 5,5803 5,3083 5,0166 4,7251 4,4669 4,2750 4,1659 4,1366 4,1706 4,2458 4,3415 4,4425 4,5368 4,6102 4,6487 4,6416 4,5832 4,4711 4,3046 4,0832 3,8118 3,5079 3,1995 2,9106 2,6493 2,4138 2,2080 2,0395 1,9067 1,7998 1,7176 1,6740 1,6870 1,7651 1,9060 2,0998 2,3336 2,5925 2,8570 3,1045 3,3198 3,4973 3,6337 3,7226 3,7583 3,7400 3,6739 3,5680 3,4264 3,2509 3,0482 2,8264 2,5902 2,3482 2,1208 1,9347 1,8084 1,7449 1,7310 1,7441 1,7655 1,7869 1,8041 1,8096 1,7972 1,7716 1,7498 1,7529 1,7905 1,8490 1,8959 1,9045 1,8711 1,8051 1,7117 1,5862 1,4181 1,1984 0,9279 0,6207 0,3013 -0,0024 -0,2637 -0,4556 -0,5503 -0,5263 -0,3782 -0,1249 0,1888 0,5015 0,7531 0,9083 0,9674 0,9546 0,8963 0,8074 0,6880 0,5349 0,3575 0,1811 0,0348 -0,0617 -0,1043 -0,1015 -0,0695 -0,0270 0,0141 0,0586 0,1291 0,2521 0,4350 0,6513 0,8521 0,9974 1,0751 1,0986 1,0920 1,0732 1,0387 0,9649 0,8323 0,6492 0,4511 0,2835 0,1863 0,1838 0,2780 0,4470 0,6493 0,8348 0,9601 1,0017 0,9650 0,8800 0,7838 0,7036 0,6497 0,6135 0,5735 0,5078 0,4052 0,2693 0,1172 -0,0288 -0,1468 -0,2201 -0,2463 -0,2447 -0,2454 -0,2691 -0,3213 -0,4015 -0,5079 -0,6343 -0,7688 -0,8965 -1,0029 -1,0780 -1,1233 -1,1561 -1,1948 -1,2352 -1,2503 -1,2189 -1,1505 -1,0788 -1,0366 -1,0386 -1,0850 -1,1758 -1,3181 -1,5126 -1,7326 -1,9217 -2,0173 -1,9831 -1,8258 -1,5883 -1,3267 -1,0878 -0,9019 -0,7904 -0,7679 -0,8309 -0,9552 -1,1103 -1,2721 -1,4253 -1,5616 -1,6713 -1,7379 -1,7490 -1,7141 -1,6628 -1,6210 -1,5972
F3    -0,1337 -0,4707 -0,7375 -0,8690 -0,8287 -0,6355 -0,3568 -0,0768 0,1330 0,2264 0,1900 0,0538 -0,1159 -0,2521 -0,3178 -0,3032 -0,2111 -0,0539 0,1422 0,3380 0,4904 0,5697 0,5722 0,5155 0,4217 0,3058 0,1750 0,0371 -0,0898 -0,1784 -0,2061 -0,1687 -0,0859 0,0021 0,0568 0,0748 0,0900 0,1358 0,2155 0,3053 0,3717 0,3892 0,3492 0,2579 0,1331 0,0010 -0,1075 -0,1605 -0,1389 -0,0543 0,0588 0,1717 0,2721 0,3473 0,3710 0,3126 0,1619 -0,0621 -0,3252 -0,5930 -0,8324 -1,0111 -1,1043 -1,1063 -1,0374 -0,9343 -0,8300 -0,7443 -0,6903 -0,6791 -0,7096 -0,7646 -0,8314 -0,9178 -1,0377 -1,1830 -1,3155 -1,3890 -1,3848 -1,3246 -1,2443 -1,1593 -1,0610 -0,9373 -0,7929 -0,6491 -0,5269 -0,4265 -0,3238 -0,1871 -0,0001 0,2273 0,4615 0,6610 0,7946 0,8479 0,8195 0,7198 0,5733 0,4111 0,2493 0,0760 -0,1388 -0,4205 -0,7712 -1,1629 -1,5544 -1,9197 -2,2580 -2,5809 -2,8980 -3,2144 -3,5318 -3,8523 -4,1799 -4,5146 -4,8389 -5,1161 -5,3153 -5,4358 -5,5067 -5,5643 -5,6245 -5,6651 -5,6338 -5,4738 -5,1513 -4,6732 -4,0881 -3,4659 -2,8686 -2,3341 -1,8823 -1,5247 -1,2658 -1,0988 -1,0063 -0,9644 -0,9491 -0,9426 -0,9356 -0,9207 -0,8845 -0,8057 -0,6595 -0,4244 -0,0888 0,3434 0,8518 1,4050 1,9693 2,5128 3,0051 3,4131 3,7042 3,8622 3,8999 3,8543 3,7687 3,6838 3,6332 3,6351 3,6889 3,7846 3,9106 4,0537 4,2001 4,3450 4,4977 4,6678 4,8482 5,0163 5,1514 5,2498 5,3275 5,4066 5,4952 5,5772 5,6222 5,6057 5,5215 5,3831 5,2173 5,0586 4,9428 4,8986 4,9370 5,0485 5,2076 5,3829 5,5487 5,6916 5,8067 5,8871 5,9183 5,8825 5,7696 5,5926 5,3926 5,2237 5,1273 5,1193 5,1940 5,3325 5,5071 5,6863 5,8408 5,9530 6,0215 6,0519 6,0456 5,9994 5,9077 5,7628 5,5593 5,3041 5,0196 4,7386 4,4901 4,2830 4,1049 3,9381 3,7729 3,6093 3,4531 3,3155 3,2131 3,1660 3,1923 3,3002 3,4878 3,7447 4,0440 4,3374 4,5710 4,7143 4,7746 4,7877 4,7966 4,8351 4,9211 5,0552 5,2188 5,3790 5,5046 5,5864 5,6421 5,7011 5,7827 5,8837 5,9877 6,0792 6,1499 6,1962 6,2182 6,2183 6,2009 6,1718 6,1410 6,1179 6,1049 6,0949 6,0752 6,0334 5,9640 5,8722 5,7679 5,6570 5,5466 5,4564 5,4166 5,4493 5,5515 5,6974 5,8569 6,0107 6,1516 6,2737 6,3674 6,4294 6,4734 6,5246 6,6013 6,7056 6,8333 6,9791 7,1256 7,2366 7,2751 7,2289 7,1193 6,9833 6,8440 6,6946 6,5141 6,2984 6,0707 5,8641 5,7004 5,5859 5,5216 5,5107 5,5529 5,6346 5,7290 5,8051 5,8373 5,8142 5,7400 5,6262 5,4835 5,3206 5,1474 4,9709 4,7933 4,6198 4,4668 4,3533 4,2870 4,2640 4,2760 4,3172 4,3800 4,4503 4,5135 4,5637 4,6047 4,6452 4,6960 4,7590 4,8196 4,8581 4,8683 4,8591 4,8413 4,8166 4,7742 4,6967 4,5760 4,4283 4,2892 4,1924 4,1473 4,1317 4,1025 4,0155 3,8446 3,5976 3,3162 3,0536 2,8477 2,7110 2,6348 2,6025 2,6046 2,6407 2,7079 2,7948 2,8844 2,9557 2,9877 2,9721 2,9175 2,8402 2,7533 2,6622 2,5637 2,4498 2,3161 2,1672 2,0148 1,8749 1,7684 1,7184 1,7381 1,8185 1,9315 2,0479 2,1553 2,2556 2,3472 2,4152 2,4450 2,4386 2,4134 2,3856 2,3651 2,3701 2,4335 2,5901 2,8573 3,2259 3,6605 4,1084 4,5125 4,8211 4,9991 5,0367 4,9498 4,7700 4,5342 4,2742 4,0081 3,7426 3,4790 3,2151 2,9485 2,6879 2,4600 2,2945 2,2024 2,1743 2,1931 2,2415 2,3053 2,3752 2,4444 2,5040 2,5439 2,5544 2,5262 2,4511 2,3239 2,1439 1,9188 1,6707 1,4318 1,2307 1,0762 0,9600 0,8708 0,7997 0,7341 0,6622 0,5853 0,5230 0,5013 0,5379 0,6367 0,7908 0,9876 1,2113 1,4393 1,6472 1,8214 1,9599 2,0595 2,1123 2,1112 2,0539 1,9419 1,7822 1,5869 1,3739 1,1635 0,9706 0,7974 0,6427 0,5143 0,4284 0,3948 0,4072 0,4445 0,4795 0,4937 0,4843 0,4584 0,4229 0,3819 0,3406 0,3067 0,2863 0,2802 0,2772 0,2589 0,2161 0,1597 0,1075 0,0643 0,0172 -0,0555 -0,1706 -0,3315 -0,5261 -0,7318 -0,9265 -1,0962 -1,2301 -1,3137 -1,3288 -1,2606 -1,1082 -0,8901 -0,6421 -0,4071 -0,2205 -0,0978 -0,0327 -0,0077 -0,0108 -0,0447 -0,1202 -0,2403 -0,3921 -0,5524 -0,6996 -0,8235 -0,9253 -1,0129 -1,0960 -1,1785 -1,2490 -1,2795 -1,2413 -1,1295 -0,9751 -0,8267 -0,7180 -0,6515 -0,6065 -0,5576 -0,4910 -0,4152 -0,3599 -0,3563 -0,4123 -0,5079 -0,6085 -0,6811 -0,7059 -0,6817 -0,6258 -0,5664 -0,5293 -0,5284 -0,5657 -0,6309 -0,7048 -0,7717 -0,8278 -0,8792 -0,9376 -1,0143 -1,1136 -1,2296 -1,3480 -1,4508 -1,5230 -1,5564 -1,5506 -1,5150 -1,4692 -1,4344 -1,4249 -1,4504 -1,5189 -1,6309 -1,7712 -1,9122 -2,0277 -2,1013 -2,1288 -2,1205 -2,1022 -2,0989 -2,1136 -2,1264 -2,1163 -2,0838 -2,0525 -2,0515 -2,0976 -2,1934 -2,3383 -2,5345 -2,7770 -3,0368 -3,2601 -3,3911 -3,4021 -3,3053 -3,1417 -2,9574 -2,7859 -2,6476 -2,5613 -2,5466 -2,6066 -2,7208 -2,8564 -2,9805 -3,0669 -3,0992 -3,0669 -2,9635 -2,7993 -2,6119 -2,4538 -2,3642 -2,3499
F7    -1,0099 -1,0800 -1,1235 -1,1112 -1,0215 -0,8644 -0,6811 -0,5191 -0,4082 -0,3524 -0,3371 -0,3380 -0,3272 -0,2836 -0,2016 -0,0898 0,0356 0,1526 0,2376 0,2761 0,2708 0,2371 0,1925 0,1520 0,1300 0,1365 0,1686 0,2089 0,2430 0,2744 0,3189 0,3875 0,4755 0,5608 0,6143 0,6238 0,6030 0,5762 0,5551 0,5309 0,4859 0,4116 0,3146 0,2101 0,1147 0,0443 0,0097 0,0148 0,0573 0,1240 0,1926 0,2457 0,2793 0,2941 0,2814 0,2238 0,1123 -0,0445 -0,2283 -0,4230 -0,6155 -0,7907 -0,9310 -1,0211 -1,0537 -1,0308 -0,9618 -0,8637 -0,7584 -0,6666 -0,6024 -0,5734 -0,5850 -0,6401 -0,7332 -0,8445 -0,9392 -0,9839 -0,9685 -0,9121 -0,8413 -0,7679 -0,6916 -0,6181 -0,5645 -0,5459 -0,5585 -0,5731 -0,5478 -0,4523 -0,2861 -0,0774 0,1317 0,3033 0,4162 0,4667 0,4595 0,4036 0,3157 0,2184 0,1246 0,0229 -0,1164 -0,3202 -0,5919 -0,9078 -1,2324 -1,5417 -1,8330 -2,1151 -2,3972 -2,6854 -2,9828 -3,2890 -3,5983 -3,8965 -4,1579 -4,3521 -4,4608 -4,4900 -4,4644 -4,4140 -4,3616 -4,3106 -4,2389 -4,1085 -3,8873 -3,5685 -3,1759 -2,7508 -2,3315 -1,9419 -1,5951 -1,2996 -1,0585 -0,8680 -0,7189 -0,6006 -0,5043 -0,4239 -0,3533 -0,2837 -0,2034 -0,1006 0,0361 0,2172 0,4497 0,7331 1,0575 1,4057 1,7573 2,0946 2,4045 2,6727 2,8821 3,0218 3,0991 3,1374 3,1618 3,1876 3,2170 3,2447 3,2657 3,2804 3,2926 3,3033 3,3096 3,3111 3,3125 3,3183 3,3289 3,3426 3,3592 3,3817 3,4171 3,4700 3,5320 3,5793 3,5843 3,5319 3,4296 3,3057 3,1942 3,1207 3,0994 3,1363 3,2283 3,3621 3,5170 3,6711 3,8110 3,9366 4,0534 4,1552 4,2185 4,2128 4,1195 3,9455 3,7239 3,4992 3,3071 3,1654 3,0759 3,0302 3,0139 3,0113 3,0093 3,0022 2,9957 3,0012 3,0208 3,0402 3,0344 2,9810 2,8728 2,7207 2,5436 2,3591 2,1766 1,9930 1,7985 1,5904 1,3802 1,1884 1,0349 0,9321 0,8849 0,8947 0,9593 1,0711 1,2220 1,4065 1,6123 1,8113 1,9726 2,0854 2,1638 2,2307 2,3027 2,3861 2,4837 2,5981 2,7247 2,8472 2,9477 3,0258 3,1013 3,1959 3,3140 3,4417 3,5579 3,6466 3,7014 3,7234 3,7195 3,6999 3,6747 3,6525 3,6432 3,6561 3,6917 3,7369 3,7686 3,7636 3,7095 3,6108 3,4837 3,3450 3,2092 3,0945 3,0226 3,0074 3,0478 3,1300 3,2342 3,3396 3,4251 3,4720 3,4683 3,4183 3,3433 3,2735 3,2345 3,2398 3,2911 3,3788 3,4782 3,5526 3,5715 3,5286 3,4447 3,3513 3,2668 3,1851 3,0901 2,9800 2,8713 2,7822 2,7183 2,6771 2,6613 2,6823 2,7519 2,8675 3,0033 3,1146 3,1585 3,1182 3,0081 2,8584 2,6957 2,5367 2,3904 2,2581 2,1333 2,0116 1,8981 1,8044 1,7413 1,7138 1,7194 1,7502 1,7951 1,8430 1,8889 1,9365 1,9940 2,0685 2,1624 2,2657 2,3522 2,3926 2,3754 2,3137 2,2337 2,1593 2,1007 2,0557 2,0203 1,9956 1,9837 1,9812 1,9749 1,9444 1,8727 1,7525 1,5880 1,3958 1,2045 1,0446 0,9348 0,8769 0,8576 0,8566 0,8605 0,8703 0,8955 0,9436 1,0099 1,0720 1,0982 1,0674 0,9812 0,8594 0,7302 0,6200 0,5411 0,4827 0,4203 0,3366 0,2323 0,1235 0,0328 -0,0179 -0,0159 0,0390 0,1376 0,2656 0,4089 0,5539 0,6850 0,7864 0,8496 0,8799 0,8932 0,9038 0,9190 0,9495 1,0158 1,1398 1,3313 1,5820 1,8650 2,1416 2,3716 2,5193 2,5605 2,4910 2,3288 2,1106 1,8822 1,6836 1,5340 1,4304 1,3572 1,2962 1,2352 1,1774 1,1378 1,1250 1,1298 1,1347 1,1260 1,0934 1,0315 0,9467 0,8529 0,7609 0,6746 0,5927 0,5109 0,4222 0,3206 0,2068 0,0937 0,0012 -0,0555 -0,0757 -0,0720 -0,0609 -0,0538 -0,0603 -0,0932 -0,1602 -0,2485 -0,3234 -0,3436 -0,2839 -0,1455 0,0487 0,2677 0,4831 0,6725 0,8199 0,9201 0,9784 1,0023 0,9960 0,9621 0,9028 0,8195 0,7143 0,5929 0,4684 0,3570 0,2663 0,1907 0,1224 0,0663 0,0384 0,0488 0,0898 0,1404 0,1808 0,2036 0,2125 0,2112 0,1946 0,1524 0,0780 -0,0262 -0,1484 -0,2699 -0,3721 -0,4448 -0,4864 -0,4976 -0,4819 -0,4497 -0,4207 -0,4203 -0,4714 -0,5832 -0,7455 -0,9309 -1,1084 -1,2562 -1,3631 -1,4223 -1,4273 -1,3738 -1,2645 -1,1131 -0,9437 -0,7866 -0,6691 -0,6002 -0,5651 -0,5355 -0,4916 -0,4369 -0,3910 -0,3683 -0,3662 -0,3714 -0,3718 -0,3640 -0,3537 -0,3529 -0,3750 -0,4264 -0,4956 -0,5521 -0,5610 -0,5078 -0,4097 -0,3018 -0,2122 -0,1509 -0,1128 -0,0873 -0,0681 -0,0605 -0,0789 -0,1286 -0,1932 -0,2426 -0,2543 -0,2257 -0,1705 -0,1068 -0,0493 -0,0052 0,0251 0,0427 0,0466 0,0362 0,0147 -0,0142 -0,0469 -0,0794 -0,1128 -0,1556 -0,2151 -0,2879 -0,3649 -0,4382 -0,5002 -0,5395 -0,5469 -0,5267 -0,4983 -0,4821 -0,4882 -0,5182 -0,5720 -0,6474 -0,7356 -0,8203 -0,8844 -0,9160 -0,9124 -0,8861 -0,8647 -0,8740 -0,9165 -0,9726 -1,0216 -1,0589 -1,0934 -1,1333 -1,1783 -1,2261 -1,2836 -1,3698 -1,5023 -1,6762 -1,8557 -1,9919 -2,0546 -2,0498 -2,0094 -1,9654 -1,9315 -1,9047 -1,8820 -1,8674 -1,8665 -1,8806 -1,9070 -1,9390 -1,9675 -1,9804 -1,9608 -1,8924 -1,7749 -1,6328 -1,5042 -1,4167 -1,3716
