Fp1   -3,7204 -3,3276 -3,0956 -3,0878 -3,3913 -4,0928 -5,1850 -6,5259 -7,8882 -9,0232 -9,7165 -9,8633 -9,5158 -8,8356 -7,9960 -7,1469 -6,4135 -5,8416 -5,3434 -4,7497 -3,9185 -2,7979 -1,4306 0,0866 1,6613 3,2194 4,6534 5,7997 6,5166 6,7789 6,6823 6,3906 6,0988 5,9828 6,1122 6,3938 6,6302 6,6578 6,4360 6,0320 5,5477 5,0497 4,5408 4,0029 3,4757 3,0863 2,9929 3,2914 3,9547 4,8323 5,7049 6,3692 6,6970 6,6351 6,1815 5,3908 4,4050 3,4419 2,7039 2,2795 2,1154 2,0739 2,0280 1,9129 1,7032 1,3838 0,9613 0,4692 -0,0580 -0,5721 -0,9572 -1,0596 -0,8225 -0,3667 0,0834 0,3608 0,4560 0,4788 0,5326 0,6101 0,5916 0,3498 -0,1316 -0,7652 -1,4955 -2,3693 -3,4301 -4,5922 -5,6646 -6,4747 -6,9396 -7,0347 -6,7390 -6,0375 -4,9665 -3,6643 -2,3878 -1,4239 -0,9364 -0,9056 -1,1837 -1,5734 -1,9179 -2,1944 -2,5261 -3,0812 -3,9387 -5,0215 -6,1327 -7,0571 -7,6720 -8,0140 -8,2417 -8,5155 -8,9210 -9,4854 -10,2060 -11,0431 -11,9098 -12,6936 -13,2894 -13,6164 -13,6462 -13,4368 -13,1135 -12,8199 -12,6790 -12,7400 -12,9267 -13,0509 -12,8901 -12,2905 -11,2464 -9,8925 -8,4112 -6,9411 -5,5465 -4,2278 -2,9567 -1,7244 -0,5694 0,4368 1,2617 1,9963 2,8399 3,9626 5,3759 6,9097 8,2949 9,2913 9,7934 9,8808 9,7895 9,7934 10,0768 10,6758 11,4791 12,2690 12,8150 12,9888 12,8237 12,4849 12,1908 12,1185 12,2945 12,5425 12,5868 12,2488 11,5514 10,6511 9,7019 8,7987 8,0238 7,4669 7,1590 7,0276 6,9431 6,7861 6,4753 5,9886 5,3989 4,8559 4,4670 4,1811 3,8206 3,2241 2,3610 1,3551 0,4217 -0,2528 -0,6053 -0,7007 -0,6680 -0,6112 -0,5501 -0,4541 -0,3406 -0,3164 -0,4915 -0,8589 -1,2706 -1,5141 -1,4123 -0,9073 -0,0936 0,8243 1,6215 2,1404 2,3439 2,3104 2,1837 2,1001 2,1227 2,2161 2,2704 2,1508 1,7426 1,0034 0,0105 -1,0540 -1,9949 -2,6792 -3,0469 -3,1044 -2,9377 -2,7082 -2,5893 -2,6638 -2,8705 -3,0291 -2,9187 -2,3945 -1,4874 -0,3931 0,6306 1,3653 1,7111 1,7299 1,5921 1,4527 1,3787 1,3733 1,4373 1,6077 1,9474 2,4706 3,0550 3,4574 3,4484 2,9496 2,0933 1,1821 0,5494 0,3991 0,7459 1,4722 2,4045 3,3698 4,2390 4,9486 5,5184 6,0526 6,6672 7,3846 8,1149 8,7397 9,2127 9,5861 9,9367 10,2712 10,5094 10,5500 10,3247 9,7956 8,9396 7,7657 6,3410 4,7761 3,1763 1,6386 0,2861 -0,7473 -1,3944 -1,7073 -1,8370 -1,9750 -2,2877 -2,8474 -3,6011 -4,4219 -5,2134 -5,9617 -6,6850 -7,3684 -7,9752 -8,5203 -9,0988 -9,8006 -10,6210 -11,4824 -12,2735 -12,8371 -13,0241 -12,8051 -12,2815 -11,5941 -10,8519 -10,1122 -9,3762 -8,6147 -7,8242 -7,0488 -6,3484 -5,7782 -5,3861 -5,1840 -5,1318 -5,1820 -5,3227 -5,5630 -5,9108 -6,3733 -6,9368 -7,5221 -7,9746 -8,1364 -7,9417 -7,4373 -6,7183 -5,8469 -4,8008 -3,4959 -1,8829 -0,0371 1,8230 3,4033 4,4691 4,9647 5,0454 4,9991 5,0906 5,4507 6,0964 6,9947 8,0666 9,1830 10,2175 11,0972 11,7999 12,3431 12,7735 13,1416 13,4899 13,8654 14,3232 14,8950 15,5407 16,1357 16,5196 16,5651 16,2248 15,5489 14,6626 13,6921 12,6983 11,6968 10,7254 9,8368 9,0204 8,1960 7,3156 6,4526 5,7982 5,5773 5,9295 6,8308 8,1059 9,5044 10,7951 11,8244 12,5135 12,8599 12,9596 12,9660 12,9776 12,9785 12,8948 12,6759 12,3215 11,8779 11,4213 11,0248 10,7420 10,6173 10,6726 10,8613 11,0620 11,1546 11,0901 10,8966 10,6492 10,4000 10,0906 9,5776 8,8002 7,9105 7,2029 6,9318 7,2136 8,0364 9,2801 10,7363 12,1733 13,4247 14,4235 15,1405 15,4873 15,3176 14,5711 13,3903 12,0514 10,8129 9,8644 9,3405 9,2821 9,5912 10,0854 10,5921 10,9873 11,2055 11,2570 11,2261 11,2421 11,4420 11,9289 12,7175 13,6979 14,6866 15,5416 16,2271 16,7970 17,3539 18,0270 18,9470 20,1824 21,6790 23,2708 24,7470 25,9051 26,6001 26,8015 26,5960 26,1052 25,4043 24,5231 23,4895 22,3417 21,1278 19,9313 18,8927 18,1720 17,8712 18,0004 18,4945 19,2163 19,9447 20,4261 20,5034 20,2044 19,6959 19,1789 18,8162 18,6646 18,6082 18,3912 17,7645 16,6324 15,0938 13,3818 11,7730 10,4881 9,5852 8,9366 8,3469 7,7142 7,0807 6,5539 6,2048 6,0382 6,0290 6,1376 6,2826 6,3460 6,2208 5,8356 5,1624 4,2343 3,1194 1,8702 0,5422 -0,7616 -1,9401 -2,9734 -3,9018 -4,7322 -5,3923 -5,7696 -5,7917 -5,4704 -4,8831 -4,1430 -3,3674 -2,6336 -1,9658 -1,3432 -0,7005 0,0692 1,0993 2,5117 4,3410 6,4777 8,7039 10,7819 12,5222 13,8218 14,6962 15,2830 15,7678 16,2667 16,7847 17,2723 17,6717 17,9293 18,0395 18,1134 18,3656 18,9809 19,9712 21,1552 22,2564 23,0226 23,3093 23,1123 22,5341 21,6946 20,6474 19,3582 17,7552 15,8003 13,5365 11,0907 8,6354 6,3427 4,3384 2,6589 1,2543 0,0277 -1,1314 -2,3203 -3,6184 -5,0966 -6,7856 -8,6279 -10,4903 -12,2192 -13,6727 -14,7446 -15,4047 -15,7187 -15,8160 -15,8118 -15,7352 -15,5465 -15,2294 -14,8274 -14,3918 -13,9291 -13,3963 -12,7328 -11,9238 -11,0592 -10,3058 -9,7925 -9,5152 -9,3571 -9,1772 -8,8866 -8,4997 -8,1494 -8,0229 -8,2470 -8,8099 -9,5834 -10,4190 -11,2158 -11,9083 -12,4198 -12,6659 -12,6143 -12,3042
Fz    -1,5625 -1,4482 -1,3145 -1,2278 -1,2509 -1,4273 -1,7629 -2,2255 -2,7573 -3,2809 -3,7072 -3,9637 -4,0275 -3,9277 -3,7169 -3,4493 -3,1687 -2,8792 -2,5319 -2,0640 -1,4515 -0,7257 0,0464 0,7985 1,4912 2,0984 2,5722 2,8418 2,8656 2,6764 2,3670 2,0447 1,8018 1,7020 1,7630 1,9403 2,1423 2,2817 2,3159 2,2493 2,1129 1,9380 1,7411 1,5369 1,3635 1,2838 1,3632 1,6447 2,1292 2,7591 3,4267 4,0143 4,4365 4,6524 4,6509 4,4376 4,0429 3,5344 2,9991 2,5019 2,0557 1,6345 1,2171 0,8148 0,4538 0,1507 -0,0843 -0,2365 -0,2943 -0,2537 -0,1004 0,1858 0,5882 1,0306 1,4139 1,6771 1,8248 1,8975 1,9183 1,8664 1,6938 1,3744 0,9442 0,4861 0,0627 -0,3278 -0,7169 -1,1015 -1,4340 -1,6670 -1,7858 -1,7885 -1,6562 -1,3593 -0,8871 -0,2792 0,3567 0,8708 1,1419 1,1328 0,8955 0,5353 0,1493 -0,2280 -0,6285 -1,1076 -1,6936 -2,3648 -3,0645 -3,7331 -4,3285 -4,8342 -5,2510 -5,5792 -5,8179 -5,9822 -6,1000 -6,1896 -6,2431 -6,2376 -6,1566 -5,9944 -5,7556 -5,4672 -5,1781 -4,9406 -4,7879 -4,7060 -4,6239 -4,4385 -4,0528 -3,4104 -2,5217 -1,4596 -0,3205 0,8055 1,8410 2,7279 3,4338 3,9482 4,2805 4,4589 4,5314 4,5797 4,7224 5,0681 5,6435 6,3620 7,0693 7,6337 8,0058 8,2268 8,3975 8,6276 8,9871 9,4846 10,0694 10,6497 11,1260 11,4348 11,5830 11,6494 11,7463 11,9641 12,3180 12,7303 13,0769 13,2775 13,3415 13,3294 13,2814 13,1965 13,0689 12,9172 12,7671 12,6281 12,4944 12,3531 12,1857 11,9762 11,7340 11,5022 11,3256 11,2048 11,0947 10,9398 10,7035 10,3861 10,0261 9,6752 9,3638 9,0914 8,8378 8,5818 8,3153 8,0411 7,7528 7,4246 7,0324 6,5838 6,1205 5,6932 5,3357 5,0542 4,8313 4,6355 4,4337 4,2080 3,9701 3,7579 3,6115 3,5490 3,5579 3,5987 3,6142 3,5468 3,3574 3,0385 2,6216 2,1692 1,7483 1,4086 1,1801 1,0720 1,0651 1,1098 1,1411 1,1185 1,0527 0,9932 1,0027 1,1329 1,3968 1,7519 2,1113 2,3739 2,4684 2,3911 2,1998 1,9670 1,7420 1,5525 1,4206 1,3732 1,4397 1,6264 1,8827 2,1058 2,1902 2,0809 1,7998 1,4359 1,0986 0,8660 0,7618 0,7655 0,8361 0,9364 1,0480 1,1630 1,2755 1,3878 1,5100 1,6448 1,7802 1,8989 1,9983 2,1001 2,2295 2,3856 2,5421 2,6753 2,7694 2,7937 2,6966 2,4325 1,9960 1,4232 0,7666 0,0850 -0,5472 -1,0483 -1,3695 -1,5315 -1,6187 -1,7392 -1,9822 -2,3859 -2,9226 -3,5151 -4,0887 -4,6151 -5,1040 -5,5638 -5,9838 -6,3571 -6,7034 -7,0491 -7,3909 -7,6968 -7,9187 -7,9959 -7,8866 -7,6080 -7,2224 -6,7920 -6,3604 -5,9520 -5,5641 -5,1724 -4,7578 -4,3254 -3,8982 -3,5107 -3,2027 -2,9977 -2,8932 -2,8811 -2,9574 -3,1050 -3,2927 -3,4984 -3,7169 -3,9390 -4,1283 -4,2308 -4,2033 -4,0189 -3,6564 -3,1009 -2,3488 -1,4128 -0,3406 0,7661 1,7590 2,4889 2,8710 2,9242 2,7610 2,5380 2,3882 2,3795 2,5230 2,7986 3,1608 3,5455 3,9024 4,2164 4,4961 4,7585 5,0235 5,3000 5,5754 5,8258 6,0397 6,2306 6,4209 6,6135 6,7776 6,8640 6,8360 6,7007 6,5076 6,3078 6,1171 5,9240 5,7196 5,4989 5,2400 4,9121 4,5159 4,1051 3,7697 3,6052 3,6799 4,0025 4,5106 5,0922 5,6367 6,0750 6,3814 6,5613 6,6416 6,6547 6,6190 6,5351 6,3991 6,2140 5,9948 5,7713 5,5837 5,4681 5,4461 5,5214 5,6703 5,8316 5,9246 5,8961 5,7436 5,5019 5,2245 4,9590 4,7083 4,4283 4,0868 3,7210 3,4185 3,2484 3,2305 3,3542 3,5928 3,9032 4,2379 4,5726 4,9128 5,2585 5,5549 5,6944 5,5929 5,2572 4,7702 4,2427 3,7894 3,5099 3,4473 3,5640 3,7688 3,9659 4,0862 4,1017 4,0274 3,9047 3,7779 3,6853 3,6610 3,7233 3,8584 4,0327 4,2241 4,4355 4,6835 4,9911 5,3935 5,9406 6,6683 7,5570 8,5224 9,4454 10,2038 10,7018 10,9083 10,8720 10,6818 10,4098 10,0896 9,7265 9,3131 8,8509 8,3802 7,9881 7,7705 7,7815 8,0190 8,4414 8,9803 9,5322 9,9661 10,1739 10,1211 9,8447 9,4173 8,9231 8,4364 7,9835 7,5281 7,0077 6,3908 5,7039 5,0201 4,4377 4,0517 3,9061 3,9656 4,1401 4,3386 4,5042 4,6111 4,6447 4,5923 4,4537 4,2475 3,9972 3,7192 3,4216 3,1007 2,7459 2,3585 1,9534 1,5416 1,1317 0,7461 0,4123 0,1414 -0,0671 -0,2037 -0,2456 -0,1725 0,0177 0,3079 0,6642 1,0348 1,3652 1,6238 1,8096 1,9453 2,0722 2,2438 2,5125 2,9134 3,4398 4,0322 4,6043 5,0832 5,4369 5,6881 5,9107 6,2022 6,6317 7,1885 7,7911 8,3512 8,8189 9,1823 9,4620 9,7219 10,0623 10,5647 11,2281 11,9624 12,6420 13,1682 13,4998 13,6448 13,6317 13,4817 13,1888 12,7195 12,0404 11,1618 10,1636 9,1788 8,3405 7,7326 7,3661 7,1799 7,0679 6,9248 6,6838 6,3274 5,8619 5,2924 4,6317 3,9184 3,2025 2,5145 1,8571 1,2226 0,6042 -0,0067 -0,6211 -1,2332 -1,7985 -2,2482 -2,5381 -2,6757 -2,7042 -2,6725 -2,6158 -2,5499 -2,4856 -2,4495 -2,4769 -2,5788 -2,7231 -2,8543 -2,9250 -2,9119 -2,8224 -2,6994 -2,6064 -2,5904 -2,6498 -2,7411 -2,8198 -2,8752 -2,9197 -2,9546 -2,9643 -2,9413 -2,8915
F3    -2,4834 -2,3125 -2,0994 -1,9144 -1,8313 -1,9088 -2,1582 -2,5310 -2,9399 -3,2856 -3,4825 -3,4856 -3,3061 -2,9958 -2,6194 -2,2450 -1,9353 -1,7099 -1,5209 -1,2864 -0,9457 -0,4851 0,0641 0,6473 1,2145 1,7253 2,1283 2,3595 2,3875 2,2535 2,0480 1,8601 1,7565 1,7823 1,9478 2,2050 2,4608 2,6301 2,6773 2,6118 2,4614 2,2479 1,9754 1,6486 1,3022 1,0036 0,8285 0,8326 1,0318 1,3904 1,8275 2,2426 2,5444 2,6678 2,5804 2,2842 1,8253 1,2936 0,7903 0,3783 0,0609 -0,1975 -0,4300 -0,6478 -0,8544 -1,0597 -1,2674 -1,4646 -1,6343 -1,7573 -1,7903 -1,6766 -1,4060 -1,0484 -0,7147 -0,4795 -0,3453 -0,2745 -0,2477 -0,2923 -0,4682 -0,8169 -1,3083 -1,8492 -2,3616 -2,8347 -3,2849 -3,6879 -3,9775 -4,1004 -4,0483 -3,8337 -3,4544 -2,8984 -2,1783 -1,3645 -0,5934 -0,0227 0,2480 0,2219 -0,0124 -0,3304 -0,6318 -0,8879 -1,1376 -1,4386 -1,8191 -2,2618 -2,7212 -3,1513 -3,5297 -3,8696 -4,2039 -4,5496 -4,8979 -5,2341 -5,5481 -5,8290 -6,0591 -6,2204 -6,3047 -6,3090 -6,2363 -6,1101 -5,9765 -5,8845 -5,8581 -5,8711 -5,8449 -5,6783 -5,2858 -4,6264 -3,7218 -2,6498 -1,5083 -0,3861 0,6459 1,5374 2,2597 2,7980 3,1469 3,3137 3,3350 3,2979 3,3298 3,5382 3,9425 4,4523 4,9206 5,2382 5,3894 5,4448 5,5202 5,7251 6,1186 6,6891 7,3636 8,0332 8,5905 8,9715 9,1861 9,3130 9,4593 9,7058 10,0587 10,4357 10,7185 10,8422 10,8337 10,7660 10,6880 10,6033 10,5051 10,4026 10,3012 10,1813 10,0103 9,7663 9,4495 9,0884 8,7434 8,4887 8,3670 8,3565 8,3862 8,3803 8,2924 8,1216 7,9054 7,6895 7,4972 7,3240 7,1486 6,9530 6,7394 6,5250 6,3119 6,0709 5,7660 5,3921 4,9861 4,6056 4,2978 4,0776 3,9246 3,7965 3,6493 3,4578 3,2296 3,0042 2,8358 2,7641 2,7918 2,8825 2,9729 2,9942 2,8928 2,6465 2,2757 1,8432 1,4313 1,1102 0,9197 0,8639 0,9093 0,9905 1,0327 0,9904 0,8725 0,7358 0,6633 0,7312 0,9685 1,3390 1,7538 2,1004 2,2850 2,2803 2,1358 1,9354 1,7454 1,5971 1,5079 1,5072 1,6343 1,8993 2,2398 2,5311 2,6483 2,5311 2,2129 1,8009 1,4227 1,1724 1,0874 1,1534 1,3210 1,5305 1,7395 1,9305 2,1091 2,3017 2,5376 2,8213 3,1240 3,4030 3,6359 3,8372 4,0326 4,2204 4,3692 4,4505 4,4524 4,3611 4,1489 3,7923 3,2999 2,7131 2,0790 1,4387 0,8405 0,3411 -0,0226 -0,2636 -0,4428 -0,6383 -0,9084 -1,2673 -1,6783 -2,0758 -2,4122 -2,6926 -2,9581 -3,2420 -3,5543 -3,9056 -4,3235 -4,8228 -5,3745 -5,9174 -6,3762 -6,6656 -6,7277 -6,5781 -6,2900 -5,9386 -5,5738 -5,2170 -4,8588 -4,4725 -4,0476 -3,6072 -3,1948 -2,8590 -2,6392 -2,5421 -2,5360 -2,5863 -2,6819 -2,8219 -2,9985 -3,2050 -3,4375 -3,6762 -3,8702 -3,9581 -3,9041 -3,7048 -3,3708 -2,9096 -2,3117 -1,5557 -0,6441 0,3562 1,3093 2,0551 2,4775 2,5539 2,3630 2,0494 1,7558 1,5750 1,5556 1,7188 2,0470 2,4788 2,9453 3,4044 3,8377 4,2401 4,6177 4,9777 5,3198 5,6415 5,9481 6,2493 6,5424 6,7977 6,9639 6,9896 6,8529 6,5819 6,2452 5,9066 5,5889 5,2841 4,9850 4,6881 4,3769 4,0316 3,6620 3,3204 3,0854 3,0360 3,2239 3,6471 4,2383 4,8846 5,4762 5,9493 6,2885 6,5108 6,6520 6,7410 6,7737 6,7186 6,5516 6,2795 5,9392 5,5882 5,2896 5,0894 5,0081 5,0461 5,1807 5,3549 5,4948 5,5487 5,5048 5,3795 5,2086 5,0260 4,8221 4,5411 4,1478 3,6936 3,2974 3,0694 3,0637 3,2763 3,6536 4,1094 4,5609 4,9642 5,3167 5,6208 5,8347 5,8718 5,6744 5,2769 4,7797 4,2856 3,8823 3,6458 3,6120 3,7499 3,9807 4,2216 4,4130 4,5302 4,5831 4,6013 4,6145 4,6457 4,7155 4,8368 5,0000 5,1809 5,3669 5,5681 5,8082 6,1163 6,5288 7,0852 7,8031 8,6472 9,5312 10,3497 11,0039 11,4218 11,5853 11,5403 11,3637 11,1147 10,8145 10,4587 10,0374 9,5545 9,0499 8,6044 8,3058 8,2037 8,2995 8,5636 8,9385 9,3253 9,5985 9,6682 9,5307 9,2494 8,9034 8,5633 8,2772 8,0389 7,7771 7,3973 6,8430 6,1269 5,3285 4,5756 4,0028 3,6875 3,6112 3,6864 3,8197 3,9501 4,0440 4,0747 4,0185 3,8757 3,6776 3,4629 3,2557 3,0685 2,9049 2,7561 2,6060 2,4333 2,2125 1,9314 1,6059 1,2633 0,9180 0,5779 0,2696 0,0412 -0,0602 -0,0133 0,1728 0,4676 0,8246 1,1894 1,5180 1,7865 1,9970 2,1819 2,3985 2,7152 3,1874 3,8217 4,5597 5,3069 5,9754 6,5107 6,9070 7,2092 7,4944 7,8291 8,2278 8,6567 9,0739 9,4488 9,7577 9,9931 10,1909 10,4300 10,7822 11,2549 11,7843 12,2741 12,6446 12,8603 12,9307 12,8866 12,7486 12,5051 12,1150 11,5363 10,7629 9,8457 8,8867 8,0042 7,2913 6,7854 6,4543 6,2121 5,9600 5,6235 5,1704 4,5992 3,9170 3,1456 2,3369 1,5615 0,8759 0,3030 -0,1656 -0,5569 -0,9067 -1,2532 -1,6186 -1,9832 -2,2990 -2,5376 -2,7120 -2,8573 -3,0045 -3,1634 -3,3179 -3,4460 -3,5521 -3,6644 -3,7964 -3,9226 -3,9977 -3,9929 -3,9089 -3,7733 -3,6366 -3,5596 -3,5798 -3,6817 -3,8076 -3,9052 -3,9648 -4,0063 -4,0409 -4,0600 -4,0559 -4,0271
F7    -1,6710 -1,5183 -1,3750 -1,2895 -1,3115 -1,4783 -1,7834 -2,1679 -2,5431 -2,8208 -2,9368 -2,8684 -2,6372 -2,2921 -1,8935 -1,5110 -1,2156 -1,0417 -0,9592 -0,8942 -0,7717 -0,5444 -0,2056 0,2168 0,6815 1,1448 1,5481 1,8176 1,9046 1,8279 1,6561 1,4603 1,2965 1,2152 1,2521 1,4002 1,6068 1,8093 1,9686 2,0686 2,0970 2,0341 1,8596 1,5782 1,2382 0,9210 0,7079 0,6508 0,7607 1,0079 1,3279 1,6362 1,8468 1,8901 1,7285 1,3687 0,8685 0,3252 -0,1645 -0,5436 -0,8013 -0,9529 -1,0180 -1,0172 -0,9846 -0,9651 -0,9905 -1,0703 -1,2057 -1,3849 -1,5567 -1,6449 -1,6110 -1,4909 -1,3617 -1,2768 -1,2302 -1,1794 -1,0994 -1,0168 -0,9993 -1,1045 -1,3270 -1,6043 -1,8895 -2,1959 -2,5525 -2,9386 -3,2841 -3,5219 -3,6209 -3,5705 -3,3543 -2,9555 -2,3853 -1,7055 -1,0303 -0,4879 -0,1585 -0,0442 -0,0858 -0,1987 -0,3157 -0,4227 -0,5555 -0,7588 -1,0452 -1,3817 -1,7083 -1,9709 -2,1539 -2,2960 -2,4653 -2,7072 -3,0200 -3,3767 -3,7511 -4,1210 -4,4600 -4,7387 -4,9345 -5,0360 -5,0479 -4,9967 -4,9226 -4,8624 -4,8359 -4,8329 -4,8097 -4,7081 -4,4768 -4,0875 -3,5483 -2,9036 -2,2113 -1,5200 -0,8626 -0,2606 0,2657 0,6885 0,9736 1,0953 1,0693 0,9797 0,9590 1,1163 1,4724 1,9475 2,4095 2,7505 2,9383 3,0202 3,0914 3,2471 3,5418 3,9740 4,4906 5,0067 5,4366 5,7288 5,8897 5,9780 6,0747 6,2421 6,4845 6,7373 6,9132 6,9728 6,9445 6,8821 6,8162 6,7496 6,6866 6,6467 6,6382 6,6349 6,5909 6,4710 6,2699 6,0175 5,7733 5,6044 5,5433 5,5608 5,5821 5,5348 5,3883 5,1646 4,9171 4,6923 4,5063 4,3519 4,2148 4,0873 3,9750 3,8853 3,8033 3,6932 3,5311 3,3324 3,1489 3,0386 3,0324 3,1133 3,2199 3,2746 3,2188 3,0362 2,7556 2,4422 2,1768 2,0263 2,0152 2,1176 2,2686 2,3888 2,4089 2,2903 2,0388 1,7041 1,3594 1,0749 0,8998 0,8518 0,9103 1,0189 1,1045 1,1147 1,0426 0,9260 0,8320 0,8280 0,9427 1,1498 1,3783 1,5368 1,5555 1,4345 1,2452 1,0754 0,9742 0,9418 0,9601 1,0297 1,1775 1,4248 1,7409 2,0371 2,2118 2,2080 2,0425 1,7960 1,5679 1,4274 1,3960 1,4579 1,5705 1,6866 1,7846 1,8773 2,0001 2,1956 2,4902 2,8720 3,2931 3,6954 4,0436 4,3374 4,5873 4,7835 4,8987 4,9175 4,8459 4,6916 4,4474 4,1018 3,6609 3,1533 2,6093 2,0518 1,5113 1,0324 0,6523 0,3760 0,1722 -0,0115 -0,2233 -0,4839 -0,7747 -1,0516 -1,2799 -1,4613 -1,6236 -1,7919 -1,9854 -2,2379 -2,5984 -3,0875 -3,6627 -4,2401 -4,7267 -5,0345 -5,1089 -4,9629 -4,6679 -4,3069 -3,9429 -3,6091 -3,3062 -3,0131 -2,7115 -2,4030 -2,1089 -1,8652 -1,7094 -1,6541 -1,6777 -1,7537 -1,8751 -2,0463 -2,2693 -2,5419 -2,8471 -3,1377 -3,3440 -3,4112 -3,3339 -3,1495 -2,9015 -2,6046 -2,2297 -1,7220 -1,0481 -0,2437 0,5775 1,2659 1,7044 1,8564 1,7759 1,5814 1,4005 1,3249 1,4089 1,6762 2,1040 2,6218 3,1524 3,6497 4,0963 4,4863 4,8169 5,0862 5,2987 5,4777 5,6617 5,8817 6,1373 6,3937 6,5978 6,6995 6,6690 6,5101 6,2571 5,9476 5,5957 5,2007 4,7719 4,3285 3,8793 3,4245 2,9834 2,6050 2,3524 2,2831 2,4306 2,7879 3,2996 3,8748 4,4251 4,8986 5,2835 5,5936 5,8528 6,0695 6,2149 6,2356 6,0976 5,8160 5,4456 5,0561 4,7099 4,4462 4,2817 4,2187 4,2401 4,3021 4,3498 4,3516 4,3125 4,2582 4,2167 4,1963 4,1602 4,0410 3,8051 3,5048 3,2545 3,1630 3,2911 3,6415 4,1618 4,7598 5,3400 5,8410 6,2437 6,5429 6,7057 6,6682 6,3982 5,9494 5,4333 4,9530 4,5778 4,3525 4,2907 4,3650 4,5219 4,7083 4,8861 5,0375 5,1648 5,2794 5,3886 5,4950 5,6050 5,7299 5,8759 6,0420 6,2329 6,4626 6,7448 7,0901 7,5150 8,0424 8,6750 9,3689 10,0417 10,6060 10,9929 11,1662 11,1406 10,9826 10,7753 10,5747 10,3946 10,2177 10,0104 9,7395 9,4019 9,0446 8,7447 8,5642 8,5276 8,6283 8,8269 9,0399 9,1601 9,1153 8,9098 8,6046 8,2774 8,0026 7,8259 7,7250 7,6044 7,3479 6,8871 6,2322 5,4619 4,6993 4,0775 3,6863 3,5339 3,5631 3,7002 3,8862 4,0750 4,2221 4,2901 4,2719 4,1991 4,1144 4,0417 3,9878 3,9534 3,9326 3,9099 3,8550 3,7276 3,5047 3,2007 2,8471 2,4617 2,0523 1,6410 1,2751 1,0121 0,8897 0,9090 1,0421 1,2472 1,4835 1,7247 1,9586 2,1825 2,4094 2,6718 3,0158 3,4839 4,0851 4,7778 5,4866 6,1342 6,6635 7,0525 7,3207 7,5219 7,7189 7,9514 8,2291 8,5461 8,8786 9,1816 9,4179 9,6033 9,8025 10,0729 10,4172 10,7896 11,1295 11,3883 11,5473 11,6252 11,6591 11,6694 11,6348 11,4962 11,1873 10,6717 9,9680 9,1463 8,2999 7,5165 6,8553 6,3285 5,9019 5,5130 5,0957 4,6091 4,0476 3,4247 2,7651 2,1119 1,5189 1,0268 0,6464 0,3599 0,1355 -0,0611 -0,2621 -0,4856 -0,7170 -0,9220 -1,0857 -1,2230 -1,3538 -1,4833 -1,5978 -1,6676 -1,6686 -1,6115 -1,5389 -1,4871 -1,4564 -1,4267 -1,3848 -1,3322 -1,2853 -1,2821 -1,3733 -1,5874 -1,9012 -2,2484 -2,5597 -2,7960 -2,9498 -3,0244 -3,0246 -2,9609 -2,8431
