Fp1   1,1783 1,7846 1,6637 0,8289 -0,4857 -1,9188 -3,1597 -4,0661 -4,6317 -4,8710 -4,7336 -4,0940 -2,8395 -1,0109 1,1596 3,3591 5,3020 6,7318 7,4119 7,2150 6,2151 4,6529 2,8218 0,9847 -0,6534 -1,9440 -2,8006 -3,2204 -3,2760 -3,0607 -2,6431 -2,0683 -1,3851 -0,6661 -0,0001 0,5288 0,8394 0,8351 0,4336 -0,3350 -1,2674 -2,0496 -2,4035 -2,1965 -1,4467 -0,2880 1,0375 2,2205 3,0081 3,3032 3,1397 2,5795 1,6419 0,3282 -1,2895 -2,9969 -4,4552 -5,3311 -5,4431 -4,8040 -3,5740 -2,0222 -0,4914 0,6986 1,3683 1,5159 1,2795 0,8547 0,4028 0,0213 -0,2279 -0,3175 -0,2882 -0,2521 -0,3534 -0,7117 -1,3498 -2,1303 -2,7769 -3,0404 -2,8974 -2,5540 -2,2427 -2,0521 -1,9155 -1,7144 -1,4371 -1,2476 -1,3119 -1,5399 -1,5532 -0,9397 0,4047 2,1094 3,5199 4,1237 3,8292 2,9047 1,7492 0,7079 -0,0218 -0,4004 -0,4800 -0,3069 0,1115 0,7449 1,4723 2,0869 2,3755 2,2208 1,6398 0,7287 -0,3783 -1,4923 -2,4069 -3,0044 -3,2770 -3,2182 -2,7331 -1,7023 -0,1273 1,8223 3,8502 5,5706 6,5823 6,6101 5,6059 3,7462 1,3623 -1,1729 -3,5597 -5,5964 -7,1319 -8,0749 -8,4433 -8,3318 -7,8395 -7,0677 -6,1594 -5,2977 -4,6352 -4,1890 -3,8246 -3,3850 -2,8324 -2,2716 -1,8704 -1,7498 -1,9179 -2,2650 -2,5910 -2,6614 -2,2931 -1,4360 -0,2271 1,0208 1,9612 2,4227 2,4902 2,3822 2,2848 2,3009 2,4696 2,7471 2,9793 2,9364 2,3944 1,2328 -0,4843 -2,5163 -4,5686 -6,4270 -7,9840 -9,1817 -9,9624 -10,2394 -9,9159 -8,9783 -7,5646 -5,9263 -4,3466 -3,0655 -2,2228 -1,8680 -2,0166 -2,6553 -3,6951 -4,9465 -6,1405 -6,9986 -7,3404 -7,1433 -6,5121 -5,6330 -4,7314 -3,9840 -3,4425 -3,0535 -2,7223 -2,3640 -1,9735 -1,6544 -1,5462 -1,7437 -2,2855 -3,1521 -4,2586 -5,4895 -6,7483 -7,9504 -8,9870 -9,7424 -10,1438 -10,1746 -9,8584 -9,2539 -8,4616 -7,6130 -6,8382 -6,2317 -5,8294 -5,6121 -5,5471 -5,6230 -5,8290 -6,1025 -6,3365 -6,4649 -6,5163 -6,5651 -6,6465 -6,7173 -6,6767 -6,4009 -5,7758 -4,7718 -3,5200 -2,2767 -1,2930 -0,7356 -0,6837 -1,1046 -1,8290 -2,6162 -3,2838 -3,7936 -4,2194 -4,6273 -4,9798 -5,1302 -4,8967 -4,1602 -2,9413 -1,4294 0,0713 1,2593 1,9186 1,9530 1,4187 0,5205 -0,4583 -1,2418 -1,6547 -1,7042 -1,5817 -1,5666 -1,8846 -2,5859 -3,5179 -4,4242 -5,0958 -5,4392 -5,4376 -5,1072 -4,5129 -3,8008 -3,1888 -2,9044 -3,1008 -3,7823 -4,7813 -5,8364 -6,7276 -7,3480 -7,6534 -7,5653 -6,9779 -5,8914 -4,5042 -3,1379 -2,0820 -1,5108 -1,4794 -1,9058 -2,5594 -3,1472 -3,4687 -3,5153 -3,4436 -3,4384 -3,5766 -3,8246 -4,1408 -4,5352 -5,0237 -5,5490 -5,9453 -5,9649 -5,3647 -4,0423 -2,1496 -0,0850 1,6550 2,6815 2,8517 2,2719 1,1928 -0,1246 -1,4838 -2,7473 -3,8240 -4,6650 -5,2152 -5,3713 -5,0339 -4,1968 -2,9705 -1,5453 -0,1469 1,0229 1,8337 2,2272 2,2229 1,9364 1,5447 1,1928 0,9152 0,6190 0,1518 -0,5529 -1,3538 -1,9457 -2,0425 -1,5558 -0,6634 0,2797 0,9402 1,1673 1,0172 0,6593 0,2341 -0,2462 -0,8657 -1,6603 -2,5073 -3,1570 -3,3647 -2,9963 -2,0408 -0,5875 1,1826 3,0160 4,6276 5,7480 6,1821 5,8612 4,8566 3,3578 1,6313 -0,0344 -1,3923 -2,2934 -2,7051 -2,6873 -2,3636 -1,8792 -1,3202 -0,6685 0,1285 1,0611 2,0432 2,9446 3,6084 3,8743 3,6452 2,9495 1,9192 0,7242 -0,4460 -1,3852 -1,9153 -1,9438 -1,4660 -0,5229 0,7951 2,2869 3,6451 4,5759 4,9263 4,7244 4,1160 3,2390 2,1670 0,9787 -0,1771 -1,1363 -1,8199 -2,2372 -2,3941 -2,2458 -1,7451 -0,9064 0,1657 1,2715 2,1591 2,6409 2,7020 2,4816 2,1611 1,8752 1,6679 1,4944 1,2882 1,0182 0,6550 0,1311 -0,5887 -1,3953 -2,0446 -2,2925 -2,0078 -1,1838 0,0861 1,6144 3,1386 4,3877 5,1645 5,3951 5,1440 4,6080 4,0456 3,6444 3,4272 3,2578 2,9430 2,3769 1,6099 0,8022 0,1612 -0,0885 0,2356 1,1718 2,5467 4,0093 5,1559 5,6914 5,5203 4,7120 3,4321 1,8958 0,3025 -1,2080 -2,5085 -3,4377 -3,8660 -3,7858 -3,2878 -2,4760 -1,4684 -0,4565 0,3148 0,6707 0,6141 0,3072 -0,0501 -0,3297 -0,4936 -0,5506 -0,5150 -0,4008 -0,2408 -0,0911 0,0018 0,0452 0,0972 0,2120 0,3801 0,5161 0,5036 0,2615 -0,2065 -0,7988 -1,3582 -1,7616 -1,9923 -2,1246 -2,2264 -2,3055 -2,3774 -2,5261 -2,8620 -3,4669 -4,3772 -5,5464 -6,7912 -7,8187 -8,3708 -8,3626 -7,8807 -7,0863 -6,1485 -5,2337 -4,5123 -4,1462 -4,2241 -4,6897 -5,3632 -6,0387 -6,5413 -6,7056 -6,3738 -5,4699 -4,0611 -2,3341 -0,5392 1,0696 2,3351 3,2610 3,9393 4,4299 4,7304 4,8239 4,7226 4,4560 4,0355 3,4616 2,7706 2,0633 1,4668 1,0312 0,6520 0,1074 -0,7948 -2,0608 -3,4895 -4,8084 -5,8071 -6,3625 -6,4367 -6,1022 -5,5382 -4,9470 -4,4268 -3,9309 -3,3643 -2,7177 -2,1330 -1,8726 -2,2062 -3,2716 -4,9903 -7,0997 -9,2776 -11,2429 -12,7594 -13,5815 -13,4363 -12,1158 -9,6551 -6,4382 -3,1078 -0,3119 1,5463 2,3664 2,2214 1,2436 -0,3779 -2,3769 -4,4204 -6,1577 -7,3328 -7,8820 -7,8999 -7,5332 -6,9225 -6,1622 -5,2727 -4,2538 -3,1540 -2,0688 -1,1161 -0,4175 -0,0438 0,0199 -0,2095 -0,8030 -1,8532 -3,3034 -4,8388 -5,9597
Fz    1,5857 1,8243 1,8486 1,6691 1,3535 0,9820 0,6060 0,2380 -0,1322 -0,5138 -0,8941 -1,2224 -1,4188 -1,4233 -1,2398 -0,9199 -0,5221 -0,0980 0,3060 0,6575 0,9416 1,1486 1,2629 1,2652 1,1435 0,9110 0,6122 0,3015 0,0199 -0,2088 -0,3727 -0,4725 -0,5194 -0,5251 -0,4912 -0,4131 -0,2933 -0,1517 -0,0213 0,0662 0,0832 0,0010 -0,2019 -0,5135 -0,8669 -1,1587 -1,3039 -1,2645 -1,0343 -0,6301 -0,1101 0,4184 0,8266 1,0205 0,9896 0,8073 0,5825 0,3923 0,2494 0,1213 -0,0174 -0,1538 -0,2534 -0,2920 -0,2664 -0,1812 -0,0317 0,1871 0,4541 0,7192 0,9252 1,0328 1,0370 0,9636 0,8388 0,6611 0,4113 0,0911 -0,2550 -0,5611 -0,7923 -0,9720 -1,1491 -1,3423 -1,5123 -1,5904 -1,5496 -1,4416 -1,3418 -1,2698 -1,1785 -1,0028 -0,7224 -0,3976 -0,1340 -0,0042 -0,0171 -0,1520 -0,3854 -0,6839 -1,0026 -1,3009 -1,5491 -1,7153 -1,7628 -1,6678 -1,4324 -1,0809 -0,6600 -0,2415 0,0805 0,2101 0,0943 -0,2295 -0,6410 -1,0055 -1,2401 -1,3299 -1,2986 -1,1759 -0,9933 -0,7856 -0,5779 -0,3860 -0,2342 -0,1598 -0,1988 -0,3632 -0,6224 -0,9128 -1,1731 -1,3637 -1,4624 -1,4761 -1,4601 -1,4950 -1,6411 -1,9145 -2,2858 -2,6878 -3,0275 -3,2014 -3,1257 -2,7756 -2,2013 -1,5084 -0,8202 -0,2326 0,2188 0,5637 0,8750 1,2264 1,6472 2,1081 2,5411 2,8644 3,0057 2,9343 2,6726 2,2691 1,7777 1,2629 0,8008 0,4568 0,2626 0,2010 0,2039 0,1834 0,0836 -0,0915 -0,3024 -0,5199 -0,7383 -0,9595 -1,1806 -1,3814 -1,5186 -1,5460 -1,4416 -1,2199 -0,9373 -0,6702 -0,4719 -0,3577 -0,3334 -0,4121 -0,5964 -0,8577 -1,1416 -1,4018 -1,6321 -1,8601 -2,1121 -2,3974 -2,7077 -3,0032 -3,2094 -3,2543 -3,1163 -2,8400 -2,5249 -2,2838 -2,1830 -2,2182 -2,3442 -2,5199 -2,7294 -2,9748 -3,2558 -3,5479 -3,8003 -3,9678 -4,0489 -4,0922 -4,1675 -4,3228 -4,5559 -4,8164 -5,0329 -5,1509 -5,1625 -5,1073 -5,0381 -4,9805 -4,9225 -4,8260 -4,6437 -4,3473 -3,9539 -3,5220 -3,1220 -2,8130 -2,6384 -2,6194 -2,7340 -2,9051 -3,0284 -3,0173 -2,8281 -2,4694 -2,0007 -1,5126 -1,0991 -0,8364 -0,7665 -0,8874 -1,1586 -1,5162 -1,8892 -2,2129 -2,4392 -2,5449 -2,5249 -2,3780 -2,1099 -1,7499 -1,3532 -0,9783 -0,6678 -0,4573 -0,3851 -0,4711 -0,6903 -0,9748 -1,2394 -1,4232 -1,5203 -1,5683 -1,6081 -1,6613 -1,7353 -1,8330 -1,9550 -2,1059 -2,2977 -2,5443 -2,8458 -3,1772 -3,4986 -3,7698 -3,9582 -4,0568 -4,0958 -4,1232 -4,1624 -4,1860 -4,1391 -4,0011 -3,8143 -3,6449 -3,5300 -3,4758 -3,4889 -3,5652 -3,6544 -3,6808 -3,6146 -3,5065 -3,4453 -3,4788 -3,5691 -3,6192 -3,5404 -3,3050 -2,9530 -2,5583 -2,1860 -1,8737 -1,6359 -1,4677 -1,3452 -1,2381 -1,1269 -1,0084 -0,8913 -0,7992 -0,7691 -0,8378 -1,0207 -1,2949 -1,6054 -1,8970 -2,1378 -2,3169 -2,4352 -2,4925 -2,4725 -2,3450 -2,0948 -1,7501 -1,3883 -1,1043 -0,9582 -0,9514 -1,0488 -1,2058 -1,3737 -1,5109 -1,6041 -1,6575 -1,6564 -1,5665 -1,3689 -1,0840 -0,7676 -0,4947 -0,3397 -0,3496 -0,5105 -0,7447 -0,9574 -1,0943 -1,1566 -1,1790 -1,2051 -1,2734 -1,3979 -1,5416 -1,6186 -1,5443 -1,2924 -0,9101 -0,4942 -0,1518 0,0407 0,0645 -0,0436 -0,2250 -0,4316 -0,6227 -0,7496 -0,7705 -0,6789 -0,5082 -0,3273 -0,2249 -0,2619 -0,4220 -0,6227 -0,7717 -0,8088 -0,7178 -0,5273 -0,3066 -0,1407 -0,0934 -0,1965 -0,4585 -0,8583 -1,3307 -1,7792 -2,1176 -2,3049 -2,3387 -2,2305 -2,0069 -1,7265 -1,4682 -1,2890 -1,1877 -1,1123 -1,0119 -0,8827 -0,7719 -0,7561 -0,9116 -1,2801 -1,8372 -2,4778 -3,0440 -3,3976 -3,4832 -3,3449 -3,0998 -2,8810 -2,7683 -2,7526 -2,7665 -2,7419 -2,6364 -2,4350 -2,1450 -1,7888 -1,4105 -1,0891 -0,9180 -0,9475 -1,1460 -1,4167 -1,6419 -1,7186 -1,5894 -1,2670 -0,8301 -0,3885 -0,0409 0,1526 0,1741 0,0434 -0,1813 -0,4118 -0,5637 -0,5977 -0,5495 -0,5123 -0,5690 -0,7346 -0,9601 -1,1692 -1,2915 -1,2847 -1,1488 -0,9253 -0,6837 -0,5019 -0,4414 -0,5339 -0,7798 -1,1393 -1,5322 -1,8778 -2,1290 -2,2671 -2,2934 -2,2453 -2,2006 -2,2421 -2,4075 -2,6715 -2,9689 -3,2320 -3,4123 -3,4782 -3,4102 -3,2118 -2,9164 -2,5649 -2,1812 -1,7827 -1,4054 -1,1006 -0,9099 -0,8501 -0,9107 -1,0571 -1,2394 -1,4118 -1,5470 -1,6365 -1,6835 -1,7018 -1,7209 -1,7840 -1,9399 -2,2293 -2,6624 -3,1923 -3,7173 -4,1320 -4,3871 -4,5068 -4,5727 -4,6878 -4,9224 -5,2698 -5,6571 -6,0054 -6,2739 -6,4513 -6,5293 -6,5021 -6,3781 -6,1833 -5,9611 -5,7625 -5,6239 -5,5443 -5,4796 -5,3548 -5,0806 -4,5817 -3,8421 -2,9331 -1,9868 -1,1353 -0,4577 0,0391 0,3905 0,6145 0,6895 0,5992 0,3894 0,1760 0,0941 0,2244 0,5540 0,9856 1,3840 1,6365 1,6842 1,5020 1,0701 0,3898 -0,4720 -1,3751 -2,1658 -2,7446 -3,0926 -3,2645 -3,3615 -3,4902 -3,7260 -4,0856 -4,5228 -4,9600 -5,3372 -5,6384 -5,8746 -6,0541 -6,1694 -6,2047 -6,1619 -6,0841 -6,0348 -6,0349 -6,0282 -5,9128 -5,6074 -5,1072 -4,5081 -3,9790 -3,6831 -3,6960 -3,9858 -4,4618 -5,0268 -5,5882 -6,0649 -6,4031 -6,5827 -6,6200 -6,5608 -6,4503 -6,3198 -6,2074 -6,1491 -6,1343 -6,1011 -5,9759 -5,7083 -5,2921 -4,7672 -4,1902 -3,6131 -3,1067 -2,7716 -2,6889 -2,8697 -3,2510 -3,7155
F3    -0,5958 -0,8431 -0,8335 -0,5791 -0,1463 0,3722 0,8932 1,3842 1,8472 2,2525 2,5177 2,5599 2,3500 1,9117 1,2860 0,5256 -0,2769 -0,9855 -1,4733 -1,6841 -1,6376 -1,3798 -0,9450 -0,3655 0,2892 0,8868 1,2641 1,3099 1,0301 0,5406 -0,0024 -0,4801 -0,8395 -1,0618 -1,1226 -0,9939 -0,6762 -0,2173 0,2964 0,7600 1,0683 1,1267 0,8797 0,3583 -0,3196 -1,0243 -1,6760 -2,2223 -2,5969 -2,7321 -2,5970 -2,2105 -1,6349 -0,9729 -0,3553 0,1046 0,3590 0,4283 0,3637 0,2025 -0,0442 -0,3506 -0,6370 -0,8052 -0,8094 -0,6753 -0,4626 -0,2227 0,0254 0,2918 0,5757 0,8284 0,9713 0,9492 0,7657 0,4725 0,1341 -0,2089 -0,5557 -0,9245 -1,3089 -1,6515 -1,8638 -1,8876 -1,7453 -1,5209 -1,2956 -1,1109 -0,9860 -0,9508 -1,0356 -1,2163 -1,3875 -1,4098 -1,1865 -0,7153 -0,0904 0,5471 1,0719 1,4029 1,5042 1,3880 1,1062 0,7150 0,2488 -0,2672 -0,8007 -1,3171 -1,7812 -2,1501 -2,3762 -2,4291 -2,3148 -2,0525 -1,6350 -1,0462 -0,3291 0,3863 0,9538 1,3108 1,4866 1,5285 1,4605 1,3012 1,0775 0,8194 0,5584 0,3261 0,1471 0,0287 -0,0493 -0,1358 -0,2881 -0,5498 -0,9435 -1,4610 -2,0616 -2,6927 -3,2920 -3,7604 -3,9724 -3,8420 -3,3710 -2,6370 -1,7509 -0,8260 0,0468 0,8249 1,5155 2,1357 2,6646 3,0412 3,2118 3,1698 2,9517 2,6167 2,2383 1,8846 1,5778 1,2701 0,8808 0,3745 -0,1993 -0,7308 -1,1069 -1,2601 -1,1899 -0,9531 -0,6332 -0,3022 -0,0028 0,2376 0,3887 0,4176 0,3034 0,0532 -0,3000 -0,7063 -1,0990 -1,3998 -1,5442 -1,5157 -1,3540 -1,1269 -0,8941 -0,6981 -0,5712 -0,5246 -0,5380 -0,5928 -0,7012 -0,8774 -1,0994 -1,3278 -1,5544 -1,8051 -2,0958 -2,4063 -2,6981 -2,9359 -3,0918 -3,1487 -3,1074 -2,9946 -2,8646 -2,7705 -2,7258 -2,7153 -2,7324 -2,7781 -2,8415 -2,9024 -2,9475 -2,9729 -2,9790 -2,9840 -3,0401 -3,1977 -3,4389 -3,6783 -3,8378 -3,9023 -3,8992 -3,8500 -3,7490 -3,5715 -3,2993 -2,9439 -2,5519 -2,1892 -1,9103 -1,7295 -1,6315 -1,6089 -1,6625 -1,7561 -1,8115 -1,7692 -1,6300 -1,4277 -1,1865 -0,9149 -0,6233 -0,3369 -0,0811 0,1526 0,3996 0,6579 0,8585 0,9191 0,8034 0,5204 0,0976 -0,4212 -0,9673 -1,4572 -1,8175 -2,0047 -2,0100 -1,8622 -1,6323 -1,4133 -1,2672 -1,1864 -1,1131 -0,9991 -0,8452 -0,6955 -0,6053 -0,5995 -0,6582 -0,7614 -0,9369 -1,2440 -1,7205 -2,3450 -3,0308 -3,6549 -4,1096 -4,3348 -4,3179 -4,0950 -3,7527 -3,4074 -3,1669 -3,1002 -3,2121 -3,4327 -3,6366 -3,6905 -3,5064 -3,0709 -2,4508 -1,7799 -1,2222 -0,9154 -0,9199 -1,2016 -1,6570 -2,1608 -2,5984 -2,8681 -2,8925 -2,6490 -2,1669 -1,4933 -0,6970 0,1007 0,7441 1,1044 1,1217 0,8153 0,2791 -0,3445 -0,9144 -1,3383 -1,5780 -1,6149 -1,4316 -1,0450 -0,5394 -0,0511 0,2906 0,4248 0,3873 0,2811 0,2119 0,2369 0,3404 0,4402 0,4412 0,3021 0,0462 -0,2888 -0,6851 -1,1208 -1,5336 -1,8248 -1,9029 -1,7311 -1,3523 -0,8780 -0,4392 -0,1235 0,0647 0,1931 0,3384 0,5231 0,7092 0,8402 0,8894 0,8883 0,9103 1,0104 1,1704 1,3012 1,2976 1,1063 0,7533 0,3177 -0,1029 -0,4217 -0,5887 -0,5917 -0,4410 -0,1575 0,2341 0,6977 1,1678 1,5633 1,8318 1,9745 2,0222 1,9970 1,9031 1,7492 1,5610 1,3730 1,2193 1,1305 1,1174 1,1474 1,1449 1,0293 0,7708 0,4262 0,1223 -0,0213 0,0230 0,1823 0,3612 0,5075 0,6042 0,6374 0,5900 0,4488 0,2076 -0,1232 -0,4948 -0,8068 -0,9298 -0,7708 -0,3390 0,2485 0,8255 1,2442 1,4175 1,3383 1,0733 0,7251 0,3780 0,0612 -0,2511 -0,5932 -0,9397 -1,1920 -1,2585 -1,1368 -0,9021 -0,6365 -0,3863 -0,1669 0,0137 0,1555 0,2851 0,4484 0,6760 0,9613 1,2705 1,5657 1,8158 1,9968 2,1019 2,1506 2,1588 2,1037 1,9514 1,7151 1,4541 1,2273 1,0715 1,0124 1,0669 1,2298 1,4689 1,7401 2,0085 2,2478 2,4189 2,4616 2,3295 2,0392 1,6783 1,3484 1,0910 0,8775 0,6735 0,4925 0,3790 0,3529 0,3892 0,4484 0,5150 0,6010 0,7088 0,8045 0,8384 0,7760 0,6027 0,3306 -0,0010 -0,3513 -0,6898 -0,9677 -1,1080 -1,0508 -0,7980 -0,4060 0,0474 0,4841 0,8443 1,1124 1,3056 1,4194 1,4090 1,2411 0,9510 0,6533 0,4910 0,5445 0,7701 1,0293 1,1724 1,1085 0,8273 0,3787 -0,1726 -0,7917 -1,4763 -2,2063 -2,9041 -3,4705 -3,8530 -4,0634 -4,1459 -4,1454 -4,0957 -4,0200 -3,9448 -3,9074 -3,9293 -3,9910 -4,0469 -4,0519 -3,9681 -3,7696 -3,4487 -3,0123 -2,4783 -1,8887 -1,3097 -0,8027 -0,3959 -0,0906 0,1102 0,1987 0,1968 0,1644 0,1618 0,2240 0,3591 0,5516 0,7907 1,0975 1,4997 1,9827 2,4794 2,9075 3,2122 3,3756 3,3900 3,2392 2,9185 2,4536 1,8762 1,1897 0,3879 -0,5025 -1,4333 -2,3769 -3,3122 -4,1853 -4,9160 -5,4428 -5,7477 -5,8477 -5,7648 -5,5068 -5,0793 -4,5094 -3,8437 -3,1223 -2,3765 -1,6649 -1,0959 -0,7979 -0,8741 -1,3663 -2,2205 -3,2731 -4,2918 -5,0749 -5,5469 -5,7720 -5,8768 -5,9460 -5,9718 -5,8838 -5,6106 -5,1302 -4,5008 -3,8453 -3,2902 -2,9140 -2,7350 -2,7284 -2,8521 -3,0648 -3,3289 -3,6052 -3,8428 -3,9750 -3,9417 -3,7254 -3,3549 -2,8724 -2,3123 -1,7239 -1,2118 -0,9239
F7    2,6314 2,7485 2,6327 2,3528 1,9809 1,5730 1,1647 0,7668 0,3782 0,0111 -0,2975 -0,4921 -0,5173 -0,3510 -0,0198 0,4219 0,9116 1,3709 1,7051 1,8352 1,7287 1,3989 0,8877 0,2514 -0,4347 -1,0675 -1,5369 -1,7734 -1,7712 -1,5742 -1,2541 -0,8943 -0,5717 -0,3368 -0,2068 -0,1767 -0,2396 -0,3933 -0,6289 -0,9202 -1,2246 -1,4898 -1,6647 -1,7186 -1,6470 -1,4550 -1,1486 -0,7497 -0,3067 0,1113 0,4203 0,5375 0,4179 0,0868 -0,3576 -0,7815 -1,0684 -1,1496 -1,0108 -0,6897 -0,2602 0,1927 0,5911 0,8820 1,0572 1,1567 1,2423 1,3563 1,4977 1,6354 1,7414 1,8091 1,8492 1,8733 1,8740 1,8204 1,6743 1,4181 1,0781 0,7148 0,3715 0,0371 -0,3214 -0,6944 -1,0080 -1,1689 -1,1355 -0,9481 -0,6854 -0,3921 -0,0554 0,3543 0,8254 1,2822 1,6213 1,7823 1,7786 1,6552 1,4363 1,1214 0,7159 0,2483 -0,2342 -0,6743 -1,0115 -1,1992 -1,2191 -1,0829 -0,8332 -0,5408 -0,2912 -0,1572 -0,1683 -0,3000 -0,4964 -0,6927 -0,8261 -0,8473 -0,7301 -0,4712 -0,0851 0,3990 0,9362 1,4625 1,9007 2,1754 2,2323 2,0633 1,7190 1,2916 0,8778 0,5485 0,3339 0,2203 0,1626 0,1062 0,0097 -0,1369 -0,3118 -0,4750 -0,5747 -0,5489 -0,3473 0,0300 0,5187 1,0168 1,4268 1,6852 1,7810 1,7709 1,7722 1,9028 2,2085 2,6491 3,1367 3,5706 3,8590 3,9528 3,8737 3,7049 3,5559 3,5186 3,6273 3,8492 4,1071 4,3061 4,3529 4,1856 3,8054 3,2766 2,6882 2,1199 1,6376 1,2973 1,1363 1,1658 1,3701 1,7049 2,1034 2,4962 2,8279 3,0639 3,1893 3,1965 3,0736 2,8104 2,4119 1,9042 1,3342 0,7674 0,2701 -0,1157 -0,3813 -0,5429 -0,6193 -0,6050 -0,4717 -0,2023 0,1817 0,6142 1,0009 1,2619 1,3700 1,3489 1,2390 1,0637 0,8162 0,4768 0,0435 -0,4457 -0,9160 -1,2930 -1,5488 -1,7146 -1,8514 -1,9981 -2,1326 -2,1914 -2,1245 -1,9269 -1,6341 -1,3010 -0,9764 -0,6873 -0,4373 -0,2040 0,0530 0,3591 0,6988 1,0305 1,3173 1,5341 1,6560 1,6668 1,5774 1,4189 1,2239 1,0361 0,9191 0,9227 1,0423 1,2161 1,3596 1,4157 1,3833 1,2930 1,1728 1,0511 0,9686 0,9600 1,0323 1,1779 1,4004 1,7076 2,0792 2,4519 2,7397 2,8711 2,8109 2,5591 2,1490 1,6508 1,1582 0,7513 0,4628 0,2732 0,1314 -0,0163 -0,2072 -0,4623 -0,7832 -1,1346 -1,4502 -1,6771 -1,8109 -1,8914 -1,9730 -2,0998 -2,2922 -2,5401 -2,8036 -3,0282 -3,1670 -3,1951 -3,0991 -2,8595 -2,4635 -1,9447 -1,4046 -0,9861 -0,8105 -0,9239 -1,2813 -1,7600 -2,1885 -2,4046 -2,3294 -2,0101 -1,5896 -1,2163 -0,9653 -0,8254 -0,7407 -0,6678 -0,6037 -0,5610 -0,5225 -0,4339 -0,2469 0,0429 0,4026 0,7916 1,1735 1,5133 1,7718 1,9103 1,8993 1,7197 1,3668 0,8700 0,3066 -0,2092 -0,5696 -0,7322 -0,7425 -0,6862 -0,6212 -0,5554 -0,4731 -0,3640 -0,2373 -0,1148 -0,0110 0,0773 0,1668 0,2825 0,4473 0,6544 0,8460 0,9415 0,8997 0,7575 0,6146 0,5753 0,6851 0,9078 1,1492 1,3086 1,3292 1,2147 1,0023 0,7278 0,4232 0,1363 -0,0716 -0,1513 -0,0783 0,1539 0,5437 1,0752 1,7009 2,3376 2,8844 3,2430 3,3450 3,1830 2,8230 2,3749 1,9495 1,6317 1,4650 1,4380 1,4932 1,5592 1,5870 1,5703 1,5436 1,5598 1,6605 1,8614 2,1574 2,5176 2,8731 3,1276 3,1923 3,0227 2,6308 2,0779 1,4676 0,9256 0,5635 0,4474 0,5856 0,9391 1,4496 2,0608 2,7137 3,3351 3,8439 4,1733 4,2844 4,1713 3,8652 3,4235 2,9012 2,3334 1,7463 1,1805 0,6996 0,3690 0,2254 0,2638 0,4426 0,6918 0,9273 1,0890 1,1789 1,2575 1,3964 1,6366 1,9727 2,3590 2,7320 3,0335 3,2092 3,2075 3,0076 2,6470 2,2083 1,7856 1,4642 1,3138 1,3661 1,5841 1,8695 2,1170 2,2604 2,2754 2,1731 2,0077 1,8648 1,8190 1,8953 2,0615 2,2505 2,3976 2,4632 2,4347 2,3316 2,2077 2,1222 2,1019 2,1334 2,1828 2,2162 2,2049 2,1152 1,9065 1,5683 1,1556 0,7683 0,4912 0,3527 0,3210 0,3329 0,3316 0,2819 0,1724 0,0262 -0,1107 -0,2082 -0,2687 -0,2994 -0,2843 -0,1913 0,0009 0,2877 0,6349 0,9890 1,2924 1,4875 1,5166 1,3494 1,0252 0,6511 0,3432 0,1632 0,0886 0,0308 -0,0990 -0,3274 -0,6202 -0,9303 -1,2280 -1,4946 -1,7104 -1,8537 -1,8981 -1,8264 -1,6661 -1,5025 -1,4340 -1,5098 -1,7132 -1,9895 -2,2773 -2,5293 -2,7194 -2,8375 -2,8842 -2,8718 -2,8249 -2,7757 -2,7602 -2,8108 -2,9417 -3,1359 -3,3470 -3,5126 -3,5627 -3,4354 -3,1079 -2,6108 -2,0010 -1,3223 -0,6008 0,1187 0,7494 1,1954 1,4080 1,4180 1,3339 1,2994 1,4195 1,7065 2,0861 2,4426 2,6621 2,6625 2,4093 1,9150 1,2195 0,3764 -0,5320 -1,3785 -2,0206 -2,3607 -2,3807 -2,1279 -1,6829 -1,1481 -0,6436 -0,2761 -0,1004 -0,1128 -0,2779 -0,5646 -0,9621 -1,4665 -2,0581 -2,6946 -3,3261 -3,9240 -4,4778 -4,9508 -5,2574 -5,2960 -5,0003 -4,3766 -3,5236 -2,6184 -1,8563 -1,3716 -1,2045 -1,3291 -1,6981 -2,2559 -2,9263 -3,6109 -4,2107 -4,6552 -4,9199 -5,0180 -4,9762 -4,8240 -4,5898 -4,2934 -3,9442 -3,5474 -3,1101 -2,6510 -2,2062 -1,8157 -1,5078 -1,3076 -1,2453 -1,3340 -1,5461 -1,8194 -2,0746
