Fp1   -0,1471 0,0588 0,2915 0,5250 0,6944 0,7220 0,5416 0,1229 -0,5044 -1,2341 -1,8995 -2,3458 -2,5070 -2,4105 -2,1082 -1,6257 -0,9929 -0,3018 0,3090 0,7386 0,9731 1,0464 0,9832 0,8002 0,5369 0,2562 0,0126 -0,1715 -0,3009 -0,3963 -0,4887 -0,6067 -0,7387 -0,8123 -0,7402 -0,4828 -0,0430 0,5797 1,3781 2,2478 2,9366 3,1632 2,8238 2,0549 1,1055 0,1912 -0,5483 -1,0414 -1,2889 -1,3564 -1,3260 -1,2476 -1,1449 -1,0407 -0,9542 -0,9103 -0,9728 -1,2135 -1,6151 -2,0219 -2,2065 -2,0149 -1,4844 -0,8188 -0,2330 0,1747 0,4072 0,4827 0,3973 0,1412 -0,2857 -0,8596 -1,5208 -2,1885 -2,7816 -3,2186 -3,4269 -3,3787 -3,1043 -2,6514 -2,0379 -1,2755 -0,4526 0,2274 0,5265 0,3213 -0,3058 -1,1126 -1,8278 -2,2690 -2,4069 -2,3436 -2,2163 -2,1218 -2,1018 -2,1424 -2,2002 -2,2550 -2,3146 -2,3590 -2,3084 -2,0692 -1,6150 -1,0247 -0,4481 -0,0234 0,1991 0,2610 0,2266 0,1356 0,0226 -0,0649 -0,0894 -0,0477 0,0132 0,0042 -0,1648 -0,5409 -1,0983 -1,7139 -2,2087 -2,4688 -2,5316 -2,5429 -2,6460 -2,9049 -3,2886 -3,7127 -4,0929 -4,3566 -4,4372 -4,3081 -4,0090 -3,5946 -3,0728 -2,4270 -1,6857 -0,9494 -0,3541 0,0020 0,1029 -0,0119 -0,2985 -0,7269 -1,2639 -1,8466 -2,3798 -2,7613 -2,8948 -2,6741 -2,0032 -0,8815 0,5298 1,9525 3,1229 3,8998 4,2719 4,2933 4,0260 3,5336 2,9302 2,4169 2,2093 2,3933 2,8722 3,4647 4,0365 4,5461 4,9827 5,2946 5,3923 5,2149 4,7900 4,2425 3,7312 3,3654 3,1793 3,1641 3,2995 3,5469 3,8118 3,9270 3,7150 3,1006 2,1682 1,1271 0,2379 -0,2642 -0,2480 0,2617 1,0894 1,9621 2,5961 2,7957 2,5119 1,8120 0,7999 -0,4216 -1,7327 -2,9833 -4,0170 -4,7074 -4,9597 -4,7069 -3,9558 -2,8406 -1,5862 -0,3948 0,6213 1,3908 1,8229 1,8500 1,4972 0,8537 -0,0002 -0,9970 -2,0351 -2,9729 -3,6741 -4,0433 -4,0391 -3,6856 -3,0848 -2,4088 -1,8456 -1,5243 -1,4921 -1,7286 -2,1478 -2,6192 -3,0146 -3,2370 -3,2339 -3,0069 -2,6082 -2,1219 -1,6402 -1,2490 -1,0080 -0,9110 -0,8736 -0,7928 -0,6257 -0,4201 -0,2990 -0,3995 -0,7790 -1,3842 -2,1130 -2,8699 -3,5528 -4,0285 -4,1827 -4,0267 -3,7256 -3,4847 -3,4095 -3,4797 -3,6293 -3,8077 -3,9670 -4,0437 -3,9774 -3,7461 -3,3909 -3,0090 -2,6988 -2,4858 -2,3060 -2,0695 -1,7292 -1,2936 -0,8104 -0,3436 0,0536 0,3669 0,6235 0,8468 0,9929 0,9278 0,4693 -0,5200 -2,0316 -3,8529 -5,5897 -6,8091 -7,2553 -6,9594 -6,1471 -5,0670 -3,8925 -2,7179 -1,6021 -0,6091 0,1981 0,8129 1,3065 1,7511 2,1193 2,2746 2,0547 1,3739 0,2727 -1,1128 -2,6179 -4,0972 -5,4498 -6,6122 -7,5115 -8,0295 -8,0399 -7,4947 -6,4737 -5,1433 -3,6841 -2,2638 -1,0291 -0,0776 0,5655 0,9407 1,1108 1,0924 0,8298 0,2629 -0,5764 -1,5531 -2,4898 -3,2175 -3,6138 -3,6538 -3,4182 -3,0232 -2,5500 -2,0435 -1,5464 -1,1139 -0,8011 -0,6379 -0,6162 -0,6955 -0,8169 -0,9281 -0,9950 -0,9967 -0,9360 -0,8564 -0,8215 -0,8682 -0,9751 -1,0737 -1,1129 -1,1141 -1,1442 -1,2375 -1,3426 -1,3251 -1,0452 -0,4881 0,1757 0,6800 0,8296 0,6100 0,1584 -0,3536 -0,7962 -1,0832 -1,1677 -1,0488 -0,7589 -0,3448 0,1290 0,5598 0,8057 0,7295 0,2727 -0,4999 -1,4114 -2,2232 -2,7136 -2,7745 -2,4690 -1,9822 -1,4832 -1,0072 -0,4591 0,2543 1,0846 1,8372 2,2965 2,3527 2,0292 1,4266 0,6718 -0,0959 -0,7537 -1,2344 -1,5181 -1,5950 -1,4573 -1,1269 -0,6844 -0,2553 0,0606 0,2441 0,3453 0,4515 0,6744 1,1069 1,7443 2,4562 3,0632 3,4360 3,5111 3,2482 2,6309 1,7031 0,5729 -0,6166 -1,7076 -2,5375 -2,9690 -2,9457 -2,5268 -1,8582 -1,1254 -0,5172 -0,1530 0,0013 0,1314 0,4714 1,1517 2,0858 3,0176 3,7142 4,1034 4,2336 4,1616 3,9085 3,4807 2,9054 2,2537 1,6188 1,0579 0,5721 0,1409 -0,2430 -0,5599 -0,7654 -0,8155 -0,6996 -0,4422 -0,0687 0,4093 0,9812 1,6357 2,3473 3,0369 3,5776 3,8589 3,8352 3,5283 3,0056 2,3365 1,5630 0,7171 -0,1503 -0,9827 -1,7430 -2,3886 -2,8282 -2,9495 -2,7167 -2,2355 -1,7028 -1,2644 -0,9144 -0,5507 -0,1115 0,3770 0,8609 1,2925 1,6014 1,6962 1,5129 1,0363 0,2883 -0,6576 -1,6382 -2,4387 -2,9255 -3,1410 -3,2544 -3,4255 -3,6895 -3,9339 -3,9738 -3,6761 -3,0469 -2,2397 -1,5035 -1,0938 -1,1537 -1,6262 -2,2859 -2,8768 -3,2086 -3,1250 -2,4618 -1,1224 0,7797 2,8735 4,6478 5,6598 5,6911 4,7681 3,1245 1,1820 -0,5451 -1,6739 -2,1215 -2,0582 -1,7211 -1,2635 -0,7289 -0,1281 0,4822 1,0141 1,4388 1,8199 2,2166 2,5733 2,7468 2,6313 2,2430 1,7141 1,2265 0,9280 0,8802 1,0502 1,3395 1,6341 1,8294 1,8169 1,4878 0,7860 -0,2119 -1,2618 -2,0288 -2,2577 -1,9068 -1,1283 -0,1297 0,9374 1,9721 2,8621 3,4653 3,6636 3,4283 2,8224 1,9368 0,8396 -0,4102 -1,7088 -2,8973 -3,8384 -4,4777 -4,8078 -4,8229 -4,5420 -4,0288 -3,3513 -2,5429 -1,6382 -0,7396 -0,0180 0,3606 0,3072 -0,1519 -0,8840 -1,7277 -2,5949 -3,4950 -4,4511 -5,4071 -6,2120 -6,6730 -6,6417 -6,1104 -5,2382 -4,2644 -3,3990 -2,7800 -2,4807 -2,5206 -2,8587 -3,3781 -3,9152 -4,3317 -4,5441 -4,4873
Fz    0,0177 0,4472 0,7630 0,8733 0,7592 0,4749 0,1203 -0,1900 -0,3635 -0,3598 -0,2038 0,0185 0,1874 0,1973 0,0040 -0,3619 -0,8230 -1,2977 -1,7237 -2,0620 -2,2975 -2,4373 -2,4911 -2,4437 -2,2589 -1,9162 -1,4347 -0,8646 -0,2652 0,3047 0,7892 1,1483 1,3710 1,4698 1,4612 1,3573 1,1764 0,9583 0,7623 0,6388 0,6006 0,6262 0,6885 0,7717 0,8612 0,9359 0,9817 1,0021 1,0097 1,0167 1,0326 1,0579 1,0770 1,0581 0,9664 0,7792 0,4989 0,1599 -0,1799 -0,4617 -0,6469 -0,7322 -0,7533 -0,7681 -0,8216 -0,9149 -1,0071 -1,0504 -1,0213 -0,9198 -0,7549 -0,5424 -0,3157 -0,1229 -0,0032 0,0326 -0,0041 -0,0999 -0,2455 -0,4230 -0,5986 -0,7358 -0,8160 -0,8473 -0,8544 -0,8569 -0,8504 -0,8114 -0,7161 -0,5566 -0,3463 -0,1102 0,1279 0,3515 0,5539 0,7393 0,9074 1,0369 1,0958 1,0786 1,0274 1,0062 1,0574 1,1775 1,3215 1,4318 1,4755 1,4597 1,4186 1,3918 1,3956 1,3965 1,3242 1,1236 0,7932 0,3874 -0,0063 -0,2968 -0,4120 -0,3135 -0,0082 0,4415 0,9219 1,3016 1,4831 1,4388 1,2116 0,8878 0,5636 0,3126 0,1629 0,0921 0,0434 -0,0471 -0,2234 -0,4914 -0,8155 -1,1324 -1,3735 -1,4821 -1,4264 -1,2096 -0,8742 -0,4913 -0,1314 0,1643 0,3924 0,5767 0,7587 0,9961 1,3526 1,8683 2,5319 3,2764 4,0054 4,6344 5,1190 5,4522 5,6482 5,7418 5,7944 5,8725 6,0074 6,1885 6,3988 6,6440 6,9445 7,3091 7,7157 8,1147 8,4469 8,6564 8,7016 8,5683 8,2743 7,8681 7,4233 7,0200 6,7197 6,5542 6,5261 6,6068 6,7397 6,8563 6,9028 6,8567 6,7227 6,5104 6,2165 5,8257 5,3270 4,7305 4,0738 3,4148 2,8135 2,3137 1,9393 1,7040 1,6144 1,6639 1,8323 2,0942 2,4210 2,7746 3,1106 3,3917 3,5944 3,7008 3,6931 3,5655 3,3418 3,0741 2,8196 2,6129 2,4602 2,3565 2,2975 2,2751 2,2696 2,2562 2,2109 2,1083 1,9235 1,6513 1,3247 1,0063 0,7545 0,5982 0,5380 0,5530 0,6022 0,6335 0,6059 0,5063 0,3532 0,1797 0,0090 -0,1529 -0,3085 -0,4648 -0,6325 -0,8203 -1,0217 -1,2101 -1,3535 -1,4323 -1,4390 -1,3695 -1,2252 -1,0206 -0,7922 -0,5985 -0,4954 -0,5026 -0,5896 -0,6903 -0,7384 -0,7080 -0,6256 -0,5350 -0,4537 -0,3708 -0,2778 -0,1875 -0,1269 -0,1233 -0,1873 -0,2971 -0,4020 -0,4495 -0,4109 -0,2818 -0,0729 0,1944 0,4946 0,8104 1,1409 1,4998 1,9062 2,3665 2,8557 3,3162 3,6767 3,8777 3,8920 3,7339 3,4484 3,0929 2,7330 2,4409 2,2718 2,2316 2,2788 2,3618 2,4471 2,5157 2,5566 2,5732 2,5831 2,6029 2,6341 2,6611 2,6547 2,5744 2,3801 2,0542 1,6165 1,1187 0,6332 0,2408 0,0100 -0,0284 0,1088 0,3708 0,6911 1,0032 1,2617 1,4533 1,5885 1,6888 1,7774 1,8698 1,9723 2,0947 2,2558 2,4657 2,7091 2,9568 3,1881 3,3980 3,5886 3,7542 3,8712 3,9053 3,8383 3,6940 3,5329 3,4197 3,3927 3,4522 3,5704 3,7150 3,8639 4,0086 4,1474 4,2740 4,3672 4,3954 4,3396 4,2189 4,0884 4,0087 4,0162 4,1139 4,2789 4,4768 4,6795 4,8663 5,0150 5,1023 5,1114 5,0320 4,8557 4,5856 4,2574 3,9413 3,7125 3,6176 3,6607 3,8126 4,0217 4,2212 4,3384 4,3160 4,1378 3,8394 3,4891 3,1580 2,9002 2,7467 2,7026 2,7444 2,8250 2,8946 2,9284 2,9364 2,9493 2,9942 3,0811 3,2051 3,3535 3,5086 3,6481 3,7489 3,7886 3,7432 3,5874 3,3106 2,9399 2,5427 2,1942 1,9282 1,7185 1,5083 1,2617 0,9955 0,7679 0,6332 0,6087 0,6768 0,8067 0,9622 1,0954 1,1509 1,0926 0,9342 0,7460 0,6260 0,6512 0,8454 1,1783 1,5790 1,9571 2,2364 2,3872 2,4306 2,4109 2,3693 2,3387 2,3471 2,4083 2,5106 2,6256 2,7310 2,8235 2,9118 2,9994 3,0762 3,1194 3,0960 2,9740 2,7439 2,4290 2,0774 1,7473 1,4997 1,3920 1,4619 1,7056 2,0714 2,4817 2,8700 3,1979 3,4412 3,5784 3,5983 3,5075 3,3343 3,1291 2,9501 2,8349 2,7796 2,7447 2,6822 2,5614 2,3782 2,1551 1,9351 1,7632 1,6662 1,6511 1,7081 1,8132 1,9382 2,0632 2,1789 2,2812 2,3728 2,4648 2,5625 2,6484 2,6851 2,6371 2,4943 2,2734 2,0003 1,7020 1,4196 1,2098 1,1129 1,1203 1,1730 1,1860 1,0841 0,8459 0,5309 0,2504 0,1022 0,1258 0,3013 0,5704 0,8585 1,0999 1,2559 1,3121 1,2709 1,1589 1,0328 0,9650 1,0141 1,1996 1,4937 1,8374 2,1647 2,4187 2,5674 2,6147 2,5898 2,5259 2,4508 2,3861 2,3438 2,3198 2,2961 2,2543 2,1937 2,1378 2,1203 2,1602 2,2391 2,2999 2,2806 2,1585 1,9609 1,7432 1,5663 1,4788 1,5063 1,6543 1,9108 2,2372 2,5629 2,7972 2,8565 2,7025 2,3709 1,9618 1,5940 1,3594 1,3006 1,4040 1,6050 1,8152 1,9620 2,0198 2,0117 1,9842 1,9770 2,0131 2,0976 2,2122 2,3138 2,3479 2,2685 2,0557 1,7281 1,3458 0,9925 0,7417 0,6348 0,6762 0,8299 1,0159 1,1273 1,0742 0,8293 0,4363 -0,0217 -0,4644 -0,8441 -1,1508 -1,3936 -1,5808 -1,7196 -1,8263 -1,9229 -2,0178 -2,0957 -2,1323 -2,1164 -2,0571 -1,9768 -1,8990 -1,8400 -1,8092 -1,8116 -1,8504 -1,9285 -2,0407 -2,1589
F3    -0,5497 -0,2534 -0,0242 0,0963 0,1136 0,0713 0,0257 0,0215 0,0789 0,1947 0,3461 0,4950 0,5934 0,5869 0,4263 0,0873 -0,4139 -1,0129 -1,6071 -2,1004 -2,4452 -2,6384 -2,6807 -2,5503 -2,2245 -1,7258 -1,1289 -0,5146 0,0666 0,5827 1,0004 1,2904 1,4400 1,4511 1,3333 1,1037 0,8027 0,5049 0,2958 0,2278 0,3017 0,4867 0,7398 1,0018 1,1987 1,2703 1,2007 1,0223 0,8005 0,6110 0,5121 0,5199 0,6008 0,6888 0,7181 0,6496 0,4834 0,2621 0,0518 -0,1027 -0,2129 -0,3365 -0,5313 -0,8157 -1,1540 -1,4665 -1,6560 -1,6497 -1,4351 -1,0638 -0,6175 -0,1733 0,2040 0,4678 0,6055 0,6349 0,5724 0,4059 0,1102 -0,3047 -0,7685 -1,1800 -1,4519 -1,5389 -1,4410 -1,1903 -0,8338 -0,4248 -0,0255 0,2889 0,4470 0,4186 0,2381 -0,0029 -0,1894 -0,2294 -0,0883 0,1979 0,5444 0,8724 1,1524 1,3930 1,5983 1,7445 1,7927 1,7218 1,5497 1,3246 1,1029 0,9284 0,8028 0,6642 0,4189 0,0116 -0,5299 -1,0981 -1,5457 -1,7407 -1,6168 -1,1950 -0,5706 0,1259 0,7717 1,2869 1,6493 1,8812 2,0143 2,0649 2,0326 1,9041 1,6505 1,2423 0,6730 -0,0308 -0,8204 -1,6360 -2,4018 -3,0203 -3,3835 -3,4072 -3,0736 -2,4481 -1,6529 -0,8225 -0,0680 0,5379 0,9641 1,2232 1,3683 1,4807 1,6499 1,9472 2,3974 2,9669 3,5759 4,1291 4,5510 4,8058 4,8996 4,8826 4,8357 4,8250 4,8706 4,9717 5,1502 5,4528 5,9158 6,5285 7,2290 7,9257 8,5182 8,9116 9,0424 8,9016 8,5355 8,0271 7,4699 6,9419 6,4959 6,1533 5,9020 5,7162 5,5865 5,5291 5,5665 5,6958 5,8654 5,9739 5,8961 5,5319 4,8562 3,9364 2,9135 1,9570 1,2096 0,7458 0,5736 0,6651 0,9735 1,4256 1,9339 2,4267 2,8469 3,1360 3,2429 3,1461 2,8582 2,4132 1,8587 1,2645 0,7256 0,3354 0,1500 0,1740 0,3695 0,6729 1,0099 1,3040 1,4809 1,4748 1,2435 0,7864 0,1549 -0,5471 -1,1772 -1,5918 -1,6965 -1,4834 -1,0283 -0,4542 0,1009 0,5090 0,6879 0,6262 0,3712 -0,0097 -0,4564 -0,9223 -1,3773 -1,8009 -2,1660 -2,4375 -2,5896 -2,6207 -2,5591 -2,4581 -2,3735 -2,3389 -2,3470 -2,3541 -2,3203 -2,2438 -2,1483 -2,0449 -1,9155 -1,7267 -1,4607 -1,1464 -0,8576 -0,6668 -0,6037 -0,6607 -0,8185 -1,0482 -1,3052 -1,5459 -1,7482 -1,8991 -1,9795 -1,9797 -1,9137 -1,8028 -1,6609 -1,5028 -1,3457 -1,1945 -1,0352 -0,8389 -0,5586 -0,1326 0,4844 1,2768 2,1491 2,9546 3,5454 3,8117 3,7080 3,2666 2,5924 1,8335 1,1306 0,5763 0,2072 0,0206 -0,0158 0,0372 0,1122 0,1724 0,2287 0,3203 0,4805 0,7079 0,9604 1,1788 1,3202 1,3707 1,3342 1,2178 1,0293 0,7923 0,5506 0,3386 0,1537 -0,0327 -0,2466 -0,4900 -0,7388 -0,9609 -1,1330 -1,2429 -1,2825 -1,2392 -1,0898 -0,8002 -0,3470 0,2478 0,9096 1,5401 2,0568 2,4181 2,6175 2,6616 2,5589 2,3185 1,9545 1,5003 1,0253 0,6391 0,4620 0,5639 0,9210 1,4304 1,9627 2,4163 2,7485 2,9702 3,1018 3,1334 3,0368 2,8171 2,5415 2,3130 2,2208 2,3051 2,5443 2,8678 3,1947 3,4682 3,6558 3,7306 3,6682 3,4595 3,1198 2,6911 2,2415 1,8511 1,5835 1,4691 1,5120 1,7002 1,9938 2,3137 2,5679 2,6943 2,6770 2,5421 2,3457 2,1565 2,0308 1,9881 2,0070 2,0451 2,0619 2,0264 1,9184 1,7407 1,5414 1,4064 1,4171 1,6184 2,0129 2,5566 3,1568 3,6915 4,0479 4,1512 3,9779 3,5605 2,9768 2,3226 1,6748 1,0624 0,4746 -0,0974 -0,6273 -1,0572 -1,3232 -1,3791 -1,2184 -0,8843 -0,4551 -0,0164 0,3588 0,6153 0,7174 0,6668 0,5312 0,4381 0,5202 0,8478 1,3992 2,0767 2,7413 3,2597 3,5588 3,6453 3,5663 3,3533 3,0113 2,5477 1,9936 1,4095 0,8783 0,4898 0,3311 0,4677 0,8951 1,5107 2,1515 2,6559 2,9031 2,8449 2,5299 2,0964 1,7137 1,5011 1,4888 1,6430 1,9057 2,2047 2,4555 2,5782 2,5199 2,2737 1,8835 1,4329 1,0148 0,7027 0,5417 0,5497 0,7089 0,9648 1,2574 1,5551 1,8405 2,0719 2,1878 2,1543 1,9923 1,7606 1,5302 1,3607 1,2782 1,2682 1,2877 1,2900 1,2552 1,2019 1,1633 1,1455 1,1123 1,0096 0,8123 0,5505 0,2829 0,0505 -0,1277 -0,2253 -0,2070 -0,0727 0,1219 0,2961 0,3797 0,3237 0,1202 -0,1761 -0,4620 -0,6263 -0,5888 -0,3249 0,1236 0,6432 1,0784 1,3060 1,2925 1,0840 0,7572 0,3832 0,0191 -0,2755 -0,4257 -0,3606 -0,0520 0,4672 1,1094 1,7587 2,3099 2,7075 2,9631 3,1318 3,2611 3,3581 3,3984 3,3518 3,2043 2,9770 2,7257 2,5110 2,3533 2,2123 2,0129 1,7021 1,2964 0,8745 0,5257 0,3068 0,2338 0,2984 0,4942 0,8200 1,2555 1,7459 2,2102 2,5621 2,7411 2,7342 2,5717 2,3083 2,0034 1,7018 1,4180 1,1386 0,8443 0,5316 0,2283 -0,0005 -0,0739 0,0674 0,4364 0,9909 1,6321 2,2326 2,6836 2,9232 2,9356 2,7352 2,3556 1,8595 1,3505 0,9458 0,7090 0,5981 0,4827 0,2263 -0,2258 -0,8159 -1,4170 -1,9065 -2,2196 -2,3606 -2,3729 -2,2928 -2,1389 -1,9438 -1,7697 -1,6828 -1,7093 -1,8169 -1,9443 -2,0527 -2,1472 -2,2489 -2,3530 -2,4203 -2,4069 -2,2980 -2,1188 -1,9231 -1,7685 -1,6884
F7    -3,0560 -2,4748 -1,7272 -0,9713 -0,3002 0,2665 0,7351 1,1071 1,3662 1,4578 1,2998 0,8377 0,0864 -0,8706 -1,8921 -2,7872 -3,3515 -3,4253 -2,9484 -2,0001 -0,7964 0,3838 1,3042 1,8495 2,0406 1,9876 1,8187 1,6253 1,4310 1,1836 0,8008 0,2668 -0,3062 -0,7238 -0,8202 -0,5463 0,0090 0,6692 1,2529 1,6241 1,7027 1,4792 1,0297 0,4899 -0,0029 -0,3398 -0,4492 -0,3329 -0,0942 0,1113 0,1677 0,0387 -0,2601 -0,6954 -1,2171 -1,7565 -2,2463 -2,6381 -2,9011 -3,0181 -2,9802 -2,7849 -2,4468 -2,0205 -1,6014 -1,2834 -1,1122 -1,0794 -1,1550 -1,3190 -1,5595 -1,8610 -2,2165 -2,6322 -3,0888 -3,4894 -3,6706 -3,4985 -2,9675 -2,2139 -1,4476 -0,8545 -0,5297 -0,4859 -0,7075 -1,1641 -1,7725 -2,3872 -2,8493 -3,0527 -2,9719 -2,6403 -2,1248 -1,5281 -0,9781 -0,5751 -0,3490 -0,2793 -0,3498 -0,5645 -0,9034 -1,2829 -1,5827 -1,7110 -1,6371 -1,3719 -0,9450 -0,4211 0,0815 0,4354 0,5892 0,6010 0,5887 0,6429 0,7645 0,8633 0,8118 0,5258 0,0322 -0,5359 -1,0320 -1,3967 -1,6787 -1,9742 -2,3515 -2,8060 -3,2615 -3,6145 -3,7866 -3,7357 -3,4358 -2,8853 -2,1516 -1,3824 -0,7467 -0,3544 -0,2294 -0,3467 -0,6731 -1,1612 -1,7239 -2,2469 -2,6413 -2,8729 -2,9398 -2,8319 -2,5248 -2,0132 -1,3366 -0,5634 0,2422 1,0239 1,7113 2,2160 2,4697 2,4744 2,3123 2,1035 1,9531 1,9322 2,0857 2,4266 2,9110 3,4423 3,9148 4,2544 4,4373 4,4874 4,4473 4,3317 4,1094 3,7320 3,1871 2,5362 1,9138 1,4846 1,3742 1,6189 2,1657 2,8960 3,6464 4,2320 4,4873 4,3277 3,7974 3,0569 2,3110 1,7301 1,3995 1,2964 1,3143 1,3282 1,2568 1,0773 0,8012 0,4484 0,0409 -0,3990 -0,8585 -1,3446 -1,8677 -2,4076 -2,9037 -3,2809 -3,4715 -3,4154 -3,0773 -2,4912 -1,7796 -1,1020 -0,5796 -0,2689 -0,1848 -0,3300 -0,6988 -1,2646 -1,9716 -2,7347 -3,4465 -3,9967 -4,3039 -4,3410 -4,1418 -3,7768 -3,3082 -2,7728 -2,2122 -1,6949 -1,2907 -1,0488 -1,0147 -1,2370 -1,7282 -2,4132 -3,1218 -3,6454 -3,8288 -3,6451 -3,2114 -2,7347 -2,4070 -2,3169 -2,4357 -2,6580 -2,8604 -2,9565 -2,9221 -2,7778 -2,5585 -2,3048 -2,0794 -1,9734 -2,0835 -2,4666 -3,0888 -3,8024 -4,3943 -4,6915 -4,6409 -4,2995 -3,7715 -3,1573 -2,5343 -1,9530 -1,4508 -1,0782 -0,8983 -0,9461 -1,2028 -1,6236 -2,1579 -2,7110 -3,1230 -3,2392 -2,9950 -2,4297 -1,6575 -0,8462 -0,1845 0,1727 0,1435 -0,2706 -0,9802 -1,8169 -2,5771 -3,0913 -3,2861 -3,1979 -2,9222 -2,5532 -2,1711 -1,8631 -1,7116 -1,7404 -1,8831 -2,0083 -1,9787 -1,7055 -1,1806 -0,4928 0,1757 0,6018 0,6118 0,1467 -0,7353 -1,8908 -3,1311 -4,2650 -5,1375 -5,6495 -5,7628 -5,5059 -4,9760 -4,3139 -3,6560 -3,0839 -2,6036 -2,1754 -1,7781 -1,4409 -1,2091 -1,1014 -1,1090 -1,2028 -1,3298 -1,4369 -1,5196 -1,6431 -1,9052 -2,3573 -2,9494 -3,5450 -3,9818 -4,1369 -3,9746 -3,5600 -3,0265 -2,5217 -2,1688 -2,0463 -2,1613 -2,4323 -2,7141 -2,8518 -2,7361 -2,3536 -1,8031 -1,2498 -0,8399 -0,6453 -0,6670 -0,8711 -1,2103 -1,6082 -1,9471 -2,1018 -1,9992 -1,6499 -1,1320 -0,5560 -0,0445 0,2830 0,3492 0,1625 -0,1920 -0,6114 -1,0268 -1,4115 -1,7546 -2,0397 -2,2491 -2,3719 -2,4025 -2,3393 -2,1808 -1,9288 -1,6104 -1,2890 -1,0325 -0,8699 -0,7821 -0,7328 -0,7023 -0,6956 -0,7219 -0,7655 -0,7775 -0,7097 -0,5595 -0,3760 -0,2268 -0,1623 -0,2033 -0,3464 -0,5775 -0,8821 -1,2415 -1,6152 -1,9258 -2,0761 -2,0088 -1,7576 -1,4354 -1,1766 -1,0796 -1,1600 -1,3312 -1,4500 -1,4085 -1,1858 -0,8299 -0,4248 -0,0776 0,1066 0,0725 -0,1612 -0,5272 -0,9583 -1,4162 -1,8780 -2,3015 -2,6165 -2,7493 -2,6505 -2,3133 -1,7912 -1,1926 -0,6223 -0,1098 0,3797 0,8616 1,2935 1,6300 1,8756 2,0600 2,1687 2,1248 1,8567 1,3732 0,7557 0,0975 -0,5382 -1,1187 -1,6122 -1,9621 -2,1024 -1,9958 -1,6528 -1,1327 -0,5366 0,0159 0,4345 0,6974 0,8523 0,9838 1,1573 1,3716 1,5536 1,5892 1,3630 0,8076 -0,0448 -1,0502 -2,0082 -2,7486 -3,1911 -3,3361 -3,2101 -2,8370 -2,2651 -1,5941 -0,9615 -0,4960 -0,2742 -0,3155 -0,6042 -1,0978 -1,7101 -2,3130 -2,7830 -3,0487 -3,0958 -2,9406 -2,6003 -2,0924 -1,4683 -0,8389 -0,3404 -0,0776 -0,1089 -0,4669 -1,1476 -2,0719 -3,0847 -4,0019 -4,6614 -4,9695 -4,9395 -4,6842 -4,3577 -4,0881 -3,9296 -3,8473 -3,7541 -3,5781 -3,2901 -2,8695 -2,2695 -1,4341 -0,3599 0,8547 2,0193 2,9104 3,3407 3,2214 2,6044 1,6730 0,6647 -0,2221 -0,8757 -1,2637 -1,4034 -1,3344 -1,1119 -0,8092 -0,4976 -0,2139 0,0544 0,3571 0,7289 1,1265 1,4337 1,5434 1,4225 1,1137 0,7151 0,3627 0,1989 0,3255 0,7492 1,3627 1,9829 2,4103 2,4725 2,0705 1,2355 0,1552 -0,8710 -1,5368 -1,6473 -1,1907 -0,3192 0,7374 1,7513 2,5355 2,9628 2,9850 2,6423 2,0414 1,2959 0,4798 -0,3509 -1,1169 -1,7340 -2,1638 -2,4143 -2,5126 -2,5061 -2,4642 -2,4392 -2,4281 -2,3849 -2,2700 -2,0900 -1,8993 -1,7654 -1,7289 -1,7801 -1,8667 -1,9458 -2,0317 -2,1789 -2,4205 -2,7345 -3,0708 -3,3947 -3,6958 -3,9694 -4,2109 -4,4242 -4,6152 -4,7633 -4,8097 -4,6887 -4,3780 -3,9179 -3,3972 -2,9276 -2,6063 -2,4654
