Fp1   -2,4609 -2,8263 -3,3336 -3,9168 -4,4106 -4,6311 -4,4883 -4,0228 -3,3449 -2,5607 -1,7582 -1,0314 -0,4780 -0,1740 -0,1515 -0,3732 -0,7308 -1,0878 -1,3331 -1,4199 -1,3704 -1,2476 -1,1291 -1,0799 -1,1003 -1,0973 -0,9275 -0,4670 0,3317 1,4061 2,5956 3,7025 4,5675 5,1247 5,4051 5,4956 5,4886 5,4338 5,3102 5,0436 4,5529 3,7902 2,7681 1,5747 0,3529 -0,7563 -1,6538 -2,2811 -2,6148 -2,6845 -2,5732 -2,3793 -2,1747 -1,9989 -1,8746 -1,8041 -1,7561 -1,6860 -1,5617 -1,3633 -1,0948 -0,8043 -0,5655 -0,4362 -0,4292 -0,5085 -0,6188 -0,7242 -0,8209 -0,9303 -1,0807 -1,2877 -1,5447 -1,8136 -2,0151 -2,0493 -1,8465 -1,4173 -0,8588 -0,3161 0,0708 0,2117 0,0977 -0,1977 -0,5459 -0,8050 -0,8736 -0,7463 -0,5288 -0,3734 -0,3767 -0,5319 -0,7631 -0,9815 -1,1245 -1,1808 -1,1987 -1,2682 -1,4734 -1,8355 -2,2949 -2,7538 -3,1325 -3,4025 -3,5910 -3,7567 -3,9469 -4,1698 -4,4065 -4,6402 -4,8608 -5,0493 -5,1754 -5,2080 -5,1154 -4,8762 -4,5124 -4,1087 -3,7928 -3,6887 -3,8731 -4,3442 -5,0078 -5,7007 -6,2638 -6,6179 -6,7845 -6,8423 -6,8655 -6,8950 -6,9482 -7,0333 -7,1419 -7,2288 -7,2141 -7,0184 -6,5941 -5,9328 -5,0510 -3,9730 -2,7400 -1,4394 -0,2042 0,8314 1,5847 2,0518 2,2986 2,4295 2,5480 2,7113 2,8991 3,0290 3,0113 2,8014 2,4226 1,9673 1,5751 1,3731 1,4046 1,5991 1,8107 1,8842 1,6971 1,1829 0,3608 -0,6581 -1,7195 -2,7034 -3,5609 -4,2902 -4,8884 -5,3235 -5,5405 -5,4885 -5,1511 -4,5724 -3,8659 -3,1810 -2,6389 -2,2837 -2,0825 -1,9613 -1,8474 -1,6935 -1,4822 -1,2291 -0,9806 -0,7998 -0,7587 -0,9395 -1,4061 -2,1384 -2,9996 -3,7782 -4,2658 -4,3291 -3,9541 -3,2459 -2,3859 -1,5643 -0,9204 -0,5150 -0,3411 -0,3532 -0,5069 -0,7806 -1,1511 -1,5668 -1,9648 -2,2929 -2,5045 -2,5620 -2,4620 -2,2441 -1,9712 -1,7106 -1,5219 -1,4418 -1,4669 -1,5621 -1,7017 -1,9036 -2,2194 -2,6942 -3,3398 -4,1347 -5,0392 -6,0064 -6,9770 -7,8642 -8,5543 -8,9483 -9,0097 -8,7579 -8,2236 -7,4359 -6,4460 -5,3376 -4,2081 -3,1508 -2,2486 -1,5623 -1,1089 -0,8555 -0,7567 -0,7958 -0,9758 -1,2786 -1,6467 -2,0034 -2,2912 -2,4882 -2,5932 -2,6188 -2,6048 -2,6142 -2,6914 -2,8268 -2,9625 -3,0332 -3,0176 -2,9550 -2,9016 -2,8875 -2,9256 -3,0236 -3,1649 -3,3042 -3,3989 -3,4262 -3,3718 -3,2243 -2,9857 -2,6859 -2,3812 -2,1207 -1,8985 -1,6451 -1,2762 -0,7549 -0,1070 0,6066 1,3189 1,9701 2,5165 2,9245 3,1486 3,1355 2,8744 2,4334 1,9185 1,3979 0,8762 0,3319 -0,2324 -0,7711 -1,2200 -1,5372 -1,7270 -1,8426 -1,9651 -2,1628 -2,4513 -2,7903 -3,1308 -3,4619 -3,8042 -4,1732 -4,5636 -4,9541 -5,3088 -5,5701 -5,6611 -5,5201 -5,1366 -4,5520 -3,8383 -3,0812 -2,3531 -1,6803 -1,0385 -0,3904 0,2704 0,9033 1,4335 1,7859 1,9231 1,8600 1,6547 1,3885 1,1253 0,8732 0,5728 0,1217 -0,5644 -1,4870 -2,5581 -3,6495 -4,6338 -5,3980 -5,8449 -5,8944 -5,4998 -4,6842 -3,5680 -2,3521 -1,2484 -0,3986 0,1624 0,4888 0,6866 0,8672 1,0865 1,3075 1,4289 1,3599 1,0883 0,6935 0,2917 -0,0344 -0,2554 -0,3619 -0,3368 -0,1629 0,1563 0,5848 1,0605 1,5175 1,9017 2,1607 2,2309 2,0510 1,5978 0,9144 0,0950 -0,7632 -1,5875 -2,3118 -2,8584 -3,1618 -3,2110 -3,0603 -2,7924 -2,4655 -2,0938 -1,6740 -1,2099 -0,7110 -0,1761 0,3964 0,9657 1,4360 1,7105 1,7546 1,5971 1,2869 0,8618 0,3426 -0,2640 -0,9499 -1,6877 -2,4261 -3,0937 -3,6130 -3,9234 -3,9885 -3,7886 -3,3339 -2,6978 -2,0138 -1,4208 -1,0007 -0,7493 -0,5937 -0,4427 -0,2363 0,0281 0,2982 0,4905 0,5139 0,2927 -0,1986 -0,9188 -1,7866 -2,7062 -3,5628 -4,2267 -4,5965 -4,6491 -4,4401 -4,0612 -3,6168 -3,2192 -2,9545 -2,8451 -2,8611 -2,9576 -3,0991 -3,2684 -3,4506 -3,6000 -3,6325 -3,4657 -3,0752 -2,5109 -1,8574 -1,1694 -0,4429 0,3551 1,2323 2,1425 2,9931 3,6710 4,0780 4,1689 3,9698 3,5449 2,9364 2,1515 1,1989 0,1193 -1,0046 -2,0516 -2,8985 -3,4696 -3,7607 -3,8357 -3,7993 -3,7656 -3,8357 -4,0637 -4,4139 -4,7687 -5,0130 -5,1150 -5,1197 -5,0853 -5,0405 -4,9821 -4,8850 -4,7071 -4,4019 -3,9511 -3,3907 -2,7889 -2,1993 -1,6406 -1,1196 -0,6703 -0,3581 -0,2434 -0,3507 -0,6726 -1,1813 -1,8306 -2,5583 -3,2978 -3,9956 -4,6332 -5,2272 -5,7919 -6,2990 -6,6766 -6,8414 -6,7276 -6,3054 -5,5948 -4,6682 -3,6394 -2,6445 -1,8057 -1,1971 -0,8528 -0,7899 -1,0046 -1,4577 -2,0756 -2,7592 -3,4057 -3,9398 -4,3286 -4,5718 -4,6749 -4,6293 -4,4230 -4,0741 -3,6414 -3,1925 -2,7633 -2,3456 -1,9035 -1,4130 -0,8949 -0,4119 -0,0339 0,1832 0,2042 0,0204 -0,3522 -0,8868 -1,5530 -2,3179 -3,1439 -3,9773 -4,7465 -5,3911 -5,8876 -6,2253 -6,3649 -6,2536 -5,8857 -5,3308 -4,6999 -4,0766 -3,4639 -2,7914 -1,9903 -1,0718 -0,1502 0,5934 0,9784 0,8909 0,3226 -0,6252 -1,7643 -2,8703 -3,7533 -4,3178 -4,5763 -4,6069 -4,4937 -4,2963 -4,0566 -3,8275 -3,6881 -3,7263 -4,0103 -4,5565 -5,2970 -6,0872 -6,7697 -7,2426 -7,4841 -7,5385 -7,4722 -7,3302 -7,1368 -6,9297 -6,7634 -6,6655 -6,5976 -6,4730 -6,2098 -5,7691 -5,1578 -4,4198 -3,6245 -2,8571 -2,2093 -1,7645
Fz    -3,0842 -3,0973 -3,0340 -2,9261 -2,7945 -2,6465 -2,4875 -2,3275 -2,1776 -2,0398 -1,9019 -1,7407 -1,5374 -1,3014 -1,0731 -0,8955 -0,7899 -0,7542 -0,7679 -0,7945 -0,7940 -0,7478 -0,6748 -0,6125 -0,5834 -0,5893 -0,6235 -0,6559 -0,6149 -0,4170 -0,0220 0,5457 1,2203 1,9294 2,6145 3,2303 3,7308 4,0648 4,1958 4,1301 3,9109 3,5841 3,1764 2,7052 2,1932 1,6630 1,1322 0,6187 0,1431 -0,2817 -0,6597 -1,0023 -1,3022 -1,5290 -1,6605 -1,7046 -1,6919 -1,6678 -1,6862 -1,7926 -2,0077 -2,3149 -2,6496 -2,9096 -2,9920 -2,8342 -2,4405 -1,8768 -1,2332 -0,5952 -0,0395 0,3707 0,6022 0,6580 0,5621 0,3453 0,0442 -0,2996 -0,6478 -0,9723 -1,2568 -1,4999 -1,7146 -1,9178 -2,1169 -2,3043 -2,4643 -2,5758 -2,6098 -2,5410 -2,3698 -2,1339 -1,8989 -1,7331 -1,6737 -1,7157 -1,8291 -1,9872 -2,1819 -2,4158 -2,6850 -2,9722 -3,2522 -3,5076 -3,7355 -3,9359 -4,1018 -4,2238 -4,3028 -4,3564 -4,4179 -4,5200 -4,6698 -4,8377 -4,9766 -5,0614 -5,1117 -5,1748 -5,2844 -5,4374 -5,6136 -5,8034 -6,0073 -6,2163 -6,4104 -6,5772 -6,7162 -6,8218 -6,8758 -6,8632 -6,7835 -6,6450 -6,4600 -6,2539 -6,0656 -5,9312 -5,8666 -5,8597 -5,8630 -5,7912 -5,5460 -5,0594 -4,3221 -3,3841 -2,3341 -1,2642 -0,2454 0,6772 1,4774 2,1395 2,6475 2,9794 3,1175 3,0637 2,8438 2,4991 2,0734 1,6035 1,1211 0,6657 0,2896 0,0403 -0,0680 -0,0671 -0,0205 0,0114 0,0017 -0,0388 -0,0886 -0,1533 -0,2874 -0,5815 -1,1181 -1,9182 -2,9078 -3,9354 -4,8362 -5,4959 -5,8718 -5,9688 -5,8058 -5,4059 -4,8056 -4,0645 -3,2646 -2,4991 -1,8527 -1,3776 -1,0820 -0,9456 -0,9428 -1,0536 -1,2665 -1,5744 -1,9621 -2,3914 -2,8015 -3,1320 -3,3478 -3,4408 -3,4060 -3,2292 -2,9051 -2,4644 -1,9751 -1,5147 -1,1396 -0,8762 -0,7318 -0,6999 -0,7519 -0,8372 -0,9042 -0,9230 -0,8905 -0,8227 -0,7418 -0,6657 -0,6088 -0,5865 -0,6089 -0,6803 -0,8117 -1,0287 -1,3634 -1,8366 -2,4433 -3,1516 -3,9119 -4,6672 -5,3630 -5,9574 -6,4252 -6,7572 -6,9599 -7,0493 -7,0350 -6,9083 -6,6534 -6,2706 -5,7841 -5,2294 -4,6363 -4,0247 -3,4187 -2,8584 -2,3905 -2,0437 -1,8110 -1,6538 -1,5330 -1,4381 -1,3857 -1,3943 -1,4718 -1,6171 -1,8108 -2,0056 -2,1419 -2,1856 -2,1497 -2,0757 -1,9905 -1,8838 -1,7305 -1,5255 -1,2896 -1,0529 -0,8420 -0,6725 -0,5383 -0,4090 -0,2393 0,0151 0,3749 0,8236 1,3138 1,7822 2,1612 2,3960 2,4724 2,4340 2,3643 2,3456 2,4244 2,5965 2,8167 3,0307 3,2072 3,3457 3,4566 3,5311 3,5328 3,4200 3,1724 2,7970 2,3132 1,7339 1,0592 0,2817 -0,6080 -1,6077 -2,6797 -3,7364 -4,6578 -5,3355 -5,7107 -5,7846 -5,6001 -5,2150 -4,6906 -4,0909 -3,4770 -2,8857 -2,3115 -1,7127 -1,0436 -0,2866 0,5345 1,3636 2,1391 2,8156 3,3692 3,7884 4,0625 4,1794 4,1344 3,9337 3,5889 3,1189 2,5577 1,9528 1,3553 0,8147 0,3750 0,0624 -0,1333 -0,2547 -0,3462 -0,4315 -0,5220 -0,6286 -0,7527 -0,8749 -0,9679 -1,0207 -1,0431 -1,0456 -1,0170 -0,9259 -0,7392 -0,4362 -0,0141 0,5121 1,1070 1,7206 2,3081 2,8466 3,3313 3,7621 4,1391 4,4605 4,7158 4,8877 4,9637 4,9338 4,7781 4,4762 4,0317 3,4841 2,9010 2,3586 1,9179 1,6056 1,4106 1,2979 1,2295 1,1825 1,1546 1,1553 1,1861 1,2319 1,2764 1,3189 1,3656 1,4091 1,4252 1,3863 1,2827 1,1416 1,0162 0,9515 0,9629 1,0386 1,1498 1,2570 1,3178 1,3001 1,1909 0,9922 0,7151 0,3763 -0,0015 -0,3901 -0,7509 -1,0338 -1,1871 -1,1817 -1,0280 -0,7655 -0,4417 -0,1020 0,2109 0,4593 0,6190 0,6916 0,7019 0,6826 0,6596 0,6460 0,6420 0,6378 0,6179 0,5663 0,4687 0,3132 0,0920 -0,1935 -0,5341 -0,9197 -1,3447 -1,8025 -2,2726 -2,7189 -3,1045 -3,4028 -3,5986 -3,6857 -3,6583 -3,4992 -3,1808 -2,6859 -2,0224 -1,2217 -0,3260 0,6250 1,6044 2,5945 3,5737 4,5100 5,3729 6,1440 6,8080 7,3338 7,6679 7,7487 7,5242 6,9673 6,0970 4,9870 3,7456 2,4805 1,2771 0,1884 -0,7638 -1,5790 -2,2710 -2,8625 -3,3780 -3,8314 -4,2198 -4,5317 -4,7576 -4,8877 -4,9012 -4,7701 -4,4819 -4,0582 -3,5436 -2,9797 -2,3908 -1,7902 -1,1968 -0,6500 -0,2004 0,1146 0,2793 0,2858 0,1278 -0,1843 -0,6066 -1,0648 -1,4729 -1,7583 -1,8907 -1,9031 -1,8753 -1,8859 -1,9727 -2,1261 -2,3046 -2,4540 -2,5288 -2,5117 -2,4205 -2,2941 -2,1764 -2,1037 -2,0948 -2,1461 -2,2359 -2,3332 -2,4076 -2,4338 -2,3915 -2,2765 -2,1140 -1,9501 -1,8195 -1,7192 -1,6123 -1,4577 -1,2369 -0,9640 -0,6779 -0,4163 -0,1885 0,0243 0,2359 0,4257 0,5452 0,5453 0,3991 0,1137 -0,2699 -0,6879 -1,0746 -1,3822 -1,5906 -1,7023 -1,7336 -1,7162 -1,6969 -1,7222 -1,8167 -1,9742 -2,1687 -2,3700 -2,5520 -2,6970 -2,7922 -2,8184 -2,7520 -2,5900 -2,3679 -2,1438 -1,9684 -1,8642 -1,8209 -1,8080 -1,7958 -1,7682 -1,7257 -1,6794 -1,6412 -1,6214 -1,6353 -1,7017 -1,8303 -2,0154 -2,2473 -2,5235 -2,8487 -3,2277 -3,6545 -4,1045 -4,5388 -4,9181 -5,2099 -5,3970 -5,4911 -5,5313 -5,5618 -5,6123 -5,6913 -5,7869 -5,8697 -5,9010 -5,8492 -5,6993 -5,4480 -5,0953 -4,6401 -4,0865 -3,4552 -2,7868 -2,1275 -1,5155 -0,9811 -0,5512
F3    -2,4871 -2,5719 -2,5405 -2,4173 -2,2430 -2,0632 -1,9230 -1,8594 -1,8916 -2,0100 -2,1701 -2,2983 -2,3190 -2,1964 -1,9472 -1,6180 -1,2624 -0,9237 -0,6164 -0,3224 -0,0090 0,3404 0,7069 1,0462 1,3087 1,4406 1,3923 1,1646 0,8481 0,5832 0,4710 0,5295 0,7218 1,0072 1,3567 1,7365 2,0899 2,3475 2,4680 2,4645 2,3820 2,2532 2,0850 1,8768 1,6341 1,3604 1,0519 0,7104 0,3458 -0,0333 -0,4266 -0,8282 -1,2035 -1,4943 -1,6614 -1,7068 -1,6615 -1,5816 -1,5492 -1,6465 -1,9167 -2,3385 -2,8226 -3,2369 -3,4547 -3,4017 -3,0786 -2,5471 -1,8877 -1,1743 -0,4798 0,1200 0,5639 0,8170 0,8625 0,6943 0,3274 -0,1929 -0,7985 -1,4091 -1,9381 -2,3092 -2,4835 -2,4762 -2,3453 -2,1669 -2,0132 -1,9189 -1,8541 -1,7536 -1,5796 -1,3502 -1,1261 -0,9796 -0,9563 -1,0523 -1,2285 -1,4454 -1,6842 -1,9397 -2,2088 -2,4874 -2,7675 -3,0362 -3,2796 -3,4821 -3,6282 -3,7115 -3,7409 -3,7402 -3,7485 -3,8062 -3,9294 -4,0980 -4,2734 -4,4323 -4,5875 -4,7720 -4,9987 -5,2411 -5,4591 -5,6332 -5,7650 -5,8570 -5,9075 -5,9250 -5,9287 -5,9316 -5,9371 -5,9504 -5,9796 -6,0203 -6,0498 -6,0437 -5,9991 -5,9401 -5,8972 -5,8802 -5,8572 -5,7505 -5,4624 -4,9250 -4,1323 -3,1368 -2,0233 -0,8870 0,1767 1,0812 1,7714 2,2384 2,5025 2,5803 2,4780 2,2098 1,8079 1,3165 0,7747 0,2090 -0,3564 -0,8761 -1,2758 -1,4788 -1,4476 -1,2087 -0,8450 -0,4605 -0,1292 0,1362 0,3604 0,5472 0,6390 0,5216 0,0696 -0,7751 -1,9410 -3,2398 -4,4494 -5,3981 -5,9963 -6,2200 -6,0855 -5,6393 -4,9564 -4,1352 -3,2831 -2,4978 -1,8484 -1,3568 -0,9953 -0,7124 -0,4708 -0,2743 -0,1689 -0,2176 -0,4625 -0,8940 -1,4462 -2,0253 -2,5487 -2,9548 -3,1861 -3,1858 -2,9305 -2,4604 -1,8689 -1,2587 -0,7094 -0,2738 0,0126 0,1360 0,1191 0,0167 -0,1139 -0,2395 -0,3534 -0,4632 -0,5759 -0,6953 -0,8319 -1,0049 -1,2198 -1,4621 -1,7218 -2,0073 -2,3317 -2,6939 -3,0767 -3,4575 -3,8186 -4,1480 -4,4379 -4,6868 -4,8994 -5,0848 -5,2582 -5,4331 -5,6006 -5,7201 -5,7420 -5,6379 -5,4079 -5,0677 -4,6372 -4,1367 -3,5926 -3,0430 -2,5321 -2,0938 -1,7377 -1,4536 -1,2338 -1,0921 -1,0547 -1,1313 -1,3056 -1,5456 -1,8096 -2,0443 -2,2019 -2,2710 -2,2848 -2,2892 -2,2962 -2,2738 -2,1814 -2,0058 -1,7638 -1,4926 -1,2398 -1,0460 -0,9208 -0,8349 -0,7309 -0,5474 -0,2488 0,1525 0,5982 1,0050 1,2927 1,4168 1,3952 1,3039 1,2380 1,2646 1,3992 1,6074 1,8266 2,0085 2,1488 2,2806 2,4393 2,6273 2,8008 2,8922 2,8442 2,6305 2,2532 1,7276 1,0702 0,2898 -0,6136 -1,6346 -2,7325 -3,8120 -4,7413 -5,4039 -5,7416 -5,7625 -5,5150 -5,0593 -4,4583 -3,7851 -3,1141 -2,4865 -1,8847 -1,2474 -0,5187 0,3090 1,1817 2,0056 2,6909 3,1878 3,4923 3,6271 3,6129 3,4554 3,1549 2,7185 2,1617 1,5126 0,8184 0,1413 -0,4525 -0,8994 -1,1449 -1,1620 -0,9727 -0,6441 -0,2538 0,1347 0,4641 0,6754 0,7302 0,6375 0,4445 0,2012 -0,0625 -0,3254 -0,5547 -0,7100 -0,7654 -0,7181 -0,5710 -0,3121 0,0796 0,6095 1,2529 1,9617 2,6752 3,3315 3,8862 4,3172 4,6070 4,7358 4,6949 4,4860 4,1025 3,5378 2,8189 2,0208 1,2502 0,6128 0,1818 -0,0223 -0,0314 0,0960 0,3039 0,5520 0,8140 1,0729 1,3140 1,5201 1,6779 1,7845 1,8366 1,8174 1,7062 1,4966 1,2046 0,8693 0,5430 0,2775 0,1133 0,0732 0,1553 0,3294 0,5441 0,7414 0,8680 0,8852 0,7768 0,5499 0,2264 -0,1650 -0,5892 -0,9971 -1,3260 -1,5191 -1,5471 -1,4105 -1,1306 -0,7514 -0,3399 0,0311 0,3127 0,4992 0,6192 0,7066 0,7797 0,8375 0,8697 0,8684 0,8340 0,7736 0,6946 0,5967 0,4698 0,3020 0,0847 -0,1916 -0,5439 -0,9811 -1,4769 -1,9694 -2,3955 -2,7195 -2,9364 -3,0577 -3,0868 -3,0007 -2,7595 -2,3392 -1,7550 -1,0534 -0,2895 0,4955 1,2841 2,0743 2,8557 3,6014 4,2857 4,9019 5,4550 5,9354 6,3011 6,4833 6,4094 6,0348 5,3761 4,5187 3,5791 2,6552 1,7971 1,0062 0,2589 -0,4606 -1,1424 -1,7584 -2,2805 -2,6917 -2,9899 -3,1919 -3,3322 -3,4389 -3,5077 -3,5062 -3,4059 -3,2025 -2,9109 -2,5550 -2,1635 -1,7641 -1,3797 -1,0367 -0,7690 -0,6084 -0,5758 -0,6808 -0,9210 -1,2754 -1,6994 -2,1259 -2,4739 -2,6642 -2,6510 -2,4513 -2,1399 -1,8067 -1,5137 -1,2804 -1,0988 -0,9526 -0,8304 -0,7360 -0,6896 -0,7190 -0,8496 -1,0971 -1,4540 -1,8815 -2,3210 -2,7129 -3,0071 -3,1639 -3,1570 -2,9901 -2,7095 -2,3838 -2,0635 -1,7595 -1,4559 -1,1329 -0,7803 -0,4011 -0,0136 0,3569 0,6992 1,0234 1,3393 1,6256 1,8258 1,8733 1,7188 1,3498 0,8014 0,1522 -0,4961 -1,0466 -1,4345 -1,6356 -1,6619 -1,5621 -1,4179 -1,3178 -1,3219 -1,4399 -1,6335 -1,8420 -2,0117 -2,1134 -2,1346 -2,0599 -1,8750 -1,6001 -1,3057 -1,0808 -0,9876 -1,0353 -1,1795 -1,3416 -1,4417 -1,4269 -1,2863 -1,0472 -0,7579 -0,4765 -0,2683 -0,1964 -0,3006 -0,5842 -1,0191 -1,5594 -2,1568 -2,7687 -3,3538 -3,8651 -4,2554 -4,4913 -4,5624 -4,4857 -4,3071 -4,0889 -3,8889 -3,7484 -3,6892 -3,7101 -3,7861 -3,8736 -3,9254 -3,9082 -3,8134 -3,6506 -3,4308 -3,1618 -2,8589 -2,5495 -2,2628 -2,0135 -1,7957 -1,5882
F7    -3,5762 -3,6335 -3,6232 -3,6435 -3,7039 -3,7347 -3,6545 -3,4247 -3,0628 -2,6229 -2,1681 -1,7496 -1,3959 -1,1152 -0,9063 -0,7654 -0,6781 -0,5978 -0,4577 -0,2286 0,0483 0,2851 0,3961 0,3688 0,3137 0,3981 0,7082 1,2030 1,7875 2,3876 2,9613 3,4775 3,8974 4,1678 4,2488 4,1647 4,0048 3,8460 3,6842 3,4457 3,0457 2,4394 1,6379 0,7042 -0,2494 -1,0810 -1,6721 -1,9723 -2,0116 -1,8929 -1,7587 -1,7219 -1,7982 -1,9223 -2,0338 -2,1046 -2,1110 -2,0444 -1,9143 -1,7088 -1,4071 -1,0474 -0,7317 -0,5407 -0,4488 -0,3349 -0,0960 0,2581 0,6323 0,9224 1,0531 0,9873 0,7252 0,3047 -0,1920 -0,6481 -0,9455 -1,0091 -0,8431 -0,5325 -0,2001 0,0651 0,2506 0,3883 0,4957 0,5648 0,6039 0,6718 0,8411 1,1154 1,4066 1,6008 1,6289 1,4777 1,1594 0,6787 0,0469 -0,6720 -1,3649 -1,9229 -2,2757 -2,3998 -2,3283 -2,1504 -1,9737 -1,8675 -1,8305 -1,7979 -1,6836 -1,4430 -1,1037 -0,7415 -0,4402 -0,2623 -0,2267 -0,3152 -0,5140 -0,8427 -1,3362 -2,0088 -2,8285 -3,7010 -4,4687 -4,9534 -5,0421 -4,7590 -4,2456 -3,6686 -3,1516 -2,7630 -2,5210 -2,4065 -2,3825 -2,3967 -2,3777 -2,2391 -1,8990 -1,3260 -0,5812 0,2046 0,9043 1,4503 1,8488 2,1574 2,4372 2,7112 2,9562 3,1269 3,1980 3,1898 3,1472 3,0960 3,0349 2,9621 2,8892 2,8330 2,8019 2,7867 2,7613 2,6962 2,5809 2,4303 2,2477 1,9856 1,5789 1,0228 0,3980 -0,1782 -0,6149 -0,8790 -0,9938 -1,0170 -1,0129 -1,0267 -1,0587 -1,0662 -1,0054 -0,8675 -0,6621 -0,3745 0,0455 0,6446 1,4006 2,1998 2,9030 3,4232 3,7401 3,8807 3,8918 3,7985 3,5798 3,1905 2,6042 1,8490 1,0312 0,3250 -0,0908 -0,1177 0,2104 0,7470 1,3024 1,7124 1,8760 1,7683 1,4338 0,9682 0,4910 0,1029 -0,1390 -0,2076 -0,1003 0,1456 0,4612 0,7935 1,1260 1,4354 1,6539 1,6991 1,5377 1,2210 0,8708 0,6116 0,4861 0,4232 0,2848 -0,0489 -0,6207 -1,3949 -2,2905 -3,2150 -4,0804 -4,8057 -5,3206 -5,5751 -5,5503 -5,2560 -4,7162 -3,9623 -3,0526 -2,0912 -1,2084 -0,5012 0,0271 0,4523 0,8323 1,1365 1,2789 1,2071 0,9504 0,5939 0,2246 -0,1031 -0,3661 -0,5595 -0,7004 -0,8373 -1,0195 -1,2430 -1,4413 -1,5345 -1,4778 -1,2702 -0,9380 -0,5298 -0,1255 0,1844 0,3345 0,2880 0,0385 -0,3581 -0,7787 -1,1028 -1,2865 -1,3644 -1,3973 -1,4218 -1,4298 -1,3806 -1,2348 -0,9710 -0,5605 0,0475 0,8831 1,8968 2,9536 3,8768 4,5058 4,7441 4,5799 4,0772 3,3445 2,4888 1,5891 0,7124 -0,0615 -0,6490 -0,9962 -1,0958 -0,9808 -0,7150 -0,3828 -0,0800 0,1115 0,1608 0,0912 -0,0570 -0,2476 -0,4398 -0,5882 -0,6734 -0,7334 -0,8449 -1,0541 -1,3225 -1,5410 -1,5955 -1,4349 -1,0942 -0,6585 -0,2083 0,2019 0,5427 0,8215 1,0857 1,3876 1,7466 2,1446 2,5375 2,8724 3,1209 3,2964 3,4192 3,4552 3,3031 2,8679 2,1504 1,2556 0,3318 -0,4998 -1,1771 -1,6789 -1,9889 -2,0922 -1,9902 -1,7008 -1,2523 -0,6806 -0,0206 0,7036 1,4687 2,2359 2,9503 3,5481 3,9652 4,1504 4,0807 3,7705 3,2843 2,7405 2,2814 2,0222 2,0192 2,2563 2,6480 3,0675 3,3790 3,4592 3,2310 2,6939 1,9203 1,0273 0,1451 -0,6065 -1,1337 -1,3915 -1,4109 -1,2823 -1,0979 -0,9164 -0,7726 -0,6888 -0,6597 -0,6402 -0,5584 -0,3556 -0,0249 0,3841 0,7944 1,1491 1,4453 1,7158 1,9760 2,2017 2,3500 2,3856 2,2843 2,0274 1,6072 1,0332 0,3303 -0,4601 -1,2717 -2,0098 -2,5737 -2,8852 -2,8883 -2,5434 -1,8528 -0,8959 0,1705 1,1606 1,9285 2,4024 2,5791 2,5087 2,2741 1,9545 1,5958 1,2174 0,8373 0,4849 0,1928 -0,0243 -0,1877 -0,3476 -0,5639 -0,8812 -1,2896 -1,7009 -1,9889 -2,0654 -1,9253 -1,6447 -1,3469 -1,1542 -1,1457 -1,3425 -1,7110 -2,1705 -2,6064 -2,8957 -2,9360 -2,6790 -2,1536 -1,4478 -0,6630 0,1275 0,8963 1,6462 2,3747 3,0603 3,6813 4,2244 4,6645 4,9585 5,0629 4,9348 4,5201 3,7797 2,7422 1,5200 0,2742 -0,8391 -1,6979 -2,2144 -2,3453 -2,1313 -1,7125 -1,2812 -0,9966 -0,9273 -1,0542 -1,3080 -1,6003 -1,8436 -1,9756 -1,9883 -1,9283 -1,8509 -1,7714 -1,6533 -1,4420 -1,1278 -0,7799 -0,5076 -0,3816 -0,3961 -0,5003 -0,6472 -0,8041 -0,9408 -1,0317 -1,0688 -1,0618 -1,0275 -0,9901 -0,9896 -1,0774 -1,2906 -1,6267 -2,0358 -2,4363 -2,7456 -2,9150 -2,9422 -2,8551 -2,6926 -2,4904 -2,2624 -1,9974 -1,6837 -1,3341 -0,9881 -0,7008 -0,5238 -0,4833 -0,5736 -0,7710 -1,0449 -1,3458 -1,5963 -1,7115 -1,6367 -1,3761 -1,0005 -0,6188 -0,3224 -0,1506 -0,1056 -0,1750 -0,3198 -0,4674 -0,5464 -0,5196 -0,3832 -0,1598 0,1012 0,3302 0,4542 0,4283 0,2629 0,0059 -0,3101 -0,6913 -1,1598 -1,7170 -2,3220 -2,8951 -3,3465 -3,6100 -3,6561 -3,4815 -3,1004 -2,5576 -1,9366 -1,3313 -0,8107 -0,4074 -0,1211 0,0614 0,1356 0,0734 -0,1451 -0,5005 -0,9339 -1,3664 -1,7210 -1,9367 -1,9780 -1,8395 -1,5491 -1,1779 -0,8430 -0,6793 -0,7880 -1,1956 -1,8452 -2,6214 -3,3908 -4,0444 -4,5228 -4,8069 -4,8917 -4,7732 -4,4658 -4,0212 -3,5210 -3,0557 -2,7056 -2,5127 -2,4529 -2,4487 -2,4258 -2,3611 -2,2778 -2,2055 -2,1505 -2,0860 -1,9633 -1,7471
