Fp1   -3,0762 -2,3736 -1,5517 -0,7284 0,0038 0,5914 1,0149 1,2874 1,4242 1,3957 1,1402 0,6625 0,1090 -0,2902 -0,3749 -0,1670 0,1596 0,4093 0,4563 0,2333 -0,2871 -1,0504 -1,9018 -2,6666 -3,2484 -3,6307 -3,8058 -3,7364 -3,3858 -2,7670 -1,9524 -1,0378 -0,1147 0,7266 1,4018 1,8512 2,0431 1,9633 1,6269 1,1181 0,6102 0,3230 0,4283 0,9520 1,7385 2,5186 3,0474 3,2162 3,0544 2,6396 2,0355 1,3180 0,6162 0,0839 -0,1868 -0,2304 -0,1829 -0,1864 -0,3008 -0,4697 -0,5500 -0,4058 -0,0211 0,4584 0,8112 0,8901 0,7104 0,3968 0,0522 -0,3031 -0,6708 -1,0093 -1,2652 -1,4471 -1,6157 -1,8020 -1,9713 -2,0495 -1,9542 -1,6199 -1,0192 -0,1824 0,7864 1,7204 2,4426 2,8285 2,8456 2,5476 2,0210 1,3373 0,5621 -0,2091 -0,8433 -1,2043 -1,2153 -0,9053 -0,3918 0,1742 0,6577 0,9782 1,1276 1,1553 1,1283 1,0818 0,9946 0,8055 0,4535 -0,0825 -0,7577 -1,4628 -2,0584 -2,4218 -2,4702 -2,1525 -1,4528 -0,4411 0,6758 1,5873 2,0143 1,8412 1,1332 0,0781 -1,0499 -1,9282 -2,3013 -2,1174 -1,5584 -0,9232 -0,4590 -0,2667 -0,3285 -0,5744 -0,9049 -1,2080 -1,4105 -1,5095 -1,5493 -1,5682 -1,5474 -1,4104 -1,0799 -0,5308 0,2011 1,0385 1,8919 2,6848 3,3452 3,7889 3,9546 3,8685 3,6585 3,5007 3,5327 3,7824 4,1613 4,5262 4,7552 4,7844 4,5874 4,1320 3,3952 2,4390 1,4445 0,6504 0,2657 0,4235 1,1557 2,3549 3,7729 5,1093 6,1347 6,7515 6,9749 6,8671 6,4661 5,7726 4,8157 3,7068 2,6126 1,6953 1,0646 0,7544 0,7354 0,9542 1,3583 1,8843 2,4326 2,8862 3,1635 3,2435 3,1398 2,8641 2,4331 1,9105 1,3965 0,9410 0,5045 0,0354 -0,4382 -0,8027 -0,9226 -0,7082 -0,1579 0,6256 1,4535 2,1115 2,4323 2,3465 1,8986 1,2169 0,4501 -0,2935 -0,9608 -1,5202 -1,9439 -2,2308 -2,4018 -2,4459 -2,3100 -1,9570 -1,4048 -0,7121 0,0390 0,7441 1,2799 1,5281 1,4084 0,9165 0,1466 -0,7447 -1,6145 -2,3712 -2,9610 -3,3486 -3,5145 -3,4483 -3,1413 -2,6008 -1,8837 -1,1172 -0,4725 -0,0975 -0,0405 -0,2203 -0,4925 -0,7698 -1,0628 -1,4136 -1,8271 -2,2598 -2,6482 -2,9499 -3,1572 -3,2664 -3,2507 -3,0891 -2,8135 -2,5014 -2,2204 -1,9933 -1,7942 -1,5628 -1,2511 -0,8717 -0,4885 -0,1667 0,0458 0,0975 -0,0672 -0,4653 -1,0348 -1,6451 -2,1596 -2,5071 -2,6980 -2,7705 -2,7377 -2,5898 -2,3237 -1,9531 -1,5167 -1,0769 -0,6837 -0,3516 -0,0938 0,0393 -0,0232 -0,3143 -0,7825 -1,3065 -1,7559 -2,0372 -2,1043 -1,9778 -1,7689 -1,6321 -1,6503 -1,7736 -1,8743 -1,8421 -1,6299 -1,2625 -0,8313 -0,4509 -0,1813 0,0046 0,1755 0,3691 0,5569 0,6646 0,6210 0,3953 0,0119 -0,4547 -0,9087 -1,2663 -1,4664 -1,4741 -1,2879 -0,9319 -0,4514 0,0674 0,4976 0,7354 0,7657 0,6596 0,5260 0,4605 0,4999 0,6146 0,7481 0,8626 0,9480 0,9918 0,9655 0,8629 0,7427 0,7121 0,8619 1,2114 1,7054 2,2430 2,6951 2,9123 2,7472 2,1066 1,0170 -0,3261 -1,5659 -2,2982 -2,2545 -1,4347 -0,1125 1,2823 2,3499 2,8746 2,8818 2,5932 2,3051 2,2511 2,5221 3,0642 3,7239 4,2993 4,5820 4,3993 3,6566 2,3734 0,7195 -0,9904 -2,3965 -3,2583 -3,5487 -3,3832 -2,8755 -2,0932 -1,1241 -0,1141 0,7858 1,4779 1,9274 2,1560 2,2337 2,2323 2,1684 2,0198 1,8052 1,6074 1,5032 1,4854 1,4548 1,2735 0,8457 0,1880 -0,5620 -1,2188 -1,6465 -1,7999 -1,7140 -1,4936 -1,2809 -1,1752 -1,1694 -1,1581 -1,0050 -0,6357 -0,0853 0,5472 1,1787 1,7513 2,1858 2,3908 2,3254 2,0169 1,5179 0,8766 0,1434 -0,6137 -1,3253 -1,9700 -2,5798 -3,1765 -3,7281 -4,1661 -4,4211 -4,4434 -4,2166 -3,7567 -3,0791 -2,1825 -1,0938 0,0763 1,1462 1,9390 2,3497 2,3583 2,0037 1,3601 0,5305 -0,3486 -1,1181 -1,6546 -1,9442 -2,0926 -2,2493 -2,5130 -2,8867 -3,2987 -3,6496 -3,8327 -3,7379 -3,3002 -2,5603 -1,6585 -0,7775 -0,0851 0,3243 0,4740 0,4901 0,5335 0,7254 1,0930 1,5545 1,9632 2,1703 2,0625 1,5971 0,8550 0,0458 -0,5830 -0,8761 -0,8163 -0,4780 0,0138 0,5038 0,8469 0,9319 0,6915 0,1591 -0,4811 -0,9713 -1,1367 -0,9753 -0,6201 -0,2399 0,0379 0,1429 0,0440 -0,2471 -0,6604 -1,0938 -1,4712 -1,7755 -2,0358 -2,3002 -2,6217 -3,0476 -3,6036 -4,2816 -5,0278 -5,7088 -6,1130 -6,0456 -5,4487 -4,4322 -3,2119 -2,0162 -1,0083 -0,2537 0,2576 0,5550 0,6496 0,5443 0,2752 -0,0498 -0,2707 -0,2766 -0,0935 0,1535 0,3581 0,4943 0,5807 0,6305 0,6515 0,6784 0,7675 0,9471 1,1868 1,4268 1,6270 1,7828 1,9062 2,0081 2,0977 2,1837 2,2605 2,2912 2,2227 2,0343 1,7737 1,5544 1,5099 1,7139 2,1299 2,6445 3,1421 3,5500 3,8406 4,0183 4,0945 4,0561 3,8595 3,4727 2,9213 2,2704 1,5615 0,7876 -0,0743 -1,0175 -1,9687 -2,7849 -3,3188 -3,5071 -3,3849 -3,0327 -2,5405 -2,0111 -1,5620 -1,2882 -1,2119 -1,2742 -1,3872 -1,5002 -1,6322 -1,8556 -2,2491 -2,8622 -3,6816 -4,5867 -5,3517 -5,7434 -5,6326 -5,0313 -4,0815 -3,0281 -2,1497 -1,6527 -1,5928 -1,8808 -2,3703 -2,9478 -3,5398 -4,0800 -4,4997 -4,7301 -4,6955 -4,3369 -3,6785 -2,8658 -2,0966
Fz    0,5869 0,4622 0,3662 0,2792 0,1687 0,0208 -0,1450 -0,2861 -0,3711 -0,4084 -0,4379 -0,4923 -0,5780 -0,6841 -0,7966 -0,9090 -1,0229 -1,1387 -1,2492 -1,3474 -1,4343 -1,5148 -1,5931 -1,6691 -1,7379 -1,7941 -1,8422 -1,8912 -1,9352 -1,9515 -1,9160 -1,8104 -1,6216 -1,3469 -0,9919 -0,5614 -0,0613 0,4950 1,0837 1,6719 2,2225 2,7037 3,0958 3,3867 3,5614 3,5956 3,4687 3,1913 2,8087 2,3705 1,8997 1,3955 0,8594 0,3138 -0,2060 -0,6633 -1,0242 -1,2618 -1,3635 -1,3343 -1,1976 -0,9916 -0,7606 -0,5452 -0,3759 -0,2701 -0,2275 -0,2329 -0,2672 -0,3173 -0,3776 -0,4483 -0,5306 -0,6202 -0,7006 -0,7404 -0,7040 -0,5697 -0,3435 -0,0596 0,2365 0,5091 0,7383 0,9151 1,0395 1,1281 1,2140 1,3348 1,5076 1,7025 1,8450 1,8577 1,7055 1,4069 1,0157 0,5981 0,2182 -0,0749 -0,2582 -0,3375 -0,3390 -0,2946 -0,2332 -0,1752 -0,1272 -0,0811 -0,0236 0,0559 0,1629 0,2928 0,4283 0,5444 0,6196 0,6422 0,6093 0,5305 0,4323 0,3534 0,3314 0,3909 0,5307 0,7169 0,8954 1,0156 1,0393 0,9411 0,7214 0,4140 0,0690 -0,2713 -0,5798 -0,8371 -1,0272 -1,1388 -1,1594 -1,0659 -0,8293 -0,4398 0,0768 0,6687 1,2811 1,8734 2,4139 2,8641 3,1825 3,3481 3,3730 3,2946 3,1696 3,0755 3,0956 3,2787 3,5972 3,9517 4,2342 4,3901 4,4311 4,4151 4,4164 4,4866 4,6294 4,8066 4,9582 5,0239 4,9706 4,8155 4,6192 4,4494 4,3425 4,2869 4,2367 4,1449 3,9861 3,7599 3,4851 3,1959 2,9350 2,7437 2,6492 2,6558 2,7383 2,8453 2,9201 2,9269 2,8611 2,7364 2,5697 2,3805 2,1975 2,0502 1,9499 1,8759 1,7792 1,6066 1,3336 0,9815 0,6100 0,2908 0,0754 -0,0254 -0,0346 0,0136 0,0852 0,1438 0,1559 0,1081 0,0138 -0,0932 -0,1687 -0,1724 -0,0838 0,0889 0,3088 0,5167 0,6483 0,6551 0,5215 0,2727 -0,0324 -0,3244 -0,5492 -0,6896 -0,7651 -0,8124 -0,8612 -0,9249 -1,0051 -1,0953 -1,1821 -1,2537 -1,3093 -1,3553 -1,4022 -1,4692 -1,5834 -1,7694 -2,0378 -2,3826 -2,7838 -3,2101 -3,6226 -3,9853 -4,2742 -4,4738 -4,5609 -4,4966 -4,2454 -3,8111 -3,2563 -2,6812 -2,1814 -1,8243 -1,6420 -1,6279 -1,7413 -1,9220 -2,1109 -2,2675 -2,3741 -2,4288 -2,4378 -2,4161 -2,3947 -2,4151 -2,5002 -2,6278 -2,7397 -2,7814 -2,7316 -2,6030 -2,4234 -2,2130 -1,9754 -1,7077 -1,4170 -1,1253 -0,8626 -0,6585 -0,5306 -0,4724 -0,4598 -0,4717 -0,5001 -0,5442 -0,5984 -0,6459 -0,6642 -0,6360 -0,5589 -0,4507 -0,3396 -0,2486 -0,1862 -0,1450 -0,1090 -0,0641 -0,0076 0,0499 0,0894 0,0887 0,0277 -0,1053 -0,3087 -0,5586 -0,8080 -1,0089 -1,1410 -1,2134 -1,2460 -1,2602 -1,2814 -1,3368 -1,4414 -1,5864 -1,7445 -1,8905 -2,0148 -2,1147 -2,1779 -2,1828 -2,1202 -2,0102 -1,8856 -1,7602 -1,6229 -1,4551 -1,2459 -1,0042 -0,7684 -0,5918 -0,5038 -0,4858 -0,4862 -0,4539 -0,3667 -0,2410 -0,1208 -0,0554 -0,0796 -0,2062 -0,4272 -0,7162 -1,0283 -1,3051 -1,5017 -1,6147 -1,6753 -1,7124 -1,7239 -1,6816 -1,5632 -1,3779 -1,1612 -0,9512 -0,7766 -0,6638 -0,6417 -0,7259 -0,8998 -1,1181 -1,3276 -1,4888 -1,5907 -1,6531 -1,7125 -1,8005 -1,9268 -2,0818 -2,2546 -2,4449 -2,6530 -2,8681 -3,0721 -3,2485 -3,3825 -3,4551 -3,4433 -3,3254 -3,0909 -2,7543 -2,3675 -2,0107 -1,7631 -1,6720 -1,7359 -1,9037 -2,0979 -2,2536 -2,3436 -2,3732 -2,3640 -2,3471 -2,3553 -2,4057 -2,4779 -2,5162 -2,4596 -2,2747 -1,9714 -1,6020 -1,2548 -1,0254 -0,9709 -1,0785 -1,2780 -1,4858 -1,6475 -1,7503 -1,8051 -1,8233 -1,8073 -1,7548 -1,6658 -1,5436 -1,3897 -1,2070 -1,0089 -0,8257 -0,7005 -0,6751 -0,7724 -0,9864 -1,2817 -1,6060 -1,9121 -2,1718 -2,3787 -2,5474 -2,7006 -2,8455 -2,9759 -3,0931 -3,2039 -3,2989 -3,3481 -3,3256 -3,2327 -3,0944 -2,9412 -2,8010 -2,6967 -2,6451 -2,6591 -2,7456 -2,8928 -3,0644 -3,2163 -3,3232 -3,3918 -3,4467 -3,5011 -3,5459 -3,5666 -3,5636 -3,5511 -3,5363 -3,4999 -3,4020 -3,2063 -2,9007 -2,5070 -2,0862 -1,7305 -1,5297 -1,5255 -1,6941 -1,9672 -2,2689 -2,5439 -2,7656 -2,9245 -3,0131 -3,0207 -2,9437 -2,8008 -2,6370 -2,5152 -2,4917 -2,5819 -2,7487 -2,9322 -3,0925 -3,2268 -3,3577 -3,5100 -3,6923 -3,8917 -4,0803 -4,2298 -4,3276 -4,3855 -4,4335 -4,4990 -4,5933 -4,7175 -4,8746 -5,0668 -5,2851 -5,5089 -5,7110 -5,8642 -5,9534 -5,9832 -5,9723 -5,9420 -5,9086 -5,8715 -5,8063 -5,6770 -5,4620 -5,1613 -4,7821 -4,3339 -3,8419 -3,3494 -2,9079 -2,5667 -2,3583 -2,2817 -2,3045 -2,3885 -2,5108 -2,6616 -2,8245 -2,9619 -3,0276 -2,9947 -2,8629 -2,6476 -2,3774 -2,0937 -1,8365 -1,6208 -1,4242 -1,1977 -0,8955 -0,5023 -0,0408 0,4396 0,8830 1,2476 1,5094 1,6479 1,6401 1,4755 1,1749 0,7888 0,3743 -0,0318 -0,4173 -0,7844 -1,1438 -1,5119 -1,8980 -2,2890 -2,6511 -2,9426 -3,1298 -3,2021 -3,1765 -3,0917 -3,0036 -2,9785 -3,0711 -3,2959 -3,6220 -3,9956 -4,3616 -4,6765 -4,9218 -5,1125 -5,2854 -5,4786 -5,7187 -6,0113 -6,3346 -6,6495 -6,9195 -7,1212 -7,2421 -7,2800 -7,2466 -7,1614 -7,0372 -6,8771 -6,6828 -6,4612 -6,2206 -5,9661 -5,7029 -5,4456 -5,2114 -4,9996 -4,7916 -4,5739 -4,3513 -4,1364 -3,9304 -3,7191 -3,4836
F3    1,0982 0,8208 0,6228 0,4939 0,3800 0,2242 0,0081 -0,2402 -0,4807 -0,7032 -0,9259 -1,1687 -1,4319 -1,6847 -1,8750 -1,9596 -1,9273 -1,7937 -1,5890 -1,3501 -1,1176 -0,9297 -0,8105 -0,7576 -0,7464 -0,7535 -0,7785 -0,8478 -0,9903 -1,2034 -1,4454 -1,6585 -1,7936 -1,8167 -1,7095 -1,4703 -1,1035 -0,6055 0,0236 0,7544 1,5297 2,2840 2,9566 3,5033 3,9015 4,1324 4,1720 4,0087 3,6496 3,1044 2,3785 1,4912 0,5011 -0,4928 -1,3840 -2,0890 -2,5514 -2,7359 -2,6353 -2,2833 -1,7543 -1,1495 -0,5742 -0,1048 0,2305 0,4378 0,5318 0,5268 0,4399 0,2922 0,0988 -0,1334 -0,3810 -0,5859 -0,6819 -0,6238 -0,3853 0,0387 0,6040 1,2072 1,7211 2,0543 2,1934 2,1939 2,1411 2,1192 2,1885 2,3574 2,5730 2,7423 2,7729 2,6092 2,2536 1,7704 1,2636 0,8355 0,5440 0,3868 0,3247 0,3099 0,2912 0,2233 0,0894 -0,0877 -0,2494 -0,3229 -0,2583 -0,0571 0,2328 0,5444 0,8151 0,9987 1,0721 1,0355 0,9050 0,7122 0,5064 0,3505 0,3075 0,4242 0,7111 1,1255 1,5773 1,9584 2,1718 2,1475 1,8696 1,3994 0,8497 0,3256 -0,1096 -0,4362 -0,6679 -0,8240 -0,8859 -0,7804 -0,4221 0,2150 1,0660 2,0031 2,8850 3,5928 4,0462 4,2084 4,0854 3,7323 3,2571 2,7937 2,4590 2,3366 2,4782 2,8830 3,4579 4,0296 4,4444 4,6674 4,7771 4,8765 5,0270 5,2443 5,5181 5,8208 6,1015 6,2902 6,3297 6,2151 5,9984 5,7567 5,5504 5,3956 5,2590 5,0809 4,8157 4,4675 4,0960 3,7757 3,5462 3,4022 3,3181 3,2749 3,2643 3,2725 3,2777 3,2628 3,2169 3,1236 2,9664 2,7491 2,5072 2,2965 2,1621 2,1069 2,0782 1,9935 1,8018 1,5286 1,2572 1,0694 0,9996 1,0270 1,0933 1,1303 1,0812 0,9068 0,5923 0,1619 -0,3163 -0,7430 -1,0169 -1,0735 -0,9032 -0,5409 -0,0534 0,4566 0,8634 1,0702 1,0592 0,8867 0,6335 0,3655 0,1216 -0,0903 -0,2898 -0,4933 -0,6832 -0,8178 -0,8635 -0,8102 -0,6736 -0,4996 -0,3456 -0,2429 -0,1924 -0,1974 -0,2820 -0,4860 -0,8489 -1,3861 -2,0730 -2,8482 -3,6243 -4,3057 -4,8202 -5,1344 -5,2330 -5,0896 -4,6760 -4,0034 -3,1502 -2,2476 -1,4365 -0,8204 -0,4361 -0,2666 -0,2795 -0,4481 -0,7371 -1,0877 -1,4334 -1,7228 -1,9260 -2,0346 -2,0719 -2,0952 -2,1666 -2,3022 -2,4513 -2,5355 -2,5060 -2,3646 -2,1483 -1,9041 -1,6707 -1,4742 -1,3355 -1,2663 -1,2583 -1,2862 -1,3228 -1,3471 -1,3496 -1,3353 -1,3169 -1,2992 -1,2670 -1,1880 -1,0318 -0,7877 -0,4745 -0,1382 0,1674 0,4059 0,5668 0,6653 0,7280 0,7686 0,7728 0,7048 0,5258 0,2156 -0,2135 -0,7153 -1,2214 -1,6656 -2,0040 -2,2188 -2,3084 -2,2778 -2,1363 -1,9000 -1,5895 -1,2262 -0,8326 -0,4322 -0,0474 0,2913 0,5372 0,6371 0,5480 0,2561 -0,2018 -0,7313 -1,2036 -1,5013 -1,5594 -1,3814 -1,0348 -0,6270 -0,2640 -0,0131 0,1141 0,1585 0,1939 0,2970 0,5093 0,8105 1,1220 1,3317 1,3312 1,0620 0,5514 -0,0911 -0,7146 -1,1829 -1,4291 -1,4784 -1,4255 -1,3829 -1,4280 -1,5698 -1,7586 -1,9222 -1,9902 -1,9102 -1,6697 -1,3048 -0,8897 -0,5222 -0,2904 -0,2326 -0,3334 -0,5545 -0,8623 -1,2296 -1,6159 -1,9532 -2,1601 -2,1805 -2,0234 -1,7695 -1,5343 -1,4173 -1,4615 -1,6424 -1,8869 -2,0977 -2,1759 -2,0531 -1,7262 -1,2705 -0,8208 -0,5306 -0,5213 -0,8338 -1,4080 -2,1057 -2,7678 -3,2759 -3,5773 -3,6681 -3,5693 -3,3238 -2,9944 -2,6383 -2,2775 -1,8990 -1,4782 -1,0035 -0,4933 -0,0067 0,3625 0,5237 0,4480 0,1867 -0,1755 -0,5808 -1,0078 -1,4482 -1,8966 -2,3491 -2,7762 -3,1068 -3,2594 -3,1783 -2,8484 -2,3028 -1,6302 -0,9635 -0,4380 -0,1388 -0,0797 -0,2223 -0,4967 -0,8194 -1,1273 -1,3950 -1,6194 -1,8122 -2,0069 -2,2390 -2,5206 -2,8382 -3,1469 -3,3673 -3,4238 -3,2939 -3,0150 -2,6481 -2,2537 -1,8986 -1,6485 -1,5445 -1,5976 -1,7928 -2,0859 -2,4061 -2,6766 -2,8508 -2,9345 -2,9664 -2,9796 -2,9799 -2,9514 -2,8785 -2,7656 -2,6215 -2,4273 -2,1350 -1,7123 -1,1875 -0,6491 -0,2126 0,0187 -0,0021 -0,2380 -0,5875 -0,9351 -1,1976 -1,3535 -1,4421 -1,5225 -1,6261 -1,7407 -1,8290 -1,8570 -1,8229 -1,7782 -1,8057 -1,9528 -2,1884 -2,4304 -2,6074 -2,6910 -2,6922 -2,6428 -2,5783 -2,5257 -2,4970 -2,4923 -2,5151 -2,5790 -2,6927 -2,8419 -3,0023 -3,1717 -3,3704 -3,6022 -3,8333 -4,0195 -4,1411 -4,2201 -4,3161 -4,4959 -4,7976 -5,2117 -5,6790 -6,1094 -6,4114 -6,5122 -6,3718 -5,9854 -5,3629 -4,5227 -3,5159 -2,4416 -1,4275 -0,5958 -0,0270 0,2648 0,3178 0,1750 -0,1430 -0,6105 -1,1486 -1,6267 -1,9275 -2,0087 -1,9000 -1,6575 -1,3286 -0,9515 -0,5713 -0,2324 0,0525 0,3229 0,6515 1,0939 1,6325 2,1682 2,5809 2,7973 2,8023 2,6143 2,2667 1,8000 1,2556 0,6719 0,0895 -0,4451 -0,8887 -1,2108 -1,3979 -1,4589 -1,4124 -1,2709 -1,0563 -0,8199 -0,6275 -0,5266 -0,5287 -0,6224 -0,8009 -1,0779 -1,4729 -1,9790 -2,5467 -3,0999 -3,5704 -3,9257 -4,1759 -4,3626 -4,5369 -4,7377 -4,9721 -5,2101 -5,4059 -5,5264 -5,5654 -5,5415 -5,4808 -5,4010 -5,3207 -5,2678 -5,2562 -5,2634 -5,2504 -5,1976 -5,1076 -4,9832 -4,8173 -4,6061 -4,3575 -4,0807 -3,7824 -3,4717 -3,1603 -2,8671 -2,6160 -2,4117 -2,2304
F7    -0,1791 0,0577 0,2944 0,4181 0,3879 0,2417 0,0600 -0,0806 -0,1455 -0,1475 -0,1087 -0,0239 0,1337 0,3740 0,6567 0,8989 1,0259 1,0163 0,9011 0,7256 0,5059 0,2083 -0,2299 -0,8442 -1,5867 -2,3274 -2,9225 -3,2797 -3,3737 -3,2396 -2,9570 -2,6079 -2,2276 -1,7973 -1,2847 -0,6875 -0,0461 0,5834 1,1609 1,6613 2,0572 2,3211 2,4276 2,3553 2,1150 1,7792 1,4679 1,3018 1,3517 1,6087 1,9902 2,3775 2,6610 2,7658 2,6497 2,3024 1,7534 1,0745 0,3769 -0,2057 -0,5566 -0,6070 -0,3506 0,1411 0,7134 1,1732 1,3771 1,2879 0,9679 0,5399 0,1314 -0,1742 -0,3464 -0,3905 -0,3464 -0,2913 -0,3053 -0,4117 -0,5506 -0,6088 -0,4715 -0,0652 0,6061 1,4419 2,2856 3,0017 3,5114 3,7753 3,7813 3,5505 3,1347 2,5975 2,0028 1,4157 0,8983 0,5043 0,2778 0,2380 0,3584 0,5722 0,7999 0,9747 1,0546 1,0263 0,9171 0,7906 0,7080 0,6881 0,7092 0,7442 0,7898 0,8699 1,0238 1,2857 1,6479 2,0371 2,3438 2,4754 2,3817 2,0513 1,5080 0,8204 0,1180 -0,4228 -0,6620 -0,5777 -0,2452 0,2474 0,8317 1,4230 1,8903 2,0940 1,9658 1,5516 0,9775 0,3868 -0,1084 -0,4565 -0,6582 -0,7189 -0,6017 -0,2399 0,4007 1,2657 2,2096 3,0467 3,6230 3,8686 3,8146 3,5700 3,2777 3,0703 3,0306 3,1768 3,4820 3,8928 4,3267 4,6768 4,8479 4,8113 4,6283 4,3998 4,1851 3,9758 3,7453 3,5069 3,3236 3,2717 3,3934 3,6784 4,0810 4,5406 4,9892 5,3524 5,5610 5,5766 5,4175 5,1540 4,8718 4,6207 4,3832 4,0941 3,7068 3,2426 2,7793 2,4044 2,1715 2,0828 2,1075 2,2120 2,3619 2,4953 2,5206 2,3694 2,0493 1,6404 1,2592 1,0135 0,9487 1,0215 1,1379 1,2195 1,2397 1,2134 1,1691 1,1238 1,0715 0,9925 0,8745 0,7223 0,5549 0,3915 0,2283 0,0310 -0,2351 -0,5671 -0,9142 -1,2010 -1,3588 -1,3395 -1,1281 -0,7654 -0,3497 0,0008 0,1919 0,1720 -0,0644 -0,4706 -0,9572 -1,4202 -1,7668 -1,9395 -1,9371 -1,8004 -1,5696 -1,2647 -0,9121 -0,5845 -0,4013 -0,4676 -0,7887 -1,2448 -1,6665 -1,9355 -2,0188 -1,9445 -1,7684 -1,5549 -1,3666 -1,2483 -1,2121 -1,2378 -1,2801 -1,2724 -1,1489 -0,8975 -0,5988 -0,3951 -0,4031 -0,6503 -1,0657 -1,5020 -1,7903 -1,8181 -1,5795 -1,1673 -0,7397 -0,4700 -0,4688 -0,7215 -1,1058 -1,4762 -1,7393 -1,8680 -1,8762 -1,8002 -1,6959 -1,6284 -1,6404 -1,7174 -1,7823 -1,7301 -1,4893 -1,0733 -0,5910 -0,2093 -0,0741 -0,2238 -0,5694 -0,9587 -1,2661 -1,4467 -1,5315 -1,5850 -1,6692 -1,8202 -2,0298 -2,2362 -2,3416 -2,2581 -1,9410 -1,3922 -0,6563 0,1832 1,0171 1,7168 2,1496 2,2278 1,9577 1,4347 0,7860 0,1177 -0,4950 -0,9867 -1,2895 -1,3520 -1,1793 -0,8430 -0,4425 -0,0573 0,2668 0,5145 0,7039 0,8900 1,1427 1,4983 1,9303 2,3634 2,7049 2,8762 2,8408 2,6201 2,2761 1,8766 1,4848 1,1679 0,9761 0,8944 0,8248 0,6443 0,2924 -0,1921 -0,6975 -1,1009 -1,3388 -1,4337 -1,4354 -1,3395 -1,0766 -0,5794 0,1421 0,9775 1,7540 2,3076 2,5442 2,4571 2,1139 1,6389 1,1856 0,8872 0,8116 0,9581 1,2861 1,7302 2,1922 2,5467 2,6801 2,5365 2,1278 1,5097 0,7690 0,0334 -0,5438 -0,8444 -0,8451 -0,6312 -0,3619 -0,1994 -0,2217 -0,3730 -0,5001 -0,4471 -0,1392 0,3966 1,0663 1,7643 2,4003 2,8796 3,0977 2,9880 2,5637 1,9094 1,1549 0,4497 -0,0717 -0,3312 -0,3310 -0,1387 0,1527 0,4495 0,6624 0,7237 0,6175 0,3913 0,1317 -0,0856 -0,2302 -0,3025 -0,2912 -0,1522 0,1607 0,6351 1,1739 1,6392 1,9273 2,0138 1,9461 1,7992 1,6340 1,4734 1,2946 1,0390 0,6538 0,1391 -0,4401 -0,9772 -1,3586 -1,4971 -1,3499 -0,9288 -0,3197 0,3180 0,8117 1,0536 1,0325 0,8249 0,5624 0,3663 0,2761 0,2377 0,1625 -0,0049 -0,2623 -0,5567 -0,8007 -0,8999 -0,7934 -0,4896 -0,0753 0,3268 0,6247 0,7817 0,7937 0,6715 0,4446 0,1731 -0,0582 -0,1680 -0,0970 0,1898 0,6830 1,2950 1,8782 2,2967 2,4803 2,4149 2,1122 1,6013 0,9436 0,2520 -0,3178 -0,6128 -0,5452 -0,1305 0,5121 1,1876 1,6832 1,8573 1,7076 1,3594 0,9913 0,7563 0,7173 0,8240 0,9556 1,0056 0,9404 0,7920 0,6115 0,4264 0,2271 -0,0023 -0,2395 -0,4295 -0,5515 -0,6702 -0,9100 -1,3816 -2,1184 -3,0437 -3,9784 -4,7060 -5,0557 -4,9479 -4,3980 -3,5009 -2,3935 -1,2069 -0,0563 0,9391 1,6722 2,1066 2,2993 2,3681 2,4342 2,5590 2,7038 2,7688 2,6903 2,4973 2,2712 2,0811 1,9684 1,9595 2,0629 2,2519 2,4618 2,6245 2,7205 2,7921 2,9028 3,0897 3,3469 3,6215 3,8181 3,8386 3,6413 3,2703 2,8348 2,4601 2,2355 2,1805 2,2465 2,3624 2,4960 2,6722 2,9393 3,3189 3,7813 4,2552 4,6598 4,9235 4,9722 4,7316 4,1711 3,3286 2,2911 1,1718 0,0948 -0,8194 -1,4606 -1,7470 -1,6606 -1,2649 -0,6833 -0,0574 0,4833 0,8353 0,9336 0,7623 0,3541 -0,2171 -0,8613 -1,5190 -2,1873 -2,8788 -3,5564 -4,1263 -4,4850 -4,5587 -4,3234 -3,8260 -3,1683 -2,4422 -1,6961 -0,9797 -0,3833 -0,0103 0,0762 -0,1311 -0,6014 -1,2716 -2,0359 -2,7524 -3,2735 -3,4885 -3,3575 -2,9107 -2,2244 -1,3961
