Fp1   -4,3030 -4,9064 -5,5590 -6,2832 -7,1194 -8,0849 -9,1328 -10,1442 -10,9379 -11,3260 -11,2357 -10,7965 -10,2832 -9,9588 -9,9426 -10,1839 -10,5265 -10,7738 -10,7381 -10,3178 -9,5393 -8,4964 -7,2579 -5,8418 -4,2462 -2,4767 -0,5597 1,4439 3,4362 5,3058 6,9483 8,2640 9,1725 9,6686 9,8522 9,8974 10,0148 10,3902 11,0902 12,0204 12,9522 13,5749 13,6065 12,9498 11,7667 10,4231 9,3691 8,9779 9,3895 10,4578 11,8310 13,1225 14,0846 14,6684 14,9426 14,9693 14,7510 14,2751 13,5732 12,7144 11,7744 10,8448 10,0342 9,4237 9,0344 8,8475 8,8362 8,9655 9,1918 9,4815 9,7797 9,9577 9,8788 9,5359 9,0677 8,6429 8,3697 8,2720 8,2744 8,2174 7,9338 7,3174 6,3540 5,1288 3,7993 2,5153 1,3433 0,2809 -0,6764 -1,5137 -2,2144 -2,7747 -3,1872 -3,3897 -3,2607 -2,7137 -1,7920 -0,6548 0,5059 1,5032 2,1594 2,3607 2,1458 1,7112 1,2991 1,0648 1,0312 1,1379 1,3150 1,5105 1,6721 1,7132 1,5025 0,9281 0,0088 -1,0765 -2,0866 -2,8336 -3,2295 -3,2861 -3,1013 -2,8347 -2,6528 -2,6717 -2,9427 -3,4487 -4,0989 -4,7790 -5,4293 -6,0639 -6,7226 -7,4207 -8,1439 -8,8552 -9,4662 -9,8105 -9,6830 -8,9256 -7,5015 -5,5227 -3,2147 -0,8312 1,4211 3,4221 5,1611 6,7176 8,1756 9,5486 10,7846 11,8113 12,5627 13,0022 13,1605 13,1400 13,0664 13,0535 13,2042 13,5890 14,1973 14,9359 15,6995 16,4372 17,1504 17,8516 18,5284 19,1082 19,4588 19,4650 19,1091 18,4534 17,5484 16,3896 14,9591 13,2706 11,3765 9,3849 7,4731 5,8259 4,5239 3,4869 2,5337 1,5261 0,4729 -0,4937 -1,2147 -1,5887 -1,6363 -1,5159 -1,4465 -1,5865 -1,9650 -2,4779 -2,9202 -3,0488 -2,6605 -1,6750 -0,2115 1,4401 2,9711 4,1535 4,8068 4,7785 4,0493 2,8470 1,5876 0,6645 0,2829 0,4441 0,9965 1,6835 2,1981 2,2525 1,6657 0,4420 -1,2455 -3,1751 -5,1892 -7,2069 -9,1599 -10,9572 -12,5336 -13,9092 -15,1795 -16,4424 -17,7143 -18,8820 -19,7173 -19,9744 -19,5515 -18,6061 -17,5038 -16,6253 -16,1860 -16,1837 -16,4528 -16,7394 -16,7872 -16,4375 -15,6884 -14,6834 -13,6489 -12,7935 -12,2156 -11,8677 -11,5891 -11,1736 -10,4346 -9,2674 -7,6953 -5,8629 -4,0047 -2,4149 -1,3655 -0,9604 -1,0401 -1,2217 -1,0577 -0,2426 1,2554 3,2238 5,3261 7,2001 8,5510 9,2534 9,3907 9,2072 9,0200 9,1034 9,5806 10,3953 11,3568 12,1963 12,6303 12,4550 11,6394 10,3477 8,8660 7,4903 6,4230 5,6959 5,1579 4,5729 3,7762 2,7688 1,6859 0,7026 -0,0539 -0,5769 -0,9947 -1,4906 -2,1974 -3,1741 -4,4511 -6,0207 -7,7567 -9,3958 -10,6465 -11,3263 -11,4342 -11,1609 -10,8288 -10,7535 -11,0974 -11,7921 -12,5781 -13,1590 -13,3668 -13,2191 -12,8578 -12,4449 -12,1097 -11,9653 -12,1147 -12,6034 -13,3938 -14,4059 -15,5515 -16,7139 -17,7196 -18,3685 -18,5252 -18,1965 -17,5085 -16,5857 -15,4324 -13,9347 -11,9882 -9,6361 -7,1058 -4,7392 -2,8608 -1,6451 -1,0626 -0,9070 -0,8629 -0,6083 0,0752 1,2491 2,8314 4,6468 6,4788 8,0876 9,2408 9,8091 9,8645 9,6699 9,5442 9,7068 10,2032 10,9197 11,6525 12,1946 12,4217 12,3481 12,1327 12,0467 12,3803 13,2829 14,6577 16,2065 17,5614 18,4241 18,6719 18,3694 17,6972 16,8725 16,0854 15,4474 14,9663 14,5471 14,0380 13,3255 12,3950 11,3098 10,1878 9,2096 8,5743 8,4002 8,6724 9,2714 10,0032 10,5995 10,7642 10,3032 9,2494 7,8670 6,5225 5,5157 4,9628 4,7816 4,7991 4,8839 4,9670 4,9863 4,8708 4,5600 4,0420 3,4136 2,8799 2,6370 2,7420 3,1104 3,6265 4,2390 4,9577 5,7841 6,6731 7,5625 8,4051 9,1298 9,5901 9,6215 9,1800 8,4052 7,5535 6,8780 6,5456 6,6149 7,0594 7,8171 8,8079 9,8903 10,8463 11,4558 11,6012 11,3206 10,7946 10,2889 10,0521 10,2014 10,7081 11,4999 12,5349 13,7830 15,1853 16,6563 18,1153 19,4995 20,7456 21,7758 22,5104 22,8881 22,8816 22,5118 21,8469 20,9837 20,0270 19,0702 18,1792 17,3733 16,5983 15,7317 14,6584 13,3844 12,0777 10,9858 10,3032 10,0789 10,2143 10,5327 10,8598 11,0764 11,1410 11,0678 10,8753 10,5808 10,2639 10,0945 10,2352 10,6875 11,2335 11,5483 11,4065 10,8082 9,9438 9,0793 8,4402 8,1042 7,9638 7,8202 7,5205 7,0159 6,3214 5,4363 4,3152 2,9463 1,4457 0,0311 -1,0942 -1,8384 -2,2884 -2,7173 -3,4643 -4,7509 -6,5853 -8,7981 -11,1424 -13,3859 -15,3714 -17,0363 -18,3703 -19,3570 -19,9795 -20,2517 -20,1915 -19,7681 -18,9137 -17,6127 -15,9736 -14,1871 -12,4137 -10,7357 -9,1851 -7,7650 -6,4316 -5,0716 -3,5216 -1,6392 0,6236 3,1893 5,8647 8,3919 10,5419 12,2049 13,4218 14,3371 15,1101 15,8345 16,4925 16,9791 17,1962 17,1236 16,8196 16,4141 16,0969 16,0449 16,3394 16,9427 17,7280 18,5190 19,1058 19,2556 18,7896 17,6958 16,1495 14,3976 12,6389 10,9944 9,5109 8,1631 6,8821 5,5646 4,0488 2,1762 -0,0767 -2,5687 -5,0955 -7,5011 -9,7177 -11,7477 -13,6382 -15,4637 -17,2901 -19,1327 -20,9395 -22,6124 -24,0465 -25,1631 -25,9220 -26,3404 -26,5051 -26,5250 -26,4624 -26,3190 -26,0426 -25,5408 -24,7536 -23,7383 -22,6559 -21,6691 -20,8551 -20,1948 -19,6121 -19,0064 -18,2606 -17,2624 -15,9728 -14,5007 -13,0956 -12,0328 -11,4757 -11,4119 -11,6842 -12,0858 -12,4493 -12,6686 -12,6717 -12,4087 -11,8644 -11,0594
Fz    -2,8877 -3,1957 -3,4879 -3,7649 -4,0409 -4,3243 -4,6001 -4,8307 -4,9688 -4,9766 -4,8563 -4,6673 -4,5013 -4,4307 -4,4595 -4,5173 -4,5076 -4,3597 -4,0448 -3,5803 -3,0242 -2,4413 -1,8694 -1,3166 -0,7736 -0,2227 0,3531 0,9549 1,5604 2,1309 2,6236 2,9984 3,2342 3,3567 3,4376 3,5592 3,7924 4,1782 4,6980 5,2690 5,7705 6,0722 6,0747 5,7677 5,2558 4,7270 4,3860 4,3778 4,7296 5,3421 6,0363 6,6302 7,0167 7,1879 7,1940 7,0845 6,8846 6,6033 6,2513 5,8464 5,4137 4,9837 4,5840 4,2299 3,9265 3,6815 3,5098 3,4164 3,3816 3,3661 3,3137 3,1480 2,8076 2,3052 1,7373 1,2354 0,9130 0,8268 0,9441 1,1499 1,3056 1,3096 1,1319 0,8216 0,4843 0,2253 0,0881 0,0425 0,0251 -0,0169 -0,1083 -0,2503 -0,4288 -0,6104 -0,7354 -0,7368 -0,5804 -0,2877 0,0717 0,4002 0,5933 0,5799 0,3639 0,0284 -0,3070 -0,5420 -0,6262 -0,5555 -0,3545 -0,0680 0,2416 0,4974 0,6168 0,5401 0,2742 -0,0950 -0,4442 -0,6677 -0,7047 -0,5481 -0,2527 0,0725 0,3070 0,3687 0,2345 -0,0580 -0,4197 -0,7555 -1,0253 -1,2567 -1,4991 -1,7787 -2,0928 -2,4165 -2,6971 -2,8454 -2,7589 -2,3681 -1,6681 -0,7128 0,4106 1,6042 2,7726 3,8380 4,7620 5,5527 6,2403 6,8514 7,4033 7,8991 8,3149 8,6088 8,7587 8,7905 8,7640 8,7443 8,7880 8,9307 9,1772 9,5110 9,9167 10,3844 10,8941 11,4094 11,8838 12,2641 12,5041 12,5956 12,5769 12,4926 12,3480 12,1120 11,7586 11,2943 10,7553 10,2009 9,7084 9,3467 9,1361 9,0291 8,9330 8,7710 8,5357 8,2836 8,0906 8,0110 8,0488 8,1464 8,2074 8,1488 7,9419 7,6210 7,2663 6,9781 6,8481 6,9252 7,1801 7,5125 7,8131 8,0055 8,0269 7,8105 7,3291 6,6548 5,9474 5,3694 5,0101 4,8668 4,8606 4,8629 4,7295 4,3344 3,6113 2,5895 1,3842 0,1387 -1,0324 -2,0605 -2,9080 -3,5565 -4,0113 -4,3117 -4,5283 -4,7415 -5,0062 -5,3168 -5,5992 -5,7524 -5,7278 -5,5806 -5,4396 -5,4306 -5,6143 -5,9700 -6,4107 -6,8123 -7,0535 -7,0644 -6,8534 -6,4975 -6,1101 -5,7973 -5,6149 -5,5491 -5,5292 -5,4571 -5,2368 -4,8072 -4,1705 -3,3973 -2,6088 -1,9445 -1,5112 -1,3300 -1,3191 -1,3187 -1,1491 -0,6936 0,0434 0,9546 1,8905 2,6992 3,2576 3,5157 3,5163 3,3721 3,2286 3,2181 3,4123 3,7984 4,2914 4,7641 5,0831 5,1446 4,9121 4,4357 3,8298 3,2255 2,7228 2,3469 2,0287 1,6487 1,1233 0,4631 -0,2331 -0,8307 -1,2293 -1,4242 -1,5165 -1,6489 -1,9236 -2,3786 -3,0123 -3,7858 -4,5970 -5,2903 -5,7250 -5,8429 -5,6867 -5,3786 -5,0788 -4,9254 -4,9827 -5,2183 -5,5203 -5,7624 -5,8744 -5,8639 -5,7866 -5,7014 -5,6487 -5,6581 -5,7559 -5,9532 -6,2455 -6,6270 -7,0856 -7,5808 -8,0308 -8,3263 -8,3757 -8,1597 -7,7403 -7,2010 -6,5787 -5,8541 -5,0032 -4,0514 -3,0850 -2,2253 -1,5823 -1,2084 -1,0814 -1,1130 -1,1613 -1,0666 -0,7168 -0,0968 0,7199 1,6198 2,4968 3,2637 3,8458 4,1980 4,3388 4,3585 4,3826 4,5121 4,7770 5,1249 5,4467 5,6322 5,6225 5,4376 5,1702 4,9581 4,9362 5,1793 5,6717 6,3196 6,9859 7,5358 7,8873 8,0280 7,9929 7,8375 7,6214 7,3878 7,1448 6,8680 6,5316 6,1422 5,7399 5,3708 5,0743 4,8906 4,8559 4,9848 5,2612 5,6382 6,0348 6,3366 6,4193 6,2028 5,7102 5,0747 4,4744 4,0436 3,8211 3,7554 3,7574 3,7563 3,7122 3,6035 3,4253 3,1892 2,9192 2,6632 2,4930 2,4572 2,5359 2,6644 2,7970 2,9351 3,1000 3,2924 3,4845 3,6448 3,7554 3,7912 3,7002 3,4348 3,0137 2,5410 2,1568 1,9612 1,9802 2,1841 2,5221 2,9489 3,4291 3,9158 4,3388 4,6253 4,7325 4,6692 4,5000 4,3321 4,2677 4,3440 4,5311 4,7901 5,1080 5,4853 5,9239 6,4286 7,0020 7,6277 8,2565 8,8150 9,2355 9,4796 9,5427 9,4492 9,2419 8,9701 8,6784 8,3974 8,1378 7,8893 7,6216 7,2939 6,8784 6,3846 5,8668 5,4075 5,0839 4,9305 4,9259 5,0108 5,1140 5,1730 5,1522 5,0455 4,8616 4,6207 4,3769 4,2276 4,2594 4,4668 4,7308 4,8884 4,8359 4,5794 4,2073 3,8340 3,5551 3,4145 3,3899 3,4076 3,3750 3,2146 2,8882 2,3954 1,7603 1,0350 0,3016 -0,3536 -0,8691 -1,2214 -1,4446 -1,6428 -1,9508 -2,4513 -3,1251 -3,8724 -4,5771 -5,1637 -5,6174 -5,9712 -6,2683 -6,5249 -6,7282 -6,8520 -6,8592 -6,6994 -6,3249 -5,7220 -4,9311 -4,0268 -3,0802 -2,1472 -1,2783 -0,5177 0,1196 0,6721 1,2278 1,8820 2,6960 3,6792 4,7806 5,8897 6,8748 7,6492 8,2139 8,6433 9,0343 9,4479 9,8702 10,2230 10,4229 10,4300 10,2548 9,9553 9,6309 9,3930 9,3256 9,4575 9,7516 10,1173 10,4328 10,5669 10,4168 9,9652 9,2987 8,5556 7,8568 7,2735 6,8174 6,4437 6,0792 5,6487 5,0848 4,3540 3,4961 2,6158 1,8296 1,2138 0,7821 0,4878 0,2353 -0,0970 -0,6128 -1,3497 -2,2659 -3,2724 -4,2794 -5,2228 -6,0594 -6,7632 -7,3419 -7,8409 -8,3117 -8,7770 -9,2138 -9,5595 -9,7501 -9,7695 -9,6625 -9,5029 -9,3564 -9,2602 -9,2109 -9,1591 -9,0231 -8,7225 -8,2172 -7,5375 -6,7854 -6,0906 -5,5496 -5,1903 -4,9745 -4,8301 -4,6889 -4,5037 -4,2454 -3,9066 -3,5078 -3,0823
F3    -2,6083 -2,8775 -3,1370 -3,3993 -3,6776 -3,9630 -4,2129 -4,3685 -4,3794 -4,2221 -3,9217 -3,5646 -3,2705 -3,1341 -3,1716 -3,3129 -3,4472 -3,4727 -3,3250 -3,0008 -2,5609 -2,0880 -1,6393 -1,2316 -0,8495 -0,4582 -0,0167 0,4992 1,0747 1,6580 2,1838 2,5932 2,8532 2,9826 3,0540 3,1604 3,3848 3,7695 4,2800 4,8106 5,2261 5,3989 5,2501 4,8003 4,1820 3,5962 3,2475 3,2724 3,6814 4,3519 5,0833 5,6856 6,0588 6,2099 6,2079 6,1235 5,9943 5,8247 5,6063 5,3320 5,0036 4,6371 4,2589 3,8971 3,5797 3,3388 3,2084 3,2029 3,3006 3,4529 3,5917 3,6286 3,4900 3,1772 2,7747 2,3988 2,1458 2,0599 2,1054 2,1709 2,1245 1,8749 1,4083 0,7965 0,1675 -0,3595 -0,7354 -0,9839 -1,1527 -1,2747 -1,3663 -1,4431 -1,5196 -1,5828 -1,5754 -1,4271 -1,1077 -0,6488 -0,1282 0,3476 0,6627 0,7325 0,5520 0,2033 -0,1881 -0,5130 -0,7128 -0,7781 -0,7310 -0,6140 -0,4839 -0,4067 -0,4479 -0,6482 -0,9865 -1,3719 -1,6894 -1,8551 -1,8399 -1,6693 -1,4156 -1,1794 -1,0478 -1,0598 -1,2050 -1,4360 -1,6782 -1,8628 -1,9736 -2,0527 -2,1601 -2,3322 -2,5730 -2,8605 -3,1425 -3,3314 -3,3275 -3,0610 -2,5198 -1,7458 -0,8145 0,1858 1,1707 2,0779 2,8891 3,6287 4,3267 4,9860 5,5866 6,1012 6,4961 6,7379 6,8226 6,7951 6,7340 6,7207 6,8178 7,0521 7,4071 7,8415 8,3196 8,8219 9,3312 9,8240 10,2753 10,6557 10,9315 11,0830 11,1173 11,0520 10,8868 10,6047 10,2009 9,6980 9,1408 8,5928 8,1312 7,8159 7,6492 7,5635 7,4539 7,2438 6,9323 6,5837 6,2806 6,0859 6,0157 6,0266 6,0353 5,9641 5,7778 5,4943 5,1780 4,9228 4,8259 4,9483 5,2673 5,6783 6,0601 6,3235 6,3965 6,2065 5,7266 5,0397 4,3281 3,7788 3,4941 3,4687 3,6093 3,7669 3,7723 3,4751 2,7918 1,7481 0,4698 -0,8780 -2,1549 -3,2686 -4,1650 -4,8238 -5,2714 -5,5852 -5,8678 -6,2048 -6,6285 -7,0967 -7,4996 -7,7096 -7,6649 -7,4222 -7,1272 -6,9313 -6,9219 -7,1024 -7,4084 -7,7311 -7,9496 -7,9783 -7,8050 -7,4949 -7,1590 -6,9019 -6,7729 -6,7469 -6,7409 -6,6502 -6,3832 -5,8917 -5,1909 -4,3547 -3,4974 -2,7498 -2,2226 -1,9552 -1,8841 -1,8549 -1,6782 -1,2210 -0,4753 0,4549 1,4108 2,2219 2,7510 2,9469 2,8619 2,6260 2,4062 2,3556 2,5558 2,9882 3,5494 4,0924 4,4698 4,5749 4,3826 3,9656 3,4606 3,0068 2,6924 2,5158 2,3783 2,1383 1,7000 1,0712 0,3556 -0,3021 -0,7874 -1,0798 -1,2644 -1,4729 -1,8061 -2,3097 -2,9914 -3,8210 -4,7035 -5,4844 -6,0137 -6,2146 -6,1090 -5,8069 -5,4739 -5,2703 -5,2828 -5,4875 -5,7657 -5,9766 -6,0353 -5,9427 -5,7603 -5,5662 -5,4289 -5,4055 -5,5358 -5,8236 -6,2404 -6,7493 -7,3139 -7,8851 -8,3832 -8,7031 -8,7595 -8,5461 -8,1422 -7,6448 -7,0892 -6,4344 -5,6243 -4,6636 -3,6424 -2,7030 -1,9780 -1,5386 -1,3774 -1,4153 -1,5107 -1,4943 -1,2364 -0,6994 0,0633 0,9461 1,8315 2,6022 3,1509 3,4234 3,4642 3,4094 3,4164 3,5851 3,9225 4,3540 4,7598 5,0232 5,0788 4,9422 4,7094 4,5297 4,5523 4,8574 5,4128 6,0930 6,7329 7,1859 7,3728 7,3010 7,0429 6,7033 6,3878 6,1644 6,0338 5,9374 5,8026 5,5937 5,3233 5,0295 4,7640 4,5911 4,5672 4,7107 4,9988 5,3778 5,7616 6,0300 6,0551 5,7603 5,1773 4,4473 3,7567 3,2535 2,9894 2,9143 2,9243 2,9226 2,8442 2,6549 2,3570 1,9853 1,5902 1,2367 1,0031 0,9415 1,0355 1,2168 1,4231 1,6351 1,8592 2,0891 2,3003 2,4770 2,6218 2,7222 2,7247 2,5731 2,2770 1,9321 1,6685 1,5764 1,6727 1,9226 2,2778 2,6984 3,1469 3,5644 3,8701 3,9946 3,9158 3,6746 3,3684 3,1275 3,0633 3,2093 3,5215 3,9385 4,4215 4,9509 5,5172 6,1222 6,7711 7,4551 8,1349 8,7449 9,2153 9,4965 9,5715 9,4620 9,2227 8,9237 8,6262 8,3665 8,1557 7,9835 7,8162 7,6001 7,2890 6,8809 6,4311 6,0298 5,7628 5,6733 5,7464 5,9218 6,1193 6,2650 6,3133 6,2491 6,0707 5,7902 5,4633 5,1981 5,0922 5,1469 5,2481 5,2421 5,0400 4,6616 4,2053 3,7943 3,5285 3,4403 3,4791 3,5424 3,5237 3,3485 2,9902 2,4614 1,7962 1,0491 0,3018 -0,3560 -0,8606 -1,1975 -1,4225 -1,6653 -2,0750 -2,7302 -3,5897 -4,5236 -5,3909 -6,1015 -6,6355 -7,0281 -7,3344 -7,5936 -7,8174 -7,9914 -8,0693 -7,9798 -7,6596 -7,0934 -6,3304 -5,4562 -4,5488 -3,6641 -2,8496 -2,1472 -1,5670 -1,0597 -0,5215 0,1566 1,0366 2,1102 3,2944 4,4469 5,4177 6,1222 6,5768 6,8739 7,1233 7,3973 7,6971 7,9650 8,1359 8,1752 8,0813 7,8874 7,6678 7,5170 7,5100 7,6716 7,9661 8,3108 8,5956 8,7001 8,5313 8,0826 7,4533 6,7926 6,2251 5,8140 5,5504 5,3606 5,1438 4,8063 4,2686 3,4905 2,5154 1,4685 0,4961 -0,2999 -0,8928 -1,3277 -1,7035 -2,1444 -2,7505 -3,5479 -4,4824 -5,4579 -6,3857 -7,2085 -7,8951 -8,4366 -8,8579 -9,2113 -9,5408 -9,8532 -10,1117 -10,2507 -10,2188 -10,0211 -9,7206 -9,4033 -9,1461 -8,9959 -8,9525 -8,9610 -8,9271 -8,7522 -8,3742 -7,8035 -7,1332 -6,5014 -6,0258 -5,7557 -5,6652 -5,6819 -5,7246 -5,7228 -5,6224 -5,3993 -5,0681 -4,6632
F7    -1,9358 -2,1387 -2,3880 -2,6986 -3,0681 -3,4625 -3,8161 -4,0550 -4,1195 -3,9830 -3,6759 -3,2940 -2,9615 -2,7723 -2,7483 -2,8369 -2,9449 -2,9756 -2,8541 -2,5581 -2,1347 -1,6716 -1,2426 -0,8735 -0,5409 -0,1879 0,2481 0,7984 1,4370 2,0918 2,6785 3,1238 3,3792 3,4430 3,3672 3,2374 3,1509 3,1864 3,3610 3,6182 3,8517 3,9401 3,7950 3,4165 2,9088 2,4425 2,1939 2,2764 2,6870 3,3057 3,9499 4,4573 4,7565 4,8756 4,8905 4,8661 4,8306 4,7801 4,6918 4,5340 4,2778 3,9163 3,4757 3,0125 2,5977 2,2958 2,1443 2,1388 2,2382 2,3887 2,5345 2,6111 2,5651 2,3971 2,1680 1,9611 1,8451 1,8506 1,9488 2,0542 2,0618 1,8906 1,5176 0,9952 0,4296 -0,0784 -0,4856 -0,8049 -1,0643 -1,2833 -1,4757 -1,6573 -1,8357 -1,9835 -2,0330 -1,9161 -1,6119 -1,1583 -0,6304 -0,1235 0,2588 0,4364 0,3934 0,1903 -0,0673 -0,2817 -0,3987 -0,4083 -0,3278 -0,1911 -0,0465 0,0463 0,0241 -0,1522 -0,4619 -0,8210 -1,1285 -1,3141 -1,3530 -1,2630 -1,1003 -0,9464 -0,8759 -0,9221 -1,0685 -1,2613 -1,4297 -1,5254 -1,5598 -1,5951 -1,6988 -1,9106 -2,2371 -2,6560 -3,1073 -3,4874 -3,6739 -3,5747 -3,1654 -2,4940 -1,6529 -0,7433 0,1500 0,9738 1,7183 2,4076 3,0636 3,6809 4,2355 4,7015 5,0512 5,2542 5,3004 5,2251 5,1047 5,0309 5,0825 5,2963 5,6519 6,0896 6,5505 7,0001 7,4264 7,8333 8,2309 8,6140 8,9507 9,1997 9,3332 9,3383 9,2037 8,9208 8,4971 7,9605 7,3544 6,7430 6,2104 5,8258 5,5970 5,4544 5,2852 5,0017 4,5948 4,1293 3,7008 3,3911 3,2341 3,1989 3,2064 3,1706 3,0361 2,7986 2,5083 2,2581 2,1576 2,2843 2,6279 3,0888 3,5440 3,8962 4,0641 3,9701 3,5819 2,9704 2,3020 1,7538 1,4293 1,3362 1,4076 1,5286 1,5583 1,3550 0,8240 -0,0295 -1,0988 -2,2315 -3,2959 -4,2099 -4,9340 -5,4615 -5,8292 -6,1166 -6,4171 -6,7983 -7,2725 -7,7857 -8,2270 -8,4733 -8,4591 -8,2245 -7,8939 -7,6035 -7,4367 -7,4065 -7,4703 -7,5470 -7,5413 -7,3909 -7,1039 -6,7588 -6,4665 -6,3121 -6,3101 -6,4000 -6,4778 -6,4348 -6,1886 -5,7081 -5,0275 -4,2324 -3,4302 -2,7297 -2,2209 -1,9387 -1,8277 -1,7417 -1,4985 -0,9728 -0,1618 0,8273 1,8296 2,6686 3,2083 3,4081 3,3350 3,1283 2,9511 2,9369 3,1434 3,5382 4,0198 4,4549 4,7175 4,7248 4,4709 4,0355 3,5512 3,1482 2,9072 2,8239 2,8057 2,7209 2,4767 2,0682 1,5735 1,1093 0,7702 0,5696 0,4250 0,2140 -0,1527 -0,7051 -1,4336 -2,2984 -3,2125 -4,0448 -4,6654 -5,0024 -5,0695 -4,9592 -4,8127 -4,7641 -4,8846 -5,1540 -5,4763 -5,7330 -5,8458 -5,8034 -5,6462 -5,4362 -5,2428 -5,1437 -5,2088 -5,4622 -5,8693 -6,3619 -6,8690 -7,3256 -7,6662 -7,8273 -7,7763 -7,5455 -7,2236 -6,8890 -6,5420 -6,1030 -5,4854 -4,6756 -3,7556 -2,8660 -2,1448 -1,6738 -1,4549 -1,4143 -1,4201 -1,3231 -1,0153 -0,4717 0,2526 1,0572 1,8292 2,4537 2,8301 2,9209 2,7985 2,6260 2,5727 2,7275 3,0720 3,5097 3,9139 4,1755 4,2417 4,1363 3,9539 3,8358 3,9240 4,2893 4,8801 5,5436 6,0973 6,4023 6,4106 6,1689 5,7844 5,3821 5,0690 4,8993 4,8540 4,8539 4,8061 4,6540 4,3954 4,0664 3,7253 3,4456 3,2926 3,2947 3,4379 3,6781 3,9416 4,1215 4,1025 3,8190 3,3067 2,6982 2,1587 1,8070 1,6720 1,6983 1,7917 1,8703 1,8770 1,7731 1,5447 1,2107 0,8157 0,4304 0,1473 0,0409 0,1180 0,3194 0,5725 0,8365 1,1013 1,3619 1,6123 1,8608 2,1231 2,3826 2,5660 2,5880 2,4270 2,1545 1,8950 1,7566 1,7885 1,9838 2,3054 2,7095 3,1507 3,5672 3,8762 4,0016 3,9148 3,6561 3,3276 3,0580 2,9495 3,0284 3,2549 3,5824 3,9938 4,4898 5,0692 5,7264 6,4508 7,2186 7,9808 8,6642 9,1887 9,4915 9,5458 9,3716 9,0304 8,6011 8,1548 7,7391 7,3776 7,0747 6,8139 6,5590 6,2734 5,9533 5,6426 5,4110 5,3164 5,3759 5,5575 5,7924 5,9987 6,1097 6,0995 5,9822 5,7866 5,5425 5,2991 5,1334 5,1070 5,2018 5,3092 5,2976 5,1013 4,7506 4,3382 3,9725 3,7398 3,6672 3,7089 3,7733 3,7666 3,6269 3,3363 2,9092 2,3741 1,7745 1,1819 0,6797 0,3260 0,1258 0,0129 -0,1459 -0,4956 -1,1094 -1,9425 -2,8602 -3,7155 -4,4184 -4,9597 -5,3920 -5,7818 -6,1639 -6,5351 -6,8674 -7,1082 -7,1809 -7,0111 -6,5710 -5,9025 -5,0919 -4,2235 -3,3615 -2,5587 -1,8569 -1,2667 -0,7487 -0,2206 0,4046 1,1764 2,0823 3,0437 3,9358 4,6389 5,0985 5,3497 5,4864 5,6052 5,7598 5,9428 6,1033 6,1934 6,1982 6,1322 6,0360 5,9784 6,0370 6,2635 6,6596 7,1709 7,7018 8,1339 8,3461 8,2518 7,8472 7,2260 6,5357 5,9148 5,4518 5,1622 4,9869 4,8253 4,5700 4,1223 3,4244 2,5082 1,4946 0,5307 -0,2791 -0,9050 -1,3873 -1,8136 -2,2865 -2,8821 -3,6164 -4,4413 -5,2720 -6,0259 -6,6510 -7,1301 -7,4788 -7,7443 -7,9821 -8,2182 -8,4335 -8,5731 -8,5719 -8,3958 -8,0755 -7,6921 -7,3303 -7,0484 -6,8736 -6,7982 -6,7731 -6,7149 -6,5323 -6,1632 -5,6159 -4,9869 -4,4209 -4,0353 -3,8688 -3,8824 -3,9998 -4,1496 -4,2800 -4,3506 -4,3286 -4,1941 -3,9444
