Fp1   -1,9911 -3,0449 -3,5357 -3,5184 -3,3545 -3,3867 -3,6688 -3,9023 -3,6191 -2,4993 -0,6194 1,5577 3,4637 4,7358 5,3107 5,3205 4,9752 4,5050 4,0849 3,7590 3,4702 3,1498 2,7506 2,2259 1,5236 0,6198 -0,4487 -1,5522 -2,4536 -2,8937 -2,7381 -2,0499 -1,0676 -0,1326 0,4465 0,5580 0,3494 0,1138 0,1049 0,4258 1,0178 1,6673 2,0335 1,7978 0,8741 -0,5208 -2,0049 -3,2426 -4,0759 -4,5205 -4,6647 -4,5789 -4,3280 -4,0278 -3,8227 -3,7802 -3,8247 -3,8011 -3,5973 -3,1897 -2,6071 -1,9043 -1,1639 -0,4830 0,0439 0,3584 0,5139 0,6667 0,9108 1,1659 1,2699 1,1167 0,6662 -0,1338 -1,3263 -2,8218 -4,4180 -5,9420 -7,2640 -8,2315 -8,7061 -8,6383 -8,0761 -7,1418 -6,0023 -4,8615 -3,9856 -3,6416 -3,9297 -4,7191 -5,7438 -6,6939 -7,2949 -7,4504 -7,2874 -6,9947 -6,6466 -6,2149 -5,7085 -5,2383 -4,9386 -4,8715 -5,0523 -5,5180 -6,2892 -7,2864 -8,3537 -9,3715 -10,3176 -11,2238 -12,0890 -12,8313 -13,3362 -13,5622 -13,5540 -13,3058 -12,6677 -11,4434 -9,5501 -7,0690 -4,2011 -1,2121 1,5895 3,8595 5,3204 5,9741 6,1902 6,4883 7,2031 8,3390 9,6861 11,0309 12,2484 13,2656 14,0519 14,6524 15,1498 15,5867 15,9611 16,2503 16,4082 16,3849 16,1808 15,8743 15,6002 15,4827 15,5350 15,6194 15,5355 15,1556 14,5029 13,7202 12,9437 12,2106 11,4962 10,7869 10,0783 9,3811 8,8144 8,6259 9,0276 10,0061 11,2944 12,5226 13,4054 13,8016 13,6590 13,0060 12,0108 10,9641 10,1568 9,7681 9,8155 10,1266 10,3629 10,1788 9,4374 8,2488 6,8029 5,2418 3,6759 2,2121 0,9596 0,0553 -0,3587 -0,2390 0,2809 0,9378 1,4726 1,7174 1,5852 1,0373 0,0924 -1,1246 -2,3512 -3,2503 -3,5503 -3,1488 -2,1442 -0,8193 0,4435 1,2869 1,4743 0,9715 -0,0297 -1,2210 -2,3111 -3,0539 -3,2711 -2,9350 -2,1602 -1,0809 0,2361 1,7711 3,4439 5,0155 6,1181 6,4016 5,7375 4,3853 2,8941 1,7708 1,2697 1,4041 2,0272 2,9083 3,7997 4,4950 4,8586 4,8053 4,2992 3,4228 2,4073 1,5281 0,9795 0,8811 1,3227 2,3052 3,7082 5,3706 7,1150 8,6891 9,7994 10,2420 9,9902 9,2083 8,1988 7,2963 6,7829 6,8426 7,5211 8,7251 10,2537 11,7957 12,9533 13,4012 13,0539 12,0597 10,6999 9,3217 8,2547 7,6709 7,4864 7,3887 7,0015 6,1214 4,8590 3,5786 2,6944 2,4805 2,9818 4,0305 5,3336 6,5610 7,4217 7,7747 7,6996 7,4023 7,0243 6,5623 5,9787 5,3497 4,8750 4,7659 5,1286 5,9145 6,9882 8,2624 9,7220 11,3116 12,8633 14,1588 15,0162 15,3043 14,9707 14,1119 12,9497 11,7160 10,5577 9,4977 8,4977 7,5989 6,9733 6,8026 7,1113 7,7475 8,5317 9,3822 10,2901 11,2422 12,2033 13,0851 13,6686 13,6631 12,9466 11,7309 10,4575 9,5229 9,0746 9,0395 9,3049 9,8139 10,4919 11,1722 11,6654 11,8813 11,8674 11,7753 11,7856 12,0034 12,4115 12,9387 13,5607 14,3040 15,1294 15,8452 16,1895 16,0188 15,4343 14,7340 14,2302 14,1237 14,5184 15,4561 16,8808 18,5839 20,2378 21,5468 22,3584 22,6401 22,4527 21,9603 21,3412 20,6516 19,8439 18,8940 17,8305 16,6694 15,3893 13,9649 12,4383 11,0029 9,9772 9,6245 9,9950 10,9204 12,1326 13,3980 14,5652 15,5369 16,2594 16,7496 17,1021 17,4301 17,7737 18,0481 18,0532 17,5529 16,4356 14,8404 13,1002 11,5653 10,4648 9,8414 9,5728 9,5079 9,6188 9,9909 10,6856 11,6490 12,7024 13,6009 14,1626 14,3737 14,3696 14,3239 14,3051 14,1986 13,8211 13,1294 12,2786 11,5078 11,0069 10,8646 11,0962 11,6443 12,3328 12,9000 13,1365 12,9989 12,6306 12,3017 12,2704 12,6432 13,3703 14,3307 15,3374 16,0739 16,1426 15,2747 13,5069 11,1653 8,7500 6,8373 5,9250 6,2155 7,5457 9,5328 11,7279 13,7184 15,2563 16,3056 16,9170 17,1107 16,9100 16,4300 15,8717 15,4320 15,2235 15,2038 15,1545 14,8129 14,0712 13,0418 11,9654 11,0805 10,5290 10,3210 10,3508 10,4560 10,5192 10,5353 10,5486 10,5294 10,3425 9,8545 9,0961 8,3013 7,7617 7,6739 8,1103 9,0731 10,5406 12,4486 14,6294 16,8035 18,6689 19,9765 20,4886 19,9535 18,2715 15,7327 12,9823 10,6215 8,8668 7,5996 6,5974 5,6970 4,8589 4,1268 3,5509 3,1833 3,0755 3,2000 3,3945 3,4417 3,2129 2,7345 2,1188 1,4454 0,7522 0,1399 -0,2069 -0,1381 0,3756 1,2473 2,3039 3,3354 4,1678 4,7174 5,0052 5,1080 5,0799 4,9346 4,7269 4,6126 4,7774 5,3306 6,2519 7,3449 8,2647 8,6953 8,5357 7,9328 7,1664 6,4912 6,0409 5,8303 5,8372 6,1053 6,7477 7,8203 9,1955 10,5911 11,7548 12,6081 13,2060 13,5864 13,6781 13,3601 12,6176 11,6105 10,5654 9,6370 8,9043 8,4574 8,4154 8,8674 9,7952 10,9974 12,0890 12,6335 12,3130 11,0358 8,9704 6,5036 4,1092 2,2046 1,0806 0,8751 1,5319 2,7895 4,2837 5,7038 6,8345 7,4801 7,4661 6,7866 5,7122 4,6592 3,8785 3,2805 2,5864 1,6125 0,4001 -0,8491 -1,8664 -2,3721 -2,1783 -1,3230 -0,0678 1,2671 2,4291 3,2077 3,4054 2,9474 2,0232 1,0408 0,3925 0,2410 0,4569 0,7356 0,8348 0,7227 0,5134 0,3498 0,3691 0,6584 1,1964 1,9031 2,7010 3,4427 3,8720 3,7590 3,0352 1,7629 0,0281 -2,0664 -4,2959 -6,2749
Fz    -0,0291 -0,1552 -0,1406 -0,0114 0,1325 0,2136 0,2328 0,2636 0,4057 0,7188 1,1647 1,6129 1,9183 2,0001 1,8538 1,5198 1,0671 0,5906 0,1829 -0,1054 -0,2683 -0,3263 -0,3201 -0,3042 -0,3279 -0,4198 -0,5844 -0,7918 -0,9678 -1,0172 -0,8757 -0,5500 -0,1246 0,2695 0,5203 0,5962 0,5500 0,4614 0,3823 0,3258 0,2802 0,2078 0,0420 -0,2758 -0,7391 -1,2590 -1,7107 -2,0023 -2,1148 -2,0916 -1,9998 -1,8935 -1,8083 -1,7829 -1,8687 -2,0976 -2,4375 -2,7965 -3,0730 -3,1911 -3,1038 -2,7958 -2,2962 -1,6762 -1,0275 -0,4325 0,0674 0,4744 0,7897 0,9802 1,0028 0,8380 0,4856 -0,0604 -0,7997 -1,6837 -2,6208 -3,5248 -4,3268 -4,9573 -5,3560 -5,4955 -5,3895 -5,0896 -4,6717 -4,2205 -3,8244 -3,5598 -3,4541 -3,4804 -3,5862 -3,7023 -3,7510 -3,6958 -3,5734 -3,4495 -3,3563 -3,2896 -3,2503 -3,2656 -3,3671 -3,5600 -3,8289 -4,1618 -4,5440 -4,9364 -5,2861 -5,5606 -5,7669 -5,9381 -6,1030 -6,2584 -6,3747 -6,4300 -6,4184 -6,3118 -6,0402 -5,5308 -4,7615 -3,7740 -2,6573 -1,5232 -0,4806 0,3797 1,0023 1,4123 1,7401 2,1570 2,7668 3,5569 4,4430 5,3433 6,2058 6,9900 7,6595 8,2020 8,6356 8,9898 9,2915 9,5604 9,7989 9,9876 10,0979 10,1144 10,0477 9,9245 9,7565 9,5252 9,2051 8,7931 8,3227 7,8619 7,4834 7,2285 7,1074 7,1166 7,2335 7,4125 7,6230 7,8800 8,2199 8,6483 9,1107 9,5047 9,7310 9,7395 9,5379 9,1744 8,7270 8,2902 7,9473 7,7440 7,6721 7,6609 7,5932 7,3668 6,9633 6,4490 5,9052 5,3761 4,8741 4,3983 3,9474 3,5433 3,2391 3,0819 3,0678 3,1458 3,2546 3,3455 3,3795 3,3171 3,1211 2,7871 2,3769 2,0119 1,8206 1,8827 2,1994 2,6927 3,2318 3,6734 3,8991 3,8530 3,5615 3,1110 2,6143 2,1983 1,9754 1,9935 2,2265 2,6201 3,1277 3,7114 4,3228 4,8884 5,3179 5,5284 5,4830 5,2356 4,9164 4,6549 4,5222 4,5258 4,6264 4,7645 4,8863 4,9599 4,9796 4,9508 4,8731 4,7505 4,6114 4,4955 4,4294 4,4410 4,5758 4,8639 5,2896 5,8078 6,3541 6,8323 7,1316 7,1850 7,0091 6,6944 6,3633 6,1283 6,0664 6,2002 6,4922 6,8674 7,2469 7,5511 7,6882 7,5782 7,1975 6,5919 5,8608 5,1363 4,5468 4,1650 3,9808 3,9120 3,8483 3,7164 3,5265 3,3658 3,3431 3,5286 3,9240 4,4690 5,0702 5,6230 6,0252 6,2147 6,2099 6,0870 5,9088 5,6850 5,4055 5,0914 4,8014 4,6005 4,5240 4,5690 4,7266 5,0182 5,4760 6,0810 6,7442 7,3528 7,8149 8,0640 8,0623 7,8253 7,4198 6,9282 6,4148 5,9103 5,4319 5,0224 4,7542 4,6826 4,7966 5,0291 5,3196 5,6524 6,0275 6,4220 6,7953 7,1058 7,2998 7,3190 7,1512 6,8661 6,5896 6,4371 6,4553 6,6179 6,8683 7,1499 7,3987 7,5432 7,5400 7,4056 7,2115 7,0565 7,0283 7,1616 7,4257 7,7582 8,1129 8,4771 8,8404 9,1589 9,3705 9,4497 9,4417 9,4315 9,4792 9,5947 9,7691 10,0079 10,3266 10,7178 11,1345 11,5128 11,8022 11,9688 12,0018 11,9266 11,7861 11,6003 11,3586 11,0446 10,6532 10,1907 9,6765 9,1397 8,6188 8,1702 7,8633 7,7507 7,8440 8,1104 8,4887 8,9182 9,3463 9,7160 9,9748 10,1054 10,1437 10,1571 10,2004 10,2830 10,3609 10,3491 10,1683 9,8032 9,3135 8,7945 8,3298 7,9607 7,6856 7,4975 7,4229 7,5124 7,7923 8,2261 8,7099 9,1139 9,3588 9,4634 9,5151 9,5960 9,7174 9,8049 9,7584 9,5384 9,1946 8,8276 8,5343 8,3779 8,3901 8,5699 8,8651 9,1742 9,3914 9,4590 9,3929 9,2711 9,1803 9,1609 9,2022 9,2725 9,3274 9,2948 9,0871 8,6587 8,0512 7,3786 6,7857 6,4167 6,3740 6,6692 7,2228 7,9194 8,6429 9,2820 9,7551 10,0320 10,1136 10,0033 9,7146 9,2991 8,8496 8,4717 8,2458 8,1855 8,2231 8,2545 8,2085 8,0741 7,8825 7,6713 7,4648 7,2771 7,1125 6,9625 6,8214 6,7109 6,6660 6,6820 6,6889 6,5926 6,3513 6,0164 5,7041 5,5354 5,5927 5,9115 6,4922 7,3013 8,2571 9,2288 10,0690 10,6578 10,9112 10,7747 10,2583 9,4842 8,6587 7,9556 7,4310 7,0418 6,7056 6,3435 5,9093 5,3959 4,8335 4,2927 3,8592 3,5749 3,4056 3,2700 3,0950 2,8529 2,5599 2,2468 1,9450 1,7009 1,5731 1,5978 1,7767 2,0877 2,4846 2,8949 3,2369 3,4531 3,5329 3,5004 3,3862 3,2269 3,0905 3,0726 3,2443 3,6130 4,1272 4,6857 5,1581 5,4440 5,5297 5,4819 5,3916 5,3217 5,2917 5,2921 5,3154 5,3870 5,5632 5,8850 6,3337 6,8362 7,3194 7,7465 8,0940 8,3192 8,3684 8,2222 7,9328 7,6035 7,3196 7,1091 6,9725 6,9246 6,9945 7,1964 7,5062 7,8499 8,1170 8,2012 8,0379 7,6217 7,0126 6,3299 5,7158 5,2830 5,0897 5,1427 5,3981 5,7696 6,1664 6,5291 6,8179 6,9778 6,9508 6,7288 6,3754 5,9812 5,5865 5,1496 4,5995 3,9149 3,1519 2,4157 1,8267 1,5001 1,5149 1,8718 2,4849 3,2259 3,9712 4,6031 5,0033 5,0909 4,8803 4,4826 4,0407 3,6556 3,3518 3,0993 2,8695 2,6700 2,5304 2,4750 2,5187 2,6668 2,9074 3,2224 3,5876 3,9402 4,1743 4,1976 3,9804 3,5406 2,9041 2,1086 1,2432 0,4557
F3    0,5223 0,1861 -0,0435 -0,1479 -0,1965 -0,2496 -0,2978 -0,2670 -0,0708 0,3194 0,8317 1,3195 1,6466 1,7558 1,6657 1,4241 1,0816 0,6973 0,3334 0,0294 -0,1992 -0,3471 -0,4214 -0,4467 -0,4520 -0,4547 -0,4584 -0,4533 -0,4078 -0,2844 -0,0743 0,1827 0,4029 0,4860 0,3731 0,1008 -0,2083 -0,4226 -0,4718 -0,3593 -0,1377 0,1016 0,2346 0,1506 -0,1764 -0,6607 -1,1531 -1,5226 -1,7124 -1,7482 -1,7050 -1,6596 -1,6612 -1,7370 -1,9051 -2,1598 -2,4478 -2,6785 -2,7665 -2,6671 -2,3826 -1,9553 -1,4510 -0,9366 -0,4696 -0,0938 0,1799 0,3783 0,5256 0,6139 0,6205 0,5288 0,3221 -0,0285 -0,5421 -1,1867 -1,8936 -2,6074 -3,2815 -3,8492 -4,2421 -4,4310 -4,4336 -4,2966 -4,0735 -3,8158 -3,5837 -3,4382 -3,4012 -3,4436 -3,5098 -3,5347 -3,4647 -3,3046 -3,1233 -2,9858 -2,8952 -2,8145 -2,7291 -2,6729 -2,6989 -2,8361 -3,0883 -3,4581 -3,9414 -4,4994 -5,0675 -5,5983 -6,0824 -6,5262 -6,9180 -7,2149 -7,3657 -7,3519 -7,1925 -6,8945 -6,4156 -5,6905 -4,6878 -3,4434 -2,0577 -0,6712 0,5701 1,5365 2,1456 2,4251 2,5397 2,7067 3,0674 3,6322 4,3268 5,0738 5,8301 6,5660 7,2460 7,8406 8,3383 8,7398 9,0537 9,2920 9,4540 9,5226 9,4824 9,3421 9,1362 8,9052 8,6672 8,4045 8,0863 7,7028 7,2884 6,9188 6,6658 6,5531 6,5617 6,6579 6,7939 6,9097 6,9734 7,0102 7,0725 7,1908 7,3505 7,5070 7,6193 7,6694 7,6523 7,5707 7,4490 7,3375 7,2857 7,3088 7,3741 7,4009 7,2774 6,9178 6,3260 5,5905 4,8119 4,0527 3,3463 2,7124 2,1631 1,7265 1,4571 1,4001 1,5436 1,8192 2,1379 2,4174 2,5894 2,6001 2,4234 2,0842 1,6748 1,3308 1,1769 1,2792 1,6185 2,0913 2,5433 2,8245 2,8335 2,5527 2,0566 1,4703 0,9186 0,5091 0,3175 0,3561 0,5803 0,9360 1,3872 1,9127 2,4860 3,0548 3,5416 3,8596 3,9481 3,8259 3,5979 3,3910 3,2926 3,3291 3,4698 3,6532 3,8137 3,8973 3,8667 3,6977 3,3790 2,9330 2,4354 1,9906 1,6900 1,6065 1,8042 2,3091 3,0841 4,0453 5,0712 5,9952 6,6360 6,8696 6,6831 6,1765 5,5197 4,8975 4,4644 4,3059 4,4169 4,7211 5,1094 5,4565 5,6305 5,5387 5,1775 4,6235 3,9872 3,3855 2,9183 2,6268 2,4690 2,3406 2,1349 1,8121 1,4294 1,1099 0,9749 1,0896 1,4462 1,9742 2,5656 3,1017 3,4826 3,6723 3,7218 3,7210 3,7162 3,6781 3,5500 3,3199 3,0435 2,8135 2,7095 2,7614 2,9626 3,3103 3,8011 4,3866 4,9676 5,4437 5,7512 5,8566 5,7577 5,5036 5,1785 4,8498 4,5339 4,1998 3,8179 3,4172 3,0877 2,9235 2,9586 3,1531 3,4417 3,7828 4,1558 4,5361 4,8990 5,2232 5,4638 5,5500 5,4383 5,1651 4,8384 4,5754 4,4376 4,4215 4,5005 4,6538 4,8478 5,0183 5,1016 5,0815 5,0031 4,9514 5,0107 5,2194 5,5532 5,9543 6,3786 6,8116 7,2335 7,5826 7,7778 7,7862 7,6643 7,5248 7,4589 7,5003 7,6550 7,9335 8,3390 8,8349 9,3438 9,7871 10,1130 10,2867 10,2921 10,1495 9,9011 9,5736 9,1803 8,7482 8,3126 7,8864 7,4509 6,9782 6,4694 5,9844 5,6244 5,4722 5,5495 5,8173 6,2097 6,6693 7,1445 7,5688 7,8782 8,0566 8,1483 8,2196 8,3096 8,4109 8,4739 8,4261 8,2162 7,8487 7,3712 6,8433 6,3253 5,8694 5,5041 5,2480 5,1428 5,2456 5,5789 6,0887 6,6426 7,0800 7,3023 7,3277 7,2633 7,2226 7,2469 7,2805 7,2293 7,0501 6,7796 6,4999 6,2934 6,2167 6,2940 6,5139 6,8242 7,1472 7,4128 7,5842 7,6706 7,7248 7,8080 7,9427 8,1062 8,2622 8,3661 8,3424 8,0892 7,5378 6,7112 5,7282 4,7724 4,0534 3,7405 3,8826 4,3931 5,1186 5,9045 6,6234 7,2045 7,6367 7,9257 8,0600 8,0289 7,8581 7,6152 7,3806 7,2090 7,0963 6,9795 6,7858 6,4850 6,0997 5,6820 5,2861 4,9535 4,7124 4,5743 4,5285 4,5564 4,6497 4,7958 4,9431 5,0023 4,8987 4,6331 4,2919 3,9945 3,8370 3,8748 4,1368 4,6378 5,3656 6,2588 7,2034 8,0648 8,7288 9,1053 9,1167 8,7331 8,0402 7,2289 6,4753 5,8432 5,3006 4,7839 4,2428 3,6634 3,0629 2,4768 1,9653 1,5988 1,4065 1,3463 1,3303 1,2763 1,1440 0,9393 0,6858 0,4094 0,1578 0,0012 -0,0019 0,1745 0,5218 0,9887 1,4831 1,9040 2,1832 2,3045 2,2891 2,1709 1,9972 1,8511 1,8371 2,0207 2,3955 2,9049 3,4565 3,9284 4,2147 4,2882 4,2139 4,1030 4,0475 4,0815 4,1831 4,3131 4,4684 4,6915 5,0202 5,4358 5,8700 6,2629 6,5992 6,8834 7,0940 7,1771 7,0904 6,8545 6,5465 6,2399 5,9713 5,7633 5,6497 5,6630 5,8098 6,0589 6,3341 6,5245 6,5221 6,2622 5,7435 5,0339 4,2656 3,5950 3,1424 2,9661 3,0708 3,4070 3,8764 4,3704 4,8106 5,1400 5,2927 5,2138 4,9191 4,5181 4,1509 3,8775 3,6230 3,2470 2,6652 1,9067 1,0864 0,3544 -0,1414 -0,2966 -0,0948 0,3878 1,0350 1,7400 2,4047 2,9205 3,1958 3,2119 3,0361 2,7723 2,4954 2,2166 1,9044 1,5468 1,1846 0,8810 0,6808 0,6109 0,6883 0,9133 1,2692 1,7155 2,1603 2,4655 2,5181 2,2943 1,8444 1,2294 0,5000 -0,2710 -0,9725
F7    -0,0192 -0,0596 -0,0977 -0,1397 -0,2424 -0,4444 -0,7091 -0,9211 -0,9420 -0,6924 -0,2066 0,3817 0,9187 1,3084 1,5242 1,5760 1,4948 1,3352 1,1533 0,9699 0,7732 0,5536 0,3209 0,0921 -0,1237 -0,3287 -0,5276 -0,7067 -0,8180 -0,7986 -0,6142 -0,2894 0,0887 0,3979 0,5369 0,4806 0,2928 0,0854 -0,0441 -0,0564 0,0246 0,1289 0,1618 0,0447 -0,2339 -0,6041 -0,9582 -1,2192 -1,3772 -1,4699 -1,5387 -1,6009 -1,6551 -1,7020 -1,7497 -1,7968 -1,8202 -1,7933 -1,7076 -1,5695 -1,3824 -1,1431 -0,8565 -0,5484 -0,2619 -0,0335 0,1379 0,2848 0,4199 0,5073 0,4955 0,3603 0,1007 -0,2890 -0,8076 -1,4124 -2,0400 -2,6564 -3,2495 -3,7837 -4,1916 -4,4002 -4,3581 -4,0556 -3,5321 -2,8734 -2,2049 -1,6558 -1,3027 -1,1507 -1,1653 -1,2978 -1,4986 -1,7372 -2,0033 -2,2798 -2,5314 -2,7269 -2,8654 -2,9771 -3,1016 -3,2684 -3,5049 -3,8488 -4,3222 -4,8920 -5,4690 -5,9517 -6,2719 -6,4157 -6,4178 -6,3355 -6,2218 -6,1207 -6,0610 -6,0253 -5,9377 -5,6967 -5,2241 -4,4966 -3,5581 -2,5084 -1,4734 -0,5730 0,1115 0,5718 0,8806 1,1495 1,4642 1,8471 2,2782 2,7443 3,2515 3,7934 4,3418 4,8751 5,3930 5,8986 6,3822 6,8139 7,1458 7,3294 7,3388 7,1939 6,9741 6,7955 6,7423 6,8092 6,9134 6,9586 6,8929 6,7192 6,4644 6,1553 5,8279 5,5311 5,2949 5,1121 4,9734 4,9005 4,9231 5,0366 5,1963 5,3429 5,4268 5,4072 5,2379 4,8798 4,3410 3,6967 3,0627 2,5561 2,2624 2,2010 2,3044 2,4511 2,5361 2,5073 2,3472 2,0547 1,6467 1,1527 0,6123 0,0914 -0,3213 -0,5568 -0,6073 -0,5250 -0,3891 -0,2782 -0,2542 -0,3518 -0,5691 -0,8614 -1,1465 -1,3327 -1,3585 -1,2163 -0,9523 -0,6583 -0,4499 -0,4338 -0,6774 -1,1752 -1,8262 -2,4686 -2,9534 -3,1904 -3,1638 -2,9309 -2,5862 -2,2069 -1,8269 -1,4449 -1,0501 -0,6543 -0,3023 -0,0563 0,0459 0,0363 0,0091 0,0593 0,2339 0,5278 0,9051 1,3215 1,7293 2,0713 2,2857 2,3232 2,1675 1,8523 1,4560 1,0666 0,7463 0,5283 0,4280 0,4392 0,5429 0,7354 1,0226 1,3872 1,7821 2,1424 2,3982 2,4989 2,4377 2,2579 2,0412 1,8812 1,8495 1,9736 2,2285 2,5304 2,7551 2,8014 2,6465 2,3414 1,9740 1,6434 1,4302 1,3585 1,3819 1,4022 1,3110 1,0393 0,5886 0,0258 -0,5453 -1,0168 -1,3056 -1,3777 -1,2601 -1,0367 -0,8133 -0,6530 -0,5346 -0,3875 -0,1658 0,1105 0,3783 0,5811 0,7042 0,7783 0,8497 0,9458 1,0781 1,2728 1,5589 1,9201 2,2823 2,5620 2,7122 2,7205 2,5953 2,3696 2,0924 1,8054 1,5310 1,2691 1,0082 0,7531 0,5389 0,4088 0,3793 0,4337 0,5491 0,7198 0,9505 1,2436 1,5999 2,0049 2,3968 2,6757 2,7706 2,6943 2,5324 2,3791 2,2772 2,2210 2,2069 2,2617 2,4133 2,6475 2,9106 3,1478 3,3334 3,4726 3,5832 3,6701 3,7222 3,7362 3,7425 3,7955 3,9235 4,0888 4,2093 4,2204 4,1231 3,9814 3,8779 3,8798 4,0393 4,3896 4,9194 5,5538 6,1739 6,6698 6,9820 7,1059 7,0798 6,9670 6,8152 6,6225 6,3587 6,0129 5,6039 5,1605 4,7045 4,2445 3,7894 3,3810 3,0951 2,9952 3,0915 3,3386 3,6643 4,0055 4,3209 4,5839 4,7860 4,9439 5,0877 5,2391 5,3998 5,5434 5,6125 5,5344 5,2658 4,8323 4,3182 3,8190 3,4019 3,0918 2,8819 2,7654 2,7643 2,9145 3,2221 3,6431 4,0970 4,4977 4,7925 4,9860 5,1275 5,2691 5,4140 5,4985 5,4405 5,2112 4,8504 4,4306 4,0231 3,6843 3,4540 3,3492 3,3568 3,4368 3,5317 3,5828 3,5639 3,5094 3,4891 3,5488 3,6930 3,9091 4,1740 4,4341 4,6049 4,6077 4,4077 4,0250 3,5384 3,0890 2,8415 2,8978 3,2461 3,7872 4,3793 4,8733 5,1651 5,2327 5,1149 4,8662 4,5380 4,1836 3,8573 3,6027 3,4409 3,3553 3,2899 3,1876 3,0365 2,8764 2,7667 2,7434 2,7983 2,9003 3,0219 3,1411 3,2375 3,2980 3,3128 3,2615 3,1140 2,8584 2,5317 2,2153 1,9926 1,9138 1,9936 2,2236 2,5836 3,0443 3,5629 4,0861 4,5669 4,9705 5,2518 5,3413 5,1840 4,8038 4,3075 3,8043 3,3370 2,8930 2,4435 1,9698 1,4776 0,9814 0,4826 -0,0167 -0,4912 -0,9109 -1,2744 -1,6048 -1,9198 -2,2090 -2,4392 -2,5803 -2,6133 -2,5179 -2,2790 -1,9153 -1,4814 -1,0445 -0,6648 -0,3872 -0,2382 -0,2236 -0,3229 -0,4885 -0,6614 -0,7858 -0,8041 -0,6591 -0,3257 0,1655 0,7387 1,2879 1,6931 1,8594 1,7636 1,4692 1,0988 0,7870 0,6426 0,7242 1,0324 1,5243 2,1363 2,7921 3,3999 3,8681 4,1496 4,2716 4,3088 4,3195 4,3053 4,2266 4,0540 3,7956 3,4776 3,1236 2,7651 2,4533 2,2404 2,1561 2,2036 2,3526 2,5350 2,6553 2,6163 2,3532 1,8689 1,2460 0,6161 0,1029 -0,2116 -0,2898 -0,1443 0,1574 0,5199 0,8627 1,1278 1,2525 1,1685 0,8469 0,3402 -0,2339 -0,7600 -1,1882 -1,5342 -1,8304 -2,0848 -2,2814 -2,3900 -2,3662 -2,1720 -1,8201 -1,3892 -0,9840 -0,6906 -0,5708 -0,6662 -0,9729 -1,4151 -1,8648 -2,1976 -2,3460 -2,3305 -2,2428 -2,1751 -2,1579 -2,1621 -2,1393 -2,0515 -1,8907 -1,6792 -1,4415 -1,1909 -0,9602 -0,8179 -0,8323 -1,0296 -1,3948 -1,8961 -2,4908 -3,1050 -3,6254
