Fp1   -2,6369 -2,5428 -2,3274 -2,0203 -1,6684 -1,3178 -1,0054 -0,7491 -0,5415 -0,3627 -0,1991 -0,0452 0,1064 0,2636 0,4235 0,5674 0,6674 0,7052 0,6891 0,6547 0,6496 0,7125 0,8575 1,0689 1,3075 1,5228 1,6672 1,7102 1,6439 1,4790 1,2462 0,9903 0,7492 0,5397 0,3608 0,2046 0,0649 -0,0664 -0,2037 -0,3584 -0,5190 -0,6466 -0,7006 -0,6661 -0,5630 -0,4354 -0,3343 -0,2941 -0,3100 -0,3379 -0,3209 -0,2273 -0,0714 0,0979 0,2288 0,2860 0,2569 0,1553 0,0197 -0,0950 -0,1325 -0,0518 0,1583 0,4770 0,8601 1,2487 1,5775 1,7901 1,8607 1,8042 1,6591 1,4635 1,2516 1,0639 0,9449 0,9275 1,0205 1,2111 1,4749 1,7833 2,1102 2,4427 2,7797 3,1137 3,4154 3,6394 3,7484 3,7361 3,6252 3,4490 3,2415 3,0366 2,8573 2,6999 2,5300 2,2968 1,9583 1,5050 0,9661 0,3950 -0,1458 -0,5981 -0,9238 -1,1153 -1,1916 -1,1868 -1,1316 -1,0428 -0,9240 -0,7691 -0,5685 -0,3229 -0,0488 0,2354 0,5208 0,8076 1,1041 1,4279 1,7981 2,2229 2,7001 3,2228 3,7766 4,3343 4,8603 5,3220 5,7033 6,0088 6,2557 6,4651 6,6561 6,8373 6,9966 7,1022 7,1142 7,0002 6,7473 6,3663 5,8862 5,3469 4,8024 4,3212 3,9654 3,7615 3,6896 3,6988 3,7330 3,7543 3,7469 3,7073 3,6378 3,5489 3,4552 3,3739 3,3261 3,3284 3,3726 3,4239 3,4453 3,4212 3,3586 3,2761 3,1930 3,1221 3,0596 2,9752 2,8213 2,5625 2,2012 1,7766 1,3480 0,9732 0,6838 0,4721 0,3001 0,1235 -0,0884 -0,3408 -0,6102 -0,8548 -1,0370 -1,1405 -1,1705 -1,1476 -1,1077 -1,0995 -1,1691 -1,3377 -1,5920 -1,8890 -2,1651 -2,3524 -2,4049 -2,3207 -2,1463 -1,9599 -1,8379 -1,8245 -1,9236 -2,1058 -2,3152 -2,4870 -2,5820 -2,6067 -2,6027 -2,6240 -2,7136 -2,8820 -3,0983 -3,3049 -3,4470 -3,4979 -3,4596 -3,3428 -3,1512 -2,8983 -2,6311 -2,4187 -2,3102 -2,3042 -2,3521 -2,3902 -2,3754 -2,2985 -2,1774 -2,0508 -1,9679 -1,9733 -2,0924 -2,3167 -2,5970 -2,8661 -3,0764 -3,2161 -3,3001 -3,3598 -3,4330 -3,5469 -3,7036 -3,8829 -4,0595 -4,2182 -4,3530 -4,4610 -4,5426 -4,6022 -4,6474 -4,6847 -4,7088 -4,6976 -4,6239 -4,4746 -4,2625 -4,0251 -3,8111 -3,6674 -3,6252 -3,6885 -3,8326 -4,0116 -4,1736 -4,2776 -4,3026 -4,2468 -4,1248 -3,9631 -3,7884 -3,6156 -3,4440 -3,2622 -3,0540 -2,8036 -2,5077 -2,1844 -1,8698 -1,6049 -1,4238 -1,3437 -1,3559 -1,4218 -1,4869 -1,5091 -1,4736 -1,3872 -1,2711 -1,1604 -1,0912 -1,0765 -1,0971 -1,1117 -1,0740 -0,9467 -0,7159 -0,3980 -0,0380 0,2987 0,5425 0,6409 0,5710 0,3449 0,0148 -0,3362 -0,6274 -0,8164 -0,9129 -0,9672 -1,0362 -1,1503 -1,3112 -1,5053 -1,7050 -1,8693 -1,9566 -1,9440 -1,8403 -1,6824 -1,5145 -1,3672 -1,2500 -1,1529 -1,0543 -0,9380 -0,8029 -0,6558 -0,5008 -0,3419 -0,1929 -0,0721 0,0171 0,0912 0,1714 0,2683 0,3802 0,4976 0,6011 0,6603 0,6493 0,5641 0,4253 0,2673 0,1217 0,0029 -0,0879 -0,1416 -0,1337 -0,0448 0,1216 0,3417 0,5869 0,8374 1,0871 1,3365 1,5812 1,8024 1,9684 2,0520 2,0479 1,9732 1,8575 1,7330 1,6314 1,5795 1,5889 1,6521 1,7463 1,8358 1,8846 1,8773 1,8244 1,7439 1,6517 1,5644 1,4957 1,4469 1,4054 1,3512 1,2632 1,1283 0,9490 0,7415 0,5267 0,3185 0,1157 -0,0940 -0,3242 -0,5841 -0,8729 -1,1721 -1,4417 -1,6276 -1,6778 -1,5676 -1,3207 -1,0027 -0,6898 -0,4357 -0,2557 -0,1275 -0,0037 0,1680 0,4211 0,7478 1,0951 1,3955 1,6045 1,7104 1,7202 1,6506 1,5289 1,3869 1,2523 1,1518 1,1165 1,1671 1,2954 1,4681 1,6464 1,8004 1,9116 1,9779 2,0267 2,1113 2,2756 2,5182 2,7917 3,0258 3,1550 3,1493 3,0340 2,8793 2,7654 2,7431 2,8096 2,9163 2,9974 2,9927 2,8611 2,6068 2,2917 2,0043 1,8195 1,7829 1,9062 2,1680 2,5237 2,9202 3,3097 3,6578 3,9423 4,1488 4,2775 4,3453 4,3738 4,3842 4,3960 4,4195 4,4508 4,4721 4,4587 4,3905 4,2625 4,0819 3,8568 3,5863 3,2634 2,8829 2,4431 1,9447 1,4057 0,8742 0,4105 0,0577 -0,1667 -0,2667 -0,2652 -0,2041 -0,1356 -0,1033 -0,1251 -0,1905 -0,2734 -0,3581 -0,4570 -0,6048 -0,8273 -1,1119 -1,4097 -1,6706 -1,8635 -1,9698 -1,9835 -1,9212 -1,8206 -1,7221 -1,6558 -1,6396 -1,6720 -1,7158 -1,7038 -1,5721 -1,2833 -0,8338 -0,2617 0,3605 0,9610 1,4958 1,9417 2,2749 2,4743 2,5440 2,5178 2,4372 2,3327 2,2251 2,1297 2,0470 1,9508 1,8007 1,5700 1,2660 0,9286 0,6134 0,3573 0,1550 -0,0318 -0,2451 -0,5108 -0,8316 -1,1814 -1,5051 -1,7405 -1,8530 -1,8544 -1,7968 -1,7534 -1,7977 -1,9736 -2,2676 -2,6274 -3,0026 -3,3490 -3,6252 -3,8200 -3,9598 -4,0764 -4,1884 -4,3135 -4,4703 -4,6565 -4,8317 -4,9426 -4,9757 -4,9748 -5,0065 -5,1303 -5,3949 -5,8221 -6,3779 -6,9758 -7,5203 -7,9550 -8,2792 -8,5260 -8,7302 -8,9257 -9,1588 -9,4773 -9,8966 -10,3795 -10,8539 -11,2531 -11,5405 -11,7073 -11,7638 -11,7413 -11,6990 -11,7114 -11,8255 -12,0282 -12,2607 -12,4533 -12,5507 -12,5278 -12,3970 -12,1975 -11,9738 -11,7440 -11,4909 -11,1908 -10,8420 -10,4609 -10,0632 -9,6646 -9,2967 -9,0134 -8,8716 -8,8903 -9,0185 -9,1610 -9,2464
Fz    -2,4240 -2,4339 -2,3461 -2,1720 -1,9357 -1,6648 -1,3854 -1,1169 -0,8648 -0,6258 -0,4018 -0,2000 -0,0223 0,1376 0,2862 0,4219 0,5343 0,6140 0,6633 0,6972 0,7380 0,8101 0,9310 1,1024 1,3064 1,5096 1,6719 1,7614 1,7614 1,6688 1,4948 1,2649 1,0103 0,7569 0,5222 0,3166 0,1451 0,0033 -0,1268 -0,2661 -0,4168 -0,5530 -0,6378 -0,6484 -0,5874 -0,4776 -0,3520 -0,2396 -0,1524 -0,0783 0,0083 0,1247 0,2629 0,3949 0,4926 0,5398 0,5310 0,4697 0,3692 0,2511 0,1442 0,0797 0,0830 0,1657 0,3252 0,5427 0,7856 1,0167 1,2076 1,3467 1,4327 1,4686 1,4677 1,4616 1,4928 1,5956 1,7826 2,0485 2,3749 2,7279 3,0637 3,3539 3,6002 3,8195 4,0198 4,1893 4,3066 4,3602 4,3559 4,3037 4,2096 4,0781 3,9141 3,7177 3,4798 3,1828 2,8101 2,3635 1,8712 1,3755 0,9179 0,5307 0,2283 0,0067 -0,1492 -0,2524 -0,3040 -0,2979 -0,2348 -0,1246 0,0180 0,1748 0,3262 0,4613 0,5834 0,7065 0,8536 1,0558 1,3409 1,7164 2,1681 2,6724 3,2043 3,7402 4,2609 4,7552 5,2207 5,6616 6,0816 6,4791 6,8485 7,1809 7,4599 7,6597 7,7509 7,7110 7,5344 7,2371 6,8520 6,4198 5,9857 5,5973 5,2936 5,0886 4,9680 4,9002 4,8530 4,8055 4,7470 4,6714 4,5791 4,4807 4,3941 4,3382 4,3301 4,3787 4,4735 4,5852 4,6795 4,7279 4,7096 4,6131 4,4410 4,2091 3,9322 3,6062 3,2102 2,7335 2,1973 1,6482 1,1405 0,7199 0,4061 0,1828 0,0079 -0,1626 -0,3527 -0,5563 -0,7462 -0,8933 -0,9826 -1,0195 -1,0237 -1,0209 -1,0404 -1,1136 -1,2641 -1,4971 -1,7958 -2,1257 -2,4391 -2,6877 -2,8406 -2,8957 -2,8798 -2,8392 -2,8230 -2,8651 -2,9772 -3,1507 -3,3569 -3,5551 -3,7120 -3,8170 -3,8794 -3,9186 -3,9535 -3,9911 -4,0200 -4,0194 -3,9737 -3,8783 -3,7356 -3,5462 -3,3081 -3,0316 -2,7543 -2,5273 -2,3831 -2,3146 -2,2809 -2,2287 -2,1195 -1,9447 -1,7261 -1,5079 -1,3409 -1,2659 -1,3050 -1,4541 -1,6824 -1,9463 -2,2103 -2,4525 -2,6602 -2,8324 -2,9842 -3,1374 -3,3021 -3,4721 -3,6378 -3,7981 -3,9555 -4,1100 -4,2586 -4,3960 -4,5155 -4,6122 -4,6791 -4,7031 -4,6723 -4,5897 -4,4777 -4,3686 -4,2909 -4,2640 -4,2979 -4,3907 -4,5258 -4,6738 -4,8045 -4,8986 -4,9474 -4,9467 -4,8960 -4,8012 -4,6715 -4,5123 -4,3245 -4,1079 -3,8637 -3,5934 -3,3013 -3,0018 -2,7185 -2,4761 -2,2930 -2,1779 -2,1245 -2,1091 -2,0994 -2,0725 -2,0217 -1,9496 -1,8648 -1,7827 -1,7175 -1,6677 -1,6150 -1,5350 -1,4057 -1,2100 -0,9401 -0,6054 -0,2358 0,1218 0,4151 0,6009 0,6547 0,5742 0,3860 0,1462 -0,0777 -0,2329 -0,2999 -0,2963 -0,2594 -0,2227 -0,2112 -0,2470 -0,3386 -0,4684 -0,5938 -0,6658 -0,6537 -0,5607 -0,4174 -0,2637 -0,1305 -0,0270 0,0581 0,1383 0,2174 0,2960 0,3822 0,4845 0,6012 0,7270 0,8692 1,0442 1,2578 1,4927 1,7188 1,9104 2,0492 2,1217 2,1244 2,0682 1,9715 1,8524 1,7242 1,5920 1,4629 1,3590 1,3150 1,3564 1,4847 1,6818 1,9245 2,1973 2,4975 2,8232 3,1560 3,4548 3,6698 3,7711 3,7670 3,6956 3,6040 3,5349 3,5204 3,5764 3,6971 3,8578 4,0231 4,1527 4,2143 4,2004 4,1277 4,0135 3,8642 3,6846 3,4816 3,2578 3,0104 2,7390 2,4512 2,1628 1,8906 1,6439 1,4204 1,2073 0,9872 0,7441 0,4689 0,1654 -0,1459 -0,4301 -0,6450 -0,7476 -0,7017 -0,4952 -0,1590 0,2370 0,6168 0,9308 1,1682 1,3528 1,5272 1,7297 1,9729 2,2376 2,4850 2,6781 2,7971 2,8411 2,8200 2,7527 2,6669 2,5886 2,5306 2,4994 2,5043 2,5513 2,6347 2,7439 2,8711 3,0119 3,1603 3,3061 3,4472 3,5984 3,7764 3,9747 4,1612 4,2915 4,3237 4,2362 4,0459 3,8076 3,5878 3,4302 3,3382 3,2826 3,2243 3,1318 2,9892 2,8079 2,6300 2,5098 2,4913 2,5958 2,8165 3,1229 3,4726 3,8260 4,1572 4,4548 4,7114 4,9146 5,0561 5,1380 5,1665 5,1499 5,1042 5,0486 4,9938 4,9342 4,8513 4,7241 4,5412 4,3050 4,0272 3,7226 3,4033 3,0722 2,7191 2,3291 1,9055 1,4792 1,0943 0,7907 0,5983 0,5309 0,5756 0,6903 0,8199 0,9245 0,9956 1,0456 1,0832 1,0939 1,0393 0,8794 0,6047 0,2527 -0,1139 -0,4464 -0,7231 -0,9380 -1,0919 -1,1938 -1,2595 -1,3028 -1,3327 -1,3556 -1,3744 -1,3775 -1,3363 -1,2177 -0,9985 -0,6748 -0,2658 0,1952 0,6787 1,1645 1,6327 2,0568 2,4102 2,6770 2,8543 2,9440 2,9503 2,8827 2,7566 2,5865 2,3812 2,1472 1,8964 1,6498 1,4350 1,2757 1,1751 1,1109 1,0513 0,9727 0,8644 0,7268 0,5729 0,4275 0,3141 0,2391 0,1845 0,1156 -0,0008 -0,1823 -0,4276 -0,7164 -1,0224 -1,3257 -1,6064 -1,8386 -2,0090 -2,1247 -2,2010 -2,2611 -2,3450 -2,4977 -2,7411 -3,0591 -3,4101 -3,7565 -4,0796 -4,3731 -4,6444 -4,9206 -5,2337 -5,5931 -5,9757 -6,3410 -6,6570 -6,9200 -7,1551 -7,3983 -7,6802 -8,0212 -8,4278 -8,8818 -9,3402 -9,7542 -10,0939 -10,3526 -10,5398 -10,6777 -10,8029 -10,9631 -11,1961 -11,4972 -11,8204 -12,1116 -12,3300 -12,4500 -12,4620 -12,3696 -12,1885 -11,9476 -11,6776 -11,3980 -11,1206 -10,8533 -10,5973 -10,3506 -10,1192 -9,9216 -9,7875 -9,7457 -9,7994 -9,9105 -10,0156 -10,0631
F3    -2,6098 -2,5714 -2,4373 -2,2349 -1,9943 -1,7386 -1,4828 -1,2341 -0,9873 -0,7320 -0,4679 -0,2040 0,0557 0,3102 0,5451 0,7303 0,8370 0,8564 0,8091 0,7362 0,6837 0,6903 0,7765 0,9347 1,1297 1,3117 1,4350 1,4738 1,4258 1,3041 1,1319 0,9371 0,7432 0,5619 0,3975 0,2550 0,1386 0,0411 -0,0585 -0,1769 -0,3028 -0,3962 -0,4186 -0,3605 -0,2416 -0,0982 0,0288 0,1122 0,1570 0,1980 0,2744 0,4015 0,5579 0,6987 0,7822 0,7884 0,7204 0,5979 0,4518 0,3187 0,2370 0,2412 0,3521 0,5685 0,8677 1,2080 1,5339 1,7908 1,9459 1,9957 1,9541 1,8408 1,6861 1,5374 1,4526 1,4805 1,6440 1,9367 2,3306 2,7810 3,2341 3,6473 3,9992 4,2747 4,4498 4,5015 4,4364 4,3003 4,1525 4,0293 3,9356 3,8611 3,7926 3,7120 3,5913 3,3939 3,0889 2,6711 2,1708 1,6470 1,1700 0,7997 0,5639 0,4515 0,4242 0,4341 0,4416 0,4280 0,3980 0,3724 0,3711 0,3967 0,4373 0,4857 0,5455 0,6280 0,7512 0,9417 1,2235 1,6030 2,0685 2,6011 3,1780 3,7706 4,3480 4,8868 5,3812 5,8409 6,2775 6,6902 7,0649 7,3821 7,6182 7,7500 7,7641 7,6638 7,4650 7,1893 6,8585 6,4913 6,1119 5,7606 5,4860 5,3188 5,2584 5,2791 5,3441 5,4174 5,4731 5,4994 5,4973 5,4732 5,4296 5,3732 5,3254 5,3089 5,3193 5,3244 5,2944 5,2215 5,1131 4,9777 4,8217 4,6508 4,4664 4,2540 3,9826 3,6256 3,1820 2,6791 2,1625 1,6841 1,2818 0,9601 0,6918 0,4410 0,1868 -0,0684 -0,3054 -0,5005 -0,6393 -0,7243 -0,7697 -0,7944 -0,8251 -0,8966 -1,0377 -1,2546 -1,5268 -1,8172 -2,0793 -2,2658 -2,3455 -2,3208 -2,2309 -2,1365 -2,0937 -2,1322 -2,2511 -2,4242 -2,6044 -2,7402 -2,8046 -2,8096 -2,7929 -2,7978 -2,8547 -2,9651 -3,0971 -3,2015 -3,2385 -3,1940 -3,0770 -2,9043 -2,6882 -2,4448 -2,2117 -2,0404 -1,9638 -1,9721 -2,0184 -2,0449 -2,0101 -1,9023 -1,7391 -1,5607 -1,4187 -1,3577 -1,4000 -1,5347 -1,7218 -1,9186 -2,1058 -2,2847 -2,4573 -2,6233 -2,7869 -2,9512 -3,1083 -3,2451 -3,3594 -3,4653 -3,5801 -3,7125 -3,8613 -4,0163 -4,1626 -4,2859 -4,3709 -4,3962 -4,3403 -4,2005 -4,0042 -3,7991 -3,6316 -3,5332 -3,5193 -3,5887 -3,7217 -3,8795 -4,0141 -4,0858 -4,0726 -3,9697 -3,7874 -3,5493 -3,2844 -3,0178 -2,7661 -2,5392 -2,3404 -2,1626 -1,9908 -1,8143 -1,6356 -1,4694 -1,3352 -1,2508 -1,2208 -1,2271 -1,2383 -1,2303 -1,1945 -1,1286 -1,0365 -0,9377 -0,8622 -0,8253 -0,8121 -0,7875 -0,7147 -0,5682 -0,3416 -0,0525 0,2638 0,5647 0,8078 0,9572 0,9881 0,8913 0,6838 0,4147 0,1514 -0,0498 -0,1679 -0,2210 -0,2465 -0,2773 -0,3348 -0,4314 -0,5664 -0,7196 -0,8551 -0,9359 -0,9453 -0,8953 -0,8111 -0,7118 -0,6046 -0,4857 -0,3435 -0,1716 0,0239 0,2302 0,4366 0,6318 0,8036 0,9491 1,0814 1,2180 1,3642 1,5087 1,6339 1,7282 1,7857 1,7993 1,7655 1,6931 1,6037 1,5233 1,4684 1,4321 1,3916 1,3372 1,2891 1,2814 1,3385 1,4664 1,6588 1,9050 2,1978 2,5326 2,8948 3,2469 3,5366 3,7233 3,8004 3,7927 3,7364 3,6667 3,6154 3,6053 3,6416 3,7110 3,7877 3,8401 3,8440 3,7975 3,7170 3,6169 3,5022 3,3792 3,2574 3,1383 3,0118 2,8653 2,6937 2,5020 2,3002 2,0982 1,9018 1,7115 1,5203 1,3135 1,0726 0,7827 0,4446 0,0869 -0,2353 -0,4530 -0,5014 -0,3484 -0,0213 0,3990 0,8189 1,1729 1,4388 1,6339 1,8030 1,9972 2,2464 2,5415 2,8391 3,0862 3,2484 3,3177 3,3013 3,2136 3,0803 2,9392 2,8291 2,7811 2,8126 2,9225 3,0919 3,2927 3,4945 3,6695 3,7984 3,8777 3,9265 3,9818 4,0743 4,2035 4,3406 4,4458 4,4842 4,4413 4,3357 4,2146 4,1267 4,0923 4,0922 4,0828 4,0261 3,9059 3,7245 3,5052 3,2968 3,1591 3,1377 3,2503 3,4852 3,8087 4,1771 4,5481 4,8899 5,1868 5,4314 5,6162 5,7405 5,8138 5,8473 5,8523 5,8421 5,8249 5,7943 5,7262 5,5885 5,3607 5,0456 4,6658 4,2523 3,8370 3,4422 3,0699 2,7007 2,3125 1,9095 1,5292 1,2145 0,9877 0,8524 0,8043 0,8313 0,9102 1,0110 1,1097 1,1945 1,2602 1,3003 1,3043 1,2536 1,1251 0,9101 0,6339 0,3437 0,0748 -0,1617 -0,3637 -0,5268 -0,6474 -0,7268 -0,7740 -0,8068 -0,8470 -0,9055 -0,9665 -0,9893 -0,9286 -0,7516 -0,4450 -0,0206 0,4868 1,0352 1,5880 2,1128 2,5738 2,9352 3,1772 3,3095 3,3591 3,3455 3,2717 3,1362 2,9422 2,6937 2,3941 2,0530 1,6942 1,3566 1,0838 0,9008 0,7965 0,7347 0,6780 0,6026 0,5008 0,3822 0,2709 0,1921 0,1549 0,1457 0,1360 0,0918 -0,0234 -0,2348 -0,5351 -0,8899 -1,2652 -1,6281 -1,9412 -2,1852 -2,3727 -2,5292 -2,6785 -2,8486 -3,0634 -3,3207 -3,5851 -3,8113 -3,9803 -4,1088 -4,2241 -4,3498 -4,5118 -4,7330 -5,0155 -5,3346 -5,6534 -5,9458 -6,2133 -6,4772 -6,7594 -7,0783 -7,4548 -7,9021 -8,4025 -8,9036 -9,3477 -9,7054 -9,9775 -10,1778 -10,3224 -10,4313 -10,5314 -10,6532 -10,8130 -11,0000 -11,1881 -11,3524 -11,4719 -11,5306 -11,5189 -11,4336 -11,2773 -11,0503 -10,7483 -10,3765 -9,9580 -9,5273 -9,1221 -8,7794 -8,5302 -8,3951 -8,3815 -8,4733 -8,6215 -8,7641 -8,8613
F7    -2,3093 -2,2862 -2,1861 -2,0185 -1,8049 -1,5716 -1,3415 -1,1239 -0,9091 -0,6858 -0,4614 -0,2553 -0,0758 0,0847 0,2359 0,3781 0,5040 0,6036 0,6691 0,7016 0,7168 0,7402 0,7934 0,8812 0,9874 1,0824 1,1379 1,1423 1,1036 1,0377 0,9589 0,8774 0,7970 0,7144 0,6220 0,5153 0,4007 0,2873 0,1744 0,0557 -0,0629 -0,1589 -0,2120 -0,2192 -0,1924 -0,1486 -0,1045 -0,0680 -0,0312 0,0241 0,1108 0,2259 0,3490 0,4493 0,4988 0,4828 0,4052 0,2879 0,1635 0,0665 0,0256 0,0586 0,1685 0,3437 0,5591 0,7754 0,9459 1,0337 1,0290 0,9508 0,8265 0,6755 0,5117 0,3589 0,2542 0,2316 0,3032 0,4636 0,7037 1,0064 1,3403 1,6749 1,9940 2,2867 2,5352 2,7184 2,8268 2,8739 2,8903 2,9000 2,9040 2,8893 2,8455 2,7659 2,6375 2,4381 2,1435 1,7453 1,2667 0,7575 0,2747 -0,1351 -0,4469 -0,6606 -0,7935 -0,8700 -0,9146 -0,9463 -0,9743 -0,9919 -0,9777 -0,9123 -0,7919 -0,6254 -0,4234 -0,1933 0,0663 0,3673 0,7225 1,1315 1,5830 2,0670 2,5748 3,0920 3,6006 4,0844 4,5329 4,9422 5,3115 5,6410 5,9312 6,1813 6,3838 6,5217 6,5761 6,5391 6,4204 6,2420 6,0234 5,7728 5,4955 5,2106 4,9534 4,7600 4,6481 4,6109 4,6267 4,6715 4,7199 4,7453 4,7319 4,6857 4,6281 4,5820 4,5649 4,5824 4,6159 4,6293 4,5982 4,5304 4,4554 4,4012 4,3789 4,3796 4,3771 4,3296 4,1905 3,9348 3,5757 3,1566 2,7328 2,3589 2,0747 1,8851 1,7572 1,6383 1,4836 1,2750 1,0285 0,7858 0,5925 0,4746 0,4299 0,4312 0,4345 0,3948 0,2880 0,1216 -0,0746 -0,2629 -0,4038 -0,4636 -0,4288 -0,3159 -0,1664 -0,0345 0,0322 0,0115 -0,0902 -0,2439 -0,4061 -0,5366 -0,6224 -0,6809 -0,7428 -0,8369 -0,9786 -1,1601 -1,3485 -1,5011 -1,5883 -1,6073 -1,5763 -1,5151 -1,4310 -1,3281 -1,2264 -1,1592 -1,1493 -1,1937 -1,2667 -1,3345 -1,3703 -1,3655 -1,3333 -1,3085 -1,3356 -1,4489 -1,6592 -1,9479 -2,2681 -2,5639 -2,7977 -2,9589 -3,0576 -3,1192 -3,1758 -3,2477 -3,3307 -3,4044 -3,4545 -3,4864 -3,5188 -3,5706 -3,6504 -3,7487 -3,8427 -3,9123 -3,9442 -3,9241 -3,8397 -3,6925 -3,5032 -3,3045 -3,1283 -2,9993 -2,9348 -2,9429 -3,0186 -3,1420 -3,2829 -3,4090 -3,4889 -3,4980 -3,4289 -3,2951 -3,1227 -2,9363 -2,7487 -2,5614 -2,3689 -2,1576 -1,9126 -1,6367 -1,3598 -1,1261 -0,9752 -0,9298 -0,9804 -1,0793 -1,1653 -1,2005 -1,1806 -1,1186 -1,0353 -0,9618 -0,9321 -0,9611 -1,0311 -1,1054 -1,1524 -1,1572 -1,1218 -1,0589 -0,9814 -0,8996 -0,8267 -0,7831 -0,7923 -0,8741 -1,0297 -1,2277 -1,4173 -1,5602 -1,6520 -1,7184 -1,7907 -1,8842 -1,9997 -2,1381 -2,2999 -2,4746 -2,6378 -2,7611 -2,8299 -2,8547 -2,8604 -2,8646 -2,8665 -2,8495 -2,7959 -2,7023 -2,5797 -2,4378 -2,2729 -2,0739 -1,8385 -1,5768 -1,3010 -1,0248 -0,7738 -0,5799 -0,4611 -0,4140 -0,4283 -0,4958 -0,6013 -0,7207 -0,8324 -0,9259 -1,0056 -1,0912 -1,2027 -1,3349 -1,4547 -1,5252 -1,5262 -1,4554 -1,3216 -1,1366 -0,9051 -0,6262 -0,3087 0,0146 0,2942 0,4935 0,6084 0,6562 0,6569 0,6291 0,5940 0,5732 0,5823 0,6252 0,6900 0,7487 0,7715 0,7493 0,6920 0,6056 0,4891 0,3539 0,2256 0,1219 0,0387 -0,0404 -0,1304 -0,2388 -0,3678 -0,5187 -0,6867 -0,8564 -1,0125 -1,1566 -1,3091 -1,4931 -1,7121 -1,9417 -2,1395 -2,2588 -2,2612 -2,1340 -1,9026 -1,6208 -1,3450 -1,1141 -0,9421 -0,8127 -0,6869 -0,5282 -0,3235 -0,0851 0,1576 0,3678 0,5129 0,5698 0,5251 0,3853 0,1916 0,0090 -0,1047 -0,1164 -0,0181 0,1720 0,4149 0,6673 0,8914 1,0535 1,1310 1,1258 1,0676 1,0002 0,9592 0,9591 0,9963 1,0543 1,1054 1,1216 1,0947 1,0465 1,0182 1,0445 1,1331 1,2611 1,3936 1,4984 1,5466 1,5256 1,4553 1,3775 1,3326 1,3495 1,4405 1,5954 1,7871 1,9873 2,1771 2,3489 2,5029 2,6411 2,7674 2,8834 2,9791 3,0429 3,0795 3,1068 3,1317 3,1345 3,0787 2,9336 2,6917 2,3692 1,9992 1,6226 1,2686 0,9356 0,5969 0,2324 -0,1435 -0,4833 -0,7408 -0,9003 -0,9683 -0,9560 -0,8816 -0,7807 -0,6994 -0,6697 -0,6978 -0,7747 -0,8912 -1,0466 -1,2515 -1,5210 -1,8551 -2,2186 -2,5523 -2,8153 -2,9991 -3,1036 -3,1255 -3,0753 -2,9808 -2,8690 -2,7566 -2,6525 -2,5587 -2,4621 -2,3376 -2,1610 -1,9095 -1,5614 -1,1153 -0,6076 -0,0991 0,3552 0,7217 0,9788 1,1046 1,0870 0,9448 0,7295 0,5009 0,2987 0,1347 -0,0002 -0,1320 -0,2979 -0,5219 -0,7926 -1,0634 -1,2752 -1,3951 -1,4435 -1,4751 -1,5358 -1,6490 -1,8252 -2,0613 -2,3324 -2,6053 -2,8587 -3,0890 -3,2981 -3,4857 -3,6647 -3,8630 -4,0891 -4,3306 -4,5888 -4,8700 -5,1548 -5,4142 -5,6292 -5,7908 -5,9105 -6,0240 -6,1624 -6,3195 -6,4451 -6,4810 -6,4151 -6,2940 -6,1935 -6,1891 -6,3292 -6,6129 -6,9912 -7,3888 -7,7340 -7,9964 -8,2042 -8,4073 -8,6265 -8,8591 -9,1233 -9,4617 -9,8876 -10,3545 -10,7961 -11,1740 -11,4715 -11,6683 -11,7514 -11,7426 -11,7000 -11,6846 -11,7224 -11,7973 -11,8798 -11,9504 -12,0068 -12,0515 -12,0700 -12,0312 -11,9123 -11,7033 -11,4017 -11,0268 -10,6280 -10,2631 -9,9620 -9,7161 -9,5110 -9,3568 -9,2777 -9,2811 -9,3392 -9,4017 -9,4334
