Fp1   -2,7236 -2,4804 -1,9658 -1,2923 -0,6360 -0,2160 -0,1876 -0,4865 -0,8460 -1,0045 -0,8660 -0,4759 0,0817 0,7270 1,3511 1,7987 1,9403 1,7942 1,5517 1,4573 1,6719 2,2023 2,8712 3,3508 3,3100 2,6266 1,4730 0,1526 -1,1012 -2,1370 -2,8197 -3,0453 -2,7977 -2,1737 -1,3412 -0,4650 0,3267 0,9227 1,2362 1,2576 1,0658 0,7707 0,4548 0,1388 -0,2189 -0,6405 -1,0304 -1,2375 -1,2263 -1,1187 -1,0763 -1,1760 -1,3701 -1,5486 -1,6383 -1,6488 -1,6506 -1,7125 -1,8596 -2,0689 -2,2317 -2,1731 -1,8427 -1,4362 -1,2221 -1,3061 -1,6479 -2,2134 -2,9637 -3,7456 -4,3151 -4,4753 -4,1671 -3,4529 -2,4666 -1,3961 -0,4620 0,1589 0,4143 0,3711 0,1401 -0,1873 -0,5582 -0,9263 -1,2119 -1,3277 -1,2536 -1,0588 -0,8671 -0,8182 -1,0140 -1,4533 -2,0280 -2,6163 -3,1750 -3,7355 -4,3152 -4,8430 -5,1737 -5,1652 -4,7779 -4,1763 -3,7047 -3,6451 -3,9913 -4,5473 -5,1933 -5,9528 -6,8518 -7,8224 -8,7432 -9,5067 -10,0442 -10,3568 -10,5339 -10,6899 -10,8570 -10,9386 -10,7709 -10,2512 -9,4182 -8,4239 -7,4492 -6,6099 -5,9085 -5,2858 -4,6928 -4,0920 -3,4524 -2,7695 -2,0481 -1,2684 -0,4092 0,4904 1,3177 1,9354 2,2186 2,0798 1,5427 0,7732 -0,0214 -0,7087 -1,2564 -1,6974 -2,0526 -2,2659 -2,2644 -2,0601 -1,7444 -1,4292 -1,2279 -1,2356 -1,4980 -2,0044 -2,6779 -3,3555 -3,8286 -3,9370 -3,6302 -2,9780 -2,1428 -1,3084 -0,6193 -0,1662 0,0303 0,0069 -0,2033 -0,5703 -0,9929 -1,3007 -1,3457 -1,0694 -0,5225 0,1507 0,7578 1,1083 1,0910 0,7656 0,3478 0,0570 -0,0234 0,0491 0,1689 0,2598 0,2842 0,2236 0,0564 -0,2406 -0,6285 -0,9775 -1,1706 -1,2112 -1,1882 -1,1603 -1,1185 -1,0611 -1,0663 -1,2588 -1,6807 -2,2040 -2,5983 -2,6873 -2,4454 -1,9916 -1,5238 -1,2223 -1,1764 -1,3680 -1,6667 -1,8341 -1,6339 -1,0042 -0,0994 0,8420 1,6398 2,1987 2,4688 2,4564 2,2520 1,9523 1,5426 0,9193 0,0270 -1,0559 -2,1544 -3,1043 -3,8331 -4,3590 -4,7399 -5,0413 -5,3151 -5,5605 -5,7071 -5,6632 -5,3921 -4,9602 -4,5217 -4,2380 -4,1893 -4,3593 -4,6767 -5,0395 -5,3292 -5,4637 -5,4358 -5,2821 -5,0285 -4,6744 -4,1969 -3,5598 -2,7445 -1,7947 -0,8174 0,0527 0,6774 0,9652 0,9288 0,6696 0,3264 0,0434 -0,0929 -0,1180 -0,1448 -0,2513 -0,4454 -0,7070 -1,0194 -1,3873 -1,8509 -2,4647 -3,2563 -4,1805 -5,0586 -5,5931 -5,5358 -4,8624 -3,7713 -2,5381 -1,3759 -0,3910 0,3680 0,8618 1,0794 1,0653 0,9030 0,6901 0,4953 0,3024 0,0241 -0,4060 -0,9767 -1,6172 -2,2138 -2,6179 -2,7035 -2,4386 -1,8952 -1,2050 -0,5129 0,0581 0,4407 0,6510 0,7955 1,0126 1,3531 1,7216 1,9699 2,0390 2,0025 2,0067 2,1798 2,5557 3,0573 3,5599 3,9675 4,2334 4,3539 4,3552 4,2464 3,9914 3,5511 2,9281 2,1574 1,3001 0,4689 -0,1888 -0,5689 -0,6559 -0,4884 -0,1105 0,4439 1,1406 1,9264 2,7156 3,3802 3,7480 3,6563 3,0526 2,0466 0,8717 -0,1959 -0,9139 -1,1451 -0,8881 -0,2577 0,5414 1,2557 1,6810 1,7749 1,6790 1,6090 1,7010 1,9644 2,3288 2,6729 2,8516 2,7751 2,4568 1,9779 1,4306 0,8966 0,4560 0,1748 0,0526 0,0104 -0,0465 -0,1898 -0,4706 -0,8734 -1,2722 -1,5108 -1,5221 -1,3410 -1,0691 -0,8628 -0,8708 -1,1389 -1,5978 -2,1179 -2,5520 -2,7682 -2,6934 -2,3301 -1,7376 -1,0161 -0,2953 0,2870 0,6138 0,6356 0,4264 0,1673 0,0304 0,0858 0,3097 0,6260 0,9329 1,1281 1,1389 0,9670 0,7199 0,5623 0,6059 0,8319 1,1156 1,3265 1,4028 1,3489 1,2016 1,0153 0,8626 0,8265 0,9779 1,3629 1,9929 2,8108 3,6677 4,3591 4,7149 4,6924 4,4011 4,0359 3,7684 3,6512 3,5918 3,4252 3,0269 2,3927 1,6386 0,9220 0,3580 -0,0197 -0,2534 -0,4238 -0,5960 -0,7849 -0,9620 -1,0959 -1,1942 -1,3204 -1,5709 -2,0047 -2,5780 -3,1521 -3,5867 -3,8283 -3,9018 -3,8573 -3,7489 -3,6219 -3,4620 -3,1451 -2,4837 -1,3857 0,0383 1,5419 2,8834 3,9042 4,5445 4,8534 4,9826 5,1011 5,2663 5,3934 5,3489 5,0464 4,4681 3,6596 2,7314 1,8189 0,9944 0,2565 -0,3752 -0,8090 -0,9573 -0,8390 -0,6120 -0,5195 -0,7656 -1,4023 -2,3159 -3,3064 -4,2095 -4,9689 -5,6137 -6,2105 -6,8353 -7,5355 -8,2990 -9,0448 -9,6181 -9,8221 -9,5177 -8,7129 -7,5506 -6,2409 -5,0273 -4,1555 -3,7781 -3,8447 -4,0734 -4,0780 -3,6067 -2,6907 -1,5623 -0,4628 0,4588 1,1288 1,5102 1,6026 1,4759 1,2842 1,2081 1,3698 1,8007 2,4477 3,1800 3,8146 4,1790 4,1850 3,8668 3,3503 2,7883 2,3175 2,0446 2,0362 2,2870 2,6796 2,9979 3,0246 2,6616 1,9838 1,1799 0,4420 -0,0962 -0,3813 -0,4586 -0,4281 -0,3404 -0,1652 0,1228 0,4758 0,8072 1,0518 1,1590 1,0436 0,5936 -0,2505 -1,4255 -2,7354 -3,9138 -4,7319 -5,0833 -4,9991 -4,6248 -4,1921 -3,9352 -3,9375 -4,0725 -4,1411 -4,0577 -3,8908 -3,7654 -3,7794 -3,9846 -4,3800 -4,9133 -5,4891 -5,9629 -6,1656 -5,9911 -5,4668 -4,7390 -4,0051 -3,4296 -3,0963 -3,0312 -3,2383 -3,6923 -4,3296 -5,0799 -5,8802 -6,6437 -7,2740 -7,7362 -8,0832 -8,4177 -8,8220 -9,2651 -9,5790 -9,5854 -9,2480 -8,6758 -8,0060 -7,3278 -6,7100 -6,2426 -6,0004 -5,9848 -6,1312 -6,3335
Fz    0,6772 0,6554 0,7274 0,8695 1,0236 1,1071 1,0526 0,8692 0,6437 0,4680 0,3794 0,3688 0,4162 0,5080 0,6260 0,7315 0,7771 0,7514 0,7031 0,7069 0,8149 1,0267 1,2765 1,4427 1,4001 1,0957 0,5811 -0,0345 -0,6472 -1,1700 -1,5285 -1,6745 -1,6051 -1,3682 -1,0417 -0,6962 -0,3808 -0,1362 0,0009 0,0158 -0,0774 -0,2529 -0,4867 -0,7624 -1,0710 -1,3928 -1,6759 -1,8598 -1,9292 -1,9255 -1,9065 -1,9052 -1,9216 -1,9425 -1,9650 -1,9947 -2,0317 -2,0654 -2,0825 -2,0702 -1,9969 -1,8177 -1,5326 -1,2194 -0,9786 -0,8576 -0,8465 -0,9226 -1,0581 -1,2002 -1,2799 -1,2444 -1,0759 -0,7871 -0,4202 -0,0479 0,2436 0,3900 0,3763 0,2326 0,0050 -0,2733 -0,5873 -0,9174 -1,2227 -1,4610 -1,6253 -1,7499 -1,8862 -2,0758 -2,3352 -2,6518 -2,9927 -3,3236 -3,6218 -3,8779 -4,0837 -4,2184 -4,2508 -4,1534 -3,9249 -3,6264 -3,3814 -3,2973 -3,3824 -3,5700 -3,8119 -4,1099 -4,4682 -4,8571 -5,2317 -5,5559 -5,8059 -5,9759 -6,0868 -6,1706 -6,2366 -6,2517 -6,1567 -5,9088 -5,5117 -5,0084 -4,4573 -3,9066 -3,3751 -2,8585 -2,3448 -1,8225 -1,2948 -0,7874 -0,3232 0,1027 0,5068 0,8822 1,1912 1,3866 1,4289 1,3016 1,0322 0,6919 0,3565 0,0737 -0,1384 -0,2847 -0,3766 -0,4115 -0,3830 -0,3083 -0,2258 -0,1751 -0,1870 -0,2805 -0,4628 -0,7272 -1,0378 -1,3177 -1,4751 -1,4453 -1,2143 -0,8215 -0,3457 0,1251 0,5211 0,8029 0,9677 1,0379 1,0269 0,9315 0,7584 0,5361 0,3016 0,0865 -0,0941 -0,2483 -0,4026 -0,5931 -0,8439 -1,1386 -1,4239 -1,6545 -1,8242 -1,9563 -2,0785 -2,2081 -2,3528 -2,5128 -2,6857 -2,8649 -3,0196 -3,0871 -3,0172 -2,8196 -2,5587 -2,3050 -2,1010 -1,9699 -1,9429 -2,0564 -2,3101 -2,6385 -2,9390 -3,1278 -3,1735 -3,0997 -2,9688 -2,8500 -2,7876 -2,7871 -2,8136 -2,7996 -2,6797 -2,4394 -2,1293 -1,8288 -1,5985 -1,4641 -1,4278 -1,4737 -1,5645 -1,6696 -1,8045 -2,0241 -2,3668 -2,8138 -3,3021 -3,7686 -4,1827 -4,5452 -4,8665 -5,1529 -5,4053 -5,6114 -5,7380 -5,7451 -5,6184 -5,3933 -5,1476 -4,9651 -4,8926 -4,9231 -5,0146 -5,1178 -5,1903 -5,2109 -5,1832 -5,1170 -5,0098 -4,8520 -4,6365 -4,3567 -4,0097 -3,6125 -3,2065 -2,8448 -2,5808 -2,4496 -2,4458 -2,5276 -2,6362 -2,7096 -2,7089 -2,6451 -2,5655 -2,5100 -2,4914 -2,5064 -2,5431 -2,5868 -2,6330 -2,6896 -2,7641 -2,8444 -2,8794 -2,7845 -2,4917 -2,0045 -1,4005 -0,7902 -0,2659 0,1278 0,3828 0,5006 0,4899 0,3799 0,2138 0,0321 -0,1444 -0,3291 -0,5567 -0,8404 -1,1475 -1,4175 -1,5939 -1,6365 -1,5268 -1,2786 -0,9399 -0,5729 -0,2321 0,0465 0,2459 0,3727 0,4589 0,5438 0,6355 0,6996 0,6984 0,6408 0,5890 0,6241 0,7968 1,0940 1,4479 1,7817 2,0527 2,2560 2,4061 2,5203 2,6025 2,6402 2,6245 2,5620 2,4608 2,3208 2,1497 1,9746 1,8281 1,7322 1,7003 1,7402 1,8528 2,0321 2,2647 2,5248 2,7658 2,9146 2,8916 2,6535 2,2246 1,6903 1,1652 0,7554 0,5262 0,4929 0,6315 0,8839 1,1673 1,4096 1,5909 1,7483 1,9335 2,1636 2,4122 2,6367 2,7936 2,8397 2,7475 2,5223 2,2031 1,8467 1,5075 1,2245 1,0130 0,8587 0,7300 0,6025 0,4641 0,3051 0,1316 -0,0165 -0,0917 -0,0781 0,0075 0,1311 0,2435 0,2924 0,2495 0,1240 -0,0473 -0,2155 -0,3376 -0,3948 -0,3942 -0,3564 -0,3031 -0,2537 -0,2235 -0,2269 -0,2714 -0,3343 -0,3588 -0,2887 -0,1001 0,1979 0,5711 0,9652 1,3218 1,5960 1,7739 1,8840 1,9828 2,1148 2,2836 2,4575 2,5983 2,6793 2,6835 2,6005 2,4374 2,2273 2,0217 1,8762 1,8415 1,9518 2,2038 2,5447 2,8868 3,1430 3,2641 3,2584 3,1803 3,0951 3,0384 2,9968 2,9218 2,7625 2,4986 2,1507 1,7628 1,3790 1,0264 0,7052 0,3964 0,0852 -0,2245 -0,5132 -0,7620 -0,9697 -1,1570 -1,3541 -1,5776 -1,8111 -2,0089 -2,1263 -2,1461 -2,0696 -1,8967 -1,6316 -1,2926 -0,8946 -0,4169 0,1925 0,9611 1,8459 2,7521 3,5846 4,2791 4,8075 5,1767 5,4255 5,5993 5,7121 5,7386 5,6437 5,4057 5,0161 4,4827 3,8442 3,1647 2,4974 1,8670 1,2931 0,8083 0,4382 0,1675 -0,0702 -0,3653 -0,7771 -1,2973 -1,8603 -2,3873 -2,8315 -3,1968 -3,5197 -3,8457 -4,2143 -4,6405 -5,1033 -5,5519 -5,9125 -6,0982 -6,0476 -5,7638 -5,3040 -4,7416 -4,1494 -3,5924 -3,1055 -2,6696 -2,2121 -1,6429 -0,9174 -0,0765 0,7825 1,5701 2,2371 2,7641 3,1446 3,3869 3,5284 3,6355 3,7768 3,9886 4,2660 4,5742 4,8554 5,0397 5,0661 4,9067 4,5827 4,1592 3,7170 3,3242 3,0253 2,8434 2,7786 2,7936 2,8080 2,7313 2,5168 2,1863 1,8030 1,4244 1,0810 0,7736 0,4746 0,1554 -0,1729 -0,4580 -0,6497 -0,7348 -0,7277 -0,6461 -0,5147 -0,3893 -0,3503 -0,4626 -0,7421 -1,1448 -1,5781 -1,9436 -2,1828 -2,2940 -2,3229 -2,3496 -2,4557 -2,6678 -2,9319 -3,1606 -3,3051 -3,3720 -3,3924 -3,4035 -3,4476 -3,5608 -3,7551 -4,0057 -4,2412 -4,3610 -4,2884 -4,0179 -3,6151 -3,1829 -2,8190 -2,5862 -2,5093 -2,5864 -2,7975 -3,1132 -3,5072 -3,9606 -4,4494 -4,9412 -5,4100 -5,8484 -6,2645 -6,6637 -7,0173 -7,2562 -7,3178 -7,2032 -6,9731 -6,6957 -6,4110 -6,1390 -5,9001 -5,7116 -5,5685 -5,4430 -5,2986
F3    0,4094 0,2775 0,2360 0,2862 0,3829 0,4407 0,3836 0,2194 0,0409 -0,0572 -0,0420 0,0659 0,2320 0,4219 0,5891 0,6717 0,6273 0,4861 0,3560 0,3608 0,5726 0,9808 1,4852 1,9107 2,0680 1,8545 1,3216 0,6258 -0,0804 -0,6911 -1,1280 -1,3325 -1,2875 -1,0377 -0,6732 -0,2833 0,0660 0,3237 0,4507 0,4353 0,2953 0,0596 -0,2470 -0,6103 -1,0269 -1,4783 -1,9005 -2,2126 -2,3863 -2,4621 -2,5013 -2,5411 -2,5753 -2,5668 -2,4855 -2,3348 -2,1446 -1,9491 -1,7775 -1,6472 -1,5342 -1,3715 -1,1327 -0,8910 -0,7466 -0,7297 -0,8173 -1,0022 -1,2779 -1,5828 -1,8080 -1,8545 -1,6762 -1,2889 -0,7635 -0,2116 0,2417 0,5054 0,5602 0,4537 0,2574 0,0221 -0,2355 -0,5064 -0,7591 -0,9483 -1,0539 -1,0987 -1,1340 -1,2161 -1,3832 -1,6361 -1,9432 -2,2660 -2,5776 -2,8592 -3,0906 -3,2447 -3,2924 -3,2111 -3,0056 -2,7527 -2,6050 -2,6842 -2,9655 -3,3199 -3,6611 -4,0006 -4,3763 -4,7851 -5,1914 -5,5544 -5,8367 -6,0219 -6,1349 -6,2225 -6,3050 -6,3457 -6,2681 -6,0100 -5,5700 -5,0110 -4,4231 -3,8762 -3,3908 -2,9474 -2,5101 -2,0412 -1,5236 -0,9744 -0,4178 0,1454 0,7237 1,2936 1,7903 2,1359 2,2648 2,1417 1,7939 1,3207 0,8455 0,4591 0,2001 0,0597 0,0141 0,0584 0,1908 0,3793 0,5734 0,7293 0,8065 0,7645 0,5794 0,2630 -0,1240 -0,4779 -0,6892 -0,6884 -0,4699 -0,0891 0,3613 0,7873 1,1193 1,3196 1,3890 1,3570 1,2462 1,0622 0,8214 0,5595 0,3131 0,1087 -0,0468 -0,1710 -0,3012 -0,4874 -0,7669 -1,1219 -1,4777 -1,7567 -1,9267 -2,0011 -2,0126 -1,9906 -1,9579 -1,9360 -1,9481 -2,0074 -2,0861 -2,1161 -2,0495 -1,9042 -1,7393 -1,5986 -1,4911 -1,4242 -1,4388 -1,5911 -1,8927 -2,2748 -2,6264 -2,8631 -2,9573 -2,9303 -2,8410 -2,7684 -2,7773 -2,8891 -3,0650 -3,2100 -3,2196 -3,0535 -2,7622 -2,4389 -2,1610 -1,9759 -1,9125 -1,9743 -2,1284 -2,3369 -2,6015 -2,9566 -3,4166 -3,9453 -4,4738 -4,9416 -5,3216 -5,6127 -5,8211 -5,9592 -6,0487 -6,1008 -6,0917 -5,9740 -5,7231 -5,3748 -5,0204 -4,7598 -4,6459 -4,6666 -4,7708 -4,9012 -5,0139 -5,0926 -5,1474 -5,1847 -5,1836 -5,1088 -4,9368 -4,6617 -4,2919 -3,8558 -3,4029 -2,9958 -2,7003 -2,5609 -2,5730 -2,6893 -2,8422 -2,9574 -2,9821 -2,9220 -2,8328 -2,7655 -2,7349 -2,7307 -2,7333 -2,7290 -2,7283 -2,7582 -2,8365 -2,9525 -3,0500 -3,0307 -2,8087 -2,3792 -1,8307 -1,2910 -0,8520 -0,5410 -0,3539 -0,2936 -0,3590 -0,5210 -0,7243 -0,9082 -1,0345 -1,1178 -1,2228 -1,4136 -1,7012 -2,0364 -2,3348 -2,5106 -2,5162 -2,3656 -2,1215 -1,8563 -1,6253 -1,4624 -1,3800 -1,3632 -1,3681 -1,3434 -1,2733 -1,1930 -1,1502 -1,1542 -1,1615 -1,0991 -0,9087 -0,5893 -0,1980 0,1965 0,5561 0,8692 1,1301 1,3340 1,4688 1,5116 1,4546 1,3173 1,1223 0,8825 0,6223 0,3844 0,2041 0,0946 0,0547 0,0769 0,1548 0,2918 0,4953 0,7559 1,0220 1,1926 1,1563 0,8601 0,3490 -0,2581 -0,8198 -1,2145 -1,3683 -1,2682 -0,9601 -0,5412 -0,1375 0,1508 0,3050 0,3940 0,5140 0,7155 0,9854 1,2773 1,5352 1,7041 1,7486 1,6671 1,4827 1,2253 0,9275 0,6326 0,3891 0,2182 0,0968 -0,0190 -0,1687 -0,3794 -0,6472 -0,9215 -1,1350 -1,2516 -1,2773 -1,2491 -1,2265 -1,2672 -1,3938 -1,5853 -1,7914 -1,9500 -2,0074 -1,9446 -1,7883 -1,5956 -1,4277 -1,3287 -1,3154 -1,3859 -1,5274 -1,7021 -1,8449 -1,8978 -1,8365 -1,6612 -1,3896 -1,0602 -0,7235 -0,4259 -0,1932 -0,0132 0,1596 0,3654 0,6022 0,8253 0,9839 1,0510 1,0259 0,9219 0,7627 0,5847 0,4320 0,3487 0,3761 0,5419 0,8355 1,1925 1,5128 1,7060 1,7398 1,6551 1,5329 1,4427 1,4063 1,3921 1,3399 1,2023 0,9756 0,6928 0,3922 0,1034 -0,1537 -0,3765 -0,5791 -0,7705 -0,9416 -1,0761 -1,1696 -1,2447 -1,3482 -1,5243 -1,7776 -2,0599 -2,2935 -2,4165 -2,4145 -2,3069 -2,1207 -1,8844 -1,6298 -1,3706 -1,0720 -0,6609 -0,0962 0,5730 1,2354 1,7934 2,2043 2,4750 2,6452 2,7729 2,9056 3,0427 3,1354 3,1273 2,9852 2,6949 2,2582 1,7123 1,1227 0,5356 -0,0403 -0,5881 -1,0493 -1,3573 -1,4984 -1,5361 -1,5791 -1,7159 -1,9688 -2,2979 -2,6390 -2,9487 -3,2257 -3,4942 -3,7812 -4,1097 -4,4886 -4,9049 -5,3247 -5,6848 -5,8966 -5,8915 -5,6665 -5,2722 -4,7770 -4,2567 -3,7921 -3,4395 -3,1946 -2,9802 -2,6790 -2,2098 -1,5868 -0,8943 -0,2154 0,4016 0,9296 1,3478 1,6455 1,8403 1,9862 2,1539 2,3922 2,7095 3,0766 3,4287 3,6752 3,7332 3,5681 3,2112 2,7439 2,2631 1,8484 1,5456 1,3701 1,3155 1,3413 1,3587 1,2622 0,9953 0,5872 0,1219 -0,3217 -0,6974 -0,9932 -1,2294 -1,4382 -1,6257 -1,7650 -1,8297 -1,8229 -1,7675 -1,6828 -1,5913 -1,5431 -1,6076 -1,8325 -2,2137 -2,6889 -3,1537 -3,5094 -3,7137 -3,7884 -3,7921 -3,8032 -3,8992 -4,1024 -4,3488 -4,5401 -4,6278 -4,6326 -4,6029 -4,5863 -4,6274 -4,7579 -4,9809 -5,2613 -5,5188 -5,6461 -5,5660 -5,2816 -4,8745 -4,4613 -4,1424 -3,9722 -3,9621 -4,0981 -4,3522 -4,6954 -5,1139 -5,6059 -6,1534 -6,7121 -7,2393 -7,7203 -8,1664 -8,5881 -8,9565 -9,1957 -9,2375 -9,0838 -8,7981 -8,4493 -8,0815 -7,7299 -7,4419 -7,2594 -7,1869 -7,1904 -7,2117
F7    -0,3998 -0,5769 -0,6932 -0,7477 -0,7560 -0,7627 -0,8154 -0,9124 -0,9951 -0,9979 -0,8913 -0,6840 -0,4086 -0,1191 0,1092 0,2072 0,1629 0,0497 -0,0127 0,0672 0,3177 0,7126 1,1794 1,6104 1,9006 1,9981 1,9225 1,7250 1,4404 1,0880 0,7040 0,3555 0,1159 0,0192 0,0451 0,1521 0,3066 0,4744 0,6044 0,6443 0,5655 0,3644 0,0582 -0,3182 -0,7242 -1,1155 -1,4411 -1,6754 -1,8474 -2,0057 -2,1687 -2,3186 -2,4161 -2,4219 -2,3260 -2,1570 -1,9659 -1,7999 -1,6834 -1,6133 -1,5594 -1,4812 -1,3792 -1,3152 -1,3508 -1,4840 -1,6801 -1,9335 -2,2484 -2,5800 -2,8310 -2,8981 -2,7211 -2,3026 -1,6957 -0,9919 -0,3195 0,1914 0,4731 0,5503 0,5084 0,4304 0,3514 0,2679 0,1808 0,1113 0,0781 0,0747 0,0706 0,0229 -0,1061 -0,3353 -0,6630 -1,0658 -1,5005 -1,9212 -2,2933 -2,5907 -2,7977 -2,9090 -2,9253 -2,8745 -2,8220 -2,8166 -2,8460 -2,8878 -2,9762 -3,1760 -3,5092 -3,9347 -4,3908 -4,8277 -5,1990 -5,4663 -5,6261 -5,7115 -5,7575 -5,7647 -5,6905 -5,4807 -5,1178 -4,6435 -4,1404 -3,6880 -3,3182 -2,9999 -2,6596 -2,2190 -1,6382 -0,9348 -0,1619 0,6273 1,3923 2,0919 2,6748 3,0938 3,3193 3,3395 3,1771 2,9012 2,5958 2,3205 2,0996 1,9292 1,8098 1,7742 1,8569 2,0461 2,2859 2,5003 2,6019 2,5112 2,2019 1,7277 1,2035 0,7572 0,4889 0,4493 0,6290 0,9593 1,3382 1,6693 1,8846 1,9477 1,8618 1,6651 1,3987 1,0935 0,7815 0,4893 0,2263 -0,0031 -0,1902 -0,3318 -0,4457 -0,5707 -0,7365 -0,9308 -1,1088 -1,2307 -1,2827 -1,2749 -1,2296 -1,1674 -1,1031 -1,0492 -1,0201 -1,0221 -1,0286 -0,9844 -0,8530 -0,6482 -0,4131 -0,1817 0,0340 0,2225 0,3442 0,3410 0,1853 -0,0874 -0,4011 -0,6849 -0,8963 -1,0289 -1,1180 -1,2255 -1,3987 -1,6373 -1,8852 -2,0459 -2,0381 -1,8632 -1,6082 -1,3764 -1,2293 -1,1864 -1,2460 -1,3871 -1,5753 -1,7937 -2,0627 -2,4118 -2,8367 -3,2884 -3,7020 -4,0384 -4,3007 -4,5058 -4,6519 -4,7275 -4,7349 -4,6865 -4,5821 -4,4048 -4,1491 -3,8509 -3,5833 -3,4183 -3,3828 -3,4449 -3,5396 -3,6000 -3,5797 -3,4698 -3,3017 -3,1197 -2,9439 -2,7605 -2,5399 -2,2547 -1,8909 -1,4589 -0,9907 -0,5280 -0,1215 0,1748 0,3284 0,3484 0,2912 0,2493 0,3056 0,4818 0,7354 1,0071 1,2556 1,4582 1,6016 1,6673 1,6232 1,4489 1,1654 0,8307 0,5267 0,3422 0,3333 0,4854 0,7161 0,9254 1,0552 1,1055 1,0920 1,0140 0,8746 0,7037 0,5405 0,4006 0,2689 0,1088 -0,1251 -0,4672 -0,9147 -1,4189 -1,9046 -2,2992 -2,5582 -2,6765 -2,6785 -2,5931 -2,4463 -2,2710 -2,1051 -1,9705 -1,8556 -1,7251 -1,5533 -1,3453 -1,1173 -0,8723 -0,5969 -0,2696 0,1169 0,5315 0,9182 1,2420 1,5045 1,7158 1,8747 1,9744 1,9968 1,9198 1,7504 1,5317 1,3057 1,0921 0,9024 0,7476 0,6299 0,5463 0,4978 0,4860 0,5107 0,5791 0,7066 0,8971 1,1137 1,2651 1,2419 0,9853 0,5292 -0,0232 -0,5519 -0,9596 -1,1906 -1,2337 -1,1179 -0,9119 -0,7153 -0,6122 -0,6141 -0,6527 -0,6372 -0,5236 -0,3287 -0,0993 0,1110 0,2528 0,2988 0,2574 0,1671 0,0718 0,0029 -0,0146 0,0439 0,1810 0,3563 0,5023 0,5573 0,4907 0,3235 0,1239 -0,0392 -0,1409 -0,1970 -0,2405 -0,3061 -0,4122 -0,5461 -0,6739 -0,7612 -0,7865 -0,7459 -0,6555 -0,5446 -0,4436 -0,3764 -0,3565 -0,3873 -0,4713 -0,6068 -0,7672 -0,8985 -0,9529 -0,9141 -0,7923 -0,6193 -0,4460 -0,3216 -0,2745 -0,3073 -0,3929 -0,4817 -0,5311 -0,5313 -0,5049 -0,4863 -0,5011 -0,5591 -0,6542 -0,7626 -0,8493 -0,8827 -0,8373 -0,6908 -0,4357 -0,1013 0,2451 0,5226 0,6769 0,7143 0,6979 0,7049 0,7842 0,9346 1,1033 1,2122 1,2121 1,1158 0,9712 0,8175 0,6850 0,6060 0,5939 0,6270 0,6674 0,6849 0,6602 0,5798 0,4295 0,1910 -0,1464 -0,5630 -1,0004 -1,3771 -1,6281 -1,7390 -1,7390 -1,6730 -1,5873 -1,5161 -1,4566 -1,3563 -1,1460 -0,8042 -0,3937 -0,0224 0,2267 0,3339 0,3357 0,2909 0,2478 0,2234 0,1969 0,1239 -0,0291 -0,2667 -0,5785 -0,9513 -1,3537 -1,7378 -2,0775 -2,3754 -2,6172 -2,7494 -2,7213 -2,5393 -2,2737 -2,0187 -1,8379 -1,7382 -1,6838 -1,6285 -1,5557 -1,4960 -1,4967 -1,5829 -1,7550 -2,0048 -2,3244 -2,6990 -3,0844 -3,4034 -3,5841 -3,5943 -3,4395 -3,1520 -2,7926 -2,4454 -2,1854 -2,0362 -1,9512 -1,8392 -1,6277 -1,3102 -0,9282 -0,5241 -0,1272 0,2271 0,4962 0,6557 0,7236 0,7622 0,8502 1,0340 1,3036 1,6081 1,8798 2,0542 2,0893 1,9710 1,7092 1,3365 0,9072 0,4835 0,1176 -0,1533 -0,3023 -0,3305 -0,2906 -0,2701 -0,3327 -0,4758 -0,6455 -0,7898 -0,8931 -0,9766 -1,0802 -1,2340 -1,4268 -1,6043 -1,7119 -1,7375 -1,7071 -1,6522 -1,6016 -1,5960 -1,6771 -1,8630 -2,1425 -2,4801 -2,8204 -3,1163 -3,3628 -3,5874 -3,8146 -4,0606 -4,3429 -4,6543 -4,9383 -5,1277 -5,2020 -5,1849 -5,1033 -4,9776 -4,8410 -4,7375 -4,6979 -4,7219 -4,7698 -4,7665 -4,6359 -4,3489 -3,9447 -3,5074 -3,1244 -2,8555 -2,7260 -2,7321 -2,8505 -3,0556 -3,3321 -3,6687 -4,0403 -4,4057 -4,7312 -5,0110 -5,2619 -5,4961 -5,6894 -5,7871 -5,7558 -5,6185 -5,4234 -5,1978 -4,9448 -4,6791 -4,4489 -4,3014 -4,2364 -4,2097 -4,1630
