Fp1   -0,6689 -0,4851 -0,3318 -0,2036 -0,0892 0,0149 0,1019 0,1634 0,1962 0,2080 0,2184 0,2453 0,2954 0,3765 0,5102 0,7192 0,9997 1,3155 1,6160 1,8524 1,9859 2,0017 1,9199 1,7855 1,6421 1,5069 1,3655 1,1919 0,9765 0,7413 0,5244 0,3452 0,1886 0,0187 -0,1939 -0,4482 -0,7120 -0,9481 -1,1360 -1,2732 -1,3711 -1,4487 -1,5208 -1,5904 -1,6632 -1,7652 -1,9284 -2,1575 -2,4197 -2,6720 -2,8859 -3,0449 -3,1283 -3,1115 -2,9802 -2,7348 -2,3826 -1,9385 -1,4359 -0,9340 -0,5025 -0,1887 0,0056 0,1137 0,1716 0,2047 0,2390 0,3016 0,3990 0,5024 0,5638 0,5495 0,4602 0,3257 0,1894 0,0900 0,0461 0,0592 0,1336 0,2904 0,5534 0,9118 1,3028 1,6396 1,8515 1,9011 1,7853 1,5395 1,2302 0,9305 0,6907 0,5232 0,4099 0,3268 0,2621 0,2073 0,1436 0,0511 -0,0718 -0,2006 -0,2991 -0,3508 -0,3838 -0,4540 -0,6017 -0,8291 -1,1087 -1,3988 -1,6544 -1,8417 -1,9554 -2,0313 -2,1336 -2,3121 -2,5589 -2,8061 -2,9704 -3,0062 -2,9220 -2,7544 -2,5321 -2,2607 -1,9309 -1,5349 -1,0697 -0,5385 0,0370 0,6133 1,1535 1,6528 2,1273 2,5849 3,0236 3,4570 3,9304 4,4991 5,1841 5,9519 6,7296 7,4364 8,0158 8,4519 8,7571 8,9461 9,0271 9,0112 8,9191 8,7798 8,6186 8,4401 8,2199 7,9254 7,5505 7,1243 6,6827 6,2430 5,8093 5,3851 4,9696 4,5556 4,1363 3,7129 3,2962 2,9010 2,5375 2,2048 1,8919 1,5890 1,3033 1,0563 0,8669 0,7398 0,6649 0,6204 0,5772 0,5071 0,3958 0,2484 0,0871 -0,0508 -0,1197 -0,0932 0,0048 0,1159 0,2102 0,3212 0,5046 0,7730 1,0776 1,3406 1,5049 1,5666 1,5661 1,5493 1,5394 1,5374 1,5385 1,5420 1,5528 1,5776 1,6186 1,6659 1,6996 1,7023 1,6627 1,5652 1,3912 1,1407 0,8465 0,5614 0,3268 0,1489 0,0040 -0,1379 -0,3000 -0,4950 -0,7173 -0,9369 -1,1092 -1,1943 -1,1738 -1,0544 -0,8646 -0,6547 -0,4914 -0,4300 -0,4757 -0,5754 -0,6510 -0,6390 -0,5146 -0,3054 -0,0796 0,0902 0,1580 0,1140 -0,0135 -0,1667 -0,2866 -0,3437 -0,3415 -0,2950 -0,2068 -0,0628 0,1492 0,4136 0,6832 0,9052 1,0495 1,1088 1,0800 0,9574 0,7440 0,4717 0,2061 0,0203 -0,0423 0,0068 0,1118 0,2107 0,2737 0,3097 0,3416 0,3831 0,4426 0,5356 0,6822 0,8984 1,1895 1,5412 1,9164 2,2655 2,5454 2,7376 2,8560 2,9412 3,0410 3,1847 3,3711 3,5801 3,7911 3,9872 4,1499 4,2568 4,2861 4,2189 4,0365 3,7189 3,2547 2,6630 2,0022 1,3479 0,7581 0,2558 -0,1637 -0,5166 -0,8255 -1,1278 -1,4697 -1,8727 -2,3055 -2,6999 -2,9959 -3,1659 -3,2075 -3,1375 -2,9960 -2,8387 -2,7113 -2,6295 -2,5818 -2,5469 -2,5008 -2,4164 -2,2657 -2,0210 -1,6589 -1,1751 -0,5985 0,0119 0,5835 1,0504 1,3715 1,5416 1,5939 1,5859 1,5738 1,5934 1,6576 1,7668 1,9194 2,1072 2,3081 2,4970 2,6631 2,8087 2,9371 3,0487 3,1466 3,2467 3,3772 3,5534 3,7581 3,9587 4,1302 4,2543 4,3079 4,2654 4,1127 3,8590 3,5366 3,1907 2,8659 2,6003 2,4259 2,3610 2,3917 2,4704 2,5417 2,5683 2,5403 2,4802 2,4373 2,4628 2,5800 2,7776 3,0257 3,2963 3,5730 3,8457 4,0985 4,3056 4,4379 4,4691 4,3856 4,2037 3,9782 3,7820 3,6652 3,6356 3,6737 3,7529 3,8396 3,8919 3,8763 3,7849 3,6341 3,4506 3,2612 3,0925 2,9736 2,9314 2,9808 3,1229 3,3421 3,6027 3,8576 4,0621 4,1805 4,1939 4,1114 3,9631 3,7811 3,5907 3,4119 3,2590 3,1418 3,0702 3,0628 3,1464 3,3318 3,5880 3,8557 4,0862 4,2575 4,3615 4,3928 4,3530 4,2640 4,1644 4,0842 4,0227 3,9562 3,8652 3,7496 3,6196 3,4828 3,3363 3,1696 2,9757 2,7547 2,5061 2,2300 1,9399 1,6692 1,4566 1,3171 1,2315 1,1612 1,0661 0,9156 0,7019 0,4428 0,1664 -0,1009 -0,3330 -0,5040 -0,5957 -0,6013 -0,5301 -0,4122 -0,2851 -0,1610 -0,0084 0,2235 0,5587 0,9689 1,3932 1,7809 2,1191 2,4267 2,7244 3,0078 3,2472 3,4065 3,4626 3,4192 3,3106 3,1912 3,1140 3,1103 3,1827 3,3155 3,4924 3,7024 3,9319 4,1591 4,3606 4,5174 4,6111 4,6228 4,5429 4,3786 4,1445 3,8461 3,4773 3,0321 2,5155 1,9488 1,3664 0,8040 0,2832 -0,1910 -0,6168 -0,9818 -1,2709 -1,4825 -1,6297 -1,7212 -1,7470 -1,6910 -1,5561 -1,3634 -1,1280 -0,8481 -0,5168 -0,1310 0,3123 0,8128 1,3504 1,8700 2,2924 2,5543 2,6446 2,6056 2,4972 2,3623 2,2205 2,0811 1,9527 1,8446 1,7631 1,7061 1,6623 1,6193 1,5697 1,5027 1,3989 1,2479 1,0749 0,9347 0,8769 0,9213 1,0573 1,2430 1,4079 1,4744 1,3866 1,1318 0,7458 0,2992 -0,1287 -0,4783 -0,7264 -0,8899 -1,0214 -1,1945 -1,4658 -1,8431 -2,2911 -2,7595 -3,1977 -3,5662 -3,8492 -4,0513 -4,1853 -4,2706 -4,3391 -4,4317 -4,5799 -4,7865 -5,0311 -5,2956 -5,5790 -5,8903 -6,2357 -6,6129 -7,0174 -7,4510 -7,9213 -8,4273 -8,9474 -9,4503 -9,9095 -10,3023 -10,5992 -10,7693 -10,8010 -10,7188 -10,5772 -10,4364 -10,3390 -10,2994 -10,3084 -10,3443 -10,3808 -10,3866 -10,3189 -10,1235 -9,7550 -9,2133 -8,5638 -7,9054 -7,3170 -6,8345 -6,4575 -6,1624 -5,9247 -5,7357 -5,5928
Fz    -2,6794 -2,5640 -2,4898 -2,4346 -2,3741 -2,2950 -2,1961 -2,0843 -1,9699 -1,8566 -1,7343 -1,5907 -1,4201 -1,2097 -0,9281 -0,5422 -0,0483 0,5160 1,0889 1,6083 2,0269 2,3239 2,5120 2,6311 2,7278 2,8322 2,9469 3,0546 3,1400 3,2007 3,2354 3,2288 3,1581 3,0087 2,7789 2,4785 2,1253 1,7317 1,2929 0,7938 0,2221 -0,4190 -1,1020 -1,7781 -2,3994 -2,9411 -3,4022 -3,7875 -4,0958 -4,3211 -4,4613 -4,5185 -4,4888 -4,3613 -4,1309 -3,8082 -3,4163 -2,9852 -2,5510 -2,1549 -1,8323 -1,5983 -1,4445 -1,3494 -1,2925 -1,2599 -1,2415 -1,2294 -1,2197 -1,2141 -1,2159 -1,2201 -1,2086 -1,1617 -1,0715 -0,9427 -0,7824 -0,5914 -0,3618 -0,0763 0,2844 0,7192 1,1824 1,5938 1,8824 2,0202 2,0197 1,9166 1,7553 1,5755 1,4010 1,2357 1,0673 0,8799 0,6630 0,4101 0,1179 -0,2048 -0,5332 -0,8361 -1,0913 -1,3014 -1,5005 -1,7363 -2,0435 -2,4304 -2,8825 -3,3694 -3,8528 -4,2991 -4,6937 -5,0453 -5,3723 -5,6803 -5,9497 -6,1435 -6,2326 -6,2206 -6,1454 -6,0521 -5,9569 -5,8336 -5,6312 -5,3053 -4,8314 -4,2052 -3,4452 -2,5946 -1,7027 -0,7989 0,1136 1,0446 2,0042 3,0013 4,0499 5,1629 6,3332 7,5194 8,6557 9,6777 10,5446 11,2439 11,7788 12,1559 12,3844 12,4767 12,4477 12,3189 12,1207 11,8792 11,5979 11,2584 10,8419 10,3492 9,7992 9,2169 8,6315 8,0707 7,5467 7,0561 6,5951 6,1635 5,7585 5,3707 4,9860 4,5911 4,1801 3,7603 3,3549 2,9956 2,7033 2,4769 2,2987 2,1427 1,9789 1,7828 1,5466 1,2845 1,0290 0,8214 0,6948 0,6557 0,6770 0,7215 0,7818 0,8892 1,0764 1,3392 1,6356 1,9082 2,1091 2,2252 2,2800 2,3073 2,3277 2,3494 2,3750 2,4052 2,4393 2,4795 2,5343 2,6115 2,7006 2,7680 2,7701 2,6711 2,4597 2,1602 1,8240 1,5079 1,2517 1,0597 0,9024 0,7358 0,5220 0,2427 -0,0913 -0,4407 -0,7508 -0,9731 -1,0875 -1,1072 -1,0655 -1,0034 -0,9665 -0,9954 -1,1046 -1,2664 -1,4239 -1,5227 -1,5421 -1,5087 -1,4753 -1,4838 -1,5454 -1,6445 -1,7460 -1,8077 -1,8016 -1,7340 -1,6381 -1,5427 -1,4482 -1,3339 -1,1853 -1,0177 -0,8706 -0,7791 -0,7538 -0,7887 -0,8817 -1,0402 -1,2636 -1,5209 -1,7516 -1,8934 -1,9160 -1,8364 -1,7041 -1,5650 -1,4345 -1,3000 -1,1449 -0,9655 -0,7635 -0,5314 -0,2545 0,0759 0,4508 0,8389 1,1967 1,4849 1,6814 1,7861 1,8160 1,7954 1,7475 1,6904 1,6381 1,6028 1,5903 1,5916 1,5800 1,5196 1,3777 1,1307 0,7639 0,2712 -0,3387 -1,0359 -1,7748 -2,5116 -3,2115 -3,8458 -4,3908 -4,8327 -5,1738 -5,4407 -5,6819 -5,9389 -6,2159 -6,4805 -6,6922 -6,8211 -6,8478 -6,7648 -6,5820 -6,3244 -6,0185 -5,6852 -5,3415 -5,0025 -4,6740 -4,3513 -4,0218 -3,6641 -3,2483 -2,7521 -2,1827 -1,5777 -0,9875 -0,4583 -0,0229 0,3043 0,5307 0,6811 0,7870 0,8728 0,9506 1,0295 1,1278 1,2673 1,4578 1,6944 1,9651 2,2546 2,5431 2,8096 3,0373 3,2202 3,3670 3,4939 3,6124 3,7260 3,8252 3,8878 3,8910 3,8208 3,6744 3,4676 3,2388 3,0344 2,8852 2,7970 2,7586 2,7514 2,7476 2,7110 2,6174 2,4731 2,3131 2,1835 2,1240 2,1551 2,2693 2,4397 2,6436 2,8776 3,1491 3,4534 3,7634 4,0393 4,2442 4,3522 4,3515 4,2525 4,0933 3,9302 3,8132 3,7644 3,7726 3,8023 3,8092 3,7572 3,6320 3,4432 3,2202 3,0024 2,8272 2,7187 2,6846 2,7212 2,8232 2,9858 3,1956 3,4246 3,6397 3,8141 3,9296 3,9807 3,9771 3,9337 3,8565 3,7424 3,5850 3,3834 3,1520 2,9244 2,7478 2,6693 2,7168 2,8855 3,1420 3,4397 3,7315 3,9795 4,1629 4,2839 4,3683 4,4520 4,5553 4,6658 4,7497 4,7805 4,7541 4,6761 4,5454 4,3514 4,0818 3,7348 3,3248 2,8785 2,4272 2,0002 1,6192 1,2930 1,0120 0,7532 0,4952 0,2263 -0,0571 -0,3461 -0,6188 -0,8516 -1,0305 -1,1530 -1,2189 -1,2248 -1,1677 -1,0574 -0,9189 -0,7730 -0,6125 -0,4036 -0,1119 0,2748 0,7403 1,2510 1,7741 2,2922 2,8041 3,3113 3,8015 4,2442 4,6026 4,8527 4,9954 5,0566 5,0738 5,0819 5,1046 5,1507 5,2173 5,2980 5,3872 5,4784 5,5596 5,6124 5,6189 5,5682 5,4529 5,2629 4,9862 4,6126 4,1336 3,5390 2,8204 1,9868 1,0757 0,1458 -0,7426 -1,5430 -2,2270 -2,7824 -3,2082 -3,5154 -3,7290 -3,8800 -3,9830 -4,0204 -3,9585 -3,7778 -3,4815 -3,0844 -2,6027 -2,0506 -1,4433 -0,8035 -0,1610 0,4541 1,0098 1,4663 1,7870 1,9637 2,0270 2,0307 2,0275 2,0527 2,1211 2,2301 2,3656 2,5075 2,6353 2,7365 2,8148 2,8856 2,9565 3,0155 3,0441 3,0432 3,0401 3,0684 3,1467 3,2747 3,4372 3,6027 3,7249 3,7538 3,6534 3,4196 3,0874 2,7160 2,3590 2,0458 1,7777 1,5298 1,2608 0,9365 0,5450 0,0882 -0,4341 -1,0218 -1,6615 -2,3191 -2,9425 -3,4759 -3,8824 -4,1665 -4,3763 -4,5804 -4,8304 -5,1426 -5,5119 -5,9310 -6,3976 -6,9141 -7,4885 -8,1323 -8,8551 -9,6594 -10,5273 -11,4109 -12,2527 -13,0120 -13,6664 -14,1953 -14,5777 -14,8103 -14,9210 -14,9567 -14,9565 -14,9348 -14,8791 -14,7645 -14,5762 -14,3185 -13,9994 -13,6075 -13,1089 -12,4703 -11,6946 -10,8336 -9,9645 -9,1517 -8,4318 -7,8169 -7,2964 -6,8432 -6,4262 -6,0196
F3    -1,1987 -1,0118 -0,9000 -0,8411 -0,8066 -0,7797 -0,7580 -0,7421 -0,7283 -0,7051 -0,6548 -0,5661 -0,4387 -0,2694 -0,0379 0,2829 0,6981 1,1758 1,6591 2,0827 2,3854 2,5316 2,5333 2,4434 2,3245 2,2166 2,1242 2,0291 1,9180 1,7970 1,6808 1,5692 1,4443 1,2850 1,0774 0,8216 0,5324 0,2280 -0,0837 -0,4098 -0,7665 -1,1643 -1,5924 -2,0208 -2,4252 -2,8083 -3,1921 -3,5898 -3,9889 -4,3603 -4,6707 -4,8829 -4,9535 -4,8461 -4,5517 -4,0927 -3,5132 -2,8670 -2,2132 -1,6138 -1,1222 -0,7659 -0,5395 -0,4149 -0,3588 -0,3414 -0,3348 -0,3150 -0,2707 -0,2074 -0,1429 -0,0962 -0,0801 -0,0965 -0,1342 -0,1750 -0,2048 -0,2112 -0,1719 -0,0515 0,1807 0,5204 0,9118 1,2662 1,5025 1,5735 1,4710 1,2253 0,8949 0,5451 0,2256 -0,0409 -0,2563 -0,4321 -0,5809 -0,7209 -0,8730 -1,0435 -1,2162 -1,3666 -1,4808 -1,5699 -1,6745 -1,8481 -2,1247 -2,5017 -2,9486 -3,4180 -3,8538 -4,2084 -4,4662 -4,6569 -4,8382 -5,0502 -5,2778 -5,4577 -5,5270 -5,4649 -5,2950 -5,0539 -4,7612 -4,4131 -3,9984 -3,5097 -2,9407 -2,2887 -1,5753 -0,8534 -0,1710 0,4696 1,1068 1,7804 2,5107 3,3073 4,1812 5,1383 6,1587 7,1873 8,1461 8,9605 9,5856 10,0159 10,2721 10,3840 10,3860 10,3137 10,1947 10,0434 9,8635 9,6471 9,3742 9,0232 8,5907 8,0987 7,5797 7,0600 6,5598 6,0963 5,6770 5,2974 4,9497 4,6250 4,3130 4,0037 3,6914 3,3750 3,0599 2,7639 2,5177 2,3510 2,2713 2,2574 2,2714 2,2726 2,2242 2,0985 1,8893 1,6163 1,3172 1,0403 0,8380 0,7427 0,7365 0,7625 0,7861 0,8341 0,9628 1,1946 1,4942 1,7922 2,0281 2,1853 2,2899 2,3780 2,4668 2,5529 2,6263 2,6811 2,7175 2,7404 2,7613 2,7935 2,8387 2,8822 2,8925 2,8257 2,6494 2,3708 2,0381 1,7149 1,4494 1,2551 1,1124 0,9867 0,8427 0,6561 0,4291 0,1979 0,0164 -0,0723 -0,0559 0,0515 0,2196 0,4020 0,5346 0,5610 0,4716 0,3166 0,1788 0,1305 0,1953 0,3316 0,4612 0,5216 0,4915 0,3862 0,2495 0,1417 0,1121 0,1699 0,2843 0,4174 0,5573 0,7214 0,9254 1,1510 1,3467 1,4618 1,4763 1,3964 1,2261 0,9576 0,5968 0,1948 -0,1566 -0,3696 -0,4052 -0,2853 -0,0733 0,1585 0,3554 0,4933 0,5731 0,6095 0,6273 0,6598 0,7379 0,8810 1,0901 1,3462 1,6189 1,8800 2,1123 2,3112 2,4819 2,6367 2,7943 2,9750 3,1895 3,4332 3,6878 3,9258 4,1152 4,2259 4,2347 4,1244 3,8758 3,4676 2,8933 2,1848 1,4187 0,6892 0,0654 -0,4318 -0,8193 -1,1277 -1,3896 -1,6489 -1,9610 -2,3614 -2,8307 -3,3022 -3,7029 -3,9827 -4,1176 -4,1085 -3,9856 -3,8004 -3,6038 -3,4280 -3,2857 -3,1727 -3,0667 -2,9326 -2,7374 -2,4569 -2,0754 -1,5920 -1,0326 -0,4497 0,0922 0,5369 0,8521 1,0348 1,1073 1,1072 1,0771 1,0585 1,0876 1,1930 1,3924 1,6832 2,0343 2,4007 2,7463 3,0541 3,3183 3,5369 3,7137 3,8655 4,0209 4,1965 4,3760 4,5214 4,5990 4,5922 4,4963 4,3073 4,0250 3,6677 3,2789 2,9154 2,6290 2,4530 2,3992 2,4564 2,5844 2,7205 2,8113 2,8415 2,8282 2,8038 2,8057 2,8669 2,9992 3,1876 3,4053 3,6332 3,8669 4,1106 4,3618 4,5981 4,7780 4,8598 4,8276 4,7038 4,5413 4,4018 4,3312 4,3460 4,4338 4,5623 4,6869 4,7630 4,7620 4,6789 4,5307 4,3491 4,1663 4,0079 3,8968 3,8535 3,8880 3,9952 4,1552 4,3328 4,4878 4,5895 4,6226 4,5906 4,5176 4,4335 4,3538 4,2767 4,1923 4,0900 3,9642 3,8219 3,6900 3,6131 3,6308 3,7476 3,9296 4,1310 4,3157 4,4605 4,5545 4,6034 4,6295 4,6614 4,7134 4,7716 4,8050 4,7923 4,7373 4,6569 4,5610 4,4431 4,2888 4,0935 3,8664 3,6185 3,3588 3,0990 2,8539 2,6317 2,4277 2,2308 2,0331 1,8307 1,6215 1,4110 1,2140 1,0448 0,9076 0,7970 0,7050 0,6311 0,5882 0,5914 0,6387 0,7101 0,7936 0,9049 1,0747 1,3193 1,6250 1,9603 2,2998 2,6379 2,9845 3,3435 3,6903 3,9766 4,1566 4,2088 4,1458 4,0091 3,8552 3,7384 3,6954 3,7354 3,8391 3,9728 4,1051 4,2133 4,2854 4,3186 4,3160 4,2806 4,2143 4,1199 3,9995 3,8424 3,6142 3,2669 2,7645 2,1057 1,3309 0,5131 -0,2672 -0,9534 -1,5284 -2,0030 -2,3912 -2,6989 -2,9295 -3,0875 -3,1713 -3,1646 -3,0475 -2,8190 -2,4959 -2,0928 -1,6163 -1,0778 -0,4969 0,1090 0,7264 1,3336 1,8879 2,3307 2,6122 2,7221 2,6970 2,5960 2,4674 2,3354 2,2073 2,0867 1,9802 1,8947 1,8327 1,7917 1,7684 1,7603 1,7571 1,7356 1,6831 1,6291 1,6347 1,7428 1,9480 2,2116 2,4836 2,7108 2,8404 2,8289 2,6571 2,3438 1,9475 1,5477 1,2120 0,9715 0,8155 0,7009 0,5694 0,3776 0,1181 -0,1899 -0,5214 -0,8567 -1,1856 -1,5080 -1,8214 -2,1150 -2,3856 -2,6543 -2,9611 -3,3398 -3,7937 -4,2947 -4,8071 -5,3093 -5,8019 -6,3058 -6,8531 -7,4733 -8,1833 -8,9809 -9,8360 -10,6901 -11,4813 -12,1720 -12,7439 -13,1770 -13,4485 -13,5580 -13,5474 -13,4887 -13,4489 -13,4618 -13,5236 -13,6061 -13,6723 -13,6860 -13,6137 -13,4194 -13,0629 -12,5129 -11,7756 -10,9083 -9,9976 -9,1222 -8,3378 -7,6704 -7,1100 -6,6251 -6,1901 -5,7930
F7    -0,7897 -0,5274 -0,2829 -0,0487 0,1938 0,4527 0,7131 0,9437 1,1123 1,2026 1,2236 1,2004 1,1598 1,1293 1,1400 1,2144 1,3492 1,5138 1,6649 1,7617 1,7763 1,7041 1,5677 1,4058 1,2534 1,1259 1,0126 0,8848 0,7198 0,5248 0,3321 0,1654 0,0112 -0,1740 -0,4286 -0,7507 -1,0962 -1,4121 -1,6668 -1,8555 -1,9888 -2,0805 -2,1359 -2,1499 -2,1255 -2,0906 -2,0856 -2,1367 -2,2445 -2,3887 -2,5352 -2,6420 -2,6725 -2,6106 -2,4672 -2,2672 -2,0294 -1,7608 -1,4667 -1,1613 -0,8659 -0,5962 -0,3527 -0,1302 0,0640 0,2102 0,2940 0,3194 0,3013 0,2512 0,1725 0,0708 -0,0377 -0,1284 -0,1799 -0,1907 -0,1835 -0,1860 -0,2005 -0,1915 -0,1097 0,0650 0,3030 0,5435 0,7203 0,7770 0,6817 0,4481 0,1362 -0,1794 -0,4466 -0,6508 -0,8063 -0,9323 -1,0361 -1,1222 -1,2048 -1,2999 -1,4043 -1,4881 -1,5092 -1,4499 -1,3530 -1,3087 -1,3977 -1,6443 -2,0097 -2,4159 -2,7828 -3,0585 -3,2297 -3,3185 -3,3725 -3,4388 -3,5292 -3,6095 -3,6302 -3,5711 -3,4519 -3,3033 -3,1355 -2,9315 -2,6625 -2,3029 -1,8338 -1,2494 -0,5721 0,1474 0,8597 1,5417 2,1852 2,7740 3,2906 3,7462 4,1932 4,6984 5,2933 5,9490 6,5934 7,1454 7,5497 7,7935 7,8905 7,8576 7,7130 7,4862 7,2154 6,9374 6,6795 6,4491 6,2274 5,9810 5,6937 5,3803 5,0685 4,7783 4,5202 4,2953 4,0880 3,8715 3,6274 3,3572 3,0778 2,8075 2,5563 2,3240 2,1027 1,8860 1,6817 1,5087 1,3814 1,3025 1,2658 1,2524 1,2295 1,1633 1,0412 0,8788 0,7125 0,5891 0,5544 0,6261 0,7718 0,9294 1,0663 1,2066 1,3928 1,6314 1,8795 2,0755 2,1801 2,1979 2,1625 2,1015 2,0194 1,9093 1,7715 1,6190 1,4729 1,3560 1,2819 1,2465 1,2314 1,2169 1,1867 1,1164 0,9774 0,7627 0,5002 0,2356 0,0020 -0,1971 -0,3823 -0,5785 -0,8011 -1,0516 -1,3151 -1,5604 -1,7473 -1,8427 -1,8358 -1,7444 -1,6061 -1,4702 -1,3906 -1,4080 -1,5206 -1,6753 -1,7943 -1,8119 -1,7003 -1,4839 -1,2265 -0,9950 -0,8324 -0,7501 -0,7271 -0,7209 -0,6945 -0,6394 -0,5700 -0,4978 -0,4133 -0,2898 -0,1071 0,1232 0,3600 0,5579 0,6907 0,7496 0,7288 0,6218 0,4344 0,1996 -0,0234 -0,1753 -0,2290 -0,2010 -0,1348 -0,0698 -0,0225 0,0095 0,0351 0,0661 0,1243 0,2354 0,4109 0,6425 0,9139 1,2069 1,4979 1,7579 1,9603 2,0928 2,1686 2,2282 2,3225 2,4806 2,6957 2,9393 3,1863 3,4218 3,6306 3,7902 3,8750 3,8596 3,7159 3,4191 2,9639 2,3839 1,7542 1,1638 0,6710 0,2831 -0,0270 -0,2929 -0,5433 -0,8101 -1,1294 -1,5145 -1,9269 -2,2901 -2,5430 -2,6705 -2,6864 -2,6121 -2,4750 -2,3081 -2,1414 -1,9954 -1,8822 -1,8052 -1,7544 -1,7081 -1,6393 -1,5172 -1,3100 -0,9971 -0,5834 -0,1013 0,3983 0,8560 1,2178 1,4576 1,5936 1,6763 1,7547 1,8556 1,9823 2,1273 2,2853 2,4504 2,6066 2,7352 2,8343 2,9124 2,9674 2,9857 2,9611 2,9110 2,8747 2,8861 2,9517 3,0602 3,1986 3,3486 3,4793 3,5519 3,5345 3,4124 3,1905 2,8939 2,5638 2,2475 1,9891 1,8205 1,7452 1,7362 1,7540 1,7641 1,7462 1,7057 1,6774 1,7068 1,8162 1,9903 2,1924 2,3934 2,5859 2,7746 2,9601 3,1330 3,2729 3,3480 3,3244 3,1946 2,9987 2,8113 2,6971 2,6797 2,7497 2,8877 3,0680 3,2542 3,4104 3,5187 3,5811 3,6062 3,5976 3,5525 3,4712 3,3663 3,2631 3,1927 3,1803 3,2307 3,3275 3,4398 3,5276 3,5570 3,5196 3,4313 3,3101 3,1650 3,0058 2,8519 2,7238 2,6322 2,5862 2,6066 2,7076 2,8625 3,0085 3,0908 3,0928 3,0281 2,9157 2,7700 2,6126 2,4784 2,3949 2,3601 2,3515 2,3528 2,3636 2,3853 2,4056 2,4014 2,3543 2,2644 2,1439 1,9989 1,8246 1,6172 1,3896 1,1709 0,9891 0,8580 0,7748 0,7193 0,6594 0,5680 0,4356 0,2685 0,0830 -0,1000 -0,2602 -0,3771 -0,4293 -0,4056 -0,3205 -0,2076 -0,0882 0,0494 0,2337 0,4736 0,7395 0,9788 1,1502 1,2472 1,2953 1,3280 1,3667 1,4182 1,4831 1,5565 1,6289 1,6948 1,7609 1,8409 1,9388 2,0430 2,1381 2,2234 2,3130 2,4168 2,5262 2,6187 2,6706 2,6639 2,5868 2,4356 2,2162 1,9385 1,6049 1,2088 0,7411 0,2031 -0,3833 -0,9778 -1,5375 -2,0375 -2,4766 -2,8577 -3,1670 -3,3839 -3,5077 -3,5607 -3,5602 -3,4958 -3,3419 -3,0844 -2,7290 -2,2888 -1,7793 -1,2207 -0,6343 -0,0331 0,5745 1,1654 1,6883 2,0763 2,2827 2,3122 2,2178 2,0641 1,8946 1,7264 1,5604 1,3934 1,2267 1,0691 0,9312 0,8155 0,7165 0,6253 0,5279 0,4061 0,2550 0,1016 -0,0035 -0,0166 0,0812 0,2768 0,5165 0,7121 0,7784 0,6755 0,4197 0,0669 -0,3158 -0,6733 -0,9751 -1,2129 -1,3941 -1,5409 -1,6915 -1,8844 -2,1368 -2,4428 -2,7843 -3,1346 -3,4627 -3,7452 -3,9693 -4,1275 -4,2205 -4,2704 -4,3251 -4,4418 -4,6533 -4,9498 -5,2934 -5,6476 -5,9944 -6,3362 -6,6882 -7,0740 -7,5196 -8,0427 -8,6371 -9,2665 -9,8825 -10,4433 -10,9131 -11,2587 -11,4574 -11,5108 -11,4502 -11,3287 -11,2048 -11,1239 -11,1028 -11,1293 -11,1775 -11,2213 -11,2364 -11,1933 -11,0535 -10,7850 -10,3946 -9,9427 -9,5089 -9,1439 -8,8578 -8,6345 -8,4436 -8,2565 -8,0599 -7,8533
