Fp1   -1,1882 -1,2282 -1,2439 -1,2342 -1,1977 -1,1343 -1,0446 -0,9245 -0,7672 -0,5711 -0,3436 -0,1000 0,1371 0,3406 0,4837 0,5472 0,5247 0,4242 0,2664 0,0842 -0,0799 -0,1864 -0,2128 -0,1578 -0,0377 0,1255 0,3191 0,5438 0,8040 1,0920 1,3832 1,6467 1,8577 2,0023 2,0737 2,0677 1,9798 1,8067 1,5510 1,2246 0,8432 0,4204 -0,0334 -0,5102 -1,0010 -1,4890 -1,9468 -2,3461 -2,6685 -2,9023 -3,0363 -3,0645 -2,9911 -2,8262 -2,5796 -2,2633 -1,8943 -1,4892 -1,0543 -0,5853 -0,0802 0,4500 0,9792 1,4727 1,8970 2,2274 2,4521 2,5745 2,6122 2,5928 2,5463 2,4987 2,4678 2,4614 2,4786 2,5114 2,5478 2,5812 2,6178 2,6731 2,7628 2,8959 3,0726 3,2829 3,5042 3,6990 3,8249 3,8529 3,7773 3,6137 3,3923 3,1492 2,9150 2,7078 2,5384 2,4165 2,3450 2,3126 2,2950 2,2614 2,1824 2,0384 1,8255 1,5543 1,2413 0,9002 0,5388 0,1614 -0,2287 -0,6278 -1,0332 -1,4445 -1,8604 -2,2732 -2,6658 -3,0108 -3,2745 -3,4259 -3,4464 -3,3322 -3,0898 -2,7315 -2,2716 -1,7204 -1,0815 -0,3552 0,4579 1,3610 2,3649 3,4782 4,6978 6,0040 7,3631 8,7298 10,0511 11,2725 12,3495 13,2548 13,9785 14,5255 14,9126 15,1626 15,2976 15,3338 15,2786 15,1325 14,8976 14,5832 14,2023 13,7656 13,2798 12,7493 12,1830 11,6004 11,0263 10,4794 9,9691 9,4971 9,0575 8,6369 8,2185 7,7916 7,3606 6,9444 6,5656 6,2376 5,9579 5,7097 5,4741 5,2416 5,0198 4,8301 4,6960 4,6302 4,6237 4,6453 4,6558 4,6295 4,5634 4,4713 4,3744 4,2979 4,2672 4,2959 4,3768 4,4860 4,6001 4,7086 4,8153 4,9287 5,0498 5,1696 5,2748 5,3521 5,3849 5,3533 5,2406 5,0398 4,7536 4,3908 3,9668 3,5027 3,0226 2,5516 2,1107 1,7109 1,3473 0,9998 0,6453 0,2745 -0,1022 -0,4644 -0,7961 -1,0922 -1,3566 -1,6004 -1,8385 -2,0812 -2,3239 -2,5489 -2,7366 -2,8760 -2,9692 -3,0318 -3,0875 -3,1575 -3,2472 -3,3399 -3,4064 -3,4190 -3,3600 -3,2286 -3,0470 -2,8549 -2,6947 -2,5945 -2,5580 -2,5618 -2,5639 -2,5225 -2,4161 -2,2554 -2,0756 -1,9167 -1,8072 -1,7607 -1,7787 -1,8535 -1,9703 -2,1124 -2,2692 -2,4410 -2,6331 -2,8443 -3,0633 -3,2691 -3,4366 -3,5446 -3,5803 -3,5434 -3,4504 -3,3323 -3,2195 -3,1275 -3,0556 -2,9947 -2,9391 -2,8907 -2,8579 -2,8479 -2,8573 -2,8709 -2,8678 -2,8299 -2,7477 -2,6203 -2,4493 -2,2371 -1,9934 -1,7391 -1,4982 -1,2842 -1,0981 -0,9365 -0,7999 -0,6919 -0,6128 -0,5572 -0,5163 -0,4811 -0,4429 -0,3926 -0,3190 -0,2073 -0,0464 0,1587 0,3868 0,6096 0,8025 0,9506 1,0508 1,1063 1,1192 1,0896 1,0191 0,9093 0,7578 0,5615 0,3181 0,0269 -0,3078 -0,6724 -1,0471 -1,4118 -1,7495 -2,0479 -2,3010 -2,5068 -2,6617 -2,7607 -2,8005 -2,7830 -2,7138 -2,6015 -2,4583 -2,3011 -2,1484 -2,0128 -1,8943 -1,7846 -1,6788 -1,5823 -1,5114 -1,4884 -1,5355 -1,6637 -1,8611 -2,0927 -2,3188 -2,5142 -2,6698 -2,7838 -2,8565 -2,8921 -2,8986 -2,8847 -2,8542 -2,8018 -2,7152 -2,5821 -2,4000 -2,1799 -1,9416 -1,7053 -1,4862 -1,2897 -1,1107 -0,9393 -0,7672 -0,5921 -0,4184 -0,2552 -0,1146 -0,0114 0,0441 0,0531 0,0294 -0,0067 -0,0349 -0,0417 -0,0243 0,0086 0,0415 0,0608 0,0619 0,0482 0,0274 0,0081 -0,0051 -0,0177 -0,0449 -0,1040 -0,2026 -0,3305 -0,4641 -0,5778 -0,6540 -0,6887 -0,6901 -0,6711 -0,6400 -0,5969 -0,5407 -0,4819 -0,4412 -0,4334 -0,4571 -0,5028 -0,5608 -0,6187 -0,6605 -0,6735 -0,6537 -0,6035 -0,5300 -0,4420 -0,3486 -0,2594 -0,1857 -0,1358 -0,1117 -0,1132 -0,1410 -0,1926 -0,2571 -0,3205 -0,3745 -0,4194 -0,4580 -0,4908 -0,5167 -0,5396 -0,5689 -0,6134 -0,6811 -0,7804 -0,9140 -1,0699 -1,2246 -1,3538 -1,4405 -1,4802 -1,4817 -1,4630 -1,4434 -1,4354 -1,4347 -1,4175 -1,3501 -1,2051 -0,9724 -0,6614 -0,2977 0,0829 0,4372 0,7216 0,9004 0,9511 0,8693 0,6697 0,3847 0,0630 -0,2380 -0,4700 -0,6080 -0,6488 -0,6034 -0,4903 -0,3313 -0,1473 0,0479 0,2489 0,4535 0,6555 0,8435 1,0044 1,1307 1,2235 1,2924 1,3536 1,4275 1,5341 1,6826 1,8585 2,0265 2,1506 2,2110 2,2020 2,1240 1,9828 1,7884 1,5500 1,2716 0,9536 0,5918 0,1760 -0,3054 -0,8573 -1,4676 -2,1049 -2,7314 -3,3198 -3,8594 -4,3500 -4,7887 -5,1586 -5,4275 -5,5558 -5,5081 -5,2621 -4,8126 -4,1750 -3,3861 -2,4978 -1,5628 -0,6245 0,2862 1,1488 1,9575 2,7284 3,4940 4,2821 5,0991 5,9272 6,7323 7,4774 8,1363 8,7029 9,1893 9,6131 9,9848 10,3038 10,5647 10,7646 10,9026 10,9738 10,9694 10,8830 10,7138 10,4663 10,1507 9,7798 9,3660 8,9216 8,4602 7,9938 7,5324 7,0874 6,6725 6,2952 5,9505 5,6283 5,3255 5,0488 4,8054 4,5922 4,3948 4,2002 4,0058 3,8159 3,6342 3,4656 3,3182 3,1982 3,1027 3,0184 2,9265 2,8091 2,6602 2,4884 2,3082 2,1278 1,9449 1,7508 1,5331 1,2772 0,9702 0,6035 0,1741 -0,3121 -0,8395 -1,3915 -1,9565 -2,5214 -3,0669 -3,5731 -4,0273 -4,4246 -4,7647 -5,0484 -5,2777 -5,4586 -5,6002 -5,7088 -5,7855 -5,8301 -5,8436 -5,8243 -5,7630 -5,6442 -5,4544 -5,1892 -4,8533 -4,4541 -3,9990 -3,4958 -2,9519 -2,3756 -1,7769 -1,1689
Fz    -1,2610 -1,3435 -1,3536 -1,2996 -1,1927 -1,0425 -0,8550 -0,6293 -0,3591 -0,0415 0,3132 0,6813 1,0281 1,3122 1,4940 1,5464 1,4613 1,2501 0,9407 0,5750 0,2067 -0,1079 -0,3257 -0,4263 -0,4116 -0,2983 -0,1091 0,1342 0,4116 0,7028 0,9854 1,2356 1,4311 1,5537 1,5909 1,5378 1,3978 1,1823 0,9116 0,6107 0,2996 -0,0141 -0,3335 -0,6679 -1,0293 -1,4254 -1,8570 -2,3203 -2,8049 -3,2851 -3,7207 -4,0733 -4,3196 -4,4497 -4,4629 -4,3677 -4,1810 -3,9183 -3,5848 -3,1740 -2,6779 -2,0997 -1,4639 -0,8165 -0,2107 0,3090 0,7201 1,0244 1,2394 1,3875 1,4898 1,5638 1,6158 1,6405 1,6303 1,5848 1,5123 1,4283 1,3583 1,3320 1,3718 1,4843 1,6643 1,8992 2,1659 2,4269 2,6426 2,7917 2,8831 2,9496 3,0326 3,1633 3,3514 3,5846 3,8426 4,1102 4,3760 4,6233 4,8277 4,9581 4,9806 4,8705 4,6236 4,2534 3,7791 3,2175 2,5848 1,9016 1,1936 0,4879 -0,1889 -0,8136 -1,3708 -1,8537 -2,2591 -2,5825 -2,8181 -2,9646 -3,0297 -3,0246 -2,9537 -2,8122 -2,5870 -2,2599 -1,8101 -1,2211 -0,4838 0,4102 1,4789 2,7430 4,2057 5,8383 7,5763 9,3289 10,9959 12,4868 13,7394 14,7270 15,4550 15,9506 16,2535 16,4005 16,4135 16,2994 16,0566 15,6825 15,1864 14,5995 13,9706 13,3524 12,7861 12,2912 11,8689 11,5130 11,2107 10,9389 10,6647 10,3535 9,9811 9,5443 9,0632 8,5760 8,1258 7,7439 7,4396 7,2048 7,0245 6,8837 6,7713 6,6883 6,6525 6,6908 6,8260 7,0674 7,4019 7,7925 8,1930 8,5694 8,9101 9,2229 9,5262 9,8402 10,1779 10,5365 10,8959 11,2262 11,4991 11,6964 11,8158 11,8672 11,8627 11,8056 11,6885 11,4963 11,2116 10,8210 10,3229 9,7273 9,0495 8,3085 7,5258 6,7214 5,9133 5,1200 4,3576 3,6306 2,9295 2,2373 1,5407 0,8357 0,1227 -0,5965 -1,3166 -2,0251 -2,7013 -3,3246 -3,8857 -4,3847 -4,8171 -5,1696 -5,4292 -5,5929 -5,6726 -5,6919 -5,6734 -5,6300 -5,5639 -5,4656 -5,3167 -5,0969 -4,7942 -4,4149 -3,9843 -3,5390 -3,1191 -2,7614 -2,4860 -2,2829 -2,1153 -1,9355 -1,7053 -1,4119 -1,0714 -0,7169 -0,3856 -0,1093 0,0911 0,2073 0,2458 0,2241 0,1593 0,0602 -0,0696 -0,2263 -0,4037 -0,5890 -0,7598 -0,8864 -0,9378 -0,8895 -0,7384 -0,5090 -0,2406 0,0353 0,3021 0,5499 0,7697 0,9535 1,0957 1,1934 1,2486 1,2704 1,2718 1,2637 1,2499 1,2315 1,2147 1,2158 1,2551 1,3496 1,5095 1,7407 2,0403 2,3862 2,7353 3,0391 3,2668 3,4212 3,5370 3,6619 3,8378 4,0928 4,4389 4,8679 5,3479 5,8306 6,2666 6,6201 6,8725 7,0175 7,0555 6,9852 6,7996 6,4925 6,0709 5,5551 4,9679 4,3289 3,6596 2,9873 2,3429 1,7559 1,2468 0,8214 0,4720 0,1869 -0,0359 -0,1861 -0,2473 -0,2069 -0,0636 0,1712 0,4804 0,8434 1,2338 1,6224 1,9855 2,3147 2,6208 2,9283 3,2561 3,6006 3,9347 4,2182 4,4097 4,4794 4,4240 4,2742 4,0838 3,9068 3,7786 3,7072 3,6782 3,6717 3,6751 3,6795 3,6709 3,6365 3,5747 3,4962 3,4128 3,3266 3,2311 3,1225 3,0082 2,9061 2,8439 2,8529 2,9593 3,1751 3,4956 3,9009 4,3561 4,8145 5,2296 5,5648 5,7984 5,9303 5,9812 5,9798 5,9503 5,9095 5,8684 5,8346 5,8101 5,7916 5,7770 5,7731 5,7904 5,8263 5,8581 5,8529 5,7840 5,6365 5,4059 5,0987 4,7332 4,3332 3,9252 3,5396 3,2087 2,9548 2,7758 2,6385 2,4923 2,2975 2,0457 1,7538 1,4483 1,1533 0,8866 0,6621 0,4942 0,3943 0,3654 0,4028 0,5000 0,6501 0,8431 1,0694 1,3217 1,5880 1,8461 2,0721 2,2569 2,4074 2,5354 2,6492 2,7556 2,8627 2,9733 3,0736 3,1346 3,1260 3,0263 2,8293 2,5523 2,2369 1,9350 1,6896 1,5251 1,4465 1,4422 1,4879 1,5553 1,6216 1,6784 1,7386 1,8328 1,9993 2,2706 2,6597 3,1500 3,6940 4,2206 4,6523 4,9277 5,0148 4,9163 4,6658 4,3161 3,9305 3,5741 3,2962 3,1144 3,0176 2,9842 2,9948 3,0336 3,0880 3,1517 3,2248 3,3044 3,3792 3,4322 3,4466 3,4156 3,3499 3,2797 3,2437 3,2731 3,3815 3,5611 3,7805 3,9903 4,1383 4,1845 4,1083 3,9112 3,6161 3,2578 2,8689 2,4734 2,0855 1,7038 1,3080 0,8636 0,3348 -0,2977 -1,0254 -1,8178 -2,6393 -3,4602 -4,2566 -5,0027 -5,6648 -6,1975 -6,5464 -6,6607 -6,5121 -6,1009 -5,4556 -4,6309 -3,6988 -2,7282 -1,7676 -0,8410 0,0464 0,9066 1,7728 2,6892 3,6901 4,7829 5,9439 7,1249 8,2715 9,3425 10,3188 11,1990 11,9878 12,6844 13,2782 13,7569 14,1180 14,3689 14,5164 14,5607 14,5026 14,3505 14,1191 13,8257 13,4832 13,0926 12,6461 12,1421 11,5993 11,0545 10,5505 10,1210 9,7770 9,5000 9,2554 9,0116 8,7474 8,4451 8,0851 7,6499 7,1349 6,5550 5,9418 5,3334 4,7640 4,2597 3,8338 3,4832 3,1894 2,9266 2,6731 2,4217 2,1829 1,9740 1,8004 1,6485 1,4941 1,3111 1,0735 0,7590 0,3593 -0,1140 -0,6354 -1,1817 -1,7449 -2,3321 -2,9515 -3,5994 -4,2599 -4,9114 -5,5279 -6,0787 -6,5345 -6,8776 -7,1052 -7,2250 -7,2507 -7,1991 -7,0868 -6,9262 -6,7230 -6,4755 -6,1788 -5,8306 -5,4360 -5,0061 -4,5531 -4,0869 -3,6123 -3,1280 -2,6301 -2,1149 -1,5803
F3    -0,3021 -0,3732 -0,4066 -0,4108 -0,3924 -0,3528 -0,2899 -0,1964 -0,0605 0,1261 0,3600 0,6235 0,8888 1,1238 1,2918 1,3563 1,2930 1,1011 0,8066 0,4564 0,1086 -0,1830 -0,3829 -0,4797 -0,4825 -0,4096 -0,2764 -0,0875 0,1577 0,4526 0,7766 1,0983 1,3825 1,5964 1,7159 1,7290 1,6327 1,4271 1,1169 0,7175 0,2547 -0,2425 -0,7499 -1,2505 -1,7341 -2,1907 -2,6075 -2,9699 -3,2673 -3,4952 -3,6558 -3,7572 -3,8085 -3,8130 -3,7659 -3,6577 -3,4780 -3,2159 -2,8609 -2,4087 -1,8703 -1,2751 -0,6691 -0,1070 0,3602 0,6971 0,8923 0,9577 0,9214 0,8184 0,6865 0,5614 0,4689 0,4166 0,3966 0,3957 0,4039 0,4176 0,4372 0,4646 0,5016 0,5539 0,6335 0,7533 0,9116 1,0808 1,2173 1,2869 1,2813 1,2184 1,1309 1,0535 1,0138 1,0276 1,1007 1,2303 1,4008 1,5848 1,7509 1,8703 1,9201 1,8874 1,7717 1,5826 1,3355 1,0445 0,7162 0,3477 -0,0659 -0,5216 -1,0054 -1,4998 -1,9892 -2,4582 -2,8889 -3,2597 -3,5476 -3,7314 -3,7969 -3,7386 -3,5551 -3,2428 -2,7978 -2,2211 -1,5183 -0,6971 0,2367 1,2801 2,4317 3,6870 5,0354 6,4573 7,9211 9,3823 10,7860 12,0747 13,1980 14,1203 14,8255 15,3189 15,6214 15,7617 15,7697 15,6727 15,4898 15,2312 14,9043 14,5188 14,0853 13,6133 13,1113 12,5872 12,0515 11,5193 11,0055 10,5153 10,0410 9,5679 9,0842 8,5868 8,0802 7,5725 7,0775 6,6126 6,1887 5,8023 5,4403 5,0912 4,7528 4,4344 4,1561 3,9464 3,8350 3,8418 3,9655 4,1787 4,4394 4,7094 4,9663 5,2039 5,4286 5,6570 5,9122 6,2108 6,5499 6,9068 7,2508 7,5588 7,8235 8,0462 8,2226 8,3375 8,3693 8,2977 8,1072 7,7918 7,3590 6,8279 6,2211 5,5567 4,8512 4,1268 3,4132 2,7415 2,1339 1,5989 1,1308 0,7112 0,3168 -0,0704 -0,4587 -0,8533 -1,2594 -1,6784 -2,1035 -2,5237 -2,9281 -3,3051 -3,6406 -3,9234 -4,1496 -4,3234 -4,4553 -4,5584 -4,6432 -4,7087 -4,7411 -4,7201 -4,6294 -4,4608 -4,2163 -3,9110 -3,5744 -3,2431 -2,9497 -2,7142 -2,5357 -2,3873 -2,2243 -2,0068 -1,7196 -1,3790 -1,0227 -0,6927 -0,4211 -0,2260 -0,1144 -0,0838 -0,1195 -0,1993 -0,3059 -0,4360 -0,5928 -0,7691 -0,9403 -1,0712 -1,1279 -1,0851 -0,9288 -0,6607 -0,3040 0,0985 0,5009 0,8716 1,1990 1,4847 1,7328 1,9424 2,1048 2,2093 2,2525 2,2444 2,2061 2,1655 2,1494 2,1779 2,2634 2,4093 2,6057 2,8311 3,0650 3,2967 3,5205 3,7262 3,8995 4,0310 4,1238 4,1944 4,2676 4,3651 4,4939 4,6469 4,8133 4,9869 5,1624 5,3279 5,4668 5,5656 5,6199 5,6333 5,6103 5,5498 5,4438 5,2822 5,0565 4,7586 4,3839 3,9414 3,4543 2,9496 2,4508 1,9809 1,5623 1,2140 0,9510 0,7825 0,7062 0,7108 0,7843 0,9160 1,0914 1,2893 1,4843 1,6563 1,7969 1,9088 2,0008 2,0868 2,1871 2,3233 2,5058 2,7209 2,9319 3,0922 3,1624 3,1233 2,9869 2,7966 2,6085 2,4641 2,3761 2,3328 2,3098 2,2822 2,2335 2,1604 2,0737 1,9946 1,9474 1,9500 2,0075 2,1132 2,2516 2,4020 2,5453 2,6731 2,7904 2,9099 3,0442 3,1982 3,3680 3,5442 3,7136 3,8605 3,9709 4,0371 4,0600 4,0521 4,0363 4,0363 4,0660 4,1269 4,2096 4,2965 4,3678 4,4080 4,4134 4,3920 4,3560 4,3129 4,2644 4,2076 4,1367 4,0464 3,9330 3,7937 3,6283 3,4426 3,2486 3,0587 2,8806 2,7180 2,5701 2,4279 2,2753 2,0977 1,8892 1,6521 1,4002 1,1602 0,9637 0,8335 0,7774 0,7904 0,8596 0,9693 1,1031 1,2448 1,3814 1,5071 1,6224 1,7282 1,8234 1,9095 1,9923 2,0788 2,1719 2,2685 2,3640 2,4573 2,5483 2,6282 2,6777 2,6772 2,6161 2,4932 2,3190 2,1153 1,9069 1,7119 1,5386 1,3877 1,2537 1,1270 0,9967 0,8574 0,7160 0,5957 0,5300 0,5502 0,6728 0,8932 1,1883 1,5204 1,8421 2,1055 2,2701 2,3095 2,2181 2,0132 1,7302 1,4163 1,1215 0,8864 0,7329 0,6662 0,6817 0,7695 0,9140 1,0942 1,2902 1,4893 1,6852 1,8697 2,0250 2,1286 2,1693 2,1583 2,1296 2,1270 2,1847 2,3139 2,5007 2,7121 2,9062 3,0456 3,1042 3,0687 2,9377 2,7217 2,4384 2,1035 1,7260 1,3082 0,8475 0,3379 -0,2256 -0,8417 -1,4975 -2,1697 -2,8305 -3,4577 -4,0392 -4,5682 -5,0309 -5,4007 -5,6427 -5,7223 -5,6145 -5,3098 -4,8160 -4,1578 -3,3736 -2,5051 -1,5873 -0,6460 0,3003 1,2372 2,1574 3,0673 3,9848 4,9266 5,8945 6,8697 7,8163 8,6935 9,4710 10,1403 10,7138 11,2116 11,6474 12,0237 12,3378 12,5880 12,7725 12,8867 12,9253 12,8880 12,7786 12,6029 12,3689 12,0825 11,7428 11,3443 10,8885 10,3917 9,8824 9,3937 8,9536 8,5738 8,2446 7,9440 7,6492 7,3415 7,0062 6,6305 6,2062 5,7365 5,2420 4,7518 4,2890 3,8661 3,4867 3,1462 2,8339 2,5393 2,2536 1,9719 1,6973 1,4399 1,2058 0,9905 0,7797 0,5563 0,3060 0,0200 -0,3064 -0,6747 -1,0820 -1,5184 -1,9687 -2,4195 -2,8622 -3,2913 -3,7028 -4,0939 -4,4617 -4,7984 -5,0875 -5,3060 -5,4371 -5,4814 -5,4558 -5,3803 -5,2667 -5,1202 -4,9471 -4,7573 -4,5600 -4,3583 -4,1477 -3,9185 -3,6577 -3,3507 -2,9856 -2,5561 -2,0598 -1,4984 -0,8837 -0,2414
F7    -0,4985 -0,5494 -0,5454 -0,5007 -0,4284 -0,3323 -0,2111 -0,0637 0,1096 0,3043 0,5102 0,7130 0,8984 1,0520 1,1534 1,1746 1,0914 0,8988 0,6188 0,2959 -0,0151 -0,2643 -0,4177 -0,4638 -0,4116 -0,2823 -0,0976 0,1279 0,3855 0,6638 0,9419 1,1946 1,4024 1,5542 1,6408 1,6503 1,5680 1,3815 1,0873 0,6969 0,2346 -0,2707 -0,7902 -1,2987 -1,7766 -2,2084 -2,5827 -2,8931 -3,1365 -3,3114 -3,4180 -3,4594 -3,4417 -3,3725 -3,2578 -3,1004 -2,8989 -2,6480 -2,3430 -1,9866 -1,5892 -1,1655 -0,7360 -0,3280 0,0295 0,3144 0,5156 0,6339 0,6802 0,6724 0,6314 0,5791 0,5327 0,5003 0,4830 0,4811 0,4959 0,5253 0,5618 0,5992 0,6384 0,6884 0,7631 0,8766 1,0321 1,2133 1,3859 1,5121 1,5641 1,5299 1,4126 1,2277 1,0016 0,7684 0,5674 0,4357 0,3926 0,4263 0,4986 0,5608 0,5735 0,5173 0,3933 0,2152 0,0033 -0,2201 -0,4392 -0,6537 -0,8767 -1,1224 -1,3970 -1,6976 -2,0124 -2,3206 -2,5969 -2,8170 -2,9592 -3,0034 -2,9348 -2,7496 -2,4540 -2,0583 -1,5732 -1,0094 -0,3768 0,3179 1,0760 1,9064 2,8142 3,7897 4,8116 5,8580 6,9129 7,9613 8,9817 9,9474 10,8332 11,6171 12,2839 12,8289 13,2563 13,5714 13,7798 13,8882 13,9033 13,8310 13,6792 13,4590 13,1810 12,8514 12,4726 12,0473 11,5811 11,0854 10,5741 10,0586 9,5454 9,0351 8,5238 8,0078 7,4884 6,9708 6,4633 5,9798 5,5376 5,1470 4,8036 4,4930 4,2022 3,9287 3,6828 3,4823 3,3444 3,2808 3,2910 3,3550 3,4407 3,5243 3,5996 3,6704 3,7430 3,8301 3,9503 4,1164 4,3227 4,5505 4,7835 5,0183 5,2605 5,5137 5,7694 6,0047 6,1896 6,2964 6,3061 6,2096 6,0065 5,7020 5,3032 4,8194 4,2668 3,6728 3,0752 2,5141 2,0179 1,5965 1,2421 0,9314 0,6333 0,3262 0,0120 -0,2879 -0,5493 -0,7579 -0,9145 -1,0322 -1,1300 -1,2236 -1,3209 -1,4248 -1,5333 -1,6361 -1,7185 -1,7704 -1,7897 -1,7761 -1,7251 -1,6288 -1,4835 -1,2951 -1,0767 -0,8432 -0,6108 -0,3956 -0,2125 -0,0723 0,0264 0,1041 0,1948 0,3303 0,5236 0,7600 1,0052 1,2226 1,3876 1,4885 1,5224 1,4941 1,4166 1,3078 1,1833 1,0516 0,9143 0,7734 0,6366 0,5167 0,4309 0,4011 0,4435 0,5556 0,7139 0,8869 1,0516 1,2016 1,3435 1,4863 1,6296 1,7623 1,8701 1,9434 1,9808 1,9902 1,9888 2,0027 2,0560 2,1577 2,2995 2,4623 2,6226 2,7577 2,8552 2,9190 2,9659 3,0156 3,0784 3,1511 3,2218 3,2797 3,3202 3,3445 3,3555 3,3539 3,3404 3,3205 3,3034 3,2962 3,3018 3,3165 3,3318 3,3407 3,3388 3,3203 3,2790 3,2151 3,1336 3,0308 2,8881 2,6836 2,4070 2,0604 1,6574 1,2265 0,8070 0,4355 0,1342 -0,0917 -0,2494 -0,3515 -0,4105 -0,4371 -0,4404 -0,4320 -0,4274 -0,4376 -0,4601 -0,4815 -0,4899 -0,4834 -0,4694 -0,4550 -0,4404 -0,4239 -0,4119 -0,4234 -0,4827 -0,6046 -0,7798 -0,9760 -1,1587 -1,3113 -1,4359 -1,5399 -1,6260 -1,6920 -1,7328 -1,7406 -1,7070 -1,6269 -1,5034 -1,3502 -1,1893 -1,0428 -0,9228 -0,8275 -0,7452 -0,6586 -0,5533 -0,4253 -0,2795 -0,1236 0,0348 0,1853 0,3147 0,4116 0,4734 0,5063 0,5183 0,5158 0,5007 0,4689 0,4149 0,3369 0,2395 0,1362 0,0479 -0,0051 -0,0120 0,0225 0,0771 0,1220 0,1274 0,0736 -0,0375 -0,1775 -0,3047 -0,3896 -0,4280 -0,4337 -0,4249 -0,4159 -0,4134 -0,4164 -0,4225 -0,4351 -0,4606 -0,5002 -0,5503 -0,6102 -0,6836 -0,7678 -0,8498 -0,9141 -0,9485 -0,9447 -0,8996 -0,8196 -0,7198 -0,6190 -0,5337 -0,4730 -0,4367 -0,4179 -0,4074 -0,3942 -0,3663 -0,3168 -0,2517 -0,1881 -0,1436 -0,1248 -0,1273 -0,1467 -0,1846 -0,2453 -0,3331 -0,4550 -0,6146 -0,8052 -1,0107 -1,2134 -1,3983 -1,5544 -1,6770 -1,7675 -1,8293 -1,8639 -1,8701 -1,8445 -1,7829 -1,6808 -1,5354 -1,3490 -1,1325 -0,9069 -0,7017 -0,5496 -0,4811 -0,5200 -0,6755 -0,9350 -1,2632 -1,6059 -1,9036 -2,1093 -2,2011 -2,1789 -2,0590 -1,8715 -1,6566 -1,4523 -1,2810 -1,1429 -1,0210 -0,8937 -0,7507 -0,5990 -0,4545 -0,3280 -0,2162 -0,1041 0,0220 0,1640 0,3098 0,4383 0,5261 0,5569 0,5247 0,4293 0,2727 0,0575 -0,2135 -0,5375 -0,9062 -1,2995 -1,6925 -2,0690 -2,4312 -2,7949 -3,1736 -3,5670 -3,9652 -4,3580 -4,7382 -5,0966 -5,4122 -5,6510 -5,7771 -5,7628 -5,5921 -5,2579 -4,7616 -4,1191 -3,3636 -2,5352 -1,6696 -0,7955 0,0669 0,9053 1,7136 2,4902 3,2369 3,9575 4,6565 5,3350 5,9834 6,5812 7,1092 7,5614 7,9417 8,2531 8,4930 8,6572 8,7484 8,7813 8,7749 8,7431 8,6897 8,6109 8,4967 8,3369 8,1277 7,8740 7,5857 7,2773 6,9670 6,6688 6,3862 6,1148 5,8490 5,5827 5,3096 5,0262 4,7357 4,4494 4,1810 3,9380 3,7191 3,5221 3,3471 3,1888 3,0337 2,8711 2,7028 2,5376 2,3822 2,2382 2,1028 1,9701 1,8332 1,6838 1,5111 1,3038 1,0580 0,7816 0,4869 0,1826 -0,1289 -0,4507 -0,7900 -1,1543 -1,5470 -1,9666 -2,4047 -2,8467 -3,2764 -3,6825 -4,0594 -4,4026 -4,7040 -4,9512 -5,1352 -5,2597 -5,3372 -5,3742 -5,3626 -5,2888 -5,1475 -4,9485 -4,7091 -4,4460 -4,1724 -3,8972 -3,6215 -3,3373 -3,0334 -2,6999 -2,3267 -1,9077 -1,4495 -0,9731
