Fp1   -10,6175 -10,8688 -11,2481 -11,6748 -11,9878 -11,9952 -11,5898 -10,8110 -9,8003 -8,7361 -7,7884 -7,0758 -6,6491 -6,5016 -6,5660 -6,7050 -6,7375 -6,4888 -5,8476 -4,8354 -3,6159 -2,3809 -1,2279 -0,1767 0,7402 1,4671 1,9956 2,4025 2,8006 3,2490 3,7127 4,1214 4,4643 4,8070 5,2238 5,7462 6,3876 7,1751 8,1182 9,1571 10,1573 10,9460 11,3784 11,4246 11,2046 10,9186 10,7533 10,8303 11,1584 11,5857 11,8219 11,5574 10,5999 8,9515 6,8152 4,5395 2,5101 1,0147 0,1525 -0,1446 -0,0300 0,3023 0,6400 0,8205 0,8007 0,6388 0,4084 0,1497 -0,1043 -0,2966 -0,3890 -0,4242 -0,5047 -0,7310 -1,1763 -1,8665 -2,7567 -3,7610 -4,8110 -5,8534 -6,7815 -7,4199 -7,6246 -7,3773 -6,7560 -5,8431 -4,6982 -3,4118 -2,1518 -1,1185 -0,4450 -0,1489 -0,1299 -0,1889 -0,1041 0,2626 0,9184 1,7564 2,6041 3,2889 3,6900 3,7501 3,4605 2,8467 1,9833 1,0106 0,0924 -0,6580 -1,2042 -1,5566 -1,7404 -1,8158 -1,9191 -2,2221 -2,8371 -3,7872 -5,0239 -6,4217 -7,8000 -9,0139 -10,0129 -10,7971 -11,3670 -11,7467 -12,0146 -12,2688 -12,5695 -12,9269 -13,3097 -13,6304 -13,7578 -13,5944 -13,1473 -12,5125 -11,8074 -11,1063 -10,3993 -9,5857 -8,5430 -7,2553 -5,8679 -4,5770 -3,4657 -2,4752 -1,5180 -0,5592 0,4106 1,3938 2,3484 3,1816 3,7966 4,1202 4,1172 3,8313 3,3760 2,8474 2,2859 1,7478 1,3695 1,3325 1,7597 2,6299 3,7756 4,9508 5,9336 6,6474 7,2176 7,8864 8,8563 10,1757 11,7051 13,1810 14,3310 14,9459 14,8956 14,1681 12,9202 11,4321 9,9810 8,7523 7,8275 7,2074 6,8433 6,6451 6,4876 6,2544 5,8900 5,4163 4,9120 4,4652 4,1283 3,8910 3,6813 3,4030 2,9856 2,4244 1,7960 1,2305 0,8592 0,7635 0,9125 1,1257 1,1263 0,6757 -0,3020 -1,6953 -3,2729 -4,7715 -5,9771 -6,7959 -7,2620 -7,4807 -7,5783 -7,6791 -7,8731 -8,1904 -8,6072 -9,0661 -9,4952 -9,8392 -10,0905 -10,2902 -10,4979 -10,7501 -11,0273 -11,2435 -11,2750 -11,0480 -10,6402 -10,2730 -10,1775 -10,4749 -11,1563 -12,1098 -13,1464 -14,0375 -14,5764 -14,6605 -14,3570 -13,8785 -13,4586 -13,2312 -13,2140 -13,3462 -13,5123 -13,5765 -13,4258 -12,9983 -12,3310 -11,5886 -10,9885 -10,6721 -10,6378 -10,7591 -10,8496 -10,7502 -10,3950 -9,8197 -9,1154 -8,3545 -7,5521 -6,6864 -5,7299 -4,6665 -3,4984 -2,2396 -0,9175 0,4110 1,6610 2,7234 3,4787 3,8447 3,8165 3,4450 2,7926 1,9132 0,8559 -0,3096 -1,4706 -2,5178 -3,4358 -4,3016 -5,1858 -6,1079 -7,0843 -8,1354 -9,2218 -10,2200 -10,9764 -11,3864 -11,4435 -11,2400 -10,9390 -10,7341 -10,7671 -11,0365 -11,4044 -11,7040 -11,8282 -11,7540 -11,5587 -11,4081 -11,4678 -11,8023 -12,3510 -12,9840 -13,5741 -14,0307 -14,2992 -14,3742 -14,3250 -14,2960 -14,4634 -14,9498 -15,7452 -16,6973 -17,5690 -18,1319 -18,2890 -18,1456 -17,9215 -17,7624 -17,6300 -17,3596 -16,8033 -15,9028 -14,6666 -13,1385 -11,3835 -9,4796 -7,5371 -5,7251 -4,2604 -3,3328 -3,0095 -3,2103 -3,7769 -4,5325 -5,2819 -5,8396 -6,0988 -6,0424 -5,6946 -5,0678 -4,1276 -2,8002 -1,0450 1,0463 3,2178 5,1317 6,5054 7,2104 7,2921 6,9252 6,3473 5,7917 5,4300 5,3458 5,5383 5,9329 6,4078 6,8407 7,1488 7,2984 7,2938 7,1650 6,9448 6,6251 6,1310 5,3713 4,3255 3,0651 1,7070 0,3824 -0,7688 -1,6379 -2,2056 -2,5544 -2,8332 -3,1754 -3,5995 -4,0031 -4,2659 -4,3262 -4,1610 -3,7589 -3,1375 -2,3566 -1,5175 -0,7690 -0,2760 -0,1388 -0,3345 -0,7243 -1,1071 -1,2860 -1,1181 -0,5613 0,2684 1,0952 1,5958 1,5560 0,9674 0,0229 -0,9750 -1,7461 -2,1536 -2,2390 -2,1237 -1,8741 -1,5003 -1,0694 -0,7436 -0,6767 -0,9218 -1,4600 -2,2491 -3,2072 -4,2032 -5,0854 -5,7075 -5,9638 -5,8344 -5,3820 -4,6978 -3,8501 -2,8701 -1,7732 -0,5882 0,6280 1,7813 2,7680 3,5540 4,2063 4,8354 5,5498 6,4353 7,4975 8,6261 9,6506 10,4267 10,8741 10,9694 10,7289 10,2051 9,4951 8,7080 7,9018 7,0873 6,3005 5,6138 5,0590 4,5825 4,1023 3,5831 3,0491 2,5460 2,0886 1,6331 1,1239 0,5617 0,0067 -0,4613 -0,7814 -0,9433 -0,9925 -0,9967 -1,0083 -1,0602 -1,1669 -1,3054 -1,4100 -1,4020 -1,2368 -0,9365 -0,5709 -0,2014 0,1225 0,3007 0,1825 -0,3262 -1,1818 -2,2544 -3,4346 -4,6473 -5,7778 -6,6703 -7,2458 -7,5974 -7,9585 -8,5889 -9,6604 -11,1997 -13,1079 -15,2048 -17,2637 -19,0831 -20,5751 -21,7646 -22,6917 -23,3354 -23,6387 -23,5701 -23,1507 -22,4490 -21,5422 -20,4670 -19,2185 -17,7939 -16,2313 -14,6017 -12,9791 -11,4274 -9,9829 -8,6230 -7,2660 -5,8102 -4,1934 -2,4428 -0,6737 0,9530 2,2737 3,1680 3,5932 3,5870 3,2772 2,9040 2,7477 2,9677 3,5098 4,1649 4,7199 5,0799 5,2612 5,2993 5,2028 4,9608 4,5262 3,8024 2,7165 1,3344 -0,1296 -1,4281 -2,3915 -2,9681 -3,2247 -3,2875 -3,2513 -3,1649 -3,0889 -3,1243 -3,4021 -4,0413 -5,0596 -6,3095 -7,5304 -8,4848 -9,0653 -9,3016 -9,2818 -9,0841 -8,7828 -8,5038 -8,4455 -8,8085 -9,6539 -10,8090 -11,9372 -12,7371 -13,0850 -13,0326 -12,7328 -12,3768 -12,1470 -12,1786 -12,5435 -13,2439 -14,1970 -15,2274 -16,1246 -16,7493 -17,0910 -17,2354 -17,2864 -17,2895 -17,2215 -17,0846 -16,9700 -16,9541 -16,9649 -16,8212 -16,3869 -15,6520 -14,7006 -13,6566 -12,6436 -11,7270 -10,8627 -9,9299 -8,8469
Fz    -6,8173 -6,8064 -6,8667 -6,9868 -7,0987 -7,1000 -6,9152 -6,5349 -6,0054 -5,4041 -4,8192 -4,3258 -3,9735 -3,7796 -3,7140 -3,6912 -3,5959 -3,3305 -2,8597 -2,2348 -1,5692 -0,9655 -0,4566 -0,0285 0,3177 0,5625 0,7235 0,8769 1,1077 1,4455 1,8493 2,2471 2,5900 2,8790 3,1519 3,4503 3,7995 4,2097 4,6768 5,1774 5,6682 6,0920 6,3960 6,5680 6,6568 6,7381 6,8659 7,0561 7,2867 7,4870 7,5371 7,3060 6,7143 5,7743 4,5918 3,3373 2,2007 1,3332 0,8014 0,5848 0,6007 0,7283 0,8400 0,8469 0,7316 0,5328 0,3013 0,0793 -0,0870 -0,1454 -0,0743 0,0849 0,2502 0,3466 0,3302 0,1933 -0,0397 -0,3368 -0,6794 -1,0507 -1,4066 -1,6775 -1,8135 -1,8144 -1,7057 -1,4946 -1,1658 -0,7181 -0,1927 0,3421 0,8202 1,1883 1,4192 1,5382 1,6200 1,7464 1,9616 2,2545 2,5672 2,8255 2,9652 2,9410 2,7312 2,3491 1,8558 1,3509 0,9307 0,6520 0,5337 0,5794 0,7870 1,1280 1,5202 1,8489 2,0230 1,9982 1,7674 1,3599 0,8432 0,3055 -0,1695 -0,5175 -0,7094 -0,7697 -0,7676 -0,7722 -0,8141 -0,8824 -0,9408 -0,9427 -0,8527 -0,6704 -0,4326 -0,1880 0,0243 0,1830 0,2890 0,3722 0,4801 0,6399 0,8274 0,9870 1,0948 1,1897 1,3345 1,5607 1,8637 2,2264 2,6272 3,0417 3,4496 3,8279 4,1450 4,3799 4,5404 4,6493 4,7330 4,8320 5,0031 5,3012 5,7522 6,3249 6,9312 7,4645 7,8529 8,0992 8,2865 8,5390 8,9636 9,6032 10,4144 11,2926 12,1268 12,8290 13,3250 13,5623 13,5494 13,3650 13,1080 12,8481 12,6155 12,4103 12,2121 11,9969 11,7532 11,4888 11,2236 10,9826 10,7856 10,6346 10,5099 10,3726 10,1738 9,8758 9,4708 8,9853 8,4747 8,0070 7,6384 7,3941 7,2524 7,1373 6,9337 6,5371 5,9112 5,1032 4,2075 3,3259 2,5440 1,9091 1,4206 1,0392 0,6963 0,3156 -0,1460 -0,6783 -1,2396 -1,7795 -2,2474 -2,6059 -2,8430 -2,9736 -3,0342 -3,0694 -3,1076 -3,1363 -3,0996 -2,9412 -2,6743 -2,4002 -2,2490 -2,3124 -2,6219 -3,1484 -3,8041 -4,4576 -4,9756 -5,2803 -5,3840 -5,3719 -5,3453 -5,3702 -5,4616 -5,5902 -5,6956 -5,7142 -5,6010 -5,3351 -4,9318 -4,4628 -4,0446 -3,7872 -3,7424 -3,8817 -4,1121 -4,3194 -4,4176 -4,3760 -4,2075 -3,9359 -3,5814 -3,1637 -2,6933 -2,1647 -1,5699 -0,9117 -0,2069 0,5096 1,1836 1,7377 2,0888 2,2013 2,1173 1,9127 1,6349 1,2897 0,8725 0,4005 -0,0790 -0,5198 -0,9238 -1,3428 -1,8276 -2,3911 -3,0177 -3,6735 -4,3026 -4,8386 -5,2345 -5,4801 -5,5956 -5,6162 -5,5944 -5,6091 -5,7332 -5,9725 -6,2521 -6,4686 -6,5458 -6,4577 -6,2409 -5,9944 -5,8343 -5,8274 -5,9593 -6,1612 -6,3623 -6,5188 -6,6100 -6,6378 -6,6354 -6,6559 -6,7451 -6,9266 -7,1986 -7,5249 -7,8333 -8,0410 -8,1064 -8,0637 -7,9903 -7,9305 -7,8589 -7,7161 -7,4653 -7,1066 -6,6601 -6,1524 -5,6030 -5,0203 -4,4214 -3,8538 -3,3855 -3,0657 -2,8842 -2,7784 -2,6848 -2,5652 -2,3884 -2,1244 -1,7693 -1,3531 -0,9180 -0,4913 -0,0673 0,3928 0,9302 1,5437 2,1676 2,6998 3,0529 3,1863 3,1096 2,8722 2,5548 2,2544 2,0570 2,0173 2,1543 2,4476 2,8367 3,2385 3,5776 3,8082 3,9161 3,9115 3,8241 3,6847 3,4920 3,2038 2,7714 2,1797 1,4612 0,6890 -0,0441 -0,6607 -1,1276 -1,4571 -1,6876 -1,8543 -1,9680 -2,0299 -2,0601 -2,0872 -2,1047 -2,0611 -1,9005 -1,6010 -1,1830 -0,7051 -0,2473 0,1206 0,3645 0,4920 0,5404 0,5592 0,6015 0,7101 0,8844 1,0563 1,1167 0,9767 0,6228 0,1302 -0,3766 -0,7862 -1,0454 -1,1645 -1,1802 -1,1202 -1,0167 -0,9425 -1,0054 -1,2872 -1,7965 -2,4865 -3,2921 -4,1323 -4,9112 -5,5404 -5,9529 -6,1064 -5,9908 -5,6326 -5,0862 -4,4149 -3,6713 -2,8942 -2,1202 -1,4013 -0,8094 -0,4036 -0,1841 -0,0911 -0,0442 0,0371 0,2278 0,5744 1,0762 1,6911 2,3516 2,9721 3,4626 3,7559 3,8272 3,7007 3,4372 3,1033 2,7564 2,4565 2,2525 2,1352 2,0320 1,8653 1,6089 1,2930 0,9700 0,6690 0,3749 0,0552 -0,3013 -0,6761 -1,0359 -1,3474 -1,5850 -1,7322 -1,7800 -1,7311 -1,6115 -1,4707 -1,3553 -1,2855 -1,2606 -1,2812 -1,3638 -1,5256 -1,7523 -2,0048 -2,2713 -2,5848 -2,9718 -3,4082 -3,8422 -4,2448 -4,6094 -4,9050 -5,0730 -5,0892 -5,0106 -4,9475 -5,0067 -5,2563 -5,7166 -6,3619 -7,1240 -7,9032 -8,6098 -9,2102 -9,7169 -10,1318 -10,4206 -10,5464 -10,5098 -10,3510 -10,1265 -9,8775 -9,6113 -9,3097 -8,9485 -8,5085 -7,9756 -7,3452 -6,6342 -5,8725 -5,0800 -4,2544 -3,3815 -2,4572 -1,5039 -0,5604 0,3341 1,1354 1,7816 2,2051 2,3694 2,3071 2,1382 2,0331 2,1208 2,4116 2,8001 3,1448 3,3604 3,4417 3,4195 3,3227 3,1712 2,9659 2,6780 2,2781 1,7902 1,3012 0,9119 0,6879 0,6443 0,7522 0,9682 1,2630 1,6098 1,9587 2,2400 2,3752 2,2918 1,9674 1,4642 0,9064 0,4171 0,0654 -0,1410 -0,2220 -0,1986 -0,1048 -0,0144 -0,0379 -0,2753 -0,7498 -1,3757 -2,0083 -2,5482 -2,9919 -3,3877 -3,7772 -4,1807 -4,6049 -5,0505 -5,5230 -6,0389 -6,6067 -7,1936 -7,7237 -8,1221 -8,3535 -8,4234 -8,3610 -8,1938 -7,9441 -7,6692 -7,4707 -7,4157 -7,4617 -7,4905 -7,3991 -7,1493 -6,7591 -6,2838 -5,8014 -5,3745 -4,9997 -4,6175 -4,1827
F3    -6,1674 -6,1030 -6,0613 -6,0378 -5,9813 -5,8071 -5,4534 -4,9227 -4,2731 -3,5945 -2,9869 -2,5375 -2,3040 -2,3022 -2,4905 -2,7661 -2,9926 -3,0458 -2,8601 -2,4590 -1,9405 -1,4082 -0,9150 -0,4777 -0,1210 0,1279 0,2854 0,4230 0,6191 0,8988 1,2198 1,5132 1,7376 1,9048 2,0666 2,2841 2,6057 3,0590 3,6402 4,3041 4,9699 5,5403 5,9308 6,1103 6,1264 6,0745 6,0418 6,0760 6,1748 6,2747 6,2531 5,9721 5,3451 4,3832 3,1983 1,9693 0,8874 0,0959 -0,3530 -0,4970 -0,4339 -0,2915 -0,1953 -0,2257 -0,3863 -0,6206 -0,8624 -1,0671 -1,2022 -1,2352 -1,1524 -0,9867 -0,8039 -0,6693 -0,6298 -0,7019 -0,8651 -1,0847 -1,3419 -1,6289 -1,9171 -2,1523 -2,2922 -2,3343 -2,2932 -2,1598 -1,9011 -1,5031 -1,0006 -0,4628 0,0378 0,4396 0,7080 0,8649 0,9859 1,1527 1,4049 1,7209 2,0347 2,2742 2,3848 2,3288 2,0856 1,6651 1,1237 0,5595 0,0756 -0,2569 -0,4074 -0,3714 -0,1627 0,1712 0,5326 0,8046 0,9072 0,8100 0,5149 0,0569 -0,4944 -1,0559 -1,5569 -1,9449 -2,1916 -2,3107 -2,3590 -2,3994 -2,4637 -2,5457 -2,6116 -2,6127 -2,5103 -2,3064 -2,0447 -1,7828 -1,5656 -1,4133 -1,3179 -1,2401 -1,1204 -0,9238 -0,6774 -0,4409 -0,2358 -0,0202 0,2656 0,6495 1,1265 1,6745 2,2564 2,8200 3,3079 3,6622 3,8348 3,8195 3,6665 3,4535 3,2558 3,1452 3,1933 3,4589 3,9624 4,6605 5,4474 6,1946 6,8095 7,2792 7,6759 8,1155 8,7017 9,4773 10,3941 11,3310 12,1551 12,7641 13,0882 13,1015 12,8519 12,4543 12,0340 11,6762 11,4163 11,2477 11,1340 11,0233 10,8684 10,6463 10,3671 10,0687 9,7971 9,5810 9,4180 9,2747 9,0988 8,8442 8,4939 8,0674 7,6177 7,2101 6,8924 6,6735 6,5166 6,3404 6,0373 5,5179 4,7622 3,8301 2,8276 1,8687 1,0477 0,4158 -0,0299 -0,3377 -0,5889 -0,8705 -1,2326 -1,6677 -2,1286 -2,5545 -2,8904 -3,1071 -3,2136 -3,2512 -3,2758 -3,3351 -3,4437 -3,5678 -3,6327 -3,5739 -3,4049 -3,2283 -3,1731 -3,3274 -3,7119 -4,2789 -4,9206 -5,4954 -5,8739 -5,9937 -5,8919 -5,6826 -5,4882 -5,3832 -5,3845 -5,4649 -5,5673 -5,6270 -5,5895 -5,4131 -5,0912 -4,6848 -4,3119 -4,0905 -4,0782 -4,2456 -4,4895 -4,6817 -4,7235 -4,5780 -4,2654 -3,8313 -3,3236 -2,7850 -2,2385 -1,6780 -1,0822 -0,4313 0,2837 1,0464 1,8035 2,4623 2,9166 3,1054 3,0483 2,8137 2,4610 2,0197 1,5089 0,9658 0,4511 0,0124 -0,3660 -0,7571 -1,2300 -1,8070 -2,4713 -3,1813 -3,8698 -4,4606 -4,9040 -5,2003 -5,3891 -5,5219 -5,6531 -5,8465 -6,1499 -6,5450 -6,9428 -7,2363 -7,3491 -7,2550 -6,9932 -6,6716 -6,4212 -6,3239 -6,3767 -6,5154 -6,6639 -6,7639 -6,7793 -6,7079 -6,5932 -6,5105 -6,5320 -6,6966 -6,9915 -7,3486 -7,6624 -7,8324 -7,8205 -7,6815 -7,5185 -7,3955 -7,2956 -7,1540 -6,9179 -6,5711 -6,1234 -5,5981 -5,0210 -4,4171 -3,8198 -3,2800 -2,8586 -2,5960 -2,4773 -2,4412 -2,4319 -2,4225 -2,3884 -2,2943 -2,1162 -1,8583 -1,5435 -1,1908 -0,7923 -0,3097 0,2958 1,0129 1,7582 2,4112 2,8733 3,1049 3,1237 2,9883 2,7834 2,6025 2,5207 2,5762 2,7702 3,0686 3,4069 3,7087 3,9128 3,9917 3,9553 3,8422 3,7067 3,5890 3,4786 3,3113 3,0147 2,5520 1,9354 1,2200 0,4880 -0,1846 -0,7590 -1,2350 -1,6319 -1,9661 -2,2344 -2,4280 -2,5561 -2,6362 -2,6560 -2,5647 -2,3076 -1,8652 -1,2711 -0,6111 0,0018 0,4689 0,7390 0,8175 0,7532 0,6190 0,4977 0,4601 0,5207 0,6150 0,6351 0,4957 0,1837 -0,2333 -0,6454 -0,9580 -1,1316 -1,1839 -1,1494 -1,0444 -0,8874 -0,7436 -0,7203 -0,9008 -1,2950 -1,8610 -2,5416 -3,2614 -3,9236 -4,4340 -4,7210 -4,7439 -4,5004 -4,0259 -3,3818 -2,6360 -1,8419 -1,0337 -0,2387 0,5020 1,1226 1,5604 1,8091 1,9305 2,0153 2,1507 2,4028 2,7948 3,2994 3,8582 4,4035 4,8661 5,1839 5,3189 5,2716 5,0833 4,8191 4,5313 4,2461 3,9859 3,7733 3,6017 3,4247 3,1937 2,9002 2,5836 2,2993 2,0680 1,8562 1,6165 1,3329 1,0212 0,7072 0,4152 0,1597 -0,0543 -0,2214 -0,3346 -0,4005 -0,4458 -0,4978 -0,5662 -0,6461 -0,7330 -0,8355 -0,9654 -1,1123 -1,2528 -1,4008 -1,6178 -1,9490 -2,3736 -2,8331 -3,2896 -3,7251 -4,0927 -4,3124 -4,3392 -4,2168 -4,0606 -4,0014 -4,1353 -4,4962 -5,0567 -5,7428 -6,4529 -7,0976 -7,6451 -8,1172 -8,5361 -8,8875 -9,1382 -9,2673 -9,2745 -9,1704 -8,9610 -8,6431 -8,2178 -7,7033 -7,1319 -6,5385 -5,9506 -5,3835 -4,8296 -4,2543 -3,6132 -2,8727 -2,0250 -1,0954 -0,1370 0,7809 1,5820 2,1960 2,5799 2,7305 2,6959 2,5881 2,5526 2,6883 2,9867 3,3439 3,6325 3,7793 3,7853 3,6895 3,5337 3,3466 3,1228 2,8124 2,3634 1,7917 1,1921 0,6776 0,3231 0,1513 0,1423 0,2611 0,4866 0,8030 1,1677 1,5009 1,6947 1,6400 1,2887 0,7032 0,0304 -0,5813 -1,0515 -1,3739 -1,5740 -1,6772 -1,7167 -1,7557 -1,8863 -2,1877 -2,6667 -3,2278 -3,7199 -4,0352 -4,1622 -4,1573 -4,0936 -4,0346 -4,0232 -4,0817 -4,2251 -4,4695 -4,8155 -5,2240 -5,6208 -5,9393 -6,1566 -6,2897 -6,3660 -6,3938 -6,3691 -6,3166 -6,2962 -6,3393 -6,3958 -6,3659 -6,1741 -5,8066 -5,3010 -4,7251 -4,1610 -3,6682 -3,2357 -2,7878 -2,2591
F7    -4,9436 -4,9173 -4,8947 -4,8666 -4,7884 -4,5908 -4,2274 -3,7081 -3,0933 -2,4750 -1,9575 -1,6283 -1,5330 -1,6681 -1,9813 -2,3753 -2,7248 -2,9100 -2,8578 -2,5738 -2,1359 -1,6375 -1,1368 -0,6625 -0,2435 0,0957 0,3662 0,6204 0,9128 1,2503 1,5794 1,8267 1,9535 1,9795 1,9679 1,9938 2,1234 2,4008 2,8302 3,3638 3,9128 4,3759 4,6720 4,7743 4,7247 4,6081 4,5100 4,4882 4,5525 4,6486 4,6652 4,4775 4,0068 3,2590 2,3267 1,3608 0,5240 -0,0639 -0,3622 -0,4043 -0,2716 -0,0707 0,0907 0,1417 0,0762 -0,0600 -0,2151 -0,3605 -0,4827 -0,5665 -0,6047 -0,6169 -0,6389 -0,7026 -0,8283 -1,0165 -1,2398 -1,4625 -1,6698 -1,8661 -2,0441 -2,1743 -2,2331 -2,2267 -2,1674 -2,0389 -1,8019 -1,4390 -0,9846 -0,5092 -0,0814 0,2485 0,4568 0,5645 0,6342 0,7334 0,8971 1,1123 1,3288 1,4877 1,5431 1,4648 1,2383 0,8729 0,4161 -0,0431 -0,4050 -0,6016 -0,6150 -0,4702 -0,2180 0,0692 0,3024 0,4037 0,3375 0,1020 -0,2904 -0,8044 -1,3722 -1,9140 -2,3673 -2,6948 -2,8842 -2,9566 -2,9654 -2,9701 -3,0084 -3,0886 -3,1930 -3,2790 -3,2975 -3,2291 -3,0975 -2,9477 -2,8160 -2,7120 -2,6153 -2,4770 -2,2418 -1,8943 -1,4848 -1,0896 -0,7437 -0,4247 -0,0951 0,2640 0,6584 1,0897 1,5428 1,9778 2,3399 2,5717 2,6301 2,5149 2,2748 1,9779 1,6911 1,4822 1,4226 1,5729 1,9588 2,5474 3,2498 3,9572 4,5867 5,1173 5,5983 6,1184 6,7544 7,5282 8,3871 9,2211 9,9129 10,3733 10,5498 10,4367 10,0942 9,6333 9,1676 8,7801 8,5186 8,3919 8,3663 8,3737 8,3388 8,2168 8,0124 7,7687 7,5389 7,3557 7,2175 7,0931 6,9387 6,7189 6,4186 6,0498 5,6558 5,2967 5,0179 4,8279 4,6900 4,5252 4,2357 3,7532 3,0825 2,2990 1,5059 0,7934 0,2193 -0,1974 -0,4756 -0,6634 -0,8254 -1,0212 -1,2769 -1,5797 -1,8995 -2,2068 -2,4742 -2,6837 -2,8407 -2,9788 -3,1435 -3,3630 -3,6240 -3,8697 -4,0239 -4,0389 -3,9390 -3,8143 -3,7679 -3,8702 -4,1453 -4,5665 -5,0538 -5,4929 -5,7732 -5,8325 -5,6880 -5,4266 -5,1556 -4,9513 -4,8462 -4,8378 -4,8943 -4,9636 -4,9842 -4,9000 -4,6912 -4,3999 -4,1124 -3,9128 -3,8435 -3,8879 -3,9778 -4,0229 -3,9478 -3,7189 -3,3505 -2,8841 -2,3677 -1,8434 -1,3335 -0,8326 -0,3198 0,2302 0,8360 1,4912 2,1518 2,7374 3,1542 3,3374 3,2799 3,0226 2,6254 2,1464 1,6346 1,1348 0,6928 0,3357 0,0366 -0,2825 -0,6947 -1,2239 -1,8448 -2,4990 -3,1064 -3,5879 -3,8965 -4,0362 -4,0580 -4,0374 -4,0518 -4,1685 -4,4171 -4,7611 -5,1123 -5,3800 -5,5004 -5,4451 -5,2420 -4,9845 -4,7874 -4,7212 -4,7841 -4,9233 -5,0736 -5,1816 -5,2131 -5,1638 -5,0675 -4,9873 -4,9924 -5,1320 -5,4103 -5,7724 -6,1159 -6,3347 -6,3796 -6,2916 -6,1660 -6,0732 -6,0105 -5,9218 -5,7501 -5,4653 -5,0623 -4,5581 -3,9862 -3,3854 -2,7946 -2,2578 -1,8260 -1,5393 -1,3971 -1,3591 -1,3842 -1,4469 -1,5173 -1,5548 -1,5321 -1,4454 -1,2992 -1,0877 -0,7839 -0,3437 0,2632 1,0118 1,8074 2,5198 3,0406 3,3197 3,3689 3,2475 3,0460 2,8655 2,7901 2,8591 3,0542 3,3080 3,5330 3,6559 3,6402 3,4951 3,2691 3,0306 2,8450 2,7442 2,7009 2,6389 2,4814 2,1887 1,7599 1,2301 0,6705 0,1641 -0,2337 -0,5146 -0,7098 -0,8631 -0,9991 -1,1241 -1,2429 -1,3514 -1,4113 -1,3571 -1,1352 -0,7364 -0,2048 0,3670 0,8652 1,2019 1,3488 1,3379 1,2336 1,1046 1,0105 0,9896 1,0335 1,0817 1,0544 0,8979 0,6137 0,2634 -0,0604 -0,2795 -0,3646 -0,3350 -0,2240 -0,0483 0,1768 0,3979 0,5274 0,5008 0,3137 -0,0074 -0,4342 -0,9196 -1,3873 -1,7587 -1,9776 -2,0163 -1,8749 -1,5759 -1,1560 -0,6505 -0,0822 0,5297 1,1547 1,7459 2,2405 2,5813 2,7596 2,8303 2,8789 2,9880 3,2166 3,5764 4,0266 4,5016 4,9394 5,2894 5,5109 5,5773 5,4855 5,2668 4,9795 4,6759 4,3880 4,1420 3,9579 3,8221 3,6862 3,5066 3,2828 3,0562 2,8740 2,7462 2,6344 2,4928 2,3084 2,0948 1,8702 1,6487 1,4338 1,2183 0,9990 0,7884 0,6031 0,4456 0,3084 0,1903 0,0988 0,0377 -0,0045 -0,0469 -0,0947 -0,1420 -0,2052 -0,3307 -0,5503 -0,8446 -1,1618 -1,4653 -1,7424 -1,9677 -2,0918 -2,0833 -1,9709 -1,8398 -1,7978 -1,9344 -2,2880 -2,8386 -3,5180 -4,2277 -4,8745 -5,4116 -5,8430 -6,1874 -6,4493 -6,6260 -6,7224 -6,7506 -6,7214 -6,6298 -6,4510 -6,1611 -5,7612 -5,2803 -4,7595 -4,2356 -3,7372 -3,2755 -2,8304 -2,3553 -1,8032 -1,1541 -0,4291 0,3169 1,0094 1,5667 1,9225 2,0521 1,9801 1,7760 1,5545 1,4472 1,5384 1,8187 2,1962 2,5562 2,8269 2,9963 3,0824 3,1096 3,0982 3,0424 2,8962 2,6120 2,2053 1,7653 1,3992 1,1770 1,1142 1,1835 1,3452 1,5773 1,8662 2,1765 2,4432 2,5813 2,5082 2,1913 1,6860 1,1162 0,6104 0,2426 0,0190 -0,0922 -0,1291 -0,1336 -0,1670 -0,3088 -0,6220 -1,1008 -1,6474 -2,1154 -2,3972 -2,4731 -2,3922 -2,2293 -2,0571 -1,9286 -1,8736 -1,9087 -2,0486 -2,2963 -2,6206 -2,9564 -3,2399 -3,4419 -3,5698 -3,6475 -3,6903 -3,7010 -3,7003 -3,7358 -3,8309 -3,9395 -3,9750 -3,8757 -3,6360 -3,2932 -2,9055 -2,5328 -2,2034 -1,8855 -1,5064 -1,0168
