Fp1   -3,6298 -3,3447 -3,0200 -2,6031 -2,0685 -1,4363 -0,7638 -0,1206 0,4345 0,8655 1,1628 1,3408 1,4354 1,4892 1,5297 1,5611 1,5748 1,5539 1,4689 1,2857 0,9908 0,6172 0,2434 -0,0414 -0,1774 -0,1567 -0,0224 0,1498 0,2860 0,3432 0,3144 0,2188 0,0939 -0,0191 -0,0949 -0,1330 -0,1531 -0,1838 -0,2494 -0,3520 -0,4626 -0,5306 -0,5094 -0,3829 -0,1714 0,0800 0,3111 0,4566 0,4703 0,3493 0,1388 -0,0832 -0,2315 -0,2408 -0,0858 0,2151 0,6083 1,0249 1,4052 1,7114 1,9223 2,0255 2,0230 1,9383 1,8105 1,6769 1,5573 1,4473 1,3245 1,1647 0,9623 0,7470 0,5788 0,5157 0,5825 0,7661 1,0259 1,3010 1,5278 1,6629 1,6946 1,6434 1,5604 1,5134 1,5595 1,7266 2,0068 2,3556 2,7052 2,9901 3,1682 3,2328 3,2140 3,1620 3,1193 3,1039 3,1065 3,0941 3,0246 2,8700 2,6272 2,3197 1,9950 1,7095 1,5025 1,3791 1,3087 1,2417 1,1391 0,9948 0,8329 0,6885 0,5899 0,5453 0,5333 0,5109 0,4343 0,2750 0,0273 -0,2861 -0,6150 -0,8895 -1,0307 -0,9688 -0,6709 -0,1601 0,4918 1,1900 1,8471 2,4036 2,8362 3,1585 3,4162 3,6697 3,9638 4,3062 4,6711 5,0181 5,3107 5,5262 5,6582 5,7199 5,7455 5,7781 5,8439 5,9327 6,0002 5,9896 5,8598 5,6058 5,2567 4,8627 4,4818 4,1654 3,9407 3,8038 3,7201 3,6320 3,4825 3,2467 2,9409 2,6051 2,2799 1,9939 1,7581 1,5689 1,4156 1,2832 1,1555 1,0197 0,8656 0,6850 0,4791 0,2622 0,0521 -0,1395 -0,3131 -0,4839 -0,6748 -0,8983 -1,1471 -1,4023 -1,6417 -1,8447 -2,0011 -2,1225 -2,2433 -2,4078 -2,6482 -2,9677 -3,3422 -3,7330 -4,0981 -4,4046 -4,6418 -4,8210 -4,9664 -5,1063 -5,2600 -5,4310 -5,6106 -5,7820 -5,9159 -5,9745 -5,9325 -5,7981 -5,6176 -5,4631 -5,4027 -5,4679 -5,6387 -5,8510 -6,0199 -6,0658 -5,9373 -5,6263 -5,1745 -4,6632 -4,1834 -3,8023 -3,5496 -3,4184 -3,3715 -3,3614 -3,3542 -3,3373 -3,3154 -3,3060 -3,3276 -3,3854 -3,4673 -3,5475 -3,5864 -3,5399 -3,3850 -3,1379 -2,8536 -2,6073 -2,4620 -2,4419 -2,5304 -2,6837 -2,8410 -2,9420 -2,9606 -2,9239 -2,8937 -2,9268 -3,0480 -3,2514 -3,5146 -3,8067 -4,0854 -4,2999 -4,4156 -4,4366 -4,4021 -4,3631 -4,3573 -4,3970 -4,4730 -4,5570 -4,6008 -4,5529 -4,3840 -4,0980 -3,7279 -3,3286 -2,9639 -2,6795 -2,4788 -2,3244 -2,1601 -1,9414 -1,6628 -1,3602 -1,0900 -0,9108 -0,8719 -0,9927 -1,2436 -1,5508 -1,8272 -2,0084 -2,0705 -2,0243 -1,9021 -1,7480 -1,6111 -1,5306 -1,5200 -1,5582 -1,5960 -1,5834 -1,5005 -1,3602 -1,1845 -0,9923 -0,8094 -0,6735 -0,6203 -0,6527 -0,7253 -0,7659 -0,7150 -0,5519 -0,2977 -0,0060 0,2639 0,4749 0,6213 0,7176 0,7873 0,8551 0,9391 1,0428 1,1518 1,2390 1,2854 1,2993 1,3070 1,3349 1,4062 1,5429 1,7568 2,0411 2,3702 2,7052 3,0031 3,2335 3,3883 3,4796 3,5347 3,5901 3,6792 3,8200 4,0104 4,2264 4,4358 4,6218 4,7933 4,9769 5,2047 5,5037 5,8828 6,3208 6,7650 7,1478 7,4178 7,5618 7,6035 7,5831 7,5415 7,5097 7,5011 7,5098 7,5150 7,4848 7,3808 7,1734 6,8570 6,4546 6,0190 5,6228 5,3301 5,1686 5,1218 5,1401 5,1652 5,1541 5,0928 5,0014 4,9269 4,9199 5,0033 5,1578 5,3292 5,4491 5,4619 5,3500 5,1394 4,8813 4,6342 4,4532 4,3715 4,3856 4,4597 4,5363 4,5535 4,4743 4,3035 4,0797 3,8610 3,7006 3,6147 3,5738 3,5296 3,4458 3,3072 3,1131 2,8759 2,6284 2,4257 2,3340 2,4047 2,6481 3,0233 3,4459 3,8124 4,0351 4,0756 3,9572 3,7552 3,5638 3,4520 3,4426 3,5204 3,6503 3,7933 3,9169 4,0015 4,0436 4,0547 4,0507 4,0470 4,0626 4,1150 4,2001 4,2867 4,3366 4,3251 4,2471 4,1123 3,9404 3,7584 3,5947 3,4626 3,3486 3,2245 3,0697 2,8835 2,6819 2,4917 2,3378 2,2290 2,1508 2,0706 1,9512 1,7672 1,5194 1,2363 0,9621 0,7432 0,6160 0,5887 0,6326 0,6929 0,7102 0,6426 0,4832 0,2557 -0,0079 -0,2790 -0,5314 -0,7465 -0,9251 -1,0939 -1,2939 -1,5534 -1,8702 -2,2199 -2,5695 -2,8772 -3,0983 -3,2052 -3,1999 -3,1104 -2,9846 -2,8749 -2,8139 -2,8004 -2,8041 -2,7807 -2,6915 -2,5223 -2,2858 -2,0087 -1,7232 -1,4632 -1,2522 -1,0910 -0,9553 -0,8022 -0,5904 -0,3021 0,0586 0,4803 0,9419 1,4011 1,8008 2,0944 2,2672 2,3399 2,3525 2,3438 2,3365 2,3288 2,2950 2,2008 2,0263 1,7790 1,4901 1,2037 0,9578 0,7702 0,6391 0,5502 0,4778 0,3884 0,2515 0,0569 -0,1767 -0,4145 -0,6258 -0,7902 -0,8944 -0,9381 -0,9479 -0,9725 -1,0574 -1,2220 -1,4535 -1,7184 -1,9797 -2,2151 -2,4239 -2,6214 -2,8304 -3,0747 -3,3726 -3,7271 -4,1175 -4,5015 -4,8338 -5,0905 -5,2781 -5,4304 -5,5969 -5,8175 -6,0980 -6,4109 -6,7165 -6,9759 -7,1531 -7,2229 -7,1888 -7,0924 -7,0030 -6,9880 -7,0841 -7,2848 -7,5470 -7,8073 -8,0016 -8,0862 -8,0575 -7,9594 -7,8666 -7,8506 -7,9519 -8,1716 -8,4729 -8,7896 -9,0537 -9,2304 -9,3348 -9,4181 -9,5382 -9,7291 -9,9851 -10,2710 -10,5444 -10,7665 -10,9038 -10,9317 -10,8417 -10,6491 -10,3958 -10,1342 -9,9010 -9,7017 -9,5150 -9,3074 -9,0550 -8,7616 -8,4598 -8,1980 -8,0270 -7,9848 -8,0773
Fz    -3,7230 -3,4192 -3,0706 -2,6425 -2,1222 -1,5332 -0,9244 -0,3445 0,1767 0,6286 1,0085 1,3163 1,5599 1,7545 1,9102 2,0254 2,0931 2,1063 2,0571 1,9365 1,7440 1,5002 1,2471 1,0307 0,8811 0,8033 0,7728 0,7438 0,6732 0,5426 0,3596 0,1454 -0,0736 -0,2718 -0,4348 -0,5630 -0,6668 -0,7593 -0,8503 -0,9386 -1,0069 -1,0286 -0,9854 -0,8807 -0,7357 -0,5768 -0,4334 -0,3387 -0,3184 -0,3743 -0,4809 -0,5931 -0,6596 -0,6369 -0,5026 -0,2612 0,0577 0,4126 0,7667 1,0947 1,3754 1,5842 1,7016 1,7278 1,6869 1,6170 1,5511 1,5008 1,4544 1,3894 1,2911 1,1705 1,0648 1,0140 1,0392 1,1399 1,2953 1,4632 1,5915 1,6406 1,5987 1,4843 1,3415 1,2260 1,1844 1,2416 1,3979 1,6287 1,8906 2,1367 2,3325 2,4683 2,5605 2,6371 2,7168 2,7968 2,8543 2,8553 2,7694 2,5843 2,3097 1,9759 1,6312 1,3305 1,1143 0,9910 0,9325 0,8901 0,8237 0,7224 0,6006 0,4802 0,3742 0,2791 0,1738 0,0266 -0,1882 -0,4787 -0,8322 -1,2184 -1,5938 -1,9050 -2,0927 -2,1036 -1,9069 -1,5057 -0,9363 -0,2602 0,4494 1,1274 1,7342 2,2644 2,7416 3,1995 3,6585 4,1142 4,5460 4,9350 5,2735 5,5602 5,7948 5,9833 6,1454 6,3089 6,4892 6,6760 6,8379 6,9385 6,9509 6,8647 6,6877 6,4453 6,1782 5,9286 5,7243 5,5730 5,4631 5,3634 5,2321 5,0384 4,7800 4,4772 4,1563 3,8351 3,5200 3,2124 2,9161 2,6368 2,3799 2,1496 1,9446 1,7564 1,5748 1,3962 1,2236 1,0616 0,9106 0,7642 0,6127 0,4502 0,2780 0,0993 -0,0845 -0,2724 -0,4648 -0,6686 -0,8985 -1,1739 -1,5092 -1,9042 -2,3435 -2,7995 -3,2387 -3,6334 -3,9728 -4,2593 -4,4998 -4,7022 -4,8715 -5,0100 -5,1237 -5,2194 -5,2937 -5,3306 -5,3149 -5,2490 -5,1606 -5,0967 -5,1019 -5,1972 -5,3699 -5,5775 -5,7633 -5,8745 -5,8728 -5,7428 -5,4994 -5,1871 -4,8618 -4,5704 -4,3416 -4,1831 -4,0813 -4,0133 -3,9636 -3,9292 -3,9126 -3,9160 -3,9382 -3,9735 -4,0130 -4,0410 -4,0296 -3,9450 -3,7683 -3,5141 -3,2337 -2,9972 -2,8597 -2,8364 -2,9055 -3,0286 -3,1648 -3,2807 -3,3650 -3,4366 -3,5312 -3,6739 -3,8670 -4,0998 -4,3622 -4,6439 -4,9252 -5,1768 -5,3735 -5,5087 -5,5932 -5,6462 -5,6867 -5,7291 -5,7854 -5,8581 -5,9265 -5,9480 -5,8775 -5,6867 -5,3762 -4,9792 -4,5544 -4,1618 -3,8352 -3,5714 -3,3419 -3,1167 -2,8863 -2,6664 -2,4853 -2,3713 -2,3479 -2,4247 -2,5873 -2,7952 -2,9960 -3,1475 -3,2312 -3,2474 -3,2016 -3,1021 -2,9673 -2,8260 -2,7041 -2,6094 -2,5263 -2,4289 -2,3023 -2,1477 -1,9696 -1,7712 -1,5675 -1,3938 -1,2907 -1,2752 -1,3212 -1,3709 -1,3655 -1,2726 -1,0957 -0,8666 -0,6241 -0,3926 -0,1795 0,0167 0,2016 0,3848 0,5758 0,7757 0,9723 1,1449 1,2810 1,3885 1,4853 1,5822 1,6832 1,7948 1,9255 2,0788 2,2539 2,4475 2,6505 2,8490 3,0288 3,1789 3,2953 3,3853 3,4623 3,5406 3,6333 3,7475 3,8827 4,0397 4,2265 4,4570 4,7441 5,0949 5,5058 5,9586 6,4184 6,8422 7,1942 7,4588 7,6382 7,7418 7,7806 7,7675 7,7148 7,6304 7,5141 7,3542 7,1303 6,8266 6,4458 6,0129 5,5750 5,1947 4,9253 4,7840 4,7474 4,7662 4,7899 4,7869 4,7530 4,7078 4,6821 4,6985 4,7575 4,8391 4,9154 4,9585 4,9461 4,8737 4,7575 4,6229 4,4978 4,4120 4,3879 4,4275 4,5124 4,6061 4,6627 4,6443 4,5332 4,3354 4,0833 3,8259 3,5972 3,3981 3,2087 3,0114 2,7977 2,5639 2,3144 2,0705 1,8742 1,7768 1,8171 2,0020 2,3014 2,6552 2,9860 3,2200 3,3142 3,2733 3,1451 2,9960 2,8806 2,8259 2,8310 2,8775 2,9432 3,0101 3,0644 3,0972 3,1065 3,0967 3,0777 3,0695 3,0965 3,1684 3,2693 3,3677 3,4314 3,4372 3,3737 3,2411 3,0548 2,8442 2,6404 2,4641 2,3233 2,2184 2,1428 2,0835 2,0274 1,9679 1,9027 1,8282 1,7378 1,6248 1,4879 1,3384 1,1981 1,0875 1,0206 1,0058 1,0365 1,0812 1,0901 1,0143 0,8288 0,5460 0,2054 -0,1519 -0,4954 -0,8034 -1,0624 -1,2714 -1,4448 -1,6052 -1,7679 -1,9325 -2,0912 -2,2371 -2,3577 -2,4344 -2,4550 -2,4202 -2,3422 -2,2466 -2,1681 -2,1348 -2,1523 -2,1994 -2,2390 -2,2358 -2,1728 -2,0532 -1,8930 -1,7172 -1,5574 -1,4383 -1,3638 -1,3159 -1,2623 -1,1705 -1,0187 -0,7925 -0,4778 -0,0713 0,4006 0,8830 1,3184 1,6718 1,9374 2,1261 2,2524 2,3275 2,3548 2,3268 2,2323 2,0714 1,8625 1,6360 1,4252 1,2536 1,1276 1,0413 0,9847 0,9446 0,9037 0,8431 0,7510 0,6282 0,4840 0,3281 0,1684 0,0179 -0,1071 -0,1997 -0,2735 -0,3555 -0,4700 -0,6284 -0,8265 -1,0506 -1,2865 -1,5286 -1,7802 -2,0471 -2,3337 -2,6412 -2,9664 -3,3008 -3,6314 -3,9468 -4,2423 -4,5200 -4,7900 -5,0712 -5,3789 -5,7105 -6,0483 -6,3731 -6,6696 -6,9224 -7,1153 -7,2408 -7,3126 -7,3677 -7,4529 -7,6032 -7,8274 -8,1059 -8,3983 -8,6537 -8,8254 -8,8903 -8,8645 -8,7976 -8,7490 -8,7659 -8,8731 -9,0679 -9,3213 -9,5963 -9,8719 -10,1531 -10,4621 -10,8187 -11,2222 -11,6443 -12,0416 -12,3778 -12,6302 -12,7852 -12,8362 -12,7868 -12,6533 -12,4613 -12,2388 -12,0077 -11,7754 -11,5336 -11,2690 -10,9784 -10,6752 -10,3832 -10,1267 -9,9263 -9,7980 -9,7474
F3    -3,6027 -3,3088 -2,9686 -2,5546 -2,0563 -1,4927 -0,9079 -0,3542 0,1277 0,5186 0,8179 1,0387 1,2019 1,3273 1,4206 1,4756 1,4876 1,4567 1,3794 1,2464 1,0550 0,8237 0,5931 0,4080 0,2958 0,2559 0,2602 0,2653 0,2341 0,1521 0,0289 -0,1132 -0,2465 -0,3452 -0,3972 -0,4090 -0,3978 -0,3777 -0,3548 -0,3276 -0,2863 -0,2134 -0,0930 0,0745 0,2686 0,4555 0,5933 0,6366 0,5554 0,3533 0,0708 -0,2270 -0,4672 -0,5883 -0,5566 -0,3736 -0,0726 0,2976 0,6929 1,0821 1,4389 1,7362 1,9548 2,0939 2,1707 2,2093 2,2266 2,2198 2,1644 2,0282 1,7966 1,4954 1,1877 0,9420 0,7987 0,7626 0,8094 0,8948 0,9715 1,0075 0,9915 0,9318 0,8571 0,8117 0,8374 0,9563 1,1654 1,4368 1,7290 2,0013 2,2239 2,3829 2,4840 2,5498 2,6099 2,6856 2,7773 2,8576 2,8812 2,8071 2,6204 2,3434 2,0295 1,7403 1,5190 1,3743 1,2791 1,1873 1,0617 0,8927 0,6990 0,5102 0,3444 0,1959 0,0380 -0,1629 -0,4312 -0,7716 -1,1667 -1,5798 -1,9603 -2,2480 -2,3819 -2,3177 -2,0464 -1,5992 -1,0324 -0,4069 0,2241 0,8217 1,3664 1,8599 2,3237 2,7869 3,2627 3,7333 4,1607 4,5148 4,7938 5,0176 5,2101 5,3898 5,5757 5,7867 6,0280 6,2770 6,4862 6,6021 6,5879 6,4398 6,1900 5,8944 5,6119 5,3815 5,2112 5,0841 4,9733 4,8466 4,6720 4,4296 4,1202 3,7609 3,3771 2,9966 2,6415 2,3232 2,0430 1,7949 1,5712 1,3690 1,1888 1,0280 0,8809 0,7420 0,6062 0,4686 0,3249 0,1687 -0,0092 -0,2126 -0,4351 -0,6673 -0,9044 -1,1427 -1,3782 -1,6097 -1,8431 -2,0892 -2,3559 -2,6402 -2,9317 -3,2207 -3,4988 -3,7602 -4,0061 -4,2421 -4,4710 -4,6917 -4,9000 -5,0927 -5,2722 -5,4408 -5,5861 -5,6811 -5,7025 -5,6519 -5,5651 -5,5029 -5,5213 -5,6399 -5,8303 -6,0315 -6,1803 -6,2337 -6,1707 -5,9886 -5,7057 -5,3589 -4,9920 -4,6415 -4,3316 -4,0722 -3,8607 -3,6920 -3,5660 -3,4819 -3,4324 -3,4106 -3,4149 -3,4432 -3,4843 -3,5171 -3,5127 -3,4420 -3,2900 -3,0710 -2,8320 -2,6348 -2,5237 -2,5040 -2,5512 -2,6320 -2,7100 -2,7511 -2,7430 -2,7098 -2,7001 -2,7566 -2,8959 -3,1111 -3,3819 -3,6810 -3,9752 -4,2288 -4,4173 -4,5375 -4,6032 -4,6349 -4,6529 -4,6725 -4,7046 -4,7482 -4,7779 -4,7523 -4,6399 -4,4346 -4,1544 -3,8370 -3,5321 -3,2842 -3,1087 -2,9864 -2,8778 -2,7483 -2,5898 -2,4239 -2,2871 -2,2154 -2,2355 -2,3533 -2,5442 -2,7586 -2,9402 -3,0484 -3,0690 -3,0101 -2,8945 -2,7558 -2,6313 -2,5487 -2,5117 -2,4996 -2,4789 -2,4227 -2,3242 -2,1919 -2,0335 -1,8547 -1,6748 -1,5323 -1,4678 -1,4960 -1,5888 -1,6859 -1,7291 -1,6898 -1,5739 -1,4069 -1,2124 -1,0007 -0,7749 -0,5435 -0,3218 -0,1238 0,0456 0,1902 0,3156 0,4217 0,5095 0,5901 0,6802 0,7927 0,9372 1,1230 1,3516 1,6111 1,8791 2,1296 2,3405 2,5035 2,6270 2,7274 2,8223 2,9281 3,0570 3,2152 3,4039 3,6185 3,8501 4,0936 4,3554 4,6522 5,0014 5,4097 5,8674 6,3466 6,8040 7,1961 7,5014 7,7286 7,9002 8,0309 8,1199 8,1579 8,1356 8,0480 7,8914 7,6614 7,3545 6,9767 6,5480 6,0999 5,6757 5,3302 5,1115 5,0337 5,0665 5,1487 5,2171 5,2317 5,1858 5,1030 5,0248 4,9906 5,0193 5,1024 5,2111 5,3083 5,3623 5,3615 5,3161 5,2439 5,1631 5,0955 5,0612 5,0645 5,0881 5,0954 5,0441 4,9087 4,6945 4,4336 4,1728 3,9526 3,7856 3,6539 3,5293 3,3914 3,2295 3,0384 2,8235 2,6068 2,4283 2,3377 2,3766 2,5550 2,8415 3,1706 3,4599 3,6350 3,6598 3,5529 3,3778 3,2113 3,1089 3,0902 3,1440 3,2450 3,3667 3,4852 3,5791 3,6347 3,6524 3,6415 3,6140 3,5861 3,5763 3,5943 3,6307 3,6606 3,6539 3,5876 3,4530 3,2583 3,0251 2,7825 2,5554 2,3590 2,2014 2,0883 2,0211 1,9943 1,9978 2,0194 2,0435 2,0518 2,0246 1,9444 1,8027 1,6096 1,3924 1,1836 1,0126 0,8996 0,8394 0,7930 0,7032 0,5253 0,2500 -0,0950 -0,4629 -0,8097 -1,1007 -1,3108 -1,4319 -1,4833 -1,5092 -1,5595 -1,6631 -1,8168 -2,0010 -2,1954 -2,3756 -2,5128 -2,5862 -2,5938 -2,5513 -2,4918 -2,4575 -2,4798 -2,5634 -2,6845 -2,8022 -2,8754 -2,8792 -2,8118 -2,6884 -2,5342 -2,3771 -2,2336 -2,0979 -1,9445 -1,7397 -1,4597 -1,1053 -0,6967 -0,2560 0,1979 0,6392 1,0344 1,3584 1,6077 1,7963 1,9416 2,0551 2,1398 2,1910 2,1978 2,1513 2,0552 1,9268 1,7876 1,6554 1,5363 1,4217 1,2990 1,1617 1,0115 0,8545 0,6973 0,5454 0,4050 0,2806 0,1725 0,0791 0,0053 -0,0425 -0,0683 -0,0931 -0,1452 -0,2475 -0,4100 -0,6266 -0,8766 -1,1337 -1,3801 -1,6125 -1,8391 -2,0734 -2,3281 -2,6068 -2,9021 -3,1971 -3,4767 -3,7406 -4,0046 -4,2920 -4,6220 -4,9974 -5,3975 -5,7867 -6,1342 -6,4231 -6,6447 -6,7906 -6,8603 -6,8757 -6,8844 -6,9416 -7,0811 -7,3018 -7,5720 -7,8431 -8,0624 -8,1868 -8,2013 -8,1320 -8,0377 -7,9809 -8,0041 -8,1204 -8,3136 -8,5461 -8,7792 -8,9976 -9,2187 -9,4810 -9,8166 -10,2246 -10,6652 -11,0809 -11,4267 -11,6824 -11,8435 -11,9109 -11,8911 -11,8017 -11,6708 -11,5244 -11,3719 -11,2009 -10,9866 -10,7092 -10,3686 -9,9907 -9,6204 -9,3051 -9,0821 -8,9729 -8,9773
F7    -2,8464 -2,6254 -2,3856 -2,0995 -1,7479 -1,3357 -0,8918 -0,4557 -0,0626 0,2660 0,5233 0,7155 0,8584 0,9683 1,0511 1,1045 1,1249 1,1050 1,0289 0,8822 0,6704 0,4299 0,2154 0,0726 0,0175 0,0341 0,0809 0,1073 0,0784 -0,0070 -0,1231 -0,2367 -0,3198 -0,3523 -0,3257 -0,2487 -0,1463 -0,0515 0,0085 0,0268 0,0225 0,0331 0,0954 0,2253 0,4107 0,6184 0,8034 0,9174 0,9282 0,8377 0,6801 0,5051 0,3603 0,2817 0,2891 0,3832 0,5461 0,7523 0,9831 1,2267 1,4656 1,6715 1,8182 1,8986 1,9250 1,9168 1,8882 1,8397 1,7579 1,6238 1,4329 1,2147 1,0302 0,9362 0,9526 1,0623 1,2273 1,3995 1,5327 1,5979 1,5902 1,5286 1,4565 1,4304 1,4945 1,6638 1,9249 2,2418 2,5670 2,8596 3,0974 3,2784 3,4152 3,5250 3,6208 3,7043 3,7605 3,7625 3,6891 3,5396 3,3340 3,1083 2,9105 2,7870 2,7606 2,8153 2,8987 2,9458 2,9092 2,7788 2,5794 2,3501 2,1212 1,8998 1,6708 1,4099 1,0980 0,7288 0,3120 -0,1222 -0,5235 -0,8276 -0,9703 -0,9065 -0,6302 -0,1794 0,3812 0,9856 1,5807 2,1312 2,6232 3,0624 3,4668 3,8555 4,2343 4,5869 4,8831 5,1002 5,2408 5,3316 5,4081 5,4993 5,6239 5,7937 6,0082 6,2447 6,4585 6,6003 6,6374 6,5669 6,4153 6,2295 6,0611 5,9437 5,8787 5,8415 5,7966 5,7060 5,5352 5,2657 4,9057 4,4870 4,0525 3,6436 3,2884 2,9966 2,7642 2,5796 2,4270 2,2912 2,1620 2,0346 1,9088 1,7855 1,6608 1,5221 1,3495 1,1221 0,8283 0,4786 0,1033 -0,2662 -0,6111 -0,9232 -1,2014 -1,4511 -1,6825 -1,9070 -2,1295 -2,3446 -2,5428 -2,7170 -2,8641 -2,9890 -3,1038 -3,2191 -3,3401 -3,4717 -3,6177 -3,7800 -3,9613 -4,1612 -4,3650 -4,5409 -4,6564 -4,6989 -4,6867 -4,6657 -4,6844 -4,7650 -4,8894 -5,0101 -5,0759 -5,0533 -4,9311 -4,7176 -4,4357 -4,1125 -3,7738 -3,4470 -3,1660 -2,9581 -2,8278 -2,7595 -2,7334 -2,7317 -2,7341 -2,7224 -2,6889 -2,6366 -2,5765 -2,5204 -2,4680 -2,4002 -2,2922 -2,1349 -1,9462 -1,7656 -1,6298 -1,5493 -1,5133 -1,5070 -1,5115 -1,4998 -1,4548 -1,3909 -1,3480 -1,3618 -1,4433 -1,5787 -1,7389 -1,8921 -2,0152 -2,0930 -2,1200 -2,1054 -2,0657 -2,0127 -1,9491 -1,8766 -1,8061 -1,7476 -1,6918 -1,6132 -1,4907 -1,3206 -1,1142 -0,8955 -0,7002 -0,5619 -0,4914 -0,4659 -0,4384 -0,3642 -0,2353 -0,0906 0,0080 0,0061 -0,1275 -0,3906 -0,7392 -1,0946 -1,3751 -1,5288 -1,5470 -1,4566 -1,3041 -1,1415 -1,0169 -0,9665 -1,0042 -1,1169 -1,2717 -1,4322 -1,5716 -1,6706 -1,7067 -1,6599 -1,5342 -1,3651 -1,1993 -1,0619 -0,9391 -0,7917 -0,5856 -0,3157 -0,0135 0,2662 0,4736 0,5877 0,6194 0,5953 0,5433 0,4894 0,4583 0,4692 0,5253 0,6116 0,7103 0,8173 0,9373 1,0690 1,2070 1,3530 1,5149 1,6985 1,9039 2,1209 2,3312 2,5201 2,6826 2,8151 2,9153 2,9916 3,0664 3,1655 3,3049 3,4830 3,6881 3,9140 4,1665 4,4528 4,7677 5,0960 5,4227 5,7354 6,0150 6,2358 6,3803 6,4525 6,4746 6,4747 6,4776 6,4968 6,5260 6,5417 6,5167 6,4330 6,2850 6,0792 5,8316 5,5604 5,2882 5,0526 4,9011 4,8640 4,9314 5,0559 5,1776 5,2499 5,2529 5,1968 5,1129 5,0367 4,9949 4,9975 5,0362 5,0858 5,1147 5,1014 5,0417 4,9434 4,8266 4,7247 4,6661 4,6531 4,6643 4,6661 4,6240 4,5176 4,3536 4,1628 3,9864 3,8541 3,7662 3,6956 3,6129 3,5066 3,3804 3,2401 3,0911 2,9479 2,8402 2,8056 2,8723 3,0415 3,2845 3,5515 3,7808 3,9150 3,9262 3,8311 3,6842 3,5506 3,4747 3,4681 3,5185 3,6031 3,6955 3,7676 3,7974 3,7790 3,7239 3,6524 3,5864 3,5492 3,5611 3,6240 3,7120 3,7865 3,8224 3,8182 3,7830 3,7257 3,6554 3,5817 3,5072 3,4243 3,3251 3,2116 3,0939 2,9775 2,8587 2,7306 2,5901 2,4396 2,2815 2,1105 1,9138 1,6843 1,4317 1,1855 0,9894 0,8836 0,8749 0,9241 0,9692 0,9591 0,8755 0,7363 0,5799 0,4386 0,3249 0,2383 0,1714 0,1063 0,0125 -0,1439 -0,3796 -0,6808 -1,0166 -1,3546 -1,6592 -1,8904 -2,0217 -2,0544 -2,0159 -1,9519 -1,9125 -1,9304 -2,0070 -2,1163 -2,2184 -2,2777 -2,2791 -2,2298 -2,1451 -2,0399 -1,9276 -1,8123 -1,6813 -1,5107 -1,2810 -0,9894 -0,6515 -0,2843 0,1060 0,5136 0,9166 1,2817 1,5845 1,8270 2,0332 2,2297 2,4284 2,6236 2,7946 2,9111 2,9462 2,8921 2,7629 2,5853 2,3874 2,1925 2,0175 1,8740 1,7654 1,6837 1,6117 1,5295 1,4245 1,2957 1,1487 0,9892 0,8273 0,6840 0,5845 0,5411 0,5434 0,5630 0,5637 0,5138 0,4012 0,2405 0,0592 -0,1228 -0,3055 -0,5060 -0,7459 -1,0360 -1,3712 -1,7384 -2,1219 -2,5048 -2,8735 -3,2199 -3,5406 -3,8373 -4,1134 -4,3653 -4,5822 -4,7570 -4,8929 -4,9954 -5,0667 -5,1141 -5,1605 -5,2428 -5,3923 -5,6128 -5,8768 -6,1420 -6,3688 -6,5284 -6,6065 -6,6106 -6,5740 -6,5454 -6,5662 -6,6541 -6,8017 -6,9816 -7,1564 -7,2972 -7,4004 -7,4892 -7,5982 -7,7559 -7,9671 -8,2072 -8,4403 -8,6459 -8,8246 -8,9859 -9,1352 -9,2675 -9,3677 -9,4186 -9,4077 -9,3265 -9,1685 -8,9320 -8,6257 -8,2718 -7,9041 -7,5574 -7,2568 -7,0162 -6,8435 -6,7380
