Fp1   -0,5152 -0,9029 -1,2349 -1,4852 -1,6541 -1,7374 -1,7128 -1,5509 -1,2439 -0,8339 -0,4069 -0,0463 0,2065 0,3508 0,3970 0,3478 0,2125 0,0291 -0,1501 -0,2920 -0,3894 -0,4466 -0,4690 -0,4578 -0,4074 -0,3067 -0,1454 0,0787 0,3578 0,6811 1,0405 1,4228 1,7932 2,0983 2,2963 2,3759 2,3409 2,1908 1,9308 1,5876 1,2063 0,8306 0,4824 0,1568 -0,1690 -0,5290 -0,9628 -1,4949 -2,1118 -2,7586 -3,3610 -3,8467 -4,1623 -4,2885 -4,2425 -4,0549 -3,7490 -3,3421 -2,8586 -2,3366 -1,8345 -1,4216 -1,1538 -1,0558 -1,1143 -1,2756 -1,4695 -1,6556 -1,8387 -2,0401 -2,2628 -2,4716 -2,5989 -2,5811 -2,3921 -2,0476 -1,5837 -1,0270 -0,3876 0,3088 0,9954 1,5879 2,0352 2,3397 2,5283 2,6065 2,5570 2,3764 2,0922 1,7425 1,3658 1,0164 0,7715 0,7069 0,8659 1,2407 1,7655 2,3307 2,8156 3,1200 3,1899 3,0400 2,7522 2,4396 2,2009 2,0742 2,0032 1,8569 1,5085 0,8991 0,0437 -0,9882 -2,0814 -3,0913 -3,8887 -4,4113 -4,6763 -4,7512 -4,7142 -4,6264 -4,5165 -4,3793 -4,1992 -3,9801 -3,7404 -3,4789 -3,1623 -2,7544 -2,2463 -1,6502 -0,9799 -0,2454 0,5456 1,3825 2,2417 3,0814 3,8459 4,4749 4,9132 5,1207 5,0944 4,8907 4,6233 4,4300 4,4251 4,6668 5,1514 5,8171 6,5503 7,2163 7,7161 8,0156 8,1272 8,0804 7,9114 7,6639 7,4000 7,2066 7,1675 7,3172 7,6211 7,9950 8,3528 8,6501 8,8834 9,0535 9,1377 9,0952 8,8910 8,5164 7,9968 7,3893 6,7697 6,2070 5,7430 5,3902 5,1428 4,9835 4,8775 4,7785 4,6579 4,5239 4,3981 4,2818 4,1597 4,0312 3,9196 3,8458 3,7968 3,7244 3,5746 3,3289 3,0176 2,6906 2,3804 2,1046 1,8984 1,8122 1,8591 1,9877 2,1249 2,2344 2,3209 2,3901 2,4167 2,3437 2,0997 1,6302 0,9347 0,0835 -0,8128 -1,6468 -2,3323 -2,8092 -3,0706 -3,1773 -3,2140 -3,2354 -3,2583 -3,2800 -3,2882 -3,2665 -3,1925 -3,0304 -2,7363 -2,2817 -1,6799 -0,9931 -0,3084 0,2897 0,7263 0,9449 0,9383 0,7722 0,5653 0,4364 0,4583 0,6413 0,9369 1,2530 1,4978 1,6284 1,6600 1,6379 1,6074 1,5947 1,6061 1,6434 1,7159 1,8299 1,9714 2,1021 2,1707 2,1449 2,0449 1,9447 1,9306 2,0399 2,2277 2,3988 2,4751 2,4349 2,3063 2,1387 1,9672 1,7923 1,5898 1,3287 0,9908 0,5953 0,2081 -0,0909 -0,2620 -0,3280 -0,3403 -0,3293 -0,2949 -0,2375 -0,1830 -0,1683 -0,2037 -0,2533 -0,2532 -0,1500 0,0705 0,3718 0,6729 0,8802 0,9331 0,8331 0,6276 0,3725 0,1186 -0,0860 -0,2071 -0,2385 -0,1896 -0,0702 0,0988 0,2788 0,4315 0,5383 0,6048 0,6473 0,6638 0,6160 0,4490 0,1425 -0,2514 -0,6325 -0,9211 -1,0941 -1,1635 -1,1403 -1,0239 -0,8192 -0,5553 -0,2724 -0,0020 0,2172 0,3236 0,2678 0,0665 -0,1898 -0,3750 -0,3842 -0,1821 0,1878 0,6440 1,1119 1,5389 1,8986 2,1978 2,4629 2,6989 2,8666 2,9109 2,8159 2,6169 2,3639 2,0886 1,8022 1,5056 1,1931 0,8575 0,5077 0,1751 -0,1083 -0,3431 -0,5626 -0,7868 -0,9825 -1,0820 -1,0341 -0,8273 -0,4845 -0,0748 0,2781 0,4466 0,3844 0,1486 -0,1548 -0,4316 -0,6253 -0,7226 -0,7431 -0,7136 -0,6476 -0,5436 -0,3951 -0,1912 0,0849 0,4352 0,8226 1,1885 1,4984 1,7554 1,9738 2,1517 2,2669 2,2960 2,2393 2,1211 1,9599 1,7472 1,4665 1,1321 0,7978 0,5271 0,3623 0,3177 0,3827 0,5256 0,7006 0,8558 0,9457 0,9544 0,9062 0,8415 0,7876 0,7598 0,7732 0,8304 0,9074 0,9652 0,9784 0,9591 0,9507 0,9967 1,1156 1,2932 1,4915 1,6663 1,7798 1,8011 1,7176 1,5510 1,3463 1,1371 0,9243 0,6898 0,4286 0,1630 -0,0706 -0,2372 -0,3108 -0,2802 -0,1432 0,1045 0,4533 0,8555 1,2374 1,5381 1,7341 1,8379 1,8821 1,8990 1,9102 1,9255 1,9424 1,9422 1,8913 1,7563 1,5220 1,2023 0,8436 0,5183 0,3078 0,2761 0,4430 0,7750 1,2118 1,6975 2,1829 2,6156 2,9470 3,1542 3,2545 3,2908 3,3001 3,2993 3,2958 3,2965 3,3002 3,2971 3,2802 3,2476 3,2031 3,1614 3,1437 3,1578 3,1779 3,1458 3,0113 2,7842 2,5370 2,3517 2,2662 2,2595 2,2676 2,2161 2,0531 1,7638 1,3580 0,8501 0,2534 -0,4117 -1,1125 -1,7997 -2,4055 -2,8533 -3,0823 -3,0788 -2,8898 -2,5975 -2,2791 -1,9868 -1,7483 -1,5708 -1,4512 -1,3930 -1,4077 -1,4944 -1,6231 -1,7353 -1,7587 -1,6340 -1,3351 -0,8752 -0,3089 0,2813 0,8246 1,2958 1,7132 2,1151 2,5349 2,9791 3,4226 3,8237 4,1496 4,3961 4,5855 4,7436 4,8805 4,9935 5,0791 5,1421 5,1975 5,2627 5,3535 5,4941 5,7126 6,0153 6,3732 6,7362 7,0489 7,2531 7,2832 7,0770 6,6109 5,9354 5,1617 4,3997 3,7075 3,0938 2,5537 2,0885 1,6905 1,3300 0,9754 0,6222 0,2942 0,0205 -0,1903 -0,3541 -0,4880 -0,5958 -0,6892 -0,8043 -0,9745 -1,1928 -1,4126 -1,5800 -1,6637 -1,6589 -1,5755 -1,4253 -1,2229 -0,9998 -0,8121 -0,7179 -0,7322 -0,8118 -0,8981 -0,9672 -1,0370 -1,1407 -1,2976 -1,4875 -1,6516 -1,7284 -1,6924 -1,5678 -1,4183 -1,3219 -1,3358 -1,4698 -1,6797 -1,8808 -1,9815 -1,9220 -1,7004 -1,3721 -1,0164 -0,6903 -0,4095 -0,1650 0,0512 0,2351 0,3761
Fz    -0,3967 -0,8575 -1,3285 -1,7596 -2,1122 -2,3456 -2,4216 -2,3192 -2,0443 -1,6341 -1,1528 -0,6674 -0,2206 0,1716 0,4988 0,7420 0,8890 0,9575 0,9872 1,0122 1,0477 1,0918 1,1317 1,1552 1,1635 1,1733 1,1990 1,2381 1,2819 1,3372 1,4304 1,5854 1,7925 2,0005 2,1502 2,2123 2,1863 2,0742 1,8723 1,5789 1,1964 0,7292 0,1883 -0,4106 -1,0602 -1,7715 -2,5644 -3,4392 -4,3522 -5,2165 -5,9336 -6,4277 -6,6654 -6,6541 -6,4267 -6,0183 -5,4543 -4,7575 -3,9619 -3,1223 -2,3161 -1,6242 -1,0983 -0,7550 -0,5915 -0,5872 -0,7010 -0,8903 -1,1302 -1,4103 -1,7160 -2,0055 -2,2068 -2,2450 -2,0751 -1,6952 -1,1333 -0,4222 0,4057 1,2940 2,1523 2,8903 3,4650 3,8911 4,1979 4,3781 4,3899 4,2006 3,8182 3,2890 2,6841 2,0988 1,6477 1,4316 1,5007 1,8422 2,3874 3,0263 3,6288 4,0720 4,2741 4,2284 4,0060 3,7225 3,4883 3,3540 3,2642 3,0763 2,6497 1,9226 0,9170 -0,2885 -1,5745 -2,7950 -3,8205 -4,5911 -5,1316 -5,5107 -5,7917 -6,0117 -6,1800 -6,2836 -6,3082 -6,2663 -6,1903 -6,0949 -5,9547 -5,7266 -5,3855 -4,9303 -4,3697 -3,7122 -2,9625 -2,1253 -1,2185 -0,2853 0,6088 1,3946 2,0121 2,4118 2,5723 2,5314 2,3936 2,2925 2,3401 2,5983 3,0743 3,7227 4,4527 5,1573 5,7564 6,2180 6,5497 6,7811 6,9507 7,0969 7,2551 7,4656 7,7664 8,1712 8,6515 9,1419 9,5765 9,9322 10,2278 10,4831 10,6875 10,8006 10,7711 10,5589 10,1559 9,5969 8,9509 8,2925 7,6756 7,1279 6,6592 6,2667 5,9316 5,6253 5,3366 5,0899 4,9252 4,8616 4,8902 4,9989 5,1819 5,4085 5,5924 5,6142 5,3916 4,9373 4,3511 3,7574 3,2491 2,8790 2,6836 2,6836 2,8489 3,0866 3,2900 3,4040 3,4394 3,4273 3,3686 3,2203 2,9174 2,4104 1,7043 0,8731 0,0292 -0,7246 -1,3202 -1,7257 -1,9532 -2,0611 -2,1239 -2,1918 -2,2738 -2,3443 -2,3655 -2,3084 -2,1493 -1,8572 -1,3985 -0,7563 0,0483 0,9447 1,8288 2,5926 3,1428 3,4192 3,4235 3,2297 2,9572 2,7266 2,6242 2,6880 2,9043 3,2130 3,5333 3,8023 3,9952 4,1211 4,2055 4,2700 4,3257 4,3841 4,4628 4,5672 4,6740 4,7387 4,7178 4,5945 4,4014 4,2222 4,1529 4,2390 4,4361 4,6349 4,7306 4,6761 4,4892 4,2206 3,9081 3,5576 3,1648 2,7399 2,3080 1,9039 1,5696 1,3378 1,2022 1,1122 1,0081 0,8648 0,7007 0,5499 0,4304 0,3426 0,2928 0,3120 0,4411 0,7005 1,0692 1,4816 1,8426 2,0609 2,0853 1,9251 1,6354 1,2826 0,9283 0,6299 0,4237 0,3062 0,2453 0,2067 0,1693 0,1332 0,1179 0,1441 0,2200 0,3368 0,4604 0,5301 0,4840 0,3018 0,0274 -0,2607 -0,5044 -0,6782 -0,7616 -0,7277 -0,5641 -0,2986 0,0009 0,2636 0,4445 0,5116 0,4314 0,1939 -0,1526 -0,5113 -0,7805 -0,8936 -0,8375 -0,6482 -0,3834 -0,0961 0,1739 0,4111 0,6375 0,8945 1,1915 1,4770 1,6699 1,7237 1,6494 1,4860 1,2672 1,0187 0,7658 0,5238 0,2886 0,0483 -0,1963 -0,4345 -0,6687 -0,9204 -1,2010 -1,4806 -1,7006 -1,8177 -1,8288 -1,7694 -1,7055 -1,7172 -1,8590 -2,1241 -2,4490 -2,7556 -2,9883 -3,1241 -3,1659 -3,1245 -2,9983 -2,7778 -2,4755 -2,1349 -1,7976 -1,4705 -1,1420 -0,8196 -0,5260 -0,2603 0,0140 0,3336 0,6918 1,0326 1,2846 1,3973 1,3566 1,1818 0,9101 0,5806 0,2327 -0,0925 -0,3647 -0,5699 -0,7001 -0,7508 -0,7310 -0,6682 -0,6018 -0,5642 -0,5588 -0,5581 -0,5296 -0,4582 -0,3410 -0,1815 -0,0021 0,1537 0,2451 0,2647 0,2488 0,2558 0,3259 0,4583 0,6214 0,7758 0,8927 0,9555 0,9530 0,8836 0,7649 0,6271 0,4928 0,3599 0,2060 0,0105 -0,2274 -0,4866 -0,7300 -0,9180 -1,0214 -1,0153 -0,8780 -0,6146 -0,2751 0,0631 0,3316 0,4956 0,5633 0,5736 0,5657 0,5612 0,5644 0,5650 0,5371 0,4486 0,2821 0,0504 -0,2083 -0,4444 -0,6064 -0,6361 -0,4777 -0,1139 0,4091 1,0069 1,5968 2,1135 2,5070 2,7445 2,8224 2,7762 2,6700 2,5684 2,5145 2,5273 2,6048 2,7244 2,8506 2,9518 3,0109 3,0281 3,0228 3,0254 3,0591 3,1179 3,1642 3,1604 3,1110 3,0660 3,0801 3,1687 3,2957 3,3918 3,3871 3,2401 2,9426 2,5040 1,9397 1,2755 0,5510 -0,1893 -0,9002 -1,5292 -2,0199 -2,3356 -2,4752 -2,4668 -2,3532 -2,1823 -1,9956 -1,8147 -1,6391 -1,4615 -1,2899 -1,1447 -1,0346 -0,9449 -0,8443 -0,6942 -0,4587 -0,1185 0,3158 0,7946 1,2429 1,6054 1,8828 2,1281 2,4155 2,8013 3,2944 3,8574 4,4347 4,9823 5,4854 5,9513 6,3840 6,7694 7,0855 7,3239 7,4988 7,6371 7,7557 7,8557 7,9436 8,0413 8,1686 8,3258 8,4978 8,6643 8,8006 8,8662 8,8027 8,5624 8,1485 7,6194 7,0462 6,4674 5,8827 5,2782 4,6445 3,9698 3,2437 2,4821 1,7394 1,0862 0,5764 0,2242 0,0036 -0,1228 -0,1758 -0,1677 -0,1235 -0,0710 -0,0155 0,0613 0,1780 0,3363 0,5250 0,7356 0,9661 1,2102 1,4372 1,5863 1,5939 1,4410 1,1678 0,8374 0,4937 0,1496 -0,2060 -0,5883 -0,9869 -1,3555 -1,6349 -1,7861 -1,8117 -1,7600 -1,7036 -1,7046 -1,7892 -1,9396 -2,0991 -2,1855 -2,1212 -1,8715 -1,4698 -0,9953 -0,5210 -0,0834 0,3027 0,6138 0,8091 0,8546
F3    0,3239 -0,1736 -0,6521 -1,0680 -1,3750 -1,5334 -1,5339 -1,4149 -1,2445 -1,0772 -0,9284 -0,7868 -0,6429 -0,5025 -0,3775 -0,2696 -0,1640 -0,0308 0,1620 0,4194 0,6985 0,9257 1,0416 1,0463 1,0072 1,0074 1,0739 1,1620 1,2073 1,1819 1,1071 1,0286 0,9842 0,9848 1,0161 1,0548 1,0862 1,1094 1,1289 1,1493 1,1697 1,1679 1,0850 0,8365 0,3465 -0,4157 -1,4188 -2,5669 -3,7005 -4,6348 -5,2317 -5,4440 -5,3010 -4,8714 -4,2410 -3,4958 -2,6956 -1,8680 -1,0458 -0,3052 0,2476 0,5374 0,5659 0,4029 0,1447 -0,1162 -0,3133 -0,4227 -0,4570 -0,4516 -0,4516 -0,4902 -0,5686 -0,6512 -0,6721 -0,5525 -0,2287 0,3259 1,0875 1,9745 2,8645 3,6462 4,2613 4,6970 4,9488 4,9998 4,8319 4,4492 3,9009 3,2885 2,7430 2,3766 2,2377 2,3012 2,4971 2,7482 2,9977 3,2194 3,4080 3,5554 3,6334 3,5973 3,4111 3,0702 2,5996 2,0257 1,3537 0,5740 -0,3096 -1,2671 -2,2547 -3,2259 -4,1246 -4,8863 -5,4588 -5,8290 -6,0241 -6,0862 -6,0443 -5,9066 -5,6712 -5,3447 -4,9533 -4,5415 -4,1676 -3,8947 -3,7632 -3,7647 -3,8513 -3,9567 -4,0043 -3,9092 -3,5979 -3,0405 -2,2579 -1,2990 -0,2169 0,9366 2,1048 3,2183 4,2059 5,0248 5,6768 6,1925 6,6047 6,9341 7,1935 7,3961 7,5560 7,6757 7,7375 7,7174 7,6130 7,4539 7,2957 7,2074 7,2432 7,4074 7,6582 7,9550 8,2935 8,6898 9,1405 9,6091 10,0373 10,3637 10,5384 10,5246 10,2990 9,8590 9,2332 8,4814 7,6869 6,9391 6,3127 5,8529 5,5712 5,4421 5,4105 5,4163 5,4161 5,3879 5,3193 5,2013 5,0367 4,8521 4,6874 4,5631 4,4619 4,3494 4,2119 4,0604 3,9078 3,7576 3,6091 3,4618 3,3127 3,1518 2,9637 2,7485 2,5360 2,3588 2,2140 2,0612 1,8501 1,5449 1,1434 0,6895 0,2606 -0,0728 -0,2798 -0,3723 -0,3919 -0,3970 -0,4443 -0,5674 -0,7661 -1,0165 -1,2810 -1,5129 -1,6651 -1,6968 -1,5708 -1,2675 -0,8103 -0,2554 0,3533 1,0035 1,6905 2,3835 3,0183 3,5175 3,8193 3,9054 3,8157 3,6314 3,4405 3,3174 3,3167 3,4649 3,7515 4,1344 4,5637 4,9897 5,3490 5,5704 5,6103 5,4776 5,2240 4,9090 4,5682 4,2081 3,8315 3,4607 3,1426 2,9361 2,8888 3,0132 3,2827 3,6424 4,0242 4,3664 4,6320 4,8136 4,9169 4,9473 4,9133 4,8299 4,7085 4,5521 4,3563 4,1084 3,7892 3,3818 2,8886 2,3432 1,8004 1,3081 0,8968 0,5958 0,4490 0,5047 0,7880 1,2859 1,9541 2,7323 3,5493 4,3156 4,9207 5,2603 5,2824 5,0088 4,5173 3,9099 3,2862 2,7222 2,2639 1,9358 1,7424 1,6616 1,6578 1,7068 1,8021 1,9361 2,0864 2,2231 2,3160 2,3342 2,2607 2,1129 1,9368 1,7866 1,7145 1,7625 1,9454 2,2311 2,5416 2,7874 2,9010 2,8463 2,6252 2,2835 1,8969 1,5383 1,2518 1,0557 0,9681 1,0218 1,2490 1,6430 2,1384 2,6394 3,0768 3,4317 3,7069 3,8921 3,9700 3,9462 3,8542 3,7246 3,5632 3,3678 3,1501 2,9252 2,6880 2,4090 2,0557 1,6200 1,1297 0,6409 0,2222 -0,0678 -0,1967 -0,1623 0,0095 0,2690 0,5477 0,7695 0,8768 0,8580 0,7478 0,5890 0,3981 0,1773 -0,0448 -0,2027 -0,2290 -0,0938 0,1779 0,5179 0,8525 1,1432 1,3926 1,6143 1,8075 1,9643 2,0930 2,2190 2,3595 2,5069 2,6366 2,7235 2,7477 2,6999 2,5827 2,4041 2,1795 1,9455 1,7553 1,6447 1,6030 1,5832 1,5392 1,4540 1,3360 1,2008 1,0705 0,9828 0,9797 1,0877 1,3086 1,6199 1,9814 2,3488 2,6733 2,8927 2,9498 2,8312 2,5862 2,2999 2,0446 1,8523 1,7249 1,6526 1,6264 1,6466 1,7222 1,8585 2,0458 2,2530 2,4270 2,5147 2,4928 2,3743 2,1917 1,9714 1,7230 1,4598 1,2202 1,0500 0,9691 0,9596 0,9852 1,0181 1,0549 1,1168 1,2363 1,4350 1,7034 2,0014 2,2857 2,5326 2,7322 2,8652 2,9017 2,8281 2,6659 2,4617 2,2659 2,1141 2,0187 1,9827 2,0220 2,1580 2,3820 2,6337 2,8252 2,8974 2,8613 2,7879 2,7571 2,8160 2,9695 3,1899 3,4312 3,6437 3,7860 3,8328 3,7796 3,6372 3,4231 3,1626 2,8950 2,6666 2,5092 2,4203 2,3669 2,3108 2,2258 2,0983 1,9370 1,7840 1,6927 1,6862 1,7431 1,8151 1,8446 1,7759 1,5693 1,2187 0,7538 0,2269 -0,2929 -0,7228 -0,9927 -1,0877 -1,0648 -1,0202 -1,0282 -1,1005 -1,1979 -1,2646 -1,2511 -1,1238 -0,8640 -0,4541 0,1207 0,8472 1,6591 2,4373 3,0492 3,4150 3,5426 3,5053 3,4080 3,3618 3,4524 3,7114 4,1154 4,6121 5,1461 5,6654 6,1185 6,4622 6,6751 6,7724 6,8033 6,8258 6,8740 6,9466 7,0191 7,0661 7,0756 7,0491 6,9847 6,8645 6,6657 6,3737 5,9827 5,5046 4,9778 4,4466 3,9287 3,4132 2,8897 2,3688 1,8654 1,3789 0,9027 0,4442 0,0190 -0,3627 -0,6979 -0,9893 -1,2392 -1,4430 -1,5921 -1,6855 -1,7371 -1,7670 -1,7782 -1,7461 -1,6475 -1,4924 -1,3158 -1,1469 -0,9944 -0,8595 -0,7558 -0,7163 -0,7714 -0,9170 -1,1134 -1,3202 -1,5219 -1,7217 -1,9264 -2,1334 -2,3203 -2,4458 -2,4757 -2,4164 -2,3212 -2,2529 -2,2332 -2,2341 -2,2119 -2,1385 -2,0062 -1,8196 -1,6005 -1,3900 -1,2281 -1,1208 -1,0289 -0,8995 -0,7176 -0,5247 -0,3863 -0,3388
F7    0,4037 0,1601 0,0139 -0,0713 -0,1431 -0,2195 -0,2816 -0,2907 -0,2231 -0,1025 0,0086 0,0576 0,0295 -0,0635 -0,2026 -0,3713 -0,5468 -0,6895 -0,7600 -0,7529 -0,7040 -0,6582 -0,6387 -0,6426 -0,6525 -0,6459 -0,5932 -0,4571 -0,2100 0,1450 0,5707 1,0050 1,3742 1,6157 1,7041 1,6565 1,5111 1,3028 1,0562 0,7925 0,5406 0,3356 0,1893 0,0700 -0,0740 -0,2784 -0,5515 -0,8804 -1,2391 -1,5986 -1,9385 -2,2460 -2,5029 -2,6830 -2,7598 -2,7110 -2,5281 -2,2289 -1,8479 -1,4157 -0,9616 -0,5288 -0,1689 0,0790 0,1969 0,1833 0,0513 -0,1749 -0,4714 -0,8188 -1,1985 -1,5802 -1,9109 -2,1239 -2,1608 -1,9863 -1,5993 -1,0437 -0,4021 0,2318 0,7776 1,1838 1,4388 1,5729 1,6451 1,7085 1,7769 1,8201 1,7882 1,6458 1,4061 1,1428 0,9584 0,9303 1,0779 1,3633 1,7138 2,0515 2,3131 2,4617 2,4939 2,4369 2,3358 2,2376 2,1724 2,1375 2,0902 1,9625 1,6958 1,2632 0,6685 -0,0540 -0,8342 -1,5721 -2,1661 -2,5540 -2,7410 -2,7961 -2,8172 -2,8798 -2,9995 -3,1377 -3,2345 -3,2358 -3,1006 -2,8051 -2,3511 -1,7664 -1,0936 -0,3733 0,3715 1,1424 1,9556 2,8125 3,6787 4,4952 5,2056 5,7719 6,1766 6,4230 6,5354 6,5515 6,5152 6,4780 6,4954 6,6120 6,8513 7,2074 7,6371 8,0702 8,4470 8,7434 8,9645 9,1227 9,2203 9,2542 9,2369 9,2080 9,2214 9,3206 9,5232 9,8230 10,1959 10,5957 10,9478 11,1626 11,1694 10,9471 10,5306 9,9946 9,4217 8,8816 8,4262 8,0848 7,8598 7,7321 7,6743 7,6568 7,6420 7,5845 7,4505 7,2378 6,9744 6,6905 6,3927 6,0706 5,7283 5,3915 5,0800 4,7887 4,4995 4,2041 3,9173 3,6682 3,4732 3,3257 3,2174 3,1506 3,1226 3,1181 3,1293 3,1655 3,2313 3,3029 3,3301 3,2579 3,0499 2,7001 2,2324 1,6932 1,1395 0,6227 0,1799 -0,1627 -0,3952 -0,5339 -0,6050 -0,6167 -0,5642 -0,4534 -0,3046 -0,1383 0,0372 0,2280 0,4453 0,6994 1,0006 1,3587 1,7743 2,2251 2,6567 2,9951 3,1893 3,2504 3,2443 3,2484 3,3137 3,4551 3,6550 3,8679 4,0380 4,1308 4,1513 4,1337 4,1159 4,1260 4,1766 4,2641 4,3745 4,4907 4,5908 4,6473 4,6416 4,5817 4,5043 4,4581 4,4795 4,5699 4,6848 4,7562 4,7316 4,6001 4,3910 4,1516 3,9171 3,6960 3,4755 3,2311 2,9472 2,6397 2,3518 2,1230 1,9646 1,8658 1,8226 1,8462 1,9380 2,0725 2,2112 2,3236 2,3988 2,4526 2,5268 2,6666 2,8929 3,1871 3,4865 3,6966 3,7337 3,5768 3,2821 2,9462 2,6574 2,4677 2,3860 2,3919 2,4636 2,5916 2,7647 2,9550 3,1193 3,2131 3,2076 3,0991 2,9037 2,6469 2,3549 2,0561 1,7878 1,5897 1,4831 1,4598 1,4919 1,5520 1,6230 1,6978 1,7763 1,8623 1,9521 2,0227 2,0391 1,9836 1,8747 1,7595 1,6936 1,7165 1,8280 1,9892 2,1522 2,2891 2,4028 2,5202 2,6681 2,8474 3,0269 3,1605 3,2173 3,2079 3,1735 3,1450 3,1173 3,0619 2,9568 2,7999 2,6065 2,4041 2,2230 2,0796 1,9623 1,8351 1,6653 1,4519 1,2284 1,0417 0,9289 0,9116 0,9922 1,1411 1,2986 1,4050 1,4332 1,3944 1,3206 1,2434 1,1859 1,1660 1,1970 1,2832 1,4204 1,6080 1,8569 2,1843 2,5943 3,0542 3,4966 3,8525 4,0923 4,2366 4,3294 4,3941 4,4169 4,3699 4,2400 4,0255 3,7191 3,3185 2,8549 2,3990 2,0337 1,8197 1,7776 1,8895 2,1118 2,3935 2,6902 2,9681 3,2013 3,3670 3,4414 3,4030 3,2498 3,0124 2,7371 2,4599 2,2080 2,0159 1,9284 1,9831 2,1840 2,4872 2,8177 3,1079 3,3290 3,4920 3,6195 3,7214 3,7991 3,8509 3,8589 3,7864 3,6073 3,3302 2,9898 2,6181 2,2343 1,8633 1,5496 1,3481 1,3033 1,4246 1,6741 1,9836 2,2894 2,5523 2,7538 2,8858 2,9481 2,9510 2,9136 2,8585 2,8067 2,7731 2,7644 2,7786 2,8070 2,8428 2,8934 2,9795 3,1203 3,3201 3,5682 3,8433 4,1166 4,3512 4,5105 4,5747 4,5524 4,4780 4,3985 4,3542 4,3649 4,4307 4,5321 4,6268 4,6632 4,6144 4,4972 4,3573 4,2391 4,1639 4,1232 4,0869 4,0246 3,9305 3,8354 3,7887 3,8248 3,9432 4,1120 4,2777 4,3755 4,3445 4,1451 3,7719 3,2503 2,6227 1,9386 1,2523 0,6195 0,0969 -0,2627 -0,4259 -0,4039 -0,2596 -0,0736 0,1050 0,2750 0,4559 0,6500 0,8271 0,9421 0,9662 0,9019 0,7809 0,6581 0,5989 0,6563 0,8512 1,1659 1,5521 1,9565 2,3522 2,7396 3,1224 3,4960 3,8564 4,2040 4,5377 4,8469 5,1113 5,3122 5,4457 5,5214 5,5584 5,5892 5,6601 5,8182 6,0914 6,4725 6,9145 7,3429 7,6764 7,8514 7,8463 7,6959 7,4752 7,2546 7,0645 6,8857 6,6618 6,3323 5,8676 5,2765 4,5910 3,8538 3,1181 2,4441 1,8783 1,4292 1,0621 0,7282 0,4080 0,1207 -0,1061 -0,2614 -0,3459 -0,3618 -0,3214 -0,2516 -0,1814 -0,1260 -0,0872 -0,0597 -0,0382 -0,0232 -0,0174 -0,0163 -0,0099 0,0035 0,0122 0,0073 -0,0037 -0,0041 0,0127 0,0299 0,0150 -0,0583 -0,1890 -0,3383 -0,4405 -0,4401 -0,3280 -0,1517 0,0067 0,0681 -0,0034 -0,1780 -0,3774 -0,5205 -0,5634 -0,5126 -0,4098 -0,2980 -0,1898 -0,0619 0,1166 0,3564 0,6519 0,9963 1,3730
