Fp1   -1,4996 -1,3609 -1,1827 -0,9744 -0,7770 -0,6350 -0,5647 -0,5536 -0,5774 -0,6062 -0,5974 -0,5043 -0,3082 -0,0427 0,2207 0,4089 0,4725 0,3996 0,2241 0,0131 -0,1684 -0,2889 -0,3527 -0,3796 -0,3837 -0,3667 -0,3251 -0,2602 -0,1851 -0,1238 -0,0967 -0,0963 -0,0791 0,0095 0,1927 0,4426 0,7018 0,9200 1,0682 1,1316 1,1098 1,0238 0,9110 0,8106 0,7465 0,7120 0,6690 0,5690 0,3871 0,1465 -0,0860 -0,2360 -0,2729 -0,2380 -0,2168 -0,2730 -0,4060 -0,5724 -0,7299 -0,8499 -0,9100 -0,8957 -0,8033 -0,6362 -0,4073 -0,1443 0,1121 0,3224 0,4631 0,5309 0,5373 0,4989 0,4279 0,3372 0,2492 0,1857 0,1468 0,1148 0,0778 0,0381 0,0037 -0,0121 0,0122 0,0953 0,2287 0,3706 0,4732 0,5184 0,5293 0,5466 0,5973 0,6828 0,7887 0,8991 1,0025 1,0806 1,0950 0,9937 0,7441 0,3650 -0,0723 -0,4836 -0,8229 -1,0964 -1,3360 -1,5674 -1,8039 -2,0614 -2,3715 -2,7689 -3,2640 -3,8236 -4,3762 -4,8432 -5,1797 -5,3917 -5,5228 -5,6289 -5,7563 -5,9303 -6,1559 -6,4189 -6,6819 -6,8977 -7,0363 -7,0975 -7,0957 -7,0401 -6,9354 -6,7937 -6,6389 -6,4962 -6,3781 -6,2778 -6,1753 -6,0499 -5,8862 -5,6740 -5,4097 -5,0936 -4,7258 -4,3106 -3,8659 -3,4149 -2,9746 -2,5524 -2,1438 -1,7372 -1,3294 -0,9309 -0,5560 -0,2145 0,0918 0,3748 0,6585 0,9581 1,2686 1,5817 1,9053 2,2546 2,6307 3,0140 3,3709 3,6706 3,8972 4,0522 4,1464 4,1838 4,1528 4,0334 3,8183 3,5430 3,2894 3,1343 3,0899 3,0962 3,0628 2,9189 2,6472 2,2846 1,8946 1,5422 1,2781 1,1289 1,0899 1,1263 1,1856 1,2195 1,1992 1,1104 0,9499 0,7351 0,5024 0,2902 0,1297 0,0458 0,0463 0,1100 0,1931 0,2566 0,2925 0,3285 0,4042 0,5365 0,7050 0,8682 0,9846 1,0311 1,0131 0,9557 0,8804 0,7982 0,7154 0,6420 0,5912 0,5701 0,5770 0,6110 0,6810 0,7950 0,9446 1,1065 1,2607 1,4019 1,5294 1,6354 1,7087 1,7456 1,7563 1,7666 1,8137 1,9333 2,1393 2,4119 2,7029 2,9579 3,1349 3,2121 3,1864 3,0735 2,9122 2,7672 2,7122 2,7965 3,0246 3,3626 3,7608 4,1680 4,5323 4,8040 4,9479 4,9526 4,8271 4,5969 4,2952 3,9484 3,5675 3,1593 2,7435 2,3576 2,0457 1,8463 1,7800 1,8358 1,9664 2,1066 2,2018 2,2282 2,1936 2,1254 2,0592 2,0272 2,0390 2,0734 2,0978 2,0938 2,0646 2,0251 1,9951 2,0034 2,0911 2,3047 2,6735 3,1808 3,7519 4,2801 4,6767 4,9049 4,9811 4,9602 4,9139 4,9030 4,9623 5,1094 5,3480 5,6543 5,9778 6,2709 6,5089 6,6893 6,8260 6,9442 7,0704 7,2141 7,3565 7,4618 7,5006 7,4581 7,3297 7,1252 6,8818 6,6671 6,5544 6,5862 6,7564 7,0189 7,3105 7,5763 7,7830 7,9164 7,9772 7,9790 7,9410 7,8771 7,7958 7,7040 7,6019 7,4745 7,2974 7,0574 6,7706 6,4825 6,2487 6,1080 6,0684 6,1132 6,2152 6,3518 6,5210 6,7384 7,0092 7,3029 7,5602 7,7351 7,8319 7,8926 7,9486 7,9925 7,9977 7,9548 7,8796 7,7924 7,7032 7,6187 7,5485 7,4969 7,4564 7,4112 7,3522 7,2909 7,2588 7,2889 7,3978 7,5717 7,7575 7,8718 7,8416 7,6552 7,3736 7,0867 6,8618 6,7215 6,6546 6,6384 6,6513 6,6729 6,6827 6,6635 6,6066 6,5105 6,3714 6,1815 5,9467 5,7038 5,5071 5,3912 5,3542 5,3696 5,4016 5,4238 5,4316 5,4305 5,4204 5,3956 5,3516 5,2847 5,1936 5,0873 4,9782 4,8666 4,7496 4,6422 4,5795 4,5962 4,7054 4,8839 5,0707 5,1886 5,1804 5,0383 4,8102 4,5733 4,3886 4,2738 4,2079 4,1520 4,0733 3,9600 3,8146 3,6380 3,4343 3,2290 3,0662 2,9851 2,9965 3,0739 3,1704 3,2500 3,3039 3,3378 3,3577 3,3709 3,3913 3,4333 3,4944 3,5420 3,5301 3,4366 3,2743 3,0727 2,8638 2,6836 2,5649 2,5190 2,5268 2,5458 2,5280 2,4392 2,2775 2,0778 1,8943 1,7780 1,7691 1,8868 2,1145 2,3966 2,6541 2,8161 2,8479 2,7556 2,5732 2,3523 2,1562 2,0428 2,0366 2,1235 2,2662 2,4138 2,5041 2,4801 2,3141 2,0117 1,5969 1,1029 0,5681 0,0277 -0,4902 -0,9618 -1,3665 -1,6934 -1,9418 -2,1124 -2,2087 -2,2515 -2,2807 -2,3407 -2,4661 -2,6710 -2,9442 -3,2555 -3,5699 -3,8583 -4,0965 -4,2644 -4,3540 -4,3735 -4,3397 -4,2764 -4,2195 -4,2127 -4,2849 -4,4311 -4,6162 -4,7985 -4,9545 -5,0846 -5,2011 -5,3114 -5,4104 -5,4824 -5,5171 -5,5173 -5,4840 -5,4028 -5,2552 -5,0378 -4,7688 -4,4830 -4,2183 -4,0075 -3,8702 -3,7981 -3,7565 -3,7085 -3,6272 -3,4956 -3,3143 -3,1058 -2,9020 -2,7340 -2,6307 -2,6114 -2,6733 -2,7920 -2,9419 -3,1190 -3,3384 -3,5993 -3,8667 -4,1011 -4,2910 -4,4502 -4,5985 -4,7547 -4,9368 -5,1612 -5,4411 -5,7864 -6,1930 -6,6315 -7,0563 -7,4284 -7,7330 -7,9761 -8,1641 -8,2947 -8,3663 -8,3895 -8,3836 -8,3620 -8,3222 -8,2483 -8,1218 -7,9323 -7,6811 -7,3826 -7,0587 -6,7288 -6,4042 -6,0959 -5,8219 -5,6011 -5,4420 -5,3375 -5,2679 -5,2139 -5,1756 -5,1784 -5,2515 -5,3944 -5,5683 -5,7215 -5,8248 -5,8869 -5,9438 -6,0323 -6,1680 -6,3349 -6,4915 -6,5861 -6,5757 -6,4393 -6,1866 -5,8607 -5,5257 -5,2461 -5,0744 -5,0355 -5,1103 -5,2388
Fz    -1,9587 -1,8719 -1,7193 -1,4955 -1,2257 -0,9587 -0,7407 -0,5948 -0,5190 -0,4964 -0,4988 -0,4910 -0,4465 -0,3652 -0,2745 -0,2132 -0,2103 -0,2668 -0,3536 -0,4299 -0,4705 -0,4772 -0,4659 -0,4449 -0,4079 -0,3458 -0,2634 -0,1807 -0,1167 -0,0738 -0,0353 0,0259 0,1359 0,3092 0,5390 0,7991 1,0577 1,2897 1,4740 1,5856 1,6043 1,5333 1,4057 1,2702 1,1640 1,0899 1,0151 0,8975 0,7182 0,4983 0,2892 0,1422 0,0770 0,0761 0,1074 0,1495 0,1979 0,2482 0,2832 0,2854 0,2549 0,2122 0,1862 0,2010 0,2627 0,3523 0,4309 0,4571 0,4085 0,2918 0,1370 -0,0218 -0,1617 -0,2673 -0,3207 -0,3076 -0,2314 -0,1130 0,0228 0,1574 0,2822 0,3987 0,5190 0,6561 0,8079 0,9500 1,0506 1,0968 1,1058 1,1148 1,1615 1,2691 1,4391 1,6534 1,8827 2,0915 2,2349 2,2622 2,1408 1,8824 1,5400 1,1760 0,8308 0,5185 0,2396 -0,0103 -0,2398 -0,4632 -0,6984 -0,9605 -1,2530 -1,5612 -1,8536 -2,0981 -2,2838 -2,4283 -2,5633 -2,7159 -2,9013 -3,1270 -3,3972 -3,7055 -4,0244 -4,3130 -4,5387 -4,6932 -4,7867 -4,8349 -4,8542 -4,8665 -4,8974 -4,9635 -5,0560 -5,1378 -5,1618 -5,0967 -4,9359 -4,6913 -4,3840 -4,0373 -3,6660 -3,2723 -2,8491 -2,3874 -1,8858 -1,3613 -0,8476 -0,3782 0,0337 0,4017 0,7562 1,1237 1,5159 1,9367 2,3918 2,8786 3,3752 3,8518 4,2934 4,7029 5,0875 5,4521 5,7996 6,1327 6,4495 6,7397 6,9858 7,1659 7,2521 7,2149 7,0446 6,7727 6,4661 6,1906 5,9768 5,8128 5,6614 5,4839 5,2569 4,9755 4,6501 4,3041 3,9664 3,6619 3,4055 3,1993 3,0279 2,8615 2,6706 2,4406 2,1798 1,9215 1,7085 1,5702 1,5088 1,5054 1,5341 1,5706 1,5945 1,5934 1,5710 1,5483 1,5519 1,5986 1,6863 1,7953 1,8907 1,9332 1,8984 1,7847 1,6079 1,3955 1,1840 1,0098 0,8948 0,8397 0,8308 0,8579 0,9257 1,0453 1,2170 1,4267 1,6587 1,9022 2,1475 2,3780 2,5714 2,7091 2,7883 2,8298 2,8702 2,9427 3,0594 3,2053 3,3470 3,4490 3,4870 3,4556 3,3676 3,2476 3,1331 3,0745 3,1190 3,2884 3,5732 3,9392 4,3388 4,7233 5,0523 5,3008 5,4623 5,5423 5,5500 5,4937 5,3781 5,1987 4,9413 4,5924 4,1601 3,6850 3,2283 2,8449 2,5651 2,3911 2,3064 2,2836 2,2893 2,2889 2,2572 2,1888 2,1067 2,0552 2,0725 2,1612 2,2849 2,3925 2,4493 2,4506 2,4221 2,4120 2,4766 2,6630 2,9934 3,4503 3,9720 4,4740 4,8866 5,1763 5,3443 5,4166 5,4387 5,4673 5,5570 5,7436 6,0277 6,3690 6,7071 6,9931 7,2043 7,3394 7,4126 7,4488 7,4744 7,5061 7,5465 7,5909 7,6339 7,6639 7,6596 7,6045 7,5080 7,4103 7,3660 7,4192 7,5847 7,8405 8,1355 8,4117 8,6221 8,7389 8,7582 8,6995 8,5968 8,4837 8,3841 8,3064 8,2427 8,1739 8,0787 7,9450 7,7808 7,6183 7,5029 7,4674 7,5125 7,6104 7,7243 7,8282 7,9142 7,9870 8,0534 8,1199 8,1947 8,2906 8,4241 8,6030 8,8109 9,0074 9,1492 9,2131 9,2026 9,1408 9,0607 8,9987 8,9837 9,0244 9,1069 9,2038 9,2891 9,3529 9,4050 9,4627 9,5370 9,6236 9,6984 9,7176 9,6369 9,4409 9,1583 8,8483 8,5726 8,3706 8,2527 8,2079 8,2097 8,2207 8,2053 8,1423 8,0296 7,8801 7,7132 7,5477 7,4047 7,3113 7,2878 7,3277 7,3968 7,4497 7,4514 7,3933 7,2948 7,1865 7,0909 7,0195 6,9754 6,9492 6,9199 6,8647 6,7643 6,6060 6,3941 6,1589 5,9468 5,7987 5,7323 5,7360 5,7752 5,8093 5,8090 5,7682 5,7084 5,6655 5,6632 5,6946 5,7263 5,7181 5,6433 5,4957 5,2801 5,0032 4,6821 4,3519 4,0616 3,8607 3,7763 3,7914 3,8553 3,9217 3,9717 4,0066 4,0342 4,0648 4,1120 4,1863 4,2809 4,3610 4,3783 4,3040 4,1441 3,9331 3,7252 3,5820 3,5487 3,6301 3,7878 3,9547 4,0579 4,0429 3,8953 3,6463 3,3588 3,1042 2,9456 2,9221 3,0318 3,2250 3,4239 3,5573 3,5865 3,5070 3,3364 3,1100 2,8789 2,6945 2,5847 2,5439 2,5420 2,5365 2,4825 2,3473 2,1237 1,8270 1,4823 1,1170 0,7569 0,4199 0,1159 -0,1505 -0,3801 -0,5777 -0,7468 -0,8861 -0,9932 -1,0763 -1,1619 -1,2891 -1,4923 -1,7833 -2,1438 -2,5349 -2,9106 -3,2278 -3,4514 -3,5674 -3,5937 -3,5675 -3,5216 -3,4825 -3,4824 -3,5544 -3,7100 -3,9306 -4,1778 -4,4109 -4,6030 -4,7503 -4,8667 -4,9694 -5,0658 -5,1493 -5,2070 -5,2268 -5,1949 -5,0976 -4,9348 -4,7273 -4,5075 -4,3064 -4,1441 -4,0298 -3,9620 -3,9249 -3,8911 -3,8335 -3,7304 -3,5665 -3,3406 -3,0705 -2,7860 -2,5192 -2,2958 -2,1297 -2,0225 -1,9703 -1,9747 -2,0451 -2,1866 -2,3872 -2,6216 -2,8669 -3,1097 -3,3385 -3,5368 -3,6908 -3,8052 -3,9111 -4,0584 -4,2966 -4,6517 -5,1122 -5,6324 -6,1519 -6,6194 -7,0036 -7,2868 -7,4627 -7,5400 -7,5424 -7,5003 -7,4371 -7,3575 -7,2496 -7,0959 -6,8851 -6,6209 -6,3230 -6,0203 -5,7387 -5,4941 -5,2938 -5,1362 -5,0082 -4,8922 -4,7775 -4,6665 -4,5736 -4,5246 -4,5522 -4,6792 -4,8978 -5,1623 -5,4067 -5,5746 -5,6417 -5,6251 -5,5761 -5,5549 -5,5978 -5,7017 -5,8339 -5,9493 -6,0008 -5,9538 -5,8032 -5,5793 -5,3375 -5,1387 -5,0275 -5,0115 -5,0583
F3    -1,8299 -1,7591 -1,6314 -1,4384 -1,2177 -1,0248 -0,8975 -0,8413 -0,8348 -0,8408 -0,8110 -0,6973 -0,4805 -0,1974 0,0719 0,2492 0,2994 0,2461 0,1582 0,1075 0,1227 0,1784 0,2218 0,2114 0,1408 0,0341 -0,0757 -0,1669 -0,2320 -0,2690 -0,2716 -0,2247 -0,1081 0,0876 0,3471 0,6338 0,9133 1,1688 1,3872 1,5354 1,5710 1,4760 1,2744 1,0237 0,7862 0,5973 0,4540 0,3274 0,1887 0,0364 -0,0946 -0,1585 -0,1457 -0,1032 -0,1003 -0,1727 -0,3033 -0,4504 -0,5828 -0,6844 -0,7425 -0,7416 -0,6643 -0,4997 -0,2550 0,0385 0,3292 0,5617 0,6994 0,7331 0,6746 0,5436 0,3627 0,1619 -0,0191 -0,1444 -0,1990 -0,1869 -0,1161 0,0057 0,1668 0,3528 0,5538 0,7598 0,9414 1,0489 1,0530 0,9832 0,9112 0,8982 0,9631 1,0898 1,2472 1,4020 1,5309 1,6215 1,6551 1,5947 1,4034 1,0808 0,6750 0,2546 -0,1309 -0,4664 -0,7573 -1,0092 -1,2228 -1,4077 -1,5936 -1,8194 -2,1065 -2,4467 -2,8066 -3,1468 -3,4464 -3,7098 -3,9525 -4,1873 -4,4227 -4,6693 -4,9443 -5,2575 -5,5861 -5,8805 -6,0995 -6,2295 -6,2706 -6,2244 -6,1080 -5,9657 -5,8572 -5,8288 -5,8877 -5,9959 -6,0893 -6,1067 -6,0061 -5,7698 -5,4097 -4,9587 -4,4522 -3,9226 -3,4048 -2,9265 -2,4962 -2,1063 -1,7431 -1,3905 -1,0342 -0,6647 -0,2782 0,1219 0,5287 0,9443 1,3824 1,8494 2,3328 2,8152 3,2931 3,7713 4,2466 4,6988 5,0957 5,4090 5,6322 5,7846 5,8947 5,9718 5,9909 5,9047 5,6823 5,3499 4,9923 4,6989 4,5088 4,4013 4,3248 4,2315 4,0997 3,9325 3,7408 3,5345 3,3275 3,1370 2,9749 2,8402 2,7175 2,5815 2,4052 2,1734 1,8942 1,6019 1,3386 1,1321 0,9935 0,9241 0,9157 0,9506 1,0040 1,0496 1,0734 1,0896 1,1356 1,2393 1,3949 1,5676 1,7090 1,7742 1,7447 1,6393 1,4982 1,3602 1,2462 1,1595 1,0959 1,0470 1,0061 0,9883 1,0381 1,2021 1,4883 1,8560 2,2375 2,5685 2,8064 2,9325 2,9472 2,8668 2,7278 2,5934 2,5417 2,6312 2,8680 3,1952 3,5166 3,7472 3,8492 3,8289 3,7143 3,5409 3,3551 3,2169 3,1823 3,2806 3,5069 3,8343 4,2315 4,6654 5,0935 5,4660 5,7414 5,8997 5,9407 5,8735 5,7054 5,4372 5,0708 4,6271 4,1582 3,7355 3,4177 3,2271 3,1509 3,1572 3,2055 3,2505 3,2508 3,1848 3,0585 2,9030 2,7705 2,7196 2,7798 2,9244 3,0852 3,1966 3,2264 3,1780 3,0818 2,9925 2,9848 3,1369 3,5015 4,0713 4,7659 5,4619 6,0455 6,4478 6,6506 6,6776 6,5800 6,4191 6,2573 6,1576 6,1671 6,2884 6,4816 6,7018 6,9235 7,1338 7,3213 7,4807 7,6200 7,7501 7,8628 7,9351 7,9537 7,9238 7,8610 7,7859 7,7230 7,6993 7,7349 7,8331 7,9798 8,1479 8,3039 8,4220 8,4924 8,5125 8,4823 8,4111 8,3161 8,2146 8,1217 8,0444 7,9742 7,8915 7,7801 7,6345 7,4625 7,2866 7,1368 7,0332 6,9778 6,9631 6,9795 7,0184 7,0839 7,1948 7,3620 7,5671 7,7739 7,9642 8,1554 8,3781 8,6335 8,8789 9,0531 9,1147 9,0601 8,9126 8,7065 8,4838 8,2907 8,1642 8,1181 8,1439 8,2226 8,3372 8,4800 8,6525 8,8531 9,0619 9,2362 9,3208 9,2720 9,0860 8,8072 8,5078 8,2561 8,0874 7,9985 7,9664 7,9670 7,9825 8,0028 8,0165 8,0035 7,9388 7,7972 7,5637 7,2585 6,9505 6,7223 6,6164 6,6229 6,7027 6,8075 6,8964 6,9472 6,9489 6,8943 6,7902 6,6632 6,5414 6,4360 6,3432 6,2465 6,1185 5,9466 5,7664 5,6546 5,6828 5,8684 6,1545 6,4335 6,6016 6,6013 6,4324 6,1486 5,8339 5,5582 5,3495 5,1976 5,0715 4,9390 4,7843 4,6063 4,4067 4,1929 3,9893 3,8321 3,7530 3,7621 3,8374 3,9392 4,0397 4,1364 4,2382 4,3503 4,4727 4,6024 4,7294 4,8242 4,8364 4,7227 4,4846 4,1734 3,8616 3,6153 3,4845 3,4909 3,6099 3,7714 3,8887 3,8926 3,7565 3,5067 3,2158 2,9699 2,8331 2,8390 2,9940 3,2698 3,5969 3,8826 4,0488 4,0628 3,9328 3,6877 3,3745 3,0660 2,8368 2,7249 2,7240 2,8042 2,9221 3,0178 3,0290 2,9178 2,6801 2,3329 1,9047 1,4320 0,9528 0,5003 0,1019 -0,2236 -0,4736 -0,6602 -0,7964 -0,8910 -0,9638 -1,0539 -1,2058 -1,4433 -1,7555 -2,1097 -2,4740 -2,8256 -3,1440 -3,4014 -3,5714 -3,6511 -3,6634 -3,6348 -3,5857 -3,5456 -3,5549 -3,6423 -3,8102 -4,0398 -4,3006 -4,5594 -4,7919 -4,9869 -5,1398 -5,2396 -5,2690 -5,2230 -5,1162 -4,9655 -4,7772 -4,5562 -4,3137 -4,0632 -3,8175 -3,5916 -3,4093 -3,2966 -3,2570 -3,2628 -3,2773 -3,2708 -3,2173 -3,0969 -2,9047 -2,6543 -2,3778 -2,1203 -1,9253 -1,8211 -1,8181 -1,9175 -2,1176 -2,4044 -2,7350 -3,0460 -3,2907 -3,4598 -3,5672 -3,6274 -3,6538 -3,6702 -3,7172 -3,8453 -4,0979 -4,4926 -5,0125 -5,6105 -6,2234 -6,7911 -7,2695 -7,6246 -7,8325 -7,8933 -7,8406 -7,7276 -7,6019 -7,4853 -7,3700 -7,2309 -7,0459 -6,8059 -6,5151 -6,1900 -5,8549 -5,5338 -5,2449 -4,9974 -4,7865 -4,5990 -4,4240 -4,2570 -4,1025 -3,9842 -3,9474 -4,0364 -4,2583 -4,5662 -4,8796 -5,1270 -5,2775 -5,3480 -5,3911 -5,4663 -5,6011 -5,7703 -5,9137 -5,9706 -5,9009 -5,6967 -5,3909 -5,0497 -4,7470 -4,5391 -4,4509 -4,4663 -4,5343
F7    -0,8972 -0,6445 -0,3756 -0,1147 0,1158 0,2878 0,3747 0,3733 0,3094 0,2196 0,1424 0,1149 0,1487 0,2012 0,1900 0,0549 -0,1860 -0,4435 -0,6209 -0,6729 -0,6228 -0,5378 -0,4861 -0,5022 -0,5785 -0,6805 -0,7725 -0,8407 -0,8848 -0,8946 -0,8488 -0,7268 -0,5079 -0,1837 0,2150 0,6235 0,9854 1,2687 1,4412 1,4630 1,3181 1,0417 0,7169 0,4437 0,2906 0,2511 0,2489 0,2004 0,0753 -0,0930 -0,2477 -0,3611 -0,4568 -0,5704 -0,6894 -0,7561 -0,7345 -0,6569 -0,5947 -0,5851 -0,5974 -0,5801 -0,5217 -0,4539 -0,4051 -0,3641 -0,2895 -0,1392 0,0982 0,3787 0,6185 0,7467 0,7416 0,6278 0,4548 0,2750 0,1337 0,0691 0,1016 0,2121 0,3466 0,4597 0,5504 0,6488 0,7717 0,9061 1,0262 1,1107 1,1563 1,1805 1,1978 1,1948 1,1388 1,0111 0,8277 0,6268 0,4307 0,2219 -0,0334 -0,3346 -0,6273 -0,8428 -0,9619 -1,0358 -1,1417 -1,3257 -1,5919 -1,9300 -2,3250 -2,7434 -3,1335 -3,4496 -3,6759 -3,8434 -4,0176 -4,2534 -4,5516 -4,8482 -5,0560 -5,1401 -5,1456 -5,1529 -5,2362 -5,4452 -5,7796 -6,1798 -6,5631 -6,8659 -7,0582 -7,1373 -7,1178 -7,0126 -6,8082 -6,4727 -6,0023 -5,4404 -4,8395 -4,2303 -3,6433 -3,1307 -2,7487 -2,5188 -2,3916 -2,2462 -1,9557 -1,4707 -0,8398 -0,1751 0,4034 0,8287 1,1225 1,3678 1,6435 1,9812 2,3704 2,7762 3,1498 3,4454 3,6420 3,7455 3,7789 3,7719 3,7573 3,7794 3,8959 4,1514 4,5470 5,0294 5,4873 5,7772 5,8034 5,5925 5,2746 4,9850 4,7845 4,6540 4,5329 4,3663 4,1474 3,9215 3,7373 3,5958 3,4521 3,2641 3,0469 2,8670 2,7788 2,7863 2,8614 2,9660 3,0631 3,1294 3,1586 3,1543 3,1217 3,0580 2,9558 2,8247 2,7084 2,6729 2,7735 3,0172 3,3433 3,6396 3,7901 3,7288 3,4708 3,1056 2,7615 2,5499 2,5099 2,5893 2,6894 2,7364 2,7059 2,5993 2,4367 2,2766 2,2049 2,2802 2,4950 2,7908 3,0922 3,3338 3,4883 3,5785 3,6456 3,7061 3,7494 3,7639 3,7489 3,7092 3,6507 3,5803 3,5083 3,4514 3,4226 3,4194 3,4335 3,4617 3,4876 3,4666 3,3614 3,1950 3,0480 2,9947 3,0530 3,1951 3,3873 3,6150 3,8762 4,1513 4,3913 4,5532 4,6307 4,6296 4,5289 4,2923 3,9101 3,4218 2,8977 2,4053 1,9887 1,6739 1,4805 1,4210 1,4893 1,6511 1,8392 1,9743 2,0204 2,0118 2,0039 2,0119 2,0087 1,9621 1,8605 1,7190 1,5778 1,4966 1,5456 1,7923 2,2741 2,9577 3,7243 4,4237 4,9634 5,3385 5,5804 5,7090 5,7351 5,6787 5,5738 5,4533 5,3231 5,1551 4,9168 4,6164 4,3178 4,1016 4,0145 4,0637 4,2424 4,5400 4,9307 5,3649 5,7760 6,1071 6,3376 6,4761 6,5286 6,4873 6,3534 6,1601 5,9625 5,8021 5,6946 5,6501 5,6777 5,7740 5,9234 6,1076 6,3056 6,4883 6,6209 6,6766 6,6554 6,5795 6,4634 6,3048 6,1058 5,8862 5,6683 5,4697 5,3150 5,2291 5,2162 5,2728 5,4105 5,6371 5,9266 6,2192 6,4429 6,5471 6,5308 6,4423 6,3399 6,2502 6,1743 6,1179 6,0878 6,0671 6,0266 5,9655 5,9136 5,8829 5,8383 5,7235 5,5114 5,2433 5,0212 4,9465 5,0459 5,2572 5,4888 5,6869 5,8472 5,9811 6,0904 6,1699 6,2133 6,2027 6,1128 5,9357 5,6931 5,4227 5,1479 4,8584 4,5347 4,1933 3,8970 3,7256 3,7290 3,8930 4,1521 4,4397 4,7192 4,9637 5,1334 5,1944 5,1434 4,9997 4,7895 4,5381 4,2529 3,9215 3,5554 3,2223 2,9986 2,9052 2,9160 3,0048 3,1530 3,3322 3,5014 3,6219 3,6762 3,6790 3,6724 3,7120 3,8434 4,0681 4,3239 4,5121 4,5548 4,4411 4,2354 4,0304 3,8717 3,7363 3,5738 3,3433 3,0298 2,6659 2,3229 2,0520 1,8454 1,6701 1,5151 1,3813 1,2501 1,1023 0,9677 0,9287 1,0582 1,3517 1,7256 2,0790 2,3468 2,5191 2,6363 2,7448 2,8506 2,9300 2,9649 2,9445 2,8604 2,7305 2,6179 2,5891 2,6401 2,6911 2,6690 2,5725 2,4506 2,3442 2,2567 2,1601 2,0235 1,8386 1,6248 1,4206 1,2710 1,2184 1,2935 1,5016 1,8076 2,1396 2,4232 2,6222 2,7366 2,7687 2,7189 2,6053 2,4483 2,2441 1,9809 1,6604 1,2804 0,8250 0,2951 -0,2694 -0,8106 -1,2935 -1,7233 -2,1189 -2,4781 -2,7713 -2,9556 -3,0018 -2,9248 -2,7762 -2,6071 -2,4614 -2,3913 -2,4315 -2,5584 -2,7119 -2,8554 -2,9978 -3,1657 -3,3617 -3,5384 -3,6216 -3,5690 -3,4075 -3,2123 -3,0479 -2,9249 -2,8158 -2,7102 -2,6332 -2,6145 -2,6637 -2,7671 -2,8882 -2,9814 -3,0157 -2,9874 -2,9204 -2,8527 -2,8152 -2,8238 -2,8692 -2,8999 -2,8358 -2,6197 -2,2578 -1,8128 -1,3663 -0,9844 -0,7055 -0,5401 -0,4855 -0,5570 -0,7885 -1,1749 -1,6360 -2,0597 -2,3741 -2,5739 -2,6942 -2,7671 -2,8057 -2,8268 -2,8781 -3,0289 -3,3249 -3,7472 -4,2143 -4,6284 -4,9411 -5,1852 -5,4350 -5,7384 -6,0874 -6,4248 -6,6668 -6,7440 -6,6455 -6,4230 -6,1505 -5,8846 -5,6532 -5,4701 -5,3492 -5,2927 -5,2700 -5,2358 -5,1731 -5,0951 -5,0162 -4,9458 -4,8935 -4,8592 -4,8328 -4,8157 -4,8354 -4,9219 -5,0671 -5,2137 -5,2954 -5,2906 -5,2412 -5,2316 -5,3499 -5,6339 -6,0285 -6,4073 -6,6513 -6,7045 -6,5688 -6,2800 -5,8932 -5,4754 -5,1011 -4,8414 -4,7312 -4,7344 -4,7539
