Fp1   0,6718 0,9253 1,1733 1,3005 1,2197 0,9429 0,5818 0,2808 0,1446 0,1936 0,3526 0,4930 0,5002 0,3039 -0,1321 -0,8028 -1,6278 -2,4441 -3,0631 -3,3473 -3,2545 -2,8369 -2,2012 -1,4570 -0,6887 0,0489 0,7183 1,2748 1,6571 1,8213 1,7781 1,5830 1,3051 1,0083 0,7456 0,5431 0,3868 0,2454 0,1024 -0,0500 -0,2252 -0,4243 -0,6056 -0,6885 -0,6039 -0,3487 0,0225 0,4454 0,8555 1,1762 1,3410 1,3221 1,1308 0,8006 0,3787 -0,0682 -0,4508 -0,6764 -0,6871 -0,5015 -0,2311 -0,0332 -0,0114 -0,1445 -0,3192 -0,4254 -0,4221 -0,3483 -0,2998 -0,3794 -0,6303 -0,9968 -1,3472 -1,5427 -1,4967 -1,1975 -0,7094 -0,1534 0,3474 0,7205 0,9473 1,0311 0,9751 0,7889 0,5040 0,1539 -0,2622 -0,7647 -1,3345 -1,8803 -2,2678 -2,3907 -2,2285 -1,8571 -1,4074 -1,0010 -0,7130 -0,5714 -0,5587 -0,6136 -0,6602 -0,6437 -0,5510 -0,4232 -0,3316 -0,3177 -0,3619 -0,4022 -0,3649 -0,1897 0,1434 0,5834 1,0100 1,3034 1,4222 1,4015 1,2818 1,0651 0,7432 0,3377 -0,1112 -0,5713 -1,0194 -1,4262 -1,7479 -1,9327 -1,9366 -1,7441 -1,3946 -1,0002 -0,7108 -0,6291 -0,7529 -0,9938 -1,2536 -1,4830 -1,6661 -1,7799 -1,7954 -1,6954 -1,4632 -1,0688 -0,4895 0,2518 1,0642 1,8074 2,3397 2,5741 2,5194 2,2727 1,9635 1,6895 1,4809 1,3197 1,1965 1,1318 1,1437 1,2120 1,2739 1,2609 1,1449 0,9425 0,6821 0,3847 0,0717 -0,2258 -0,4658 -0,6023 -0,6008 -0,4660 -0,2560 -0,0588 0,0567 0,0698 -0,0030 -0,1259 -0,2482 -0,3214 -0,3290 -0,3128 -0,3682 -0,5796 -0,9439 -1,3627 -1,7095 -1,8998 -1,9121 -1,7672 -1,5037 -1,1750 -0,8538 -0,6196 -0,5250 -0,5602 -0,6530 -0,7282 -0,7683 -0,8092 -0,8779 -0,9464 -0,9484 -0,8340 -0,6051 -0,3120 -0,0270 0,1973 0,3573 0,4853 0,6106 0,7418 0,8713 0,9864 1,0791 1,1495 1,1961 1,1991 1,1093 0,8697 0,4676 -0,0389 -0,5616 -1,0434 -1,4706 -1,8331 -2,0900 -2,1752 -2,0408 -1,7039 -1,2502 -0,7918 -0,4178 -0,1681 -0,0368 0,0121 0,0269 0,0508 0,0947 0,1146 0,0338 -0,1881 -0,5181 -0,8892 -1,2434 -1,5258 -1,6712 -1,6333 -1,4261 -1,1318 -0,8713 -0,7568 -0,8466 -1,1158 -1,4636 -1,7748 -1,9856 -2,0975 -2,1449 -2,1500 -2,1003 -1,9752 -1,7946 -1,6267 -1,5493 -1,6076 -1,7984 -2,0701 -2,3272 -2,4660 -2,4212 -2,1757 -1,7467 -1,1931 -0,6164 -0,1197 0,2450 0,4870 0,6427 0,7367 0,7726 0,7597 0,7350 0,7421 0,7858 0,8234 0,8053 0,7199 0,6110 0,5640 0,6584 0,9068 1,2366 1,5413 1,7480 1,8422 1,8516 1,8108 1,7292 1,5875 1,3660 1,0747 0,7603 0,4831 0,2871 0,1809 0,1341 0,0897 -0,0035 -0,1664 -0,3858 -0,6296 -0,8750 -1,1247 -1,4003 -1,7130 -2,0262 -2,2472 -2,2828 -2,1258 -1,8764 -1,6656 -1,5654 -1,5807 -1,6918 -1,8753 -2,1060 -2,3610 -2,6121 -2,8158 -2,9279 -2,9298 -2,8358 -2,6721 -2,4483 -2,1491 -1,7534 -1,2725 -0,7790 -0,3849 -0,1788 -0,1750 -0,3054 -0,4584 -0,5461 -0,5450 -0,4855 -0,4333 -0,4669 -0,6241 -0,8513 -1,0322 -1,0839 -1,0203 -0,9102 -0,8053 -0,7223 -0,6611 -0,6185 -0,6073 -0,6639 -0,8160 -1,0495 -1,3159 -1,5621 -1,7628 -1,9372 -2,1194 -2,2998 -2,4149 -2,4049 -2,2572 -1,9857 -1,6023 -1,1226 -0,5851 -0,0586 0,3884 0,7387 1,0382 1,3334 1,5981 1,7496 1,7384 1,5859 1,3354 1,0166 0,6722 0,3717 0,1739 0,0918 0,0952 0,1238 0,1067 0,0034 -0,1652 -0,3190 -0,3505 -0,1999 0,0851 0,3965 0,6569 0,8404 0,9573 1,0585 1,2131 1,4532 1,7375 1,9509 1,9509 1,6656 1,1650 0,6206 0,2116 0,0560 0,1672 0,4511 0,7660 0,9962 1,0756 0,9827 0,7560 0,5119 0,4179 0,6094 1,0890 1,6920 2,1790 2,3951 2,3525 2,1762 1,9805 1,7983 1,6118 1,4162 1,2363 1,1021 1,0311 1,0227 1,0595 1,1208 1,1980 1,2898 1,3854 1,4663 1,5318 1,6113 1,7392 1,9154 2,0982 2,2274 2,2437 2,1095 1,8480 1,5527 1,3386 1,2823 1,4005 1,6695 2,0505 2,4816 2,8633 3,1043 3,1798 3,1077 2,8809 2,4674 1,8772 1,2031 0,5843 0,1273 -0,1432 -0,2721 -0,3355 -0,4010 -0,4949 -0,6063 -0,7186 -0,8080 -0,8289 -0,7424 -0,5560 -0,3127 -0,0502 0,2148 0,4646 0,6622 0,7680 0,7673 0,6810 0,5593 0,4594 0,4269 0,4955 0,6703 0,8956 1,0691 1,0994 0,9443 0,6362 0,2856 0,0210 -0,0913 -0,0675 0,0252 0,1302 0,2515 0,4267 0,6477 0,8358 0,8991 0,7933 0,5327 0,1700 -0,2213 -0,5572 -0,7644 -0,8215 -0,7745 -0,6921 -0,6069 -0,5141 -0,4116 -0,3171 -0,2513 -0,2245 -0,2360 -0,2757 -0,3285 -0,3803 -0,4077 -0,3652 -0,2075 0,0698 0,4252 0,8076 1,1915 1,5721 1,9497 2,3220 2,6503 2,8284 2,7311 2,3111 1,6504 0,9381 0,3889 0,1423 0,2213 0,5723 1,1203 1,7989 2,5475 3,2894 3,9272 4,3622 4,5236 4,4020 4,0607 3,5997 3,1075 2,6521 2,2838 2,0216 1,8583 1,7740 1,7408 1,7454 1,7873 1,8254 1,7863 1,6529 1,4977 1,4230 1,4694 1,5723 1,6210 1,5467 1,3325 0,9938 0,5989 0,2619 0,0629 -0,0024 0,0285 0,1470 0,3578 0,6282 0,8856 1,0717 1,1843 1,2695 1,3894 1,5802 1,7929 1,8778 1,6723 1,1206 0,3157 -0,5512 -1,2839 -1,7497
Fz    2,9712 2,9987 2,9067 2,6238 2,1250 1,4595 0,7455 0,1210 -0,3212 -0,5676 -0,6763 -0,7320 -0,7936 -0,8735 -0,9573 -1,0329 -1,0882 -1,0911 -1,0008 -0,8092 -0,5669 -0,3636 -0,2735 -0,3036 -0,3932 -0,4689 -0,4971 -0,4842 -0,4429 -0,3754 -0,2817 -0,1620 -0,0146 0,1511 0,3041 0,4034 0,4244 0,3800 0,3179 0,2808 0,2604 0,2004 0,0536 -0,1689 -0,4068 -0,5988 -0,7151 -0,7589 -0,7572 -0,7503 -0,7620 -0,7732 -0,7415 -0,6483 -0,5211 -0,4128 -0,3614 -0,3663 -0,3948 -0,4075 -0,3762 -0,2830 -0,1191 0,1024 0,3394 0,5431 0,6924 0,7966 0,8648 0,8852 0,8386 0,7262 0,5826 0,4678 0,4499 0,5812 0,8641 1,2347 1,5849 1,8058 1,8299 1,6553 1,3334 0,9256 0,4659 -0,0439 -0,6088 -1,2076 -1,7817 -2,2525 -2,5649 -2,7213 -2,7779 -2,8102 -2,8762 -2,9897 -3,1176 -3,2025 -3,1892 -3,0399 -2,7471 -2,3487 -1,9327 -1,6130 -1,4724 -1,5036 -1,6089 -1,6762 -1,6532 -1,5546 -1,4240 -1,3076 -1,2455 -1,2597 -1,3479 -1,4873 -1,6338 -1,7239 -1,6935 -1,5069 -1,1795 -0,7859 -0,4261 -0,1651 -0,0073 0,0707 0,0848 0,0470 -0,0184 -0,0760 -0,0934 -0,0491 0,0736 0,2886 0,5896 0,9320 1,2512 1,5118 1,7240 1,9116 2,0913 2,2779 2,4801 2,6835 2,8516 2,9457 2,9387 2,8205 2,6064 2,3337 2,0388 1,7421 1,4611 1,2334 1,1167 1,1507 1,3182 1,5506 1,7687 1,9138 1,9614 1,9200 1,8127 1,6561 1,4659 1,2765 1,1354 1,0721 1,0871 1,1781 1,3636 1,6700 2,0891 2,5549 2,9718 3,2630 3,3914 3,3580 3,2000 2,9720 2,7167 2,4623 2,2457 2,1166 2,1042 2,1929 2,3365 2,4808 2,5633 2,5142 2,2867 1,8989 1,4361 1,0102 0,7167 0,6111 0,6957 0,9214 1,2102 1,4884 1,7076 1,8407 1,8693 1,7849 1,5930 1,3125 0,9812 0,6659 0,4526 0,4064 0,5372 0,8088 1,1728 1,5831 1,9927 2,3596 2,6553 2,8612 2,9626 2,9549 2,8539 2,6973 2,5365 2,4216 2,3846 2,4243 2,5011 2,5489 2,5022 2,3248 2,0253 1,6515 1,2768 0,9827 0,8239 0,7937 0,8238 0,8196 0,7052 0,4624 0,1427 -0,1720 -0,4354 -0,6577 -0,8616 -1,0311 -1,1121 -1,0636 -0,9037 -0,7093 -0,5707 -0,5318 -0,5696 -0,6427 -0,7478 -0,9174 -1,1776 -1,5207 -1,9059 -2,2770 -2,5846 -2,7984 -2,9023 -2,8820 -2,7276 -2,4413 -2,0352 -1,5313 -0,9677 -0,3903 0,1630 0,6733 1,1429 1,5826 1,9920 2,3497 2,6205 2,7745 2,8060 2,7414 2,6361 2,5551 2,5470 2,6209 2,7370 2,8257 2,8327 2,7552 2,6333 2,5046 2,3691 2,1995 1,9808 1,7332 1,4975 1,3092 1,1931 1,1678 1,2385 1,3919 1,5996 1,8214 2,0132 2,1455 2,2109 2,2150 2,1644 2,0616 1,9097 1,7276 1,5388 1,3375 1,0901 0,7774 0,4318 0,1402 0,0081 0,0950 0,3686 0,7267 1,0583 1,2870 1,3819 1,3480 1,2020 0,9566 0,6385 0,3127 0,0758 0,0250 0,2288 0,7014 1,3810 2,1443 2,8657 3,4584 3,8708 4,0800 4,1016 3,9853 3,7858 3,5503 3,3317 3,1892 3,1684 3,2893 3,5441 3,8902 4,2455 4,5096 4,6100 4,5312 4,3069 3,9873 3,6092 3,1915 2,7510 2,3153 1,9242 1,6297 1,4835 1,5056 1,6541 1,8280 1,9081 1,8125 1,5381 1,1654 0,8217 0,6271 0,6546 0,9182 1,3824 1,9793 2,6280 3,2488 3,7737 4,1620 4,4057 4,5130 4,4919 4,3552 4,1282 3,8449 3,5493 3,2994 3,1450 3,0883 3,0802 3,0628 3,0017 2,8813 2,7052 2,5079 2,3460 2,2694 2,2981 2,4101 2,5489 2,6558 2,7104 2,7427 2,8069 2,9367 3,1155 3,2799 3,3549 3,2933 3,0964 2,8191 2,5570 2,4119 2,4465 2,6539 2,9625 3,2699 3,4876 3,5702 3,5228 3,3957 3,2729 3,2420 3,3527 3,5876 3,8590 4,0280 3,9564 3,5821 2,9566 2,2231 1,5624 1,1336 1,0246 1,2360 1,6961 2,2784 2,8243 3,1868 3,2821 3,1166 2,7727 2,3705 2,0283 1,8324 1,8128 1,9391 2,1547 2,4253 2,7526 3,1508 3,6232 4,1537 4,7082 5,2344 5,6613 5,9058 5,8919 5,5741 4,9516 4,0763 3,0593 2,0558 1,2239 0,6748 0,4421 0,4894 0,7524 1,1693 1,6775 2,2091 2,7064 3,1266 3,4341 3,6054 3,6333 3,5067 3,2003 2,7021 2,0425 1,2917 0,5403 -0,1197 -0,6169 -0,9269 -1,0686 -1,0660 -0,9211 -0,6300 -0,2085 0,3115 0,9027 1,5446 2,2014 2,8019 3,2435 3,4270 3,3082 2,9301 2,4048 1,8594 1,3869 1,0254 0,7607 0,5621 0,4335 0,4174 0,5451 0,7958 1,0977 1,3595 1,5171 1,5597 1,5146 1,4174 1,2960 1,1641 1,0292 0,9167 0,8742 0,9343 1,0750 1,2246 1,3060 1,2828 1,1765 1,0513 0,9814 1,0248 1,2132 1,5473 1,9839 2,4295 2,7660 2,9080 2,8477 2,6415 2,3614 2,0625 1,7756 1,5127 1,2806 1,1010 1,0205 1,0938 1,3517 1,7778 2,3150 2,8976 3,4724 4,0046 4,4729 4,8535 5,1052 5,1742 5,0295 4,7056 4,3102 3,9818 3,8333 3,9104 4,1701 4,4946 4,7519 4,8675 4,8411 4,7093 4,5098 4,2743 4,0344 3,8206 3,6503 3,5184 3,3989 3,2635 3,1008 2,9041 2,6440 2,2799 1,8135 1,3228 0,9351 0,7589 0,8314 1,1155 1,5246 1,9451 2,2660 2,4336 2,4829 2,5004 2,5595 2,6862 2,8564 3,0104 3,0790 3,0055 2,7538 2,3205 1,7449 1,0846
F3    3,9241 3,9004 3,6590 3,2028 2,5638 1,8176 1,0766 0,4460 -0,0195 -0,3252 -0,5158 -0,6379 -0,7157 -0,7614 -0,7956 -0,8409 -0,8877 -0,8831 -0,7834 -0,6125 -0,4580 -0,4171 -0,5394 -0,7949 -1,1019 -1,3920 -1,6344 -1,8009 -1,8399 -1,7070 -1,4084 -0,9977 -0,5367 -0,0683 0,3825 0,7960 1,1478 1,4085 1,5562 1,5776 1,4473 1,1283 0,6155 -0,0197 -0,6469 -1,1509 -1,4846 -1,6496 -1,6624 -1,5607 -1,4030 -1,2345 -1,0699 -0,9070 -0,7297 -0,5112 -0,2376 0,0831 0,4328 0,7807 1,0816 1,2999 1,4292 1,4859 1,4920 1,4659 1,4242 1,3750 1,3015 1,1696 0,9637 0,7117 0,4784 0,3380 0,3481 0,5174 0,7791 1,0182 1,1448 1,1364 1,0272 0,8835 0,7750 0,7374 0,7484 0,7422 0,6537 0,4524 0,1441 -0,2470 -0,6920 -1,1627 -1,6340 -2,0879 -2,5056 -2,8571 -3,1036 -3,2026 -3,1079 -2,7865 -2,2508 -1,5756 -0,8886 -0,3339 -0,0165 0,0570 -0,0065 -0,0631 -0,0470 -0,0005 -0,0023 -0,0954 -0,2753 -0,5135 -0,7782 -1,0429 -1,2799 -1,4526 -1,5171 -1,4376 -1,2125 -0,8936 -0,5605 -0,2619 0,0049 0,2549 0,4719 0,6174 0,6728 0,6679 0,6677 0,7368 0,9141 1,2017 1,5574 1,8977 2,1409 2,2669 2,3236 2,3776 2,4779 2,6446 2,8571 3,0529 3,1585 3,1277 2,9578 2,6797 2,3417 1,9907 1,6640 1,3979 1,2358 1,2214 1,3828 1,7046 2,1093 2,4847 2,7389 2,8355 2,7924 2,6545 2,4567 2,2114 1,9322 1,6624 1,4583 1,3454 1,3072 1,3191 1,3886 1,5520 1,8232 2,1560 2,4812 2,7663 3,0163 3,2403 3,4435 3,6228 3,7527 3,8016 3,7783 3,7425 3,7482 3,7831 3,7824 3,6797 3,4271 2,9887 2,3642 1,6335 0,9520 0,4765 0,2887 0,3724 0,6342 0,9559 1,2604 1,5471 1,8623 2,2367 2,6493 3,0348 3,3066 3,3808 3,2148 2,8500 2,4120 2,0418 1,8169 1,7343 1,7480 1,8074 1,8757 1,9400 2,0029 2,0588 2,0907 2,0991 2,1270 2,2386 2,4661 2,7795 3,1046 3,3543 3,4515 3,3460 3,0297 2,5444 1,9709 1,4050 0,9329 0,6141 0,4699 0,4764 0,5681 0,6554 0,6571 0,5423 0,3496 0,1487 -0,0313 -0,2315 -0,5060 -0,8391 -1,1269 -1,2455 -1,1355 -0,8336 -0,4422 -0,0672 0,2196 0,3699 0,3476 0,1468 -0,1978 -0,6280 -1,0810 -1,4960 -1,8182 -2,0121 -2,0664 -1,9802 -1,7571 -1,4113 -0,9685 -0,4684 0,0343 0,4846 0,8518 1,1392 1,3765 1,6004 1,8324 2,0640 2,2605 2,3818 2,4066 2,3471 2,2549 2,2129 2,3006 2,5377 2,8456 3,0841 3,1452 3,0167 2,7672 2,4883 2,2409 2,0308 1,8273 1,6088 1,3879 1,2062 1,1174 1,1562 1,3112 1,5367 1,7880 2,0396 2,2844 2,5231 2,7435 2,9044 2,9455 2,8197 2,5388 2,1900 1,8726 1,6158 1,3738 1,0881 0,7529 0,4408 0,2625 0,2832 0,4773 0,7556 1,0254 1,2303 1,3558 1,4074 1,3836 1,2784 1,1132 0,9487 0,8602 0,9161 1,1711 1,6464 2,2934 2,9943 3,6139 4,0451 4,2201 4,1253 3,8219 3,4224 3,0254 2,6829 2,4241 2,2779 2,2736 2,4355 2,7638 3,2144 3,6994 4,1099 4,3488 4,3613 4,1551 3,7955 3,3714 2,9573 2,5968 2,3012 2,0667 1,9072 1,8579 1,9366 2,1129 2,3151 2,4549 2,4513 2,2673 1,9497 1,6156 1,3832 1,3160 1,4240 1,6863 2,0650 2,5128 2,9699 3,3600 3,6168 3,7229 3,7079 3,6122 3,4628 3,2761 3,0752 2,9120 2,8629 2,9712 3,1906 3,4120 3,5490 3,5720 3,4767 3,2710 2,9972 2,7388 2,5917 2,6135 2,7836 3,0045 3,1600 3,1918 3,1294 3,0479 3,0038 3,0002 2,9904 2,9106 2,7260 2,4583 2,1840 2,0106 2,0291 2,2693 2,6936 3,2165 3,7190 4,0721 4,1833 4,0355 3,6985 3,3093 3,0209 2,9425 3,0985 3,4136 3,7289 3,8683 3,7314 3,3341 2,7844 2,2378 1,8463 1,7068 1,8384 2,1955 2,6845 3,1742 3,5203 3,6113 3,4096 2,9702 2,4283 1,9492 1,6574 1,5891 1,7008 1,9272 2,2376 2,6408 3,1418 3,7076 4,2715 4,7676 5,1678 5,4841 5,7263 5,8570 5,7883 5,4213 4,7104 3,7142 2,5961 1,5628 0,7782 0,3156 0,1736 0,3249 0,7429 1,3953 2,2235 3,1270 3,9590 4,5671 4,8657 4,8620 4,6009 4,1140 3,4304 2,6025 1,7006 0,8042 0,0104 -0,5814 -0,9204 -1,0249 -0,9367 -0,6739 -0,2446 0,3150 0,9493 1,6213 2,3181 3,0175 3,6529 4,1056 4,2483 4,0217 3,4788 2,7634 2,0513 1,4940 1,1636 1,0269 0,9984 1,0346 1,1522 1,3620 1,6217 1,8523 1,9892 2,0273 2,0105 1,9793 1,9400 1,8761 1,7642 1,5854 1,3537 1,1396 1,0403 1,1082 1,2975 1,4820 1,5381 1,4268 1,2148 1,0340 1,0197 1,2564 1,7329 2,3281 2,8490 3,1174 3,0624 2,7527 2,3362 1,9510 1,6758 1,5245 1,4674 1,4624 1,4852 1,5477 1,6862 1,9205 2,2198 2,5184 2,7716 2,9942 3,2467 3,5857 4,0170 4,4816 4,8845 5,1456 5,2351 5,1855 5,0993 5,1167 5,3148 5,6230 5,8582 5,8626 5,6182 5,2207 4,7656 4,3096 3,9172 3,6749 3,6397 3,7915 4,0350 4,2530 4,3784 4,4066 4,3315 4,0973 3,6342 2,9368 2,1145 1,3668 0,8831 0,7451 0,9291 1,3711 1,9770 2,6026 3,1085 3,4485 3,6801 3,8929 4,1272 4,3374 4,4088 4,2197 3,7155 2,9283 1,9509 0,9016 -0,1256
F7    2,2175 2,1691 2,0343 1,7290 1,2501 0,6585 0,0598 -0,4128 -0,6538 -0,6494 -0,4807 -0,2789 -0,1628 -0,1753 -0,2628 -0,3370 -0,3581 -0,3421 -0,2998 -0,2121 -0,0592 0,1523 0,3772 0,5411 0,5862 0,5137 0,3702 0,2113 0,0914 0,0561 0,1116 0,2103 0,2787 0,2538 0,1033 -0,1667 -0,5107 -0,8502 -1,1013 -1,2119 -1,1809 -1,0565 -0,9207 -0,8389 -0,7998 -0,7153 -0,4985 -0,1502 0,2241 0,4865 0,5561 0,4424 0,2270 0,0235 -0,0828 -0,0825 -0,0329 -0,0058 -0,0374 -0,1045 -0,1379 -0,0607 0,1613 0,4704 0,7217 0,7785 0,6168 0,3278 0,0334 -0,1852 -0,2941 -0,2900 -0,1910 -0,0101 0,2735 0,7010 1,2762 1,9261 2,5386 3,0291 3,3499 3,4700 3,3792 3,0900 2,6218 1,9910 1,2192 0,3499 -0,5333 -1,3019 -1,8220 -2,0201 -1,9099 -1,5744 -1,1420 -0,7499 -0,4872 -0,3764 -0,4048 -0,5418 -0,7327 -0,9051 -0,9926 -0,9549 -0,7837 -0,5038 -0,1813 0,0890 0,2262 0,1955 0,0186 -0,2314 -0,4613 -0,6065 -0,6490 -0,6017 -0,4914 -0,3573 -0,2487 -0,2047 -0,2315 -0,3096 -0,4109 -0,4959 -0,5231 -0,4905 -0,4496 -0,4603 -0,5481 -0,7086 -0,9220 -1,1475 -1,3093 -1,2976 -1,0103 -0,4162 0,4229 1,3803 2,3020 3,0364 3,4764 3,6073 3,5099 3,3026 3,0720 2,8470 2,6186 2,3748 2,1257 1,9052 1,7426 1,6424 1,5914 1,5637 1,5271 1,4704 1,4150 1,3822 1,3626 1,3299 1,2835 1,2762 1,3843 1,6284 1,9348 2,1921 2,3443 2,4260 2,5139 2,6623 2,8774 3,1252 3,3551 3,5225 3,5934 3,5382 3,3413 3,0246 2,6585 2,3440 2,1724 2,1867 2,3713 2,6712 3,0282 3,4077 3,7931 4,1493 4,4056 4,4951 4,4004 4,1512 3,7944 3,3844 2,9925 2,7056 2,5909 2,6433 2,7632 2,8102 2,6900 2,3921 1,9583 1,4383 0,8875 0,3899 0,0411 -0,1062 -0,0654 0,1114 0,3663 0,6566 0,9677 1,2989 1,6297 1,9200 2,1424 2,2979 2,4090 2,5125 2,6398 2,7891 2,9256 3,0098 3,0258 2,9883 2,9066 2,7518 2,4960 2,1675 1,8309 1,5272 1,2622 1,0318 0,8301 0,6442 0,4527 0,2324 -0,0213 -0,2717 -0,4541 -0,5168 -0,4324 -0,1801 0,2478 0,8015 1,3538 1,7488 1,8752 1,7103 1,3335 0,8953 0,5406 0,3410 0,2713 0,2292 0,1110 -0,1085 -0,3753 -0,6205 -0,8108 -0,9441 -1,0303 -1,0900 -1,1529 -1,2259 -1,2613 -1,1827 -0,9525 -0,6030 -0,2124 0,1416 0,4240 0,6597 0,9083 1,2066 1,5278 1,8046 1,9875 2,0607 2,0152 1,8418 1,5623 1,2505 1,0017 0,8784 0,8837 0,9733 1,0808 1,1336 1,0647 0,8458 0,5279 0,2406 0,1348 0,2993 0,7011 1,2046 1,6621 1,9884 2,1623 2,1824 2,0520 1,8116 1,5602 1,4138 1,4507 1,6806 2,0216 2,3151 2,4121 2,2647 1,9454 1,5963 1,3517 1,2797 1,3725 1,5685 1,7876 1,9721 2,1030 2,1738 2,1795 2,1378 2,0846 2,0416 2,0118 2,0074 2,0681 2,2379 2,5079 2,7877 2,9558 2,9438 2,7749 2,5374 2,3343 2,2348 2,2432 2,3152 2,4042 2,4847 2,5438 2,5767 2,5850 2,5757 2,5639 2,5675 2,6012 2,6845 2,8430 3,0782 3,3443 3,5690 3,6951 3,6989 3,5847 3,3755 3,1000 2,7793 2,4377 2,1224 1,8840 1,7330 1,6368 1,5578 1,4805 1,4062 1,3492 1,3451 1,4416 1,6670 2,0166 2,4626 2,9610 3,4615 3,9180 4,2815 4,4919 4,4910 4,2590 3,8510 3,3821 2,9528 2,5887 2,2644 1,9738 1,7542 1,6457 1,6463 1,7091 1,7653 1,7533 1,6611 1,5537 1,5367 1,6808 1,9827 2,3819 2,7984 3,1673 3,4547 3,6452 3,7228 3,6740 3,5047 3,2311 2,8642 2,4267 1,9708 1,5623 1,2634 1,1156 1,1079 1,1791 1,2719 1,3707 1,4937 1,6695 1,9107 2,1949 2,4783 2,7103 2,8296 2,7785 2,5357 2,1298 1,6291 1,1412 0,7970 0,6859 0,7916 1,0111 1,2363 1,4010 1,4674 1,4060 1,2059 0,8937 0,5308 0,1859 -0,0838 -0,2255 -0,1879 0,0582 0,4967 1,0661 1,6699 2,1947 2,5585 2,7654 2,8936 3,0142 3,1264 3,1638 3,0506 2,7562 2,3058 1,7594 1,2064 0,7777 0,6064 0,7309 1,0457 1,3737 1,5926 1,6927 1,7362 1,7995 1,9415 2,1840 2,4997 2,8077 2,9833 2,9173 2,5925 2,0965 1,5570 1,0713 0,6928 0,4472 0,3303 0,3053 0,3259 0,3586 0,3829 0,3880 0,3841 0,4111 0,5140 0,7101 0,9815 1,2806 1,5365 1,6784 1,6649 1,5004 1,2370 0,9538 0,7095 0,5057 0,2954 0,0278 -0,3032 -0,6362 -0,8681 -0,9105 -0,7300 -0,3566 0,1244 0,5887 0,9119 1,0165 0,8909 0,5919 0,2391 -0,0225 -0,0898 0,0519 0,3387 0,6829 1,0272 1,3455 1,6016 1,7380 1,7098 1,5072 1,1462 0,6642 0,1427 -0,2727 -0,4147 -0,1946 0,3290 0,9803 1,5588 1,9152 1,9806 1,7611 1,3154 0,7317 0,1220 -0,3734 -0,6114 -0,4980 -0,0153 0,7775 1,7389 2,6568 3,3150 3,5911 3,5120 3,2137 2,8363 2,4663 2,1614 1,9659 1,8714 1,8090 1,7170 1,6046 1,5286 1,5142 1,5186 1,4980 1,4847 1,5270 1,5752 1,5059 1,2536 0,8805 0,5189 0,2520 0,0542 -0,1417 -0,3371 -0,4559 -0,4194 -0,2056 0,1366 0,5038 0,8061 1,0281 1,1886 1,2593 1,1811 0,9469 0,6076 0,1960 -0,2986 -0,8722 -1,4674 -1,9914 -2,3378 -2,4166 -2,1946 -1,7094 -1,0704 -0,4280 0,1055
