Fp1   -0,1669 -0,6579 -0,9934 -1,1268 -1,1286 -1,1316 -1,2257 -1,4059 -1,6067 -1,7605 -1,8322 -1,8204 -1,7100 -1,4225 -0,8535 0,0146 1,0385 1,9648 2,5759 2,8012 2,7052 2,3941 1,9505 1,4412 0,9339 0,4762 0,0679 -0,3402 -0,8237 -1,4235 -2,0824 -2,6663 -3,0536 -3,1937 -3,0877 -2,7316 -2,1121 -1,2689 -0,3208 0,5882 1,3480 1,9063 2,2619 2,4466 2,5089 2,4964 2,4518 2,4319 2,4968 2,6465 2,7913 2,8148 2,6526 2,3322 1,9863 1,7855 1,7878 1,8851 1,9291 1,8596 1,6922 1,4531 1,1636 0,8381 0,4899 0,1771 0,0180 0,1118 0,4497 0,9197 1,3940 1,8134 2,1972 2,5868 2,9938 3,3957 3,7677 4,1024 4,3783 4,5238 4,4576 4,1715 3,7436 3,2766 2,8555 2,5580 2,4527 2,5613 2,8300 3,1371 3,3259 3,2676 2,9313 2,4048 1,8500 1,4097 1,1154 0,8802 0,5955 0,2113 -0,2762 -0,8519 -1,4575 -1,9854 -2,3325 -2,4454 -2,3222 -2,0099 -1,6031 -1,2356 -1,0529 -1,1409 -1,4439 -1,7641 -1,8806 -1,7046 -1,3386 -0,9823 -0,7882 -0,7970 -0,9560 -1,1492 -1,2412 -1,1348 -0,7903 -0,2101 0,5466 1,3267 1,9048 2,0797 1,7849 1,1344 0,3748 -0,2049 -0,3610 0,0252 0,9177 2,1799 3,6394 5,0943 6,3227 7,1601 7,5815 7,6921 7,6349 7,5089 7,3604 7,2122 7,0646 6,8657 6,5063 5,9009 5,1077 4,3362 3,8043 3,6040 3,7054 4,0465 4,5742 5,2049 5,8021 6,2301 6,4058 6,3009 5,9406 5,3997 4,7758 4,1644 3,6630 3,3719 3,3515 3,5764 3,9376 4,2852 4,4861 4,4717 4,2403 3,8165 3,2249 2,5082 1,7465 1,0388 0,4719 0,0930 -0,1130 -0,2077 -0,2373 -0,2022 -0,0899 0,0964 0,3431 0,6224 0,8752 1,0261 1,0554 1,0611 1,1972 1,5326 2,0054 2,4869 2,8500 3,0284 3,0514 2,9984 2,9106 2,7702 2,5551 2,2694 1,9153 1,4903 1,0379 0,6540 0,4076 0,2744 0,1748 0,0512 -0,1150 -0,3393 -0,6439 -1,0296 -1,4459 -1,7832 -1,9159 -1,7838 -1,4421 -1,0338 -0,7139 -0,5855 -0,6831 -0,9731 -1,3500 -1,6656 -1,8213 -1,8498 -1,8760 -1,9861 -2,1563 -2,3097 -2,4144 -2,5087 -2,6247 -2,7257 -2,7418 -2,6332 -2,4058 -2,1076 -1,8309 -1,6725 -1,6646 -1,7610 -1,8948 -2,0323 -2,1848 -2,3870 -2,6594 -2,9790 -3,2993 -3,5879 -3,8123 -3,9031 -3,7684 -3,3443 -2,6391 -1,7511 -0,8522 -0,1273 0,3019 0,4327 0,3935 0,3885 0,5851 1,0147 1,5628 2,0356 2,2518 2,1066 1,5798 0,7195 -0,3598 -1,4813 -2,4439 -3,0880 -3,3477 -3,2398 -2,8239 -2,1981 -1,4953 -0,8253 -0,2268 0,3046 0,7483 1,0286 1,0598 0,8237 0,3957 -0,0825 -0,4563 -0,6395 -0,6494 -0,5437 -0,3401 0,0049 0,5528 1,3140 2,2061 3,0476 3,5989 3,6790 3,2839 2,5736 1,7464 0,9429 0,2459 -0,2763 -0,5477 -0,5136 -0,2178 0,1536 0,3481 0,1961 -0,2779 -0,8615 -1,2772 -1,3388 -1,0356 -0,5000 0,1003 0,6455 1,0752 1,3666 1,5060 1,4842 1,3418 1,1832 1,0920 1,0539 0,9997 0,9170 0,9046 1,0919 1,4794 1,8879 2,0987 2,0266 1,7583 1,4681 1,3127 1,3613 1,5693 1,8087 1,9570 1,9603 1,8117 1,5167 1,1064 0,6481 0,2298 -0,0494 -0,0888 0,1853 0,7784 1,6068 2,5187 3,3485 3,9804 4,3895 4,6306 4,7719 4,8151 4,6762 4,2520 3,5150 2,5593 1,5746 0,7554 0,2053 -0,0711 -0,1006 0,0883 0,4509 0,9306 1,4578 1,9286 2,2057 2,1547 1,7130 0,9587 0,1113 -0,5509 -0,8091 -0,5974 -0,0022 0,8282 1,7525 2,6131 3,2104 3,3645 3,0121 2,2588 1,3491 0,5524 0,0259 -0,2496 -0,4077 -0,5753 -0,8166 -1,1623 -1,6332 -2,2266 -2,9111 -3,6232 -4,2585 -4,7140 -4,9629 -5,0584 -5,0801 -5,0951 -5,1281 -5,1350 -5,0371 -4,8024 -4,4859 -4,1974 -4,0350 -4,0218 -4,0621 -3,9611 -3,5446 -2,7988 -1,8946 -1,0726 -0,4766 -0,0788 0,2436 0,5895 0,9801 1,3512 1,5566 1,4141 0,8244 -0,1421 -1,2987 -2,4783 -3,6037 -4,6499 -5,5896 -6,3806 -6,9659 -7,2764 -7,2548 -6,8852 -6,2180 -5,3787 -4,5262 -3,7636 -3,0923 -2,4615 -1,8426 -1,2507 -0,7315 -0,3484 -0,1553 -0,1633 -0,3425 -0,6522 -1,0503 -1,4806 -1,8793 -2,2116 -2,5054 -2,8271 -3,2024 -3,5679 -3,8057 -3,8148 -3,5569 -3,0792 -2,5111 -2,0167 -1,7396 -1,7571 -2,0138 -2,3138 -2,4618 -2,4178 -2,2948 -2,2303 -2,2899 -2,4773 -2,7845 -3,1893 -3,6274 -4,0101 -4,2683 -4,3696 -4,3318 -4,2371 -4,1997 -4,2866 -4,4755 -4,6873 -4,8287 -4,8080 -4,5667 -4,1363 -3,6512 -3,2835 -3,1627 -3,3562 -3,8661 -4,5992 -5,3693 -5,9743 -6,2733 -6,2056 -5,7919 -5,1445 -4,4400 -3,8394 -3,4265 -3,2010 -3,0956 -2,9942 -2,7680 -2,3356 -1,7040 -0,9346 -0,0824 0,8016 1,6185 2,2010 2,3598 1,9800 1,1064 -0,0598 -1,2481 -2,2229 -2,8578 -3,1747 -3,3293 -3,5235 -3,8762 -4,3521 -4,8045 -5,0820 -5,1174 -4,9538 -4,7150 -4,5457 -4,5346 -4,6642 -4,8315 -4,9276 -4,9285 -4,9196 -4,9978 -5,1713 -5,3841 -5,5853 -5,7554 -5,9125 -6,0954 -6,3143 -6,5134 -6,5970 -6,5014 -6,2351 -5,8541 -5,4148 -4,9415 -4,4370 -3,9355 -3,5195 -3,2531 -3,1295 -3,1016 -3,1290 -3,1901 -3,2662 -3,3035 -3,2093 -2,9231 -2,4806 -1,9974 -1,6168 -1,4688 -1,6287 -2,0903 -2,7799 -3,5897 -4,3914 -5,0384 -5,4082 -5,4813 -5,3605 -5,1942 -5,0964 -5,1055 -5,1610 -5,1193
Fz    -0,6361 -1,3838 -1,9409 -2,2273 -2,2941 -2,2737 -2,2746 -2,3233 -2,3878 -2,4220 -2,3872 -2,2558 -1,9847 -1,4871 -0,6712 0,4567 1,7233 2,8388 3,5506 3,7704 3,5735 3,0954 2,4448 1,7090 0,9848 0,3506 -0,1822 -0,6726 -1,2105 -1,8425 -2,5135 -3,0948 -3,4707 -3,5903 -3,4507 -3,0427 -2,3454 -1,3948 -0,3139 0,7431 1,6564 2,3692 2,8770 3,1990 3,3666 3,4231 3,4199 3,4197 3,4826 3,6194 3,7652 3,8271 3,7508 3,5606 3,3747 3,3393 3,4875 3,6878 3,7676 3,6507 3,3613 2,9587 2,5027 2,0320 1,5636 1,1386 0,8443 0,7533 0,8515 1,0504 1,2650 1,4800 1,7435 2,1076 2,5758 3,1017 3,6294 4,1296 4,5755 4,8924 4,9780 4,7832 4,3514 3,7885 3,2287 2,8161 2,6595 2,7741 3,0724 3,4019 3,5906 3,5032 3,1045 2,4834 1,8143 1,2645 0,8957 0,6462 0,4149 0,1358 -0,2318 -0,7146 -1,2860 -1,8600 -2,3525 -2,7163 -2,9216 -2,9536 -2,8401 -2,6708 -2,5763 -2,6524 -2,8691 -3,0568 -3,0139 -2,6602 -2,0967 -1,5201 -1,0880 -0,8565 -0,7891 -0,7838 -0,7201 -0,5126 -0,1192 0,4742 1,2259 1,9898 2,5347 2,6460 2,2477 1,4591 0,5537 -0,1347 -0,3153 0,1604 1,2559 2,7994 4,5579 6,2702 7,6835 8,6384 9,1402 9,3317 9,3816 9,3862 9,3618 9,2864 9,1159 8,7662 8,1215 7,1261 5,9054 4,7519 3,9493 3,6230 3,7451 4,2238 4,9480 5,7698 6,5095 7,0237 7,2472 7,1737 6,8390 6,3211 5,7250 5,1598 4,7344 4,5417 4,6103 4,8714 5,1930 5,4415 5,5279 5,4256 5,1511 4,7251 4,1676 3,5301 2,9001 2,3609 1,9643 1,7289 1,6337 1,6275 1,6671 1,7370 1,8287 1,9318 2,0435 2,1512 2,2043 2,1347 1,9427 1,7631 1,7891 2,1100 2,6540 3,2579 3,7567 4,0588 4,1833 4,2042 4,1547 4,0116 3,7594 3,4145 2,9822 2,4484 1,8365 1,2286 0,6970 0,2409 -0,1837 -0,5985 -0,9946 -1,3705 -1,7434 -2,1224 -2,4758 -2,7174 -2,7444 -2,5178 -2,1131 -1,6845 -1,3756 -1,2632 -1,3673 -1,6578 -2,0277 -2,3134 -2,4003 -2,3116 -2,1680 -2,0642 -2,0038 -1,9483 -1,9018 -1,9227 -2,0422 -2,2039 -2,3067 -2,2742 -2,0818 -1,7630 -1,4109 -1,1328 -0,9808 -0,9384 -0,9715 -1,0735 -1,2634 -1,5660 -1,9875 -2,4913 -3,0093 -3,4737 -3,8165 -3,9542 -3,8054 -3,3317 -2,5702 -1,6412 -0,7152 0,0459 0,5365 0,7421 0,7676 0,8065 1,0257 1,4556 1,9824 2,4231 2,6127 2,4596 1,9495 1,1282 0,0998 -0,9751 -1,9122 -2,5629 -2,8560 -2,7846 -2,3860 -1,7628 -1,0741 -0,4485 0,0794 0,5276 0,8846 1,0792 1,0299 0,7166 0,1994 -0,3994 -0,9335 -1,3080 -1,5224 -1,6137 -1,5732 -1,3307 -0,8184 -0,0486 0,8629 1,7216 2,3037 2,4510 2,1632 1,5821 0,8742 0,1424 -0,5598 -1,1714 -1,6004 -1,7611 -1,6609 -1,4563 -1,3866 -1,6192 -2,1292 -2,6993 -3,0452 -2,9770 -2,4816 -1,6866 -0,7648 0,1297 0,8783 1,4071 1,6899 1,7457 1,6579 1,5607 1,5479 1,6050 1,6610 1,7019 1,8265 2,1595 2,6794 3,1740 3,4005 3,2710 2,8895 2,4558 2,1414 2,0181 2,0505 2,1355 2,1832 2,1672 2,0894 1,9334 1,6771 1,3224 0,9069 0,5127 0,2620 0,2770 0,6216 1,2684 2,1121 3,0085 3,8256 4,4900 5,0006 5,3826 5,6177 5,6250 5,3208 4,7018 3,8801 3,0453 2,3728 1,9369 1,7221 1,7024 1,8645 2,1770 2,5858 3,0160 3,3579 3,4781 3,2607 2,6714 1,8166 0,9321 0,2837 0,0413 0,2110 0,6749 1,2997 1,9920 2,6466 3,0954 3,1544 2,7316 1,9068 0,9241 0,0768 -0,4528 -0,6804 -0,7607 -0,8555 -1,0619 -1,4296 -1,9799 -2,6963 -3,5306 -4,4058 -5,2031 -5,7941 -6,1136 -6,1816 -6,0710 -5,8788 -5,6814 -5,4813 -5,2276 -4,9007 -4,5535 -4,2757 -4,1331 -4,1253 -4,1511 -4,0135 -3,5274 -2,6682 -1,6176 -0,6558 0,0214 0,4068 0,6183 0,7726 0,9262 1,0656 1,0881 0,8231 0,1527 -0,8782 -2,1046 -3,3761 -4,6225 -5,8101 -6,8936 -7,8180 -8,5216 -8,9368 -9,0112 -8,7329 -8,1571 -7,4195 -6,6831 -6,0308 -5,4194 -4,7497 -3,9644 -3,0793 -2,1709 -1,3556 -0,7440 -0,3815 -0,2435 -0,2871 -0,4825 -0,7966 -1,1774 -1,5802 -2,0053 -2,4869 -3,0315 -3,5784 -4,0295 -4,3020 -4,3509 -4,1801 -3,8570 -3,5033 -3,2637 -3,2565 -3,4806 -3,7760 -3,9455 -3,9173 -3,7730 -3,6439 -3,6102 -3,6951 -3,9111 -4,2593 -4,6918 -5,1192 -5,4564 -5,6528 -5,7157 -5,7272 -5,8040 -6,0110 -6,3167 -6,6287 -6,8467 -6,8825 -6,6820 -6,2745 -5,7930 -5,4192 -5,3019 -5,5231 -6,0857 -6,8846 -7,7189 -8,3743 -8,6989 -8,6187 -8,1403 -7,3679 -6,4832 -5,6662 -5,0242 -4,5718 -4,2426 -3,9206 -3,4941 -2,9128 -2,2046 -1,4232 -0,5886 0,2901 1,1399 1,7901 2,0204 1,6757 0,7793 -0,4606 -1,7581 -2,8748 -3,6943 -4,2436 -4,6614 -5,1135 -5,6878 -6,3421 -6,9391 -7,3282 -7,4253 -7,2540 -6,9322 -6,6136 -6,4100 -6,3394 -6,3384 -6,3261 -6,2823 -6,2660 -6,3326 -6,4640 -6,6092 -6,7427 -6,8680 -7,0121 -7,2078 -7,4495 -7,6614 -7,7291 -7,5784 -7,2180 -6,7075 -6,1016 -5,4255 -4,6991 -3,9903 -3,4179 -3,0712 -2,9457 -2,9750 -3,0932 -3,2587 -3,4380 -3,5655 -3,5408 -3,3018 -2,8887 -2,4284 -2,0843 -2,0022 -2,2521 -2,8056 -3,5743 -4,4566 -5,3470 -6,1204 -6,6593 -6,9315 -7,0132 -7,0234 -7,0561 -7,1498 -7,2613 -7,2666
F3    -1,9151 -2,5885 -3,1527 -3,4646 -3,5234 -3,4407 -3,3251 -3,2112 -3,0804 -2,9064 -2,6791 -2,4013 -2,0472 -1,5237 -0,7146 0,4064 1,6960 2,8794 3,6954 4,0212 3,8792 3,3683 2,6167 1,7772 1,0113 0,4332 0,0581 -0,2007 -0,4828 -0,8887 -1,4092 -1,9436 -2,3764 -2,6313 -2,6686 -2,4433 -1,9029 -1,0557 -0,0100 1,0692 2,0279 2,7685 3,2576 3,5068 3,5569 3,4650 3,2954 3,1262 3,0347 3,0365 3,0555 2,9853 2,7679 2,4293 2,0899 1,9018 1,9044 1,9642 1,8954 1,6020 1,0949 0,4490 -0,2299 -0,8535 -1,3704 -1,7184 -1,8061 -1,5872 -1,1331 -0,5993 -0,1224 0,2567 0,5890 0,9512 1,3836 1,8755 2,3955 2,9192 3,4062 3,7654 3,8886 3,7265 3,3093 2,7091 2,0249 1,3870 0,9225 0,6893 0,6500 0,6968 0,6910 0,5110 0,1106 -0,4471 -1,0145 -1,4429 -1,6778 -1,7827 -1,8652 -2,0118 -2,2943 -2,7732 -3,4491 -4,2385 -5,0196 -5,6851 -6,1575 -6,4001 -6,4314 -6,3237 -6,1840 -6,1005 -6,0748 -6,0070 -5,7715 -5,3277 -4,7615 -4,2167 -3,7965 -3,5269 -3,3722 -3,2574 -3,1002 -2,8445 -2,4606 -1,9330 -1,2918 -0,6631 -0,2560 -0,2608 -0,7225 -1,4942 -2,2971 -2,8205 -2,8171 -2,1857 -0,9898 0,6063 2,4043 4,1834 5,7176 6,8506 7,5629 7,9530 8,1435 8,2014 8,1411 7,9661 7,6733 7,2250 6,5462 5,6023 4,5062 3,5066 2,8329 2,5735 2,6987 3,1436 3,8342 4,6539 5,4433 6,0548 6,3867 6,3777 6,0263 5,4167 4,6935 4,0096 3,5047 3,2917 3,4096 3,7852 4,2575 4,6497 4,8420 4,8019 4,5580 4,1506 3,6174 3,0202 2,4491 1,9800 1,6408 1,4091 1,2285 1,0430 0,8403 0,6618 0,5691 0,6097 0,7982 1,0971 1,4157 1,6554 1,7931 1,9342 2,2385 2,7683 3,4292 4,0346 4,3979 4,4242 4,1646 3,7609 3,3250 2,8961 2,4892 2,1208 1,7817 1,4402 1,0967 0,7991 0,5796 0,4016 0,1990 -0,0517 -0,3291 -0,6227 -0,9561 -1,3538 -1,7967 -2,2021 -2,4513 -2,4674 -2,2854 -2,0394 -1,8728 -1,8689 -2,0513 -2,3858 -2,7550 -2,9860 -2,9666 -2,7351 -2,4333 -2,1736 -1,9703 -1,7877 -1,6291 -1,5557 -1,6100 -1,7520 -1,8896 -1,9431 -1,8752 -1,7016 -1,4931 -1,3372 -1,2771 -1,2952 -1,3533 -1,4340 -1,5428 -1,6955 -1,9067 -2,1716 -2,4623 -2,7429 -2,9613 -3,0327 -2,8614 -2,3901 -1,6428 -0,7355 0,1605 0,8790 1,3111 1,4511 1,4229 1,4326 1,6447 2,0813 2,6215 3,0729 3,2616 3,0973 2,5807 1,7752 0,7928 -0,2152 -1,0892 -1,7100 -2,0289 -2,0506 -1,8072 -1,3746 -0,8685 -0,3733 0,1055 0,5931 1,0644 1,4199 1,5430 1,3756 0,9462 0,3702 -0,1827 -0,5871 -0,8303 -0,9564 -0,9677 -0,7963 -0,3663 0,3229 1,1685 1,9848 2,5529 2,7117 2,4479 1,8832 1,1658 0,3885 -0,3958 -1,1214 -1,6949 -2,0329 -2,1423 -2,1703 -2,3399 -2,7972 -3,4918 -4,1841 -4,5800 -4,4928 -3,9201 -3,0040 -1,9360 -0,8900 -0,0011 0,6434 1,0068 1,1061 1,0289 0,9066 0,8182 0,7367 0,5963 0,4015 0,2685 0,3403 0,6291 0,9695 1,1527 1,0879 0,8392 0,5516 0,3522 0,2931 0,3417 0,4082 0,4136 0,3331 0,1642 -0,1100 -0,4946 -0,9536 -1,4169 -1,7918 -1,9736 -1,8766 -1,4777 -0,8347 -0,0639 0,6999 1,3491 1,8450 2,2204 2,5273 2,7674 2,8730 2,7593 2,4039 1,8852 1,3525 0,9449 0,7167 0,6531 0,7477 1,0170 1,4503 1,9878 2,5282 2,9317 3,0398 2,7216 1,9482 0,8597 -0,2507 -1,0520 -1,3231 -1,0434 -0,3652 0,5054 1,3960 2,1529 2,6056 2,6003 2,0823 1,1575 0,0779 -0,8673 -1,4944 -1,7995 -1,9095 -1,9684 -2,0756 -2,2973 -2,6763 -3,2222 -3,9203 -4,7319 -5,5651 -6,2937 -6,8298 -7,1564 -7,3020 -7,3140 -7,2315 -7,0537 -6,7581 -6,3576 -5,9273 -5,5738 -5,3817 -5,3669 -5,4376 -5,3988 -5,0536 -4,3457 -3,4105 -2,4885 -1,7670 -1,2852 -0,9818 -0,7901 -0,6689 -0,6011 -0,6226 -0,8239 -1,2643 -1,8911 -2,5839 -3,2682 -3,9561 -4,6826 -5,4476 -6,2176 -6,9308 -7,4982 -7,8300 -7,8698 -7,6283 -7,1962 -6,6966 -6,1919 -5,6474 -4,9915 -4,1946 -3,2909 -2,3632 -1,5240 -0,8748 -0,4570 -0,2529 -0,2377 -0,4013 -0,7207 -1,1449 -1,6268 -2,1613 -2,7676 -3,4268 -4,0488 -4,5069 -4,7021 -4,5979 -4,2338 -3,7271 -3,2455 -2,9599 -2,9882 -3,3123 -3,7557 -4,1100 -4,2888 -4,3461 -4,3788 -4,4474 -4,5804 -4,8098 -5,1577 -5,5960 -6,0498 -6,4362 -6,6938 -6,8105 -6,8416 -6,8754 -6,9565 -7,0504 -7,0780 -6,9636 -6,6524 -6,1277 -5,4439 -4,7340 -4,1590 -3,8419 -3,8463 -4,1699 -4,7183 -5,3138 -5,7629 -5,9201 -5,7129 -5,1566 -4,3692 -3,5387 -2,8386 -2,3570 -2,0779 -1,9057 -1,7166 -1,4171 -0,9836 -0,4618 0,0888 0,6500 1,2209 1,7428 2,0697 2,0183 1,4737 0,4816 -0,7514 -1,9544 -2,9106 -3,5337 -3,8817 -4,1101 -4,3844 -4,7868 -5,2793 -5,7393 -6,0297 -6,0638 -5,8424 -5,4564 -5,0527 -4,7580 -4,6058 -4,5308 -4,4393 -4,3081 -4,2151 -4,2492 -4,4207 -4,6837 -4,9896 -5,3058 -5,6292 -5,9776 -6,3453 -6,6707 -6,8619 -6,8644 -6,6905 -6,3791 -5,9485 -5,3934 -4,7251 -4,0192 -3,4073 -2,9955 -2,8018 -2,7831 -2,8880 -3,0739 -3,2951 -3,4791 -3,5324 -3,4040 -3,1362 -2,8430 -2,6592 -2,6957 -2,9961 -3,5214 -4,1858 -4,9022 -5,5855 -6,1302 -6,4317 -6,4627 -6,3067 -6,1049 -5,9799 -5,9828 -6,0630 -6,0810
F7    -1,1971 -1,5379 -1,8334 -1,9923 -1,9988 -1,9115 -1,8022 -1,7049 -1,6181 -1,5377 -1,4727 -1,4227 -1,3336 -1,0900 -0,5753 0,2407 1,2450 2,2149 2,9442 3,3505 3,4561 3,2904 2,8568 2,1921 1,4157 0,6925 0,1309 -0,2864 -0,6654 -1,0898 -1,5483 -1,9612 -2,2498 -2,3744 -2,3257 -2,0878 -1,6297 -0,9568 -0,1524 0,6406 1,2733 1,6519 1,7662 1,6767 1,4904 1,3344 1,3112 1,4566 1,7232 2,0016 2,1803 2,2052 2,0869 1,8832 1,6931 1,6112 1,6318 1,6344 1,4913 1,1479 0,6111 -0,0487 -0,6994 -1,2250 -1,5860 -1,7838 -1,8164 -1,6988 -1,4959 -1,2967 -1,1477 -1,0159 -0,8178 -0,4834 0,0019 0,6008 1,2564 1,9142 2,5027 2,9153 3,0570 2,9178 2,5693 2,0990 1,5882 1,1340 0,8291 0,7139 0,7653 0,9155 1,0590 1,0737 0,8747 0,4661 -0,0556 -0,5613 -0,9824 -1,3415 -1,6812 -1,9911 -2,2155 -2,3099 -2,2862 -2,2200 -2,2187 -2,3559 -2,6224 -2,9541 -3,3033 -3,6671 -4,0609 -4,4682 -4,8058 -4,9464 -4,7927 -4,3529 -3,7482 -3,1371 -2,6338 -2,2918 -2,1157 -2,0555 -2,0113 -1,8730 -1,5577 -1,0324 -0,3426 0,3825 0,9668 1,2364 1,0818 0,5371 -0,1946 -0,8202 -1,0882 -0,8838 -0,2331 0,7662 1,9924 3,2918 4,4889 5,4561 6,1630 6,6535 6,9788 7,1533 7,1642 7,0053 6,6848 6,1984 5,5127 4,6174 3,6130 2,7042 2,0719 1,7689 1,7477 1,9537 2,3532 2,8852 3,4406 3,9027 4,1761 4,1913 3,9363 3,4758 2,9107 2,3405 1,8710 1,6090 1,6113 1,8409 2,1761 2,4688 2,6131 2,5711 2,3439 1,9391 1,3731 0,6955 -0,0101 -0,6636 -1,2181 -1,6547 -1,9694 -2,1675 -2,2551 -2,2292 -2,0767 -1,7845 -1,3649 -0,8826 -0,4385 -0,1113 0,1029 0,3038 0,6183 1,0936 1,6583 2,1632 2,4533 2,4471 2,1846 1,7745 1,2951 0,7795 0,2689 -0,1861 -0,5718 -0,9104 -1,2043 -1,4080 -1,4785 -1,4478 -1,4161 -1,4677 -1,6224 -1,8611 -2,1602 -2,5006 -2,8602 -3,1928 -3,4223 -3,4867 -3,4019 -3,2636 -3,1787 -3,1986 -3,3048 -3,4318 -3,4968 -3,4378 -3,2677 -3,0925 -3,0419 -3,1610 -3,3791 -3,5937 -3,7722 -3,9489 -4,1328 -4,2702 -4,3113 -4,2576 -4,1366 -3,9781 -3,8221 -3,7106 -3,6581 -3,6495 -3,6765 -3,7601 -3,9174 -4,1247 -4,3279 -4,4766 -4,5496 -4,5645 -4,5475 -4,4859 -4,3184 -3,9707 -3,4157 -2,7173 -2,0126 -1,4463 -1,1044 -0,9635 -0,8777 -0,6500 -0,1645 0,5363 1,2829 1,8684 2,1311 2,0023 1,5052 0,7294 -0,1879 -1,0786 -1,7810 -2,1942 -2,3070 -2,1645 -1,8252 -1,3653 -0,8857 -0,4641 -0,1090 0,2081 0,4816 0,6534 0,6597 0,4781 0,1387 -0,2650 -0,5822 -0,6832 -0,5382 -0,2089 0,2192 0,6957 1,2121 1,7658 2,3281 2,8228 3,1295 3,1424 2,8470 2,3311 1,7142 1,0742 0,4434 -0,1410 -0,6020 -0,8463 -0,8499 -0,7328 -0,7121 -0,9525 -1,4516 -2,0393 -2,4706 -2,5534 -2,2360 -1,6043 -0,8103 -0,0070 0,6789 1,1524 1,3568 1,2976 1,0563 0,7502 0,4601 0,2039 -0,0267 -0,2064 -0,2494 -0,0639 0,3312 0,7661 1,0348 1,0452 0,8554 0,5943 0,3650 0,2033 0,0829 -0,0592 -0,2655 -0,5158 -0,7636 -0,9873 -1,1858 -1,3517 -1,4532 -1,4282 -1,2010 -0,7207 -0,0055 0,8421 1,6701 2,3379 2,7748 3,0024 3,0919 3,0818 2,9404 2,6057 2,0472 1,2952 0,4480 -0,3401 -0,9193 -1,2233 -1,2722 -1,0985 -0,7150 -0,1531 0,5077 1,1494 1,6482 1,8980 1,8134 1,3624 0,6280 -0,1827 -0,8126 -1,0669 -0,9033 -0,4391 0,1435 0,7000 1,1390 1,3829 1,3581 1,0340 0,4650 -0,2100 -0,8274 -1,2844 -1,5872 -1,8140 -2,0412 -2,3135 -2,6524 -3,0459 -3,4539 -3,8564 -4,2647 -4,6726 -5,0429 -5,3521 -5,6099 -5,8384 -6,0537 -6,2495 -6,3847 -6,4119 -6,3216 -6,1544 -5,9749 -5,8377 -5,7590 -5,6955 -5,5482 -5,2177 -4,6773 -3,9928 -3,2767 -2,6079 -1,9970 -1,4468 -1,0088 -0,7437 -0,6664 -0,7725 -1,0805 -1,5911 -2,2287 -2,8779 -3,4778 -4,0490 -4,6287 -5,2149 -5,7723 -6,2474 -6,5826 -6,7407 -6,7146 -6,5227 -6,2094 -5,8341 -5,4368 -5,0223 -4,5814 -4,1104 -3,6207 -3,1568 -2,7906 -2,5792 -2,5344 -2,6339 -2,8500 -3,1548 -3,5074 -3,8607 -4,1948 -4,5362 -4,9241 -5,3526 -5,7532 -6,0257 -6,0842 -5,8984 -5,5191 -5,0679 -4,6956 -4,5419 -4,6885 -5,0906 -5,5741 -5,9573 -6,1718 -6,2591 -6,2795 -6,2524 -6,1817 -6,1041 -6,0739 -6,1000 -6,1301 -6,1016 -5,9884 -5,8174 -5,6692 -5,6502 -5,8296 -6,1946 -6,6590 -7,1005 -7,4029 -7,5078 -7,4528 -7,3552 -7,3317 -7,4286 -7,6313 -7,8976 -8,1546 -8,3001 -8,2351 -7,9023 -7,3158 -6,5671 -5,8054 -5,1922 -4,8426 -4,7806 -4,9266 -5,1273 -5,2270 -5,1355 -4,8453 -4,4078 -3,8882 -3,3250 -2,7360 -2,1710 -1,7557 -1,6645 -2,0108 -2,7396 -3,6411 -4,4713 -5,0654 -5,3818 -5,4976 -5,5662 -5,7417 -6,1036 -6,6343 -7,2402 -7,7822 -8,1280 -8,2138 -8,0709 -7,7983 -7,4952 -7,2054 -6,9208 -6,6299 -6,3735 -6,2571 -6,3696 -6,6982 -7,1481 -7,6147 -8,0239 -8,3475 -8,5906 -8,7559 -8,8284 -8,8023 -8,7164 -8,6322 -8,5557 -8,4019 -8,0614 -7,4990 -6,8005 -6,1390 -5,6740 -5,4684 -5,4858 -5,6349 -5,8181 -5,9683 -6,0461 -6,0183 -5,8719 -5,6391 -5,3905 -5,2158 -5,2077 -5,4229 -5,8432 -6,3864 -6,9482 -7,4191 -7,6822 -7,6503 -7,3302 -6,8378 -6,3435 -5,9942 -5,8530 -5,8724 -5,9119
