Fp1   -1,1483 -1,1312 -1,3419 -1,6388 -1,8628 -1,9275 -1,8507 -1,6954 -1,5066 -1,3109 -1,1350 -0,9956 -0,8843 -0,7662 -0,5894 -0,3179 0,0313 0,4104 0,8069 1,2556 1,7767 2,3342 2,8571 3,2698 3,5100 3,5493 3,3975 3,0756 2,5916 1,9534 1,1984 0,4058 -0,3186 -0,8807 -1,2281 -1,3546 -1,2875 -1,0779 -0,7961 -0,5173 -0,3019 -0,1835 -0,1728 -0,2624 -0,4195 -0,5862 -0,7054 -0,7551 -0,7519 -0,7218 -0,6736 -0,5930 -0,4624 -0,3040 -0,1919 -0,1914 -0,3037 -0,4872 -0,7117 -0,9749 -1,2793 -1,6018 -1,8798 -2,0363 -2,0270 -1,8668 -1,6159 -1,3438 -1,0967 -0,8985 -0,7833 -0,8020 -0,9842 -1,3058 -1,6949 -2,0602 -2,3231 -2,4365 -2,3822 -2,1636 -1,8108 -1,3689 -0,8659 -0,3058 0,3013 0,9081 1,4225 1,7396 1,8050 1,6499 1,3592 1,0284 0,7385 0,5108 0,2689 -0,1231 -0,7891 -1,7985 -3,1396 -4,7062 -6,3179 -7,7898 -9,0286 -10,0637 -10,9825 -11,8496 -12,6815 -13,4636 -14,1635 -14,7212 -15,0509 -15,0798 -14,7959 -14,2610 -13,5795 -12,8577 -12,1908 -11,6595 -11,2974 -11,0594 -10,8375 -10,5212 -10,0652 -9,5137 -8,9605 -8,4829 -8,0875 -7,7060 -7,2479 -6,6649 -5,9726 -5,2319 -4,5127 -3,8546 -3,2502 -2,6667 -2,0950 -1,5758 -1,1569 -0,8247 -0,5088 -0,1514 0,2469 0,6540 1,0608 1,4965 2,0021 2,5912 3,2321 3,8650 4,4146 4,7844 4,8797 4,6541 4,1290 3,3835 2,5401 1,7340 1,0572 0,5205 0,0660 -0,3901 -0,9170 -1,5249 -2,1361 -2,6124 -2,8321 -2,7509 -2,4010 -1,8541 -1,1976 -0,5270 0,0532 0,4354 0,5492 0,4045 0,0911 -0,2518 -0,4761 -0,4821 -0,2558 0,1446 0,6296 1,1222 1,5883 2,0328 2,4614 2,8560 3,1899 3,4514 3,6495 3,8051 3,9341 4,0305 4,0645 4,0040 3,8296 3,5350 3,1279 2,6335 2,0976 1,5856 1,1668 0,8837 0,7225 0,6003 0,3907 -0,0053 -0,6001 -1,3236 -2,0669 -2,7237 -3,2177 -3,5153 -3,6187 -3,5557 -3,3752 -3,1398 -2,9011 -2,6724 -2,4305 -2,1344 -1,7317 -1,1639 -0,4029 0,5031 1,4314 2,2240 2,7302 2,8536 2,5887 2,0044 1,1870 0,2085 -0,8458 -1,8334 -2,5758 -2,9361 -2,8765 -2,4648 -1,8330 -1,1065 -0,3585 0,3774 1,0495 1,5424 1,7133 1,5006 0,9829 0,3166 -0,3603 -0,9547 -1,3931 -1,6117 -1,5859 -1,3656 -1,0534 -0,7316 -0,4315 -0,1725 0,0058 0,0590 -0,0366 -0,2851 -0,6859 -1,2171 -1,7943 -2,2727 -2,5208 -2,4919 -2,2373 -1,8797 -1,5576 -1,3601 -1,3052 -1,3685 -1,5136 -1,6934 -1,8511 -1,9373 -1,9240 -1,7997 -1,5657 -1,2381 -0,8459 -0,4275 -0,0254 0,3232 0,5975 0,8118 1,0241 1,3123 1,7319 2,2893 2,9430 3,6325 4,3153 4,9673 5,5531 6,0161 6,2974 6,3533 6,1646 5,7569 5,2015 4,5857 3,9898 3,4843 3,1137 2,8773 2,7385 2,6439 2,5436 2,4258 2,3325 2,3287 2,4626 2,7436 3,1337 3,5577 3,9369 4,2262 4,4317 4,5915 4,7280 4,8153 4,8082 4,7066 4,5757 4,4995 4,5268 4,6509 4,8258 4,9984 5,1175 5,1208 4,9538 4,6106 4,1506 3,6734 3,2811 3,0539 3,0423 3,2496 3,6198 4,0589 4,4709 4,7836 4,9623 5,0106 4,9626 4,8619 4,7344 4,5917 4,4503 4,3238 4,2073 4,0922 3,9843 3,9066 3,8987 4,0062 4,2435 4,5588 4,8513 5,0365 5,0992 5,0914 5,0856 5,1196 5,1814 5,2422 5,2875 5,3223 5,3691 5,4643 5,6372 5,8819 6,1475 6,3606 6,4648 6,4402 6,2968 6,0582 5,7494 5,3986 5,0559 4,7969 4,6974 4,7996 5,0826 5,4553 5,7928 5,9888 5,9933 5,8243 5,5527 5,2660 5,0299 4,8647 4,7526 4,6780 4,6774 4,8560 5,3312 6,1372 7,1827 8,3015 9,3335 10,1647 10,7306 11,0191 11,0801 11,0096 10,9043 10,8173 10,7429 10,6439 10,4925 10,2742 9,9746 9,5926 9,1639 8,7608 8,4694 8,3521 8,4078 8,5688 8,7486 8,8860 8,9411 8,8909 8,7500 8,5701 8,4033 8,2754 8,1907 8,1511 8,1635 8,2291 8,3418 8,4971 8,6908 8,9176 9,1779 9,4776 9,8251 10,2327 10,7065 11,2311 11,7709 12,2739 12,6652 12,8643 12,8340 12,6030 12,2402 11,8212 11,4156 11,0711 10,7864 10,5211 10,2497 9,9997 9,8419 9,8520 10,0523 10,3699 10,6588 10,7687 10,6049 10,1663 9,5484 8,8918 8,3138 7,8912 7,6903 7,7626 8,0871 8,5501 9,0134 9,4009 9,7257 10,0469 10,3879 10,6876 10,8252 10,7034 10,3217 9,7627 9,1168 8,4447 7,7839 7,1485 6,5227 5,8776 5,2060 4,5315 3,8845 3,2737 2,6846 2,1065 1,5580 1,0790 0,7010 0,4286 0,2476 0,1475 0,1246 0,1662 0,2450 0,3305 0,4004 0,4483 0,4972 0,6058 0,8395 1,2240 1,7239 2,2655 2,7838 3,2467 3,6481 4,0002 4,3215 4,6074 4,8069 4,8461 4,6791 4,3074 3,7634 3,0997 2,3839 1,6767 1,0078 0,3715 -0,2561 -0,8781 -1,4467 -1,8655 -2,0244 -1,8543 -1,3744 -0,7003 -0,0019 0,5728 0,9475 1,1148 1,1186 1,0511 1,0354 1,1827 1,5562 2,1614 2,9563 3,8698 4,8156 5,6951 6,4022 6,8373 6,9187 6,6111 5,9642 5,1090 4,2143 3,4559 2,9830 2,8585 3,0343 3,3881 3,7803 4,0999 4,2921 4,3554 4,3081 4,1560 3,8961 3,5519 3,1851 2,8684 2,6489 2,5303 2,4919 2,5255 2,6316 2,7919 2,9656 3,1024 3,1568 3,1067 2,9551 2,7063 2,3579 1,9239 1,4503 0,9998 0,6220 0,3288 0,0956 -0,1069
Fz    -0,7394 -0,6081 -0,6489 -0,8103 -1,0204 -1,2228 -1,3899 -1,5062 -1,5557 -1,5281 -1,4242 -1,2535 -1,0336 -0,7877 -0,5358 -0,2919 -0,0677 0,1324 0,3188 0,5084 0,7074 0,9095 1,1082 1,3008 1,4852 1,6576 1,8078 1,9152 1,9504 1,8834 1,6982 1,4101 1,0688 0,7359 0,4558 0,2467 0,1104 0,0395 0,0142 0,0044 -0,0219 -0,0890 -0,2112 -0,3849 -0,5773 -0,7344 -0,8128 -0,8055 -0,7414 -0,6665 -0,6171 -0,5993 -0,5971 -0,6077 -0,6559 -0,7672 -0,9435 -1,1751 -1,4623 -1,8149 -2,2350 -2,7017 -3,1603 -3,5378 -3,7825 -3,8924 -3,9088 -3,8873 -3,8657 -3,8537 -3,8528 -3,8765 -3,9421 -4,0462 -4,1543 -4,2154 -4,1867 -4,0489 -3,8032 -3,4636 -3,0521 -2,5916 -2,0995 -1,5918 -1,0910 -0,6341 -0,2771 -0,0832 -0,0892 -0,2818 -0,6066 -0,9867 -1,3396 -1,6107 -1,8089 -2,0013 -2,2737 -2,6919 -3,2777 -4,0036 -4,8047 -5,6085 -6,3678 -7,0691 -7,7151 -8,3116 -8,8666 -9,3880 -9,8698 -10,2790 -10,5643 -10,6908 -10,6672 -10,5388 -10,3612 -10,1857 -10,0635 -10,0433 -10,1512 -10,3736 -10,6599 -10,9454 -11,1826 -11,3542 -11,4591 -11,4922 -11,4320 -11,2421 -10,8835 -10,3344 -9,6049 -8,7356 -7,7824 -6,7945 -5,7998 -4,8076 -3,8267 -2,8781 -1,9841 -1,1488 -0,3578 0,4075 1,1585 1,9026 2,6495 3,4088 4,1823 4,9542 5,6895 6,3472 6,8841 7,2438 7,3651 7,2158 6,8162 6,2340 5,5699 4,9357 4,4217 4,0663 3,8527 3,7279 3,6261 3,4951 3,3258 3,1581 3,0543 3,0647 3,2129 3,4963 3,8865 4,3348 4,7797 5,1555 5,4099 5,5192 5,4875 5,3392 5,1134 4,8476 4,5652 4,2791 3,9976 3,7327 3,5110 3,3719 3,3453 3,4362 3,6294 3,8949 4,1891 4,4574 4,6440 4,7046 4,6151 4,3736 3,9968 3,5144 2,9651 2,3917 1,8430 1,3728 1,0295 0,8394 0,7946 0,8464 0,9212 0,9619 0,9599 0,9494 0,9785 1,0822 1,2671 1,5088 1,7654 1,9964 2,1737 2,2878 2,3546 2,4112 2,4900 2,5988 2,7285 2,8790 3,0704 3,3286 3,6675 4,0825 4,5484 5,0220 5,4457 5,7537 5,8873 5,8198 5,5781 5,2475 4,9501 4,8043 4,8879 5,2191 5,7629 6,4543 7,2169 7,9676 8,6148 9,0610 9,2243 9,0861 8,7186 8,2488 7,7961 7,4465 7,2619 7,2816 7,5011 7,8608 8,2726 8,6673 9,0099 9,2774 9,4404 9,4664 9,3339 9,0435 8,6195 8,1121 7,5955 7,1519 6,8420 6,6912 6,6933 6,8190 7,0272 7,2846 7,5709 7,8641 8,1292 8,3313 8,4580 8,5286 8,5824 8,6573 8,7730 8,9315 9,1286 9,3619 9,6332 9,9486 10,3162 10,7449 11,2475 11,8336 12,4933 13,1908 13,8771 14,5075 15,0560 15,5095 15,8489 16,0404 16,0487 15,8509 15,4462 14,8698 14,2015 13,5511 13,0308 12,7356 12,7231 12,9940 13,4863 14,0897 14,6797 15,1581 15,4751 15,6243 15,6256 15,5118 15,3189 15,0785 14,8116 14,5318 14,2512 13,9779 13,7066 13,4179 13,0981 12,7654 12,4672 12,2474 12,1178 12,0555 12,0211 11,9781 11,8945 11,7343 11,4684 11,1041 10,6961 10,3230 10,0520 9,9214 9,9419 10,0980 10,3545 10,6721 11,0154 11,3501 11,6461 11,8810 12,0422 12,1234 12,1130 11,9897 11,7322 11,3279 10,7786 10,1119 9,3894 8,7029 8,1581 7,8490 7,8294 8,0981 8,6020 9,2610 10,0011 10,7711 11,5374 12,2685 12,9250 13,4642 13,8534 14,0797 14,1474 14,0640 13,8299 13,4392 12,8854 12,1714 11,3206 10,3776 9,3987 8,4432 7,5707 6,8403 6,3081 6,0180 5,9926 6,2264 6,6799 7,2767 7,9166 8,5009 8,9574 9,2561 9,4052 9,4360 9,3863 9,2846 9,1397 8,9485 8,7206 8,4945 8,3217 8,2337 8,2254 8,2713 8,3469 8,4376 8,5366 8,6468 8,7843 8,9700 9,2058 9,4586 9,6688 9,7830 9,7804 9,6707 9,4761 9,2187 8,9219 8,6147 8,3296 8,0876 7,8794 7,6621 7,3855 7,0205 6,5635 6,0301 5,4571 4,8995 4,4147 4,0468 3,8206 3,7453 3,8186 4,0280 4,3573 4,7900 5,3012 5,8550 6,4189 6,9741 7,5126 8,0309 8,5276 8,9993 9,4378 9,8252 10,1254 10,2873 10,2700 10,0664 9,7024 9,2232 8,6801 8,1161 7,5525 6,9949 6,4533 5,9533 5,5366 5,2494 5,1173 5,1186 5,1829 5,2242 5,1783 5,0261 4,7984 4,5592 4,3712 4,2739 4,2857 4,4082 4,6171 4,8645 5,1051 5,3211 5,5254 5,7438 5,9865 6,2325 6,4362 6,5489 6,5399 6,3982 6,1232 5,7246 5,2216 4,6324 3,9694 3,2476 2,4945 1,7504 1,0540 0,4274 -0,1273 -0,6199 -1,0592 -1,4448 -1,7712 -2,0332 -2,2203 -2,3100 -2,2809 -2,1378 -1,9189 -1,6760 -1,4506 -1,2684 -1,1430 -1,0788 -1,0704 -1,0998 -1,1380 -1,1530 -1,1187 -1,0245 -0,8790 -0,6991 -0,4975 -0,2909 -0,1136 -0,0084 -0,0004 -0,0922 -0,2813 -0,5675 -0,9440 -1,3926 -1,8869 -2,3944 -2,8741 -3,2728 -3,5292 -3,5879 -3,4158 -3,0122 -2,4110 -1,6810 -0,9130 -0,1956 0,4063 0,8643 1,1911 1,4289 1,6262 1,8227 2,0474 2,3162 2,6266 2,9530 3,2525 3,4820 3,6141 3,6379 3,5487 3,3520 3,0803 2,7936 2,5583 2,4297 2,4403 2,5812 2,7922 2,9817 3,0684 3,0137 2,8270 2,5492 2,2295 1,9058 1,5981 1,3160 1,0633 0,8388 0,6386 0,4617 0,3160 0,2171 0,1694 0,1532 0,1367 0,0915 -0,0029 -0,1545 -0,3571 -0,5979 -0,8616 -1,1242 -1,3559 -1,5349 -1,6605 -1,7570 -1,8618 -2,0024
F3    0,1121 0,1114 -0,0743 -0,3628 -0,6438 -0,8414 -0,9396 -0,9548 -0,9077 -0,8227 -0,7302 -0,6577 -0,6197 -0,6121 -0,6153 -0,6094 -0,5880 -0,5479 -0,4670 -0,3136 -0,0794 0,2107 0,5190 0,8135 1,0731 1,2870 1,4482 1,5405 1,5363 1,4047 1,1294 0,7314 0,2786 -0,1394 -0,4480 -0,6074 -0,6131 -0,4914 -0,2902 -0,0641 0,1400 0,2866 0,3502 0,3228 0,2299 0,1276 0,0699 0,0722 0,1082 0,1376 0,1417 0,1371 0,1548 0,1965 0,2172 0,1603 -0,0015 -0,2695 -0,6386 -1,0984 -1,6237 -2,1674 -2,6594 -3,0279 -3,2377 -3,3071 -3,2891 -3,2353 -3,1682 -3,0856 -2,9955 -2,9381 -2,9587 -3,0670 -3,2273 -3,3828 -3,4857 -3,5102 -3,4442 -3,2824 -3,0284 -2,6942 -2,2928 -1,8389 -1,3576 -0,8944 -0,5226 -0,3260 -0,3498 -0,5685 -0,9057 -1,2653 -1,5558 -1,7326 -1,8375 -1,9772 -2,2611 -2,7555 -3,4641 -4,3278 -5,2416 -6,1017 -6,8566 -7,5150 -8,1101 -8,6702 -9,2114 -9,7347 -10,2184 -10,6126 -10,8562 -10,9155 -10,8085 -10,5932 -10,3363 -10,0929 -9,9072 -9,8145 -9,8305 -9,9353 -10,0704 -10,1652 -10,1795 -10,1283 -10,0600 -10,0061 -9,9415 -9,7928 -9,4819 -8,9655 -8,2503 -7,3876 -6,4536 -5,5158 -4,6076 -3,7318 -2,8866 -2,0825 -1,3267 -0,5971 0,1483 0,9306 1,7311 2,5121 3,2509 3,9505 4,6288 5,2950 5,9355 6,5219 7,0177 7,3692 7,5172 7,4302 7,1231 6,6506 6,0961 5,5548 5,0972 4,7367 4,4335 4,1321 3,7959 3,4231 3,0488 2,7337 2,5386 2,4976 2,6101 2,8494 3,1700 3,5150 3,8205 4,0167 4,0439 3,8770 3,5386 3,1009 2,6659 2,3215 2,1097 2,0339 2,0766 2,2094 2,4059 2,6512 2,9357 3,2513 3,5951 3,9624 4,3332 4,6702 4,9314 5,0830 5,1045 4,9939 4,7684 4,4571 4,0917 3,7016 3,3151 2,9630 2,6765 2,4727 2,3386 2,2256 2,0733 1,8491 1,5706 1,2925 1,0758 0,9613 0,9553 1,0328 1,1605 1,3146 1,4765 1,6262 1,7543 1,8763 2,0219 2,2160 2,4725 2,8036 3,2182 3,7053 4,2271 4,7338 5,1733 5,4901 5,6311 5,5565 5,2485 4,7228 4,0469 3,3462 2,7754 2,4646 2,4733 2,7738 3,2752 3,8734 4,4894 5,0761 5,5911 5,9628 6,1004 5,9563 5,5726 5,0575 4,5286 4,0844 3,8046 3,7459 3,9178 4,2665 4,7035 5,1606 5,6058 6,0141 6,3415 6,5308 6,5388 6,3542 5,9970 5,5198 5,0141 4,5908 4,3322 4,2656 4,3739 4,6127 4,9233 5,2527 5,5676 5,8496 6,0829 6,2583 6,3844 6,4856 6,5943 6,7429 6,9552 7,2422 7,6035 8,0286 8,4986 8,9864 9,4601 9,8989 10,3113 10,7289 11,1786 11,6636 12,1645 12,6521 13,1017 13,4922 13,7903 13,9522 13,9460 13,7629 13,4134 12,9326 12,3864 11,8571 11,4232 11,1477 11,0669 11,1791 11,4472 11,8066 12,1782 12,4947 12,7205 12,8498 12,8985 12,8893 12,8347 12,7294 12,5604 12,3227 12,0281 11,6975 11,3457 10,9729 10,5818 10,2048 9,9036 9,7309 9,6996 9,7822 9,9335 10,1088 10,2616 10,3370 10,2936 10,1385 9,9267 9,7239 9,5756 9,5057 9,5264 9,6332 9,8025 10,0040 10,2082 10,3846 10,5068 10,5647 10,5713 10,5480 10,4978 10,4021 10,2407 9,9999 9,6746 9,2799 8,8619 8,4923 8,2517 8,2032 8,3657 8,7046 9,1451 9,6071 10,0459 10,4618 10,8763 11,2989 11,7110 12,0756 12,3558 12,5307 12,6027 12,5897 12,5074 12,3527 12,1006 11,7207 11,2013 10,5594 9,8332 9,0732 8,3355 7,6773 7,1522 6,8027 6,6545 6,7112 6,9410 7,2701 7,5996 7,8369 7,9249 7,8620 7,6953 7,4902 7,3011 7,1526 7,0378 6,9387 6,8618 6,8562 6,9849 7,2729 7,6851 8,1497 8,5953 8,9687 9,2383 9,4007 9,4892 9,5617 9,6662 9,8114 9,9667 10,0892 10,1462 10,1165 9,9856 9,7506 9,4282 9,0568 8,6889 8,3678 8,0984 7,8422 7,5508 7,2024 6,8017 6,3647 5,9206 5,5127 5,1818 4,9519 4,8306 4,8179 4,9103 5,1011 5,3840 5,7491 6,1709 6,6121 7,0470 7,4741 7,9084 8,3673 8,8580 9,3680 9,8675 10,3147 10,6591 10,8549 10,8821 10,7513 10,4879 10,1224 9,6956 9,2543 8,8272 8,4167 8,0168 7,6366 7,3118 7,0943 7,0163 7,0493 7,1008 7,0587 6,8482 6,4663 5,9820 5,5024 5,1226 4,8961 4,8384 4,9372 5,1505 5,4123 5,6637 5,8853 6,1019 6,3521 6,6420 6,9228 7,1110 7,1381 6,9889 6,6937 6,2940 5,8270 5,3230 4,7931 4,2264 3,6106 2,9562 2,2974 1,6688 1,0867 0,5505 0,0566 -0,3890 -0,7691 -1,0689 -1,2899 -1,4419 -1,5211 -1,5090 -1,3960 -1,1972 -0,9413 -0,6519 -0,3450 -0,0379 0,2467 0,4843 0,6598 0,7812 0,8790 0,9921 1,1476 1,3514 1,5957 1,8665 2,1353 2,3473 2,4382 2,3714 2,1479 1,7837 1,2965 0,7146 0,0789 -0,5663 -1,1831 -1,7417 -2,2083 -2,5329 -2,6510 -2,5014 -2,0547 -1,3401 -0,4539 0,4648 1,2849 1,9244 2,3596 2,6166 2,7575 2,8592 2,9928 3,2070 3,5174 3,9054 4,3281 4,7267 5,0350 5,1938 5,1657 4,9349 4,5089 3,9315 3,2828 2,6604 2,1665 1,8902 1,8689 2,0636 2,3773 2,6975 2,9335 3,0370 3,0039 2,8576 2,6265 2,3364 2,0185 1,7119 1,4540 1,2615 1,1187 0,9986 0,8950 0,8188 0,7730 0,7449 0,7128 0,6503 0,5369 0,3618 0,1202 -0,1820 -0,5163 -0,8349 -1,0885 -1,2469 -1,3141 -1,3271 -1,3307
F7    -1,2383 -1,1734 -1,1626 -1,1675 -1,1529 -1,1084 -1,0481 -0,9860 -0,9262 -0,8734 -0,8391 -0,8377 -0,8801 -0,9581 -1,0367 -1,0757 -1,0609 -1,0007 -0,9002 -0,7577 -0,5851 -0,4151 -0,2859 -0,2209 -0,2124 -0,2215 -0,2028 -0,1324 -0,0164 0,1226 0,2658 0,4145 0,5884 0,8064 1,0673 1,3496 1,6243 1,8581 2,0130 2,0584 1,9862 1,8090 1,5442 1,2139 0,8687 0,5924 0,4597 0,4833 0,6054 0,7454 0,8573 0,9447 1,0298 1,1128 1,1645 1,1620 1,1145 1,0436 0,9548 0,8383 0,6866 0,5060 0,3258 0,1941 0,1501 0,2023 0,3273 0,4822 0,6290 0,7528 0,8455 0,8807 0,8291 0,6958 0,5210 0,3509 0,2201 0,1567 0,1879 0,3297 0,5718 0,8809 1,2179 1,5474 1,8375 2,0572 2,1712 2,1399 1,9358 1,5646 1,0683 0,5191 0,0078 -0,4023 -0,7234 -1,0266 -1,3813 -1,8196 -2,3292 -2,8559 -3,3307 -3,7198 -4,0494 -4,3691 -4,7033 -5,0463 -5,3883 -5,7301 -6,0738 -6,4055 -6,6935 -6,9098 -7,0414 -7,0768 -6,9990 -6,8126 -6,5764 -6,3948 -6,3653 -6,5318 -6,8767 -7,3389 -7,8406 -8,3113 -8,6922 -8,9233 -8,9343 -8,6596 -8,0727 -7,2081 -6,1534 -5,0209 -3,9162 -2,9081 -2,0135 -1,2063 -0,4417 0,3222 1,1177 1,9642 2,8516 3,7249 4,5014 5,1173 5,5646 5,8922 6,1722 6,4509 6,7259 6,9711 7,1629 7,2729 7,2612 7,0985 6,7872 6,3590 5,8667 5,3737 4,9277 4,5299 4,1362 3,6971 3,1990 2,6798 2,2185 1,9015 1,7783 1,8371 2,0244 2,2802 2,5497 2,7821 2,9364 2,9897 2,9449 2,8298 2,6843 2,5492 2,4579 2,4201 2,4203 2,4410 2,4751 2,5195 2,5746 2,6463 2,7415 2,8714 3,0572 3,3135 3,6211 3,9310 4,2011 4,4167 4,5825 4,7075 4,7948 4,8440 4,8606 4,8575 4,8486 4,8440 4,8491 4,8637 4,8724 4,8369 4,7152 4,5043 4,2548 4,0380 3,8983 3,8314 3,7980 3,7558 3,6832 3,5771 3,4346 3,2472 3,0189 2,7822 2,5902 2,4923 2,5139 2,6517 2,8788 3,1525 3,4306 3,6856 3,8973 4,0320 4,0384 3,8642 3,4786 2,8923 2,1741 1,4479 0,8557 0,5044 0,4310 0,6018 0,9406 1,3667 1,8186 2,2566 2,6486 2,9434 3,0711 2,9853 2,6993 2,2747 1,7902 1,3277 0,9716 0,7881 0,7900 0,9256 1,1172 1,3192 1,5339 1,7782 2,0451 2,2970 2,4868 2,5761 2,5384 2,3746 2,1387 1,9302 1,8437 1,9264 2,1691 2,5065 2,8391 3,0836 3,2150 3,2597 3,2605 3,2522 3,2616 3,3129 3,4269 3,6069 3,8283 4,0505 4,2411 4,3928 4,5213 4,6492 4,7903 4,9536 5,1571 5,4219 5,7485 6,1071 6,4531 6,7472 6,9709 7,1336 7,2572 7,3548 7,4218 7,4312 7,3390 7,1170 6,7847 6,3970 6,0148 5,6999 5,5163 5,5116 5,6884 5,9865 6,3043 6,5538 6,7028 6,7721 6,8067 6,8474 6,9157 7,0132 7,1265 7,2329 7,3101 7,3391 7,2949 7,1393 6,8477 6,4574 6,0697 5,7922 5,6875 5,7626 5,9791 6,2708 6,5584 6,7627 6,8334 6,7788 6,6598 6,5480 6,4879 6,4917 6,5540 6,6605 6,7939 6,9446 7,1106 7,2843 7,4499 7,5956 7,7326 7,8883 8,0731 8,2658 8,4265 8,5101 8,4786 8,3197 8,0572 7,7476 7,4623 7,2622 7,1812 7,2265 7,3799 7,6058 7,8699 8,1457 8,4039 8,6125 8,7505 8,8194 8,8406 8,8436 8,8471 8,8431 8,8031 8,7003 8,5226 8,2824 8,0177 7,7747 7,5825 7,4415 7,3314 7,2295 7,1260 7,0278 6,9560 6,9385 6,9880 7,0771 7,1396 7,1063 6,9549 6,7312 6,5166 6,3715 6,3094 6,3027 6,2977 6,2458 6,1522 6,0928 6,1655 6,4186 6,8179 7,2772 7,7141 8,0760 8,3346 8,4848 8,5528 8,5863 8,6172 8,6328 8,5891 8,4531 8,2322 7,9652 7,6976 7,4634 7,2836 7,1773 7,1691 7,2732 7,4654 7,6746 7,8176 7,8434 7,7398 7,5203 7,2241 6,9103 6,6304 6,4034 6,2178 6,0556 5,9089 5,7831 5,6963 5,6710 5,7191 5,8428 6,0544 6,3801 6,8393 7,4189 8,0674 8,7135 9,2906 9,7468 10,0466 10,1778 10,1583 10,0305 9,8425 9,6351 9,4427 9,2877 9,1652 9,0400 8,8625 8,5964 8,2492 7,8807 7,5663 7,3394 7,1655 6,9756 6,7217 6,4074 6,0834 5,8181 5,6621 5,6371 5,7509 6,0045 6,3756 6,8064 7,2181 7,5431 7,7576 7,8851 7,9579 7,9746 7,8917 7,6575 7,2583 6,7292 6,1297 5,5205 4,9496 4,4375 3,9727 3,5307 3,1003 2,6912 2,3133 1,9573 1,6011 1,2282 0,8409 0,4618 0,1192 -0,1702 -0,3974 -0,5485 -0,6108 -0,5898 -0,5111 -0,4013 -0,2719 -0,1174 0,0825 0,3557 0,7187 1,1610 1,6488 2,1374 2,5814 2,9423 3,1989 3,3576 3,4484 3,4932 3,4761 3,3616 3,1371 2,8229 2,4493 2,0415 1,6223 1,2104 0,8143 0,4387 0,0937 -0,2010 -0,4132 -0,5059 -0,4548 -0,2610 0,0447 0,4009 0,7330 0,9882 1,1538 1,2441 1,2801 1,2833 1,2879 1,3490 1,5306 1,8728 2,3621 2,9305 3,4830 3,9283 4,2038 4,2817 4,1583 3,8553 3,4325 2,9792 2,5862 2,3277 2,2509 2,3562 2,5878 2,8547 3,0709 3,1825 3,1747 3,0663 2,8930 2,6837 2,4543 2,2189 1,9973 1,8073 1,6486 1,4982 1,3370 1,1767 1,0435 0,9513 0,9034 0,8990 0,9298 0,9802 1,0272 1,0360 0,9687 0,8091 0,5735 0,2981 0,0224 -0,2251 -0,4335 -0,6006
