Fp1   -2,0587 -2,1694 -2,2530 -2,2581 -2,2001 -2,1353 -2,1383 -2,2866 -2,6223 -3,1019 -3,5877 -3,8991 -3,8901 -3,5101 -2,8193 -1,9593 -1,0925 -0,3371 0,2633 0,7193 1,0627 1,3313 1,5530 1,7293 1,8464 1,8968 1,8817 1,7976 1,6295 1,3655 1,0176 0,6321 0,2866 0,0735 0,0647 0,2684 0,6143 0,9962 1,3312 1,5815 1,7527 1,8867 2,0309 2,1927 2,3284 2,3762 2,2990 2,1056 1,8423 1,5618 1,2975 1,0683 0,8988 0,8134 0,8076 0,8458 0,8959 0,9631 1,0774 1,2414 1,3994 1,4688 1,4029 1,2166 0,9549 0,6478 0,3071 -0,0329 -0,2897 -0,3635 -0,1987 0,1797 0,6806 1,1897 1,6077 1,8757 1,9858 1,9676 1,8541 1,6627 1,4231 1,2118 1,1308 1,2526 1,5851 2,0672 2,5899 3,0346 3,3063 3,3464 3,1395 2,7211 2,1710 1,5940 1,0914 0,7267 0,5029 0,3723 0,2651 0,1216 -0,0855 -0,3430 -0,6060 -0,8213 -0,9527 -0,9841 -0,9014 -0,6924 -0,3776 -0,0321 0,2309 0,3099 0,1677 -0,1522 -0,5700 -1,0162 -1,4254 -1,7089 -1,7777 -1,6065 -1,2613 -0,8560 -0,4943 -0,2513 -0,1744 -0,2743 -0,5288 -0,9041 -1,3795 -1,9492 -2,5953 -3,2673 -3,8897 -4,3836 -4,6932 -4,8006 -4,7251 -4,5176 -4,2447 -3,9472 -3,6062 -3,1597 -2,5541 -1,7816 -0,8753 0,1112 1,1104 2,0396 2,8169 3,3839 3,7197 3,8594 3,9073 3,9968 4,2125 4,5481 4,9311 5,2751 5,5132 5,6114 5,5784 5,4603 5,3096 5,1502 4,9704 4,7467 4,4678 4,1368 3,7613 3,3612 2,9888 2,7260 2,6426 2,7606 3,0551 3,4728 3,9447 4,3964 4,7623 5,0042 5,1194 5,1301 5,0658 4,9428 4,7533 4,4763 4,1102 3,6941 3,2887 2,9362 2,6484 2,4324 2,3214 2,3751 2,6445 3,1272 3,7441 4,3506 4,7902 4,9680 4,8891 4,6302 4,2762 3,8743 3,4424 3,0027 2,5907 2,2441 1,9989 1,8908 1,9513 2,2008 2,6430 3,2626 4,0212 4,8478 5,6364 6,2626 6,6081 6,5853 6,1575 5,3553 4,2880 3,1386 2,1178 1,3910 1,0320 1,0308 1,3202 1,7959 2,3322 2,7999 3,0851 3,1113 2,8692 2,4386 1,9734 1,6337 1,5007 1,5348 1,6028 1,5532 1,2868 0,7880 0,1319 -0,5232 -0,9836 -1,1069 -0,8739 -0,3828 0,2291 0,8676 1,4995 2,1151 2,6865 3,1578 3,4541 3,5046 3,2792 2,8127 2,1985 1,5568 0,9851 0,5256 0,1764 -0,0837 -0,2857 -0,4577 -0,6003 -0,6737 -0,6144 -0,3690 0,0832 0,7318 1,5384 2,4318 3,3012 4,0073 4,4205 4,4698 4,1749 3,6512 3,0878 2,6911 2,6080 2,8619 3,3532 3,9412 4,5230 5,0312 5,3967 5,5538 5,4705 5,1604 4,6710 4,0638 3,3965 2,7124 2,0390 1,3958 0,8021 0,2830 -0,1360 -0,4407 -0,6294 -0,7048 -0,6743 -0,5414 -0,2853 0,1367 0,7483 1,5161 2,3555 3,1661 3,8586 4,3731 4,6902 4,8102 4,6994 4,2797 3,5012 2,4273 1,2419 0,1763 -0,5814 -0,9409 -0,9187 -0,6078 -0,1229 0,4338 0,9707 1,3928 1,6096 1,5721 1,3156 0,9559 0,6184 0,3666 0,2083 0,1469 0,2123 0,4541 0,9138 1,5863 2,3966 3,2087 3,8581 4,1918 4,1106 3,6054 2,7712 1,7820 0,8296 0,0666 -0,4168 -0,5944 -0,4974 -0,1994 0,2019 0,6080 0,9475 1,1939 1,3630 1,4943 1,6264 1,7781 1,9440 2,0917 2,1585 2,0623 1,7413 1,2080 0,5663 -0,0418 -0,5207 -0,8617 -1,1113 -1,3114 -1,4675 -1,5555 -1,5502 -1,4568 -1,3152 -1,1590 -0,9810 -0,7551 -0,4754 -0,1639 0,1479 0,4484 0,7684 1,1639 1,6614 2,2289 2,8045 3,3335 3,7807 4,1313 4,3841 4,5373 4,5825 4,5215 4,3912 4,2625 4,1956 4,1917 4,1914 4,1152 3,9076 3,5599 3,1070 2,6103 2,1442 1,7913 1,6264 1,6813 1,9259 2,2914 2,7123 3,1546 3,6177 4,1109 4,6270 5,1492 5,6827 6,2537 6,8704 7,4885 8,0111 8,3202 8,3195 7,9688 7,3097 6,4683 5,6057 4,8325 4,1573 3,5159 2,8399 2,0970 1,2919 0,4632 -0,3169 -0,9524 -1,3618 -1,5292 -1,5148 -1,4007 -1,2286 -0,9920 -0,6757 -0,2865 0,1386 0,5421 0,8722 1,1085 1,2579 1,3349 1,3539 1,3272 1,2662 1,1926 1,1506 1,2026 1,4094 1,8020 2,3664 3,0542 3,8055 4,5558 5,2274 5,7381 6,0318 6,1015 5,9805 5,7200 5,3751 4,9932 4,6066 4,2366 3,9041 3,6371 3,4711 3,4322 3,5114 3,6519 3,7578 3,7176 3,4487 2,9509 2,3094 1,6364 1,0165 0,4876 0,0413 -0,3668 -0,7949 -1,2821 -1,8111 -2,2936 -2,6007 -2,6288 -2,3546 -1,8328 -1,1557 -0,4218 0,2917 0,9579 1,5970 2,2385 2,8926 3,5531 4,2122 4,8677 5,5233 6,1811 6,8324 7,4634 8,0707 8,6615 9,2329 9,7520 10,1599 10,3997 10,4395 10,2726 9,9059 9,3593 8,6741 7,9165 7,1750 6,5374 6,0573 5,7378 5,5469 5,4537 5,4558 5,5632 5,7511 5,9442 6,0611 6,0674 5,9789 5,8108 5,5484 5,1791 4,7346 4,2960 3,9569 3,7645 3,6833 3,6164 3,4653 3,1859 2,8094 2,4245 2,1298 1,9739 1,9308 1,9260 1,8781 1,7323 1,4798 1,1470 0,7724 0,4022 0,0926 -0,1025 -0,1542 -0,0730 0,0984 0,3094 0,5184 0,6975 0,8230 0,8623 0,7807 0,5607 0,2108 -0,2292 -0,6772 -1,0144 -1,1358 -1,0164 -0,7322 -0,4167 -0,1900 -0,1084 -0,1571 -0,2770 -0,4023 -0,4871 -0,5088 -0,4589 -0,3389 -0,1621 0,0477 0,2542 0,4075 0,4669
Fz    -1,6576 -1,4909 -1,3970 -1,3495 -1,3276 -1,3194 -1,3151 -1,3040 -1,2797 -1,2476 -1,2197 -1,2003 -1,1847 -1,1691 -1,1521 -1,1266 -1,0796 -1,0012 -0,8918 -0,7629 -0,6297 -0,4989 -0,3597 -0,1894 0,0304 0,2988 0,5938 0,8866 1,1595 1,4108 1,6356 1,8081 1,8925 1,8762 1,7843 1,6548 1,5034 1,3240 1,1150 0,8926 0,6841 0,5178 0,4144 0,3827 0,4206 0,5143 0,6383 0,7678 0,8978 1,0503 1,2577 1,5351 1,8625 2,1873 2,4493 2,6073 2,6495 2,5875 2,4418 2,2227 1,9231 1,5369 1,0783 0,5743 0,0458 -0,4961 -1,0318 -1,5155 -1,8807 -2,0682 -2,0520 -1,8455 -1,4976 -1,0801 -0,6672 -0,3092 -0,0193 0,2127 0,4017 0,5637 0,7128 0,8519 0,9694 1,0550 1,1183 1,1852 1,2765 1,3925 1,5110 1,5956 1,6143 1,5622 1,4681 1,3749 1,3077 1,2591 1,2015 1,1051 0,9513 0,7424 0,5030 0,2632 0,0418 -0,1550 -0,3272 -0,4702 -0,5716 -0,6297 -0,6785 -0,7785 -0,9782 -1,2774 -1,6222 -1,9319 -2,1390 -2,2197 -2,1919 -2,0856 -1,9225 -1,7248 -1,5277 -1,3765 -1,3175 -1,3900 -1,6150 -1,9767 -2,4155 -2,8518 -3,2261 -3,5194 -3,7401 -3,9067 -4,0478 -4,1976 -4,3788 -4,5929 -4,8291 -5,0700 -5,2846 -5,4218 -5,4210 -5,2382 -4,8619 -4,3018 -3,5734 -2,6968 -1,6975 -0,6018 0,5619 1,7538 2,9178 3,9902 4,9130 5,6420 6,1537 6,4613 6,6215 6,7108 6,7840 6,8550 6,9083 6,9105 6,8169 6,5925 6,2418 5,8194 5,4081 5,0853 4,8958 4,8348 4,8502 4,8675 4,8291 4,7192 4,5551 4,3613 4,1544 3,9439 3,7369 3,5452 3,3901 3,2972 3,2858 3,3634 3,5297 3,7816 4,1067 4,4709 4,8119 5,0520 5,1338 5,0485 4,8305 4,5321 4,2123 3,9326 3,7387 3,6402 3,6162 3,6379 3,6791 3,7138 3,7237 3,7107 3,7013 3,7304 3,8145 3,9396 4,0751 4,1990 4,3090 4,4211 4,5596 4,7435 4,9691 5,2055 5,4121 5,5680 5,6811 5,7676 5,8315 5,8649 5,8531 5,7748 5,6087 5,3464 5,0030 4,6162 4,2308 3,8784 3,5691 3,2995 3,0634 2,8472 2,6199 2,3351 1,9559 1,4878 0,9858 0,5284 0,1826 -0,0202 -0,0922 -0,0745 -0,0002 0,1321 0,3476 0,6594 1,0451 1,4588 1,8665 2,2713 2,6971 3,1528 3,6199 4,0606 4,4247 4,6611 4,7388 4,6599 4,4508 4,1436 3,7687 3,3658 2,9907 2,6961 2,5067 2,4190 2,4209 2,5077 2,6810 2,9378 3,2559 3,5872 3,8713 4,0619 4,1457 4,1484 4,1263 4,1403 4,2224 4,3626 4,5233 4,6643 4,7589 4,7948 4,7678 4,6795 4,5383 4,3543 4,1269 3,8411 3,4791 3,0353 2,5262 1,9944 1,5013 1,1097 0,8651 0,7817 0,8386 0,9863 1,1634 1,3229 1,4526 1,5656 1,6691 1,7466 1,7733 1,7369 1,6349 1,4613 1,2085 0,8824 0,5138 0,1612 -0,0971 -0,1911 -0,0937 0,1660 0,5184 0,8804 1,1794 1,3706 1,4391 1,3839 1,2041 0,9055 0,5125 0,0719 -0,3500 -0,6735 -0,8256 -0,7677 -0,5155 -0,1391 0,2625 0,6053 0,8576 1,0405 1,1908 1,3288 1,4572 1,5762 1,6885 1,7921 1,8723 1,9074 1,8852 1,8154 1,7254 1,6397 1,5601 1,4624 1,3131 1,0933 0,8154 0,5222 0,2649 0,0722 -0,0605 -0,1517 -0,2126 -0,2457 -0,2538 -0,2448 -0,2303 -0,2215 -0,2243 -0,2421 -0,2873 -0,3906 -0,5933 -0,9244 -1,3800 -1,9213 -2,4859 -2,9935 -3,3586 -3,5221 -3,4800 -3,2833 -3,0072 -2,7089 -2,4017 -2,0537 -1,6100 -1,0248 -0,2851 0,5829 1,5185 2,4391 3,2603 3,9215 4,4025 4,7151 4,8801 4,9191 4,8622 4,7477 4,6084 4,4577 4,2914 4,0997 3,8717 3,5950 3,2669 2,9141 2,5901 2,3444 2,1931 2,1195 2,1011 2,1263 2,1938 2,3122 2,5031 2,7876 3,1580 3,5733 3,9864 4,3684 4,7050 4,9816 5,1809 5,2932 5,3295 5,3216 5,3012 5,2789 5,2417 5,1652 5,0309 4,8362 4,5870 4,2851 3,9343 3,5591 3,2055 2,9152 2,6962 2,5221 2,3540 2,1617 1,9258 1,6269 1,2465 0,7856 0,2757 -0,2361 -0,7134 -1,1357 -1,4822 -1,7202 -1,8123 -1,7352 -1,4962 -1,1341 -0,6974 -0,2171 0,2992 0,8584 1,4753 2,1672 2,9449 3,7981 4,6838 5,5307 6,2685 6,8539 7,2772 7,5602 7,7508 7,9053 8,0585 8,2053 8,3048 8,2941 8,1083 7,7003 7,0592 6,2222 5,2694 4,2930 3,3623 2,5039 1,7070 0,9493 0,2264 -0,4314 -0,9674 -1,3206 -1,4409 -1,3037 -0,9280 -0,3804 0,2493 0,8770 1,4383 1,8860 2,1837 2,3088 2,2614 2,0685 1,7818 1,4736 1,2307 1,1383 1,2541 1,5979 2,1596 2,9091 3,8002 4,7788 5,7911 6,7876 7,7227 8,5585 9,2718 9,8573 10,3207 10,6646 10,8821 10,9658 10,9160 10,7419 10,4592 10,0920 9,6695 9,2183 8,7498 8,2526 7,7056 7,1031 6,4674 5,8430 5,2814 4,8192 4,4593 4,1722 3,9149 3,6586 3,4062 3,1880 3,0395 2,9763 2,9791 2,9993 2,9828 2,8947 2,7304 2,5132 2,2801 2,0620 1,8679 1,6837 1,4796 1,2206 0,8829 0,4664 -0,0028 -0,4718 -0,8726 -1,1540 -1,3101 -1,3737 -1,3895 -1,3973 -1,4240 -1,4815 -1,5690 -1,6799 -1,8098 -1,9608 -2,1427 -2,3705 -2,6562 -2,9949 -3,3639 -3,7378 -4,0976 -4,4182 -4,6536 -4,7455 -4,6488 -4,3556 -3,9067 -3,3800 -2,8537 -2,3717 -1,9383 -1,5329 -1,1318 -0,7309 -0,3619 -0,0826 0,0585 0,0525 -0,0751 -0,2867
F3    -1,6465 -1,5350 -1,4697 -1,4329 -1,4044 -1,3682 -1,3066 -1,2004 -1,0475 -0,8784 -0,7427 -0,6797 -0,7043 -0,8115 -0,9782 -1,1619 -1,3084 -1,3697 -1,3241 -1,1844 -0,9887 -0,7758 -0,5579 -0,3144 -0,0144 0,3550 0,7764 1,2090 1,6111 1,9598 2,2418 2,4311 2,4911 2,4049 2,1975 1,9187 1,6064 1,2758 0,9378 0,6148 0,3370 0,1285 -0,0039 -0,0679 -0,0700 -0,0089 0,1180 0,3080 0,5587 0,8748 1,2644 1,7237 2,2219 2,6975 3,0782 3,3082 3,3622 3,2460 2,9880 2,6228 2,1773 1,6725 1,1291 0,5593 -0,0386 -0,6630 -1,2839 -1,8379 -2,2536 -2,4851 -2,5262 -2,4059 -2,1764 -1,8970 -1,6148 -1,3465 -1,0756 -0,7728 -0,4213 -0,0241 0,3954 0,7914 1,1012 1,2705 1,2876 1,1922 1,0505 0,9179 0,8193 0,7518 0,7002 0,6513 0,6023 0,5569 0,5104 0,4465 0,3518 0,2273 0,0859 -0,0515 -0,1635 -0,2440 -0,3065 -0,3701 -0,4457 -0,5294 -0,6079 -0,6807 -0,7789 -0,9531 -1,2351 -1,6045 -1,9839 -2,2694 -2,3814 -2,3064 -2,0985 -1,8402 -1,5997 -1,4176 -1,3125 -1,2877 -1,3410 -1,4708 -1,6716 -1,9196 -2,1691 -2,3735 -2,5155 -2,6120 -2,6939 -2,7929 -2,9421 -3,1728 -3,5028 -3,9272 -4,4160 -4,9123 -5,3342 -5,5897 -5,6039 -5,3485 -4,8501 -4,1677 -3,3585 -2,4593 -1,4839 -0,4323 0,6915 1,8602 3,0200 4,0990 5,0205 5,7181 6,1602 6,3679 6,4076 6,3582 6,2755 6,1785 6,0606 5,9022 5,6778 5,3712 5,0027 4,6364 4,3534 4,2121 4,2255 4,3547 4,5209 4,6355 4,6375 4,5114 4,2761 3,9619 3,5975 3,2068 2,8126 2,4431 2,1339 1,9222 1,8376 1,8989 2,1134 2,4756 2,9586 3,5033 4,0173 4,3966 4,5671 4,5140 4,2705 3,8902 3,4373 2,9885 2,6184 2,3754 2,2710 2,2875 2,3880 2,5240 2,6496 2,7419 2,8102 2,8838 2,9827 3,0982 3,2028 3,2772 3,3260 3,3719 3,4382 3,5341 3,6498 3,7580 3,8332 3,8802 3,9411 4,0647 4,2732 4,5557 4,8704 5,1454 5,2950 5,2506 4,9877 4,5348 3,9585 3,3347 2,7250 2,1722 1,7047 1,3340 1,0448 0,7913 0,5189 0,2021 -0,1309 -0,4064 -0,5415 -0,4886 -0,2622 0,0746 0,4531 0,8380 1,2269 1,6202 1,9987 2,3325 2,6090 2,8445 3,0670 3,2939 3,5306 3,7750 4,0109 4,2056 4,3232 4,3367 4,2270 3,9829 3,6119 3,1573 2,6972 2,3152 2,0674 1,9757 2,0364 2,2250 2,5023 2,8241 3,1431 3,4052 3,5580 3,5751 3,4775 3,3323 3,2296 3,2455 3,4108 3,7001 4,0434 4,3541 4,5602 4,6283 4,5661 4,4071 4,1897 3,9423 3,6739 3,3758 3,0343 2,6394 2,1951 1,7345 1,3226 1,0300 0,8974 0,9169 1,0393 1,1971 1,3324 1,4241 1,4970 1,5964 1,7439 1,9151 2,0570 2,1162 2,0503 1,8294 1,4456 0,9237 0,3224 -0,2700 -0,7461 -1,0043 -0,9838 -0,6842 -0,1621 0,4796 1,1121 1,6178 1,9223 1,9953 1,8377 1,4773 0,9669 0,3799 -0,1939 -0,6558 -0,9215 -0,9495 -0,7598 -0,4292 -0,0579 0,2785 0,5562 0,7904 0,9994 1,1818 1,3241 1,4200 1,4744 1,4931 1,4731 1,4091 1,3088 1,1990 1,1126 1,0679 1,0518 1,0217 0,9251 0,7293 0,4428 0,1158 -0,1866 -0,4189 -0,5696 -0,6507 -0,6842 -0,6973 -0,7199 -0,7745 -0,8646 -0,9672 -1,0370 -1,0287 -0,9301 -0,7782 -0,6451 -0,6052 -0,7033 -0,9439 -1,2985 -1,7096 -2,0980 -2,3945 -2,5751 -2,6625 -2,6969 -2,7035 -2,6721 -2,5536 -2,2820 -1,8089 -1,1276 -0,2817 0,6401 1,5273 2,2830 2,8522 3,2269 3,4261 3,4728 3,3913 3,2194 3,0107 2,8163 2,6597 2,5310 2,4031 2,2527 2,0711 1,8730 1,7029 1,6218 1,6717 1,8496 2,1143 2,4148 2,7057 2,9489 3,1263 3,2571 3,3878 3,5518 3,7485 3,9599 4,1747 4,3845 4,5701 4,7029 4,7604 4,7455 4,6918 4,6431 4,6236 4,6257 4,6210 4,5761 4,4627 4,2622 3,9678 3,5921 3,1778 2,7897 2,4836 2,2798 2,1594 2,0754 1,9700 1,7894 1,4918 1,0553 0,4883 -0,1668 -0,8492 -1,5022 -2,0823 -2,5502 -2,8637 -2,9859 -2,8979 -2,6091 -2,1609 -1,6125 -1,0169 -0,4067 0,2060 0,8282 1,4844 2,2018 2,9876 3,8093 4,5968 5,2754 5,8004 6,1684 6,4147 6,6041 6,8031 7,0419 7,2991 7,5128 7,5952 7,4543 7,0315 6,3279 5,4024 4,3493 3,2717 2,2548 1,3452 0,5498 -0,1463 -0,7528 -1,2570 -1,6247 -1,8145 -1,7869 -1,5145 -1,0046 -0,3102 0,4898 1,3170 2,0964 2,7459 3,1808 3,3403 3,2133 2,8391 2,2952 1,6917 1,1616 0,8303 0,7780 1,0279 1,5589 2,3231 3,2551 4,2795 5,3234 6,3261 7,2462 8,0617 8,7631 9,3482 9,8197 10,1767 10,4046 10,4821 10,3986 10,1609 9,7905 9,3219 8,7974 8,2563 7,7218 7,1961 6,6717 6,1507 5,6497 5,1946 4,8089 4,4994 4,2461 4,0080 3,7425 3,4317 3,1012 2,8162 2,6529 2,6546 2,8033 3,0280 3,2411 3,3765 3,4126 3,3723 3,3011 3,2363 3,1824 3,1065 2,9574 2,6931 2,2998 1,7973 1,2338 0,6816 0,2240 -0,0746 -0,1971 -0,1775 -0,0821 0,0160 0,0551 -0,0024 -0,1638 -0,4074 -0,6939 -0,9825 -1,2485 -1,4976 -1,7577 -2,0495 -2,3684 -2,6961 -3,0162 -3,3052 -3,5184 -3,5986 -3,5011 -3,2188 -2,7945 -2,3066 -1,8312 -1,4106 -1,0490 -0,7256 -0,4120 -0,0960 0,1988 0,4178 0,5071 0,4464 0,2517 -0,0434
F7    -0,3082 -0,3930 -0,6011 -0,8825 -1,2105 -1,5772 -1,9703 -2,3646 -2,7378 -3,0814 -3,3798 -3,5877 -3,6474 -3,5261 -3,2239 -2,7524 -2,1115 -1,2921 -0,3114 0,7407 1,6915 2,3455 2,5840 2,4196 1,9704 1,4013 0,8670 0,4586 0,1779 -0,0273 -0,1953 -0,3211 -0,3718 -0,2997 -0,0564 0,3593 0,8720 1,3678 1,7527 1,9738 2,0243 1,9506 1,8327 1,7428 1,7192 1,7648 1,8623 1,9897 2,1243 2,2377 2,2963 2,2767 2,1796 2,0220 1,8212 1,5954 1,3723 1,1946 1,1106 1,1461 1,2776 1,4421 1,5821 1,6693 1,6749 1,5410 1,2137 0,7146 0,1751 -0,2196 -0,3436 -0,2049 0,0770 0,3603 0,5572 0,6616 0,7297 0,8195 0,9417 1,0713 1,1877 1,2804 1,3247 1,2898 1,1898 1,1112 1,1752 1,4566 1,9200 2,4270 2,8123 2,9717 2,9000 2,6656 2,3535 2,0201 1,6851 1,3370 0,9397 0,4635 -0,0751 -0,5995 -0,9946 -1,1658 -1,1053 -0,8976 -0,6555 -0,4593 -0,3383 -0,2726 -0,2017 -0,0535 0,2180 0,6075 1,0529 1,4553 1,7269 1,8409 1,8370 1,7787 1,7034 1,6097 1,4781 1,2892 1,0256 0,6736 0,2298 -0,2969 -0,8821 -1,4764 -2,0076 -2,4041 -2,6171 -2,6234 -2,4328 -2,0981 -1,7030 -1,3350 -1,0545 -0,8776 -0,7841 -0,7289 -0,6361 -0,4061 0,0409 0,7131 1,5343 2,3738 3,0999 3,6262 3,9271 4,0325 4,0154 3,9634 3,9412 3,9724 4,0505 4,1607 4,2913 4,4406 4,6264 4,8685 5,1384 5,3442 5,3845 5,2084 4,8352 4,3545 3,9070 3,6313 3,5892 3,7305 3,9354 4,0964 4,1616 4,1288 4,0228 3,8710 3,6901 3,4948 3,3177 3,2122 3,2292 3,3878 3,6687 4,0258 4,3984 4,7190 4,9208 4,9457 4,7624 4,3861 3,8760 3,3111 2,7586 2,2525 1,7986 1,4052 1,1142 1,0061 1,1604 1,5995 2,2633 3,0264 3,7413 4,2835 4,5786 4,6227 4,4877 4,2911 4,1455 4,1309 4,2908 4,6237 5,0690 5,5067 5,7840 5,7674 5,3910 4,6745 3,7188 2,6822 1,7372 1,0281 0,6446 0,6033 0,8510 1,3004 1,8619 2,4548 3,0238 3,5497 4,0243 4,4084 4,6293 4,6201 4,3508 3,8345 3,1367 2,3723 1,6627 1,0779 0,6167 0,2398 -0,0801 -0,3300 -0,4739 -0,4992 -0,4355 -0,3146 -0,1172 0,2372 0,8380 1,7201 2,8400 4,0826 5,2667 6,1746 6,6274 6,5594 6,0314 5,1851 4,1792 3,1503 2,2102 1,4434 0,8911 0,5497 0,3973 0,4309 0,6690 1,1097 1,6948 2,3262 2,9063 3,3601 3,6466 3,7678 3,7614 3,6736 3,5399 3,3921 3,2739 3,2376 3,3123 3,4726 3,6507 3,7972 3,9246 4,0802 4,2867 4,5226 4,7504 4,9471 5,1058 5,2204 5,2800 5,2773 5,2100 5,0727 4,8573 4,5650 4,2124 3,8295 3,4535 3,1103 2,7971 2,4985 2,2243 2,0178 1,9261 1,9762 2,1743 2,5037 2,9204 3,3742 3,8363 4,2875 4,6746 4,9017 4,8841 4,6111 4,1607 3,6648 3,2480 2,9744 2,8348 2,7796 2,7531 2,7074 2,6102 2,4564 2,2767 2,1280 2,0555 2,0562 2,0807 2,0705 1,9979 1,8787 1,7519 1,6529 1,6096 1,6499 1,7964 2,0422 2,3393 2,6171 2,8105 2,8876 2,8621 2,7670 2,6085 2,3661 2,0336 1,6461 1,2706 0,9720 0,7835 0,7084 0,7478 0,9044 1,1586 1,4643 1,7779 2,0813 2,3812 2,6900 3,0032 3,2894 3,4999 3,5838 3,4995 3,2303 2,7970 2,2441 1,6126 0,9464 0,3168 -0,1855 -0,4924 -0,5993 -0,5722 -0,5089 -0,4769 -0,4827 -0,4888 -0,4433 -0,2974 -0,0202 0,3801 0,8378 1,2538 1,5645 1,7869 1,9890 2,2316 2,5423 2,9147 3,3126 3,6893 4,0196 4,3170 4,6167 4,9332 5,2305 5,4381 5,4986 5,3976 5,1497 4,7723 4,2828 3,7235 3,1857 2,8010 2,6847 2,8650 3,2640 3,7596 4,2711 4,7900 5,3416 5,9338 6,5468 7,1537 7,7227 8,2043 8,5433 8,7158 8,7456 8,6831 8,5664 8,4003 8,1620 7,8150 7,3122 6,6125 5,7318 4,7685 3,8522 3,0697 2,4399 1,9375 1,5364 1,2313 1,0194 0,8740 0,7545 0,6351 0,5125 0,3913 0,2733 0,1701 0,1087 0,1135 0,1855 0,3012 0,4309 0,5675 0,7418 1,0015 1,3772 1,8676 2,4442 3,0596 3,6533 4,1661 4,5631 4,8521 5,0772 5,2874 5,5092 5,7377 5,9484 6,1265 6,2846 6,4392 6,5643 6,5903 6,4557 6,1539 5,7430 5,3302 5,0288 4,8957 4,8963 4,9206 4,8350 4,5510 4,0812 3,5275 3,0138 2,6328 2,4258 2,3680 2,3736 2,3420 2,2149 2,0074 1,7994 1,6874 1,7305 1,9389 2,2916 2,7396 3,2106 3,6580 4,0995 4,5836 5,1236 5,6747 6,1665 6,5535 6,8433 7,0828 7,3056 7,4998 7,6384 7,7207 7,7737 7,8254 7,8806 7,9241 7,9531 7,9964 8,0868 8,2237 8,3784 8,5304 8,6868 8,8558 8,9990 9,0245 8,8424 8,4367 7,8925 7,3492 6,9149 6,6151 6,4114 6,2531 6,1183 6,0256 6,0160 6,1215 6,3427 6,6468 6,9879 7,3279 7,6274 7,8314 7,8821 7,7452 7,4217 6,9439 6,3806 5,8399 5,4363 5,2450 5,2809 5,4939 5,7862 6,0545 6,2268 6,2707 6,1868 5,9938 5,7145 5,3644 4,9427 4,4331 3,8292 3,1727 2,5605 2,0960 1,8306 1,7542 1,8346 2,0540 2,4087 2,8765 3,4000 3,9026 4,3112 4,5603 4,5958 4,3891 3,9594 3,3956 2,8406 2,4313 2,2385 2,2444 2,3518 2,4189 2,3322 2,0825 1,7650 1,5024 1,3704
