Fp1   -3,0570 -3,0855 -2,9564 -2,6725 -2,1314 -1,2021 0,0853 1,4381 2,4188 2,6980 2,2724 1,5086 0,9422 0,9435 1,5082 2,3130 2,9144 2,9141 2,0828 0,4623 -1,6244 -3,6811 -5,2142 -5,9178 -5,7708 -4,9709 -3,7721 -2,3696 -0,8826 0,6253 2,1301 3,6019 4,9276 5,8909 6,2790 6,0263 5,2222 3,9783 2,3475 0,3987 -1,6580 -3,4423 -4,5358 -4,7028 -3,9933 -2,6359 -0,9132 0,8059 2,0442 2,4097 1,8603 0,7419 -0,4193 -1,1282 -1,0235 0,0272 1,8115 3,7665 5,1709 5,4370 4,3296 2,0224 -0,9689 -3,9562 -6,3426 -7,8198 -8,3315 -7,9248 -6,7085 -4,9076 -2,8446 -0,8251 0,9075 2,1117 2,5648 2,2058 1,2280 0,0136 -1,0261 -1,6259 -1,7609 -1,5853 -1,2661 -0,8325 -0,1563 0,9167 2,4142 4,1967 5,9999 7,4979 8,3640 8,3012 7,0951 4,7472 1,5729 -1,8640 -4,9444 -7,1986 -8,3929 -8,4702 -7,4772 -5,6168 -3,3662 -1,4187 -0,3734 -0,4243 -1,3245 -2,6063 -3,8242 -4,6616 -4,9405 -4,6096 -3,7292 -2,4726 -1,1297 -0,0451 0,4972 0,3431 -0,5171 -1,9313 -3,5962 -5,1394 -6,2305 -6,6460 -6,2776 -5,1133 -3,2066 -0,6923 2,1343 4,7958 6,7521 7,6007 7,2428 5,9306 4,1503 2,3922 0,9603 -0,0421 -0,6070 -0,7503 -0,5269 -0,0872 0,3073 0,3840 0,0289 -0,6268 -1,2835 -1,6544 -1,6165 -1,2169 -0,5634 0,2488 1,1310 1,9915 2,7254 3,1837 3,1815 2,5820 1,4166 -0,0580 -1,4669 -2,5350 -3,2097 -3,5988 -3,8221 -3,9069 -3,7747 -3,2968 -2,3884 -1,0821 0,4758 2,0503 3,3368 4,0534 4,0883 3,5504 2,6803 1,7495 1,0089 0,6214 0,5670 0,6208 0,4528 -0,1936 -1,3336 -2,6737 -3,7198 -4,0733 -3,7004 -2,8967 -2,0188 -1,3042 -0,8937 -0,8857 -1,2921 -1,9589 -2,5632 -2,7368 -2,2936 -1,4038 -0,5177 -0,0719 -0,2180 -0,7530 -1,2742 -1,4509 -1,2187 -0,7782 -0,4514 -0,5271 -1,1448 -2,2192 -3,4761 -4,5748 -5,1758 -4,9810 -3,8907 -2,1636 -0,3169 1,1806 2,0967 2,3930 2,1179 1,3570 0,2449 -0,9887 -2,0502 -2,7210 -2,9269 -2,6761 -2,0350 -1,1789 -0,3624 0,2074 0,4560 0,4049 0,0655 -0,6114 -1,6567 -2,9768 -4,3332 -5,3774 -5,7396 -5,2243 -3,9877 -2,4706 -1,1121 -0,1261 0,4967 0,8597 1,0523 1,1334 1,1709 1,2540 1,4618 1,8237 2,2825 2,7044 2,9843 3,1458 3,3042 3,5274 3,7415 3,7732 3,4810 2,8347 1,8752 0,6157 -1,0385 -3,2942 -6,3149 -9,9514 -13,6257 -16,5157 -17,8640 -17,2195 -14,5709 -10,3546 -5,3148 -0,2797 4,0254 7,0703 8,5467 8,3488 6,5497 3,4656 -0,2498 -3,7001 -6,0726 -6,9405 -6,3258 -4,5844 -2,2531 0,0844 1,9018 2,8003 2,5902 1,3786 -0,4685 -2,5102 -4,3953 -5,9071 -6,9529 -7,5617 -7,8586 -8,0152 -8,2111 -8,5385 -8,8474 -8,7430 -7,8650 -6,1946 -4,0586 -1,8543 0,1966 2,0553 3,6890 4,9363 5,5535 5,3726 4,4085 2,8228 0,8280 -1,3315 -3,3477 -4,8816 -5,6363 -5,4217 -4,2549 -2,4421 -0,4912 1,1070 2,0336 2,1770 1,6184 0,5610 -0,7852 -2,2496 -3,6541 -4,7958 -5,5113 -5,7493 -5,5629 -4,9966 -3,9843 -2,4422 -0,5046 1,3872 2,6812 3,0274 2,4716 1,4587 0,6576 0,6167 1,4187 2,6650 3,8149 4,4906 4,5047 3,7640 2,2516 0,0811 -2,4569 -4,9033 -6,7627 -7,7178 -7,7418 -7,0419 -5,9324 -4,7017 -3,4991 -2,2867 -0,8840 0,8988 3,0718 5,3317 7,1592 8,1227 8,0964 7,2214 5,7141 3,7420 1,4886 -0,7490 -2,6575 -4,0843 -5,0768 -5,7996 -6,4164 -6,9855 -7,4379 -7,6247 -7,3873 -6,6628 -5,5644 -4,3494 -3,3248 -2,7468 -2,6922 -2,9806 -3,2352 -3,0173 -1,9845 -0,0856 2,3191 4,5751 6,0450 6,3844 5,6138 4,0428 2,1737 0,5703 -0,3635 -0,5899 -0,4305 -0,3119 -0,4796 -0,9121 -1,4323 -1,8484 -2,0163 -1,8454 -1,3200 -0,5683 0,0948 0,2753 -0,2622 -1,4220 -2,8063 -3,8813 -4,1467 -3,2752 -1,2330 1,6574 4,7654 7,3254 8,6812 8,4901 6,8050 4,0285 0,7687 -2,3506 -4,8198 -6,2645 -6,4421 -5,2730 -2,8858 0,3363 3,7713 6,7317 8,7012 9,4279 8,8887 7,2942 5,1143 2,9602 1,3143 0,3211 -0,1507 -0,2290 0,1533 1,1559 2,7535 4,5776 6,0513 6,6934 6,3171 5,0061 3,0222 0,7797 -1,2302 -2,6756 -3,5712 -4,1636 -4,6308 -4,9145 -4,8040 -4,1372 -2,9266 -1,3628 0,2305 1,4637 1,9943 1,6204 0,3206 -1,7138 -4,0840 -6,2831 -7,8117 -8,2706 -7,4890 -5,6239 -3,1200 -0,5789 1,4123 2,4957 2,7021 2,4299 2,2270 2,4568 3,0590 3,6051 3,6102 2,8418 1,4071 -0,3721 -2,1149 -3,4426 -4,0164 -3,6542 -2,4433 -0,6835 1,3122 3,3243 5,1436 6,4867 7,0521 6,6257 5,1469 2,7687 -0,1068 -2,9132 -5,1274 -6,4720 -6,9614 -6,7656 -6,0443 -4,9007 -3,4266 -1,7366 0,0443 1,8030 3,4229 4,7523 5,6295 5,9594 5,7664 5,1647 4,2704 3,1287 1,7409 0,2120 -1,1319 -1,8578 -1,7046 -0,7503 0,6291 1,9264 2,7075 2,7534 2,0598 0,7351 -1,0615 -3,0552 -4,7990 -5,8272 -5,9453 -5,3728 -4,5756 -3,9660 -3,7631 -4,0435 -4,8310 -6,1079 -7,7178 -9,2883 -10,3282 -10,4661 -9,6540 -8,1807 -6,4840 -4,9546 -3,8717 -3,3605 -3,3084 -3,4094 -3,3657 -3,0325 -2,4288 -1,7240 -1,2050 -1,1752 -1,8405 -3,2432 -5,2567 -7,6333 -10,0573 -12,1758 -13,6526 -14,2302 -13,7180 -11,9745 -9,0357 -5,3082 -1,5482 1,4370 3,0755 3,0956 1,5126 -1,3142
Fz    -0,5634 -0,5340 -0,5415 -0,5998 -0,6619 -0,6454 -0,5011 -0,2640 -0,0461 0,0279 -0,1021 -0,3953 -0,7458 -1,0532 -1,2687 -1,3822 -1,3841 -1,2501 -0,9561 -0,5007 0,0813 0,7255 1,3545 1,8837 2,2222 2,2933 2,0682 1,5913 0,9764 0,3638 -0,1390 -0,4918 -0,7104 -0,8260 -0,8517 -0,7849 -0,6351 -0,4383 -0,2385 -0,0610 0,0954 0,2437 0,3865 0,5032 0,5656 0,5725 0,5633 0,5865 0,6661 0,8013 0,9752 1,1436 1,2326 1,1721 0,9298 0,5093 -0,0570 -0,6944 -1,2875 -1,7150 -1,8953 -1,8110 -1,5029 -1,0465 -0,5310 -0,0386 0,3779 0,7044 0,9492 1,1169 1,1978 1,1848 1,0949 0,9727 0,8784 0,8675 0,9686 1,1731 1,4416 1,7219 1,9666 2,1404 2,2237 2,2194 2,1587 2,0884 2,0404 2,0114 1,9702 1,8823 1,7307 1,5046 1,1729 0,6987 0,0897 -0,5759 -1,1700 -1,5718 -1,7209 -1,6339 -1,3835 -1,0686 -0,7862 -0,6028 -0,5399 -0,5874 -0,7298 -0,9618 -1,2854 -1,6995 -2,1968 -2,7690 -3,4072 -4,0868 -4,7593 -5,3675 -5,8721 -6,2647 -6,5515 -6,7124 -6,6830 -6,3877 -5,7888 -4,9054 -3,7992 -2,5558 -1,2741 -0,0598 0,9800 1,7595 2,2490 2,4867 2,5481 2,5067 2,4160 2,3057 2,1806 2,0333 1,8657 1,6906 1,5118 1,3108 1,0633 0,7701 0,4641 0,1843 -0,0454 -0,2215 -0,3604 -0,4836 -0,5881 -0,6371 -0,5872 -0,4263 -0,1813 0,1018 0,3816 0,6295 0,8301 0,9861 1,1195 1,2574 1,4093 1,5606 1,6887 1,7825 1,8424 1,8661 1,8492 1,8056 1,7792 1,8256 1,9771 2,2248 2,5266 2,8237 3,0579 3,1898 3,2108 3,1320 2,9641 2,7210 2,4396 2,1761 1,9727 1,8335 1,7327 1,6291 1,4717 1,2171 0,8632 0,4624 0,0993 -0,1452 -0,2157 -0,1007 0,1535 0,4508 0,6797 0,7548 0,6433 0,3627 -0,0428 -0,5176 -0,9954 -1,4042 -1,6838 -1,8001 -1,7541 -1,5901 -1,3851 -1,2124 -1,1089 -1,0685 -1,0536 -1,0067 -0,8762 -0,6552 -0,3864 -0,1142 0,1577 0,4574 0,8177 1,2613 1,7898 2,3702 2,9393 3,4251 3,7683 3,9288 3,8860 3,6463 3,2545 2,7837 2,2971 1,8169 1,3399 0,8773 0,4750 0,2021 0,1168 0,2289 0,4790 0,7514 0,9242 0,9318 0,7913 0,5748 0,3648 0,2282 0,1986 0,2633 0,3758 0,4934 0,6071 0,7364 0,8917 1,0479 1,1641 1,2211 1,2345 1,2359 1,2447 1,2487 1,2083 1,0775 0,8309 0,4851 0,1008 -0,2417 -0,4733 -0,5486 -0,4530 -0,2209 0,0658 0,3145 0,4652 0,5107 0,4800 0,4070 0,3177 0,2336 0,1631 0,0897 -0,0214 -0,1982 -0,4452 -0,7418 -1,0474 -1,3035 -1,4444 -1,4228 -1,2319 -0,9036 -0,4925 -0,0661 0,3014 0,5454 0,6217 0,5071 0,2094 -0,2141 -0,6564 -0,9938 -1,1321 -1,0312 -0,7016 -0,1844 0,4596 1,1352 1,6992 1,9926 1,9164 1,4832 0,8078 0,0564 -0,6130 -1,0852 -1,2947 -1,2241 -0,9017 -0,3947 0,2098 0,8311 1,4057 1,8773 2,1888 2,2928 2,1727 1,8596 1,4324 0,9949 0,6417 0,4274 0,3526 0,3744 0,4308 0,4658 0,4438 0,3413 0,1256 -0,2404 -0,7574 -1,3604 -1,9325 -2,3525 -2,5445 -2,4952 -2,2409 -1,8448 -1,3779 -0,9007 -0,4528 -0,0591 0,2542 0,4619 0,5648 0,6048 0,6502 0,7666 0,9925 1,3295 1,7540 2,2401 2,7649 3,2962 3,7991 4,2509 4,6201 4,8342 4,8007 4,4678 3,8635 3,0865 2,2692 1,5359 0,9766 0,6421 0,5456 0,6587 0,9062 1,1829 1,4018 1,5294 1,5659 1,5035 1,3101 0,9439 0,4004 -0,2408 -0,8325 -1,2290 -1,3409 -1,1551 -0,7305 -0,1673 0,4253 0,9402 1,2845 1,4104 1,3348 1,1373 0,9396 0,8636 0,9752 1,2597 1,6533 2,0936 2,5465 2,9994 3,4397 3,8424 4,1728 4,4040 4,5403 4,6181 4,6747 4,7233 4,7620 4,8029 4,8750 4,9872 5,1017 5,1640 5,1485 5,0644 4,9330 4,7790 4,6385 4,5489 4,5228 4,5353 4,5374 4,4854 4,3640 4,1905 4,0034 3,8362 3,6994 3,5921 3,5230 3,5076 3,5461 3,6110 3,6618 3,6743 3,6620 3,6664 3,7245 3,8443 4,0106 4,2070 4,4277 4,6715 4,9282 5,1728 5,3679 5,4700 5,4405 5,2543 4,8994 4,3761 3,7053 2,9367 2,1454 1,4232 0,8589 0,5061 0,3537 0,3347 0,3646 0,3733 0,3248 0,2258 0,1090 -0,0011 -0,1032 -0,2137 -0,3562 -0,5399 -0,7394 -0,8991 -0,9550 -0,8634 -0,6183 -0,2417 0,2371 0,7787 1,3125 1,7342 1,9373 1,8648 1,5452 1,0784 0,5904 0,1944 -0,0301 -0,0471 0,1383 0,4862 0,9317 1,4082 1,8711 2,2976 2,6659 2,9409 3,0841 3,0769 2,9306 2,6715 2,3182 1,8808 1,3819 0,8652 0,3706 -0,0834 -0,4773 -0,7613 -0,8658 -0,7378 -0,3635 0,2238 0,9427 1,6691 2,2569 2,5780 2,5737 2,2821 1,8168 1,3054 0,8269 0,3881 -0,0445 -0,4807 -0,8716 -1,1375 -1,2260 -1,1426 -0,9346 -0,6589 -0,3627 -0,0827 0,1527 0,3203 0,4052 0,4087 0,3413 0,2071 0,0055 -0,2548 -0,5578 -0,9014 -1,3031 -1,7755 -2,2975 -2,8150 -3,2645 -3,5953 -3,7788 -3,8119 -3,7237 -3,5727 -3,4277 -3,3449 -3,3437 -3,3926 -3,4362 -3,4465 -3,4433 -3,4546 -3,4657 -3,4250 -3,2969 -3,0947 -2,8689 -2,6907 -2,6430 -2,7861 -3,1148 -3,5568 -4,0102 -4,3826 -4,6193 -4,7142 -4,6955 -4,6008 -4,4605 -4,2978 -4,1315 -3,9718 -3,8116 -3,6419 -3,4843 -3,3920 -3,4015 -3,4890 -3,5887 -3,6540 -3,6842 -3,7020
F3    -1,4071 -1,3230 -1,3960 -1,6173 -1,8423 -1,8524 -1,4876 -0,7584 0,1332 0,8856 1,2457 1,1074 0,5066 -0,4428 -1,5902 -2,7425 -3,6497 -4,0358 -3,6840 -2,5347 -0,7372 1,3840 3,4299 5,0343 5,9356 6,0062 5,2589 3,8481 2,0425 0,1533 -1,5515 -2,9012 -3,8202 -4,2892 -4,3232 -3,9832 -3,3714 -2,5822 -1,6616 -0,6273 0,4716 1,5212 2,3740 2,9155 3,1143 3,0296 2,7806 2,4978 2,2933 2,2427 2,3380 2,4407 2,3154 1,7399 0,6155 -0,9677 -2,7178 -4,2100 -5,0419 -4,9910 -4,0914 -2,6142 -0,9572 0,5180 1,6045 2,2578 2,5323 2,5171 2,2858 1,8613 1,2247 0,3872 -0,5321 -1,3032 -1,6717 -1,4790 -0,7387 0,3823 1,6579 2,8915 3,9365 4,6640 4,9450 4,6943 3,9519 2,8980 1,7570 0,6852 -0,2583 -1,0577 -1,6787 -2,0832 -2,2998 -2,4318 -2,5703 -2,7032 -2,7065 -2,4290 -1,8142 -0,9733 -0,1488 0,4193 0,6340 0,5791 0,4249 0,2896 0,1773 0,0171 -0,2642 -0,7016 -1,3103 -2,1384 -3,2689 -4,7201 -6,3552 -7,9218 -9,1678 -9,9183 -10,0846 -9,6344 -8,5670 -6,9388 -4,9049 -2,7094 -0,6120 1,1812 2,5417 3,4085 3,7811 3,7297 3,3991 2,9677 2,5667 2,2300 1,9294 1,6431 1,3734 1,1281 0,9237 0,7967 0,7731 0,8186 0,8529 0,8224 0,7172 0,5215 0,1975 -0,2695 -0,8381 -1,4210 -1,9176 -2,2432 -2,3471 -2,2270 -1,9346 -1,5560 -1,1740 -0,8334 -0,5228 -0,1859 0,2478 0,8319 1,5732 2,4075 3,2101 3,8362 4,1557 4,0903 3,6571 2,9753 2,2223 1,5856 1,2241 1,2172 1,5188 1,9678 2,3638 2,5618 2,5179 2,2590 1,8512 1,4265 1,1884 1,3125 1,8106 2,4893 3,0370 3,1702 2,7453 1,7927 0,4908 -0,8782 -1,9826 -2,5253 -2,3498 -1,5261 -0,3567 0,7314 1,3766 1,4315 0,9639 0,1426 -0,8637 -1,9018 -2,8140 -3,4483 -3,6926 -3,5002 -2,8993 -1,9921 -0,9475 0,0174 0,6757 0,8518 0,4902 -0,2964 -1,2634 -2,1557 -2,8067 -3,1348 -3,0865 -2,6078 -1,6664 -0,3033 1,3147 2,8910 4,0895 4,6862 4,6497 4,0927 3,1847 2,1070 1,0425 0,1627 -0,4145 -0,6606 -0,6167 -0,3369 0,1499 0,8368 1,6896 2,5798 3,2706 3,5012 3,1268 2,2092 0,9861 -0,2501 -1,2685 -1,9405 -2,2182 -2,1114 -1,6906 -1,0866 -0,4576 0,0548 0,3559 0,4152 0,2732 0,0205 -0,2402 -0,4251 -0,4924 -0,4651 -0,4288 -0,4827 -0,6620 -0,8762 -0,9091 -0,5019 0,5144 2,1166 4,0533 5,8862 7,1220 7,3998 6,6354 5,0390 3,0064 0,9664 -0,7236 -1,8411 -2,3538 -2,4167 -2,2756 -2,1486 -2,1798 -2,4500 -2,9645 -3,6238 -4,2459 -4,6422 -4,6837 -4,3155 -3,5446 -2,4448 -1,1660 0,0838 1,0712 1,5733 1,4479 0,7251 -0,3563 -1,4148 -2,0531 -1,9781 -1,0726 0,5783 2,6821 4,7622 6,2534 6,6733 5,7905 3,6972 0,7634 -2,4851 -5,4936 -7,7687 -8,9528 -8,8910 -7,6516 -5,4865 -2,7621 0,1101 2,7269 4,7439 5,9236 6,1683 5,5416 4,2672 2,6728 1,0939 -0,2109 -1,1040 -1,5560 -1,5927 -1,2668 -0,6727 0,0320 0,6220 0,8354 0,4696 -0,4997 -1,8907 -3,3996 -4,6978 -5,4941 -5,5897 -4,9389 -3,6823 -2,1196 -0,6271 0,4496 0,8976 0,6920 -0,0223 -0,9937 -1,9302 -2,5596 -2,6872 -2,2347 -1,2466 0,1382 1,7455 3,4215 5,0389 6,4788 7,6217 8,3336 8,4683 7,9252 6,7247 5,0221 3,0559 1,0741 -0,7226 -2,2039 -3,2970 -3,9613 -4,1706 -3,9252 -3,2712 -2,2966 -1,1214 0,1105 1,2459 2,1264 2,5927 2,5539 2,0780 1,3778 0,7138 0,3202 0,3489 0,8111 1,5758 2,4257 3,1010 3,3381 2,9716 2,0450 0,8078 -0,4023 -1,2968 -1,7266 -1,6985 -1,3217 -0,7238 0,0093 0,8130 1,5812 2,1733 2,4995 2,5957 2,6206 2,7665 3,1390 3,7120 4,3892 5,0823 5,7062 6,1189 6,1453 5,7271 5,0312 4,3626 3,9705 3,9412 4,2085 4,5842 4,7947 4,5789 3,8210 2,6192 1,2465 0,0510 -0,6578 -0,7163 -0,1502 0,8852 2,1985 3,5929 4,8454 5,7223 6,0539 5,8075 5,1047 4,1802 3,3030 2,6942 2,4922 2,7720 3,5453 4,7084 6,0188 7,1740 7,9501 8,2767 8,1891 7,7216 6,8437 5,5075 3,7752 1,8934 0,2248 -0,9013 -1,3187 -1,0785 -0,4158 0,3586 0,9845 1,3329 1,4209 1,3609 1,2514 1,0764 0,7183 0,0748 -0,8282 -1,8041 -2,5679 -2,8439 -2,4560 -1,3826 0,2250 2,0817 3,8514 5,2091 5,8752 5,6781 4,6336 2,9649 1,0410 -0,7297 -2,0190 -2,6747 -2,7449 -2,4164 -1,9038 -1,3515 -0,7842 -0,1273 0,7043 1,7117 2,8003 3,8325 4,6549 5,0897 4,9690 4,2234 2,9385 1,3131 -0,4267 -2,0826 -3,5116 -4,6237 -5,3179 -5,4164 -4,7078 -3,0824 -0,6347 2,3303 5,3652 7,9798 9,7429 10,3760 9,8345 8,3215 6,1926 3,8022 1,3936 -0,9040 -2,9916 -4,7190 -5,8846 -6,3152 -5,9570 -4,9165 -3,4392 -1,8316 -0,3710 0,7417 1,3811 1,5014 1,1603 0,5239 -0,1858 -0,7760 -1,1317 -1,2162 -1,0802 -0,8779 -0,8290 -1,1175 -1,7954 -2,7519 -3,7480 -4,5000 -4,7872 -4,5354 -3,8286 -2,8476 -1,7887 -0,8191 -0,0666 0,3798 0,4507 0,0810 -0,7523 -1,9394 -3,1942 -4,1475 -4,5283 -4,2985 -3,6708 -3,0193 -2,7183 -2,9810 -3,7927 -4,9520 -6,1454 -7,0173 -7,2720 -6,7851 -5,6505 -4,1344 -2,5733 -1,2684 -0,4118 -0,0622 -0,1809 -0,7021 -1,5685 -2,6935 -3,8956 -4,8955 -5,4190 -5,3301 -4,6899 -3,7275
F7    0,3197 0,6059 0,7558 0,7509 0,6094 0,3604 0,0317 -0,3449 -0,7266 -1,0637 -1,3033 -1,3827 -1,2387 -0,8463 -0,2531 0,4232 1,0233 1,3864 1,3961 1,0272 0,3741 -0,3680 -0,9767 -1,2910 -1,2595 -0,9379 -0,4530 0,0616 0,5234 0,9038 1,1935 1,3807 1,4526 1,4057 1,2526 1,0183 0,7291 0,4032 0,0588 -0,2720 -0,5470 -0,7328 -0,8211 -0,8316 -0,7947 -0,7312 -0,6530 -0,5779 -0,5277 -0,5131 -0,5246 -0,5334 -0,4979 -0,3689 -0,1117 0,2476 0,6004 0,7954 0,7141 0,3283 -0,2882 -0,9913 -1,6195 -2,0467 -2,2129 -2,1141 -1,7723 -1,2328 -0,5742 0,1170 0,7823 1,3904 1,9072 2,2753 2,4274 2,3257 1,9889 1,4833 0,8939 0,3043 -0,2050 -0,5455 -0,6247 -0,3877 0,1299 0,7979 1,4491 1,9523 2,2572 2,3945 2,4366 2,4423 2,4253 2,3664 2,2450 2,0504 1,7773 1,4217 0,9913 0,5238 0,0844 -0,2712 -0,5398 -0,7643 -0,9753 -1,1523 -1,2570 -1,2905 -1,2988 -1,3345 -1,4216 -1,5407 -1,6425 -1,6862 -1,6708 -1,6367 -1,6470 -1,7638 -2,0179 -2,3874 -2,8023 -3,1707 -3,4012 -3,4233 -3,2130 -2,8108 -2,2975 -1,7467 -1,1987 -0,6630 -0,1416 0,3482 0,7743 1,1131 1,3670 1,5496 1,6511 1,6336 1,4609 1,1277 0,6702 0,1590 -0,3265 -0,7204 -0,9706 -1,0411 -0,9297 -0,6853 -0,3934 -0,1282 0,0952 0,3185 0,5871 0,9011 1,2152 1,4676 1,5995 1,5589 1,3146 0,8835 0,3296 -0,2739 -0,8722 -1,4226 -1,8854 -2,2221 -2,3902 -2,3440 -2,0603 -1,5669 -0,9464 -0,3177 0,1956 0,5112 0,6225 0,5925 0,5037 0,4079 0,3165 0,2295 0,1538 0,0849 -0,0105 -0,1712 -0,3992 -0,6381 -0,7941 -0,7956 -0,6446 -0,4032 -0,1394 0,0940 0,2427 0,2511 0,0902 -0,2182 -0,5975 -0,9389 -1,1532 -1,2252 -1,2101 -1,1729 -1,1393 -1,1063 -1,0821 -1,1050 -1,2202 -1,4385 -1,7284 -2,0454 -2,3522 -2,6048 -2,7396 -2,6921 -2,4316 -1,9840 -1,4266 -0,8535 -0,3356 0,0924 0,4132 0,6012 0,6194 0,4504 0,1404 -0,1936 -0,4187 -0,4542 -0,2883 0,0440 0,4731 0,9078 1,2646 1,4852 1,5316 1,3850 1,0535 0,5801 0,0426 -0,4665 -0,8686 -1,1115 -1,1617 -0,9998 -0,6312 -0,1048 0,4823 1,0134 1,4062 1,6437 1,7520 1,7598 1,6882 1,5727 1,4841 1,5099 1,6899 1,9691 2,2314 2,3879 2,4313 2,4160 2,4001 2,4080 2,4290 2,4268 2,3490 2,1347 1,7214 1,0517 0,1042 -1,0432 -2,1913 -3,0872 -3,5276 -3,4314 -2,8630 -1,9975 -1,0491 -0,2078 0,4035 0,7550 0,9011 0,9294 0,9095 0,8846 0,8920 0,9688 1,1315 1,3664 1,6466 1,9458 2,2231 2,4025 2,3765 2,0486 1,3969 0,5143 -0,4151 -1,1867 -1,6373 -1,6873 -1,3758 -0,8570 -0,3347 0,0158 0,0897 -0,1310 -0,5668 -1,0584 -1,4217 -1,5082 -1,2372 -0,6022 0,3334 1,4441 2,5525 3,4546 3,9770 4,0347 3,6365 2,8533 1,7965 0,6224 -0,4743 -1,3046 -1,7441 -1,7661 -1,4380 -0,8853 -0,2417 0,3901 0,9510 1,4141 1,7616 1,9754 2,0514 2,0050 1,8520 1,6041 1,3014 1,0267 0,8726 0,8986 1,1140 1,4708 1,8619 2,1464 2,2092 2,0168 1,6340 1,1990 0,8798 0,8195 1,0783 1,6127 2,3077 3,0220 3,6190 3,9959 4,1012 3,9358 3,5515 3,0449 2,5152 2,0097 1,5320 1,1041 0,7956 0,6869 0,8112 1,1420 1,6286 2,2309 2,9130 3,6164 4,2595 4,7681 5,0946 5,2077 5,0793 4,6984 4,1091 3,4121 2,7055 2,0392 1,4368 0,9261 0,5384 0,2965 0,2032 0,2354 0,3488 0,4868 0,5962 0,6517 0,6676 0,6944 0,8130 1,1060 1,6038 2,2603 2,9845 3,6862 4,2942 4,7570 5,0485 5,1764 5,1735 5,0819 4,9508 4,8350 4,7692 4,7421 4,7028 4,5907 4,3605 4,0032 3,5644 3,1406 2,8481 2,7823 2,9871 3,4303 3,9899 4,4763 4,6973 4,5419 4,0408 3,3609 2,7322 2,3491 2,3007 2,5622 3,0295 3,5589 4,0135 4,3065 4,4081 4,3194 4,0566 3,6647 3,2373 2,9090 2,8043 2,9778 3,4015 4,0028 4,6984 5,3948 5,9856 6,3667 6,4725 6,3173 5,9986 5,6374 5,3069 5,0198 4,7724 4,5794 4,4679 4,4610 4,5588 4,7100 4,8102 4,7547 4,5005 4,0837 3,5960 3,1484 2,8240 2,6265 2,4765 2,2748 1,9827 1,6537 1,4031 1,3355 1,4780 1,7627 2,0605 2,2345 2,1823 1,8604 1,2990 0,6098 -0,0319 -0,4368 -0,4676 -0,0935 0,5952 1,4347 2,2607 2,9487 3,4183 3,6368 3,6333 3,5020 3,3705 3,3368 3,4215 3,5774 3,7446 3,8908 4,0033 4,0623 4,0441 3,9560 3,8566 3,8214 3,8775 3,9878 4,1099 4,2509 4,4444 4,6884 4,9136 5,0004 4,8163 4,2641 3,3384 2,1566 0,9260 -0,1309 -0,8393 -1,0974 -0,8828 -0,2480 0,6944 1,7973 2,9095 3,9013 4,6826 5,2110 5,4770 5,4741 5,1949 4,6626 3,9553 3,1841 2,4450 1,8019 1,3126 1,0395 1,0149 1,2091 1,5286 1,8456 2,0510 2,0955 1,9954 1,8159 1,6409 1,5352 1,5277 1,6149 1,7596 1,8915 1,9345 1,8399 1,5909 1,1962 0,6891 0,1259 -0,4172 -0,8443 -1,0577 -1,0047 -0,7150 -0,2831 0,1843 0,5975 0,8810 0,9913 0,9508 0,8371 0,7265 0,6682 0,6965 0,8197 0,9888 1,1022 1,0534 0,7831 0,3129 -0,2597 -0,8071 -1,2280 -1,4761 -1,5536 -1,4740 -1,2334 -0,8306 -0,3113 0,2209 0,6457 0,8704 0,8466 0,5772 0,1301
