Fp1   1,6876 3,0263 3,8859 4,1764 3,8639 3,0336 1,9701 1,0962 0,7592 1,0323 1,6711 2,2348 2,3024 1,6657 0,4116 -1,1284 -2,5262 -3,4302 -3,6759 -3,2757 -2,3551 -1,1391 0,0432 0,8370 1,0285 0,6677 0,0069 -0,6877 -1,2688 -1,7052 -1,9812 -1,9878 -1,5268 -0,4639 1,0905 2,7556 4,0607 4,6854 4,5806 3,9241 2,9674 1,8737 0,6510 -0,7922 -2,5232 -4,4519 -6,2528 -7,4119 -7,4115 -5,9936 -3,3669 -0,1899 2,7008 4,6459 5,3677 4,9360 3,6155 1,7448 -0,3363 -2,3453 -4,0763 -5,3495 -5,9776 -5,8412 -4,9823 -3,5877 -1,8815 -0,0519 1,7281 3,2745 4,4172 5,0040 4,8810 3,9270 2,1343 -0,3062 -2,9728 -5,2856 -6,6615 -6,6988 -5,3671 -3,0933 -0,6112 1,3665 2,4193 2,5063 1,8922 0,9737 0,0822 -0,6243 -1,1486 -1,5758 -1,9782 -2,3608 -2,7038 -3,0415 -3,4565 -3,9781 -4,4905 -4,7706 -4,6547 -4,1746 -3,5149 -2,8434 -2,1854 -1,4481 -0,5337 0,5850 1,8294 2,9497 3,5208 3,1235 1,6016 -0,8409 -3,7463 -6,5777 -8,8570 -10,2743 -10,7365 -10,3082 -9,1042 -7,2597 -5,0062 -2,7132 -0,7718 0,5792 1,2974 1,4523 1,1340 0,4225 -0,5791 -1,6710 -2,5236 -2,7595 -2,1098 -0,5240 1,7920 4,3900 6,7046 8,2782 8,9274 8,7606 8,0812 7,2172 6,3457 5,4363 4,3728 3,1331 1,8456 0,7025 -0,1404 -0,6360 -0,9313 -1,3697 -2,2800 -3,6742 -5,1527 -6,1460 -6,2804 -5,5435 -4,1762 -2,4885 -0,7569 0,7990 1,9955 2,6478 2,5634 1,6137 -0,1468 -2,4225 -4,7618 -6,7366 -8,1039 -8,8565 -9,1599 -9,2434 -9,2826 -9,2845 -9,0681 -8,4097 -7,2466 -5,7725 -4,3740 -3,4823 -3,4570 -4,5160 -6,6447 -9,5204 -12,5571 -15,0551 -16,3631 -16,0317 -13,9805 -10,5935 -6,6087 -2,8343 0,1161 1,9646 2,7960 2,9707 2,9253 2,9528 3,0927 3,1807 2,9792 2,2873 1,0201 -0,7433 -2,7821 -4,8140 -6,5657 -7,7981 -8,3325 -8,1165 -7,2832 -6,1290 -4,9794 -4,0162 -3,2420 -2,6115 -2,1335 -1,8609 -1,8801 -2,3175 -3,2670 -4,6582 -6,1995 -7,4650 -8,0589 -7,7511 -6,5356 -4,6582 -2,6196 -1,0541 -0,4775 -1,0627 -2,5580 -4,3448 -5,6297 -5,7511 -4,4712 -2,0569 0,9102 3,8219 6,2137 7,7776 8,3483 7,9424 6,7552 5,0225 2,8673 0,3318 -2,4211 -4,9804 -6,7970 -7,4508 -6,8469 -5,1855 -2,8078 -0,1287 2,3452 4,0774 4,6511 3,8764 1,8276 -1,1410 -4,4423 -7,4242 -9,5884 -10,7002 -10,7114 -9,6297 -7,5134 -4,5717 -1,2278 1,9438 4,3861 5,7539 6,0205 5,4325 4,3673 3,1826 2,1026 1,1568 0,2215 -0,8327 -2,0270 -3,2966 -4,5234 -5,4712 -5,7656 -5,0751 -3,3936 -1,1416 1,0290 2,5403 3,0790 2,6309 1,4289 -0,1407 -1,6766 -2,9030 -3,6997 -4,0222 -3,8501 -3,2199 -2,2675 -1,1957 -0,1566 0,8474 1,9469 3,2743 4,7967 6,2377 7,1735 7,2536 6,3932 4,8030 2,8650 0,9814 -0,5272 -1,5045 -2,0162 -2,3293 -2,7797 -3,5536 -4,5267 -5,3416 -5,6718 -5,4329 -4,7900 -4,0064 -3,2791 -2,6752 -2,1530 -1,5948 -0,8391 0,2297 1,5690 2,9814 4,2593 5,3134 6,1445 6,7203 6,9235 6,6198 5,7390 4,2931 2,3595 0,0488 -2,5111 -5,1304 -7,5227 -9,3483 -10,2804 -10,0665 -8,6493 -6,2732 -3,4014 -0,4657 2,3064 4,8350 7,0011 8,5420 9,1663 8,8029 7,7111 6,3323 5,0707 4,1828 3,7815 3,8988 4,4932 5,3294 5,9143 5,7078 4,4772 2,4576 0,1893 -1,8071 -3,2815 -4,2873 -4,9925 -5,4513 -5,5763 -5,2969 -4,6945 -3,9764 -3,2986 -2,6068 -1,6964 -0,4295 1,1300 2,7448 4,1153 5,0143 5,3764 5,2701 4,8089 4,1079 3,2914 2,4940 1,8238 1,3154 0,9266 0,5633 0,0821 -0,6924 -1,8771 -3,4017 -4,9355 -5,9585 -5,9849 -4,7970 -2,5056 0,5468 3,8778 6,8995 9,0036 9,7266 8,8690 6,5127 2,9920 -1,1599 -5,2988 -8,8098 -11,2768 -12,5708 -12,7719 -11,9720 -10,1068 -7,0287 -2,8474 1,8041 5,9146 8,5337 9,1725 7,9807 5,6534 3,1256 1,2252 0,3962 0,5506 1,1683 1,6573 1,7106 1,3854 0,9275 0,5642 0,4136 0,5071 0,8550 1,4664 2,2738 3,0435 3,4273 3,1594 2,2040 0,7283 -0,9707 -2,4576 -3,1808 -2,6725 -0,8524 1,8301 4,6131 6,8526 8,2937 9,0068 9,1345 8,7192 7,7531 6,3548 4,8516 3,6562 3,0178 2,8550 2,8351 2,6340 2,1249 1,3660 0,4924 -0,3526 -1,0110 -1,3042 -1,1044 -0,4345 0,5268 1,5497 2,4738 3,2432 3,8378 4,1953 4,2097 3,7698 2,8101 1,4017 -0,2039 -1,6919 -2,8693 -3,6988 -4,1538 -4,1095 -3,4053 -1,9792 0,0435 2,3340 4,4434 5,9738 6,7185 6,6670 5,9371 4,7352 3,3157 1,8937 0,6044 -0,4435 -1,1279 -1,3573 -1,1312 -0,5458 0,2398 1,0467 1,7308 2,2460 2,6906 3,2628 4,1078 5,1943 6,3636 7,4861 8,5394 9,5593 10,5437 11,3813 11,8443 11,6623 10,6421 8,7724 6,2430 3,3790 0,5499 -1,9127 -3,7564 -4,7826 -4,8440 -3,9313 -2,2352 -0,0737 2,2232 4,3753 6,1731 7,4677 8,1539 8,2077 7,7386 6,9422 5,9762 4,9033 3,7371 2,4864 1,1677 -0,1550 -1,3089 -2,0293 -2,1044 -1,5343 -0,5353 0,6007 1,6144 2,2935 2,4870 2,1682 1,4806 0,7093 0,1986 0,2670 1,1139 2,7062 4,7195 6,6189 7,8293 7,8852 6,5151 3,7011 -0,2514 -4,6868 -8,7330 -11,5983 -12,8541 -12,5075 -10,8406 -8,1861 -4,8640 -1,2995 1,9016 4,0970 4,9207 4,5511 3,6885
Fz    -2,1498 -2,0369 -1,9474 -1,8696 -1,7801 -1,6713 -1,5652 -1,5008 -1,5024 -1,5445 -1,5406 -1,3849 -1,0191 -0,4715 0,1591 0,7521 1,2128 1,4964 1,5971 1,5272 1,3121 0,9948 0,6313 0,2911 0,0580 0,0059 0,1568 0,4630 0,8328 1,1679 1,3898 1,4501 1,3303 1,0511 0,6902 0,3659 0,1735 0,1242 0,1528 0,1795 0,1515 0,0490 -0,1049 -0,2294 -0,2211 -0,0270 0,3119 0,6753 0,9123 0,9007 0,6044 0,0995 -0,4635 -0,9417 -1,2629 -1,4313 -1,4865 -1,4603 -1,3625 -1,1897 -0,9333 -0,5901 -0,1789 0,2502 0,6245 0,8720 0,9469 0,8467 0,6134 0,3205 0,0503 -0,1274 -0,1675 -0,0600 0,1613 0,4229 0,6420 0,7562 0,7310 0,5585 0,2674 -0,0740 -0,3815 -0,5901 -0,6850 -0,7129 -0,7570 -0,8874 -1,1271 -1,4497 -1,7992 -2,1209 -2,3849 -2,5872 -2,7277 -2,7884 -2,7429 -2,5960 -2,4062 -2,2598 -2,2222 -2,3152 -2,5264 -2,8328 -3,2264 -3,7215 -4,3324 -5,0371 -5,7633 -6,4088 -6,8787 -7,1169 -7,1141 -6,8935 -6,4918 -5,9551 -5,3453 -4,7398 -4,2157 -3,8258 -3,5787 -3,4338 -3,3127 -3,1327 -2,8411 -2,4278 -1,9182 -1,3615 -0,8097 -0,2861 0,2204 0,7183 1,1761 1,5351 1,7488 1,8032 1,7172 1,5440 1,3616 1,2436 1,2295 1,3195 1,4925 1,7295 2,0176 2,3319 2,6243 2,8331 2,9041 2,8097 2,5633 2,2208 1,8630 1,5689 1,3826 1,2874 1,2101 1,0651 0,8070 0,4555 0,0755 -0,2745 -0,5871 -0,8962 -1,2258 -1,5570 -1,8410 -2,0345 -2,1283 -2,1537 -2,1673 -2,2186 -2,3256 -2,4697 -2,5989 -2,6412 -2,5453 -2,3348 -2,1309 -2,0966 -2,3286 -2,7830 -3,2993 -3,6892 -3,8191 -3,6479 -3,2236 -2,6618 -2,1110 -1,7044 -1,5182 -1,5599 -1,7799 -2,0898 -2,3865 -2,5837 -2,6374 -2,5560 -2,3974 -2,2533 -2,2098 -2,3109 -2,5509 -2,8894 -3,2724 -3,6525 -4,0007 -4,3038 -4,5521 -4,7281 -4,8101 -4,7827 -4,6444 -4,4159 -4,1419 -3,8702 -3,6272 -3,4207 -3,2585 -3,1572 -3,1391 -3,2202 -3,3892 -3,5992 -3,7903 -3,9268 -4,0063 -4,0422 -4,0490 -4,0336 -3,9888 -3,8977 -3,7390 -3,4909 -3,1373 -2,6794 -2,1497 -1,6168 -1,1662 -0,8567 -0,6870 -0,6032 -0,5433 -0,4779 -0,4080 -0,3358 -0,2528 -0,1525 -0,0396 0,0770 0,1958 0,3218 0,4561 0,5863 0,6843 0,7152 0,6527 0,4839 0,2072 -0,1567 -0,5488 -0,8843 -1,0823 -1,0870 -0,8894 -0,5450 -0,1563 0,1702 0,3554 0,3558 0,1555 -0,2472 -0,8322 -1,5379 -2,2588 -2,8774 -3,3181 -3,5804 -3,7256 -3,8311 -3,9439 -4,0608 -4,1449 -4,1642 -4,1218 -4,0597 -4,0285 -4,0541 -4,1314 -4,2435 -4,3779 -4,5262 -4,6690 -4,7637 -4,7573 -4,6228 -4,3789 -4,0782 -3,7820 -3,5355 -3,3560 -3,2481 -3,2198 -3,2759 -3,4071 -3,5933 -3,8048 -3,9945 -4,1080 -4,1162 -4,0381 -3,9309 -3,8511 -3,8084 -3,7597 -3,6577 -3,4963 -3,3023 -3,0986 -2,8950 -2,7013 -2,5273 -2,3726 -2,2241 -2,0635 -1,8847 -1,7035 -1,5514 -1,4696 -1,4964 -1,6447 -1,8898 -2,1785 -2,4562 -2,7013 -2,9337 -3,1821 -3,4492 -3,7089 -3,9238 -4,0571 -4,0865 -4,0139 -3,8622 -3,6612 -3,4321 -3,1809 -2,9098 -2,6335 -2,3722 -2,1332 -1,9044 -1,6705 -1,4413 -1,2727 -1,2490 -1,4230 -1,7695 -2,1991 -2,6154 -2,9650 -3,2359 -3,4148 -3,4599 -3,3279 -3,0258 -2,6296 -2,2445 -1,9443 -1,7488 -1,6557 -1,6777 -1,8276 -2,0716 -2,3237 -2,4945 -2,5490 -2,5269 -2,5072 -2,5391 -2,6035 -2,6408 -2,6113 -2,5298 -2,4598 -2,4760 -2,6154 -2,8626 -3,1843 -3,5676 -4,0142 -4,5043 -4,9819 -5,3750 -5,6161 -5,6550 -5,4835 -5,1481 -4,7222 -4,2644 -3,7996 -3,3314 -2,8699 -2,4503 -2,1196 -1,9032 -1,7857 -1,7156 -1,6303 -1,4984 -1,3529 -1,2815 -1,3746 -1,6761 -2,1625 -2,7523 -3,3404 -3,8370 -4,1923 -4,3958 -4,4614 -4,4137 -4,2888 -4,1420 -4,0382 -4,0133 -4,0443 -4,0706 -4,0551 -4,0273 -4,0665 -4,2320 -4,5011 -4,7668 -4,8886 -4,7606 -4,3645 -3,7807 -3,1592 -2,6628 -2,3928 -2,3360 -2,3866 -2,4302 -2,4088 -2,3238 -2,2042 -2,0838 -1,9982 -1,9796 -2,0449 -2,1952 -2,4197 -2,6919 -2,9657 -3,1785 -3,2634 -3,1727 -2,9004 -2,4879 -2,0114 -1,5583 -1,2028 -0,9899 -0,9270 -0,9880 -1,1358 -1,3426 -1,5918 -1,8705 -2,1652 -2,4609 -2,7427 -2,9983 -3,2235 -3,4250 -3,6175 -3,8189 -4,0416 -4,2869 -4,5489 -4,8165 -5,0720 -5,3006 -5,5114 -5,7444 -6,0451 -6,4207 -6,8244 -7,1842 -7,4382 -7,5478 -7,4917 -7,2600 -6,8595 -6,3252 -5,7189 -5,1064 -4,5231 -3,9621 -3,4050 -2,8651 -2,3992 -2,0804 -1,9568 -2,0282 -2,2480 -2,5377 -2,8084 -2,9880 -3,0403 -2,9624 -2,7634 -2,4454 -2,0141 -1,5009 -0,9584 -0,4367 0,0168 0,3476 0,5068 0,4754 0,2764 -0,0324 -0,3784 -0,7039 -0,9906 -1,2515 -1,4982 -1,7237 -1,9108 -2,0417 -2,1037 -2,0973 -2,0392 -1,9513 -1,8436 -1,7072 -1,5299 -1,3213 -1,1232 -1,0045 -1,0443 -1,3032 -1,8020 -2,5105 -3,3375 -4,1385 -4,7566 -5,0866 -5,1130 -4,8923 -4,5067 -4,0369 -3,5611 -3,1485 -2,8401 -2,6345 -2,4998 -2,4017 -2,3190 -2,2446 -2,1964 -2,2257 -2,3897 -2,7072 -3,1417 -3,6172 -4,0444 -4,3491 -4,4947 -4,4820 -4,3345 -4,0921 -3,8201 -3,6097 -3,5525 -3,7011 -4,0462 -4,5180 -5,0154 -5,4452 -5,7382 -5,8484 -5,7606 -5,5067 -5,1651 -4,8344 -4,5931 -4,4814 -4,5102 -4,6722 -4,9477 -5,3073 -5,7018 -6,0509 -6,2586 -6,2600 -6,0640 -5,7536
F3    -3,2529 -3,9108 -4,4053 -4,6273 -4,4879 -4,0012 -3,3445 -2,8141 -2,6723 -2,9621 -3,4295 -3,6486 -3,2590 -2,1407 -0,4452 1,4871 3,2688 4,5947 5,2877 5,2702 4,5570 3,2975 1,7965 0,4591 -0,3465 -0,4446 0,0922 1,0217 2,0609 2,9657 3,5311 3,5593 2,8790 1,4588 -0,4627 -2,3897 -3,7909 -4,3729 -4,1811 -3,4890 -2,6134 -1,7665 -0,9681 -0,0522 1,1958 2,8304 4,6078 6,0148 6,4649 5,5781 3,4112 0,4910 -2,4074 -4,6145 -5,8093 -6,0119 -5,4156 -4,2456 -2,7187 -1,0310 0,6560 2,1847 3,3636 4,0105 4,0210 3,3744 2,1147 0,3755 -1,5814 -3,4097 -4,7914 -5,5074 -5,4393 -4,5723 -3,0257 -1,0688 0,9222 2,5466 3,4486 3,3992 2,4204 0,8397 -0,8321 -2,1245 -2,7809 -2,8269 -2,5214 -2,2055 -2,1326 -2,3721 -2,8275 -3,3368 -3,7791 -4,1121 -4,3202 -4,3407 -4,0814 -3,5427 -2,9052 -2,4489 -2,3662 -2,6568 -3,1900 -3,8541 -4,6652 -5,7489 -7,2122 -9,0122 -10,9146 -12,5436 -13,4954 -13,4950 -12,5137 -10,7522 -8,5244 -6,1545 -3,9360 -2,1123 -0,8582 -0,2764 -0,3914 -1,1034 -2,1396 -3,1000 -3,6103 -3,4689 -2,6913 -1,4577 -0,0003 1,5108 2,9849 4,3097 5,2691 5,6008 5,1279 3,8378 1,9045 -0,3068 -2,3156 -3,7080 -4,3036 -4,1811 -3,5680 -2,6864 -1,6491 -0,4690 0,8304 2,1140 3,1518 3,7291 3,7472 3,2762 2,5735 2,0254 1,9558 2,3989 3,0410 3,4139 3,1896 2,3369 1,0511 -0,4345 -1,9786 -3,5127 -4,9271 -6,0048 -6,4826 -6,1935 -5,1896 -3,7617 -2,3258 -1,2322 -0,6255 -0,4428 -0,4928 -0,5425 -0,4261 -0,1837 -0,1065 -0,5739 -1,7685 -3,4977 -5,2543 -6,4404 -6,5816 -5,4522 -3,1422 -0,0726 3,0879 5,6139 6,9351 6,7821 5,2489 2,7631 -0,0620 -2,6376 -4,5549 -5,6494 -6,0181 -5,9725 -5,8819 -5,9931 -6,3544 -6,8582 -7,3204 -7,5414 -7,3674 -6,7643 -5,8308 -4,7334 -3,6414 -2,7001 -2,0186 -1,6701 -1,6888 -2,0308 -2,5625 -3,1447 -3,7200 -4,2888 -4,8359 -5,2957 -5,5449 -5,4199 -4,8062 -3,7622 -2,5420 -1,4886 -0,8993 -0,9318 -1,5633 -2,5930 -3,6704 -4,3669 -4,3177 -3,3823 -1,7423 0,1188 1,5725 2,1008 1,5385 0,1352 -1,6332 -3,3335 -4,6943 -5,5605 -5,8435 -5,5457 -4,7681 -3,6277 -2,1578 -0,3293 1,8043 3,9856 5,7851 6,7819 6,7445 5,6760 3,7524 1,2805 -1,3105 -3,5238 -4,8951 -5,0956 -4,0408 -1,9586 0,6660 3,2606 5,3497 6,6462 7,0031 6,3191 4,5617 1,9014 -1,2120 -4,1591 -6,4001 -7,6838 -8,0910 -7,9210 -7,5110 -7,0888 -6,7241 -6,3575 -5,8733 -5,1955 -4,3314 -3,3365 -2,2965 -1,3866 -0,8993 -1,1230 -2,1113 -3,5475 -4,8694 -5,5642 -5,3927 -4,4285 -2,9660 -1,3751 0,0259 1,0236 1,5028 1,4328 0,8654 -0,0715 -1,1913 -2,2823 -3,1896 -3,9131 -4,6137 -5,4909 -6,6023 -7,7484 -8,5407 -8,6388 -7,9647 -6,7128 -5,2026 -3,7508 -2,6064 -1,8812 -1,5003 -1,2331 -0,8064 -0,0674 0,9026 1,8328 2,4272 2,5234 2,1527 1,4913 0,7602 0,1294 -0,3609 -0,8222 -1,4416 -2,3565 -3,5644 -4,9143 -6,1768 -7,1556 -7,7469 -7,9079 -7,6085 -6,8304 -5,5886 -3,9497 -2,0353 0,0222 2,1244 4,1824 6,0601 7,5472 8,3646 8,2398 7,0776 5,0778 2,6394 0,1187 -2,3216 -4,6347 -6,6906 -8,1935 -8,8257 -8,4953 -7,4355 -6,0498 -4,6792 -3,5175 -2,7014 -2,4035 -2,7450 -3,5819 -4,4461 -4,7908 -4,3398 -3,2449 -1,9423 -0,8410 -0,0922 0,4078 0,8255 1,1850 1,3405 1,1467 0,6345 -0,0107 -0,6522 -1,3585 -2,3244 -3,6608 -5,2886 -6,9723 -8,3964 -9,2767 -9,4911 -9,1137 -8,3246 -7,3151 -6,2382 -5,1846 -4,1991 -3,3272 -2,6249 -2,0984 -1,6295 -0,9851 0,0456 1,4679 2,9829 4,0758 4,2653 3,3303 1,3724 -1,2621 -4,1064 -6,6770 -8,5622 -9,4976 -9,3881 -8,2867 -6,3893 -4,0390 -1,6732 0,3225 1,7618 2,6638 3,1044 3,0408 2,2522 0,4958 -2,1940 -5,3281 -8,0897 -9,6855 -9,7066 -8,3040 -6,0975 -3,8925 -2,3526 -1,7482 -1,8900 -2,3172 -2,6190 -2,6366 -2,4373 -2,1755 -1,9903 -1,9668 -2,1352 -2,5047 -3,0841 -3,8228 -4,5266 -4,8852 -4,6358 -3,7102 -2,2436 -0,5006 1,1679 2,3588 2,7221 2,1318 0,7857 -0,8928 -2,4897 -3,7775 -4,7238 -5,3789 -5,7638 -5,8654 -5,7235 -5,4764 -5,3003 -5,2996 -5,4471 -5,6241 -5,7148 -5,6809 -5,5732 -5,4742 -5,4342 -5,4866 -5,7124 -6,2384 -7,1372 -8,3319 -9,6152 -10,7680 -11,6461 -12,1579 -12,2065 -11,6955 -10,5895 -8,9665 -7,0435 -5,1410 -3,5337 -2,2914 -1,3126 -0,5294 -0,0387 -0,0325 -0,6444 -1,8491 -3,4405 -5,0797 -6,4069 -7,1620 -7,2489 -6,7308 -5,7641 -4,5016 -3,0398 -1,4585 0,1180 1,5220 2,5905 3,2101 3,3438 3,0414 2,4229 1,6470 0,8603 0,1228 -0,6281 -1,4959 -2,5010 -3,5687 -4,6146 -5,5980 -6,5040 -7,2879 -7,8396 -8,0029 -7,6310 -6,6362 -5,0396 -2,9980 -0,7807 1,2772 2,8374 3,6289 3,4804 2,3479 0,3864 -2,0281 -4,4233 -6,4205 -7,8421 -8,6731 -8,9516 -8,7256 -8,1064 -7,2964 -6,4987 -5,7930 -5,1235 -4,3986 -3,5666 -2,6332 -1,6991 -0,9971 -0,8178 -1,3292 -2,4491 -3,8896 -5,3063 -6,4195 -7,0585 -7,1549 -6,7290 -5,9065 -4,9481 -4,2321 -4,1530 -4,9535 -6,5797 -8,6689 -10,6948 -12,1488 -12,6357 -11,9071 -9,9078 -6,8440 -3,2164 0,2810 2,9928 4,5029 4,6826 3,6260 1,5574 -1,2103 -4,2406 -6,9591 -8,7821 -9,3704 -8,8497 -7,8054
F7    -1,2389 -0,8134 -0,4823 -0,2523 -0,1719 -0,2625 -0,4400 -0,5500 -0,4845 -0,2488 0,0552 0,2832 0,3104 0,0859 -0,3448 -0,8559 -1,2843 -1,4883 -1,4031 -1,0538 -0,5272 0,0544 0,5586 0,8839 0,9997 0,9578 0,8569 0,7738 0,7220 0,6753 0,6235 0,6111 0,7207 1,0027 1,4109 1,8169 2,0901 2,1602 2,0250 1,7321 1,3508 0,9381 0,5076 0,0209 -0,5833 -1,3206 -2,1002 -2,7267 -2,9630 -2,6321 -1,7258 -0,4485 0,8533 1,8390 2,3046 2,2245 1,7093 0,9321 0,0607 -0,7772 -1,4890 -1,9975 -2,2349 -2,1610 -1,7931 -1,2182 -0,5528 0,1255 0,7978 1,4592 2,0708 2,5531 2,8106 2,7660 2,3795 1,6662 0,7349 -0,1915 -0,8315 -0,9647 -0,5435 0,2716 1,1868 1,9195 2,3115 2,3549 2,1556 1,8600 1,5722 1,3154 1,0510 0,7244 0,3161 -0,1424 -0,6127 -1,0955 -1,6129 -2,1547 -2,6557 -3,0177 -3,1674 -3,1117 -2,9335 -2,7262 -2,5332 -2,3420 -2,1089 -1,7743 -1,2928 -0,7043 -0,1798 0,0432 -0,2015 -0,9070 -1,8981 -2,9093 -3,6812 -4,0433 -3,9636 -3,5297 -2,8723 -2,0923 -1,2583 -0,4460 0,2680 0,8473 1,2920 1,5948 1,7233 1,6487 1,3822 0,9969 0,6280 0,4336 0,5243 0,9134 1,5100 2,1505 2,6666 2,9549 2,9963 2,8382 2,5712 2,2914 2,0526 1,8411 1,6057 1,3223 1,0282 0,7961 0,6859 0,7021 0,7593 0,6915 0,3503 -0,2611 -0,9515 -1,4634 -1,6402 -1,4801 -1,0683 -0,5030 0,1251 0,7338 1,2514 1,6003 1,6787 1,3821 0,6682 -0,3815 -1,5636 -2,6233 -3,3544 -3,6777 -3,6654 -3,4975 -3,3635 -3,3576 -3,4375 -3,4793 -3,3829 -3,1485 -2,8799 -2,7251 -2,8121 -3,2171 -3,9386 -4,8727 -5,8272 -6,5689 -6,8663 -6,5385 -5,5428 -4,0471 -2,3916 -0,9477 0,0274 0,4651 0,4753 0,2694 0,0631 -0,0049 0,0797 0,2177 0,2676 0,1281 -0,2231 -0,7437 -1,3631 -2,0030 -2,5812 -3,0124 -3,2260 -3,2075 -3,0235 -2,7961 -2,6338 -2,5687 -2,5581 -2,5345 -2,4361 -2,2242 -1,9169 -1,6058 -1,4233 -1,4772 -1,7820 -2,2361 -2,6757 -2,9489 -2,9514 -2,6590 -2,1724 -1,6902 -1,4025 -1,4003 -1,6460 -1,9710 -2,1167 -1,8476 -1,0761 0,0983 1,4545 2,7498 3,7820 4,3946 4,4807 4,0298 3,1594 2,0606 0,8980 -0,2279 -1,2287 -1,9762 -2,3309 -2,2263 -1,7154 -0,9279 -0,0038 0,9100 1,6278 1,9590 1,7991 1,1653 0,1556 -1,0866 -2,3758 -3,5069 -4,3206 -4,7563 -4,8322 -4,5836 -4,0363 -3,2270 -2,2343 -1,1932 -0,2784 0,3527 0,6198 0,5417 0,2152 -0,2361 -0,7257 -1,2375 -1,7988 -2,4203 -3,0676 -3,6871 -4,2246 -4,6036 -4,7222 -4,5038 -3,9591 -3,1965 -2,3714 -1,6354 -1,1191 -0,9223 -1,0821 -1,5417 -2,1682 -2,8142 -3,3573 -3,6969 -3,7629 -3,5486 -3,1252 -2,6120 -2,1192 -1,7063 -1,3700 -1,0655 -0,7635 -0,5040 -0,3855 -0,5024 -0,8785 -1,4449 -2,0753 -2,6436 -3,0555 -3,2650 -3,3005 -3,2694 -3,3053 -3,4796 -3,7474 -3,9807 -4,0599 -3,9502 -3,7112 -3,4358 -3,1755 -2,9262 -2,6670 -2,3826 -2,0516 -1,6547 -1,2091 -0,7671 -0,3672 -0,0045 0,3404 0,6533 0,8726 0,9253 0,7688 0,3966 -0,1839 -0,9674 -1,9393 -3,0402 -4,1459 -5,0832 -5,6609 -5,7111 -5,1609 -4,0925 -2,7183 -1,2789 0,0493 1,1728 2,0366 2,5783 2,7461 2,5630 2,1433 1,6400 1,1895 0,8807 0,7336 0,7133 0,7662 0,8143 0,7229 0,3405 -0,3880 -1,3589 -2,3662 -3,2185 -3,8277 -4,2191 -4,4596 -4,5738 -4,5375 -4,3369 -4,0129 -3,6561 -3,3484 -3,0942 -2,8227 -2,4714 -2,0569 -1,6671 -1,3986 -1,2951 -1,3299 -1,4392 -1,5720 -1,7066 -1,8228 -1,8767 -1,8311 -1,7074 -1,5892 -1,5799 -1,7623 -2,1791 -2,8234 -3,6217 -4,4210 -5,0057 -5,1616 -4,7624 -3,8178 -2,4665 -0,9526 0,4041 1,2856 1,4803 0,9338 -0,2679 -1,9386 -3,8291 -5,6674 -7,2130 -8,3125 -8,9198 -9,0654 -8,7882 -8,0686 -6,8457 -5,1460 -3,1989 -1,3876 -0,0835 0,4899 0,3168 -0,4130 -1,3726 -2,2125 -2,6876 -2,7569 -2,5879 -2,4250 -2,4118 -2,5216 -2,6327 -2,6498 -2,5559 -2,3796 -2,1423 -1,8473 -1,5135 -1,2058 -1,0249 -1,0532 -1,3054 -1,7327 -2,2405 -2,6754 -2,8355 -2,5529 -1,8071 -0,7732 0,2617 1,0673 1,5690 1,8014 1,8011 1,5565 1,0454 0,3124 -0,4862 -1,1306 -1,4714 -1,5434 -1,5301 -1,6123 -1,8608 -2,2515 -2,7244 -3,2097 -3,6228 -3,8728 -3,9022 -3,7205 -3,3910 -2,9858 -2,5554 -2,1271 -1,7207 -1,3632 -1,0960 -0,9848 -1,1018 -1,4670 -2,0125 -2,6193 -3,1834 -3,6451 -3,9564 -4,0379 -3,7907 -3,1609 -2,1980 -1,0639 0,0244 0,8820 1,4138 1,6053 1,4812 1,0961 0,5445 -0,0616 -0,6330 -1,1153 -1,4799 -1,7183 -1,8377 -1,8505 -1,7714 -1,6250 -1,4441 -1,2450 -1,0057 -0,6823 -0,2590 0,2233 0,6900 1,0831 1,3903 1,6402 1,8747 2,1090 2,2944 2,3204 2,0649 1,4667 0,5700 -0,4869 -1,5259 -2,3984 -3,0268 -3,3923 -3,5015 -3,3715 -3,0260 -2,4970 -1,8462 -1,1748 -0,5782 -0,1014 0,2441 0,4496 0,5189 0,4767 0,3410 0,1073 -0,2324 -0,6711 -1,1845 -1,7264 -2,2241 -2,5834 -2,7218 -2,6160 -2,3192 -1,9310 -1,5681 -1,3531 -1,3728 -1,6171 -1,9689 -2,2633 -2,3616 -2,1882 -1,7304 -1,0386 -0,2413 0,4623 0,8554 0,7701 0,1260 -1,0474 -2,5925 -4,2377 -5,6657 -6,6197 -6,9976 -6,8701 -6,3958 -5,6969 -4,8206 -3,8184 -2,8297 -2,0578 -1,6477 -1,5759 -1,6509
