Fp1   -6,9126 -6,8064 -6,5083 -6,1841 -5,7578 -5,0426 -3,9951 -2,7727 -1,5857 -0,5809 0,1825 0,7501 1,2696 1,8827 2,5585 3,0705 3,1693 2,7815 2,0853 1,4192 1,0778 1,1329 1,4028 1,5976 1,5317 1,2252 0,8200 0,4079 -0,0681 -0,7419 -1,6412 -2,5927 -3,3106 -3,5526 -3,2148 -2,3274 -0,9834 0,7061 2,5790 4,3780 5,7723 6,4712 6,3461 5,4751 4,1223 2,6383 1,2708 0,0441 -1,1582 -2,4314 -3,8073 -5,2889 -6,8023 -8,1248 -8,9290 -8,9044 -7,8714 -5,9033 -3,3991 -0,9435 1,0060 2,3057 3,0620 3,4815 3,7504 3,9108 3,7845 3,0902 1,7199 -0,0720 -1,7586 -2,8546 -3,2003 -2,9903 -2,5496 -2,0571 -1,4684 -0,6716 0,3584 1,5372 2,6435 3,2882 3,0628 1,8117 -0,2289 -2,5134 -4,4162 -5,4848 -5,5884 -4,8806 -3,6280 -2,1092 -0,6876 0,1609 0,0574 -1,0123 -2,6558 -4,2808 -5,3678 -5,6522 -5,1780 -4,2806 -3,5042 -3,3970 -4,2636 -6,0350 -8,2999 -10,4626 -11,9403 -12,2575 -11,0790 -8,3457 -4,4357 -0,1180 3,6865 6,1930 7,0178 6,2810 4,4661 2,1793 -0,0597 -1,9404 -3,3264 -4,1398 -4,3335 -3,9348 -3,0475 -1,8107 -0,4146 0,8204 1,4768 1,2663 0,2426 -1,1994 -2,4990 -3,1413 -2,8152 -1,4809 0,6287 3,0726 5,3857 7,2587 8,5129 8,9722 8,4841 7,0899 5,1384 3,1844 1,7001 0,8504 0,5621 0,7693 1,5073 2,7707 4,3547 5,8895 7,0552 7,7720 8,1622 8,3294 8,2203 7,7262 6,8922 6,0043 5,4720 5,6058 6,4446 7,7201 9,0062 10,0036 10,7072 11,2767 11,7741 12,0732 11,9953 11,4660 10,5439 9,3662 8,0706 6,7227 5,3367 4,0028 2,9493 2,4648 2,7969 4,0731 6,2156 8,8932 11,5655 13,6281 14,5833 14,1418 12,2867 9,3282 5,8337 2,4054 -0,5272 -2,7379 -4,1088 -4,5971 -4,2842 -3,3591 -2,0210 -0,4379 1,2073 2,7032 3,8920 4,8011 5,6806 6,7967 8,0824 9,0191 8,9284 7,4456 4,7858 1,6045 -1,3745 -3,6322 -4,9193 -5,2275 -4,7490 -3,8014 -2,6966 -1,5982 -0,4348 1,0534 3,1065 5,6829 8,3546 10,4598 11,4159 10,9892 9,3464 6,8877 4,0565 1,2693 -1,0909 -2,7231 -3,4976 -3,5089 -3,0389 -2,4102 -1,7857 -1,0763 -0,0805 1,2703 2,8168 4,2818 5,4045 5,9740 5,8455 5,0466 3,8556 2,6627 1,6921 0,8884 0,0993 -0,6791 -1,2587 -1,4138 -1,1012 -0,5689 -0,2313 -0,4029 -1,1027 -2,0349 -2,7108 -2,6449 -1,5756 0,3834 2,7489 4,8241 5,9586 5,8263 4,5213 2,3894 -0,1728 -2,7516 -4,9178 -6,3501 -6,9767 -6,9461 -6,4506 -5,6035 -4,4535 -3,0351 -1,4213 0,1879 1,4438 1,9773 1,5787 0,3198 -1,4179 -3,0871 -4,2573 -4,8000 -4,8177 -4,4373 -3,6794 -2,4964 -0,9071 0,9221 2,7083 4,1322 4,9067 4,8286 3,8233 1,9513 -0,6234 -3,6590 -6,8383 -9,7874 -12,1262 -13,5063 -13,6533 -12,4737 -10,1673 -7,1726 -3,9376 -0,7837 2,0027 4,0775 5,1298 5,0456 3,9782 2,3027 0,4829 -1,1171 -2,4112 -3,6311 -5,1324 -7,0981 -9,3814 -11,5837 -13,2834 -14,2366 -14,4142 -13,9317 -12,9678 -11,6987 -10,2758 -8,8506 -7,5872 -6,6087 -5,8944 -5,2288 -4,3075 -2,9359 -1,1409 0,8635 2,7666 4,2471 5,0403 4,9816 4,0427 2,3538 0,1660 -2,2259 -4,5605 -6,6596 -8,4098 -9,7106 -10,4578 -10,5156 -9,6565 -7,5942 -4,2197 0,0915 4,4786 8,0440 10,3193 11,3129 11,2766 10,5275 9,3853 8,1338 6,9443 5,8089 4,5810 3,1088 1,3560 -0,5464 -2,2674 -3,2777 -3,0254 -1,2205 2,0423 6,3591 11,1316 15,6604 19,2361 21,2303 21,1955 19,0078 15,0283 10,1173 5,3746 1,7254 -0,3855 -1,0206 -0,5325 0,7337 2,5918 4,9024 7,3626 9,4734 10,7376 10,9033 10,1020 8,8189 7,6638 7,0528 7,0429 7,4222 7,8893 8,1363 7,8744 6,9038 5,2095 3,0314 0,8710 -0,6175 -0,8644 0,3611 2,8234 5,8875 8,7668 10,8409 11,8672 11,9785 11,5362 10,9863 10,7580 11,1407 12,1416 13,4362 14,5183 15,0077 14,8896 14,4930 14,2326 14,3125 14,6108 14,8127 14,6047 13,7758 12,2848 10,3442 8,4067 6,9973 6,4788 6,8776 7,8857 9,0526 9,9978 10,4999 10,4877 10,0345 9,3854 8,9406 9,1205 10,1532 11,9059 13,9008 15,5397 16,3588 16,1566 15,0126 13,2570 11,3635 9,7553 8,6343 7,9771 7,6855 7,7226 8,1196 8,8890 9,9382 11,0847 12,1888 13,2423 14,2638 15,1274 15,5462 15,2495 14,1976 12,6214 10,8213 8,9606 7,0905 5,3241 3,9127 3,1560 3,2583 4,2432 5,9316 7,9856 10,0431 11,8140 13,0185 13,3687 12,7494 11,3519 9,5220 7,4587 5,0899 2,2889 -0,7767 -3,5755 -5,4985 -6,1636 -5,5017 -3,7067 -1,1880 1,4701 3,6144 4,7081 4,5242 3,2717 1,5783 0,2683 0,0232 1,1373 3,4622 6,4661 9,3753 11,4416 12,2240 11,7001 10,1966 8,2154 6,2134 4,4656 3,0999 2,2331 2,0361 2,6362 3,9763 5,8096 7,8227 9,7445 11,3707 12,5622 13,2550 13,4404 13,1586 12,5685 11,9572 11,5911 11,5748 11,8608 12,2982 12,6190 12,5178 11,9017 11,0588 10,5144 10,6683 11,5390 12,8420 14,2595 15,5717 16,5922 17,1087 16,9160 15,8588 13,8589 10,9799 7,5428 4,1812 1,6817 0,6392 1,1980 3,0989 5,8875 9,0055 11,8048 13,6953 14,3647 13,8811 12,6769 11,4011 10,5696 10,2475 10,0976 9,6735 8,6202 6,7455 4,0768 0,8978 -2,2505 -4,6346 -5,5687 -4,7440 -2,3727 0,9540 4,5675 8,0024 11,0908 13,8372
Fz    -3,9871 -3,1773 -2,3767 -1,7577 -1,4286 -1,4169 -1,6641 -2,0319 -2,3342 -2,4136 -2,2191 -1,7978 -1,1979 -0,4049 0,5924 1,6920 2,6692 3,2944 3,4884 3,3632 3,0929 2,7625 2,3745 1,9460 1,5188 1,1124 0,7290 0,3700 0,0114 -0,3874 -0,8225 -1,2280 -1,5217 -1,6263 -1,4607 -0,9662 -0,1575 0,8476 1,8399 2,5781 2,8759 2,6590 1,9591 0,8955 -0,2943 -1,2614 -1,7059 -1,5639 -1,0296 -0,4393 -0,1462 -0,4230 -1,3567 -2,7837 -4,3457 -5,6298 -6,3059 -6,2395 -5,5482 -4,5320 -3,5152 -2,7306 -2,2689 -2,0471 -1,8516 -1,5128 -1,0740 -0,7589 -0,7645 -1,0863 -1,5273 -1,8634 -1,9987 -1,9812 -1,9079 -1,8237 -1,6910 -1,4540 -1,1078 -0,6897 -0,2731 -0,0008 -0,0354 -0,4262 -1,0357 -1,5991 -1,8845 -1,8348 -1,5646 -1,2295 -0,9044 -0,6008 -0,3913 -0,4311 -0,8056 -1,4222 -2,0853 -2,6262 -2,9652 -3,1180 -3,1841 -3,3346 -3,7767 -4,6595 -5,9686 -7,5006 -8,9349 -9,9643 -10,4123 -10,2268 -9,3742 -7,8133 -5,6040 -3,0143 -0,5166 1,3489 2,2062 2,0178 1,0611 -0,2389 -1,4977 -2,5039 -3,2321 -3,7498 -4,1167 -4,3521 -4,4622 -4,4564 -4,3396 -4,1387 -3,9331 -3,8125 -3,7931 -3,7788 -3,5966 -3,1094 -2,3277 -1,3831 -0,4005 0,5572 1,4592 2,2899 3,0169 3,5292 3,6546 3,3122 2,6610 2,0630 1,8596 2,1617 2,8321 3,6306 4,3705 4,9816 5,4666 5,8166 5,9951 6,0188 5,9980 6,0403 6,1499 6,2750 6,4219 6,6720 7,1081 7,7419 8,4872 9,1741 9,6208 9,7541 9,6687 9,5358 9,4539 9,3901 9,2353 8,8963 8,3623 7,7292 7,1467 6,6895 6,2926 5,8327 5,2528 4,6336 4,1930 4,1904 4,7781 5,8985 7,2710 8,4843 9,1528 9,0429 8,1494 6,7076 5,0927 3,6523 2,5857 1,9346 1,6391 1,5830 1,6424 1,7709 2,0272 2,4658 3,0148 3,4957 3,7515 3,7549 3,6226 3,5148 3,4667 3,2915 2,6738 1,4205 -0,3150 -2,0625 -3,3125 -3,7684 -3,3985 -2,3676 -0,9529 0,5453 1,8824 2,9238 3,6713 4,2424 4,7654 5,2460 5,5309 5,4173 4,8026 3,7559 2,4772 1,1852 0,0216 -0,9533 -1,7009 -2,1661 -2,2821 -1,9977 -1,3254 -0,3834 0,6393 1,5818 2,3725 3,0045 3,4730 3,7469 3,7917 3,5909 3,1523 2,5508 1,9564 1,5584 1,4238 1,4326 1,3632 1,0608 0,5502 0,0180 -0,3239 -0,3956 -0,3105 -0,2971 -0,5194 -0,9124 -1,1843 -1,0071 -0,2285 1,0598 2,5833 3,9675 4,8282 4,9080 4,1831 2,8331 1,1456 -0,5465 -1,9369 -2,8511 -3,2938 -3,3786 -3,2179 -2,8788 -2,3949 -1,7651 -0,9663 -0,0364 0,8546 1,4633 1,6200 1,3462 0,8571 0,4360 0,2641 0,3313 0,4893 0,5790 0,5247 0,3659 0,2332 0,2659 0,5203 0,9478 1,4450 1,9008 2,2074 2,2680 2,0135 1,4193 0,5241 -0,5620 -1,6774 -2,6402 -3,2874 -3,5276 -3,3663 -2,8663 -2,0820 -1,0651 0,0567 1,0616 1,7328 1,9780 1,8768 1,6252 1,3945 1,2056 0,9359 0,4404 -0,3344 -1,3225 -2,3728 -3,3026 -3,9614 -4,2768 -4,2541 -3,9510 -3,4586 -2,8830 -2,3263 -1,8860 -1,6564 -1,6845 -1,8893 -2,0318 -1,8104 -1,0188 0,3537 2,1307 4,0203 5,6824 6,7819 7,0519 6,3795 4,8599 2,7596 0,4140 -1,8666 -3,8512 -5,3978 -6,4356 -6,9350 -6,8528 -6,0856 -4,5032 -2,0753 0,9812 4,1924 7,0183 9,0708 10,1854 10,3842 9,8263 8,7600 7,4396 6,0251 4,5592 3,0528 1,5732 0,2391 -0,8493 -1,6320 -2,0440 -2,0103 -1,4917 -0,4964 0,9282 2,6619 4,4823 6,1044 7,2658 7,7858 7,5888 6,7376 5,4687 4,1515 3,1374 2,5851 2,4036 2,3542 2,2367 2,0282 1,8653 1,8725 1,9890 1,9640 1,5373 0,6598 -0,4307 -1,3480 -1,7794 -1,6044 -0,8862 0,1800 1,3274 2,2875 2,8531 2,9209 2,5150 1,7816 0,9499 0,2747 -0,0313 0,1131 0,6013 1,2002 1,6861 1,9358 1,9210 1,6523 1,1741 0,6387 0,3191 0,4583 1,0640 1,8687 2,5405 2,9440 3,1880 3,4518 3,7781 4,0033 3,8874 3,3012 2,2890 1,0264 -0,2266 -1,1853 -1,6367 -1,5140 -0,9018 -0,0014 0,9147 1,5739 1,7918 1,5372 0,9479 0,2940 -0,1059 0,0013 0,6959 1,8308 3,0794 4,0798 4,5893 4,5746 4,1930 3,6887 3,2881 3,1291 3,2134 3,4306 3,6727 3,9331 4,2833 4,7543 5,2470 5,5827 5,6600 5,5424 5,3708 5,2115 5,0090 4,6732 4,2006 3,6928 3,2452 2,8433 2,3969 1,8537 1,2494 0,6637 0,1593 -0,2458 -0,5860 -0,9288 -1,3015 -1,6452 -1,8852 -2,0148 -2,0728 -2,0958 -2,1440 -2,3504 -2,8951 -3,8783 -5,1896 -6,5245 -7,5404 -8,0034 -7,8355 -7,0873 -5,9016 -4,4958 -3,1400 -2,1156 -1,6558 -1,8558 -2,5828 -3,5013 -4,2288 -4,4866 -4,1690 -3,3571 -2,2770 -1,2023 -0,3571 0,1377 0,2706 0,0899 -0,3673 -1,0866 -2,0045 -2,9351 -3,5881 -3,6857 -3,0910 -1,8544 -0,1637 1,7427 3,6374 5,3337 6,7054 7,6921 8,2997 8,6133 8,7749 8,8971 8,9851 8,9380 8,6078 7,8549 6,6127 4,9973 3,3577 2,1449 1,6741 1,9819 2,8997 4,2349 5,8215 7,4299 8,7515 9,5149 9,5771 8,8896 7,4467 5,3397 2,8618 0,4921 -1,2749 -2,1174 -1,9643 -0,9810 0,4756 1,9507 3,0446 3,5293 3,3602 2,6716 1,7661 0,9592 0,3519 -0,2025 -0,9232 -1,9398 -3,2555 -4,7798 -6,3529 -7,7368 -8,6289 -8,7747 -8,1205 -6,8435 -5,2235 -3,4818 -1,7030 0,1243 1,9876
F3    -3,0646 -2,6647 -2,5010 -2,6039 -2,8745 -3,1493 -3,2895 -3,2268 -2,9530 -2,5112 -1,9995 -1,5244 -1,0969 -0,5864 0,1693 1,2035 2,3747 3,4650 4,3243 4,9151 5,2266 5,2014 4,7862 4,0112 2,9696 1,7591 0,4890 -0,7120 -1,7406 -2,5350 -3,0390 -3,2091 -3,0604 -2,6423 -1,9647 -1,0000 0,2386 1,6342 2,9635 3,9493 4,3534 4,0581 3,0898 1,6161 -0,0335 -1,4182 -2,1851 -2,2548 -1,8081 -1,1495 -0,6080 -0,4777 -0,9134 -1,8403 -2,9994 -4,0815 -4,8214 -5,0537 -4,7737 -4,1351 -3,3642 -2,6799 -2,2396 -2,0585 -1,9862 -1,8489 -1,6391 -1,5229 -1,6556 -2,0103 -2,3885 -2,5970 -2,6056 -2,5250 -2,4645 -2,4295 -2,3256 -2,0504 -1,5752 -0,9377 -0,2284 0,3871 0,7173 0,6614 0,2666 -0,3144 -0,9336 -1,5326 -2,1109 -2,6202 -2,9183 -2,8719 -2,5306 -2,1388 -1,9329 -1,9769 -2,1942 -2,4696 -2,7002 -2,8148 -2,8061 -2,7767 -2,9370 -3,4935 -4,4913 -5,7539 -6,9608 -7,8221 -8,2263 -8,1970 -7,7047 -6,6007 -4,7731 -2,3469 0,2533 2,4205 3,6195 3,6322 2,6355 1,0824 -0,5391 -1,9163 -2,9387 -3,6006 -3,9352 -4,0076 -3,8998 -3,6546 -3,2500 -2,6787 -2,0429 -1,5190 -1,2287 -1,1573 -1,1681 -1,1078 -0,9290 -0,6860 -0,4164 -0,0810 0,3914 1,0277 1,7376 2,2844 2,3849 1,9297 1,1478 0,5283 0,5256 1,2918 2,6446 4,2532 5,8494 7,3000 8,5276 9,4106 9,8027 9,6431 8,9940 7,9601 6,6319 5,1471 3,7544 2,7571 2,3812 2,6821 3,5338 4,6820 5,8453 6,8492 7,6940 8,4687 9,1967 9,7732 10,0269 9,8321 9,2038 8,3293 7,4680 6,7557 6,1164 5,3785 4,4486 3,4098 2,5168 2,0858 2,3404 3,3017 4,7592 6,3410 7,6511 8,3789 8,3760 7,7145 6,6612 5,5511 4,6457 4,0646 3,7956 3,7250 3,6917 3,5981 3,4694 3,3568 3,2140 2,9262 2,4410 1,8473 1,3452 1,1188 1,1780 1,2954 1,1226 0,4364 -0,6583 -1,7719 -2,4872 -2,5645 -1,9688 -0,8365 0,5516 1,8394 2,7247 3,0862 3,0327 2,8371 2,7717 2,9279 3,1565 3,1891 2,8367 2,1093 1,1863 0,2870 -0,4446 -0,9650 -1,2913 -1,4531 -1,4544 -1,2518 -0,8000 -0,1425 0,5751 1,2017 1,6637 1,9735 2,1962 2,3987 2,5949 2,7113 2,6230 2,2756 1,7735 1,3153 1,0301 0,8762 0,7026 0,4092 0,0501 -0,1924 -0,1528 0,1534 0,4933 0,5590 0,1927 -0,4708 -1,0679 -1,2371 -0,8234 0,0924 1,2771 2,4061 3,1149 3,1307 2,4105 1,1434 -0,3450 -1,6907 -2,6063 -2,9884 -2,9317 -2,6325 -2,2583 -1,8780 -1,4765 -0,9903 -0,3546 0,4051 1,1277 1,6076 1,7327 1,5553 1,2649 1,0689 1,0535 1,1448 1,2019 1,1385 0,9606 0,7463 0,6208 0,7018 1,0239 1,5205 2,0830 2,6152 3,0444 3,3135 3,3612 3,0990 2,4312 1,3167 -0,1768 -1,8481 -3,3995 -4,5545 -5,1546 -5,1372 -4,4603 -3,1248 -1,2918 0,6861 2,3972 3,5645 4,1598 4,3580 4,3540 4,1994 3,8005 3,0387 1,8751 0,3828 -1,2581 -2,7945 -3,9857 -4,6883 -4,8716 -4,5891 -3,9625 -3,1608 -2,3530 -1,6723 -1,2148 -1,0270 -1,0503 -1,0922 -0,9117 -0,3596 0,5585 1,7271 2,9849 4,1393 4,9596 5,2226 4,8042 3,7317 2,1523 0,2750 -1,6614 -3,4132 -4,7735 -5,6187 -5,9172 -5,6629 -4,8004 -3,2429 -0,9881 1,7499 4,5349 6,8898 8,4974 9,2409 9,1405 8,3222 7,0174 5,5050 3,9907 2,5499 1,2081 0,0517 -0,7758 -1,1794 -1,1708 -0,8182 -0,1917 0,6528 1,7046 2,9990 4,5326 6,1805 7,7039 8,8278 9,3089 8,9812 7,8309 6,0881 4,2156 2,7159 1,8672 1,5995 1,6056 1,5912 1,4756 1,3905 1,4769 1,6712 1,6960 1,2734 0,3823 -0,6524 -1,3336 -1,2881 -0,4478 0,9702 2,5851 3,9849 4,8444 5,0047 4,4887 3,4676 2,2037 0,9923 0,1188 -0,1965 0,0870 0,7564 1,4643 1,9406 2,0976 1,9864 1,6874 1,2601 0,8159 0,5843 0,8134 1,5565 2,5704 3,4802 4,0687 4,3916 4,6339 4,8706 4,9534 4,6370 3,7979 2,5229 1,0578 -0,2708 -1,1473 -1,3893 -1,0294 -0,2863 0,5370 1,1562 1,3836 1,1688 0,6006 -0,1083 -0,6656 -0,7853 -0,2871 0,8194 2,2932 3,7331 4,7543 5,1501 4,9591 4,4263 3,8740 3,5546 3,5546 3,7754 4,0256 4,1983 4,3818 4,7698 5,4424 6,2308 6,8032 6,8953 6,4787 5,7257 4,8421 3,9499 3,1016 2,3595 1,8138 1,4965 1,3077 1,0765 0,6984 0,1973 -0,3163 -0,7088 -0,8720 -0,7735 -0,4773 -0,0804 0,3560 0,7709 1,0632 1,1573 1,0583 0,7846 0,2668 -0,6472 -2,0515 -3,8276 -5,6477 -7,1315 -8,0034 -8,1571 -7,6363 -6,5737 -5,1497 -3,5892 -2,1654 -1,1595 -0,7491 -0,8809 -1,2746 -1,5873 -1,5772 -1,1644 -0,4151 0,5149 1,4441 2,2011 2,6512 2,7202 2,3653 1,5271 0,1708 -1,5879 -3,4146 -4,8398 -5,4460 -5,0345 -3,6745 -1,6388 0,7049 2,9957 4,9598 6,4544 7,4578 8,0437 8,3602 8,5740 8,7750 8,9164 8,8397 8,3659 7,3713 5,8374 3,9318 2,0516 0,6928 0,2006 0,6030 1,6766 3,1592 4,8528 6,5505 7,9881 8,9197 9,1871 8,6836 7,3311 5,1906 2,6002 0,1396 -1,6030 -2,2695 -1,8182 -0,4933 1,2379 2,8096 3,7544 3,8414 3,0842 1,7338 0,2514 -0,9134 -1,6062 -1,9948 -2,3497 -2,8507 -3,5568 -4,4621 -5,5082 -6,5264 -7,2251 -7,3173 -6,7043 -5,5314 -4,0677 -2,5428 -1,0735 0,3022 1,5432
F7    -6,0645 -5,1966 -4,3082 -3,5188 -2,9045 -2,5027 -2,2890 -2,1717 -2,0258 -1,7477 -1,3160 -0,7997 -0,2623 0,3419 1,1170 2,0561 2,9594 3,5568 3,7319 3,6110 3,4080 3,2153 3,0011 2,7468 2,4694 2,1400 1,6766 1,0122 0,1372 -0,8927 -1,9567 -2,8940 -3,5534 -3,8131 -3,5739 -2,7859 -1,5047 0,0780 1,6622 2,9370 3,6984 3,9015 3,5991 2,8565 1,7939 0,6693 -0,2068 -0,6644 -0,7513 -0,6720 -0,6932 -1,0418 -1,7935 -2,8197 -3,8447 -4,5556 -4,6987 -4,1749 -3,1107 -1,8061 -0,5919 0,2703 0,6533 0,6417 0,5036 0,4851 0,6171 0,7448 0,7222 0,5581 0,3946 0,3671 0,4942 0,6942 0,8761 1,0085 1,1186 1,2406 1,3831 1,5384 1,6649 1,6496 1,3603 0,7704 0,0316 -0,5893 -0,8789 -0,8101 -0,5208 -0,1745 0,1639 0,5098 0,8281 1,0012 0,9634 0,7836 0,5862 0,4463 0,3524 0,2194 -0,0639 -0,5935 -1,4427 -2,6338 -4,0735 -5,5306 -6,6958 -7,2929 -7,1770 -6,3298 -4,7689 -2,5365 0,2047 3,1174 5,7310 7,5507 8,2379 7,7670 6,4132 4,6091 2,7856 1,2402 0,0885 -0,6759 -1,0886 -1,1822 -1,0172 -0,6946 -0,3344 -0,0730 -0,0484 -0,3196 -0,7885 -1,2126 -1,3111 -0,9367 -0,1871 0,6948 1,5258 2,2537 2,8910 3,4528 3,9118 4,1463 3,9749 3,3255 2,3900 1,5811 1,2894 1,6521 2,5225 3,6106 4,6469 5,4826 6,0931 6,4866 6,6399 6,5623 6,3671 6,1910 6,0672 5,9417 5,7942 5,6811 5,6727 5,7937 6,0152 6,2549 6,4102 6,4526 6,4724 6,5854 6,8164 7,0847 7,2743 7,3074 7,1810 6,9691 6,7663 6,5864 6,3321 5,8747 5,1582 4,2864 3,5444 3,2676 3,6419 4,6021 5,8583 7,0139 7,7108 7,7248 7,0284 5,8111 4,3954 3,0977 2,1381 1,6210 1,5477 1,8173 2,2637 2,7592 3,2744 3,8036 4,2609 4,4953 4,4059 4,0347 3,5599 3,1789 2,9458 2,6801 2,0427 0,7788 -1,0290 -2,9496 -4,4683 -5,2583 -5,2618 -4,6327 -3,6285 -2,5007 -1,4288 -0,5035 0,2744 0,9826 1,7098 2,4459 3,0360 3,2598 2,9651 2,1547 0,9874 -0,3087 -1,5461 -2,6159 -3,4520 -3,9968 -4,1909 -3,9820 -3,3754 -2,4865 -1,5001 -0,5575 0,3036 1,1056 1,8419 2,4303 2,7471 2,6830 2,1760 1,2584 0,0956 -1,0686 -2,0461 -2,8028 -3,4230 -3,9734 -4,3982 -4,5412 -4,2802 -3,6647 -2,9448 -2,4611 -2,4375 -2,8075 -3,2285 -3,2972 -2,7917 -1,7573 -0,4363 0,8356 1,7085 1,9182 1,3839 0,2184 -1,3278 -2,9226 -4,2416 -5,0885 -5,4490 -5,4283 -5,1533 -4,7399 -4,2932 -3,8601 -3,3973 -2,8576 -2,3017 -1,8905 -1,7747 -1,9809 -2,3705 -2,7088 -2,8062 -2,6389 -2,3426 -2,0933 -1,9999 -2,0579 -2,1480 -2,1004 -1,8002 -1,2429 -0,5122 0,2567 0,8918 1,2128 1,0770 0,4262 -0,6786 -2,0668 -3,5155 -4,8025 -5,7475 -6,2536 -6,3176 -5,9825 -5,2736 -4,2127 -2,9134 -1,6142 -0,5707 0,0868 0,4134 0,5845 0,7360 0,8353 0,7076 0,1838 -0,7719 -2,0525 -3,4682 -4,7996 -5,8558 -6,5491 -6,9113 -7,0356 -7,0095 -6,8799 -6,6535 -6,3360 -5,9717 -5,6224 -5,2882 -4,8591 -4,1738 -3,1407 -1,8095 -0,3516 1,0073 2,0391 2,5437 2,3926 1,5817 0,2372 -1,4439 -3,2614 -5,0402 -6,6421 -7,9730 -8,9760 -9,5961 -9,7112 -9,1118 -7,6046 -5,1925 -2,2039 0,7659 3,1134 4,4761 4,7953 4,2466 3,1538 1,8943 0,7718 -0,1095 -0,8475 -1,5914 -2,3861 -3,1549 -3,7849 -4,1932 -4,3297 -4,1782 -3,7468 -3,0151 -1,9287 -0,5015 1,0887 2,5355 3,5360 3,8998 3,5755 2,6459 1,3381 0,0015 -1,0181 -1,5549 -1,7018 -1,7233 -1,8613 -2,1740 -2,5355 -2,7932 -2,9421 -3,1548 -3,6297 -4,3824 -5,1716 -5,6411 -5,5394 -4,8254 -3,6309 -2,1852 -0,7541 0,4079 1,0800 1,1065 0,4673 -0,6742 -2,0098 -3,1774 -3,8504 -3,8440 -3,2144 -2,2379 -1,2561 -0,5136 -0,0993 0,0092 -0,0959 -0,2294 -0,1313 0,3818 1,2257 2,0423 2,4638 2,4071 2,0836 1,7608 1,5244 1,2206 0,6115 -0,4184 -1,7919 -3,2852 -4,5993 -5,4560 -5,7079 -5,3829 -4,6377 -3,6963 -2,8144 -2,2285 -2,0715 -2,3090 -2,7358 -3,0448 -2,9489 -2,2998 -1,1525 0,2420 1,5264 2,3820 2,6487 2,3735 1,7709 1,1104 0,6049 0,3527 0,3263 0,4173 0,5311 0,6575 0,8454 1,1024 1,3227 1,3438 1,0993 0,6983 0,3203 0,0550 -0,1341 -0,3182 -0,5024 -0,6222 -0,6352 -0,5945 -0,6193 -0,8076 -1,1784 -1,6803 -2,2399 -2,8104 -3,3931 -4,0037 -4,5905 -5,0142 -5,1516 -4,9890 -4,5890 -4,0328 -3,4468 -3,0373 -3,0307 -3,5368 -4,4491 -5,4832 -6,3214 -6,7339 -6,6096 -5,9370 -4,7954 -3,3612 -1,9000 -0,7349 -0,1814 -0,4126 -1,3196 -2,5316 -3,6104 -4,2266 -4,2257 -3,6310 -2,5995 -1,3495 -0,1188 0,8633 1,4214 1,4615 0,9556 -0,0615 -1,4502 -2,9334 -4,1436 -4,7555 -4,6164 -3,7805 -2,4423 -0,8388 0,8111 2,3231 3,5602 4,4532 5,0272 5,4104 5,7706 6,1998 6,6564 6,9961 7,0376 6,6216 5,6812 4,3328 2,8941 1,7568 1,1921 1,2345 1,7489 2,5952 3,6512 4,6988 5,4239 5,5784 5,0958 4,0474 2,5510 0,7693 -1,0318 -2,4920 -3,2721 -3,1929 -2,2979 -0,8314 0,8278 2,2625 3,1408 3,3114 2,8115 1,8461 0,7515 -0,1615 -0,8073 -1,3241 -1,8925 -2,6085 -3,4875 -4,5102 -5,6327 -6,7333 -7,5779 -7,9208 -7,6774 -6,9683 -5,9936 -4,8720 -3,5826 -2,0482 -0,2778
