Fp1   -10,7235 -10,5844 -9,9380 -8,9071 -7,6710 -6,3997 -5,2368 -4,2781 -3,5300 -2,9365 -2,4709 -2,1597 -2,0267 -2,0580 -2,1913 -2,3140 -2,3043 -2,1026 -1,7404 -1,3127 -0,9317 -0,6602 -0,4437 -0,1403 0,3385 0,9503 1,6033 2,2565 2,9280 3,6592 4,4884 5,4255 6,4280 7,4103 8,2847 8,9671 9,3383 9,2471 8,5884 7,3764 5,7598 3,9877 2,3308 0,9875 0,0252 -0,6154 -1,0603 -1,4379 -1,8514 -2,3543 -2,9293 -3,5093 -4,0120 -4,3532 -4,4781 -4,4056 -4,2136 -3,9736 -3,7175 -3,4541 -3,2098 -3,0675 -3,1455 -3,5135 -4,1219 -4,8170 -5,4148 -5,7557 -5,7420 -5,3866 -4,8286 -4,2580 -3,7977 -3,4486 -3,1421 -2,8260 -2,4804 -2,0652 -1,5047 -0,7388 0,2269 1,2992 2,3165 3,1245 3,6397 3,8452 3,7649 3,4647 3,0416 2,5742 2,0769 1,5017 0,7856 -0,0938 -1,0997 -2,1437 -3,0918 -3,8056 -4,2094 -4,3204 -4,2209 -4,0063 -3,7483 -3,4828 -3,1999 -2,8668 -2,4926 -2,1555 -1,9584 -1,9605 -2,1394 -2,3968 -2,5867 -2,5630 -2,2526 -1,7114 -1,0958 -0,5901 -0,3574 -0,4868 -0,9356 -1,5473 -2,1459 -2,6122 -2,9020 -3,0425 -3,1044 -3,1300 -3,0791 -2,8554 -2,3758 -1,6313 -0,7155 0,2199 1,0514 1,7134 2,1709 2,4084 2,4460 2,3318 2,1002 1,7284 1,1469 0,3115 -0,7334 -1,8651 -2,9311 -3,7909 -4,3502 -4,5729 -4,4686 -4,0922 -3,5599 -3,0245 -2,6162 -2,3977 -2,3534 -2,4210 -2,5317 -2,6201 -2,6382 -2,6012 -2,5805 -2,6265 -2,7298 -2,8596 -2,9912 -3,1035 -3,1785 -3,1859 -3,0617 -2,7394 -2,2049 -1,4962 -0,6441 0,3493 1,4580 2,5944 3,6435 4,5279 5,2264 5,7274 5,9857 5,9460 5,6021 5,0182 4,2908 3,4849 2,6065 1,6374 0,5922 -0,4475 -1,3449 -1,9852 -2,3561 -2,5343 -2,6182 -2,7117 -2,9415 -3,4389 -4,2726 -5,3938 -6,6674 -7,9721 -9,2493 -10,4492 -11,4692 -12,1830 -12,5249 -12,5397 -12,3581 -12,1273 -11,9739 -12,0207 -12,3747 -13,0699 -14,0343 -15,1139 -16,1286 -16,9259 -17,4162 -17,5895 -17,5077 -17,2714 -16,9829 -16,7351 -16,5978 -16,5882 -16,6724 -16,8071 -16,9586 -17,0767 -17,0774 -16,8802 -16,4704 -15,9189 -15,3325 -14,7816 -14,2710 -13,7707 -13,2692 -12,8088 -12,4741 -12,3342 -12,3873 -12,5411 -12,6251 -12,4528 -11,9258 -11,1006 -10,1444 -9,2368 -8,5022 -7,9674 -7,5527 -7,1251 -6,5617 -5,7800 -4,7653 -3,6137 -2,5363 -1,7531 -1,3482 -1,2325 -1,2268 -1,1815 -1,0497 -0,8635 -0,6601 -0,4350 -0,1417 0,2658 0,7493 1,1443 1,2472 0,9566 0,3253 -0,4923 -1,3213 -2,0408 -2,6277 -3,1454 -3,6995 -4,3790 -5,2028 -6,1199 -7,0475 -7,8989 -8,6265 -9,2738 -9,9505 -10,7351 -11,6108 -12,4824 -13,2213 -13,7076 -13,8931 -13,8406 -13,6717 -13,4804 -13,3127 -13,1881 -13,1033 -13,0223 -12,9076 -12,7747 -12,6904 -12,7188 -12,8871 -13,1922 -13,6149 -14,1110 -14,5994 -14,9872 -15,2307 -15,3720 -15,4739 -15,5084 -15,3591 -14,9498 -14,3419 -13,7016 -13,1954 -12,8976 -12,7506 -12,6013 -12,3005 -11,7866 -11,0886 -10,2745 -9,4032 -8,5157 -7,6550 -6,8815 -6,2621 -5,8261 -5,5320 -5,3032 -5,1003 -4,9404 -4,8586 -4,8789 -5,0101 -5,2500 -5,5829 -5,9534 -6,2420 -6,3143 -6,1327 -5,8025 -5,4817 -5,2534 -5,1071 -5,0226 -5,0279 -5,1673 -5,4347 -5,7478 -5,9722 -5,9855 -5,7495 -5,3242 -4,8115 -4,3030 -3,8717 -3,5828 -3,4824 -3,5596 -3,7421 -3,9601 -4,2026 -4,5026 -4,8823 -5,3189 -5,7577 -6,1529 -6,4963 -6,8027 -7,0650 -7,2392 -7,2783 -7,1807 -7,0104 -6,8550 -6,7620 -6,7228 -6,6998 -6,6615 -6,6146 -6,6174 -6,7369 -6,9790 -7,2751 -7,5515 -7,8079 -8,0995 -8,4422 -8,7716 -8,9992 -9,0842 -9,0307 -8,8327 -8,4590 -7,8957 -7,1931 -6,4644 -5,8256 -5,3448 -5,0573 -5,0102 -5,2583 -5,8141 -6,6078 -7,4981 -8,3257 -8,9725 -9,4007 -9,6563 -9,8147 -9,9049 -9,8787 -9,6357 -9,0871 -8,2449 -7,2558 -6,3146 -5,5440 -4,9715 -4,5927 -4,4038 -4,3675 -4,3947 -4,3891 -4,3035 -4,1453 -3,9376 -3,6841 -3,3803 -3,0368 -2,6839 -2,3896 -2,2631 -2,3777 -2,6782 -2,9895 -3,1104 -2,9070 -2,3729 -1,6336 -0,8637 -0,1794 0,3898 0,8474 1,1600 1,2485 1,0496 0,5557 -0,2149 -1,2307 -2,4114 -3,6258 -4,7297 -5,5912 -6,1123 -6,2637 -6,0986 -5,7317 -5,3092 -4,9775 -4,8463 -4,9578 -5,2765 -5,7104 -6,1744 -6,6576 -7,2174 -7,8879 -8,6105 -9,2892 -9,8963 -10,4723 -11,0410 -11,5951 -12,1512 -12,7322 -13,2957 -13,7300 -13,9289 -13,8711 -13,6340 -13,3488 -13,1479 -13,1102 -13,2209 -13,4100 -13,6426 -13,9325 -14,2652 -14,5617 -14,7348 -14,7379 -14,5560 -14,1926 -13,6701 -13,0096 -12,2100 -11,2673 -10,2158 -9,1419 -8,1613 -7,3698 -6,8017 -6,4223 -6,1388 -5,8436 -5,5063 -5,2211 -5,1095 -5,1711 -5,2584 -5,1970 -4,9097 -4,4360 -3,8732 -3,3224 -2,8733 -2,5999 -2,5544 -2,7582 -3,1839 -3,7574 -4,3934 -5,0167 -5,5558 -5,9508 -6,1695 -6,1865 -5,9548 -5,4473 -4,7272 -3,9415 -3,2455 -2,7287 -2,3901 -2,1896 -2,1150 -2,1643 -2,2883 -2,3991 -2,4334 -2,3867 -2,2960 -2,2080 -2,1720 -2,2677 -2,6072 -3,2726 -4,2397 -5,3659 -6,4713 -7,4492 -8,2795 -8,9445 -9,3947 -9,5972 -9,5595 -9,3195 -8,9626 -8,6339 -8,4864 -8,5970 -8,9339 -9,4137 -9,9821 -10,6251 -11,3157 -11,9885 -12,5870 -13,0989 -13,5179 -13,7954 -13,8589 -13,6771 -13,3048 -12,8589 -12,4499 -12,1300 -11,8933 -11,6931 -11,4582 -11,1222 -10,6431 -10,0097 -9,2767 -8,5693 -8,0028 -7,6261 -7,4574 -7,5081 -7,7505
Fz    -4,5000 -4,4911 -4,2999 -3,9786 -3,5961 -3,2196 -2,9113 -2,7129 -2,6179 -2,5822 -2,5710 -2,5844 -2,6443 -2,7693 -2,9481 -3,1265 -3,2287 -3,2038 -3,0606 -2,8670 -2,7117 -2,6436 -2,6369 -2,6159 -2,5160 -2,3199 -2,0396 -1,6800 -1,2277 -0,6619 0,0324 0,8581 1,8004 2,8229 3,8658 4,8443 5,6564 6,2094 6,4525 6,3898 6,0806 5,6309 5,1602 4,7553 4,4507 4,2393 4,0952 3,9877 3,8831 3,7515 3,5824 3,3828 3,1624 2,9336 2,7122 2,5038 2,3065 2,1260 1,9707 1,8331 1,6887 1,5122 1,2991 1,0810 0,9188 0,8716 0,9676 1,2095 1,5859 2,0605 2,5587 2,9884 3,2817 3,4153 3,3940 3,2315 2,9621 2,6568 2,4018 2,2530 2,2165 2,2609 2,3365 2,3932 2,3952 2,3253 2,1817 1,9769 1,7358 1,4805 1,2120 0,9116 0,5650 0,1893 -0,1717 -0,4707 -0,6641 -0,7133 -0,6052 -0,3722 -0,0821 0,1954 0,4147 0,5703 0,7039 0,8780 1,1225 1,4073 1,6636 1,8302 1,8817 1,8299 1,7145 1,5886 1,4956 1,4517 1,4465 1,4527 1,4356 1,3728 1,2757 1,1814 1,1260 1,1332 1,2177 1,3809 1,6156 1,9277 2,3394 2,8639 3,4878 4,1695 4,8427 5,4355 5,9005 6,2242 6,4113 6,4696 6,4061 6,2278 5,9412 5,5493 5,0544 4,4731 3,8520 3,2602 2,7695 2,4363 2,2885 2,3304 2,5641 2,9924 3,5969 4,3267 5,1102 5,8764 6,5743 7,1788 7,6844 8,1034 8,4571 8,7485 8,9538 9,0533 9,0575 9,0036 8,9361 8,8870 8,8640 8,8646 8,9006 8,9994 9,1837 9,4549 9,7954 10,1714 10,5295 10,8050 10,9495 10,9546 10,8511 10,6807 10,4636 10,1913 9,8507 9,4431 8,9790 8,4613 7,8796 7,2161 6,4582 5,6178 4,7414 3,8893 3,1028 2,3957 1,7627 1,1804 0,6049 -0,0172 -0,7209 -1,4974 -2,3059 -3,1093 -3,8827 -4,5889 -5,1669 -5,5550 -5,7274 -5,7113 -5,5731 -5,3849 -5,2012 -5,0560 -4,9679 -4,9399 -4,9608 -5,0099 -5,0625 -5,0970 -5,1018 -5,0795 -5,0454 -5,0157 -4,9924 -4,9663 -4,9357 -4,9124 -4,9104 -4,9372 -4,9934 -5,0722 -5,1573 -5,2320 -5,2946 -5,3641 -5,4717 -5,6367 -5,8462 -6,0625 -6,2539 -6,4159 -6,5632 -6,7058 -6,8360 -6,9240 -6,9141 -6,7358 -6,3427 -5,7452 -5,0035 -4,1942 -3,3855 -2,6186 -1,8978 -1,2009 -0,4981 0,2361 1,0063 1,7732 2,4533 2,9664 3,2903 3,4674 3,5683 3,6450 3,7067 3,7357 3,7238 3,6880 3,6602 3,6616 3,6701 3,6111 3,3931 2,9677 2,3599 1,6526 0,9489 0,3276 -0,1892 -0,6353 -1,0695 -1,5374 -2,0489 -2,5850 -3,1234 -3,6561 -4,1989 -4,7928 -5,4753 -6,2423 -7,0377 -7,7797 -8,3934 -8,8256 -9,0492 -9,0674 -8,9033 -8,5785 -8,1109 -7,5272 -6,8611 -6,1376 -5,3738 -4,5998 -3,8649 -3,2219 -2,7110 -2,3549 -2,1582 -2,1080 -2,1803 -2,3531 -2,6173 -2,9673 -3,3654 -3,7162 -3,8987 -3,8375 -3,5444 -3,0993 -2,6020 -2,1307 -1,7180 -1,3491 -0,9911 -0,6231 -0,2391 0,1620 0,5788 1,0087 1,4551 1,9289 2,4416 3,0029 3,6218 4,2928 4,9747 5,5927 6,0668 6,3467 6,4304 6,3581 6,1967 6,0314 5,9547 6,0384 6,2946 6,6645 7,0520 7,3745 7,5858 7,6677 7,6217 7,4741 7,2764 7,0906 6,9695 6,9337 6,9606 7,0046 7,0301 7,0229 6,9862 6,9313 6,8675 6,7989 6,7250 6,6313 6,4868 6,2596 5,9395 5,5451 5,1084 4,6523 4,1866 3,7251 3,3023 2,9633 2,7402 2,6390 2,6378 2,6995 2,7904 2,8866 2,9741 3,0552 3,1464 3,2606 3,3969 3,5529 3,7397 3,9681 4,2137 4,4162 4,5265 4,5440 4,5028 4,4325 4,3516 4,2945 4,3150 4,4501 4,6836 4,9492 5,1709 5,2996 5,3181 5,2238 5,0172 4,7096 4,3371 3,9551 3,6092 3,3165 3,0693 2,8562 2,6840 2,5816 2,5878 2,7389 3,0525 3,5001 4,0046 4,4796 4,8766 5,1891 5,4203 5,5643 5,6210 5,6109 5,5596 5,4744 5,3456 5,1728 4,9819 4,8105 4,6798 4,5843 4,4898 4,3419 4,1025 3,7908 3,4785 3,2444 3,1324 3,1381 3,2175 3,3140 3,3836 3,4046 3,3723 3,2821 3,1218 2,8899 2,6055 2,2890 1,9524 1,6103 1,2851 1,0030 0,7990 0,7165 0,7841 0,9933 1,3070 1,6878 2,1104 2,5526 2,9894 3,3963 3,7522 4,0342 4,2105 4,2483 4,1430 3,9412 3,7134 3,5013 3,3054 3,1208 2,9563 2,8206 2,7165 2,6552 2,6595 2,7457 2,8991 3,0673 3,1840 3,2028 3,1162 2,9526 2,7474 2,5111 2,2323 1,9143 1,5926 1,3109 1,0997 0,9811 0,9737 1,0866 1,3216 1,6775 2,1414 2,6711 3,1887 3,5967 3,8126 3,7951 3,5520 3,1440 2,6706 2,2208 1,8290 1,4888 1,2078 1,0312 1,0039 1,1235 1,3389 1,5825 1,7997 1,9582 2,0413 2,0363 1,9359 1,7532 1,5285 1,3134 1,1537 1,0850 1,1261 1,2723 1,5056 1,8119 2,1811 2,5912 3,0013 3,3647 3,6565 3,8891 4,0887 4,2597 4,3864 4,4618 4,4983 4,5102 4,4925 4,4220 4,2836 4,0849 3,8391 3,5447 3,1881 2,7608 2,2676 1,7158 1,1005 0,4164 -0,3133 -1,0317 -1,6774 -2,2047 -2,5884 -2,8305 -2,9652 -3,0447 -3,1111 -3,1797 -3,2477 -3,3097 -3,3606 -3,3915 -3,3958 -3,3815 -3,3683 -3,3686 -3,3803 -3,3994 -3,4372 -3,5211 -3,6762 -3,9018 -4,1679 -4,4357 -4,6803 -4,8899 -5,0562 -5,1648 -5,1969 -5,1494 -5,0470 -4,9217 -4,7957 -4,6985 -4,6811 -4,7888
F3    -4,6283 -4,6692 -4,4914 -4,1538 -3,7421 -3,3368 -2,9995 -2,7618 -2,6099 -2,5023 -2,4144 -2,3554 -2,3495 -2,4090 -2,5112 -2,5924 -2,5739 -2,4121 -2,1364 -1,8477 -1,6637 -1,6434 -1,7506 -1,8878 -1,9660 -1,9458 -1,8210 -1,5813 -1,2052 -0,6776 -0,0012 0,8074 1,7251 2,7194 3,7375 4,6953 5,4834 6,0003 6,1914 6,0648 5,6858 5,1635 4,6200 4,1470 3,7741 3,4761 3,2128 2,9616 2,7125 2,4629 2,2296 2,0432 1,9238 1,8742 1,8809 1,9082 1,9097 1,8547 1,7354 1,5550 1,3175 1,0233 0,6829 0,3389 0,0621 -0,0839 -0,0730 0,0909 0,3914 0,7915 1,2194 1,5905 1,8558 2,0182 2,0991 2,1046 2,0405 1,9511 1,9072 1,9501 2,0634 2,1954 2,2905 2,3127 2,2539 2,1200 1,9154 1,6514 1,3582 1,0708 0,8017 0,5316 0,2299 -0,1167 -0,4974 -0,8836 -1,2231 -1,4440 -1,4991 -1,4060 -1,2362 -1,0619 -0,9180 -0,7985 -0,6635 -0,4659 -0,1959 0,0999 0,3476 0,4925 0,5232 0,4668 0,3736 0,3003 0,2891 0,3487 0,4518 0,5460 0,5770 0,5240 0,4200 0,3226 0,2687 0,2640 0,2968 0,3448 0,3875 0,4333 0,5197 0,6838 0,9427 1,2924 1,7061 2,1456 2,5835 3,0043 3,3863 3,6988 3,9155 4,0274 4,0419 3,9646 3,7841 3,4830 3,0650 2,5647 2,0438 1,5818 1,2544 1,1123 1,1860 1,4896 2,0018 2,6532 3,3485 4,0065 4,5871 5,0848 5,5088 5,8816 6,2307 6,5580 6,8326 7,0287 7,1566 7,2524 7,3510 7,4639 7,5769 7,6759 7,7742 7,9068 8,0996 8,3521 8,6457 8,9524 9,2287 9,4143 9,4555 9,3365 9,0880 8,7631 8,3994 8,0007 7,5567 7,0695 6,5499 5,9971 5,3974 4,7377 4,0165 3,2517 2,4803 1,7384 1,0453 0,4186 -0,1149 -0,5491 -0,9329 -1,3596 -1,9126 -2,6141 -3,4292 -4,3106 -5,2197 -6,1051 -6,8824 -7,4549 -7,7617 -7,8114 -7,6716 -7,4290 -7,1621 -6,9402 -6,8211 -6,8324 -6,9591 -7,1519 -7,3521 -7,5151 -7,6212 -7,6805 -7,7281 -7,7961 -7,8822 -7,9574 -8,0030 -8,0309 -8,0688 -8,1378 -8,2450 -8,3830 -8,5251 -8,6324 -8,6773 -8,6588 -8,5995 -8,5250 -8,4398 -8,3257 -8,1697 -7,9886 -7,8196 -7,6892 -7,5930 -7,4895 -7,3032 -6,9531 -6,4060 -5,7057 -4,9429 -4,2035 -3,5414 -2,9652 -2,4388 -1,9070 -1,3196 -0,6401 0,1356 0,9513 1,6993 2,2818 2,6726 2,9199 3,1038 3,2819 3,4603 3,6102 3,7093 3,7658 3,8162 3,8962 3,9949 4,0340 3,9079 3,5536 2,9883 2,2953 1,5829 0,9385 0,3913 -0,0912 -0,5683 -1,0755 -1,5955 -2,0786 -2,4859 -2,8136 -3,0988 -3,4162 -3,8475 -4,4273 -5,1113 -5,7983 -6,3815 -6,7841 -6,9744 -6,9720 -6,8248 -6,5742 -6,2492 -5,8830 -5,5117 -5,1560 -4,8184 -4,5006 -4,2081 -3,9436 -3,7080 -3,5073 -3,3520 -3,2513 -3,2088 -3,2272 -3,3191 -3,5020 -3,7574 -3,9985 -4,1081 -4,0213 -3,7670 -3,4333 -3,1085 -2,8467 -2,6560 -2,5052 -2,3559 -2,1911 -2,0076 -1,7976 -1,5466 -1,2376 -0,8527 -0,3829 0,1600 0,7549 1,3904 2,0492 2,6785 3,1941 3,5199 3,6221 3,5188 3,2686 2,9540 2,6700 2,5115 2,5450 2,7730 3,1267 3,5027 3,8170 4,0294 4,1313 4,1315 4,0622 3,9780 3,9397 3,9914 4,1397 4,3443 4,5379 4,6592 4,6714 4,5696 4,3785 4,1419 3,9112 3,7287 3,6060 3,5174 3,4202 3,2877 3,1241 2,9436 2,7439 2,5076 2,2320 1,9517 1,7233 1,5903 1,5583 1,5963 1,6624 1,7292 1,7840 1,8179 1,8284 1,8219 1,8060 1,7871 1,7779 1,8014 1,8693 1,9469 1,9567 1,8317 1,5694 1,2301 0,8859 0,5890 0,3931 0,3661 0,5496 0,9130 1,3614 1,7874 2,1140 2,3029 2,3435 2,2383 2,0000 1,6631 1,2832 0,9108 0,5703 0,2606 -0,0290 -0,2953 -0,5088 -0,6213 -0,5803 -0,3575 0,0170 0,4577 0,8762 1,2291 1,5144 1,7355 1,8852 1,9633 1,9923 2,0051 2,0207 2,0379 2,0529 2,0761 2,1205 2,1811 2,2360 2,2481 2,1629 1,9368 1,5856 1,1931 0,8700 0,7066 0,7398 0,9421 1,2448 1,5755 1,8810 2,1318 2,3099 2,3979 2,3922 2,3137 2,1881 2,0316 1,8601 1,6913 1,5364 1,4069 1,3243 1,3129 1,3815 1,5182 1,7003 1,9053 2,1125 2,3026 2,4600 2,5693 2,6064 2,5372 2,3367 2,0151 1,6245 1,2261 0,8461 0,4813 0,1370 -0,1670 -0,4218 -0,6286 -0,7757 -0,8329 -0,7706 -0,5888 -0,3337 -0,0825 0,0918 0,1505 0,0978 -0,0473 -0,2859 -0,6327 -1,0763 -1,5642 -2,0321 -2,4313 -2,7250 -2,8839 -2,8926 -2,7496 -2,4606 -2,0391 -1,5154 -0,9463 -0,4155 -0,0118 0,2026 0,2167 0,0841 -0,1023 -0,2781 -0,4491 -0,6525 -0,8883 -1,1012 -1,2228 -1,2175 -1,0914 -0,8732 -0,5954 -0,2897 0,0027 0,2278 0,3409 0,3405 0,2716 0,1949 0,1633 0,2146 0,3636 0,5956 0,8809 1,1964 1,5272 1,8493 2,1229 2,3112 2,4061 2,4392 2,4567 2,4823 2,5146 2,5527 2,6120 2,7089 2,8319 2,9341 2,9605 2,8868 2,7257 2,4990 2,2173 1,8894 1,5265 1,1228 0,6456 0,0644 -0,6062 -1,3009 -1,9374 -2,4462 -2,7861 -2,9592 -3,0121 -3,0121 -3,0110 -3,0300 -3,0798 -3,1800 -3,3440 -3,5565 -3,7820 -3,9931 -4,1791 -4,3311 -4,4340 -4,4777 -4,4708 -4,4422 -4,4288 -4,4534 -4,5122 -4,5878 -4,6640 -4,7237 -4,7470 -4,7116 -4,5926 -4,3849 -4,1242 -3,8627 -3,6350 -3,4676 -3,4041 -3,4962
F7    -5,7598 -5,7388 -5,4381 -4,8992 -4,2218 -3,5364 -2,9671 -2,5818 -2,3605 -2,2324 -2,1467 -2,0999 -2,1158 -2,2142 -2,3752 -2,5193 -2,5312 -2,3209 -1,8757 -1,2777 -0,6746 -0,2013 0,0973 0,2655 0,3667 0,4311 0,4691 0,5107 0,6105 0,8228 1,1800 1,6842 2,3113 3,0172 3,7404 4,3974 4,8828 5,0962 4,9937 4,6179 4,0827 3,5258 3,0480 2,6742 2,3622 2,0510 1,7119 1,3628 1,0339 0,7409 0,4941 0,3094 0,1999 0,1713 0,2154 0,2997 0,3867 0,4724 0,5765 0,6938 0,7725 0,7420 0,5598 0,2478 -0,1048 -0,3842 -0,5090 -0,4539 -0,2388 0,0820 0,4278 0,7146 0,8959 0,9811 1,0068 0,9972 0,9620 0,9274 0,9399 1,0387 1,2428 1,5430 1,8820 2,1670 2,3229 2,3269 2,1916 1,9486 1,6559 1,3913 1,2082 1,1005 1,0174 0,9051 0,7249 0,4558 0,1157 -0,2281 -0,4953 -0,6410 -0,6738 -0,6456 -0,6246 -0,6549 -0,7262 -0,7905 -0,8145 -0,8121 -0,8287 -0,8983 -1,0156 -1,1413 -1,2203 -1,2056 -1,0843 -0,8823 -0,6432 -0,4163 -0,2580 -0,2062 -0,2449 -0,3208 -0,3900 -0,4375 -0,4677 -0,4979 -0,5518 -0,6404 -0,7514 -0,8610 -0,9437 -0,9820 -0,9779 -0,9405 -0,8599 -0,7117 -0,4838 -0,1881 0,1406 0,4465 0,6693 0,7734 0,7597 0,6605 0,5196 0,3671 0,2172 0,0888 0,0051 -0,0201 0,0284 0,1776 0,4430 0,8103 1,2441 1,7049 2,1571 2,5744 2,9410 3,2561 3,5274 3,7554 3,9379 4,0897 4,2378 4,3996 4,5729 4,7319 4,8372 4,8786 4,9029 4,9770 5,1266 5,3284 5,5572 5,8173 6,1162 6,4273 6,6927 6,8573 6,8950 6,8075 6,6034 6,2834 5,8490 5,3194 4,7301 4,1190 3,5193 2,9544 2,4296 1,9399 1,4907 1,0933 0,7433 0,4212 0,1047 -0,2339 -0,6319 -1,1302 -1,7546 -2,4969 -3,3227 -4,1993 -5,1029 -5,9949 -6,8029 -7,4381 -7,8440 -8,0303 -8,0620 -8,0243 -7,9989 -8,0528 -8,2224 -8,4953 -8,8172 -9,1186 -9,3331 -9,4159 -9,3652 -9,2265 -9,0703 -8,9525 -8,8848 -8,8472 -8,8264 -8,8309 -8,8800 -8,9890 -9,1618 -9,3786 -9,5809 -9,6814 -9,6098 -9,3615 -8,9959 -8,5764 -8,1188 -7,6029 -7,0245 -6,4318 -5,9091 -5,5296 -5,3184 -5,2374 -5,1907 -5,0603 -4,7645 -4,2898 -3,6697 -2,9576 -2,2295 -1,5674 -1,0184 -0,5774 -0,1925 0,2191 0,7305 1,3465 1,9861 2,5420 2,9636 3,2808 3,5676 3,8887 4,2529 4,6067 4,8828 5,0612 5,1845 5,3173 5,4806 5,6140 5,6063 5,3669 4,8749 4,1799 3,3747 2,5617 1,8183 1,1787 0,6359 0,1589 -0,2767 -0,6651 -0,9755 -1,1770 -1,2697 -1,3039 -1,3581 -1,4903 -1,7112 -1,9976 -2,3121 -2,6083 -2,8475 -3,0322 -3,2044 -3,4005 -3,6211 -3,8424 -4,0372 -4,1790 -4,2431 -4,2212 -4,1291 -3,9971 -3,8615 -3,7571 -3,6964 -3,6533 -3,5779 -3,4365 -3,2440 -3,0641 -2,9586 -2,9244 -2,8942 -2,8056 -2,6558 -2,4921 -2,3660 -2,3031 -2,2956 -2,3071 -2,2941 -2,2340 -2,1277 -1,9783 -1,7779 -1,5112 -1,1599 -0,7179 -0,2102 0,3267 0,8835 1,4660 2,0476 2,5636 2,9480 3,1629 3,1984 3,0628 2,7832 2,4185 2,0628 1,8180 1,7408 1,8088 1,9405 2,0539 2,1087 2,0983 2,0252 1,9003 1,7547 1,6413 1,6218 1,7354 1,9632 2,2313 2,4575 2,5969 2,6502 2,6315 2,5414 2,3899 2,2233 2,0971 2,0307 2,0042 1,9933 1,9950 2,0155 2,0430 2,0438 1,9951 1,9164 1,8532 1,8312 1,8330 1,8089 1,7134 1,5377 1,3117 1,0857 0,9045 0,7761 0,6566 0,4852 0,2498 0,0077 -0,1698 -0,2762 -0,3769 -0,5401 -0,7798 -1,0603 -1,3291 -1,5233 -1,5644 -1,3866 -0,9860 -0,4398 0,1305 0,6190 0,9680 1,1593 1,1929 1,0725 0,8060 0,4175 -0,0441 -0,5114 -0,9195 -1,2278 -1,4288 -1,5370 -1,5669 -1,5105 -1,3246 -0,9653 -0,4572 0,0919 0,5611 0,8913 1,0880 1,1744 1,1638 1,0681 0,9129 0,7327 0,5560 0,4044 0,3055 0,2991 0,4250 0,6926 1,0536 1,3971 1,5955 1,5864 1,4244 1,2462 1,1834 1,3059 1,6179 2,0690 2,5802 3,0829 3,5333 3,8990 4,1406 4,2222 4,1428 3,9361 3,6319 3,2446 2,7982 2,3361 1,9116 1,5814 1,3936 1,3584 1,4346 1,5578 1,6814 1,7836 1,8463 1,8439 1,7543 1,5764 1,3232 0,9898 0,5418 -0,0356 -0,6872 -1,3231 -1,8989 -2,4241 -2,9012 -3,3011 -3,5990 -3,8007 -3,9289 -3,9936 -3,9836 -3,8920 -3,7436 -3,5925 -3,4960 -3,4836 -3,5445 -3,6572 -3,8275 -4,0847 -4,4445 -4,8884 -5,3714 -5,8322 -6,1993 -6,4131 -6,4450 -6,2876 -5,9426 -5,4321 -4,8122 -4,1680 -3,5916 -3,1460 -2,8388 -2,6270 -2,4427 -2,2309 -1,9907 -1,7890 -1,7026 -1,7271 -1,7610 -1,6925 -1,4799 -1,1440 -0,7175 -0,2290 0,2775 0,7330 1,0608 1,2114 1,1912 1,0647 0,9283 0,8753 0,9648 1,1964 1,5145 1,8514 2,1681 2,4535 2,6975 2,8747 2,9509 2,9142 2,8017 2,6826 2,6156 2,6305 2,7377 2,9333 3,1965 3,4901 3,7743 4,0236 4,2244 4,3580 4,4016 4,3440 4,1853 3,9231 3,5368 2,9896 2,2682 1,4297 0,5904 -0,1279 -0,6374 -0,9021 -0,9518 -0,8766 -0,7882 -0,7664 -0,8290 -0,9516 -1,1080 -1,2868 -1,4785 -1,6628 -1,8205 -1,9491 -2,0505 -2,1158 -2,1359 -2,1220 -2,1042 -2,1084 -2,1380 -2,1729 -2,1833 -2,1486 -2,0654 -1,9410 -1,7800 -1,5816 -1,3600 -1,1548 -1,0017 -0,9118 -0,8945 -0,9749 -1,1698
