Fp1   -1,0628 -0,6256 -0,2420 0,0803 0,3376 0,4935 0,4814 0,2685 -0,1017 -0,5347 -0,9247 -1,1771 -1,2229 -1,0356 -0,6508 -0,1620 0,3233 0,7361 1,0656 1,3304 1,5315 1,6446 1,6671 1,6624 1,7328 1,9303 2,2055 2,4527 2,5813 2,5351 2,2799 1,8067 1,1400 0,3337 -0,5309 -1,3478 -2,0121 -2,4672 -2,7215 -2,7987 -2,6887 -2,3739 -1,8892 -1,3358 -0,8397 -0,4899 -0,3070 -0,2636 -0,3277 -0,4866 -0,7479 -1,1134 -1,5357 -1,9025 -2,0813 -1,9901 -1,6229 -1,0239 -0,2612 0,5783 1,3997 2,1184 2,6698 3,0078 3,0874 2,8467 2,2151 1,1566 -0,2737 -1,9022 -3,4676 -4,7071 -5,4518 -5,6703 -5,4438 -4,9135 -4,2244 -3,4835 -2,7513 -2,0721 -1,5004 -1,0771 -0,7984 -0,6320 -0,5435 -0,4892 -0,4176 -0,3191 -0,2714 -0,4061 -0,8094 -1,4620 -2,2681 -3,1041 -3,8343 -4,3175 -4,4380 -4,1584 -3,5624 -2,8290 -2,1339 -1,5700 -1,1432 -0,8063 -0,5001 -0,1963 0,0824 0,2739 0,3148 0,1965 -0,0080 -0,1862 -0,2681 -0,2728 -0,2649 -0,2606 -0,1949 0,0210 0,4242 0,9798 1,6283 2,3331 3,0690 3,7984 4,4895 5,1243 5,6665 6,0428 6,1733 6,0226 5,6167 5,0221 4,3250 3,6361 3,0954 2,8382 2,9271 3,3093 3,8495 4,4097 4,8987 5,2762 5,5445 5,7279 5,8339 5,8489 5,7877 5,7250 5,7382 5,8191 5,8686 5,7784 5,4993 5,0621 4,5715 4,1743 3,9946 4,0629 4,2975 4,5595 4,7414 4,8188 4,8249 4,7870 4,7016 4,5554 4,3458 4,0845 3,7941 3,4965 3,1981 2,8862 2,5458 2,1808 1,8121 1,4517 1,0927 0,7434 0,4485 0,2430 0,0826 -0,1590 -0,6095 -1,3041 -2,1647 -3,0548 -3,8404 -4,4153 -4,7091 -4,7033 -4,4516 -4,0701 -3,6808 -3,3570 -3,1136 -2,9263 -2,7543 -2,5681 -2,3746 -2,2333 -2,2489 -2,5247 -3,0967 -3,9008 -4,7910 -5,5827 -6,1146 -6,3193 -6,2380 -5,9588 -5,5487 -5,0482 -4,5036 -3,9674 -3,4617 -2,9668 -2,4756 -2,0432 -1,7586 -1,6755 -1,7767 -1,9903 -2,2313 -2,4313 -2,5411 -2,5343 -2,4288 -2,2861 -2,1616 -2,0623 -1,9639 -1,8491 -1,7210 -1,5863 -1,4341 -1,2614 -1,1176 -1,0880 -1,2282 -1,5119 -1,8146 -1,9501 -1,7679 -1,2645 -0,6139 -0,0735 0,1657 0,0730 -0,2470 -0,6636 -1,1150 -1,6111 -2,1603 -2,7179 -3,2024 -3,5352 -3,6743 -3,6287 -3,4360 -3,1341 -2,7444 -2,2631 -1,6880 -1,0680 -0,5110 -0,1339 0,0052 -0,0570 -0,2132 -0,3457 -0,3672 -0,2446 -0,0254 0,1695 0,2212 0,1011 -0,1101 -0,2867 -0,3370 -0,2395 -0,0395 0,1791 0,3379 0,4147 0,4660 0,5887 0,8415 1,1859 1,4946 1,6264 1,5117 1,1663 0,6270 -0,0979 -1,0091 -2,0694 -3,1617 -4,0747 -4,5600 -4,4488 -3,7396 -2,6038 -1,3205 -0,1770 0,6276 1,0323 1,1006 0,9632 0,7517 0,5475 0,3728 0,2245 0,1074 0,0376 0,0208 0,0224 -0,0326 -0,2040 -0,4741 -0,7563 -0,9676 -1,0776 -1,0907 -1,0001 -0,7862 -0,4643 -0,1126 0,1628 0,2791 0,2093 -0,0134 -0,3305 -0,6973 -1,0745 -1,3933 -1,5587 -1,5036 -1,2403 -0,8583 -0,4780 -0,2016 -0,0789 -0,0869 -0,1320 -0,0903 0,1237 0,5067 0,9773 1,4368 1,8158 2,0660 2,1322 1,9691 1,5896 1,0722 0,5158 0,0043 -0,3860 -0,5781 -0,5295 -0,2797 0,0544 0,3435 0,5079 0,5380 0,4772 0,3822 0,2935 0,2482 0,3009 0,4947 0,8033 1,1191 1,3099 1,2954 1,0799 0,7246 0,3041 -0,1089 -0,4447 -0,6401 -0,6430 -0,4362 -0,0730 0,3166 0,5717 0,5787 0,3361 -0,0351 -0,3478 -0,4545 -0,3316 -0,0618 0,2535 0,5536 0,8204 1,0473 1,2029 1,2276 1,0806 0,7937 0,4811 0,2942 0,3422 0,6420 1,1446 1,7928 2,5377 3,3164 4,0325 4,5572 4,7778 4,6693 4,3044 3,8070 3,3181 2,9642 2,7956 2,7516 2,7101 2,5835 2,3757 2,1787 2,1230 2,2909 2,6527 3,1041 3,5497 3,9339 4,2168 4,3664 4,3964 4,4017 4,5087 4,7760 5,1590 5,5633 5,9185 6,2070 6,4415 6,6336 6,7854 6,8937 6,9502 6,9226 6,7336 6,2980 5,6166 4,8244 4,1212 3,6499 3,4301 3,3759 3,3683 3,3325 3,2543 3,1391 3,0014 2,8875 2,8596 2,9549 3,1750 3,4996 3,8892 4,2790 4,5819 4,6987 4,5452 4,0907 3,3707 2,4593 1,4404 0,4020 -0,5584 -1,3414 -1,8709 -2,1240 -2,1344 -1,9619 -1,6647 -1,3051 -0,9721 -0,7724 -0,7686 -0,9149 -1,0653 -1,0564 -0,7947 -0,2922 0,3543 1,0102 1,5494 1,8838 1,9675 1,8031 1,4547 1,0217 0,5811 0,1759 -0,1505 -0,3413 -0,3541 -0,1838 0,1389 0,5562 1,0018 1,4377 1,8764 2,3612 2,9258 3,5740 4,2924 5,0712 5,9059 6,7743 7,6225 8,3857 9,0131 9,4666 9,7097 9,7154 9,4901 9,0695 8,4759 7,7176 6,8444 5,9704 5,2292 4,7146 4,4586 4,4451 4,6195 4,8896 5,1538 5,3414 5,4075 5,2985 4,9437 4,2853 3,3224 2,1321 0,8528 -0,3449 -1,2920 -1,8811 -2,1276 -2,1819 -2,2735 -2,6064 -3,2744 -4,2437 -5,3805 -6,5015 -7,4550 -8,1884 -8,7453 -9,1979 -9,5723 -9,8316 -9,9341 -9,8963 -9,7872 -9,6619 -9,5239 -9,3534 -9,1493 -8,9347 -8,7372 -8,5738 -8,4513 -8,3717 -8,3295 -8,3043 -8,2570 -8,1233 -7,8168 -7,2729 -6,5083 -5,6349 -4,8179 -4,2208 -3,9636 -4,0901 -4,5340 -5,1202 -5,6520 -6,0182 -6,2033 -6,2227 -6,0879 -5,8110 -5,4056 -4,8917 -4,3151 -3,7595 -3,3241 -3,0644 -2,9389 -2,8119 -2,5237
Fz    -4,8105 -4,6458 -4,4961 -4,3602 -4,1959 -3,9501 -3,5859 -3,0854 -2,4443 -1,6760 -0,8119 0,1009 1,0046 1,8516 2,6239 3,3249 3,9523 4,4838 4,8828 5,1049 5,1049 4,8574 4,3836 3,7569 3,0808 2,4512 1,9258 1,5174 1,2056 0,9558 0,7408 0,5469 0,3647 0,1808 -0,0161 -0,2265 -0,4410 -0,6445 -0,8201 -0,9577 -1,0648 -1,1672 -1,2965 -1,4712 -1,6816 -1,8939 -2,0707 -2,1849 -2,2211 -2,1822 -2,0997 -2,0269 -2,0132 -2,0760 -2,1873 -2,2906 -2,3356 -2,3013 -2,1947 -2,0379 -1,8662 -1,7362 -1,7149 -1,8433 -2,1154 -2,4874 -2,8931 -3,2597 -3,5254 -3,6549 -3,6482 -3,5392 -3,3792 -3,2174 -3,0886 -3,0082 -2,9710 -2,9560 -2,9391 -2,9044 -2,8471 -2,7655 -2,6574 -2,5299 -2,4017 -2,2809 -2,1467 -1,9614 -1,6944 -1,3360 -0,8999 -0,4227 0,0422 0,4410 0,7419 0,9476 1,0920 1,2187 1,3542 1,4917 1,5958 1,6258 1,5624 1,4175 1,2237 1,0169 0,8230 0,6540 0,5216 0,4581 0,5166 0,7381 1,1170 1,5989 2,1124 2,6015 3,0253 3,3456 3,5327 3,5829 3,5296 3,4308 3,3348 3,2613 3,2249 3,2522 3,3618 3,5435 3,7743 4,0415 4,3380 4,6505 4,9669 5,2876 5,6201 5,9680 6,3223 6,6546 6,9260 7,1088 7,2022 7,2292 7,2162 7,1701 7,0745 6,9148 6,7079 6,5102 6,3909 6,3879 6,4835 6,6180 6,7310 6,8025 6,8682 6,9940 7,2295 7,5739 7,9784 8,3739 8,7058 8,9491 9,0998 9,1595 9,1279 9,0000 8,7652 8,4131 7,9442 7,3767 6,7422 6,0752 5,4137 4,8016 4,2745 3,8378 3,4641 3,1103 2,7380 2,3269 1,8839 1,4378 1,0204 0,6495 0,3238 0,0238 -0,2779 -0,5944 -0,9063 -1,1713 -1,3596 -1,4792 -1,5658 -1,6537 -1,7575 -1,8745 -1,9962 -2,1214 -2,2603 -2,4315 -2,6514 -2,9179 -3,1998 -3,4432 -3,5925 -3,6105 -3,4919 -3,2671 -2,9897 -2,7128 -2,4786 -2,3234 -2,2772 -2,3466 -2,4954 -2,6521 -2,7467 -2,7359 -2,5948 -2,3129 -1,9141 -1,4651 -1,0496 -0,7364 -0,5606 -0,5158 -0,5630 -0,6575 -0,7669 -0,8726 -0,9717 -1,0803 -1,2295 -1,4472 -1,7264 -2,0168 -2,2588 -2,4222 -2,5136 -2,5627 -2,6015 -2,6483 -2,7087 -2,7876 -2,8804 -2,9584 -2,9875 -2,9602 -2,9018 -2,8539 -2,8516 -2,9055 -2,9951 -3,0793 -3,1204 -3,1095 -3,0730 -3,0561 -3,0943 -3,1931 -3,3270 -3,4481 -3,4992 -3,4287 -3,2091 -2,8518 -2,4023 -1,9204 -1,4552 -1,0275 -0,6245 -0,2186 0,1965 0,5920 0,9359 1,2258 1,4804 1,7109 1,9125 2,0721 2,1674 2,1642 2,0330 1,7724 1,4128 1,0056 0,6113 0,2827 0,0508 -0,0764 -0,1092 -0,0699 0,0078 0,0722 0,0545 -0,1085 -0,4399 -0,8992 -1,3956 -1,8356 -2,1654 -2,3803 -2,5107 -2,5989 -2,6763 -2,7444 -2,7759 -2,7402 -2,6353 -2,4921 -2,3419 -2,1839 -1,9864 -1,7184 -1,3753 -0,9911 -0,6386 -0,4059 -0,3588 -0,5221 -0,8805 -1,3862 -1,9688 -2,5419 -3,0188 -3,3441 -3,5107 -3,5473 -3,5004 -3,4190 -3,3339 -3,2459 -3,1395 -3,0042 -2,8428 -2,6620 -2,4608 -2,2339 -1,9882 -1,7511 -1,5599 -1,4467 -1,4255 -1,4830 -1,5793 -1,6601 -1,6717 -1,5724 -1,3473 -1,0191 -0,6374 -0,2602 0,0592 0,2857 0,4132 0,4578 0,4378 0,3655 0,2559 0,1349 0,0358 -0,0079 0,0273 0,1464 0,3381 0,5866 0,8782 1,1984 1,5354 1,8813 2,2139 2,4820 2,6237 2,6037 2,4336 2,1596 1,8344 1,5001 1,1799 0,8727 0,5657 0,2521 -0,0685 -0,3990 -0,7471 -1,1182 -1,5111 -1,9103 -2,2815 -2,5853 -2,7977 -2,9119 -2,9232 -2,8206 -2,5933 -2,2511 -1,8323 -1,3875 -0,9551 -0,5524 -0,1819 0,1628 0,4933 0,8111 1,0901 1,2864 1,3662 1,3155 1,1321 0,8195 0,3903 -0,1170 -0,6297 -1,0601 -1,3353 -1,4075 -1,2647 -0,9499 -0,5525 -0,1517 0,2325 0,6276 1,0612 1,5285 1,9937 2,4199 2,8082 3,1978 3,6188 4,0489 4,4229 4,6873 4,8443 4,9409 5,0270 5,1318 5,2641 5,4158 5,5631 5,6704 5,7074 5,6726 5,5971 5,5251 5,4845 5,4744 5,4765 5,4850 5,5217 5,6186 5,7854 5,9948 6,1898 6,3132 6,3413 6,2908 6,1901 6,0536 5,8859 5,6994 5,5198 5,3708 5,2554 5,1532 5,0336 4,8666 4,6288 4,3105 3,9178 3,4649 2,9675 2,4460 1,9303 1,4595 1,0702 0,7779 0,5651 0,3908 0,2105 -0,0077 -0,2772 -0,5978 -0,9614 -1,3534 -1,7479 -2,1079 -2,3912 -2,5658 -2,6298 -2,6117 -2,5458 -2,4542 -2,3460 -2,2165 -2,0446 -1,8046 -1,4840 -1,0865 -0,6192 -0,0893 0,4816 1,0543 1,5917 2,0784 2,5235 2,9601 3,4420 4,0236 4,7276 5,5264 6,3557 7,1508 7,8782 8,5458 9,1855 9,8161 10,4232 10,9742 11,4384 11,7900 12,0114 12,1094 12,1223 12,1021 12,0880 12,0934 12,1065 12,0985 12,0327 11,8731 11,6024 11,2326 10,7876 10,2861 9,7438 9,1841 8,6378 8,1201 7,6040 7,0226 6,3110 5,4584 4,5212 3,5795 2,6913 1,8824 1,1472 0,4398 -0,3108 -1,1644 -2,1433 -3,2219 -4,3296 -5,3791 -6,3076 -7,0989 -7,7710 -8,3431 -8,8159 -9,1786 -9,4207 -9,5356 -9,5181 -9,3630 -9,0667 -8,6383 -8,1153 -7,5667 -7,0673 -6,6671 -6,3885 -6,2342 -6,1900 -6,2323 -6,3368 -6,4726 -6,5972 -6,6719 -6,6807 -6,6292 -6,5321 -6,4087 -6,2787 -6,1510 -6,0168 -5,8591 -5,6669 -5,4412 -5,1971 -4,9639 -4,7798 -4,6781 -4,6702 -4,7380 -4,8424 -4,9370 -4,9726 -4,8939 -4,6461 -4,1994
F3    -3,9748 -4,3307 -4,6323 -4,8850 -5,0901 -5,2157 -5,1543 -4,7390 -3,8559 -2,5514 -1,0196 0,5056 1,8578 2,9776 3,8856 4,6362 5,2764 5,8103 6,1891 6,3441 6,2345 5,8622 5,2432 4,3883 3,3270 2,1364 0,9404 -0,1146 -0,9014 -1,3568 -1,4961 -1,3790 -1,0617 -0,5904 -0,0293 0,5188 0,9244 1,0808 0,9606 0,6252 0,1624 -0,3797 -0,9829 -1,6011 -2,1417 -2,5096 -2,6610 -2,6181 -2,4396 -2,1749 -1,8389 -1,4254 -0,9370 -0,4065 0,0984 0,5002 0,7553 0,8654 0,8476 0,7111 0,4649 0,1353 -0,2402 -0,6392 -1,0654 -1,5207 -1,9636 -2,3058 -2,4623 -2,4145 -2,2279 -2,0047 -1,8246 -1,7355 -1,7661 -1,9244 -2,1947 -2,5452 -2,9392 -3,3349 -3,6744 -3,8823 -3,8827 -3,6299 -3,1377 -2,4774 -1,7419 -1,0082 -0,3209 0,3090 0,8984 1,4657 1,9820 2,3534 2,4707 2,2868 1,8521 1,2925 0,7566 0,3509 0,0958 -0,0410 -0,0643 0,0608 0,3442 0,7347 1,1460 1,4920 1,7034 1,7462 1,6438 1,4803 1,3685 1,3976 1,6055 1,9788 2,4501 2,9055 3,2349 3,3913 3,4030 3,3328 3,2386 3,1744 3,2032 3,3761 3,6989 4,1439 4,6949 5,3584 6,1213 6,9285 7,7188 8,4509 9,0739 9,5058 9,6676 9,5365 9,1647 8,6513 8,1003 7,5967 7,2006 6,9445 6,8221 6,7713 6,6864 6,4785 6,1535 5,8333 5,6854 5,8144 6,2109 6,7857 7,4400 8,1113 8,7663 9,3735 9,8960 10,2903 10,4927 10,4187 10,0131 9,3231 8,5079 7,7505 7,1418 6,6425 6,1476 5,5906 4,9971 4,4484 4,0044 3,6618 3,3775 3,1176 2,8830 2,6989 2,5748 2,4758 2,3460 2,1466 1,8549 1,4623 0,9970 0,5263 0,1183 -0,2002 -0,4653 -0,7510 -1,1066 -1,5187 -1,9312 -2,2817 -2,5261 -2,6650 -2,7574 -2,8910 -3,1231 -3,4395 -3,7593 -3,9804 -4,0176 -3,8070 -3,3236 -2,6277 -1,8812 -1,2803 -0,9441 -0,8644 -0,9715 -1,2281 -1,6337 -2,1607 -2,7284 -3,2312 -3,5718 -3,6720 -3,4808 -2,9913 -2,2612 -1,4035 -0,5408 0,2343 0,8602 1,2953 1,5096 1,4711 1,1482 0,5532 -0,2084 -0,9576 -1,5333 -1,8733 -1,9987 -1,9454 -1,7448 -1,4399 -1,0748 -0,6831 -0,3124 -0,0437 0,0276 -0,1574 -0,5643 -1,0585 -1,4829 -1,7559 -1,8987 -1,9820 -2,0522 -2,1005 -2,0763 -1,9273 -1,6511 -1,3142 -1,0110 -0,8100 -0,7359 -0,7873 -0,9612 -1,2479 -1,5945 -1,8774 -1,9348 -1,6539 -1,0344 -0,1923 0,6746 1,3513 1,7009 1,7266 1,5445 1,3066 1,1299 1,0573 1,0711 1,1430 1,2643 1,4382 1,6560 1,8784 2,0466 2,1105 2,0369 1,8075 1,4402 1,0155 0,6605 0,4956 0,5986 1,0059 1,6967 2,5505 3,3616 3,9332 4,1454 3,9411 3,3036 2,2792 1,0022 -0,3296 -1,5245 -2,4617 -3,0963 -3,4121 -3,3951 -3,0532 -2,4308 -1,5988 -0,6586 0,2489 0,9792 1,4602 1,7299 1,8924 2,0325 2,1602 2,2293 2,1992 2,0692 1,8516 1,5272 1,0428 0,3584 -0,4991 -1,4009 -2,1305 -2,4739 -2,3230 -1,7008 -0,7170 0,4665 1,6349 2,5401 2,9858 2,9240 2,4688 1,8178 1,1671 0,6753 0,4468 0,4939 0,7177 0,9587 1,0984 1,1321 1,1494 1,2368 1,3937 1,5380 1,5750 1,4714 1,2833 1,1232 1,0982 1,2556 1,5502 1,8522 2,0107 1,9496 1,7180 1,4453 1,2525 1,2019 1,3063 1,5500 1,8876 2,2425 2,5252 2,6633 2,6279 2,4338 2,1158 1,7020 1,2126 0,6768 0,1336 -0,3881 -0,8817 -1,3500 -1,7889 -2,1923 -2,5468 -2,8020 -2,8683 -2,6808 -2,2849 -1,8584 -1,6251 -1,7178 -2,1153 -2,6928 -3,2994 -3,7822 -3,9866 -3,7932 -3,1753 -2,2093 -1,0302 0,2098 1,3585 2,2932 2,9508 3,3221 3,4326 3,3362 3,0957 2,7569 2,3444 1,8694 1,3356 0,7540 0,1708 -0,3249 -0,6364 -0,7147 -0,5756 -0,2584 0,2090 0,7911 1,4119 1,9633 2,3599 2,5983 2,7709 3,0140 3,4273 4,0208 4,7012 5,3022 5,6731 5,7588 5,5957 5,2561 4,8191 4,3746 4,0157 3,8049 3,7368 3,7353 3,7086 3,6227 3,5145 3,4420 3,4465 3,5476 3,7439 4,0147 4,3252 4,6301 4,8770 5,0186 5,0366 4,9602 4,8452 4,7191 4,5496 4,2864 3,9404 3,5981 3,3498 3,2141 3,1388 3,0561 2,9295 2,7721 2,6292 2,5258 2,4311 2,2910 2,0790 1,7985 1,4637 1,1054 0,7750 0,5223 0,3664 0,2763 0,1670 -0,0605 -0,4393 -0,9004 -1,3272 -1,6363 -1,8123 -1,9053 -2,0117 -2,2258 -2,5745 -3,0042 -3,4334 -3,7924 -4,0178 -4,0534 -3,8743 -3,4935 -2,9336 -2,1992 -1,2936 -0,2642 0,7790 1,6995 2,4027 2,8939 3,2856 3,7282 4,3039 4,9738 5,6263 6,1708 6,5803 6,8749 7,1083 7,3608 7,6898 8,0742 8,4332 8,6954 8,8365 8,8789 8,8914 8,9904 9,2999 9,8827 10,6845 11,5234 12,1397 12,2992 11,8913 10,9719 9,7305 8,4010 7,1786 6,1773 5,4329 4,9436 4,7023 4,6748 4,7475 4,7231 4,4066 3,7083 2,6666 1,4053 0,0859 -1,1468 -2,2245 -3,1583 -3,9885 -4,7543 -5,4995 -6,2663 -7,0574 -7,8155 -8,4677 -8,9918 -9,4303 -9,8411 -10,2307 -10,5241 -10,5991 -10,3644 -9,8245 -9,0870 -8,3063 -7,6141 -7,0975 -6,8099 -6,7737 -6,9687 -7,3221 -7,7121 -8,0048 -8,1172 -8,0638 -7,9450 -7,8731 -7,8915 -7,9607 -8,0142 -7,9998 -7,8731 -7,6028 -7,1899 -6,6678 -6,0898 -5,5210 -5,0264 -4,6580 -4,4556 -4,4405 -4,5815 -4,7708 -4,8553 -4,7134 -4,3264 -3,7865 -3,2243 -2,7202
F7    -3,2231 -2,9163 -2,7327 -2,6449 -2,5512 -2,3223 -1,8940 -1,3358 -0,8086 -0,4441 -0,2624 -0,1811 -0,0781 0,1399 0,5064 0,9999 1,5627 2,1236 2,6168 2,9823 3,1598 3,1098 2,8497 2,4519 1,9972 1,5484 1,1561 0,8492 0,6156 0,4149 0,2112 -0,0145 -0,2682 -0,5380 -0,7901 -0,9856 -1,0986 -1,1196 -1,0551 -0,9316 -0,7889 -0,6556 -0,5278 -0,3780 -0,1895 0,0189 0,2035 0,3331 0,4141 0,4707 0,5177 0,5572 0,5859 0,6074 0,6539 0,7854 1,0469 1,4299 1,8737 2,2880 2,5702 2,6295 2,4243 1,9897 1,4272 0,8587 0,3793 0,0344 -0,1702 -0,2485 -0,2332 -0,1892 -0,1983 -0,3130 -0,5317 -0,8102 -1,0805 -1,2724 -1,3457 -1,3138 -1,2357 -1,1831 -1,2029 -1,2967 -1,4336 -1,5768 -1,6893 -1,7250 -1,6336 -1,3861 -1,0048 -0,5597 -0,1209 0,2845 0,6664 1,0348 1,3836 1,7028 1,9839 2,2105 2,3560 2,3868 2,2624 1,9536 1,4699 0,8689 0,2474 -0,2755 -0,5891 -0,6283 -0,3980 0,0310 0,5629 1,1261 1,6862 2,2104 2,6283 2,8438 2,7967 2,5065 2,0653 1,6081 1,2828 1,2085 1,4143 1,8294 2,3604 2,9666 3,6368 4,3325 4,9957 5,5953 6,1382 6,6386 7,0883 7,4721 7,7975 8,0763 8,2810 8,3522 8,2578 8,0480 7,8462 7,7685 7,8524 8,0581 8,3067 8,5220 8,6634 8,7218 8,6886 8,5559 8,3481 8,1244 7,9453 7,8509 7,8568 7,9411 8,0484 8,1271 8,1678 8,2114 8,3162 8,4971 8,6995 8,8330 8,8139 8,5834 8,1191 7,4435 6,6123 5,6888 4,7371 3,8358 3,0743 2,5112 2,1306 1,8453 1,5553 1,2188 0,8754 0,6108 0,4970 0,5478 0,7038 0,8595 0,9218 0,8554 0,6830 0,4496 0,1767 -0,1573 -0,5920 -1,1289 -1,7003 -2,1981 -2,5344 -2,6790 -2,6724 -2,6215 -2,6537 -2,8505 -3,2102 -3,6569 -4,0803 -4,3890 -4,5399 -4,5358 -4,4098 -4,2078 -3,9803 -3,7797 -3,6488 -3,5940 -3,5777 -3,5530 -3,4989 -3,4162 -3,3053 -3,1592 -2,9783 -2,7835 -2,6058 -2,4669 -2,3731 -2,3182 -2,2796 -2,2151 -2,0816 -1,8709 -1,6276 -1,4151 -1,2641 -1,1723 -1,1365 -1,1511 -1,1928 -1,2390 -1,2916 -1,3593 -1,4207 -1,4223 -1,3212 -1,1235 -0,8757 -0,6324 -0,4420 -0,3433 -0,3585 -0,4840 -0,6842 -0,9039 -1,1053 -1,2859 -1,4518 -1,5950 -1,7070 -1,7871 -1,8329 -1,8375 -1,8060 -1,7669 -1,7505 -1,7538 -1,7448 -1,6952 -1,5988 -1,4610 -1,2769 -1,0322 -0,7320 -0,4121 -0,1175 0,1187 0,3063 0,5204 0,8493 1,2933 1,7446 2,0773 2,2263 2,1895 1,9969 1,6885 1,3041 0,8755 0,4204 -0,0437 -0,4786 -0,8368 -1,1034 -1,3088 -1,4869 -1,6325 -1,7028 -1,6454 -1,4341 -1,1012 -0,7276 -0,3870 -0,1120 0,0956 0,2520 0,3847 0,5067 0,5941 0,6124 0,5627 0,4847 0,4174 0,3672 0,3220 0,2885 0,3054 0,4182 0,6409 0,9396 1,2479 1,4903 1,6055 1,5709 1,4115 1,1879 0,9728 0,8291 0,7864 0,8311 0,9203 1,0051 1,0438 1,0134 0,9172 0,7861 0,6738 0,6435 0,7460 1,0002 1,3851 1,8466 2,3146 2,7262 3,0371 3,2200 3,2618 3,1724 2,9843 2,7405 2,4841 2,2536 2,0783 1,9786 1,9630 2,0171 2,0946 2,1357 2,1126 2,0398 1,9298 1,7641 1,5159 1,1796 0,7765 0,3473 -0,0618 -0,4095 -0,6593 -0,7859 -0,7879 -0,6839 -0,4983 -0,2637 -0,0294 0,1481 0,2249 0,1846 0,0445 -0,1545 -0,3708 -0,5825 -0,7874 -0,9794 -1,1286 -1,2022 -1,2019 -1,1739 -1,1830 -1,2738 -1,4428 -1,6401 -1,7965 -1,8471 -1,7396 -1,4495 -1,0079 -0,5106 -0,0807 0,1966 0,3204 0,3636 0,4179 0,5467 0,7711 1,0726 1,4082 1,7325 2,0033 2,1748 2,2020 2,0510 1,7099 1,2192 0,6923 0,2707 0,0392 -0,0151 0,0373 0,1361 0,2550 0,3848 0,5298 0,7195 0,9913 1,3449 1,7149 1,9980 2,1273 2,1265 2,0876 2,1069 2,2488 2,5326 2,9174 3,3105 3,6210 3,8120 3,9010 3,9254 3,9133 3,8800 3,8358 3,7878 3,7415 3,7063 3,6932 3,7107 3,7712 3,8792 3,9971 4,0483 3,9797 3,8092 3,6053 3,4294 3,3081 3,2506 3,2679 3,3631 3,5187 3,7015 3,8828 4,0538 4,2156 4,3535 4,4329 4,4249 4,3338 4,1884 4,0033 3,7559 3,4068 2,9433 2,4124 1,9113 1,5418 1,3679 1,3900 1,5389 1,7013 1,7738 1,7035 1,4941 1,1860 0,8309 0,4674 0,1022 -0,2871 -0,7172 -1,1698 -1,6002 -1,9697 -2,2701 -2,5184 -2,7195 -2,8457 -2,8590 -2,7399 -2,4871 -2,1082 -1,6263 -1,0918 -0,5660 -0,0873 0,3324 0,6865 0,9794 1,2558 1,6019 2,1023 2,8009 3,6825 4,6718 5,6592 6,5435 7,2652 7,8188 8,2463 8,6080 8,9444 9,2621 9,5524 9,8057 10,0005 10,0961 10,0514 9,8460 9,4853 9,0052 8,4787 7,9889 7,5809 7,2410 6,9208 6,5710 6,1554 5,6580 5,0962 4,5087 3,9177 3,3164 2,7032 2,1130 1,6133 1,2718 1,1064 1,0402 0,9254 0,6363 0,1272 -0,5935 -1,5001 -2,5443 -3,6314 -4,6315 -5,4457 -6,0648 -6,5595 -7,0198 -7,4923 -7,9584 -8,3739 -8,7242 -9,0227 -9,2621 -9,3896 -9,3228 -8,9876 -8,3713 -7,5676 -6,7513 -6,0935 -5,6995 -5,5986 -5,7487 -6,0483 -6,3678 -6,5901 -6,6402 -6,5000 -6,2200 -5,9057 -5,6579 -5,5179 -5,4647 -5,4426 -5,3880 -5,2592 -5,0567 -4,8095 -4,5515 -4,3192 -4,1563 -4,0997 -4,1591 -4,3108 -4,5065 -4,6868 -4,7893 -4,7541 -4,5299 -4,0896
