Fp1   -1,8044 -1,0067 -0,4248 -0,0489 0,2202 0,4936 0,8116 1,1212 1,3110 1,2535 0,8616 0,1682 -0,6508 -1,3551 -1,7534 -1,7659 -1,4221 -0,8258 -0,1138 0,5953 1,2485 1,8446 2,3605 2,7034 2,7441 2,4016 1,7028 0,7719 -0,2202 -1,0894 -1,6648 -1,8299 -1,5561 -0,9201 -0,1050 0,6403 1,0949 1,1603 0,8823 0,3803 -0,2332 -0,8776 -1,4935 -1,9989 -2,2430 -2,0589 -1,3964 -0,3811 0,7452 1,7231 2,3582 2,5719 2,3983 1,9477 1,3800 0,8686 0,5364 0,4106 0,4286 0,4685 0,3965 0,1381 -0,2805 -0,7667 -1,2256 -1,5958 -1,8460 -1,9519 -1,8925 -1,6783 -1,3672 -1,0458 -0,7991 -0,6699 -0,6153 -0,5233 -0,3029 0,0431 0,4250 0,7285 0,8929 0,9715 1,1086 1,4117 1,8286 2,1821 2,3299 2,2735 2,1279 2,0227 2,0156 2,0606 2,0479 1,8890 1,5744 1,1709 0,7857 0,5232 0,4487 0,5619 0,7950 1,0491 1,2400 1,3183 1,2613 1,0475 0,6379 -0,0048 -0,8681 -1,8663 -2,8557 -3,6698 -4,1683 -4,2855 -4,0503 -3,5678 -2,9752 -2,3932 -1,8855 -1,4428 -1,0098 -0,5432 -0,0652 0,3273 0,5203 0,4663 0,1997 -0,2247 -0,7650 -1,3442 -1,8219 -2,0672 -2,0444 -1,8161 -1,4853 -1,1321 -0,7792 -0,4165 -0,0473 0,3128 0,6571 0,9728 1,2232 1,3705 1,4225 1,4577 1,5881 1,8827 2,3346 2,8844 3,4375 3,8805 4,1237 4,1310 3,9127 3,5074 2,9761 2,3952 1,8300 1,2956 0,7479 0,1281 -0,5738 -1,2856 -1,8629 -2,1537 -2,0768 -1,6357 -0,8743 0,1393 1,2916 2,4314 3,4221 4,1709 4,6143 4,7115 4,4701 3,9760 3,3774 2,8181 2,3773 2,0538 1,7902 1,5064 1,1408 0,7082 0,3393 0,2248 0,4974 1,1569 2,0508 2,9240 3,5694 3,9585 4,2069 4,4299 4,6468 4,7924 4,7958 4,6514 4,4215 4,1672 3,8742 3,4534 2,8188 1,9741 1,0472 0,2634 -0,1448 -0,0596 0,4684 1,2662 2,0990 2,7151 2,9328 2,7153 2,1264 1,2305 0,0742 -1,2677 -2,6636 -3,9327 -4,8842 -5,3849 -5,4123 -5,0556 -4,4667 -3,7852 -3,0897 -2,4121 -1,7877 -1,2778 -0,9572 -0,8917 -1,1040 -1,5432 -2,0910 -2,5955 -2,9073 -2,9147 -2,5787 -1,9769 -1,3137 -0,8241 -0,6266 -0,6835 -0,8815 -1,1111 -1,2974 -1,4114 -1,4661 -1,4919 -1,4977 -1,4456 -1,2683 -0,9006 -0,2994 0,5185 1,4460 2,3250 3,0316 3,5188 3,7947 3,8976 3,9086 3,9538 4,1370 4,4507 4,7791 4,9961 5,0516 4,9645 4,7581 4,4205 3,9254 3,2659 2,4684 1,6008 0,7763 0,1326 -0,2153 -0,2310 0,0210 0,4098 0,8086 1,1412 1,3758 1,4999 1,5229 1,4916 1,4680 1,4751 1,4667 1,3479 1,0391 0,5362 -0,0892 -0,7407 -1,3335 -1,7965 -2,0859 -2,2081 -2,2122 -2,1491 -2,0439 -1,8898 -1,6391 -1,2334 -0,6797 -0,0702 0,4909 0,9665 1,3905 1,8036 2,2003 2,5382 2,7797 2,9193 2,9680 2,9229 2,7835 2,5815 2,3536 2,0972 1,7760 1,3603 0,8738 0,4120 0,1103 0,0896 0,4109 1,0462 1,8851 2,7747 3,5573 4,1023 4,3541 4,3599 4,2293 4,0637 3,9248 3,8336 3,7636 3,6532 3,4585 3,2024 2,9531 2,7508 2,5752 2,3973 2,2275 2,0967 2,0228 2,0061 2,0229 2,0171 1,9215 1,6921 1,3202 0,8440 0,3651 0,0295 -0,0313 0,2489 0,8470 1,6402 2,4393 3,0695 3,4337 3,5071 3,2802 2,7208 1,8216 0,6961 -0,4099 -1,2303 -1,6048 -1,5271 -1,1155 -0,5488 -0,0185 0,2962 0,2887 0,0204 -0,2737 -0,3349 -0,0612 0,4407 0,9653 1,3736 1,6672 1,9402 2,2985 2,8122 3,4930 4,2938 5,1488 6,0245 6,9108 7,7636 8,4750 8,8946 8,8891 8,4209 7,5839 6,5392 5,4304 4,3865 3,5673 3,1410 3,1824 3,6013 4,1936 4,7590 5,1751 5,4000 5,4378 5,3073 5,0511 4,7574 4,5282 4,4006 4,3046 4,1067 3,7055 3,0926 2,3491 1,6042 0,9853 0,5800 0,4257 0,5205 0,8318 1,2902 1,7850 2,2049 2,5125 2,7520 2,9606 3,1121 3,1630 3,1066 2,9702 2,7977 2,6402 2,5489 2,5630 2,6869 2,8820 3,1003 3,3108 3,4832 3,5784 3,5895 3,5806 3,6470 3,8265 4,0647 4,2764 4,4243 4,5346 4,6635 4,8772 5,2423 5,7852 6,4368 7,0283 7,3708 7,3756 7,1057 6,6984 6,2363 5,6972 5,0165 4,1750 3,2217 2,2446 1,3600 0,7122 0,4365 0,6030 1,1934 2,1010 3,1409 4,0995 4,8057 5,1721 5,1898 4,8924 4,3244 3,5565 2,7081 1,9216 1,3198 0,9835 0,9384 1,1526 1,5491 2,0259 2,4847 2,8660 3,1633 3,4063 3,6352 3,8899 4,2083 4,6286 5,1892 5,9059 6,7224 7,4867 8,0008 8,1167 7,8114 7,1874 6,3982 5,5637 4,7406 3,9660 3,3322 2,9937 3,0705 3,5342 4,1909 4,7773 5,0921 5,0811 4,8317 4,4951 4,2015 4,0169 3,9454 3,9452 3,9461 3,8664 3,6305 3,1973 2,6079 2,0179 1,6431 1,6262 1,9504 2,4756 3,0308 3,4949 3,8376 4,0822 4,2208 4,2008 4,0019 3,6937 3,3966 3,1793 2,9914 2,7098 2,2509 1,6409 1,0129 0,5448 0,3716 0,5285 0,9529 1,5145 2,0344 2,2954 2,0980 1,3708 0,2427 -0,9940 -1,9903 -2,4519 -2,2206 -1,3078 0,1032 1,6734 2,9958 3,7638 3,8896 3,4787 2,7129 1,7362 0,6301 -0,5120 -1,5307 -2,2642 -2,6487 -2,7288 -2,6015 -2,3837 -2,2064 -2,1926 -2,4141 -2,8506 -3,3956 -3,9209 -4,3401 -4,6222 -4,7819 -4,8758 -4,9761
Fz    -2,7861 -2,4970 -2,1578 -1,7953 -1,4240 -1,0488 -0,6755 -0,3148 0,0210 0,3207 0,5786 0,7883 0,9301 0,9762 0,9199 0,7995 0,6914 0,6701 0,7660 0,9526 1,1710 1,3692 1,5184 1,6002 1,5943 1,4898 1,2988 1,0413 0,7256 0,3515 -0,0713 -0,5126 -0,9198 -1,2309 -1,3978 -1,4058 -1,2741 -1,0395 -0,7371 -0,3967 -0,0586 0,2185 0,3797 0,4092 0,3380 0,2170 0,0844 -0,0434 -0,1622 -0,2724 -0,3766 -0,4823 -0,5973 -0,7182 -0,8292 -0,9159 -0,9704 -0,9846 -0,9490 -0,8599 -0,7238 -0,5637 -0,4122 -0,2893 -0,1939 -0,1244 -0,0941 -0,1214 -0,2095 -0,3438 -0,5047 -0,6796 -0,8606 -1,0317 -1,1642 -1,2317 -1,2279 -1,1675 -1,0730 -0,9544 -0,7956 -0,5662 -0,2532 0,1272 0,5462 0,9818 1,4208 1,8415 2,1955 2,4199 2,4761 2,3772 2,1848 1,9844 1,8491 1,8071 1,8280 1,8320 1,7214 1,4312 0,9710 0,4245 -0,0986 -0,5262 -0,8517 -1,1155 -1,3693 -1,6536 -1,9839 -2,3459 -2,7094 -3,0498 -3,3581 -3,6365 -3,8883 -4,1071 -4,2697 -4,3444 -4,3120 -4,1820 -3,9946 -3,8039 -3,6509 -3,5527 -3,5122 -3,5222 -3,5582 -3,5767 -3,5262 -3,3679 -3,0953 -2,7337 -2,3170 -1,8675 -1,4031 -0,9514 -0,5401 -0,1853 0,1011 0,3070 0,4284 0,4708 0,4478 0,3882 0,3342 0,3160 0,3356 0,3797 0,4404 0,5157 0,5995 0,6882 0,7936 0,9300 1,0846 1,2141 1,2756 1,2514 1,1478 0,9870 0,8093 0,6701 0,6126 0,6386 0,7111 0,7771 0,7924 0,7423 0,6531 0,5819 0,5895 0,7143 0,9539 1,2628 1,5777 1,8475 2,0354 2,1136 2,0794 1,9706 1,8530 1,7864 1,8071 1,9362 2,1803 2,5218 2,9230 3,3299 3,6714 3,8874 3,9689 3,9658 3,9637 4,0487 4,2713 4,6213 5,0287 5,3933 5,6218 5,6486 5,4419 5,0170 4,4549 3,8862 3,4288 3,1235 2,9248 2,7503 2,5375 2,2610 1,9123 1,4808 0,9636 0,3854 -0,2134 -0,8090 -1,3983 -1,9741 -2,5086 -2,9638 -3,3121 -3,5497 -3,6988 -3,8072 -3,9418 -4,1730 -4,5512 -5,0791 -5,6928 -6,2763 -6,7122 -6,9304 -6,9206 -6,7237 -6,4195 -6,1009 -5,8311 -5,6217 -5,4497 -5,2891 -5,1337 -5,0013 -4,9117 -4,8535 -4,7813 -4,6498 -4,4396 -4,1570 -3,8255 -3,4696 -3,0928 -2,6783 -2,2145 -1,7083 -1,1773 -0,6376 -0,0985 0,4341 0,9473 1,4189 1,8252 2,1517 2,3998 2,5821 2,7161 2,8218 2,9160 2,9923 3,0210 2,9772 2,8595 2,6830 2,4747 2,2772 2,1302 2,0393 1,9734 1,8956 1,7912 1,6656 1,5288 1,3839 1,2222 1,0255 0,7803 0,4993 0,2204 -0,0221 -0,2201 -0,3847 -0,5398 -0,7216 -0,9636 -1,2777 -1,6439 -2,0085 -2,3067 -2,5123 -2,6647 -2,8347 -3,0576 -3,2918 -3,4419 -3,4258 -3,2277 -2,8974 -2,5092 -2,1209 -1,7565 -1,4105 -1,0582 -0,6610 -0,1903 0,3382 0,8653 1,3196 1,6484 1,8381 1,9160 1,9212 1,8789 1,8072 1,7319 1,6802 1,6685 1,7042 1,7974 1,9540 2,1502 2,3298 2,4348 2,4319 2,3244 2,1546 1,9875 1,8760 1,8326 1,8298 1,8283 1,8091 1,7769 1,7429 1,7155 1,7062 1,7289 1,7889 1,8804 1,9991 2,1437 2,2932 2,3915 2,3715 2,2005 1,9098 1,5856 1,3182 1,1429 1,0351 0,9621 0,9208 0,9277 0,9887 1,0883 1,2025 1,3132 1,4064 1,4620 1,4493 1,3310 1,0888 0,7475 0,3632 -0,0115 -0,3549 -0,6777 -0,9903 -1,2728 -1,4874 -1,6126 -1,6487 -1,5976 -1,4462 -1,1734 -0,7759 -0,2908 0,2179 0,7023 1,1575 1,6072 2,0742 2,5639 3,0636 3,5514 4,0112 4,4390 4,8285 5,1588 5,4021 5,5402 5,5748 5,5260 5,4235 5,2980 5,1832 5,1146 5,1161 5,1906 5,3250 5,4893 5,6319 5,6941 5,6387 5,4628 5,1884 4,8485 4,4812 4,1246 3,8103 3,5597 3,3766 3,2346 3,0806 2,8681 2,5957 2,3083 2,0596 1,8793 1,7671 1,7001 1,6475 1,5847 1,4981 1,3875 1,2718 1,1861 1,1643 1,2243 1,3618 1,5536 1,7690 1,9824 2,1809 2,3687 2,5643 2,7844 3,0304 3,2897 3,5452 3,7839 3,9984 4,1894 4,3657 4,5365 4,7010 4,8510 4,9826 5,1032 5,2254 5,3576 5,5031 5,6619 5,8311 6,0046 6,1749 6,3299 6,4521 6,5232 6,5307 6,4678 6,3333 6,1367 5,9087 5,7048 5,5849 5,5791 5,6621 5,7514 5,7389 5,5421 5,1454 4,6047 4,0089 3,4299 2,9109 2,4843 2,1684 1,9419 1,7482 1,5387 1,3038 1,0686 0,8733 0,7593 0,7603 0,8942 1,1556 1,5121 1,9095 2,2861 2,5939 2,8191 2,9904 3,1657 3,4030 3,7257 4,1064 4,4803 4,7768 4,9526 5,0104 4,9910 4,9496 4,9393 4,9991 5,1443 5,3616 5,6176 5,8766 6,1142 6,3143 6,4559 6,5155 6,4908 6,4139 6,3219 6,2196 6,0823 5,8889 5,6374 5,3409 5,0218 4,7031 4,4027 4,1409 3,9418 3,8248 3,8068 3,9023 4,1002 4,3420 4,5424 4,6392 4,6279 4,5492 4,4479 4,3463 4,2381 4,0937 3,8827 3,6020 3,2846 2,9824 2,7412 2,5898 2,5403 2,5861 2,6992 2,8366 2,9561 3,0342 3,0720 3,0816 3,0685 3,0270 2,9483 2,8288 2,6692 2,4700 2,2324 1,9584 1,6549 1,3394 1,0350 0,7563 0,5068 0,2912 0,1258 0,0295 0,0014 0,0101 0,0069 -0,0479 -0,1711 -0,3598 -0,6024 -0,8861 -1,2038 -1,5568 -1,9515 -2,3906 -2,8736 -3,4040 -3,9836 -4,5951 -5,2011 -5,7651 -6,2641 -6,6738 -6,9522 -7,0597
F3    -2,0837 -2,1215 -2,0334 -1,8257 -1,5304 -1,1819 -0,8023 -0,3940 0,0568 0,5652 1,1307 1,7183 2,2455 2,6016 2,7013 2,5369 2,1885 1,7778 1,3964 1,0618 0,7420 0,4247 0,1503 -0,0251 -0,0787 -0,0246 0,1014 0,2403 0,3202 0,2894 0,1369 -0,1182 -0,4403 -0,7818 -1,0851 -1,2934 -1,3679 -1,3007 -1,1136 -0,8475 -0,5530 -0,2827 -0,0756 0,0520 0,0984 0,0661 -0,0385 -0,2022 -0,4007 -0,6000 -0,7684 -0,8952 -0,9935 -1,0836 -1,1787 -1,2820 -1,3749 -1,4143 -1,3543 -1,1687 -0,8576 -0,4569 -0,0343 0,3440 0,6441 0,8622 1,0020 1,0613 1,0385 0,9445 0,7972 0,6077 0,3846 0,1543 -0,0450 -0,1947 -0,3027 -0,3756 -0,4011 -0,3585 -0,2298 -0,0069 0,2992 0,6663 1,0871 1,5744 2,1346 2,7315 3,2746 3,6543 3,8045 3,7407 3,5529 3,3606 3,2485 3,2211 3,2085 3,1035 2,8109 2,2974 1,6153 0,8803 0,2202 -0,2742 -0,5758 -0,7169 -0,7673 -0,8109 -0,9255 -1,1639 -1,5395 -2,0253 -2,5678 -3,1043 -3,5795 -3,9524 -4,1934 -4,2905 -4,2661 -4,1759 -4,0773 -3,9908 -3,8923 -3,7505 -3,5672 -3,3746 -3,2015 -3,0419 -2,8559 -2,6093 -2,3150 -2,0242 -1,7699 -1,5294 -1,2551 -0,9257 -0,5599 -0,1981 0,1181 0,3661 0,5530 0,7041 0,8416 0,9810 1,1355 1,3074 1,4761 1,6018 1,6455 1,5880 1,4408 1,2516 1,0927 1,0207 1,0398 1,1076 1,1724 1,1968 1,1602 1,0698 0,9769 0,9607 1,0749 1,3027 1,5687 1,7873 1,9010 1,8886 1,7571 1,5432 1,3174 1,1592 1,1086 1,1430 1,2129 1,2826 1,3267 1,3143 1,2316 1,1134 1,0332 1,0633 1,2519 1,6206 2,1512 2,7788 3,4092 3,9385 4,2747 4,3798 4,3024 4,1560 4,0615 4,0921 4,2471 4,4690 4,6878 4,8556 4,9464 4,9328 4,7748 4,4549 4,0323 3,6371 3,3901 3,3203 3,3466 3,3299 3,1501 2,7599 2,1872 1,5013 0,7874 0,1331 -0,4068 -0,8399 -1,2076 -1,5242 -1,7633 -1,8976 -1,9373 -1,9352 -1,9675 -2,1107 -2,4193 -2,9114 -3,5651 -4,3168 -5,0618 -5,6770 -6,0622 -6,1683 -5,9998 -5,6157 -5,1247 -4,6490 -4,2725 -4,0277 -3,9181 -3,9391 -4,0846 -4,3388 -4,6512 -4,9212 -5,0323 -4,9104 -4,5501 -4,0049 -3,3618 -2,7006 -2,0606 -1,4497 -0,8750 -0,3538 0,0971 0,4692 0,7676 1,0142 1,2396 1,4684 1,7054 1,9393 2,1663 2,4009 2,6568 2,9233 3,1644 3,3296 3,3726 3,2768 3,0674 2,7990 2,5444 2,3865 2,3876 2,5470 2,7968 3,0458 3,2211 3,2788 3,2039 3,0151 2,7596 2,4858 2,2199 1,9693 1,7371 1,5224 1,3166 1,1099 0,8936 0,6576 0,3994 0,1304 -0,1335 -0,3737 -0,5723 -0,7384 -0,9247 -1,1904 -1,5407 -1,9039 -2,1635 -2,2210 -2,0509 -1,7108 -1,2985 -0,8969 -0,5518 -0,2751 -0,0441 0,2025 0,5269 0,9370 1,3750 1,7456 1,9517 1,9401 1,7331 1,4080 1,0452 0,7094 0,4618 0,3565 0,4166 0,6227 0,9306 1,2881 1,6275 1,8615 1,9085 1,7305 1,3640 0,9262 0,5694 0,4084 0,4691 0,6846 0,9433 1,1555 1,2877 1,3473 1,3606 1,3673 1,4077 1,4967 1,6250 1,7907 2,0044 2,2533 2,4712 2,5656 2,4818 2,2453 1,9499 1,6923 1,5079 1,3769 1,2846 1,2455 1,2701 1,3317 1,3711 1,3266 1,1612 0,8767 0,5130 0,1242 -0,2497 -0,5833 -0,8434 -0,9882 -0,9984 -0,9133 -0,8239 -0,8128 -0,9012 -1,0579 -1,2372 -1,3905 -1,4555 -1,3565 -1,0344 -0,4920 0,1788 0,8352 1,3759 1,8001 2,1738 2,5522 2,9477 3,3487 3,7420 4,1218 4,4895 4,8437 5,1670 5,4243 5,5809 5,6329 5,6251 5,6312 5,7091 5,8767 6,1199 6,4133 6,7344 7,0568 7,3191 7,4274 7,3121 6,9765 6,4877 5,9337 5,3865 4,8887 4,4553 4,0848 3,7730 3,5217 3,3290 3,1753 3,0316 2,8845 2,7433 2,6255 2,5408 2,4779 2,3984 2,2551 2,0251 1,7229 1,3946 1,1073 0,9307 0,9102 1,0455 1,2916 1,5849 1,8762 2,1411 2,3693 2,5616 2,7339 2,9043 3,0779 3,2511 3,4290 3,6309 3,8717 4,1448 4,4298 4,7064 4,9558 5,1636 5,3297 5,4706 5,6013 5,7213 5,8201 5,8848 5,8983 5,8429 5,7096 5,5034 5,2439 4,9641 4,6930 4,4312 4,1538 3,8488 3,5625 3,4001 3,4692 3,8115 4,3704 4,9966 5,4874 5,6532 5,4001 4,7809 3,9556 3,0994 2,3502 1,8050 1,5087 1,4289 1,4757 1,5637 1,6479 1,7141 1,7612 1,7953 1,8295 1,8819 1,9709 2,1051 2,2808 2,4896 2,7274 3,0007 3,3272 3,7182 4,1518 4,5643 4,8679 4,9841 4,8727 4,5572 4,1313 3,7284 3,4681 3,4144 3,5652 3,8697 4,2582 4,6693 5,0617 5,4033 5,6546 5,7697 5,7201 5,5216 5,2303 4,9098 4,6014 4,3217 4,0729 3,8428 3,6078 3,3494 3,0660 2,7789 2,5356 2,3910 2,3800 2,5168 2,7926 3,1451 3,4522 3,5907 3,5056 3,2289 2,8499 2,4697 2,1654 1,9705 1,8789 1,8695 1,9258 2,0280 2,1463 2,2581 2,3695 2,5080 2,6913 2,9072 3,1196 3,2871 3,3784 3,3753 3,2693 3,0632 2,7790 2,4641 2,1873 2,0102 1,9536 1,9865 2,0334 1,9959 1,7922 1,3967 0,8547 0,2619 -0,2758 -0,6779 -0,9097 -0,9867 -0,9567 -0,8644 -0,7281 -0,5573 -0,3825 -0,2540 -0,2135 -0,2757 -0,4354 -0,6819 -1,0073 -1,4093 -1,8902 -2,4463 -3,0564 -3,6832 -4,2904 -4,8561 -5,3607 -5,7684 -6,0388
F7    -1,4678 -1,1650 -0,9254 -0,7553 -0,6197 -0,4583 -0,2127 0,1328 0,5211 0,8464 1,0152 0,9882 0,7879 0,4928 0,2091 0,0241 -0,0206 0,0768 0,2861 0,5540 0,8280 1,0750 1,2648 1,3469 1,2650 1,0009 0,5977 0,1374 -0,2995 -0,6604 -0,9251 -1,0961 -1,1801 -1,1704 -1,0486 -0,8114 -0,4998 -0,2002 -0,0011 0,0578 -0,0077 -0,1512 -0,3073 -0,3975 -0,3648 -0,2116 0,0152 0,2676 0,5039 0,6631 0,6757 0,5135 0,2245 -0,0757 -0,2463 -0,1877 0,0988 0,5108 0,9162 1,2264 1,4071 1,4512 1,3706 1,2017 0,9880 0,7441 0,4496 0,0808 -0,3533 -0,7892 -1,1177 -1,2380 -1,1189 -0,8111 -0,4115 -0,0160 0,3191 0,5943 0,8452 1,1085 1,4144 1,7893 2,2309 2,6754 3,0127 3,1547 3,0941 2,8959 2,6557 2,4704 2,4053 2,4562 2,5572 2,6304 2,6288 2,5517 2,4303 2,2952 2,1524 1,9781 1,7315 1,3902 0,9682 0,4909 -0,0257 -0,5591 -1,0609 -1,4665 -1,7101 -1,7370 -1,5277 -1,1253 -0,6344 -0,1968 0,0397 -0,0301 -0,4128 -1,0028 -1,6315 -2,1348 -2,4158 -2,4868 -2,4493 -2,4101 -2,4123 -2,4288 -2,3929 -2,2428 -1,9607 -1,5727 -1,1201 -0,6515 -0,2351 0,0545 0,1796 0,1762 0,1475 0,2140 0,4520 0,8613 1,3639 1,8302 2,1367 2,2423 2,2160 2,1679 2,1581 2,1882 2,2510 2,3504 2,4801 2,6054 2,6788 2,6786 2,6240 2,5421 2,4358 2,3052 2,1887 2,1455 2,1870 2,2512 2,2567 2,1641 1,9833 1,7475 1,5016 1,3101 1,2417 1,3220 1,5109 1,7334 1,9228 2,0401 2,0774 2,0611 2,0445 2,0720 2,1438 2,2200 2,2573 2,2405 2,1950 2,1803 2,2502 2,4163 2,6609 2,9685 3,3080 3,6116 3,8062 3,8620 3,8165 3,7685 3,8380 4,0923 4,4864 4,8798 5,1204 5,1274 4,9213 4,5933 4,2398 3,9120 3,6150 3,3367 3,0776 2,8710 2,7716 2,8088 2,9417 3,0515 2,9911 2,6716 2,1139 1,4210 0,7049 0,0214 -0,6430 -1,3111 -1,9393 -2,4135 -2,6229 -2,5315 -2,1911 -1,7084 -1,2090 -0,8156 -0,6299 -0,7097 -1,0659 -1,6736 -2,4572 -3,2697 -3,9231 -4,2540 -4,1836 -3,7495 -3,0843 -2,3484 -1,6654 -1,0853 -0,5854 -0,1277 0,2692 0,5231 0,5499 0,3225 -0,1150 -0,6609 -1,1814 -1,5490 -1,6793 -1,5288 -1,0695 -0,2973 0,7313 1,8842 2,9805 3,8531 4,4155 4,6851 4,7484 4,7066 4,6266 4,5150 4,3437 4,1113 3,8759 3,7186 3,6690 3,6644 3,5965 3,4052 3,1205 2,8201 2,5680 2,3938 2,3039 2,2950 2,3623 2,4940 2,6539 2,7800 2,8174 2,7481 2,5804 2,3227 1,9901 1,6251 1,2806 0,9842 0,7335 0,5149 0,3299 0,2215 0,2512 0,4331 0,7062 0,9708 1,1480 1,2190 1,2104 1,1466 1,0287 0,8524 0,6235 0,3652 0,1331 0,0013 0,0072 0,1176 0,2551 0,3546 0,4041 0,4576 0,6148 0,9520 1,4452 1,9823 2,4642 2,8716 3,2212 3,4826 3,5704 3,4209 3,0510 2,5368 1,9686 1,4467 1,0842 0,9667 1,1002 1,4063 1,7654 2,0668 2,2468 2,3101 2,3224 2,3688 2,5083 2,7569 3,0982 3,4969 3,9094 4,2984 4,6398 4,9153 5,1047 5,1876 5,1457 4,9617 4,6184 4,1090 3,4593 2,7325 2,0129 1,3878 0,9183 0,6117 0,4339 0,3487 0,3473 0,4580 0,7251 1,1504 1,6524 2,0814 2,2810 2,1736 1,8069 1,3070 0,7899 0,3149 -0,0960 -0,4222 -0,6412 -0,7535 -0,7869 -0,7659 -0,6919 -0,5554 -0,3533 -0,0943 0,2160 0,6041 1,1235 1,8033 2,6161 3,5041 4,4067 5,2511 5,9500 6,4417 6,7197 6,8136 6,7717 6,6829 6,6729 6,8236 7,1013 7,3946 7,6166 7,7479 7,7982 7,7579 7,6155 7,4118 7,2444 7,2060 7,3263 7,5627 7,8183 7,9735 7,9301 7,6495 7,1685 6,5891 6,0315 5,5650 5,1709 4,7769 4,3417 3,9104 3,5726 3,3767 3,3066 3,3206 3,3843 3,4820 3,6249 3,8436 4,1521 4,4981 4,7583 4,8005 4,5624 4,0880 3,5044 2,9644 2,5866 2,4294 2,5034 2,8009 3,3167 4,0287 4,8586 5,6753 6,3478 6,7927 6,9958 7,0071 6,9071 6,7613 6,5942 6,3956 6,1524 5,8693 5,5656 5,2801 5,0894 5,0845 5,2949 5,6382 5,9633 6,1402 6,1204 5,9457 5,7181 5,5363 5,4391 5,4008 5,3613 5,2504 5,0107 4,6286 4,1306 3,5603 2,9757 2,4491 2,0501 1,8327 1,8339 2,0688 2,5173 3,1117 3,7326 4,2248 4,4534 4,3678 4,0116 3,4861 2,9195 2,4484 2,1850 2,1765 2,3939 2,7595 3,1799 3,5642 3,8369 3,9557 3,9444 3,9088 4,0042 4,3622 5,0147 5,8506 6,6433 7,1516 7,2378 6,9272 6,3727 5,7568 5,2021 4,7360 4,3143 3,8978 3,5218 3,2825 3,2484 3,4028 3,6775 4,0240 4,4302 4,8678 5,2535 5,4847 5,4911 5,2447 4,7502 4,0512 3,2382 2,4379 1,7738 1,3330 1,1625 1,2702 1,6089 2,0786 2,5758 3,0477 3,5014 3,9608 4,4177 4,8243 5,1174 5,2372 5,1398 4,8244 4,3551 3,8463 3,4087 3,0989 2,9131 2,8162 2,7663 2,7187 2,6317 2,4945 2,3485 2,2763 2,3533 2,5903 2,9130 3,1958 3,3150 3,1972 2,8526 2,3659 1,8566 1,4433 1,2141 1,2001 1,3758 1,6838 2,0526 2,4075 2,6827 2,8367 2,8581 2,7629 2,5851 2,3618 2,1096 1,8107 1,4321 0,9594 0,4072 -0,1774 -0,7125 -1,1076 -1,3139 -1,3401 -1,2291 -1,0387 -0,8360 -0,6805 -0,6044 -0,6139
