Fp1   -4,1890 -5,1396 -5,7145 -5,8996 -5,7850 -5,5029 -5,1644 -4,8076 -4,3916 -3,8582 -3,1842 -2,3572 -1,3503 -0,1655 1,1210 2,3752 3,4529 4,2370 4,6760 4,8075 4,7212 4,4884 4,1527 3,7739 3,4359 3,1959 3,0482 2,9453 2,8346 2,6665 2,3914 1,9791 1,4434 0,8398 0,2464 -0,2575 -0,6199 -0,8270 -0,8830 -0,7956 -0,5996 -0,3746 -0,2068 -0,1242 -0,0838 -0,0345 0,0176 0,0098 -0,1241 -0,4195 -0,8921 -1,5365 -2,2915 -3,0419 -3,6814 -4,1634 -4,4977 -4,7352 -4,9680 -5,3158 -5,8660 -6,6005 -7,3965 -8,1113 -8,6594 -9,0090 -9,1315 -8,9906 -8,5992 -8,0757 -7,6103 -7,3464 -7,2848 -7,3019 -7,2386 -6,9857 -6,5328 -5,9390 -5,2454 -4,4559 -3,5958 -2,7321 -1,9411 -1,2763 -0,7463 -0,3177 0,0326 0,2825 0,4045 0,4014 0,2924 0,1144 -0,0506 -0,0832 0,1200 0,5961 1,2881 2,0521 2,7087 3,1050 3,1562 2,8718 2,3506 1,7321 1,1351 0,6172 0,1942 -0,0930 -0,1454 0,1407 0,8052 1,8161 3,0848 4,4492 5,6800 6,5654 7,0041 7,0198 6,7367 6,3650 6,1602 6,3335 6,9580 7,9210 8,9686 9,8351 10,3745 10,6083 10,6700 10,6987 10,7489 10,7640 10,6344 10,2956 9,7728 9,1540 8,5461 8,0539 7,7792 7,8105 8,1700 8,7627 9,3920 9,8513 10,0466 10,0326 9,9100 9,7213 9,4640 9,1605 8,8931 8,7794 8,9073 9,2749 9,7755 10,2384 10,5114 10,5364 10,3832 10,2304 10,2771 10,6085 11,1178 11,5737 11,8065 11,8549 11,9410 12,3079 13,0642 14,1362 15,3352 16,4514 17,2936 17,7016 17,5885 16,9828 16,0103 14,8413 13,6458 12,5580 11,6515 10,9380 10,3872 9,9687 9,6805 9,5193 9,4273 9,3057 9,0870 8,7751 8,4160 8,0498 7,6893 7,3182 6,8874 6,3304 5,6147 4,7850 3,9522 3,2276 2,6630 2,2554 1,9942 1,8752 1,8793 1,9621 2,0674 2,1454 2,1789 2,2047 2,2959 2,5154 2,8840 3,3965 4,0532 4,8404 5,6868 6,4742 7,0860 7,4409 7,5118 7,3259 6,9372 6,3985 5,7612 5,0814 4,4074 3,7725 3,2059 2,7438 2,4217 2,2387 2,1417 2,0709 2,0219 2,0558 2,2528 2,6410 3,1447 3,5987 3,8232 3,7040 3,2112 2,3588 1,1967 -0,1507 -1,4931 -2,6341 -3,4054 -3,6874 -3,4492 -2,7626 -1,7576 -0,5578 0,7368 2,0248 3,2109 4,2351 5,0598 5,6499 6,0052 6,1815 6,2281 6,1074 5,7244 5,0471 4,1771 3,3102 2,6447 2,2948 2,2535 2,4230 2,6786 2,9173 3,0641 3,0520 2,8175 2,3345 1,6556 0,9200 0,3195 0,0075 0,0046 0,2063 0,4713 0,6773 0,7254 0,5446 0,1239 -0,4348 -0,9274 -1,1569 -1,0439 -0,6348 -0,0319 0,6608 1,3448 1,9414 2,4382 2,8869 3,3264 3,7130 3,9265 3,8440 3,4176 2,6881 1,7443 0,6937 -0,3407 -1,2273 -1,8356 -2,0592 -1,8709 -1,3558 -0,6779 -0,0069 0,5554 1,0005 1,3749 1,7264 2,0665 2,3666 2,5960 2,7487 2,8216 2,7994 2,6921 2,5750 2,5659 2,7662 3,2274 3,9503 4,8873 5,9453 6,9946 7,8844 8,4656 8,6388 8,4183 7,9584 7,4873 7,1690 7,0233 6,9681 6,9051 6,7898 6,6535 6,5492 6,4832 6,4204 6,3344 6,2294 6,1393 6,1249 6,2489 6,5292 6,9175 7,3172 7,6159 7,7176 7,5799 7,2296 6,7252 6,0946 5,3245 4,4338 3,5313 2,7636 2,2161 1,8806 1,7069 1,6698 1,7905 2,0963 2,5646 3,1143 3,6347 4,0115 4,1638 4,1022 3,9441 3,8432 3,8961 4,1017 4,3875 4,6535 4,7899 4,6900 4,2944 3,6465 2,8981 2,2189 1,6794 1,2296 0,7803 0,3011 -0,1330 -0,3822 -0,3358 0,0276 0,6312 1,3154 1,8994 2,2877 2,5159 2,6803 2,8617 3,1181 3,4611 3,8010 3,9808 3,9087 3,6437 3,3398 3,1192 3,0105 2,9805 2,9845 2,9649 2,8164 2,4182 1,7455 0,9270 0,1580 -0,4260 -0,7694 -0,8284 -0,5468 0,0899 1,0032 2,0381 3,0323 3,8667 4,4723 4,8453 5,0714 5,2632 5,4432 5,5256 5,4207 5,1461 4,8456 4,6970 4,7874 5,0726 5,4446 5,8150 6,1513 6,4740 6,8297 7,2472 7,7076 8,1400 8,4511 8,5865 8,5835 8,5609 8,6406 8,8678 9,2012 9,5607 9,8648 10,0427 10,0555 9,9132 9,6543 9,3117 8,9067 8,4754 8,0865 7,8067 7,6458 7,5485 7,4328 7,2229 6,8545 6,2824 5,5190 4,6720 3,9280 3,4727 3,4034 3,7002 4,2617 4,9610 5,6870 6,3747 7,0209 7,6635 8,3236 8,9645 9,5108 9,8822 10,0011 9,8125 9,3227 8,5963 7,7175 6,7724 5,8365 4,9485 4,1179 3,3714 2,7583 2,2898 1,9166 1,6051 1,4074 1,4317 1,7749 2,4777 3,4956 4,6930 5,8814 6,8894 7,6259 8,1030 8,4129 8,6700 8,9676 9,3793 9,9517 10,6570 11,3780 11,9737 12,3631 12,5495 12,5801 12,5005 12,3684 12,2904 12,3890 12,7245 13,2617 13,8925 14,4898 14,9673 15,3056 15,5422 15,7440 15,9771 16,2790 16,6376 16,9800 17,1788 17,0893 16,6121 15,7449 14,6072 13,4103 12,3644 11,5959 11,1196 10,8415 10,6091 10,3002 9,8524 9,2397 8,4952 7,7418 7,1234 6,6923 6,3923 6,1429 5,9009 5,6629 5,4546 5,3171 5,2796 5,3371 5,4519 5,5735 5,6459 5,5938 5,3341 4,8231 4,0869 3,2143 2,3439 1,6375 1,2246 1,1504 1,3550 1,6889 1,9720 2,0838 2,0369 1,9836 2,1439 2,6740 3,5755 4,7306 5,9977 7,2429 8,3164 9,0644 9,3951 9,3288 8,9839 8,5176
Fz    0,3516 -0,5132 -1,2270 -1,7542 -2,1120 -2,3463 -2,4991 -2,5809 -2,5694 -2,4361 -2,1624 -1,7297 -1,1230 -0,3610 0,4874 1,3262 2,0717 2,6748 3,1239 3,4367 3,6422 3,7590 3,7955 3,7644 3,6817 3,5498 3,3548 3,0823 2,7240 2,2694 1,7072 1,0435 0,3124 -0,4343 -1,1427 -1,7642 -2,2574 -2,5909 -2,7453 -2,7192 -2,5418 -2,2736 -1,9823 -1,7114 -1,4654 -1,2215 -0,9540 -0,6505 -0,3156 0,0256 0,3262 0,5343 0,6263 0,6174 0,5345 0,3960 0,2147 -0,0030 -0,2711 -0,6220 -1,0725 -1,5929 -2,1215 -2,6092 -3,0362 -3,3859 -3,6175 -3,6782 -3,5453 -3,2560 -2,8920 -2,5354 -2,2298 -1,9726 -1,7342 -1,4851 -1,2155 -0,9268 -0,6088 -0,2449 0,1563 0,5536 0,8927 1,1275 1,2385 1,2426 1,1723 1,0435 0,8554 0,6090 0,3105 -0,0289 -0,3790 -0,6793 -0,8553 -0,8545 -0,6778 -0,3837 -0,0648 0,1851 0,2978 0,2523 0,0750 -0,1844 -0,4836 -0,8011 -1,1246 -1,4279 -1,6679 -1,8044 -1,8157 -1,6897 -1,4229 -1,0424 -0,6170 -0,2340 0,0378 0,1735 0,2018 0,2045 0,3009 0,6027 1,1586 1,9266 2,7956 3,6405 4,3741 4,9690 5,4431 5,8220 6,1025 6,2462 6,2095 5,9806 5,5892 5,0956 4,5757 4,1067 3,7528 3,5592 3,5479 3,7091 3,9961 4,3474 4,7281 5,1417 5,5950 6,0675 6,5298 6,9844 7,4837 8,1036 8,8952 9,8498 10,8969 11,9301 12,8489 13,5907 14,1451 14,5499 14,8611 15,1099 15,2769 15,3128 15,1972 14,9836 14,7873 14,7239 14,8490 15,1354 15,4933 15,8106 15,9919 15,9822 15,7760 15,4117 14,9500 14,4539 13,9779 13,5545 13,1819 12,8270 12,4480 12,0170 11,5285 10,9897 10,4032 9,7667 9,0899 8,4072 7,7624 7,1813 6,6608 6,1759 5,6908 5,1726 4,6062 4,0025 3,3941 2,8232 2,3263 1,9264 1,6301 1,4246 1,2785 1,1511 1,0105 0,8497 0,6888 0,5595 0,4879 0,4803 0,5186 0,5729 0,6269 0,6850 0,7622 0,8734 1,0202 1,1807 1,3217 1,4222 1,4809 1,5010 1,4758 1,3907 1,2352 1,0119 0,7397 0,4501 0,1726 -0,0880 -0,3607 -0,6764 -1,0238 -1,3415 -1,5479 -1,5841 -1,4522 -1,2242 -1,0046 -0,8759 -0,8773 -1,0194 -1,2877 -1,6273 -1,9497 -2,1640 -2,2019 -2,0285 -1,6462 -1,0948 -0,4359 0,2727 0,9901 1,6852 2,3404 2,9657 3,5884 4,2300 4,9032 5,6109 6,3196 6,9412 7,3687 7,5414 7,4782 7,2584 6,9795 6,7161 6,4922 6,2823 6,0352 5,7035 5,2589 4,7002 4,0573 3,3883 2,7665 2,2675 1,9523 1,8344 1,8554 1,9143 1,9244 1,8400 1,6520 1,3786 1,0642 0,7784 0,6005 0,5844 0,7297 0,9864 1,2840 1,5561 1,7483 1,8339 1,8352 1,8152 1,8302 1,8867 1,9436 1,9501 1,8809 1,7450 1,5734 1,3997 1,2438 1,1092 1,0031 0,9485 0,9666 1,0549 1,1819 1,2964 1,3502 1,3214 1,2166 1,0570 0,8622 0,6474 0,4375 0,2698 0,1722 0,1483 0,1966 0,3336 0,5815 0,9430 1,3988 1,9160 2,4493 2,9463 3,3620 3,6644 3,8315 3,8584 3,7783 3,6707 3,6347 3,7340 3,9601 4,2480 4,5246 4,7579 4,9744 5,2282 5,5521 5,9400 6,3633 6,7950 7,2228 7,6524 8,0968 8,5589 9,0259 9,4736 9,8669 10,1673 10,3525 10,4250 10,3964 10,2655 10,0229 9,6835 9,3039 8,9614 8,7164 8,5880 8,5552 8,5857 8,6591 8,7625 8,8727 8,9488 8,9371 8,7859 8,4719 8,0287 7,5383 7,0859 6,7212 6,4541 6,2647 6,1180 5,9817 5,8381 5,6860 5,5402 5,4261 5,3575 5,3125 5,2401 5,0930 4,8583 4,5703 4,2927 4,0880 3,9968 4,0247 4,1303 4,2452 4,3236 4,3653 4,3904 4,4160 4,4651 4,5599 4,6856 4,7890 4,8247 4,7946 4,7377 4,6872 4,6451 4,5932 4,5109 4,3766 4,1598 3,8283 3,3787 2,8560 2,3319 1,8693 1,5154 1,3142 1,3118 1,5391 1,9839 2,5829 3,2446 3,8806 4,4258 4,8510 5,1674 5,4067 5,5803 5,6662 5,6415 5,5257 5,3874 5,3064 5,3278 5,4449 5,6158 5,7907 5,9342 6,0368 6,1137 6,1909 6,2808 6,3602 6,3748 6,2789 6,0774 5,8306 5,6205 5,5042 5,4886 5,5427 5,6203 5,6739 5,6698 5,6037 5,4963 5,3732 5,2522 5,1460 5,0726 5,0536 5,0964 5,1838 5,2787 5,3308 5,2879 5,1146 4,8096 4,4139 4,0116 3,7089 3,5921 3,6895 3,9650 4,3371 4,7089 5,0011 5,1805 5,2622 5,2824 5,2648 5,2068 5,0791 4,8354 4,4396 3,8952 3,2500 2,5786 1,9608 1,4497 1,0486 0,7254 0,4596 0,2674 0,1763 0,1976 0,3336 0,5912 0,9772 1,4925 2,1316 2,8691 3,6458 4,3782 4,9868 5,4242 5,6969 5,8663 6,0203 6,2361 6,5566 6,9688 7,3961 7,7302 7,8892 7,8637 7,7171 7,5450 7,4269 7,4136 7,5382 7,8101 8,1994 8,6452 9,0818 9,4653 9,7831 10,0432 10,2674 10,4930 10,7649 11,1086 11,5013 11,8664 12,1035 12,1384 11,9597 11,6202 11,2167 10,8558 10,6111 10,4987 10,4802 10,4773 10,4014 10,1950 9,8403 9,3416 8,7289 8,0707 7,4524 6,9327 6,5258 6,2153 5,9754 5,7855 5,6417 5,5634 5,5824 5,7116 5,9167 6,1237 6,2520 6,2392 6,0531 5,7040 5,2432 4,7435 4,2780 3,9062 3,6597 3,5293 3,4586 3,3549 3,1323 2,7678 2,3221 1,9094 1,6412 1,5787 1,7192 2,0194 2,4238 2,8698 3,2897 3,6267 3,8536 3,9763 4,0256 4,0382
F3    -0,6397 -1,4537 -2,0419 -2,3721 -2,4768 -2,4258 -2,2885 -2,0976 -1,8429 -1,5049 -1,0769 -0,5530 0,0689 0,7605 1,4547 2,0689 2,5390 2,8405 2,9880 3,0267 3,0082 2,9659 2,9177 2,8795 2,8597 2,8479 2,8222 2,7635 2,6568 2,4817 2,2095 1,8175 1,3081 0,7131 0,0805 -0,5415 -1,1089 -1,5853 -1,9457 -2,1778 -2,2907 -2,3228 -2,3250 -2,3294 -2,3343 -2,3137 -2,2420 -2,1112 -1,9342 -1,7429 -1,5821 -1,4897 -1,4725 -1,5044 -1,5571 -1,6293 -1,7459 -1,9426 -2,2550 -2,7059 -3,2820 -3,9224 -4,5471 -5,1043 -5,5800 -5,9646 -6,2240 -6,3124 -6,2148 -5,9730 -5,6662 -5,3671 -5,1099 -4,8889 -4,6760 -4,4416 -4,1697 -3,8486 -3,4514 -2,9547 -2,3771 -1,7856 -1,2676 -0,8998 -0,7169 -0,6945 -0,7743 -0,9104 -1,0808 -1,2704 -1,4677 -1,6650 -1,8412 -1,9483 -1,9275 -1,7440 -1,4140 -1,0052 -0,6097 -0,3166 -0,1940 -0,2656 -0,4950 -0,8041 -1,1165 -1,3887 -1,6090 -1,7730 -1,8664 -1,8676 -1,7563 -1,5142 -1,1343 -0,6460 -0,1261 0,3247 0,6208 0,7222 0,6553 0,5185 0,4555 0,5960 0,9949 1,6055 2,3080 2,9747 3,5310 3,9739 4,3429 4,6647 4,9130 5,0170 4,9154 4,6046 4,1426 3,6189 3,1204 2,7112 2,4319 2,3049 2,3320 2,4876 2,7165 2,9587 3,1948 3,4519 3,7539 4,0821 4,4017 4,7146 5,0746 5,5587 6,2256 7,0857 8,0819 9,1024 10,0281 10,7801 11,3417 11,7511 12,0667 12,3208 12,5000 12,5739 12,5518 12,5121 12,5727 12,8260 13,2915 13,9061 14,5494 15,0853 15,4029 15,4471 15,2308 14,8225 14,3149 13,7977 13,3451 13,0006 12,7561 12,5537 12,3190 11,9988 11,5798 11,0770 10,5069 9,8783 9,2071 8,5314 7,9019 7,3564 6,9028 6,5138 6,1331 5,6972 5,1609 4,5124 3,7793 3,0189 2,2931 1,6527 1,1315 0,7330 0,4260 0,1634 -0,0882 -0,3302 -0,5311 -0,6420 -0,6233 -0,4665 -0,2050 0,1007 0,3961 0,6511 0,8536 0,9986 1,0801 1,0884 1,0202 0,8928 0,7408 0,5915 0,4437 0,2690 0,0327 -0,2781 -0,6369 -0,9831 -1,2544 -1,4332 -1,5638 -1,7045 -1,8616 -1,9786 -1,9799 -1,8175 -1,5052 -1,1233 -0,7760 -0,5325 -0,4111 -0,4064 -0,5042 -0,6671 -0,8267 -0,9016 -0,8253 -0,5704 -0,1548 0,3735 0,9607 1,5700 2,1805 2,7674 3,3059 3,7970 4,2628 4,7249 5,2062 5,7310 6,2908 6,8118 7,1836 7,3308 7,2628 7,0639 6,8414 6,6694 6,5577 6,4573 6,2937 6,0000 5,5353 4,8926 4,1041 3,2405 2,3991 1,6871 1,1998 0,9798 0,9828 1,1029 1,2301 1,2827 1,2161 1,0293 0,7652 0,4969 0,3053 0,2461 0,3250 0,5029 0,7223 0,9228 1,0472 1,0651 1,0014 0,9236 0,8908 0,9131 0,9527 0,9604 0,9119 0,8190 0,7141 0,6226 0,5408 0,4402 0,3026 0,1501 0,0314 -0,0079 0,0509 0,1913 0,3776 0,5791 0,7730 0,9343 1,0311 1,0398 0,9723 0,8792 0,8132 0,7981 0,8420 0,9657 1,1952 1,5307 1,9441 2,4021 2,8793 3,3547 3,8042 4,1986 4,5070 4,7048 4,7927 4,8149 4,8488 4,9581 5,1534 5,3954 5,6319 5,8441 6,0644 6,3427 6,6996 7,1140 7,5423 7,9416 8,2866 8,5804 8,8447 9,0996 9,3514 9,5878 9,7715 9,8454 9,7645 9,5270 9,1661 8,7116 8,1757 7,5838 6,9986 6,5025 6,1611 5,9998 6,0028 6,1358 6,3725 6,6933 7,0630 7,4219 7,6943 7,8039 7,7043 7,4138 7,0093 6,5783 6,1767 5,8205 5,4952 5,1692 4,8111 4,4027 3,9419 3,4505 2,9766 2,5685 2,2376 1,9553 1,6902 1,4430 1,2529 1,1734 1,2388 1,4528 1,7899 2,1917 2,5863 2,9321 3,2276 3,4744 3,6573 3,7745 3,8481 3,8875 3,8695 3,7700 3,6017 3,4066 3,2206 3,0580 2,9239 2,8216 2,7401 2,6410 2,4712 2,2072 1,8801 1,5475 1,2539 1,0260 0,8889 0,8755 1,0155 1,3110 1,7174 2,1573 2,5565 2,8712 3,0980 3,2710 3,4322 3,5818 3,6668 3,6310 3,4830 3,3096 3,2227 3,2928 3,5231 3,8669 4,2583 4,6372 4,9654 5,2313 5,4438 5,6182 5,7509 5,8058 5,7446 5,5730 5,3506 5,1543 5,0285 4,9612 4,9070 4,8261 4,6974 4,5134 4,2842 4,0368 3,7996 3,5913 3,4238 3,3120 3,2701 3,2963 3,3631 3,4245 3,4257 3,3152 3,0587 2,6507 2,1295 1,5911 1,1743 1,0031 1,1246 1,4871 1,9685 2,4291 2,7650 2,9435 3,0004 2,9977 2,9790 2,9546 2,9051 2,7875 2,5549 2,1885 1,7127 1,1841 0,6678 0,2032 -0,2182 -0,6299 -1,0431 -1,4324 -1,7649 -2,0168 -2,1587 -2,1536 -1,9801 -1,6381 -1,1332 -0,4856 0,2441 0,9607 1,5728 2,0294 2,3394 2,5698 2,8121 3,1392 3,5789 4,0999 4,6165 5,0267 5,2655 5,3379 5,3152 5,2933 5,3413 5,4872 5,7408 6,0987 6,5276 6,9693 7,3677 7,6915 7,9366 8,1159 8,2531 8,3842 8,5560 8,8040 9,1159 9,4164 9,5958 9,5690 9,3235 8,9219 8,4707 8,0836 7,8468 7,7940 7,8983 8,0757 8,2094 8,1960 7,9740 7,5239 6,8761 6,1199 5,3730 4,7272 4,2244 3,8674 3,6357 3,4939 3,4085 3,3690 3,3899 3,4828 3,6224 3,7507 3,8093 3,7606 3,5917 3,3174 2,9812 2,6463 2,3846 2,2611 2,3050 2,4849 2,7063 2,8376 2,7661 2,4583 1,9790 1,4575 1,0283 0,7743 0,7058 0,7882 0,9788 1,2303 1,4820 1,6715 1,7567 1,7282 1,6129 1,4641
F7    -0,2282 -0,8051 -1,2940 -1,6419 -1,8516 -1,9591 -1,9931 -1,9385 -1,7470 -1,3944 -0,9014 -0,2938 0,4150 1,1869 1,9320 2,5367 2,9136 3,0354 2,9397 2,7130 2,4541 2,2371 2,1082 2,1024 2,2329 2,4624 2,7097 2,8936 2,9581 2,8593 2,5578 2,0435 1,3608 0,5955 -0,1624 -0,8417 -1,3887 -1,7700 -1,9850 -2,0676 -2,0766 -2,0793 -2,1294 -2,2478 -2,4187 -2,6024 -2,7593 -2,8649 -2,9085 -2,8975 -2,8712 -2,8832 -2,9527 -3,0507 -3,1403 -3,2096 -3,2746 -3,3743 -3,5687 -3,9208 -4,4480 -5,0852 -5,7151 -6,2442 -6,6426 -6,9181 -7,0714 -7,0884 -6,9742 -6,7836 -6,6003 -6,4755 -6,3892 -6,2725 -6,0621 -5,7412 -5,3419 -4,9075 -4,4473 -3,9487 -3,4267 -2,9382 -2,5489 -2,3016 -2,1989 -2,2056 -2,2799 -2,4016 -2,5575 -2,7203 -2,8618 -2,9754 -3,0630 -3,1044 -3,0531 -2,8636 -2,5314 -2,1121 -1,6976 -1,3804 -1,2320 -1,2786 -1,4768 -1,7282 -1,9341 -2,0431 -2,0529 -1,9755 -1,8145 -1,5730 -1,2637 -0,8939 -0,4603 0,0208 0,4820 0,8190 0,9407 0,8101 0,4568 -0,0213 -0,4679 -0,7183 -0,6755 -0,3475 0,1797 0,7945 1,4019 1,9452 2,4071 2,7859 3,0697 3,2379 3,2830 3,2248 3,1029 2,9611 2,8369 2,7577 2,7429 2,8054 2,9412 3,1133 3,2616 3,3455 3,3832 3,4313 3,5123 3,5767 3,5544 3,4378 3,3105 3,3041 3,5274 4,0200 4,7429 5,5999 6,4811 7,3068 8,0528 8,7450 9,4173 10,0559 10,5759 10,8696 10,9030 10,7676 10,6320 10,6479 10,8898 11,3428 11,9167 12,4762 12,8791 13,0209 12,8711 12,4762 11,9277 11,3283 10,7714 10,3177 9,9713 9,6829 9,3837 9,0309 8,6241 8,1748 7,6707 7,0930 6,4650 5,8610 5,3582 4,9899 4,7391 4,5538 4,3592 4,0816 3,6781 3,1471 2,5123 1,8058 1,0690 0,3606 -0,2525 -0,7266 -1,0673 -1,3186 -1,5246 -1,6985 -1,8152 -1,8251 -1,6883 -1,4058 -1,0253 -0,6138 -0,2168 0,1519 0,4850 0,7619 0,9527 1,0411 1,0455 1,0199 1,0221 1,0693 1,1284 1,1527 1,1135 1,0035 0,8281 0,6054 0,3663 0,1334 -0,0991 -0,3431 -0,5744 -0,7278 -0,7265 -0,5226 -0,1381 0,3281 0,7497 1,0399 1,1720 1,1551 1,0223 0,8440 0,7156 0,7126 0,8601 1,1373 1,4992 1,8956 2,2884 2,6719 3,0728 3,5092 3,9546 4,3551 4,6656 4,8706 4,9972 5,1098 5,2638 5,4514 5,6034 5,6442 5,5429 5,3253 5,0545 4,7917 4,5613 4,3462 4,1111 3,8263 3,4692 3,0168 2,4554 1,7973 1,0880 0,4045 -0,1560 -0,5202 -0,6862 -0,7095 -0,6540 -0,5734 -0,5208 -0,5473 -0,6799 -0,8913 -1,0987 -1,2047 -1,1486 -0,9354 -0,6267 -0,3110 -0,0801 0,0066 -0,0337 -0,1191 -0,1722 -0,1695 -0,1373 -0,1209 -0,1538 -0,2386 -0,3538 -0,4761 -0,5941 -0,7091 -0,8234 -0,9236 -0,9806 -0,9620 -0,8464 -0,6363 -0,3556 -0,0379 0,2756 0,5374 0,7023 0,7456 0,6849 0,5782 0,4853 0,4338 0,4341 0,5116 0,6978 1,0021 1,4130 1,9072 2,4441 2,9748 3,4626 3,8805 4,1947 4,3658 4,3824 4,2994 4,2307 4,2762 4,4515 4,6929 4,9164 5,0813 5,2140 5,3655 5,5475 5,7209 5,8352 5,8640 5,8203 5,7502 5,7009 5,6914 5,7159 5,7564 5,7781 5,7321 5,5839 5,3361 5,0128 4,6261 4,1701 3,6535 3,1232 2,6480 2,2850 2,0604 1,9715 2,0021 2,1353 2,3536 2,6258 2,8960 3,0941 3,1592 3,0653 2,8342 2,5178 2,1586 1,7720 1,3656 0,9634 0,5985 0,2813 -0,0205 -0,3609 -0,7573 -1,1559 -1,4775 -1,6961 -1,8554 -2,0140 -2,1849 -2,3191 -2,3451 -2,2250 -1,9713 -1,6272 -1,2512 -0,8967 -0,5803 -0,2837 -0,0032 0,2234 0,3590 0,4017 0,3592 0,2302 0,0289 -0,1957 -0,3877 -0,5271 -0,6335 -0,7326 -0,8365 -0,9545 -1,1092 -1,3257 -1,5937 -1,8555 -2,0522 -2,1652 -2,1927 -2,1131 -1,8970 -1,5443 -1,1021 -0,6480 -0,2532 0,0498 0,2696 0,4389 0,5998 0,7784 0,9477 1,0261 0,9409 0,7050 0,4266 0,2402 0,2258 0,3790 0,6338 0,9051 1,1260 1,2756 1,3867 1,5218 1,7264 1,9865 2,2302 2,3808 2,4143 2,3627 2,2714 2,1602 2,0228 1,8522 1,6525 1,4341 1,2125 1,0109 0,8548 0,7613 0,7279 0,7389 0,7887 0,8877 1,0341 1,1953 1,3208 1,3590 1,2652 1,0078 0,5813 0,0259 -0,5605 -1,0458 -1,3216 -1,3547 -1,1913 -0,9165 -0,6114 -0,3295 -0,0875 0,1244 0,3173 0,4871 0,6180 0,6819 0,6299 0,4064 -0,0091 -0,5791 -1,2165 -1,8129 -2,2860 -2,6220 -2,8648 -3,0570 -3,2019 -3,2858 -3,3066 -3,2605 -3,1240 -2,8705 -2,4897 -1,9905 -1,4078 -0,8120 -0,2944 0,0651 0,2277 0,2182 0,1296 0,0875 0,1957 0,5023 0,9801 1,5286 2,0150 2,3372 2,4699 2,4680 2,4281 2,4336 2,5392 2,7829 3,1711 3,6578 4,1628 4,6177 4,9965 5,3063 5,5529 5,7322 5,8519 5,9468 6,0620 6,2134 6,3632 6,4341 6,3551 6,1036 5,7154 5,2703 4,8683 4,5971 4,5026 4,5756 4,7495 4,9212 4,9944 4,9081 4,6370 4,1984 3,6635 3,1308 2,6724 2,3099 2,0340 1,8256 1,6581 1,5007 1,3357 1,1722 1,0285 0,9002 0,7649 0,6135 0,4501 0,2644 0,0360 -0,2322 -0,5036 -0,7215 -0,8213 -0,7510 -0,5075 -0,1661 0,1345 0,2643 0,1774 -0,0673 -0,3448 -0,5318 -0,5646 -0,4507 -0,2334 0,0478 0,3620 0,6723 0,9335 1,1068 1,1717 1,1300 1,0020
