Fp1   0,0326 -0,1734 -0,4595 -0,7489 -0,9671 -1,0723 -1,0600 -0,9540 -0,7956 -0,6262 -0,4711 -0,3335 -0,1990 -0,0471 0,1350 0,3463 0,5659 0,7495 0,8393 0,7917 0,5997 0,2958 -0,0604 -0,4050 -0,6882 -0,8846 -0,9966 -1,0545 -1,1028 -1,1709 -1,2562 -1,3315 -1,3583 -1,2970 -1,1206 -0,8289 -0,4527 -0,0456 0,3286 0,6160 0,7987 0,9036 0,9851 1,1021 1,2991 1,5890 1,9508 2,3403 2,7035 2,9888 3,1634 3,2270 3,2047 3,1314 3,0412 2,9542 2,8608 2,7244 2,5030 2,1747 1,7604 1,3281 0,9650 0,7360 0,6628 0,7256 0,8713 1,0300 1,1403 1,1678 1,1135 1,0141 0,9324 0,9345 1,0637 1,3249 1,6894 2,1117 2,5398 2,9203 3,2157 3,4280 3,5959 3,7638 3,9550 4,1641 4,3597 4,5004 4,5494 4,4803 4,2843 3,9856 3,6384 3,3023 3,0194 2,8048 2,6428 2,4913 2,3015 2,0399 1,6948 1,2702 0,7873 0,2923 -0,1505 -0,4854 -0,6939 -0,8012 -0,8581 -0,9167 -1,0062 -1,1144 -1,1886 -1,1566 -0,9581 -0,5785 -0,0614 0,5170 1,0841 1,5932 2,0311 2,4171 2,7943 3,2123 3,7067 4,2877 4,9462 5,6600 6,3940 7,1061 7,7623 8,3472 8,8626 9,3228 9,7449 10,1331 10,4694 10,7216 10,8639 10,8921 10,8300 10,7223 10,6178 10,5601 10,5817 10,6894 10,8539 11,0224 11,1431 11,1821 11,1321 11,0145 10,8723 10,7555 10,7030 10,7274 10,8076 10,8939 10,9233 10,8433 10,6372 10,3363 10,0083 9,7313 9,5655 9,5279 9,5851 9,6686 9,7046 9,6360 9,4300 9,0811 8,6157 8,0864 7,5495 7,0407 6,5679 6,1186 5,6708 5,2036 4,7103 4,2035 3,7133 3,2775 2,9206 2,6370 2,3934 2,1495 1,8748 1,5558 1,1971 0,8239 0,4819 0,2215 0,0750 0,0439 0,0986 0,1899 0,2700 0,3121 0,3168 0,3066 0,3202 0,3997 0,5702 0,8197 1,1006 1,3460 1,4937 1,5060 1,3817 1,1627 0,9272 0,7637 0,7363 0,8582 1,0840 1,3247 1,4856 1,5033 1,3609 1,0858 0,7396 0,3997 0,1320 -0,0312 -0,0949 -0,0925 -0,0700 -0,0683 -0,1028 -0,1550 -0,1820 -0,1341 0,0306 0,3317 0,7519 1,2362 1,7106 2,1059 2,3735 2,4939 2,4854 2,4069 2,3426 2,3638 2,4918 2,6921 2,8973 3,0377 3,0711 3,0043 2,8934 2,8178 2,8398 2,9739 3,1862 3,4182 3,6119 3,7314 3,7794 3,7965 3,8392 3,9508 4,1393 4,3797 4,6376 4,8874 5,1122 5,3000 5,4498 5,5764 5,7041 5,8544 6,0355 6,2336 6,4143 6,5370 6,5714 6,5143 6,3962 6,2717 6,2005 6,2360 6,4118 6,7194 7,1004 7,4702 7,7498 7,8850 7,8563 7,6855 7,4265 7,1411 6,8780 6,6678 6,5266 6,4585 6,4513 6,4750 6,4897 6,4650 6,3999 6,3273 6,2938 6,3276 6,4157 6,5096 6,5576 6,5316 6,4317 6,2758 6,0910 5,9141 5,7927 5,7660 5,8400 5,9808 6,1314 6,2386 6,2805 6,2768 6,2761 6,3352 6,5010 6,7902 7,1787 7,6097 8,0169 8,3457 8,5683 8,6882 8,7336 8,7421 8,7449 8,7542 8,7565 8,7215 8,6235 8,4594 8,2513 8,0321 7,8295 7,6623 7,5424 7,4741 7,4519 7,4593 7,4699 7,4529 7,3869 7,2739 7,1376 7,0085 6,9090 6,8466 6,8084 6,7642 6,6811 6,5371 6,3281 6,0728 5,8123 5,5937 5,4458 5,3695 5,3483 5,3588 5,3759 5,3824 5,3818 5,4006 5,4788 5,6575 5,9654 6,4028 6,9319 7,4856 7,9925 8,4003 8,6858 8,8547 8,9354 8,9690 8,9940 9,0287 9,0595 9,0451 8,9393 8,7203 8,4107 8,0729 7,7843 7,6099 7,5850 7,7025 7,9119 8,1434 8,3375 8,4561 8,4804 8,4118 8,2741 8,1074 7,9502 7,8216 7,7171 7,6177 7,4990 7,3407 7,1380 6,9018 6,6519 6,4168 6,2327 6,1249 6,0855 6,0716 6,0276 5,9166 5,7429 5,5548 5,4217 5,3942 5,4814 5,6592 5,8890 6,1199 6,2845 6,3179 6,1954 5,9484 5,6476 5,3744 5,1934 5,1334 5,1871 5,3231 5,5021 5,6907 5,8688 6,0298 6,1781 6,3262 6,4934 6,6969 6,9337 7,1749 7,3824 7,5283 7,6027 7,6124 7,5799 7,5417 7,5369 7,5865 7,6805 7,7820 7,8448 7,8287 7,7067 7,4742 7,1591 6,8098 6,4678 6,1464 5,8263 5,4668 5,0299 4,4997 3,8866 3,2212 2,5468 1,9118 1,3602 0,9225 0,6153 0,4427 0,3953 0,4557 0,6082 0,8426 1,1542 1,5404 1,9901 2,4747 2,9538 3,3905 3,7657 4,0831 4,3642 4,6346 4,9076 5,1739 5,4105 5,5936 5,7013 5,7120 5,6128 5,4056 5,1052 4,7384 4,3491 3,9960 3,7359 3,6041 3,6037 3,7074 3,8663 4,0283 4,1597 4,2504 4,3038 4,3295 4,3393 4,3386 4,3178 4,2528 4,1145 3,8801 3,5480 3,1468 2,7256 2,3320 1,9949 1,7214 1,5012 1,3148 1,1473 0,9996 0,8887 0,8363 0,8544 0,9383 1,0692 1,2261 1,3929 1,5478 1,6493 1,6445 1,4945 1,1918 0,7600 0,2440 -0,3094 -0,8699 -1,4255 -1,9713 -2,5065 -3,0352 -3,5557 -4,0531 -4,5019 -4,8744 -5,1527 -5,3418 -5,4677 -5,5659 -5,6699 -5,8036 -5,9770 -6,1866 -6,4176 -6,6484 -6,8614 -7,0523 -7,2249 -7,3725 -7,4779 -7,5355 -7,5654 -7,6013 -7,6678 -7,7661 -7,8759 -7,9747 -8,0577 -8,1415 -8,2461 -8,3750 -8,5048 -8,5897 -8,5739 -8,4096 -8,0781 -7,6009 -7,0308 -6,4338 -5,8783 -5,4214 -5,0886 -4,8702 -4,7429 -4,6858 -4,6827 -4,7215 -4,7950 -4,9033 -5,0481 -5,2170
Fz    0,4985 0,3036 0,0372 -0,2533 -0,5172 -0,7187 -0,8430 -0,8931 -0,8839 -0,8300 -0,7392 -0,6154 -0,4645 -0,2945 -0,1138 0,0725 0,2571 0,4190 0,5239 0,5417 0,4626 0,3030 0,1000 -0,1044 -0,2807 -0,4179 -0,5223 -0,6141 -0,7181 -0,8461 -0,9888 -1,1220 -1,2133 -1,2288 -1,1426 -0,9483 -0,6612 -0,3153 0,0398 0,3504 0,5833 0,7419 0,8595 0,9834 1,1568 1,3984 1,6974 2,0239 2,3381 2,5984 2,7756 2,8648 2,8811 2,8507 2,8059 2,7711 2,7425 2,6846 2,5522 2,3196 2,0033 1,6613 1,3676 1,1786 1,1167 1,1736 1,3154 1,4910 1,6461 1,7385 1,7503 1,6965 1,6206 1,5735 1,5918 1,6886 1,8596 2,0918 2,3591 2,6193 2,8353 3,0054 3,1623 3,3408 3,5535 3,7887 4,0208 4,2242 4,3781 4,4616 4,4571 4,3684 4,2227 4,0520 3,8782 3,7095 3,5396 3,3477 3,1094 2,8125 2,4593 2,0580 1,6212 1,1761 0,7672 0,4393 0,2139 0,0787 -0,0019 -0,0697 -0,1525 -0,2481 -0,3231 -0,3250 -0,2050 0,0528 0,4195 0,8413 1,2686 1,6722 2,0453 2,4016 2,7702 3,1846 3,6689 4,2289 4,8584 5,5461 6,2724 7,0102 7,7327 8,4214 9,0669 9,6689 10,2318 10,7542 11,2215 11,6111 11,9074 12,1121 12,2465 12,3439 12,4357 12,5459 12,6936 12,8859 13,1066 13,3210 13,4932 13,6004 13,6397 13,6309 13,6109 13,6204 13,6858 13,8075 13,9577 14,0889 14,1457 14,0797 13,8674 13,5271 13,1166 12,7129 12,3828 12,1586 12,0298 11,9525 11,8691 11,7274 11,4907 11,1428 10,6917 10,1696 9,6175 9,0647 8,5207 7,9830 7,4454 6,9031 6,3574 5,8172 5,3003 4,8291 4,4189 4,0647 3,7427 3,4239 3,0859 2,7158 2,3112 1,8858 1,4754 1,1272 0,8790 0,7480 0,7263 0,7864 0,8952 1,0278 1,1718 1,3265 1,5034 1,7205 1,9848 2,2780 2,5588 2,7756 2,8850 2,8660 2,7260 2,5020 2,2556 2,0572 1,9619 1,9874 2,1030 2,2400 2,3217 2,2972 2,1541 1,9136 1,6216 1,3377 1,1158 0,9848 0,9461 0,9798 1,0540 1,1330 1,1922 1,2307 1,2702 1,3435 1,4829 1,7099 2,0228 2,3917 2,7703 3,1125 3,3840 3,5667 3,6650 3,7103 3,7548 3,8470 4,0048 4,2094 4,4190 4,5862 4,6766 4,6874 4,6523 4,6244 4,6459 4,7253 4,8362 4,9369 4,9906 4,9802 4,9188 4,8472 4,8171 4,8654 4,9977 5,1926 5,4247 5,6809 5,9557 6,2431 6,5354 6,8268 7,1128 7,3882 7,6462 7,8771 8,0688 8,2117 8,3049 8,3596 8,3985 8,4508 8,5452 8,7074 8,9513 9,2638 9,5971 9,8864 10,0750 10,1286 10,0413 9,8381 9,5653 9,2721 8,9984 8,7748 8,6254 8,5640 8,5855 8,6608 8,7454 8,7980 8,8018 8,7732 8,7482 8,7552 8,7929 8,8322 8,8392 8,7952 8,6992 8,5617 8,3978 8,2279 8,0817 7,9902 7,9688 8,0066 8,0689 8,1143 8,1205 8,0989 8,0858 8,1243 8,2505 8,4816 8,8064 9,1905 9,5917 9,9718 10,3007 10,5604 10,7474 10,8706 10,9434 10,9743 10,9604 10,8884 10,7464 10,5372 10,2806 10,0029 9,7239 9,4575 9,2174 9,0175 8,8687 8,7757 8,7317 8,7145 8,6959 8,6580 8,6000 8,5328 8,4712 8,4253 8,3914 8,3533 8,2929 8,1974 8,0619 7,8937 7,7164 7,5619 7,4551 7,4057 7,4100 7,4520 7,5066 7,5521 7,5871 7,6332 7,7250 7,8957 8,1667 8,5391 8,9857 9,4550 9,8890 10,2428 10,4928 10,6364 10,6889 10,6781 10,6339 10,5760 10,5030 10,3933 10,2196 9,9698 9,6619 9,3406 9,0602 8,8689 8,7984 8,8506 8,9921 9,1720 9,3457 9,4834 9,5649 9,5790 9,5299 9,4380 9,3320 9,2332 9,1466 9,0611 8,9554 8,8097 8,6166 8,3815 8,1156 7,8399 7,5895 7,3987 7,2776 7,2063 7,1491 7,0756 6,9794 6,8852 6,8350 6,8598 6,9611 7,1177 7,3015 7,4783 7,6001 7,6135 7,4880 7,2373 6,9156 6,5973 6,3502 6,2136 6,1943 6,2740 6,4233 6,6121 6,8143 7,0105 7,1927 7,3676 7,5563 7,7809 8,0438 8,3223 8,5855 8,8101 8,9837 9,1029 9,1749 9,2196 9,2636 9,3277 9,4154 9,5112 9,5900 9,6265 9,5987 9,4966 9,3323 9,1338 8,9228 8,6991 8,4398 8,1111 7,6856 7,1555 6,5360 5,8585 5,1637 4,4975 3,9048 3,4214 3,0720 2,8681 2,8043 2,8606 3,0124 3,2362 3,5119 3,8248 4,1604 4,4973 4,8094 5,0758 5,2880 5,4523 5,5868 5,7128 5,8414 5,9636 6,0602 6,1155 6,1193 6,0616 5,9355 5,7419 5,4905 5,2023 4,9118 4,6639 4,5025 4,4569 4,5309 4,7035 4,9340 5,1762 5,3955 5,5756 5,7123 5,8077 5,8672 5,8948 5,8855 5,8258 5,6998 5,4969 5,2207 4,8962 4,5621 4,2521 3,9825 3,7553 3,5676 3,4164 3,3034 3,2379 3,2334 3,2975 3,4236 3,5918 3,7750 3,9495 4,0993 4,2051 4,2332 4,1447 3,9152 3,5444 3,0529 2,4741 1,8413 1,1779 0,5035 -0,1576 -0,7825 -1,3594 -1,8839 -2,3531 -2,7640 -3,1135 -3,4035 -3,6459 -3,8593 -4,0609 -4,2624 -4,4682 -4,6769 -4,8849 -5,0901 -5,2931 -5,4998 -5,7202 -5,9600 -6,2097 -6,4489 -6,6654 -6,8674 -7,0774 -7,3150 -7,5808 -7,8511 -8,0920 -8,2794 -8,4097 -8,4926 -8,5369 -8,5423 -8,4980 -8,3836 -8,1746 -7,8559 -7,4327 -6,9325 -6,3994 -5,8889 -5,4531 -5,1187 -4,8836 -4,7371 -4,6733 -4,6873 -4,7686 -4,9012 -5,0679 -5,2515 -5,4283
F3    0,4526 0,2853 0,0266 -0,2667 -0,5313 -0,7233 -0,8239 -0,8389 -0,7936 -0,7155 -0,6208 -0,5120 -0,3850 -0,2354 -0,0622 0,1298 0,3234 0,4848 0,5745 0,5649 0,4526 0,2629 0,0422 -0,1638 -0,3295 -0,4538 -0,5520 -0,6491 -0,7702 -0,9235 -1,0935 -1,2497 -1,3575 -1,3822 -1,2954 -1,0895 -0,7836 -0,4216 -0,0632 0,2371 0,4584 0,6218 0,7721 0,9547 1,2008 1,5173 1,8861 2,2722 2,6342 2,9327 3,1418 3,2554 3,2823 3,2373 3,1389 3,0032 2,8329 2,6168 2,3422 2,0087 1,6387 1,2812 0,9940 0,8164 0,7577 0,8008 0,9085 1,0353 1,1437 1,2119 1,2323 1,2155 1,1932 1,2098 1,3038 1,4922 1,7690 2,1142 2,4973 2,8741 3,2006 3,4583 3,6598 3,8263 3,9684 4,0835 4,1601 4,1903 4,1755 4,1151 4,0015 3,8366 3,6433 3,4534 3,2888 3,1528 3,0279 2,8816 2,6825 2,4174 2,0954 1,7347 1,3531 0,9718 0,6205 0,3284 0,1061 -0,0611 -0,2047 -0,3563 -0,5278 -0,6985 -0,8222 -0,8476 -0,7380 -0,4885 -0,1333 0,2703 0,6697 1,0354 1,3658 1,6863 2,0432 2,4862 3,0447 3,7145 4,4643 5,2501 6,0236 6,7432 7,3872 7,9608 8,4889 9,0021 9,5188 10,0326 10,5107 10,9119 11,2106 11,4103 11,5382 11,6280 11,7058 11,7898 11,8952 12,0264 12,1684 12,2948 12,3813 12,4121 12,3855 12,3223 12,2623 12,2450 12,2932 12,4061 12,5569 12,6952 12,7603 12,7022 12,5045 12,1987 11,8573 11,5630 11,3723 11,2956 11,2997 11,3250 11,3079 11,1957 10,9548 10,5793 10,0939 9,5452 8,9815 8,4352 7,9175 7,4227 6,9342 6,4354 5,9219 5,4043 4,9035 4,4434 4,0365 3,6734 3,3283 2,9729 2,5856 2,1568 1,6952 1,2318 0,8157 0,4959 0,2990 0,2219 0,2399 0,3181 0,4224 0,5292 0,6294 0,7267 0,8329 0,9629 1,1238 1,3045 1,4755 1,5983 1,6391 1,5807 1,4334 1,2390 1,0639 0,9784 1,0268 1,2045 1,4577 1,7050 1,8711 1,9094 1,8062 1,5790 1,2746 0,9581 0,6876 0,4935 0,3789 0,3318 0,3318 0,3539 0,3820 0,4209 0,4925 0,6235 0,8365 1,1403 1,5201 1,9368 2,3416 2,6909 2,9517 3,1056 3,1598 3,1518 3,1383 3,1674 3,2534 3,3773 3,5061 3,6079 3,6633 3,6790 3,6907 3,7454 3,8728 4,0662 4,2872 4,4877 4,6287 4,6947 4,7045 4,7073 4,7592 4,8953 5,1133 5,3806 5,6618 5,9358 6,1919 6,4235 6,6277 6,8084 6,9781 7,1543 7,3512 7,5693 7,7916 7,9908 8,1421 8,2355 8,2832 8,3151 8,3694 8,4821 8,6707 8,9176 9,1719 9,3757 9,4888 9,4934 9,3900 9,1996 8,9617 8,7179 8,4964 8,3116 8,1735 8,0921 8,0682 8,0845 8,1099 8,1150 8,0895 8,0505 8,0332 8,0647 8,1371 8,2069 8,2264 8,1702 8,0378 7,8439 7,6156 7,3951 7,2328 7,1650 7,1932 7,2850 7,3904 7,4666 7,4985 7,5043 7,5245 7,6057 7,7837 8,0667 8,4277 8,8169 9,1855 9,5018 9,7549 9,9469 10,0863 10,1820 10,2413 10,2691 10,2621 10,2055 10,0801 9,8784 9,6166 9,3285 9,0505 8,8104 8,6246 8,4987 8,4316 8,4177 8,4447 8,4895 8,5243 8,5301 8,5041 8,4550 8,3941 8,3277 8,2487 8,1373 7,9735 7,7502 7,4763 7,1752 6,8842 6,6455 6,4880 6,4154 6,4133 6,4601 6,5315 6,6075 6,6832 6,7742 6,9095 7,1189 7,4220 7,8178 8,2773 8,7488 9,1763 9,5170 9,7517 9,8838 9,9348 9,9368 9,9209 9,9001 9,8606 9,7707 9,6008 9,3460 9,0386 8,7401 8,5124 8,3976 8,4119 8,5400 8,7375 8,9543 9,1553 9,3169 9,4174 9,4417 9,3902 9,2796 9,1348 8,9773 8,8184 8,6586 8,4887 8,2960 8,0777 7,8439 7,6104 7,3967 7,2273 7,1215 7,0747 7,0544 7,0165 6,9302 6,8010 6,6758 6,6218 6,6872 6,8745 7,1473 7,4542 7,7394 7,9373 7,9849 7,8572 7,5887 7,2572 6,9500 6,7322 6,6293 6,6288 6,6961 6,7959 6,9084 7,0316 7,1717 7,3312 7,5050 7,6891 7,8878 8,1063 8,3390 8,5727 8,7962 9,0035 9,1927 9,3681 9,5401 9,7173 9,8957 10,0548 10,1656 10,2055 10,1617 10,0245 9,7935 9,4919 9,1602 8,8292 8,5004 8,1500 7,7500 7,2886 6,7735 6,2222 5,6540 5,0889 4,5521 4,0735 3,6813 3,3934 3,2123 3,1262 3,1160 3,1665 3,2703 3,4270 3,6417 3,9156 4,2347 4,5691 4,8819 5,1446 5,3524 5,5262 5,6966 5,8804 6,0689 6,2372 6,3596 6,4156 6,3905 6,2788 6,0867 5,8281 5,5293 5,2339 4,9957 4,8610 4,8522 4,9638 5,1694 5,4279 5,6904 5,9145 6,0748 6,1643 6,1923 6,1818 6,1595 6,1396 6,1144 6,0583 5,9433 5,7587 5,5215 5,2650 5,0160 4,7834 4,5636 4,3523 4,1545 3,9864 3,8713 3,8301 3,8725 3,9944 4,1801 4,4032 4,6273 4,8122 4,9159 4,8943 4,7128 4,3641 3,8746 3,2946 2,6814 2,0781 1,4987 0,9351 0,3779 -0,1741 -0,7159 -1,2383 -1,7294 -2,1758 -2,5619 -2,8753 -3,1165 -3,3035 -3,4673 -3,6405 -3,8450 -4,0897 -4,3738 -4,6885 -5,0148 -5,3299 -5,6174 -5,8701 -6,0805 -6,2389 -6,3466 -6,4264 -6,5147 -6,6393 -6,8028 -6,9866 -7,1691 -7,3422 -7,5123 -7,6854 -7,8509 -7,9773 -8,0210 -7,9408 -7,7146 -7,3537 -6,9027 -6,4200 -5,9573 -5,5525 -5,2262 -4,9749 -4,7792 -4,6276 -4,5254 -4,4822 -4,4995 -4,5697 -4,6809 -4,8196 -4,9623
F7    -0,3492 -0,3384 -0,3912 -0,4909 -0,6050 -0,6989 -0,7437 -0,7274 -0,6590 -0,5541 -0,4204 -0,2608 -0,0809 0,1089 0,2939 0,4581 0,5857 0,6584 0,6568 0,5690 0,4017 0,1827 -0,0459 -0,2450 -0,3946 -0,4950 -0,5567 -0,5958 -0,6320 -0,6772 -0,7248 -0,7549 -0,7462 -0,6830 -0,5602 -0,3886 -0,1897 0,0131 0,1954 0,3341 0,4209 0,4701 0,5103 0,5743 0,6903 0,8693 1,1028 1,3711 1,6469 1,8956 2,0845 2,1970 2,2314 2,1910 2,0831 1,9193 1,7076 1,4464 1,1339 0,7784 0,4071 0,0681 -0,1852 -0,3245 -0,3592 -0,3248 -0,2652 -0,2198 -0,2142 -0,2571 -0,3409 -0,4394 -0,5074 -0,4945 -0,3665 -0,1177 0,2332 0,6569 1,1166 1,5622 1,9447 2,2446 2,4736 2,6471 2,7700 2,8404 2,8561 2,8250 2,7674 2,6987 2,6157 2,5098 2,3850 2,2563 2,1383 2,0389 1,9540 1,8627 1,7325 1,5360 1,2631 0,9210 0,5316 0,1346 -0,2210 -0,4980 -0,6896 -0,8193 -0,9280 -1,0554 -1,2170 -1,3878 -1,5121 -1,5298 -1,3977 -1,1057 -0,6847 -0,1911 0,3179 0,7968 1,2189 1,5851 1,9275 2,2958 2,7336 3,2631 3,8819 4,5614 5,2503 5,8910 6,4397 6,8820 7,2390 7,5586 7,8865 8,2332 8,5680 8,8437 9,0267 9,1134 9,1268 9,0994 9,0581 9,0259 9,0284 9,0827 9,1819 9,2998 9,4090 9,4913 9,5403 9,5632 9,5784 9,6061 9,6597 9,7434 9,8491 9,9508 10,0053 9,9658 9,8079 9,5505 9,2506 8,9755 8,7725 8,6502 8,5782 8,5077 8,3987 8,2337 8,0149 7,7530 7,4584 7,1410 6,8119 6,4811 6,1537 5,8274 5,4923 5,1366 4,7546 4,3504 3,9384 3,5387 3,1644 2,8111 2,4642 2,1139 1,7621 1,4199 1,1025 0,8241 0,5986 0,4359 0,3371 0,2938 0,2921 0,3145 0,3426 0,3629 0,3699 0,3662 0,3647 0,3881 0,4593 0,5873 0,7593 0,9413 1,0867 1,1529 1,1200 1,0028 0,8490 0,7215 0,6695 0,7046 0,7933 0,8702 0,8685 0,7482 0,5107 0,1962 -0,1325 -0,4179 -0,6328 -0,7820 -0,8825 -0,9450 -0,9715 -0,9623 -0,9179 -0,8349 -0,7067 -0,5283 -0,2988 -0,0225 0,2879 0,6091 0,9114 1,1634 1,3306 1,3821 1,3111 1,1515 0,9702 0,8360 0,7851 0,8152 0,9007 1,0024 1,0810 1,1233 1,1561 1,2280 1,3713 1,5803 1,8180 2,0384 2,2037 2,2973 2,3348 2,3576 2,4097 2,5150 2,6699 2,8538 3,0478 3,2373 3,4029 3,5224 3,5852 3,5984 3,5832 3,5714 3,6007 3,6963 3,8530 4,0346 4,1927 4,2936 4,3324 4,3290 4,3197 4,3489 4,4523 4,6312 4,8441 5,0302 5,1387 5,1406 5,0324 4,8382 4,5999 4,3564 4,1332 3,9473 3,8117 3,7309 3,6961 3,6904 3,6980 3,7113 3,7332 3,7772 3,8599 3,9887 4,1436 4,2765 4,3373 4,3028 4,1813 3,9998 3,7913 3,5940 3,4515 3,4016 3,4601 3,6122 3,8159 4,0202 4,1896 4,3167 4,4194 4,5298 4,6797 4,8839 5,1307 5,3881 5,6173 5,7857 5,8756 5,8894 5,8454 5,7660 5,6665 5,5546 5,4321 5,2975 5,1505 4,9992 4,8645 4,7741 4,7518 4,8088 4,9356 5,1019 5,2720 5,4231 5,5447 5,6264 5,6565 5,6329 5,5677 5,4788 5,3796 5,2728 5,1476 4,9814 4,7563 4,4734 4,1548 3,8386 3,5712 3,3915 3,3162 3,3415 3,4561 3,6444 3,8805 4,1318 4,3749 4,6077 4,8460 5,1107 5,4148 5,7535 6,1010 6,4202 6,6799 6,8657 6,9784 7,0254 7,0187 6,9787 6,9303 6,8883 6,8497 6,7982 6,7150 6,5895 6,4323 6,2789 6,1748 6,1579 6,2463 6,4276 6,6565 6,8779 7,0523 7,1557 7,1723 7,1034 6,9777 6,8404 6,7280 6,6472 6,5753 6,4801 6,3365 6,1362 5,8937 5,6412 5,4139 5,2396 5,1347 5,0987 5,1076 5,1175 5,0816 4,9750 4,8146 4,6591 4,5819 4,6287 4,7930 5,0299 5,2892 5,5283 5,7023 5,7664 5,7006 5,5285 5,3090 5,1104 4,9805 4,9307 4,9441 4,9940 5,0585 5,1250 5,1890 5,2519 5,3200 5,4047 5,5232 5,6890 5,8980 6,1240 6,3337 6,5022 6,6196 6,6892 6,7272 6,7592 6,8090 6,8859 6,9796 7,0672 7,1236 7,1271 7,0598 6,9173 6,7193 6,4986 6,2740 6,0392 5,7721 5,4504 5,0633 4,6122 4,1063 3,5625 3,0086 2,4805 2,0134 1,6317 1,3456 1,1497 1,0287 0,9685 0,9686 1,0409 1,1980 1,4439 1,7677 2,1405 2,5214 2,8714 3,1668 3,4083 3,6178 3,8191 4,0167 4,1918 4,3180 4,3813 4,3829 4,3346 4,2583 4,1795 4,1122 4,0565 4,0118 3,9867 3,9962 4,0497 4,1444 4,2689 4,4045 4,5264 4,6138 4,6611 4,6791 4,6876 4,7047 4,7372 4,7751 4,7947 4,7650 4,6579 4,4621 4,1922 3,8825 3,5693 3,2790 3,0259 2,8120 2,6302 2,4738 2,3463 2,2607 2,2296 2,2545 2,3218 2,4058 2,4764 2,5082 2,4811 2,3741 2,1706 1,8699 1,4848 1,0309 0,5276 0,0035 -0,5118 -0,9995 -1,4522 -1,8725 -2,2689 -2,6470 -3,0035 -3,3279 -3,6044 -3,8237 -3,9952 -4,1455 -4,3031 -4,4835 -4,6862 -4,9011 -5,1153 -5,3165 -5,4950 -5,6483 -5,7843 -5,9129 -6,0323 -6,1325 -6,2169 -6,3093 -6,4331 -6,5861 -6,7366 -6,8446 -6,8896 -6,8852 -6,8709 -6,8854 -6,9416 -7,0206 -7,0803 -7,0711 -6,9515 -6,7049 -6,3487 -5,9261 -5,4888 -5,0867 -4,7571 -4,5074 -4,3161 -4,1620 -4,0440 -3,9734 -3,9573 -3,9914 -4,0650 -4,1673 -4,2841
