Fp1   0,7648 0,9836 1,1679 1,2809 1,3095 1,2629 1,1580 1,0041 0,7891 0,4925 0,1214 -0,2820 -0,6704 -1,0084 -1,2584 -1,3737 -1,3266 -1,1439 -0,9049 -0,7095 -0,6402 -0,7233 -0,9037 -1,0719 -1,1222 -0,9951 -0,7026 -0,3371 -0,0283 0,1374 0,1709 0,1648 0,2255 0,3949 0,6187 0,7925 0,8471 0,7883 0,6650 0,5156 0,3527 0,1819 0,0258 -0,0806 -0,1202 -0,1096 -0,0844 -0,0903 -0,1755 -0,3528 -0,5626 -0,7105 -0,7518 -0,7119 -0,6310 -0,5269 -0,4044 -0,2707 -0,1350 -0,0079 0,0925 0,1343 0,0771 -0,1125 -0,4438 -0,8849 -1,3527 -1,7338 -1,9295 -1,8968 -1,6608 -1,2977 -0,9092 -0,5953 -0,4160 -0,3662 -0,3980 -0,4713 -0,5758 -0,7083 -0,8492 -0,9706 -1,0619 -1,1386 -1,2272 -1,3411 -1,4677 -1,5853 -1,6912 -1,8096 -1,9715 -2,1768 -2,3764 -2,5078 -2,5415 -2,4826 -2,3480 -2,1610 -1,9546 -1,7590 -1,5790 -1,3863 -1,1402 -0,8322 -0,5235 -0,3273 -0,3335 -0,5410 -0,8515 -1,1235 -1,2519 -1,2283 -1,1427 -1,1225 -1,2484 -1,5114 -1,8484 -2,2161 -2,6201 -3,0899 -3,6449 -4,2674 -4,8902 -5,4248 -5,8104 -6,0378 -6,1470 -6,2095 -6,2942 -6,4303 -6,5887 -6,6976 -6,6964 -6,5874 -6,4265 -6,2651 -6,1059 -5,9096 -5,6408 -5,3140 -5,0018 -4,8020 -4,7787 -4,9040 -5,0504 -5,0505 -4,7673 -4,1399 -3,2015 -2,0636 -0,8665 0,2700 1,2627 2,0535 2,6115 2,9561 3,1633 3,3188 3,4580 3,5605 3,5916 3,5301 3,3712 3,1327 2,8702 2,6835 2,6815 2,9292 3,4259 4,1249 4,9554 5,8296 6,6535 7,3554 7,9060 8,2967 8,4935 8,4300 8,0581 7,3973 6,5420 5,6374 4,8437 4,2923 4,0422 4,0623 4,2600 4,5353 4,8225 5,0978 5,3599 5,6016 5,7981 5,9207 5,9549 5,8972 5,7479 5,5212 5,2604 5,0329 4,8989 4,8661 4,8723 4,8269 4,6749 4,4238 4,1256 3,8400 3,6143 3,4793 3,4394 3,4676 3,5269 3,5945 3,6537 3,6802 3,6553 3,5935 3,5462 3,5635 3,6502 3,7573 3,8155 3,7839 3,6720 3,5110 3,3129 3,0658 2,7596 2,4109 2,0756 1,8384 1,7657 1,8587 2,0595 2,3082 2,5821 2,8706 3,1192 3,2203 3,0761 2,6730 2,0962 1,4892 0,9980 0,7179 0,6642 0,7852 1,0039 1,2664 1,5633 1,8989 2,2391 2,4997 2,5834 2,4177 1,9824 1,3367 0,6112 -0,0524 -0,5658 -0,9060 -1,0776 -1,0845 -0,9346 -0,6585 -0,3242 -0,0254 0,1570 0,1848 0,0529 -0,2382 -0,6745 -1,1877 -1,6407 -1,8774 -1,8038 -1,4318 -0,8599 -0,2338 0,2936 0,6071 0,6598 0,4609 0,0474 -0,5187 -1,1330 -1,6666 -2,0307 -2,2336 -2,3648 -2,5164 -2,7194 -2,9423 -3,1311 -3,2401 -3,2406 -3,1257 -2,9211 -2,6766 -2,4251 -2,1623 -1,8839 -1,6253 -1,4384 -1,3392 -1,2974 -1,2734 -1,2524 -1,2549 -1,3344 -1,5645 -2,0002 -2,6238 -3,3197 -3,9118 -4,2527 -4,2913 -4,0585 -3,6119 -3,0100 -2,3172 -1,6132 -0,9944 -0,5575 -0,3691 -0,4478 -0,7645 -1,2538 -1,8343 -2,4262 -2,9584 -3,3648 -3,5821 -3,5635 -3,2986 -2,8254 -2,2234 -1,5996 -1,0691 -0,7262 -0,6228 -0,7595 -1,0816 -1,4963 -1,9170 -2,2931 -2,6025 -2,8209 -2,9033 -2,8188 -2,6060 -2,3746 -2,2376 -2,2396 -2,3433 -2,4778 -2,5825 -2,6123 -2,5444 -2,4053 -2,2701 -2,2151 -2,2743 -2,4316 -2,6314 -2,8042 -2,8974 -2,8896 -2,7846 -2,5994 -2,3558 -2,0802 -1,8099 -1,5913 -1,4645 -1,4530 -1,5660 -1,7920 -2,0850 -2,3804 -2,6349 -2,8436 -3,0166 -3,1496 -3,2128 -3,1605 -2,9469 -2,5510 -2,0095 -1,4176 -0,8901 -0,5199 -0,3412 -0,3099 -0,3297 -0,3247 -0,2996 -0,3261 -0,4662 -0,7114 -0,9889 -1,2122 -1,3305 -1,3445 -1,2952 -1,2493 -1,2659 -1,3469 -1,4316 -1,4543 -1,3992 -1,3023 -1,2144 -1,1665 -1,1613 -1,1780 -1,1823 -1,1417 -1,0461 -0,9173 -0,8019 -0,7530 -0,8037 -0,9454 -1,1358 -1,3240 -1,4640 -1,5251 -1,5075 -1,4405 -1,3589 -1,2854 -1,2322 -1,2043 -1,1915 -1,1624 -1,0800 -0,9338 -0,7516 -0,5695 -0,3901 -0,1816 0,0881 0,4208 0,7768 1,0912 1,3009 1,3438 1,1573 0,7284 0,1503 -0,4074 -0,7954 -0,9583 -0,9460 -0,8795 -0,8893 -1,0478 -1,3395 -1,6935 -2,0300 -2,2753 -2,3629 -2,2567 -1,9714 -1,5525 -1,0485 -0,5150 -0,0280 0,3221 0,4545 0,3308 -0,0235 -0,5263 -1,0600 -1,5045 -1,7791 -1,8624 -1,7776 -1,5752 -1,3217 -1,0795 -0,8780 -0,7117 -0,5696 -0,4498 -0,3445 -0,2352 -0,1052 0,0465 0,1993 0,3111 0,3178 0,1414 -0,2810 -0,9622 -1,8518 -2,8449 -3,8141 -4,6550 -5,3115 -5,7673 -6,0324 -6,1443 -6,1677 -6,1724 -6,1929 -6,2184 -6,2265 -6,2037 -6,1328 -5,9911 -5,7719 -5,4900 -5,1674 -4,8241 -4,4795 -4,1429 -3,8014 -3,4335 -3,0411 -2,6721 -2,4103 -2,3216 -2,3853 -2,4863 -2,4862 -2,3030 -1,9474 -1,5097 -1,1021 -0,7880 -0,5625 -0,3953 -0,2714 -0,1776 -0,0789 0,0626 0,2465 0,4203 0,5099 0,4643 0,2857 0,0274 -0,2425 -0,4827 -0,6863 -0,8616 -1,0040 -1,0885 -1,1010 -1,0647 -1,0148 -0,9655 -0,9193 -0,8863 -0,8732 -0,8709 -0,8717 -0,8976 -1,0025 -1,2411 -1,6227 -2,0952 -2,5818 -3,0276 -3,4070 -3,7117 -3,9460 -4,1184 -4,2284 -4,2662 -4,2271 -4,1280 -4,0065 -3,8992 -3,8272 -3,8136 -3,8947 -4,0912 -4,3782 -4,6956 -4,9889 -5,2383 -5,4620 -5,7081 -6,0355 -6,4723 -6,9707 -7,4175 -7,7083 -7,8028 -7,7233 -7,5308 -7,2829 -6,9918 -6,6412 -6,2400 -5,8360
Fz    2,2583 1,9790 1,6415 1,3048 1,0242 0,8409 0,7626 0,7558 0,7551 0,6934 0,5398 0,3142 0,0687 -0,1391 -0,2620 -0,2792 -0,2088 -0,0982 0,0050 0,0654 0,0537 -0,0472 -0,2148 -0,3824 -0,4794 -0,4797 -0,4127 -0,3366 -0,3026 -0,3320 -0,4131 -0,5189 -0,6236 -0,7008 -0,7109 -0,6082 -0,3758 -0,0620 0,2255 0,3721 0,3169 0,0813 -0,2435 -0,5442 -0,7394 -0,8111 -0,8077 -0,8194 -0,9318 -1,1732 -1,4936 -1,7966 -2,0006 -2,0751 -2,0352 -1,9153 -1,7477 -1,5543 -1,3534 -1,1681 -1,0213 -0,9247 -0,8748 -0,8600 -0,8681 -0,8917 -0,9332 -1,0089 -1,1452 -1,3620 -1,6545 -1,9904 -2,3254 -2,6187 -2,8306 -2,9177 -2,8517 -2,6552 -2,4130 -2,2362 -2,2030 -2,3151 -2,4985 -2,6478 -2,6837 -2,5872 -2,3995 -2,2007 -2,0771 -2,0856 -2,2292 -2,4581 -2,6948 -2,8733 -2,9657 -2,9801 -2,9477 -2,9041 -2,8700 -2,8423 -2,7987 -2,7064 -2,5358 -2,2809 -1,9764 -1,6919 -1,5063 -1,4796 -1,6332 -1,9392 -2,3334 -2,7518 -3,1537 -3,5145 -3,8089 -4,0069 -4,0912 -4,0813 -4,0402 -4,0520 -4,1869 -4,4733 -4,8847 -5,3521 -5,8001 -6,1845 -6,5105 -6,8229 -7,1728 -7,5828 -8,0409 -8,5184 -8,9814 -9,3869 -9,6879 -9,8487 -9,8489 -9,6829 -9,3686 -8,9414 -8,4237 -7,8033 -7,0499 -6,1507 -5,1330 -4,0565 -2,9890 -1,9909 -1,1149 -0,4052 0,1096 0,4216 0,5456 0,5132 0,3641 0,1442 -0,0934 -0,2965 -0,4307 -0,4824 -0,4435 -0,2974 -0,0230 0,3888 0,9231 1,5471 2,2194 2,8938 3,5271 4,0902 4,5704 4,9679 5,2895 5,5411 5,7289 5,8621 5,9446 5,9653 5,9029 5,7401 5,4783 5,1504 4,8208 4,5594 4,4091 4,3721 4,4128 4,4679 4,4690 4,3752 4,1914 3,9573 3,7250 3,5455 3,4628 3,5026 3,6595 3,8943 4,1519 4,3858 4,5711 4,7032 4,7897 4,8428 4,8720 4,8754 4,8331 4,7095 4,4687 4,0944 3,6019 3,0372 2,4678 1,9704 1,6086 1,4041 1,3293 1,3346 1,3749 1,4100 1,4031 1,3370 1,2283 1,1168 1,0428 1,0214 1,0270 1,0037 0,8941 0,6660 0,3281 -0,0638 -0,4244 -0,6773 -0,7865 -0,7612 -0,6384 -0,4659 -0,2901 -0,1448 -0,0377 0,0488 0,1372 0,2332 0,3213 0,3734 0,3581 0,2444 0,0123 -0,3335 -0,7535 -1,1751 -1,5111 -1,6861 -1,6610 -1,4558 -1,1506 -0,8518 -0,6463 -0,5828 -0,6729 -0,8948 -1,2008 -1,5343 -1,8464 -2,1007 -2,2780 -2,3799 -2,4199 -2,4090 -2,3526 -2,2634 -2,1664 -2,0902 -2,0555 -2,0704 -2,1310 -2,2236 -2,3316 -2,4477 -2,5799 -2,7424 -2,9331 -3,1274 -3,2946 -3,4173 -3,4943 -3,5351 -3,5567 -3,5824 -3,6308 -3,7006 -3,7747 -3,8415 -3,9033 -3,9654 -4,0321 -4,1106 -4,2087 -4,3239 -4,4366 -4,5121 -4,5115 -4,4131 -4,2298 -4,0057 -3,7977 -3,6561 -3,6090 -3,6516 -3,7485 -3,8575 -3,9482 -3,9976 -3,9800 -3,8789 -3,7125 -3,5396 -3,4306 -3,4359 -3,5742 -3,8325 -4,1659 -4,5070 -4,7835 -4,9380 -4,9454 -4,8189 -4,5987 -4,3397 -4,1018 -3,9312 -3,8405 -3,8099 -3,8128 -3,8369 -3,8822 -3,9496 -4,0380 -4,1411 -4,2451 -4,3341 -4,3931 -4,4021 -4,3355 -4,1786 -3,9502 -3,7101 -3,5371 -3,4873 -3,5730 -3,7755 -4,0603 -4,3784 -4,6710 -4,8892 -5,0134 -5,0581 -5,0568 -5,0435 -5,0450 -5,0769 -5,1341 -5,1924 -5,2256 -5,2193 -5,1838 -5,1638 -5,2176 -5,3694 -5,5845 -5,7986 -5,9612 -6,0458 -6,0386 -5,9327 -5,7338 -5,4718 -5,2037 -4,9959 -4,8941 -4,9053 -4,9961 -5,1080 -5,1924 -5,2395 -5,2699 -5,3055 -5,3592 -5,4385 -5,5432 -5,6605 -5,7699 -5,8533 -5,8992 -5,9007 -5,8470 -5,7312 -5,5712 -5,4155 -5,3195 -5,3142 -5,3921 -5,5210 -5,6675 -5,8144 -5,9683 -6,1500 -6,3673 -6,5913 -6,7637 -6,8286 -6,7599 -6,5607 -6,2440 -5,8233 -5,3266 -4,8123 -4,3647 -4,0714 -3,9856 -4,0904 -4,3080 -4,5566 -4,7902 -4,9971 -5,1824 -5,3553 -5,5239 -5,6903 -5,8389 -5,9316 -5,9261 -5,8024 -5,5707 -5,2602 -4,9041 -4,5405 -4,2270 -4,0404 -4,0409 -4,2229 -4,5059 -4,7741 -4,9290 -4,9238 -4,7683 -4,5082 -4,2052 -3,9294 -3,7414 -3,6639 -3,6776 -3,7469 -3,8417 -3,9394 -4,0258 -4,1071 -4,2176 -4,4071 -4,7082 -5,1055 -5,5348 -5,9133 -6,1718 -6,2688 -6,1931 -5,9644 -5,6275 -5,2392 -4,8548 -4,5194 -4,2596 -4,0814 -3,9747 -3,9188 -3,8865 -3,8546 -3,8094 -3,7450 -3,6603 -3,5579 -3,4400 -3,3020 -3,1323 -2,9311 -2,7331 -2,6140 -2,6670 -2,9566 -3,4746 -4,1388 -4,8324 -5,4582 -5,9683 -6,3595 -6,6554 -6,8924 -7,1118 -7,3519 -7,6410 -7,9853 -8,3623 -8,7335 -9,0701 -9,3720 -9,6606 -9,9526 -10,2489 -10,5390 -10,7997 -10,9882 -11,0534 -10,9541 -10,6695 -10,2067 -9,6031 -8,9181 -8,2140 -7,5419 -6,9411 -6,4367 -6,0303 -5,6997 -5,4183 -5,1711 -4,9532 -4,7561 -4,5623 -4,3606 -4,1651 -4,0090 -3,9161 -3,8868 -3,9092 -3,9701 -4,0554 -4,1489 -4,2347 -4,3005 -4,3319 -4,3040 -4,1832 -3,9388 -3,5598 -3,0784 -2,5725 -2,1324 -1,8251 -1,6865 -1,7278 -1,9465 -2,3309 -2,8542 -3,4686 -4,1202 -4,7735 -5,4197 -6,0668 -6,7242 -7,3852 -8,0111 -8,5405 -8,9170 -9,1198 -9,1856 -9,1944 -9,2236 -9,3163 -9,4826 -9,7040 -9,9344 -10,1156 -10,2051 -10,1994 -10,1345 -10,0590 -10,0077 -10,0073 -10,0915 -10,2833 -10,5637 -10,8732 -11,1440 -11,3279 -11,4096 -11,4084 -11,3716 -11,3557 -11,4060 -11,5449 -11,7727 -12,0654 -12,3770 -12,6578 -12,8719 -12,9958 -13,0205 -12,9624 -12,8614
F3    1,2712 1,0523 0,7925 0,5300 0,3045 0,1405 0,0404 -0,0098 -0,0349 -0,0593 -0,0904 -0,1131 -0,1024 -0,0387 0,0801 0,2267 0,3458 0,3846 0,3260 0,1847 -0,0198 -0,2693 -0,5265 -0,7331 -0,8497 -0,8829 -0,8627 -0,8079 -0,7175 -0,5876 -0,4328 -0,2912 -0,2036 -0,1792 -0,1803 -0,1448 -0,0297 0,1588 0,3633 0,5078 0,5449 0,4838 0,3742 0,2646 0,1770 0,1106 0,0499 -0,0316 -0,1619 -0,3535 -0,5896 -0,8293 -1,0348 -1,1909 -1,2968 -1,3447 -1,3150 -1,1959 -1,0096 -0,8117 -0,6607 -0,5871 -0,5847 -0,6209 -0,6525 -0,6452 -0,5956 -0,5433 -0,5551 -0,6854 -0,9472 -1,3142 -1,7408 -2,1758 -2,5649 -2,8479 -2,9739 -2,9346 -2,7791 -2,5894 -2,4409 -2,3684 -2,3540 -2,3498 -2,3134 -2,2224 -2,0748 -1,8931 -1,7170 -1,5793 -1,4935 -1,4578 -1,4653 -1,5114 -1,5959 -1,7201 -1,8855 -2,0893 -2,3153 -2,5302 -2,6924 -2,7641 -2,7187 -2,5478 -2,2730 -1,9458 -1,6348 -1,4134 -1,3447 -1,4609 -1,7555 -2,1884 -2,6924 -3,1870 -3,6014 -3,8902 -4,0386 -4,0623 -4,0024 -3,9155 -3,8657 -3,9112 -4,0830 -4,3792 -4,7745 -5,2310 -5,7089 -6,1810 -6,6342 -7,0612 -7,4617 -7,8488 -8,2338 -8,6033 -8,9211 -9,1479 -9,2433 -9,1659 -8,8903 -8,4162 -7,7498 -6,8946 -5,8659 -4,7072 -3,4945 -2,3193 -1,2607 -0,3725 0,3126 0,7807 1,0398 1,1200 1,0685 0,9340 0,7502 0,5343 0,3090 0,1202 0,0184 0,0281 0,1485 0,3794 0,7315 1,2152 1,8256 2,5340 3,2811 3,9796 4,5432 4,9305 5,1625 5,2950 5,3757 5,4282 5,4649 5,5007 5,5469 5,6057 5,6698 5,7212 5,7349 5,6958 5,6074 5,4822 5,3323 5,1750 5,0287 4,8890 4,7226 4,5014 4,2385 3,9815 3,7785 3,6584 3,6350 3,7136 3,8835 4,1104 4,3445 4,5376 4,6616 4,7198 4,7407 4,7521 4,7638 4,7679 4,7431 4,6622 4,5064 4,2712 3,9599 3,5735 3,1169 2,6131 2,1072 1,6542 1,3010 1,0718 0,9597 0,9271 0,9223 0,9057 0,8647 0,8068 0,7460 0,6908 0,6366 0,5666 0,4624 0,3138 0,1228 -0,0936 -0,3053 -0,4790 -0,5912 -0,6337 -0,6160 -0,5610 -0,4901 -0,4052 -0,2841 -0,1003 0,1389 0,3791 0,5480 0,5942 0,4971 0,2553 -0,1180 -0,5901 -1,1088 -1,6135 -2,0440 -2,3394 -2,4434 -2,3257 -2,0040 -1,5470 -1,0548 -0,6315 -0,3621 -0,2955 -0,4382 -0,7610 -1,2107 -1,7138 -2,1831 -2,5349 -2,7076 -2,6740 -2,4501 -2,0965 -1,7024 -1,3608 -1,1467 -1,1039 -1,2360 -1,5092 -1,8645 -2,2344 -2,5603 -2,8110 -2,9852 -3,0996 -3,1725 -3,2118 -3,2191 -3,2023 -3,1768 -3,1571 -3,1448 -3,1270 -3,0976 -3,0795 -3,1121 -3,2219 -3,4136 -3,6793 -3,9996 -4,3367 -4,6353 -4,8345 -4,8794 -4,7404 -4,4367 -4,0397 -3,6518 -3,3707 -3,2492 -3,2708 -3,3636 -3,4471 -3,4669 -3,3976 -3,2371 -3,0077 -2,7571 -2,5493 -2,4444 -2,4862 -2,7021 -3,0996 -3,6500 -4,2727 -4,8453 -5,2410 -5,3745 -5,2288 -4,8533 -4,3398 -3,7928 -3,3029 -2,9276 -2,6906 -2,5983 -2,6523 -2,8407 -3,1251 -3,4452 -3,7386 -3,9585 -4,0816 -4,1045 -4,0387 -3,9050 -3,7244 -3,5142 -3,3017 -3,1287 -3,0365 -3,0473 -3,1605 -3,3557 -3,5941 -3,8250 -4,0060 -4,1214 -4,1798 -4,1999 -4,1981 -4,1835 -4,1587 -4,1241 -4,0828 -4,0402 -4,0023 -3,9823 -4,0077 -4,1069 -4,2803 -4,4901 -4,6860 -4,8351 -4,9235 -4,9427 -4,8840 -4,7395 -4,5109 -4,2177 -3,8977 -3,6019 -3,3799 -3,2546 -3,2117 -3,2286 -3,3063 -3,4562 -3,6679 -3,9089 -4,1495 -4,3694 -4,5483 -4,6689 -4,7327 -4,7629 -4,7809 -4,7756 -4,7086 -4,5536 -4,3245 -4,0718 -3,8617 -3,7484 -3,7563 -3,8826 -4,1104 -4,4172 -4,7804 -5,1749 -5,5580 -5,8615 -6,0133 -5,9740 -5,7489 -5,3693 -4,8749 -4,3144 -3,7517 -3,2588 -2,8946 -2,6802 -2,5947 -2,6053 -2,6961 -2,8618 -3,0863 -3,3376 -3,5822 -3,8037 -4,0015 -4,1655 -4,2588 -4,2347 -4,0711 -3,7828 -3,4107 -3,0054 -2,6183 -2,3084 -2,1410 -2,1623 -2,3699 -2,7158 -3,1308 -3,5407 -3,8703 -4,0511 -4,0423 -3,8525 -3,5386 -3,1719 -2,8041 -2,4691 -2,2025 -2,0415 -2,0024 -2,0664 -2,1943 -2,3562 -2,5508 -2,7942 -3,0860 -3,3917 -3,6584 -3,8410 -3,9144 -3,8777 -3,7550 -3,5855 -3,4077 -3,2449 -3,0958 -2,9453 -2,7883 -2,6422 -2,5328 -2,4649 -2,4128 -2,3435 -2,2442 -2,1269 -2,0127 -1,9107 -1,8103 -1,6917 -1,5426 -1,3780 -1,2541 -1,2574 -1,4599 -1,8769 -2,4616 -3,1276 -3,7798 -4,3401 -4,7615 -5,0313 -5,1755 -5,2562 -5,3514 -5,5182 -5,7684 -6,0766 -6,4119 -6,7586 -7,1153 -7,4858 -7,8663 -8,2405 -8,5880 -8,8885 -9,1173 -9,2455 -9,2468 -9,1030 -8,8050 -8,3527 -7,7591 -7,0578 -6,3073 -5,5850 -4,9608 -4,4640 -4,0729 -3,7438 -3,4486 -3,1823 -2,9424 -2,7141 -2,4820 -2,2546 -2,0704 -1,9758 -1,9948 -2,1196 -2,3244 -2,5818 -2,8678 -3,1574 -3,4191 -3,6129 -3,6968 -3,6383 -3,4215 -3,0531 -2,5686 -2,0265 -1,4905 -1,0199 -0,6748 -0,5089 -0,5501 -0,7953 -1,2234 -1,8078 -2,5204 -3,3292 -4,1927 -5,0604 -5,8865 -6,6334 -7,2617 -7,7334 -8,0317 -8,1744 -8,2148 -8,2194 -8,2346 -8,2776 -8,3481 -8,4360 -8,5253 -8,6028 -8,6614 -8,6992 -8,7226 -8,7418 -8,7578 -8,7722 -8,8086 -8,9004 -9,0555 -9,2475 -9,4324 -9,5638 -9,6013 -9,5268 -9,3602 -9,1609 -9,0061 -8,9635 -9,0754 -9,3415 -9,7125 -10,1154 -10,4875 -10,7908 -11,0073 -11,1292 -11,1578
F7    0,7518 0,4857 0,2130 -0,0365 -0,2236 -0,3107 -0,2805 -0,1534 0,0100 0,1336 0,1616 0,0751 -0,0999 -0,2898 -0,4020 -0,3770 -0,2161 0,0246 0,2597 0,4059 0,4069 0,2471 -0,0471 -0,4243 -0,8266 -1,1950 -1,4758 -1,6298 -1,6331 -1,4740 -1,1538 -0,6897 -0,1275 0,4402 0,8947 1,1585 1,2371 1,1915 1,0737 0,8920 0,6354 0,3300 0,0686 -0,0267 0,1012 0,3715 0,5990 0,6151 0,3694 -0,0601 -0,5320 -0,9268 -1,1942 -1,3496 -1,4365 -1,4807 -1,4599 -1,3160 -0,9996 -0,5087 0,1051 0,7595 1,3612 1,8081 2,0054 1,9145 1,5911 1,1561 0,7165 0,3100 -0,0806 -0,4788 -0,8934 -1,3257 -1,7702 -2,2036 -2,5851 -2,8698 -3,0202 -3,0135 -2,8430 -2,5169 -2,0664 -1,5560 -1,0650 -0,6522 -0,3511 -0,1893 -0,1796 -0,2924 -0,4616 -0,6244 -0,7531 -0,8550 -0,9539 -1,0714 -1,2184 -1,3893 -1,5563 -1,6782 -1,7267 -1,6988 -1,6048 -1,4575 -1,2778 -1,0916 -0,9237 -0,8077 -0,7858 -0,8763 -1,0499 -1,2592 -1,4811 -1,7093 -1,9156 -2,0416 -2,0424 -1,9487 -1,8772 -1,9695 -2,3176 -2,9191 -3,6761 -4,4366 -5,0572 -5,4514 -5,6039 -5,5544 -5,3771 -5,1699 -5,0322 -5,0235 -5,1383 -5,3274 -5,5413 -5,7490 -5,9156 -5,9811 -5,8902 -5,6421 -5,2970 -4,9364 -4,6117 -4,3175 -4,0124 -3,6597 -3,2327 -2,7034 -2,0606 -1,3374 -0,6047 0,0620 0,6038 0,9927 1,2432 1,4096 1,5661 1,7743 2,0473 2,3497 2,6400 2,9027 3,1391 3,3500 3,5387 3,7185 3,9053 4,1083 4,3283 4,5676 4,8406 5,1659 5,5441 5,9475 6,3151 6,5604 6,6086 6,4455 6,1305 5,7584 5,4149 5,1701 5,0839 5,1849 5,4458 5,7972 6,1638 6,4772 6,6689 6,6879 6,5353 6,2647 5,9483 5,6507 5,4137 5,2456 5,1370 5,0878 5,1049 5,1857 5,3133 5,4497 5,5258 5,4608 5,2191 4,8524 4,4699 4,1622 3,9676 3,8893 3,9047 3,9562 3,9711 3,9072 3,7727 3,6081 3,4606 3,3721 3,3835 3,5333 3,8209 4,1772 4,5015 4,7183 4,7855 4,6788 4,3913 3,9429 3,3788 2,7595 2,1521 1,6219 1,2243 1,0000 0,9638 1,0918 1,3166 1,5470 1,7058 1,7627 1,7400 1,6840 1,6245 1,5521 1,4201 1,1784 0,8304 0,4476 0,1186 -0,0948 -0,1511 -0,0180 0,3053 0,7768 1,3351 1,9121 2,4201 2,7571 2,8415 2,6365 2,1527 1,4458 0,6152 -0,2163 -0,9342 -1,4496 -1,7085 -1,7102 -1,5167 -1,2242 -0,9205 -0,6656 -0,4887 -0,3908 -0,3620 -0,3980 -0,4800 -0,5530 -0,5513 -0,4501 -0,2925 -0,1801 -0,2295 -0,5151 -1,0324 -1,6960 -2,3628 -2,8769 -3,1274 -3,0827 -2,7850 -2,3263 -1,8204 -1,3683 -1,0326 -0,8429 -0,8107 -0,9292 -1,1660 -1,4596 -1,7287 -1,9062 -1,9709 -1,9430 -1,8607 -1,7695 -1,7223 -1,7615 -1,8827 -2,0243 -2,1040 -2,0660 -1,9040 -1,6508 -1,3500 -1,0417 -0,7712 -0,5854 -0,5079 -0,5362 -0,6631 -0,8898 -1,2126 -1,5979 -1,9687 -2,2239 -2,2818 -2,1214 -1,7914 -1,3775 -0,9641 -0,6220 -0,4000 -0,3063 -0,3157 -0,3980 -0,5230 -0,6417 -0,6985 -0,6704 -0,5826 -0,4836 -0,4113 -0,3817 -0,4056 -0,5038 -0,6952 -0,9713 -1,2725 -1,4895 -1,5166 -1,3212 -0,9619 -0,5427 -0,1455 0,2016 0,4978 0,7303 0,8679 0,8781 0,7445 0,4765 0,1133 -0,2847 -0,6604 -0,9915 -1,2952 -1,5817 -1,8118 -1,9134 -1,8343 -1,5757 -1,1903 -0,7541 -0,3324 0,0330 0,3073 0,4463 0,4151 0,2318 -0,0212 -0,2441 -0,3819 -0,4429 -0,4746 -0,5254 -0,6134 -0,7156 -0,7884 -0,8077 -0,7843 -0,7504 -0,7393 -0,7695 -0,8298 -0,8747 -0,8421 -0,6874 -0,4092 -0,0370 0,3909 0,8263 1,1959 1,4176 1,4462 1,3016 1,0526 0,7798 0,5446 0,3730 0,2577 0,1805 0,1398 0,1575 0,2577 0,4414 0,6780 0,9111 1,0749 1,1266 1,0794 1,0047 0,9881 1,0761 1,2529 1,4535 1,6018 1,6426 1,5450 1,3001 0,9313 0,4969 0,0707 -0,2838 -0,5212 -0,5989 -0,4667 -0,0985 0,4566 1,0766 1,6327 2,0477 2,3050 2,4340 2,4859 2,5018 2,4970 2,4741 2,4258 2,3300 2,1699 1,9597 1,7322 1,5044 1,2703 1,0210 0,7496 0,4471 0,1181 -0,2008 -0,4487 -0,5628 -0,5012 -0,2582 0,1371 0,6356 1,1848 1,7265 2,1831 2,4693 2,5253 2,3402 1,9558 1,4507 0,9183 0,4484 0,1138 -0,0450 -0,0306 0,1153 0,3279 0,5347 0,6806 0,7586 0,8105 0,8879 1,0125 1,1578 1,2621 1,2721 1,1860 1,0454 0,8831 0,6957 0,4722 0,2291 0,0062 -0,1752 -0,3523 -0,6136 -1,0352 -1,6170 -2,2805 -2,9263 -3,4867 -3,9251 -4,2128 -4,3305 -4,2880 -4,1308 -3,9239 -3,7296 -3,5920 -3,5236 -3,4939 -3,4347 -3,2704 -2,9517 -2,4716 -1,8691 -1,2205 -0,6081 -0,0867 0,3294 0,6550 0,9197 1,1672 1,4633 1,8753 2,4201 3,0206 3,5199 3,7600 3,6677 3,2859 2,7500 2,2284 1,8464 1,6401 1,5788 1,6172 1,7166 1,8365 1,9449 2,0450 2,1766 2,3866 2,6961 3,0757 3,4370 3,6561 3,6245 3,2923 2,6856 1,9023 1,0829 0,3580 -0,1949 -0,5589 -0,7618 -0,8558 -0,8884 -0,8791 -0,8345 -0,7827 -0,7809 -0,8858 -1,1059 -1,3833 -1,6225 -1,7354 -1,6763 -1,4662 -1,1855 -0,9381 -0,8219 -0,9096 -1,2199 -1,7015 -2,2628 -2,8160 -3,2963 -3,6614 -3,8907 -3,9910 -4,0029 -3,9875 -3,9884 -3,9985 -3,9761 -3,9002 -3,8083 -3,7651 -3,7949 -3,8574 -3,8769 -3,7790 -3,5299 -3,1637 -2,7717
