Fp1   -1,3609 -0,7518 -0,1752 0,2591 0,5437 0,7451 0,9249 1,1062 1,2901 1,4669 1,6267 1,7889 2,0086 2,3250 2,7058 3,0505 3,2408 3,1931 2,8907 2,3892 1,7953 1,2379 0,8344 0,6536 0,6887 0,8506 0,9977 1,0048 0,8306 0,5284 0,1979 -0,0736 -0,2381 -0,2819 -0,2072 -0,0336 0,1758 0,3034 0,2056 -0,2249 -0,9837 -1,9323 -2,8770 -3,6728 -4,2573 -4,6365 -4,8662 -5,0185 -5,1273 -5,1413 -4,9308 -4,3658 -3,4204 -2,2141 -0,9645 0,1028 0,8316 1,1617 1,1089 0,7389 0,1558 -0,5122 -1,1450 -1,6585 -2,0070 -2,1733 -2,1696 -2,0406 -1,8391 -1,5697 -1,1599 -0,5187 0,3671 1,3921 2,3767 3,1490 3,6057 3,7168 3,4911 2,9548 2,1761 1,3006 0,5326 0,0556 -0,0453 0,2095 0,7424 1,4564 2,2344 2,9417 3,4652 3,7653 3,8802 3,8723 3,7892 3,6729 3,5613 3,4677 3,3750 3,2478 3,0559 2,7948 2,4757 2,0954 1,6471 1,1711 0,7740 0,5852 0,6910 1,0775 1,6118 2,0910 2,3393 2,2805 1,9509 1,4673 0,9752 0,5946 0,3780 0,2957 0,2744 0,2692 0,2992 0,4118 0,6118 0,8165 0,8805 0,6907 0,2678 -0,2373 -0,6580 -0,9094 -0,9894 -0,9274 -0,7351 -0,4047 0,0465 0,5601 1,0739 1,5389 1,9088 2,1482 2,2463 2,2068 2,0389 1,7627 1,4221 1,0833 0,8206 0,7078 0,7970 1,0764 1,4643 1,8663 2,2395 2,5978 2,9583 3,2969 3,5646 3,7308 3,8070 3,8452 3,9070 4,0129 4,1203 4,1689 4,1565 4,1537 4,2356 4,4139 4,6440 4,8774 5,0856 5,2461 5,3232 5,2558 4,9675 4,4232 3,6891 2,9316 2,3467 2,0716 2,1418 2,4988 3,0168 3,5522 4,0150 4,4103 4,7991 5,2077 5,5775 5,7992 5,7928 5,5653 5,2030 4,8150 4,4740 4,1860 3,9048 3,5771 3,1792 2,7224 2,2352 1,7361 1,2314 0,7604 0,4254 0,3349 0,5169 0,9099 1,4132 1,9146 2,2976 2,4660 2,3656 1,9830 1,3520 0,5689 -0,2031 -0,7701 -1,0083 -0,9532 -0,7566 -0,5602 -0,4370 -0,4200 -0,5267 -0,7552 -1,0784 -1,4482 -1,8034 -2,0753 -2,1992 -2,1563 -2,0170 -1,9222 -2,0042 -2,3071 -2,7646 -3,2370 -3,5730 -3,6594 -3,4494 -2,9757 -2,3399 -1,6818 -1,1458 -0,8429 -0,8020 -0,9591 -1,2130 -1,4971 -1,8067 -2,1708 -2,5841 -2,9566 -3,1407 -3,0201 -2,5784 -1,8936 -1,0825 -0,2526 0,5130 1,1575 1,6608 2,0387 2,3136 2,4799 2,4965 2,3186 1,9410 1,4081 0,7934 0,1811 -0,3502 -0,7494 -1,0086 -1,1571 -1,2467 -1,3375 -1,4595 -1,5668 -1,5631 -1,3891 -1,0474 -0,5479 0,1037 0,8425 1,5238 1,9920 2,1424 1,9210 1,3131 0,3554 -0,8665 -2,2361 -3,6008 -4,7520 -5,4430 -5,4705 -4,7776 -3,5085 -1,9776 -0,5422 0,5634 1,2942 1,7155 1,8984 1,8895 1,7333 1,4796 1,1697 0,8430 0,5561 0,3633 0,2734 0,2518 0,2696 0,3225 0,3972 0,4421 0,3991 0,2674 0,1259 0,0817 0,1969 0,4573 0,7963 1,1503 1,5132 1,9352 2,4494 2,9980 3,4422 3,6376 3,4987 3,0179 2,2543 1,3186 0,3560 -0,4847 -1,0838 -1,3660 -1,3118 -0,9697 -0,4388 0,1719 0,7731 1,3088 1,7673 2,1643 2,4936 2,7034 2,7453 2,6493 2,5188 2,4431 2,4390 2,4688 2,4790 2,4101 2,2030 1,8283 1,3253 0,8026 0,3892 0,1769 0,1841 0,3433 0,5182 0,5634 0,4070 0,1063 -0,1611 -0,1885 0,1341 0,7500 1,4739 2,1003 2,4845 2,5516 2,2908 1,7786 1,1782 0,6625 0,3110 0,0827 -0,0955 -0,2176 -0,1871 0,0949 0,6504 1,4139 2,2628 3,0599 3,6995 4,1328 4,3403 4,2919 3,9695 3,4380 2,8682 2,4677 2,3707 2,5673 2,9260 3,2786 3,5023 3,5749 3,5936 3,7221 4,0700 4,6005 5,1630 5,6148 5,9068 6,0738 6,1842 6,3034 6,4670 6,6582 6,7963 6,7441 6,3670 5,6335 4,6590 3,6484 2,7931 2,1968 1,8800 1,8311 2,0272 2,4216 2,9407 3,4919 3,9830 4,3402 4,4862 4,3176 3,7609 2,8626 1,8031 0,8263 0,1633 -0,0252 0,3011 1,0464 2,0288 3,0602 3,9906 4,6973 5,0729 5,0587 4,6828 4,0507 3,2996 2,5637 1,9700 1,6281 1,5767 1,7298 1,9058 1,9392 1,7849 1,5441 1,4087 1,5674 2,1102 2,9605 3,9047 4,7185 5,2663 5,5133 5,5081 5,3554 5,1604 4,9684 4,7602 4,4979 4,1536 3,6982 3,1091 2,4071 1,6719 1,0140 0,5417 0,3435 0,4578 0,8394 1,3672 1,8853 2,2496 2,3869 2,3433 2,2604 2,2779 2,4440 2,7027 2,9460 3,0734 3,0317 2,8430 2,6131 2,4985 2,6291 3,0431 3,6864 4,4539 5,2128 5,8120 6,1279 6,1144 5,7960 5,2277 4,4855 3,6689 2,8739 2,1559 1,5227 0,9427 0,3773 -0,1594 -0,5723 -0,7262 -0,5153 0,0822 0,9681 1,9210 2,6685 3,0109 2,8973 2,4146 1,7337 1,0386 0,4358 -0,0973 -0,6650 -1,3430 -2,0958 -2,7822 -3,2378 -3,3580 -3,1211 -2,5636 -1,7529 -0,7757 0,2663 1,2744 2,1691 2,8862 3,3713 3,5955 3,5739 3,3602 3,0236 2,6395 2,2811 1,9936 1,7746 1,5936 1,4395 1,3561 1,4345 1,7537 2,3121 3,0008 3,6314 4,0069 3,9966 3,5757 2,8162 1,8485 0,8253 -0,1090 -0,8587 -1,4188 -1,8599 -2,2515 -2,5936 -2,8221 -2,8691 -2,7230 -2,4535 -2,1908 -2,0575 -2,0921 -2,2163 -2,2789 -2,1592 -1,8534 -1,4781 -1,1959 -1,1195 -1,2600 -1,5560 -1,9311 -2,3276 -2,7131 -3,0738 -3,4116
Fz    -0,8182 -0,6303 -0,4244 -0,2118 0,0143 0,2816 0,6252 1,0567 1,5375 1,9989 2,3962 2,7319 3,0290 3,2987 3,5341 3,7182 3,8291 3,8456 3,7619 3,5966 3,3806 3,1356 2,8637 2,5525 2,1832 1,7392 1,2111 0,5975 -0,0850 -0,7785 -1,3775 -1,7718 -1,9127 -1,8443 -1,6753 -1,5183 -1,4425 -1,4681 -1,5915 -1,8012 -2,0786 -2,4071 -2,7857 -3,2204 -3,6973 -4,1721 -4,5776 -4,8448 -4,9334 -4,8504 -4,6387 -4,3586 -4,0748 -3,8356 -3,6512 -3,4983 -3,3435 -3,1634 -2,9528 -2,7199 -2,4709 -2,2000 -1,9019 -1,5875 -1,2835 -1,0220 -0,8236 -0,6883 -0,5947 -0,4992 -0,3449 -0,0911 0,2607 0,6659 1,0579 1,3760 1,5870 1,6953 1,7391 1,7676 1,8164 1,8978 2,0010 2,0942 2,1355 2,0965 1,9795 1,8135 1,6356 1,4757 1,3503 1,2695 1,2472 1,2973 1,4213 1,6006 1,8014 1,9908 2,1488 2,2696 2,3607 2,4378 2,5125 2,5773 2,6026 2,5520 2,4018 2,1469 1,8026 1,4072 1,0143 0,6754 0,4210 0,2522 0,1523 0,1116 0,1362 0,2303 0,3748 0,5239 0,6233 0,6346 0,5484 0,3806 0,1606 -0,0795 -0,3039 -0,4734 -0,5609 -0,5698 -0,5340 -0,4969 -0,4842 -0,4905 -0,4910 -0,4649 -0,4054 -0,3161 -0,2105 -0,1122 -0,0502 -0,0433 -0,0793 -0,1139 -0,1004 -0,0202 0,1164 0,2883 0,4728 0,6431 0,7748 0,8627 0,9277 0,9970 1,0778 1,1550 1,2090 1,2279 1,2159 1,2006 1,2240 1,3182 1,4888 1,7203 1,9939 2,2963 2,6160 2,9347 3,2268 3,4652 3,6271 3,7099 3,7480 3,7988 3,9042 4,0696 4,2714 4,4688 4,6116 4,6589 4,5974 4,4409 4,2214 3,9816 3,7701 3,6360 3,6195 3,7350 3,9642 4,2643 4,5786 4,8458 5,0093 5,0262 4,8709 4,5394 4,0564 3,4748 2,8667 2,3100 1,8655 1,5531 1,3458 1,1926 1,0561 0,9330 0,8408 0,7846 0,7340 0,6318 0,4307 0,1308 -0,2138 -0,5290 -0,7680 -0,9360 -1,0750 -1,2333 -1,4441 -1,7165 -2,0377 -2,3884 -2,7604 -3,1523 -3,5509 -3,9373 -4,3128 -4,6978 -5,0984 -5,4848 -5,8097 -6,0437 -6,1879 -6,2546 -6,2524 -6,1883 -6,0756 -5,9292 -5,7546 -5,5484 -5,3177 -5,0892 -4,8954 -4,7557 -4,6695 -4,6149 -4,5563 -4,4647 -4,3383 -4,2027 -4,0917 -4,0192 -3,9609 -3,8642 -3,6796 -3,3893 -3,0220 -2,6529 -2,3809 -2,2767 -2,3375 -2,4941 -2,6522 -2,7266 -2,6600 -2,4406 -2,1085 -1,7349 -1,3817 -1,0677 -0,7740 -0,4828 -0,2126 -0,0176 0,0452 -0,0483 -0,2823 -0,6188 -1,0124 -1,4140 -1,7782 -2,0780 -2,3135 -2,5099 -2,7031 -2,9173 -3,1490 -3,3710 -3,5517 -3,6725 -3,7355 -3,7654 -3,7985 -3,8594 -3,9494 -4,0531 -4,1542 -4,2512 -4,3625 -4,5133 -4,7142 -4,9464 -5,1669 -5,3330 -5,4228 -5,4350 -5,3747 -5,2361 -4,9994 -4,6495 -4,1977 -3,6841 -3,1626 -2,6863 -2,2990 -2,0259 -1,8625 -1,7760 -1,7214 -1,6614 -1,5783 -1,4714 -1,3452 -1,2051 -1,0667 -0,9582 -0,9028 -0,8956 -0,9050 -0,8993 -0,8745 -0,8552 -0,8746 -0,9616 -1,1337 -1,3792 -1,6470 -1,8630 -1,9567 -1,8843 -1,6479 -1,3024 -0,9368 -0,6388 -0,4668 -0,4377 -0,5302 -0,6977 -0,8863 -1,0522 -1,1699 -1,2239 -1,1986 -1,0868 -0,9054 -0,6970 -0,5132 -0,3932 -0,3497 -0,3693 -0,4193 -0,4621 -0,4763 -0,4687 -0,4712 -0,5283 -0,6675 -0,8680 -1,0646 -1,1911 -1,2179 -1,1591 -1,0622 -0,9885 -0,9871 -1,0731 -1,2219 -1,3835 -1,5037 -1,5485 -1,5172 -1,4381 -1,3479 -1,2736 -1,2304 -1,2253 -1,2570 -1,3157 -1,3887 -1,4608 -1,5045 -1,4768 -1,3365 -1,0655 -0,6786 -0,2201 0,2472 0,6575 0,9605 1,1422 1,2312 1,2842 1,3644 1,5218 1,7684 2,0671 2,3517 2,5599 2,6620 2,6766 2,6636 2,6945 2,8246 3,0829 3,4710 3,9588 4,4752 4,9143 5,1774 5,2209 5,0634 4,7585 4,3724 3,9709 3,6034 3,2886 3,0103 2,7378 2,4600 2,2002 1,9972 1,8796 1,8519 1,8923 1,9604 2,0123 2,0174 1,9739 1,9177 1,9071 1,9759 2,0909 2,1665 2,1255 1,9407 1,6373 1,2712 0,8994 0,5617 0,2868 0,1054 0,0431 0,1004 0,2490 0,4503 0,6718 0,8932 1,1134 1,3516 1,6277 1,9301 2,2075 2,3931 2,4421 2,3561 2,1806 1,9807 1,8159 1,7282 1,7395 1,8544 2,0616 2,3286 2,5995 2,8064 2,8960 2,8531 2,7015 2,4819 2,2294 1,9672 1,7070 1,4519 1,2045 0,9707 0,7516 0,5372 0,3183 0,1064 -0,0635 -0,1541 -0,1504 -0,0761 0,0103 0,0504 0,0280 -0,0216 -0,0405 0,0183 0,1721 0,4095 0,7052 1,0313 1,3558 1,6443 1,8716 2,0320 2,1371 2,2064 2,2544 2,2831 2,2870 2,2682 2,2423 2,2272 2,2197 2,1893 2,0997 1,9356 1,7043 1,4296 1,1458 0,8806 0,6341 0,3848 0,1111 -0,1928 -0,5157 -0,8373 -1,1360 -1,3973 -1,6187 -1,8024 -1,9452 -2,0363 -2,0667 -2,0418 -1,9874 -1,9387 -1,9220 -1,9471 -2,0020 -2,0411 -1,9935 -1,8049 -1,4764 -1,0594 -0,6151 -0,1745 0,2736 0,7635 1,3154 1,9104 2,4861 2,9498 3,2140 3,2399 3,0556 2,7369 2,3746 2,0463 1,8000 1,6465 1,5659 1,5260 1,4905 1,4173 1,2637 1,0057 0,6596 0,2851 -0,0397 -0,2558 -0,3495 -0,3570 -0,3434 -0,3702 -0,4754 -0,6684 -0,9283 -1,2107 -1,4710 -1,6910 -1,8870 -2,0880 -2,3089 -2,5467 -2,7925 -3,0404 -3,2959 -3,5819 -3,9274 -4,3361 -4,7719 -5,1836 -5,5390 -5,8377 -6,1071 -6,3895 -6,7179
F3    -1,4763 -1,3524 -1,1905 -0,9857 -0,7524 -0,5076 -0,2418 0,0791 0,4727 0,9154 1,3662 1,7969 2,1965 2,5591 2,8753 3,1271 3,2863 3,3310 3,2676 3,1300 2,9519 2,7425 2,4858 2,1582 1,7456 1,2560 0,7200 0,1778 -0,3350 -0,7792 -1,0991 -1,2411 -1,2016 -1,0506 -0,8992 -0,8363 -0,8892 -1,0298 -1,2082 -1,3785 -1,5171 -1,6382 -1,7876 -2,0078 -2,3042 -2,6368 -2,9342 -3,1217 -3,1611 -3,0777 -2,9478 -2,8606 -2,8854 -3,0430 -3,2890 -3,5336 -3,6907 -3,7126 -3,5929 -3,3519 -3,0188 -2,6163 -2,1615 -1,6761 -1,1944 -0,7566 -0,3879 -0,0838 0,1784 0,4126 0,6122 0,7640 0,8644 0,9201 0,9422 0,9471 0,9600 1,0131 1,1371 1,3400 1,5922 1,8355 2,0071 2,0590 1,9680 1,7464 1,4464 1,1410 0,8904 0,7186 0,6146 0,5548 0,5272 0,5385 0,6030 0,7262 0,9002 1,1137 1,3563 1,6185 1,8929 2,1725 2,4457 2,6861 2,8436 2,8532 2,6580 2,2314 1,5977 0,8424 0,0923 -0,5327 -0,9612 -1,1776 -1,2073 -1,0978 -0,9062 -0,6889 -0,4903 -0,3379 -0,2456 -0,2193 -0,2610 -0,3670 -0,5205 -0,6844 -0,8073 -0,8447 -0,7894 -0,6871 -0,6138 -0,6266 -0,7246 -0,8513 -0,9427 -0,9774 -0,9763 -0,9664 -0,9651 -0,9851 -1,0315 -1,0924 -1,1322 -1,1004 -0,9557 -0,6906 -0,3339 0,0668 0,4584 0,7857 1,0045 1,1081 1,1327 1,1257 1,1075 1,0715 1,0143 0,9539 0,9231 0,9578 1,0803 1,2843 1,5381 1,8049 2,0601 2,2923 2,4947 2,6622 2,7948 2,8925 2,9473 2,9546 2,9352 2,9327 2,9924 3,1469 3,4072 3,7519 4,1245 4,4493 4,6562 4,6997 4,5706 4,2993 3,9534 3,6252 3,4025 3,3338 3,4107 3,5780 3,7611 3,8977 3,9549 3,9241 3,8045 3,5971 3,3114 2,9725 2,6223 2,3079 2,0628 1,8921 1,7798 1,7063 1,6569 1,6161 1,5550 1,4308 1,2064 0,8750 0,4724 0,0704 -0,2497 -0,4357 -0,4938 -0,4813 -0,4668 -0,4968 -0,5944 -0,7756 -1,0513 -1,4199 -1,8694 -2,3774 -2,9030 -3,4002 -3,8446 -4,2330 -4,5575 -4,7955 -4,9283 -4,9624 -4,9220 -4,8225 -4,6620 -4,4410 -4,1844 -3,9413 -3,7619 -3,6767 -3,6981 -3,8205 -4,0095 -4,2069 -4,3520 -4,3954 -4,3086 -4,0963 -3,7990 -3,4780 -3,1889 -2,9562 -2,7586 -2,5445 -2,2722 -1,9430 -1,6083 -1,3515 -1,2490 -1,3295 -1,5563 -1,8472 -2,1154 -2,2974 -2,3611 -2,3042 -2,1440 -1,9013 -1,5861 -1,1947 -0,7210 -0,1791 0,3775 0,8591 1,1754 1,2765 1,1683 0,8985 0,5384 0,1618 -0,1870 -0,5080 -0,8231 -1,1502 -1,5046 -1,9050 -2,3587 -2,8401 -3,2924 -3,6510 -3,8692 -3,9346 -3,8635 -3,6774 -3,3931 -3,0358 -2,6557 -2,3294 -2,1419 -2,1545 -2,3818 -2,7860 -3,2868 -3,7868 -4,2050 -4,4946 -4,6342 -4,6081 -4,3996 -4,0099 -3,4798 -2,8863 -2,3171 -1,8479 -1,5297 -1,3757 -1,3559 -1,4121 -1,4811 -1,5127 -1,4842 -1,3993 -1,2723 -1,1153 -0,9404 -0,7635 -0,5990 -0,4518 -0,3266 -0,2494 -0,2719 -0,4391 -0,7529 -1,1732 -1,6396 -2,0751 -2,3893 -2,5025 -2,3768 -2,0269 -1,5149 -0,9371 -0,4034 -0,0102 0,1889 0,1977 0,0643 -0,1461 -0,3744 -0,5754 -0,7134 -0,7570 -0,6835 -0,4952 -0,2332 0,0288 0,2130 0,2713 0,2011 0,0419 -0,1349 -0,2497 -0,2496 -0,1349 0,0380 0,1757 0,1934 0,0689 -0,1420 -0,3427 -0,4493 -0,4286 -0,3137 -0,1899 -0,1493 -0,2405 -0,4459 -0,6962 -0,9084 -1,0250 -1,0347 -0,9660 -0,8635 -0,7666 -0,6987 -0,6598 -0,6306 -0,5968 -0,5713 -0,5817 -0,6371 -0,7154 -0,7787 -0,7893 -0,7170 -0,5501 -0,3005 0,0018 0,3273 0,6644 1,0174 1,3853 1,7512 2,0906 2,3817 2,6132 2,7868 2,9101 2,9932 3,0554 3,1207 3,2002 3,2924 3,4011 3,5404 3,7164 3,9025 4,0303 4,0213 3,8392 3,5145 3,1309 2,7910 2,5781 2,5231 2,5904 2,6891 2,7189 2,6278 2,4351 2,1995 1,9734 1,7784 1,6008 1,4066 1,1686 0,8909 0,6220 0,4491 0,4623 0,6962 1,0907 1,5158 1,8399 1,9803 1,9168 1,6799 1,3242 0,9068 0,4846 0,1201 -0,1270 -0,2227 -0,1726 -0,0098 0,2262 0,4996 0,7813 1,0585 1,3417 1,6448 1,9558 2,2346 2,4413 2,5637 2,6105 2,5855 2,4890 2,3465 2,2148 2,1541 2,1959 2,3265 2,4922 2,6227 2,6631 2,5976 2,4489 2,2519 2,0323 1,8052 1,5793 1,3580 1,1447 0,9466 0,7678 0,5985 0,4268 0,2637 0,1509 0,1410 0,2677 0,5148 0,8051 1,0379 1,1569 1,1813 1,1724 1,1814 1,2247 1,2935 1,3738 1,4532 1,5141 1,5360 1,5142 1,4714 1,4504 1,4947 1,6231 1,8109 2,0035 2,1542 2,2465 2,2829 2,2600 2,1595 1,9634 1,6745 1,3220 0,9584 0,6433 0,4025 0,1979 -0,0504 -0,4068 -0,8757 -1,3951 -1,8724 -2,2339 -2,4546 -2,5554 -2,5814 -2,5744 -2,5509 -2,4951 -2,3757 -2,1786 -1,9297 -1,6873 -1,5079 -1,4079 -1,3512 -1,2756 -1,1384 -0,9365 -0,6891 -0,4109 -0,0970 0,2786 0,7445 1,3044 1,9229 2,5327 3,0449 3,3649 3,4237 3,2109 2,7859 2,2521 1,7114 1,2306 0,8381 0,5375 0,3216 0,1750 0,0708 -0,0241 -0,1348 -0,2612 -0,3743 -0,4317 -0,4096 -0,3254 -0,2311 -0,1781 -0,1890 -0,2626 -0,3946 -0,5875 -0,8423 -1,1470 -1,4754 -1,7950 -2,0777 -2,3119 -2,5130 -2,7165 -2,9558 -3,2485 -3,6002 -4,0098 -4,4641 -4,9305 -5,3646 -5,7289 -6,0094 -6,2238 -6,4141 -6,6174
F7    -1,8773 -1,5594 -1,2168 -0,8546 -0,4658 -0,0352 0,4421 0,9324 1,3587 1,6446 1,7643 1,7415 1,6147 1,4201 1,1958 0,9805 0,7976 0,6510 0,5423 0,4917 0,5398 0,7259 1,0542 1,4732 1,8866 2,1880 2,2942 2,1596 1,7812 1,2070 0,5351 -0,1108 -0,6159 -0,9019 -0,9499 -0,8044 -0,5440 -0,2490 0,0031 0,1401 0,1118 -0,1026 -0,5002 -1,0590 -1,7384 -2,4801 -3,2071 -3,8229 -4,2279 -4,3541 -4,1961 -3,8187 -3,3412 -2,8912 -2,5483 -2,3210 -2,1692 -2,0420 -1,9056 -1,7467 -1,5551 -1,3190 -1,0495 -0,7947 -0,6170 -0,5658 -0,6669 -0,9087 -1,2171 -1,4528 -1,4681 -1,1950 -0,6770 -0,0177 0,6789 1,3249 1,8472 2,1981 2,3748 2,4217 2,4072 2,3893 2,3942 2,4153 2,4171 2,3397 2,1222 1,7404 1,2405 0,7514 0,4434 0,4361 0,7288 1,2152 1,7527 2,2185 2,5278 2,6330 2,5254 2,2392 1,8385 1,4004 1,0092 0,7441 0,6495 0,7181 0,8998 1,1265 1,3337 1,4721 1,5112 1,4356 1,2351 0,9095 0,4861 0,0286 -0,3695 -0,6211 -0,7067 -0,6921 -0,6701 -0,7012 -0,8049 -0,9781 -1,2160 -1,5250 -1,9086 -2,3294 -2,6860 -2,8489 -2,7390 -2,3817 -1,8906 -1,3984 -0,9855 -0,6618 -0,4125 -0,2485 -0,1988 -0,2656 -0,4045 -0,5390 -0,5859 -0,4900 -0,2619 0,0176 0,2451 0,3650 0,3966 0,3910 0,3770 0,3621 0,3668 0,4340 0,5995 0,8615 1,1722 1,4511 1,6277 1,6923 1,6976 1,7064 1,7512 1,8371 1,9582 2,1036 2,2527 2,3701 2,4122 2,3470 2,1787 1,9660 1,8126 1,8178 2,0167 2,3656 2,7710 3,1221 3,3272 3,3610 3,2742 3,1460 3,0307 2,9489 2,9060 2,8994 2,9064 2,8859 2,8205 2,7559 2,7735 2,9185 3,1620 3,4240 3,6225 3,7063 3,6504 3,4409 3,0847 2,6363 2,1902 1,8261 1,5629 1,3796 1,2719 1,2692 1,3954 1,6246 1,8701 2,0139 1,9597 1,6824 1,2440 0,7627 0,3555 0,0893 -0,0413 -0,1063 -0,2021 -0,4019 -0,7225 -1,1160 -1,4874 -1,7278 -1,7557 -1,5599 -1,2124 -0,8319 -0,5293 -0,3692 -0,3664 -0,5113 -0,7939 -1,2007 -1,7020 -2,2495 -2,7811 -3,2213 -3,4919 -3,5438 -3,3823 -3,0619 -2,6668 -2,2932 -2,0286 -1,9265 -1,9906 -2,1789 -2,4244 -2,6609 -2,8423 -2,9419 -2,9414 -2,8271 -2,5906 -2,2274 -1,7404 -1,1557 -0,5280 0,0805 0,6128 1,0028 1,1777 1,1051 0,8315 0,4684 0,1406 -0,0595 -0,0844 0,0735 0,3721 0,7182 1,0049 1,1594 1,1650 1,0489 0,8488 0,5942 0,3152 0,0504 -0,1639 -0,3114 -0,4017 -0,4584 -0,5035 -0,5512 -0,6032 -0,6503 -0,6838 -0,7013 -0,7018 -0,6914 -0,6982 -0,7695 -0,9462 -1,2383 -1,6143 -2,0083 -2,3458 -2,5740 -2,6686 -2,6213 -2,4432 -2,1842 -1,9254 -1,7350 -1,6343 -1,5993 -1,5860 -1,5523 -1,4520 -1,2307 -0,8695 -0,4321 -0,0357 0,2289 0,3375 0,3113 0,1855 0,0071 -0,1549 -0,2274 -0,1766 -0,0396 0,0825 0,0669 -0,1582 -0,5477 -0,9408 -1,1497 -1,0667 -0,7112 -0,2034 0,2932 0,6285 0,7107 0,5312 0,1601 -0,2950 -0,7456 -1,1447 -1,4557 -1,6260 -1,6172 -1,4438 -1,1633 -0,8369 -0,4974 -0,1394 0,2488 0,6334 0,9363 1,1012 1,1414 1,1255 1,1455 1,2866 1,5918 2,0347 2,5237 2,9364 3,1636 3,1408 2,8584 2,3542 1,6945 0,9562 0,2175 -0,4596 -1,0427 -1,5167 -1,8621 -2,0589 -2,1057 -2,0190 -1,8174 -1,5164 -1,1311 -0,6795 -0,1913 0,2854 0,6979 1,0101 1,2025 1,2578 1,1660 0,9565 0,7096 0,5109 0,3964 0,3448 0,3181 0,3084 0,3533 0,5024 0,7695 1,1169 1,4722 1,7571 1,9252 1,9888 2,0145 2,1036 2,3649 2,8536 3,4998 4,1161 4,5065 4,5816 4,3827 4,0201 3,6090 3,2567 3,0627 3,0874 3,3187 3,6766 4,0548 4,3704 4,5837 4,6784 4,6434 4,4806 4,2096 3,8565 3,4480 3,0095 2,5616 2,1242 1,7260 1,4035 1,1935 1,1296 1,2329 1,4918 1,8457 2,1943 2,4381 2,5348 2,5184 2,4426 2,3115 2,0909 1,7702 1,3915 1,0327 0,7735 0,6640 0,7161 0,9099 1,2043 1,5492 1,8943 2,1922 2,4098 2,5393 2,5884 2,5634 2,4729 2,3391 2,1897 2,0415 1,8986 1,7658 1,6659 1,6481 1,7714 2,0578 2,4602 2,8813 3,2165 3,3888 3,3863 3,2798 3,1798 3,1617 3,2335 3,3536 3,4567 3,4810 3,3979 3,2223 2,9905 2,7301 2,4450 2,1195 1,7342 1,2932 0,8467 0,4834 0,2887 0,2934 0,4576 0,6962 0,9218 1,0806 1,1750 1,2569 1,3971 1,6537 2,0586 2,6032 3,2157 3,7759 4,1775 4,3750 4,3794 4,2320 3,9784 3,6453 3,2386 2,7693 2,2722 1,7944 1,3714 1,0118 0,7112 0,4794 0,3325 0,2543 0,1985 0,1283 0,0424 -0,0304 -0,0563 -0,0326 0,0015 -0,0088 -0,1037 -0,2947 -0,5652 -0,8788 -1,1907 -1,4598 -1,6507 -1,7333 -1,6983 -1,5764 -1,4224 -1,2743 -1,1456 -1,0475 -0,9824 -0,9212 -0,8230 -0,6779 -0,5071 -0,3273 -0,1246 0,1389 0,4946 0,9420 1,4413 1,9168 2,2737 2,4471 2,4562 2,3978 2,3799 2,4638 2,6527 2,9002 3,1189 3,2010 3,0556 2,6480 2,0140 1,2398 0,4343 -0,2856 -0,8181 -1,1223 -1,2339 -1,2259 -1,1596 -1,0733 -0,9975 -0,9607 -0,9658 -0,9710 -0,9221 -0,8040 -0,6499 -0,5155 -0,4561 -0,5137 -0,7102 -1,0428 -1,4780 -1,9603 -2,4386 -2,8809 -3,2672 -3,5851 -3,8328 -4,0157 -4,1413 -4,2244 -4,2912 -4,3660
