Fp1   -1,0000 -0,5865 -0,3633 -0,4176 -0,6997 -1,0585 -1,3528 -1,5180 -1,5543 -1,4865 -1,3275 -1,0681 -0,7067 -0,2826 0,1322 0,4716 0,6991 0,7983 0,7687 0,6553 0,5514 0,5346 0,6047 0,6780 0,6201 0,2958 -0,3473 -1,2069 -2,0507 -2,6221 -2,7347 -2,3271 -1,4731 -0,3406 0,8627 1,9163 2,6201 2,8713 2,7214 2,3335 1,8849 1,4972 1,2123 1,0079 0,8338 0,6367 0,3736 0,0308 -0,3592 -0,7287 -1,0191 -1,2038 -1,2679 -1,2023 -1,0353 -0,8450 -0,7087 -0,6275 -0,5241 -0,3253 -0,0201 0,3697 0,8364 1,3746 1,9392 2,4425 2,7931 2,9486 2,9410 2,8354 2,6819 2,5158 2,3654 2,2450 2,1662 2,1493 2,2066 2,3321 2,5108 2,7072 2,8411 2,7996 2,4838 1,8585 0,9816 -0,0184 -0,9985 -1,8351 -2,4108 -2,6069 -2,3558 -1,7101 -0,8399 0,0626 0,8885 1,6325 2,3156 2,9112 3,3523 3,5687 3,5031 3,1319 2,5046 1,7629 1,0895 0,6036 0,2830 -0,0146 -0,4272 -0,9526 -1,4434 -1,7440 -1,8117 -1,7268 -1,6206 -1,5864 -1,6410 -1,7579 -1,9087 -2,0653 -2,1854 -2,2187 -2,1357 -1,9469 -1,6893 -1,3923 -1,0732 -0,7670 -0,5378 -0,4594 -0,5830 -0,9049 -1,3628 -1,8522 -2,2436 -2,4231 -2,3516 -2,0849 -1,7462 -1,4759 -1,3627 -1,3924 -1,4579 -1,4205 -1,1716 -0,6568 0,1137 1,0362 1,9302 2,6403 3,1191 3,4226 3,6643 3,9611 4,3827 4,9320 5,5716 6,2509 6,8965 7,4246 7,7933 8,0110 8,0898 8,0125 7,7317 7,1980 6,4202 5,5127 4,6712 4,0877 3,8801 4,0677 4,5759 5,2581 5,9281 6,4072 6,5926 6,5146 6,3168 6,1603 6,1346 6,2413 6,4299 6,6176 6,7015 6,6185 6,3942 6,1086 5,8502 5,7046 5,7359 5,9557 6,2970 6,6179 6,7432 6,5196 5,8621 4,7933 3,4635 2,1107 0,9648 0,1629 -0,2736 -0,4135 -0,3750 -0,2674 -0,1257 0,1133 0,5532 1,2500 2,1695 3,1673 3,9888 4,3596 4,1392 3,3920 2,3297 1,2058 0,2245 -0,5045 -0,9515 -1,1355 -1,1142 -0,9603 -0,7107 -0,3425 0,1937 0,9044 1,6968 2,3914 2,8056 2,8416 2,5280 2,0085 1,4672 1,0275 0,7199 0,5315 0,4574 0,5099 0,6888 0,9479 1,1987 1,3550 1,3838 1,3217 1,2445 1,2119 1,2236 1,2240 1,1539 0,9822 0,7056 0,3482 -0,0377 -0,3706 -0,5572 -0,5485 -0,3957 -0,2263 -0,1519 -0,2069 -0,3402 -0,4287 -0,3389 -0,0224 0,4511 0,9550 1,3728 1,5959 1,5141 1,0891 0,4164 -0,3415 -1,0344 -1,5247 -1,7020 -1,5413 -1,1278 -0,6068 -0,1039 0,3037 0,5608 0,6364 0,5685 0,4640 0,4276 0,5116 0,7193 0,9986 1,2312 1,2837 1,0836 0,6464 0,0613 -0,5202 -0,9110 -0,9786 -0,7405 -0,3373 0,0966 0,5245 0,9855 1,5083 2,0544 2,5268 2,8078 2,8124 2,5665 2,2325 2,0197 2,0542 2,3108 2,6406 2,8683 2,8964 2,7535 2,5653 2,4707 2,5316 2,7001 2,8835 3,0436 3,2039 3,3555 3,4013 3,2194 2,7526 2,0400 1,1965 0,3583 -0,3717 -0,9338 -1,2880 -1,4006 -1,2494 -0,8404 -0,2332 0,4661 1,1640 1,8132 2,3821 2,8200 3,0590 3,0420 2,7654 2,3057 1,7836 1,2986 0,9108 0,6586 0,5607 0,6036 0,7460 0,9371 1,1463 1,3876 1,7055 2,1124 2,5450 2,8996 3,1078 3,1747 3,1476 3,0425 2,8163 2,4253 1,8897 1,2881 0,7141 0,2477 -0,0582 -0,1856 -0,1364 0,0806 0,4342 0,8383 1,1532 1,2475 1,0790 0,7032 0,2190 -0,2560 -0,5984 -0,7482 -0,7597 -0,7349 -0,7241 -0,7235 -0,7307 -0,7642 -0,8456 -0,9824 -1,1507 -1,2845 -1,3092 -1,2074 -1,0297 -0,8169 -0,5563 -0,2395 0,0842 0,3394 0,4862 0,5335 0,5055 0,4179 0,2843 0,1269 -0,0249 -0,1410 -0,2067 -0,2400 -0,2830 -0,3512 -0,3935 -0,3383 -0,1757 0,0460 0,2819 0,5156 0,7572 1,0341 1,3485 1,6522 1,8977 2,0869 2,2504 2,4130 2,5840 2,7449 2,8437 2,8315 2,7073 2,5213 2,3286 2,1456 1,9592 1,7682 1,6104 1,5456 1,5991 1,7246 1,8365 1,8639 1,7796 1,6163 1,4537 1,3581 1,3351 1,3485 1,3649 1,3636 1,3277 1,2580 1,1877 1,1578 1,1902 1,3060 1,5474 1,9454 2,4654 2,9941 3,3891 3,5480 3,4404 3,1017 2,6178 2,1022 1,6527 1,3126 1,0637 0,8665 0,7263 0,7073 0,8591 1,1456 1,4600 1,6879 1,7427 1,5682 1,1312 0,4206 -0,5361 -1,6521 -2,7951 -3,8303 -4,6424 -5,1278 -5,2013 -4,8522 -4,1952 -3,4437 -2,8229 -2,4834 -2,4616 -2,7078 -3,1417 -3,6619 -4,1476 -4,5004 -4,6663 -4,6313 -4,4389 -4,1877 -3,9681 -3,7963 -3,6251 -3,4213 -3,2095 -3,0318 -2,9011 -2,8032 -2,6976 -2,4975 -2,0917 -1,4274 -0,5713 0,3176 1,0715 1,5854 1,8384 1,8658 1,7238 1,4863 1,2749 1,2566 1,5606 2,1925 3,0263 3,8388 4,3799 4,5221 4,3701 4,1755 4,1356 4,2808 4,5101 4,6990 4,7859 4,7823 4,7287 4,6527 4,5540 4,4142 4,2149 3,9483 3,6183 3,2352 2,8242 2,4448 2,1722 2,0441 2,0431 2,1260 2,2460 2,3563 2,4185 2,4189 2,3906 2,4009 2,4865 2,6087 2,6838 2,6385 2,4312 2,0581 1,5673 1,0567 0,6388 0,3859 0,2864 0,2480 0,1725 0,0421 -0,0867 -0,1688 -0,2162 -0,2607 -0,3146 -0,3915 -0,5553 -0,9160 -1,5466 -2,3976 -3,3071 -4,1096 -4,7252 -5,1431 -5,3561 -5,3363 -5,0695 -4,5962 -4,0027 -3,3843 -2,8221 -2,3573 -1,9797 -1,6667 -1,4203
Fz    -0,5712 -0,5285 -0,5578 -0,6837 -0,8701 -1,0411 -1,1398 -1,1599 -1,1269 -1,0613 -0,9552 -0,7811 -0,5277 -0,2244 0,0745 0,3229 0,5013 0,6081 0,6452 0,6286 0,5997 0,6023 0,6436 0,6754 0,6042 0,3299 -0,1858 -0,8656 -1,5352 -2,0022 -2,1291 -1,8726 -1,2889 -0,4996 0,3517 1,1244 1,7029 2,0352 2,1487 2,1107 1,9772 1,7777 1,5215 1,2074 0,8394 0,4370 0,0314 -0,3452 -0,6611 -0,8872 -1,0074 -1,0243 -0,9489 -0,7955 -0,5966 -0,4096 -0,2822 -0,2059 -0,1255 -0,0035 0,1508 0,3185 0,5103 0,7522 1,0496 1,3725 1,6714 1,9106 2,0913 2,2372 2,3628 2,4620 2,5177 2,5179 2,4744 2,4257 2,4139 2,4590 2,5491 2,6378 2,6501 2,5083 2,1685 1,6457 1,0079 0,3420 -0,2756 -0,7769 -1,0851 -1,1217 -0,8521 -0,3284 0,3249 0,9785 1,5609 2,0633 2,4973 2,8598 3,1338 3,2942 3,3050 3,1366 2,8045 2,3893 2,0043 1,7227 1,5252 1,3190 1,0276 0,6707 0,3510 0,1606 0,1083 0,1241 0,1147 0,0240 -0,1489 -0,3770 -0,6287 -0,8684 -1,0577 -1,1698 -1,1971 -1,1462 -1,0268 -0,8423 -0,5975 -0,3220 -0,0777 0,0616 0,0414 -0,1477 -0,4648 -0,8302 -1,1427 -1,3111 -1,2903 -1,0976 -0,8122 -0,5509 -0,4067 -0,3911 -0,4353 -0,4428 -0,3365 -0,0704 0,3705 0,9548 1,6067 2,2474 2,8330 3,3623 3,8699 4,4028 4,9817 5,5822 6,1559 6,6580 7,0505 7,3105 7,4485 7,4941 7,4665 7,3707 7,1964 6,9158 6,5125 6,0257 5,5560 5,2208 5,1001 5,2048 5,4845 5,8575 6,2338 6,5304 6,7008 6,7634 6,7922 6,8657 7,0182 7,2302 7,4452 7,5799 7,5433 7,2962 6,8927 6,4451 6,0623 5,8197 5,7462 5,8171 5,9533 6,0375 5,9529 5,6244 5,0416 4,2617 3,3954 2,5735 1,9010 1,4238 1,1277 0,9607 0,8602 0,7872 0,7574 0,8335 1,0704 1,4692 1,9797 2,5062 2,9043 3,0248 2,7934 2,2430 1,4879 0,6821 -0,0315 -0,5614 -0,8697 -0,9616 -0,8826 -0,6948 -0,4321 -0,0826 0,3837 0,9680 1,6101 2,1958 2,6048 2,7641 2,6742 2,4037 2,0546 1,7128 1,4264 1,2216 1,1173 1,1207 1,2126 1,3404 1,4328 1,4309 1,3143 1,1106 0,8829 0,6995 0,5969 0,5655 0,5660 0,5487 0,4713 0,3191 0,1135 -0,0922 -0,2233 -0,2181 -0,0761 0,1377 0,3452 0,5009 0,6021 0,6855 0,8007 0,9651 1,1481 1,3030 1,3936 1,3836 1,2280 0,9144 0,4957 0,0518 -0,3456 -0,6217 -0,7056 -0,5778 -0,2944 0,0475 0,3682 0,6235 0,7794 0,8106 0,7333 0,6112 0,5138 0,4838 0,5396 0,6716 0,8264 0,9255 0,9068 0,7499 0,4789 0,1622 -0,0983 -0,2143 -0,1704 -0,0206 0,1815 0,4321 0,7528 1,1376 1,5374 1,8820 2,1040 2,1675 2,1092 2,0411 2,0846 2,2952 2,6360 3,0042 3,2921 3,4460 3,4886 3,4930 3,5305 3,6254 3,7434 3,8315 3,8718 3,8841 3,8731 3,7927 3,5769 3,1964 2,6865 2,1284 1,6059 1,1709 0,8466 0,6496 0,5989 0,7036 0,9440 1,2646 1,5982 1,9054 2,1787 2,4085 2,5629 2,6062 2,5241 2,3348 2,0861 1,8378 1,6385 1,5191 1,4970 1,5676 1,6932 1,8147 1,8852 1,9037 1,9153 1,9749 2,0983 2,2452 2,3499 2,3709 2,3176 2,2371 2,1683 2,1082 2,0261 1,9024 1,7450 1,5801 1,4375 1,3336 1,2640 1,2199 1,2035 1,2201 1,2583 1,2824 1,2477 1,1275 0,9221 0,6499 0,3563 0,1159 -0,0133 -0,0356 0,0026 0,0628 0,1238 0,1631 0,1487 0,0509 -0,1386 -0,3873 -0,6212 -0,7590 -0,7583 -0,6225 -0,3659 0,0010 0,4440 0,8916 1,2643 1,5182 1,6524 1,6787 1,5999 1,4194 1,1560 0,8482 0,5484 0,3030 0,1310 0,0261 -0,0163 0,0219 0,1583 0,3717 0,6066 0,8136 0,9715 1,0899 1,1968 1,3109 1,4279 1,5392 1,6489 1,7671 1,9014 2,0528 2,2051 2,3247 2,3838 2,3807 2,3368 2,2727 2,1917 2,0914 1,9824 1,8916 1,8488 1,8650 1,9200 1,9753 1,9919 1,9481 1,8633 1,7915 1,7700 1,7854 1,7986 1,7874 1,7576 1,7237 1,6932 1,6663 1,6395 1,6160 1,6256 1,7258 1,9611 2,3150 2,7047 3,0210 3,1800 3,1519 2,9587 2,6564 2,3192 2,0217 1,8156 1,7100 1,6750 1,6746 1,6933 1,7296 1,7754 1,8065 1,7878 1,6814 1,4553 1,0889 0,5766 -0,0631 -0,7779 -1,4908 -2,1223 -2,6049 -2,8883 -2,9477 -2,8019 -2,5230 -2,2214 -2,0067 -1,9490 -2,0612 -2,3154 -2,6636 -3,0356 -3,3424 -3,5106 -3,5044 -3,3261 -3,0233 -2,6825 -2,3867 -2,1719 -2,0295 -1,9457 -1,9181 -1,9349 -1,9632 -1,9628 -1,8935 -1,7065 -1,3513 -0,8138 -0,1487 0,5342 1,1269 1,5737 1,8780 2,0730 2,1942 2,2839 2,4157 2,6943 3,1999 3,9242 4,7589 5,5294 6,0614 6,2770 6,2484 6,1366 6,0680 6,0702 6,1012 6,1123 6,0822 6,0088 5,8952 5,7517 5,5927 5,4196 5,2116 4,9414 4,5987 4,1978 3,7770 3,3979 3,1248 2,9894 2,9796 3,0602 3,1897 3,3296 3,4509 3,5409 3,6072 3,6636 3,6966 3,6525 3,4687 3,1122 2,5909 1,9443 1,2429 0,5901 0,0964 -0,1740 -0,2470 -0,2293 -0,2377 -0,3256 -0,4783 -0,6658 -0,8712 -1,0761 -1,2539 -1,3970 -1,5445 -1,7628 -2,0924 -2,5135 -2,9629 -3,3832 -3,7551 -4,0821 -4,3476 -4,4975 -4,4739 -4,2622 -3,9035 -3,4772 -3,0754 -2,7615 -2,5381 -2,3659 -2,2065
F3    0,4864 0,6187 0,4496 -0,0648 -0,7734 -1,4268 -1,8364 -1,9512 -1,8240 -1,5381 -1,1572 -0,7179 -0,2559 0,1734 0,5078 0,7100 0,7795 0,7363 0,6074 0,4355 0,2769 0,1762 0,1439 0,1463 0,1022 -0,0916 -0,4920 -1,0435 -1,5934 -1,9665 -2,0210 -1,6843 -0,9862 -0,0519 0,9480 1,8332 2,4307 2,6314 2,4607 2,0671 1,6273 1,2524 0,9599 0,7077 0,4425 0,1359 -0,2004 -0,5198 -0,7631 -0,8871 -0,8835 -0,7764 -0,6037 -0,4100 -0,2503 -0,1750 -0,1946 -0,2601 -0,2988 -0,2696 -0,1739 -0,0192 0,2108 0,5412 0,9652 1,4257 1,8363 2,1291 2,2884 2,3422 2,3394 2,3310 2,3437 2,3721 2,4097 2,4676 2,5555 2,6644 2,7753 2,8650 2,8957 2,8135 2,5667 2,1311 1,5348 0,8588 0,2080 -0,3175 -0,6268 -0,6416 -0,3351 0,2225 0,8841 1,5127 2,0558 2,5378 2,9850 3,3700 3,6256 3,6799 3,4847 3,0480 2,4646 1,9018 1,5211 1,3652 1,2996 1,0858 0,5609 -0,2135 -0,9792 -1,4702 -1,5859 -1,4185 -1,1482 -0,9163 -0,7776 -0,7369 -0,7837 -0,8882 -0,9986 -1,0692 -1,0873 -1,0671 -1,0112 -0,8885 -0,6670 -0,3700 -0,0779 0,1185 0,1602 0,0311 -0,2503 -0,6356 -1,0442 -1,3805 -1,5676 -1,5671 -1,3950 -1,1239 -0,8437 -0,6029 -0,3887 -0,1510 0,1620 0,5839 1,1196 1,7277 2,3244 2,8315 3,2228 3,5373 3,8684 4,3233 4,9604 5,7559 6,6341 7,5088 8,2803 8,8386 9,1070 9,0649 8,7324 8,1535 7,3809 6,4710 5,5060 4,6165 3,9551 3,6330 3,6777 4,0337 4,5907 5,2132 5,7534 6,0799 6,1373 5,9881 5,7793 5,6523 5,6746 5,8363 6,0823 6,3282 6,4801 6,4858 6,3672 6,1897 6,0276 5,9558 6,0419 6,3231 6,7634 7,2151 7,4392 7,1960 6,3549 4,9703 3,2835 1,6290 0,2940 -0,5739 -0,9680 -0,9774 -0,7458 -0,4239 -0,1013 0,2304 0,6316 1,1441 1,7648 2,4326 3,0084 3,3139 3,2261 2,7460 1,9983 1,1714 0,4263 -0,1565 -0,5566 -0,7783 -0,8497 -0,8085 -0,6586 -0,3553 0,1547 0,8767 1,7339 2,5744 3,2213 3,5430 3,5113 3,2139 2,7971 2,3790 2,0182 1,7432 1,5778 1,5320 1,5817 1,6661 1,7101 1,6588 1,5090 1,3192 1,1848 1,1823 1,3134 1,5094 1,6914 1,8117 1,8470 1,7797 1,5993 1,3383 1,0952 0,9760 0,9936 1,0493 1,0308 0,9095 0,7492 0,6562 0,7194 0,9666 1,3589 1,8174 2,2520 2,5605 2,6275 2,3856 1,8762 1,2171 0,5443 -0,0022 -0,3051 -0,3229 -0,1062 0,2420 0,6273 0,9807 1,2332 1,3230 1,2527 1,1087 1,0029 1,0172 1,1903 1,4997 1,8479 2,1109 2,2049 2,1034 1,8156 1,3927 0,9504 0,6296 0,4997 0,5259 0,6416 0,8299 1,1243 1,5429 2,0387 2,5103 2,8461 2,9746 2,9107 2,7561 2,6414 2,6556 2,8019 3,0008 3,1435 3,1587 3,0533 2,9036 2,8000 2,7824 2,8276 2,9066 3,0385 3,2607 3,5379 3,7296 3,6697 3,2771 2,5972 1,7668 0,9414 0,2388 -0,2659 -0,5198 -0,4926 -0,1959 0,3129 0,9440 1,5995 2,2104 2,7452 3,1756 3,4510 3,5168 3,3455 2,9579 2,4287 1,8561 1,3199 0,8731 0,5624 0,4337 0,5081 0,7521 1,0802 1,4096 1,7235 2,0661 2,4583 2,8371 3,0946 3,1674 3,0863 2,9439 2,8035 2,6437 2,4023 2,0556 1,6487 1,2695 1,0091 0,9283 1,0370 1,3029 1,6772 2,1020 2,4918 2,7298 2,7146 2,4222 1,9144 1,3035 0,7312 0,3434 0,2107 0,2714 0,3877 0,4614 0,4775 0,4585 0,4134 0,3317 0,2032 0,0412 -0,1062 -0,1772 -0,1483 -0,0482 0,0963 0,2894 0,5204 0,7326 0,8665 0,9140 0,9100 0,8864 0,8570 0,8274 0,7952 0,7501 0,6905 0,6340 0,5963 0,5719 0,5615 0,6100 0,7736 1,0391 1,3120 1,4871 1,5143 1,4315 1,3363 1,2847 1,2329 1,1127 0,9247 0,7284 0,5807 0,5074 0,5038 0,5486 0,6278 0,7475 0,9180 1,1235 1,3131 1,4388 1,5026 1,5640 1,7018 1,9547 2,2777 2,5487 2,6222 2,4129 1,9677 1,4540 1,0592 0,8930 0,9672 1,2295 1,6005 1,9934 2,3362 2,5896 2,7342 2,7519 2,6537 2,5122 2,4240 2,4303 2,4899 2,5255 2,4823 2,3529 2,1668 1,9689 1,7976 1,6668 1,5626 1,4582 1,3365 1,2164 1,1492 1,1731 1,2746 1,4028 1,5022 1,5235 1,4151 1,1187 0,5846 -0,1860 -1,1036 -2,0104 -2,7468 -3,2017 -3,3160 -3,0650 -2,4753 -1,6720 -0,8885 -0,3913 -0,3544 -0,7748 -1,5084 -2,3767 -3,2196 -3,8991 -4,3261 -4,4776 -4,3816 -4,1075 -3,7423 -3,3389 -2,8987 -2,4216 -1,9608 -1,5975 -1,3653 -1,2320 -1,1485 -1,0732 -0,9535 -0,7191 -0,3159 0,2479 0,8933 1,5159 2,0387 2,4283 2,6727 2,7661 2,7316 2,6633 2,7154 3,0126 3,5652 4,2609 4,9047 5,2954 5,3509 5,1812 4,9978 4,9471 5,0312 5,1493 5,1969 5,1406 5,0092 4,8354 4,6326 4,4129 4,1962 3,9862 3,7565 3,4739 3,1239 2,7197 2,3146 1,9906 1,8100 1,7845 1,8833 2,0465 2,2045 2,3070 2,3419 2,3358 2,3282 2,3288 2,3045 2,2153 2,0487 1,8121 1,5085 1,1417 0,7486 0,4028 0,1677 0,0403 -0,0475 -0,1597 -0,2920 -0,3933 -0,4428 -0,4690 -0,4923 -0,4914 -0,4470 -0,4103 -0,5060 -0,8447 -1,4266 -2,1331 -2,8141 -3,3706 -3,7642 -3,9846 -4,0332 -3,9326 -3,7311 -3,4792 -3,2132 -2,9629 -2,7404 -2,5210 -2,2737 -1,9964
F7    -1,4284 -1,0611 -0,5570 -0,0435 0,3330 0,4995 0,4726 0,3149 0,0914 -0,1398 -0,3194 -0,3926 -0,3363 -0,1835 -0,0255 0,0334 -0,0521 -0,2431 -0,4646 -0,6462 -0,7342 -0,7156 -0,6365 -0,5761 -0,5990 -0,7312 -0,9517 -1,1797 -1,2838 -1,1479 -0,7599 -0,2389 0,2339 0,5174 0,5679 0,4425 0,2674 0,1782 0,2409 0,4214 0,6471 0,8764 1,0955 1,2957 1,4679 1,5824 1,5646 1,3253 0,8336 0,1446 -0,6478 -1,4328 -2,0526 -2,3346 -2,2063 -1,7565 -1,1605 -0,5487 0,0491 0,6596 1,2979 1,9355 2,4979 2,8849 3,0227 2,9101 2,6103 2,2214 1,8484 1,5599 1,3710 1,2744 1,2618 1,3167 1,4140 1,5241 1,5998 1,5765 1,4048 1,0769 0,6345 0,1669 -0,2232 -0,4593 -0,5025 -0,3546 -0,0734 0,2277 0,4381 0,5390 0,6087 0,7207 0,8539 0,9081 0,8023 0,5594 0,2931 0,1281 0,1441 0,3546 0,6988 1,0530 1,2867 1,3314 1,2058 0,9898 0,7840 0,6654 0,6396 0,6267 0,5114 0,2186 -0,2563 -0,8721 -1,5663 -2,2582 -2,8652 -3,3379 -3,6798 -3,9391 -4,1619 -4,3261 -4,3344 -4,1035 -3,6629 -3,1533 -2,7354 -2,4926 -2,4117 -2,4416 -2,5287 -2,6014 -2,5849 -2,4377 -2,1415 -1,6884 -1,1207 -0,5631 -0,1812 -0,0966 -0,3154 -0,7226 -1,1476 -1,4372 -1,4873 -1,2492 -0,7441 -0,0829 0,5621 1,0414 1,2973 1,3812 1,4112 1,4872 1,6320 1,7989 1,9125 1,9119 1,7986 1,6767 1,7421 2,1924 3,1083 4,3800 5,7253 6,8062 7,3674 7,3250 6,7811 5,9561 5,0864 4,3531 3,8534 3,6041 3,5535 3,6007 3,6422 3,6337 3,6032 3,5899 3,5744 3,4791 3,2307 2,8031 2,2267 1,5935 1,0400 0,6859 0,5738 0,6565 0,8298 0,9902 1,0948 1,1964 1,4296 1,9350 2,7396 3,6838 4,4793 4,8537 4,6787 4,0201 3,0850 2,0981 1,2084 0,4872 -0,0238 -0,2939 -0,3413 -0,2530 -0,1285 -0,0229 0,0255 -0,0391 -0,2435 -0,5473 -0,8867 -1,2190 -1,5099 -1,7183 -1,8139 -1,7922 -1,6682 -1,4703 -1,2414 -1,0226 -0,8182 -0,5960 -0,3465 -0,1081 0,0872 0,2552 0,4284 0,6161 0,8035 0,9714 1,1080 1,2072 1,2634 1,2774 1,2662 1,2589 1,2675 1,2727 1,2583 1,2389 1,2288 1,1973 1,0705 0,7843 0,3439 -0,1750 -0,6619 -0,9871 -1,0335 -0,7655 -0,2693 0,2896 0,7523 1,0250 1,0795 0,9253 0,6110 0,2585 0,0439 0,0806 0,3241 0,6228 0,8448 0,9329 0,8889 0,7643 0,6356 0,5479 0,5049 0,5167 0,6129 0,8045 1,0513 1,2718 1,3942 1,3899 1,2571 1,0128 0,7087 0,4105 0,1444 -0,1086 -0,3651 -0,6280 -0,9189 -1,2628 -1,6252 -1,8980 -1,9646 -1,7672 -1,3155 -0,6617 0,1162 0,9253 1,6699 2,2671 2,6595 2,8320 2,8291 2,7333 2,5970 2,4208 2,2300 2,1205 2,1833 2,4187 2,7456 3,0535 3,2308 3,1868 2,9053 2,4877 2,1103 1,8947 1,8008 1,6689 1,3888 1,0094 0,6689 0,4668 0,4274 0,5190 0,6614 0,7445 0,6855 0,4839 0,2059 -0,0852 -0,3751 -0,6781 -0,9884 -1,2683 -1,4727 -1,5601 -1,4913 -1,2445 -0,8299 -0,2833 0,3518 1,0368 1,7232 2,3361 2,7998 3,0762 3,1595 3,0532 2,7700 2,3394 1,8020 1,2080 0,6401 0,2257 0,1032 0,3628 1,0023 1,9038 2,8534 3,6166 4,0179 3,9788 3,5219 2,7466 1,7808 0,7450 -0,2517 -1,1009 -1,6960 -1,9641 -1,9069 -1,6030 -1,1648 -0,6849 -0,2049 0,2852 0,7998 1,3008 1,7100 1,9730 2,0740 2,0190 1,8603 1,7093 1,6681 1,7441 1,8438 1,8337 1,6122 1,1607 0,5593 -0,0470 -0,5279 -0,8311 -0,9713 -0,9764 -0,8590 -0,6231 -0,2967 0,0516 0,3387 0,5034 0,5192 0,4007 0,2056 0,0102 -0,1295 -0,1987 -0,2240 -0,2621 -0,3608 -0,5139 -0,6762 -0,8020 -0,8332 -0,7170 -0,4923 -0,2833 -0,1628 -0,0798 0,0634 0,3129 0,6492 1,0198 1,3693 1,6568 1,8622 1,9880 2,0418 2,0162 1,9097 1,7493 1,5656 1,3600 1,0998 0,7319 0,2107 -0,4646 -1,2107 -1,8461 -2,1470 -1,9706 -1,3580 -0,5235 0,2537 0,7484 0,8659 0,6495 0,2259 -0,2579 -0,6742 -0,9420 -1,0319 -0,9339 -0,6459 -0,2145 0,2594 0,6805 1,0072 1,2433 1,4039 1,4906 1,5000 1,4531 1,3965 1,3629 1,3422 1,2873 1,1422 0,8767 0,5003 0,0338 -0,5212 -1,1613 -1,8442 -2,4928 -3,0171 -3,3371 -3,4409 -3,4226 -3,4303 -3,5654 -3,8324 -4,1575 -4,4387 -4,6065 -4,6610 -4,6372 -4,5395 -4,3501 -4,0921 -3,8168 -3,5234 -3,1579 -2,7019 -2,2228 -1,8458 -1,6872 -1,7951 -2,1313 -2,6025 -3,1027 -3,5241 -3,7613 -3,7602 -3,5646 -3,2887 -3,0534 -2,9376 -2,9318 -2,9189 -2,7381 -2,2928 -1,5970 -0,7408 0,1620 1,0132 1,7509 2,3398 2,7427 2,9204 2,8707 2,6577 2,3908 2,1929 2,1781 2,3848 2,7178 3,0163 3,1879 3,2547 3,2893 3,3316 3,3551 3,2925 3,0988 2,8080 2,5180 2,2949 2,1037 1,8582 1,5178 1,1215 0,7495 0,4709 0,3207 0,2962 0,3562 0,4355 0,4815 0,4774 0,4353 0,3809 0,3511 0,3861 0,4983 0,6527 0,7845 0,8330 0,7653 0,5923 0,3751 0,1965 0,0994 0,0500 -0,0313 -0,1990 -0,4447 -0,7205 -0,9860 -1,2269 -1,4371 -1,6029 -1,7208 -1,8310 -2,0058 -2,2865 -2,6450 -3,0108 -3,3100 -3,4928 -3,5743 -3,6497 -3,8234 -4,1227 -4,4804 -4,7630 -4,8270 -4,6126 -4,1972 -3,7448 -3,4050 -3,2401 -3,2180 -3,2683 -3,3426
