Fp1   -1,5902 -1,7035 -1,6329 -1,3944 -1,0382 -0,6301 -0,2405 0,0717 0,2712 0,3418 0,2800 0,1033 -0,1429 -0,3958 -0,5979 -0,7202 -0,7721 -0,7848 -0,7888 -0,8058 -0,8445 -0,8904 -0,9028 -0,8315 -0,6493 -0,3766 -0,0640 0,2564 0,5883 0,9378 1,2771 1,5491 1,7070 1,7501 1,7265 1,7024 1,7147 1,7432 1,7285 1,6190 1,4024 1,0969 0,7251 0,3091 -0,1219 -0,5320 -0,8815 -1,1268 -1,2350 -1,2070 -1,0832 -0,9168 -0,7363 -0,5305 -0,2673 0,0592 0,3971 0,6601 0,7846 0,7608 0,6253 0,4325 0,2267 0,0359 -0,1162 -0,2108 -0,2483 -0,2576 -0,2892 -0,3873 -0,5543 -0,7443 -0,8882 -0,9170 -0,7826 -0,4903 -0,1173 0,2204 0,4328 0,4950 0,4358 0,2991 0,1145 -0,1097 -0,3783 -0,6924 -1,0354 -1,3654 -1,6246 -1,7672 -1,7884 -1,7207 -1,5968 -1,4296 -1,2286 -1,0212 -0,8515 -0,7667 -0,7909 -0,9048 -1,0572 -1,1896 -1,2501 -1,2081 -1,0791 -0,9190 -0,7813 -0,6896 -0,6539 -0,6946 -0,8405 -1,1030 -1,4455 -1,7692 -1,9409 -1,8553 -1,4860 -0,9026 -0,2614 0,2397 0,4374 0,2662 -0,2347 -0,9698 -1,8514 -2,8326 -3,8932 -5,0051 -6,1203 -7,1781 -8,0982 -8,7768 -9,1165 -9,0696 -8,6476 -7,9075 -6,9496 -5,9104 -4,9265 -4,0951 -3,4616 -3,0343 -2,8084 -2,7748 -2,9038 -3,1246 -3,3229 -3,3687 -3,1693 -2,7188 -2,0997 -1,4254 -0,7785 -0,2108 0,2318 0,5222 0,6813 0,7823 0,9310 1,2156 1,6566 2,2060 2,7784 3,2823 3,6516 3,8594 3,8994 3,7672 3,4690 3,0462 2,5949 2,2500 2,1297 2,2811 2,6664 3,1860 3,7156 4,1509 4,4356 4,5531 4,5093 4,3375 4,1053 3,8982 3,7864 3,7920 3,8749 3,9610 3,9897 3,9346 3,7951 3,5979 3,3928 3,2230 3,0992 3,0092 2,9487 2,9360 2,9928 3,1255 3,3347 3,6225 3,9691 4,3174 4,6006 4,7730 4,8177 4,7536 4,6412 4,5608 4,5740 4,6987 4,9069 5,1367 5,3106 5,3525 5,2028 4,8385 4,2881 3,6274 2,9508 2,3435 1,8738 1,5904 1,5120 1,6185 1,8519 2,1265 2,3552 2,4873 2,5265 2,5104 2,4821 2,4811 2,5384 2,6537 2,7783 2,8393 2,7902 2,6371 2,4274 2,2336 2,1368 2,1892 2,3796 2,6393 2,8727 2,9883 2,9153 2,6109 2,0760 1,3668 0,5839 -0,1534 -0,7303 -1,0715 -1,1768 -1,1149 -0,9699 -0,7982 -0,6161 -0,4059 -0,1454 0,1502 0,4165 0,5706 0,5561 0,3754 0,0842 -0,2529 -0,5976 -0,9260 -1,2059 -1,4004 -1,4867 -1,4772 -1,4303 -1,4279 -1,5257 -1,7290 -2,0130 -2,3489 -2,7051 -3,0361 -3,2828 -3,3962 -3,3713 -3,2551 -3,1157 -3,0008 -2,9170 -2,8326 -2,7047 -2,5194 -2,3045 -2,1057 -1,9524 -1,8401 -1,7309 -1,5793 -1,3772 -1,1805 -1,0855 -1,1696 -1,4566 -1,9207 -2,5031 -3,1226 -3,6755 -4,0505 -4,1750 -4,0536 -3,7604 -3,4069 -3,1070 -2,9426 -2,9414 -3,0761 -3,2722 -3,4322 -3,4828 -3,4138 -3,2728 -3,1266 -3,0202 -2,9533 -2,8870 -2,7833 -2,6392 -2,4811 -2,3359 -2,2112 -2,0955 -1,9769 -1,8665 -1,8051 -1,8433 -2,0130 -2,3099 -2,6910 -3,0794 -3,3899 -3,5834 -3,6979 -3,8015 -3,9126 -3,9822 -3,9498 -3,8020 -3,5817 -3,3587 -3,1884 -3,0818 -3,0075 -2,9305 -2,8501 -2,7989 -2,8031 -2,8550 -2,9240 -2,9819 -3,0089 -2,9897 -2,9190 -2,8072 -2,6783 -2,5590 -2,4612 -2,3723 -2,2605 -2,0859 -1,8250 -1,5004 -1,1783 -0,9311 -0,8143 -0,8734 -1,1394 -1,5975 -2,1647 -2,7104 -3,1128 -3,3171 -3,3510 -3,2883 -3,1953 -3,0998 -3,0005 -2,8934 -2,7825 -2,6734 -2,5706 -2,4778 -2,3828 -2,2368 -1,9775 -1,5917 -1,1473 -0,7480 -0,4610 -0,2918 -0,2177 -0,2234 -0,3031 -0,4394 -0,5909 -0,7156 -0,8088 -0,9069 -1,0481 -1,2315 -1,4143 -1,5418 -1,5697 -1,4736 -1,2649 -1,0035 -0,7728 -0,6308 -0,5841 -0,6007 -0,6412 -0,6918 -0,7777 -0,9429 -1,2187 -1,6005 -2,0388 -2,4504 -2,7486 -2,8750 -2,8095 -2,5555 -2,1316 -1,5859 -1,0000 -0,4655 -0,0510 0,2159 0,3556 0,4231 0,4735 0,5354 0,6074 0,6577 0,6269 0,4547 0,1228 -0,3194 -0,7675 -1,0989 -1,2091 -1,0402 -0,5979 0,0442 0,7531 1,3674 1,7553 1,8653 1,7315 1,4388 1,0881 0,7798 0,5854 0,5055 0,4686 0,3834 0,1919 -0,1145 -0,5082 -0,9546 -1,4259 -1,8862 -2,2811 -2,5627 -2,7124 -2,7357 -2,6461 -2,4511 -2,1423 -1,7137 -1,1975 -0,6731 -0,2372 0,0326 0,0979 -0,0352 -0,3227 -0,6979 -1,0853 -1,4217 -1,6858 -1,9072 -2,1387 -2,4206 -2,7570 -3,1041 -3,3979 -3,6066 -3,7448 -3,8395 -3,9000 -3,9158 -3,8756 -3,7953 -3,7322 -3,7557 -3,8879 -4,0836 -4,2845 -4,4726 -4,6548 -4,8162 -4,9139 -4,9103 -4,7983 -4,5975 -4,3395 -4,0666 -3,8373 -3,7111 -3,7096 -3,7982 -3,9174 -4,0330 -4,1445 -4,2520 -4,3410 -4,4004 -4,4346 -4,4434 -4,3995 -4,2649 -4,0315 -3,7308 -3,3991 -3,0511 -2,6948 -2,3521 -2,0436 -1,7647 -1,4987 -1,2585 -1,0958 -1,0573 -1,1437 -1,3098 -1,4902 -1,6261 -1,6753 -1,6068 -1,4010 -1,0677 -0,6722 -0,3289 -0,1437 -0,1530 -0,3205 -0,5801 -0,8684 -1,1342 -1,3500 -1,5336 -1,7523 -2,0818 -2,5375 -3,0477 -3,4909 -3,7575 -3,7936 -3,6076 -3,2387 -2,7345 -2,1692 -1,6613 -1,3419 -1,3013 -1,5521 -2,0225 -2,5869 -3,1273 -3,5826 -3,9517 -4,2620 -4,5419 -4,8164 -5,1085 -5,4224 -5,7304 -5,9841 -6,1425 -6,1992 -6,1800 -6,1069 -5,9706 -5,7431 -5,4237 -5,0734 -4,8015 -4,7073
Fz    -0,9827 -0,8826 -0,7929 -0,7247 -0,6767 -0,6357 -0,5831 -0,5029 -0,3824 -0,2157 -0,0171 0,1735 0,3043 0,3362 0,2593 0,0903 -0,1352 -0,3633 -0,5310 -0,5896 -0,5282 -0,3864 -0,2481 -0,1995 -0,2738 -0,4313 -0,5883 -0,6574 -0,5814 -0,3568 -0,0312 0,3224 0,6361 0,8618 0,9742 0,9770 0,9069 0,8202 0,7647 0,7591 0,7918 0,8337 0,8547 0,8330 0,7517 0,5955 0,3554 0,0412 -0,3089 -0,6362 -0,8916 -1,0572 -1,1472 -1,1967 -1,2480 -1,3332 -1,4586 -1,5988 -1,7112 -1,7668 -1,7697 -1,7473 -1,7273 -1,7229 -1,7322 -1,7439 -1,7417 -1,7096 -1,6469 -1,5770 -1,5355 -1,5536 -1,6434 -1,7882 -1,9518 -2,1008 -2,2146 -2,2856 -2,3185 -2,3237 -2,3148 -2,3170 -2,3632 -2,4696 -2,6145 -2,7497 -2,8320 -2,8440 -2,7935 -2,7045 -2,6122 -2,5529 -2,5505 -2,6094 -2,7211 -2,8732 -3,0480 -3,2155 -3,3327 -3,3650 -3,3217 -3,2638 -3,2606 -3,3386 -3,4760 -3,6293 -3,7536 -3,8091 -3,7730 -3,6536 -3,4963 -3,3691 -3,3333 -3,4209 -3,6297 -3,9239 -4,2439 -4,5342 -4,7706 -4,9590 -5,1174 -5,2672 -5,4418 -5,6892 -6,0501 -6,5262 -7,0792 -7,6619 -8,2444 -8,8136 -9,3577 -9,8557 -10,2775 -10,5863 -10,7419 -10,7109 -10,4807 -10,0600 -9,4681 -8,7320 -7,8960 -7,0278 -6,2098 -5,5117 -4,9621 -4,5389 -4,1876 -3,8528 -3,4990 -3,1177 -2,7280 -2,3568 -2,0102 -1,6796 -1,3671 -1,0861 -0,8417 -0,6174 -0,3829 -0,1220 0,1487 0,3995 0,6122 0,7850 0,9311 1,0769 1,2490 1,4591 1,7037 1,9708 2,2427 2,4983 2,7183 2,8915 3,0149 3,0857 3,0994 3,0617 2,9899 2,8911 2,7510 2,5522 2,2945 1,9925 1,6692 1,3534 1,0751 0,8576 0,7154 0,6559 0,6787 0,7766 0,9356 1,1294 1,3177 1,4653 1,5694 1,6665 1,8043 2,0031 2,2387 2,4558 2,5922 2,6057 2,4981 2,3181 2,1349 2,0052 1,9541 1,9665 1,9969 1,9920 1,9141 1,7495 1,5049 1,2040 0,8861 0,5962 0,3656 0,1963 0,0644 -0,0604 -0,1939 -0,3320 -0,4639 -0,5840 -0,6897 -0,7686 -0,7932 -0,7318 -0,5760 -0,3596 -0,1486 -0,0037 0,0471 0,0067 -0,1044 -0,2580 -0,4258 -0,5885 -0,7436 -0,9049 -1,0915 -1,3168 -1,5777 -1,8488 -2,0883 -2,2543 -2,3255 -2,3168 -2,2767 -2,2670 -2,3424 -2,5354 -2,8396 -3,2014 -3,5435 -3,8044 -3,9592 -4,0135 -3,9874 -3,9063 -3,8018 -3,7139 -3,6853 -3,7504 -3,9200 -4,1699 -4,4470 -4,6911 -4,8629 -4,9557 -4,9905 -5,0032 -5,0276 -5,0815 -5,1648 -5,2644 -5,3602 -5,4359 -5,4887 -5,5268 -5,5562 -5,5753 -5,5770 -5,5550 -5,5057 -5,4246 -5,3098 -5,1803 -5,0855 -5,0799 -5,1880 -5,3932 -5,6473 -5,8892 -6,0695 -6,1642 -6,1731 -6,1149 -6,0232 -5,9388 -5,8989 -5,9312 -6,0511 -6,2518 -6,4903 -6,6953 -6,7988 -6,7659 -6,6057 -6,3611 -6,0932 -5,8696 -5,7509 -5,7739 -5,9392 -6,2082 -6,5135 -6,7871 -6,9918 -7,1256 -7,2037 -7,2410 -7,2473 -7,2239 -7,1607 -7,0421 -6,8598 -6,6236 -6,3722 -6,1709 -6,0794 -6,1152 -6,2565 -6,4722 -6,7365 -7,0198 -7,2812 -7,4757 -7,5647 -7,5249 -7,3668 -7,1456 -6,9331 -6,7668 -6,6323 -6,4947 -6,3406 -6,1901 -6,0792 -6,0358 -6,0648 -6,1457 -6,2431 -6,3250 -6,3714 -6,3680 -6,3014 -6,1657 -5,9727 -5,7525 -5,5405 -5,3635 -5,2321 -5,1425 -5,0825 -5,0367 -4,9917 -4,9437 -4,9061 -4,9053 -4,9637 -5,0806 -5,2309 -5,3836 -5,5177 -5,6270 -5,7144 -5,7809 -5,8171 -5,8138 -5,7836 -5,7651 -5,8006 -5,9060 -6,0535 -6,1867 -6,2564 -6,2428 -6,1554 -6,0240 -5,8920 -5,8067 -5,7999 -5,8702 -5,9833 -6,0930 -6,1637 -6,1747 -6,1128 -5,9684 -5,7497 -5,4939 -5,2528 -5,0609 -4,9235 -4,8341 -4,7879 -4,7798 -4,8055 -4,8746 -5,0119 -5,2349 -5,5374 -5,8951 -6,2801 -6,6601 -6,9895 -7,2180 -7,3210 -7,3133 -7,2303 -7,1082 -6,9782 -6,8631 -6,7703 -6,6873 -6,5922 -6,4726 -6,3387 -6,2176 -6,1352 -6,1064 -6,1360 -6,2166 -6,3199 -6,3966 -6,3927 -6,2747 -6,0459 -5,7488 -5,4501 -5,2138 -5,0743 -5,0242 -5,0268 -5,0435 -5,0525 -5,0513 -5,0535 -5,0794 -5,1438 -5,2499 -5,3910 -5,5564 -5,7352 -5,9120 -6,0555 -6,1223 -6,0798 -5,9260 -5,6830 -5,3826 -5,0654 -4,7825 -4,5836 -4,5002 -4,5400 -4,6959 -4,9565 -5,3039 -5,7032 -6,1044 -6,4582 -6,7308 -6,9089 -6,9957 -7,0029 -6,9421 -6,8273 -6,6819 -6,5356 -6,4088 -6,3034 -6,2046 -6,0899 -5,9451 -5,7773 -5,6119 -5,4793 -5,4052 -5,4066 -5,4917 -5,6662 -5,9332 -6,2833 -6,6915 -7,1312 -7,5857 -8,0492 -8,5241 -9,0166 -9,5267 -10,0437 -10,5476 -11,0092 -11,3871 -11,6323 -11,7081 -11,6146 -11,3903 -11,0869 -10,7426 -10,3764 -9,9986 -9,6221 -9,2610 -8,9216 -8,6047 -8,3184 -8,0746 -7,8713 -7,6952 -7,5450 -7,4337 -7,3648 -7,3192 -7,2723 -7,2225 -7,1983 -7,2381 -7,3635 -7,5656 -7,8084 -8,0371 -8,1881 -8,2044 -8,0559 -7,7551 -7,3533 -6,9270 -6,5662 -6,3500 -6,3088 -6,4013 -6,5349 -6,6157 -6,5943 -6,4748 -6,2961 -6,1056 -5,9416 -5,8290 -5,7828 -5,8069 -5,8863 -5,9878 -6,0722 -6,1148 -6,1194 -6,1160 -6,1469 -6,2551 -6,4690 -6,7852 -7,1669 -7,5618 -7,9255 -8,2379 -8,5030 -8,7370 -8,9573 -9,1802 -9,4193 -9,6715 -9,9077 -10,0837 -10,1612 -10,1293 -10,0169 -9,8842 -9,7953 -9,7916 -9,8807 -10,0456 -10,2600 -10,4934 -10,7094 -10,8745 -10,9773 -11,0435 -11,1217 -11,2481 -11,4221 -11,6135 -11,7857 -11,9091 -11,9619 -11,9332
F3    -0,9362 -0,8391 -0,8279 -0,8886 -0,9787 -1,0557 -1,0972 -1,0948 -1,0436 -0,9427 -0,8005 -0,6370 -0,4836 -0,3760 -0,3395 -0,3759 -0,4566 -0,5255 -0,5198 -0,3994 -0,1719 0,0983 0,3119 0,3861 0,3021 0,1100 -0,1068 -0,2778 -0,3727 -0,3955 -0,3580 -0,2636 -0,1145 0,0720 0,2618 0,4201 0,5324 0,6124 0,6889 0,7824 0,8944 1,0166 1,1425 1,2683 1,3845 1,4677 1,4807 1,3867 1,1774 0,8820 0,5468 0,2094 -0,1194 -0,4544 -0,8172 -1,2104 -1,6018 -1,9251 -2,1056 -2,1033 -1,9376 -1,6704 -1,3723 -1,1015 -0,8982 -0,7771 -0,7241 -0,7034 -0,6767 -0,6243 -0,5586 -0,5228 -0,5720 -0,7419 -1,0286 -1,3904 -1,7596 -2,0633 -2,2539 -2,3239 -2,2943 -2,1999 -2,0838 -1,9830 -1,9066 -1,8306 -1,7234 -1,5756 -1,4087 -1,2630 -1,1771 -1,1753 -1,2655 -1,4382 -1,6667 -1,9157 -2,1543 -2,3566 -2,4941 -2,5458 -2,5218 -2,4653 -2,4266 -2,4393 -2,5149 -2,6457 -2,8075 -2,9630 -3,0699 -3,0938 -3,0266 -2,8982 -2,7629 -2,6775 -2,6905 -2,8324 -3,0993 -3,4503 -3,8249 -4,1669 -4,4458 -4,6721 -4,8957 -5,1735 -5,5259 -5,9214 -6,3044 -6,6411 -6,9391 -7,2316 -7,5490 -7,8994 -8,2630 -8,6002 -8,8631 -9,0052 -8,9882 -8,7930 -8,4290 -7,9346 -7,3604 -6,7462 -6,1098 -5,4509 -4,7680 -4,0751 -3,4019 -2,7766 -2,2076 -1,6873 -1,2127 -0,7921 -0,4330 -0,1353 0,1044 0,2914 0,4373 0,5587 0,6659 0,7520 0,8015 0,8112 0,8001 0,8062 0,8774 1,0524 1,3435 1,7373 2,2092 2,7296 3,2539 3,7157 4,0428 4,1891 4,1561 3,9902 3,7576 3,5191 3,3145 3,1501 3,0007 2,8304 2,6127 2,3355 2,0031 1,6399 1,2870 0,9933 0,8062 0,7578 0,8508 1,0548 1,3217 1,6110 1,9026 2,1873 2,4588 2,7166 2,9672 3,2124 3,4315 3,5814 3,6181 3,5243 3,3220 3,0660 2,8229 2,6469 2,5554 2,5183 2,4775 2,3801 2,1979 1,9278 1,5922 1,2383 0,9260 0,7017 0,5771 0,5280 0,5152 0,5092 0,4953 0,4669 0,4231 0,3666 0,3003 0,2357 0,2030 0,2410 0,3659 0,5507 0,7360 0,8582 0,8729 0,7648 0,5514 0,2773 -0,0063 -0,2651 -0,4876 -0,6787 -0,8543 -1,0358 -1,2359 -1,4462 -1,6368 -1,7686 -1,8114 -1,7590 -1,6301 -1,4651 -1,3247 -1,2795 -1,3807 -1,6296 -1,9790 -2,3639 -2,7327 -3,0542 -3,3134 -3,5118 -3,6638 -3,7837 -3,8745 -3,9291 -3,9405 -3,9182 -3,8913 -3,8893 -3,9235 -3,9856 -4,0599 -4,1390 -4,2262 -4,3232 -4,4212 -4,5077 -4,5732 -4,6128 -4,6265 -4,6182 -4,5932 -4,5617 -4,5417 -4,5509 -4,5881 -4,6214 -4,6040 -4,5146 -4,3837 -4,2735 -4,2434 -4,3259 -4,5067 -4,7278 -4,9280 -5,0851 -5,2197 -5,3706 -5,5632 -5,7816 -5,9700 -6,0725 -6,0728 -5,9913 -5,8552 -5,6813 -5,4822 -5,2810 -5,1147 -5,0164 -4,9958 -5,0378 -5,1222 -5,2396 -5,3854 -5,5400 -5,6727 -5,7694 -5,8445 -5,9185 -5,9943 -6,0608 -6,1063 -6,1197 -6,0878 -6,0003 -5,8616 -5,7000 -5,5667 -5,5178 -5,5849 -5,7538 -5,9715 -6,1776 -6,3296 -6,4053 -6,3939 -6,2918 -6,1077 -5,8643 -5,5927 -5,3272 -5,0974 -4,9175 -4,7872 -4,7047 -4,6734 -4,6960 -4,7693 -4,8820 -5,0189 -5,1701 -5,3296 -5,4815 -5,5943 -5,6347 -5,5872 -5,4593 -5,2747 -5,0633 -4,8521 -4,6595 -4,4939 -4,3589 -4,2587 -4,1995 -4,1854 -4,2174 -4,3019 -4,4487 -4,6451 -4,8410 -4,9719 -5,0000 -4,9307 -4,7985 -4,6428 -4,4927 -4,3630 -4,2618 -4,1996 -4,1901 -4,2427 -4,3561 -4,5126 -4,6777 -4,8154 -4,9111 -4,9754 -5,0258 -5,0695 -5,1070 -5,1411 -5,1741 -5,1979 -5,1971 -5,1608 -5,0912 -4,9963 -4,8748 -4,7134 -4,5053 -4,2656 -4,0230 -3,7997 -3,6099 -3,4678 -3,3834 -3,3545 -3,3747 -3,4511 -3,6043 -3,8527 -4,1949 -4,6013 -5,0176 -5,3831 -5,6565 -5,8314 -5,9239 -5,9405 -5,8676 -5,6937 -5,4321 -5,1204 -4,8067 -4,5310 -4,3131 -4,1592 -4,0818 -4,1020 -4,2280 -4,4370 -4,6770 -4,8795 -4,9792 -4,9410 -4,7761 -4,5304 -4,2600 -4,0115 -3,8096 -3,6505 -3,5043 -3,3372 -3,1445 -2,9639 -2,8573 -2,8802 -3,0559 -3,3642 -3,7501 -4,1433 -4,4801 -4,7203 -4,8451 -4,8432 -4,7103 -4,4594 -4,1230 -3,7456 -3,3755 -3,0547 -2,8075 -2,6427 -2,5659 -2,5870 -2,7178 -2,9595 -3,2858 -3,6474 -3,9970 -4,3066 -4,5656 -4,7762 -4,9495 -5,0992 -5,2373 -5,3717 -5,4985 -5,5983 -5,6461 -5,6255 -5,5297 -5,3549 -5,1012 -4,7864 -4,4528 -4,1545 -3,9359 -3,8161 -3,7880 -3,8331 -3,9390 -4,1075 -4,3522 -4,6912 -5,1384 -5,6937 -6,3404 -7,0501 -7,7861 -8,5031 -9,1495 -9,6772 -10,0525 -10,2607 -10,3051 -10,2082 -10,0113 -9,7637 -9,4978 -9,2176 -8,9128 -8,5835 -8,2450 -7,9118 -7,5843 -7,2518 -6,9047 -6,5407 -6,1710 -5,8253 -5,5430 -5,3508 -5,2483 -5,2148 -5,2302 -5,2862 -5,3845 -5,5303 -5,7226 -5,9451 -6,1653 -6,3399 -6,4236 -6,3855 -6,2270 -5,9856 -5,7227 -5,5028 -5,3684 -5,3203 -5,3141 -5,2831 -5,1791 -5,0036 -4,8002 -4,6219 -4,5077 -4,4741 -4,5109 -4,5830 -4,6472 -4,6747 -4,6571 -4,6037 -4,5399 -4,4987 -4,5064 -4,5742 -4,6985 -4,8647 -5,0567 -5,2675 -5,5019 -5,7728 -6,0964 -6,4865 -6,9416 -7,4370 -7,9305 -8,3751 -8,7218 -8,9256 -8,9639 -8,8459 -8,6099 -8,3179 -8,0436 -7,8509 -7,7695 -7,7887 -7,8774 -8,0152 -8,2001 -8,4301 -8,6880 -8,9508 -9,2067 -9,4579 -9,7098 -9,9633 -10,2150 -10,4573 -10,6721 -10,8266 -10,8867
F7    -1,5557 -1,6838 -1,8035 -1,8681 -1,8365 -1,6947 -1,4767 -1,2499 -1,0700 -0,9498 -0,8628 -0,7608 -0,5997 -0,3681 -0,0969 0,1545 0,3235 0,3758 0,3269 0,2326 0,1556 0,1264 0,1304 0,1387 0,1514 0,1944 0,2799 0,3927 0,5119 0,6262 0,7323 0,8281 0,9094 0,9717 1,0132 1,0279 1,0003 0,9164 0,7793 0,6092 0,4335 0,2795 0,1740 0,1475 0,2238 0,3980 0,6279 0,8403 0,9486 0,8954 0,6926 0,4069 0,1044 -0,1827 -0,4568 -0,7362 -1,0187 -1,2575 -1,3862 -1,3741 -1,2515 -1,0824 -0,9178 -0,7711 -0,6268 -0,4684 -0,3073 -0,1849 -0,1466 -0,2054 -0,3302 -0,4661 -0,5610 -0,5827 -0,5327 -0,4459 -0,3709 -0,3491 -0,4042 -0,5375 -0,7293 -0,9466 -1,1566 -1,3433 -1,5158 -1,6858 -1,8292 -1,8827 -1,7860 -1,5221 -1,1265 -0,6700 -0,2286 0,1390 0,3931 0,5141 0,5086 0,4034 0,2338 0,0303 -0,1943 -0,4446 -0,7216 -1,0003 -1,2391 -1,4157 -1,5406 -1,6357 -1,7076 -1,7458 -1,7413 -1,6960 -1,6176 -1,5226 -1,4432 -1,4068 -1,4153 -1,4590 -1,5361 -1,6484 -1,7926 -1,9671 -2,1793 -2,4517 -2,8230 -3,3269 -3,9585 -4,6720 -5,4071 -6,1043 -6,6985 -7,1253 -7,3391 -7,3194 -7,0761 -6,6578 -6,1424 -5,6034 -5,0797 -4,5695 -4,0502 -3,5139 -2,9910 -2,5363 -2,1956 -1,9824 -1,8749 -1,8222 -1,7568 -1,6143 -1,3537 -0,9690 -0,4902 0,0254 0,5130 0,9180 1,2058 1,3684 1,4281 1,4335 1,4521 1,5539 1,7783 2,1104 2,5003 2,9001 3,2733 3,5870 3,8187 3,9739 4,0913 4,2131 4,3480 4,4678 4,5366 4,5380 4,4883 4,4334 4,4239 4,4758 4,5641 4,6591 4,7502 4,8259 4,8541 4,7960 4,6295 4,3667 4,0608 3,7896 3,6229 3,6001 3,7310 4,0044 4,3876 4,8276 5,2630 5,6380 5,9004 6,0075 5,9546 5,7886 5,5798 5,3881 5,2550 5,2066 5,2492 5,3560 5,4689 5,5311 5,5223 5,4665 5,4137 5,4062 5,4412 5,4654 5,4097 5,2294 4,9261 4,5430 4,1333 3,7351 3,3785 3,1018 2,9483 2,9365 3,0359 3,1910 3,3715 3,5828 3,8254 4,0638 4,2458 4,3442 4,3736 4,3657 4,3343 4,2662 4,1318 3,9046 3,5875 3,2269 2,8996 2,6758 2,5828 2,5950 2,6522 2,6905 2,6684 2,5741 2,4146 2,2019 1,9512 1,6910 1,4622 1,2949 1,1870 1,1148 1,0652 1,0594 1,1411 1,3325 1,5978 1,8524 2,0113 2,0377 1,9524 1,8041 1,6335 1,4507 1,2374 0,9697 0,6413 0,2754 -0,0772 -0,3625 -0,5506 -0,6374 -0,6288 -0,5417 -0,4177 -0,3201 -0,3048 -0,3900 -0,5481 -0,7198 -0,8374 -0,8493 -0,7394 -0,5392 -0,3197 -0,1590 -0,1038 -0,1580 -0,2909 -0,4497 -0,5766 -0,6282 -0,5913 -0,4881 -0,3560 -0,2145 -0,0591 0,1080 0,2529 0,3241 0,2821 0,1141 -0,1687 -0,5382 -0,9531 -1,3617 -1,7168 -1,9870 -2,1483 -2,1741 -2,0438 -1,7619 -1,3742 -0,9689 -0,6519 -0,5080 -0,5702 -0,8058 -1,1207 -1,3920 -1,5175 -1,4494 -1,2006 -0,8398 -0,4645 -0,1496 0,0791 0,2231 0,2736 0,1970 -0,0399 -0,4270 -0,8905 -1,3224 -1,6344 -1,7904 -1,8015 -1,7005 -1,5160 -1,2675 -0,9836 -0,7092 -0,4787 -0,2905 -0,1134 0,0846 0,3124 0,5458 0,7411 0,8654 0,9170 0,9133 0,8632 0,7691 0,6532 0,5603 0,5246 0,5377 0,5495 0,5014 0,3669 0,1647 -0,0593 -0,2588 -0,4116 -0,5246 -0,6090 -0,6488 -0,6019 -0,4439 -0,2058 0,0421 0,2438 0,3857 0,4775 0,5173 0,4860 0,3779 0,2212 0,0588 -0,0808 -0,1855 -0,2548 -0,3010 -0,3360 -0,3578 -0,3628 -0,3608 -0,3567 -0,3283 -0,2385 -0,0676 0,1767 0,4648 0,7481 0,9809 1,1541 1,2980 1,4491 1,6228 1,8031 1,9435 1,9869 1,9006 1,7050 1,4672 1,2620 1,1329 1,0793 1,0756 1,0986 1,1381 1,1903 1,2538 1,3297 1,4212 1,5292 1,6450 1,7466 1,8116 1,8336 1,8206 1,7840 1,7354 1,6944 1,6920 1,7553 1,8907 2,0823 2,3014 2,5074 2,6497 2,6892 2,6274 2,5033 2,3576 2,2141 2,0964 2,0391 2,0627 2,1511 2,2683 2,3888 2,5114 2,6545 2,8398 3,0713 3,3302 3,5896 3,8204 3,9838 4,0374 3,9538 3,7416 3,4740 3,2923 3,3376 3,6545 4,1585 4,6886 5,0841 5,2335 5,0881 4,6591 4,0175 3,2867 2,6144 2,1252 1,8769 1,8511 1,9813 2,1857 2,3901 2,5466 2,6384 2,6633 2,6218 2,5268 2,4125 2,3229 2,2868 2,2954 2,3030 2,2622 2,1607 2,0169 1,8549 1,6937 1,5550 1,4652 1,4398 1,4566 1,4537 1,3667 1,1668 0,8688 0,5168 0,1686 -0,1217 -0,3265 -0,4586 -0,5517 -0,6221 -0,6622 -0,6641 -0,6233 -0,5222 -0,3381 -0,0773 0,2130 0,4776 0,6914 0,8635 1,0160 1,1654 1,3167 1,4621 1,5865 1,6712 1,6976 1,6587 1,5754 1,4938 1,4541 1,4599 1,4841 1,5117 1,5687 1,6955 1,9026 2,1632 2,4369 2,6942 2,9334 3,1715 3,4102 3,6109 3,7133 3,6847 3,5540 3,3977 3,2904 3,2653 3,3245 3,4716 3,7155 4,0434 4,4071 4,7439 5,0069 5,1723 5,2274 5,1607 4,9560 4,5919 4,0570 3,3770 2,6267 1,9137 1,3456 0,9959 0,8919 1,0220 1,3411 1,7690 2,2043 2,5519 2,7520 2,7951 2,7084 2,5305 2,3009 2,0627 1,8629 1,7399 1,7018 1,7119 1,7024 1,6088 1,4003 1,0808 0,6685 0,1914 -0,2971 -0,7172 -0,9908 -1,0642 -0,9121 -0,5412 0,0004 0,6112 1,1457 1,4701 1,5308
