Fp1   -0,8665 -1,2790 -1,3088 -0,9881 -0,4774 -0,0075 0,2090 0,0552 -0,4556 -1,1922 -1,9489 -2,5148 -2,7384 -2,5622 -2,0276 -1,2555 -0,4091 0,3451 0,8627 1,0471 0,8891 0,4967 0,0664 -0,2122 -0,2676 -0,1918 -0,1660 -0,3137 -0,6130 -0,9444 -1,1998 -1,3403 -1,3708 -1,2939 -1,1092 -0,8264 -0,4635 -0,0560 0,3533 0,7567 1,1663 1,5466 1,8236 1,9834 2,1247 2,3820 2,8106 3,3485 3,8697 4,2632 4,4587 4,3966 4,0204 3,3377 2,4726 1,6119 0,8970 0,3668 -0,0284 -0,3595 -0,6357 -0,7749 -0,6637 -0,2622 0,3388 0,9727 1,5111 1,9129 2,1946 2,3981 2,5705 2,7438 2,9200 3,0731 3,1546 3,0952 2,8285 2,3479 1,7247 1,0442 0,3434 -0,3538 -0,9749 -1,4347 -1,7149 -1,8679 -1,9619 -2,0326 -2,0503 -1,9266 -1,6054 -1,1477 -0,6881 -0,3225 -0,0533 0,1878 0,5000 0,9818 1,6823 2,5308 3,3213 3,8408 4,0543 4,1131 4,1796 4,3098 4,4776 4,6187 4,6338 4,4110 3,8981 3,1600 2,3655 1,7294 1,4336 1,5493 2,0174 2,6985 3,4391 4,1129 4,6453 5,0280 5,2965 5,5009 5,7024 5,9397 6,1736 6,2909 6,1663 5,7352 5,0261 4,1235 3,1151 2,0911 1,1776 0,5429 0,3358 0,5976 1,2304 2,0536 2,8928 3,6499 4,3379 5,0478 5,8402 6,6562 7,3369 7,7303 7,7793 7,5182 7,0069 6,2874 5,4161 4,5421 3,9239 3,8002 4,1891 4,8284 5,3740 5,6652 5,7813 5,8924 6,1140 6,4697 6,9207 7,3947 7,7892 7,9825 7,8835 7,4915 6,8999 6,2290 5,5537 4,8946 4,2777 3,7778 3,4780 3,4091 3,5519 3,8806 4,3936 5,0891 5,9117 6,7503 7,4978 8,0900 8,4729 8,5643 8,2898 7,6641 6,8177 5,9376 5,1817 4,6179 4,2119 3,8776 3,5550 3,2541 3,0484 3,0378 3,3053 3,8648 4,6207 5,3959 6,0081 6,3253 6,2989 5,9918 5,5677 5,2300 5,1375 5,3495 5,8228 6,4543 7,1418 7,8066 8,3686 8,7292 8,7911 8,5148 7,9690 7,3105 6,7127 6,3018 6,1297 6,1794 6,3905 6,6946 7,0466 7,4248 7,7965 8,0866 8,1996 8,0913 7,8209 7,5222 7,3123 7,2201 7,1988 7,1982 7,2151 7,2871 7,4692 7,8127 8,3435 9,0483 9,8525 10,5911 11,0513 11,0988 10,7508 10,1256 9,3554 8,5469 7,7748 7,0913 6,5420 6,1606 5,9540 5,9180 6,0485 6,3207 6,6813 7,0526 7,3254 7,3801 7,1522 6,6832 6,1114 5,6126 5,3249 5,2887 5,4321 5,6087 5,6635 5,4995 5,1046 4,5314 3,8816 3,3104 2,9855 2,9804 3,2067 3,4828 3,6601 3,6738 3,5163 3,1948 2,7175 2,1333 1,5713 1,1966 1,1048 1,2757 1,6073 1,9631 2,2219 2,3323 2,3266 2,2635 2,1694 2,0360 1,8425 1,5829 1,2932 1,0040 0,6586 0,1576 -0,5227 -1,3120 -2,1119 -2,8377 -3,4244 -3,8235 -4,0051 -3,9716 -3,7582 -3,4026 -2,9268 -2,3747 -1,8606 -1,5443 -1,5317 -1,7898 -2,1541 -2,4316 -2,5105 -2,3800 -2,0820 -1,6753 -1,2290 -0,8325 -0,5823 -0,5240 -0,5999 -0,6619 -0,5476 -0,1757 0,3951 1,0062 1,5206 1,9046 2,2083 2,5126 2,8961 3,4267 4,1564 5,0809 6,0990 7,0349 7,7162 8,0533 8,0842 7,9599 7,8516 7,8395 7,8925 7,9437 7,9593 7,9280 7,8146 7,5627 7,1653 6,7262 6,4111 6,3166 6,3951 6,4884 6,4203 6,0872 5,4982 4,7508 3,9864 3,3560 2,9856 2,9375 3,1896 3,6708 4,3213 5,0837 5,8455 6,4379 6,6926 6,4955 5,8225 4,7706 3,5839 2,5964 2,0607 2,0389 2,4624 3,2231 4,1944 5,2359 6,2082 6,9706 7,3820 7,3310 6,7771 5,7892 4,5682 3,4129 2,6125 2,3207 2,4984 2,9447 3,3901 3,6250 3,6035 3,4450 3,3345 3,3949 3,6178 3,8897 4,0576 3,9901 3,6513 3,1439 2,6535 2,3548 2,3610 2,7062 3,3373 4,1402 4,9945 5,7957 6,4175 6,6999 6,5481 6,0659 5,5266 5,1538 4,9620 4,8356 4,6829 4,4584 4,1248 3,6838 3,2336 2,9398 2,9046 3,0788 3,3186 3,4888 3,5068 3,3703 3,1707 3,0400 3,0801 3,3436 3,8233 4,4256 4,9818 5,3254 5,3733 5,1322 4,6455 3,9808 3,2716 2,6978 2,3849 2,3450 2,5073 2,7790 3,0995 3,4648 3,8953 4,3784 4,8352 5,1445 5,2161 5,0533 4,7426 4,3996 4,1415 4,0917 4,3365 4,8377 5,4087 5,8019 5,8494 5,5597 5,0874 4,6207 4,3163 4,3020 4,6609 5,3751 6,2850 7,1241 7,6387 7,7011 7,3190 6,5759 5,6026 4,5684 3,6448 2,9692 2,6240 2,6218 2,9265 3,5151 4,3978 5,5410 6,7724 7,8014 8,3441 8,2362 7,5008 6,3662 5,1819 4,2819 3,9164 4,2388 5,2657 6,8566 8,7694 10,7448 12,5569 14,0130 14,9450 15,2617 15,0248 14,4381 13,7263 13,0166 12,3261 11,6312 10,9574 10,4166 10,1390 10,1635 10,4089 10,7387 11,0271 11,1744 11,1097 10,8159 10,3429 9,7807 9,2380 8,8595 8,8071 9,1591 9,8282 10,6064 11,2928 11,7736 11,9939 11,9093 11,5157 10,9117 10,2964 9,8883 9,8230 10,1145 10,6998 11,4803 12,2976 12,9246 13,1449 12,8631 12,1496 11,1752 10,1069 9,0761 8,1989 7,5645 7,2004 7,0664 7,0749 7,1193 7,1211 7,0602 6,9381 6,7243 6,3756 5,8995 5,3852 4,9889 4,8715 5,0969 5,5739 6,1294 6,6480 7,1036 7,4660 7,6417 7,5261 7,0962 6,4447 5,7230 5,0635 4,5546 4,2366 4,0838 4,0096 3,9310 3,8449 3,8221
Fz    -0,6140 -0,6450 -0,4685 -0,1599 0,1599 0,3659 0,3707 0,1523 -0,2434 -0,7194 -1,1545 -1,4382 -1,5044 -1,3508 -1,0358 -0,6502 -0,2788 0,0247 0,2333 0,3331 0,3298 0,2618 0,1891 0,1588 0,1702 0,1618 0,0480 -0,2085 -0,5605 -0,9116 -1,1783 -1,3238 -1,3439 -1,2382 -1,0061 -0,6627 -0,2440 0,1952 0,5985 0,9361 1,2023 1,3859 1,4684 1,4579 1,4030 1,3658 1,3851 1,4578 1,5427 1,5826 1,5194 1,2975 0,8828 0,2989 -0,3629 -0,9870 -1,4936 -1,8674 -2,1489 -2,3934 -2,6179 -2,7728 -2,7671 -2,5417 -2,1285 -1,6248 -1,1139 -0,6354 -0,2062 0,1716 0,5149 0,8455 1,1710 1,4802 1,7492 1,9410 2,0107 1,9305 1,7076 1,3722 0,9550 0,4948 0,0604 -0,2700 -0,4565 -0,5027 -0,4227 -0,2254 0,0832 0,4924 0,9625 1,4145 1,7741 2,0309 2,2445 2,4972 2,8385 3,2644 3,7307 4,1676 4,4918 4,6515 4,6801 4,6678 4,6655 4,6482 4,5581 4,3474 3,9875 3,4702 2,8200 2,1091 1,4468 0,9393 0,6443 0,5505 0,5978 0,7204 0,8731 1,0346 1,2136 1,4523 1,7949 2,2495 2,7851 3,3423 3,8442 4,2221 4,4436 4,5209 4,4887 4,3668 4,1559 3,8727 3,5872 3,4143 3,4537 3,7261 4,1713 4,6956 5,2128 5,6659 6,0493 6,4054 6,7755 7,1543 7,4949 7,7454 7,8787 7,8922 7,7918 7,5870 7,3120 7,0561 6,9554 7,1180 7,5284 8,0396 8,4842 8,7939 9,0069 9,1788 9,3098 9,3563 9,2914 9,1324 8,9064 8,6150 8,2455 7,8062 7,3385 6,8995 6,5348 6,2631 6,0870 6,0178 6,0729 6,2466 6,4968 6,7716 7,0466 7,3237 7,5950 7,8271 7,9853 8,0560 8,0328 7,8895 7,5838 7,0997 6,4830 5,8291 5,2330 4,7452 4,3586 4,0277 3,7062 3,3783 3,0666 2,8204 2,7001 2,7525 2,9753 3,3067 3,6489 3,9068 4,0302 4,0410 4,0183 4,0560 4,2276 4,5638 5,0435 5,6133 6,2267 6,8529 7,4424 7,9025 8,1311 8,0877 7,8303 7,4773 7,1410 6,8951 6,7791 6,8064 6,9591 7,1856 7,4186 7,5992 7,6886 7,6750 7,5785 7,4463 7,3345 7,2822 7,2898 7,3190 7,3228 7,2790 7,1962 7,0967 7,0120 6,9866 7,0666 7,2720 7,5670 7,8466 7,9735 7,8544 7,4830 6,9229 6,2663 5,6046 5,0058 4,5061 4,1256 3,8810 3,7744 3,7943 3,9224 4,1248 4,3573 4,5829 4,7639 4,8463 4,7814 4,5722 4,2923 4,0658 4,0124 4,1816 4,5205 4,9013 5,1875 5,2945 5,2029 4,9348 4,5444 4,1195 3,7520 3,4896 3,3204 3,2084 3,1344 3,1020 3,1151 3,1477 3,1427 3,0547 2,8955 2,7232 2,5946 2,5350 2,5230 2,4894 2,3592 2,1116 1,7893 1,4490 1,1204 0,8113 0,5267 0,2791 0,0845 -0,0739 -0,2760 -0,6202 -1,1448 -1,8072 -2,5198 -3,1968 -3,7812 -4,2431 -4,5630 -4,7299 -4,7451 -4,6110 -4,3255 -3,9048 -3,4115 -2,9418 -2,5741 -2,3310 -2,1862 -2,0991 -2,0423 -1,9988 -1,9458 -1,8486 -1,6746 -1,4134 -1,0798 -0,6957 -0,2746 0,1767 0,6525 1,1414 1,6152 2,0353 2,3870 2,6963 3,0053 3,3429 3,7147 4,1119 4,5289 4,9610 5,3804 5,7262 5,9252 5,9237 5,7122 5,3370 4,8840 4,4365 4,0535 3,7832 3,6616 3,6814 3,7799 3,8791 3,9489 4,0331 4,1992 4,4608 4,7529 4,9647 4,9881 4,7636 4,3057 3,6911 3,0313 2,4459 2,0333 1,8399 1,8607 2,0783 2,4895 3,0769 3,7774 4,4919 5,1039 5,4885 5,5365 5,2053 4,5756 3,8457 3,2327 2,8728 2,8038 2,9911 3,3562 3,8145 4,3000 4,7629 5,1528 5,4063 5,4558 5,2626 4,8624 4,3813 3,9821 3,7722 3,7539 3,8456 3,9374 3,9508 3,8809 3,7915 3,7600 3,8189 3,9434 4,0843 4,1944 4,2310 4,1680 4,0163 3,8202 3,6403 3,5438 3,5935 3,8222 4,2160 4,7213 5,2645 5,7607 6,1281 6,3307 6,4097 6,4462 6,4703 6,4250 6,2345 5,8737 5,3546 4,7013 3,9726 3,2795 2,7528 2,4812 2,4742 2,6725 2,9735 3,2517 3,4046 3,4090 3,3270 3,2593 3,2931 3,4582 3,7056 3,9342 4,0484 3,9975 3,7716 3,3796 2,8568 2,2914 1,8043 1,4807 1,3334 1,3235 1,3978 1,5177 1,6746 1,8793 2,1330 2,4054 2,6398 2,7861 2,8317 2,8034 2,7458 2,7088 2,7457 2,8886 3,1122 3,3279 3,4254 3,3406 3,1024 2,8071 2,5488 2,3856 2,3521 2,4678 2,7154 3,0226 3,2818 3,4071 3,3758 3,2154 2,9695 2,6897 2,4363 2,2650 2,2186 2,3224 2,5757 2,9564 3,4453 4,0375 4,7176 5,4239 6,0447 6,4508 6,5426 6,3082 5,8574 5,3835 5,0905 5,1474 5,6565 6,6179 7,9210 9,3770 10,7736 11,9344 12,7526 13,1854 13,2488 13,0148 12,5818 12,0281 11,3922 10,6877 9,9272 9,1529 8,4585 7,9511 7,6738 7,5734 7,5426 7,4838 7,3374 7,0786 6,7116 6,2654 5,7849 5,3372 5,0322 4,9972 5,2935 5,8585 6,5409 7,1825 7,6696 7,9385 7,9680 7,7816 7,4561 7,1177 6,9014 6,8854 7,0616 7,3678 7,7301 8,0633 8,2596 8,2195 7,9162 7,4263 6,8740 6,3458 5,8721 5,4666 5,1499 4,9394 4,8334 4,8042 4,8143 4,8472 4,9111 5,0011 5,0685 5,0413 4,8746 4,5895 4,2721 4,0241 3,8962 3,8637 3,8647 3,8544 3,8081 3,6841 3,4189 2,9743 2,3905 1,7866 1,2982 1,0046 0,9121 0,9765 1,1164 1,2265 1,2209 1,0776 0,8385
F3    -0,2710 -0,1806 0,0918 0,4445 0,7479 0,8832 0,7756 0,4137 -0,1494 -0,8060 -1,4116 -1,8253 -1,9630 -1,8229 -1,4737 -1,0217 -0,5756 -0,2216 -0,0105 0,0508 0,0061 -0,0654 -0,0865 -0,0174 0,1216 0,2513 0,2726 0,1332 -0,1402 -0,4682 -0,7716 -1,0042 -1,1458 -1,1766 -1,0756 -0,8406 -0,4989 -0,1042 0,2842 0,6319 0,9279 1,1575 1,3007 1,3611 1,3779 1,4023 1,4680 1,5742 1,6885 1,7617 1,7358 1,5497 1,1639 0,5922 -0,0939 -0,7986 -1,4463 -2,0058 -2,4862 -2,9088 -3,2652 -3,4954 -3,5146 -3,2782 -2,8309 -2,2784 -1,7113 -1,1774 -0,7009 -0,2896 0,0675 0,3863 0,6730 0,9210 1,1122 1,2134 1,1871 1,0198 0,7331 0,3672 -0,0428 -0,4658 -0,8549 -1,1572 -1,3457 -1,4196 -1,3813 -1,2273 -0,9531 -0,5682 -0,1243 0,2861 0,5948 0,8177 1,0450 1,3761 1,8579 2,4634 3,1102 3,6877 4,0856 4,2484 4,2287 4,1450 4,0680 3,9783 3,8198 3,5470 3,1345 2,5778 1,9054 1,1858 0,5208 0,0163 -0,2628 -0,3230 -0,2272 -0,0526 0,1414 0,3255 0,5062 0,7217 1,0141 1,3990 1,8596 2,3464 2,7816 3,0913 3,2456 3,2663 3,1952 3,0525 2,8326 2,5445 2,2543 2,0782 2,1180 2,3978 2,8610 3,4123 3,9529 4,4057 4,7523 5,0451 5,3564 5,7081 6,0585 6,3453 6,5276 6,5885 6,5180 6,3111 5,9928 5,6483 5,4184 5,4285 5,6890 6,0770 6,4454 6,7426 7,0074 7,2690 7,4908 7,6041 7,5741 7,4230 7,1937 6,9077 6,5673 6,1871 5,8115 5,4983 5,2870 5,1814 5,1620 5,2165 5,3477 5,5491 5,7878 6,0230 6,2391 6,4476 6,6513 6,8264 6,9467 7,0056 6,9985 6,8921 6,6325 6,1957 5,6297 5,0339 4,4934 4,0389 3,6556 3,3135 2,9942 2,7072 2,4846 2,3658 2,3871 2,5678 2,8837 3,2574 3,5784 3,7445 3,7184 3,5622 3,4044 3,3688 3,5282 3,8913 4,4081 4,9993 5,6014 6,1806 6,6981 7,0817 7,2517 7,1872 6,9576 6,6795 6,4461 6,3031 6,2698 6,3537 6,5426 6,7972 7,0624 7,2862 7,4318 7,4843 7,4585 7,3979 7,3611 7,3908 7,4838 7,5923 7,6613 7,6655 7,6125 7,5270 7,4510 7,4422 7,5503 7,7863 8,1047 8,4036 8,5643 8,5146 8,2571 7,8446 7,3449 6,8246 6,3384 5,9190 5,5878 5,3662 5,2653 5,2809 5,3957 5,5749 5,7783 5,9767 6,1374 6,2028 6,1180 5,8867 5,5978 5,3942 5,4027 5,6582 6,0750 6,4821 6,7037 6,6390 6,2873 5,7151 5,0280 4,3584 3,8278 3,4926 3,3258 3,2591 3,2378 3,2436 3,2795 3,3341 3,3674 3,3459 3,2820 3,2237 3,2138 3,2573 3,3037 3,2598 3,0518 2,6857 2,2369 1,7832 1,3587 0,9666 0,6112 0,3078 0,0687 -0,1318 -0,3731 -0,7386 -1,2472 -1,8446 -2,4492 -2,9940 -3,4403 -3,7666 -3,9568 -4,0052 -3,9223 -3,7215 -3,4100 -3,0057 -2,5639 -2,1703 -1,8993 -1,7760 -1,7736 -1,8427 -1,9419 -2,0442 -2,1258 -2,1568 -2,1087 -1,9720 -1,7599 -1,4873 -1,1537 -0,7489 -0,2735 0,2446 0,7480 1,1746 1,5046 1,7774 2,0565 2,3848 2,7682 3,1869 3,6213 4,0571 4,4639 4,7799 4,9297 4,8602 4,5705 4,1258 3,6327 3,1847 2,8386 2,6328 2,5883 2,6782 2,8216 2,9309 2,9806 3,0311 3,1666 3,4036 3,6652 3,8286 3,7857 3,4855 2,9534 2,2768 1,5754 0,9723 0,5692 0,4201 0,5198 0,8323 1,3279 1,9787 2,7298 3,4959 4,1683 4,6199 4,7266 4,4268 3,7942 3,0396 2,3973 2,0104 1,9186 2,0930 2,4626 2,9367 3,4313 3,8792 4,2198 4,3836 4,3045 3,9657 3,4445 2,9007 2,4981 2,3193 2,3429 2,4761 2,6064 2,6568 2,6265 2,5803 2,5956 2,7102 2,9084 3,1450 3,3673 3,5211 3,5720 3,5304 3,4400 3,3525 3,3225 3,3980 3,5976 3,9015 4,2636 4,6282 4,9363 5,1379 5,2194 5,2198 5,1940 5,1457 5,0145 4,7520 4,3714 3,9061 3,3738 2,8097 2,3039 1,9794 1,9229 2,1307 2,5183 2,9607 3,3204 3,4936 3,4692 3,3300 3,1965 3,1673 3,2757 3,4700 3,6389 3,6757 3,5295 3,2060 2,7435 2,2068 1,6953 1,3172 1,1303 1,1146 1,1997 1,3075 1,3830 1,4129 1,4230 1,4447 1,4758 1,4744 1,3971 1,2471 1,0805 0,9693 0,9694 1,1173 1,4215 1,8322 2,2349 2,4933 2,5279 2,3684 2,1204 1,8859 1,7298 1,6995 1,8285 2,1040 2,4490 2,7581 2,9567 3,0258 2,9795 2,8399 2,6405 2,4284 2,2550 2,1734 2,2339 2,4666 2,8739 3,4433 4,1511 4,9471 5,7350 6,3724 6,7048 6,6262 6,1497 5,4330 4,7130 4,2145 4,1110 4,5055 5,3968 6,6655 8,1075 9,4966 10,6470 11,4439 11,8432 11,8693 11,6020 11,1397 10,5611 9,9194 9,2560 8,6025 7,9901 7,4780 7,1384 6,9959 6,9940 7,0298 7,0111 6,8812 6,6139 6,2172 5,7361 5,2381 4,8036 4,5371 4,5481 4,8792 5,4559 6,1218 6,7200 7,1428 7,3325 7,2703 6,9826 6,5563 6,1328 5,8582 5,8171 6,0088 6,3801 6,8584 7,3514 7,7422 7,9204 7,8409 7,5485 7,1368 6,6820 6,2267 5,8042 5,4482 5,1855 5,0248 4,9463 4,9137 4,9032 4,9117 4,9271 4,9040 4,7849 4,5471 4,2403 3,9802 3,8830 3,9880 4,2415 4,5531 4,8539 5,0966 5,2167 5,1247 4,7582 4,1463 3,4226 2,7606 2,2904 2,0679 2,0834 2,2657 2,4977 2,6681 2,7254 2,6850
F7    0,3261 0,5027 0,8201 1,1700 1,4270 1,4844 1,2897 0,8667 0,3026 -0,2889 -0,7962 -1,1283 -1,2390 -1,1434 -0,9022 -0,5904 -0,2733 -0,0016 0,1910 0,2949 0,3266 0,3172 0,2961 0,2802 0,2626 0,2079 0,0756 -0,1357 -0,3762 -0,5788 -0,6968 -0,7211 -0,6777 -0,6011 -0,5130 -0,4218 -0,3273 -0,2273 -0,1179 0,0074 0,1427 0,2529 0,2922 0,2435 0,1331 0,0182 -0,0373 -0,0010 0,0947 0,1703 0,1476 -0,0200 -0,3391 -0,7796 -1,2849 -1,7824 -2,2043 -2,5166 -2,7329 -2,8913 -3,0067 -3,0397 -2,9190 -2,6040 -2,1360 -1,6148 -1,1200 -0,6779 -0,2849 0,0711 0,4027 0,7157 1,0057 1,2520 1,4180 1,4611 1,3502 1,0844 0,6981 0,2483 -0,2090 -0,6268 -0,9581 -1,1662 -1,2517 -1,2405 -1,1403 -0,9263 -0,5660 -0,0563 0,5425 1,1156 1,5615 1,8533 2,0390 2,1968 2,3847 2,6070 2,8130 2,9230 2,8714 2,6590 2,3814 2,1674 2,0670 2,0234 1,9475 1,7820 1,5056 1,1188 0,6409 0,1153 -0,3945 -0,8233 -1,1330 -1,3269 -1,4327 -1,4731 -1,4532 -1,3744 -1,2509 -1,1061 -0,9530 -0,7847 -0,5862 -0,3574 -0,1142 0,1341 0,3936 0,6716 0,9543 1,1953 1,3358 1,3527 1,2939 1,2561 1,3138 1,4681 1,6647 1,8483 1,9916 2,0963 2,1964 2,3486 2,5892 2,9050 3,2522 3,5833 3,8563 4,0327 4,0760 3,9609 3,7043 3,3939 3,1743 3,1729 3,4163 3,8145 4,2376 4,6147 4,9548 5,2779 5,5575 5,7394 5,7934 5,7302 5,5767 5,3519 5,0712 4,7675 4,4992 4,3290 4,2913 4,3750 4,5307 4,7040 4,8699 5,0284 5,1768 5,3071 5,4251 5,5453 5,6623 5,7444 5,7560 5,6791 5,5200 5,3063 5,0789 4,8718 4,6834 4,4709 4,1832 3,8014 3,3501 2,8839 2,4704 2,1752 2,0403 2,0705 2,2450 2,5376 2,9100 3,2914 3,5756 3,6497 3,4520 3,0204 2,4798 1,9831 1,6563 1,5657 1,7052 2,0157 2,4331 2,9109 3,3907 3,7755 3,9654 3,9290 3,7363 3,5113 3,3524 3,2995 3,3592 3,5293 3,7966 4,1258 4,4650 4,7634 4,9787 5,0817 5,0705 4,9761 4,8484 4,7287 4,6294 4,5373 4,4358 4,3212 4,1954 4,0603 3,9344 3,8618 3,8920 4,0546 4,3353 4,6643 4,9426 5,0966 5,1153 5,0365 4,9028 4,7360 4,5448 4,3446 4,1680 4,0538 4,0224 4,0710 4,1846 4,3418 4,5223 4,7099 4,8666 4,9161 4,7916 4,5071 4,1733 3,9411 3,9254 4,1502 4,5313 4,9061 5,1124 5,0750 4,8219 4,4262 3,9668 3,5279 3,1816 2,9556 2,8278 2,7558 2,7150 2,7148 2,7742 2,8769 2,9670 3,0003 2,9774 2,9219 2,8480 2,7472 2,5804 2,2963 1,8887 1,4274 1,0065 0,6672 0,3885 0,1456 -0,0479 -0,1505 -0,1298 -0,0008 0,1606 0,2582 0,2409 0,1284 -0,0203 -0,1619 -0,2960 -0,4430 -0,6096 -0,7855 -0,9538 -1,0875 -1,1460 -1,0982 -0,9501 -0,7424 -0,5318 -0,3770 -0,3202 -0,3664 -0,4846 -0,6279 -0,7541 -0,8364 -0,8644 -0,8390 -0,7605 -0,6129 -0,3646 0,0039 0,4635 0,9401 1,3516 1,6412 1,8017 1,8780 1,9308 1,9909 2,0506 2,0915 2,1155 2,1521 2,2284 2,3347 2,4305 2,4775 2,4575 2,3668 2,2064 1,9795 1,7027 1,4194 1,1845 1,0243 0,9174 0,8254 0,7437 0,7207 0,8143 1,0244 1,2754 1,4606 1,4988 1,3601 1,0577 0,6293 0,1359 -0,3326 -0,6789 -0,8366 -0,7850 -0,5316 -0,0904 0,5122 1,2221 1,9587 2,6177 3,0760 3,2143 2,9696 2,3982 1,6825 1,0360 0,6010 0,4266 0,4925 0,7337 1,0631 1,4016 1,7028 1,9524 2,1392 2,2320 2,1982 2,0480 1,8509 1,6989 1,6493 1,6933 1,7670 1,7926 1,7298 1,6028 1,4799 1,4283 1,4843 1,6476 1,8845 2,1294 2,3018 2,3498 2,2800 2,1379 1,9743 1,8340 1,7573 1,7783 1,9140 2,1580 2,4791 2,8244 3,1368 3,3851 3,5740 3,7225 3,8261 3,8388 3,7078 3,4262 3,0314 2,5829 2,1589 1,8452 1,7097 1,7797 2,0279 2,3792 2,7293 2,9619 2,9913 2,8254 2,5774 2,4003 2,3999 2,5806 2,8476 3,0590 3,0989 2,9250 2,5620 2,0669 1,5097 0,9733 0,5325 0,2137 -0,0096 -0,1790 -0,3182 -0,4274 -0,4876 -0,4728 -0,3735 -0,2114 -0,0317 0,1160 0,2033 0,2476 0,3035 0,4266 0,6467 0,9578 1,3118 1,6236 1,7993 1,7938 1,6490 1,4578 1,2886 1,1600 1,0739 1,0391 1,0585 1,1122 1,1692 1,2094 1,2230 1,1979 1,1302 1,0453 0,9904 1,0018 1,0931 1,2669 1,5221 1,8568 2,2759 2,7897 3,3965 4,0560 4,6695 5,0954 5,2007 4,9283 4,3431 3,6181 2,9697 2,5907 2,6076 3,0484 3,8276 4,7682 5,6656 6,3589 6,7646 6,8823 6,7883 6,5974 6,3970 6,2048 5,9932 5,7395 5,4378 5,0975 4,7574 4,4705 4,2569 4,0824 3,8964 3,6875 3,4864 3,3130 3,1464 2,9575 2,7497 2,5618 2,4532 2,4885 2,7052 3,0767 3,5134 3,9041 4,1550 4,2088 4,0470 3,6849 3,1776 2,6356 2,2032 1,9889 2,0218 2,2692 2,6694 3,1370 3,5648 3,8618 4,0023 4,0266 3,9943 3,9355 3,8391 3,6869 3,4939 3,3109 3,1857 3,1211 3,0801 3,0366 3,0018 2,9978 3,0204 3,0366 3,0214 3,0012 3,0524 3,2372 3,5400 3,8752 4,1533 4,3276 4,3857 4,3073 4,0487 3,5846 2,9689 2,3432 1,8756 1,6841 1,8006 2,1697 2,6636 3,1210 3,4102 3,4800 3,3630
