Fp1   -0,5077 -0,7517 -1,0374 -1,3042 -1,4893 -1,5376 -1,4300 -1,1953 -0,8860 -0,5462 -0,2084 0,0911 0,3031 0,3647 0,2170 -0,1521 -0,6751 -1,2236 -1,6643 -1,9037 -1,9061 -1,6954 -1,3348 -0,8877 -0,4017 0,0754 0,4801 0,7463 0,8444 0,8118 0,7349 0,6966 0,7376 0,8524 1,0032 1,1433 1,2347 1,2503 1,1785 1,0383 0,8758 0,7438 0,6875 0,7320 0,8663 1,0367 1,1591 1,1539 0,9878 0,6917 0,3430 0,0204 -0,2320 -0,4019 -0,4881 -0,4912 -0,4139 -0,2660 -0,0685 0,1477 0,3511 0,5196 0,6424 0,7130 0,7389 0,7646 0,8548 1,0333 1,2538 1,4394 1,5404 1,5534 1,5182 1,5159 1,6315 1,8854 2,2011 2,4453 2,5084 2,3734 2,1192 1,8533 1,6346 1,4524 1,2724 1,0909 0,9400 0,8539 0,8461 0,9149 1,0532 1,2488 1,4782 1,7069 1,9099 2,0968 2,3008 2,5463 2,8293 3,1046 3,2915 3,3167 3,1593 2,8572 2,4776 2,0857 1,7285 1,4303 1,1926 1,0044 0,8642 0,7870 0,7741 0,7926 0,7993 0,7759 0,7308 0,6740 0,5959 0,4716 0,2800 0,0154 -0,3219 -0,7492 -1,3023 -1,9956 -2,7771 -3,5368 -4,1660 -4,5938 -4,7689 -4,6453 -4,2113 -3,5228 -2,6896 -1,8283 -1,0310 -0,3549 0,1819 0,6073 0,9908 1,4088 1,8967 2,4359 2,9901 3,5430 4,0963 4,6467 5,1757 5,6543 6,0572 6,3754 6,6170 6,7954 6,9249 7,0267 7,1366 7,2988 7,5442 7,8801 8,3082 8,8354 9,4526 10,1085 10,7106 11,1522 11,3502 11,2736 10,9528 10,4738 9,9607 9,5385 9,2838 9,2034 9,2548 9,3783 9,5183 9,6453 9,7690 9,9328 10,1947 10,5928 11,1138 11,6928 12,2385 12,6533 12,8514 12,7876 12,4744 11,9669 11,3433 10,7037 10,1596 9,7957 9,6340 9,6378 9,7545 9,9546 10,2339 10,5895 11,0079 11,4677 11,9395 12,3807 12,7292 12,9137 12,8917 12,6878 12,3954 12,1388 12,0088 12,0065 12,0514 12,0561 11,9877 11,8658 11,7295 11,6141 11,5348 11,4738 11,3915 11,2653 11,1238 11,0436 11,1050 11,3327 11,6744 12,0322 12,3072 12,4292 12,3757 12,1754 11,8913 11,6041 11,3989 11,3483 11,4983 11,8446 12,3058 12,7503 13,0631 13,1782 13,0699 12,7450 12,2439 11,6340 11,0023 10,4448 10,0367 9,7968 9,6843 9,6398 9,6212 9,5904 9,4864 9,2453 8,8570 8,3876 7,9404 7,6098 7,4648 7,5314 7,7751 8,1143 8,4498 8,6895 8,7675 8,6458 8,3019 7,7414 7,0289 6,2891 5,6642 5,2603 5,1156 5,2027 5,4551 5,7981 6,1615 6,4875 6,7479 6,9461 7,0933 7,1903 7,2291 7,2025 7,1050 6,9303 6,6780 6,3645 6,0165 5,6594 5,3215 5,0435 4,8735 4,8496 4,9811 5,2394 5,5691 5,9123 6,2330 6,5198 6,7696 6,9839 7,1795 7,3846 7,6138 7,8515 8,0656 8,2344 8,3525 8,4179 8,4232 8,3545 8,2064 8,0019 7,7809 7,5666 7,3557 7,1309 6,8721 6,5697 6,2434 5,9445 5,7315 5,6333 5,6389 5,7218 5,8626 6,0520 6,2794 6,5138 6,7032 6,8089 6,8310 6,7952 6,7306 6,6728 6,6632 6,7263 6,8538 7,0198 7,2005 7,3658 7,4558 7,3889 7,1207 6,6963 6,2324 5,8527 5,6390 5,6165 5,7590 6,0017 6,2735 6,5470 6,8552 7,2552 7,7700 8,3524 8,8947 9,2806 9,4472 9,4111 9,2401 9,0003 8,7308 8,4557 8,1974 7,9701 7,7745 7,6087 7,4857 7,4431 7,5274 7,7599 8,1231 8,5704 9,0221 9,3660 9,5019 9,3920 9,0580 8,5394 7,8713 7,0998 6,3055 5,5975 5,0811 4,8188 4,8156 5,0346 5,4206 5,9191 6,4961 7,1434 7,8510 8,5728 9,2153 9,6596 9,8145 9,6624 9,2678 8,7471 8,2195 7,7787 7,4909 7,3948 7,4895 7,7276 8,0321 8,3281 8,5608 8,6925 8,6963 8,5493 8,2324 7,7431 7,1195 6,4569 5,8855 5,5053 5,3335 5,3191 5,3986 5,5354 5,7309 6,0027 6,3339 6,6498 6,8544 6,8887 6,7532 6,4945 6,1929 5,9501 5,8449 5,8840 6,0003 6,0961 6,0931 5,9730 5,7916 5,6399 5,5829 5,6363 5,7721 5,9314 6,0505 6,0973 6,0794 6,0219 5,9437 5,8516 5,7481 5,6380 5,5273 5,4292 5,3699 5,3769 5,4594 5,5976 5,7540 5,9061 6,0672 6,2735 6,5574 6,9168 7,2859 7,5434 7,5828 7,3924 7,0554 6,6704 6,2962 5,9718 5,7554 5,7260 5,9404 6,3889 6,9973 7,6658 8,3065 8,8626 9,3042 9,6018 9,7108 9,5846 9,2041 8,5952 7,8322 7,0321 6,3266 5,8015 5,4499 5,1851 4,8971 4,5044 3,9797 3,3638 2,7578 2,2764 1,9893 1,8987 1,9535 2,0835 2,2398 2,4102 2,5899 2,7571 2,8936 3,0174 3,1724 3,3801 3,6075 3,7948 3,9080 3,9504 3,9405 3,9050 3,8788 3,8790 3,8785 3,8213 3,6788 3,4870 3,3150 3,2015 3,1349 3,0865 3,0501 3,0534 3,1403 3,3477 3,6965 4,1829 4,7613 5,3429 5,8234 6,1239 6,2249 6,1754 6,0641 5,9683 5,9227 5,9298 5,9885 6,1042 6,2758 6,4786 6,6612 6,7617 6,7322 6,5642 6,3015 6,0210 5,7877 5,6332 5,5664 5,5861 5,6813 5,8305 6,0098 6,2034 6,4030 6,5900 6,7181 6,7216 6,5494 6,1933 5,6871 5,0849 4,4454 3,8211 3,2410 2,7110 2,2396 1,8451 1,5436 1,3506 1,2808 1,3361 1,5030 1,7508 2,0200 2,2259 2,2997 2,2296 2,0539 1,8261 1,6040 1,4558 1,4469 1,6117 1,9319 2,3310 2,6947 2,9133 2,9298 2,7625
Fz    -0,6893 -0,7047 -0,7538 -0,8383 -0,9407 -1,0323 -1,0914 -1,1097 -1,0857 -1,0171 -0,9046 -0,7587 -0,5992 -0,4556 -0,3616 -0,3392 -0,3853 -0,4717 -0,5536 -0,5802 -0,5178 -0,3698 -0,1706 0,0445 0,2560 0,4584 0,6569 0,8678 1,1087 1,3805 1,6565 1,8940 2,0579 2,1316 2,1095 1,9978 1,8205 1,6057 1,3613 1,0768 0,7465 0,3793 -0,0034 -0,3703 -0,6927 -0,9609 -1,1874 -1,3899 -1,5705 -1,7045 -1,7526 -1,6952 -1,5586 -1,4044 -1,2926 -1,2539 -1,2882 -1,3849 -1,5378 -1,7356 -1,9429 -2,0992 -2,1473 -2,0719 -1,9124 -1,7342 -1,5885 -1,4974 -1,4592 -1,4523 -1,4423 -1,4035 -1,3351 -1,2470 -1,1388 -1,0048 -0,8458 -0,6720 -0,5053 -0,3730 -0,2891 -0,2437 -0,2134 -0,1792 -0,1361 -0,0921 -0,0619 -0,0613 -0,0985 -0,1631 -0,2266 -0,2569 -0,2384 -0,1857 -0,1297 -0,0862 -0,0466 0,0046 0,0760 0,1679 0,2715 0,3673 0,4328 0,4550 0,4286 0,3479 0,2095 0,0179 -0,2185 -0,4877 -0,7671 -1,0265 -1,2448 -1,4214 -1,5690 -1,7057 -1,8536 -2,0358 -2,2695 -2,5542 -2,8690 -3,1896 -3,5119 -3,8556 -4,2421 -4,6703 -5,1110 -5,5184 -5,8480 -6,0653 -6,1391 -6,0391 -5,7529 -5,3040 -4,7437 -4,1282 -3,5014 -2,8860 -2,2821 -1,6709 -1,0245 -0,3233 0,4288 1,2068 1,9849 2,7547 3,5209 4,2830 5,0227 5,7129 6,3347 6,8826 7,3551 7,7476 8,0526 8,2642 8,3854 8,4368 8,4546 8,4780 8,5401 8,6607 8,8326 9,0238 9,2084 9,3917 9,6023 9,8640 10,1770 10,5150 10,8380 11,1116 11,3195 11,4562 11,5150 11,4913 11,3917 11,2380 11,0628 10,8958 10,7500 10,6237 10,5183 10,4503 10,4442 10,5135 10,6544 10,8538 11,0960 11,3592 11,6140 11,8298 11,9830 12,0656 12,0882 12,0748 12,0534 12,0488 12,0777 12,1460 12,2449 12,3529 12,4458 12,5084 12,5357 12,5278 12,4855 12,4066 12,2933 12,1622 12,0395 11,9465 11,8938 11,8840 11,9103 11,9513 11,9795 11,9852 11,9892 12,0210 12,0833 12,1444 12,1667 12,1442 12,1091 12,1008 12,1323 12,1835 12,2199 12,2172 12,1749 12,1079 12,0301 11,9544 11,8977 11,8686 11,8537 11,8206 11,7322 11,5658 11,3279 11,0494 10,7705 10,5291 10,3470 10,2194 10,1253 10,0458 9,9716 9,8994 9,8273 9,7547 9,6850 9,6153 9,5217 9,3709 9,1528 8,8923 8,6282 8,3907 8,1972 8,0552 7,9611 7,8914 7,8005 7,6447 7,4166 7,1479 6,8803 6,6431 6,4512 6,3047 6,1899 6,0891 5,9935 5,9014 5,8153 5,7462 5,7099 5,7189 5,7811 5,8980 6,0627 6,2610 6,4691 6,6504 6,7615 6,7659 6,6506 6,4412 6,2037 6,0245 5,9783 6,0963 6,3493 6,6654 6,9737 7,2360 7,4436 7,5984 7,7108 7,8039 7,9040 8,0225 8,1452 8,2421 8,2897 8,2829 8,2211 8,0958 7,9017 7,6580 7,4118 7,2168 7,1095 7,0994 7,1703 7,2897 7,4302 7,5850 7,7576 7,9373 8,0950 8,2076 8,2746 8,3025 8,2868 8,2231 8,1235 8,0162 7,9322 7,8912 7,8950 7,9295 7,9662 7,9643 7,8921 7,7548 7,5948 7,4589 7,3680 7,3164 7,2896 7,2745 7,2525 7,1952 7,0830 6,9272 6,7681 6,6533 6,6221 6,7003 6,8947 7,1835 7,5216 7,8608 8,1613 8,3917 8,5329 8,5851 8,5718 8,5355 8,5163 8,5221 8,5240 8,4862 8,3999 8,2847 8,1629 8,0486 7,9559 7,9042 7,9091 7,9713 8,0725 8,1813 8,2722 8,3351 8,3607 8,3300 8,2321 8,0812 7,9105 7,7523 7,6252 7,5309 7,4640 7,4288 7,4460 7,5381 7,7071 7,9255 8,1460 8,3194 8,4160 8,4346 8,3888 8,2969 8,1850 8,0824 8,0056 7,9499 7,9018 7,8551 7,8089 7,7612 7,7129 7,6722 7,6497 7,6492 7,6642 7,6845 7,7039 7,7201 7,7279 7,7123 7,6474 7,5053 7,2678 6,9395 6,5580 6,1847 5,8768 5,6694 5,5651 5,5292 5,5052 5,4463 5,3317 5,1591 4,9418 4,7158 4,5295 4,4147 4,3731 4,3903 4,4455 4,5115 4,5614 4,5812 4,5718 4,5463 4,5262 4,5329 4,5818 4,6858 4,8518 5,0703 5,3102 5,5291 5,6928 5,7891 5,8297 5,8428 5,8603 5,9028 5,9742 6,0680 6,1758 6,2879 6,3944 6,4873 6,5626 6,6252 6,6900 6,7692 6,8565 6,9222 6,9247 6,8347 6,6603 6,4590 6,3201 6,3180 6,4727 6,7453 7,0653 7,3639 7,5938 7,7326 7,7820 7,7624 7,6984 7,6117 7,5200 7,4314 7,3395 7,2252 7,0623 6,8346 6,5522 6,2490 5,9617 5,7118 5,4985 5,3051 5,1105 4,8938 4,6367 4,3292 3,9729 3,5729 3,1311 2,6478 2,1232 1,5638 0,9948 0,4611 0,0107 -0,3202 -0,5094 -0,5449 -0,4263 -0,1664 0,2115 0,6723 1,1681 1,6455 2,0648 2,4134 2,7023 2,9540 3,1875 3,4087 3,6137 3,8001 3,9691 4,1157 4,2247 4,2779 4,2610 4,1650 3,9854 3,7273 3,4128 3,0823 2,7827 2,5547 2,4226 2,3831 2,4087 2,4740 2,5820 2,7611 3,0341 3,3980 3,8283 4,2883 4,7359 5,1343 5,4629 5,7185 5,9081 6,0452 6,1425 6,1993 6,1989 6,1251 5,9820 5,7964 5,5991 5,4044 5,2075 4,9939 4,7460 4,4484 4,0979 3,7149 3,3490 3,0644 2,9057 2,8716 2,9190 2,9890 3,0257 2,9873 2,8590 2,6553 2,4106 2,1668 1,9550 1,7845 1,6515 1,5506 1,4756 1,4188 1,3730 1,3343 1,2963 1,2430 1,1562 1,0336 0,8887 0,7340 0,5712 0,4036 0,2495 0,1330 0,0681 0,0628
F3    -0,7341 -0,7348 -0,7312 -0,7282 -0,7348 -0,7657 -0,8277 -0,9081 -0,9874 -1,0568 -1,1115 -1,1320 -1,0834 -0,9387 -0,7042 -0,4192 -0,1327 0,1183 0,3104 0,4267 0,4565 0,4078 0,3158 0,2299 0,1887 0,2127 0,3139 0,5034 0,7818 1,1198 1,4567 1,7296 1,9065 1,9895 1,9977 1,9534 1,8769 1,7743 1,6233 1,3818 1,0236 0,5601 0,0313 -0,5135 -1,0259 -1,4647 -1,7981 -2,0074 -2,0904 -2,0599 -1,9347 -1,7365 -1,4942 -1,2463 -1,0329 -0,8825 -0,8019 -0,7827 -0,8185 -0,9070 -1,0368 -1,1791 -1,2969 -1,3701 -1,4126 -1,4574 -1,5211 -1,5901 -1,6367 -1,6356 -1,5727 -1,4555 -1,3179 -1,2045 -1,1467 -1,1481 -1,1779 -1,1806 -1,1113 -0,9652 -0,7680 -0,5489 -0,3297 -0,1267 0,0466 0,1755 0,2432 0,2333 0,1358 -0,0413 -0,2624 -0,4751 -0,6315 -0,7083 -0,7073 -0,6465 -0,5538 -0,4625 -0,3939 -0,3433 -0,2936 -0,2388 -0,1891 -0,1601 -0,1678 -0,2321 -0,3697 -0,5766 -0,8216 -1,0634 -1,2758 -1,4544 -1,6067 -1,7429 -1,8743 -2,0173 -2,1913 -2,4113 -2,6804 -2,9838 -3,2976 -3,6107 -3,9335 -4,2771 -4,6328 -4,9782 -5,2915 -5,5577 -5,7656 -5,9008 -5,9402 -5,8640 -5,6752 -5,3986 -5,0587 -4,6656 -4,2161 -3,6978 -3,0956 -2,4028 -1,6304 -0,8085 0,0206 0,8181 1,5725 2,3067 3,0544 3,8269 4,6001 5,3254 5,9547 6,4596 6,8349 7,0927 7,2568 7,3562 7,4128 7,4360 7,4340 7,4227 7,4185 7,4269 7,4416 7,4568 7,4854 7,5628 7,7273 7,9934 8,3392 8,7171 9,0751 9,3745 9,5984 9,7442 9,8148 9,8207 9,7823 9,7224 9,6541 9,5741 9,4649 9,3026 9,0740 8,7937 8,5055 8,2678 8,1399 8,1711 8,3889 8,7851 9,3027 9,8427 10,2990 10,6029 10,7477 10,7760 10,7443 10,6923 10,6397 10,5957 10,5628 10,5364 10,5093 10,4803 10,4543 10,4377 10,4344 10,4367 10,4229 10,3688 10,2684 10,1449 10,0424 9,9995 10,0271 10,1051 10,2010 10,2942 10,3841 10,4752 10,5563 10,5973 10,5663 10,4510 10,2646 10,0392 9,8158 9,6297 9,5037 9,4552 9,5001 9,6394 9,8419 10,0478 10,1889 10,2027 10,0437 9,7020 9,2134 8,6451 8,0723 7,5648 7,1798 6,9545 6,8947 6,9697 7,1217 7,2819 7,3879 7,4028 7,3277 7,1972 7,0580 6,9395 6,8366 6,7252 6,5892 6,4312 6,2612 6,0840 5,8936 5,6837 5,4616 5,2440 5,0367 4,8341 4,6373 4,4610 4,3213 4,2204 4,1439 4,0699 3,9799 3,8682 3,7480 3,6423 3,5672 3,5219 3,4920 3,4664 3,4552 3,4892 3,5969 3,7794 4,0049 4,2218 4,3784 4,4406 4,4023 4,2886 4,1553 4,0767 4,1142 4,2816 4,5351 4,8025 5,0316 5,2106 5,3478 5,4483 5,5148 5,5589 5,6003 5,6482 5,6891 5,6965 5,6520 5,5547 5,4115 5,2239 4,9928 4,7363 4,4991 4,3356 4,2767 4,3099 4,3951 4,4940 4,5927 4,7079 4,8730 5,1037 5,3773 5,6451 5,8605 5,9917 6,0230 5,9575 5,8200 5,6521 5,5008 5,4114 5,4182 5,5275 5,7040 5,8800 5,9880 5,9947 5,9073 5,7541 5,5646 5,3595 5,1511 4,9540 4,7943 4,6992 4,6784 4,7175 4,7902 4,8736 4,9576 5,0488 5,1673 5,3328 5,5490 5,8012 6,0600 6,2843 6,4381 6,5129 6,5357 6,5525 6,5977 6,6698 6,7335 6,7534 6,7230 6,6592 6,5785 6,4889 6,4015 6,3373 6,3170 6,3452 6,4081 6,4799 6,5317 6,5409 6,4980 6,4062 6,2816 6,1542 6,0616 6,0382 6,1053 6,2626 6,4836 6,7273 6,9566 7,1481 7,2856 7,3532 7,3335 7,2128 6,9957 6,7128 6,4044 6,1040 5,8417 5,6521 5,5670 5,6037 5,7638 6,0308 6,3580 6,6738 6,9122 7,0395 7,0554 6,9778 6,8288 6,6357 6,4362 6,2679 6,1484 6,0704 6,0141 5,9607 5,8931 5,7936 5,6523 5,4749 5,2855 5,1221 5,0156 4,9608 4,9135 4,8220 4,6628 4,4491 4,2188 4,0232 3,9112 3,9046 3,9846 4,1037 4,2113 4,2753 4,2958 4,3055 4,3449 4,4307 4,5452 4,6563 4,7423 4,8003 4,8406 4,8798 4,9299 4,9897 5,0487 5,0971 5,1339 5,1707 5,2300 5,3334 5,4885 5,6848 5,8919 6,0654 6,1689 6,1998 6,1894 6,1783 6,1893 6,2167 6,2355 6,2232 6,1760 6,1115 6,0595 6,0552 6,1352 6,3244 6,6158 6,9636 7,2947 7,5339 7,6287 7,5633 7,3566 7,0520 6,7015 6,3520 6,0395 5,7894 5,6202 5,5373 5,5219 5,5353 5,5427 5,5297 5,4969 5,4482 5,3865 5,3157 5,2359 5,1346 4,9892 4,7801 4,5012 4,1553 3,7435 3,2624 2,7090 2,0938 1,4506 0,8321 0,2929 -0,1239 -0,3941 -0,5198 -0,5277 -0,4519 -0,3085 -0,0887 0,2255 0,6372 1,1253 1,6527 2,1807 2,6842 3,1619 3,6262 4,0810 4,5181 4,9246 5,2829 5,5687 5,7547 5,8110 5,7097 5,4329 4,9810 4,3823 3,6962 3,0057 2,3988 1,9422 1,6630 1,5496 1,5759 1,7242 1,9892 2,3690 2,8578 3,4365 4,0580 4,6514 5,1539 5,5391 5,8187 6,0298 6,2149 6,3946 6,5502 6,6387 6,6251 6,5008 6,2752 5,9639 5,5858 5,1606 4,6998 4,2086 3,7057 3,2342 2,8475 2,5848 2,4615 2,4684 2,5717 2,7210 2,8656 2,9655 2,9928 2,9334 2,7938 2,6026 2,3953 2,1979 2,0218 1,8713 1,7509 1,6634 1,6021 1,5557 1,5253 1,5222 1,5450 1,5685 1,5573 1,4841 1,3329 1,0987 0,8004 0,4937 0,2531 0,1332 0,1475
F7    -0,8722 -1,0523 -1,1257 -1,0500 -0,8571 -0,6256 -0,4265 -0,2869 -0,1990 -0,1536 -0,1567 -0,2192 -0,3462 -0,5375 -0,7801 -1,0305 -1,2254 -1,3203 -1,3061 -1,1895 -0,9795 -0,6896 -0,3394 0,0346 0,3694 0,6065 0,7395 0,8112 0,8722 0,9605 1,1101 1,3423 1,6344 1,9197 2,1245 2,1999 2,1364 1,9601 1,7003 1,3597 0,9302 0,4272 -0,1018 -0,5867 -0,9458 -1,1175 -1,1026 -0,9749 -0,8440 -0,7965 -0,8591 -0,9988 -1,1471 -1,2279 -1,1802 -0,9683 -0,5867 -0,0712 0,4924 0,9866 1,2979 1,3489 1,1250 0,6919 0,1773 -0,2840 -0,6046 -0,7612 -0,7728 -0,6727 -0,4980 -0,2909 -0,0928 0,0713 0,2101 0,3597 0,5525 0,7892 1,0345 1,2374 1,3572 1,3753 1,2984 1,1572 1,0007 0,8848 0,8468 0,8769 0,9254 0,9383 0,8809 0,7435 0,5455 0,3298 0,1436 0,0139 -0,0624 -0,0992 -0,0907 -0,0101 0,1653 0,4270 0,7263 0,9905 1,1570 1,2024 1,1427 1,0100 0,8315 0,6302 0,4289 0,2389 0,0435 -0,2018 -0,5491 -1,0264 -1,6030 -2,1925 -2,7034 -3,0812 -3,3116 -3,4099 -3,4168 -3,3923 -3,3955 -3,4621 -3,6025 -3,8124 -4,0625 -4,2780 -4,3492 -4,1871 -3,7781 -3,1934 -2,5542 -1,9751 -1,5113 -1,1425 -0,8126 -0,4799 -0,1256 0,2674 0,7155 1,2204 1,7683 2,3391 2,9130 3,4766 4,0314 4,5924 5,1718 5,7589 6,3130 6,7785 7,1067 7,2754 7,3023 7,2410 7,1532 7,0800 7,0363 7,0173 7,0130 7,0294 7,0975 7,2590 7,5379 7,9110 8,3042 8,6309 8,8483 8,9822 9,0934 9,2171 9,3405 9,4341 9,4875 9,5186 9,5709 9,6980 9,9325 10,2574 10,6122 10,9266 11,1404 11,2058 11,1025 10,8540 10,5173 10,1495 9,7899 9,4710 9,2267 9,0799 9,0342 9,0841 9,2199 9,4239 9,6681 9,9089 10,0905 10,1645 10,1176 9,9857 9,8320 9,7046 9,6303 9,6440 9,7872 10,0610 10,3985 10,6923 10,8546 10,8617 10,7504 10,5749 10,3756 10,1753 9,9807 9,7894 9,6027 9,4301 9,2891 9,2045 9,1948 9,2535 9,3455 9,4210 9,4387 9,3912 9,3064 9,2155 9,1215 9,0004 8,8333 8,6315 8,4351 8,2965 8,2537 8,3062 8,4164 8,5349 8,6222 8,6520 8,6127 8,5079 8,3524 8,1697 7,9835 7,7981 7,6019 7,3946 7,1863 6,9701 6,7181 6,4037 6,0253 5,6227 5,2736 5,0584 5,0164 5,1282 5,3309 5,5448 5,6969 5,7427 5,6799 5,5392 5,3573 5,1593 4,9672 4,8086 4,7014 4,6379 4,5978 4,5697 4,5498 4,5308 4,5040 4,4733 4,4619 4,4955 4,5710 4,6468 4,6746 4,6401 4,5698 4,5040 4,4719 4,4777 4,5004 4,5153 4,5196 4,5289 4,5522 4,5833 4,6140 4,6467 4,6903 4,7463 4,8007 4,8279 4,8084 4,7499 4,6915 4,6862 4,7776 4,9830 5,2837 5,6306 5,9645 6,2361 6,4105 6,4673 6,4052 6,2430 6,0151 5,7521 5,4622 5,1403 4,7970 4,4666 4,1912 4,0079 3,9357 3,9547 3,9994 3,9964 3,9192 3,8084 3,7387 3,7673 3,9071 4,1301 4,3758 4,5770 4,7060 4,7885 4,8649 4,9592 5,0849 5,2532 5,4645 5,6979 5,9142 6,0651 6,1098 6,0316 5,8402 5,5642 5,2475 4,9429 4,6957 4,5278 4,4382 4,4283 4,5331 4,8170 5,3175 5,9923 6,7306 7,4068 7,9286 8,2632 8,4375 8,5141 8,5496 8,5547 8,4839 8,2694 7,8703 7,3046 6,6556 6,0479 5,6004 5,3835 5,4082 5,6411 6,0202 6,4627 6,8821 7,2021 7,3621 7,3309 7,1189 6,7705 6,3483 5,9218 5,5601 5,3229 5,2430 5,3085 5,4691 5,6686 5,8707 6,0663 6,2679 6,4951 6,7518 7,0132 7,2338 7,3655 7,3796 7,2753 7,0718 6,8047 6,5299 6,3170 6,2262 6,2892 6,5006 6,8155 7,1597 7,4515 7,6185 7,6012 7,3706 6,9478 6,3981 5,8088 5,2702 4,8493 4,5683 4,4139 4,3629 4,3941 4,4932 4,6538 4,8608 5,0720 5,2226 5,2544 5,1466 4,9376 4,7237 4,6105 4,6423 4,7808 4,9569 5,1278 5,2793 5,4030 5,4913 5,5415 5,5616 5,5824 5,6574 5,8260 6,0691 6,3066 6,4344 6,3742 6,1120 5,7087 5,2801 4,9481 4,7877 4,8130 4,9922 5,2656 5,5712 5,8732 6,1625 6,4361 6,6815 6,8786 7,0138 7,0845 7,0839 6,9884 6,7716 6,4311 5,9964 5,5206 5,0804 4,7762 4,6984 4,8697 5,2273 5,6821 6,1845 6,7113 7,2116 7,6052 7,8276 7,8562 7,7057 7,4175 7,0511 6,6736 6,3472 6,1120 5,9755 5,9254 5,9470 6,0150 6,0739 6,0465 5,8692 5,5254 5,0499 4,5037 3,9393 3,3796 2,8282 2,3011 1,8544 1,5716 1,5138 1,6859 2,0483 2,5495 3,1383 3,7568 4,3397 4,8308 5,1998 5,4432 5,5733 5,6093 5,5722 5,4880 5,3932 5,3236 5,2904 5,2687 5,2210 5,1414 5,0782 5,1058 5,2630 5,5142 5,7715 5,9503 6,0098 5,9630 5,8642 5,7727 5,7085 5,6466 5,5590 5,4556 5,3772 5,3637 5,4441 5,6426 5,9717 6,4042 6,8605 7,2416 7,4838 7,5816 7,5658 7,4739 7,3376 7,1792 7,0098 6,8378 6,6782 6,5439 6,4290 6,3158 6,1930 6,0610 5,9269 5,8049 5,7153 5,6646 5,6254 5,5510 5,4135 5,2226 5,0101 4,8011 4,5926 4,3561 4,0644 3,7199 3,3561 3,0153 2,7327 2,5465 2,5080 2,6597 2,9905 3,4170 3,8214 4,1074 4,2246 4,1587 3,9293 3,6050 3,2973 3,1119 3,0848 3,1702 3,2929 3,4072 3,5110 3,6220
