Fp1   0,9008 1,0687 1,2028 1,2685 1,2638 1,2189 1,1744 1,1576 1,1738 1,2131 1,2595 1,2933 1,2871 1,2052 1,0209 0,7430 0,4184 0,1115 -0,1175 -0,2304 -0,2216 -0,1098 0,0773 0,3095 0,5550 0,7900 1,0067 1,2042 1,3791 1,5208 1,6123 1,6340 1,5673 1,3967 1,1203 0,7608 0,3617 -0,0349 -0,4133 -0,7848 -1,1688 -1,5835 -2,0463 -2,5682 -3,1382 -3,7104 -4,2074 -4,5540 -4,7110 -4,6769 -4,4674 -4,1046 -3,6171 -3,0421 -2,4261 -1,8206 -1,2755 -0,8412 -0,5628 -0,4620 -0,5252 -0,7002 -0,9039 -1,0522 -1,0999 -1,0512 -0,9323 -0,7615 -0,5433 -0,2793 0,0160 0,3053 0,5336 0,6495 0,6291 0,4865 0,2584 -0,0182 -0,3163 -0,6076 -0,8541 -1,0310 -1,1606 -1,3047 -1,5122 -1,7805 -2,0639 -2,3112 -2,4997 -2,6450 -2,7873 -2,9627 -3,1749 -3,3896 -3,5569 -3,6445 -3,6551 -3,6164 -3,5541 -3,4698 -3,3466 -3,1802 -2,9992 -2,8495 -2,7588 -2,7187 -2,7027 -2,6950 -2,6922 -2,6935 -2,7035 -2,7427 -2,8446 -3,0348 -3,3099 -3,6353 -3,9570 -4,2181 -4,3752 -4,4080 -4,3246 -4,1595 -3,9566 -3,7434 -3,5125 -3,2186 -2,8042 -2,2432 -1,5625 -0,8267 -0,1121 0,5242 1,0734 1,5794 2,1054 2,6902 3,3320 4,0076 4,7019 5,4163 6,1483 6,8690 7,5265 8,0680 8,4601 8,6906 8,7587 8,6775 8,4812 8,2133 7,9030 7,5558 7,1628 6,7133 6,2064 5,6641 5,1316 4,6554 4,2671 3,9883 3,8352 3,8064 3,8744 3,9916 4,1044 4,1677 4,1580 4,0840 3,9860 3,9155 3,9015 3,9300 3,9547 3,9246 3,8080 3,6038 3,3334 3,0147 2,6470 2,2258 1,7644 1,2992 0,8734 0,5063 0,1721 -0,1846 -0,6138 -1,1409 -1,7620 -2,4461 -3,1450 -3,8088 -4,3997 -4,9019 -5,3285 -5,7202 -6,1280 -6,5877 -7,0992 -7,6279 -8,1321 -8,5823 -8,9625 -9,2732 -9,5264 -9,7180 -9,8145 -9,7746 -9,5792 -9,2397 -8,7885 -8,2654 -7,7133 -7,1841 -6,7347 -6,4089 -6,2178 -6,1381 -6,1179 -6,0912 -6,0027 -5,8397 -5,6472 -5,5093 -5,5074 -5,6811 -6,0126 -6,4364 -6,8736 -7,2664 -7,5905 -7,8516 -8,0722 -8,2682 -8,4317 -8,5358 -8,5594 -8,5019 -8,3700 -8,1690 -7,9212 -7,6753 -7,4818 -7,3601 -7,2929 -7,2453 -7,1886 -7,1044 -6,9751 -6,7879 -6,5504 -6,2838 -6,0064 -5,7449 -5,5547 -5,5012 -5,6227 -5,9107 -6,3121 -6,7491 -7,1502 -7,4746 -7,7172 -7,8988 -8,0424 -8,1449 -8,1782 -8,1173 -7,9543 -7,6952 -7,3663 -7,0232 -6,7363 -6,5524 -6,4748 -6,4842 -6,5583 -6,6665 -6,7662 -6,8105 -6,7646 -6,6207 -6,3986 -6,1369 -5,8778 -5,6500 -5,4583 -5,2905 -5,1323 -4,9798 -4,8367 -4,6935 -4,5163 -4,2742 -3,9673 -3,6231 -3,2766 -2,9525 -2,6610 -2,4140 -2,2448 -2,2017 -2,3186 -2,5955 -2,9979 -3,4701 -3,9500 -4,3742 -4,6711 -4,7654 -4,6133 -4,2358 -3,7163 -3,1637 -2,6664 -2,2692 -1,9820 -1,8045 -1,7458 -1,8253 -2,0491 -2,3885 -2,7869 -3,1840 -3,5302 -3,7854 -3,9155 -3,8967 -3,7219 -3,3947 -2,9258 -2,3434 -1,7076 -1,1025 -0,6073 -0,2643 -0,0680 0,0211 0,0574 0,1013 0,2061 0,3843 0,5896 0,7500 0,8192 0,7851 0,6498 0,4229 0,1212 -0,2441 -0,6728 -1,1675 -1,7229 -2,3099 -2,8650 -3,3015 -3,5501 -3,5954 -3,4769 -3,2635 -3,0249 -2,8132 -2,6607 -2,5857 -2,5862 -2,6285 -2,6571 -2,6256 -2,5212 -2,3698 -2,2176 -2,0943 -1,9873 -1,8504 -1,6386 -1,3398 -0,9855 -0,6367 -0,3609 -0,2141 -0,2272 -0,3980 -0,6946 -1,0608 -1,4188 -1,6821 -1,7854 -1,7041 -1,4474 -1,0500 -0,5773 -0,1182 0,2460 0,4649 0,5228 0,4372 0,2581 0,0550 -0,1051 -0,1764 -0,1359 0,0257 0,3092 0,7002 1,1591 1,6308 2,0754 2,4787 2,8315 3,1193 3,3346 3,4770 3,5452 3,5391 3,4622 3,3221 3,1296 2,8988 2,6521 2,4140 2,1959 1,9958 1,8141 1,6681 1,5944 1,6329 1,8022 2,0877 2,4526 2,8598 3,2751 3,6510 3,9278 4,0545 4,0115 3,8291 3,5840 3,3618 3,2303 3,2385 3,4136 3,7457 4,1828 4,6493 5,0769 5,4257 5,6934 5,9087 6,1081 6,3120 6,5217 6,7258 6,9028 7,0286 7,0942 7,1132 7,1147 7,1317 7,1924 7,3098 7,4741 7,6563 7,8135 7,8959 7,8690 7,7397 7,5648 7,4270 7,3941 7,4900 7,6878 7,9205 8,1122 8,2184 8,2399 8,2001 8,1070 7,9411 7,6818 7,3291 6,8961 6,3971 5,8448 5,2524 4,6371 4,0218 3,4367 2,9129 2,4681 2,1019 1,8044 1,5643 1,3772 1,2496 1,1939 1,2203 1,3345 1,5449 1,8738 2,3550 3,0136 3,8451 4,8177 5,8931 7,0414 8,2321 9,4248 10,5805 11,6843 12,7569 13,8339 14,9130 15,9228 16,7580 17,3484 17,7020 17,8869 17,9767 18,0078 17,9708 17,8254 17,5284 17,0632 16,4446 15,7071 14,9085 14,1206 13,3919 12,7269 12,1025 11,4939 10,8886 10,2876 9,6989 9,1303 8,5837 8,0475 7,4993 6,9237 6,3213 5,6955 5,0477 4,3981 3,7988 3,3147 2,9872 2,8083 2,7280 2,6885 2,6592 2,6495 2,6994 2,8533 3,1329 3,5264 3,9941 4,4843 4,9513 5,3616 5,6828 5,8802 5,9413 5,8929 5,7743 5,6069 5,4026 5,1828 4,9653 4,7383 4,4646 4,1181 3,7127 3,2946 2,9099 2,5752 2,2692 1,9437 1,5400 1,0099 0,3363 -0,4576 -1,3232 -2,2113 -3,0799 -3,8838 -4,5664 -5,0716 -5,3722 -5,4932 -5,5071 -5,4935 -5,4913 -5,4927 -5,4697 -5,3854 -5,1920 -4,8575 -4,3981 -3,8702 -3,3296
Fz    2,5430 2,5685 2,5049 2,3433 2,0961 1,7919 1,4660 1,1471 0,8451 0,5513 0,2505 -0,0655 -0,3953 -0,7331 -1,0695 -1,3852 -1,6501 -1,8332 -1,9160 -1,8999 -1,7985 -1,6223 -1,3699 -1,0360 -0,6219 -0,1363 0,4061 0,9796 1,5442 2,0524 2,4576 2,7221 2,8237 2,7554 2,5228 2,1465 1,6638 1,1212 0,5611 0,0121 -0,5145 -1,0222 -1,5201 -2,0116 -2,4862 -2,9166 -3,2628 -3,4883 -3,5786 -3,5430 -3,4022 -3,1787 -2,8932 -2,5665 -2,2230 -1,8879 -1,5807 -1,3145 -1,0949 -0,9122 -0,7388 -0,5421 -0,3016 -0,0212 0,2678 0,5245 0,7247 0,8714 0,9867 1,0987 1,2315 1,3964 1,5821 1,7550 1,8744 1,9120 1,8591 1,7232 1,5242 1,2957 1,0785 0,9013 0,7598 0,6232 0,4650 0,2856 0,1034 -0,0732 -0,2609 -0,4890 -0,7761 -1,1161 -1,4797 -1,8276 -2,1285 -2,3687 -2,5482 -2,6689 -2,7224 -2,6857 -2,5331 -2,2626 -1,9079 -1,5222 -1,1493 -0,8056 -0,4829 -0,1665 0,1500 0,4608 0,7478 0,9830 1,1364 1,1899 1,1497 1,0444 0,9120 0,7864 0,6896 0,6320 0,6167 0,6436 0,7076 0,8037 0,9382 1,1351 1,4253 1,8291 2,3466 2,9547 3,6080 4,2480 4,8278 5,3355 5,7918 6,2318 6,6859 7,1719 7,6973 8,2659 8,8747 9,5052 10,1239 10,6952 11,1955 11,6142 11,9435 12,1743 12,3022 12,3297 12,2606 12,1004 11,8613 11,5642 11,2354 10,9074 10,6167 10,3950 10,2607 10,2211 10,2786 10,4299 10,6610 10,9450 11,2450 11,5236 11,7573 11,9459 12,1109 12,2821 12,4749 12,6756 12,8481 12,9524 12,9611 12,8680 12,6855 12,4298 12,1139 11,7517 11,3596 10,9478 10,5181 10,0705 9,6069 9,1342 8,6663 8,2193 7,8057 7,4333 7,1020 6,7988 6,4998 6,1772 5,8044 5,3583 4,8237 4,1977 3,4898 2,7147 1,8852 1,0118 0,1076 -0,8093 -1,7152 -2,5755 -3,3416 -3,9572 -4,3748 -4,5711 -4,5525 -4,3505 -4,0143 -3,6016 -3,1619 -2,7217 -2,2850 -1,8474 -1,4083 -0,9685 -0,5282 -0,0962 0,2982 0,6119 0,8095 0,8818 0,8535 0,7777 0,7185 0,7256 0,8157 0,9729 1,1652 1,3647 1,5543 1,7217 1,8562 1,9527 2,0173 2,0670 2,1187 2,1773 2,2336 2,2701 2,2720 2,2384 2,1824 2,1261 2,0954 2,1112 2,1798 2,2918 2,4314 2,5783 2,7056 2,7851 2,7983 2,7417 2,6267 2,4765 2,3173 2,1661 2,0266 1,8959 1,7785 1,6972 1,6900 1,7941 2,0298 2,3875 2,8265 3,2870 3,7045 4,0248 4,2184 4,2870 4,2621 4,1950 4,1381 4,1284 4,1803 4,2858 4,4209 4,5567 4,6723 4,7642 4,8500 4,9619 5,1310 5,3705 5,6688 5,9961 6,3186 6,6103 6,8568 7,0538 7,2057 7,3264 7,4389 7,5624 7,6935 7,8022 7,8530 7,8284 7,7338 7,5870 7,4105 7,2338 7,0972 7,0445 7,1035 7,2701 7,5093 7,7678 7,9869 8,1165 8,1302 8,0299 7,8392 7,5910 7,3204 7,0613 6,8399 6,6686 6,5458 6,4603 6,3965 6,3426 6,3009 6,2904 6,3355 6,4462 6,6042 6,7652 6,8762 6,9004 6,8364 6,7211 6,6158 6,5846 6,6742 6,8939 7,2088 7,5585 7,8845 8,1401 8,2870 8,3013 8,1835 7,9564 7,6506 7,2935 6,9095 6,5282 6,1872 5,9244 5,7628 5,7004 5,7131 5,7670 5,8291 5,8727 5,8768 5,8239 5,7058 5,5324 5,3317 5,1375 4,9709 4,8307 4,6991 4,5631 4,4319 4,3323 4,2898 4,3127 4,3851 4,4724 4,5359 4,5444 4,4796 4,3380 4,1331 3,8958 3,6713 3,5077 3,4394 3,4796 3,6251 3,8577 4,1374 4,4081 4,6189 4,7445 4,7904 4,7878 4,7814 4,8129 4,9044 5,0557 5,2509 5,4706 5,6998 5,9302 6,1543 6,3629 6,5504 6,7157 6,8572 6,9724 7,0609 7,1190 7,1354 7,0965 6,9934 6,8253 6,5989 6,3292 6,0431 5,7737 5,5458 5,3675 5,2350 5,1404 5,0814 5,0677 5,1198 5,2578 5,4904 5,8089 6,1827 6,5583 6,8747 7,0850 7,1712 7,1488 7,0565 6,9336 6,8076 6,6998 6,6328 6,6281 6,6962 6,8338 7,0291 7,2688 7,5396 7,8286 8,1237 8,4107 8,6758 8,9114 9,1160 9,2936 9,4515 9,5967 9,7320 9,8589 9,9830 10,1131 10,2565 10,4121 10,5675 10,7025 10,8013 10,8627 10,9007 10,9358 10,9770 11,0100 10,9989 10,8997 10,6831 10,3530 9,9479 9,5239 9,1274 8,7767 8,4637 8,1664 7,8615 7,5302 7,1572 6,7298 6,2476 5,7335 5,2308 4,7898 4,4584 4,2776 4,2682 4,4158 4,6758 4,9995 5,3552 5,7297 6,1212 6,5372 7,0011 7,5531 8,2314 9,0528 10,0117 11,0900 12,2623 13,4956 14,7519 15,9950 17,2005 18,3580 19,4589 20,4816 21,3847 22,1197 22,6519 22,9731 23,1000 23,0631 22,8993 22,6437 22,3190 21,9288 21,4674 20,9329 20,3329 19,6881 19,0322 18,4007 17,8194 17,3025 16,8521 16,4571 16,0959 15,7455 15,3934 15,0368 14,6691 14,2749 13,8432 13,3747 12,8739 12,3429 11,7937 11,2553 10,7640 10,3507 10,0326 9,8100 9,6710 9,6058 9,6152 9,7049 9,8660 10,0613 10,2333 10,3267 10,3053 10,1623 9,9222 9,6269 9,3135 9,0027 8,6966 8,3829 8,0439 7,6707 7,2710 6,8571 6,4258 5,9518 5,4047 4,7745 4,0831 3,3764 2,7023 2,0910 1,5486 1,0589 0,5866 0,0895 -0,4636 -1,0834 -1,7607 -2,4679 -3,1613 -3,7897 -4,3091 -4,6963 -4,9539 -5,1065 -5,1862 -5,2127 -5,1831 -5,0769 -4,8612 -4,5009 -3,9835 -3,3346 -2,6025 -1,8295
F3    2,6887 2,7645 2,7818 2,7206 2,5824 2,3872 2,1620 1,9269 1,6846 1,4221 1,1220 0,7762 0,3897 -0,0233 -0,4420 -0,8347 -1,1589 -1,3734 -1,4535 -1,4010 -1,2421 -1,0100 -0,7272 -0,4040 -0,0474 0,3359 0,7387 1,1478 1,5374 1,8727 2,1161 2,2369 2,2199 2,0648 1,7790 1,3800 0,9028 0,3953 -0,1015 -0,5715 -1,0261 -1,4926 -1,9982 -2,5567 -3,1589 -3,7678 -4,3242 -4,7677 -5,0601 -5,1928 -5,1776 -5,0352 -4,7887 -4,4644 -4,0950 -3,7173 -3,3661 -3,0725 -2,8574 -2,7203 -2,6353 -2,5595 -2,4473 -2,2677 -2,0183 -1,7198 -1,3968 -1,0646 -0,7289 -0,3901 -0,0486 0,2873 0,5922 0,8237 0,9386 0,9147 0,7552 0,4777 0,1059 -0,3241 -0,7619 -1,1594 -1,4952 -1,7755 -2,0121 -2,2048 -2,3490 -2,4566 -2,5637 -2,7123 -2,9267 -3,2013 -3,5022 -3,7828 -4,0048 -4,1527 -4,2325 -4,2563 -4,2262 -4,1265 -3,9366 -3,6576 -3,3235 -2,9839 -2,6774 -2,4148 -2,1871 -1,9848 -1,8066 -1,6584 -1,5514 -1,5033 -1,5340 -1,6558 -1,8605 -2,1179 -2,3862 -2,6250 -2,8066 -2,9190 -2,9607 -2,9361 -2,8564 -2,7355 -2,5769 -2,3646 -2,0707 -1,6743 -1,1731 -0,5851 0,0542 0,7025 1,3306 1,9367 2,5410 3,1670 3,8246 4,5071 5,2003 5,8954 6,5883 7,2669 7,9035 8,4653 8,9280 9,2799 9,5154 9,6326 9,6389 9,5499 9,3790 9,1319 8,8133 8,4339 8,0118 7,5759 7,1630 6,8076 6,5318 6,3482 6,2653 6,2827 6,3841 6,5372 6,6988 6,8257 6,8917 6,8977 6,8697 6,8443 6,8478 6,8809 6,9209 6,9355 6,8995 6,8074 6,6706 6,4990 6,2895 6,0315 5,7185 5,3484 4,9221 4,4429 3,9177 3,3601 2,7925 2,2386 1,7145 1,2280 0,7820 0,3737 -0,0071 -0,3752 -0,7466 -1,1382 -1,5676 -2,0484 -2,5843 -3,1696 -3,7941 -4,4463 -5,1124 -5,7749 -6,4121 -6,9938 -7,4748 -7,8001 -7,9244 -7,8310 -7,5362 -7,0824 -6,5306 -5,9496 -5,3973 -4,9000 -4,4517 -4,0328 -3,6260 -3,2173 -2,7984 -2,3785 -1,9951 -1,7042 -1,5538 -1,5604 -1,7017 -1,9240 -2,1607 -2,3566 -2,4869 -2,5563 -2,5802 -2,5660 -2,5137 -2,4285 -2,3280 -2,2347 -2,1604 -2,0998 -2,0397 -1,9707 -1,8918 -1,8087 -1,7275 -1,6499 -1,5761 -1,5065 -1,4379 -1,3634 -1,2771 -1,1741 -1,0492 -0,9051 -0,7629 -0,6576 -0,6195 -0,6619 -0,7789 -0,9478 -1,1399 -1,3343 -1,5252 -1,7117 -1,8795 -1,9920 -2,0015 -1,8715 -1,5907 -1,1778 -0,6787 -0,1573 0,3183 0,6933 0,9401 1,0603 1,0800 1,0415 0,9876 0,9474 0,9313 0,9368 0,9555 0,9779 0,9941 0,9969 0,9913 0,9946 1,0269 1,1002 1,2151 1,3649 1,5425 1,7434 1,9662 2,2098 2,4697 2,7369 3,0024 3,2560 3,4775 3,6336 3,6910 3,6352 3,4747 3,2329 2,9401 2,6344 2,3643 2,1830 2,1281 2,2013 2,3681 2,5760 2,7739 2,9251 3,0118 3,0315 2,9895 2,8944 2,7559 2,5865 2,4014 2,2202 2,0648 1,9517 1,8837 1,8524 1,8507 1,8817 1,9558 2,0809 2,2490 2,4280 2,5698 2,6339 2,6075 2,5121 2,3951 2,3131 2,3116 2,4040 2,5664 2,7546 2,9240 3,0360 3,0578 2,9679 2,7614 2,4511 2,0635 1,6315 1,1879 0,7666 0,4054 0,1415 -0,0041 -0,0366 0,0150 0,1110 0,2147 0,2990 0,3440 0,3353 0,2695 0,1602 0,0360 -0,0733 -0,1536 -0,2130 -0,2735 -0,3494 -0,4322 -0,4940 -0,5073 -0,4610 -0,3695 -0,2688 -0,2035 -0,2109 -0,3100 -0,4992 -0,7579 -1,0509 -1,3298 -1,5406 -1,6398 -1,6075 -1,4482 -1,1909 -0,8904 -0,6151 -0,4201 -0,3275 -0,3259 -0,3814 -0,4527 -0,5045 -0,5166 -0,4835 -0,4097 -0,3040 -0,1738 -0,0236 0,1396 0,3052 0,4679 0,6305 0,7958 0,9598 1,1130 1,2411 1,3275 1,3592 1,3276 1,2303 1,0742 0,8783 0,6746 0,4999 0,3804 0,3231 0,3191 0,3534 0,4166 0,5130 0,6582 0,8652 1,1310 1,4341 1,7378 1,9965 2,1680 2,2259 2,1670 2,0169 1,8239 1,6385 1,4955 1,4159 1,4155 1,5046 1,6808 1,9277 2,2226 2,5431 2,8690 3,1845 3,4795 3,7461 3,9782 4,1786 4,3616 4,5480 4,7562 4,9929 5,2503 5,5142 5,7742 6,0283 6,2785 6,5223 6,7460 6,9284 7,0531 7,1213 7,1539 7,1806 7,2197 7,2647 7,2865 7,2467 7,1160 6,8916 6,6031 6,2997 6,0208 5,7760 5,5481 5,3076 5,0245 4,6787 4,2630 3,7790 3,2388 2,6704 2,1150 1,6166 1,2157 0,9456 0,8221 0,8336 0,9473 1,1291 1,3548 1,6097 1,8845 2,1808 2,5233 2,9596 3,5355 4,2704 5,1571 6,1743 7,2948 8,4855 9,7062 10,9152 12,0824 13,1968 14,2595 15,2622 16,1729 16,9437 17,5341 17,9264 18,1228 18,1375 17,9957 17,7314 17,3751 16,9450 16,4523 15,9084 15,3255 14,7194 14,1108 13,5162 12,9444 12,4020 11,8961 11,4289 10,9913 10,5659 10,1381 9,7015 9,2494 8,7720 8,2658 7,7393 7,2035 6,6648 6,1352 5,6394 5,2048 4,8503 4,5822 4,3943 4,2711 4,1965 4,1633 4,1736 4,2245 4,2964 4,3576 4,3790 4,3423 4,2461 4,1080 3,9527 3,7954 3,6375 3,4714 3,2827 3,0517 2,7650 2,4279 2,0573 1,6612 1,2319 0,7599 0,2516 -0,2695 -0,7755 -1,2472 -1,6780 -2,0715 -2,4428 -2,8203 -3,2335 -3,6958 -4,1993 -4,7214 -5,2324 -5,6991 -6,0887 -6,3765 -6,5542 -6,6352 -6,6526 -6,6458 -6,6363 -6,6142 -6,5483 -6,4034 -6,1525 -5,7910 -5,3439 -4,8500 -4,3358
F7    2,9884 3,0611 3,0471 2,9437 2,7677 2,5462 2,3084 2,0761 1,8583 1,6525 1,4506 1,2435 1,0216 0,7764 0,5073 0,2325 -0,0102 -0,1742 -0,2266 -0,1675 -0,0296 0,1464 0,3365 0,5309 0,7211 0,8984 1,0595 1,2033 1,3241 1,4110 1,4465 1,4091 1,2844 1,0682 0,7567 0,3472 -0,1457 -0,6841 -1,2219 -1,7271 -2,1942 -2,6388 -3,0833 -3,5400 -4,0005 -4,4336 -4,7945 -5,0430 -5,1595 -5,1506 -5,0407 -4,8600 -4,6329 -4,3733 -4,0900 -3,7957 -3,5123 -3,2708 -3,1017 -3,0149 -2,9887 -2,9758 -2,9224 -2,7934 -2,5886 -2,3328 -2,0532 -1,7679 -1,4867 -1,2145 -0,9536 -0,7085 -0,4948 -0,3416 -0,2808 -0,3313 -0,4925 -0,7545 -1,1072 -1,5345 -2,0029 -2,4682 -2,9013 -3,2992 -3,6671 -3,9996 -4,2841 -4,5163 -4,7061 -4,8660 -5,0006 -5,1086 -5,1823 -5,2084 -5,1791 -5,1067 -5,0202 -4,9429 -4,8711 -4,7726 -4,6081 -4,3649 -4,0715 -3,7813 -3,5444 -3,3878 -3,3125 -3,3030 -3,3361 -3,3880 -3,4463 -3,5188 -3,6261 -3,7832 -3,9856 -4,2112 -4,4321 -4,6224 -4,7617 -4,8385 -4,8526 -4,8131 -4,7347 -4,6325 -4,5106 -4,3526 -4,1249 -3,7935 -3,3390 -2,7645 -2,0948 -1,3690 -0,6255 0,1134 0,8436 1,5674 2,2778 2,9540 3,5748 4,1348 4,6445 5,1130 5,5348 5,8915 6,1636 6,3397 6,4176 6,4042 6,3172 6,1769 5,9946 5,7713 5,5076 5,2102 4,8933 4,5792 4,2945 4,0590 3,8792 3,7545 3,6840 3,6663 3,6936 3,7481 3,7997 3,8095 3,7441 3,5911 3,3672 3,1108 2,8605 2,6391 2,4532 2,3006 2,1712 2,0497 1,9179 1,7534 1,5302 1,2297 0,8482 0,3930 -0,1260 -0,7014 -1,3250 -1,9789 -2,6354 -3,2669 -3,8569 -4,4021 -4,9088 -5,3861 -5,8391 -6,2665 -6,6659 -7,0413 -7,4046 -7,7674 -8,1343 -8,5030 -8,8677 -9,2234 -9,5682 -9,9022 -10,2208 -10,5064 -10,7230 -10,8214 -10,7575 -10,5125 -10,1019 -9,5696 -8,9772 -8,3926 -7,8710 -7,4342 -7,0682 -6,7426 -6,4297 -6,1118 -5,7845 -5,4639 -5,1896 -5,0113 -4,9626 -5,0386 -5,1951 -5,3665 -5,4924 -5,5432 -5,5291 -5,4856 -5,4445 -5,4140 -5,3821 -5,3327 -5,2568 -5,1507 -5,0093 -4,8238 -4,5898 -4,3152 -4,0177 -3,7206 -3,4482 -3,2235 -3,0655 -2,9826 -2,9622 -2,9707 -2,9679 -2,9225 -2,8234 -2,6877 -2,5573 -2,4763 -2,4691 -2,5394 -2,6782 -2,8669 -3,0813 -3,3010 -3,5134 -3,7065 -3,8578 -3,9357 -3,9145 -3,7869 -3,5656 -3,2756 -2,9473 -2,6131 -2,3090 -2,0688 -1,9125 -1,8390 -1,8277 -1,8460 -1,8619 -1,8561 -1,8263 -1,7834 -1,7417 -1,7101 -1,6946 -1,7003 -1,7229 -1,7447 -1,7449 -1,7110 -1,6441 -1,5536 -1,4475 -1,3264 -1,1892 -1,0441 -0,9098 -0,8047 -0,7372 -0,7097 -0,7278 -0,8022 -0,9401 -1,1370 -1,3787 -1,6502 -1,9359 -2,2137 -2,4524 -2,6170 -2,6810 -2,6399 -2,5125 -2,3323 -2,1372 -1,9627 -1,8363 -1,7750 -1,7819 -1,8438 -1,9368 -2,0352 -2,1213 -2,1869 -2,2279 -2,2397 -2,2203 -2,1716 -2,0925 -1,9726 -1,7973 -1,5624 -1,2871 -1,0178 -0,8153 -0,7278 -0,7654 -0,8971 -1,0655 -1,2083 -1,2762 -1,2509 -1,1514 -1,0201 -0,9046 -0,8510 -0,8994 -1,0736 -1,3749 -1,7847 -2,2739 -2,8090 -3,3519 -3,8591 -4,2884 -4,6104 -4,8144 -4,9077 -4,9093 -4,8443 -4,7397 -4,6223 -4,5155 -4,4353 -4,3844 -4,3480 -4,2985 -4,2085 -4,0681 -3,8939 -3,7208 -3,5795 -3,4771 -3,3981 -3,3199 -3,2265 -3,1192 -3,0178 -2,9508 -2,9365 -2,9758 -3,0568 -3,1654 -3,2882 -3,4073 -3,4935 -3,5162 -3,4614 -3,3368 -3,1682 -2,9970 -2,8699 -2,8209 -2,8587 -2,9681 -3,1200 -3,2815 -3,4231 -3,5245 -3,5734 -3,5576 -3,4636 -3,2856 -3,0363 -2,7479 -2,4630 -2,2169 -2,0251 -1,8830 -1,7730 -1,6744 -1,5784 -1,4945 -1,4387 -1,4213 -1,4402 -1,4800 -1,5163 -1,5221 -1,4772 -1,3768 -1,2319 -1,0636 -0,8938 -0,7354 -0,5869 -0,4349 -0,2673 -0,0849 0,0974 0,2547 0,3568 0,3797 0,3173 0,1878 0,0323 -0,0980 -0,1634 -0,1464 -0,0472 0,1260 0,3619 0,6475 0,9672 1,3053 1,6462 1,9732 2,2692 2,5197 2,7109 2,8318 2,8829 2,8820 2,8616 2,8593 2,9041 3,0090 3,1731 3,3874 3,6372 3,9016 4,1539 4,3654 4,5100 4,5708 4,5500 4,4774 4,4051 4,3852 4,4445 4,5712 4,7213 4,8424 4,8994 4,8853 4,8162 4,7155 4,5970 4,4610 4,2996 4,1029 3,8602 3,5583 3,1837 2,7352 2,2309 1,7003 1,1730 0,6808 0,2609 -0,0552 -0,2553 -0,3455 -0,3377 -0,2432 -0,0708 0,1741 0,4957 0,9126 1,4515 2,1247 2,9142 3,7799 4,6827 5,6004 6,5285 7,4666 8,4082 9,3426 10,2630 11,1647 12,0330 12,8331 13,5185 14,0522 14,4215 14,6337 14,7039 14,6487 14,4843 14,2201 13,8559 13,3920 12,8436 12,2406 11,6188 11,0110 10,4375 9,9058 9,4163 8,9665 8,5499 8,1540 7,7606 7,3524 6,9189 6,4553 5,9616 5,4489 4,9407 4,4588 4,0095 3,5899 3,2022 2,8593 2,5824 2,3926 2,2963 2,2807 2,3229 2,4033 2,5111 2,6395 2,7786 2,9171 3,0485 3,1708 3,2805 3,3725 3,4427 3,4873 3,5034 3,4904 3,4442 3,3491 3,1828 2,9341 2,6125 2,2401 1,8378 1,4209 1,0036 0,6029 0,2368 -0,0827 -0,3576 -0,6061 -0,8560 -1,1383 -1,4769 -1,8798 -2,3369 -2,8252 -3,3139 -3,7681 -4,1550 -4,4540 -4,6640 -4,8022 -4,8960 -4,9715 -5,0387 -5,0869 -5,0966 -5,0468 -4,9150 -4,6886 -4,3770 -4,0062 -3,6012
