Fp1   -1,8869 -1,0672 -0,5484 -0,4628 -0,8018 -1,3996 -2,0400 -2,5535 -2,8509 -2,9347 -2,8859 -2,8213 -2,8065 -2,7591 -2,4583 -1,6863 -0,3843 1,2996 3,0845 4,6587 5,7417 6,1290 5,7498 4,6948 3,1723 1,4362 -0,2537 -1,6739 -2,6995 -3,3062 -3,5134 -3,3553 -2,8749 -2,1377 -1,2694 -0,4221 0,3500 1,1278 2,0114 3,0037 3,9624 4,6063 4,6410 3,9626 2,7233 1,1821 -0,4417 -1,9600 -3,2007 -4,0810 -4,6292 -4,8871 -4,8326 -4,4184 -3,6569 -2,6360 -1,4578 -0,2044 1,0209 2,0656 2,7889 3,1467 3,1849 2,9848 2,6728 2,4400 2,4738 2,8557 3,5034 4,1902 4,6533 4,7304 4,4179 3,8376 3,1540 2,4857 1,8560 1,2232 0,5807 0,0347 -0,2510 -0,1842 0,2108 0,8459 1,6037 2,3120 2,7523 2,7777 2,4428 1,9729 1,5934 1,4000 1,3641 1,4106 1,4869 1,5977 1,7980 2,1426 2,6216 3,1260 3,4764 3,5264 3,2489 2,7306 2,1179 1,5353 1,0060 0,4699 -0,1302 -0,8233 -1,6420 -2,6126 -3,6911 -4,7464 -5,6238 -6,1911 -6,3414 -6,0239 -5,2950 -4,2967 -3,1779 -2,0411 -0,9493 0,0324 0,8067 1,2670 1,3839 1,2920 1,2442 1,4478 1,9453 2,6195 3,2950 3,8536 4,2734 4,5985 4,8970 5,1996 5,4345 5,4401 5,0715 4,3207 3,3797 2,6072 2,3613 2,7611 3,5825 4,3961 4,8013 4,5744 3,7112 2,4050 0,9621 -0,3159 -1,2344 -1,7457 -1,9191 -1,8987 -1,8816 -2,0660 -2,5560 -3,3057 -4,1369 -4,7764 -4,8955 -4,2085 -2,6454 -0,4673 1,8101 3,6258 4,5624 4,4510 3,4038 1,7674 -0,0201 -1,6106 -2,8524 -3,7835 -4,5412 -5,2406 -5,8997 -6,4384 -6,7320 -6,6955 -6,3368 -5,7435 -5,0554 -4,4396 -4,0176 -3,7687 -3,5452 -3,2273 -2,8523 -2,5948 -2,6434 -3,1074 -4,0042 -5,2555 -6,6475 -7,8338 -8,4496 -8,2688 -7,2793 -5,6746 -3,8240 -2,1988 -1,2216 -1,1037 -1,7587 -2,8476 -3,9746 -4,9008 -5,5746 -6,0052 -6,1645 -6,0012 -5,5120 -4,7601 -3,8370 -2,8666 -2,0264 -1,4711 -1,2333 -1,2362 -1,3615 -1,4878 -1,5292 -1,4965 -1,4992 -1,6349 -1,8645 -2,0033 -1,8168 -1,1439 0,0003 1,3964 2,6975 3,5485 3,7133 3,1929 2,2130 1,0692 0,0013 -0,8305 -1,3474 -1,5783 -1,6640 -1,7824 -2,0243 -2,3256 -2,5134 -2,4272 -2,0165 -1,3200 -0,3813 0,7464 1,9353 3,0178 3,9123 4,6607 5,3103 5,7842 5,8850 5,4119 4,2987 2,7118 1,0526 -0,1855 -0,6493 -0,2943 0,6271 1,7189 2,6095 3,0674 3,0716 2,8111 2,5820 2,6523 3,1645 4,0783 5,1672 6,1191 6,7060 6,8817 6,7399 6,3961 5,9042 5,2851 4,6143 4,0277 3,6347 3,4624 3,4821 3,6520 3,9360 4,3077 4,7329 5,1156 5,2648 4,9518 4,0149 2,4423 0,4273 -1,6103 -3,1035 -3,5593 -2,8229 -1,1715 0,8474 2,6920 4,0125 4,6663 4,6483 4,0617 3,1190 2,0946 1,2214 0,6069 0,2346 0,0218 -0,1229 -0,2482 -0,3103 -0,1785 0,2788 1,0903 2,1438 3,2336 4,1596 4,8347 5,3341 5,8162 6,3637 6,8987 7,2468 7,2842 7,0378 6,6709 6,3870 6,3288 6,5253 6,8950 7,2751 7,4625 7,2939 6,7419 5,9510 5,1720 4,6222 4,3915 4,4581 4,7389 5,1185 5,4692 5,6735 5,6372 5,2874 4,5961 3,6297 2,5583 1,5995 0,9250 0,5754 0,4458 0,3700 0,2393 0,0544 -0,1118 -0,1738 -0,0701 0,2281 0,7125 1,3124 1,8809 2,2379 2,2621 1,9808 1,5726 1,2613 1,1861 1,3490 1,6949 2,2300 2,9839 3,8403 4,5089 4,7152 4,4024 3,7579 3,0842 2,6380 2,5413 2,7897 3,2970 3,9174 4,4797 4,8695 5,0886 5,2112 5,2911 5,3238 5,2793 5,1450 4,9311 4,6457 4,2682 3,7462 3,0291 2,1182 1,0806 0,0333 -0,8629 -1,4252 -1,5201 -1,1356 -0,3828 0,5771 1,6141 2,6656 3,7041 4,6655 5,4126 5,7695 5,6024 4,9255 3,9692 3,1153 2,7237 2,9759 3,8093 4,9413 5,9899 6,6414 6,7626 6,4116 5,7601 4,9823 4,2082 3,5525 3,1331 3,0724 3,5040 4,5194 6,0511 7,8245 9,4469 10,5596 10,9511 10,6056 9,6973 8,5158 7,3353 6,3089 5,4400 4,6262 3,7560 2,8238 1,9923 1,5255 1,5983 2,1416 2,8601 3,3801 3,4175 2,9027 2,0140 1,1166 0,6489 0,9700 2,2049 4,1633 6,4010 8,4154 9,8398 10,5026 10,3765 9,5316 8,1458 6,4850 4,7775 3,1178 1,5277 0,0886 -1,0005 -1,4715 -1,1036 0,1417 2,0479 4,1991 6,1315 7,4762 8,0281 7,7472 6,7270 5,1503 3,2455 1,2644 -0,5345 -1,9218 -2,7382 -2,9261 -2,5487 -1,7690 -0,7933 0,1720 0,9151 1,2110 0,9125 0,1106 -0,8456 -1,5494 -1,7576 -1,4434 -0,7170 0,2612 1,3335 2,3817 3,3384 4,1575 4,7946 5,2416 5,5578 5,8221 6,0440 6,1277 5,9111 5,2564 4,1597 2,8088 1,5374 0,6973 0,5183 1,0316 2,0828 3,3971 4,6350 5,4399 5,5270 4,8016 3,4202 1,7428 0,1774 -1,0206 -1,8414 -2,4425 -3,0157 -3,6984 -4,5061 -5,2986 -5,8466 -5,9669 -5,6395 -5,0444 -4,4884 -4,2718 -4,5755 -5,3974 -6,5587 -7,7759 -8,7481 -9,2245 -9,0786 -8,3973 -7,4745 -6,6386 -6,0624 -5,7175 -5,4605 -5,1537 -4,7505 -4,3086 -3,9399 -3,7341 -3,7096 -3,8245 -4,0229 -4,2538 -4,4415 -4,4706 -4,2432 -3,7649 -3,1705 -2,6605 -2,3860 -2,3469 -2,4047 -2,4308 -2,4157 -2,4203 -2,4839 -2,6099 -2,7800 -2,9426 -3,0288 -3,0186 -2,9815 -3,0435 -3,3113 -3,7991 -4,4037
Fz    -2,0733 -1,8310 -1,4888 -1,0743 -0,6249 -0,1913 0,1632 0,3935 0,5034 0,5247 0,4682 0,3047 0,0159 -0,3332 -0,6060 -0,6905 -0,5657 -0,2795 0,1011 0,5102 0,8840 1,1649 1,3121 1,3171 1,2116 1,0568 0,9088 0,7788 0,6247 0,4004 0,1266 -0,0925 -0,1392 0,0170 0,2904 0,5496 0,7047 0,7295 0,6405 0,4749 0,2620 -0,0004 -0,3173 -0,6418 -0,8793 -0,9716 -0,9544 -0,9103 -0,8891 -0,8848 -0,8661 -0,8270 -0,7988 -0,7894 -0,7308 -0,5178 -0,0842 0,5617 1,3442 2,1527 2,8823 3,4593 3,8547 4,0895 4,2267 4,3476 4,5189 4,7585 5,0206 5,2314 5,3532 5,4051 5,4199 5,3904 5,2652 4,9932 4,5673 4,0301 3,4491 2,8937 2,4265 2,0881 1,8871 1,8117 1,8526 2,0016 2,2193 2,4299 2,5813 2,6890 2,7954 2,9098 3,0063 3,0618 3,0790 3,0830 3,1049 3,1661 3,2636 3,3670 3,4279 3,3945 3,2310 2,9376 2,5520 2,1225 1,6775 1,2368 0,8375 0,5225 0,3025 0,1436 -0,0109 -0,2154 -0,5074 -0,8747 -1,2288 -1,4387 -1,4110 -1,1376 -0,6838 -0,1513 0,3567 0,7652 1,0464 1,2184 1,3372 1,4841 1,7246 2,0702 2,4934 2,9589 3,4271 3,8523 4,1950 4,4382 4,5861 4,6518 4,6561 4,6304 4,6004 4,5620 4,4787 4,3159 4,0822 3,8301 3,6189 3,4838 3,4245 3,4072 3,3808 3,2885 3,0806 2,7520 2,3642 2,0072 1,7416 1,5789 1,5046 1,5134 1,6191 1,8345 2,1560 2,5569 2,9682 3,2844 3,4224 3,3830 3,2446 3,0917 2,9520 2,7947 2,5793 2,3032 2,0033 1,7143 1,4432 1,2013 1,0421 1,0336 1,1908 1,4499 1,7015 1,8395 1,7995 1,5801 1,2290 0,8037 0,3491 -0,1039 -0,5457 -0,9854 -1,4171 -1,7817 -1,9779 -1,9304 -1,6596 -1,2856 -0,9691 -0,8437 -0,9767 -1,3507 -1,8677 -2,3825 -2,7592 -2,9288 -2,9171 -2,8228 -2,7544 -2,7673 -2,8597 -3,0206 -3,2521 -3,5433 -3,8493 -4,1058 -4,2636 -4,3020 -4,2227 -4,0551 -3,8590 -3,6874 -3,5360 -3,3321 -2,9746 -2,4038 -1,6541 -0,8463 -0,1172 0,4554 0,8696 1,1647 1,3719 1,4875 1,4890 1,3674 1,1393 0,8441 0,5354 0,2656 0,0724 -0,0290 -0,0517 -0,0379 -0,0423 -0,1001 -0,1943 -0,2508 -0,1813 0,0502 0,4042 0,8021 1,1691 1,4557 1,6445 1,7363 1,7284 1,6289 1,4988 1,4410 1,5244 1,7315 1,9899 2,2439 2,4889 2,7532 3,0539 3,3577 3,5803 3,6391 3,5186 3,2844 3,0324 2,8268 2,6928 2,6491 2,7177 2,9051 3,1976 3,5750 4,0061 4,4318 4,7737 4,9751 5,0374 5,0093 4,9440 4,8719 4,8118 4,7830 4,7893 4,8027 4,7792 4,6775 4,4594 4,0922 3,5681 2,9092 2,1604 1,3958 0,7114 0,1827 -0,1650 -0,3398 -0,3605 -0,2556 -0,0705 0,1296 0,2662 0,2790 0,1611 -0,0466 -0,2987 -0,5791 -0,9003 -1,2756 -1,6909 -2,1048 -2,4701 -2,7444 -2,8867 -2,8556 -2,6159 -2,1529 -1,4893 -0,6904 0,1540 0,9609 1,6705 2,2450 2,6598 2,8987 2,9652 2,8968 2,7608 2,6330 2,5814 2,6632 2,9231 3,3804 4,0105 4,7378 5,4453 6,0045 6,3224 6,3786 6,2254 5,9487 5,6154 5,2485 4,8364 4,3548 3,7961 3,1849 2,5597 1,9520 1,3870 0,8922 0,4987 0,2292 0,0764 -0,0128 -0,1256 -0,3384 -0,6776 -1,1147 -1,5892 -2,0307 -2,3736 -2,5736 -2,6169 -2,5157 -2,2957 -1,9839 -1,5978 -1,1428 -0,6261 -0,0738 0,4768 0,9944 1,4528 1,8269 2,1076 2,3126 2,4724 2,6045 2,7048 2,7547 2,7227 2,5657 2,2553 1,8091 1,2900 0,7792 0,3437 0,0162 -0,2010 -0,3193 -0,3607 -0,3598 -0,3478 -0,3300 -0,2895 -0,2121 -0,1020 0,0204 0,1229 0,1734 0,1577 0,0871 -0,0033 -0,0607 -0,0278 0,1433 0,4786 0,9653 1,5377 2,0859 2,4991 2,7152 2,7361 2,6122 2,4154 2,2112 2,0476 1,9635 1,9938 2,1607 2,4630 2,8740 3,3516 3,8589 4,3708 4,8579 5,2845 5,6227 5,8645 6,0282 6,1468 6,2364 6,2808 6,2457 6,1020 5,8530 5,5535 5,2900 5,1372 5,1300 5,2577 5,4752 5,7246 5,9525 6,1172 6,1938 6,1825 6,0993 5,9436 5,6774 5,2523 4,6570 3,9351 3,1758 2,5016 2,0465 1,9045 2,0769 2,4679 2,9315 3,3331 3,5955 3,7140 3,7354 3,7154 3,6922 3,6915 3,7391 3,8569 4,0525 4,3207 4,6486 5,0165 5,3912 5,7231 5,9653 6,0880 6,0632 5,8587 5,4688 4,9425 4,3743 3,8692 3,5030 3,2961 3,2165 3,2114 3,2354 3,2631 3,2864 3,2952 3,2483 3,0701 2,6948 2,1185 1,4161 0,7224 0,1818 -0,1167 -0,1717 -0,0518 0,1428 0,3226 0,4545 0,5785 0,7697 1,0867 1,5561 2,1780 2,9259 3,7506 4,5978 5,4237 6,1897 6,8519 7,3628 7,6811 7,7886 7,7075 7,4928 7,2038 6,8843 6,5565 6,2169 5,8323 5,3588 4,7829 4,1518 3,5529 3,0625 2,7162 2,5146 2,4271 2,3826 2,2746 2,0000 1,5078 0,8197 0,0095 -0,8387 -1,6602 -2,4121 -3,0567 -3,5507 -3,8535 -3,9439 -3,8400 -3,6103 -3,3527 -3,1483 -3,0298 -2,9961 -3,0473 -3,1893 -3,4103 -3,6733 -3,9233 -4,0965 -4,1437 -4,0592 -3,8797 -3,6490 -3,3874 -3,0905 -2,7485 -2,3633 -1,9606 -1,5926 -1,3205 -1,1760 -1,1461 -1,1887 -1,2480 -1,2660 -1,2042 -1,0645 -0,8798 -0,6842 -0,5078 -0,3853 -0,3463 -0,3915 -0,4902 -0,6078 -0,7343 -0,8864 -1,0824 -1,3178 -1,5647 -1,7999 -2,0300 -2,2785
F3    -1,0207 -1,1618 -1,2805 -1,3116 -1,2099 -0,9876 -0,7081 -0,4238 -0,1347 0,1732 0,4614 0,6267 0,5662 0,2670 -0,1711 -0,6065 -0,9404 -1,1359 -1,1823 -1,0764 -0,8370 -0,5240 -0,2261 -0,0122 0,1157 0,2201 0,3709 0,5823 0,8050 0,9920 1,1607 1,3680 1,6240 1,8435 1,8972 1,7176 1,3468 0,8859 0,4297 0,0511 -0,2070 -0,3544 -0,4403 -0,4900 -0,4772 -0,3815 -0,2409 -0,1110 0,0026 0,1456 0,3547 0,5912 0,7445 0,7371 0,6177 0,5257 0,5784 0,8050 1,1711 1,6290 2,1234 2,5806 2,9483 3,2389 3,5114 3,8186 4,1688 4,5107 4,7533 4,8402 4,8189 4,8097 4,8977 5,0571 5,1627 5,0713 4,7182 4,1575 3,5145 2,9098 2,4116 2,0123 1,6464 1,2613 0,8771 0,5703 0,4002 0,3631 0,4180 0,5321 0,6979 0,9334 1,2665 1,6980 2,1805 2,6396 3,0180 3,2935 3,4547 3,4781 3,3374 3,0242 2,5674 2,0472 1,5748 1,2217 0,9697 0,7585 0,5652 0,4089 0,2956 0,1892 0,0415 -0,1696 -0,4428 -0,7641 -1,0928 -1,3541 -1,4655 -1,3814 -1,1198 -0,7508 -0,3524 0,0250 0,3650 0,6895 1,0639 1,5548 2,1504 2,7518 3,2549 3,6118 3,8231 3,9081 3,8860 3,7718 3,5813 3,3415 3,1086 2,9778 3,0520 3,3680 3,8352 4,2682 4,5161 4,5602 4,4889 4,4092 4,3707 4,3446 4,2698 4,1095 3,8651 3,5665 3,2496 2,9265 2,5926 2,2777 2,0782 2,1271 2,5071 3,1732 3,9509 4,5963 4,8581 4,5523 3,6568 2,3613 1,0086 -0,0522 -0,6127 -0,6720 -0,3982 -0,0191 0,2869 0,4451 0,4861 0,5298 0,7483 1,2754 2,1010 3,0480 3,8547 4,2830 4,1924 3,5850 2,6047 1,4674 0,3767 -0,5251 -1,1815 -1,6210 -1,9102 -2,0880 -2,1437 -2,0427 -1,7662 -1,3446 -0,8755 -0,5020 -0,3530 -0,4897 -0,8731 -1,3635 -1,7755 -1,9894 -2,0242 -1,9978 -2,0229 -2,1362 -2,3045 -2,4826 -2,6574 -2,8498 -3,0877 -3,3871 -3,7462 -4,1431 -4,5459 -4,9309 -5,2690 -5,4741 -5,3861 -4,8474 -3,8159 -2,4153 -0,8881 0,5090 1,5911 2,2699 2,5401 2,4527 2,0664 1,4148 0,5431 -0,4382 -1,3607 -2,0584 -2,4280 -2,4512 -2,1734 -1,6775 -1,0858 -0,5601 -0,2438 -0,1727 -0,2326 -0,2143 0,0559 0,5976 1,2645 1,8446 2,1842 2,2457 2,0845 1,7781 1,3766 0,9195 0,4744 0,1259 -0,0611 -0,0436 0,2133 0,7282 1,4789 2,3738 3,2284 3,8025 3,9249 3,6177 3,1031 2,6787 2,5470 2,7108 3,0060 3,2281 3,2507 3,0814 2,8449 2,7058 2,7743 3,0451 3,3993 3,6830 3,8109 3,8053 3,7438 3,6940 3,6982 3,7837 3,9477 4,1358 4,2672 4,2815 4,1354 3,7747 3,1681 2,3740 1,5514 0,9041 0,5963 0,6664 0,9968 1,3812 1,6301 1,6384 1,3971 0,9623 0,4161 -0,1392 -0,5785 -0,7922 -0,7549 -0,5571 -0,3670 -0,3497 -0,5970 -1,1014 -1,7725 -2,4637 -3,0070 -3,2712 -3,2211 -2,9199 -2,4575 -1,8667 -1,1096 -0,1416 1,0048 2,1709 3,1000 3,5555 3,4627 2,9581 2,3034 1,7366 1,3828 1,2805 1,4475 1,8986 2,6233 3,5707 4,6529 5,7626 6,7919 7,6328 8,1730 8,3072 7,9650 7,1432 5,9300 4,4961 3,0503 1,7812 0,8111 0,1755 -0,1724 -0,3347 -0,4188 -0,4952 -0,5862 -0,6856 -0,7843 -0,8825 -0,9899 -1,1268 -1,3208 -1,5868 -1,8999 -2,1921 -2,3857 -2,4359 -2,3383 -2,0998 -1,7092 -1,1311 -0,3359 0,6618 1,7948 2,9550 3,9876 4,7009 4,9322 4,6436 3,9630 3,1200 2,3267 1,6981 1,2570 0,9903 0,8937 0,9602 1,1377 1,3253 1,4218 1,3616 1,1138 0,6763 0,0810 -0,5943 -1,2228 -1,6723 -1,8711 -1,8264 -1,5766 -1,1464 -0,5584 0,1400 0,8757 1,5564 2,0819 2,3760 2,4258 2,3003 2,1231 2,0119 2,0247 2,1337 2,2451 2,2583 2,1228 1,8601 1,5437 1,2590 1,0752 1,0378 1,1756 1,5075 2,0354 2,7285 3,5323 4,4067 5,3255 6,2240 6,9958 7,5677 7,9524 8,2220 8,4408 8,6059 8,6164 8,3006 7,5248 6,3305 4,9706 3,7945 3,0831 2,9491 3,3162 3,9692 4,6653 5,2432 5,6581 5,9450 6,1617 6,3344 6,4130 6,2716 5,7820 4,9168 3,7886 2,6141 1,6665 1,2139 1,4061 2,1682 3,2032 4,1037 4,5107 4,2557 3,4265 2,3150 1,2787 0,6026 0,4257 0,7367 1,4176 2,3146 3,3091 4,3438 5,3934 6,4064 7,2635 7,7929 7,8371 7,3164 6,2621 4,8235 3,2440 1,8061 0,7622 0,2748 0,3808 0,9968 1,9618 3,0843 4,1642 5,0041 5,4397 5,3724 4,7769 3,7081 2,3223 0,8716 -0,3483 -1,0789 -1,1905 -0,7509 -0,0110 0,7097 1,1793 1,3512 1,3363 1,2851 1,2908 1,3712 1,4953 1,6191 1,7280 1,8667 2,1228 2,5706 3,2269 4,0496 4,9606 5,8795 6,7573 7,5682 8,2481 8,6583 8,6426 8,1206 7,1181 5,7451 4,1801 2,6543 1,4112 0,6522 0,4809 0,8531 1,5627 2,2967 2,7552 2,7648 2,3104 1,4863 0,4226 -0,7712 -2,0268 -3,2951 -4,5016 -5,5297 -6,2464 -6,5554 -6,4497 -6,0240 -5,4238 -4,7739 -4,1532 -3,6384 -3,3443 -3,3655 -3,6598 -4,0347 -4,2714 -4,2524 -3,9992 -3,6306 -3,2823 -3,0391 -2,9106 -2,8512 -2,8146 -2,8015 -2,8492 -2,9823 -3,1802 -3,3880 -3,5581 -3,6738 -3,7242 -3,6756 -3,4849 -3,1406 -2,6848 -2,1968 -1,7614 -1,4368 -1,2303 -1,1029 -1,0198 -1,0048 -1,1366 -1,4886 -2,0690 -2,7985 -3,5332 -4,1300 -4,5165 -4,7139
F7    -1,9753 -1,6960 -1,3955 -1,1249 -0,9328 -0,8364 -0,8168 -0,8297 -0,8256 -0,7736 -0,6821 -0,5970 -0,5601 -0,5486 -0,4730 -0,2475 0,1392 0,6156 1,0779 1,4418 1,6567 1,6998 1,5744 1,3085 0,9485 0,5497 0,1645 -0,1691 -0,4276 -0,5920 -0,6462 -0,5813 -0,3960 -0,1136 0,1943 0,4353 0,5640 0,6052 0,6185 0,6598 0,7492 0,8463 0,8711 0,7747 0,5828 0,3513 0,1019 -0,1693 -0,4447 -0,6762 -0,8213 -0,8815 -0,8956 -0,8774 -0,7797 -0,5321 -0,1008 0,4876 1,1527 1,7895 2,3183 2,7159 2,9982 3,1881 3,3088 3,3958 3,4935 3,6339 3,8153 3,9983 4,1260 4,1573 4,0840 3,9226 3,7002 3,4420 3,1618 2,8657 2,5697 2,3031 2,0851 1,9030 1,7272 1,5517 1,4107 1,3452 1,3561 1,4051 1,4717 1,5853 1,7865 2,0745 2,3980 2,6876 2,8987 3,0279 3,0972 3,1249 3,1202 3,0944 3,0588 3,0176 2,9728 2,9249 2,8728 2,8128 2,7221 2,5610 2,3106 1,9874 1,6114 1,1807 0,6853 0,1257 -0,4815 -1,0866 -1,5942 -1,9008 -1,9610 -1,8118 -1,5331 -1,1923 -0,8190 -0,4198 0,0010 0,4324 0,8606 1,2876 1,7325 2,2088 2,7113 3,2233 3,7224 4,1867 4,5992 4,9504 5,2385 5,4684 5,6470 5,7681 5,8032 5,7174 5,5058 5,2162 4,9285 4,6992 4,5296 4,3916 4,2720 4,1780 4,1094 4,0406 3,9381 3,7954 3,6378 3,4966 3,3900 3,3214 3,2718 3,2023 3,0878 2,9485 2,8466 2,8569 3,0287 3,3555 3,7763 4,2040 4,5535 4,7559 4,7687 4,5847 4,2368 3,7967 3,3562 2,9861 2,7062 2,4995 2,3470 2,2391 2,1610 2,0865 1,9910 1,8616 1,6980 1,5134 1,3260 1,1367 0,9277 0,6896 0,4363 0,1860 -0,0554 -0,2785 -0,4516 -0,5409 -0,5521 -0,5401 -0,5724 -0,6830 -0,8531 -1,0270 -1,1372 -1,1303 -1,0015 -0,8069 -0,6354 -0,5640 -0,6238 -0,7895 -1,0093 -1,2492 -1,4994 -1,7450 -1,9471 -2,0581 -2,0623 -1,9853 -1,8600 -1,7085 -1,5573 -1,4387 -1,3642 -1,3085 -1,2174 -1,0349 -0,7350 -0,3474 0,0551 0,4063 0,6851 0,9088 1,1068 1,3035 1,5088 1,7060 1,8464 1,8733 1,7649 1,5542 1,3036 1,0631 0,8561 0,6877 0,5519 0,4393 0,3481 0,2923 0,2937 0,3591 0,4671 0,5831 0,6876 0,7927 0,9352 1,1415 1,3979 1,6660 1,9317 2,2195 2,5492 2,8883 3,1604 3,2948 3,2670 3,1119 2,9120 2,7571 2,6969 2,7247 2,7942 2,8527 2,8674 2,8345 2,7798 2,7539 2,8083 2,9654 3,2088 3,4933 3,7564 3,9375 4,0109 4,0052 3,9844 4,0011 4,0608 4,1336 4,1977 4,2584 4,3231 4,3758 4,3857 4,3304 4,2024 4,0053 3,7505 3,4470 3,0928 2,6868 2,2433 1,7914 1,3732 1,0407 0,8440 0,8142 0,9474 1,1922 1,4579 1,6523 1,7251 1,6783 1,5403 1,3376 1,0863 0,8069 0,5375 0,3221 0,1842 0,1182 0,1042 0,1340 0,2266 0,4189 0,7364 1,1694 1,6739 2,1903 2,6672 3,0818 3,4486 3,7962 4,1328 4,4362 4,6740 4,8359 4,9517 5,0800 5,2699 5,5296 5,8283 6,1177 6,3468 6,4659 6,4432 6,2894 6,0568 5,8067 5,5705 5,3393 5,0860 4,7913 4,4572 4,0990 3,7227 3,3164 2,8653 2,3781 1,9030 1,5120 1,2560 1,1291 1,0703 1,0026 0,8777 0,6970 0,5049 0,3655 0,3310 0,4132 0,5820 0,7909 1,0039 1,2048 1,3905 1,5671 1,7468 1,9392 2,1438 2,3532 2,5563 2,7446 2,9247 3,1145 3,3165 3,5038 3,6362 3,6858 3,6413 3,5010 3,2721 2,9771 2,6526 2,3428 2,0848 1,8990 1,7947 1,7816 1,8642 2,0253 2,2259 2,4278 2,6124 2,7722 2,8943 2,9565 2,9326 2,8000 2,5534 2,2165 1,8464 1,5260 1,3413 1,3520 1,5706 1,9596 2,4472 2,9505 3,3995 3,7521 3,9895 4,1089 4,1241 4,0611 3,9541 3,8466 3,7852 3,8071 3,9329 4,1617 4,4598 4,7700 5,0409 5,2442 5,3698 5,4164 5,3926 5,3244 5,2518 5,2054 5,1973 5,2357 5,3351 5,5046 5,7304 5,9737 6,1898 6,3535 6,4640 6,5346 6,5786 6,5994 6,5840 6,5063 6,3430 6,0964 5,7978 5,4851 5,1814 4,8954 4,6273 4,3665 4,0930 3,7990 3,5092 3,2716 3,1305 3,1140 3,2381 3,5067 3,9051 4,3863 4,8699 5,2671 5,5203 5,6241 5,6125 5,5330 5,4253 5,3071 5,1762 5,0289 4,8803 4,7720 4,7534 4,8449 5,0160 5,1935 5,2942 5,2634 5,0962 4,8238 4,4832 4,0985 3,6847 3,2594 2,8534 2,5084 2,2627 2,1259 2,0652 2,0217 1,9436 1,8114 1,6481 1,5028 1,4163 1,4098 1,5002 1,6998 1,9972 2,3559 2,7374 3,1212 3,5095 3,9174 4,3579 4,8361 5,3564 5,9278 6,5524 7,2037 7,8164 8,2991 8,5643 8,5600 8,2901 7,8139 7,2254 6,6257 6,0987 5,6919 5,4091 5,2215 5,0896 4,9763 4,8411 4,6385 4,3417 3,9673 3,5641 3,1698 2,7747 2,3319 1,8081 1,2163 0,5998 0,0028 -0,5411 -1,0047 -1,3667 -1,6157 -1,7547 -1,8004 -1,7826 -1,7463 -1,7419 -1,8017 -1,9189 -2,0513 -2,1438 -2,1599 -2,1082 -2,0322 -1,9622 -1,8864 -1,7758 -1,6247 -1,4533 -1,2827 -1,1172 -0,9459 -0,7510 -0,5175 -0,2513 0,0099 0,2186 0,3525 0,4208 0,4427 0,4317 0,3980 0,3518 0,2950 0,2231 0,1405 0,0547 -0,0376 -0,1384 -0,2342 -0,3081 -0,3539 -0,3727 -0,3676 -0,3509 -0,3433 -0,3638 -0,4281 -0,5521 -0,7395
