Fp1   -1,0004 -1,4098 -1,7271 -1,9105 -1,9492 -1,8538 -1,6542 -1,3907 -1,0990 -0,8006 -0,5005 -0,1952 0,1072 0,3749 0,5658 0,6516 0,6285 0,5158 0,3480 0,1593 -0,0297 -0,2113 -0,3825 -0,5336 -0,6323 -0,6290 -0,4894 -0,2166 0,1592 0,5973 1,0499 1,4662 1,8056 2,0485 2,1923 2,2358 2,1699 1,9904 1,7186 1,4003 1,0786 0,7722 0,4751 0,1698 -0,1575 -0,5063 -0,8619 -1,2044 -1,5221 -1,8133 -2,0734 -2,2959 -2,4864 -2,6576 -2,8086 -2,9249 -3,0008 -3,0533 -3,1071 -3,1643 -3,1858 -3,1033 -2,8604 -2,4492 -1,9069 -1,2808 -0,5968 0,1415 0,9333 1,7557 2,5516 3,2434 3,7629 4,0796 4,2200 4,2543 4,2481 4,2264 4,1781 4,0765 3,8982 3,6342 3,2950 2,9131 2,5405 2,2257 1,9883 1,8219 1,7188 1,6865 1,7371 1,8627 2,0275 2,1881 2,3165 2,4001 2,4247 2,3721 2,2347 2,0293 1,7937 1,5739 1,4116 1,3275 1,3040 1,2883 1,2236 1,0841 0,8906 0,6923 0,5293 0,4015 0,2662 0,0718 -0,1979 -0,5113 -0,8183 -1,0742 -1,2354 -1,2535 -1,0947 -0,7623 -0,2887 0,2862 0,9131 1,5240 2,0510 2,4648 2,8002 3,1481 3,6139 4,2602 5,0691 5,9535 6,8109 7,5785 8,2502 8,8580 9,4385 10,0136 10,5869 11,1389 11,6257 11,9994 12,2368 12,3433 12,3312 12,2099 11,9982 11,7300 11,4389 11,1393 10,8227 10,4675 10,0551 9,5850 9,0815 8,5907 8,1573 7,7951 7,4862 7,2048 6,9340 6,6649 6,3901 6,1083 5,8364 5,6033 5,4382 5,3618 5,3765 5,4656 5,6016 5,7512 5,8805 5,9657 5,9968 5,9724 5,9007 5,8086 5,7365 5,7119 5,7301 5,7566 5,7461 5,6686 5,5308 5,3691 5,2119 5,0531 4,8579 4,5764 4,1553 3,5621 2,8117 1,9662 1,1076 0,3138 -0,3604 -0,9068 -1,3684 -1,8045 -2,2420 -2,6630 -3,0298 -3,3096 -3,4751 -3,5022 -3,3873 -3,1736 -2,9418 -2,7612 -2,6577 -2,6294 -2,6676 -2,7564 -2,8736 -2,9993 -3,1193 -3,2272 -3,3326 -3,4643 -3,6588 -3,9383 -4,2931 -4,6844 -5,0699 -5,4171 -5,6965 -5,8791 -5,9543 -5,9435 -5,8883 -5,8303 -5,8052 -5,8521 -6,0088 -6,2803 -6,6130 -6,9183 -7,1240 -7,1949 -7,1188 -6,8994 -6,5618 -6,1533 -5,7386 -5,3869 -5,1472 -5,0262 -4,9852 -4,9557 -4,8690 -4,6870 -4,4137 -4,0856 -3,7518 -3,4551 -3,2210 -3,0537 -2,9347 -2,8356 -2,7449 -2,6841 -2,6967 -2,8240 -3,0826 -3,4481 -3,8540 -4,2143 -4,4577 -4,5532 -4,5217 -4,4196 -4,3051 -4,2175 -4,1709 -4,1536 -4,1415 -4,1222 -4,1043 -4,1156 -4,1888 -4,3349 -4,5311 -4,7378 -4,9176 -5,0393 -5,0876 -5,0720 -5,0174 -4,9495 -4,8829 -4,8142 -4,7263 -4,5908 -4,3681 -4,0287 -3,5881 -3,1136 -2,6977 -2,4182 -2,3071 -2,3473 -2,4954 -2,6999 -2,8993 -3,0267 -3,0280 -2,8828 -2,6243 -2,3337 -2,0949 -1,9578 -1,9401 -2,0372 -2,2255 -2,4758 -2,7706 -3,1054 -3,4728 -3,8497 -4,2018 -4,4981 -4,7158 -4,8399 -4,8732 -4,8468 -4,8094 -4,7990 -4,8234 -4,8660 -4,9083 -4,9467 -4,9960 -5,0889 -5,2638 -5,5358 -5,8708 -6,1864 -6,3808 -6,3700 -6,1145 -5,6370 -5,0215 -4,3877 -3,8497 -3,4771 -3,2753 -3,1923 -3,1523 -3,0989 -3,0197 -2,9393 -2,8974 -2,9220 -3,0090 -3,1293 -3,2578 -3,3881 -3,5151 -3,6092 -3,6191 -3,5135 -3,3176 -3,1052 -2,9576 -2,9304 -3,0410 -3,2629 -3,5293 -3,7607 -3,9078 -3,9731 -3,9882 -3,9754 -3,9427 -3,9098 -3,9160 -3,9969 -4,1599 -4,3797 -4,6145 -4,8170 -4,9353 -4,9226 -4,7644 -4,4837 -4,1203 -3,7199 -3,3453 -3,0747 -2,9722 -3,0538 -3,2925 -3,6570 -4,1301 -4,6872 -5,2714 -5,8030 -6,2139 -6,4678 -6,5566 -6,4975 -6,3364 -6,1390 -5,9660 -5,8472 -5,7684 -5,6863 -5,5609 -5,3763 -5,1401 -4,8755 -4,6050 -4,3416 -4,1054 -3,9363 -3,8634 -3,8709 -3,9031 -3,8962 -3,8155 -3,6788 -3,5483 -3,4970 -3,5745 -3,7901 -4,1180 -4,5162 -4,9388 -5,3432 -5,7048 -6,0182 -6,2751 -6,4499 -6,5100 -6,4308 -6,2129 -5,9052 -5,6054 -5,4084 -5,3593 -5,4547 -5,6630 -5,9338 -6,2114 -6,4476 -6,6102 -6,6962 -6,7260 -6,7122 -6,6450 -6,5193 -6,3599 -6,2080 -6,0887 -5,9919 -5,8753 -5,6905 -5,4163 -5,0684 -4,6892 -4,3391 -4,0827 -3,9657 -3,9957 -4,1381 -4,3321 -4,5215 -4,6801 -4,8128 -4,9378 -5,0633 -5,1781 -5,2641 -5,3185 -5,3618 -5,4318 -5,5710 -5,8173 -6,1960 -6,7118 -7,3493 -8,0816 -8,8837 -9,7370 -10,6150 -11,4663 -12,2289 -12,8661 -13,3738 -13,7572 -14,0147 -14,1376 -14,1134 -13,9257 -13,5521 -12,9707 -12,1765 -11,1950 -10,0810 -8,8974 -7,6890 -6,4816 -5,2976 -4,1509 -3,0278 -1,8910 -0,7148 0,4923 1,6992 2,8757 3,9976 5,0368 5,9621 6,7584 7,4251 7,9412 8,2473 8,2715 7,9668 7,3296 6,4046 5,2675 3,9917 2,6342 1,2521 -0,0839 -1,3052 -2,3805 -3,3394 -4,2587 -5,2228 -6,2842 -7,4452 -8,6577 -9,8325 -10,8590 -11,6496 -12,1787 -12,4781 -12,6013 -12,5959 -12,4958 -12,3203 -12,0768 -11,7801 -11,4693 -11,1979 -11,0091 -10,9211 -10,9202 -10,9556 -10,9521 -10,8429 -10,5993 -10,2356 -9,7902 -9,3026 -8,8043 -8,3209 -7,8758 -7,4903 -7,1800 -6,9624 -6,8691 -6,9343 -7,1673 -7,5454 -8,0281 -8,5668 -9,1063 -9,6004 -10,0421 -10,4756 -10,9653 -11,5470 -12,2123 -12,9284 -13,6576 -14,3647 -15,0237 -15,6265 -16,1853 -16,7267 -17,2723 -17,8230 -18,3641 -18,8762 -19,3421 -19,7441 -20,0606 -20,2677 -20,3503 -20,3136 -20,1730 -19,9268 -19,5524 -19,0460
Fz    -1,5582 -2,0253 -2,3960 -2,6457 -2,7745 -2,8025 -2,7640 -2,6941 -2,6141 -2,5218 -2,3959 -2,2115 -1,9586 -1,6513 -1,3204 -0,9952 -0,6889 -0,3967 -0,1012 0,2151 0,5557 0,9029 1,2250 1,4929 1,6966 1,8485 1,9743 2,1040 2,2700 2,4971 2,7851 3,1054 3,4104 3,6484 3,7753 3,7595 3,5828 3,2439 2,7628 2,1779 1,5378 0,8897 0,2653 -0,3326 -0,9251 -1,5366 -2,1729 -2,8149 -3,4319 -3,9966 -4,4861 -4,8814 -5,1732 -5,3652 -5,4708 -5,5124 -5,5180 -5,5091 -5,4883 -5,4371 -5,3217 -5,1008 -4,7430 -4,2438 -3,6205 -2,8955 -2,0880 -1,2128 -0,2833 0,6801 1,6383 2,5358 3,3163 3,9412 4,4023 4,7225 4,9373 5,0717 5,1309 5,1059 4,9837 4,7565 4,4271 4,0131 3,5526 3,0993 2,7022 2,3900 2,1685 2,0256 1,9352 1,8596 1,7587 1,6059 1,4025 1,1776 0,9724 0,8221 0,7465 0,7500 0,8245 0,9517 1,1073 1,2638 1,3916 1,4636 1,4640 1,3987 1,3001 1,2168 1,1870 1,2142 1,2607 1,2659 1,1796 0,9870 0,7084 0,3856 0,0709 -0,1830 -0,3362 -0,3673 -0,2681 -0,0391 0,3088 0,7551 1,2794 1,8753 2,5584 3,3609 4,3116 5,4099 6,6099 7,8237 8,9493 9,9133 10,6979 11,3330 11,8661 12,3383 12,7761 13,1875 13,5639 13,8882 14,1443 14,3221 14,4195 14,4417 14,3996 14,3095 14,1925 14,0683 13,9441 13,8114 13,6552 13,4675 13,2539 13,0338 12,8332 12,6660 12,5223 12,3766 12,2098 12,0230 11,8320 11,6565 11,5163 11,4300 11,4107 11,4613 11,5718 11,7245 11,9013 12,0865 12,2664 12,4316 12,5830 12,7342 12,9073 13,1229 13,3885 13,6893 13,9875 14,2341 14,3863 14,4266 14,3703 14,2537 14,1124 13,9675 13,8240 13,6720 13,4896 13,2539 12,9567 12,6107 12,2413 11,8718 11,5100 11,1438 10,7475 10,2980 9,7919 9,2505 8,7142 8,2326 7,8556 7,6261 7,5713 7,6848 7,9164 8,1912 8,4393 8,6123 8,6895 8,6826 8,6294 8,5724 8,5367 8,5189 8,4917 8,4137 8,2439 7,9596 7,5706 7,1130 6,6289 6,1550 5,7242 5,3608 5,0720 4,8526 4,6995 4,6178 4,6089 4,6559 4,7291 4,8109 4,9162 5,0792 5,3226 5,6439 6,0241 6,4373 6,8542 7,2448 7,5812 7,8410 8,0132 8,1027 8,1294 8,1200 8,0945 8,0630 8,0328 8,0094 7,9901 7,9652 7,9249 7,8647 7,7844 7,6835 7,5551 7,3849 7,1584 6,8696 6,5235 6,1378 5,7473 5,4027 5,1579 5,0480 5,0690 5,1751 5,3048 5,4137 5,4905 5,5505 5,6169 5,7013 5,7927 5,8590 5,8609 5,7761 5,6180 5,4305 5,2709 5,1904 5,2133 5,3256 5,4874 5,6590 5,8204 5,9753 6,1420 6,3440 6,6061 6,9457 7,3596 7,8172 8,2638 8,6358 8,8821 8,9810 8,9372 8,7763 8,5440 8,2982 8,0954 7,9766 7,9552 8,0119 8,1084 8,2021 8,2546 8,2460 8,1836 8,0912 7,9906 7,8937 7,8040 7,7195 7,6341 7,5399 7,4308 7,3021 7,1485 6,9639 6,7478 6,5141 6,2950 6,1270 6,0279 5,9848 5,9610 5,9094 5,7900 5,5935 5,3520 5,1259 4,9763 4,9406 5,0228 5,1986 5,4310 5,6867 5,9407 6,1782 6,3978 6,6056 6,8020 6,9761 7,1103 7,1880 7,2020 7,1632 7,1024 7,0580 7,0588 7,1137 7,2138 7,3481 7,5123 7,7015 7,9005 8,0860 8,2337 8,3212 8,3301 8,2501 8,0864 7,8624 7,6113 7,3592 7,1210 6,9101 6,7368 6,5985 6,4824 6,3768 6,2786 6,1915 6,1202 6,0687 6,0507 6,0934 6,2205 6,4370 6,7308 7,0777 7,4366 7,7469 7,9420 7,9708 7,8119 7,4764 7,0045 6,4538 5,8855 5,3540 4,8947 4,5174 4,2093 3,9446 3,6950 3,4387 3,1650 2,8748 2,5834 2,3186 2,1106 1,9843 1,9542 2,0175 2,1535 2,3313 2,5142 2,6625 2,7454 2,7492 2,6759 2,5380 2,3509 2,1241 1,8597 1,5624 1,2504 0,9575 0,7184 0,5509 0,4541 0,4137 0,4030 0,3916 0,3644 0,3258 0,2866 0,2490 0,2009 0,1190 -0,0185 -0,2148 -0,4529 -0,7113 -0,9713 -1,2087 -1,3914 -1,4900 -1,4889 -1,3929 -1,2234 -1,0017 -0,7376 -0,4352 -0,1049 0,2354 0,5729 0,9125 1,2755 1,6831 2,1423 2,6447 3,1723 3,6981 4,1877 4,6066 4,9331 5,1685 5,3356 5,4615 5,5587 5,6222 5,6368 5,5874 5,4654 5,2720 5,0146 4,7018 4,3387 3,9213 3,4292 2,8244 2,0647 1,1253 0,0117 -1,2435 -2,5908 -3,9654 -5,2893 -6,4876 -7,5073 -8,3212 -8,9184 -9,2944 -9,4479 -9,3895 -9,1485 -8,7560 -8,2196 -7,5215 -6,6442 -5,5965 -4,4160 -3,1541 -1,8590 -0,5644 0,7225 2,0240 3,3755 4,7964 6,2742 7,7700 9,2356 10,6277 11,9056 13,0244 13,9386 14,6094 15,0003 15,0745 14,8016 14,1674 13,1798 11,8729 10,3076 8,5634 6,7289 4,8950 3,1462 1,5457 0,1211 -1,1422 -2,2955 -3,4067 -4,5313 -5,6904 -6,8636 -7,9932 -8,9982 -9,8026 -10,3624 -10,6740 -10,7661 -10,6810 -10,4575 -10,1204 -9,6843 -9,1653 -8,5905 -7,9951 -7,4112 -6,8610 -6,3539 -5,8849 -5,4402 -5,0106 -4,5964 -4,2006 -3,8245 -3,4717 -3,1547 -2,8961 -2,7217 -2,6474 -2,6703 -2,7778 -2,9648 -3,2304 -3,5641 -3,9487 -4,3769 -4,8542 -5,3843 -5,9615 -6,5805 -7,2478 -7,9759 -8,7653 -9,5985 -10,4518 -11,3078 -12,1574 -12,9943 -13,8090 -14,5854 -15,3082 -15,9725 -16,5819 -17,1367 -17,6228 -18,0131 -18,2797 -18,4051 -18,3846 -18,2216 -17,9272 -17,5207 -17,0218 -16,4455 -15,8130
F3    -1,4887 -1,8589 -2,1527 -2,3451 -2,4342 -2,4367 -2,3823 -2,3045 -2,2262 -2,1494 -2,0565 -1,9227 -1,7342 -1,4989 -1,2411 -0,9847 -0,7403 -0,5054 -0,2684 -0,0137 0,2669 0,5658 0,8616 1,1308 1,3602 1,5513 1,7132 1,8597 2,0132 2,1980 2,4227 2,6705 2,9045 3,0826 3,1716 3,1477 2,9928 2,7003 2,2853 1,7842 1,2448 0,7132 0,2187 -0,2357 -0,6670 -1,0906 -1,5034 -1,8863 -2,2225 -2,5095 -2,7528 -2,9562 -3,1241 -3,2659 -3,3931 -3,5188 -3,6556 -3,8062 -3,9554 -4,0725 -4,1171 -4,0427 -3,8120 -3,4161 -2,8759 -2,2261 -1,5027 -0,7376 0,0430 0,8134 1,5398 2,1823 2,7081 3,1015 3,3708 3,5455 3,6603 3,7357 3,7699 3,7442 3,6360 3,4327 3,1390 2,7808 2,4086 2,0868 1,8685 1,7748 1,7954 1,8995 2,0459 2,1865 2,2708 2,2586 2,1378 1,9307 1,6817 1,4391 1,2438 1,1215 1,0787 1,1033 1,1693 1,2427 1,2888 1,2820 1,2130 1,0892 0,9335 0,7783 0,6506 0,5528 0,4534 0,3007 0,0551 -0,2858 -0,6875 -1,0970 -1,4569 -1,7157 -1,8358 -1,7960 -1,5868 -1,2084 -0,6772 -0,0300 0,6892 1,4506 2,2550 3,1310 4,1132 5,2125 6,3964 7,5881 8,6930 9,6422 10,4187 11,0516 11,5889 12,0746 12,5379 12,9873 13,4104 13,7812 14,0729 14,2681 14,3621 14,3603 14,2760 14,1292 13,9425 13,7334 13,5071 13,2571 12,9751 12,6605 12,3247 11,9878 11,6696 11,3780 11,1039 10,8315 10,5566 10,2939 10,0638 9,8801 9,7498 9,6787 9,6702 9,7191 9,8086 9,9193 10,0374 10,1531 10,2556 10,3335 10,3833 10,4148 10,4476 10,5009 10,5811 10,6758 10,7580 10,7979 10,7728 10,6750 10,5153 10,3155 10,0940 9,8592 9,6118 9,3477 9,0554 8,7205 8,3377 7,9198 7,4902 7,0693 6,6641 6,2653 5,8490 5,3881 4,8710 4,3135 3,7556 3,2486 2,8414 2,5725 2,4634 2,5043 2,6464 2,8211 2,9680 3,0479 3,0458 2,9742 2,8659 2,7559 2,6653 2,5938 2,5208 2,4115 2,2306 1,9637 1,6295 1,2678 0,9147 0,5947 0,3299 0,1382 0,0217 -0,0337 -0,0441 -0,0188 0,0314 0,0847 0,1143 0,1112 0,0993 0,1229 0,2168 0,3933 0,6495 0,9714 1,3350 1,7140 2,0819 2,4113 2,6795 2,8772 3,0146 3,1156 3,2047 3,2993 3,4099 3,5375 3,6686 3,7815 3,8601 3,9041 3,9257 3,9367 3,9365 3,9106 3,8422 3,7228 3,5551 3,3523 3,1411 2,9619 2,8601 2,8671 2,9780 3,1480 3,3145 3,4282 3,4684 3,4428 3,3772 3,3006 3,2296 3,1541 3,0408 2,8598 2,6111 2,3279 2,0581 1,8440 1,7035 1,6239 1,5782 1,5480 1,5332 1,5462 1,6016 1,7114 1,8884 2,1453 2,4820 2,8733 3,2698 3,6163 3,8762 4,0403 4,1204 4,1419 4,1436 4,1666 4,2362 4,3553 4,5053 4,6485 4,7419 4,7517 4,6600 4,4705 4,2106 3,9188 3,6312 3,3767 3,1766 3,0410 2,9675 2,9470 2,9680 3,0173 3,0787 3,1322 3,1562 3,1388 3,0901 3,0378 3,0042 2,9873 2,9610 2,8878 2,7356 2,4970 2,2010 1,9053 1,6733 1,5504 1,5499 1,6527 1,8241 2,0303 2,2425 2,4363 2,6002 2,7376 2,8576 2,9630 3,0479 3,1012 3,1154 3,0945 3,0570 3,0282 3,0277 3,0587 3,1099 3,1717 3,2462 3,3378 3,4392 3,5309 3,5884 3,5879 3,5115 3,3545 3,1311 2,8735 2,6163 2,3788 2,1686 1,9979 1,8800 1,8116 1,7701 1,7289 1,6705 1,5911 1,4947 1,3920 1,3095 1,2885 1,3619 1,5359 1,7972 2,1237 2,4779 2,8002 3,0198 3,0800 2,9572 2,6659 2,2483 1,7616 1,2663 0,8143 0,4358 0,1369 -0,0910 -0,2651 -0,4098 -0,5518 -0,7145 -0,9129 -1,1451 -1,3885 -1,6084 -1,7675 -1,8348 -1,7949 -1,6526 -1,4289 -1,1598 -0,8915 -0,6604 -0,4833 -0,3625 -0,2925 -0,2676 -0,2916 -0,3749 -0,5225 -0,7222 -0,9452 -1,1612 -1,3579 -1,5423 -1,7297 -1,9346 -2,1615 -2,3937 -2,5950 -2,7291 -2,7789 -2,7569 -2,7013 -2,6599 -2,6638 -2,7176 -2,8158 -2,9524 -3,1128 -3,2725 -3,4093 -3,5147 -3,5951 -3,6614 -3,7114 -3,7238 -3,6759 -3,5643 -3,4042 -3,2144 -3,0032 -2,7651 -2,4901 -2,1762 -1,8319 -1,4728 -1,1223 -0,8098 -0,5611 -0,3882 -0,2857 -0,2330 -0,2065 -0,1919 -0,1887 -0,2076 -0,2643 -0,3712 -0,5297 -0,7299 -0,9586 -1,2078 -1,4783 -1,7843 -2,1594 -2,6487 -3,2864 -4,0769 -4,9947 -5,9957 -7,0235 -8,0141 -8,9085 -9,6663 -10,2711 -10,7233 -11,0275 -11,1823 -11,1835 -11,0353 -10,7451 -10,3040 -9,6854 -8,8668 -7,8530 -6,6801 -5,4031 -4,0789 -2,7535 -1,4498 -0,1624 1,1315 2,4495 3,7865 5,1139 6,3921 7,5839 8,6550 9,5716 10,3063 10,8431 11,1666 11,2522 11,0748 10,6235 9,9047 8,9407 7,7708 6,4470 5,0293 3,5844 2,1792 0,8663 -0,3305 -1,4209 -2,4437 -3,4516 -4,4865 -5,5614 -6,6576 -7,7283 -8,7074 -9,5326 -10,1682 -10,6114 -10,8826 -11,0110 -11,0215 -10,9276 -10,7339 -10,4479 -10,0904 -9,6949 -9,2972 -8,9259 -8,5938 -8,2928 -8,0020 -7,7036 -7,3932 -7,0773 -6,7695 -6,4880 -6,2554 -6,0976 -6,0393 -6,0931 -6,2514 -6,4965 -6,8179 -7,2087 -7,6480 -8,1021 -8,5429 -8,9564 -9,3362 -9,6812 -10,0045 -10,3392 -10,7269 -11,1947 -11,7445 -12,3627 -13,0298 -13,7235 -14,4216 -15,1028 -15,7466 -16,3399 -16,8844 -17,3903 -17,8617 -18,2869 -18,6407 -18,8957 -19,0333 -19,0486 -18,9484 -18,7481 -18,4680 -18,1255 -17,7341 -17,3123
F7    -0,5735 -0,8121 -1,0044 -1,1053 -1,0994 -1,0039 -0,8642 -0,7358 -0,6590 -0,6440 -0,6745 -0,7204 -0,7522 -0,7517 -0,7143 -0,6428 -0,5468 -0,4446 -0,3555 -0,2871 -0,2340 -0,1861 -0,1346 -0,0742 -0,0031 0,0757 0,1534 0,2226 0,2912 0,3820 0,5138 0,6841 0,8708 1,0470 1,1964 1,3143 1,3964 1,4326 1,4094 1,3197 1,1718 0,9874 0,7889 0,5872 0,3826 0,1734 -0,0374 -0,2435 -0,4449 -0,6513 -0,8701 -1,0943 -1,3031 -1,4747 -1,6047 -1,7173 -1,8492 -2,0201 -2,2223 -2,4344 -2,6321 -2,7842 -2,8520 -2,8030 -2,6194 -2,2991 -1,8541 -1,3092 -0,6977 -0,0628 0,5439 1,0772 1,5136 1,8517 2,1074 2,3068 2,4688 2,5889 2,6421 2,5990 2,4416 2,1722 1,8144 1,4158 1,0487 0,7917 0,6979 0,7773 1,0023 1,3223 1,6747 1,9922 2,2114 2,2868 2,2064 1,9976 1,7157 1,4258 1,1827 1,0142 0,9198 0,8815 0,8737 0,8651 0,8192 0,7047 0,5069 0,2324 -0,0923 -0,4284 -0,7451 -1,0420 -1,3529 -1,7226 -2,1703 -2,6725 -3,1771 -3,6258 -3,9642 -4,1494 -4,1577 -3,9830 -3,6258 -3,0894 -2,3900 -1,5689 -0,6869 0,2003 1,0665 1,9188 2,7824 3,6763 4,5949 5,5017 6,3468 7,0953 7,7458 8,3277 8,8828 9,4412 10,0024 10,5337 10,9889 11,3328 11,5548 11,6637 11,6735 11,5921 11,4226 11,1722 10,8549 10,4876 10,0869 9,6692 9,2493 8,8365 8,4301 8,0238 7,6139 7,2032 6,8015 6,4290 6,1187 5,9060 5,8051 5,8023 5,8685 5,9732 6,0910 6,2040 6,3003 6,3742 6,4306 6,4802 6,5263 6,5554 6,5457 6,4854 6,3815 6,2524 6,1132 5,9687 5,8154 5,6444 5,4449 5,2129 4,9532 4,6702 4,3574 3,9999 3,5885 3,1276 2,6300 2,1078 1,5725 1,0388 0,5219 0,0302 -0,4358 -0,8804 -1,3113 -1,7369 -2,1588 -2,5674 -2,9453 -3,2768 -3,5526 -3,7647 -3,9030 -3,9684 -3,9861 -3,9906 -4,0049 -4,0378 -4,0876 -4,1394 -4,1686 -4,1561 -4,1008 -4,0230 -3,9607 -3,9606 -4,0600 -4,2622 -4,5280 -4,7967 -5,0162 -5,1545 -5,1968 -5,1485 -5,0411 -4,9210 -4,8233 -4,7555 -4,7076 -4,6711 -4,6478 -4,6377 -4,6218 -4,5662 -4,4462 -4,2591 -4,0180 -3,7430 -3,4551 -3,1709 -2,9052 -2,6750 -2,4977 -2,3799 -2,3072 -2,2435 -2,1438 -1,9690 -1,7001 -1,3513 -0,9687 -0,6100 -0,3176 -0,1054 0,0369 0,1293 0,1845 0,2045 0,1873 0,1309 0,0317 -0,1109 -0,2877 -0,4748 -0,6363 -0,7391 -0,7766 -0,7788 -0,7944 -0,8636 -1,0002 -1,1857 -1,3742 -1,5102 -1,5590 -1,5296 -1,4687 -1,4288 -1,4405 -1,5105 -1,6328 -1,7965 -1,9893 -2,1991 -2,4079 -2,5882 -2,7128 -2,7667 -2,7522 -2,6827 -2,5706 -2,4201 -2,2337 -2,0273 -1,8352 -1,6932 -1,6159 -1,5924 -1,5978 -1,6048 -1,5873 -1,5279 -1,4259 -1,2992 -1,1797 -1,1045 -1,1032 -1,1909 -1,3705 -1,6337 -1,9597 -2,3215 -2,6907 -3,0387 -3,3380 -3,5650 -3,7040 -3,7545 -3,7343 -3,6723 -3,5999 -3,5459 -3,5340 -3,5775 -3,6712 -3,7939 -3,9262 -4,0674 -4,2360 -4,4556 -4,7374 -5,0669 -5,4034 -5,6910 -5,8764 -5,9229 -5,8204 -5,5931 -5,2922 -4,9773 -4,7032 -4,5116 -4,4164 -4,4017 -4,4397 -4,5086 -4,5950 -4,6897 -4,7851 -4,8714 -4,9375 -4,9778 -4,9996 -5,0188 -5,0501 -5,0964 -5,1456 -5,1809 -5,1931 -5,1831 -5,1596 -5,1394 -5,1461 -5,1990 -5,2986 -5,4243 -5,5473 -5,6479 -5,7123 -5,7204 -5,6578 -5,5407 -5,4127 -5,3197 -5,2920 -5,3408 -5,4611 -5,6316 -5,8130 -5,9551 -6,0195 -5,9948 -5,8910 -5,7311 -5,5511 -5,3975 -5,3170 -5,3446 -5,4931 -5,7453 -6,0614 -6,3955 -6,7048 -6,9527 -7,1174 -7,1985 -7,2112 -7,1769 -7,1200 -7,0679 -7,0515 -7,0987 -7,2228 -7,4155 -7,6485 -7,8818 -8,0739 -8,1908 -8,2085 -8,1180 -7,9349 -7,6980 -7,4463 -7,1997 -6,9616 -6,7306 -6,5121 -6,3215 -6,1803 -6,1075 -6,1101 -6,1811 -6,3095 -6,4922 -6,7332 -7,0338 -7,3834 -7,7498 -8,0795 -8,3182 -8,4367 -8,4427 -8,3707 -8,2638 -8,1574 -8,0713 -8,0114 -7,9819 -7,9867 -8,0188 -8,0587 -8,0846 -8,0813 -8,0456 -7,9864 -7,9158 -7,8392 -7,7593 -7,6850 -7,6294 -7,5977 -7,5819 -7,5663 -7,5400 -7,4987 -7,4346 -7,3344 -7,1935 -7,0269 -6,8648 -6,7402 -6,6713 -6,6491 -6,6456 -6,6376 -6,6222 -6,6167 -6,6477 -6,7382 -6,8977 -7,1210 -7,3904 -7,6813 -7,9695 -8,2425 -8,5076 -8,7898 -9,1135 -9,4878 -9,9058 -10,3494 -10,7920 -11,2021 -11,5536 -11,8324 -12,0355 -12,1687 -12,2430 -12,2616 -12,2176 -12,1071 -11,9296 -11,6718 -11,3022 -10,7885 -10,1179 -9,3052 -8,3821 -7,3813 -6,3283 -5,2433 -4,1414 -3,0326 -1,9260 -0,8370 0,2092 1,1838 2,0669 2,8474 3,5159 4,0646 4,4890 4,7781 4,9073 4,8508 4,5998 4,1649 3,5709 2,8537 2,0551 1,2144 0,3650 -0,4663 -1,2595 -2,0026 -2,6960 -3,3591 -4,0271 -4,7318 -5,4812 -6,2556 -7,0154 -7,7157 -8,3275 -8,8466 -9,2849 -9,6542 -9,9589 -10,1957 -10,3591 -10,4446 -10,4537 -10,4017 -10,3198 -10,2423 -10,1907 -10,1656 -10,1516 -10,1318 -10,0981 -10,0484 -9,9811 -9,8963 -9,7992 -9,6982 -9,6052 -9,5370 -9,5119 -9,5413 -9,6305 -9,7877 -10,0181 -10,3049 -10,6074 -10,8801 -11,0925 -11,2353 -11,3220 -11,3905 -11,4962 -11,6929 -12,0107 -12,4495 -12,9879 -13,5940 -14,2355 -14,8832 -15,5103 -16,0942 -16,6259 -17,1132 -17,5718 -18,0098 -18,4161 -18,7625 -19,0234 -19,1953 -19,2958 -19,3448 -19,3523 -19,3187 -19,2381 -19,1010 -18,9040
