Fp1   0,4727 0,3524 0,2070 -0,0704 -0,4784 -0,9198 -1,2818 -1,4908 -1,5236 -1,4029 -1,1830 -0,9306 -0,7149 -0,5850 -0,5270 -0,4576 -0,2902 -0,0027 0,3698 0,7626 1,0688 1,1464 0,8892 0,2863 -0,5739 -1,5230 -2,3535 -2,8819 -2,9772 -2,5529 -1,5900 -0,1776 1,4974 3,1925 4,6265 5,5147 5,6831 5,1742 4,2091 3,0412 1,8631 0,8085 -0,0337 -0,6415 -1,0776 -1,4604 -1,9028 -2,4656 -3,1547 -3,9406 -4,7538 -5,4706 -5,9464 -6,0966 -5,9410 -5,5642 -5,0327 -4,3394 -3,4115 -2,1776 -0,6622 0,9691 2,4641 3,5996 4,2567 4,4069 4,0598 3,2528 2,0904 0,7581 -0,5395 -1,6681 -2,5896 -3,3182 -3,8611 -4,1768 -4,1616 -3,6803 -2,6543 -1,1610 0,5392 2,0960 3,2218 3,7779 3,7504 3,2055 2,2780 1,1513 -0,0220 -1,2198 -2,5606 -4,1903 -6,1451 -8,2799 -10,2942 -11,8593 -12,7868 -13,1096 -13,0111 -12,6856 -12,2621 -11,8214 -11,4386 -11,1756 -11,0434 -10,9835 -10,8849 -10,6356 -10,2026 -9,6786 -9,2419 -9,0504 -9,1330 -9,3400 -9,4010 -9,0637 -8,2027 -6,8376 -5,0973 -3,1827 -1,3220 0,2983 1,6014 2,6336 3,4994 4,2661 4,9269 5,4590 5,9000 6,3257 6,7272 6,9452 6,7820 6,1825 5,2698 4,1985 3,0218 1,7483 0,4865 -0,5663 -1,2832 -1,6839 -1,8648 -1,9366 -2,0367 -2,3178 -2,8780 -3,7076 -4,6980 -5,6966 -6,5676 -7,2111 -7,5686 -7,6599 -7,5867 -7,4469 -7,2450 -6,9001 -6,3312 -5,5227 -4,5150 -3,3685 -2,1601 -0,9935 0,0348 0,8908 1,5969 2,1628 2,5275 2,5774 2,2480 1,6245 0,9361 0,4271 0,2020 0,1736 0,1640 0,0515 -0,1948 -0,5951 -1,2013 -2,0319 -3,0066 -3,9705 -4,7756 -5,3537 -5,7315 -5,9739 -6,1046 -6,0775 -5,8286 -5,3302 -4,5870 -3,6318 -2,5639 -1,5545 -0,7732 -0,3180 -0,2328 -0,5542 -1,2788 -2,2840 -3,3243 -4,1237 -4,4925 -4,4025 -3,9888 -3,4874 -3,1350 -3,0668 -3,2564 -3,5213 -3,5791 -3,1471 -2,0650 -0,3918 1,5706 3,3412 4,4242 4,5463 3,7996 2,5538 1,2308 0,1344 -0,5860 -0,8929 -0,8169 -0,4292 0,1662 0,8153 1,3224 1,5166 1,3363 0,8657 0,2939 -0,1814 -0,4511 -0,5306 -0,5108 -0,4873 -0,5379 -0,7170 -1,0458 -1,5239 -2,1195 -2,7137 -3,1081 -3,1557 -2,8656 -2,3450 -1,6881 -0,9815 -0,3694 -0,0156 0,0133 -0,2036 -0,4977 -0,6931 -0,6768 -0,4563 -0,1681 0,0072 -0,0329 -0,2596 -0,5704 -0,8865 -1,1818 -1,4336 -1,5959 -1,6387 -1,5718 -1,4262 -1,2438 -1,0768 -0,9590 -0,8703 -0,7562 -0,5885 -0,4030 -0,2873 -0,3353 -0,5924 -1,0235 -1,5180 -1,9171 -2,0479 -1,7775 -1,0953 -0,1623 0,7403 1,3284 1,4298 1,0457 0,3450 -0,4022 -0,9301 -1,0720 -0,8032 -0,2403 0,3973 0,8803 1,0860 1,0492 0,8882 0,6874 0,4577 0,1702 -0,1886 -0,5499 -0,7456 -0,6090 -0,1192 0,5716 1,2546 1,7860 2,1108 2,2038 2,0046 1,4282 0,4669 -0,7246 -1,8749 -2,7294 -3,1321 -3,0212 -2,4198 -1,4677 -0,4076 0,5490 1,3619 2,1282 2,9058 3,6088 4,0722 4,1750 3,9025 3,3289 2,5470 1,6103 0,5330 -0,6617 -1,8793 -2,9163 -3,5072 -3,4583 -2,7552 -1,5421 -0,0090 1,6869 3,4191 5,0597 6,4665 7,4942 8,0300 8,0281 7,5173 6,6080 5,5033 4,4523 3,6433 3,1283 2,8511 2,7434 2,7964 3,0623 3,5965 4,3767 5,2659 6,0760 6,6731 7,0166 7,1226 7,0324 6,8156 6,5528 6,2761 5,9378 5,4414 4,7073 3,7438 2,6877 1,7507 1,1076 0,8474 1,0072 1,5738 2,4372 3,4035 4,2925 5,0153 5,5641 5,9522 6,1709 6,1927 6,0171 5,7257 5,4888 5,4814 5,7565 6,1963 6,5997 6,8106 6,7791 6,5659 6,3206 6,2129 6,3353 6,6529 7,0316 7,3043 7,3389 7,0917 6,6297 6,1161 5,7642 5,7556 6,1521 6,8590 7,6620 8,3298 8,7422 8,9237 8,9486 8,8547 8,6551 8,3713 8,0269 7,6407 7,2405 6,8552 6,4866 6,1203 5,7740 5,5236 5,4668 5,6460 6,0067 6,4349 6,8199 7,0869 7,2092 7,2171 7,1916 7,2358 7,4308 7,7925 8,2678 8,7825 9,2848 9,7261 10,0102 10,0054 9,6277 8,9069 7,9809 7,0386 6,2518 5,7264 5,4746 5,4210 5,4647 5,5646 5,7659 6,1465 6,7481 7,5324 8,3605 9,0140 9,2758 9,0275 8,3183 7,3639 6,4401 5,7261 5,2377 4,8885 4,5742 4,2006 3,6890 3,0047 2,1959 1,3906 0,7365 0,3480 0,3154 0,7041 1,4950 2,5582 3,7082 4,7776 5,6547 6,2805 6,6390 6,7653 6,7481 6,6978 6,7085 6,8490 7,1638 7,6558 8,2729 8,9202 9,4995 9,9572 10,3036 10,5862 10,8538 11,1415 11,4415 11,6474 11,5698 11,0819 10,2537 9,3049 8,4337 7,7257 7,1965 6,8481 6,6565 6,5442 6,4079 6,1847 5,8786 5,5220 5,1355 4,7253 4,2907 3,8376 3,4187 3,1541 3,1617 3,4485 3,8775 4,2348 4,3331 4,1032 3,6374 3,1486 2,8628 2,9196 3,3297 3,9938 4,7512 5,4385 5,9427 6,2120 6,2210 5,9483 5,3768 4,5037 3,3809 2,1599 1,0627 0,2806 -0,0910 -0,0332 0,4212 1,1692 2,0416 2,8714 3,5471 3,9843 4,0844 3,7774 3,1052 2,2174 1,2749 0,3759 -0,4196 -1,0255 -1,3323 -1,2842 -0,9413 -0,4512 0,0463 0,4754 0,8017 1,0037 1,0944 1,1319 1,1727 1,2217 1,2278 1,1256 0,8825 0,5011 0,0068 -0,5172 -0,9066 -0,9930 -0,7176 -0,1477 0,6035 1,4454 2,3121 3,1312 3,7896 4,1211 3,9606 3,2618
Fz    2,0708 1,6618 1,3026 0,9382 0,5253 0,0430 -0,5031 -1,0657 -1,5590 -1,8969 -2,0354 -1,9899 -1,8276 -1,6317 -1,4498 -1,2739 -1,0742 -0,8420 -0,5953 -0,3635 -0,1857 -0,1024 -0,1258 -0,2272 -0,3640 -0,5051 -0,6349 -0,7493 -0,8477 -0,9199 -0,9394 -0,8679 -0,6689 -0,3299 0,1119 0,5601 0,9014 1,0781 1,1172 1,0914 1,0722 1,1125 1,2383 1,4360 1,6553 1,8257 1,8721 1,7302 1,3776 0,8545 0,2516 -0,3221 -0,7793 -1,0899 -1,2832 -1,4104 -1,5020 -1,5484 -1,5070 -1,3309 -1,0002 -0,5381 -0,0031 0,5318 0,9956 1,3209 1,4490 1,3569 1,0777 0,6857 0,2512 -0,1921 -0,6438 -1,1100 -1,5813 -2,0281 -2,4132 -2,7095 -2,9084 -3,0195 -3,0667 -3,0762 -3,0630 -3,0372 -3,0216 -3,0463 -3,1251 -3,2491 -3,4073 -3,6095 -3,8813 -4,2387 -4,6719 -5,1453 -5,6119 -6,0462 -6,4660 -6,9091 -7,3885 -7,8766 -8,3258 -8,6977 -8,9765 -9,1651 -9,2658 -9,2607 -9,1167 -8,8205 -8,4113 -7,9646 -7,5342 -7,1085 -6,6171 -5,9784 -5,1573 -4,1984 -3,2125 -2,3302 -1,6542 -1,2288 -1,0315 -0,9872 -0,9935 -0,9502 -0,7944 -0,5285 -0,2172 0,0498 0,2069 0,2422 0,1859 0,0794 -0,0402 -0,1383 -0,1876 -0,1811 -0,1343 -0,0657 0,0263 0,1530 0,3070 0,4632 0,6117 0,7671 0,9424 1,1292 1,3051 1,4519 1,5707 1,6826 1,8168 2,0040 2,2638 2,5713 2,8515 3,0313 3,0997 3,1179 3,1797 3,3598 3,6858 4,1379 4,6606 5,1741 5,5998 5,8901 6,0320 6,0254 5,8679 5,5513 5,0735 4,4604 3,7712 3,0726 2,4066 1,7830 1,1967 0,6462 0,1360 -0,3403 -0,8140 -1,3272 -1,9074 -2,5579 -3,2661 -4,0144 -4,7795 -5,5186 -6,1622 -6,6350 -6,9040 -7,0028 -6,9957 -6,9313 -6,8362 -6,7309 -6,6269 -6,5153 -6,3741 -6,1904 -5,9683 -5,7210 -5,4623 -5,2058 -4,9646 -4,7540 -4,5939 -4,5022 -4,4843 -4,5266 -4,5968 -4,6434 -4,5987 -4,3926 -3,9806 -3,3766 -2,6639 -1,9718 -1,4205 -1,0587 -0,8412 -0,6720 -0,4727 -0,2231 0,0488 0,3025 0,5119 0,6687 0,7735 0,8259 0,8173 0,7359 0,5780 0,3522 0,0765 -0,2262 -0,5323 -0,8209 -1,0685 -1,2493 -1,3555 -1,4158 -1,4859 -1,6201 -1,8338 -2,0691 -2,2102 -2,1604 -1,9087 -1,5178 -1,0660 -0,6234 -0,2621 -0,0439 0,0174 -0,0312 -0,1140 -0,1737 -0,2027 -0,2447 -0,3690 -0,6235 -0,9919 -1,3924 -1,7258 -1,9366 -2,0285 -2,0232 -1,9188 -1,6916 -1,3254 -0,8384 -0,2864 0,2652 0,7785 1,2506 1,6860 2,0685 2,3648 2,5497 2,6248 2,6208 2,5878 2,5837 2,6573 2,8285 3,0842 3,3852 3,6792 3,9183 4,0777 4,1608 4,1875 4,1767 4,1389 4,0800 4,0073 3,9278 3,8362 3,7101 3,5217 3,2605 2,9494 2,6378 2,3701 2,1697 2,0480 2,0165 2,0832 2,2429 2,4670 2,6991 2,8710 2,9349 2,8824 2,7335 2,5144 2,2388 1,9101 1,5514 1,2264 1,0046 0,9042 0,8883 0,9161 0,9688 1,0215 1,0215 0,9228 0,7387 0,5342 0,3633 0,2254 0,0847 -0,0836 -0,2697 -0,4366 -0,5439 -0,5617 -0,4784 -0,3102 -0,0989 0,1115 0,2942 0,4390 0,5464 0,6303 0,7237 0,8718 1,1118 1,4513 1,8577 2,2641 2,5942 2,7931 2,8439 2,7673 2,6102 2,4214 2,2262 2,0218 1,8003 1,5793 1,4072 1,3415 1,4150 1,6107 1,8654 2,1096 2,3038 2,4388 2,5100 2,5088 2,4393 2,3217 2,1715 1,9845 1,7460 1,4500 1,1206 0,8204 0,6226 0,5655 0,6397 0,8136 1,0527 1,3181 1,5658 1,7648 1,9129 2,0326 2,1509 2,2846 2,4433 2,6418 2,9016 3,2354 3,6252 4,0168 4,3369 4,5286 4,5784 4,5094 4,3586 4,1670 3,9749 3,8093 3,6777 3,5750 3,4898 3,4059 3,3127 3,2201 3,1584 3,1600 3,2403 3,3874 3,5656 3,7255 3,8164 3,8061 3,6902 3,4801 3,1949 2,8742 2,5758 2,3494 2,2206 2,1982 2,2765 2,4291 2,6176 2,8106 2,9939 3,1610 3,2958 3,3707 3,3630 3,2655 3,0817 2,8244 2,5255 2,2381 2,0246 1,9403 2,0142 2,2293 2,5306 2,8585 3,1734 3,4487 3,6618 3,8022 3,8743 3,8870 3,8450 3,7480 3,5927 3,3713 3,0787 2,7336 2,3843 2,0821 1,8505 1,6884 1,5860 1,5158 1,4215 1,2412 0,9474 0,5641 0,1515 -0,2349 -0,5795 -0,9061 -1,2391 -1,5689 -1,8560 -2,0620 -2,1758 -2,2098 -2,1713 -2,0463 -1,8079 -1,4318 -0,9211 -0,3350 0,2225 0,6501 0,8928 0,9588 0,9094 0,8249 0,7660 0,7514 0,7639 0,7740 0,7568 0,6927 0,5677 0,3870 0,1806 -0,0135 -0,1660 -0,2529 -0,2521 -0,1527 0,0450 0,3353 0,6980 1,0870 1,4513 1,7698 2,0514 2,3057 2,5350 2,7516 2,9844 3,2601 3,5823 3,9262 4,2476 4,4907 4,5995 4,5397 4,3155 3,9588 3,5066 3,0025 2,5149 2,1249 1,8845 1,7884 1,7845 1,8060 1,7989 1,7352 1,6143 1,4562 1,2867 1,1199 0,9490 0,7520 0,5116 0,2342 -0,0555 -0,3332 -0,5819 -0,7964 -0,9923 -1,1880 -1,3712 -1,5092 -1,5948 -1,6567 -1,7253 -1,8181 -1,9536 -2,1529 -2,4166 -2,7184 -3,0303 -3,3490 -3,6865 -4,0454 -4,4122 -4,7747 -5,1313 -5,4754 -5,7736 -5,9664 -6,0018 -5,8748 -5,6357 -5,3627 -5,1359 -5,0185 -5,0300 -5,1249 -5,2108 -5,2000 -5,0483 -4,7584 -4,3639 -3,9110 -3,4487 -3,0204 -2,6490 -2,3317 -2,0576 -1,8272 -1,6493 -1,5257 -1,4515 -1,4279 -1,4697 -1,5951 -1,8119 -2,1092 -2,4490
F3    2,1229 1,4540 0,7539 0,0384 -0,6646 -1,3080 -1,8206 -2,1147 -2,1295 -1,8909 -1,5157 -1,1446 -0,8754 -0,7441 -0,7315 -0,7877 -0,8735 -0,9616 -1,0022 -0,9385 -0,7789 -0,6116 -0,5265 -0,5510 -0,6617 -0,8136 -0,9447 -0,9858 -0,8996 -0,7119 -0,4913 -0,2837 -0,0649 0,2415 0,6984 1,2918 1,9213 2,4591 2,8123 2,9298 2,7866 2,3991 1,8457 1,2480 0,7300 0,3884 0,2645 0,3235 0,4770 0,6421 0,7727 0,8461 0,8380 0,7203 0,4802 0,1310 -0,2977 -0,7674 -1,2181 -1,5644 -1,7162 -1,6138 -1,2521 -0,6780 0,0193 0,7128 1,2565 1,5341 1,4996 1,1773 0,6340 -0,0475 -0,7770 -1,4511 -1,9538 -2,1941 -2,1747 -2,0212 -1,9128 -1,9667 -2,1838 -2,4825 -2,7670 -2,9784 -3,1111 -3,1983 -3,2790 -3,3680 -3,4553 -3,5316 -3,6037 -3,6943 -3,8361 -4,0526 -4,3372 -4,6718 -5,0623 -5,5299 -6,0760 -6,6770 -7,2988 -7,8963 -8,4148 -8,8167 -9,0982 -9,2675 -9,3189 -9,2447 -9,0482 -8,7188 -8,2121 -7,4833 -6,5348 -5,4337 -4,3040 -3,2866 -2,4750 -1,8905 -1,5208 -1,3517 -1,3544 -1,4666 -1,6028 -1,6782 -1,6365 -1,4642 -1,1817 -0,8346 -0,5001 -0,2773 -0,2408 -0,4035 -0,7262 -1,1355 -1,5204 -1,7413 -1,6825 -1,3193 -0,7364 -0,0795 0,5114 0,9510 1,2329 1,4170 1,5824 1,7834 2,0309 2,2989 2,5524 2,7684 2,9394 3,0772 3,2062 3,3300 3,4163 3,4374 3,4221 3,4518 3,6062 3,9180 4,3657 4,8861 5,3888 5,7749 5,9821 6,0221 5,9539 5,8253 5,6467 5,3939 5,0177 4,4743 3,7602 2,9154 2,0123 1,1404 0,3750 -0,2557 -0,7717 -1,2152 -1,6295 -2,0566 -2,5337 -3,0814 -3,6951 -4,3437 -4,9804 -5,5638 -6,0790 -6,5446 -6,9982 -7,4646 -7,9313 -8,3477 -8,6547 -8,8152 -8,8246 -8,6910 -8,4118 -7,9861 -7,4683 -6,9841 -6,6552 -6,5093 -6,4788 -6,4717 -6,4193 -6,2766 -6,0188 -5,6551 -5,2330 -4,8121 -4,4279 -4,0715 -3,7068 -3,3150 -2,9204 -2,5754 -2,3250 -2,1779 -2,1059 -2,0698 -2,0416 -2,0071 -1,9491 -1,8282 -1,6032 -1,2849 -0,9426 -0,6441 -0,4095 -0,2226 -0,0715 0,0265 0,0362 -0,0721 -0,3196 -0,7234 -1,2773 -1,9256 -2,5732 -3,1273 -3,5359 -3,8079 -3,9978 -4,1540 -4,2773 -4,3352 -4,3021 -4,1707 -3,9414 -3,6256 -3,2629 -2,9183 -2,6406 -2,4185 -2,1967 -1,9479 -1,7124 -1,5622 -1,5430 -1,6560 -1,8743 -2,1647 -2,5038 -2,8755 -3,2490 -3,5660 -3,7512 -3,7380 -3,4982 -3,0609 -2,5033 -1,9218 -1,4025 -0,9984 -0,7156 -0,5138 -0,3265 -0,0927 0,2192 0,6066 1,0442 1,4969 1,9179 2,2397 2,4097 2,4547 2,4807 2,5933 2,8279 3,1446 3,4600 3,6917 3,7982 3,7877 3,6912 3,5261 3,2755 2,8971 2,3556 1,6517 0,8420 0,0382 -0,6311 -1,0711 -1,2408 -1,1443 -0,8196 -0,3366 0,2079 0,7114 1,0888 1,2905 1,3198 1,2380 1,1373 1,0864 1,0869 1,0894 1,0545 0,9861 0,9005 0,7864 0,6130 0,3570 0,0028 -0,4659 -1,0409 -1,6611 -2,2266 -2,6377 -2,8321 -2,8061 -2,6053 -2,2884 -1,8997 -1,4750 -1,0615 -0,7164 -0,4910 -0,4109 -0,4626 -0,6009 -0,7767 -0,9570 -1,1133 -1,1943 -1,1275 -0,8630 -0,4214 0,1114 0,6373 1,0866 1,4222 1,6381 1,7566 1,8074 1,7960 1,7005 1,4995 1,1959 0,8141 0,3911 -0,0167 -0,3361 -0,5082 -0,5249 -0,4344 -0,3093 -0,1971 -0,0989 0,0051 0,1276 0,2688 0,4127 0,5174 0,5292 0,4306 0,2694 0,1298 0,0702 0,0984 0,1936 0,3245 0,4504 0,5349 0,5573 0,5042 0,3700 0,1754 -0,0291 -0,1764 -0,1990 -0,0587 0,2269 0,6080 1,0552 1,5798 2,2043 2,9195 3,6634 4,3265 4,7738 4,8894 4,6281 4,0323 3,2110 2,3017 1,4302 0,6849 0,1126 -0,2695 -0,4619 -0,4825 -0,3698 -0,1835 0,0091 0,1673 0,2998 0,4526 0,6703 0,9615 1,2939 1,6147 1,8704 2,0185 2,0448 1,9796 1,8758 1,7704 1,6771 1,6035 1,5532 1,5205 1,4944 1,4561 1,3670 1,1864 0,9185 0,6320 0,4230 0,3607 0,4622 0,7008 1,0180 1,3280 1,5450 1,6373 1,6526 1,6774 1,7718 1,9366 2,1319 2,3197 2,4808 2,5952 2,6358 2,5842 2,4449 2,2478 2,0245 1,7716 1,4413 0,9817 0,3814 -0,3253 -1,0818 -1,8294 -2,5052 -3,0337 -3,3468 -3,4278 -3,3298 -3,1456 -2,9583 -2,8087 -2,6981 -2,6219 -2,5906 -2,6122 -2,6554 -2,6417 -2,4899 -2,1790 -1,7657 -1,3430 -0,9967 -0,7940 -0,7778 -0,9453 -1,2397 -1,5733 -1,8598 -2,0292 -2,0328 -1,8560 -1,5332 -1,1449 -0,8005 -0,6100 -0,6392 -0,8697 -1,2015 -1,5064 -1,6927 -1,7366 -1,6696 -1,5437 -1,3940 -1,2157 -0,9723 -0,6343 -0,2179 0,2208 0,6296 0,9994 1,3664 1,7792 2,2573 2,7717 3,2606 3,6558 3,9033 3,9726 3,8573 3,5703 3,1405 2,6106 2,0326 1,4520 0,8894 0,3459 -0,1709 -0,6434 -1,0605 -1,4172 -1,6959 -1,8682 -1,9178 -1,8630 -1,7640 -1,6956 -1,7049 -1,8003 -1,9774 -2,2436 -2,6140 -3,0809 -3,5841 -4,0129 -4,2468 -4,2217 -3,9761 -3,6423 -3,3881 -3,3432 -3,5542 -3,9899 -4,5739 -5,2118 -5,8164 -6,3310 -6,7337 -7,0154 -7,1641 -7,1748 -7,0660 -6,8800 -6,6760 -6,5049 -6,3799 -6,2791 -6,1800 -6,0896 -6,0468 -6,0886 -6,2121 -6,3722 -6,5198 -6,6226 -6,6509 -6,5696 -6,3540 -5,9967 -5,4942 -4,8612 -4,1670 -3,5216 -3,0140 -2,6750 -2,4862 -2,4049 -2,3887 -2,4071 -2,4464 -2,5134 -2,6292 -2,8071 -3,0290
F7    0,3495 0,1859 0,0421 -0,0747 -0,1724 -0,2804 -0,4347 -0,6375 -0,8377 -0,9732 -1,0244 -1,0214 -1,0107 -1,0153 -1,0151 -0,9676 -0,8525 -0,6920 -0,5307 -0,4042 -0,3281 -0,2994 -0,2934 -0,2739 -0,2193 -0,1394 -0,0658 -0,0287 -0,0397 -0,0903 -0,1592 -0,2139 -0,2169 -0,1420 0,0121 0,2202 0,4403 0,6347 0,7875 0,9034 1,0027 1,1111 1,2383 1,3631 1,4425 1,4317 1,2983 1,0343 0,6726 0,2841 -0,0559 -0,2978 -0,4183 -0,4177 -0,3227 -0,1769 -0,0134 0,1608 0,3510 0,5509 0,7400 0,8996 1,0250 1,1280 1,2311 1,3483 1,4715 1,5792 1,6539 1,6920 1,7039 1,6970 1,6505 1,5168 1,2546 0,8535 0,3331 -0,2599 -0,8457 -1,3282 -1,6374 -1,7556 -1,7107 -1,5587 -1,3659 -1,1826 -1,0252 -0,8956 -0,8127 -0,8113 -0,9126 -1,1035 -1,3521 -1,6338 -1,9430 -2,2868 -2,6703 -3,0821 -3,4934 -3,8739 -4,2108 -4,5167 -4,8143 -5,1062 -5,3551 -5,4948 -5,4669 -5,2622 -4,9335 -4,5589 -4,1863 -3,8055 -3,3653 -2,8130 -2,1301 -1,3471 -0,5410 0,1843 0,7335 1,0587 1,1730 1,1296 0,9906 0,8093 0,6241 0,4509 0,2783 0,0796 -0,1509 -0,3754 -0,5275 -0,5447 -0,3925 -0,0811 0,3341 0,7807 1,2088 1,6064 1,9843 2,3542 2,7181 3,0707 3,4103 3,7406 4,0564 4,3348 4,5542 4,7186 4,8584 5,0052 5,1705 5,3501 5,5367 5,7157 5,8607 5,9477 5,9739 5,9598 5,9328 5,9120 5,9019 5,8967 5,8887 5,8719 5,8328 5,7393 5,5481 5,2447 4,8779 4,5303 4,2522 4,0357 3,8385 3,6119 3,3165 2,9313 2,4547 1,9017 1,3032 0,6918 0,0742 -0,5756 -1,2866 -2,0575 -2,8523 -3,6216 -4,3218 -4,9132 -5,3444 -5,5503 -5,4934 -5,2172 -4,8467 -4,5339 -4,3952 -4,4753 -4,7409 -5,1023 -5,4546 -5,7177 -5,8519 -5,8510 -5,7307 -5,5194 -5,2512 -4,9652 -4,7065 -4,5130 -4,3955 -4,3297 -4,2662 -4,1503 -3,9443 -3,6436 -3,2743 -2,8795 -2,5029 -2,1766 -1,9162 -1,7177 -1,5579 -1,4023 -1,2197 -1,0011 -0,7719 -0,5851 -0,4984 -0,5522 -0,7573 -1,0972 -1,5398 -2,0422 -2,5505 -3,0124 -3,3942 -3,6768 -3,8430 -3,8811 -3,7999 -3,6379 -3,4577 -3,3240 -3,2772 -3,3195 -3,4165 -3,5133 -3,5635 -3,5643 -3,5710 -3,6643 -3,8887 -4,2202 -4,5877 -4,9160 -5,1594 -5,3106 -5,3927 -5,4458 -5,5139 -5,6280 -5,7913 -5,9697 -6,1072 -6,1525 -6,0735 -5,8643 -5,5541 -5,1945 -4,8294 -4,4753 -4,1395 -3,8518 -3,6539 -3,5463 -3,4653 -3,3269 -3,0896 -2,7733 -2,4320 -2,1159 -1,8471 -1,6134 -1,3793 -1,1079 -0,7826 -0,4195 -0,0659 0,2146 0,3674 0,3730 0,2495 0,0339 -0,2457 -0,5828 -0,9744 -1,3930 -1,7867 -2,1019 -2,3077 -2,4016 -2,3994 -2,3250 -2,1984 -2,0308 -1,8448 -1,6894 -1,6170 -1,6515 -1,7901 -2,0149 -2,2928 -2,5795 -2,8398 -3,0583 -3,2304 -3,3477 -3,3959 -3,3780 -3,3340 -3,3205 -3,3697 -3,4760 -3,6129 -3,7523 -3,8690 -3,9414 -3,9550 -3,9104 -3,8250 -3,7180 -3,5922 -3,4362 -3,2454 -3,0339 -2,8218 -2,6193 -2,4199 -2,2110 -1,9905 -1,7746 -1,5995 -1,5104 -1,5347 -1,6569 -1,8205 -1,9557 -2,0095 -1,9630 -1,8378 -1,6865 -1,5689 -1,5224 -1,5389 -1,5647 -1,5347 -1,4208 -1,2486 -1,0638 -0,8925 -0,7389 -0,6093 -0,5218 -0,4906 -0,5089 -0,5481 -0,5735 -0,5738 -0,5784 -0,6390 -0,7903 -1,0308 -1,3371 -1,6803 -2,0236 -2,3151 -2,4979 -2,5282 -2,3911 -2,1158 -1,7753 -1,4601 -1,2435 -1,1571 -1,1799 -1,2440 -1,2660 -1,1876 -0,9965 -0,7239 -0,4252 -0,1504 0,0695 0,2188 0,2965 0,3243 0,3455 0,4037 0,5115 0,6362 0,7164 0,6956 0,5531 0,3170 0,0525 -0,1679 -0,2952 -0,3168 -0,2423 -0,0849 0,1360 0,3797 0,5934 0,7363 0,7901 0,7616 0,6875 0,6160 0,5732 0,5502 0,5169 0,4412 0,3026 0,0944 -0,1741 -0,4699 -0,7346 -0,9063 -0,9418 -0,8245 -0,5731 -0,2439 0,0896 0,3736 0,5916 0,7455 0,8284 0,8275 0,7404 0,5751 0,3365 0,0217 -0,3661 -0,7944 -1,1954 -1,4871 -1,6088 -1,5459 -1,3264 -0,9942 -0,5917 -0,1666 0,2323 0,5726 0,8422 1,0377 1,1585 1,2081 1,1955 1,1282 1,0057 0,8223 0,5730 0,2572 -0,1184 -0,5301 -0,9353 -1,3019 -1,6407 -1,9988 -2,4206 -2,9193 -3,4686 -4,0077 -4,4587 -4,7569 -4,8745 -4,8238 -4,6496 -4,4130 -4,1677 -3,9440 -3,7448 -3,5529 -3,3443 -3,0964 -2,8011 -2,4780 -2,1631 -1,8867 -1,6642 -1,4963 -1,3724 -1,2722 -1,1796 -1,1109 -1,1160 -1,2332 -1,4476 -1,7039 -1,9553 -2,1813 -2,3679 -2,5024 -2,5919 -2,6604 -2,7212 -2,7620 -2,7464 -2,6256 -2,3622 -1,9567 -1,4549 -0,9276 -0,4424 -0,0416 0,2686 0,5165 0,7465 0,9921 1,2525 1,4897 1,6511 1,6969 1,6191 1,4434 1,2110 0,9565 0,6993 0,4506 0,2230 0,0315 -0,1147 -0,2235 -0,3205 -0,4304 -0,5649 -0,7318 -0,9443 -1,2160 -1,5568 -1,9725 -2,4555 -2,9746 -3,4826 -3,9350 -4,3044 -4,5875 -4,8000 -4,9653 -5,1108 -5,2564 -5,3967 -5,5123 -5,5976 -5,6592 -5,6970 -5,7070 -5,6949 -5,6745 -5,6559 -5,6426 -5,6347 -5,6314 -5,6354 -5,6565 -5,7081 -5,8008 -5,9354 -6,0922 -6,2326 -6,3185 -6,3287 -6,2572 -6,1004 -5,8545 -5,5292 -5,1568 -4,7803 -4,4342 -4,1384 -3,9009 -3,7217 -3,6000 -3,5342 -3,5086 -3,4930 -3,4599 -3,3931 -3,2834 -3,1277 -2,9308 -2,7026 -2,4535 -2,1990 -1,9699 -1,8052 -1,7234 -1,7040 -1,7093 -1,7228
