Fp1   -1,4640 -1,5035 -1,4076 -1,1608 -0,8139 -0,4575 -0,1934 -0,1142 -0,2553 -0,5541 -0,8685 -1,0481 -1,0019 -0,7231 -0,2643 0,3081 0,9394 1,5787 2,1633 2,6280 2,9304 3,0575 3,0165 2,8528 2,6702 2,5836 2,6281 2,7212 2,6969 2,3675 1,6138 0,4769 -0,8278 -2,0048 -2,8078 -3,1249 -2,9953 -2,5762 -2,0805 -1,6937 -1,5003 -1,4726 -1,5171 -1,5253 -1,4073 -1,1051 -0,6030 0,0413 0,6784 1,1195 1,2306 0,9925 0,5065 -0,0343 -0,4053 -0,4376 -0,0925 0,5351 1,2798 1,9849 2,5609 3,0150 3,4218 3,8323 4,2109 4,4761 4,5789 4,5304 4,3648 4,0898 3,6841 3,1412 2,5038 1,8576 1,3061 0,9410 0,7964 0,8081 0,8364 0,7490 0,4834 0,0479 -0,4981 -1,0620 -1,5565 -1,9375 -2,2031 -2,3707 -2,4627 -2,4898 -2,4327 -2,2407 -1,8626 -1,2994 -0,6293 0,0423 0,6479 1,1632 1,5703 1,8388 1,9506 1,9349 1,8722 1,8530 1,9340 2,1350 2,4623 2,9221 3,4982 4,1131 4,6321 4,9301 4,9490 4,7054 4,2700 3,7480 3,2743 3,0058 3,0792 3,5525 4,3825 5,4678 6,6951 7,9392 9,0657 9,9595 10,5559 10,8653 10,9665 10,9594 10,9239 10,9073 10,9184 10,9195 10,8373 10,6000 10,1758 9,5896 8,9237 8,3120 7,9122 7,8422 8,1201 8,6578 9,3042 9,8952 10,3008 10,4614 10,3795 10,0634 9,5010 8,6987 7,7243 6,6985 5,7565 5,0072 4,5068 4,2604 4,2367 4,3869 4,6678 5,0577 5,5580 6,1693 6,8585 7,5601 8,1924 8,6611 8,8815 8,8204 8,5139 8,0487 7,5240 7,0120 6,5399 6,1029 5,6959 5,3313 5,0284 4,8007 4,6489 4,5523 4,4619 4,3245 4,1253 3,8986 3,6952 3,5451 3,4367 3,3211 3,1470 2,8957 2,5801 2,2293 1,8935 1,6371 1,5093 1,5277 1,6737 1,8819 2,0438 2,0431 1,8020 1,3136 0,6405 -0,1226 -0,8897 -1,6055 -2,2499 -2,8140 -3,2776 -3,6152 -3,7950 -3,7747 -3,5328 -3,0982 -2,5380 -1,9387 -1,4028 -1,0251 -0,8511 -0,8722 -1,0648 -1,4165 -1,8926 -2,3944 -2,7943 -3,0134 -3,0420 -2,8974 -2,5870 -2,1106 -1,4967 -0,8441 -0,3090 -0,0248 -0,0308 -0,2712 -0,6535 -1,1022 -1,5588 -1,9631 -2,2647 -2,4470 -2,5262 -2,5312 -2,5022 -2,4853 -2,4869 -2,4501 -2,3096 -2,0574 -1,7399 -1,4269 -1,2073 -1,1860 -1,4392 -1,9533 -2,6187 -3,2891 -3,8440 -4,2176 -4,4112 -4,4811 -4,4861 -4,4413 -4,3314 -4,1610 -3,9847 -3,8912 -3,9631 -4,2459 -4,7411 -5,4118 -6,1827 -6,9461 -7,5928 -8,0535 -8,3178 -8,4076 -8,3469 -8,1749 -7,9445 -7,6826 -7,3692 -6,9612 -6,4327 -5,8030 -5,1417 -4,5523 -4,1347 -3,9393 -3,9516 -4,1143 -4,3565 -4,6083 -4,8079 -4,9091 -4,8906 -4,7642 -4,5801 -4,4156 -4,3528 -4,4624 -4,7708 -5,2198 -5,6786 -6,0026 -6,0909 -5,9230 -5,5657 -5,1359 -4,7497 -4,4966 -4,4353 -4,5900 -4,9562 -5,5162 -6,2464 -7,1145 -8,0710 -9,0340 -9,8915 -10,5380 -10,9170 -11,0408 -10,9871 -10,8705 -10,7969 -10,8329 -11,0011 -11,2858 -11,6470 -12,0448 -12,4520 -12,8372 -13,1436 -13,3088 -13,3059 -13,1397 -12,8121 -12,3259 -11,7123 -11,0292 -10,3348 -9,6660 -9,0376 -8,4600 -7,9526 -7,5395 -7,2455 -7,0795 -7,0079 -6,9529 -6,8204 -6,5303 -6,0408 -5,3540 -4,5052 -3,5635 -2,6413 -1,8697 -1,3415 -1,0905 -1,1071 -1,3424 -1,7009 -2,0546 -2,2745 -2,2580 -1,9574 -1,4022 -0,6861 0,0782 0,7846 1,3204 1,5695 1,4715 1,0644 0,4441 -0,2974 -1,0851 -1,8569 -2,5717 -3,2161 -3,8020 -4,3416 -4,8171 -5,1877 -5,4280 -5,5643 -5,6706 -5,8277 -6,0931 -6,4906 -6,9984 -7,5618 -8,1240 -8,6253 -8,9891 -9,1383 -9,0280 -8,6721 -8,1681 -7,6758 -7,3234 -7,1339 -7,0587 -7,0461 -7,0593 -7,0645 -7,0333 -6,9570 -6,8517 -6,7400 -6,6190 -6,4546 -6,2141 -5,8874 -5,4825 -5,0342 -4,6142 -4,3019 -4,1344 -4,0737 -4,0103 -3,8116 -3,3895 -2,7479 -1,9934 -1,3024 -0,8495 -0,7218 -0,8618 -1,0932 -1,2218 -1,1379 -0,8692 -0,5717 -0,4550 -0,6805 -1,2998 -2,2512 -3,3968 -4,5760 -5,6350 -6,4405 -6,9319 -7,1705 -7,2809 -7,3353 -7,3092 -7,1337 -6,7743 -6,2629 -5,6662 -5,0490 -4,4808 -4,0491 -3,8334 -3,8590 -4,0745 -4,3679 -4,6127 -4,7213 -4,6533 -4,3877 -3,9254 -3,3221 -2,6931 -2,1920 -1,9898 -2,2298 -2,9603 -4,0975 -5,4496 -6,7744 -7,8437 -8,5033 -8,6970 -8,4361 -7,7686 -6,7917 -5,6769 -4,6329 -3,8107 -3,2418 -2,8575 -2,5622 -2,2926 -2,0265 -1,7602 -1,4994 -1,2708 -1,1211 -1,0803 -1,1283 -1,2050 -1,2551 -1,2631 -1,2606 -1,3068 -1,4440 -1,6537 -1,8651 -2,0026 -2,0162 -1,8834 -1,5951 -1,1394 -0,5225 0,1882 0,8802 1,4564 1,8580 2,0395 1,9632 1,6420 1,1780 0,7391 0,4881 0,5102 0,7815 1,1989 1,6463 2,0543 2,4255 2,8132 3,2630 3,7601 4,2337 4,6051 4,8181 4,8399 4,6526 4,2373 3,5727 2,6538 1,5146 0,2392 -1,0437 -2,1961 -3,1279 -3,8323 -4,3568 -4,7439 -5,0121 -5,1992 -5,3987 -5,7201 -6,2065 -6,7950 -7,3589 -7,7850 -8,0166 -8,0537 -7,9546 -7,8206 -7,7300 -7,6850 -7,6399 -7,5743 -7,5234 -7,5514 -7,7109 -8,0157 -8,4296 -8,8832 -9,3081 -9,6567 -9,9124 -10,0826 -10,1722 -10,1602 -9,9959 -9,6210 -9,0081 -8,1874 -7,2469 -6,3100 -5,4924 -4,8688 -4,4734 -4,3159 -4,3743 -4,5765 -4,8129 -4,9721 -4,9618 -4,7358 -4,3337 -3,8821 -3,5220 -3,3187 -3,2305 -3,1514 -2,9879 -2,7157 -2,3909 -2,1230
Fz    -2,6305 -2,8897 -3,0558 -3,0936 -2,9986 -2,7943 -2,5209 -2,2214 -1,9270 -1,6509 -1,3950 -1,1586 -0,9450 -0,7670 -0,6415 -0,5714 -0,5384 -0,5167 -0,4881 -0,4399 -0,3591 -0,2355 -0,0677 0,1450 0,4126 0,7414 1,1062 1,4437 1,6775 1,7499 1,6469 1,4116 1,1374 0,9330 0,8789 0,9986 1,2546 1,5647 1,8326 1,9837 1,9909 1,8750 1,6827 1,4616 1,2477 1,0684 0,9489 0,9011 0,9038 0,9081 0,8703 0,7729 0,6199 0,4308 0,2433 0,1023 0,0321 0,0232 0,0477 0,0817 0,1161 0,1588 0,2260 0,3216 0,4267 0,5103 0,5499 0,5428 0,5001 0,4274 0,3212 0,1870 0,0488 -0,0651 -0,1345 -0,1531 -0,1379 -0,1345 -0,2024 -0,3863 -0,6993 -1,1196 -1,5944 -2,0497 -2,4171 -2,6608 -2,7823 -2,8041 -2,7494 -2,6270 -2,4263 -2,1253 -1,7110 -1,2036 -0,6623 -0,1645 0,2234 0,4635 0,5483 0,5003 0,3750 0,2569 0,2334 0,3570 0,6261 0,9975 1,4202 1,8642 2,3216 2,7838 3,2304 3,6404 4,0067 4,3396 4,6646 5,0152 5,4224 5,9010 6,4421 7,0157 7,5838 8,1230 8,6336 9,1208 9,5746 9,9727 10,2988 10,5586 10,7775 10,9854 11,2028 11,4310 11,6487 11,8205 11,9165 11,9255 11,8531 11,7105 11,5118 11,2840 11,0722 10,9216 10,8526 10,8518 10,8841 10,9090 10,8955 10,8324 10,7216 10,5584 10,3254 10,0073 9,6044 9,1358 8,6392 8,1659 7,7695 7,4903 7,3448 7,3280 7,4297 7,6432 7,9596 8,3566 8,7960 9,2378 9,6481 9,9928 10,2419 10,3824 10,4221 10,3764 10,2582 10,0768 9,8412 9,5652 9,2694 8,9785 8,7155 8,5003 8,3482 8,2656 8,2415 8,2471 8,2547 8,2549 8,2541 8,2542 8,2335 8,1459 7,9418 7,5974 7,1253 6,5611 5,9469 5,3191 4,7035 4,1149 3,5585 3,0261 2,4946 1,9372 1,3338 0,6754 -0,0335 -0,7730 -1,5085 -2,2021 -2,8304 -3,3907 -3,8879 -4,3184 -4,6627 -4,8898 -4,9736 -4,9057 -4,6972 -4,3797 -4,0053 -3,6364 -3,3307 -3,1318 -3,0700 -3,1607 -3,3867 -3,6907 -3,9971 -4,2440 -4,3929 -4,4248 -4,3406 -4,1599 -3,9160 -3,6556 -3,4297 -3,2663 -3,1522 -3,0492 -2,9277 -2,7817 -2,6131 -2,4142 -2,1731 -1,8877 -1,5664 -1,2215 -0,8688 -0,5291 -0,2144 0,0803 0,3585 0,6038 0,7950 0,9273 1,0083 1,0390 1,0144 0,9415 0,8452 0,7523 0,6723 0,5961 0,5007 0,3592 0,1577 -0,0940 -0,3695 -0,6434 -0,9069 -1,1702 -1,4476 -1,7409 -2,0364 -2,3117 -2,5420 -2,7044 -2,7889 -2,8090 -2,7989 -2,7935 -2,8137 -2,8721 -2,9733 -3,1000 -3,2068 -3,2357 -3,1466 -2,9434 -2,6779 -2,4254 -2,2473 -2,1675 -2,1733 -2,2337 -2,3153 -2,3873 -2,4245 -2,4078 -2,3214 -2,1563 -1,9243 -1,6636 -1,4236 -1,2471 -1,1533 -1,1250 -1,1186 -1,0942 -1,0393 -0,9723 -0,9295 -0,9463 -1,0400 -1,2030 -1,4056 -1,6123 -1,8070 -2,0009 -2,2122 -2,4440 -2,6773 -2,8800 -3,0220 -3,0861 -3,0683 -2,9801 -2,8491 -2,7136 -2,6149 -2,5892 -2,6535 -2,7944 -2,9751 -3,1603 -3,3324 -3,4816 -3,5911 -3,6462 -3,6515 -3,6238 -3,5684 -3,4725 -3,3138 -3,0759 -2,7612 -2,3921 -2,0013 -1,6254 -1,2972 -1,0344 -0,8401 -0,7141 -0,6516 -0,6296 -0,6055 -0,5331 -0,3812 -0,1377 0,1896 0,5705 0,9537 1,2807 1,5058 1,6093 1,5968 1,4956 1,3482 1,2005 1,0890 1,0350 1,0402 1,0841 1,1325 1,1529 1,1176 0,9921 0,7343 0,3221 -0,2253 -0,8592 -1,5232 -2,1570 -2,6996 -3,1063 -3,3659 -3,5010 -3,5484 -3,5368 -3,4778 -3,3674 -3,2004 -2,9868 -2,7553 -2,5441 -2,3836 -2,2789 -2,2169 -2,1824 -2,1622 -2,1396 -2,0931 -1,9939 -1,8144 -1,5508 -1,2313 -0,8897 -0,5414 -0,1902 0,1580 0,4999 0,8439 1,2021 1,5732 1,9399 2,2909 2,6408 3,0254 3,4752 3,9963 4,5693 5,1595 5,7283 6,2444 6,6905 7,0644 7,3770 7,6494 7,9057 8,1595 8,4017 8,5997 8,7086 8,6900 8,5369 8,2881 8,0126 7,7748 7,6035 7,4741 7,3182 7,0567 6,6313 6,0237 5,2584 4,3882 3,4769 2,5862 1,7585 1,0062 0,3302 -0,2543 -0,7151 -1,0180 -1,1453 -1,1032 -0,9178 -0,6270 -0,2792 0,0685 0,3619 0,5655 0,6710 0,6978 0,6845 0,6736 0,7012 0,7947 0,9616 1,1763 1,3873 1,5298 1,5330 1,3382 0,9293 0,3531 -0,2883 -0,8658 -1,2590 -1,3893 -1,2348 -0,8153 -0,1695 0,6501 1,5716 2,5118 3,4082 4,2421 5,0305 5,7966 6,5472 7,2680 7,9283 8,4856 8,8931 9,1180 9,1650 9,0808 8,9294 8,7591 8,5903 8,4256 8,2627 8,1039 7,9576 7,8318 7,7275 7,6375 7,5503 7,4597 7,3726 7,3004 7,2427 7,1881 7,1267 7,0547 6,9656 6,8479 6,6998 6,5408 6,4106 6,3559 6,4084 6,5678 6,8103 7,1069 7,4329 7,7701 8,1059 8,4242 8,6923 8,8643 8,8992 8,7757 8,4960 8,0827 7,5688 6,9826 6,3398 5,6526 4,9461 4,2619 3,6430 3,1106 2,6488 2,2150 1,7638 1,2618 0,6824 0,0008 -0,7916 -1,6637 -2,5459 -3,3585 -4,0420 -4,5709 -4,9520 -5,2196 -5,4225 -5,5954 -5,7433 -5,8580 -5,9453 -6,0321 -6,1449 -6,2892 -6,4487 -6,6000 -6,7248 -6,8080 -6,8306 -6,7759 -6,6434 -6,4478 -6,2075 -5,9333 -5,6233 -5,2669 -4,8573 -4,4064 -3,9461 -3,5143 -3,1403 -2,8441 -2,6388 -2,5226 -2,4675 -2,4261 -2,3453 -2,1733 -1,8698 -1,4313 -0,9081 -0,3877 0,0519 0,3843 0,6347 0,8424 1,0258 1,1777 1,2772
F3    -1,6946 -1,8622 -1,9459 -1,9154 -1,7810 -1,5813 -1,3675 -1,1906 -1,0773 -1,0133 -0,9542 -0,8541 -0,6920 -0,4829 -0,2643 -0,0683 0,0943 0,2248 0,3241 0,3921 0,4323 0,4495 0,4471 0,4417 0,4755 0,5939 0,7995 1,0346 1,2070 1,2292 1,0557 0,7111 0,2919 -0,0696 -0,2611 -0,2364 -0,0284 0,2703 0,5474 0,7172 0,7549 0,6949 0,5982 0,5202 0,4966 0,5485 0,6868 0,8970 1,1222 1,2818 1,3178 1,2225 1,0360 0,8286 0,6772 0,6326 0,6939 0,8166 0,9478 1,0564 1,1424 1,2340 1,3684 1,5549 1,7587 1,9274 2,0236 2,0350 1,9613 1,7963 1,5281 1,1628 0,7394 0,3178 -0,0431 -0,3015 -0,4500 -0,5246 -0,5890 -0,7014 -0,8923 -1,1635 -1,4930 -1,8397 -2,1592 -2,4244 -2,6286 -2,7752 -2,8701 -2,9113 -2,8807 -2,7493 -2,4949 -2,1291 -1,7056 -1,2966 -0,9564 -0,7071 -0,5483 -0,4681 -0,4392 -0,4107 -0,3213 -0,1312 0,1581 0,5167 0,9177 1,3568 1,8401 2,3531 2,8519 3,2863 3,6248 3,8630 4,0223 4,1417 4,2675 4,4447 4,7064 5,0598 5,4819 5,9398 6,4089 6,8636 7,2675 7,5821 7,7873 7,8993 7,9681 8,0494 8,1805 8,3730 8,6148 8,8735 9,1061 9,2749 9,3586 9,3536 9,2721 9,1459 9,0220 8,9444 8,9318 8,9715 9,0275 9,0528 9,0068 8,8739 8,6607 8,3704 7,9951 7,5363 7,0237 6,5092 6,0498 5,6904 5,4519 5,3345 5,3265 5,4116 5,5756 5,8123 6,1182 6,4813 6,8742 7,2644 7,6225 7,9144 8,1044 8,1718 8,1216 7,9800 7,7819 7,5585 7,3289 7,1008 6,8782 6,6659 6,4673 6,2821 6,1108 5,9535 5,8011 5,6342 5,4422 5,2358 5,0400 4,8763 4,7440 4,6146 4,4482 4,2162 3,9085 3,5272 3,0870 2,6138 2,1346 1,6701 1,2337 0,8256 0,4261 0,0030 -0,4726 -1,0145 -1,6140 -2,2430 -2,8603 -3,4271 -3,9274 -4,3696 -4,7688 -5,1291 -5,4333 -5,6468 -5,7395 -5,7034 -5,5503 -5,3110 -5,0397 -4,8014 -4,6424 -4,5727 -4,5784 -4,6442 -4,7504 -4,8583 -4,9235 -4,9243 -4,8630 -4,7439 -4,5618 -4,3060 -3,9731 -3,5857 -3,1966 -2,8644 -2,6289 -2,5062 -2,4969 -2,5900 -2,7534 -2,9294 -3,0541 -3,0839 -3,0035 -2,8200 -2,5595 -2,2635 -1,9682 -1,6834 -1,4052 -1,1403 -0,9061 -0,7189 -0,5995 -0,5834 -0,7040 -0,9579 -1,2953 -1,6487 -1,9669 -2,2258 -2,4287 -2,5992 -2,7565 -2,8931 -2,9824 -3,0097 -2,9969 -2,9935 -3,0459 -3,1757 -3,3778 -3,6304 -3,8998 -4,1448 -4,3291 -4,4373 -4,4802 -4,4778 -4,4434 -4,3894 -4,3308 -4,2676 -4,1726 -4,0018 -3,7225 -3,3408 -2,9098 -2,5115 -2,2210 -2,0742 -2,0581 -2,1294 -2,2415 -2,3610 -2,4672 -2,5440 -2,5741 -2,5478 -2,4769 -2,3917 -2,3253 -2,3027 -2,3304 -2,3811 -2,4038 -2,3579 -2,2403 -2,0885 -1,9623 -1,9158 -1,9757 -2,1392 -2,3820 -2,6719 -2,9882 -3,3309 -3,7069 -4,1126 -4,5264 -4,9090 -5,2146 -5,4106 -5,4887 -5,4646 -5,3738 -5,2620 -5,1721 -5,1374 -5,1778 -5,2963 -5,4810 -5,7154 -5,9848 -6,2668 -6,5208 -6,7033 -6,7954 -6,8007 -6,7208 -6,5472 -6,2741 -5,9096 -5,4765 -5,0047 -4,5213 -4,0496 -3,6085 -3,2115 -2,8676 -2,5779 -2,3269 -2,0821 -1,8041 -1,4606 -1,0374 -0,5382 0,0184 0,5925 1,1208 1,5380 1,8075 1,9283 1,9222 1,8262 1,6856 1,5430 1,4317 1,3757 1,3858 1,4520 1,5477 1,6434 1,7066 1,6880 1,5244 1,1775 0,6674 0,0598 -0,5687 -1,1473 -1,6200 -1,9609 -2,1812 -2,3200 -2,4182 -2,4937 -2,5383 -2,5351 -2,4811 -2,3968 -2,3150 -2,2673 -2,2724 -2,3236 -2,3958 -2,4646 -2,5114 -2,5191 -2,4713 -2,3520 -2,1522 -1,8917 -1,6214 -1,3825 -1,1757 -0,9804 -0,7839 -0,5788 -0,3497 -0,0781 0,2388 0,5820 0,9282 1,2710 1,6209 1,9911 2,3908 2,8269 3,2925 3,7575 4,1816 4,5381 4,8290 5,0846 5,3470 5,6448 5,9753 6,3000 6,5555 6,6755 6,6191 6,3979 6,0788 5,7510 5,4854 5,3021 5,1576 4,9665 4,6478 4,1609 3,5156 2,7645 1,9806 1,2385 0,6039 0,1093 -0,2633 -0,5534 -0,7739 -0,9006 -0,8993 -0,7601 -0,5096 -0,1928 0,1477 0,4741 0,7460 0,9276 1,0042 0,9918 0,9319 0,8702 0,8369 0,8483 0,9207 1,0647 1,2658 1,4823 1,6537 1,7073 1,5754 1,2252 0,6804 0,0206 -0,6383 -1,1782 -1,5159 -1,6170 -1,4785 -1,1173 -0,5799 0,0496 0,6741 1,2291 1,7074 2,1443 2,5813 3,0385 3,5089 3,9680 4,3835 4,7185 4,9381 5,0274 5,0039 4,9074 4,7740 4,6220 4,4562 4,2754 4,0816 3,8894 3,7251 3,6125 3,5642 3,5810 3,6604 3,8070 4,0231 4,2890 4,5670 4,8233 5,0322 5,1653 5,1937 5,1117 4,9556 4,7978 4,7190 4,7740 4,9709 5,2818 5,6649 6,0782 6,4906 6,8895 7,2703 7,6106 7,8663 7,9921 7,9589 7,7567 7,3915 6,8775 6,2297 5,4645 4,6097 3,7138 2,8421 2,0558 1,3832 0,8079 0,2898 -0,2024 -0,6838 -1,1778 -1,7315 -2,3890 -3,1477 -3,9446 -4,6861 -5,2947 -5,7348 -6,0137 -6,1776 -6,2940 -6,4109 -6,5289 -6,6211 -6,6758 -6,7127 -6,7662 -6,8616 -7,0048 -7,1813 -7,3655 -7,5332 -7,6641 -7,7452 -7,7745 -7,7526 -7,6708 -7,5080 -7,2405 -6,8599 -6,3837 -5,8525 -5,3175 -4,8224 -4,3914 -4,0375 -3,7741 -3,6087 -3,5244 -3,4782 -3,4152 -3,2794 -3,0272 -2,6534 -2,2032 -1,7494 -1,3538 -1,0389 -0,7891 -0,5758 -0,3838 -0,2187 -0,0998
F7    0,0160 -0,0885 -0,1450 -0,1386 -0,0741 0,0290 0,1363 0,2002 0,1866 0,1084 0,0259 0,0139 0,1201 0,3473 0,6648 1,0347 1,4246 1,8012 2,1227 2,3478 2,4525 2,4312 2,2895 2,0510 1,7714 1,5180 1,3258 1,1745 0,9940 0,6868 0,1753 -0,5383 -1,3509 -2,0986 -2,6299 -2,8638 -2,8091 -2,5496 -2,2090 -1,9002 -1,6797 -1,5414 -1,4435 -1,3362 -1,1779 -0,9376 -0,5981 -0,1772 0,2526 0,5852 0,7361 0,6852 0,4865 0,2483 0,0947 0,1170 0,3395 0,7181 1,1675 1,6000 1,9622 2,2554 2,5204 2,7843 3,0246 3,1915 3,2491 3,1900 3,0215 2,7470 2,3614 1,8705 1,3093 0,7401 0,2378 -0,1367 -0,3676 -0,4975 -0,6000 -0,7338 -0,9215 -1,1629 -1,4463 -1,7442 -2,0186 -2,2420 -2,4090 -2,5290 -2,6153 -2,6726 -2,6862 -2,6215 -2,4401 -2,1351 -1,7494 -1,3485 -0,9804 -0,6673 -0,4223 -0,2602 -0,1892 -0,1947 -0,2350 -0,2581 -0,2199 -0,0903 0,1474 0,4966 0,9394 1,4190 1,8464 2,1386 2,2493 2,1733 1,9418 1,6174 1,2872 1,0512 1,0005 1,1845 1,5941 2,1793 2,8742 3,6004 4,2772 4,8439 5,2736 5,5778 5,7981 5,9788 6,1447 6,2974 6,4185 6,4743 6,4285 6,2624 5,9873 5,6421 5,2828 4,9781 4,7999 4,7981 4,9713 5,2668 5,6065 5,9113 6,1193 6,2004 6,1492 5,9570 5,6029 5,0802 4,4219 3,6974 2,9932 2,3918 1,9506 1,6945 1,6199 1,7059 1,9282 2,2669 2,7064 3,2249 3,7807 4,3167 4,7726 5,0876 5,2121 5,1304 4,8719 4,4999 4,0900 3,7070 3,3888 3,1443 2,9661 2,8462 2,7836 2,7823 2,8390 2,9312 3,0133 3,0344 2,9700 2,8324 2,6515 2,4515 2,2400 2,0091 1,7527 1,4855 1,2376 1,0391 0,9176 0,8956 0,9752 1,1325 1,3234 1,4868 1,5504 1,4502 1,1551 0,6826 0,0924 -0,5446 -1,1758 -1,7764 -2,3389 -2,8519 -3,2906 -3,6269 -3,8335 -3,8863 -3,7817 -3,5531 -3,2584 -2,9595 -2,7128 -2,5585 -2,5091 -2,5567 -2,6936 -2,9176 -3,2069 -3,4964 -3,7012 -3,7644 -3,6756 -3,4497 -3,1024 -2,6450 -2,1034 -1,5418 -1,0547 -0,7199 -0,5574 -0,5320 -0,5933 -0,7093 -0,8646 -1,0418 -1,2185 -1,3764 -1,5061 -1,6048 -1,6755 -1,7226 -1,7346 -1,6817 -1,5477 -1,3575 -1,1647 -1,0251 -0,9878 -1,0949 -1,3634 -1,7612 -2,2117 -2,6302 -2,9560 -3,1621 -3,2575 -3,2803 -3,2700 -3,2391 -3,1766 -3,0748 -2,9528 -2,8551 -2,8328 -2,9225 -3,1354 -3,4544 -3,8353 -4,2170 -4,5436 -4,7864 -4,9468 -5,0321 -5,0425 -4,9859 -4,8850 -4,7545 -4,5831 -4,3439 -4,0206 -3,6264 -3,2035 -2,8112 -2,5075 -2,3261 -2,2659 -2,2984 -2,3823 -2,4791 -2,5640 -2,6249 -2,6546 -2,6532 -2,6390 -2,6485 -2,7254 -2,9064 -3,2011 -3,5724 -3,9434 -4,2276 -4,3586 -4,3116 -4,1133 -3,8306 -3,5436 -3,3246 -3,2280 -3,2826 -3,4903 -3,8358 -4,2965 -4,8451 -5,4459 -6,0501 -6,5996 -7,0406 -7,3391 -7,4915 -7,5284 -7,5038 -7,4727 -7,4756 -7,5355 -7,6601 -7,8448 -8,0785 -8,3488 -8,6367 -8,9065 -9,1130 -9,2248 -9,2300 -9,1240 -8,9099 -8,6106 -8,2674 -7,9211 -7,5946 -7,2889 -6,9978 -6,7212 -6,4672 -6,2506 -6,0815 -5,9463 -5,8010 -5,5882 -5,2627 -4,8120 -4,2527 -3,6134 -2,9322 -2,2709 -1,7084 -1,3115 -1,1160 -1,1254 -1,3046 -1,5744 -1,8250 -1,9492 -1,8765 -1,5956 -1,1589 -0,6574 -0,1801 0,2040 0,4374 0,4733 0,3027 -0,0302 -0,4574 -0,9248 -1,3999 -1,8644 -2,3103 -2,7388 -3,1571 -3,5655 -3,9434 -4,2565 -4,4805 -4,6236 -4,7277 -4,8461 -5,0202 -5,2674 -5,5745 -5,9081 -6,2310 -6,5051 -6,6890 -6,7494 -6,6743 -6,4810 -6,2266 -5,9954 -5,8486 -5,7880 -5,7782 -5,7865 -5,7920 -5,7755 -5,7200 -5,6220 -5,4966 -5,3644 -5,2270 -5,0657 -4,8658 -4,6292 -4,3661 -4,0940 -3,8425 -3,6441 -3,5139 -3,4335 -3,3513 -3,2029 -2,9440 -2,5775 -2,1609 -1,7866 -1,5401 -1,4561 -1,4933 -1,5524 -1,5327 -1,3894 -1,1565 -0,9296 -0,8217 -0,9140 -1,2288 -1,7297 -2,3420 -2,9819 -3,5699 -4,0306 -4,3171 -4,4422 -4,4613 -4,4159 -4,3037 -4,1003 -3,7977 -3,4191 -3,0029 -2,5849 -2,1999 -1,8855 -1,6753 -1,5844 -1,5978 -1,6679 -1,7314 -1,7378 -1,6614 -1,4925 -1,2359 -0,9222 -0,6074 -0,3639 -0,2759 -0,4218 -0,8399 -1,5023 -2,3196 -3,1668 -3,9175 -4,4812 -4,8193 -4,9291 -4,8272 -4,5614 -4,2239 -3,9242 -3,7334 -3,6564 -3,6487 -3,6536 -3,6318 -3,5653 -3,4460 -3,2711 -3,0511 -2,8119 -2,5824 -2,3790 -2,2056 -2,0617 -1,9500 -1,8813 -1,8751 -1,9460 -2,0813 -2,2369 -2,3579 -2,3985 -2,3302 -2,1378 -1,8125 -1,3639 -0,8388 -0,3061 0,1779 0,5789 0,8682 1,0201 1,0370 0,9705 0,9091 0,9392 1,1037 1,3829 1,7125 2,0284 2,3075 2,5794 2,8991 3,2986 3,7552 4,2037 4,5727 4,8061 4,8714 4,7610 4,4804 4,0378 3,4466 2,7326 1,9382 1,1234 0,3529 -0,3280 -0,9122 -1,4197 -1,8675 -2,2574 -2,5968 -2,9228 -3,2895 -3,7254 -4,2043 -4,6584 -5,0215 -5,2584 -5,3658 -5,3720 -5,3302 -5,2868 -5,2516 -5,2135 -5,1809 -5,1935 -5,2968 -5,5144 -5,8381 -6,2292 -6,6306 -6,9871 -7,2609 -7,4398 -7,5358 -7,5672 -7,5379 -7,4268 -7,2004 -6,8386 -6,3504 -5,7754 -5,1760 -4,6189 -4,1547 -3,8142 -3,6120 -3,5429 -3,5740 -3,6530 -3,7232 -3,7314 -3,6415 -3,4579 -3,2295 -3,0187 -2,8607 -2,7448 -2,6305 -2,4840 -2,3046 -2,1261 -2,0018
