Fp1   -0,7616 -0,7229 -0,6389 -0,4879 -0,2691 0,0013 0,2977 0,5873 0,8390 1,0341 1,1704 1,2562 1,2990 1,2987 1,2545 1,1708 1,0555 0,9200 0,7819 0,6581 0,5517 0,4498 0,3382 0,2154 0,0897 -0,0291 -0,1339 -0,2178 -0,2755 -0,3074 -0,3233 -0,3394 -0,3740 -0,4429 -0,5477 -0,6729 -0,7949 -0,8928 -0,9507 -0,9614 -0,9307 -0,8710 -0,7876 -0,6794 -0,5508 -0,4173 -0,3013 -0,2217 -0,1837 -0,1817 -0,2108 -0,2707 -0,3615 -0,4774 -0,6005 -0,7050 -0,7712 -0,7955 -0,7897 -0,7751 -0,7714 -0,7888 -0,8281 -0,8845 -0,9516 -1,0239 -1,0961 -1,1656 -1,2346 -1,3071 -1,3851 -1,4724 -1,5756 -1,7016 -1,8571 -2,0480 -2,2703 -2,5023 -2,7075 -2,8447 -2,8783 -2,7898 -2,5850 -2,2919 -1,9483 -1,5879 -1,2326 -0,8909 -0,5633 -0,2546 0,0196 0,2370 0,3790 0,4385 0,4208 0,3386 0,2055 0,0332 -0,1663 -0,3767 -0,5781 -0,7503 -0,8773 -0,9516 -0,9797 -0,9855 -1,0012 -1,0502 -1,1408 -1,2709 -1,4326 -1,6128 -1,7957 -1,9680 -2,1237 -2,2626 -2,3862 -2,4904 -2,5616 -2,5793 -2,5256 -2,3975 -2,2149 -2,0145 -1,8300 -1,6794 -1,5656 -1,4799 -1,4092 -1,3424 -1,2715 -1,1923 -1,1058 -1,0194 -0,9422 -0,8794 -0,8300 -0,7908 -0,7564 -0,7189 -0,6747 -0,6273 -0,5797 -0,5253 -0,4478 -0,3293 -0,1613 0,0466 0,2707 0,4877 0,6854 0,8572 0,9911 1,0729 1,1028 1,1055 1,1175 1,1617 1,2364 1,3251 1,4146 1,5069 1,6128 1,7357 1,8634 1,9775 2,0660 2,1274 2,1641 2,1730 2,1470 2,0847 1,9945 1,8880 1,7721 1,6549 1,5484 1,4594 1,3818 1,3046 1,2210 1,1309 1,0341 0,9242 0,7918 0,6322 0,4538 0,2793 0,1415 0,0728 0,0937 0,2031 0,3795 0,5920 0,8108 1,0133 1,1873 1,3276 1,4298 1,4872 1,4896 1,4282 1,3118 1,1739 1,0561 0,9859 0,9718 1,0099 1,0912 1,2030 1,3286 1,4493 1,5514 1,6300 1,6883 1,7391 1,8019 1,8923 2,0102 2,1401 2,2599 2,3514 2,4100 2,4478 2,4829 2,5273 2,5835 2,6493 2,7196 2,7838 2,8285 2,8486 2,8499 2,8434 2,8392 2,8449 2,8610 2,8789 2,8907 2,8982 2,9102 2,9291 2,9406 2,9197 2,8462 2,7186 2,5592 2,4045 2,2862 2,2189 2,2018 2,2244 2,2714 2,3253 2,3711 2,4034 2,4287 2,4588 2,5064 2,5822 2,6855 2,8006 2,9084 3,0001 3,0771 3,1418 3,1935 3,2305 3,2492 3,2438 3,2134 3,1653 3,1078 3,0418 2,9588 2,8486 2,7115 2,5640 2,4353 2,3516 2,3187 2,3225 2,3431 2,3635 2,3711 2,3638 2,3560 2,3736 2,4398 2,5659 2,7480 2,9649 3,1859 3,3868 3,5580 3,7040 3,8332 3,9443 4,0220 4,0461 3,9999 3,8768 3,6834 3,4348 3,1473 2,8394 2,5347 2,2558 2,0151 1,8105 1,6319 1,4725 1,3361 1,2356 1,1861 1,1979 1,2707 1,3919 1,5422 1,7045 1,8702 2,0355 2,1933 2,3292 2,4289 2,4885 2,5171 2,5335 2,5614 2,6224 2,7252 2,8639 3,0267 3,2013 3,3751 3,5338 3,6611 3,7430 3,7765 3,7724 3,7461 3,7067 3,6522 3,5745 3,4726 3,3595 3,2556 3,1733 3,1089 3,0446 2,9568 2,8293 2,6636 2,4775 2,2917 2,1176 1,9521 1,7792 1,5850 1,3764 1,1844 1,0494 1,0008 1,0426 1,1515 1,2885 1,4178 1,5186 1,5853 1,6217 1,6401 1,6557 1,6749 1,6958 1,7182 1,7466 1,7796 1,8039 1,8028 1,7680 1,7050 1,6278 1,5467 1,4637 1,3786 1,2981 1,2383 1,2143 1,2302 1,2803 1,3548 1,4429 1,5337 1,6166 1,6796 1,7093 1,6968 1,6456 1,5735 1,5080 1,4744 1,4806 1,5125 1,5527 1,6004 1,6711 1,7745 1,8958 2,0016 2,0609 2,0626 2,0215 1,9676 1,9287 1,9213 1,9521 2,0200 2,1112 2,1965 2,2384 2,2039 2,0786 1,8757 1,6366 1,4142 1,2482 1,1537 1,1237 1,1377 1,1687 1,1947 1,2072 1,2107 1,2178 1,2420 1,2899 1,3590 1,4406 1,5248 1,6070 1,6894 1,7693 1,8314 1,8587 1,8479 1,8065 1,7411 1,6551 1,5535 1,4476 1,3531 1,2836 1,2392 1,2027 1,1509 1,0700 0,9576 0,8167 0,6556 0,4919 0,3471 0,2345 0,1510 0,0841 0,0260 -0,0241 -0,0684 -0,1115 -0,1584 -0,2160 -0,2938 -0,4006 -0,5404 -0,7076 -0,8886 -1,0671 -1,2285 -1,3627 -1,4684 -1,5532 -1,6316 -1,7208 -1,8348 -1,9796 -2,1542 -2,3516 -2,5600 -2,7672 -2,9605 -3,1259 -3,2487 -3,3142 -3,3108 -3,2349 -3,0883 -2,8724 -2,5923 -2,2667 -1,9265 -1,6036 -1,3209 -1,0896 -0,9109 -0,7785 -0,6779 -0,5876 -0,4857 -0,3542 -0,1759 0,0701 0,3965 0,7882 1,1966 1,5614 1,8403 2,0217 2,1172 2,1464 2,1272 2,0702 1,9737 1,8276 1,6264 1,3747 1,0837 0,7712 0,4656 0,1995 -0,0026 -0,1357 -0,2196 -0,2899 -0,3777 -0,4940 -0,6304 -0,7708 -0,9012 -1,0144 -1,1119 -1,2031 -1,2994 -1,4089 -1,5378 -1,6921 -1,8698 -2,0590 -2,2479 -2,4321 -2,6123 -2,7917 -2,9735 -3,1532 -3,3166 -3,4500 -3,5500 -3,6215 -3,6701 -3,7020 -3,7248 -3,7473 -3,7792 -3,8301 -3,9049 -4,0002 -4,1058 -4,2084 -4,2949 -4,3517 -4,3656 -4,3265 -4,2324 -4,0934 -3,9303 -3,7657 -3,6154 -3,4833 -3,3646 -3,2597 -3,1856 -3,1621 -3,1889 -3,2459 -3,3083 -3,3556 -3,3740 -3,3634 -3,3390 -3,3202 -3,3184 -3,3348 -3,3651 -3,4056 -3,4544 -3,5114 -3,5762 -3,6428 -3,6952 -3,7088 -3,6588 -3,5320
Fz    -1,1088 -1,1138 -1,1011 -1,0394 -0,9112 -0,7152 -0,4651 -0,1892 0,0768 0,3070 0,4945 0,6470 0,7726 0,8726 0,9453 0,9909 1,0146 1,0267 1,0366 1,0445 1,0390 1,0068 0,9459 0,8668 0,7804 0,6885 0,5891 0,4839 0,3770 0,2698 0,1604 0,0484 -0,0662 -0,1859 -0,3098 -0,4285 -0,5303 -0,6104 -0,6689 -0,7071 -0,7270 -0,7278 -0,7050 -0,6581 -0,5993 -0,5519 -0,5379 -0,5623 -0,6090 -0,6559 -0,6921 -0,7214 -0,7520 -0,7856 -0,8127 -0,8192 -0,8003 -0,7640 -0,7246 -0,6966 -0,6936 -0,7221 -0,7778 -0,8473 -0,9122 -0,9543 -0,9630 -0,9417 -0,9036 -0,8632 -0,8367 -0,8463 -0,9191 -1,0781 -1,3346 -1,6824 -2,0915 -2,5157 -2,9079 -3,2259 -3,4328 -3,5031 -3,4338 -3,2451 -2,9680 -2,6331 -2,2675 -1,8938 -1,5281 -1,1836 -0,8754 -0,6182 -0,4180 -0,2709 -0,1696 -0,1085 -0,0820 -0,0829 -0,1026 -0,1337 -0,1712 -0,2140 -0,2625 -0,3157 -0,3735 -0,4435 -0,5392 -0,6678 -0,8241 -0,9932 -1,1566 -1,2970 -1,4016 -1,4654 -1,4964 -1,5155 -1,5492 -1,6157 -1,7140 -1,8228 -1,9135 -1,9658 -1,9789 -1,9706 -1,9631 -1,9730 -2,0101 -2,0775 -2,1690 -2,2678 -2,3520 -2,4025 -2,4091 -2,3719 -2,2977 -2,1958 -2,0765 -1,9525 -1,8325 -1,7179 -1,6077 -1,5016 -1,3971 -1,2841 -1,1459 -0,9649 -0,7330 -0,4571 -0,1573 0,1450 0,4408 0,7313 1,0181 1,2980 1,5682 1,8340 2,1047 2,3820 2,6552 2,9049 3,1116 3,2612 3,3484 3,3769 3,3587 3,3137 3,2657 3,2345 3,2266 3,2315 3,2334 3,2254 3,2107 3,1916 3,1646 3,1301 3,0964 3,0708 3,0470 3,0072 2,9319 2,8090 2,6368 2,4256 2,1954 1,9705 1,7748 1,6276 1,5375 1,5010 1,5064 1,5405 1,5933 1,6626 1,7528 1,8699 2,0148 2,1784 2,3409 2,4737 2,5461 2,5374 2,4499 2,3110 2,1624 2,0458 1,9910 2,0105 2,0977 2,2309 2,3820 2,5268 2,6497 2,7451 2,8198 2,8930 2,9830 3,0912 3,2012 3,2903 3,3406 3,3408 3,2901 3,2028 3,1043 3,0210 2,9715 2,9650 3,0008 3,0679 3,1530 3,2482 3,3509 3,4585 3,5686 3,6816 3,7976 3,9092 4,0025 4,0683 4,1073 4,1208 4,1011 4,0377 3,9285 3,7840 3,6256 3,4780 3,3613 3,2854 3,2506 3,2498 3,2699 3,2966 3,3230 3,3533 3,3966 3,4555 3,5214 3,5823 3,6285 3,6523 3,6529 3,6432 3,6406 3,6509 3,6653 3,6711 3,6589 3,6247 3,5704 3,5036 3,4325 3,3645 3,3049 3,2580 3,2274 3,2137 3,2150 3,2254 3,2353 3,2378 3,2347 3,2305 3,2276 3,2357 3,2789 3,3815 3,5484 3,7644 4,0032 4,2317 4,4190 4,5523 4,6418 4,7114 4,7841 4,8677 4,9511 5,0110 5,0202 4,9580 4,8230 4,6346 4,4199 4,1973 3,9715 3,7411 3,5085 3,2798 3,0596 2,8504 2,6554 2,4822 2,3447 2,2602 2,2429 2,2957 2,4088 2,5641 2,7429 2,9297 3,1109 3,2744 3,4167 3,5450 3,6657 3,7734 3,8582 3,9198 3,9713 4,0309 4,1139 4,2273 4,3666 4,5187 4,6682 4,8028 4,9187 5,0206 5,1143 5,2015 5,2791 5,3390 5,3713 5,3714 5,3454 5,3068 5,2667 5,2241 5,1663 5,0787 4,9584 4,8191 4,6818 4,5598 4,4532 4,3518 4,2414 4,1151 3,9792 3,8533 3,7589 3,7033 3,6753 3,6570 3,6366 3,6139 3,5939 3,5815 3,5823 3,6034 3,6446 3,6961 3,7505 3,8092 3,8704 3,9183 3,9304 3,8959 3,8212 3,7217 3,6103 3,4932 3,3726 3,2546 3,1552 3,0956 3,0888 3,1316 3,2105 3,3144 3,4417 3,5954 3,7733 3,9648 4,1523 4,3160 4,4385 4,5094 4,5288 4,5034 4,4416 4,3549 4,2602 4,1760 4,1150 4,0785 4,0569 4,0345 3,9971 3,9405 3,8719 3,8032 3,7478 3,7189 3,7216 3,7401 3,7381 3,6772 3,5337 3,3059 3,0173 2,7166 2,4609 2,2914 2,2214 2,2404 2,3201 2,4223 2,5094 2,5567 2,5581 2,5252 2,4796 2,4403 2,4166 2,4123 2,4320 2,4845 2,5762 2,6975 2,8186 2,9036 2,9260 2,8748 2,7557 2,5886 2,4003 2,2156 2,0521 1,9175 1,8081 1,7118 1,6164 1,5157 1,4091 1,2935 1,1634 1,0190 0,8713 0,7318 0,5996 0,4668 0,3306 0,1950 0,0636 -0,0601 -0,1737 -0,2824 -0,4024 -0,5541 -0,7506 -0,9898 -1,2545 -1,5215 -1,7693 -1,9843 -2,1635 -2,3102 -2,4293 -2,5287 -2,6194 -2,7109 -2,8063 -2,9007 -2,9823 -3,0414 -3,0732 -3,0753 -3,0459 -2,9836 -2,8902 -2,7720 -2,6368 -2,4859 -2,3134 -2,1121 -1,8775 -1,6092 -1,3141 -1,0113 -0,7246 -0,4703 -0,2497 -0,0514 0,1396 0,3339 0,5391 0,7645 1,0166 1,2856 1,5429 1,7569 1,9100 2,0046 2,0541 2,0722 2,0687 2,0492 2,0121 1,9462 1,8332 1,6568 1,4161 1,1350 0,8558 0,6194 0,4482 0,3395 0,2706 0,2109 0,1351 0,0334 -0,0879 -0,2159 -0,3443 -0,4770 -0,6252 -0,7987 -0,9956 -1,2010 -1,3993 -1,5860 -1,7635 -1,9326 -2,0931 -2,2466 -2,3928 -2,5273 -2,6446 -2,7394 -2,8090 -2,8560 -2,8872 -2,9070 -2,9158 -2,9163 -2,9174 -2,9300 -2,9629 -3,0216 -3,1048 -3,2041 -3,3061 -3,3952 -3,4570 -3,4817 -3,4657 -3,4119 -3,3311 -3,2399 -3,1561 -3,0910 -3,0455 -3,0126 -2,9837 -2,9610 -2,9600 -2,9947 -3,0606 -3,1394 -3,2136 -3,2704 -3,2993 -3,2943 -3,2593 -3,2065 -3,1495 -3,0990 -3,0641 -3,0556 -3,0827 -3,1441 -3,2235 -3,2927 -3,3214 -3,2861 -3,1784 -3,0121
F3    -0,0588 -0,0435 -0,0531 -0,0573 -0,0282 0,0529 0,1911 0,3702 0,5557 0,7146 0,8358 0,9308 1,0157 1,0946 1,1557 1,1811 1,1609 1,1015 1,0194 0,9301 0,8405 0,7515 0,6632 0,5760 0,4871 0,3896 0,2794 0,1599 0,0369 -0,0878 -0,2171 -0,3554 -0,5069 -0,6711 -0,8356 -0,9772 -1,0747 -1,1213 -1,1235 -1,0941 -1,0440 -0,9778 -0,8969 -0,8102 -0,7360 -0,6929 -0,6893 -0,7213 -0,7764 -0,8439 -0,9225 -1,0169 -1,1285 -1,2465 -1,3457 -1,3977 -1,3923 -1,3442 -1,2800 -1,2225 -1,1886 -1,1897 -1,2284 -1,2926 -1,3580 -1,3983 -1,3956 -1,3462 -1,2613 -1,1612 -1,0724 -1,0274 -1,0576 -1,1828 -1,4035 -1,7007 -2,0387 -2,3737 -2,6627 -2,8682 -2,9617 -2,9291 -2,7770 -2,5305 -2,2236 -1,8898 -1,5565 -1,2414 -0,9513 -0,6898 -0,4655 -0,2891 -0,1652 -0,0907 -0,0595 -0,0652 -0,0975 -0,1427 -0,1880 -0,2249 -0,2499 -0,2630 -0,2706 -0,2852 -0,3229 -0,3981 -0,5181 -0,6790 -0,8689 -1,0709 -1,2640 -1,4250 -1,5356 -1,5882 -1,5881 -1,5559 -1,5222 -1,5131 -1,5342 -1,5684 -1,5916 -1,5905 -1,5706 -1,5491 -1,5421 -1,5580 -1,5996 -1,6659 -1,7511 -1,8427 -1,9226 -1,9718 -1,9783 -1,9424 -1,8751 -1,7894 -1,6963 -1,6030 -1,5130 -1,4268 -1,3456 -1,2723 -1,2056 -1,1328 -1,0331 -0,8889 -0,6943 -0,4561 -0,1916 0,0796 0,3487 0,6214 0,9069 1,2058 1,5105 1,8129 2,1076 2,3854 2,6327 2,8368 2,9918 3,0986 3,1622 3,1894 3,1897 3,1746 3,1558 3,1436 3,1438 3,1542 3,1673 3,1759 3,1765 3,1699 3,1582 3,1447 3,1299 3,1072 3,0628 2,9835 2,8630 2,7021 2,5061 2,2848 2,0531 1,8274 1,6220 1,4483 1,3133 1,2181 1,1594 1,1341 1,1439 1,1942 1,2867 1,4155 1,5675 1,7237 1,8602 1,9531 1,9830 1,9409 1,8352 1,6936 1,5528 1,4446 1,3871 1,3806 1,4091 1,4483 1,4796 1,5006 1,5214 1,5544 1,6117 1,7039 1,8306 1,9720 2,0938 2,1638 2,1648 2,0951 1,9675 1,8081 1,6498 1,5208 1,4381 1,4096 1,4356 1,5075 1,6113 1,7366 1,8804 2,0417 2,2151 2,3890 2,5453 2,6621 2,7249 2,7368 2,7157 2,6801 2,6403 2,5992 2,5560 2,5073 2,4521 2,3941 2,3405 2,2984 2,2717 2,2606 2,2627 2,2752 2,2965 2,3284 2,3745 2,4363 2,5112 2,5935 2,6736 2,7365 2,7667 2,7591 2,7218 2,6650 2,5940 2,5134 2,4305 2,3525 2,2845 2,2291 2,1859 2,1524 2,1251 2,1005 2,0766 2,0555 2,0418 2,0376 2,0366 2,0292 2,0101 1,9786 1,9391 1,9077 1,9121 1,9767 2,1060 2,2839 2,4833 2,6756 2,8415 2,9784 3,0970 3,2104 3,3274 3,4495 3,5676 3,6610 3,7032 3,6735 3,5716 3,4173 3,2348 3,0396 2,8382 2,6377 2,4504 2,2889 2,1579 2,0529 1,9658 1,8914 1,8328 1,8028 1,8191 1,8911 2,0108 2,1584 2,3133 2,4585 2,5793 2,6656 2,7210 2,7646 2,8192 2,8944 2,9836 3,0754 3,1630 3,2442 3,3191 3,3905 3,4637 3,5442 3,6366 3,7429 3,8619 3,9884 4,1108 4,2116 4,2730 4,2815 4,2340 4,1412 4,0267 3,9171 3,8299 3,7632 3,7006 3,6255 3,5347 3,4384 3,3477 3,2660 3,1877 3,1012 2,9951 2,8670 2,7271 2,5945 2,4865 2,4103 2,3628 2,3369 2,3273 2,3321 2,3509 2,3821 2,4247 2,4774 2,5325 2,5756 2,5984 2,6054 2,6042 2,5944 2,5702 2,5310 2,4798 2,4156 2,3322 2,2224 2,0836 1,9239 1,7674 1,6467 1,5900 1,6101 1,7050 1,8651 2,0818 2,3430 2,6271 2,9044 3,1454 3,3280 3,4421 3,4893 3,4811 3,4326 3,3565 3,2622 3,1596 3,0608 2,9790 2,9217 2,8863 2,8622 2,8383 2,8093 2,7746 2,7348 2,6925 2,6540 2,6248 2,5985 2,5513 2,4527 2,2812 2,0348 1,7369 1,4352 1,1824 1,0126 0,9310 0,9192 0,9451 0,9728 0,9741 0,9393 0,8791 0,8166 0,7724 0,7552 0,7649 0,7988 0,8532 0,9228 1,0013 1,0801 1,1470 1,1905 1,2068 1,2025 1,1904 1,1820 1,1804 1,1813 1,1775 1,1627 1,1324 1,0824 1,0105 0,9177 0,8063 0,6763 0,5297 0,3778 0,2393 0,1262 0,0361 -0,0421 -0,1149 -0,1850 -0,2578 -0,3433 -0,4531 -0,5981 -0,7861 -1,0204 -1,2962 -1,5961 -1,8911 -2,1518 -2,3596 -2,5107 -2,6139 -2,6844 -2,7357 -2,7765 -2,8134 -2,8543 -2,9095 -2,9859 -3,0810 -3,1841 -3,2782 -3,3427 -3,3608 -3,3260 -3,2435 -3,1254 -2,9868 -2,8415 -2,6967 -2,5475 -2,3789 -2,1771 -1,9422 -1,6898 -1,4418 -1,2153 -1,0186 -0,8519 -0,7119 -0,5949 -0,4953 -0,4005 -0,2947 -0,1722 -0,0438 0,0746 0,1751 0,2616 0,3428 0,4235 0,5004 0,5632 0,5958 0,5809 0,5072 0,3732 0,1891 -0,0201 -0,2177 -0,3730 -0,4765 -0,5409 -0,5909 -0,6508 -0,7333 -0,8365 -0,9507 -1,0675 -1,1853 -1,3082 -1,4447 -1,6046 -1,7899 -1,9880 -2,1791 -2,3483 -2,4899 -2,6038 -2,6960 -2,7791 -2,8689 -2,9771 -3,1047 -3,2376 -3,3516 -3,4249 -3,4520 -3,4457 -3,4294 -3,4259 -3,4460 -3,4842 -3,5270 -3,5641 -3,5911 -3,6065 -3,6088 -3,5969 -3,5730 -3,5448 -3,5215 -3,5081 -3,5065 -3,5177 -3,5402 -3,5676 -3,5886 -3,5914 -3,5713 -3,5370 -3,5110 -3,5121 -3,5414 -3,5875 -3,6399 -3,6892 -3,7215 -3,7225 -3,6836 -3,6060 -3,5018 -3,3915 -3,2975 -3,2384 -3,2230 -3,2475 -3,2943 -3,3342 -3,3321 -3,2597 -3,1098 -2,9063
F7    0,3663 0,3807 0,3969 0,4385 0,5141 0,6165 0,7297 0,8345 0,9137 0,9586 0,9727 0,9674 0,9540 0,9360 0,9074 0,8569 0,7782 0,6749 0,5555 0,4260 0,2860 0,1343 -0,0218 -0,1665 -0,2875 -0,3856 -0,4713 -0,5533 -0,6330 -0,7060 -0,7647 -0,8041 -0,8264 -0,8399 -0,8510 -0,8571 -0,8517 -0,8319 -0,7969 -0,7452 -0,6761 -0,5918 -0,4978 -0,4037 -0,3195 -0,2479 -0,1853 -0,1300 -0,0868 -0,0662 -0,0781 -0,1238 -0,1959 -0,2830 -0,3712 -0,4460 -0,4978 -0,5246 -0,5290 -0,5184 -0,5044 -0,5007 -0,5152 -0,5441 -0,5725 -0,5829 -0,5645 -0,5180 -0,4563 -0,3986 -0,3662 -0,3789 -0,4481 -0,5732 -0,7450 -0,9506 -1,1735 -1,3915 -1,5756 -1,6946 -1,7233 -1,6503 -1,4830 -1,2464 -0,9726 -0,6915 -0,4277 -0,1960 0,0003 0,1621 0,2846 0,3596 0,3838 0,3626 0,3059 0,2209 0,1127 -0,0122 -0,1426 -0,2642 -0,3636 -0,4342 -0,4769 -0,4990 -0,5129 -0,5344 -0,5766 -0,6458 -0,7432 -0,8677 -1,0143 -1,1684 -1,3061 -1,4020 -1,4449 -1,4447 -1,4260 -1,4087 -1,3958 -1,3757 -1,3325 -1,2570 -1,1544 -1,0433 -0,9428 -0,8648 -0,8153 -0,7977 -0,8104 -0,8451 -0,8899 -0,9342 -0,9739 -1,0145 -1,0653 -1,1267 -1,1857 -1,2259 -1,2371 -1,2201 -1,1884 -1,1625 -1,1565 -1,1660 -1,1690 -1,1378 -1,0532 -0,9100 -0,7165 -0,4887 -0,2410 0,0151 0,2671 0,5029 0,7185 0,9220 1,1249 1,3283 1,5205 1,6873 1,8225 1,9306 2,0198 2,0959 2,1601 2,2110 2,2465 2,2666 2,2704 2,2535 2,2089 2,1324 2,0245 1,8925 1,7519 1,6226 1,5204 1,4484 1,3947 1,3376 1,2565 1,1403 0,9871 0,8010 0,5929 0,3799 0,1812 0,0129 -0,1160 -0,2033 -0,2499 -0,2570 -0,2251 -0,1542 -0,0448 0,0997 0,2706 0,4548 0,6357 0,7937 0,9094 0,9719 0,9884 0,9811 0,9731 0,9774 0,9980 1,0334 1,0768 1,1154 1,1374 1,1392 1,1257 1,1053 1,0904 1,0953 1,1279 1,1827 1,2437 1,2926 1,3159 1,3090 1,2749 1,2203 1,1489 1,0621 0,9678 0,8845 0,8309 0,8136 0,8272 0,8649 0,9241 1,0056 1,1096 1,2306 1,3565 1,4726 1,5703 1,6489 1,7105 1,7510 1,7602 1,7302 1,6596 1,5534 1,4246 1,2964 1,1959 1,1414 1,1359 1,1711 1,2346 1,3125 1,3923 1,4680 1,5404 1,6119 1,6825 1,7485 1,8003 1,8224 1,8047 1,7552 1,6957 1,6432 1,6034 1,5764 1,5606 1,5513 1,5422 1,5266 1,4994 1,4588 1,4040 1,3335 1,2444 1,1380 1,0241 0,9165 0,8234 0,7472 0,6918 0,6623 0,6621 0,6946 0,7665 0,8828 1,0407 1,2277 1,4244 1,6109 1,7752 1,9183 2,0488 2,1731 2,2905 2,3919 2,4634 2,4904 2,4618 2,3751 2,2419 2,0856 1,9315 1,7957 1,6822 1,5881 1,5096 1,4437 1,3852 1,3271 1,2630 1,1900 1,1129 1,0454 1,0060 1,0062 1,0444 1,1128 1,2049 1,3128 1,4220 1,5149 1,5818 1,6262 1,6599 1,6948 1,7404 1,8041 1,8889 1,9899 2,0959 2,1954 2,2809 2,3498 2,4022 2,4405 2,4683 2,4869 2,4943 2,4881 2,4683 2,4378 2,4024 2,3674 2,3366 2,3135 2,2993 2,2877 2,2665 2,2255 2,1651 2,0914 2,0062 1,9038 1,7777 1,6251 1,4518 1,2774 1,1332 1,0490 1,0355 1,0795 1,1552 1,2397 1,3199 1,3918 1,4552 1,5050 1,5318 1,5263 1,4843 1,4111 1,3237 1,2432 1,1807 1,1332 1,0908 1,0483 1,0084 0,9747 0,9441 0,9073 0,8539 0,7811 0,6974 0,6209 0,5716 0,5630 0,5981 0,6698 0,7665 0,8756 0,9831 1,0729 1,1297 1,1458 1,1263 1,0879 1,0528 1,0381 1,0475 1,0741 1,1081 1,1436 1,1802 1,2178 1,2499 1,2635 1,2461 1,1948 1,1182 1,0347 0,9694 0,9461 0,9742 1,0407 1,1138 1,1568 1,1390 1,0442 0,8767 0,6662 0,4579 0,2926 0,1912 0,1511 0,1536 0,1759 0,2011 0,2205 0,2320 0,2396 0,2511 0,2722 0,3037 0,3423 0,3828 0,4221 0,4605 0,4975 0,5265 0,5378 0,5276 0,5010 0,4681 0,4389 0,4221 0,4251 0,4503 0,4922 0,5398 0,5819 0,6124 0,6313 0,6378 0,6241 0,5812 0,5117 0,4298 0,3480 0,2664 0,1788 0,0841 -0,0130 -0,1110 -0,2154 -0,3361 -0,4837 -0,6641 -0,8728 -1,0921 -1,2933 -1,4467 -1,5335 -1,5525 -1,5218 -1,4747 -1,4478 -1,4679 -1,5448 -1,6713 -1,8302 -2,0020 -2,1686 -2,3155 -2,4326 -2,5118 -2,5467 -2,5341 -2,4759 -2,3794 -2,2562 -2,1179 -1,9727 -1,8245 -1,6746 -1,5231 -1,3712 -1,2230 -1,0855 -0,9642 -0,8610 -0,7738 -0,6976 -0,6277 -0,5627 -0,5022 -0,4404 -0,3658 -0,2710 -0,1629 -0,0591 0,0253 0,0854 0,1236 0,1419 0,1387 0,1097 0,0496 -0,0442 -0,1658 -0,3034 -0,4441 -0,5742 -0,6808 -0,7561 -0,8035 -0,8376 -0,8788 -0,9435 -1,0371 -1,1503 -1,2628 -1,3527 -1,4075 -1,4290 -1,4308 -1,4303 -1,4399 -1,4616 -1,4887 -1,5123 -1,5261 -1,5296 -1,5294 -1,5374 -1,5668 -1,6281 -1,7251 -1,8479 -1,9698 -2,0602 -2,1013 -2,0957 -2,0609 -2,0193 -1,9890 -1,9806 -1,9993 -2,0474 -2,1223 -2,2148 -2,3108 -2,3979 -2,4714 -2,5338 -2,5857 -2,6232 -2,6441 -2,6512 -2,6483 -2,6353 -2,6086 -2,5647 -2,5021 -2,4260 -2,3502 -2,2925 -2,2626 -2,2578 -2,2682 -2,2823 -2,2905 -2,2889 -2,2813 -2,2735 -2,2686 -2,2679 -2,2720 -2,2828 -2,3022 -2,3308 -2,3660 -2,3979 -2,4061 -2,3641 -2,2547 -2,0853
