Fp1   -1,1956 -1,3303 -1,4015 -1,4376 -1,4532 -1,4468 -1,4226 -1,3928 -1,3656 -1,3423 -1,3215 -1,3021 -1,2810 -1,2411 -1,1457 -0,9648 -0,7122 -0,4447 -0,2214 -0,0655 0,0401 0,1273 0,2195 0,3307 0,4718 0,6482 0,8577 1,0985 1,3712 1,6703 1,9801 2,2818 2,5536 2,7623 2,8622 2,8146 2,6069 2,2539 1,7932 1,2830 0,7816 0,3203 -0,0929 -0,4510 -0,7479 -0,9945 -1,2156 -1,4389 -1,6947 -2,0053 -2,3641 -2,7317 -3,0576 -3,3093 -3,4826 -3,5893 -3,6362 -3,6145 -3,5116 -3,3396 -3,1489 -3,0087 -2,9746 -3,0626 -3,2407 -3,4495 -3,6441 -3,8147 -3,9751 -4,1411 -4,3158 -4,4801 -4,5980 -4,6365 -4,5845 -4,4559 -4,2829 -4,1015 -3,9275 -3,7437 -3,5146 -3,2128 -2,8354 -2,4048 -1,9632 -1,5644 -1,2537 -1,0500 -0,9507 -0,9455 -1,0136 -1,1195 -1,2243 -1,3037 -1,3535 -1,3787 -1,3835 -1,3696 -1,3374 -1,2809 -1,1843 -1,0294 -0,8148 -0,5600 -0,2904 -0,0295 0,2034 0,4034 0,5896 0,7886 1,0029 1,2028 1,3450 1,3972 1,3499 1,2122 1,0036 0,7532 0,5038 0,3001 0,1699 0,1203 0,1522 0,2650 0,4423 0,6437 0,8224 0,9508 1,0343 1,1071 1,2141 1,3865 1,6279 1,9173 2,2255 2,5298 2,8200 3,0900 3,3285 3,5164 3,6304 3,6500 3,5734 3,4313 3,2782 3,1635 3,1136 3,1332 3,2100 3,3235 3,4612 3,6219 3,8068 4,0145 4,2425 4,4911 4,7684 5,0838 5,4317 5,7880 6,1294 6,4456 6,7271 6,9565 7,1217 7,2268 7,2814 7,2972 7,2891 7,2683 7,2410 7,2108 7,1778 7,1457 7,1240 7,1129 7,0921 7,0335 6,9226 6,7693 6,5995 6,4340 6,2825 6,1506 6,0400 5,9440 5,8527 5,7575 5,6474 5,5075 5,3251 5,0943 4,8155 4,4908 4,1240 3,7249 3,3129 2,9159 2,5659 2,2968 2,1425 2,1257 2,2384 2,4349 2,6513 2,8373 2,9688 3,0343 3,0178 2,8988 2,6686 2,3392 1,9381 1,5015 1,0667 0,6637 0,3146 0,0383 -0,1529 -0,2627 -0,3161 -0,3509 -0,4015 -0,4821 -0,5853 -0,6957 -0,8070 -0,9238 -1,0492 -1,1695 -1,2517 -1,2639 -1,2043 -1,1099 -1,0365 -1,0309 -1,1074 -1,2407 -1,3796 -1,4828 -1,5463 -1,5966 -1,6614 -1,7483 -1,8500 -1,9567 -2,0556 -2,1226 -2,1367 -2,1001 -2,0330 -1,9550 -1,8821 -1,8302 -1,8074 -1,8049 -1,7978 -1,7565 -1,6610 -1,5066 -1,3062 -1,0904 -0,8922 -0,7305 -0,6081 -0,5184 -0,4580 -0,4402 -0,4891 -0,6155 -0,8060 -1,0289 -1,2426 -1,4141 -1,5375 -1,6291 -1,7119 -1,8117 -1,9607 -2,1862 -2,4818 -2,7946 -3,0487 -3,1852 -3,1874 -3,0810 -2,9064 -2,6966 -2,4805 -2,2869 -2,1402 -2,0601 -2,0581 -2,1301 -2,2561 -2,4117 -2,5823 -2,7708 -2,9949 -3,2698 -3,5913 -3,9351 -4,2676 -4,5555 -4,7702 -4,8917 -4,9199 -4,8812 -4,8133 -4,7388 -4,6511 -4,5325 -4,3808 -4,2081 -4,0244 -3,8386 -3,6678 -3,5365 -3,4627 -3,4427 -3,4485 -3,4440 -3,4021 -3,3101 -3,1688 -2,9969 -2,8310 -2,7110 -2,6571 -2,6646 -2,7174 -2,7938 -2,8624 -2,8883 -2,8489 -2,7464 -2,6099 -2,4866 -2,4212 -2,4448 -2,5738 -2,8022 -3,0911 -3,3741 -3,5836 -3,6816 -3,6722 -3,5940 -3,4960 -3,4103 -3,3425 -3,2852 -3,2355 -3,1943 -3,1546 -3,1116 -3,0827 -3,1003 -3,1847 -3,3356 -3,5407 -3,7811 -4,0308 -4,2607 -4,4469 -4,5739 -4,6294 -4,6017 -4,4869 -4,2939 -4,0328 -3,7044 -3,3051 -2,8398 -2,3314 -1,8209 -1,3525 -0,9520 -0,6213 -0,3504 -0,1225 0,0915 0,3247 0,5882 0,8581 1,0961 1,2779 1,3920 1,4232 1,3565 1,1948 0,9644 0,7116 0,4890 0,3394 0,2905 0,3566 0,5254 0,7452 0,9457 1,0754 1,1129 1,0568 0,9243 0,7506 0,5729 0,4067 0,2470 0,0999 -0,0005 -0,0172 0,0611 0,2171 0,4207 0,6428 0,8566 1,0361 1,1629 1,2286 1,2282 1,1653 1,0636 0,9592 0,8720 0,7962 0,7275 0,6836 0,6855 0,7321 0,8041 0,8800 0,9429 0,9840 0,9987 0,9731 0,8804 0,6955 0,4082 0,0291 -0,4035 -0,8242 -1,1636 -1,3764 -1,4489 -1,3949 -1,2507 -1,0617 -0,8650 -0,6823 -0,5276 -0,4133 -0,3399 -0,2812 -0,1933 -0,0469 0,1480 0,3467 0,5033 0,6038 0,6653 0,7099 0,7450 0,7696 0,7891 0,8153 0,8496 0,8793 0,8950 0,9032 0,9233 0,9818 1,1065 1,3105 1,5828 1,8981 2,2345 2,5691 2,8659 3,0866 3,2095 3,2327 3,1620 3,0023 2,7657 2,4826 2,1949 1,9366 1,7264 1,5723 1,4748 1,4271 1,4144 1,4104 1,3842 1,3173 1,2178 1,1153 1,0421 1,0176 1,0420 1,1008 1,1792 1,2699 1,3664 1,4509 1,4917 1,4589 1,3474 1,1897 1,0456 0,9681 0,9724 1,0331 1,1115 1,1833 1,2363 1,2546 1,2300 1,1818 1,1441 1,1308 1,1255 1,1078 1,0782 1,0492 1,0251 1,0025 0,9808 0,9608 0,9397 0,9145 0,8835 0,8406 0,7750 0,6750 0,5317 0,3450 0,1197 -0,1407 -0,4203 -0,6840 -0,9013 -1,0616 -1,1609 -1,1887 -1,1376 -1,0197 -0,8647 -0,7019 -0,5407 -0,3679 -0,1672 0,0565 0,2715 0,4384 0,5383 0,5880 0,6244 0,6770 0,7591 0,8758 1,0274 1,2099 1,4274 1,6932 2,0057 2,3338 2,6303 2,8555 2,9940 3,0533 3,0475 2,9814 2,8502 2,6609 2,4481 2,2573 2,1091 1,9900 1,8754 1,7532 1,6252 1,4920 1,3394 1,1398 0,8686 0,5180 0,0973 -0,3716 -0,8618 -1,3504 -1,8160 -2,2312 -2,5708 -2,8286 -3,0193 -3,1635 -3,2783 -3,3812 -3,4888
Fz    -1,1869 -1,3834 -1,5454 -1,6713 -1,7522 -1,7771 -1,7538 -1,7073 -1,6583 -1,6113 -1,5594 -1,4947 -1,4081 -1,2748 -1,0500 -0,7028 -0,2600 0,1928 0,5610 0,7958 0,9113 0,9555 0,9729 0,9987 1,0628 1,1825 1,3580 1,5776 1,8204 2,0586 2,2702 2,4483 2,5911 2,6835 2,6957 2,5993 2,3765 2,0203 1,5440 0,9910 0,4176 -0,1321 -0,6279 -1,0426 -1,3612 -1,5969 -1,7882 -1,9819 -2,2219 -2,5356 -2,9167 -3,3250 -3,7064 -4,0143 -4,2184 -4,3048 -4,2722 -4,1302 -3,9025 -3,6343 -3,3902 -3,2345 -3,2072 -3,3072 -3,4899 -3,6913 -3,8699 -4,0297 -4,2042 -4,4240 -4,6932 -4,9856 -5,2552 -5,4570 -5,5627 -5,5659 -5,4830 -5,3466 -5,1836 -4,9992 -4,7817 -4,5155 -4,1894 -3,8062 -3,3888 -2,9808 -2,6332 -2,3854 -2,2560 -2,2454 -2,3341 -2,4799 -2,6275 -2,7303 -2,7661 -2,7358 -2,6570 -2,5560 -2,4540 -2,3513 -2,2254 -2,0449 -1,7876 -1,4483 -1,0359 -0,5740 -0,1025 0,3339 0,7081 1,0172 1,2653 1,4493 1,5629 1,6034 1,5763 1,4941 1,3701 1,2148 1,0399 0,8616 0,6970 0,5652 0,4930 0,5093 0,6279 0,8339 1,0861 1,3312 1,5293 1,6761 1,8001 1,9382 2,1173 2,3500 2,6345 2,9563 3,2933 3,6164 3,8889 4,0715 4,1327 4,0596 3,8693 3,6148 3,3690 3,1917 3,1081 3,1129 3,1842 3,2978 3,4407 3,6131 3,8202 4,0656 4,3523 4,6851 5,0706 5,5087 5,9784 6,4416 6,8718 7,2688 7,6418 7,9926 8,3210 8,6264 8,8964 9,1055 9,2292 9,2557 9,1941 9,0738 8,9383 8,8385 8,8146 8,8709 8,9660 9,0365 9,0354 8,9551 8,8176 8,6481 8,4663 8,2936 8,1477 8,0309 7,9289 7,8157 7,6556 7,4141 7,0757 6,6519 6,1739 5,6778 5,1951 4,7490 4,3534 4,0146 3,7369 3,5331 3,4277 3,4382 3,5523 3,7242 3,8977 4,0323 4,1071 4,1070 4,0131 3,8085 3,4913 3,0790 2,6020 2,1022 1,6313 1,2369 0,9470 0,7648 0,6748 0,6520 0,6670 0,6863 0,6768 0,6146 0,4933 0,3198 0,1028 -0,1512 -0,4288 -0,6978 -0,9111 -1,0316 -1,0563 -1,0154 -0,9512 -0,9035 -0,9014 -0,9587 -1,0743 -1,2406 -1,4478 -1,6797 -1,9121 -2,1194 -2,2850 -2,4050 -2,4830 -2,5228 -2,5307 -2,5163 -2,4883 -2,4524 -2,4152 -2,3866 -2,3742 -2,3742 -2,3703 -2,3415 -2,2757 -2,1717 -2,0378 -1,8925 -1,7539 -1,6242 -1,4894 -1,3350 -1,1676 -1,0240 -0,9486 -0,9589 -1,0370 -1,1484 -1,2598 -1,3480 -1,4009 -1,4139 -1,3961 -1,3827 -1,4272 -1,5632 -1,7730 -1,9954 -2,1624 -2,2301 -2,1932 -2,0802 -1,9300 -1,7786 -1,6626 -1,6159 -1,6600 -1,8044 -2,0484 -2,3726 -2,7354 -3,0828 -3,3697 -3,5815 -3,7405 -3,8878 -4,0545 -4,2467 -4,4517 -4,6513 -4,8285 -4,9681 -5,0658 -5,1345 -5,1907 -5,2326 -5,2376 -5,1805 -5,0533 -4,8638 -4,6247 -4,3548 -4,0845 -3,8544 -3,7000 -3,6309 -3,6247 -3,6417 -3,6432 -3,6000 -3,4999 -3,3529 -3,1917 -3,0606 -2,9965 -3,0166 -3,1132 -3,2530 -3,3845 -3,4583 -3,4492 -3,3655 -3,2447 -3,1401 -3,1016 -3,1646 -3,3449 -3,6291 -3,9650 -4,2724 -4,4783 -4,5503 -4,5044 -4,3896 -4,2587 -4,1407 -4,0353 -3,9311 -3,8256 -3,7253 -3,6340 -3,5602 -3,5318 -3,5860 -3,7434 -3,9974 -4,3208 -4,6733 -5,0084 -5,2810 -5,4550 -5,5133 -5,4601 -5,3119 -5,0904 -4,8164 -4,4960 -4,1090 -3,6204 -3,0075 -2,2872 -1,5164 -0,7660 -0,0932 0,4693 0,9154 1,2702 1,5842 1,9080 2,2601 2,6160 2,9297 3,1593 3,2728 3,2505 3,0978 2,8462 2,5414 2,2328 1,9671 1,7809 1,6997 1,7330 1,8589 2,0184 2,1418 2,1824 2,1268 1,9859 1,7905 1,5834 1,3976 1,2363 1,0801 0,9228 0,7906 0,7209 0,7349 0,8297 0,9883 1,1905 1,4139 1,6312 1,8148 1,9408 1,9916 1,9656 1,8874 1,7988 1,7338 1,7034 1,7042 1,7289 1,7628 1,7829 1,7694 1,7153 1,6252 1,5106 1,3828 1,2432 1,0768 0,8592 0,5705 0,2079 -0,2053 -0,6185 -0,9726 -1,2240 -1,3510 -1,3490 -1,2327 -1,0360 -0,8040 -0,5835 -0,4115 -0,3037 -0,2460 -0,1961 -0,1043 0,0598 0,2850 0,5213 0,7175 0,8599 0,9702 1,0741 1,1809 1,2883 1,4010 1,5340 1,6962 1,8798 2,0694 2,2528 2,4264 2,6017 2,8087 3,0784 3,4199 3,8212 4,2635 4,7195 5,1426 5,4778 5,6843 5,7417 5,6454 5,4045 5,0503 4,6389 4,2330 3,8757 3,5816 3,3489 3,1743 3,0563 2,9890 2,9545 2,9252 2,8820 2,8301 2,7887 2,7683 2,7655 2,7687 2,7648 2,7472 2,7178 2,6783 2,6200 2,5286 2,3996 2,2504 2,1195 2,0551 2,0919 2,2307 2,4378 2,6624 2,8572 2,9844 3,0248 2,9899 2,9163 2,8411 2,7789 2,7187 2,6463 2,5683 2,5064 2,4774 2,4855 2,5264 2,5895 2,6611 2,7282 2,7808 2,8093 2,8009 2,7389 2,6067 2,3964 2,1073 1,7467 1,3416 0,9360 0,5686 0,2621 0,0320 -0,1059 -0,1423 -0,0864 0,0315 0,1717 0,3097 0,4555 0,6381 0,8717 1,1422 1,4200 1,6814 1,9146 2,1088 2,2517 2,3407 2,3899 2,4279 2,4936 2,6255 2,8461 3,1515 3,5094 3,8637 4,1503 4,3216 4,3605 4,2746 4,0813 3,8020 3,4758 3,1642 2,9251 2,7778 2,6979 2,6450 2,5882 2,5149 2,4225 2,3031 2,1367 1,9017 1,5870 1,1922 0,7269 0,2102 -0,3354 -0,8861 -1,4126 -1,8837 -2,2730 -2,5685 -2,7800 -2,9353 -3,0692 -3,2084
F3    -0,5372 -0,6718 -0,7839 -0,8812 -0,9524 -0,9831 -0,9884 -1,0052 -1,0558 -1,1326 -1,2125 -1,2811 -1,3384 -1,3727 -1,3381 -1,1845 -0,9117 -0,5797 -0,2681 -0,0273 0,1396 0,2567 0,3503 0,4447 0,5613 0,7107 0,9008 1,1470 1,4572 1,8075 2,1502 2,4408 2,6473 2,7428 2,7020 2,5140 2,1935 1,7725 1,2928 0,8052 0,3495 -0,0662 -0,4505 -0,7963 -1,0840 -1,3090 -1,4905 -1,6638 -1,8726 -2,1479 -2,4817 -2,8311 -3,1498 -3,4086 -3,5910 -3,6811 -3,6606 -3,5212 -3,2811 -2,9986 -2,7629 -2,6617 -2,7472 -3,0141 -3,3914 -3,7690 -4,0605 -4,2492 -4,3798 -4,5176 -4,7099 -4,9642 -5,2478 -5,5084 -5,6970 -5,7775 -5,7395 -5,6044 -5,4056 -5,1628 -4,8807 -4,5602 -4,2058 -3,8306 -3,4605 -3,1330 -2,8816 -2,7153 -2,6252 -2,6083 -2,6665 -2,7810 -2,9024 -2,9748 -2,9674 -2,8835 -2,7432 -2,5660 -2,3668 -2,1522 -1,9170 -1,6484 -1,3355 -0,9718 -0,5576 -0,1074 0,3456 0,7624 1,1196 1,4130 1,6347 1,7600 1,7619 1,6347 1,4017 1,1041 0,7852 0,4801 0,2136 -0,0023 -0,1681 -0,2855 -0,3404 -0,3047 -0,1609 0,0777 0,3726 0,6792 0,9654 1,2212 1,4585 1,6992 1,9583 2,2350 2,5162 2,7879 3,0459 3,2847 3,4758 3,5675 3,5079 3,2753 2,8972 2,4460 2,0111 1,6612 1,4324 1,3400 1,3812 1,5313 1,7564 2,0316 2,3437 2,6854 3,0514 3,4410 3,8656 4,3421 4,8654 5,3919 5,8681 6,2653 6,5801 6,8199 7,0047 7,1655 7,3279 7,5012 7,6758 7,8249 7,9190 7,9458 7,9202 7,8843 7,8853 7,9412 8,0287 8,1028 8,1260 8,0876 8,0001 7,8827 7,7560 7,6396 7,5390 7,4399 7,3235 7,1762 6,9839 6,7273 6,3938 5,9878 5,5232 5,0092 4,4543 3,8802 3,3254 2,8344 2,4460 2,1887 2,0787 2,1110 2,2512 2,4372 2,6002 2,6957 2,7157 2,6709 2,5697 2,4095 2,1802 1,8724 1,4871 1,0439 0,5811 0,1479 -0,2090 -0,4618 -0,6135 -0,6942 -0,7486 -0,8235 -0,9520 -1,1419 -1,3745 -1,6173 -1,8428 -2,0399 -2,2112 -2,3593 -2,4718 -2,5263 -2,5157 -2,4632 -2,4104 -2,3907 -2,4097 -2,4457 -2,4718 -2,4780 -2,4762 -2,4902 -2,5383 -2,6204 -2,7228 -2,8323 -2,9372 -3,0186 -3,0570 -3,0498 -3,0126 -2,9634 -2,9125 -2,8638 -2,8198 -2,7804 -2,7378 -2,6772 -2,5830 -2,4430 -2,2585 -2,0556 -1,8672 -1,7021 -1,5435 -1,3745 -1,2008 -1,0567 -0,9845 -1,0040 -1,1029 -1,2497 -1,4075 -1,5467 -1,6563 -1,7423 -1,8237 -1,9366 -2,1264 -2,4126 -2,7572 -3,0779 -3,2950 -3,3661 -3,2953 -3,1230 -2,8975 -2,6609 -2,4569 -2,3292 -2,3081 -2,4113 -2,6392 -2,9612 -3,3209 -3,6621 -3,9483 -4,1725 -4,3592 -4,5492 -4,7721 -5,0308 -5,3053 -5,5630 -5,7676 -5,8881 -5,9140 -5,8609 -5,7600 -5,6399 -5,5140 -5,3857 -5,2585 -5,1284 -4,9781 -4,7930 -4,5816 -4,3751 -4,2084 -4,0980 -4,0348 -3,9965 -3,9603 -3,9055 -3,8170 -3,6956 -3,5644 -3,4591 -3,4067 -3,4182 -3,4933 -3,6154 -3,7425 -3,8213 -3,8203 -3,7411 -3,6092 -3,4647 -3,3538 -3,3225 -3,4079 -3,6185 -3,9171 -4,2297 -4,4826 -4,6311 -4,6687 -4,6232 -4,5433 -4,4718 -4,4252 -4,3943 -4,3643 -4,3285 -4,2836 -4,2312 -4,1902 -4,1928 -4,2674 -4,4304 -4,6832 -5,0057 -5,3580 -5,6894 -5,9470 -6,0920 -6,1129 -6,0220 -5,8423 -5,5988 -5,3038 -4,9440 -4,4889 -3,9181 -3,2446 -2,5148 -1,7867 -1,1100 -0,5209 -0,0403 0,3332 0,6250 0,8711 1,0964 1,3025 1,4787 1,6108 1,6754 1,6439 1,5084 1,2906 1,0272 0,7593 0,5343 0,4007 0,3964 0,5409 0,8188 1,1657 1,4889 1,7120 1,7958 1,7323 1,5410 1,2686 0,9690 0,6720 0,3826 0,1142 -0,0936 -0,2003 -0,1911 -0,0818 0,0929 0,2975 0,5089 0,7173 0,9211 1,1137 1,2732 1,3720 1,3948 1,3465 1,2386 1,0804 0,8943 0,7274 0,6242 0,5935 0,6116 0,6446 0,6686 0,6773 0,6702 0,6336 0,5367 0,3492 0,0630 -0,3058 -0,7232 -1,1437 -1,5196 -1,8115 -1,9893 -2,0373 -1,9669 -1,8100 -1,6014 -1,3790 -1,1895 -1,0773 -1,0562 -1,0973 -1,1484 -1,1675 -1,1482 -1,1168 -1,0957 -1,0784 -1,0437 -0,9808 -0,8931 -0,7862 -0,6549 -0,4858 -0,2752 -0,0325 0,2343 0,5201 0,8160 1,1159 1,4272 1,7592 2,1079 2,4633 2,8257 3,1946 3,5415 3,8116 3,9524 3,9347 3,7528 3,4210 2,9755 2,4697 1,9594 1,4910 1,0976 0,7998 0,6058 0,5076 0,4756 0,4602 0,4112 0,3089 0,1775 0,0673 0,0228 0,0636 0,1779 0,3320 0,4922 0,6378 0,7523 0,8116 0,7895 0,6764 0,4920 0,2851 0,1193 0,0427 0,0613 0,1408 0,2318 0,2943 0,3070 0,2665 0,1865 0,1001 0,0482 0,0496 0,0835 0,1146 0,1281 0,1286 0,1210 0,1072 0,0953 0,0972 0,1148 0,1356 0,1397 0,1041 0,0045 -0,1778 -0,4421 -0,7622 -1,1063 -1,4542 -1,7856 -2,0699 -2,2846 -2,4252 -2,4925 -2,4787 -2,3716 -2,1692 -1,8905 -1,5729 -1,2539 -0,9550 -0,6857 -0,4548 -0,2749 -0,1551 -0,0844 -0,0277 0,0509 0,1645 0,3005 0,4351 0,5535 0,6632 0,7950 0,9889 1,2690 1,6211 1,9881 2,2913 2,4662 2,4852 2,3569 2,1078 1,7716 1,4018 1,0746 0,8531 0,7464 0,7112 0,6888 0,6374 0,5394 0,3909 0,1880 -0,0770 -0,4064 -0,7919 -1,2242 -1,6975 -2,2040 -2,7292 -3,2484 -3,7285 -4,1390 -4,4607 -4,6885 -4,8290 -4,8966 -4,9162 -4,9248
F7    0,7458 0,2592 -0,1746 -0,4985 -0,6951 -0,7784 -0,7988 -0,8120 -0,8476 -0,9020 -0,9240 -0,8562 -0,7284 -0,6502 -0,6773 -0,7467 -0,7688 -0,7269 -0,6558 -0,5620 -0,4082 -0,1810 0,0717 0,2910 0,4568 0,5742 0,6505 0,6973 0,7294 0,7688 0,8661 1,0793 1,4004 1,7205 1,8919 1,8331 1,5748 1,2237 0,8899 0,6331 0,4491 0,2971 0,1486 -0,0002 -0,1677 -0,3930 -0,6982 -1,0788 -1,5233 -1,9985 -2,4328 -2,7625 -2,9990 -3,2256 -3,5079 -3,8128 -4,0253 -4,0324 -3,7967 -3,3960 -2,9952 -2,7474 -2,7100 -2,8511 -3,0955 -3,3440 -3,5068 -3,5628 -3,5645 -3,5765 -3,6242 -3,6937 -3,7619 -3,8131 -3,8306 -3,7893 -3,6882 -3,5740 -3,4866 -3,3965 -3,2402 -2,9990 -2,7065 -2,3946 -2,0601 -1,7011 -1,3739 -1,1647 -1,1006 -1,1348 -1,1992 -1,2252 -1,1524 -0,9603 -0,6707 -0,3183 0,0479 0,3451 0,4800 0,4111 0,1830 -0,0990 -0,3181 -0,3830 -0,2507 0,0664 0,5110 1,0098 1,5108 1,9956 2,4370 2,7501 2,8169 2,5637 2,0067 1,2472 0,4440 -0,2137 -0,5674 -0,5881 -0,4044 -0,1980 -0,0801 -0,0592 -0,0891 -0,1219 -0,1250 -0,0770 0,0384 0,2373 0,5260 0,8906 1,2902 1,6644 1,9675 2,1988 2,3892 2,5692 2,7340 2,8132 2,7005 2,3491 1,8227 1,2456 0,7238 0,2960 -0,0474 -0,3043 -0,4527 -0,4786 -0,3736 -0,1267 0,2638 0,7773 1,3673 1,9641 2,4872 2,8828 3,1493 3,3164 3,4223 3,5174 3,6519 3,8608 4,1542 4,5026 4,8415 5,1105 5,2769 5,3287 5,2683 5,1239 4,9622 4,8677 4,8769 4,9524 5,0404 5,1194 5,1906 5,2469 5,2607 5,2056 5,0745 4,8653 4,5765 4,2306 3,8779 3,5723 3,3538 3,2387 3,2096 3,2194 3,2029 3,0888 2,8289 2,4154 1,8663 1,2203 0,5594 0,0010 -0,3585 -0,4768 -0,3688 -0,1256 0,0964 0,1562 -0,0060 -0,3653 -0,8316 -1,2841 -1,6319 -1,8575 -2,0083 -2,1535 -2,3362 -2,5504 -2,7651 -2,9648 -3,1476 -3,3018 -3,4274 -3,5597 -3,7303 -3,9309 -4,1300 -4,3000 -4,4314 -4,5376 -4,6478 -4,7862 -4,9407 -5,0705 -5,1506 -5,1904 -5,2095 -5,2159 -5,2067 -5,1799 -5,1318 -5,0357 -4,8475 -4,5569 -4,2236 -3,9457 -3,8004 -3,8099 -3,9409 -4,1265 -4,2944 -4,3779 -4,3235 -4,1252 -3,8514 -3,6039 -3,4425 -3,3584 -3,3038 -3,2337 -3,1263 -2,9752 -2,7921 -2,6288 -2,5625 -2,6314 -2,7896 -2,9415 -3,0240 -3,0514 -3,0916 -3,2127 -3,4395 -3,7397 -4,0534 -4,3415 -4,6000 -4,8335 -5,0308 -5,1874 -5,3319 -5,4902 -5,6331 -5,6890 -5,6010 -5,3554 -4,9859 -4,5729 -4,2211 -4,0089 -3,9483 -3,9994 -4,1355 -4,3779 -4,7428 -5,1761 -5,5738 -5,8564 -6,0037 -6,0314 -5,9726 -5,8916 -5,8690 -5,9413 -6,0888 -6,2807 -6,4953 -6,7146 -6,9203 -7,0812 -7,1502 -7,0837 -6,8825 -6,6290 -6,4473 -6,3953 -6,4124 -6,3925 -6,2826 -6,0975 -5,8856 -5,6936 -5,5319 -5,3742 -5,1935 -4,9879 -4,7898 -4,6577 -4,6554 -4,8172 -5,1179 -5,4793 -5,8040 -6,0100 -6,0463 -5,8937 -5,5810 -5,1996 -4,8774 -4,7140 -4,7383 -4,9306 -5,2528 -5,6282 -5,9341 -6,0482 -5,8983 -5,4888 -4,9025 -4,2703 -3,7221 -3,3503 -3,1767 -3,1475 -3,1970 -3,3003 -3,4479 -3,6206 -3,8069 -3,9988 -4,1822 -4,3680 -4,6056 -4,9339 -5,3354 -5,7389 -6,0579 -6,2449 -6,3155 -6,3168 -6,2798 -6,2068 -6,0744 -5,8412 -5,4866 -5,0507 -4,6117 -4,2224 -3,8771 -3,5191 -3,0735 -2,5128 -1,9068 -1,3793 -1,0215 -0,8616 -0,8862 -1,0519 -1,2899 -1,5412 -1,7884 -2,0361 -2,2759 -2,4853 -2,6416 -2,7121 -2,6422 -2,3895 -1,9813 -1,5193 -1,1222 -0,8703 -0,7745 -0,7788 -0,8157 -0,8585 -0,9169 -1,0143 -1,1787 -1,4237 -1,7075 -1,9250 -1,9623 -1,7612 -1,3457 -0,8162 -0,3124 0,0529 0,2327 0,2284 0,0712 -0,1816 -0,4691 -0,7480 -0,9738 -1,0991 -1,1167 -1,0728 -1,0154 -0,9604 -0,9199 -0,9187 -0,9656 -1,0344 -1,0774 -1,0540 -0,9639 -0,8737 -0,8874 -1,0536 -1,3215 -1,6155 -1,9202 -2,2640 -2,6467 -3,0038 -3,2466 -3,3185 -3,2009 -2,9005 -2,4788 -2,0631 -1,7669 -1,6049 -1,5197 -1,4547 -1,3783 -1,2930 -1,2402 -1,2525 -1,3104 -1,3652 -1,3843 -1,3724 -1,3601 -1,3595 -1,3372 -1,2549 -1,1210 -0,9740 -0,8340 -0,6908 -0,5330 -0,3762 -0,2548 -0,1811 -0,1196 -0,0187 0,1220 0,2354 0,2463 0,1367 -0,0497 -0,2575 -0,4695 -0,7050 -0,9886 -1,3375 -1,7492 -2,1782 -2,5442 -2,7754 -2,8522 -2,8299 -2,8281 -2,9731 -3,3156 -3,7943 -4,2823 -4,6648 -4,8682 -4,8419 -4,5543 -4,0279 -3,3770 -2,7736 -2,3565 -2,1743 -2,1932 -2,3396 -2,5351 -2,7077 -2,8078 -2,8261 -2,7777 -2,6849 -2,5975 -2,5933 -2,7334 -3,0223 -3,3994 -3,7581 -3,9896 -4,0359 -3,9162 -3,7160 -3,5429 -3,4611 -3,4428 -3,3948 -3,2495 -3,0262 -2,8014 -2,6506 -2,6339 -2,8066 -3,1959 -3,7506 -4,3266 -4,7563 -4,9499 -4,9232 -4,7486 -4,5129 -4,3106 -4,2259 -4,2888 -4,4544 -4,6373 -4,7645 -4,7895 -4,6788 -4,4194 -4,0399 -3,6082 -3,2050 -2,8969 -2,7304 -2,7302 -2,8686 -3,0480 -3,1579 -3,1376 -2,9693 -2,6614 -2,2521 -1,7831 -1,2761 -0,7654 -0,3314 -0,0777 -0,0797 -0,3454 -0,8147 -1,4127 -2,0888 -2,7810 -3,3873 -3,8226 -4,0701 -4,1501 -4,0822 -3,8949 -3,6384 -3,3730 -3,1584 -3,0548 -3,1145 -3,3531 -3,7457 -4,2596 -4,8677 -5,5184 -6,1151 -6,5625 -6,8392 -6,9984 -7,1052 -7,1974 -7,2825 -7,3477 -7,3921
