Fp1   0,8210 0,8201 0,8398 0,9208 1,0688 1,2527 1,4212 1,5191 1,4920 1,2957 0,9280 0,4339 -0,1349 -0,7321 -1,2920 -1,7387 -2,0237 -2,1312 -2,0558 -1,7963 -1,3866 -0,9192 -0,5108 -0,2363 -0,1076 -0,0980 -0,1605 -0,2420 -0,3017 -0,3180 -0,2895 -0,2386 -0,1928 -0,1573 -0,1180 -0,0645 -0,0030 0,0542 0,1120 0,2008 0,3522 0,5588 0,7657 0,8992 0,9059 0,7741 0,5237 0,1790 -0,2322 -0,6573 -1,0203 -1,2579 -1,3532 -1,3278 -1,2110 -1,0289 -0,8112 -0,5861 -0,3646 -0,1508 0,0357 0,1647 0,2213 0,2156 0,1691 0,1010 0,0249 -0,0563 -0,1447 -0,2348 -0,3145 -0,3694 -0,3724 -0,2761 -0,0366 0,3448 0,8045 1,2372 1,5449 1,6760 1,6309 1,4595 1,2579 1,1231 1,0906 1,1361 1,2303 1,3678 1,5487 1,7466 1,9071 1,9818 1,9697 1,9175 1,8627 1,7864 1,6429 1,4078 1,0793 0,6675 0,1927 -0,3080 -0,7585 -1,0523 -1,1218 -0,9811 -0,7035 -0,3871 -0,1302 0,0041 0,0193 -0,0329 -0,1002 -0,1558 -0,1951 -0,2243 -0,2481 -0,2644 -0,2588 -0,2126 -0,1328 -0,0591 -0,0221 -0,0072 0,0406 0,1892 0,4863 0,9366 1,5092 2,1547 2,8138 3,4335 3,9863 4,4687 4,8763 5,1770 5,3140 5,2377 4,9375 4,4579 3,8871 3,3231 2,8427 2,4817 2,2272 2,0505 1,9582 1,9852 2,1354 2,3592 2,5804 2,7285 2,7697 2,7131 2,5835 2,3848 2,0879 1,6545 1,0853 0,4526 -0,1292 -0,5680 -0,8250 -0,9060 -0,8340 -0,6189 -0,2602 0,2010 0,6330 0,8616 0,8092 0,5632 0,2967 0,1513 0,1827 0,3689 0,6372 0,8919 1,0529 1,0975 1,0774 1,0797 1,1604 1,3184 1,5283 1,7830 2,0948 2,4643 2,8575 3,2125 3,4653 3,5730 3,5318 3,3835 3,1865 2,9874 2,8348 2,7826 2,8616 3,0638 3,3518 3,6818 4,0272 4,3759 4,7073 4,9822 5,1504 5,1627 4,9956 4,6891 4,3430 4,0646 3,9221 3,9221 4,0133 4,1276 4,2329 4,3418 4,4733 4,6213 4,7558 4,8440 4,8717 4,8571 4,8460 4,8774 4,9438 4,9938 4,9794 4,8962 4,7893 4,7229 4,7313 4,7888 4,8359 4,8394 4,8149 4,7958 4,7922 4,7868 4,7692 4,7628 4,8086 4,9327 5,1395 5,4114 5,6973 5,9156 5,9930 5,9036 5,6741 5,3672 5,0727 4,8839 4,8427 4,9029 4,9693 4,9718 4,8974 4,7736 4,6430 4,5499 4,5313 4,5946 4,6977 4,7677 4,7486 4,6290 4,4423 4,2444 4,0785 3,9670 3,9258 3,9592 4,0488 4,1537 4,2284 4,2584 4,2719 4,3020 4,3461 4,3697 4,3436 4,2691 4,1795 4,1251 4,1412 4,2283 4,3751 4,5891 4,8898 5,2843 5,7644 6,3138 6,8959 7,4450 7,8845 8,1418 8,1627 7,9551 7,6054 7,2156 6,8416 6,5009 6,1970 5,9259 5,6823 5,4767 5,3443 5,3221 5,4217 5,6340 5,9411 6,3149 6,7143 7,0942 7,4280 7,7144 7,9548 8,1305 8,2042 8,1491 7,9744 7,7233 7,4546 7,2245 7,0750 7,0334 7,1175 7,3327 7,6632 8,0664 8,4799 8,8472 9,1391 9,3467 9,4567 9,4385 9,2538 8,8754 8,3102 7,6238 6,9384 6,3895 6,0812 6,0584 6,2925 6,6909 7,1272 7,4770 7,6540 7,6409 7,4974 7,3202 7,1877 7,1460 7,2253 7,4341 7,7285 8,0165 8,2236 8,3588 8,4965 8,6899 8,9128 9,0916 9,1823 9,1955 9,1561 9,0712 8,9354 8,7493 8,5232 8,2627 7,9690 7,6589 7,3683 7,1333 6,9802 6,9312 6,9976 7,1632 7,3865 7,6285 7,8640 8,0629 8,1794 8,1706 8,0230 7,7657 7,4604 7,1638 6,8823 6,5668 6,1624 5,6639 5,1236 4,6166 4,2052 3,9298 3,8226 3,9113 4,1919 4,6009 5,0293 5,3730 5,5827 5,6743 5,6964 5,6861 5,6425 5,5311 5,3302 5,0737 4,8403 4,7020 4,6845 4,7673 4,9127 5,0920 5,2902 5,4954 5,6935 5,8781 6,0615 6,2711 6,5284 6,8177 7,0782 7,2370 7,2508 7,1315 6,9466 6,7836 6,6977 6,6876 6,7159 6,7507 6,7858 6,8266 6,8725 6,9158 6,9471 6,9587 6,9492 6,9342 6,9479 7,0229 7,1667 7,3586 7,5560 7,7014 7,7533 7,7212 7,6507 7,5717 7,4745 7,3325 7,1311 6,8681 6,5423 6,1563 5,7319 5,3089 4,9272 4,6194 4,4129 4,3152 4,2962 4,3012 4,2885 4,2494 4,1922 4,1262 4,0647 4,0236 4,0123 4,0341 4,0880 4,1579 4,2069 4,1928 4,0924 3,9028 3,6273 3,2793 2,9075 2,5983 2,4432 2,5003 2,7735 3,2066 3,6977 4,1376 4,4528 4,6258 4,6867 4,6802 4,6370 4,5756 4,5186 4,4931 4,5186 4,5971 4,7142 4,8437 4,9500 4,9973 4,9728 4,8965 4,8055 4,7378 4,7234 4,7730 4,8709 4,9870 5,0992 5,1974 5,2756 5,3384 5,3926 5,4205 5,3955 5,3252 5,2413 5,1470 5,0008 4,7516 4,3769 3,8931 3,3445 2,7882 2,2839 1,8919 1,6630 1,6112 1,6954 1,8321 1,9251 1,8976 1,7144 1,3793 0,9187 0,3741 -0,1983 -0,7380 -1,1918 -1,5265 -1,7424 -1,8681 -1,9382 -1,9849 -2,0443 -2,1496 -2,3105 -2,5023 -2,6755 -2,7815 -2,7994 -2,7478 -2,6696 -2,5970 -2,5241 -2,4141 -2,2335 -1,9822 -1,6941 -1,4107 -1,1604 -0,9610 -0,8244 -0,7476 -0,6987 -0,6256 -0,4893 -0,2937 -0,0889 0,0517 0,0720 -0,0322 -0,2189 -0,4407 -0,6706 -0,8906 -1,0682 -1,1522 -1,0932 -0,8730 -0,5157 -0,0728 0,3931 0,8142 1,1245 1,2812 1,2828 1,1643 0,9753 0,7691 0,5939 0,4796
Fz    -0,1470 -0,1441 -0,1102 -0,0167 0,1318 0,2919 0,4059 0,4302 0,3418 0,1310 -0,1909 -0,5854 -1,0037 -1,3941 -1,6955 -1,8502 -1,8297 -1,6380 -1,2949 -0,8259 -0,2800 0,2499 0,6503 0,8445 0,8286 0,6608 0,4304 0,2220 0,0850 0,0266 0,0242 0,0440 0,0674 0,1026 0,1698 0,2766 0,4094 0,5438 0,6632 0,7701 0,8733 0,9594 0,9924 0,9404 0,7934 0,5645 0,2774 -0,0492 -0,3993 -0,7480 -1,0582 -1,2897 -1,4113 -1,4052 -1,2684 -1,0213 -0,7128 -0,4023 -0,1229 0,1303 0,3708 0,5937 0,7809 0,9157 0,9932 1,0258 1,0346 1,0296 1,0088 0,9745 0,9389 0,9196 0,9369 1,0127 1,1641 1,3918 1,6726 1,9614 2,2041 2,3516 2,3763 2,2902 2,1518 2,0351 1,9816 1,9841 2,0095 2,0302 2,0395 2,0379 2,0119 1,9445 1,8419 1,7305 1,6278 1,5275 1,4180 1,2950 1,1430 0,9305 0,6345 0,2613 -0,1409 -0,4899 -0,7137 -0,7844 -0,7126 -0,5337 -0,3035 -0,0765 0,1277 0,3217 0,5120 0,6844 0,8272 0,9487 1,0626 1,1634 1,2286 1,2366 1,1722 1,0322 0,8432 0,6685 0,5870 0,6599 0,9090 1,3172 1,8453 2,4406 3,0404 3,5893 4,0636 4,4722 4,8194 5,0638 5,1267 4,9435 4,5113 3,9130 3,2926 2,7816 2,4358 2,2254 2,0735 1,9224 1,7892 1,7540 1,8782 2,1387 2,4352 2,6493 2,7153 2,6431 2,4671 2,1909 1,7972 1,2897 0,7134 0,1451 -0,3356 -0,6722 -0,8307 -0,8044 -0,6291 -0,3676 -0,0803 0,1736 0,3195 0,2939 0,1044 -0,1566 -0,3663 -0,4349 -0,3321 -0,0754 0,2869 0,6772 1,0006 1,1912 1,2525 1,2413 1,2155 1,2091 1,2390 1,3240 1,4891 1,7365 2,0230 2,2862 2,4848 2,6050 2,6422 2,5973 2,4777 2,3051 2,1300 2,0178 2,0150 2,1349 2,3595 2,6540 2,9880 3,3408 3,6898 3,9992 4,2165 4,2858 4,1889 3,9728 3,7211 3,5039 3,3605 3,3041 3,3197 3,3727 3,4428 3,5422 3,6872 3,8627 4,0234 4,1228 4,1416 4,0956 4,0250 3,9724 3,9543 3,9592 3,9774 4,0207 4,1144 4,2727 4,4694 4,6332 4,6965 4,6566 4,5750 4,5282 4,5701 4,7161 4,9446 5,2125 5,4731 5,6878 5,8327 5,8937 5,8614 5,7341 5,5261 5,2705 5,0086 4,7728 4,5834 4,4537 4,3837 4,3549 4,3417 4,3314 4,3294 4,3464 4,3845 4,4371 4,4964 4,5507 4,5743 4,5324 4,4070 4,2136 3,9907 3,7655 3,5345 3,2977 3,0869 2,9360 2,8520 2,8278 2,8561 2,9272 3,0212 3,1037 3,1331 3,0853 2,9747 2,8550 2,7989 2,8611 3,0512 3,3405 3,6878 4,0579 4,4230 4,7529 5,0121 5,1864 5,3091 5,4356 5,5778 5,6656 5,5917 5,3199 4,9362 4,5708 4,2970 4,1133 3,9800 3,8536 3,7098 3,5686 3,4926 3,5374 3,7082 3,9704 4,2771 4,5794 4,8296 4,9945 5,0800 5,1314 5,1896 5,2558 5,2983 5,2796 5,1771 4,9917 4,7512 4,5095 4,3357 4,2910 4,4088 4,6875 5,0926 5,5664 6,0427 6,4695 6,8195 7,0729 7,1969 7,1482 6,8971 6,4479 5,8487 5,1874 4,5680 4,0780 3,7738 3,6839 3,8047 4,0926 4,4645 4,8174 5,0632 5,1587 5,1162 4,9900 4,8493 4,7593 4,7684 4,8881 5,0804 5,2749 5,4169 5,5049 5,5746 5,6539 5,7372 5,7969 5,8153 5,7959 5,7390 5,6290 5,4530 5,2207 4,9598 4,6960 4,4466 4,2321 4,0812 4,0180 4,0490 4,1621 4,3340 4,5381 4,7455 4,9204 5,0300 5,0557 4,9852 4,8101 4,5386 4,2116 3,8940 3,6357 3,4316 3,2239 2,9456 2,5671 2,1094 1,6273 1,1847 0,8386 0,6356 0,6076 0,7536 1,0213 1,3183 1,5523 1,6742 1,6891 1,6314 1,5340 1,4108 1,2607 1,0942 0,9503 0,8817 0,9232 1,0736 1,2971 1,5449 1,7889 2,0307 2,2757 2,5115 2,7210 2,9034 3,0717 3,2357 3,3879 3,5025 3,5485 3,5095 3,4032 3,2839 3,2153 3,2316 3,3223 3,4521 3,5894 3,7145 3,8127 3,8743 3,8983 3,8915 3,8658 3,8341 3,8146 3,8338 3,9115 4,0414 4,1929 4,3241 4,3934 4,3773 4,2881 4,1596 4,0120 3,8390 3,6295 3,3914 3,1458 2,9032 2,6577 2,4046 2,1554 1,9290 1,7433 1,6140 1,5450 1,5125 1,4760 1,4079 1,3087 1,1924 1,0677 0,9384 0,8098 0,6924 0,6033 0,5616 0,5671 0,5848 0,5609 0,4583 0,2721 0,0161 -0,2855 -0,5905 -0,8412 -0,9855 -0,9956 -0,8714 -0,6407 -0,3605 -0,1017 0,0834 0,1828 0,2166 0,2078 0,1681 0,1080 0,0495 0,0188 0,0286 0,0726 0,1337 0,1916 0,2235 0,2135 0,1692 0,1220 0,1067 0,1509 0,2710 0,4586 0,6745 0,8692 1,0111 1,0921 1,1201 1,1170 1,1058 1,0883 1,0520 0,9989 0,9406 0,8676 0,7441 0,5330 0,2197 -0,1861 -0,6578 -1,1580 -1,6413 -2,0561 -2,3538 -2,5104 -2,5434 -2,5083 -2,4748 -2,4974 -2,6049 -2,8119 -3,1291 -3,5576 -4,0764 -4,6421 -5,2046 -5,7237 -6,1714 -6,5251 -6,7693 -6,9069 -6,9639 -6,9797 -6,9893 -7,0057 -7,0119 -6,9758 -6,8792 -6,7326 -6,5673 -6,4136 -6,2784 -6,1419 -5,9753 -5,7608 -5,5004 -5,2129 -4,9286 -4,6857 -4,5177 -4,4333 -4,4065 -4,3886 -4,3386 -4,2501 -4,1556 -4,1015 -4,1127 -4,1769 -4,2636 -4,3522 -4,4397 -4,5262 -4,5969 -4,6164 -4,5418 -4,3491 -4,0465 -3,6663 -3,2541 -2,8622 -2,5395 -2,3164 -2,1978 -2,1695 -2,2123 -2,3038 -2,4141 -2,5141
F3    -0,4384 -0,4948 -0,5279 -0,4874 -0,3597 -0,1727 0,0233 0,1708 0,2083 0,0862 -0,1974 -0,5907 -1,0294 -1,4524 -1,7901 -1,9828 -2,0064 -1,8658 -1,5706 -1,1325 -0,5926 -0,0468 0,3833 0,6177 0,6554 0,5556 0,3987 0,2532 0,1582 0,1244 0,1374 0,1630 0,1750 0,1807 0,2098 0,2865 0,4085 0,5505 0,6900 0,8314 0,9963 1,1818 1,3436 1,4237 1,3874 1,2400 1,0062 0,6965 0,3135 -0,1181 -0,5385 -0,8702 -1,0563 -1,0758 -0,9305 -0,6416 -0,2614 0,1378 0,4996 0,7990 1,0242 1,1615 1,2042 1,1668 1,0803 0,9808 0,9003 0,8474 0,8070 0,7655 0,7237 0,6946 0,7026 0,7825 0,9631 1,2431 1,5850 1,9255 2,1902 2,3124 2,2553 2,0450 1,7836 1,5972 1,5570 1,6540 1,8324 2,0352 2,2292 2,3916 2,4865 2,4790 2,3718 2,2116 2,0465 1,8879 1,7327 1,5937 1,4700 1,3215 1,0914 0,7481 0,3321 -0,0450 -0,2807 -0,3427 -0,2558 -0,0769 0,1186 0,2684 0,3613 0,4278 0,4930 0,5640 0,6530 0,7777 0,9300 1,0624 1,1294 1,1328 1,0998 1,0411 0,9566 0,8554 0,7636 0,7316 0,8208 1,0670 1,4662 1,9752 2,5165 3,0108 3,4166 3,7427 4,0168 4,2272 4,3085 4,1969 3,8854 3,4342 2,9406 2,4885 2,1177 1,8180 1,5358 1,2294 0,9496 0,8262 0,9496 1,2949 1,7427 2,1428 2,3889 2,4574 2,3763 2,1649 1,8085 1,2811 0,5878 -0,1933 -0,9172 -1,4488 -1,7197 -1,7280 -1,5154 -1,1356 -0,6432 -0,1317 0,2385 0,3151 0,0845 -0,3057 -0,6493 -0,7926 -0,6801 -0,3443 0,1159 0,5521 0,8153 0,8441 0,7195 0,5984 0,5731 0,6167 0,6628 0,7089 0,8246 1,0632 1,4017 1,7661 2,0761 2,2604 2,2746 2,1243 1,8527 1,5184 1,2065 1,0130 0,9961 1,1569 1,4533 1,8305 2,2566 2,7283 3,2364 3,7281 4,1016 4,2382 4,0786 3,6833 3,1906 2,7297 2,3928 2,2280 2,2137 2,2756 2,3562 2,4436 2,5348 2,6164 2,6787 2,7205 2,7475 2,7774 2,8378 2,9453 3,0812 3,1971 3,2515 3,2430 3,2203 3,2587 3,3951 3,5834 3,7354 3,8068 3,8271 3,8584 3,9452 4,0924 4,2765 4,4751 4,6775 4,8738 5,0564 5,2249 5,3636 5,4265 5,3673 5,1786 4,8964 4,5848 4,3188 4,1528 4,0820 4,0420 3,9605 3,8196 3,6676 3,5716 3,5749 3,6929 3,9194 4,2145 4,4891 4,6353 4,5909 4,3693 4,0413 3,6909 3,3691 3,0956 2,8884 2,7608 2,7096 2,7118 2,7288 2,7280 2,7001 2,6421 2,5437 2,4054 2,2565 2,1466 2,1252 2,2282 2,4658 2,8188 3,2549 3,7439 4,2545 4,7455 5,1743 5,5212 5,8035 6,0536 6,2615 6,3339 6,1455 5,6700 5,0388 4,4362 3,9645 3,6313 3,4080 3,2634 3,1716 3,1282 3,1634 3,3124 3,5774 3,9309 4,3343 4,7386 5,0760 5,2747 5,3112 5,2370 5,1303 5,0321 4,9363 4,8209 4,6702 4,4795 4,2632 4,0621 3,9289 3,9081 4,0287 4,3008 4,7061 5,1955 5,7015 6,1661 6,5657 6,9014 7,1601 7,2921 7,2284 6,9104 6,3244 5,5431 4,7237 4,0383 3,6129 3,5093 3,7121 4,1255 4,6047 5,0092 5,2457 5,2900 5,1902 5,0391 4,9202 4,8843 4,9619 5,1583 5,4277 5,6789 5,8388 5,9179 5,9923 6,1184 6,2742 6,3864 6,4108 6,3643 6,2793 6,1643 6,0130 5,8236 5,5976 5,3337 5,0375 4,7371 4,4794 4,3059 4,2355 4,2648 4,3786 4,5560 4,7720 4,9965 5,1979 5,3453 5,4086 5,3620 5,1978 4,9452 4,6681 4,4173 4,1829 3,9038 3,5252 3,0453 2,5168 2,0167 1,6159 1,3659 1,2986 1,4261 1,7218 2,1068 2,4702 2,7186 2,8187 2,8004 2,7208 2,6221 2,5095 2,3638 2,1806 1,9985 1,8832 1,8859 2,0130 2,2253 2,4652 2,6959 2,9133 3,1215 3,3129 3,4784 3,6233 3,7668 3,9265 4,0981 4,2478 4,3314 4,3253 4,2470 4,1501 4,0926 4,1015 4,1633 4,2453 4,3248 4,3945 4,4500 4,4850 4,4951 4,4814 4,4504 4,4123 4,3838 4,3920 4,4597 4,5858 4,7455 4,9007 5,0088 5,0460 5,0258 4,9809 4,9250 4,8440 4,7218 4,5613 4,3739 4,1596 3,9123 3,6399 3,3672 3,1230 2,9359 2,8326 2,8179 2,8569 2,8944 2,8917 2,8431 2,7589 2,6469 2,5147 2,3759 2,2461 2,1402 2,0714 2,0407 2,0266 1,9949 1,9187 1,7875 1,5997 1,3629 1,1104 0,9050 0,8139 0,8779 1,0972 1,4262 1,7777 2,0530 2,1913 2,1950 2,1071 1,9660 1,7852 1,5738 1,3618 1,1925 1,0955 1,0720 1,1062 1,1765 1,2545 1,3106 1,3358 1,3485 1,3761 1,4404 1,5563 1,7245 1,9243 2,1249 2,3051 2,4541 2,5676 2,6546 2,7297 2,7894 2,8186 2,8182 2,7990 2,7513 2,6426 2,4449 2,1522 1,7768 1,3423 0,8830 0,4434 0,0750 -0,1753 -0,2869 -0,2826 -0,2235 -0,1860 -0,2328 -0,3960 -0,6833 -1,0883 -1,5897 -2,1453 -2,6992 -3,1962 -3,5945 -3,8747 -4,0399 -4,1085 -4,1106 -4,0855 -4,0701 -4,0836 -4,1201 -4,1517 -4,1436 -4,0779 -3,9668 -3,8459 -3,7476 -3,6741 -3,5972 -3,4853 -3,3247 -3,1214 -2,8947 -2,6722 -2,4862 -2,3635 -2,3091 -2,2969 -2,2809 -2,2260 -2,1311 -2,0290 -1,9653 -1,9678 -2,0286 -2,1191 -2,2173 -2,3163 -2,4085 -2,4710 -2,4652 -2,3504 -2,1045 -1,7373 -1,2864 -0,8083 -0,3677 -0,0227 0,1913 0,2744 0,2566 0,1747 0,0611 -0,0552 -0,1523
F7    0,2790 0,1739 0,1164 0,1200 0,1887 0,3054 0,4390 0,5753 0,7200 0,8592 0,9370 0,8911 0,6934 0,3544 -0,0776 -0,5206 -0,8953 -1,1512 -1,2548 -1,1872 -0,9726 -0,6826 -0,3894 -0,1220 0,1165 0,3095 0,4324 0,4760 0,4487 0,3777 0,3026 0,2458 0,2034 0,1660 0,1284 0,0832 0,0191 -0,0624 -0,1288 -0,1374 -0,0794 0,0127 0,0977 0,1429 0,1109 -0,0375 -0,3026 -0,6152 -0,8473 -0,8621 -0,6024 -0,1589 0,2812 0,5568 0,6066 0,4617 0,1914 -0,1343 -0,4465 -0,6961 -0,8841 -1,0340 -1,1373 -1,1609 -1,0949 -0,9759 -0,8692 -0,8234 -0,8501 -0,9431 -1,0851 -1,2350 -1,3402 -1,3665 -1,3074 -1,1718 -0,9859 -0,7877 -0,5992 -0,4175 -0,2488 -0,1366 -0,1353 -0,2568 -0,4553 -0,6522 -0,7684 -0,7644 -0,6684 -0,5493 -0,4607 -0,4173 -0,3958 -0,3618 -0,3235 -0,3442 -0,4989 -0,8278 -1,3017 -1,8216 -2,2607 -2,5121 -2,5332 -2,3675 -2,1154 -1,8882 -1,7718 -1,8016 -1,9605 -2,1897 -2,4155 -2,5863 -2,7021 -2,8283 -3,0751 -3,5095 -4,0638 -4,5597 -4,8428 -4,8837 -4,7711 -4,6335 -4,5372 -4,4420 -4,2756 -4,0398 -3,8158 -3,6849 -3,6688 -3,7188 -3,7256 -3,5638 -3,1877 -2,7050 -2,3115 -2,1356 -2,1808 -2,4023 -2,7572 -3,1784 -3,5632 -3,8162 -3,9038 -3,8524 -3,6857 -3,4143 -3,1113 -2,9255 -2,9631 -3,1984 -3,5070 -3,7500 -3,8487 -3,8136 -3,7155 -3,6290 -3,5846 -3,5482 -3,4396 -3,2153 -2,9475 -2,7758 -2,7796 -2,9384 -3,2023 -3,5286 -3,8329 -3,9652 -3,8014 -3,3695 -2,8435 -2,4105 -2,1764 -2,1644 -2,3492 -2,6860 -3,1142 -3,5339 -3,8159 -3,8840 -3,7886 -3,6316 -3,4062 -2,9833 -2,2858 -1,4416 -0,7139 -0,2822 -0,1486 -0,2248 -0,4115 -0,5976 -0,6583 -0,5013 -0,1225 0,3812 0,8507 1,1412 1,1921 1,0369 0,7649 0,4681 0,1905 -0,0826 -0,3812 -0,6929 -0,9275 -0,9497 -0,6960 -0,2568 0,2093 0,6053 0,9009 1,0884 1,1886 1,2460 1,3002 1,3927 1,5682 1,8256 2,0974 2,2963 2,3723 2,3418 2,2741 2,2324 2,2290 2,2400 2,2499 2,2686 2,3047 2,3420 2,3614 2,3653 2,3696 2,3800 2,3732 2,2954 2,0958 1,7812 1,4425 1,2145 1,1979 1,4079 1,7790 2,1981 2,5533 2,7816 2,8683 2,8137 2,6264 2,3379 2,0236 1,7976 1,7545 1,9058 2,1709 2,4198 2,5389 2,4773 2,2380 1,8560 1,3978 0,9595 0,6509 0,5539 0,6758 0,9610 1,3336 1,7101 2,0162 2,2216 2,3428 2,4042 2,4037 2,3204 2,1513 1,9342 1,7361 1,6136 1,5742 1,5815 1,5958 1,6047 1,6303 1,7076 1,8359 1,9583 2,0108 1,9878 1,9411 1,9243 1,9654 2,0811 2,2696 2,5045 2,7883 3,1907 3,7796 4,5045 5,1784 5,6037 5,6978 5,4931 5,0725 4,5255 3,9323 3,3612 2,8718 2,5069 2,2799 2,1759 2,1730 2,2752 2,5269 2,9841 3,6512 4,4316 5,1528 5,6493 5,8288 5,6990 5,3614 4,9610 4,6134 4,3690 4,2267 4,1661 4,1725 4,2445 4,3836 4,5758 4,7787 4,9303 4,9811 4,9121 4,7253 4,4449 4,1344 3,8898 3,7898 3,8302 3,9182 3,9502 3,8822 3,7368 3,5791 3,4828 3,4978 3,6317 3,8480 4,0895 4,3118 4,4969 4,6447 4,7627 4,8569 4,9255 4,9667 4,9897 5,0144 5,0614 5,1546 5,3197 5,5650 5,8710 6,1994 6,5037 6,7437 6,9048 7,0031 7,0687 7,1152 7,1162 7,0278 6,8379 6,5763 6,2814 5,9891 5,7451 5,5933 5,5474 5,6009 5,7583 6,0267 6,3640 6,6633 6,8212 6,8142 6,6945 6,5375 6,4096 6,3420 6,3066 6,2357 6,0718 5,7951 5,4180 4,9717 4,5072 4,1022 3,8434 3,7864 3,9235 4,1847 4,4780 4,7369 4,9323 5,0576 5,1215 5,1363 5,0947 4,9760 4,7832 4,5589 4,3607 4,2266 4,1693 4,1958 4,3091 4,4919 4,7049 4,9060 5,0679 5,1848 5,2685 5,3390 5,4050 5,4512 5,4506 5,3900 5,2814 5,1603 5,0684 5,0247 5,0149 5,0133 5,0062 4,9978 5,0047 5,0406 5,0994 5,1539 5,1776 5,1678 5,1544 5,1817 5,2784 5,4409 5,6394 5,8358 5,9941 6,0886 6,1174 6,1009 6,0578 5,9879 5,8826 5,7438 5,5845 5,4145 5,2354 5,0478 4,8542 4,6517 4,4387 4,2340 4,0680 3,9511 3,8699 3,8109 3,7658 3,7135 3,6279 3,5084 3,3829 3,2774 3,2010 3,1533 3,1227 3,0771 2,9760 2,7940 2,5270 2,1878 1,8128 1,4658 1,2213 1,1361 1,2331 1,4987 1,8846 2,3112 2,6875 2,9464 3,0682 3,0742 2,9994 2,8682 2,6946 2,5037 2,3374 2,2287 2,1786 2,1653 2,1630 2,1508 2,1211 2,0863 2,0650 2,0696 2,1103 2,1909 2,2938 2,3885 2,4630 2,5341 2,6280 2,7676 2,9661 3,1980 3,3910 3,4821 3,4721 3,4058 3,3193 3,2164 3,0817 2,9039 2,6915 2,4709 2,2729 2,1237 2,0467 2,0561 2,1391 2,2523 2,3395 2,3486 2,2484 2,0467 1,7860 1,5050 1,2071 0,8678 0,4700 0,0325 -0,3948 -0,7652 -1,0580 -1,2684 -1,3920 -1,4324 -1,4131 -1,3660 -1,3043 -1,2149 -1,0807 -0,9059 -0,7199 -0,5653 -0,4759 -0,4527 -0,4567 -0,4293 -0,3248 -0,1333 0,1217 0,3976 0,6395 0,7993 0,8613 0,8468 0,7988 0,7619 0,7650 0,8118 0,8757 0,9095 0,8772 0,7763 0,6258 0,4441 0,2499 0,0766 -0,0238 0,0023 0,1802 0,4928 0,8949 1,3328 1,7447 2,0581 2,2054 2,1543 1,9254 1,5831 1,2112 0,8838 0,6409
