Fp1   6,5802 6,0904 5,5360 4,8669 4,0854 3,2445 2,4164 1,6603 1,0027 0,4312 -0,0916 -0,6010 -1,1144 -1,6347 -2,1482 -2,6167 -2,9825 -3,1842 -3,1748 -2,9403 -2,5114 -1,9606 -1,3803 -0,8541 -0,4388 -0,1614 -0,0177 0,0208 -0,0100 -0,0769 -0,1490 -0,2002 -0,2183 -0,2065 -0,1677 -0,0916 0,0313 0,1840 0,3184 0,3756 0,3171 0,1431 -0,1167 -0,4198 -0,7249 -1,0077 -1,2626 -1,4825 -1,6435 -1,7140 -1,6815 -1,5708 -1,4315 -1,3125 -1,2463 -1,2410 -1,2843 -1,3646 -1,4756 -1,5913 -1,6649 -1,6601 -1,5763 -1,4387 -1,2702 -1,0775 -0,8613 -0,6396 -0,4601 -0,3780 -0,4065 -0,4882 -0,5272 -0,4570 -0,2773 -0,0479 0,1506 0,2758 0,3528 0,4419 0,5886 0,8017 1,0576 1,3180 1,5508 1,7446 1,9091 2,0584 2,1868 2,2659 2,2711 2,2015 2,0678 1,8710 1,6058 1,2798 0,9210 0,5738 0,2825 0,0573 -0,1337 -0,3293 -0,5479 -0,7960 -1,0741 -1,3563 -1,5836 -1,6950 -1,6666 -1,5196 -1,2981 -1,0410 -0,7703 -0,5050 -0,2765 -0,1210 -0,0605 -0,0972 -0,2303 -0,4734 -0,8341 -1,2803 -1,7560 -2,2300 -2,7077 -3,2025 -3,7057 -4,1763 -4,5608 -4,8357 -5,0260 -5,1675 -5,2569 -5,2586 -5,1440 -4,9004 -4,5129 -3,9627 -3,2425 -2,3657 -1,3605 -0,2590 0,9086 2,1114 3,3188 4,5089 5,6708 6,7974 7,8856 8,9360 9,9414 10,8804 11,7266 12,4569 13,0587 13,5433 13,9509 14,3326 14,7293 15,1564 15,5868 15,9546 16,1873 16,2305 16,0519 15,6512 15,0758 14,4151 13,7615 13,1653 12,6185 12,0782 11,5051 10,8825 10,2251 9,5786 8,9878 8,4566 7,9488 7,4255 6,8761 6,3228 5,8022 5,3466 4,9773 4,7110 4,5620 4,5254 4,5568 4,5873 4,5578 4,4276 4,1654 3,7592 3,2259 2,5989 1,9133 1,2034 0,5105 -0,1119 -0,6191 -1,0134 -1,3424 -1,6499 -1,9413 -2,1928 -2,3731 -2,4575 -2,4422 -2,3580 -2,2538 -2,1607 -2,0783 -1,9957 -1,9149 -1,8472 -1,7886 -1,7103 -1,5786 -1,3782 -1,1135 -0,7999 -0,4512 -0,0721 0,3323 0,7426 1,1265 1,4457 1,6630 1,7676 1,7979 1,8289 1,9292 2,1225 2,3747 2,6133 2,7575 2,7458 2,5645 2,2573 1,8962 1,5278 1,1435 0,7062 0,2092 -0,3067 -0,7914 -1,2203 -1,6080 -2,0102 -2,4904 -3,0614 -3,6628 -4,2024 -4,6136 -4,8695 -4,9625 -4,8916 -4,6694 -4,3427 -4,0036 -3,7598 -3,6826 -3,7797 -3,9969 -4,2353 -4,3903 -4,3965 -4,2484 -3,9874 -3,6660 -3,3088 -2,8940 -2,3788 -1,7494 -1,0438 -0,3226 0,3722 1,0230 1,6198 2,1560 2,6322 3,0579 3,4499 3,8134 4,1242 4,3447 4,4540 4,4582 4,3799 4,2450 4,0759 3,8950 3,7275 3,6042 3,5564 3,5994 3,7038 3,7823 3,7230 3,4569 2,9997 2,4396 1,8858 1,4173 1,0790 0,9074 0,9315 1,1411 1,4704 1,8161 2,0713 2,1577 2,0397 1,7184 1,2282 0,6421 0,0646 -0,3962 -0,6717 -0,7697 -0,7656 -0,7405 -0,7299 -0,7325 -0,7476 -0,7923 -0,8907 -1,0540 -1,2789 -1,5587 -1,8870 -2,2510 -2,6287 -2,9837 -3,2588 -3,3893 -3,3364 -3,1029 -2,7234 -2,2685 -1,8454 -1,5540 -1,4285 -1,4317 -1,4966 -1,5659 -1,6025 -1,5876 -1,5320 -1,4819 -1,4846 -1,5483 -1,6474 -1,7413 -1,7748 -1,6921 -1,4762 -1,1617 -0,8000 -0,4174 -0,0166 0,3876 0,7541 1,0475 1,2685 1,4440 1,6029 1,7656 1,9387 2,0974 2,1828 2,1439 1,9917 1,8029 1,6662 1,6178 1,6260 1,6314 1,5906 1,4862 1,3114 1,0558 0,7138 0,2954 -0,1832 -0,7045 -1,2298 -1,7003 -2,0702 -2,3281 -2,4913 -2,5994 -2,7106 -2,8830 -3,1418 -3,4672 -3,8173 -4,1459 -4,4072 -4,5741 -4,6628 -4,7312 -4,8427 -5,0304 -5,2860 -5,5656 -5,8130 -5,9948 -6,1151 -6,1916 -6,2305 -6,2269 -6,1743 -6,0693 -5,9107 -5,6987 -5,4376 -5,1416 -4,8352 -4,5494 -4,3207 -4,1827 -4,1392 -4,1452 -4,1253 -4,0186 -3,8093 -3,5264 -3,2227 -2,9514 -2,7522 -2,6467 -2,6432 -2,7422 -2,9229 -3,1317 -3,2965 -3,3464 -3,2337 -2,9635 -2,6033 -2,2474 -1,9697 -1,8015 -1,7340 -1,7320 -1,7421 -1,6964 -1,5335 -1,2379 -0,8552 -0,4583 -0,0963 0,2315 0,5565 0,8950 1,2241 1,4932 1,6547 1,6905 1,6128 1,4442 1,2134 0,9690 0,7697 0,6470 0,5819 0,5201 0,4113 0,2414 0,0281 -0,2096 -0,4644 -0,7202 -0,9420 -1,0988 -1,1825 -1,1931 -1,1227 -0,9654 -0,7369 -0,4849 -0,2863 -0,2294 -0,3839 -0,7625 -1,2977 -1,8653 -2,3369 -2,6363 -2,7788 -2,8599 -2,9915 -3,2482 -3,6566 -4,1995 -4,8192 -5,4317 -5,9523 -6,3139 -6,4863 -6,4955 -6,4115 -6,3015 -6,1935 -6,0822 -5,9485 -5,7627 -5,4756 -5,0328 -4,4171 -3,6821 -2,9300 -2,2484 -1,6619 -1,1279 -0,5736 0,0543 0,7584 1,4976 2,2183 2,8773 3,4441 3,9042 4,2659 4,5578 4,8172 5,0737 5,3373 5,5952 5,8130 5,9444 5,9469 5,7904 5,4700 5,0258 4,5340 4,0618 3,6391 3,2628 2,9104 2,5475 2,1277 1,6044 0,9674 0,2706 -0,3879 -0,9247 -1,3195 -1,6022 -1,8148 -2,0098 -2,2639 -2,6571 -3,2284 -3,9542 -4,7647 -5,5748 -6,3042 -6,8915 -7,3101 -7,5684 -7,6997 -7,7514 -7,7754 -7,8149 -7,8897 -7,9895 -8,0777 -8,1094 -8,0537 -7,9069 -7,6884 -7,4295 -7,1603 -6,8912 -6,6042 -6,2774 -5,9253 -5,5991 -5,3336 -5,1056 -4,8641 -4,5927 -4,3185 -4,0700 -3,8539 -3,6677 -3,5110 -3,3807 -3,2726 -3,1912 -3,1417 -3,1078 -3,0468 -2,9143 -2,6852 -2,3488 -1,9004
Fz    7,5371 6,9086 6,2375 5,5047 4,7066 3,8586 2,9852 2,1119 1,2631 0,4562 -0,3036 -1,0189 -1,6929 -2,3220 -2,8825 -3,3251 -3,5958 -3,6606 -3,5140 -3,1797 -2,7110 -2,1827 -1,6710 -1,2295 -0,8757 -0,5934 -0,3475 -0,1087 0,1241 0,3268 0,4759 0,5663 0,6046 0,5911 0,5205 0,4017 0,2626 0,1289 0,0051 -0,1239 -0,2762 -0,4586 -0,6620 -0,8618 -1,0313 -1,1640 -1,2777 -1,3912 -1,5058 -1,6103 -1,6996 -1,7820 -1,8731 -1,9918 -2,1536 -2,3531 -2,5603 -2,7443 -2,8839 -2,9521 -2,9183 -2,7737 -2,5410 -2,2548 -1,9379 -1,5928 -1,2095 -0,7823 -0,3281 0,1101 0,4865 0,7885 1,0477 1,3113 1,6048 1,9136 2,1963 2,4255 2,6119 2,7875 2,9754 3,1734 3,3602 3,5147 3,6291 3,7062 3,7571 3,8042 3,8689 3,9508 4,0279 4,0756 4,0712 3,9884 3,8095 3,5457 3,2303 2,8971 2,5639 2,2168 1,8143 1,3204 0,7348 0,0921 -0,5474 -1,1038 -1,4976 -1,6856 -1,6772 -1,5199 -1,2760 -1,0046 -0,7479 -0,5262 -0,3455 -0,2061 -0,1087 -0,0622 -0,0869 -0,2051 -0,4210 -0,7153 -1,0650 -1,4654 -1,9253 -2,4420 -2,9820 -3,4854 -3,8955 -4,1948 -4,4092 -4,5704 -4,6786 -4,7065 -4,6277 -4,4283 -4,0983 -3,6250 -2,9980 -2,2205 -1,3119 -0,2996 0,7886 1,9272 3,0944 4,2777 5,4737 6,6815 7,8943 9,1005 10,2805 11,3968 12,3983 13,2446 13,9246 14,4649 14,9227 15,3616 15,8230 16,3105 16,7826 17,1634 17,3781 17,3869 17,1904 16,8171 16,3120 15,7299 15,1233 14,5223 13,9207 13,2886 12,6035 11,8742 11,1492 10,5040 9,9967 9,6277 9,3435 9,0739 8,7689 8,4173 8,0383 7,6596 7,3032 6,9890 6,7404 6,5713 6,4661 6,3861 6,2884 6,1309 5,8768 5,5110 5,0470 4,5159 3,9567 3,4053 2,8807 2,3865 1,9244 1,4996 1,1127 0,7577 0,4316 0,1423 -0,0887 -0,2352 -0,2899 -0,2795 -0,2480 -0,2275 -0,2237 -0,2196 -0,1915 -0,1236 -0,0082 0,1633 0,3937 0,6722 0,9779 1,2850 1,5657 1,8051 2,0133 2,2154 2,4329 2,6675 2,8951 3,0811 3,2097 3,2913 3,3448 3,3770 3,3781 3,3332 3,2318 3,0716 2,8637 2,6287 2,3757 2,0898 1,7427 1,3161 0,8185 0,2783 -0,2780 -0,8307 -1,3598 -1,8546 -2,3167 -2,7411 -3,1113 -3,4136 -3,6421 -3,7862 -3,8318 -3,7758 -3,6337 -3,4368 -3,2329 -3,0762 -3,0043 -3,0196 -3,0843 -3,1264 -3,0696 -2,8668 -2,5120 -2,0347 -1,4873 -0,9229 -0,3729 0,1580 0,6753 1,1763 1,6563 2,1239 2,5956 3,0771 3,5485 3,9683 4,3005 4,5398 4,7061 4,8238 4,9109 4,9742 5,0063 4,9908 4,9097 4,7507 4,5175 4,2356 3,9454 3,6870 3,4867 3,3473 3,2375 3,1052 2,9181 2,6853 2,4391 2,2078 2,0110 1,8757 1,8421 1,9381 2,1453 2,3973 2,6129 2,7332 2,7355 2,6213 2,4050 2,1209 1,8269 1,5846 1,4337 1,3738 1,3615 1,3359 1,2661 1,1716 1,0919 1,0438 1,0052 0,9337 0,7945 0,5669 0,2393 -0,1828 -0,6693 -1,1750 -1,6525 -2,0535 -2,3304 -2,4509 -2,4065 -2,2076 -1,8876 -1,5088 -1,1404 -0,8247 -0,5697 -0,3650 -0,1955 -0,0473 0,0888 0,2112 0,3029 0,3452 0,3401 0,3109 0,2942 0,3411 0,5038 0,7989 1,1969 1,6506 2,1211 2,5785 2,9944 3,3465 3,6324 3,8665 4,0609 4,2188 4,3398 4,4159 4,4195 4,3116 4,0814 3,7753 3,4798 3,2736 3,1871 3,1989 3,2565 3,2953 3,2510 3,0761 2,7514 2,2863 1,7143 1,0797 0,4307 -0,1711 -0,6567 -0,9798 -1,1394 -1,1793 -1,1732 -1,2037 -1,3359 -1,5938 -1,9564 -2,3741 -2,7866 -3,1371 -3,3930 -3,5583 -3,6674 -3,7606 -3,8594 -3,9576 -4,0309 -4,0552 -4,0265 -3,9616 -3,8794 -3,7891 -3,6996 -3,6195 -3,5462 -3,4627 -3,3511 -3,2055 -3,0362 -2,8645 -2,7131 -2,6050 -2,5590 -2,5724 -2,6095 -2,6193 -2,5651 -2,4347 -2,2344 -1,9827 -1,7105 -1,4583 -1,2637 -1,1566 -1,1605 -1,2733 -1,4456 -1,5955 -1,6458 -1,5534 -1,3269 -1,0211 -0,7065 -0,4363 -0,2279 -0,0595 0,1143 0,3370 0,6312 0,9923 1,3916 1,7859 2,1350 2,4218 2,6632 2,8964 3,1491 3,4211 3,6821 3,8819 3,9746 3,9429 3,7982 3,5673 3,2852 2,9860 2,6946 2,4239 2,1726 1,9261 1,6686 1,3929 1,0964 0,7809 0,4662 0,1898 -0,0174 -0,1498 -0,2171 -0,2262 -0,1783 -0,0779 0,0479 0,1415 0,1325 -0,0288 -0,3434 -0,7615 -1,2129 -1,6369 -1,9970 -2,2945 -2,5652 -2,8482 -3,1670 -3,5351 -3,9514 -4,3854 -4,7887 -5,1245 -5,3818 -5,5667 -5,6923 -5,7708 -5,8066 -5,7931 -5,7173 -5,5622 -5,3046 -4,9187 -4,3925 -3,7446 -3,0258 -2,2975 -1,6049 -0,9576 -0,3272 0,3318 1,0492 1,8230 2,6274 3,4251 4,1750 4,8439 5,4248 5,9370 6,4059 6,8446 7,2480 7,5945 7,8508 7,9830 7,9715 7,8201 7,5477 7,1807 6,7569 6,3207 5,9004 5,4919 5,0703 4,6096 4,0913 3,5022 2,8376 2,1122 1,3635 0,6409 -0,0117 -0,5714 -1,0387 -1,4325 -1,7901 -2,1611 -2,5855 -3,0761 -3,6174 -4,1775 -4,7241 -5,2344 -5,6987 -6,1184 -6,4971 -6,8337 -7,1304 -7,4023 -7,6727 -7,9550 -8,2360 -8,4713 -8,6039 -8,6026 -8,4850 -8,2964 -8,0738 -7,8295 -7,5538 -7,2265 -6,8361 -6,3959 -5,9412 -5,5071 -5,1157 -4,7878 -4,5490 -4,4078 -4,3343 -4,2805 -4,2134 -4,1213 -3,9949 -3,8213 -3,5981 -3,3399 -3,0619 -2,7643 -2,4374 -2,0764 -1,6795 -1,2465
F3    7,8070 7,2681 6,6778 5,9880 5,1944 4,3380 3,4745 2,6477 1,8782 1,1612 0,4758 -0,1943 -0,8459 -1,4617 -2,0162 -2,4735 -2,7916 -2,9392 -2,9064 -2,7001 -2,3427 -1,8755 -1,3493 -0,8093 -0,2976 0,1378 0,4536 0,6261 0,6502 0,5354 0,3081 0,0113 -0,3029 -0,5863 -0,8010 -0,9185 -0,9291 -0,8591 -0,7750 -0,7582 -0,8609 -1,0826 -1,3817 -1,6985 -1,9751 -2,1779 -2,3082 -2,3849 -2,4201 -2,4100 -2,3510 -2,2606 -2,1782 -2,1429 -2,1726 -2,2558 -2,3637 -2,4749 -2,5812 -2,6672 -2,7063 -2,6801 -2,5929 -2,4654 -2,3143 -2,1379 -1,9237 -1,6782 -1,4475 -1,2961 -1,2517 -1,2714 -1,2702 -1,1831 -1,0029 -0,7814 -0,5963 -0,4902 -0,4343 -0,3587 -0,2115 0,0126 0,2824 0,5532 0,7895 0,9788 1,1337 1,2779 1,4195 1,5415 1,6256 1,6751 1,6974 1,6713 1,5500 1,3011 0,9333 0,4917 0,0348 -0,3965 -0,7955 -1,1761 -1,5486 -1,9131 -2,2585 -2,5525 -2,7391 -2,7669 -2,6275 -2,3654 -2,0502 -1,7396 -1,4609 -1,2205 -1,0255 -0,8950 -0,8503 -0,8996 -1,0443 -1,2964 -1,6688 -2,1458 -2,6808 -3,2263 -3,7513 -4,2339 -4,6547 -4,9962 -5,2507 -5,4321 -5,5776 -5,7189 -5,8491 -5,9275 -5,9096 -5,7577 -5,4350 -4,9124 -4,1866 -3,2805 -2,2255 -1,0464 0,2336 1,5797 2,9442 4,2841 5,5729 6,7991 7,9634 9,0703 10,1095 11,0509 11,8646 12,5375 13,0746 13,5024 13,8713 14,2342 14,6209 15,0278 15,4188 15,7351 15,9153 15,9132 15,7042 15,2925 14,7201 14,0574 13,3740 12,7140 12,0888 11,4865 10,8927 10,3038 9,7328 9,2084 8,7498 8,3344 7,9018 7,4005 6,8350 6,2695 5,7823 5,4174 5,1728 5,0202 4,9268 4,8603 4,7883 4,6864 4,5424 4,3464 4,0833 3,7408 3,3133 2,7949 2,1796 1,4707 0,6956 -0,0871 -0,8066 -1,4205 -1,9334 -2,3718 -2,7469 -3,0454 -3,2460 -3,3366 -3,3252 -3,2393 -3,1098 -2,9539 -2,7769 -2,5869 -2,4043 -2,2558 -2,1497 -2,0607 -1,9443 -1,7626 -1,5062 -1,1965 -0,8644 -0,5221 -0,1654 0,2029 0,5626 0,8762 1,0981 1,1987 1,1895 1,1265 1,0867 1,1275 1,2561 1,4323 1,5938 1,6784 1,6445 1,4909 1,2503 0,9517 0,5896 0,1444 -0,3684 -0,8910 -1,3690 -1,7818 -2,1435 -2,5016 -2,9164 -3,4100 -3,9355 -4,4067 -4,7561 -4,9589 -5,0162 -4,9432 -4,7708 -4,5505 -4,3526 -4,2441 -4,2559 -4,3722 -4,5385 -4,6781 -4,7192 -4,6232 -4,3910 -4,0522 -3,6510 -3,2240 -2,7756 -2,2804 -1,7225 -1,1242 -0,5247 0,0555 0,6190 1,1727 1,7144 2,2303 2,7041 3,1261 3,4800 3,7304 3,8400 3,8015 3,6480 3,4350 3,2136 3,0129 2,8378 2,6856 2,5696 2,5203 2,5563 2,6534 2,7392 2,7252 2,5578 2,2488 1,8670 1,4980 1,2053 1,0230 0,9702 1,0539 1,2519 1,5080 1,7495 1,9112 1,9473 1,8343 1,5674 1,1648 0,6767 0,1845 -0,2185 -0,4671 -0,5642 -0,5770 -0,5839 -0,6244 -0,6949 -0,7773 -0,8697 -0,9894 -1,1509 -1,3524 -1,5878 -1,8556 -2,1494 -2,4457 -2,7040 -2,8751 -2,9201 -2,8295 -2,6213 -2,3285 -2,0084 -1,7441 -1,5996 -1,5736 -1,6172 -1,6816 -1,7376 -1,7680 -1,7648 -1,7411 -1,7379 -1,7988 -1,9335 -2,1108 -2,2709 -2,3361 -2,2375 -1,9549 -1,5260 -1,0137 -0,4690 0,0699 0,5598 0,9556 1,2350 1,4143 1,5418 1,6764 1,8604 2,0992 2,3500 2,5330 2,5819 2,4961 2,3428 2,2069 2,1317 2,0953 2,0382 1,9078 1,6826 1,3724 1,0010 0,5922 0,1647 -0,2711 -0,7089 -1,1255 -1,4786 -1,7375 -1,9032 -1,9983 -2,0576 -2,1303 -2,2690 -2,5046 -2,8359 -3,2379 -3,6606 -4,0372 -4,3169 -4,4974 -4,6235 -4,7559 -4,9327 -5,1505 -5,3719 -5,5539 -5,6767 -5,7489 -5,7873 -5,7972 -5,7717 -5,6977 -5,5641 -5,3713 -5,1355 -4,8873 -4,6628 -4,4895 -4,3797 -4,3336 -4,3379 -4,3544 -4,3206 -4,1779 -3,9046 -3,5283 -3,1185 -2,7608 -2,5211 -2,4227 -2,4485 -2,5689 -2,7678 -3,0293 -3,3092 -3,5346 -3,6245 -3,5213 -3,2246 -2,7968 -2,3244 -1,8741 -1,4765 -1,1367 -0,8509 -0,6077 -0,3779 -0,1191 0,1919 0,5348 0,8650 1,1544 1,4134 1,6751 1,9559 2,2336 2,4602 2,5923 2,6152 2,5352 2,3581 2,0907 1,7640 1,4373 1,1678 0,9776 0,8457 0,7276 0,5899 0,4277 0,2499 0,0608 -0,1316 -0,3003 -0,4116 -0,4505 -0,4219 -0,3354 -0,1973 -0,0176 0,1775 0,3375 0,3951 0,2879 -0,0125 -0,4789 -1,0351 -1,5868 -2,0610 -2,4387 -2,7549 -3,0630 -3,3977 -3,7702 -4,1787 -4,6068 -5,0203 -5,3752 -5,6318 -5,7740 -5,8239 -5,8296 -5,8281 -5,8223 -5,7916 -5,7119 -5,5583 -5,2965 -4,8863 -4,3101 -3,6029 -2,8444 -2,1147 -1,4545 -0,8529 -0,2620 0,3714 1,0718 1,8233 2,5854 3,3111 3,9575 4,4974 4,9315 5,2855 5,5932 5,8779 6,1445 6,3852 6,5821 6,7084 6,7332 6,6294 6,3884 6,0396 5,6432 5,2516 4,8889 4,5600 4,2584 3,9624 3,6283 3,2011 2,6490 1,9938 1,3082 0,6752 0,1412 -0,2945 -0,6602 -1,0067 -1,4093 -1,9405 -2,6258 -3,4303 -4,2892 -5,1391 -5,9230 -6,5953 -7,1375 -7,5573 -7,8696 -8,0901 -8,2439 -8,3690 -8,5021 -8,6559 -8,8040 -8,8949 -8,8876 -8,7733 -8,5696 -8,3050 -8,0103 -7,7049 -7,3868 -7,0438 -6,6818 -6,3374 -6,0496 -5,8195 -5,6153 -5,4145 -5,2189 -5,0322 -4,8460 -4,6458 -4,4223 -4,1805 -3,9408 -3,7300 -3,5623 -3,4209 -3,2593 -3,0275 -2,7024 -2,2905 -1,8129
F7    5,6397 5,1906 4,7409 4,2923 3,8410 3,3768 2,8834 2,3498 1,7810 1,1951 0,6138 0,0584 -0,4496 -0,8900 -1,2471 -1,5093 -1,6663 -1,7200 -1,6963 -1,6336 -1,5628 -1,5030 -1,4593 -1,4150 -1,3427 -1,2255 -1,0668 -0,8918 -0,7386 -0,6382 -0,6002 -0,6109 -0,6422 -0,6638 -0,6579 -0,6271 -0,5891 -0,5597 -0,5449 -0,5458 -0,5596 -0,5749 -0,5787 -0,5721 -0,5745 -0,6117 -0,7010 -0,8436 -1,0248 -1,2242 -1,4261 -1,6209 -1,8013 -1,9579 -2,0792 -2,1601 -2,2086 -2,2362 -2,2392 -2,1960 -2,0861 -1,9083 -1,6861 -1,4581 -1,2568 -1,0888 -0,9294 -0,7385 -0,4927 -0,2081 0,0726 0,3136 0,5034 0,6414 0,7220 0,7339 0,6699 0,5393 0,3787 0,2426 0,1737 0,1823 0,2547 0,3745 0,5362 0,7358 0,9636 1,2162 1,4996 1,8078 2,1120 2,3750 2,5618 2,6464 2,6253 2,5197 2,3550 2,1447 1,8968 1,6206 1,3182 0,9763 0,5734 0,0998 -0,4278 -0,9706 -1,4804 -1,9118 -2,2399 -2,4712 -2,6371 -2,7785 -2,9292 -3,1008 -3,2766 -3,4247 -3,5185 -3,5470 -3,5172 -3,4542 -3,3893 -3,3454 -3,3365 -3,3758 -3,4709 -3,6101 -3,7649 -3,9118 -4,0444 -4,1662 -4,2728 -4,3445 -4,3557 -4,2906 -4,1442 -3,9084 -3,5647 -3,0958 -2,5057 -1,8250 -1,0933 -0,3352 0,4467 1,2571 2,0953 2,9555 3,8316 4,7130 5,5821 6,4239 7,2329 8,0051 8,7296 9,3931 9,9911 10,5360 11,0529 11,5644 12,0678 12,5227 12,8627 13,0317 13,0199 12,8694 12,6423 12,3845 12,1177 11,8487 11,5755 11,2920 10,9918 10,6633 10,2896 9,8610 9,3893 8,9060 8,4417 8,0093 7,6064 7,2292 6,8801 6,5581 6,2454 5,9132 5,5478 5,1583 4,7556 4,3422 3,9294 3,5471 3,2221 2,9533 2,7158 2,4748 2,1927 1,8429 1,4283 0,9740 0,5000 0,0136 -0,4696 -0,9151 -1,2973 -1,6227 -1,9096 -2,1553 -2,3377 -2,4429 -2,4795 -2,4747 -2,4631 -2,4768 -2,5327 -2,6193 -2,7014 -2,7384 -2,6985 -2,5682 -2,3567 -2,0872 -1,7874 -1,4862 -1,2059 -0,9517 -0,7142 -0,4775 -0,2244 0,0508 0,3331 0,6019 0,8451 1,0557 1,2257 1,3411 1,3808 1,3308 1,2043 1,0399 0,8753 0,7250 0,5792 0,4122 0,1907 -0,1101 -0,4896 -0,9226 -1,3765 -1,8230 -2,2386 -2,6067 -2,9165 -3,1602 -3,3347 -3,4516 -3,5421 -3,6426 -3,7731 -3,9283 -4,0830 -4,2084 -4,2998 -4,3839 -4,4881 -4,6086 -4,7095 -4,7453 -4,6870 -4,5353 -4,3056 -4,0107 -3,6648 -3,2972 -2,9462 -2,6330 -2,3473 -2,0556 -1,7149 -1,2930 -0,7921 -0,2568 0,2403 0,6293 0,8838 1,0366 1,1506 1,2721 1,4136 1,5714 1,7376 1,8917 2,0029 2,0450 2,0002 1,8585 1,6286 1,3440 1,0518 0,7904 0,5763 0,4088 0,2836 0,1932 0,1218 0,0505 -0,0304 -0,1187 -0,2027 -0,2652 -0,2873 -0,2569 -0,1791 -0,0832 -0,0189 -0,0315 -0,1340 -0,3017 -0,4952 -0,6881 -0,8751 -1,0585 -1,2360 -1,4010 -1,5483 -1,6725 -1,7682 -1,8381 -1,8997 -1,9761 -2,0732 -2,1739 -2,2609 -2,3310 -2,3895 -2,4480 -2,5271 -2,6468 -2,8112 -2,9998 -3,1706 -3,2756 -3,2877 -3,2145 -3,0829 -2,9186 -2,7461 -2,5907 -2,4678 -2,3810 -2,3286 -2,3044 -2,2999 -2,3106 -2,3323 -2,3514 -2,3434 -2,2814 -2,1512 -1,9591 -1,7250 -1,4695 -1,2072 -0,9470 -0,6922 -0,4389 -0,1833 0,0699 0,3173 0,5685 0,8386 1,1288 1,4166 1,6665 1,8589 2,0013 2,1120 2,2135 2,3316 2,4717 2,5941 2,6220 2,4867 2,1743 1,7321 1,2310 0,7305 0,2705 -0,1209 -0,4273 -0,6538 -0,8297 -0,9871 -1,1370 -1,2751 -1,4082 -1,5689 -1,7964 -2,1041 -2,4619 -2,8104 -3,0999 -3,3207 -3,4968 -3,6563 -3,8068 -3,9318 -4,0118 -4,0430 -4,0367 -4,0071 -3,9603 -3,8960 -3,8194 -3,7451 -3,6843 -3,6303 -3,5642 -3,4755 -3,3741 -3,2785 -3,1963 -3,1180 -3,0255 -2,9034 -2,7459 -2,5612 -2,3653 -2,1692 -1,9753 -1,7853 -1,6076 -1,4556 -1,3407 -1,2717 -1,2604 -1,3131 -1,4123 -1,5231 -1,6172 -1,6789 -1,6986 -1,6770 -1,6251 -1,5490 -1,4397 -1,2827 -1,0755 -0,8331 -0,5792 -0,3319 -0,0961 0,1274 0,3267 0,4837 0,5864 0,6329 0,6376 0,6387 0,6863 0,8140 1,0220 1,2804 1,5449 1,7750 1,9443 2,0331 2,0226 1,9102 1,7234 1,5051 1,2866 1,0778 0,8736 0,6636 0,4408 0,2067 -0,0291 -0,2546 -0,4639 -0,6621 -0,8592 -1,0591 -1,2535 -1,4300 -1,5887 -1,7451 -1,9132 -2,0946 -2,2859 -2,4848 -2,6876 -2,8889 -3,0867 -3,2891 -3,5149 -3,7807 -4,0787 -4,3729 -4,6163 -4,7708 -4,8195 -4,7676 -4,6404 -4,4793 -4,3343 -4,2433 -4,2090 -4,1951 -4,1482 -4,0339 -3,8546 -3,6295 -3,3594 -3,0217 -2,6004 -2,1067 -1,5693 -1,0193 -0,4772 0,0582 0,6033 1,1677 1,7396 2,2869 2,7713 3,1668 3,4719 3,7108 3,9286 4,1691 4,4503 4,7584 5,0555 5,2882 5,4020 5,3607 5,1614 4,8389 4,4476 4,0267 3,5830 3,1112 2,6236 2,1562 1,7469 1,4111 1,1329 0,8709 0,5777 0,2225 -0,2020 -0,6823 -1,1891 -1,6939 -2,1858 -2,6683 -3,1506 -3,6434 -4,1566 -4,6903 -5,2255 -5,7283 -6,1663 -6,5198 -6,7828 -6,9666 -7,0941 -7,1853 -7,2550 -7,3196 -7,3894 -7,4569 -7,5043 -7,5211 -7,5091 -7,4732 -7,4121 -7,3166 -7,1721 -6,9607 -6,6664 -6,2908 -5,8734 -5,4881 -5,2075 -5,0654 -5,0473 -5,1089 -5,1940 -5,2423 -5,1977 -5,0277 -4,7409 -4,3896 -4,0505 -3,7890 -3,6252 -3,5266 -3,4286 -3,2696 -3,0237
