Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,d1,answer,TimedSection,listLength,,ItemNo
134,1723465410813,12/08/2024 12:23:30,1723465412815,2,12/08/2024 14:23:32,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,74,59,1,Screen 1,fixation,fixation,300.3999999999942,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">4</p>",,,6,,
135,1723465411939,12/08/2024 12:23:31,1723465413815,2,12/08/2024 14:23:33,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,74,59,2,Screen 2,Zone2,timelimit_screen,1000.3000000000175,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">4</p>",,,6,,
136,1723465412220,12/08/2024 12:23:32,1723465414115,2,12/08/2024 14:23:34,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,75,60,1,Screen 1,fixation,fixation,299.69999999998254,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">2</p>",,,6,,
137,1723465413188,12/08/2024 12:23:33,1723465415115,2,12/08/2024 14:23:35,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,75,60,2,Screen 2,Zone2,timelimit_screen,1000.4000000000233,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">2</p>",,,6,,
138,1723465415994,12/08/2024 12:23:35,1723465417984,2,12/08/2024 14:23:37,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,76,14,1,Screen 1,Zone2,response_text_entry,1019.5999999996275,,Enter Key,71764,1,0,1,0,,,,,,Test_Forwards,,717642,11000,6,,F6_2
139,1723465416288,12/08/2024 12:23:36,1723465418276,2,12/08/2024 14:23:38,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,77,61,1,Screen 1,fixation,fixation,300.1000000000058,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">2</p>",,,6,,
140,1723465417295,12/08/2024 12:23:37,1723465419277,2,12/08/2024 14:23:39,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,77,61,2,Screen 2,Zone2,timelimit_screen,1000.1000000000058,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">2</p>",,,6,,
141,1723465417581,12/08/2024 12:23:37,1723465419576,2,12/08/2024 14:23:39,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,78,62,1,Screen 1,fixation,fixation,299.8999999999942,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,6,,
142,1723465418597,12/08/2024 12:23:38,1723465420577,2,12/08/2024 14:23:40,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,78,62,2,Screen 2,Zone2,timelimit_screen,1000.6000000000058,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">9</p>",,,6,,
143,1723465418971,12/08/2024 12:23:38,1723465420876,2,12/08/2024 14:23:40,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,79,63,1,Screen 1,fixation,fixation,300,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,6,,
144,1723465419917,12/08/2024 12:23:39,1723465421877,2,12/08/2024 14:23:41,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,79,63,2,Screen 2,Zone2,timelimit_screen,999.8999999999942,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">1</p>",,,6,,
145,1723465420199,12/08/2024 12:23:40,1723465422177,2,12/08/2024 14:23:42,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,80,64,1,Screen 1,fixation,fixation,300.20000000001164,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">7</p>",,,6,,
146,1723465421193,12/08/2024 12:23:41,1723465423177,2,12/08/2024 14:23:43,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,80,64,2,Screen 2,Zone2,timelimit_screen,1000.2999999999884,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">7</p>",,,6,,
147,1723465421484,12/08/2024 12:23:41,1723465423477,2,12/08/2024 14:23:43,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,81,65,1,Screen 1,fixation,fixation,300.1000000000058,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">4</p>",,,6,,
148,1723465422502,12/08/2024 12:23:42,1723465424478,2,12/08/2024 14:23:44,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,81,65,2,Screen 2,Zone2,timelimit_screen,1000.2999999999884,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">4</p>",,,6,,
149,1723465422818,12/08/2024 12:23:42,1723465424777,2,12/08/2024 14:23:44,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,82,66,1,Screen 1,fixation,fixation,300,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">6</p>",,,6,,
150,1723465424021,12/08/2024 12:23:44,1723465425777,2,12/08/2024 14:23:45,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,82,66,2,Screen 2,Zone2,timelimit_screen,999.8999999999942,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">6</p>",,,6,,
151,1723465426635,12/08/2024 12:23:46,1723465428632,2,12/08/2024 14:23:48,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,83,15,1,Screen 1,Zone2,response_text_entry,685.5999999996275,,Enter Key,921749,1,0,1,0,,,,,,Test_Forwards,,291746,11000,6,,F6_3
152,1723465426940,12/08/2024 12:23:46,1723465428928,2,12/08/2024 14:23:48,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,84,67,1,Screen 1,fixation,fixation,300.20000000001164,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">3</p>",,,6,,
153,1723465427933,12/08/2024 12:23:47,1723465429929,2,12/08/2024 14:23:49,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,84,67,2,Screen 2,Zone2,timelimit_screen,1000.6000000000058,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">3</p>",,,6,,
154,1723465428240,12/08/2024 12:23:48,1723465430228,2,12/08/2024 14:23:50,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,85,68,1,Screen 1,fixation,fixation,299.8999999999942,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">6</p>",,,6,,
155,1723465429238,12/08/2024 12:23:49,1723465431229,2,12/08/2024 14:23:51,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,85,68,2,Screen 2,Zone2,timelimit_screen,1000.1999999999825,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">6</p>",,,6,,
156,1723465429543,12/08/2024 12:23:49,1723465431529,2,12/08/2024 14:23:51,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,86,69,1,Screen 1,fixation,fixation,300.1000000000058,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,6,,
157,1723465430535,12/08/2024 12:23:50,1723465432529,2,12/08/2024 14:23:52,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,86,69,2,Screen 2,Zone2,timelimit_screen,1000.2000000000116,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">1</p>",,,6,,
158,1723465430941,12/08/2024 12:23:50,1723465432829,2,12/08/2024 14:23:52,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,87,70,1,Screen 1,fixation,fixation,300,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">8</p>",,,6,,
159,1723465431866,12/08/2024 12:23:51,1723465433829,2,12/08/2024 14:23:53,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,87,70,2,Screen 2,Zone2,timelimit_screen,1000,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">8</p>",,,6,,
160,1723465432151,12/08/2024 12:23:52,1723465434129,2,12/08/2024 14:23:54,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,88,71,1,Screen 1,fixation,fixation,300.5,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">2</p>",,,6,,
161,1723465433143,12/08/2024 12:23:53,1723465435130,2,12/08/2024 14:23:55,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,88,71,2,Screen 2,Zone2,timelimit_screen,999.8999999999942,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">2</p>",,,6,,
162,1723465433439,12/08/2024 12:23:53,1723465435429,2,12/08/2024 14:23:55,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,89,72,1,Screen 1,fixation,fixation,300.29999999998836,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">7</p>",,,6,,
163,1723465434447,12/08/2024 12:23:54,1723465436430,2,12/08/2024 14:23:56,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,89,72,2,Screen 2,Zone2,timelimit_screen,1000.1000000000058,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">7</p>",,,6,,
164,1723465438956,12/08/2024 12:23:58,1723465440929,2,12/08/2024 14:24:00,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,90,16,1,Screen 1,Zone2,response_text_entry,856.7000000011176,,Enter Key,361827,1,1,0,0,,,,,,Test_Forwards,,361827,11000,6,,F6_4
165,1723465439223,12/08/2024 12:23:59,1723465441221,2,12/08/2024 14:24:01,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,91,73,1,Screen 1,fixation,fixation,300.1000000000058,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
166,1723465440249,12/08/2024 12:24:00,1723465442221,2,12/08/2024 14:24:02,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,91,73,2,Screen 2,Zone2,timelimit_screen,1000.1000000000058,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
167,1723465440534,12/08/2024 12:24:00,1723465442521,2,12/08/2024 14:24:02,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,92,74,1,Screen 1,fixation,fixation,300.19999999998254,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">2</p>",,,7,,
168,1723465441525,12/08/2024 12:24:01,1723465443522,2,12/08/2024 14:24:03,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,92,74,2,Screen 2,Zone2,timelimit_screen,1000.1000000000058,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">2</p>",,,7,,
169,1723465441846,12/08/2024 12:24:01,1723465443821,2,12/08/2024 14:24:03,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,93,75,1,Screen 1,fixation,fixation,300,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">5</p>",,,7,,
170,1723465442852,12/08/2024 12:24:02,1723465444822,2,12/08/2024 14:24:04,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,93,75,2,Screen 2,Zone2,timelimit_screen,1000.2999999999884,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">5</p>",,,7,,
171,1723465443205,12/08/2024 12:24:03,1723465445122,2,12/08/2024 14:24:05,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,94,76,1,Screen 1,fixation,fixation,300.20000000001164,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
172,1723465444143,12/08/2024 12:24:04,1723465446122,2,12/08/2024 14:24:06,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,94,76,2,Screen 2,Zone2,timelimit_screen,999.7000000000116,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
173,1723465444439,12/08/2024 12:24:04,1723465446422,2,12/08/2024 14:24:06,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,95,77,1,Screen 1,fixation,fixation,300.3999999999942,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">8</p>",,,7,,
174,1723465445447,12/08/2024 12:24:05,1723465447422,2,12/08/2024 14:24:07,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,95,77,2,Screen 2,Zone2,timelimit_screen,1000,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">8</p>",,,7,,
175,1723465445735,12/08/2024 12:24:05,1723465447722,2,12/08/2024 14:24:07,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,96,78,1,Screen 1,fixation,fixation,300.29999999998836,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">3</p>",,,7,,
176,1723465446731,12/08/2024 12:24:06,1723465448723,2,12/08/2024 14:24:08,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,96,78,2,Screen 2,Zone2,timelimit_screen,1000.2000000000116,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">3</p>",,,7,,
177,1723465447038,12/08/2024 12:24:07,1723465449022,2,12/08/2024 14:24:09,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,97,79,1,Screen 1,fixation,fixation,299.8999999999942,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">7</p>",,,7,,
178,1723465448055,12/08/2024 12:24:08,1723465450023,2,12/08/2024 14:24:10,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,97,79,2,Screen 2,Zone2,timelimit_screen,1000.3999999999942,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">7</p>",,,7,,
179,1723465452556,12/08/2024 12:24:12,1723465454561,2,12/08/2024 14:24:14,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,98,17,1,Screen 1,Zone2,response_text_entry,849.7000000011176,,Enter Key,9215837,1,0,1,0,,,,,,Test_Forwards,,9251837,12000,7,,F7_1
180,1723465452873,12/08/2024 12:24:12,1723465454854,2,12/08/2024 14:24:14,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,99,80,1,Screen 1,fixation,fixation,300.1000000000058,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">4</p>",,,7,,
181,1723465453867,12/08/2024 12:24:13,1723465455855,2,12/08/2024 14:24:15,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,99,80,2,Screen 2,Zone2,timelimit_screen,1000.2999999999884,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">4</p>",,,7,,
182,1723465454191,12/08/2024 12:24:14,1723465456153,2,12/08/2024 14:24:16,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,100,81,1,Screen 1,fixation,fixation,299.4000000000233,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">6</p>",,,7,,
183,1723465455167,12/08/2024 12:24:15,1723465457154,2,12/08/2024 14:24:17,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,100,81,2,Screen 2,Zone2,timelimit_screen,1000.8999999999942,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">6</p>",,,7,,
184,1723465455468,12/08/2024 12:24:15,1723465457455,2,12/08/2024 14:24:17,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,101,82,1,Screen 1,fixation,fixation,299.5,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">8</p>",,,7,,
185,1723465456463,12/08/2024 12:24:16,1723465458454,2,12/08/2024 14:24:18,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,101,82,2,Screen 2,Zone2,timelimit_screen,1000.1999999999825,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">8</p>",,,7,,
186,1723465456768,12/08/2024 12:24:16,1723465458755,2,12/08/2024 14:24:18,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,102,83,1,Screen 1,fixation,fixation,300.5,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
187,1723465457770,12/08/2024 12:24:17,1723465459754,2,12/08/2024 14:24:19,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,102,83,2,Screen 2,Zone2,timelimit_screen,1000,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
188,1723465458066,12/08/2024 12:24:18,1723465460055,2,12/08/2024 14:24:20,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,103,84,1,Screen 1,fixation,fixation,300.1000000000058,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">6</p>",,,7,,
189,1723465459070,12/08/2024 12:24:19,1723465461054,2,12/08/2024 14:24:21,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,103,84,2,Screen 2,Zone2,timelimit_screen,999.8999999999942,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">6</p>",,,7,,
190,1723465459365,12/08/2024 12:24:19,1723465461355,2,12/08/2024 14:24:21,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,104,85,1,Screen 1,fixation,fixation,300.70000000001164,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
191,1723465460677,12/08/2024 12:24:20,1723465462356,2,12/08/2024 14:24:22,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,104,85,2,Screen 2,Zone2,timelimit_screen,1000.1000000000058,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
192,1723465460786,12/08/2024 12:24:20,1723465462655,2,12/08/2024 14:24:22,143587,32,task-2f5q,,39515665,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,"1. Digit Span task (forward, backward)",7,Stroop ,ListA,ListA,105,86,1,Screen 1,fixation,fixation,299.6000000000058,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
